Orthogroup	Syao	Prac
OG0000324	Syao.g_01630	Prac.g_00572
OG0000325	Syao.g_01936	Prac.g_00477
OG0000326	Syao.g_01918	Prac.g_00483
OG0000327	Syao.g_01795	Prac.g_00507
OG0000328	Syao.g_01794	Prac.g_00508
OG0000329	Syao.g_01776	Prac.g_00525
OG0000330	Syao.g_01775	Prac.g_00526
OG0000331	Syao.g_01774	Prac.g_00527
OG0000332	Syao.g_01813	Prac.g_00541
OG0000333	Syao.g_01810	Prac.g_00543
OG0000334	Syao.g_01836	Prac.g_00551
OG0000335	Syao.g_01831	Prac.g_00555
OG0000336	Syao.g_01827	Prac.g_00559
OG0000337	Syao.g_01968	Prac.g_00013
OG0000338	Syao.g_01962	Prac.g_00014
OG0000339	Syao.g_02259	Prac.g_00018
OG0000340	Syao.g_02129	Prac.g_00026
OG0000341	Syao.g_02131	Prac.g_00028
OG0000342	Syao.g_02132	Prac.g_00029
OG0000343	Syao.g_02133	Prac.g_00030
OG0000344	Syao.g_02137	Prac.g_00033
OG0000345	Syao.g_01953	Prac.g_00038
OG0000346	Syao.g_01948	Prac.g_00042
OG0000347	Syao.g_02178	Prac.g_00057
OG0000348	Syao.g_02166	Prac.g_00066
OG0000349	Syao.g_02219	Prac.g_00083
OG0000350	Syao.g_01925	Prac.g_00101
OG0000351	Syao.g_02331	Prac.g_00118
OG0000352	Syao.g_02332	Prac.g_00119
OG0000353	Syao.g_02160	Prac.g_01948
OG0000355	Syao.g_02162	Prac.g_01946
OG0000356	Syao.g_02163	Prac.g_01945
OG0000357	Syao.g_02164	Prac.g_01944
OG0000358	Syao.g_02154	Prac.g_01940
OG0000359	Syao.g_02152	Prac.g_01939
OG0000360	Syao.g_02151	Prac.g_01938
OG0000361	Syao.g_02150	Prac.g_01937
OG0000362	Syao.g_01954	Prac.g_01935
OG0000363	Syao.g_02255	Prac.g_01933
OG0000364	Syao.g_01558	Prac.g_01932
OG0000365	Syao.g_02246	Prac.g_01927
OG0000366	Syao.g_02245	Prac.g_01926
OG0000367	Syao.g_02244	Prac.g_01925
OG0000368	Syao.g_02242	Prac.g_01923
OG0000369	Syao.g_02241	Prac.g_01922
OG0000370	Syao.g_02240	Prac.g_01921
OG0000371	Syao.g_02231	Prac.g_01915
OG0000372	Syao.g_02226	Prac.g_01911
OG0000373	Syao.g_02225	Prac.g_01910
OG0000374	Syao.g_02224	Prac.g_01909
OG0000375	Syao.g_02223	Prac.g_01892
OG0000376	Syao.g_02221	Prac.g_01890
OG0000377	Syao.g_02429	Prac.g_01886
OG0000378	Syao.g_02414	Prac.g_01884
OG0000379	Syao.g_02409	Prac.g_01881
OG0000380	Syao.g_02616	Prac.g_01865
OG0000381	Syao.g_02618	Prac.g_01861
OG0000382	Syao.g_02636	Prac.g_01850
OG0000383	Syao.g_02643	Prac.g_01848
OG0000384	Syao.g_02644	Prac.g_01847
OG0000385	Syao.g_02645	Prac.g_01846
OG0000386	Syao.g_02646	Prac.g_01845
OG0000387	Syao.g_01019	Prac.g_01832
OG0000388	Syao.g_02596	Prac.g_01829
OG0000389	Syao.g_02599	Prac.g_01825
OG0000390	Syao.g_02567	Prac.g_01818
OG0000391	Syao.g_02572	Prac.g_01815
OG0000392	Syao.g_02578	Prac.g_01811
OG0000393	Syao.g_02581	Prac.g_01809
OG0000394	Syao.g_02582	Prac.g_01808
OG0000395	Syao.g_02583	Prac.g_01807
OG0000396	Syao.g_02586	Prac.g_01804
OG0000397	Syao.g_02542	Prac.g_01802
OG0000398	Syao.g_02547	Prac.g_01800
OG0000399	Syao.g_02548	Prac.g_01799
OG0000400	Syao.g_02549	Prac.g_01798
OG0000401	Syao.g_02550	Prac.g_01797
OG0000402	Syao.g_02552	Prac.g_01795
OG0000403	Syao.g_02553	Prac.g_01794
OG0000404	Syao.g_02554	Prac.g_01793
OG0000405	Syao.g_02478	Prac.g_01789
OG0000406	Syao.g_02482	Prac.g_01783
OG0000407	Syao.g_02483	Prac.g_01782
OG0000408	Syao.g_02485	Prac.g_01780
OG0000409	Syao.g_02487	Prac.g_01778
OG0000410	Syao.g_02488	Prac.g_01777
OG0000411	Syao.g_02489	Prac.g_01776
OG0000412	Syao.g_02490	Prac.g_01775
OG0000413	Syao.g_02492	Prac.g_01774
OG0000414	Syao.g_02493	Prac.g_01590, Prac.g_01773
OG0000415	Syao.g_02494	Prac.g_01772
OG0000416	Syao.g_02495	Prac.g_01771
OG0000417	Syao.g_02497	Prac.g_01770
OG0000418	Syao.g_02502	Prac.g_01765
OG0000419	Syao.g_02504	Prac.g_01763
OG0000420	Syao.g_02506	Prac.g_01762
OG0000421	Syao.g_02510	Prac.g_01757
OG0000422	Syao.g_02511	Prac.g_01756
OG0000423	Syao.g_02512	Prac.g_01755
OG0000424	Syao.g_02513	Prac.g_01754
OG0000425	Syao.g_02514	Prac.g_01753
OG0000426	Syao.g_02515	Prac.g_01752
OG0000427	Syao.g_02516	Prac.g_01751
OG0000428	Syao.g_02519	Prac.g_01749
OG0000429	Syao.g_02522	Prac.g_01748
OG0000430	Syao.g_02523	Prac.g_01747
OG0000431	Syao.g_02526	Prac.g_01745
OG0000432	Syao.g_02532	Prac.g_01742
OG0000433	Syao.g_02534	Prac.g_01741
OG0000434	Syao.g_02535	Prac.g_01740
OG0000435	Syao.g_02538	Prac.g_01739
OG0000436	Syao.g_02458	Prac.g_01734
OG0000437	Syao.g_02459	Prac.g_01733
OG0000438	Syao.g_02460	Prac.g_01732
OG0000439	Syao.g_02462	Prac.g_01730
OG0000440	Syao.g_02463	Prac.g_01729
OG0000441	Syao.g_02466	Prac.g_01726
OG0000442	Syao.g_02467	Prac.g_01725
OG0000443	Syao.g_02468	Prac.g_01724
OG0000444	Syao.g_02473	Prac.g_01719
OG0000445	Syao.g_02474	Prac.g_01718
OG0000446	Syao.g_02476	Prac.g_01717
OG0000447	Syao.g_02383	Prac.g_01716
OG0000448	Syao.g_02384	Prac.g_01715
OG0000449	Syao.g_02385	Prac.g_01714
OG0000450	Syao.g_02391	Prac.g_01713
OG0000451	Syao.g_02392	Prac.g_01712
OG0000452	Syao.g_02396	Prac.g_01709
OG0000453	Syao.g_02397	Prac.g_01708
OG0000454	Syao.g_02398	Prac.g_01707
OG0000455	Syao.g_02399	Prac.g_01706
OG0000456	Syao.g_02400	Prac.g_01705
OG0000457	Syao.g_02402	Prac.g_01704
OG0000458	Syao.g_02403	Prac.g_01703
OG0000459	Syao.g_02404	Prac.g_01702
OG0000460	Syao.g_01702	Prac.g_01695
OG0000461	Syao.g_02119	Prac.g_01688
OG0000462	Syao.g_02116	Prac.g_01686
OG0000463	Syao.g_02115	Prac.g_01685
OG0000464	Syao.g_02114	Prac.g_01684
OG0000465	Syao.g_02112	Prac.g_01683
OG0000466	Syao.g_02107	Prac.g_01680
OG0000467	Syao.g_02106	Prac.g_01679
OG0000468	Syao.g_02102	Prac.g_01678
OG0000469	Syao.g_02087	Prac.g_01669
OG0000470	Syao.g_02085	Prac.g_01667
OG0000471	Syao.g_02084	Prac.g_01666
OG0000472	Syao.g_02082	Prac.g_01665
OG0000473	Syao.g_02080	Prac.g_01663
OG0000474	Syao.g_02079	Prac.g_01662
OG0000475	Syao.g_02078	Prac.g_01661
OG0000476	Syao.g_02076	Prac.g_01660
OG0000477	Syao.g_02069	Prac.g_01656
OG0000478	Syao.g_02068	Prac.g_01655
OG0000479	Syao.g_02067	Prac.g_01654
OG0000480	Syao.g_02060	Prac.g_01649
OG0000481	Syao.g_01012	Prac.g_01647
OG0000482	Syao.g_02058	Prac.g_01646
OG0000483	Syao.g_02054	Prac.g_01643
OG0000484	Syao.g_02053	Prac.g_01642
OG0000485	Syao.g_02052	Prac.g_01641
OG0000486	Syao.g_02051	Prac.g_01640
OG0000487	Syao.g_02044	Prac.g_01636
OG0000488	Syao.g_02040	Prac.g_01633
OG0000489	Syao.g_02033	Prac.g_01628
OG0000490	Syao.g_02025	Prac.g_01623
OG0000491	Syao.g_02024	Prac.g_01622
OG0000492	Syao.g_02022	Prac.g_01620
OG0000493	Syao.g_02021	Prac.g_01619
OG0000494	Syao.g_02020	Prac.g_01618
OG0000495	Syao.g_02018	Prac.g_01617
OG0000496	Syao.g_02017	Prac.g_01616
OG0000497	Syao.g_02016	Prac.g_01615
OG0000498	Syao.g_02015	Prac.g_01614
OG0000499	Syao.g_02014	Prac.g_01613
OG0000500	Syao.g_02013	Prac.g_01612
OG0000501	Syao.g_02010	Prac.g_01610
OG0000502	Syao.g_01974	Prac.g_01607
OG0000503	Syao.g_01877	Prac.g_01200
OG0000504	Syao.g_01875	Prac.g_01199
OG0000505	Syao.g_01874	Prac.g_01198
OG0000506	Syao.g_01872	Prac.g_01196
OG0000507	Syao.g_01866	Prac.g_01193
OG0000508	Syao.g_01750	Prac.g_01189
OG0000509	Syao.g_01755	Prac.g_01187
OG0000510	Syao.g_01756	Prac.g_01186
OG0000511	Syao.g_01757	Prac.g_01185
OG0000512	Syao.g_01759	Prac.g_01183
OG0000513	Syao.g_01720	Prac.g_01176
OG0000514	Syao.g_01727	Prac.g_01116
OG0000515	Syao.g_01728	Prac.g_01115
OG0000516	Syao.g_01730	Prac.g_01114
OG0000517	Syao.g_01735	Prac.g_01112
OG0000518	Syao.g_01621	Prac.g_01101
OG0000519	Syao.g_01622	Prac.g_01100
OG0000520	Syao.g_01512	Prac.g_01099
OG0000521	Syao.g_00061	Prac.g_01094
OG0000522	Syao.g_00059	Prac.g_01092
OG0000523	Syao.g_00058	Prac.g_01091
OG0000524	Syao.g_02699	Prac.g_01084
OG0000525	Syao.g_02691	Prac.g_01081
OG0000526	Syao.g_02688	Prac.g_01080
OG0000527	Syao.g_02684	Prac.g_01071
OG0000528	Syao.g_00031	Prac.g_01066
OG0000529	Syao.g_00027	Prac.g_01063
OG0000530	Syao.g_00122	Prac.g_01060
OG0000531	Syao.g_00121	Prac.g_01059
OG0000532	Syao.g_00118	Prac.g_01057
OG0000533	Syao.g_00116	Prac.g_01056
OG0000534	Syao.g_00115	Prac.g_01055
OG0000535	Syao.g_00114	Prac.g_01054
OG0000536	Syao.g_00113	Prac.g_01053
OG0000537	Syao.g_00112	Prac.g_01052
OG0000538	Syao.g_00100	Prac.g_00871
OG0000539	Syao.g_00099	Prac.g_00870
OG0000540	Syao.g_00098	Prac.g_00869
OG0000541	Syao.g_00097	Prac.g_00868
OG0000542	Syao.g_00167	Prac.g_00866
OG0000543	Syao.g_00165	Prac.g_00864
OG0000544	Syao.g_00164	Prac.g_00863
OG0000545	Syao.g_00162	Prac.g_00861
OG0000546	Syao.g_00160	Prac.g_00858
OG0000547	Syao.g_00158	Prac.g_00857
OG0000548	Syao.g_00157	Prac.g_00856
OG0000549	Syao.g_01391	Prac.g_00854
OG0000550	Syao.g_01396	Prac.g_00849
OG0000551	Syao.g_01401	Prac.g_00845
OG0000552	Syao.g_01402	Prac.g_00844
OG0000553	Syao.g_01404	Prac.g_00843
OG0000554	Syao.g_01413	Prac.g_00838
OG0000555	Syao.g_00875	Prac.g_00830
OG0000556	Syao.g_00871	Prac.g_00828
OG0000557	Syao.g_00866	Prac.g_00827
OG0000558	Syao.g_00864	Prac.g_00825
OG0000559	Syao.g_00860	Prac.g_00821
OG0000560	Syao.g_00857	Prac.g_00818
OG0000561	Syao.g_00856	Prac.g_00817
OG0000562	Syao.g_00855	Prac.g_00816
OG0000563	Syao.g_00854	Prac.g_00815
OG0000564	Syao.g_00853	Prac.g_00814
OG0000565	Syao.g_00849	Prac.g_00811
OG0000566	Syao.g_00845	Prac.g_00809
OG0000567	Syao.g_00841	Prac.g_00805
OG0000568	Syao.g_00839	Prac.g_00804
OG0000569	Syao.g_00838	Prac.g_00803
OG0000570	Syao.g_00837	Prac.g_00802
OG0000571	Syao.g_00834	Prac.g_00800
OG0000572	Syao.g_01033	Prac.g_00787
OG0000573	Syao.g_01022	Prac.g_00780
OG0000574	Syao.g_01021	Prac.g_00779
OG0000575	Syao.g_01000	Prac.g_00775
OG0000576	Syao.g_00996	Prac.g_00772
OG0000577	Syao.g_00995	Prac.g_00771
OG0000578	Syao.g_00994	Prac.g_00770
OG0000579	Syao.g_00993	Prac.g_00769
OG0000580	Syao.g_00992	Prac.g_00768
OG0000581	Syao.g_01059	Prac.g_00766
OG0000582	Syao.g_01204	Prac.g_00763
OG0000583	Syao.g_01205	Prac.g_00762
OG0000584	Syao.g_01206	Prac.g_00761
OG0000585	Syao.g_01054	Prac.g_00759
OG0000586	Syao.g_01055	Prac.g_00758
OG0000587	Syao.g_01057	Prac.g_00757
OG0000588	Syao.g_00406	Prac.g_00753
OG0000589	Syao.g_01342	Prac.g_00750
OG0000590	Syao.g_01341	Prac.g_00749
OG0000591	Syao.g_01330	Prac.g_00746
OG0000592	Syao.g_01329	Prac.g_00745
OG0000593	Syao.g_00890	Prac.g_00739
OG0000594	Syao.g_00891	Prac.g_00738
OG0000595	Syao.g_00892	Prac.g_00737
OG0000596	Syao.g_00897	Prac.g_00733
OG0000597	Syao.g_00900	Prac.g_00731
OG0000598	Syao.g_00901	Prac.g_00730
OG0000599	Syao.g_00908	Prac.g_00727
OG0000600	Syao.g_00909	Prac.g_00726
OG0000601	Syao.g_00910	Prac.g_00725
OG0000602	Syao.g_00914	Prac.g_00723
OG0000603	Syao.g_00915	Prac.g_00722
