Orthogroup	Syao	Prbl
OG0000036	Syao.g_00572	Prbl.g_01476, Prbl.g_00741, Prbl.g_00807, Prbl.g_01129, Prbl.g_02649, Prbl.g_00264, Prbl.g_02665, Prbl.g_00734, Prbl.g_00065, Prbl.g_00465, Prbl.g_00735
OG0000037	Syao.g_00374	Prbl.g_00548
OG0000038	Syao.g_02440	Prbl.g_02235
OG0000038	Syao.g_02442	Prbl.g_02233
OG0000042	Syao.g_00019, Syao.g_01941	Prbl.g_01236, Prbl.g_01121
OG0000045	Syao.g_01214, Syao.g_00148	Prbl.g_00609
OG0000046	Syao.g_01845, Syao.g_01909	Prbl.g_01184
OG0000047	Syao.g_01899	Prbl.g_01574, Prbl.g_00719
OG0000048	Syao.g_02077	Prbl.g_01465
OG0000051	Syao.g_01261	Prbl.g_01677
OG0000052	Syao.g_01085, Syao.g_02520	Prbl.g_00870
OG0000053	Syao.g_00067	Prbl.g_00691
OG0000058	Syao.g_01978	Prbl.g_00890
OG0000059	Syao.g_01801	Prbl.g_00952
OG0000059	Syao.g_01959	Prbl.g_00836
OG0000061	Syao.g_00123	Prbl.g_02084
OG0000062	Syao.g_01576	Prbl.g_00417
OG0000063	Syao.g_02230	Prbl.g_01981
OG0000065	Syao.g_02600	Prbl.g_00552
OG0000066	Syao.g_01422	Prbl.g_00752
OG0000067	Syao.g_00756	Prbl.g_02335
OG0000068	Syao.g_00868, Syao.g_00036	Prbl.g_00502
OG0000070	Syao.g_00330	Prbl.g_00634
OG0000071	Syao.g_01433	Prbl.g_01722
OG0000072	Syao.g_02509, Syao.g_01749	Prbl.g_00276
OG0000073	Syao.g_00103	Prbl.g_00533
OG0000075	Syao.g_02257	Prbl.g_00855
OG0000076	Syao.g_01949	Prbl.g_01285
OG0000077	Syao.g_02629	Prbl.g_00631
OG0000079	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105	Prbl.g_01505
OG0000082	Syao.g_01035	Prbl.g_01783
OG0000084	Syao.g_02606	Prbl.g_00246
OG0000085	Syao.g_01569	Prbl.g_00405
OG0000086	Syao.g_02653, Syao.g_01240	Prbl.g_00583
OG0000087	Syao.g_02555	Prbl.g_00810
OG0000088	Syao.g_02503	Prbl.g_01838, Prbl.g_00281
OG0000089	Syao.g_01716	Prbl.g_02674
OG0000090	Syao.g_01412	Prbl.g_00766
OG0000091	Syao.g_00902	Prbl.g_01647
OG0000093	Syao.g_00739	Prbl.g_02359
OG0000095	Syao.g_00331	Prbl.g_00927
OG0000098	Syao.g_01374	Prbl.g_00722
OG0000099	Syao.g_02019	Prbl.g_00893
OG0000100	Syao.g_00787	Prbl.g_01914, Prbl.g_02305
OG0000101	Syao.g_01840	Prbl.g_01126
OG0000102	Syao.g_01945	Prbl.g_02636
OG0000103	Syao.g_02340	Prbl.g_02139
OG0000104	Syao.g_02157	Prbl.g_02125
OG0000105	Syao.g_02071, Syao.g_02072	Prbl.g_01461
OG0000106	Syao.g_01385	Prbl.g_00411
OG0000107	Syao.g_01935	Prbl.g_02681
OG0000108	Syao.g_00028	Prbl.g_00511
OG0000109	Syao.g_00110	Prbl.g_00527
OG0000110	Syao.g_01051	Prbl.g_01795
OG0000111	Syao.g_00378	Prbl.g_00026
OG0000112	Syao.g_00683, Syao.g_00303	Prbl.g_02470
OG0000113	Syao.g_00782	Prbl.g_02310
OG0000114	Syao.g_00965	Prbl.g_02407
OG0000115	Syao.g_00065, Syao.g_01464	Prbl.g_00687
OG0000116	Syao.g_00137	Prbl.g_02069
OG0000117	Syao.g_00169	Prbl.g_01384
OG0000118	Syao.g_01475	Prbl.g_01736
OG0000120	Syao.g_02009	Prbl.g_00892
OG0000121	Syao.g_01489	Prbl.g_00234, Prbl.g_00240
OG0000122	Syao.g_01247	Prbl.g_01808
OG0000123	Syao.g_01832	Prbl.g_01135
OG0000124	Syao.g_02179	Prbl.g_02054
OG0000125	Syao.g_02444	Prbl.g_02231
OG0000126	Syao.g_02198	Prbl.g_02127
OG0000127	Syao.g_01312	Prbl.g_01022
OG0000128	Syao.g_02149	Prbl.g_02109
OG0000129	Syao.g_02434	Prbl.g_02243
OG0000130	Syao.g_02617	Prbl.g_00608
OG0000131	Syao.g_02480	Prbl.g_00303
OG0000132	Syao.g_02501	Prbl.g_00283
OG0000133	Syao.g_00678	Prbl.g_00897
OG0000134	Syao.g_01719	Prbl.g_02677
OG0000135	Syao.g_00147	Prbl.g_02190
OG0000136	Syao.g_01614, Syao.g_01613	Prbl.g_00647
OG0000137	Syao.g_02682	Prbl.g_01340
OG0000138	Syao.g_00108	Prbl.g_00528
OG0000139	Syao.g_02005	Prbl.g_00760
OG0000140	Syao.g_01373, Syao.g_01372	Prbl.g_00754
OG0000141	Syao.g_01202	Prbl.g_01751
OG0000142	Syao.g_00894	Prbl.g_01639
OG0000143	Syao.g_00898	Prbl.g_01643
OG0000145	Syao.g_00102	Prbl.g_00534
OG0000146	Syao.g_00684, Syao.g_00304	Prbl.g_02469
OG0000147	Syao.g_00305, Syao.g_00685	Prbl.g_02468
OG0000148	Syao.g_00776	Prbl.g_02316
OG0000149	Syao.g_00534	Prbl.g_01552
OG0000150	Syao.g_01203	Prbl.g_01576
OG0000151	Syao.g_00975	Prbl.g_02386
OG0000152	Syao.g_00674	Prbl.g_02478
OG0000153	Syao.g_00818, Syao.g_01176	Prbl.g_02505
OG0000154	Syao.g_00447	Prbl.g_02532
OG0000155	Syao.g_00178	Prbl.g_00185
OG0000156	Syao.g_00151	Prbl.g_00115
OG0000157	Syao.g_00152	Prbl.g_00114
OG0000158	Syao.g_02267	Prbl.g_00843
OG0000160	Syao.g_01488	Prbl.g_00241
OG0000161	Syao.g_01494	Prbl.g_00227
OG0000162	Syao.g_01515	Prbl.g_00221
OG0000163	Syao.g_01745	Prbl.g_00452
OG0000164	Syao.g_01663	Prbl.g_00365
OG0000165	Syao.g_01655	Prbl.g_00356
OG0000166	Syao.g_01790	Prbl.g_00962
OG0000167	Syao.g_01960	Prbl.g_00857
OG0000168	Syao.g_02128	Prbl.g_00842
OG0000169	Syao.g_02139	Prbl.g_01302
OG0000170	Syao.g_02148	Prbl.g_01290
OG0000171	Syao.g_02181	Prbl.g_02055
OG0000172	Syao.g_02170	Prbl.g_02021
OG0000173	Syao.g_02212	Prbl.g_02000
OG0000174	Syao.g_02364, Syao.g_02355	Prbl.g_02188
OG0000175	Syao.g_02327, Syao.g_00308	Prbl.g_02150
OG0000176	Syao.g_02165	Prbl.g_02117
OG0000177	Syao.g_02156	Prbl.g_02116
OG0000178	Syao.g_02155	Prbl.g_02115
OG0000179	Syao.g_02250	Prbl.g_01961
OG0000180	Syao.g_02249	Prbl.g_01962
OG0000181	Syao.g_02248	Prbl.g_01963
OG0000182	Syao.g_02247	Prbl.g_01964
OG0000183	Syao.g_02243	Prbl.g_01968
OG0000184	Syao.g_02423	Prbl.g_02251
OG0000185	Syao.g_02410	Prbl.g_02273
OG0000186	Syao.g_02613	Prbl.g_00614
OG0000187	Syao.g_02615	Prbl.g_00613
OG0000188	Syao.g_02637	Prbl.g_00591
OG0000189	Syao.g_02672	Prbl.g_00565
OG0000190	Syao.g_01015	Prbl.g_00563
OG0000191	Syao.g_02573	Prbl.g_01325
OG0000192	Syao.g_02579	Prbl.g_01316
OG0000193	Syao.g_02481	Prbl.g_00302
OG0000194	Syao.g_02484	Prbl.g_00299
OG0000196	Syao.g_02498	Prbl.g_00286
OG0000197	Syao.g_02499	Prbl.g_00285
OG0000198	Syao.g_02500	Prbl.g_00284
OG0000199	Syao.g_02508	Prbl.g_00277
OG0000200	Syao.g_02524	Prbl.g_00069
OG0000201	Syao.g_02540	Prbl.g_00088
OG0000202	Syao.g_02454	Prbl.g_00089
OG0000203	Syao.g_02455	Prbl.g_00090
OG0000204	Syao.g_02456	Prbl.g_00091
OG0000205	Syao.g_02464	Prbl.g_00098
OG0000206	Syao.g_02469	Prbl.g_01282
OG0000207	Syao.g_02471	Prbl.g_00130
OG0000208	Syao.g_02472	Prbl.g_00129
OG0000209	Syao.g_02394	Prbl.g_01256
OG0000210	Syao.g_02395	Prbl.g_01257
OG0000211	Syao.g_01700	Prbl.g_01922
OG0000212	Syao.g_01710	Prbl.g_00192
OG0000213	Syao.g_02098	Prbl.g_01496
OG0000214	Syao.g_02081	Prbl.g_01469
OG0000215	Syao.g_02050	Prbl.g_01439
OG0000216	Syao.g_02045	Prbl.g_01436
OG0000217	Syao.g_02041	Prbl.g_01432
OG0000218	Syao.g_02039	Prbl.g_01428
OG0000219	Syao.g_02038	Prbl.g_01427
OG0000220	Syao.g_02037	Prbl.g_01426
OG0000221	Syao.g_02034	Prbl.g_01421
OG0000222	Syao.g_02023	Prbl.g_00911
OG0000223	Syao.g_00291	Prbl.g_00888
OG0000224	Syao.g_01973	Prbl.g_00877
OG0000225	Syao.g_01751	Prbl.g_01218
OG0000226	Syao.g_01758	Prbl.g_01222
OG0000227	Syao.g_01760	Prbl.g_01224
OG0000228	Syao.g_01715	Prbl.g_02673
OG0000229	Syao.g_01736	Prbl.g_00652
OG0000230	Syao.g_01738	Prbl.g_00650
OG0000231	Syao.g_01513	Prbl.g_00635
OG0000232	Syao.g_00057	Prbl.g_00619
OG0000233	Syao.g_02698	Prbl.g_01360
OG0000234	Syao.g_02680	Prbl.g_01339
OG0000235	Syao.g_00029	Prbl.g_00510
OG0000236	Syao.g_00111	Prbl.g_00526
OG0000237	Syao.g_00166	Prbl.g_00800
OG0000238	Syao.g_00161	Prbl.g_00795
OG0000239	Syao.g_01398	Prbl.g_00779
OG0000240	Syao.g_01399	Prbl.g_00778
OG0000241	Syao.g_00887	Prbl.g_01526
OG0000242	Syao.g_01410	Prbl.g_00768
OG0000243	Syao.g_00873	Prbl.g_02647
OG0000244	Syao.g_00865	Prbl.g_01879
OG0000245	Syao.g_00863	Prbl.g_01882
OG0000246	Syao.g_00859	Prbl.g_01886
OG0000247	Syao.g_00847	Prbl.g_01897
OG0000248	Syao.g_00844	Prbl.g_01900
OG0000249	Syao.g_00842	Prbl.g_01902
OG0000250	Syao.g_00835	Prbl.g_01799
OG0000251	Syao.g_01026	Prbl.g_01775
OG0000252	Syao.g_01020	Prbl.g_01772
OG0000253	Syao.g_01003	Prbl.g_01766
OG0000254	Syao.g_01053	Prbl.g_01747
OG0000255	Syao.g_01009	Prbl.g_01612
OG0000256	Syao.g_01328	Prbl.g_01626
OG0000257	Syao.g_00884	Prbl.g_01632
OG0000258	Syao.g_00907	Prbl.g_01655
OG0000259	Syao.g_00933, Syao.g_00932	Prbl.g_01406
OG0000260	Syao.g_00936	Prbl.g_01403
OG0000261	Syao.g_00941	Prbl.g_01400
OG0000262	Syao.g_00946	Prbl.g_01395
OG0000263	Syao.g_00247	Prbl.g_01242
OG0000264	Syao.g_00699	Prbl.g_01859
OG0000265	Syao.g_00049	Prbl.g_02567, Prbl.g_01839
OG0000266	Syao.g_00480	Prbl.g_02556
OG0000267	Syao.g_00589	Prbl.g_02431
OG0000268	Syao.g_00588	Prbl.g_02432
OG0000269	Syao.g_00751	Prbl.g_02340
OG0000270	Syao.g_00754	Prbl.g_02337
OG0000271	Syao.g_00762	Prbl.g_02329
OG0000272	Syao.g_00763	Prbl.g_02328
OG0000273	Syao.g_00791	Prbl.g_01534
OG0000274	Syao.g_00792	Prbl.g_01535
OG0000275	Syao.g_00438	Prbl.g_01538
OG0000276	Syao.g_00558	Prbl.g_01544
OG0000277	Syao.g_00557	Prbl.g_01545
OG0000278	Syao.g_00554	Prbl.g_01548
OG0000279	Syao.g_00529	Prbl.g_01556
OG0000280	Syao.g_00608	Prbl.g_01562
OG0000281	Syao.g_01377	Prbl.g_01577
OG0000282	Syao.g_00967	Prbl.g_02405
OG0000283	Syao.g_00640	Prbl.g_02443
OG0000284	Syao.g_00634	Prbl.g_02449
OG0000285	Syao.g_00706	Prbl.g_01688
OG0000286	Syao.g_00675	Prbl.g_02477
OG0000287	Syao.g_00825	Prbl.g_02608
OG0000288	Syao.g_00446	Prbl.g_02531
OG0000289	Syao.g_00461	Prbl.g_02544
OG0000290	Syao.g_00428	Prbl.g_00930
OG0000291	Syao.g_00333	Prbl.g_00928
OG0000292	Syao.g_02196	Prbl.g_02128
OG0000293	Syao.g_00136	Prbl.g_02071
OG0000294	Syao.g_00135	Prbl.g_02072
OG0000295	Syao.g_00186	Prbl.g_00178
OG0000296	Syao.g_00184	Prbl.g_00180
OG0000298	Syao.g_00170	Prbl.g_01383
OG0000299	Syao.g_00231	Prbl.g_01372
OG0000301	Syao.g_00272, Syao.g_00273	Prbl.g_02583
OG0000302	Syao.g_00271	Prbl.g_02586
OG0000303	Syao.g_00262	Prbl.g_00187
OG0000304	Syao.g_00256	Prbl.g_01102
OG0000305	Syao.g_00388	Prbl.g_00926
OG0000306	Syao.g_01216	Prbl.g_01586
OG0000307	Syao.g_00045	Prbl.g_00494
OG0000308	Syao.g_00047	Prbl.g_00492
OG0000309	Syao.g_02705	Prbl.g_00488
OG0000310	Syao.g_01530	Prbl.g_00160
OG0000311	Syao.g_01533	Prbl.g_00258
OG0000312	Syao.g_01538	Prbl.g_00254
OG0000313	Syao.g_01491	Prbl.g_00230
OG0000314	Syao.g_00078	Prbl.g_00699
OG0000315	Syao.g_00088	Prbl.g_00709
OG0000316	Syao.g_01602	Prbl.g_00441
OG0000317	Syao.g_01560	Prbl.g_00399
OG0000318	Syao.g_01553	Prbl.g_00393
OG0000319	Syao.g_01678	Prbl.g_00376
OG0000320	Syao.g_01676	Prbl.g_00374
OG0000321	Syao.g_01675	Prbl.g_00373
OG0000322	Syao.g_01674	Prbl.g_00372
OG0000323	Syao.g_01661	Prbl.g_00361
OG0000324	Syao.g_01630	Prbl.g_00332
OG0000325	Syao.g_01936	Prbl.g_02683
OG0000326	Syao.g_01918	Prbl.g_01059
OG0000327	Syao.g_01795	Prbl.g_00957
OG0000328	Syao.g_01794	Prbl.g_00958
OG0000329	Syao.g_01776	Prbl.g_00975
OG0000330	Syao.g_01775	Prbl.g_00976
OG0000331	Syao.g_01774	Prbl.g_00977
OG0000332	Syao.g_01813	Prbl.g_00992
OG0000333	Syao.g_01810	Prbl.g_00994
OG0000334	Syao.g_01836	Prbl.g_01131
OG0000335	Syao.g_01831	Prbl.g_01136
OG0000336	Syao.g_01827	Prbl.g_01140
OG0000337	Syao.g_01968	Prbl.g_00863
OG0000338	Syao.g_01962	Prbl.g_00859
OG0000339	Syao.g_02259	Prbl.g_00853
OG0000340	Syao.g_02129	Prbl.g_00841
OG0000341	Syao.g_02131	Prbl.g_00839
OG0000342	Syao.g_02132	Prbl.g_00838
OG0000343	Syao.g_02133	Prbl.g_01307
OG0000344	Syao.g_02137	Prbl.g_01304
OG0000345	Syao.g_01953	Prbl.g_01289
OG0000346	Syao.g_01948	Prbl.g_01284
OG0000347	Syao.g_02178	Prbl.g_02053
OG0000348	Syao.g_02166	Prbl.g_02016
OG0000349	Syao.g_02219	Prbl.g_01992
OG0000350	Syao.g_01925	Prbl.g_02195
OG0000351	Syao.g_02331	Prbl.g_02147
OG0000352	Syao.g_02332	Prbl.g_02146
OG0000353	Syao.g_02160	Prbl.g_02122
OG0000354	Syao.g_00154, Syao.g_00155	Prbl.g_00789
OG0000354	Syao.g_02252	Prbl.g_01959
OG0000355	Syao.g_02162	Prbl.g_02120
OG0000356	Syao.g_02163	Prbl.g_02119
OG0000357	Syao.g_02164	Prbl.g_02118
OG0000358	Syao.g_02154	Prbl.g_02114
OG0000359	Syao.g_02152	Prbl.g_02112
OG0000360	Syao.g_02151	Prbl.g_02111
OG0000361	Syao.g_02150	Prbl.g_02110
OG0000362	Syao.g_01954	Prbl.g_02108
OG0000363	Syao.g_02255	Prbl.g_01955
OG0000364	Syao.g_01558	Prbl.g_01956
OG0000365	Syao.g_02246	Prbl.g_01965
OG0000366	Syao.g_02245	Prbl.g_01966
OG0000367	Syao.g_02244	Prbl.g_01967
OG0000368	Syao.g_02242	Prbl.g_01969
OG0000369	Syao.g_02241	Prbl.g_01970
OG0000370	Syao.g_02240	Prbl.g_01971
OG0000371	Syao.g_02231	Prbl.g_01980
OG0000372	Syao.g_02226	Prbl.g_01985
OG0000373	Syao.g_02225	Prbl.g_01986
OG0000374	Syao.g_02224	Prbl.g_01987
OG0000375	Syao.g_02223	Prbl.g_01988
OG0000376	Syao.g_02221	Prbl.g_01990
OG0000377	Syao.g_02429	Prbl.g_02244
OG0000378	Syao.g_02414	Prbl.g_02258
OG0000379	Syao.g_02409	Prbl.g_02274
OG0000380	Syao.g_02616	Prbl.g_00612
OG0000381	Syao.g_02618	Prbl.g_00607
OG0000382	Syao.g_02636	Prbl.g_00592
OG0000383	Syao.g_02643	Prbl.g_00590
OG0000384	Syao.g_02644	Prbl.g_00589
OG0000385	Syao.g_02645	Prbl.g_00588
OG0000386	Syao.g_02646	Prbl.g_00587
OG0000387	Syao.g_01019	Prbl.g_00561
OG0000388	Syao.g_02596	Prbl.g_00557
OG0000389	Syao.g_02599	Prbl.g_00553
OG0000390	Syao.g_02567	Prbl.g_01331
OG0000391	Syao.g_02572	Prbl.g_01326
OG0000392	Syao.g_02578	Prbl.g_01320
OG0000393	Syao.g_02581	Prbl.g_01315
OG0000394	Syao.g_02582	Prbl.g_01314
OG0000395	Syao.g_02583	Prbl.g_01313
OG0000396	Syao.g_02586	Prbl.g_00827
OG0000397	Syao.g_02542	Prbl.g_00825
OG0000398	Syao.g_02547	Prbl.g_00820
OG0000399	Syao.g_02548	Prbl.g_00819
OG0000400	Syao.g_02549	Prbl.g_00818
OG0000401	Syao.g_02550	Prbl.g_00817
OG0000402	Syao.g_02552	Prbl.g_00815
OG0000403	Syao.g_02553	Prbl.g_00814
OG0000404	Syao.g_02554	Prbl.g_00812
OG0000405	Syao.g_02478	Prbl.g_00305
OG0000406	Syao.g_02482	Prbl.g_00301
OG0000407	Syao.g_02483	Prbl.g_00300
OG0000408	Syao.g_02485	Prbl.g_00298
OG0000409	Syao.g_02487	Prbl.g_00296
OG0000410	Syao.g_02488	Prbl.g_00295
OG0000411	Syao.g_02489	Prbl.g_00294
OG0000412	Syao.g_02490	Prbl.g_00293
OG0000413	Syao.g_02492	Prbl.g_00291
OG0000414	Syao.g_02493	Prbl.g_00290
OG0000415	Syao.g_02494	Prbl.g_00289
OG0000416	Syao.g_02495	Prbl.g_00288
OG0000417	Syao.g_02497	Prbl.g_00287
OG0000418	Syao.g_02502	Prbl.g_00282
OG0000419	Syao.g_02504	Prbl.g_00280
OG0000420	Syao.g_02506	Prbl.g_00279
OG0000421	Syao.g_02510	Prbl.g_00275
OG0000422	Syao.g_02511	Prbl.g_00274
OG0000423	Syao.g_02512	Prbl.g_00273
OG0000424	Syao.g_02513	Prbl.g_00272
OG0000425	Syao.g_02514	Prbl.g_00271
OG0000426	Syao.g_02515	Prbl.g_00270
OG0000427	Syao.g_02516	Prbl.g_00269
OG0000428	Syao.g_02519	Prbl.g_02377
OG0000429	Syao.g_02522	Prbl.g_00066
OG0000430	Syao.g_02523	Prbl.g_00068
OG0000431	Syao.g_02526	Prbl.g_00072
OG0000432	Syao.g_02532	Prbl.g_00079
OG0000433	Syao.g_02534	Prbl.g_00082
OG0000434	Syao.g_02535	Prbl.g_00083
OG0000435	Syao.g_02538	Prbl.g_00086
OG0000436	Syao.g_02458	Prbl.g_00092
OG0000437	Syao.g_02459	Prbl.g_00093
OG0000438	Syao.g_02460	Prbl.g_00094
OG0000439	Syao.g_02462	Prbl.g_00096
OG0000440	Syao.g_02463	Prbl.g_00097
OG0000441	Syao.g_02466	Prbl.g_00104
OG0000442	Syao.g_02467	Prbl.g_00105
OG0000443	Syao.g_02468	Prbl.g_01283
OG0000444	Syao.g_02473	Prbl.g_00127
OG0000445	Syao.g_02474	Prbl.g_00126
OG0000446	Syao.g_02476	Prbl.g_00124
OG0000447	Syao.g_02383	Prbl.g_01244
OG0000448	Syao.g_02384	Prbl.g_01245
OG0000449	Syao.g_02385	Prbl.g_01246
OG0000450	Syao.g_02391	Prbl.g_01252
OG0000451	Syao.g_02392	Prbl.g_01253
OG0000452	Syao.g_02396	Prbl.g_01258
OG0000453	Syao.g_02397	Prbl.g_01259
OG0000454	Syao.g_02398	Prbl.g_01260
OG0000455	Syao.g_02399	Prbl.g_01261
OG0000456	Syao.g_02400	Prbl.g_01262
OG0000457	Syao.g_02402	Prbl.g_01264
OG0000458	Syao.g_02403	Prbl.g_01265
OG0000459	Syao.g_02404	Prbl.g_01266
OG0000460	Syao.g_01702	Prbl.g_01923
OG0000461	Syao.g_02119	Prbl.g_02679
OG0000462	Syao.g_02116	Prbl.g_02666
OG0000463	Syao.g_02115	Prbl.g_01516
OG0000464	Syao.g_02114	Prbl.g_01515
OG0000465	Syao.g_02112	Prbl.g_01513
OG0000466	Syao.g_02107	Prbl.g_01508
OG0000467	Syao.g_02106	Prbl.g_01506
OG0000468	Syao.g_02102	Prbl.g_01499
OG0000469	Syao.g_02087	Prbl.g_01486
OG0000470	Syao.g_02085	Prbl.g_01473
OG0000471	Syao.g_02084	Prbl.g_01472
OG0000472	Syao.g_02082	Prbl.g_01470
OG0000473	Syao.g_02080	Prbl.g_01468
OG0000474	Syao.g_02079	Prbl.g_01467
OG0000475	Syao.g_02078	Prbl.g_01466
OG0000476	Syao.g_02076	Prbl.g_01464
OG0000477	Syao.g_02069	Prbl.g_01459
OG0000478	Syao.g_02068	Prbl.g_01458
OG0000479	Syao.g_02067	Prbl.g_01457
OG0000480	Syao.g_02060	Prbl.g_01450
OG0000481	Syao.g_01012	Prbl.g_01448
OG0000482	Syao.g_02058	Prbl.g_01447
OG0000483	Syao.g_02054	Prbl.g_01443
OG0000484	Syao.g_02053	Prbl.g_01442
OG0000485	Syao.g_02052	Prbl.g_01441
OG0000486	Syao.g_02051	Prbl.g_01440
OG0000487	Syao.g_02044	Prbl.g_01435
OG0000488	Syao.g_02040	Prbl.g_01431
OG0000489	Syao.g_02033	Prbl.g_01420
OG0000490	Syao.g_02025	Prbl.g_01414
OG0000491	Syao.g_02024	Prbl.g_01413
OG0000492	Syao.g_02022	Prbl.g_00909
OG0000493	Syao.g_02021	Prbl.g_00908
OG0000494	Syao.g_02020	Prbl.g_00907
OG0000495	Syao.g_02018	Prbl.g_00906
OG0000496	Syao.g_02017	Prbl.g_00905
OG0000497	Syao.g_02016	Prbl.g_00904
OG0000498	Syao.g_02015	Prbl.g_00903
OG0000499	Syao.g_02014	Prbl.g_00902
OG0000500	Syao.g_02013	Prbl.g_00901
OG0000501	Syao.g_02010	Prbl.g_00898
OG0000502	Syao.g_01974	Prbl.g_00886
OG0000503	Syao.g_01877	Prbl.g_01201
OG0000504	Syao.g_01875	Prbl.g_01203
OG0000505	Syao.g_01874	Prbl.g_01204
OG0000506	Syao.g_01872	Prbl.g_01206
OG0000507	Syao.g_01866	Prbl.g_01210
OG0000508	Syao.g_01750	Prbl.g_01217
OG0000509	Syao.g_01755	Prbl.g_01219
OG0000510	Syao.g_01756	Prbl.g_01220
OG0000511	Syao.g_01757	Prbl.g_01221
OG0000512	Syao.g_01759	Prbl.g_01223
OG0000513	Syao.g_01720	Prbl.g_02678
OG0000514	Syao.g_01727	Prbl.g_00676
OG0000515	Syao.g_01728	Prbl.g_00675
OG0000516	Syao.g_01730	Prbl.g_00663
OG0000517	Syao.g_01735	Prbl.g_00653
OG0000518	Syao.g_01621	Prbl.g_00641
OG0000519	Syao.g_01622	Prbl.g_00640
OG0000520	Syao.g_01512	Prbl.g_00639
OG0000521	Syao.g_00061	Prbl.g_00625
OG0000522	Syao.g_00059	Prbl.g_00623
OG0000523	Syao.g_00058	Prbl.g_00622
OG0000524	Syao.g_02699	Prbl.g_01364
OG0000525	Syao.g_02691	Prbl.g_01348
OG0000526	Syao.g_02688	Prbl.g_01346
OG0000527	Syao.g_02684	Prbl.g_01342
OG0000528	Syao.g_00031	Prbl.g_00506
OG0000529	Syao.g_00027	Prbl.g_00512
OG0000530	Syao.g_00122	Prbl.g_00515
OG0000531	Syao.g_00121	Prbl.g_00516
OG0000532	Syao.g_00118	Prbl.g_00519
OG0000533	Syao.g_00116	Prbl.g_00521
OG0000534	Syao.g_00115	Prbl.g_00522
OG0000535	Syao.g_00114	Prbl.g_00523
OG0000536	Syao.g_00113	Prbl.g_00524
OG0000537	Syao.g_00112	Prbl.g_00525
OG0000538	Syao.g_00100	Prbl.g_00536
OG0000539	Syao.g_00099	Prbl.g_00806
OG0000540	Syao.g_00098	Prbl.g_00805
OG0000541	Syao.g_00097	Prbl.g_00804
OG0000542	Syao.g_00167	Prbl.g_00801
OG0000543	Syao.g_00165	Prbl.g_00799
OG0000544	Syao.g_00164	Prbl.g_00798
OG0000545	Syao.g_00162	Prbl.g_00797
OG0000546	Syao.g_00160	Prbl.g_00794
OG0000547	Syao.g_00158	Prbl.g_00792
OG0000548	Syao.g_00157	Prbl.g_00791
OG0000549	Syao.g_01391	Prbl.g_00785
OG0000550	Syao.g_01396	Prbl.g_00780
OG0000551	Syao.g_01401	Prbl.g_00776
OG0000552	Syao.g_01402	Prbl.g_00775
OG0000553	Syao.g_01404	Prbl.g_00770
OG0000554	Syao.g_01413	Prbl.g_00765
OG0000555	Syao.g_00875	Prbl.g_00747
OG0000556	Syao.g_00871	Prbl.g_02645
OG0000557	Syao.g_00866	Prbl.g_01878
OG0000558	Syao.g_00864	Prbl.g_01881
OG0000559	Syao.g_00860	Prbl.g_01885
OG0000560	Syao.g_00857	Prbl.g_01888
OG0000561	Syao.g_00856	Prbl.g_01889
OG0000562	Syao.g_00855	Prbl.g_01890
OG0000563	Syao.g_00854	Prbl.g_01891
OG0000564	Syao.g_00853	Prbl.g_01892
OG0000565	Syao.g_00849	Prbl.g_01895
OG0000566	Syao.g_00845	Prbl.g_01899
OG0000567	Syao.g_00841	Prbl.g_01903
