Orthogroup	Syao	Syab
OG0000100	Syao.g_00787	Syab.g_01694
OG0000102	Syao.g_01945	Syab.g_00104
OG0000103	Syao.g_02340	Syab.g_01296
OG0000104	Syao.g_02157	Syab.g_02910
OG0000105	Syao.g_02071, Syao.g_02072	Syab.g_00303
OG0000106	Syao.g_01385	Syab.g_01817
OG0000107	Syao.g_01935	Syab.g_00367
OG0000108	Syao.g_00028	Syab.g_02096
OG0000109	Syao.g_00110	Syab.g_02112
OG0000110	Syao.g_01051	Syab.g_01984
OG0000111	Syao.g_00378	Syab.g_01201
OG0000112	Syao.g_00683, Syao.g_00303	Syab.g_01392
OG0000113	Syao.g_00782	Syab.g_01689
OG0000114	Syao.g_00965	Syab.g_01633
OG0000115	Syao.g_00065, Syao.g_01464	Syab.g_00748
OG0000116	Syao.g_00137	Syab.g_00945
OG0000117	Syao.g_00169	Syab.g_01018
OG0000118	Syao.g_01475	Syab.g_00897
OG0000120	Syao.g_02009	Syab.g_00229
OG0000121	Syao.g_01489	Syab.g_00772
OG0000122	Syao.g_01247	Syab.g_01839
OG0000123	Syao.g_01832	Syab.g_00454
OG0000124	Syao.g_02179	Syab.g_00088
OG0000125	Syao.g_02444	Syab.g_02763
OG0000126	Syao.g_02198	Syab.g_02908
OG0000128	Syao.g_02149	Syab.g_00012
OG0000129	Syao.g_02434	Syab.g_02749
OG0000130	Syao.g_02617	Syab.g_02434
OG0000131	Syao.g_02480	Syab.g_02564
OG0000132	Syao.g_02501	Syab.g_02584
OG0000133	Syao.g_00678	Syab.g_01387
OG0000134	Syao.g_01719	Syab.g_00554
OG0000135	Syao.g_00147	Syab.g_02815
OG0000136	Syao.g_01614, Syao.g_01613	Syab.g_00588
OG0000137	Syao.g_02682	Syab.g_00697
OG0000138	Syao.g_00108	Syab.g_02113
OG0000139	Syao.g_02005	Syab.g_02035
OG0000140	Syao.g_01373, Syao.g_01372	Syab.g_02033
OG0000141	Syao.g_01202	Syab.g_01931
OG0000142	Syao.g_00894	Syab.g_01524, Syab.g_01873
OG0000143	Syao.g_00898	Syab.g_01870
OG0000145	Syao.g_00102	Syab.g_02120
OG0000146	Syao.g_00684, Syao.g_00304	Syab.g_01393
OG0000147	Syao.g_00305, Syao.g_00685	Syab.g_01394
OG0000148	Syao.g_00776	Syab.g_01683, Syab.g_01682
OG0000149	Syao.g_00534	Syab.g_01720
OG0000150	Syao.g_01203	Syab.g_01930
OG0000151	Syao.g_00975	Syab.g_01612
OG0000152	Syao.g_00674	Syab.g_01383
OG0000153	Syao.g_00818, Syao.g_01176	Syab.g_01343
OG0000154	Syao.g_00447	Syab.g_01317
OG0000155	Syao.g_00178	Syab.g_01009
OG0000156	Syao.g_00151	Syab.g_00933
OG0000157	Syao.g_00152	Syab.g_00932
OG0000158	Syao.g_01141, Syao.g_02267	Syab.g_00161
OG0000160	Syao.g_01488	Syab.g_00774
OG0000161	Syao.g_01494	Syab.g_00766
OG0000162	Syao.g_01515	Syab.g_00755
OG0000163	Syao.g_01745	Syab.g_02173
OG0000164	Syao.g_01663	Syab.g_02307
OG0000165	Syao.g_01655	Syab.g_02316
OG0000166	Syao.g_01790	Syab.g_00407
OG0000167	Syao.g_01960	Syab.g_00205
OG0000168	Syao.g_02128	Syab.g_00136
OG0000169	Syao.g_02139	Syab.g_00125
OG0000170	Syao.g_02148	Syab.g_00118
OG0000171	Syao.g_02181	Syab.g_00089
OG0000172	Syao.g_02170	Syab.g_00080
OG0000173	Syao.g_02212	Syab.g_00061
OG0000174	Syao.g_02364, Syao.g_02355	Syab.g_02819
OG0000175	Syao.g_02327, Syao.g_00308	Syab.g_02876
OG0000176	Syao.g_02165	Syab.g_00004
OG0000177	Syao.g_02156	Syab.g_00005
OG0000178	Syao.g_02155	Syab.g_00006
OG0000179	Syao.g_02250	Syab.g_00022
OG0000180	Syao.g_02249	Syab.g_00023
OG0000181	Syao.g_02248	Syab.g_00024
OG0000182	Syao.g_02247	Syab.g_00025
OG0000183	Syao.g_02243	Syab.g_00029
OG0000184	Syao.g_02423	Syab.g_02738
OG0000185	Syao.g_02410	Syab.g_02715
OG0000186	Syao.g_02613	Syab.g_02430
OG0000187	Syao.g_02615	Syab.g_02431
OG0000188	Syao.g_02637	Syab.g_02454
OG0000189	Syao.g_02672	Syab.g_02487
OG0000190	Syao.g_01015	Syab.g_00190, Syab.g_00139
OG0000191	Syao.g_02573	Syab.g_02522
OG0000192	Syao.g_02579	Syab.g_02528
OG0000193	Syao.g_02481	Syab.g_02565
OG0000194	Syao.g_02484	Syab.g_02568
OG0000196	Syao.g_02498	Syab.g_02581
OG0000197	Syao.g_02499	Syab.g_02582
OG0000198	Syao.g_02500	Syab.g_02583
OG0000199	Syao.g_02508	Syab.g_02591
OG0000200	Syao.g_02524	Syab.g_02611
OG0000201	Syao.g_02540	Syab.g_02628
OG0000202	Syao.g_02454	Syab.g_02629
OG0000203	Syao.g_02455	Syab.g_02630
OG0000204	Syao.g_02456	Syab.g_02631
OG0000205	Syao.g_02464	Syab.g_02638
OG0000206	Syao.g_02469	Syab.g_02674
OG0000207	Syao.g_02471	Syab.g_02677
OG0000208	Syao.g_02472	Syab.g_02678
OG0000209	Syao.g_02394	Syab.g_02698
OG0000210	Syao.g_02395	Syab.g_02699
OG0000211	Syao.g_01700	Syab.g_02374
OG0000212	Syao.g_01710	Syab.g_02365
OG0000213	Syao.g_02098	Syab.g_00332
OG0000214	Syao.g_02081	Syab.g_00312
OG0000215	Syao.g_02050	Syab.g_00281
OG0000216	Syao.g_02045	Syab.g_00277
OG0000217	Syao.g_02041	Syab.g_00273
OG0000218	Syao.g_02039	Syab.g_00271
OG0000219	Syao.g_02038	Syab.g_00270
OG0000220	Syao.g_02037	Syab.g_00269
OG0000221	Syao.g_02034	Syab.g_00257
OG0000222	Syao.g_02023	Syab.g_00244
OG0000223	Syao.g_00291	Syab.g_00226
OG0000224	Syao.g_01973	Syab.g_00223
OG0000225	Syao.g_01751	Syab.g_00538
OG0000226	Syao.g_01758	Syab.g_00542
OG0000227	Syao.g_01760	Syab.g_00544
OG0000228	Syao.g_01715	Syab.g_00550
OG0000229	Syao.g_01736	Syab.g_00583
OG0000230	Syao.g_01738	Syab.g_00585
OG0000231	Syao.g_01513	Syab.g_00613
OG0000232	Syao.g_00057	Syab.g_00631
OG0000233	Syao.g_02698	Syab.g_00645
OG0000234	Syao.g_02680	Syab.g_00699
OG0000235	Syao.g_00029	Syab.g_02095
OG0000236	Syao.g_00111	Syab.g_02111
OG0000237	Syao.g_00166	Syab.g_02129
OG0000238	Syao.g_00161	Syab.g_02134
OG0000239	Syao.g_01398	Syab.g_02151
OG0000240	Syao.g_01399	Syab.g_02152
OG0000241	Syao.g_00887	Syab.g_01884
OG0000242	Syao.g_01410	Syab.g_02043
OG0000243	Syao.g_00873	Syab.g_02025
OG0000244	Syao.g_00865	Syab.g_02017
OG0000245	Syao.g_00863	Syab.g_02015
OG0000246	Syao.g_00859	Syab.g_02011
OG0000247	Syao.g_00847	Syab.g_01999
OG0000248	Syao.g_00844	Syab.g_01996
OG0000249	Syao.g_00842	Syab.g_01994
OG0000250	Syao.g_00835	Syab.g_01988
OG0000251	Syao.g_01026	Syab.g_01961
OG0000252	Syao.g_01020	Syab.g_01958
OG0000253	Syao.g_01003	Syab.g_01956
OG0000254	Syao.g_01053	Syab.g_01925
OG0000255	Syao.g_01009	Syab.g_01912
OG0000256	Syao.g_01328	Syab.g_01890
OG0000257	Syao.g_00884	Syab.g_01885
OG0000258	Syao.g_00907	Syab.g_01861
OG0000259	Syao.g_00933, Syao.g_00932	Syab.g_01538
OG0000260	Syao.g_00936	Syab.g_01544
OG0000261	Syao.g_00941	Syab.g_01556
OG0000262	Syao.g_00946	Syab.g_01561
OG0000263	Syao.g_00247	Syab.g_01035
OG0000264	Syao.g_00699	Syab.g_01173
OG0000265	Syao.g_00049	Syab.g_01773
OG0000266	Syao.g_00480	Syab.g_01667
OG0000267	Syao.g_00589	Syab.g_01433
OG0000268	Syao.g_00588	Syab.g_01432
OG0000269	Syao.g_00751	Syab.g_01650
OG0000270	Syao.g_00754	Syab.g_01657
OG0000271	Syao.g_00762	Syab.g_01279
OG0000272	Syao.g_00763	Syab.g_01280
OG0000273	Syao.g_00791	Syab.g_01699
OG0000274	Syao.g_00792	Syab.g_01700
OG0000275	Syao.g_00438	Syab.g_01704
OG0000276	Syao.g_00558	Syab.g_01712
OG0000277	Syao.g_00557	Syab.g_01713
OG0000278	Syao.g_00554	Syab.g_01716
OG0000279	Syao.g_00529	Syab.g_01724
OG0000280	Syao.g_00608	Syab.g_01736
OG0000281	Syao.g_01377	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Syao.g_00967	Syab.g_01631
OG0000283	Syao.g_00640	Syab.g_01418
OG0000284	Syao.g_00634	Syab.g_01413
OG0000285	Syao.g_00706	Syab.g_01402
OG0000286	Syao.g_00675	Syab.g_01384
OG0000287	Syao.g_00825	Syab.g_01350
OG0000288	Syao.g_00446	Syab.g_01318
OG0000289	Syao.g_00461	Syab.g_01303
OG0000290	Syao.g_00428	Syab.g_01213
OG0000291	Syao.g_00333	Syab.g_01211
OG0000292	Syao.g_02196	Syab.g_02907
OG0000293	Syao.g_00136	Syab.g_00946
OG0000294	Syao.g_00135	Syab.g_00947
OG0000295	Syao.g_00186	Syab.g_01001
OG0000296	Syao.g_00184	Syab.g_01003
OG0000298	Syao.g_00170	Syab.g_01017
OG0000299	Syao.g_00231	Syab.g_01047
OG0000300	Syao.g_00274	Syab.g_01054
OG0000301	Syao.g_00272, Syao.g_00273	Syab.g_01055
OG0000302	Syao.g_00271	Syab.g_01056
OG0000303	Syao.g_00262	Syab.g_01149
OG0000304	Syao.g_00256	Syab.g_01143
OG0000305	Syao.g_00388	Syab.g_01208
OG0000306	Syao.g_01216	Syab.g_01819
OG0000307	Syao.g_00045	Syab.g_02078
OG0000308	Syao.g_00047	Syab.g_02076
OG0000309	Syao.g_02705	Syab.g_02071
OG0000310	Syao.g_01530	Syab.g_00817
OG0000311	Syao.g_01533	Syab.g_00811
OG0000312	Syao.g_01538	Syab.g_00793
OG0000313	Syao.g_01491	Syab.g_00769
OG0000314	Syao.g_00078	Syab.g_00736
OG0000315	Syao.g_00088	Syab.g_00726
OG0000316	Syao.g_01602	Syab.g_02189
OG0000317	Syao.g_01560	Syab.g_02251
OG0000318	Syao.g_01553	Syab.g_02257
OG0000319	Syao.g_01678	Syab.g_02291
OG0000320	Syao.g_01676	Syab.g_02293
OG0000321	Syao.g_01675	Syab.g_02294
OG0000322	Syao.g_01674	Syab.g_02295
OG0000323	Syao.g_01661	Syab.g_02310
OG0000324	Syao.g_01630	Syab.g_02341
OG0000325	Syao.g_01936	Syab.g_00368
OG0000326	Syao.g_01918	Syab.g_00375
OG0000327	Syao.g_01795	Syab.g_00402
OG0000328	Syao.g_01794	Syab.g_00403
OG0000329	Syao.g_01776	Syab.g_00420
OG0000330	Syao.g_01775	Syab.g_00421
OG0000331	Syao.g_01774	Syab.g_00422
OG0000332	Syao.g_01813	Syab.g_00437
OG0000333	Syao.g_01810	Syab.g_00440
OG0000334	Syao.g_01836	Syab.g_00450
OG0000335	Syao.g_01831	Syab.g_00455
OG0000336	Syao.g_01827	Syab.g_00459
OG0000337	Syao.g_01968	Syab.g_00210
OG0000338	Syao.g_01962	Syab.g_00207
OG0000339	Syao.g_02259	Syab.g_00201
OG0000340	Syao.g_02129	Syab.g_00135
OG0000341	Syao.g_02131	Syab.g_00157, Syab.g_00133
OG0000342	Syao.g_02132	Syab.g_00132
OG0000343	Syao.g_02133	Syab.g_00131
OG0000344	Syao.g_02137	Syab.g_02424, Syab.g_00127
OG0000345	Syao.g_01953	Syab.g_00117
OG0000346	Syao.g_01948	Syab.g_00112
OG0000347	Syao.g_02178	Syab.g_00087
OG0000348	Syao.g_02166	Syab.g_00076
OG0000349	Syao.g_02219	Syab.g_00054
OG0000350	Syao.g_01925	Syab.g_00382
OG0000351	Syao.g_02331	Syab.g_02879
OG0000352	Syao.g_02332	Syab.g_02880
OG0000353	Syao.g_02160	Syab.g_02913
OG0000354	Syao.g_00154, Syao.g_00155	Syab.g_02140
OG0000354	Syao.g_02252	Syab.g_00020
OG0000355	Syao.g_02162	Syab.g_00001
OG0000356	Syao.g_02163	Syab.g_00002
OG0000357	Syao.g_02164	Syab.g_00003
OG0000358	Syao.g_02154	Syab.g_00007
OG0000359	Syao.g_02152	Syab.g_00009
OG0000360	Syao.g_02151	Syab.g_00010
OG0000361	Syao.g_02150	Syab.g_00011
OG0000362	Syao.g_01954	Syab.g_00013
OG0000363	Syao.g_02255	Syab.g_00015
OG0000364	Syao.g_01558	Syab.g_00016
OG0000365	Syao.g_02246	Syab.g_00026
OG0000366	Syao.g_02245	Syab.g_00027
OG0000367	Syao.g_02244	Syab.g_00028
OG0000368	Syao.g_02242	Syab.g_00030
OG0000369	Syao.g_02241	Syab.g_00031
OG0000370	Syao.g_02240	Syab.g_00032
OG0000371	Syao.g_02231	Syab.g_00711, Syab.g_00039
OG0000372	Syao.g_02226	Syab.g_00045
OG0000373	Syao.g_02225	Syab.g_00046
OG0000374	Syao.g_02224	Syab.g_00047
OG0000375	Syao.g_02223	Syab.g_00050
OG0000376	Syao.g_02221	Syab.g_00052
OG0000377	Syao.g_02429	Syab.g_02748
OG0000378	Syao.g_02414	Syab.g_02717
OG0000379	Syao.g_02409	Syab.g_02714
OG0000380	Syao.g_02616	Syab.g_02432
OG0000381	Syao.g_02618	Syab.g_02435
OG0000382	Syao.g_02636	Syab.g_02453
OG0000383	Syao.g_02643	Syab.g_02459
OG0000384	Syao.g_02644	Syab.g_02460
OG0000385	Syao.g_02645	Syab.g_02461
OG0000386	Syao.g_02646	Syab.g_02462
OG0000387	Syao.g_01019	Syab.g_02491
OG0000388	Syao.g_02596	Syab.g_02495
OG0000389	Syao.g_02599	Syab.g_02499
OG0000390	Syao.g_02567	Syab.g_02516
OG0000391	Syao.g_02572	Syab.g_02521
OG0000392	Syao.g_02578	Syab.g_02527
OG0000393	Syao.g_02581	Syab.g_02530
OG0000394	Syao.g_02582	Syab.g_02531
OG0000395	Syao.g_02583	Syab.g_02532
OG0000396	Syao.g_02586	Syab.g_02535
OG0000397	Syao.g_02542	Syab.g_02537
OG0000398	Syao.g_02547	Syab.g_02542
OG0000399	Syao.g_02548	Syab.g_02543
OG0000400	Syao.g_02549	Syab.g_02544
OG0000401	Syao.g_02550	Syab.g_02545
OG0000402	Syao.g_02552	Syab.g_02547
OG0000403	Syao.g_02553	Syab.g_02548
OG0000404	Syao.g_02554	Syab.g_02550
OG0000405	Syao.g_02478	Syab.g_02562
OG0000406	Syao.g_02482	Syab.g_02566
OG0000407	Syao.g_02483	Syab.g_02567
OG0000408	Syao.g_02485	Syab.g_02569
OG0000409	Syao.g_02487	Syab.g_02571
OG0000410	Syao.g_02488	Syab.g_02572
OG0000411	Syao.g_02489	Syab.g_02573
OG0000412	Syao.g_02490	Syab.g_02574
OG0000413	Syao.g_02492	Syab.g_02576
OG0000414	Syao.g_02493	Syab.g_02577
OG0000415	Syao.g_02494	Syab.g_02578
OG0000416	Syao.g_02495	Syab.g_02579
OG0000417	Syao.g_02497	Syab.g_02580
OG0000418	Syao.g_02502	Syab.g_02585
OG0000419	Syao.g_02504	Syab.g_02587
OG0000420	Syao.g_02506	Syab.g_02589
OG0000421	Syao.g_02510	Syab.g_02595
OG0000422	Syao.g_02511	Syab.g_02596
OG0000423	Syao.g_02512	Syab.g_02597
OG0000424	Syao.g_02513	Syab.g_02598
OG0000425	Syao.g_02514	Syab.g_02599
OG0000426	Syao.g_02515	Syab.g_02600
OG0000427	Syao.g_02516	Syab.g_02601
OG0000428	Syao.g_02519	Syab.g_02604
OG0000429	Syao.g_02522	Syab.g_02608
OG0000430	Syao.g_02523	Syab.g_02610
OG0000431	Syao.g_02526	Syab.g_02613
OG0000432	Syao.g_02532	Syab.g_02619
OG0000433	Syao.g_02534	Syab.g_02622
OG0000434	Syao.g_02535	Syab.g_02623
OG0000435	Syao.g_02538	Syab.g_02625
OG0000436	Syao.g_02458	Syab.g_02632
OG0000437	Syao.g_02459	Syab.g_02633
OG0000438	Syao.g_02460	Syab.g_02634
OG0000439	Syao.g_02462	Syab.g_02636
OG0000440	Syao.g_02463	Syab.g_02637
OG0000441	Syao.g_02466	Syab.g_02641
OG0000442	Syao.g_02467	Syab.g_02642
OG0000443	Syao.g_02468	Syab.g_02668
OG0000444	Syao.g_02473	Syab.g_02681
OG0000445	Syao.g_02474	Syab.g_02682
OG0000446	Syao.g_02476	Syab.g_02684
OG0000447	Syao.g_02383	Syab.g_02687
OG0000448	Syao.g_02384	Syab.g_02688
OG0000449	Syao.g_02385	Syab.g_02689
OG0000450	Syao.g_02391	Syab.g_02695
OG0000451	Syao.g_02392	Syab.g_02696
OG0000452	Syao.g_02396	Syab.g_02701
OG0000453	Syao.g_02397	Syab.g_02702
OG0000454	Syao.g_02398	Syab.g_02703
OG0000455	Syao.g_02399	Syab.g_02704
OG0000456	Syao.g_02400	Syab.g_02705
OG0000457	Syao.g_02402	Syab.g_02707
OG0000458	Syao.g_02403	Syab.g_02708
OG0000459	Syao.g_02404	Syab.g_02709
OG0000460	Syao.g_01702	Syab.g_02372
OG0000461	Syao.g_02119	Syab.g_00356
OG0000462	Syao.g_02116	Syab.g_00352
OG0000463	Syao.g_02115	Syab.g_00351
OG0000464	Syao.g_02114	Syab.g_00350
OG0000465	Syao.g_02112	Syab.g_00349
OG0000466	Syao.g_02107	Syab.g_00343
OG0000467	Syao.g_02106	Syab.g_00341
OG0000468	Syao.g_02102	Syab.g_00336
OG0000469	Syao.g_02087	Syab.g_00318
OG0000470	Syao.g_02085	Syab.g_00316
OG0000471	Syao.g_02084	Syab.g_00315
OG0000472	Syao.g_02082	Syab.g_00313
OG0000473	Syao.g_02080	Syab.g_00311
OG0000474	Syao.g_02079	Syab.g_00310
OG0000475	Syao.g_02078	Syab.g_00309
OG0000476	Syao.g_02076	Syab.g_00307
OG0000477	Syao.g_02069	Syab.g_00301
OG0000478	Syao.g_02068	Syab.g_00300
OG0000479	Syao.g_02067	Syab.g_00299
OG0000480	Syao.g_02060	Syab.g_00292
OG0000481	Syao.g_01012	Syab.g_00290
OG0000482	Syao.g_02058	Syab.g_00289
OG0000483	Syao.g_02054	Syab.g_00285
OG0000484	Syao.g_02053	Syab.g_00284
OG0000485	Syao.g_02052	Syab.g_00283
OG0000486	Syao.g_02051	Syab.g_00282
OG0000487	Syao.g_02044	Syab.g_00276
OG0000488	Syao.g_02040	Syab.g_00272
OG0000489	Syao.g_02033	Syab.g_00256
OG0000490	Syao.g_02025	Syab.g_00247
OG0000491	Syao.g_02024	Syab.g_00245
OG0000492	Syao.g_02022	Syab.g_00243
OG0000493	Syao.g_02021	Syab.g_00242
OG0000494	Syao.g_02020	Syab.g_00241
OG0000495	Syao.g_02018	Syab.g_00240
OG0000496	Syao.g_02017	Syab.g_00239
OG0000497	Syao.g_02016	Syab.g_00238
OG0000498	Syao.g_02015	Syab.g_00237
OG0000499	Syao.g_02014	Syab.g_00236
OG0000500	Syao.g_02013	Syab.g_00235
OG0000501	Syao.g_02010	Syab.g_00232
OG0000502	Syao.g_01974	Syab.g_00224
OG0000503	Syao.g_01877	Syab.g_00523
OG0000504	Syao.g_01875	Syab.g_00525
OG0000505	Syao.g_01874	Syab.g_00526
OG0000506	Syao.g_01872	Syab.g_00528
OG0000507	Syao.g_01866	Syab.g_00533
OG0000508	Syao.g_01750	Syab.g_00537
OG0000509	Syao.g_01755	Syab.g_00539
OG0000510	Syao.g_01756	Syab.g_00540
OG0000511	Syao.g_01757	Syab.g_00541
OG0000512	Syao.g_01759	Syab.g_00543
OG0000513	Syao.g_01720	Syab.g_00555
OG0000514	Syao.g_01727	Syab.g_00566
OG0000515	Syao.g_01728	Syab.g_00567
OG0000516	Syao.g_01730	Syab.g_00575
OG0000517	Syao.g_01735	Syab.g_00582
OG0000518	Syao.g_01621	Syab.g_00594
OG0000519	Syao.g_01622	Syab.g_00610
OG0000520	Syao.g_01512	Syab.g_00611
OG0000521	Syao.g_00061	Syab.g_00624
OG0000522	Syao.g_00059	Syab.g_00626
OG0000523	Syao.g_00058	Syab.g_00627
OG0000524	Syao.g_02699	Syab.g_00640
OG0000525	Syao.g_02691	Syab.g_00671
OG0000526	Syao.g_02688	Syab.g_00689
OG0000527	Syao.g_02684	Syab.g_00695
OG0000528	Syao.g_00031	Syab.g_02092
OG0000529	Syao.g_00027	Syab.g_02097
OG0000530	Syao.g_00122	Syab.g_02100
OG0000531	Syao.g_00121	Syab.g_02101
OG0000532	Syao.g_00118	Syab.g_02104
OG0000533	Syao.g_00116	Syab.g_02106
OG0000534	Syao.g_00115	Syab.g_02107
OG0000535	Syao.g_00114	Syab.g_02108
OG0000536	Syao.g_00113	Syab.g_02109
OG0000537	Syao.g_00112	Syab.g_02110
OG0000538	Syao.g_00100	Syab.g_02122
OG0000539	Syao.g_00099	Syab.g_02123
OG0000540	Syao.g_00098	Syab.g_02124
OG0000541	Syao.g_00097	Syab.g_02125
OG0000542	Syao.g_00167	Syab.g_02128
OG0000543	Syao.g_00165	Syab.g_02130
OG0000544	Syao.g_00164	Syab.g_02131
OG0000545	Syao.g_00162	Syab.g_02133
OG0000546	Syao.g_00160	Syab.g_02135
OG0000547	Syao.g_00158	Syab.g_02137
OG0000548	Syao.g_00157	Syab.g_02138
OG0000549	Syao.g_01391	Syab.g_02144
OG0000550	Syao.g_01396	Syab.g_02149
OG0000551	Syao.g_01401	Syab.g_02153
OG0000552	Syao.g_01402	Syab.g_02154
OG0000553	Syao.g_01404	Syab.g_02046
OG0000554	Syao.g_01413	Syab.g_02040
OG0000555	Syao.g_00875	Syab.g_02026
OG0000556	Syao.g_00871	Syab.g_02022
OG0000557	Syao.g_00866	Syab.g_02019
OG0000558	Syao.g_00864	Syab.g_02016
OG0000559	Syao.g_00860	Syab.g_02012
OG0000560	Syao.g_00857	Syab.g_02009
OG0000561	Syao.g_00856	Syab.g_02008
OG0000562	Syao.g_00855	Syab.g_02007
OG0000563	Syao.g_00854	Syab.g_02006
OG0000564	Syao.g_00853	Syab.g_02005
OG0000565	Syao.g_00849	Syab.g_02001
OG0000566	Syao.g_00845	Syab.g_01997
OG0000567	Syao.g_00841	Syab.g_01993
OG0000568	Syao.g_00839	Syab.g_01991
OG0000569	Syao.g_00838	Syab.g_01990
OG0000570	Syao.g_00837	Syab.g_01989
OG0000571	Syao.g_00834	Syab.g_01986
OG0000572	Syao.g_01033	Syab.g_01969
OG0000573	Syao.g_01022	Syab.g_01960
OG0000574	Syao.g_01021	Syab.g_01959
OG0000575	Syao.g_01000	Syab.g_01954
OG0000576	Syao.g_00996	Syab.g_01952
OG0000577	Syao.g_00995	Syab.g_01951
OG0000578	Syao.g_00994	Syab.g_01950
OG0000579	Syao.g_00993	Syab.g_01949
OG0000580	Syao.g_00992	Syab.g_01948
