Orthogroup	Syao	Syar
OG0000105	Syao.g_02071, Syao.g_02072	Syar.g_00218
OG0000106	Syao.g_01385	Syar.g_01748
OG0000107	Syao.g_01935	Syar.g_00149
OG0000108	Syao.g_00028	Syar.g_01469
OG0000109	Syao.g_00110	Syar.g_01485
OG0000110	Syao.g_01051	Syar.g_02295
OG0000111	Syao.g_00378	Syar.g_01940
OG0000112	Syao.g_00683, Syao.g_00303	Syar.g_02548
OG0000113	Syao.g_00782	Syar.g_02664
OG0000114	Syao.g_00965	Syar.g_01616
OG0000115	Syao.g_00065	Syar.g_02854, Syar.g_01415
OG0000116	Syao.g_00137	Syar.g_01525, Syar.g_02255
OG0000117	Syao.g_00169	Syar.g_01969
OG0000118	Syao.g_01475	Syar.g_02793
OG0000120	Syao.g_02009	Syar.g_00713
OG0000121	Syao.g_01489	Syar.g_02806
OG0000123	Syao.g_01832	Syar.g_01079
OG0000124	Syao.g_02179	Syar.g_00586
OG0000125	Syao.g_02444	Syar.g_00338
OG0000128	Syao.g_02149	Syar.g_00482
OG0000129	Syao.g_02434	Syar.g_00324
OG0000130	Syao.g_02617	Syar.g_03040
OG0000131	Syao.g_02480	Syar.g_00078
OG0000132	Syao.g_02501	Syar.g_00099
OG0000133	Syao.g_00678	Syar.g_02543
OG0000134	Syao.g_01719	Syar.g_01165
OG0000135	Syao.g_00147	Syar.g_00698
OG0000136	Syao.g_01614, Syao.g_01613	Syar.g_02874
OG0000137	Syao.g_02682	Syar.g_01273
OG0000138	Syao.g_00108	Syar.g_01486
OG0000139	Syao.g_01418	Syar.g_02348
OG0000139	Syao.g_02005	Syar.g_03245
OG0000140	Syao.g_01373, Syao.g_01372	Syar.g_02344
OG0000141	Syao.g_01202	Syar.g_02129
OG0000142	Syao.g_00894	Syar.g_02418
OG0000143	Syao.g_00898	Syar.g_02422
OG0000145	Syao.g_00102	Syar.g_01494
OG0000146	Syao.g_00684, Syao.g_00304	Syar.g_02549
OG0000147	Syao.g_00305, Syao.g_00685	Syar.g_02550
OG0000148	Syao.g_00776	Syar.g_02658
OG0000149	Syao.g_00534	Syar.g_01830
OG0000150	Syao.g_01203	Syar.g_02130
OG0000151	Syao.g_00975	Syar.g_02038
OG0000152	Syao.g_00674	Syar.g_02539
OG0000153	Syao.g_00818, Syao.g_01176	Syar.g_02503
OG0000154	Syao.g_00447	Syar.g_01800
OG0000155	Syao.g_00178	Syar.g_01959
OG0000156	Syao.g_00151	Syar.g_01517
OG0000157	Syao.g_00152	Syar.g_01516
OG0000158	Syao.g_02267	Syar.g_00650
OG0000159	Syao.g_02006	Syar.g_02762
OG0000159	Syao.g_02276	Syar.g_02359
OG0000160	Syao.g_01488	Syar.g_02807
OG0000161	Syao.g_01494	Syar.g_02801
OG0000162	Syao.g_01515	Syar.g_02863
OG0000163	Syao.g_01745	Syar.g_01186
OG0000164	Syao.g_01663	Syar.g_02969
OG0000165	Syao.g_01655	Syar.g_02976
OG0000166	Syao.g_01790	Syar.g_01034
OG0000167	Syao.g_01960	Syar.g_00662
OG0000168	Syao.g_02128	Syar.g_00246
OG0000169	Syao.g_02139	Syar.g_00262
OG0000170	Syao.g_02148	Syar.g_00613
OG0000171	Syao.g_02181	Syar.g_00587
OG0000172	Syao.g_02170	Syar.g_00547
OG0000173	Syao.g_02212	Syar.g_00528
OG0000174	Syao.g_02364, Syao.g_02355	Syar.g_00701
OG0000175	Syao.g_02327, Syao.g_00308	Syar.g_00438
OG0000176	Syao.g_02165	Syar.g_00474
OG0000177	Syao.g_02156	Syar.g_00475
OG0000178	Syao.g_02155	Syar.g_00476
OG0000179	Syao.g_02250	Syar.g_00489
OG0000180	Syao.g_02249	Syar.g_00490
OG0000181	Syao.g_02248	Syar.g_00491
OG0000182	Syao.g_02247	Syar.g_00492
OG0000183	Syao.g_02243	Syar.g_00496
OG0000184	Syao.g_02423	Syar.g_00897
OG0000185	Syao.g_02410	Syar.g_00909
OG0000186	Syao.g_02613	Syar.g_03036
OG0000187	Syao.g_02615	Syar.g_03038
OG0000188	Syao.g_02637	Syar.g_03058
OG0000189	Syao.g_02672	Syar.g_03104
OG0000190	Syao.g_01015	Syar.g_03107
OG0000191	Syao.g_02573	Syar.g_00039
OG0000192	Syao.g_02579	Syar.g_00046
OG0000193	Syao.g_02481	Syar.g_00079
OG0000194	Syao.g_02484	Syar.g_00082
OG0000195	Syao.g_02486	Syar.g_00084
OG0000196	Syao.g_02498	Syar.g_00096
OG0000197	Syao.g_02499	Syar.g_00097
OG0000198	Syao.g_02500	Syar.g_00098
OG0000199	Syao.g_02508	Syar.g_00106
OG0000200	Syao.g_02524	Syar.g_00124
OG0000201	Syao.g_02540	Syar.g_01000
OG0000202	Syao.g_02454	Syar.g_00998
OG0000203	Syao.g_02455	Syar.g_00997
OG0000204	Syao.g_02456	Syar.g_00996
OG0000205	Syao.g_02464	Syar.g_00988
OG0000206	Syao.g_02469	Syar.g_00963
OG0000207	Syao.g_02471	Syar.g_00957
OG0000208	Syao.g_02472	Syar.g_00956
OG0000209	Syao.g_02394	Syar.g_00936
OG0000210	Syao.g_02395	Syar.g_00935
OG0000211	Syao.g_01700	Syar.g_03026
OG0000212	Syao.g_01710	Syar.g_03017
OG0000213	Syao.g_02098	Syar.g_00187
OG0000214	Syao.g_02081	Syar.g_00209
OG0000215	Syao.g_02050	Syar.g_00239
OG0000216	Syao.g_02045	Syar.g_00244
OG0000217	Syao.g_02041	Syar.g_00854
OG0000218	Syao.g_02039	Syar.g_00852
OG0000219	Syao.g_02038	Syar.g_00851
OG0000220	Syao.g_02037	Syar.g_00850, Syar.g_02026
OG0000221	Syao.g_02034	Syar.g_00834
OG0000222	Syao.g_02023	Syar.g_02119, Syar.g_00728
OG0000223	Syao.g_00291	Syar.g_00649
OG0000224	Syao.g_01973	Syar.g_00273
OG0000225	Syao.g_01751	Syar.g_01142
OG0000226	Syao.g_01758	Syar.g_01146
OG0000227	Syao.g_01760	Syar.g_01148
OG0000228	Syao.g_01715	Syar.g_01161
OG0000229	Syao.g_01736	Syar.g_01177
OG0000230	Syao.g_01738	Syar.g_01179
OG0000231	Syao.g_01513	Syar.g_02865
OG0000232	Syao.g_00057	Syar.g_01424
OG0000233	Syao.g_02698	Syar.g_01247
OG0000234	Syao.g_02680	Syar.g_01275
OG0000235	Syao.g_00029	Syar.g_01468
OG0000236	Syao.g_00111	Syar.g_01484
OG0000237	Syao.g_00166	Syar.g_01503
OG0000238	Syao.g_00161	Syar.g_01508
OG0000239	Syao.g_01398	Syar.g_02687
OG0000240	Syao.g_01399	Syar.g_02686
OG0000241	Syao.g_00887	Syar.g_02410
OG0000242	Syao.g_01410	Syar.g_01926
OG0000243	Syao.g_00873	Syar.g_02335
OG0000244	Syao.g_00865	Syar.g_02327
OG0000245	Syao.g_00863	Syar.g_02325
OG0000246	Syao.g_00859	Syar.g_02321
OG0000247	Syao.g_00847	Syar.g_02310
OG0000248	Syao.g_00844	Syar.g_02307
OG0000249	Syao.g_00842	Syar.g_02305
OG0000250	Syao.g_00835	Syar.g_02299
OG0000251	Syao.g_01026	Syar.g_02194
OG0000252	Syao.g_01020	Syar.g_02189
OG0000253	Syao.g_01003	Syar.g_02028
OG0000254	Syao.g_01053	Syar.g_02169
OG0000255	Syao.g_01009	Syar.g_02224
OG0000256	Syao.g_01328	Syar.g_02244
OG0000257	Syao.g_00884	Syar.g_02407, Syar.g_01762
OG0000258	Syao.g_00907	Syar.g_02427
OG0000259	Syao.g_00933, Syao.g_00932	Syar.g_02472
OG0000260	Syao.g_00936	Syar.g_02475
OG0000261	Syao.g_00941	Syar.g_01916
OG0000262	Syao.g_00946	Syar.g_01690
OG0000263	Syao.g_00247	Syar.g_01991
OG0000264	Syao.g_00699	Syar.g_02135
OG0000266	Syao.g_00480	Syar.g_01570
OG0000267	Syao.g_00589	Syar.g_01873
OG0000268	Syao.g_00588	Syar.g_02589
OG0000269	Syao.g_00751	Syar.g_02634
OG0000270	Syao.g_00754	Syar.g_00744, Syar.g_02637
OG0000271	Syao.g_00762	Syar.g_02645
OG0000272	Syao.g_00763	Syar.g_02646
OG0000273	Syao.g_00791	Syar.g_02481, Syar.g_00008
OG0000274	Syao.g_00792	Syar.g_02482
OG0000275	Syao.g_00438	Syar.g_01810
OG0000276	Syao.g_00558	Syar.g_01817
OG0000277	Syao.g_00557	Syar.g_01818
OG0000278	Syao.g_00554	Syar.g_01821
OG0000279	Syao.g_00529	Syar.g_01838
OG0000280	Syao.g_00608	Syar.g_02067, Syar.g_00734
OG0000281	Syao.g_01377	Syar.g_02218
OG0000282	Syao.g_00967	Syar.g_01614
OG0000283	Syao.g_00640	Syar.g_02574
OG0000284	Syao.g_00634	Syar.g_02568
OG0000285	Syao.g_00706	Syar.g_02560
OG0000286	Syao.g_00675	Syar.g_02540
OG0000287	Syao.g_00825	Syar.g_02512
OG0000288	Syao.g_00446	Syar.g_01801
OG0000289	Syao.g_00461	Syar.g_03305, Syar.g_01786
OG0000290	Syao.g_00428	Syar.g_01928
OG0000291	Syao.g_00333	Syar.g_01930
OG0000292	Syao.g_02196	Syar.g_00463
OG0000293	Syao.g_00136	Syar.g_01526
OG0000294	Syao.g_00135	Syar.g_01527
OG0000295	Syao.g_00186	Syar.g_01951
OG0000296	Syao.g_00184	Syar.g_01953
OG0000297	Syao.g_00171	Syar.g_01967
OG0000298	Syao.g_00170	Syar.g_01968
OG0000299	Syao.g_00231	Syar.g_01704
OG0000300	Syao.g_00274	Syar.g_01711
OG0000301	Syao.g_00272, Syao.g_00273	Syar.g_01712
OG0000302	Syao.g_00271	Syar.g_01713
OG0000303	Syao.g_00262	Syar.g_01723
OG0000304	Syao.g_00256	Syar.g_01728
OG0000305	Syao.g_00388	Syar.g_01933, Syar.g_03163
OG0000306	Syao.g_01216	Syar.g_01884, Syar.g_03140
OG0000307	Syao.g_00045	Syar.g_01452
OG0000308	Syao.g_00047	Syar.g_01450
OG0000309	Syao.g_02705	Syar.g_01239
OG0000310	Syao.g_01530	Syar.g_02826
OG0000311	Syao.g_01533	Syar.g_02823
OG0000312	Syao.g_01538	Syar.g_00015, Syar.g_02818
OG0000313	Syao.g_01491	Syar.g_02804
OG0000314	Syao.g_00078	Syar.g_01403
OG0000315	Syao.g_00088	Syar.g_01393
OG0000316	Syao.g_01602	Syar.g_02885
OG0000317	Syao.g_01560	Syar.g_02926
OG0000318	Syao.g_01553	Syar.g_02930
OG0000319	Syao.g_01678	Syar.g_02954
OG0000320	Syao.g_01676	Syar.g_02956
OG0000321	Syao.g_01675	Syar.g_02957
OG0000322	Syao.g_01674	Syar.g_02958
OG0000323	Syao.g_01661	Syar.g_02973
OG0000324	Syao.g_01630	Syar.g_00350, Syar.g_03001
OG0000325	Syao.g_01936	Syar.g_00148
OG0000326	Syao.g_01918	Syar.g_00139
OG0000327	Syao.g_01795	Syar.g_01029
OG0000328	Syao.g_01794	Syar.g_01030
OG0000329	Syao.g_01776	Syar.g_03189, Syar.g_01048
OG0000330	Syao.g_01775	Syar.g_01049
OG0000331	Syao.g_01774	Syar.g_03191, Syar.g_01050
OG0000332	Syao.g_01813	Syar.g_01064
OG0000333	Syao.g_01810	Syar.g_01067
OG0000334	Syao.g_01836	Syar.g_01076
OG0000335	Syao.g_01831	Syar.g_01080
OG0000336	Syao.g_01827	Syar.g_01084
OG0000337	Syao.g_01968	Syar.g_00285
OG0000338	Syao.g_01962	Syar.g_00287
OG0000339	Syao.g_02259	Syar.g_00658
OG0000340	Syao.g_02129	Syar.g_00247
OG0000341	Syao.g_02131	Syar.g_00249
OG0000342	Syao.g_02132	Syar.g_00250
OG0000343	Syao.g_02133	Syar.g_00256
OG0000344	Syao.g_02137	Syar.g_00260
OG0000345	Syao.g_01953	Syar.g_00612
OG0000346	Syao.g_01948	Syar.g_00607
OG0000347	Syao.g_02178	Syar.g_00558
OG0000348	Syao.g_02166	Syar.g_00544
OG0000349	Syao.g_02219	Syar.g_00521
OG0000350	Syao.g_01925	Syar.g_00132
OG0000351	Syao.g_02331	Syar.g_00442
OG0000352	Syao.g_02332	Syar.g_00443
OG0000353	Syao.g_02160	Syar.g_00469
OG0000354	Syao.g_00154, Syao.g_00155	Syar.g_01514
OG0000354	Syao.g_02252	Syar.g_00487
OG0000355	Syao.g_02162	Syar.g_00471
OG0000356	Syao.g_02163	Syar.g_00472
OG0000357	Syao.g_02164	Syar.g_00473
OG0000358	Syao.g_02154	Syar.g_00477
OG0000359	Syao.g_02152	Syar.g_00479
OG0000360	Syao.g_02151	Syar.g_00480
OG0000361	Syao.g_02150	Syar.g_00481
OG0000362	Syao.g_01954	Syar.g_00483
OG0000363	Syao.g_02255	Syar.g_00484
OG0000364	Syao.g_01558	Syar.g_02928
OG0000365	Syao.g_02246	Syar.g_00493
OG0000366	Syao.g_02245	Syar.g_00494
OG0000367	Syao.g_02244	Syar.g_00495
OG0000368	Syao.g_02242	Syar.g_00497
OG0000369	Syao.g_02241	Syar.g_00498
OG0000370	Syao.g_02240	Syar.g_00499
OG0000371	Syao.g_02231	Syar.g_00508
OG0000372	Syao.g_02226	Syar.g_00514
OG0000373	Syao.g_02225	Syar.g_00515
OG0000374	Syao.g_02224	Syar.g_00516
OG0000375	Syao.g_02223	Syar.g_00517
OG0000376	Syao.g_02221	Syar.g_00519
OG0000377	Syao.g_02429	Syar.g_00322
OG0000378	Syao.g_02414	Syar.g_00905
OG0000379	Syao.g_02409	Syar.g_00910
OG0000380	Syao.g_02616	Syar.g_03039
OG0000381	Syao.g_02618	Syar.g_03041
OG0000382	Syao.g_02636	Syar.g_03057
OG0000383	Syao.g_02643	Syar.g_03074
OG0000384	Syao.g_02644	Syar.g_03075
OG0000385	Syao.g_02645	Syar.g_03076
OG0000386	Syao.g_02646	Syar.g_03077
OG0000387	Syao.g_01019	Syar.g_03109
OG0000388	Syao.g_02596	Syar.g_03113
OG0000389	Syao.g_02599	Syar.g_03118
OG0000390	Syao.g_02567	Syar.g_00033
OG0000391	Syao.g_02572	Syar.g_00038
OG0000392	Syao.g_02578	Syar.g_00045
OG0000393	Syao.g_02581	Syar.g_00048
OG0000394	Syao.g_02582	Syar.g_00049
OG0000395	Syao.g_02583	Syar.g_00050
OG0000396	Syao.g_02586	Syar.g_00053
OG0000397	Syao.g_02542	Syar.g_00055
OG0000398	Syao.g_02547	Syar.g_00060
OG0000399	Syao.g_02548	Syar.g_00061
OG0000400	Syao.g_02549	Syar.g_00062
OG0000401	Syao.g_02550	Syar.g_00063
OG0000402	Syao.g_02552	Syar.g_00065
OG0000403	Syao.g_02553	Syar.g_00066
OG0000404	Syao.g_02554	Syar.g_00067
OG0000405	Syao.g_02478	Syar.g_00076
OG0000406	Syao.g_02482	Syar.g_00080
OG0000407	Syao.g_02483	Syar.g_00081
OG0000408	Syao.g_02485	Syar.g_00083
OG0000409	Syao.g_02487	Syar.g_00085
OG0000410	Syao.g_02488	Syar.g_00086
OG0000411	Syao.g_02489	Syar.g_00087
OG0000412	Syao.g_02490	Syar.g_00088
OG0000413	Syao.g_02492	Syar.g_00090
OG0000414	Syao.g_02493	Syar.g_00091
OG0000415	Syao.g_02494	Syar.g_00092
OG0000416	Syao.g_02495	Syar.g_00093
OG0000417	Syao.g_02497	Syar.g_00095
OG0000418	Syao.g_02502	Syar.g_00100
OG0000419	Syao.g_02504	Syar.g_00102
OG0000420	Syao.g_02506	Syar.g_00104
OG0000421	Syao.g_02510	Syar.g_00109
OG0000422	Syao.g_02511	Syar.g_00110
OG0000423	Syao.g_02512	Syar.g_00111
OG0000424	Syao.g_02513	Syar.g_00112
OG0000425	Syao.g_02514	Syar.g_00113
OG0000426	Syao.g_02515	Syar.g_00114
OG0000427	Syao.g_02516	Syar.g_00115
OG0000428	Syao.g_02519	Syar.g_00118
OG0000429	Syao.g_02522	Syar.g_00121
OG0000430	Syao.g_02523	Syar.g_00123
OG0000431	Syao.g_02526	Syar.g_00127
OG0000432	Syao.g_02532	Syar.g_01009
OG0000433	Syao.g_02534	Syar.g_01007
OG0000434	Syao.g_02535	Syar.g_01006
OG0000435	Syao.g_02538	Syar.g_01003
OG0000436	Syao.g_02458	Syar.g_00994
OG0000437	Syao.g_02459	Syar.g_00993
OG0000438	Syao.g_02460	Syar.g_00992
OG0000439	Syao.g_02462	Syar.g_00990
OG0000440	Syao.g_02463	Syar.g_00989
OG0000441	Syao.g_02466	Syar.g_00986
OG0000442	Syao.g_02467	Syar.g_00977
OG0000443	Syao.g_02468	Syar.g_00964
OG0000444	Syao.g_02473	Syar.g_00954
OG0000445	Syao.g_02474	Syar.g_00953
OG0000446	Syao.g_02476	Syar.g_00951
OG0000447	Syao.g_02383	Syar.g_00948
OG0000448	Syao.g_02384	Syar.g_00947
OG0000449	Syao.g_02385	Syar.g_00946
OG0000450	Syao.g_02391	Syar.g_00939
OG0000451	Syao.g_02392	Syar.g_00938
OG0000452	Syao.g_02396	Syar.g_00934
OG0000453	Syao.g_02397	Syar.g_00933
OG0000454	Syao.g_02398	Syar.g_00932
OG0000455	Syao.g_02399	Syar.g_00931
OG0000456	Syao.g_02400	Syar.g_00930
OG0000457	Syao.g_02402	Syar.g_00928
OG0000458	Syao.g_02403	Syar.g_00918
OG0000459	Syao.g_02404	Syar.g_00917
OG0000460	Syao.g_01702	Syar.g_03024
OG0000461	Syao.g_02119	Syar.g_00153
OG0000462	Syao.g_02116	Syar.g_00155
OG0000463	Syao.g_02115	Syar.g_00156
OG0000464	Syao.g_02114	Syar.g_00157
OG0000465	Syao.g_02112	Syar.g_00159
OG0000466	Syao.g_02107	Syar.g_00164
OG0000467	Syao.g_02106	Syar.g_00165
OG0000468	Syao.g_02102	Syar.g_00170
OG0000469	Syao.g_02087	Syar.g_00203
OG0000470	Syao.g_02085	Syar.g_00206
OG0000471	Syao.g_02084	Syar.g_00207
OG0000472	Syao.g_02082	Syar.g_00208
OG0000473	Syao.g_02080	Syar.g_00210
OG0000474	Syao.g_02079	Syar.g_00211
OG0000475	Syao.g_02078	Syar.g_00212
OG0000476	Syao.g_02076	Syar.g_00214
OG0000477	Syao.g_02069	Syar.g_00219
OG0000478	Syao.g_02068	Syar.g_00220
OG0000479	Syao.g_02067	Syar.g_00221
OG0000480	Syao.g_02060	Syar.g_00228
OG0000481	Syao.g_01012	Syar.g_00230
OG0000482	Syao.g_02058	Syar.g_00231
OG0000483	Syao.g_02054	Syar.g_00235
OG0000484	Syao.g_02053	Syar.g_00236
OG0000485	Syao.g_02052	Syar.g_00237
OG0000486	Syao.g_02051	Syar.g_00238
OG0000487	Syao.g_02044	Syar.g_00245
OG0000488	Syao.g_02040	Syar.g_00853
OG0000489	Syao.g_02033	Syar.g_00833
OG0000490	Syao.g_02025	Syar.g_00823
OG0000491	Syao.g_02024	Syar.g_00822
OG0000492	Syao.g_02022	Syar.g_00727
OG0000493	Syao.g_02021	Syar.g_00726
OG0000494	Syao.g_02020	Syar.g_00725
OG0000495	Syao.g_02018	Syar.g_00724
OG0000496	Syao.g_02017	Syar.g_00723
OG0000497	Syao.g_02016	Syar.g_00722
OG0000498	Syao.g_02015	Syar.g_00721
OG0000499	Syao.g_02014	Syar.g_00720
OG0000500	Syao.g_02013	Syar.g_00719
OG0000501	Syao.g_02010	Syar.g_00716
OG0000502	Syao.g_01974	Syar.g_00275
OG0000503	Syao.g_01877	Syar.g_01118
OG0000504	Syao.g_01875	Syar.g_01120
OG0000505	Syao.g_01874	Syar.g_01121
OG0000506	Syao.g_01872	Syar.g_01123
OG0000507	Syao.g_01866	Syar.g_01129
OG0000508	Syao.g_01750	Syar.g_01141
OG0000509	Syao.g_01755	Syar.g_01143
OG0000510	Syao.g_01756	Syar.g_01144
OG0000511	Syao.g_01757	Syar.g_01145
OG0000512	Syao.g_01759	Syar.g_01147
OG0000513	Syao.g_01720	Syar.g_01166
OG0000514	Syao.g_01727	Syar.g_01169
OG0000515	Syao.g_01728	Syar.g_01170
OG0000516	Syao.g_01730	Syar.g_01172
OG0000517	Syao.g_01735	Syar.g_01176
OG0000518	Syao.g_01621	Syar.g_02868
OG0000519	Syao.g_01622	Syar.g_02867
OG0000520	Syao.g_01512	Syar.g_02866
OG0000521	Syao.g_00061	Syar.g_01419
OG0000522	Syao.g_00059	Syar.g_01421
OG0000523	Syao.g_00058	Syar.g_01422
OG0000524	Syao.g_02699	Syar.g_01244
OG0000525	Syao.g_02691	Syar.g_01263
OG0000526	Syao.g_02688	Syar.g_01266
OG0000527	Syao.g_02684	Syar.g_01271
OG0000528	Syao.g_00031	Syar.g_01466
OG0000529	Syao.g_00027	Syar.g_01470
OG0000530	Syao.g_00122	Syar.g_01473
OG0000531	Syao.g_00121	Syar.g_01474
OG0000532	Syao.g_00118	Syar.g_01477
OG0000533	Syao.g_00116	Syar.g_01479
OG0000534	Syao.g_00115	Syar.g_01480
OG0000535	Syao.g_00114	Syar.g_01481
OG0000536	Syao.g_00113	Syar.g_01482
OG0000537	Syao.g_00112	Syar.g_01483
OG0000538	Syao.g_00100	Syar.g_01496
OG0000539	Syao.g_00099	Syar.g_01497
OG0000540	Syao.g_00098	Syar.g_01498
OG0000541	Syao.g_00097	Syar.g_01499
OG0000542	Syao.g_00167	Syar.g_01502
OG0000543	Syao.g_00165	Syar.g_01504
OG0000544	Syao.g_00164	Syar.g_01505
OG0000545	Syao.g_00162	Syar.g_01507
OG0000546	Syao.g_00160	Syar.g_01509
OG0000547	Syao.g_00158	Syar.g_01511
OG0000548	Syao.g_00157	Syar.g_01512
OG0000549	Syao.g_01391	Syar.g_02693
OG0000550	Syao.g_01396	Syar.g_02689
OG0000551	Syao.g_01401	Syar.g_02684
OG0000552	Syao.g_01402	Syar.g_02683
OG0000553	Syao.g_01404	Syar.g_02679
OG0000554	Syao.g_01413	Syar.g_02352
OG0000555	Syao.g_00875	Syar.g_02336
OG0000556	Syao.g_00871	Syar.g_02332
OG0000557	Syao.g_00866	Syar.g_02328
OG0000558	Syao.g_00864	Syar.g_02326
OG0000559	Syao.g_00860	Syar.g_02322
OG0000560	Syao.g_00857	Syar.g_02320
OG0000561	Syao.g_00856	Syar.g_02319
OG0000562	Syao.g_00855	Syar.g_02318
OG0000563	Syao.g_00854	Syar.g_02317
OG0000564	Syao.g_00853	Syar.g_02316
OG0000565	Syao.g_00849	Syar.g_02312
OG0000566	Syao.g_00845	Syar.g_02308
OG0000567	Syao.g_00841	Syar.g_02304
OG0000568	Syao.g_00839	Syar.g_02302
OG0000569	Syao.g_00838	Syar.g_02301
OG0000570	Syao.g_00837	Syar.g_02300
OG0000571	Syao.g_00834	Syar.g_02298
OG0000572	Syao.g_01033	Syar.g_02201
OG0000573	Syao.g_01022	Syar.g_02191
OG0000574	Syao.g_01021	Syar.g_02190
OG0000575	Syao.g_01000	Syar.g_03180
OG0000576	Syao.g_00996	Syar.g_02187
OG0000577	Syao.g_00995	Syar.g_02186
OG0000578	Syao.g_00994	Syar.g_02185
OG0000579	Syao.g_00993	Syar.g_02184
OG0000580	Syao.g_00992	Syar.g_02183
OG0000581	Syao.g_01059	Syar.g_02175
OG0000582	Syao.g_01204	Syar.g_02131
