Orthogroup	Prbd	Prba
OG0000130	Prbd.g_00087	Prba.g_01514
OG0000131	Prbd.g_00100	Prba.g_01501
OG0000132	Prbd.g_00136	Prba.g_01465
OG0000133	Prbd.g_00222	Prba.g_01379
OG0000134	Prbd.g_00232	Prba.g_01369
OG0000135	Prbd.g_00268	Prba.g_01333
OG0000136	Prbd.g_00337	Prba.g_01267
OG0000137	Prbd.g_00430	Prba.g_00094
OG0000138	Prbd.g_00463	Prba.g_00069
OG0000139	Prbd.g_00474	Prba.g_00057
OG0000140	Prbd.g_00525	Prba.g_00006
OG0000141	Prbd.g_01921	Prba.g_01084
OG0000142	Prbd.g_01789	Prba.g_01204
OG0000143	Prbd.g_01764	Prba.g_00196
OG0000144	Prbd.g_01702	Prba.g_00110
OG0000145	Prbd.g_01688	Prba.g_00712
OG0000146	Prbd.g_01652	Prba.g_00676, Prba.g_00351
OG0000147	Prbd.g_01611	Prba.g_00311
OG0000148	Prbd.g_01610	Prba.g_00310
OG0000149	Prbd.g_01527	Prba.g_00228
OG0000150	Prbd.g_01489	Prba.g_00584
OG0000151	Prbd.g_01486	Prba.g_00581
OG0000152	Prbd.g_01466	Prba.g_00352
OG0000153	Prbd.g_01432	Prba.g_00388
OG0000154	Prbd.g_01396	Prba.g_00424
OG0000155	Prbd.g_01378	Prba.g_01051
OG0000156	Prbd.g_01350	Prba.g_00752
OG0000157	Prbd.g_01317	Prba.g_00785
OG0000158	Prbd.g_01255	Prba.g_01776, Prba.g_00848
OG0000160	Prbd.g_01236	Prba.g_01794
OG0000161	Prbd.g_01235	Prba.g_01795
OG0000162	Prbd.g_01233	Prba.g_01797
OG0000163	Prbd.g_01232	Prba.g_01798
OG0000164	Prbd.g_01231	Prba.g_01799
OG0000165	Prbd.g_01230	Prba.g_01800
OG0000166	Prbd.g_01229	Prba.g_01801
OG0000167	Prbd.g_01228	Prba.g_01802
OG0000168	Prbd.g_01227	Prba.g_01803
OG0000169	Prbd.g_01225	Prba.g_01805
OG0000170	Prbd.g_01223	Prba.g_01807
OG0000171	Prbd.g_01222	Prba.g_01808
OG0000172	Prbd.g_01221	Prba.g_01809
OG0000173	Prbd.g_01220	Prba.g_01810
OG0000174	Prbd.g_01219	Prba.g_01811
OG0000175	Prbd.g_01218	Prba.g_01812
OG0000176	Prbd.g_01217	Prba.g_01813
OG0000177	Prbd.g_01216	Prba.g_01814
OG0000178	Prbd.g_01215	Prba.g_01815
OG0000179	Prbd.g_01213	Prba.g_01817
OG0000180	Prbd.g_01212	Prba.g_01818
OG0000181	Prbd.g_01211	Prba.g_01819
OG0000182	Prbd.g_01210	Prba.g_01820
OG0000183	Prbd.g_01209	Prba.g_01821
OG0000184	Prbd.g_01208	Prba.g_01822
OG0000185	Prbd.g_01205	Prba.g_01825
OG0000186	Prbd.g_01202	Prba.g_01828
OG0000187	Prbd.g_01201	Prba.g_01829
OG0000188	Prbd.g_01200	Prba.g_01830
OG0000189	Prbd.g_01198	Prba.g_01834
OG0000190	Prbd.g_01196	Prba.g_01836
OG0000191	Prbd.g_01195	Prba.g_01837
OG0000192	Prbd.g_01194	Prba.g_01838
OG0000193	Prbd.g_01192	Prba.g_01839
OG0000194	Prbd.g_01191	Prba.g_01840
OG0000195	Prbd.g_01190	Prba.g_01841
OG0000196	Prbd.g_01189	Prba.g_01842
OG0000197	Prbd.g_01187	Prba.g_01844
OG0000198	Prbd.g_01186	Prba.g_01845
OG0000199	Prbd.g_01185	Prba.g_01846
OG0000200	Prbd.g_01180	Prba.g_01852
OG0000201	Prbd.g_01179	Prba.g_01853
OG0000202	Prbd.g_01178	Prba.g_01854
OG0000203	Prbd.g_01175	Prba.g_01857
OG0000204	Prbd.g_01174	Prba.g_01858
OG0000205	Prbd.g_01171	Prba.g_01861
OG0000206	Prbd.g_01169	Prba.g_01863
OG0000207	Prbd.g_01167	Prba.g_01865
OG0000208	Prbd.g_01166	Prba.g_01866
OG0000209	Prbd.g_01165	Prba.g_01867
OG0000210	Prbd.g_01164	Prba.g_01868
OG0000211	Prbd.g_01163	Prba.g_01869
OG0000212	Prbd.g_01162	Prba.g_01870
OG0000213	Prbd.g_01161	Prba.g_01871
OG0000214	Prbd.g_01160	Prba.g_01872
OG0000215	Prbd.g_01159	Prba.g_01873
OG0000216	Prbd.g_01158	Prba.g_01874
OG0000217	Prbd.g_01156	Prba.g_01876
OG0000218	Prbd.g_01155	Prba.g_01877
OG0000219	Prbd.g_01154	Prba.g_01878
OG0000220	Prbd.g_01153	Prba.g_01879
OG0000221	Prbd.g_01150	Prba.g_01882
OG0000222	Prbd.g_01149	Prba.g_01883
OG0000223	Prbd.g_01148	Prba.g_01884
OG0000224	Prbd.g_01147	Prba.g_01885
OG0000225	Prbd.g_01146	Prba.g_01886
OG0000226	Prbd.g_01145	Prba.g_01887
OG0000227	Prbd.g_01144	Prba.g_01888
OG0000228	Prbd.g_01143	Prba.g_01889
OG0000229	Prbd.g_01142	Prba.g_01890
OG0000230	Prbd.g_01141	Prba.g_01891
OG0000231	Prbd.g_01140	Prba.g_01892
OG0000232	Prbd.g_01138	Prba.g_01894
OG0000233	Prbd.g_01137	Prba.g_01895
OG0000234	Prbd.g_01136	Prba.g_01896
OG0000235	Prbd.g_01135	Prba.g_01897
OG0000236	Prbd.g_01134	Prba.g_01898
OG0000237	Prbd.g_01133	Prba.g_01899
OG0000238	Prbd.g_01132	Prba.g_01900
OG0000239	Prbd.g_01130	Prba.g_01902
OG0000240	Prbd.g_01128	Prba.g_01903
OG0000241	Prbd.g_01127	Prba.g_01904
OG0000242	Prbd.g_01126	Prba.g_01905
OG0000243	Prbd.g_01123	Prba.g_01908
OG0000244	Prbd.g_01121	Prba.g_01910
OG0000245	Prbd.g_01120	Prba.g_01911
OG0000246	Prbd.g_01119	Prba.g_01912
OG0000247	Prbd.g_01116	Prba.g_01915
OG0000248	Prbd.g_01114	Prba.g_01917
OG0000249	Prbd.g_01113	Prba.g_01918
OG0000250	Prbd.g_01112	Prba.g_01919
OG0000251	Prbd.g_01111	Prba.g_01920
OG0000252	Prbd.g_01110	Prba.g_01921
OG0000253	Prbd.g_01109	Prba.g_01922
OG0000254	Prbd.g_01107	Prba.g_01924
OG0000255	Prbd.g_01106	Prba.g_01925
OG0000256	Prbd.g_01102	Prba.g_01928
OG0000257	Prbd.g_01100	Prba.g_01930
OG0000258	Prbd.g_01095	Prba.g_01933
OG0000259	Prbd.g_01094	Prba.g_01934
OG0000260	Prbd.g_01093	Prba.g_01935
OG0000261	Prbd.g_01092	Prba.g_01936
OG0000262	Prbd.g_01091	Prba.g_01937
OG0000263	Prbd.g_01089	Prba.g_01939
OG0000264	Prbd.g_01088	Prba.g_01940
OG0000265	Prbd.g_01087	Prba.g_01941
OG0000266	Prbd.g_01086	Prba.g_01942
OG0000267	Prbd.g_01085	Prba.g_01943
OG0000268	Prbd.g_01084	Prba.g_01944
OG0000269	Prbd.g_01082	Prba.g_01946
OG0000270	Prbd.g_01081	Prba.g_01947
OG0000271	Prbd.g_01080	Prba.g_01948
OG0000272	Prbd.g_01079	Prba.g_01949
OG0000273	Prbd.g_01078	Prba.g_01950
OG0000274	Prbd.g_01077	Prba.g_01951
OG0000275	Prbd.g_01076	Prba.g_01952
OG0000276	Prbd.g_01075	Prba.g_01953
OG0000277	Prbd.g_01073	Prba.g_00623
OG0000278	Prbd.g_01072	Prba.g_00624
OG0000279	Prbd.g_01071	Prba.g_00625
OG0000280	Prbd.g_01069	Prba.g_00627
OG0000281	Prbd.g_01067	Prba.g_00629
OG0000282	Prbd.g_01066	Prba.g_00630
OG0000283	Prbd.g_01065	Prba.g_00631
OG0000284	Prbd.g_01064	Prba.g_00632
OG0000285	Prbd.g_01063	Prba.g_00633
OG0000286	Prbd.g_01062	Prba.g_00634
OG0000287	Prbd.g_01061	Prba.g_00635
OG0000288	Prbd.g_01059	Prba.g_00637
OG0000289	Prbd.g_01058	Prba.g_00638
OG0000290	Prbd.g_01057	Prba.g_00639
OG0000291	Prbd.g_01055	Prba.g_00641
OG0000292	Prbd.g_01054	Prba.g_00642
OG0000293	Prbd.g_01053	Prba.g_00643
OG0000294	Prbd.g_01052	Prba.g_00644
OG0000295	Prbd.g_01051	Prba.g_00645
OG0000296	Prbd.g_01050	Prba.g_00646
OG0000297	Prbd.g_01049	Prba.g_00647
OG0000298	Prbd.g_01047	Prba.g_00649
OG0000299	Prbd.g_01046	Prba.g_00650
OG0000300	Prbd.g_01045	Prba.g_00651
OG0000301	Prbd.g_01044	Prba.g_00652
OG0000302	Prbd.g_01043	Prba.g_00653
OG0000303	Prbd.g_01042	Prba.g_00654
OG0000304	Prbd.g_01040	Prba.g_00656
OG0000305	Prbd.g_01039	Prba.g_00657
OG0000306	Prbd.g_01036	Prba.g_00660
OG0000307	Prbd.g_01035	Prba.g_00661
OG0000308	Prbd.g_01034	Prba.g_00662
OG0000309	Prbd.g_01033	Prba.g_00663
OG0000310	Prbd.g_01032	Prba.g_00664
OG0000311	Prbd.g_01031	Prba.g_00665
OG0000312	Prbd.g_01030	Prba.g_00666
OG0000313	Prbd.g_01029	Prba.g_00667
OG0000314	Prbd.g_01028	Prba.g_00668
OG0000315	Prbd.g_01027	Prba.g_00669
OG0000316	Prbd.g_01026	Prba.g_00670
OG0000317	Prbd.g_01025	Prba.g_00671
OG0000318	Prbd.g_01024	Prba.g_00672
OG0000319	Prbd.g_01023	Prba.g_00673
OG0000320	Prbd.g_01022	Prba.g_00674
OG0000321	Prbd.g_01021	Prba.g_00675
OG0000322	Prbd.g_01020	Prba.g_00439
OG0000323	Prbd.g_01019	Prba.g_00440
OG0000324	Prbd.g_01018	Prba.g_00441
OG0000325	Prbd.g_01017	Prba.g_00442
OG0000326	Prbd.g_01016	Prba.g_00443
OG0000327	Prbd.g_01015	Prba.g_00444
OG0000328	Prbd.g_01013	Prba.g_00445
OG0000329	Prbd.g_01012	Prba.g_00446
OG0000330	Prbd.g_01011	Prba.g_00447
OG0000331	Prbd.g_01010	Prba.g_00448
OG0000332	Prbd.g_01009	Prba.g_00449
OG0000333	Prbd.g_01008	Prba.g_00450
OG0000334	Prbd.g_01007	Prba.g_00451
OG0000335	Prbd.g_01006	Prba.g_00452
OG0000336	Prbd.g_01004	Prba.g_00454
OG0000337	Prbd.g_01003	Prba.g_00455
OG0000338	Prbd.g_00999	Prba.g_00459
OG0000339	Prbd.g_00997	Prba.g_00461
OG0000340	Prbd.g_00995	Prba.g_00463
OG0000341	Prbd.g_00994	Prba.g_00464
OG0000342	Prbd.g_00993	Prba.g_00465
OG0000343	Prbd.g_00992	Prba.g_00466
OG0000344	Prbd.g_00989	Prba.g_00469
OG0000345	Prbd.g_00986	Prba.g_00472
OG0000346	Prbd.g_00985	Prba.g_00473
OG0000347	Prbd.g_00982	Prba.g_00476
OG0000348	Prbd.g_00980	Prba.g_00477
OG0000349	Prbd.g_00979	Prba.g_00478
OG0000350	Prbd.g_00977	Prba.g_00480
OG0000351	Prbd.g_00976	Prba.g_00481
OG0000352	Prbd.g_00975	Prba.g_00482
OG0000353	Prbd.g_00974	Prba.g_00483
OG0000354	Prbd.g_00973	Prba.g_00484
OG0000355	Prbd.g_00972	Prba.g_00485
OG0000356	Prbd.g_00971	Prba.g_00486
OG0000357	Prbd.g_00970	Prba.g_00487
OG0000358	Prbd.g_00969	Prba.g_00488
OG0000359	Prbd.g_00968	Prba.g_00489
OG0000360	Prbd.g_00964	Prba.g_00492
OG0000361	Prbd.g_00963	Prba.g_00493
OG0000362	Prbd.g_00962	Prba.g_00494
OG0000363	Prbd.g_00961	Prba.g_00495
OG0000364	Prbd.g_00957	Prba.g_00499
OG0000365	Prbd.g_00956	Prba.g_00500
OG0000366	Prbd.g_00954	Prba.g_00502
OG0000367	Prbd.g_00953	Prba.g_00503
OG0000368	Prbd.g_00952	Prba.g_00504
OG0000369	Prbd.g_00951	Prba.g_00505
OG0000370	Prbd.g_00950	Prba.g_00506
OG0000371	Prbd.g_00949	Prba.g_00507
OG0000372	Prbd.g_00948	Prba.g_00508
OG0000373	Prbd.g_00947	Prba.g_00509
OG0000374	Prbd.g_00945	Prba.g_00510
OG0000375	Prbd.g_00944	Prba.g_00511
OG0000376	Prbd.g_00941	Prba.g_00514
OG0000377	Prbd.g_00940	Prba.g_00515
OG0000378	Prbd.g_00939	Prba.g_00516
OG0000379	Prbd.g_00938	Prba.g_00517
OG0000380	Prbd.g_00937	Prba.g_00518
OG0000381	Prbd.g_00936	Prba.g_00519
OG0000382	Prbd.g_00935	Prba.g_00520
OG0000383	Prbd.g_00934	Prba.g_00521
OG0000384	Prbd.g_00931	Prba.g_00524
OG0000385	Prbd.g_00930	Prba.g_00525
OG0000386	Prbd.g_00929	Prba.g_00526
OG0000387	Prbd.g_00928	Prba.g_00527
OG0000388	Prbd.g_00927	Prba.g_00528
OG0000389	Prbd.g_00926	Prba.g_00529
OG0000390	Prbd.g_00925	Prba.g_00530
OG0000391	Prbd.g_00924	Prba.g_00531
OG0000392	Prbd.g_00923	Prba.g_00532
OG0000393	Prbd.g_00922	Prba.g_00533
OG0000394	Prbd.g_00921	Prba.g_00534
OG0000395	Prbd.g_00920	Prba.g_00535
OG0000396	Prbd.g_00918	Prba.g_00537
OG0000397	Prbd.g_00916	Prba.g_00539
OG0000398	Prbd.g_00915	Prba.g_00540
OG0000399	Prbd.g_00912	Prba.g_00543
OG0000400	Prbd.g_00911	Prba.g_00544
OG0000401	Prbd.g_00910	Prba.g_00545
OG0000402	Prbd.g_00905	Prba.g_00550
OG0000403	Prbd.g_00904	Prba.g_00551
OG0000404	Prbd.g_00903	Prba.g_00552
OG0000405	Prbd.g_00901	Prba.g_00554
OG0000406	Prbd.g_00898	Prba.g_00557
OG0000407	Prbd.g_00897	Prba.g_00558
OG0000408	Prbd.g_00894	Prba.g_00561
OG0000409	Prbd.g_00893	Prba.g_00562
OG0000410	Prbd.g_00892	Prba.g_00218
OG0000411	Prbd.g_00891	Prba.g_00219
OG0000412	Prbd.g_00890	Prba.g_00220
OG0000413	Prbd.g_00889	Prba.g_00221
OG0000414	Prbd.g_00888	Prba.g_00222
OG0000415	Prbd.g_00887	Prba.g_00223
OG0000416	Prbd.g_00884	Prba.g_00849
OG0000417	Prbd.g_00883	Prba.g_00850
OG0000418	Prbd.g_00882	Prba.g_00851
OG0000419	Prbd.g_00881	Prba.g_00852
OG0000420	Prbd.g_00880	Prba.g_00853
OG0000421	Prbd.g_00867	Prba.g_00865
OG0000422	Prbd.g_00859	Prba.g_00873
OG0000423	Prbd.g_00858	Prba.g_00874
OG0000424	Prbd.g_00852	Prba.g_00880
OG0000425	Prbd.g_00811	Prba.g_01030
OG0000426	Prbd.g_00810	Prba.g_01029
OG0000427	Prbd.g_00809	Prba.g_01028
OG0000428	Prbd.g_00807	Prba.g_01026
OG0000429	Prbd.g_00806	Prba.g_01025
OG0000430	Prbd.g_00804	Prba.g_01023
OG0000431	Prbd.g_00803	Prba.g_01022
OG0000432	Prbd.g_00802	Prba.g_01021
OG0000433	Prbd.g_00801	Prba.g_01020
OG0000434	Prbd.g_00800	Prba.g_01019
OG0000435	Prbd.g_00799	Prba.g_01018
OG0000436	Prbd.g_00798	Prba.g_01017
OG0000437	Prbd.g_00797	Prba.g_01016
OG0000438	Prbd.g_00796	Prba.g_01015
OG0000439	Prbd.g_00795	Prba.g_01014
OG0000440	Prbd.g_00794	Prba.g_01013
OG0000441	Prbd.g_00793	Prba.g_01012
OG0000442	Prbd.g_00792	Prba.g_01011
OG0000443	Prbd.g_00791	Prba.g_01010
OG0000444	Prbd.g_00790	Prba.g_01009
OG0000445	Prbd.g_00789	Prba.g_01008
OG0000446	Prbd.g_00787	Prba.g_01006
OG0000447	Prbd.g_00786	Prba.g_01005
OG0000448	Prbd.g_00784	Prba.g_01003
OG0000449	Prbd.g_00781	Prba.g_01000
OG0000450	Prbd.g_00780	Prba.g_00999
OG0000451	Prbd.g_00779	Prba.g_00998
OG0000452	Prbd.g_00778	Prba.g_00997
OG0000453	Prbd.g_00777	Prba.g_00996
OG0000454	Prbd.g_00771	Prba.g_00990
OG0000455	Prbd.g_00769	Prba.g_00988
OG0000456	Prbd.g_00765	Prba.g_00984
OG0000457	Prbd.g_00764	Prba.g_00983
OG0000458	Prbd.g_00763	Prba.g_00982
OG0000459	Prbd.g_00761	Prba.g_00980
OG0000460	Prbd.g_00759	Prba.g_00978
OG0000461	Prbd.g_00758	Prba.g_00977
OG0000462	Prbd.g_00757	Prba.g_00976
OG0000463	Prbd.g_00755	Prba.g_00974
OG0000464	Prbd.g_00754	Prba.g_00973
OG0000465	Prbd.g_00753	Prba.g_00972
OG0000466	Prbd.g_00752	Prba.g_00971
OG0000467	Prbd.g_00751	Prba.g_00970
OG0000468	Prbd.g_00750	Prba.g_00969
OG0000469	Prbd.g_00749	Prba.g_00968
OG0000470	Prbd.g_00748	Prba.g_00967
OG0000471	Prbd.g_00747	Prba.g_00966
OG0000472	Prbd.g_00742	Prba.g_00961
OG0000473	Prbd.g_00741	Prba.g_00960
OG0000474	Prbd.g_00740	Prba.g_00959
OG0000475	Prbd.g_00739	Prba.g_00958
OG0000476	Prbd.g_00737	Prba.g_00956
OG0000477	Prbd.g_00736	Prba.g_00955
OG0000478	Prbd.g_00735	Prba.g_00954
OG0000479	Prbd.g_00734	Prba.g_00953
OG0000480	Prbd.g_00732	Prba.g_00951
OG0000481	Prbd.g_00730	Prba.g_00949
OG0000482	Prbd.g_00729	Prba.g_00948
OG0000483	Prbd.g_00727	Prba.g_00946
OG0000484	Prbd.g_00726	Prba.g_00945
OG0000485	Prbd.g_00725	Prba.g_00944
OG0000486	Prbd.g_00724	Prba.g_00943
OG0000487	Prbd.g_00719	Prba.g_00938
OG0000488	Prbd.g_00717	Prba.g_00936
OG0000489	Prbd.g_00716	Prba.g_00935
OG0000490	Prbd.g_00715	Prba.g_00934
OG0000491	Prbd.g_00714	Prba.g_00933
OG0000492	Prbd.g_00713	Prba.g_00932
OG0000493	Prbd.g_00712	Prba.g_00931
OG0000494	Prbd.g_00711	Prba.g_00930
OG0000495	Prbd.g_00708	Prba.g_00927
OG0000496	Prbd.g_00707	Prba.g_00926
OG0000497	Prbd.g_00706	Prba.g_00925
OG0000498	Prbd.g_00705	Prba.g_00924
OG0000499	Prbd.g_00704	Prba.g_00923
OG0000500	Prbd.g_00702	Prba.g_01775
OG0000501	Prbd.g_00701	Prba.g_01774
OG0000502	Prbd.g_00700	Prba.g_01773
OG0000503	Prbd.g_00698	Prba.g_01771
OG0000504	Prbd.g_00697	Prba.g_01770
OG0000505	Prbd.g_00696	Prba.g_01769
OG0000506	Prbd.g_00695	Prba.g_01768
OG0000507	Prbd.g_00694	Prba.g_01767
OG0000508	Prbd.g_00693	Prba.g_01766
OG0000509	Prbd.g_00692	Prba.g_01765
OG0000510	Prbd.g_00691	Prba.g_01764
OG0000511	Prbd.g_00689	Prba.g_01762
OG0000512	Prbd.g_00688	Prba.g_01761
OG0000513	Prbd.g_00687	Prba.g_01760
OG0000514	Prbd.g_00686	Prba.g_01759
OG0000515	Prbd.g_00685	Prba.g_01758
OG0000516	Prbd.g_00684	Prba.g_01757
OG0000517	Prbd.g_00682	Prba.g_01755
OG0000518	Prbd.g_00681	Prba.g_01754
OG0000519	Prbd.g_00680	Prba.g_01753
OG0000520	Prbd.g_00679	Prba.g_01752
OG0000521	Prbd.g_00678	Prba.g_01751
OG0000522	Prbd.g_00677	Prba.g_01750
OG0000523	Prbd.g_00676	Prba.g_01749
OG0000524	Prbd.g_00675	Prba.g_01748
OG0000525	Prbd.g_00674	Prba.g_01747
OG0000526	Prbd.g_00673	Prba.g_01746
OG0000527	Prbd.g_00672	Prba.g_01745
OG0000528	Prbd.g_00671	Prba.g_01744
OG0000529	Prbd.g_00670	Prba.g_01743
OG0000530	Prbd.g_00669	Prba.g_01742
OG0000531	Prbd.g_00668	Prba.g_01741
OG0000532	Prbd.g_00667	Prba.g_01740
OG0000533	Prbd.g_00665	Prba.g_01738
OG0000534	Prbd.g_00664	Prba.g_01737
OG0000535	Prbd.g_00663	Prba.g_01736
OG0000536	Prbd.g_00662	Prba.g_01735
OG0000537	Prbd.g_00661	Prba.g_01734
OG0000538	Prbd.g_00660	Prba.g_01733
OG0000539	Prbd.g_00657	Prba.g_01730
OG0000540	Prbd.g_00656	Prba.g_01729
OG0000541	Prbd.g_00655	Prba.g_01728
OG0000542	Prbd.g_00653	Prba.g_01726
OG0000543	Prbd.g_00652	Prba.g_01725
