Orthogroup	Prbd	Pras
OG0000039	Prbd.g_01224	Pras.g_00855
OG0000040	Prbd.g_01859	Pras.g_00176
OG0000041	Prbd.g_00621	Pras.g_01499
OG0000042	Prbd.g_01281	Pras.g_00797
OG0000045	Prbd.g_00658	Pras.g_01462
OG0000046	Prbd.g_00061	Pras.g_01662
OG0000047	Prbd.g_00468	Pras.g_00056
OG0000049	Prbd.g_01733	Pras.g_00291, Pras.g_00290
OG0000050	Prbd.g_01074	Pras.g_01017
OG0000051	Prbd.g_00879	Pras.g_01213
OG0000052	Prbd.g_00833	Pras.g_01296
OG0000053	Prbd.g_00007	Pras.g_01606
OG0000054	Prbd.g_01532	Pras.g_00543
OG0000055	Prbd.g_01335	Pras.g_00743
OG0000056	Prbd.g_01206	Pras.g_00873
OG0000057	Prbd.g_01083	Pras.g_01008
OG0000058	Prbd.g_00868	Pras.g_01223
OG0000059	Prbd.g_00703	Pras.g_01416
OG0000060	Prbd.g_00020	Pras.g_01619
OG0000061	Prbd.g_00055	Pras.g_01656
OG0000062	Prbd.g_00124	Pras.g_01723
OG0000065	Prbd.g_01002	Pras.g_01089
OG0000066	Prbd.g_00767	Pras.g_01353
OG0000067	Prbd.g_00546	Pras.g_01574
OG0000068	Prbd.g_00036	Pras.g_01636
OG0000069	Prbd.g_00425	Pras.g_00021
OG0000069	Prbd.g_00284	Pras.g_01880
OG0000070	Prbd.g_00340	Pras.g_01934
OG0000071	Prbd.g_01895	Pras.g_00150
OG0000072	Prbd.g_01801	Pras.g_00209
OG0000073	Prbd.g_01784	Pras.g_00227
OG0000074	Prbd.g_01737	Pras.g_00272, Pras.g_00273, Pras.g_00271, Pras.g_00330
OG0000075	Prbd.g_01391	Pras.g_00687
OG0000076	Prbd.g_01730	Pras.g_00326
OG0000077	Prbd.g_01226	Pras.g_00853
OG0000078	Prbd.g_00917	Pras.g_01174
OG0000079	Prbd.g_00855	Pras.g_01236
OG0000080	Prbd.g_00575	Pras.g_01545
OG0000081	Prbd.g_00553	Pras.g_01567
OG0000082	Prbd.g_00109	Pras.g_01708
OG0000083	Prbd.g_00174	Pras.g_01772
OG0000084	Prbd.g_00264	Pras.g_01859
OG0000085	Prbd.g_00389	Pras.g_01982
OG0000086	Prbd.g_00427	Pras.g_00023
OG0000087	Prbd.g_01913	Pras.g_00494
OG0000088	Prbd.g_01889	Pras.g_00155
OG0000089	Prbd.g_01547	Pras.g_00504
OG0000090	Prbd.g_01734	Pras.g_00294
OG0000091	Prbd.g_01681	Pras.g_00358
OG0000092	Prbd.g_01561	Pras.g_00477
OG0000093	Prbd.g_01439	Pras.g_00637
OG0000094	Prbd.g_01394	Pras.g_00684
OG0000095	Prbd.g_01361	Pras.g_00717
OG0000096	Prbd.g_01289	Pras.g_00789
OG0000097	Prbd.g_01272	Pras.g_00806
OG0000098	Prbd.g_01234	Pras.g_00845
OG0000099	Prbd.g_01214	Pras.g_00865
OG0000100	Prbd.g_01199	Pras.g_00892
OG0000101	Prbd.g_01188	Pras.g_00902
OG0000102	Prbd.g_01131	Pras.g_00964
OG0000103	Prbd.g_01122	Pras.g_00972
OG0000104	Prbd.g_01103	Pras.g_00990
OG0000105	Prbd.g_01070	Pras.g_01021
OG0000106	Prbd.g_01056	Pras.g_01035
OG0000107	Prbd.g_01048	Pras.g_01043
OG0000108	Prbd.g_01038	Pras.g_01053
OG0000109	Prbd.g_01000	Pras.g_01091
OG0000110	Prbd.g_00988	Pras.g_01103
OG0000111	Prbd.g_00965	Pras.g_01126
OG0000112	Prbd.g_00955	Pras.g_01136
OG0000113	Prbd.g_00942	Pras.g_01148
OG0000114	Prbd.g_00914	Pras.g_01177
OG0000115	Prbd.g_00768	Pras.g_01352
OG0000116	Prbd.g_00766	Pras.g_01354
OG0000117	Prbd.g_00762	Pras.g_01358
OG0000118	Prbd.g_00743	Pras.g_01377
OG0000119	Prbd.g_00710	Pras.g_01409
OG0000120	Prbd.g_00709	Pras.g_01410
OG0000121	Prbd.g_00699	Pras.g_01420
OG0000122	Prbd.g_00690	Pras.g_01429
OG0000123	Prbd.g_00659	Pras.g_01461
OG0000124	Prbd.g_00593	Pras.g_01527
OG0000125	Prbd.g_00592	Pras.g_01528
OG0000126	Prbd.g_00591	Pras.g_01529
OG0000127	Prbd.g_00558	Pras.g_01562
OG0000128	Prbd.g_00009	Pras.g_01608
OG0000129	Prbd.g_00029	Pras.g_01628
OG0000130	Prbd.g_00087	Pras.g_01686
OG0000131	Prbd.g_00100	Pras.g_01699
OG0000132	Prbd.g_00136	Pras.g_01734
OG0000133	Prbd.g_00222	Pras.g_01818
OG0000134	Prbd.g_00232	Pras.g_01827
OG0000135	Prbd.g_00268	Pras.g_01863
OG0000136	Prbd.g_00337	Pras.g_01931
OG0000137	Prbd.g_00430	Pras.g_00026
OG0000138	Prbd.g_00463	Pras.g_00051
OG0000139	Prbd.g_00474	Pras.g_00062
OG0000140	Prbd.g_00525	Pras.g_00114
OG0000141	Prbd.g_01921	Pras.g_00122
OG0000142	Prbd.g_01789	Pras.g_00222
OG0000143	Prbd.g_01764	Pras.g_00250
OG0000144	Prbd.g_01702	Pras.g_00337
OG0000145	Prbd.g_01688	Pras.g_00351
OG0000146	Prbd.g_01652	Pras.g_00388
OG0000147	Prbd.g_01611	Pras.g_00430
OG0000148	Prbd.g_01610	Pras.g_00431
OG0000149	Prbd.g_01527	Pras.g_00548
OG0000150	Prbd.g_01489	Pras.g_00586
OG0000151	Prbd.g_01486	Pras.g_00589
OG0000152	Prbd.g_01466	Pras.g_00609
OG0000153	Prbd.g_01432	Pras.g_00646
OG0000154	Prbd.g_01396	Pras.g_00682
OG0000155	Prbd.g_01378	Pras.g_00700
OG0000156	Prbd.g_01350	Pras.g_00728
OG0000157	Prbd.g_01317	Pras.g_00761
OG0000158	Prbd.g_01255	Pras.g_00824
OG0000160	Prbd.g_01236	Pras.g_00843
OG0000161	Prbd.g_01235	Pras.g_00844
OG0000162	Prbd.g_01233	Pras.g_00846
OG0000163	Prbd.g_01232	Pras.g_00847
OG0000164	Prbd.g_01231	Pras.g_00848
OG0000165	Prbd.g_01230	Pras.g_00849
OG0000166	Prbd.g_01229	Pras.g_00850
OG0000167	Prbd.g_01228	Pras.g_00851
OG0000168	Prbd.g_01227	Pras.g_00852
OG0000169	Prbd.g_01225	Pras.g_00854
OG0000170	Prbd.g_01223	Pras.g_00856
OG0000171	Prbd.g_01222	Pras.g_00857
OG0000172	Prbd.g_01221	Pras.g_00858
OG0000173	Prbd.g_01220	Pras.g_00859
OG0000174	Prbd.g_01219	Pras.g_00860
OG0000175	Prbd.g_01218	Pras.g_00861
OG0000176	Prbd.g_01217	Pras.g_00862
OG0000177	Prbd.g_01216	Pras.g_00863
OG0000178	Prbd.g_01215	Pras.g_00864
OG0000179	Prbd.g_01213	Pras.g_00866
OG0000180	Prbd.g_01212	Pras.g_00867
OG0000181	Prbd.g_01211	Pras.g_00868
OG0000182	Prbd.g_01210	Pras.g_00869
OG0000183	Prbd.g_01209	Pras.g_00870
OG0000184	Prbd.g_01208	Pras.g_00871
OG0000185	Prbd.g_01205	Pras.g_00874
OG0000186	Prbd.g_01202	Pras.g_00877
OG0000187	Prbd.g_01201	Pras.g_00878
OG0000188	Prbd.g_01200	Pras.g_00879
OG0000189	Prbd.g_01198	Pras.g_00893
OG0000190	Prbd.g_01196	Pras.g_00895
OG0000191	Prbd.g_01195	Pras.g_00896
OG0000192	Prbd.g_01194	Pras.g_00897
OG0000193	Prbd.g_01192	Pras.g_00898
OG0000194	Prbd.g_01191	Pras.g_00899
OG0000195	Prbd.g_01190	Pras.g_00900
OG0000196	Prbd.g_01189	Pras.g_00901
OG0000197	Prbd.g_01187	Pras.g_00903
OG0000198	Prbd.g_01186	Pras.g_00904
OG0000199	Prbd.g_01185	Pras.g_00905
OG0000200	Prbd.g_01180	Pras.g_00916
OG0000201	Prbd.g_01179	Pras.g_00917
OG0000202	Prbd.g_01178	Pras.g_00918
OG0000203	Prbd.g_01175	Pras.g_00921
OG0000204	Prbd.g_01174	Pras.g_00922
OG0000205	Prbd.g_01171	Pras.g_00924
OG0000206	Prbd.g_01169	Pras.g_00926
OG0000207	Prbd.g_01167	Pras.g_00928
OG0000208	Prbd.g_01166	Pras.g_00929
OG0000209	Prbd.g_01165	Pras.g_00930
OG0000210	Prbd.g_01164	Pras.g_00931
OG0000211	Prbd.g_01163	Pras.g_00932
OG0000212	Prbd.g_01162	Pras.g_00933
OG0000213	Prbd.g_01161	Pras.g_00934
OG0000214	Prbd.g_01160	Pras.g_00935
OG0000215	Prbd.g_01159	Pras.g_00936
OG0000216	Prbd.g_01158	Pras.g_00937
OG0000217	Prbd.g_01156	Pras.g_00939
OG0000218	Prbd.g_01155	Pras.g_00940
OG0000219	Prbd.g_01154	Pras.g_00941
OG0000220	Prbd.g_01153	Pras.g_00942
OG0000221	Prbd.g_01150	Pras.g_00945
OG0000222	Prbd.g_01149	Pras.g_00946
OG0000223	Prbd.g_01148	Pras.g_00947
OG0000224	Prbd.g_01147	Pras.g_00948
OG0000225	Prbd.g_01146	Pras.g_00949
OG0000226	Prbd.g_01145	Pras.g_00950
OG0000227	Prbd.g_01144	Pras.g_00951
OG0000228	Prbd.g_01143	Pras.g_00952
OG0000229	Prbd.g_01142	Pras.g_00953
OG0000230	Prbd.g_01141	Pras.g_00954
OG0000231	Prbd.g_01140	Pras.g_00955
OG0000232	Prbd.g_01138	Pras.g_00957
OG0000233	Prbd.g_01137	Pras.g_00958
OG0000234	Prbd.g_01136	Pras.g_00959
OG0000235	Prbd.g_01135	Pras.g_00960
OG0000236	Prbd.g_01134	Pras.g_00961
OG0000237	Prbd.g_01133	Pras.g_00962
OG0000238	Prbd.g_01132	Pras.g_00963
OG0000239	Prbd.g_01130	Pras.g_00965
OG0000240	Prbd.g_01128	Pras.g_00966
OG0000241	Prbd.g_01127	Pras.g_00967
OG0000242	Prbd.g_01126	Pras.g_00968
OG0000243	Prbd.g_01123	Pras.g_00971
OG0000244	Prbd.g_01121	Pras.g_00973
OG0000245	Prbd.g_01120	Pras.g_00974
OG0000246	Prbd.g_01119	Pras.g_00975
OG0000247	Prbd.g_01116	Pras.g_00978
OG0000248	Prbd.g_01114	Pras.g_00980
OG0000249	Prbd.g_01113	Pras.g_00981
OG0000250	Prbd.g_01112	Pras.g_00982
OG0000251	Prbd.g_01111	Pras.g_00983
OG0000252	Prbd.g_01110	Pras.g_00984
OG0000253	Prbd.g_01109	Pras.g_00985
OG0000254	Prbd.g_01107	Pras.g_00987
OG0000255	Prbd.g_01106	Pras.g_00988
OG0000256	Prbd.g_01102	Pras.g_00991
OG0000257	Prbd.g_01100	Pras.g_00993
OG0000258	Prbd.g_01095	Pras.g_00996
OG0000259	Prbd.g_01094	Pras.g_00997
OG0000260	Prbd.g_01093	Pras.g_00998
OG0000261	Prbd.g_01092	Pras.g_00999
OG0000262	Prbd.g_01091	Pras.g_01000
OG0000263	Prbd.g_01089	Pras.g_01002
OG0000264	Prbd.g_01088	Pras.g_01003
OG0000265	Prbd.g_01087	Pras.g_01004
OG0000266	Prbd.g_01086	Pras.g_01005
OG0000267	Prbd.g_01085	Pras.g_01006
OG0000268	Prbd.g_01084	Pras.g_01007
OG0000269	Prbd.g_01082	Pras.g_01009
OG0000270	Prbd.g_01081	Pras.g_01010
OG0000271	Prbd.g_01080	Pras.g_01011
OG0000272	Prbd.g_01079	Pras.g_01012
OG0000273	Prbd.g_01078	Pras.g_01013
OG0000274	Prbd.g_01077	Pras.g_01014
OG0000275	Prbd.g_01076	Pras.g_01015
OG0000276	Prbd.g_01075	Pras.g_01016
OG0000277	Prbd.g_01073	Pras.g_01018
OG0000278	Prbd.g_01072	Pras.g_01019
OG0000279	Prbd.g_01071	Pras.g_01020
OG0000280	Prbd.g_01069	Pras.g_01022
OG0000281	Prbd.g_01067	Pras.g_01024
OG0000282	Prbd.g_01066	Pras.g_01025
OG0000283	Prbd.g_01065	Pras.g_01026
OG0000284	Prbd.g_01064	Pras.g_01027
OG0000285	Prbd.g_01063	Pras.g_01028
OG0000286	Prbd.g_01062	Pras.g_01029
OG0000287	Prbd.g_01061	Pras.g_01030
OG0000288	Prbd.g_01059	Pras.g_01032
OG0000289	Prbd.g_01058	Pras.g_01033
OG0000290	Prbd.g_01057	Pras.g_01034
OG0000291	Prbd.g_01055	Pras.g_01036
OG0000292	Prbd.g_01054	Pras.g_01037
OG0000293	Prbd.g_01053	Pras.g_01038
OG0000294	Prbd.g_01052	Pras.g_01039
OG0000295	Prbd.g_01051	Pras.g_01040
OG0000296	Prbd.g_01050	Pras.g_01041
OG0000297	Prbd.g_01049	Pras.g_01042
OG0000298	Prbd.g_01047	Pras.g_01044
OG0000299	Prbd.g_01046	Pras.g_01045
OG0000300	Prbd.g_01045	Pras.g_01046
OG0000301	Prbd.g_01044	Pras.g_01047
OG0000302	Prbd.g_01043	Pras.g_01048
OG0000303	Prbd.g_01042	Pras.g_01049
OG0000304	Prbd.g_01040	Pras.g_01051
OG0000305	Prbd.g_01039	Pras.g_01052
OG0000306	Prbd.g_01036	Pras.g_01055
OG0000307	Prbd.g_01035	Pras.g_01056
OG0000308	Prbd.g_01034	Pras.g_01057
OG0000309	Prbd.g_01033	Pras.g_01059
OG0000310	Prbd.g_01032	Pras.g_01060
OG0000311	Prbd.g_01031	Pras.g_01061
OG0000312	Prbd.g_01030	Pras.g_01062
OG0000313	Prbd.g_01029	Pras.g_01063
OG0000314	Prbd.g_01028	Pras.g_01064
OG0000315	Prbd.g_01027	Pras.g_01065
OG0000316	Prbd.g_01026	Pras.g_01066
OG0000317	Prbd.g_01025	Pras.g_01067
OG0000318	Prbd.g_01024	Pras.g_01068
OG0000319	Prbd.g_01023	Pras.g_01069
OG0000320	Prbd.g_01022	Pras.g_01070
OG0000321	Prbd.g_01021	Pras.g_01071
OG0000322	Prbd.g_01020	Pras.g_01072
OG0000323	Prbd.g_01019	Pras.g_01073
OG0000324	Prbd.g_01018	Pras.g_01074
OG0000325	Prbd.g_01017	Pras.g_01075
OG0000326	Prbd.g_01016	Pras.g_01076
OG0000327	Prbd.g_01015	Pras.g_01077
OG0000328	Prbd.g_01013	Pras.g_01078
OG0000329	Prbd.g_01012	Pras.g_01079
OG0000330	Prbd.g_01011	Pras.g_01080
OG0000331	Prbd.g_01010	Pras.g_01081
OG0000332	Prbd.g_01009	Pras.g_01082
OG0000333	Prbd.g_01008	Pras.g_01083
OG0000334	Prbd.g_01007	Pras.g_01084
OG0000335	Prbd.g_01006	Pras.g_01085
OG0000336	Prbd.g_01004	Pras.g_01087
OG0000337	Prbd.g_01003	Pras.g_01088
OG0000338	Prbd.g_00999	Pras.g_01092
OG0000339	Prbd.g_00997	Pras.g_01094
OG0000340	Prbd.g_00995	Pras.g_01096
OG0000341	Prbd.g_00994	Pras.g_01097
OG0000342	Prbd.g_00993	Pras.g_01098
OG0000343	Prbd.g_00992	Pras.g_01099
OG0000344	Prbd.g_00989	Pras.g_01102
OG0000345	Prbd.g_00986	Pras.g_01105
OG0000346	Prbd.g_00985	Pras.g_01106
OG0000347	Prbd.g_00982	Pras.g_01109
OG0000348	Prbd.g_00980	Pras.g_01111
OG0000349	Prbd.g_00979	Pras.g_01112
OG0000350	Prbd.g_00977	Pras.g_01114
OG0000351	Prbd.g_00976	Pras.g_01115
OG0000352	Prbd.g_00975	Pras.g_01116
OG0000353	Prbd.g_00974	Pras.g_01117
OG0000354	Prbd.g_00973	Pras.g_01118
OG0000355	Prbd.g_00972	Pras.g_01119
OG0000356	Prbd.g_00971	Pras.g_01120
OG0000357	Prbd.g_00970	Pras.g_01121
OG0000358	Prbd.g_00969	Pras.g_01122
OG0000359	Prbd.g_00968	Pras.g_01123
OG0000360	Prbd.g_00964	Pras.g_01127
OG0000361	Prbd.g_00963	Pras.g_01128
OG0000362	Prbd.g_00962	Pras.g_01129
OG0000363	Prbd.g_00961	Pras.g_01130
OG0000364	Prbd.g_00957	Pras.g_01134
OG0000365	Prbd.g_00956	Pras.g_01135
OG0000366	Prbd.g_00954	Pras.g_01137
OG0000367	Prbd.g_00953	Pras.g_01138
OG0000368	Prbd.g_00952	Pras.g_01139
OG0000369	Prbd.g_00951	Pras.g_01140
OG0000370	Prbd.g_00950	Pras.g_01141
OG0000371	Prbd.g_00949	Pras.g_01142
OG0000372	Prbd.g_00948	Pras.g_01143
OG0000373	Prbd.g_00947	Pras.g_01144
OG0000374	Prbd.g_00945	Pras.g_01145
OG0000375	Prbd.g_00944	Pras.g_01146
OG0000376	Prbd.g_00941	Pras.g_01149
OG0000377	Prbd.g_00940	Pras.g_01150
OG0000378	Prbd.g_00939	Pras.g_01151
OG0000379	Prbd.g_00938	Pras.g_01152
OG0000380	Prbd.g_00937	Pras.g_01153
OG0000381	Prbd.g_00936	Pras.g_01155
OG0000382	Prbd.g_00935	Pras.g_01156
OG0000383	Prbd.g_00934	Pras.g_01157
OG0000384	Prbd.g_00931	Pras.g_01160
OG0000385	Prbd.g_00930	Pras.g_01161
OG0000386	Prbd.g_00929	Pras.g_01162
OG0000387	Prbd.g_00928	Pras.g_01163
OG0000388	Prbd.g_00927	Pras.g_01164
OG0000389	Prbd.g_00926	Pras.g_01165
OG0000390	Prbd.g_00925	Pras.g_01166
OG0000391	Prbd.g_00924	Pras.g_01167
OG0000392	Prbd.g_00923	Pras.g_01168
OG0000393	Prbd.g_00922	Pras.g_01169
OG0000394	Prbd.g_00921	Pras.g_01170
OG0000395	Prbd.g_00920	Pras.g_01171
OG0000396	Prbd.g_00918	Pras.g_01173
OG0000397	Prbd.g_00916	Pras.g_01175
OG0000398	Prbd.g_00915	Pras.g_01176
OG0000399	Prbd.g_00912	Pras.g_01179
OG0000400	Prbd.g_00911	Pras.g_01180
OG0000401	Prbd.g_00910	Pras.g_01181
OG0000402	Prbd.g_00905	Pras.g_01187
OG0000403	Prbd.g_00904	Pras.g_01188
OG0000404	Prbd.g_00903	Pras.g_01189
OG0000405	Prbd.g_00901	Pras.g_01191
OG0000406	Prbd.g_00898	Pras.g_01194
OG0000407	Prbd.g_00897	Pras.g_01195
OG0000408	Prbd.g_00894	Pras.g_01198
OG0000409	Prbd.g_00893	Pras.g_01199
OG0000410	Prbd.g_00892	Pras.g_01200
OG0000411	Prbd.g_00891	Pras.g_01201
OG0000412	Prbd.g_00890	Pras.g_01202
OG0000413	Prbd.g_00889	Pras.g_01203
OG0000414	Prbd.g_00888	Pras.g_01204
OG0000415	Prbd.g_00887	Pras.g_01205
OG0000416	Prbd.g_00884	Pras.g_01208
OG0000417	Prbd.g_00883	Pras.g_01209
OG0000418	Prbd.g_00882	Pras.g_01210
OG0000419	Prbd.g_00881	Pras.g_01211
OG0000420	Prbd.g_00880	Pras.g_01212
OG0000421	Prbd.g_00867	Pras.g_01224
OG0000422	Prbd.g_00859	Pras.g_01232
OG0000423	Prbd.g_00858	Pras.g_01233
OG0000424	Prbd.g_00852	Pras.g_01239
OG0000425	Prbd.g_00811	Pras.g_01309
OG0000426	Prbd.g_00810	Pras.g_01310
OG0000427	Prbd.g_00809	Pras.g_01311
OG0000428	Prbd.g_00807	Pras.g_01313
OG0000429	Prbd.g_00806	Pras.g_01314
OG0000430	Prbd.g_00804	Pras.g_01316
OG0000431	Prbd.g_00803	Pras.g_01317
OG0000432	Prbd.g_00802	Pras.g_01318
OG0000433	Prbd.g_00801	Pras.g_01319
OG0000434	Prbd.g_00800	Pras.g_01320
OG0000435	Prbd.g_00799	Pras.g_01321
OG0000436	Prbd.g_00798	Pras.g_01322
OG0000437	Prbd.g_00797	Pras.g_01323
OG0000438	Prbd.g_00796	Pras.g_01324
OG0000439	Prbd.g_00795	Pras.g_01325
OG0000440	Prbd.g_00794	Pras.g_01326
OG0000441	Prbd.g_00793	Pras.g_01327
OG0000442	Prbd.g_00792	Pras.g_01328
OG0000443	Prbd.g_00791	Pras.g_01329
OG0000444	Prbd.g_00790	Pras.g_01330
OG0000445	Prbd.g_00789	Pras.g_01331
OG0000446	Prbd.g_00787	Pras.g_01332
OG0000447	Prbd.g_00786	Pras.g_01333
OG0000448	Prbd.g_00784	Pras.g_01335
OG0000449	Prbd.g_00781	Pras.g_01339
OG0000450	Prbd.g_00780	Pras.g_01340
OG0000451	Prbd.g_00779	Pras.g_01341
OG0000452	Prbd.g_00778	Pras.g_01342
OG0000453	Prbd.g_00777	Pras.g_01343
OG0000454	Prbd.g_00771	Pras.g_01349
OG0000455	Prbd.g_00769	Pras.g_01351
OG0000456	Prbd.g_00765	Pras.g_01355
OG0000457	Prbd.g_00764	Pras.g_01356
OG0000458	Prbd.g_00763	Pras.g_01357
OG0000459	Prbd.g_00761	Pras.g_01359
OG0000460	Prbd.g_00759	Pras.g_01361
OG0000461	Prbd.g_00758	Pras.g_01362
OG0000462	Prbd.g_00757	Pras.g_01363
OG0000463	Prbd.g_00755	Pras.g_01365
OG0000464	Prbd.g_00754	Pras.g_01366
OG0000465	Prbd.g_00753	Pras.g_01367
OG0000466	Prbd.g_00752	Pras.g_01368
OG0000467	Prbd.g_00751	Pras.g_01369
OG0000468	Prbd.g_00750	Pras.g_01370
OG0000469	Prbd.g_00749	Pras.g_01371
OG0000470	Prbd.g_00748	Pras.g_01372
OG0000471	Prbd.g_00747	Pras.g_01373
OG0000472	Prbd.g_00742	Pras.g_01378
OG0000473	Prbd.g_00741	Pras.g_01379
OG0000474	Prbd.g_00740	Pras.g_01380
OG0000475	Prbd.g_00739	Pras.g_01381
OG0000476	Prbd.g_00737	Pras.g_01383
OG0000477	Prbd.g_00736	Pras.g_01384
OG0000478	Prbd.g_00735	Pras.g_01385
OG0000479	Prbd.g_00734	Pras.g_01386
OG0000480	Prbd.g_00732	Pras.g_01388
OG0000481	Prbd.g_00730	Pras.g_01390
OG0000482	Prbd.g_00729	Pras.g_01391
OG0000483	Prbd.g_00727	Pras.g_01393
OG0000484	Prbd.g_00726	Pras.g_01394
OG0000485	Prbd.g_00725	Pras.g_01395
OG0000486	Prbd.g_00724	Pras.g_01396
OG0000487	Prbd.g_00719	Pras.g_01401
OG0000488	Prbd.g_00717	Pras.g_01402
OG0000489	Prbd.g_00716	Pras.g_01403
OG0000490	Prbd.g_00715	Pras.g_01404
OG0000491	Prbd.g_00714	Pras.g_01405
OG0000492	Prbd.g_00713	Pras.g_01406
OG0000493	Prbd.g_00712	Pras.g_01407
OG0000494	Prbd.g_00711	Pras.g_01408
OG0000495	Prbd.g_00708	Pras.g_01411
OG0000496	Prbd.g_00707	Pras.g_01412
OG0000497	Prbd.g_00706	Pras.g_01413
OG0000498	Prbd.g_00705	Pras.g_01414
OG0000499	Prbd.g_00704	Pras.g_01415
OG0000500	Prbd.g_00702	Pras.g_01417
OG0000501	Prbd.g_00701	Pras.g_01418
OG0000502	Prbd.g_00700	Pras.g_01419
OG0000503	Prbd.g_00698	Pras.g_01421
OG0000504	Prbd.g_00697	Pras.g_01422
OG0000505	Prbd.g_00696	Pras.g_01423
OG0000506	Prbd.g_00695	Pras.g_01424
OG0000507	Prbd.g_00694	Pras.g_01425
OG0000508	Prbd.g_00693	Pras.g_01426
OG0000509	Prbd.g_00692	Pras.g_01427
OG0000510	Prbd.g_00691	Pras.g_01428
OG0000511	Prbd.g_00689	Pras.g_01430
OG0000512	Prbd.g_00688	Pras.g_01431
OG0000513	Prbd.g_00687	Pras.g_01432
OG0000514	Prbd.g_00686	Pras.g_01433
OG0000515	Prbd.g_00685	Pras.g_01434
OG0000516	Prbd.g_00684	Pras.g_01435
OG0000517	Prbd.g_00682	Pras.g_01437
OG0000518	Prbd.g_00681	Pras.g_01438
OG0000519	Prbd.g_00680	Pras.g_01439
OG0000520	Prbd.g_00679	Pras.g_01440
OG0000521	Prbd.g_00678	Pras.g_01441
OG0000522	Prbd.g_00677	Pras.g_01442
OG0000523	Prbd.g_00676	Pras.g_01443
OG0000524	Prbd.g_00675	Pras.g_01444
OG0000525	Prbd.g_00674	Pras.g_01445
OG0000526	Prbd.g_00673	Pras.g_01446
OG0000527	Prbd.g_00672	Pras.g_01447
OG0000528	Prbd.g_00671	Pras.g_01448
OG0000529	Prbd.g_00670	Pras.g_01449
OG0000530	Prbd.g_00669	Pras.g_01450
OG0000531	Prbd.g_00668	Pras.g_01451
OG0000532	Prbd.g_00667	Pras.g_01452
OG0000533	Prbd.g_00665	Pras.g_01454
OG0000534	Prbd.g_00664	Pras.g_01455
OG0000535	Prbd.g_00663	Pras.g_01456
OG0000536	Prbd.g_00662	Pras.g_01457
OG0000537	Prbd.g_00661	Pras.g_01459
OG0000538	Prbd.g_00660	Pras.g_01460
OG0000539	Prbd.g_00657	Pras.g_01463
OG0000540	Prbd.g_00656	Pras.g_01464
OG0000541	Prbd.g_00655	Pras.g_01465
OG0000542	Prbd.g_00653	Pras.g_01467
OG0000543	Prbd.g_00652	Pras.g_01468
OG0000544	Prbd.g_00651	Pras.g_01469
OG0000545	Prbd.g_00650	Pras.g_01470
OG0000546	Prbd.g_00649	Pras.g_01471
