Orthogroup	Prbd	Prbl
OG0000118	Prbd.g_00743	Prbl.g_00533
OG0000119	Prbd.g_00710	Prbl.g_00768
OG0000120	Prbd.g_00709	Prbl.g_00766
OG0000121	Prbd.g_00699	Prbl.g_02647
OG0000122	Prbd.g_00690	Prbl.g_01886
OG0000123	Prbd.g_00659	Prbl.g_01784
OG0000124	Prbd.g_00593	Prbl.g_01043
OG0000125	Prbd.g_00592	Prbl.g_01042
OG0000126	Prbd.g_00591	Prbl.g_01041
OG0000127	Prbd.g_00558	Prbl.g_00318
OG0000128	Prbd.g_00009	Prbl.g_02564
OG0000129	Prbd.g_00029	Prbl.g_02432
OG0000130	Prbd.g_00087	Prbl.g_01099
OG0000131	Prbd.g_00100	Prbl.g_02337
OG0000132	Prbd.g_00136	Prbl.g_01538
OG0000133	Prbd.g_00222	Prbl.g_02365
OG0000134	Prbd.g_00232	Prbl.g_02359
OG0000135	Prbd.g_00268	Prbl.g_02486
OG0000136	Prbd.g_00337	Prbl.g_00930
OG0000137	Prbd.g_00430	Prbl.g_02202
OG0000139	Prbd.g_00474	Prbl.g_02091
OG0000140	Prbd.g_00525	Prbl.g_01102
OG0000141	Prbd.g_01921	Prbl.g_00937
OG0000142	Prbd.g_01789	Prbl.g_01736
OG0000143	Prbd.g_01764	Prbl.g_00502
OG0000144	Prbd.g_01702	Prbl.g_00258
OG0000145	Prbd.g_01688	Prbl.g_00241
OG0000146	Prbd.g_01652	Prbl.g_00709
OG0000147	Prbd.g_01611	Prbl.g_00418
OG0000148	Prbd.g_01610	Prbl.g_00417
OG0000149	Prbd.g_01527	Prbl.g_00399
OG0000150	Prbd.g_01489	Prbl.g_00350
OG0000151	Prbd.g_01486	Prbl.g_00347
OG0000152	Prbd.g_01466	Prbl.g_02620
OG0000153	Prbd.g_01432	Prbl.g_00957
OG0000154	Prbd.g_01396	Prbl.g_00994
OG0000155	Prbd.g_01378	Prbl.g_01141
OG0000156	Prbd.g_01350	Prbl.g_00841
OG0000157	Prbd.g_01317	Prbl.g_02053
OG0000158	Prbd.g_01255	Prbl.g_02147
OG0000160	Prbd.g_01236	Prbl.g_02120
OG0000161	Prbd.g_01235	Prbl.g_02119
OG0000162	Prbd.g_01233	Prbl.g_02117
OG0000163	Prbd.g_01232	Prbl.g_02116
OG0000164	Prbd.g_01231	Prbl.g_02115
OG0000165	Prbd.g_01230	Prbl.g_02114
OG0000166	Prbd.g_01229	Prbl.g_02112
OG0000167	Prbd.g_01228	Prbl.g_02111
OG0000168	Prbd.g_01227	Prbl.g_02110
OG0000169	Prbd.g_01225	Prbl.g_02108
OG0000170	Prbd.g_01223	Prbl.g_01955
OG0000171	Prbd.g_01222	Prbl.g_01956
OG0000172	Prbd.g_01221	Prbl.g_01961
OG0000173	Prbd.g_01220	Prbl.g_01962
OG0000174	Prbd.g_01219	Prbl.g_01963
OG0000175	Prbd.g_01218	Prbl.g_01964
OG0000176	Prbd.g_01217	Prbl.g_01965
OG0000177	Prbd.g_01216	Prbl.g_01966
OG0000178	Prbd.g_01215	Prbl.g_01967
OG0000179	Prbd.g_01213	Prbl.g_01969
OG0000180	Prbd.g_01212	Prbl.g_01970
OG0000181	Prbd.g_01211	Prbl.g_01971
OG0000182	Prbd.g_01210	Prbl.g_01972
OG0000183	Prbd.g_01209	Prbl.g_01973
OG0000184	Prbd.g_01208	Prbl.g_01975
OG0000185	Prbd.g_01205	Prbl.g_01980
OG0000186	Prbd.g_01202	Prbl.g_01985
OG0000187	Prbd.g_01201	Prbl.g_01986
OG0000188	Prbd.g_01200	Prbl.g_01987
OG0000189	Prbd.g_01198	Prbl.g_01988
OG0000190	Prbd.g_01196	Prbl.g_01990
OG0000191	Prbd.g_01195	Prbl.g_02241
OG0000192	Prbd.g_01194	Prbl.g_02243
OG0000193	Prbd.g_01192	Prbl.g_02244
OG0000194	Prbd.g_01191	Prbl.g_02251
OG0000195	Prbd.g_01190	Prbl.g_02258
OG0000196	Prbd.g_01189	Prbl.g_02266
OG0000197	Prbd.g_01187	Prbl.g_02274
OG0000198	Prbd.g_01186	Prbl.g_02275
OG0000199	Prbd.g_01185	Prbl.g_02276
OG0000200	Prbd.g_01180	Prbl.g_00614
OG0000201	Prbd.g_01179	Prbl.g_00613
OG0000202	Prbd.g_01178	Prbl.g_00612
OG0000203	Prbd.g_01175	Prbl.g_00608
OG0000204	Prbd.g_01174	Prbl.g_00607
OG0000205	Prbd.g_01171	Prbl.g_00603
OG0000206	Prbd.g_01169	Prbl.g_00601
OG0000207	Prbd.g_01167	Prbl.g_00597
OG0000208	Prbd.g_01166	Prbl.g_00596
OG0000209	Prbd.g_01165	Prbl.g_01075
OG0000210	Prbd.g_01164	Prbl.g_00595
OG0000211	Prbd.g_01163	Prbl.g_00592
OG0000212	Prbd.g_01162	Prbl.g_00591
OG0000213	Prbd.g_01161	Prbl.g_00590
OG0000214	Prbd.g_01160	Prbl.g_00589
OG0000215	Prbd.g_01159	Prbl.g_00588
OG0000216	Prbd.g_01158	Prbl.g_00587
OG0000217	Prbd.g_01156	Prbl.g_00583
OG0000218	Prbd.g_01155	Prbl.g_00582
OG0000219	Prbd.g_01154	Prbl.g_00576
OG0000220	Prbd.g_01153	Prbl.g_00572
OG0000221	Prbd.g_01150	Prbl.g_00567
OG0000222	Prbd.g_01149	Prbl.g_00566
OG0000223	Prbd.g_01148	Prbl.g_00565
OG0000224	Prbd.g_01147	Prbl.g_00563
OG0000225	Prbd.g_01146	Prbl.g_00562
OG0000226	Prbd.g_01145	Prbl.g_00561
OG0000227	Prbd.g_01144	Prbl.g_00559
OG0000228	Prbd.g_01143	Prbl.g_00558
OG0000229	Prbd.g_01142	Prbl.g_00557
OG0000230	Prbd.g_01141	Prbl.g_00556
OG0000231	Prbd.g_01140	Prbl.g_00555
OG0000232	Prbd.g_01138	Prbl.g_00553
OG0000233	Prbd.g_01137	Prbl.g_00552
OG0000234	Prbd.g_01136	Prbl.g_00551
OG0000235	Prbd.g_01135	Prbl.g_00548
OG0000236	Prbd.g_01134	Prbl.g_00544
OG0000237	Prbd.g_01133	Prbl.g_00542
OG0000238	Prbd.g_01132	Prbl.g_01332
OG0000239	Prbd.g_01130	Prbl.g_01330
OG0000240	Prbd.g_01128	Prbl.g_01328
OG0000241	Prbd.g_01127	Prbl.g_01326
OG0000242	Prbd.g_01126	Prbl.g_01325
OG0000243	Prbd.g_01123	Prbl.g_01320
OG0000244	Prbd.g_01121	Prbl.g_01315
OG0000245	Prbd.g_01120	Prbl.g_01314
OG0000246	Prbd.g_01119	Prbl.g_01313
OG0000247	Prbd.g_01116	Prbl.g_00827
OG0000248	Prbd.g_01114	Prbl.g_00825
OG0000249	Prbd.g_01113	Prbl.g_00822
OG0000250	Prbd.g_01112	Prbl.g_00820
OG0000251	Prbd.g_01111	Prbl.g_00819
OG0000252	Prbd.g_01110	Prbl.g_00818
OG0000253	Prbd.g_01109	Prbl.g_00817
OG0000254	Prbd.g_01107	Prbl.g_00815
OG0000255	Prbd.g_01106	Prbl.g_00814
OG0000256	Prbd.g_01102	Prbl.g_00809
OG0000257	Prbd.g_01100	Prbl.g_00305
OG0000258	Prbd.g_01095	Prbl.g_00303
OG0000259	Prbd.g_01094	Prbl.g_00302
OG0000260	Prbd.g_01093	Prbl.g_00301
OG0000261	Prbd.g_01092	Prbl.g_00300
OG0000262	Prbd.g_01091	Prbl.g_00299
OG0000263	Prbd.g_01089	Prbl.g_00297
OG0000264	Prbd.g_01088	Prbl.g_00296
OG0000265	Prbd.g_01087	Prbl.g_00295
OG0000266	Prbd.g_01086	Prbl.g_00294
OG0000267	Prbd.g_01085	Prbl.g_00293
OG0000268	Prbd.g_01084	Prbl.g_00291
OG0000269	Prbd.g_01082	Prbl.g_00289
OG0000270	Prbd.g_01081	Prbl.g_00288
OG0000271	Prbd.g_01080	Prbl.g_00287
OG0000272	Prbd.g_01079	Prbl.g_00286
OG0000273	Prbd.g_01078	Prbl.g_00285
OG0000274	Prbd.g_01077	Prbl.g_00284
OG0000275	Prbd.g_01076	Prbl.g_00283
OG0000276	Prbd.g_01075	Prbl.g_00282
OG0000277	Prbd.g_01073	Prbl.g_00280
OG0000278	Prbd.g_01072	Prbl.g_00279
OG0000279	Prbd.g_01071	Prbl.g_00278
OG0000280	Prbd.g_01069	Prbl.g_00276
OG0000281	Prbd.g_01067	Prbl.g_00275
OG0000282	Prbd.g_01066	Prbl.g_00274
OG0000283	Prbd.g_01065	Prbl.g_00273
OG0000284	Prbd.g_01064	Prbl.g_00272
OG0000285	Prbd.g_01063	Prbl.g_00271
OG0000286	Prbd.g_01062	Prbl.g_00270
OG0000287	Prbd.g_01061	Prbl.g_00269
OG0000288	Prbd.g_01059	Prbl.g_02377
OG0000289	Prbd.g_01058	Prbl.g_00066
OG0000290	Prbd.g_01057	Prbl.g_00068
OG0000291	Prbd.g_01055	Prbl.g_00072
OG0000292	Prbd.g_01054	Prbl.g_00074
OG0000293	Prbd.g_01053	Prbl.g_00077
OG0000294	Prbd.g_01052	Prbl.g_00079
OG0000295	Prbd.g_01051	Prbl.g_00082
OG0000296	Prbd.g_01050	Prbl.g_00083
OG0000297	Prbd.g_01049	Prbl.g_00086
OG0000298	Prbd.g_01047	Prbl.g_00089
OG0000299	Prbd.g_01046	Prbl.g_00090
OG0000300	Prbd.g_01045	Prbl.g_00091
OG0000301	Prbd.g_01044	Prbl.g_00092
OG0000302	Prbd.g_01043	Prbl.g_00093
OG0000303	Prbd.g_01042	Prbl.g_00094
OG0000304	Prbd.g_01040	Prbl.g_00096
OG0000305	Prbd.g_01039	Prbl.g_00097
OG0000306	Prbd.g_01036	Prbl.g_00104
OG0000307	Prbd.g_01035	Prbl.g_00105
OG0000308	Prbd.g_01034	Prbl.g_01283
OG0000309	Prbd.g_01033	Prbl.g_01282
OG0000310	Prbd.g_01032	Prbl.g_01281
OG0000311	Prbd.g_01031	Prbl.g_00130
OG0000312	Prbd.g_01030	Prbl.g_00129
OG0000313	Prbd.g_01029	Prbl.g_00127
OG0000314	Prbd.g_01028	Prbl.g_00126
OG0000315	Prbd.g_01027	Prbl.g_00124
OG0000316	Prbd.g_01026	Prbl.g_01244
OG0000317	Prbd.g_01025	Prbl.g_01245
OG0000318	Prbd.g_01024	Prbl.g_01246
OG0000319	Prbd.g_01023	Prbl.g_01252
OG0000320	Prbd.g_01022	Prbl.g_01253
OG0000321	Prbd.g_01021	Prbl.g_01256
OG0000322	Prbd.g_01020	Prbl.g_01257
OG0000323	Prbd.g_01019	Prbl.g_01258
OG0000324	Prbd.g_01018	Prbl.g_01259
OG0000325	Prbd.g_01017	Prbl.g_01260
OG0000326	Prbd.g_01016	Prbl.g_01261
OG0000327	Prbd.g_01015	Prbl.g_01262
OG0000328	Prbd.g_01013	Prbl.g_01264
OG0000329	Prbd.g_01012	Prbl.g_01265
OG0000330	Prbd.g_01011	Prbl.g_01266
OG0000331	Prbd.g_01010	Prbl.g_01918
OG0000332	Prbd.g_01009	Prbl.g_01769
OG0000333	Prbd.g_01008	Prbl.g_01770
OG0000334	Prbd.g_01007	Prbl.g_01771
OG0000335	Prbd.g_01006	Prbl.g_01922
OG0000336	Prbd.g_01004	Prbl.g_01923
OG0000337	Prbd.g_01003	Prbl.g_00199
OG0000338	Prbd.g_00999	Prbl.g_00192
OG0000339	Prbd.g_00997	Prbl.g_02679
OG0000340	Prbd.g_00995	Prbl.g_02666
OG0000341	Prbd.g_00994	Prbl.g_01516
OG0000342	Prbd.g_00993	Prbl.g_01515
OG0000343	Prbd.g_00992	Prbl.g_01513
OG0000344	Prbd.g_00989	Prbl.g_01508
OG0000345	Prbd.g_00986	Prbl.g_01499
OG0000346	Prbd.g_00985	Prbl.g_01498
OG0000347	Prbd.g_00982	Prbl.g_01496
OG0000348	Prbd.g_00980	Prbl.g_01494
OG0000349	Prbd.g_00979	Prbl.g_01492
OG0000350	Prbd.g_00977	Prbl.g_01486
OG0000351	Prbd.g_00976	Prbl.g_01919
OG0000352	Prbd.g_00975	Prbl.g_01473
OG0000353	Prbd.g_00974	Prbl.g_01472
OG0000354	Prbd.g_00973	Prbl.g_01470
OG0000355	Prbd.g_00972	Prbl.g_01469
OG0000356	Prbd.g_00971	Prbl.g_01468
OG0000357	Prbd.g_00970	Prbl.g_01467
OG0000358	Prbd.g_00969	Prbl.g_01466
OG0000359	Prbd.g_00968	Prbl.g_01464
OG0000360	Prbd.g_00964	Prbl.g_01459
OG0000361	Prbd.g_00963	Prbl.g_01458
OG0000362	Prbd.g_00962	Prbl.g_01457
OG0000363	Prbd.g_00961	Prbl.g_01455
OG0000364	Prbd.g_00957	Prbl.g_01450
OG0000365	Prbd.g_00956	Prbl.g_01449
OG0000366	Prbd.g_00954	Prbl.g_01447
OG0000367	Prbd.g_00953	Prbl.g_01445
OG0000368	Prbd.g_00952	Prbl.g_01444
OG0000369	Prbd.g_00951	Prbl.g_01443
OG0000370	Prbd.g_00950	Prbl.g_01442
OG0000371	Prbd.g_00949	Prbl.g_01441
OG0000372	Prbd.g_00948	Prbl.g_01440
OG0000373	Prbd.g_00947	Prbl.g_01439
OG0000374	Prbd.g_00945	Prbl.g_01436
OG0000375	Prbd.g_00944	Prbl.g_01435
OG0000376	Prbd.g_00941	Prbl.g_01431
OG0000377	Prbd.g_00940	Prbl.g_01428
OG0000378	Prbd.g_00939	Prbl.g_01427
OG0000379	Prbd.g_00938	Prbl.g_01426
OG0000380	Prbd.g_00937	Prbl.g_01421
OG0000381	Prbd.g_00936	Prbl.g_01420
OG0000382	Prbd.g_00935	Prbl.g_01419
OG0000383	Prbd.g_00934	Prbl.g_01417
OG0000384	Prbd.g_00931	Prbl.g_01414
OG0000385	Prbd.g_00930	Prbl.g_01413
OG0000386	Prbd.g_00929	Prbl.g_00911
OG0000387	Prbd.g_00928	Prbl.g_00909
OG0000388	Prbd.g_00927	Prbl.g_00908
OG0000389	Prbd.g_00926	Prbl.g_00907
OG0000390	Prbd.g_00925	Prbl.g_00906
OG0000391	Prbd.g_00924	Prbl.g_00905
OG0000392	Prbd.g_00923	Prbl.g_00904
OG0000393	Prbd.g_00922	Prbl.g_00903
OG0000394	Prbd.g_00921	Prbl.g_00902
OG0000395	Prbd.g_00920	Prbl.g_00901
OG0000396	Prbd.g_00918	Prbl.g_00898
OG0000397	Prbd.g_00916	Prbl.g_00888
OG0000398	Prbd.g_00915	Prbl.g_00886
OG0000399	Prbd.g_00912	Prbl.g_01183
OG0000400	Prbd.g_00911	Prbl.g_01190
OG0000401	Prbd.g_00910	Prbl.g_01191
OG0000402	Prbd.g_00905	Prbl.g_01201
OG0000403	Prbd.g_00904	Prbl.g_01203
OG0000404	Prbd.g_00903	Prbl.g_01204
OG0000405	Prbd.g_00901	Prbl.g_01206
OG0000406	Prbd.g_00898	Prbl.g_01210
OG0000407	Prbd.g_00897	Prbl.g_01211
OG0000408	Prbd.g_00894	Prbl.g_01217
OG0000409	Prbd.g_00893	Prbl.g_01218
OG0000410	Prbd.g_00892	Prbl.g_01219
OG0000411	Prbd.g_00891	Prbl.g_01220
OG0000412	Prbd.g_00890	Prbl.g_01221
OG0000413	Prbd.g_00889	Prbl.g_01222
OG0000414	Prbd.g_00888	Prbl.g_01223
OG0000415	Prbd.g_00887	Prbl.g_01224
OG0000416	Prbd.g_00884	Prbl.g_02673
OG0000417	Prbd.g_00883	Prbl.g_02674
OG0000418	Prbd.g_00882	Prbl.g_02677
OG0000419	Prbd.g_00881	Prbl.g_02678
OG0000420	Prbd.g_00880	Prbl.g_01564
OG0000421	Prbd.g_00867	Prbl.g_00609
OG0000422	Prbd.g_00859	Prbl.g_00410
OG0000423	Prbd.g_00858	Prbl.g_01693
OG0000424	Prbd.g_00852	Prbl.g_02681
OG0000425	Prbd.g_00811	Prbl.g_00676
OG0000426	Prbd.g_00810	Prbl.g_00675
OG0000427	Prbd.g_00809	Prbl.g_00663
OG0000428	Prbd.g_00807	Prbl.g_00653
OG0000429	Prbd.g_00806	Prbl.g_00652
OG0000430	Prbd.g_00804	Prbl.g_00650
OG0000431	Prbd.g_00803	Prbl.g_00649
OG0000432	Prbd.g_00802	Prbl.g_00648
OG0000433	Prbd.g_00801	Prbl.g_00647
OG0000434	Prbd.g_00800	Prbl.g_00645
OG0000435	Prbd.g_00799	Prbl.g_00644
OG0000436	Prbd.g_00798	Prbl.g_00643
OG0000437	Prbd.g_00797	Prbl.g_00642
OG0000438	Prbd.g_00796	Prbl.g_00641
OG0000439	Prbd.g_00795	Prbl.g_00640
OG0000440	Prbd.g_00794	Prbl.g_00639
OG0000441	Prbd.g_00793	Prbl.g_00635
OG0000442	Prbd.g_00792	Prbl.g_00634
OG0000443	Prbd.g_00791	Prbl.g_00633
OG0000444	Prbd.g_00790	Prbl.g_00632
OG0000445	Prbd.g_00789	Prbl.g_00625
OG0000446	Prbd.g_00787	Prbl.g_00623
OG0000447	Prbd.g_00786	Prbl.g_00622
OG0000448	Prbd.g_00784	Prbl.g_00619
OG0000449	Prbd.g_00781	Prbl.g_01364
OG0000450	Prbd.g_00780	Prbl.g_01363
OG0000451	Prbd.g_00779	Prbl.g_01360
OG0000452	Prbd.g_00778	Prbl.g_01348
OG0000453	Prbd.g_00777	Prbl.g_01346
OG0000454	Prbd.g_00771	Prbl.g_01344
OG0000455	Prbd.g_00769	Prbl.g_01342
OG0000456	Prbd.g_00765	Prbl.g_00503
OG0000457	Prbd.g_00764	Prbl.g_00506
OG0000458	Prbd.g_00763	Prbl.g_00510
OG0000459	Prbd.g_00761	Prbl.g_00512
OG0000460	Prbd.g_00759	Prbl.g_00514
OG0000461	Prbd.g_00758	Prbl.g_00515
OG0000462	Prbd.g_00757	Prbl.g_00516
OG0000463	Prbd.g_00755	Prbl.g_00519
OG0000464	Prbd.g_00754	Prbl.g_00521
OG0000465	Prbd.g_00753	Prbl.g_00522
OG0000466	Prbd.g_00752	Prbl.g_00523
OG0000467	Prbd.g_00751	Prbl.g_00524
OG0000468	Prbd.g_00750	Prbl.g_00525
OG0000469	Prbd.g_00749	Prbl.g_00526
OG0000470	Prbd.g_00748	Prbl.g_00527
OG0000471	Prbd.g_00747	Prbl.g_00528
OG0000472	Prbd.g_00742	Prbl.g_00536
OG0000473	Prbd.g_00741	Prbl.g_00806
OG0000474	Prbd.g_00740	Prbl.g_00805
OG0000475	Prbd.g_00739	Prbl.g_00804
OG0000476	Prbd.g_00737	Prbl.g_00801
OG0000477	Prbd.g_00736	Prbl.g_00800
OG0000478	Prbd.g_00735	Prbl.g_00799
OG0000479	Prbd.g_00734	Prbl.g_00798
OG0000480	Prbd.g_00732	Prbl.g_00797
OG0000481	Prbd.g_00730	Prbl.g_00795
OG0000482	Prbd.g_00729	Prbl.g_00794
OG0000483	Prbd.g_00727	Prbl.g_00792
OG0000484	Prbd.g_00726	Prbl.g_00791
OG0000485	Prbd.g_00725	Prbl.g_00790
OG0000486	Prbd.g_00724	Prbl.g_00785
OG0000487	Prbd.g_00719	Prbl.g_00780
OG0000488	Prbd.g_00717	Prbl.g_00779
OG0000489	Prbd.g_00716	Prbl.g_00778
OG0000490	Prbd.g_00715	Prbl.g_00776
OG0000491	Prbd.g_00714	Prbl.g_00775
OG0000492	Prbd.g_00713	Prbl.g_00770
OG0000493	Prbd.g_00712	Prbl.g_01526
OG0000494	Prbd.g_00711	Prbl.g_00032
OG0000495	Prbd.g_00708	Prbl.g_00765
OG0000496	Prbd.g_00707	Prbl.g_00763
OG0000497	Prbd.g_00706	Prbl.g_00761
OG0000498	Prbd.g_00705	Prbl.g_00760
OG0000499	Prbd.g_00704	Prbl.g_00754
OG0000500	Prbd.g_00702	Prbl.g_00751
OG0000501	Prbd.g_00701	Prbl.g_00749
OG0000502	Prbd.g_00700	Prbl.g_00747
OG0000503	Prbd.g_00698	Prbl.g_02645
OG0000504	Prbd.g_00697	Prbl.g_01878
OG0000505	Prbd.g_00696	Prbl.g_01879
OG0000506	Prbd.g_00695	Prbl.g_01881
OG0000507	Prbd.g_00694	Prbl.g_01882
OG0000508	Prbd.g_00693	Prbl.g_01883
OG0000509	Prbd.g_00692	Prbl.g_01884
OG0000510	Prbd.g_00691	Prbl.g_01885
OG0000511	Prbd.g_00689	Prbl.g_01887
OG0000512	Prbd.g_00688	Prbl.g_01888
OG0000513	Prbd.g_00687	Prbl.g_01889
OG0000514	Prbd.g_00686	Prbl.g_01890
OG0000515	Prbd.g_00685	Prbl.g_01891
OG0000516	Prbd.g_00684	Prbl.g_01892
OG0000517	Prbd.g_00682	Prbl.g_01894
OG0000518	Prbd.g_00681	Prbl.g_01895
OG0000519	Prbd.g_00680	Prbl.g_01897
OG0000520	Prbd.g_00679	Prbl.g_01899
OG0000521	Prbd.g_00678	Prbl.g_01900
OG0000522	Prbd.g_00677	Prbl.g_01901
OG0000523	Prbd.g_00676	Prbl.g_01902
OG0000524	Prbd.g_00675	Prbl.g_01903
OG0000525	Prbd.g_00674	Prbl.g_01905
OG0000526	Prbd.g_00673	Prbl.g_01801
OG0000527	Prbd.g_00672	Prbl.g_01800
OG0000528	Prbd.g_00671	Prbl.g_01799
OG0000529	Prbd.g_00670	Prbl.g_01797
OG0000530	Prbd.g_00669	Prbl.g_01796
OG0000531	Prbd.g_00668	Prbl.g_01795
OG0000532	Prbd.g_00667	Prbl.g_01794
OG0000533	Prbd.g_00665	Prbl.g_01790
OG0000534	Prbd.g_00664	Prbl.g_01789
OG0000535	Prbd.g_00663	Prbl.g_01788
OG0000536	Prbd.g_00662	Prbl.g_01787
OG0000537	Prbd.g_00661	Prbl.g_01786
OG0000538	Prbd.g_00660	Prbl.g_01785
OG0000539	Prbd.g_00657	Prbl.g_01781
OG0000540	Prbd.g_00656	Prbl.g_01780
OG0000541	Prbd.g_00655	Prbl.g_01779
OG0000542	Prbd.g_00653	Prbl.g_01775
OG0000543	Prbd.g_00652	Prbl.g_01774
OG0000544	Prbd.g_00651	Prbl.g_01773
OG0000545	Prbd.g_00650	Prbl.g_01772
OG0000546	Prbd.g_00649	Prbl.g_01766
OG0000547	Prbd.g_00648	Prbl.g_01765
OG0000548	Prbd.g_00647	Prbl.g_01764
OG0000549	Prbd.g_00645	Prbl.g_01762
OG0000550	Prbd.g_00644	Prbl.g_01761
OG0000551	Prbd.g_00643	Prbl.g_01760
OG0000552	Prbd.g_00642	Prbl.g_01759
OG0000553	Prbd.g_00641	Prbl.g_01758
OG0000554	Prbd.g_00640	Prbl.g_01757
OG0000555	Prbd.g_00639	Prbl.g_01754
OG0000556	Prbd.g_00638	Prbl.g_01752
OG0000557	Prbd.g_00637	Prbl.g_01751
OG0000558	Prbd.g_00636	Prbl.g_01750
OG0000559	Prbd.g_00635	Prbl.g_01749
OG0000560	Prbd.g_00634	Prbl.g_01748
