Orthogroup	Prbd	Prah
OG0000122	Prbd.g_00690	Prah.g_01465
OG0000123	Prbd.g_00659	Prah.g_01428
OG0000124	Prbd.g_00593	Prah.g_00474
OG0000125	Prbd.g_00592	Prah.g_00473
OG0000126	Prbd.g_00591	Prah.g_00472
OG0000127	Prbd.g_00558	Prah.g_01758
OG0000128	Prbd.g_00009	Prah.g_00885
OG0000129	Prbd.g_00029	Prah.g_00752
OG0000130	Prbd.g_00087	Prah.g_01231, Prah.g_01233
OG0000131	Prbd.g_00100	Prah.g_01823, Prah.g_00669
OG0000132	Prbd.g_00136	Prah.g_00605
OG0000133	Prbd.g_00222	Prah.g_00699
OG0000134	Prbd.g_00232	Prah.g_00692
OG0000135	Prbd.g_00268	Prah.g_00805
OG0000136	Prbd.g_00337	Prah.g_00912
OG0000137	Prbd.g_00430	Prah.g_02526
OG0000139	Prbd.g_00474	Prah.g_01315
OG0000140	Prbd.g_00525	Prah.g_01237, Prah.g_01238
OG0000141	Prbd.g_01921	Prah.g_00905
OG0000142	Prbd.g_01789	Prah.g_01378
OG0000143	Prbd.g_01764	Prah.g_01576
OG0000144	Prbd.g_01702	Prah.g_00424
OG0000145	Prbd.g_01688	Prah.g_00407
OG0000146	Prbd.g_01652	Prah.g_00361
OG0000147	Prbd.g_01611	Prah.g_01653
OG0000148	Prbd.g_01610	Prah.g_01654
OG0000149	Prbd.g_01527	Prah.g_01672
OG0000150	Prbd.g_01489	Prah.g_01725
OG0000151	Prbd.g_01486	Prah.g_01728
OG0000152	Prbd.g_01466	Prah.g_01762
OG0000153	Prbd.g_01432	Prah.g_02038
OG0000154	Prbd.g_01396	Prah.g_02001
OG0000155	Prbd.g_01378	Prah.g_01981
OG0000156	Prbd.g_01350	Prah.g_02244
OG0000157	Prbd.g_01317	Prah.g_00089
OG0000158	Prbd.g_01255	Prah.g_02578
OG0000160	Prbd.g_01236	Prah.g_00002
OG0000161	Prbd.g_01235	Prah.g_00003
OG0000162	Prbd.g_01233	Prah.g_00005
OG0000163	Prbd.g_01232	Prah.g_00006
OG0000164	Prbd.g_01231	Prah.g_00007
OG0000165	Prbd.g_01230	Prah.g_00008
OG0000166	Prbd.g_01229	Prah.g_00010
OG0000167	Prbd.g_01228	Prah.g_00011
OG0000168	Prbd.g_01227	Prah.g_00012
OG0000169	Prbd.g_01225	Prah.g_00014
OG0000170	Prbd.g_01223	Prah.g_00016
OG0000171	Prbd.g_01222	Prah.g_00017
OG0000172	Prbd.g_01221	Prah.g_00022
OG0000173	Prbd.g_01220	Prah.g_00023
OG0000174	Prbd.g_01219	Prah.g_00024
OG0000175	Prbd.g_01218	Prah.g_00025
OG0000176	Prbd.g_01217	Prah.g_00026
OG0000177	Prbd.g_01216	Prah.g_00027
OG0000178	Prbd.g_01215	Prah.g_00028
OG0000179	Prbd.g_01213	Prah.g_00030
OG0000180	Prbd.g_01212	Prah.g_00031
OG0000181	Prbd.g_01211	Prah.g_00032
OG0000182	Prbd.g_01210	Prah.g_00033
OG0000183	Prbd.g_01209	Prah.g_00034
OG0000184	Prbd.g_01208	Prah.g_00036
OG0000185	Prbd.g_01205	Prah.g_00041
OG0000186	Prbd.g_01202	Prah.g_00046
OG0000187	Prbd.g_01201	Prah.g_00047
OG0000188	Prbd.g_01200	Prah.g_00048
OG0000189	Prbd.g_01198	Prah.g_00049
OG0000190	Prbd.g_01196	Prah.g_00051
OG0000191	Prbd.g_01195	Prah.g_02488
OG0000192	Prbd.g_01194	Prah.g_02486
OG0000193	Prbd.g_01192	Prah.g_02485
OG0000194	Prbd.g_01191	Prah.g_02478
OG0000195	Prbd.g_01190	Prah.g_02471
OG0000196	Prbd.g_01189	Prah.g_02466
OG0000197	Prbd.g_01187	Prah.g_02457
OG0000198	Prbd.g_01186	Prah.g_02454
OG0000199	Prbd.g_01185	Prah.g_02453
OG0000200	Prbd.g_01180	Prah.g_01830
OG0000201	Prbd.g_01179	Prah.g_01833
OG0000202	Prbd.g_01178	Prah.g_01834
OG0000203	Prbd.g_01175	Prah.g_01838
OG0000204	Prbd.g_01174	Prah.g_01839
OG0000205	Prbd.g_01171	Prah.g_01843
OG0000206	Prbd.g_01169	Prah.g_01845
OG0000207	Prbd.g_01167	Prah.g_01849
OG0000208	Prbd.g_01166	Prah.g_01850
OG0000209	Prbd.g_01165	Prah.g_01211
OG0000210	Prbd.g_01164	Prah.g_01851
OG0000211	Prbd.g_01163	Prah.g_01859
OG0000212	Prbd.g_01162	Prah.g_01860
OG0000213	Prbd.g_01161	Prah.g_01861
OG0000214	Prbd.g_01160	Prah.g_01862
OG0000215	Prbd.g_01159	Prah.g_01863
OG0000216	Prbd.g_01158	Prah.g_01864
OG0000217	Prbd.g_01156	Prah.g_01866
OG0000218	Prbd.g_01155	Prah.g_01867
OG0000219	Prbd.g_01154	Prah.g_01873
OG0000220	Prbd.g_01153	Prah.g_01877
OG0000221	Prbd.g_01150	Prah.g_01882
OG0000222	Prbd.g_01149	Prah.g_01883
OG0000223	Prbd.g_01148	Prah.g_01884
OG0000224	Prbd.g_01147	Prah.g_01886
OG0000225	Prbd.g_01146	Prah.g_01887
OG0000226	Prbd.g_01145	Prah.g_01888
OG0000227	Prbd.g_01144	Prah.g_01890
OG0000228	Prbd.g_01143	Prah.g_01891
OG0000229	Prbd.g_01142	Prah.g_01892
OG0000230	Prbd.g_01141	Prah.g_01893
OG0000231	Prbd.g_01140	Prah.g_01894
OG0000232	Prbd.g_01138	Prah.g_01896
OG0000233	Prbd.g_01137	Prah.g_01897
OG0000234	Prbd.g_01136	Prah.g_01898
OG0000235	Prbd.g_01135	Prah.g_01901
OG0000236	Prbd.g_01134	Prah.g_01906
OG0000237	Prbd.g_01133	Prah.g_01908
OG0000238	Prbd.g_01132	Prah.g_00195
OG0000239	Prbd.g_01130	Prah.g_00193
OG0000240	Prbd.g_01128	Prah.g_00191
OG0000241	Prbd.g_01127	Prah.g_00189
OG0000242	Prbd.g_01126	Prah.g_00188
OG0000243	Prbd.g_01123	Prah.g_00183
OG0000244	Prbd.g_01121	Prah.g_00175
OG0000245	Prbd.g_01120	Prah.g_00174
OG0000246	Prbd.g_01119	Prah.g_00173
OG0000247	Prbd.g_01116	Prah.g_02252
OG0000248	Prbd.g_01114	Prah.g_02254
OG0000249	Prbd.g_01113	Prah.g_02257
OG0000250	Prbd.g_01112	Prah.g_02259
OG0000251	Prbd.g_01111	Prah.g_02260
OG0000252	Prbd.g_01110	Prah.g_02261
OG0000253	Prbd.g_01109	Prah.g_02262
OG0000254	Prbd.g_01107	Prah.g_02264
OG0000255	Prbd.g_01106	Prah.g_02265
OG0000256	Prbd.g_01102	Prah.g_02269
OG0000257	Prbd.g_01100	Prah.g_02280
OG0000258	Prbd.g_01095	Prah.g_02282
OG0000259	Prbd.g_01094	Prah.g_02283
OG0000260	Prbd.g_01093	Prah.g_02284
OG0000261	Prbd.g_01092	Prah.g_02285
OG0000262	Prbd.g_01091	Prah.g_02286
OG0000263	Prbd.g_01089	Prah.g_02288
OG0000264	Prbd.g_01088	Prah.g_02289
OG0000265	Prbd.g_01087	Prah.g_02290
OG0000266	Prbd.g_01086	Prah.g_02291
OG0000267	Prbd.g_01085	Prah.g_02292
OG0000268	Prbd.g_01084	Prah.g_02294
OG0000269	Prbd.g_01082	Prah.g_02296
OG0000270	Prbd.g_01081	Prah.g_02297
OG0000271	Prbd.g_01080	Prah.g_02298
OG0000272	Prbd.g_01079	Prah.g_02299
OG0000273	Prbd.g_01078	Prah.g_02300
OG0000274	Prbd.g_01077	Prah.g_02301
OG0000275	Prbd.g_01076	Prah.g_02302
OG0000276	Prbd.g_01075	Prah.g_02303
OG0000277	Prbd.g_01073	Prah.g_02305
OG0000278	Prbd.g_01072	Prah.g_02306
OG0000279	Prbd.g_01071	Prah.g_02307
OG0000280	Prbd.g_01069	Prah.g_02309
OG0000281	Prbd.g_01067	Prah.g_02310
OG0000282	Prbd.g_01066	Prah.g_02311
OG0000283	Prbd.g_01065	Prah.g_02312
OG0000284	Prbd.g_01064	Prah.g_02313
OG0000285	Prbd.g_01063	Prah.g_02314
OG0000286	Prbd.g_01062	Prah.g_02315
OG0000287	Prbd.g_01061	Prah.g_02316
OG0000288	Prbd.g_01059	Prah.g_00709
OG0000289	Prbd.g_01058	Prah.g_02321
OG0000290	Prbd.g_01057	Prah.g_02323
OG0000291	Prbd.g_01055	Prah.g_02334
OG0000292	Prbd.g_01054	Prah.g_02336
OG0000293	Prbd.g_01053	Prah.g_02339
OG0000294	Prbd.g_01052	Prah.g_02341
OG0000295	Prbd.g_01051	Prah.g_02344
OG0000296	Prbd.g_01050	Prah.g_02345
OG0000297	Prbd.g_01049	Prah.g_02350
OG0000298	Prbd.g_01047	Prah.g_02353
OG0000299	Prbd.g_01046	Prah.g_02354
OG0000300	Prbd.g_01045	Prah.g_02355
OG0000301	Prbd.g_01044	Prah.g_02356
OG0000302	Prbd.g_01043	Prah.g_02357
OG0000303	Prbd.g_01042	Prah.g_02358
OG0000304	Prbd.g_01040	Prah.g_02360
OG0000305	Prbd.g_01039	Prah.g_02361
OG0000306	Prbd.g_01036	Prah.g_02364
OG0000307	Prbd.g_01035	Prah.g_02365
OG0000308	Prbd.g_01034	Prah.g_02370
OG0000309	Prbd.g_01033	Prah.g_02371
OG0000310	Prbd.g_01032	Prah.g_02372
OG0000311	Prbd.g_01031	Prah.g_02420
OG0000312	Prbd.g_01030	Prah.g_02419
OG0000313	Prbd.g_01029	Prah.g_02418
OG0000314	Prbd.g_01028	Prah.g_02417
OG0000315	Prbd.g_01027	Prah.g_02415
OG0000316	Prbd.g_01026	Prah.g_02411
OG0000317	Prbd.g_01025	Prah.g_02410
OG0000318	Prbd.g_01024	Prah.g_02409
OG0000319	Prbd.g_01023	Prah.g_02403
OG0000320	Prbd.g_01022	Prah.g_02402
OG0000321	Prbd.g_01021	Prah.g_02400
OG0000322	Prbd.g_01020	Prah.g_02399
OG0000323	Prbd.g_01019	Prah.g_02398
OG0000324	Prbd.g_01018	Prah.g_02397
OG0000325	Prbd.g_01017	Prah.g_02396
OG0000326	Prbd.g_01016	Prah.g_02395
OG0000327	Prbd.g_01015	Prah.g_02394
OG0000328	Prbd.g_01013	Prah.g_02392
OG0000329	Prbd.g_01012	Prah.g_02391
OG0000330	Prbd.g_01011	Prah.g_02390
OG0000331	Prbd.g_01010	Prah.g_01786
OG0000332	Prbd.g_01009	Prah.g_01411
OG0000333	Prbd.g_01008	Prah.g_01412
OG0000334	Prbd.g_01007	Prah.g_01413
OG0000335	Prbd.g_01006	Prah.g_01782
OG0000336	Prbd.g_01004	Prah.g_01781
OG0000337	Prbd.g_01003	Prah.g_01779
OG0000338	Prbd.g_00999	Prah.g_01772
OG0000339	Prbd.g_00997	Prah.g_02074
OG0000340	Prbd.g_00995	Prah.g_02078
OG0000341	Prbd.g_00994	Prah.g_02079
OG0000342	Prbd.g_00993	Prah.g_02080
OG0000343	Prbd.g_00992	Prah.g_02082
OG0000344	Prbd.g_00989	Prah.g_02087
OG0000345	Prbd.g_00986	Prah.g_02098
OG0000346	Prbd.g_00985	Prah.g_02099
OG0000347	Prbd.g_00982	Prah.g_02101
OG0000348	Prbd.g_00980	Prah.g_02103
OG0000349	Prbd.g_00979	Prah.g_02105
OG0000350	Prbd.g_00977	Prah.g_02111
OG0000351	Prbd.g_00976	Prah.g_01785
OG0000352	Prbd.g_00975	Prah.g_02114
OG0000353	Prbd.g_00974	Prah.g_02115
OG0000354	Prbd.g_00973	Prah.g_02117
OG0000355	Prbd.g_00972	Prah.g_02118
OG0000356	Prbd.g_00971	Prah.g_02119
OG0000357	Prbd.g_00970	Prah.g_02120
OG0000358	Prbd.g_00969	Prah.g_02121
OG0000359	Prbd.g_00968	Prah.g_02123
OG0000360	Prbd.g_00964	Prah.g_02128
OG0000361	Prbd.g_00963	Prah.g_02129
OG0000362	Prbd.g_00962	Prah.g_02130
OG0000363	Prbd.g_00961	Prah.g_02132
OG0000364	Prbd.g_00957	Prah.g_02137
OG0000365	Prbd.g_00956	Prah.g_02138
OG0000366	Prbd.g_00954	Prah.g_02140
OG0000367	Prbd.g_00953	Prah.g_02142
OG0000368	Prbd.g_00952	Prah.g_02143
OG0000369	Prbd.g_00951	Prah.g_02144
OG0000370	Prbd.g_00950	Prah.g_02145
OG0000371	Prbd.g_00949	Prah.g_02146
OG0000372	Prbd.g_00948	Prah.g_02147
OG0000373	Prbd.g_00947	Prah.g_02148
OG0000374	Prbd.g_00945	Prah.g_02151
OG0000375	Prbd.g_00944	Prah.g_02152
OG0000376	Prbd.g_00941	Prah.g_02156
OG0000377	Prbd.g_00940	Prah.g_02157
OG0000378	Prbd.g_00939	Prah.g_02158
OG0000379	Prbd.g_00938	Prah.g_02159
OG0000380	Prbd.g_00937	Prah.g_02166
OG0000381	Prbd.g_00936	Prah.g_02167
OG0000382	Prbd.g_00935	Prah.g_02168
OG0000383	Prbd.g_00934	Prah.g_02170
OG0000384	Prbd.g_00931	Prah.g_02172
OG0000385	Prbd.g_00930	Prah.g_02173
OG0000386	Prbd.g_00929	Prah.g_02174
OG0000387	Prbd.g_00928	Prah.g_02175
OG0000388	Prbd.g_00927	Prah.g_02176
OG0000389	Prbd.g_00926	Prah.g_02177
OG0000390	Prbd.g_00925	Prah.g_02178
OG0000391	Prbd.g_00924	Prah.g_02179
OG0000392	Prbd.g_00923	Prah.g_02180
OG0000393	Prbd.g_00922	Prah.g_02181
OG0000394	Prbd.g_00921	Prah.g_02182
OG0000395	Prbd.g_00920	Prah.g_02183
OG0000396	Prbd.g_00918	Prah.g_02186
OG0000397	Prbd.g_00916	Prah.g_02197
OG0000398	Prbd.g_00915	Prah.g_02199
OG0000399	Prbd.g_00912	Prah.g_01956
OG0000400	Prbd.g_00911	Prah.g_01949
OG0000401	Prbd.g_00910	Prah.g_01948
OG0000402	Prbd.g_00905	Prah.g_01940
OG0000403	Prbd.g_00904	Prah.g_01938
OG0000404	Prbd.g_00903	Prah.g_01937
OG0000405	Prbd.g_00901	Prah.g_01935
OG0000406	Prbd.g_00898	Prah.g_01930
OG0000407	Prbd.g_00897	Prah.g_01929
OG0000408	Prbd.g_00894	Prah.g_01922
OG0000409	Prbd.g_00893	Prah.g_01921
OG0000410	Prbd.g_00892	Prah.g_01920
OG0000411	Prbd.g_00891	Prah.g_01919
OG0000412	Prbd.g_00890	Prah.g_01918
OG0000413	Prbd.g_00889	Prah.g_01917
OG0000414	Prbd.g_00888	Prah.g_01916
OG0000415	Prbd.g_00887	Prah.g_01915
OG0000416	Prbd.g_00884	Prah.g_00204
OG0000417	Prbd.g_00883	Prah.g_00205
OG0000418	Prbd.g_00882	Prah.g_00208
OG0000419	Prbd.g_00881	Prah.g_00209
OG0000420	Prbd.g_00880	Prah.g_00579
OG0000421	Prbd.g_00867	Prah.g_01837
OG0000422	Prbd.g_00859	Prah.g_01661
OG0000423	Prbd.g_00858	Prah.g_01181
OG0000424	Prbd.g_00852	Prah.g_02072
OG0000425	Prbd.g_00811	Prah.g_00218
OG0000426	Prbd.g_00810	Prah.g_00219
OG0000427	Prbd.g_00809	Prah.g_00221
OG0000428	Prbd.g_00807	Prah.g_00229
OG0000429	Prbd.g_00806	Prah.g_00230
OG0000430	Prbd.g_00804	Prah.g_00232
OG0000431	Prbd.g_00803	Prah.g_00233
OG0000432	Prbd.g_00802	Prah.g_00234
OG0000433	Prbd.g_00801	Prah.g_00235
OG0000434	Prbd.g_00800	Prah.g_00237
OG0000435	Prbd.g_00799	Prah.g_00238
OG0000436	Prbd.g_00798	Prah.g_00239
OG0000437	Prbd.g_00797	Prah.g_00240
OG0000438	Prbd.g_00796	Prah.g_00241
OG0000439	Prbd.g_00795	Prah.g_00242
OG0000440	Prbd.g_00794	Prah.g_00247
OG0000441	Prbd.g_00793	Prah.g_00251
OG0000442	Prbd.g_00792	Prah.g_00252
OG0000443	Prbd.g_00791	Prah.g_00253
OG0000444	Prbd.g_00790	Prah.g_00254
OG0000445	Prbd.g_00789	Prah.g_00255
OG0000446	Prbd.g_00787	Prah.g_00257
OG0000447	Prbd.g_00786	Prah.g_00258
OG0000448	Prbd.g_00784	Prah.g_00261
OG0000449	Prbd.g_00781	Prah.g_00290
OG0000450	Prbd.g_00780	Prah.g_00291
OG0000451	Prbd.g_00779	Prah.g_00294
OG0000452	Prbd.g_00778	Prah.g_00304
OG0000453	Prbd.g_00777	Prah.g_00306
OG0000454	Prbd.g_00771	Prah.g_00308
OG0000455	Prbd.g_00769	Prah.g_00310
OG0000456	Prbd.g_00765	Prah.g_01575
OG0000457	Prbd.g_00764	Prah.g_01572
OG0000458	Prbd.g_00763	Prah.g_01567
OG0000459	Prbd.g_00761	Prah.g_01565
OG0000460	Prbd.g_00759	Prah.g_01563
OG0000461	Prbd.g_00758	Prah.g_01562
OG0000462	Prbd.g_00757	Prah.g_01561
OG0000463	Prbd.g_00755	Prah.g_01558
OG0000464	Prbd.g_00754	Prah.g_01556
OG0000465	Prbd.g_00753	Prah.g_01555
OG0000466	Prbd.g_00752	Prah.g_01554
OG0000467	Prbd.g_00751	Prah.g_01553
OG0000468	Prbd.g_00750	Prah.g_01552
OG0000469	Prbd.g_00749	Prah.g_01551
OG0000470	Prbd.g_00748	Prah.g_01550
OG0000471	Prbd.g_00747	Prah.g_01549
OG0000472	Prbd.g_00742	Prah.g_01541
OG0000473	Prbd.g_00741	Prah.g_01540
OG0000474	Prbd.g_00740	Prah.g_01539
OG0000475	Prbd.g_00739	Prah.g_01538
OG0000476	Prbd.g_00737	Prah.g_01535
OG0000477	Prbd.g_00736	Prah.g_01534
OG0000478	Prbd.g_00735	Prah.g_01533
OG0000479	Prbd.g_00734	Prah.g_01532
OG0000480	Prbd.g_00732	Prah.g_01530
OG0000481	Prbd.g_00730	Prah.g_01529
OG0000482	Prbd.g_00729	Prah.g_01528
OG0000483	Prbd.g_00727	Prah.g_01526
OG0000484	Prbd.g_00726	Prah.g_01525
OG0000485	Prbd.g_00725	Prah.g_01524
OG0000486	Prbd.g_00724	Prah.g_01519
OG0000487	Prbd.g_00719	Prah.g_01514
OG0000488	Prbd.g_00717	Prah.g_01513
OG0000489	Prbd.g_00716	Prah.g_01512
OG0000490	Prbd.g_00715	Prah.g_01510
OG0000491	Prbd.g_00714	Prah.g_01509
OG0000492	Prbd.g_00713	Prah.g_01505
OG0000493	Prbd.g_00712	Prah.g_01094
OG0000494	Prbd.g_00711	Prah.g_01035
OG0000495	Prbd.g_00708	Prah.g_01500
OG0000496	Prbd.g_00707	Prah.g_01498
OG0000497	Prbd.g_00706	Prah.g_01496
OG0000498	Prbd.g_00705	Prah.g_01495
OG0000499	Prbd.g_00704	Prah.g_01489
OG0000500	Prbd.g_00702	Prah.g_01484
OG0000501	Prbd.g_00701	Prah.g_01482
OG0000502	Prbd.g_00700	Prah.g_01480
OG0000503	Prbd.g_00698	Prah.g_01474
OG0000504	Prbd.g_00697	Prah.g_01473
OG0000505	Prbd.g_00696	Prah.g_01472
OG0000506	Prbd.g_00695	Prah.g_01470
OG0000507	Prbd.g_00694	Prah.g_01469
OG0000508	Prbd.g_00693	Prah.g_01468
OG0000509	Prbd.g_00692	Prah.g_01467
OG0000510	Prbd.g_00691	Prah.g_01466
OG0000511	Prbd.g_00689	Prah.g_01464
OG0000512	Prbd.g_00688	Prah.g_01463
OG0000513	Prbd.g_00687	Prah.g_01462
OG0000514	Prbd.g_00686	Prah.g_01461
OG0000515	Prbd.g_00685	Prah.g_01460
OG0000516	Prbd.g_00684	Prah.g_01459
OG0000517	Prbd.g_00682	Prah.g_01458
OG0000518	Prbd.g_00681	Prah.g_01457
OG0000519	Prbd.g_00680	Prah.g_01454
OG0000520	Prbd.g_00679	Prah.g_01452
OG0000521	Prbd.g_00678	Prah.g_01451
OG0000522	Prbd.g_00677	Prah.g_01450
OG0000523	Prbd.g_00676	Prah.g_01449
OG0000524	Prbd.g_00675	Prah.g_01448
OG0000525	Prbd.g_00674	Prah.g_01446
OG0000526	Prbd.g_00673	Prah.g_01445
OG0000527	Prbd.g_00672	Prah.g_01444
OG0000528	Prbd.g_00671	Prah.g_01443
OG0000529	Prbd.g_00670	Prah.g_01441
OG0000530	Prbd.g_00669	Prah.g_01440
OG0000531	Prbd.g_00668	Prah.g_01439
OG0000532	Prbd.g_00667	Prah.g_01438
OG0000533	Prbd.g_00665	Prah.g_01434
OG0000534	Prbd.g_00664	Prah.g_01433
OG0000535	Prbd.g_00663	Prah.g_01432
OG0000536	Prbd.g_00662	Prah.g_01431
OG0000537	Prbd.g_00661	Prah.g_01430
OG0000538	Prbd.g_00660	Prah.g_01429
OG0000539	Prbd.g_00657	Prah.g_01425
OG0000540	Prbd.g_00656	Prah.g_01424
OG0000541	Prbd.g_00655	Prah.g_01423
OG0000542	Prbd.g_00653	Prah.g_01417
OG0000543	Prbd.g_00652	Prah.g_01416
OG0000544	Prbd.g_00651	Prah.g_01415
OG0000545	Prbd.g_00650	Prah.g_01414
OG0000546	Prbd.g_00649	Prah.g_01408
OG0000547	Prbd.g_00648	Prah.g_01407
OG0000548	Prbd.g_00647	Prah.g_01406
OG0000549	Prbd.g_00645	Prah.g_01404
OG0000550	Prbd.g_00644	Prah.g_01403
OG0000551	Prbd.g_00643	Prah.g_01402
OG0000552	Prbd.g_00642	Prah.g_01401
OG0000553	Prbd.g_00641	Prah.g_01400
OG0000554	Prbd.g_00640	Prah.g_01399
OG0000555	Prbd.g_00639	Prah.g_01396
OG0000556	Prbd.g_00638	Prah.g_01394
OG0000557	Prbd.g_00637	Prah.g_01393
OG0000558	Prbd.g_00636	Prah.g_01392
OG0000559	Prbd.g_00635	Prah.g_01391
OG0000560	Prbd.g_00634	Prah.g_01390
OG0000561	Prbd.g_00633	Prah.g_01389
OG0000562	Prbd.g_00632	Prah.g_01388
OG0000563	Prbd.g_00631	Prah.g_01387
OG0000564	Prbd.g_00630	Prah.g_01385
OG0000565	Prbd.g_00629	Prah.g_00532
OG0000566	Prbd.g_00628	Prah.g_00531
OG0000567	Prbd.g_00627	Prah.g_00530
OG0000568	Prbd.g_00626	Prah.g_00529
OG0000569	Prbd.g_00623	Prah.g_00526
OG0000570	Prbd.g_00622	Prah.g_00525
OG0000571	Prbd.g_00620	Prah.g_00523
OG0000572	Prbd.g_00619	Prah.g_00518
OG0000573	Prbd.g_00618	Prah.g_00517
OG0000574	Prbd.g_00617	Prah.g_00516
OG0000575	Prbd.g_00616	Prah.g_00513
