Orthogroup	Prbd	Praz
OG0000028	Prbd.g_01879	Praz.g_01222
OG0000029	Prbd.g_00083	Praz.g_01531
OG0000030	Prbd.g_00084	Praz.g_01530
OG0000031	Prbd.g_01328	Praz.g_00198
OG0000032	Prbd.g_01204	Praz.g_00398
OG0000033	Prbd.g_01601	Praz.g_00954
OG0000033	Prbd.g_00034	Praz.g_01580
OG0000034	Prbd.g_01689	Praz.g_01041
OG0000035	Prbd.g_01575	Praz.g_00928
OG0000036	Prbd.g_00406	Praz.g_00048
OG0000039	Prbd.g_01224	Praz.g_00378
OG0000040	Prbd.g_01859	Praz.g_01207
OG0000040	Prbd.g_00836	Praz.g_00768
OG0000041	Prbd.g_00621	Praz.g_01707
OG0000042	Prbd.g_01281	Praz.g_00152
OG0000043	Prbd.g_00379	Praz.g_00104
OG0000043	Prbd.g_00192	Praz.g_01422
OG0000045	Prbd.g_00658	Praz.g_01744
OG0000046	Prbd.g_00061	Praz.g_01556
OG0000047	Prbd.g_00468	Praz.g_00755
OG0000049	Prbd.g_01733	Praz.g_01096
OG0000050	Prbd.g_01074	Praz.g_00526
OG0000051	Prbd.g_00879	Praz.g_00814
OG0000052	Prbd.g_00833	Praz.g_01908
OG0000053	Prbd.g_00007	Praz.g_01607
OG0000054	Prbd.g_01532	Praz.g_00884
OG0000055	Prbd.g_01335	Praz.g_00205
OG0000056	Prbd.g_01206	Praz.g_00396
OG0000057	Prbd.g_01083	Praz.g_00517
OG0000058	Prbd.g_00868	Praz.g_00804
OG0000059	Prbd.g_00703	Praz.g_01789
OG0000060	Prbd.g_00020	Praz.g_01594
OG0000061	Prbd.g_00055	Praz.g_01561
OG0000062	Prbd.g_00124	Praz.g_01490
OG0000065	Prbd.g_01002	Praz.g_00597
OG0000066	Prbd.g_00767	Praz.g_01853
OG0000067	Prbd.g_00546	Praz.g_01632
OG0000068	Prbd.g_00036	Praz.g_01578
OG0000069	Prbd.g_00425	Praz.g_00027
OG0000069	Prbd.g_00284	Praz.g_01330
OG0000070	Prbd.g_00340	Praz.g_00066
OG0000071	Prbd.g_01895	Praz.g_01237
OG0000072	Prbd.g_01801	Praz.g_01180
OG0000074	Prbd.g_01737	Praz.g_01118
OG0000075	Prbd.g_01391	Praz.g_00263
OG0000076	Prbd.g_01730	Praz.g_01092
OG0000077	Prbd.g_01226	Praz.g_00376
OG0000078	Prbd.g_00917	Praz.g_00679
OG0000079	Prbd.g_00855	Praz.g_00791
OG0000080	Prbd.g_00575	Praz.g_01661
OG0000081	Prbd.g_00553	Praz.g_01639
OG0000082	Prbd.g_00109	Praz.g_01505
OG0000083	Prbd.g_00174	Praz.g_01440
OG0000084	Prbd.g_00264	Praz.g_01350
OG0000085	Prbd.g_00389	Praz.g_00114
OG0000086	Prbd.g_00427	Praz.g_00025
OG0000087	Prbd.g_01913	Praz.g_00893
OG0000088	Prbd.g_01889	Praz.g_01232
OG0000089	Prbd.g_01884	Praz.g_01227
OG0000089	Prbd.g_01547	Praz.g_00901
OG0000090	Prbd.g_01734	Praz.g_01098
OG0000091	Prbd.g_01681	Praz.g_01033
OG0000092	Prbd.g_01561	Praz.g_00913
OG0000093	Prbd.g_01439	Praz.g_00311
OG0000094	Prbd.g_01394	Praz.g_00266
OG0000095	Prbd.g_01361	Praz.g_00232
OG0000096	Prbd.g_01289	Praz.g_00160
OG0000097	Prbd.g_01272	Praz.g_00142
OG0000098	Prbd.g_01234	Praz.g_00368
OG0000099	Prbd.g_01214	Praz.g_00388
OG0000100	Prbd.g_01199	Praz.g_00405
OG0000101	Prbd.g_01188	Praz.g_00415
OG0000102	Prbd.g_01131	Praz.g_00473
OG0000103	Prbd.g_01122	Praz.g_00481
OG0000104	Prbd.g_01103	Praz.g_00499
OG0000105	Prbd.g_01070	Praz.g_00530
OG0000106	Prbd.g_01056	Praz.g_00544
OG0000107	Prbd.g_01048	Praz.g_00552
OG0000108	Prbd.g_01038	Praz.g_00562
OG0000109	Prbd.g_01000	Praz.g_00599
OG0000110	Prbd.g_00988	Praz.g_00611
OG0000111	Prbd.g_00965	Praz.g_00632
OG0000112	Prbd.g_00955	Praz.g_00642
OG0000113	Prbd.g_00942	Praz.g_00654
OG0000114	Prbd.g_00914	Praz.g_00682
OG0000115	Prbd.g_00768	Praz.g_01854
OG0000116	Prbd.g_00766	Praz.g_01852
OG0000117	Prbd.g_00762	Praz.g_01848
OG0000118	Prbd.g_00743	Praz.g_01829
OG0000119	Prbd.g_00710	Praz.g_01796
OG0000120	Prbd.g_00709	Praz.g_01795
OG0000121	Prbd.g_00699	Praz.g_01785
OG0000122	Prbd.g_00690	Praz.g_01776
OG0000123	Prbd.g_00659	Praz.g_01745
OG0000124	Prbd.g_00593	Praz.g_01679
OG0000125	Prbd.g_00592	Praz.g_01678
OG0000126	Prbd.g_00591	Praz.g_01677
OG0000127	Prbd.g_00558	Praz.g_01644
OG0000128	Prbd.g_00009	Praz.g_01605
OG0000129	Prbd.g_00029	Praz.g_01585
OG0000130	Prbd.g_00087	Praz.g_01527
OG0000131	Prbd.g_00100	Praz.g_01514
OG0000132	Prbd.g_00136	Praz.g_01478
OG0000133	Prbd.g_00222	Praz.g_01392
OG0000134	Prbd.g_00232	Praz.g_01382
OG0000135	Prbd.g_00268	Praz.g_01346
OG0000136	Prbd.g_00337	Praz.g_01279, Praz.g_00063
OG0000137	Prbd.g_00430	Praz.g_00022
OG0000138	Prbd.g_00463	Praz.g_00760
OG0000139	Prbd.g_00474	Praz.g_00748
OG0000140	Prbd.g_00525	Praz.g_00697
OG0000141	Prbd.g_01921	Praz.g_01936
OG0000142	Prbd.g_01789	Praz.g_01168
OG0000143	Prbd.g_01764	Praz.g_01139
OG0000144	Prbd.g_01702	Praz.g_01054
OG0000145	Prbd.g_01688	Praz.g_01040
OG0000146	Prbd.g_01652	Praz.g_01004
OG0000147	Prbd.g_01611	Praz.g_00964
OG0000148	Prbd.g_01610	Praz.g_00963
OG0000149	Prbd.g_01527	Praz.g_00879
OG0000150	Prbd.g_01489	Praz.g_00841
OG0000151	Prbd.g_01486	Praz.g_00838
OG0000152	Prbd.g_01466	Praz.g_00340
OG0000153	Prbd.g_01432	Praz.g_00304
OG0000154	Prbd.g_01396	Praz.g_00268
OG0000155	Prbd.g_01378	Praz.g_00250
OG0000156	Prbd.g_01350	Praz.g_00221
OG0000157	Prbd.g_01317	Praz.g_00188
OG0000158	Prbd.g_01255	Praz.g_00125
OG0000160	Prbd.g_01236	Praz.g_00366
OG0000161	Prbd.g_01235	Praz.g_00367
OG0000162	Prbd.g_01233	Praz.g_00369
OG0000163	Prbd.g_01232	Praz.g_00370
OG0000164	Prbd.g_01231	Praz.g_00371
OG0000165	Prbd.g_01230	Praz.g_00372
OG0000166	Prbd.g_01229	Praz.g_00373
OG0000167	Prbd.g_01228	Praz.g_00374
OG0000168	Prbd.g_01227	Praz.g_00375
OG0000169	Prbd.g_01225	Praz.g_00377
OG0000170	Prbd.g_01223	Praz.g_00379
OG0000171	Prbd.g_01222	Praz.g_00380
OG0000172	Prbd.g_01221	Praz.g_00381
OG0000173	Prbd.g_01220	Praz.g_00382
OG0000174	Prbd.g_01219	Praz.g_00383
OG0000175	Prbd.g_01218	Praz.g_00384
OG0000176	Prbd.g_01217	Praz.g_00385
OG0000177	Prbd.g_01216	Praz.g_00386
OG0000178	Prbd.g_01215	Praz.g_00387
OG0000179	Prbd.g_01213	Praz.g_00389
OG0000180	Prbd.g_01212	Praz.g_00390
OG0000181	Prbd.g_01211	Praz.g_00391
OG0000182	Prbd.g_01210	Praz.g_00392
OG0000183	Prbd.g_01209	Praz.g_00393
OG0000184	Prbd.g_01208	Praz.g_00394
OG0000185	Prbd.g_01205	Praz.g_00397
OG0000186	Prbd.g_01202	Praz.g_00400
OG0000187	Prbd.g_01201	Praz.g_00401
OG0000188	Prbd.g_01200	Praz.g_00402
OG0000189	Prbd.g_01198	Praz.g_00406
OG0000190	Prbd.g_01196	Praz.g_00408
OG0000191	Prbd.g_01195	Praz.g_00409
OG0000192	Prbd.g_01194	Praz.g_00410
OG0000193	Prbd.g_01192	Praz.g_00411
OG0000194	Prbd.g_01191	Praz.g_00412
OG0000195	Prbd.g_01190	Praz.g_00413
OG0000196	Prbd.g_01189	Praz.g_00414
OG0000197	Prbd.g_01187	Praz.g_00416
OG0000198	Prbd.g_01186	Praz.g_00417
OG0000199	Prbd.g_01185	Praz.g_00418
OG0000200	Prbd.g_01180	Praz.g_00424
OG0000201	Prbd.g_01179	Praz.g_00425
OG0000202	Prbd.g_01178	Praz.g_00426
OG0000203	Prbd.g_01175	Praz.g_00429
OG0000204	Prbd.g_01174	Praz.g_00430
OG0000205	Prbd.g_01171	Praz.g_00433
OG0000206	Prbd.g_01169	Praz.g_00435
OG0000207	Prbd.g_01167	Praz.g_00437
OG0000208	Prbd.g_01166	Praz.g_00438
OG0000209	Prbd.g_01165	Praz.g_00439
OG0000210	Prbd.g_01164	Praz.g_00440
OG0000211	Prbd.g_01163	Praz.g_00441
OG0000212	Prbd.g_01162	Praz.g_00442
OG0000213	Prbd.g_01161	Praz.g_00443
OG0000214	Prbd.g_01160	Praz.g_00444
OG0000215	Prbd.g_01159	Praz.g_00445
OG0000216	Prbd.g_01158	Praz.g_00446
OG0000217	Prbd.g_01156	Praz.g_00448
OG0000218	Prbd.g_01155	Praz.g_00449
OG0000219	Prbd.g_01154	Praz.g_00450
OG0000220	Prbd.g_01153	Praz.g_00451
OG0000221	Prbd.g_01150	Praz.g_00454
OG0000222	Prbd.g_01149	Praz.g_00455
OG0000223	Prbd.g_01148	Praz.g_00456
OG0000224	Prbd.g_01147	Praz.g_00457
OG0000225	Prbd.g_01146	Praz.g_00458
OG0000226	Prbd.g_01145	Praz.g_00459
OG0000227	Prbd.g_01144	Praz.g_00460
OG0000228	Prbd.g_01143	Praz.g_00461
OG0000229	Prbd.g_01142	Praz.g_00462
OG0000230	Prbd.g_01141	Praz.g_00463
OG0000231	Prbd.g_01140	Praz.g_00464
OG0000232	Prbd.g_01138	Praz.g_00466
OG0000233	Prbd.g_01137	Praz.g_00467
OG0000234	Prbd.g_01136	Praz.g_00468
OG0000235	Prbd.g_01135	Praz.g_00469
OG0000236	Prbd.g_01134	Praz.g_00470
OG0000237	Prbd.g_01133	Praz.g_00471
OG0000238	Prbd.g_01132	Praz.g_00472
OG0000239	Prbd.g_01130	Praz.g_00474
OG0000240	Prbd.g_01128	Praz.g_00475
OG0000241	Prbd.g_01127	Praz.g_00476
OG0000242	Prbd.g_01126	Praz.g_00477
OG0000243	Prbd.g_01123	Praz.g_00480
OG0000244	Prbd.g_01121	Praz.g_00482
OG0000245	Prbd.g_01120	Praz.g_00483
OG0000246	Prbd.g_01119	Praz.g_00484
OG0000247	Prbd.g_01116	Praz.g_00487
OG0000248	Prbd.g_01114	Praz.g_00489
OG0000249	Prbd.g_01113	Praz.g_00490
OG0000250	Prbd.g_01112	Praz.g_00491
OG0000251	Prbd.g_01111	Praz.g_00492
OG0000252	Prbd.g_01110	Praz.g_00493
OG0000253	Prbd.g_01109	Praz.g_00494
OG0000254	Prbd.g_01107	Praz.g_00496
OG0000255	Prbd.g_01106	Praz.g_00497
OG0000256	Prbd.g_01102	Praz.g_00500
OG0000257	Prbd.g_01100	Praz.g_00502
OG0000258	Prbd.g_01095	Praz.g_00505
OG0000259	Prbd.g_01094	Praz.g_00506
OG0000260	Prbd.g_01093	Praz.g_00507
OG0000261	Prbd.g_01092	Praz.g_00508
OG0000262	Prbd.g_01091	Praz.g_00509
OG0000263	Prbd.g_01089	Praz.g_00511
OG0000264	Prbd.g_01088	Praz.g_00512
OG0000265	Prbd.g_01087	Praz.g_00513
OG0000266	Prbd.g_01086	Praz.g_00514
OG0000267	Prbd.g_01085	Praz.g_00515
OG0000268	Prbd.g_01084	Praz.g_00516
OG0000269	Prbd.g_01082	Praz.g_00518
OG0000270	Prbd.g_01081	Praz.g_00519
OG0000271	Prbd.g_01080	Praz.g_00520
OG0000272	Prbd.g_01079	Praz.g_00521
OG0000273	Prbd.g_01078	Praz.g_00522
OG0000274	Prbd.g_01077	Praz.g_00523
OG0000275	Prbd.g_01076	Praz.g_00524
OG0000276	Prbd.g_01075	Praz.g_00525
OG0000277	Prbd.g_01073	Praz.g_00527
OG0000278	Prbd.g_01072	Praz.g_00528
OG0000279	Prbd.g_01071	Praz.g_00529
OG0000280	Prbd.g_01069	Praz.g_00531
OG0000281	Prbd.g_01067	Praz.g_00533
OG0000282	Prbd.g_01066	Praz.g_00534
OG0000283	Prbd.g_01065	Praz.g_00535
OG0000284	Prbd.g_01064	Praz.g_00536
OG0000285	Prbd.g_01063	Praz.g_00537
OG0000286	Prbd.g_01062	Praz.g_00538
OG0000287	Prbd.g_01061	Praz.g_00539
OG0000288	Prbd.g_01059	Praz.g_00541
OG0000289	Prbd.g_01058	Praz.g_00542
OG0000290	Prbd.g_01057	Praz.g_00543
OG0000291	Prbd.g_01055	Praz.g_00545
OG0000292	Prbd.g_01054	Praz.g_00546
OG0000293	Prbd.g_01053	Praz.g_00547
OG0000294	Prbd.g_01052	Praz.g_00548
OG0000295	Prbd.g_01051	Praz.g_00549
OG0000296	Prbd.g_01050	Praz.g_00550
OG0000297	Prbd.g_01049	Praz.g_00551
OG0000298	Prbd.g_01047	Praz.g_00553
OG0000299	Prbd.g_01046	Praz.g_00554
OG0000300	Prbd.g_01045	Praz.g_00555
OG0000301	Prbd.g_01044	Praz.g_00556
OG0000302	Prbd.g_01043	Praz.g_00557
OG0000303	Prbd.g_01042	Praz.g_00558
OG0000304	Prbd.g_01040	Praz.g_00560
OG0000305	Prbd.g_01039	Praz.g_00561
OG0000306	Prbd.g_01036	Praz.g_00564
OG0000307	Prbd.g_01035	Praz.g_00565
OG0000308	Prbd.g_01034	Praz.g_00566
OG0000309	Prbd.g_01033	Praz.g_00567
OG0000310	Prbd.g_01032	Praz.g_00568
OG0000311	Prbd.g_01031	Praz.g_00569
OG0000312	Prbd.g_01030	Praz.g_00570
OG0000313	Prbd.g_01029	Praz.g_00571
OG0000314	Prbd.g_01028	Praz.g_00572
OG0000315	Prbd.g_01027	Praz.g_00573
OG0000316	Prbd.g_01026	Praz.g_00574
OG0000317	Prbd.g_01025	Praz.g_00575
OG0000318	Prbd.g_01024	Praz.g_00576
OG0000319	Prbd.g_01023	Praz.g_00577
OG0000320	Prbd.g_01022	Praz.g_00578
OG0000321	Prbd.g_01021	Praz.g_00579
OG0000322	Prbd.g_01020	Praz.g_00580
OG0000323	Prbd.g_01019	Praz.g_00581
OG0000324	Prbd.g_01018	Praz.g_00582
OG0000325	Prbd.g_01017	Praz.g_00583
OG0000326	Prbd.g_01016	Praz.g_00584
OG0000327	Prbd.g_01015	Praz.g_00585
OG0000328	Prbd.g_01013	Praz.g_00586
OG0000329	Prbd.g_01012	Praz.g_00587
OG0000330	Prbd.g_01011	Praz.g_00588
OG0000331	Prbd.g_01010	Praz.g_00589
OG0000332	Prbd.g_01009	Praz.g_00590
OG0000333	Prbd.g_01008	Praz.g_00591
OG0000334	Prbd.g_01007	Praz.g_00592
OG0000335	Prbd.g_01006	Praz.g_00593
OG0000336	Prbd.g_01004	Praz.g_00595
OG0000337	Prbd.g_01003	Praz.g_00596
OG0000338	Prbd.g_00999	Praz.g_00600
OG0000339	Prbd.g_00997	Praz.g_00602
OG0000340	Prbd.g_00995	Praz.g_00604
OG0000341	Prbd.g_00994	Praz.g_00605
OG0000342	Prbd.g_00993	Praz.g_00606
OG0000343	Prbd.g_00992	Praz.g_00607
OG0000344	Prbd.g_00989	Praz.g_00610
OG0000345	Prbd.g_00986	Praz.g_00613
OG0000346	Prbd.g_00985	Praz.g_00614
OG0000347	Prbd.g_00982	Praz.g_00617
OG0000348	Prbd.g_00980	Praz.g_00618
OG0000349	Prbd.g_00979	Praz.g_00619
OG0000350	Prbd.g_00977	Praz.g_00621
OG0000351	Prbd.g_00976	Praz.g_00622
OG0000352	Prbd.g_00975	Praz.g_00623
OG0000353	Prbd.g_00974	Praz.g_00624
OG0000354	Prbd.g_00973	Praz.g_00625
OG0000355	Prbd.g_00972	Praz.g_00626
OG0000356	Prbd.g_00971	Praz.g_00627
OG0000357	Prbd.g_00970	Praz.g_00628
OG0000358	Prbd.g_00969	Praz.g_00629
OG0000359	Prbd.g_00968	Praz.g_00630
OG0000360	Prbd.g_00964	Praz.g_00633
OG0000361	Prbd.g_00963	Praz.g_00634
OG0000362	Prbd.g_00962	Praz.g_00635
OG0000363	Prbd.g_00961	Praz.g_00636
OG0000364	Prbd.g_00957	Praz.g_00640
OG0000365	Prbd.g_00956	Praz.g_00641
OG0000366	Prbd.g_00954	Praz.g_00643
OG0000367	Prbd.g_00953	Praz.g_00644
OG0000368	Prbd.g_00952	Praz.g_00645
OG0000369	Prbd.g_00951	Praz.g_00646
OG0000370	Prbd.g_00950	Praz.g_00647
OG0000371	Prbd.g_00949	Praz.g_00648
OG0000372	Prbd.g_00948	Praz.g_00649
OG0000373	Prbd.g_00947	Praz.g_00650
OG0000374	Prbd.g_00945	Praz.g_00651
OG0000375	Prbd.g_00944	Praz.g_00652
OG0000376	Prbd.g_00941	Praz.g_00655
OG0000377	Prbd.g_00940	Praz.g_00656
OG0000378	Prbd.g_00939	Praz.g_00657
OG0000379	Prbd.g_00938	Praz.g_00658
OG0000380	Prbd.g_00937	Praz.g_00659
OG0000381	Prbd.g_00936	Praz.g_00660
OG0000382	Prbd.g_00935	Praz.g_00661
OG0000383	Prbd.g_00934	Praz.g_00662
OG0000384	Prbd.g_00931	Praz.g_00665
OG0000385	Prbd.g_00930	Praz.g_00666
OG0000386	Prbd.g_00929	Praz.g_00667
OG0000387	Prbd.g_00928	Praz.g_00668
OG0000388	Prbd.g_00927	Praz.g_00669
OG0000389	Prbd.g_00926	Praz.g_00670
OG0000390	Prbd.g_00925	Praz.g_00671
OG0000391	Prbd.g_00924	Praz.g_00672
OG0000392	Prbd.g_00923	Praz.g_00673
OG0000393	Prbd.g_00922	Praz.g_00674
OG0000394	Prbd.g_00921	Praz.g_00675
OG0000395	Prbd.g_00920	Praz.g_00676
OG0000396	Prbd.g_00918	Praz.g_00678
OG0000397	Prbd.g_00916	Praz.g_00680
OG0000398	Prbd.g_00915	Praz.g_00681
OG0000399	Prbd.g_00912	Praz.g_00684
OG0000400	Prbd.g_00911	Praz.g_00685
OG0000401	Prbd.g_00910	Praz.g_00686
OG0000402	Prbd.g_00905	Praz.g_01931
OG0000403	Prbd.g_00904	Praz.g_01932
OG0000404	Prbd.g_00903	Praz.g_01933
OG0000405	Prbd.g_00901	Praz.g_01935
OG0000406	Prbd.g_00898	Praz.g_00343
OG0000407	Prbd.g_00897	Praz.g_00344
OG0000408	Prbd.g_00894	Praz.g_00347
OG0000409	Prbd.g_00893	Praz.g_00348
OG0000410	Prbd.g_00892	Praz.g_00349
OG0000411	Prbd.g_00891	Praz.g_00350
OG0000412	Prbd.g_00890	Praz.g_00351
OG0000413	Prbd.g_00889	Praz.g_00352
OG0000414	Prbd.g_00888	Praz.g_00353
OG0000415	Prbd.g_00887	Praz.g_00354
OG0000416	Prbd.g_00884	Praz.g_00819
OG0000417	Prbd.g_00883	Praz.g_00818
OG0000418	Prbd.g_00882	Praz.g_00817
OG0000419	Prbd.g_00881	Praz.g_00816
OG0000420	Prbd.g_00880	Praz.g_00815
OG0000421	Prbd.g_00867	Praz.g_00803
OG0000422	Prbd.g_00859	Praz.g_00795
OG0000423	Prbd.g_00858	Praz.g_00794
OG0000424	Prbd.g_00852	Praz.g_00788
OG0000425	Prbd.g_00811	Praz.g_01897
OG0000426	Prbd.g_00810	Praz.g_01896
OG0000427	Prbd.g_00809	Praz.g_01895
OG0000428	Prbd.g_00807	Praz.g_01893
OG0000429	Prbd.g_00806	Praz.g_01892
OG0000430	Prbd.g_00804	Praz.g_01890
OG0000431	Prbd.g_00803	Praz.g_01889
OG0000432	Prbd.g_00802	Praz.g_01888
OG0000433	Prbd.g_00801	Praz.g_01887
OG0000434	Prbd.g_00800	Praz.g_01886
OG0000435	Prbd.g_00799	Praz.g_01885
OG0000436	Prbd.g_00798	Praz.g_01884
OG0000437	Prbd.g_00797	Praz.g_01883
OG0000438	Prbd.g_00796	Praz.g_01882
OG0000439	Prbd.g_00795	Praz.g_01881
OG0000440	Prbd.g_00794	Praz.g_01880
OG0000441	Prbd.g_00793	Praz.g_01879
OG0000442	Prbd.g_00792	Praz.g_01878
OG0000443	Prbd.g_00791	Praz.g_01877
OG0000444	Prbd.g_00790	Praz.g_01876
OG0000445	Prbd.g_00789	Praz.g_01875
OG0000446	Prbd.g_00787	Praz.g_01873
OG0000447	Prbd.g_00786	Praz.g_01872
OG0000448	Prbd.g_00784	Praz.g_01870
OG0000449	Prbd.g_00781	Praz.g_01867
OG0000450	Prbd.g_00780	Praz.g_01866
OG0000451	Prbd.g_00779	Praz.g_01865
OG0000452	Prbd.g_00778	Praz.g_01864
OG0000453	Prbd.g_00777	Praz.g_01863
OG0000454	Prbd.g_00771	Praz.g_01857
OG0000455	Prbd.g_00769	Praz.g_01855
OG0000456	Prbd.g_00765	Praz.g_01851
OG0000457	Prbd.g_00764	Praz.g_01850
OG0000458	Prbd.g_00763	Praz.g_01849
OG0000459	Prbd.g_00761	Praz.g_01847
OG0000460	Prbd.g_00759	Praz.g_01845
OG0000461	Prbd.g_00758	Praz.g_01844
OG0000462	Prbd.g_00757	Praz.g_01843
OG0000463	Prbd.g_00755	Praz.g_01841
OG0000464	Prbd.g_00754	Praz.g_01840
OG0000465	Prbd.g_00753	Praz.g_01839
OG0000466	Prbd.g_00752	Praz.g_01838
OG0000467	Prbd.g_00751	Praz.g_01837
OG0000468	Prbd.g_00750	Praz.g_01836
OG0000469	Prbd.g_00749	Praz.g_01835
OG0000470	Prbd.g_00748	Praz.g_01834
OG0000471	Prbd.g_00747	Praz.g_01833
OG0000472	Prbd.g_00742	Praz.g_01828
OG0000473	Prbd.g_00741	Praz.g_01827
OG0000474	Prbd.g_00740	Praz.g_01826
OG0000475	Prbd.g_00739	Praz.g_01825
OG0000476	Prbd.g_00737	Praz.g_01823
OG0000477	Prbd.g_00736	Praz.g_01822
OG0000478	Prbd.g_00735	Praz.g_01821
OG0000479	Prbd.g_00734	Praz.g_01820
OG0000480	Prbd.g_00732	Praz.g_01818
OG0000481	Prbd.g_00730	Praz.g_01816
OG0000482	Prbd.g_00729	Praz.g_01815
OG0000483	Prbd.g_00727	Praz.g_01813
OG0000484	Prbd.g_00726	Praz.g_01812
OG0000485	Prbd.g_00725	Praz.g_01811
OG0000486	Prbd.g_00724	Praz.g_01810
OG0000487	Prbd.g_00719	Praz.g_01805
OG0000488	Prbd.g_00717	Praz.g_01803
OG0000489	Prbd.g_00716	Praz.g_01802
OG0000490	Prbd.g_00715	Praz.g_01801
OG0000491	Prbd.g_00714	Praz.g_01800
OG0000492	Prbd.g_00713	Praz.g_01799
OG0000493	Prbd.g_00712	Praz.g_01798
OG0000494	Prbd.g_00711	Praz.g_01797
OG0000495	Prbd.g_00708	Praz.g_01794
OG0000496	Prbd.g_00707	Praz.g_01793
OG0000497	Prbd.g_00706	Praz.g_01792
OG0000498	Prbd.g_00705	Praz.g_01791
OG0000499	Prbd.g_00704	Praz.g_01790
OG0000500	Prbd.g_00702	Praz.g_01788
OG0000501	Prbd.g_00701	Praz.g_01787
OG0000502	Prbd.g_00700	Praz.g_01786
OG0000503	Prbd.g_00698	Praz.g_01784
OG0000504	Prbd.g_00697	Praz.g_01783
OG0000505	Prbd.g_00696	Praz.g_01782
OG0000506	Prbd.g_00695	Praz.g_01781
OG0000507	Prbd.g_00694	Praz.g_01780
OG0000508	Prbd.g_00693	Praz.g_01779
OG0000509	Prbd.g_00692	Praz.g_01778
OG0000510	Prbd.g_00691	Praz.g_01777
OG0000511	Prbd.g_00689	Praz.g_01775
OG0000512	Prbd.g_00688	Praz.g_01774
OG0000513	Prbd.g_00687	Praz.g_01773
OG0000514	Prbd.g_00686	Praz.g_01772
OG0000515	Prbd.g_00685	Praz.g_01771
OG0000516	Prbd.g_00684	Praz.g_01770
OG0000517	Prbd.g_00682	Praz.g_01768
OG0000518	Prbd.g_00681	Praz.g_01767
OG0000519	Prbd.g_00680	Praz.g_01766
OG0000520	Prbd.g_00679	Praz.g_01765
OG0000521	Prbd.g_00678	Praz.g_01764
OG0000522	Prbd.g_00677	Praz.g_01763
OG0000523	Prbd.g_00676	Praz.g_01762
OG0000524	Prbd.g_00675	Praz.g_01761
OG0000525	Prbd.g_00674	Praz.g_01760
OG0000526	Prbd.g_00673	Praz.g_01759
OG0000527	Prbd.g_00672	Praz.g_01758
OG0000528	Prbd.g_00671	Praz.g_01757
OG0000529	Prbd.g_00670	Praz.g_01756
OG0000530	Prbd.g_00669	Praz.g_01755
OG0000531	Prbd.g_00668	Praz.g_01754
OG0000532	Prbd.g_00667	Praz.g_01753
OG0000533	Prbd.g_00665	Praz.g_01751
OG0000534	Prbd.g_00664	Praz.g_01750
OG0000535	Prbd.g_00663	Praz.g_01749
OG0000536	Prbd.g_00662	Praz.g_01748
OG0000537	Prbd.g_00661	Praz.g_01747
OG0000538	Prbd.g_00660	Praz.g_01746
OG0000539	Prbd.g_00657	Praz.g_01743
OG0000540	Prbd.g_00656	Praz.g_01742
OG0000541	Prbd.g_00655	Praz.g_01741
OG0000542	Prbd.g_00653	Praz.g_01739
OG0000543	Prbd.g_00652	Praz.g_01738
OG0000544	Prbd.g_00651	Praz.g_01737
