Orthogroup	Prbd	Prbn
OG0000081	Prbd.g_00553	Prbn.g_01572
OG0000082	Prbd.g_00109	Prbn.g_01539
OG0000083	Prbd.g_00174	Prbn.g_01168
OG0000084	Prbd.g_00264	Prbn.g_01418
OG0000085	Prbd.g_00389	Prbn.g_01144
OG0000086	Prbd.g_00427	Prbn.g_01650
OG0000087	Prbd.g_01913	Prbn.g_01661
OG0000090	Prbd.g_01734	Prbn.g_00173
OG0000091	Prbd.g_01681	Prbn.g_00220
OG0000092	Prbd.g_01561	Prbn.g_00803
OG0000093	Prbd.g_01439	Prbn.g_01833
OG0000094	Prbd.g_01394	Prbn.g_01877
OG0000095	Prbd.g_01361	Prbn.g_01915
OG0000096	Prbd.g_01289	Prbn.g_00952
OG0000098	Prbd.g_01234	Prbn.g_00011
OG0000099	Prbd.g_01214	Prbn.g_00759
OG0000101	Prbd.g_01188	Prbn.g_00730
OG0000102	Prbd.g_01131	Prbn.g_01304
OG0000103	Prbd.g_01122	Prbn.g_01295
OG0000104	Prbd.g_01103, Prbd.g_01104	Prbn.g_01278
OG0000105	Prbd.g_01070	Prbn.g_01243, Prbn.g_00384
OG0000106	Prbd.g_01056	Prbn.g_00370
OG0000107	Prbd.g_01048	Prbn.g_00361
OG0000108	Prbd.g_01038	Prbn.g_00351
OG0000109	Prbd.g_01000	Prbn.g_00310
OG0000110	Prbd.g_00988	Prbn.g_00017
OG0000111	Prbd.g_00965	Prbn.g_00041
OG0000113	Prbd.g_00942	Prbn.g_00065
OG0000114	Prbd.g_00914	Prbn.g_00091
OG0000115	Prbd.g_00768	Prbn.g_00640
OG0000116	Prbd.g_00766	Prbn.g_00638
OG0000117	Prbd.g_00762	Prbn.g_00634
OG0000118	Prbd.g_00743	Prbn.g_00614
OG0000119	Prbd.g_00710	Prbn.g_00584
OG0000120	Prbd.g_00709	Prbn.g_00583
OG0000121	Prbd.g_00699	Prbn.g_00573
OG0000122	Prbd.g_00690	Prbn.g_00564
OG0000123	Prbd.g_00659	Prbn.g_00532
OG0000124	Prbd.g_00593	Prbn.g_00443
OG0000125	Prbd.g_00592	Prbn.g_00444
OG0000126	Prbd.g_00591	Prbn.g_00445
OG0000127	Prbd.g_00558	Prbn.g_01577
OG0000128	Prbd.g_00009	Prbn.g_01552
OG0000129	Prbd.g_00029	Prbn.g_01351
OG0000130	Prbd.g_00087	Prbn.g_01454
OG0000131	Prbd.g_00100	Prbn.g_01548
OG0000132	Prbd.g_00136	Prbn.g_01511
OG0000133	Prbd.g_00222	Prbn.g_01604
OG0000134	Prbd.g_00232	Prbn.g_00846
OG0000135	Prbd.g_00268	Prbn.g_01414
OG0000136	Prbd.g_00337	Prbn.g_01468
OG0000137	Prbd.g_00430	Prbn.g_01653
OG0000139	Prbd.g_00474	Prbn.g_01195
OG0000140	Prbd.g_00525	Prbn.g_00482
OG0000141	Prbd.g_01921	Prbn.g_00886
OG0000142	Prbd.g_01789	Prbn.g_01071
OG0000143	Prbd.g_01764	Prbn.g_01240
OG0000144	Prbd.g_01702	Prbn.g_00200
OG0000145	Prbd.g_01688	Prbn.g_00213
OG0000146	Prbd.g_01652	Prbn.g_00249
OG0000147	Prbd.g_01611	Prbn.g_00898
OG0000148	Prbd.g_01610	Prbn.g_00897
OG0000149	Prbd.g_01527	Prbn.g_01742
OG0000150	Prbd.g_01489	Prbn.g_01782
OG0000151	Prbd.g_01486	Prbn.g_01785
OG0000152	Prbd.g_01466	Prbn.g_01805
OG0000153	Prbd.g_01432	Prbn.g_01839
OG0000154	Prbd.g_01396	Prbn.g_01875
OG0000155	Prbd.g_01378	Prbn.g_01894
OG0000156	Prbd.g_01350	Prbn.g_01012
OG0000157	Prbd.g_01317	Prbn.g_00978
OG0000158	Prbd.g_01255	Prbn.g_00913
OG0000160	Prbd.g_01236	Prbn.g_00301
OG0000161	Prbd.g_01235	Prbn.g_00302
OG0000162	Prbd.g_01233	Prbn.g_00010
OG0000163	Prbd.g_01232	Prbn.g_00009
OG0000164	Prbd.g_01231	Prbn.g_00008
OG0000165	Prbd.g_01230	Prbn.g_00007
OG0000166	Prbd.g_01229	Prbn.g_00006
OG0000167	Prbd.g_01228	Prbn.g_00005
OG0000168	Prbd.g_01227	Prbn.g_00004
OG0000169	Prbd.g_01225	Prbn.g_00001
OG0000170	Prbd.g_01223	Prbn.g_00768
OG0000171	Prbd.g_01222	Prbn.g_00767
OG0000172	Prbd.g_01221	Prbn.g_00766
OG0000173	Prbd.g_01220	Prbn.g_00765
OG0000174	Prbd.g_01219	Prbn.g_00764
OG0000175	Prbd.g_01218	Prbn.g_00763
OG0000176	Prbd.g_01217	Prbn.g_00762
OG0000177	Prbd.g_01216	Prbn.g_00761
OG0000178	Prbd.g_01215	Prbn.g_00760
OG0000179	Prbd.g_01213	Prbn.g_00758
OG0000180	Prbd.g_01212	Prbn.g_00757
OG0000181	Prbd.g_01211	Prbn.g_00756
OG0000182	Prbd.g_01210	Prbn.g_00755
OG0000183	Prbd.g_01209	Prbn.g_00754
OG0000184	Prbd.g_01208	Prbn.g_00752
OG0000185	Prbd.g_01205	Prbn.g_00749
OG0000186	Prbd.g_01202	Prbn.g_00746
OG0000187	Prbd.g_01201	Prbn.g_00745
OG0000188	Prbd.g_01200	Prbn.g_00744
OG0000189	Prbd.g_01198	Prbn.g_00742
OG0000190	Prbd.g_01196	Prbn.g_00740
OG0000191	Prbd.g_01195	Prbn.g_00738
OG0000192	Prbd.g_01194	Prbn.g_00737
OG0000193	Prbd.g_01192	Prbn.g_00736
OG0000194	Prbd.g_01191	Prbn.g_00733
OG0000195	Prbd.g_01190	Prbn.g_00732
OG0000196	Prbd.g_01189	Prbn.g_00731
OG0000197	Prbd.g_01187	Prbn.g_00729
OG0000198	Prbd.g_01186	Prbn.g_00728
OG0000199	Prbd.g_01185	Prbn.g_00726
OG0000200	Prbd.g_01180	Prbn.g_00714
OG0000201	Prbd.g_01179	Prbn.g_00713
OG0000202	Prbd.g_01178	Prbn.g_00712
OG0000203	Prbd.g_01175	Prbn.g_00708
OG0000204	Prbd.g_01174	Prbn.g_00707
OG0000205	Prbd.g_01171	Prbn.g_00704
OG0000206	Prbd.g_01169	Prbn.g_00702
OG0000207	Prbd.g_01167	Prbn.g_01343
OG0000208	Prbd.g_01166	Prbn.g_01342
OG0000209	Prbd.g_01165	Prbn.g_01034
OG0000210	Prbd.g_01164	Prbn.g_01341
OG0000211	Prbd.g_01163	Prbn.g_01340
OG0000212	Prbd.g_01162	Prbn.g_01339
OG0000213	Prbd.g_01161	Prbn.g_01338
OG0000214	Prbd.g_01160	Prbn.g_01337
OG0000215	Prbd.g_01159	Prbn.g_01336
OG0000216	Prbd.g_01158	Prbn.g_01335
OG0000217	Prbd.g_01156	Prbn.g_01333
OG0000218	Prbd.g_01155	Prbn.g_01332
OG0000219	Prbd.g_01154	Prbn.g_01331
OG0000220	Prbd.g_01153	Prbn.g_01330
OG0000221	Prbd.g_01150	Prbn.g_01327
OG0000222	Prbd.g_01149	Prbn.g_01326
OG0000223	Prbd.g_01148	Prbn.g_01325
OG0000224	Prbd.g_01147	Prbn.g_01323
OG0000225	Prbd.g_01146	Prbn.g_01322
OG0000226	Prbd.g_01145	Prbn.g_01321
OG0000227	Prbd.g_01144	Prbn.g_01319
OG0000228	Prbd.g_01143	Prbn.g_01318
OG0000229	Prbd.g_01142	Prbn.g_01317
OG0000230	Prbd.g_01141	Prbn.g_01316
OG0000231	Prbd.g_01140	Prbn.g_01315
OG0000232	Prbd.g_01138	Prbn.g_01314
OG0000233	Prbd.g_01137	Prbn.g_01312
OG0000234	Prbd.g_01136	Prbn.g_01311
OG0000235	Prbd.g_01135	Prbn.g_01310
OG0000236	Prbd.g_01134	Prbn.g_01307
OG0000237	Prbd.g_01133	Prbn.g_01306
OG0000238	Prbd.g_01132	Prbn.g_01305
OG0000239	Prbd.g_01130	Prbn.g_01303
OG0000240	Prbd.g_01128	Prbn.g_01302
OG0000241	Prbd.g_01127	Prbn.g_01301
OG0000242	Prbd.g_01126	Prbn.g_01300
OG0000243	Prbd.g_01123	Prbn.g_01297
OG0000244	Prbd.g_01121	Prbn.g_01294
OG0000245	Prbd.g_01120	Prbn.g_01293
OG0000246	Prbd.g_01119	Prbn.g_01292
OG0000247	Prbd.g_01116	Prbn.g_01290
OG0000248	Prbd.g_01114	Prbn.g_01288
OG0000249	Prbd.g_01113	Prbn.g_01286
OG0000250	Prbd.g_01112	Prbn.g_01285
OG0000251	Prbd.g_01111	Prbn.g_01284
OG0000252	Prbd.g_01110	Prbn.g_01283
OG0000253	Prbd.g_01109	Prbn.g_01282
OG0000254	Prbd.g_01107	Prbn.g_01356
OG0000255	Prbd.g_01106	Prbn.g_01280
OG0000256	Prbd.g_01102	Prbn.g_01277
OG0000257	Prbd.g_01100	Prbn.g_01275
OG0000258	Prbd.g_01095	Prbn.g_01269
OG0000259	Prbd.g_01094	Prbn.g_01268
OG0000260	Prbd.g_01093	Prbn.g_01267
OG0000261	Prbd.g_01092	Prbn.g_01266
OG0000262	Prbd.g_01091	Prbn.g_01265
OG0000263	Prbd.g_01089	Prbn.g_01263
OG0000264	Prbd.g_01088	Prbn.g_01262
OG0000265	Prbd.g_01087	Prbn.g_01261
OG0000266	Prbd.g_01086	Prbn.g_01260
OG0000267	Prbd.g_01085	Prbn.g_01259
OG0000268	Prbd.g_01084	Prbn.g_01257
OG0000269	Prbd.g_01082	Prbn.g_01255
OG0000270	Prbd.g_01081	Prbn.g_01254
OG0000271	Prbd.g_01080	Prbn.g_01253
OG0000272	Prbd.g_01079	Prbn.g_01252
OG0000273	Prbd.g_01078	Prbn.g_01251
OG0000274	Prbd.g_01077	Prbn.g_01250
OG0000275	Prbd.g_01076	Prbn.g_01249
OG0000276	Prbd.g_01075	Prbn.g_01248
OG0000277	Prbd.g_01073	Prbn.g_01246
OG0000278	Prbd.g_01072	Prbn.g_01245
OG0000279	Prbd.g_01071	Prbn.g_01244
OG0000280	Prbd.g_01069	Prbn.g_00383
OG0000281	Prbd.g_01067	Prbn.g_00381
OG0000282	Prbd.g_01066	Prbn.g_00380
OG0000283	Prbd.g_01065	Prbn.g_00379
OG0000284	Prbd.g_01064	Prbn.g_00378
OG0000285	Prbd.g_01063	Prbn.g_00377
OG0000286	Prbd.g_01062	Prbn.g_00376
OG0000287	Prbd.g_01061	Prbn.g_00375
OG0000288	Prbd.g_01059	Prbn.g_00373
OG0000289	Prbd.g_01058	Prbn.g_00372
OG0000290	Prbd.g_01057	Prbn.g_00371
OG0000291	Prbd.g_01055	Prbn.g_00369
OG0000292	Prbd.g_01054	Prbn.g_00367
OG0000293	Prbd.g_01053	Prbn.g_00366
OG0000294	Prbd.g_01052	Prbn.g_00365
OG0000295	Prbd.g_01051	Prbn.g_00364
OG0000296	Prbd.g_01050	Prbn.g_00363
OG0000297	Prbd.g_01049	Prbn.g_00362
OG0000298	Prbd.g_01047	Prbn.g_00360
OG0000299	Prbd.g_01046	Prbn.g_00359
OG0000300	Prbd.g_01045	Prbn.g_00358
OG0000301	Prbd.g_01044	Prbn.g_00357
OG0000302	Prbd.g_01043	Prbn.g_00356
OG0000303	Prbd.g_01042	Prbn.g_00355
OG0000304	Prbd.g_01040	Prbn.g_00353
OG0000305	Prbd.g_01039	Prbn.g_00352
OG0000306	Prbd.g_01036	Prbn.g_00349
OG0000307	Prbd.g_01035	Prbn.g_00348
OG0000308	Prbd.g_01034	Prbn.g_00347
OG0000309	Prbd.g_01033	Prbn.g_00346
OG0000310	Prbd.g_01032	Prbn.g_00345
OG0000311	Prbd.g_01031	Prbn.g_00343
OG0000312	Prbd.g_01030	Prbn.g_00342
OG0000313	Prbd.g_01029	Prbn.g_00341
OG0000314	Prbd.g_01028	Prbn.g_00340
OG0000315	Prbd.g_01027	Prbn.g_00339
OG0000316	Prbd.g_01026	Prbn.g_00338
OG0000317	Prbd.g_01025	Prbn.g_00337
OG0000318	Prbd.g_01024	Prbn.g_00336
OG0000319	Prbd.g_01023	Prbn.g_00335
OG0000320	Prbd.g_01022	Prbn.g_00334
OG0000321	Prbd.g_01021	Prbn.g_00333
OG0000322	Prbd.g_01020	Prbn.g_00332
OG0000323	Prbd.g_01019	Prbn.g_00331
OG0000324	Prbd.g_01018	Prbn.g_00330
OG0000325	Prbd.g_01017	Prbn.g_00329
OG0000326	Prbd.g_01016	Prbn.g_00328
OG0000327	Prbd.g_01015	Prbn.g_00327
OG0000328	Prbd.g_01013	Prbn.g_00325
OG0000329	Prbd.g_01012	Prbn.g_00324
OG0000330	Prbd.g_01011	Prbn.g_00323
OG0000331	Prbd.g_01010	Prbn.g_00321
OG0000332	Prbd.g_01009	Prbn.g_00320
OG0000333	Prbd.g_01008	Prbn.g_00319
OG0000334	Prbd.g_01007	Prbn.g_00318
OG0000335	Prbd.g_01006	Prbn.g_00317
OG0000336	Prbd.g_01004	Prbn.g_00315
OG0000337	Prbd.g_01003	Prbn.g_00314
OG0000338	Prbd.g_00999	Prbn.g_00309
OG0000339	Prbd.g_00997	Prbn.g_00307
OG0000340	Prbd.g_00995	Prbn.g_00305
OG0000341	Prbd.g_00994	Prbn.g_00304
OG0000342	Prbd.g_00993	Prbn.g_00012
OG0000343	Prbd.g_00992	Prbn.g_00013
OG0000344	Prbd.g_00989	Prbn.g_00016
OG0000345	Prbd.g_00986	Prbn.g_00020
OG0000346	Prbd.g_00985	Prbn.g_00021
OG0000347	Prbd.g_00982	Prbn.g_00024
OG0000348	Prbd.g_00980	Prbn.g_00025
OG0000349	Prbd.g_00979	Prbn.g_00026
OG0000350	Prbd.g_00977	Prbn.g_00028
OG0000351	Prbd.g_00976	Prbn.g_00029
OG0000352	Prbd.g_00975	Prbn.g_00030
OG0000353	Prbd.g_00974	Prbn.g_00031
OG0000354	Prbd.g_00973	Prbn.g_00033
OG0000355	Prbd.g_00972	Prbn.g_00034
OG0000356	Prbd.g_00971	Prbn.g_00035
OG0000357	Prbd.g_00970	Prbn.g_00036
OG0000358	Prbd.g_00969	Prbn.g_00037
OG0000359	Prbd.g_00968	Prbn.g_00039
OG0000360	Prbd.g_00964	Prbn.g_00042
OG0000361	Prbd.g_00963	Prbn.g_00043
OG0000362	Prbd.g_00962	Prbn.g_00044
OG0000363	Prbd.g_00961	Prbn.g_00045
OG0000364	Prbd.g_00957	Prbn.g_00049
OG0000365	Prbd.g_00956	Prbn.g_00050
OG0000366	Prbd.g_00954	Prbn.g_00053
OG0000367	Prbd.g_00953	Prbn.g_00054
OG0000368	Prbd.g_00952	Prbn.g_00055
OG0000369	Prbd.g_00951	Prbn.g_00056
OG0000370	Prbd.g_00950	Prbn.g_00057
OG0000371	Prbd.g_00949	Prbn.g_00059
OG0000372	Prbd.g_00948	Prbn.g_00060
OG0000373	Prbd.g_00947	Prbn.g_00061
OG0000374	Prbd.g_00945	Prbn.g_00062
OG0000375	Prbd.g_00944	Prbn.g_00063
OG0000376	Prbd.g_00941	Prbn.g_00066
OG0000377	Prbd.g_00940	Prbn.g_00067
OG0000378	Prbd.g_00939	Prbn.g_00068
OG0000379	Prbd.g_00938	Prbn.g_00069
OG0000380	Prbd.g_00937	Prbn.g_00070
OG0000381	Prbd.g_00936	Prbn.g_00071
OG0000382	Prbd.g_00935	Prbn.g_00072
OG0000383	Prbd.g_00934	Prbn.g_00073
OG0000384	Prbd.g_00931	Prbn.g_00075
OG0000385	Prbd.g_00930	Prbn.g_00076
OG0000386	Prbd.g_00929	Prbn.g_00077
OG0000387	Prbd.g_00928	Prbn.g_00078
OG0000388	Prbd.g_00927	Prbn.g_00079
OG0000389	Prbd.g_00926	Prbn.g_00080
OG0000390	Prbd.g_00925	Prbn.g_00081
OG0000391	Prbd.g_00924	Prbn.g_00082
OG0000392	Prbd.g_00923	Prbn.g_00083
OG0000393	Prbd.g_00922	Prbn.g_00084
OG0000394	Prbd.g_00921	Prbn.g_00085
OG0000395	Prbd.g_00920	Prbn.g_00086
OG0000396	Prbd.g_00918	Prbn.g_00087
OG0000397	Prbd.g_00916	Prbn.g_00089
OG0000398	Prbd.g_00915	Prbn.g_00090
OG0000399	Prbd.g_00912	Prbn.g_00092
OG0000400	Prbd.g_00911	Prbn.g_00098
OG0000401	Prbd.g_00910	Prbn.g_00099
OG0000402	Prbd.g_00905	Prbn.g_00105
OG0000403	Prbd.g_00904	Prbn.g_00107
OG0000404	Prbd.g_00903	Prbn.g_00108
OG0000405	Prbd.g_00901	Prbn.g_00109
OG0000406	Prbd.g_00898	Prbn.g_00112
OG0000407	Prbd.g_00897	Prbn.g_00113
OG0000408	Prbd.g_00894	Prbn.g_00116
OG0000409	Prbd.g_00893	Prbn.g_00117
OG0000410	Prbd.g_00892	Prbn.g_00118
OG0000411	Prbd.g_00891	Prbn.g_00119
OG0000412	Prbd.g_00890	Prbn.g_00120
OG0000413	Prbd.g_00889	Prbn.g_00121
OG0000414	Prbd.g_00888	Prbn.g_00122
OG0000415	Prbd.g_00887	Prbn.g_00123
OG0000416	Prbd.g_00884	Prbn.g_00697
OG0000417	Prbd.g_00883	Prbn.g_00696
OG0000418	Prbd.g_00882	Prbn.g_00694
OG0000419	Prbd.g_00881	Prbn.g_00693
OG0000420	Prbd.g_00880	Prbn.g_01491
OG0000421	Prbd.g_00867	Prbn.g_01145
OG0000422	Prbd.g_00859	Prbn.g_01697
OG0000423	Prbd.g_00858	Prbn.g_01150
OG0000424	Prbd.g_00852	Prbn.g_01810
OG0000425	Prbd.g_00811	Prbn.g_00682
OG0000426	Prbd.g_00810	Prbn.g_00681
OG0000427	Prbd.g_00809	Prbn.g_00680
OG0000428	Prbd.g_00807	Prbn.g_00678
OG0000429	Prbd.g_00806	Prbn.g_00677
OG0000430	Prbd.g_00804	Prbn.g_00675
OG0000431	Prbd.g_00803	Prbn.g_00674
OG0000432	Prbd.g_00802	Prbn.g_00673
OG0000433	Prbd.g_00801	Prbn.g_00672
OG0000434	Prbd.g_00800	Prbn.g_00671
OG0000435	Prbd.g_00799	Prbn.g_00670
OG0000436	Prbd.g_00798	Prbn.g_00669
OG0000437	Prbd.g_00797	Prbn.g_00668
OG0000438	Prbd.g_00796	Prbn.g_00667
OG0000439	Prbd.g_00795	Prbn.g_00666
OG0000440	Prbd.g_00794	Prbn.g_00665
OG0000441	Prbd.g_00793	Prbn.g_00664
OG0000442	Prbd.g_00792	Prbn.g_00663
OG0000443	Prbd.g_00791	Prbn.g_00662
OG0000444	Prbd.g_00790	Prbn.g_00661
OG0000445	Prbd.g_00789	Prbn.g_00657
OG0000446	Prbd.g_00787	Prbn.g_00655
OG0000447	Prbd.g_00786	Prbn.g_00654
OG0000448	Prbd.g_00784	Prbn.g_00653
OG0000449	Prbd.g_00781	Prbn.g_00649
OG0000450	Prbd.g_00780	Prbn.g_00648
OG0000451	Prbd.g_00779	Prbn.g_00647
OG0000452	Prbd.g_00778	Prbn.g_00645
OG0000453	Prbd.g_00777	Prbn.g_00644
OG0000454	Prbd.g_00771	Prbn.g_00643
OG0000455	Prbd.g_00769	Prbn.g_00641
OG0000456	Prbd.g_00765	Prbn.g_00637
OG0000457	Prbd.g_00764	Prbn.g_00636
OG0000458	Prbd.g_00763	Prbn.g_00635
OG0000459	Prbd.g_00761	Prbn.g_00633
OG0000460	Prbd.g_00759	Prbn.g_00631
OG0000461	Prbd.g_00758	Prbn.g_00630
OG0000462	Prbd.g_00757	Prbn.g_00629
OG0000463	Prbd.g_00755	Prbn.g_00627
OG0000464	Prbd.g_00754	Prbn.g_00626
OG0000465	Prbd.g_00753	Prbn.g_00625
OG0000466	Prbd.g_00752	Prbn.g_00624
OG0000467	Prbd.g_00751	Prbn.g_00623
OG0000468	Prbd.g_00750	Prbn.g_00622
OG0000469	Prbd.g_00749	Prbn.g_00621
OG0000470	Prbd.g_00748	Prbn.g_00620
OG0000471	Prbd.g_00747	Prbn.g_00619
OG0000472	Prbd.g_00742	Prbn.g_00613
OG0000473	Prbd.g_00741	Prbn.g_00612
OG0000474	Prbd.g_00740	Prbn.g_00611
OG0000475	Prbd.g_00739	Prbn.g_00610
OG0000476	Prbd.g_00737	Prbn.g_00609
OG0000477	Prbd.g_00736	Prbn.g_00608
OG0000478	Prbd.g_00735	Prbn.g_00607
OG0000479	Prbd.g_00734	Prbn.g_00606
OG0000480	Prbd.g_00732	Prbn.g_00604
OG0000481	Prbd.g_00730	Prbn.g_00602
OG0000482	Prbd.g_00729	Prbn.g_00601
OG0000483	Prbd.g_00727	Prbn.g_00599
OG0000484	Prbd.g_00726	Prbn.g_00598
OG0000485	Prbd.g_00725	Prbn.g_00597
OG0000486	Prbd.g_00724	Prbn.g_00596
OG0000487	Prbd.g_00719	Prbn.g_00592
OG0000488	Prbd.g_00717	Prbn.g_00591
OG0000489	Prbd.g_00716	Prbn.g_00590
OG0000490	Prbd.g_00715	Prbn.g_00589
OG0000491	Prbd.g_00714	Prbn.g_00588
OG0000492	Prbd.g_00713	Prbn.g_00587
OG0000493	Prbd.g_00712	Prbn.g_00586
OG0000494	Prbd.g_00711	Prbn.g_00585
OG0000495	Prbd.g_00708	Prbn.g_00582
OG0000496	Prbd.g_00707	Prbn.g_00581
OG0000497	Prbd.g_00706	Prbn.g_00580
OG0000498	Prbd.g_00705	Prbn.g_00579
OG0000499	Prbd.g_00704	Prbn.g_00578
OG0000500	Prbd.g_00702	Prbn.g_00576
OG0000501	Prbd.g_00701	Prbn.g_00575
OG0000502	Prbd.g_00700	Prbn.g_00574
OG0000503	Prbd.g_00698	Prbn.g_00572
OG0000504	Prbd.g_00697	Prbn.g_00571
OG0000505	Prbd.g_00696	Prbn.g_00570
OG0000506	Prbd.g_00695	Prbn.g_00569
OG0000507	Prbd.g_00694	Prbn.g_00568
OG0000508	Prbd.g_00693	Prbn.g_00567
OG0000509	Prbd.g_00692	Prbn.g_00566
OG0000510	Prbd.g_00691	Prbn.g_00565
OG0000511	Prbd.g_00689	Prbn.g_00563
OG0000512	Prbd.g_00688	Prbn.g_00562
OG0000513	Prbd.g_00687	Prbn.g_00561
OG0000514	Prbd.g_00686	Prbn.g_00560
OG0000515	Prbd.g_00685	Prbn.g_00559
OG0000516	Prbd.g_00684	Prbn.g_00558
OG0000517	Prbd.g_00682	Prbn.g_00557
OG0000518	Prbd.g_00681	Prbn.g_00556
OG0000519	Prbd.g_00680	Prbn.g_00554
OG0000520	Prbd.g_00679	Prbn.g_00552
OG0000521	Prbd.g_00678	Prbn.g_00551
OG0000522	Prbd.g_00677	Prbn.g_00550
OG0000523	Prbd.g_00676	Prbn.g_00549
OG0000524	Prbd.g_00675	Prbn.g_00548
OG0000525	Prbd.g_00674	Prbn.g_00547
OG0000526	Prbd.g_00673	Prbn.g_00546
OG0000527	Prbd.g_00672	Prbn.g_00545
OG0000528	Prbd.g_00671	Prbn.g_00544
OG0000529	Prbd.g_00670	Prbn.g_00543
OG0000530	Prbd.g_00669	Prbn.g_00542
OG0000531	Prbd.g_00668	Prbn.g_00541
OG0000532	Prbd.g_00667	Prbn.g_00540
OG0000533	Prbd.g_00665	Prbn.g_00538
OG0000534	Prbd.g_00664	Prbn.g_00537
OG0000535	Prbd.g_00663	Prbn.g_00536
OG0000536	Prbd.g_00662	Prbn.g_00535
OG0000537	Prbd.g_00661	Prbn.g_00534
OG0000538	Prbd.g_00660	Prbn.g_00533
OG0000539	Prbd.g_00657	Prbn.g_00529
OG0000540	Prbd.g_00656	Prbn.g_00528
OG0000541	Prbd.g_00655	Prbn.g_00527
OG0000542	Prbd.g_00653	Prbn.g_00524
OG0000543	Prbd.g_00652	Prbn.g_00523
OG0000544	Prbd.g_00651	Prbn.g_00522
OG0000545	Prbd.g_00650	Prbn.g_00521
OG0000546	Prbd.g_00649	Prbn.g_00520
OG0000547	Prbd.g_00648	Prbn.g_00519
OG0000548	Prbd.g_00647	Prbn.g_00518
