Orthogroup	Prbj	Syaf
OG0000036	Prbj.g_01099	Syaf.g_01128, Syaf.g_01829, Syaf.g_01129, Syaf.g_01828, Syaf.g_01127
OG0000037	Prbj.g_00624	Syaf.g_00899
OG0000038	Prbj.g_01959	Syaf.g_00642
OG0000041	Prbj.g_00450	Syaf.g_01171, Syaf.g_01414
OG0000042	Prbj.g_01808, Prbj.g_00001	Syaf.g_00403
OG0000046	Prbj.g_00358	Syaf.g_00055, Syaf.g_00045, Syaf.g_00062
OG0000047	Prbj.g_00666, Prbj.g_02509	Syaf.g_00030
OG0000048	Prbj.g_01393	Syaf.g_00230
OG0000051	Prbj.g_00705	Syaf.g_00972
OG0000052	Prbj.g_01487	Syaf.g_00335
OG0000053	Prbj.g_00638	Syaf.g_02447
OG0000054	Prbj.g_01758	Syaf.g_02376
OG0000057	Prbj.g_00758	Syaf.g_01665, Syaf.g_01452
OG0000058	Prbj.g_01467	Syaf.g_00316
OG0000059	Prbj.g_01029	Syaf.g_00143
OG0000060	Prbj.g_01633	Syaf.g_02726
OG0000061	Prbj.g_00971	Syaf.g_01288
OG0000062	Prbj.g_00881	Syaf.g_01055
OG0000063	Prbj.g_01208	Syaf.g_00457
OG0000066	Prbj.g_02141	Syaf.g_02643
OG0000067	Prbj.g_02412	Syaf.g_02049
OG0000068	Prbj.g_01639	Syaf.g_02733
OG0000070	Prbj.g_00118	Syaf.g_01237
OG0000071	Prbj.g_01728	Syaf.g_01254
OG0000072	Prbj.g_00516	Syaf.g_00805
OG0000073	Prbj.g_01608	Syaf.g_02700
OG0000075	Prbj.g_01502	Syaf.g_00353
OG0000076	Prbj.g_01598	Syaf.g_00388
OG0000077	Prbj.g_00576	Syaf.g_00951
OG0000078	Prbj.g_02614	Syaf.g_02782
OG0000082	Prbj.g_01789	Syaf.g_02576
OG0000084	Prbj.g_01052	Syaf.g_02409
OG0000085	Prbj.g_00869	Syaf.g_01048
OG0000086	Prbj.g_00589	Syaf.g_00932
OG0000087	Prbj.g_01547	Syaf.g_00848
OG0000088	Prbj.g_00521, Prbj.g_00912	Syaf.g_00811
OG0000089	Prbj.g_00064	Syaf.g_02807
OG0000090	Prbj.g_02127	Syaf.g_02654
OG0000091	Prbj.g_02581	Syaf.g_02302
OG0000093	Prbj.g_02388	Syaf.g_02065
OG0000094	Prbj.g_01985	Syaf.g_01940
OG0000095	Prbj.g_01838	Syaf.g_01442
OG0000097	Prbj.g_02152	Syaf.g_01574
OG0000098	Prbj.g_00669	Syaf.g_01637
OG0000099	Prbj.g_01464	Syaf.g_00312
OG0000100	Prbj.g_00185, Prbj.g_02442	Syaf.g_02017
OG0000101	Prbj.g_00981	Syaf.g_00093
OG0000102	Prbj.g_01819	Syaf.g_00393
OG0000103	Prbj.g_02055	Syaf.g_00520
OG0000104	Prbj.g_02069	Syaf.g_00502
OG0000105	Prbj.g_01397	Syaf.g_00235
OG0000106	Prbj.g_00875	Syaf.g_01745
OG0000107	Prbj.g_02659	Syaf.g_00758
OG0000108	Prbj.g_01630	Syaf.g_02721
OG0000109	Prbj.g_01614	Syaf.g_02706
OG0000110	Prbj.g_01801	Syaf.g_02589
OG0000111	Prbj.g_00759	Syaf.g_01451
OG0000112	Prbj.g_02276	Syaf.g_01852
OG0000113	Prbj.g_02437	Syaf.g_02022
OG0000114	Prbj.g_02340	Syaf.g_02103
OG0000115	Prbj.g_00634	Syaf.g_02445
OG0000116	Prbj.g_00956	Syaf.g_01276
OG0000117	Prbj.g_01915	Syaf.g_01605
OG0000118	Prbj.g_01742	Syaf.g_02544
OG0000120	Prbj.g_01465	Syaf.g_00313
OG0000121	Prbj.g_01064, Prbj.g_01058	Syaf.g_02419
OG0000123	Prbj.g_00406	Syaf.g_00086
OG0000124	Prbj.g_01281	Syaf.g_00414
OG0000125	Prbj.g_01963	Syaf.g_00640
OG0000126	Prbj.g_02067	Syaf.g_00504
OG0000127	Prbj.g_02148, Prbj.g_00896	Syaf.g_01541
OG0000128	Prbj.g_02085	Syaf.g_00486
OG0000129	Prbj.g_01951	Syaf.g_00651
OG0000130	Prbj.g_00564	Syaf.g_00963
OG0000131	Prbj.g_00543	Syaf.g_00833
OG0000132	Prbj.g_00523	Syaf.g_00813
OG0000133	Prbj.g_01460	Syaf.g_01857
OG0000134	Prbj.g_00067	Syaf.g_02804
OG0000135	Prbj.g_02004	Syaf.g_00605
OG0000136	Prbj.g_00105	Syaf.g_01224
OG0000137	Prbj.g_00128	Syaf.g_02498
OG0000138	Prbj.g_01613	Syaf.g_02705
OG0000139	Prbj.g_02133	Syaf.g_02648
OG0000140	Prbj.g_02139	Syaf.g_02646
OG0000141	Prbj.g_01757	Syaf.g_02375
OG0000142	Prbj.g_02573	Syaf.g_02310
OG0000143	Prbj.g_02577	Syaf.g_02306
OG0000144	Prbj.g_00793	Syaf.g_01735
OG0000145	Prbj.g_01607	Syaf.g_02699
OG0000146	Prbj.g_02277	Syaf.g_01851
OG0000147	Prbj.g_02278	Syaf.g_01850
OG0000148	Prbj.g_02431	Syaf.g_02028
OG0000149	Prbj.g_02488	Syaf.g_01371
OG0000150	Prbj.g_02511	Syaf.g_02645
OG0000151	Prbj.g_02361	Syaf.g_02091
OG0000152	Prbj.g_02268	Syaf.g_01861
OG0000153	Prbj.g_02241	Syaf.g_01904
OG0000154	Prbj.g_02213	Syaf.g_01930
OG0000155	Prbj.g_00312	Syaf.g_01324
OG0000156	Prbj.g_00163	Syaf.g_01270
OG0000157	Prbj.g_00162	Syaf.g_01269
OG0000158	Prbj.g_01514	Syaf.g_00364
OG0000160	Prbj.g_01057	Syaf.g_02418
OG0000161	Prbj.g_01071	Syaf.g_02424
OG0000162	Prbj.g_01077	Syaf.g_02431
OG0000163	Prbj.g_01688	Syaf.g_01105
OG0000164	Prbj.g_00476	Syaf.g_00999
OG0000165	Prbj.g_00467	Syaf.g_01197
OG0000166	Prbj.g_01019	Syaf.g_00133
OG0000167	Prbj.g_01500	Syaf.g_00350
OG0000168	Prbj.g_01515	Syaf.g_00365
OG0000169	Prbj.g_01581	Syaf.g_00376
OG0000170	Prbj.g_01593	Syaf.g_00383
OG0000171	Prbj.g_01282	Syaf.g_00413
OG0000172	Prbj.g_01248	Syaf.g_00419
OG0000173	Prbj.g_01227	Syaf.g_00438
OG0000174	Prbj.g_02006	Syaf.g_00603
OG0000175	Prbj.g_02044	Syaf.g_00531
OG0000176	Prbj.g_02077	Syaf.g_00494
OG0000177	Prbj.g_02078	Syaf.g_00493
OG0000178	Prbj.g_02079	Syaf.g_00492
OG0000179	Prbj.g_01188	Syaf.g_00477
OG0000180	Prbj.g_01189	Syaf.g_00476
OG0000181	Prbj.g_01190	Syaf.g_00475
OG0000182	Prbj.g_01191	Syaf.g_00474
OG0000183	Prbj.g_01195	Syaf.g_00470
OG0000184	Prbj.g_01943	Syaf.g_00664
OG0000186	Prbj.g_00558	Syaf.g_00968
OG0000187	Prbj.g_00560	Syaf.g_00966
OG0000188	Prbj.g_00581	Syaf.g_00944
OG0000189	Prbj.g_00607	Syaf.g_00916
OG0000190	Prbj.g_00609	Syaf.g_00914
OG0000191	Prbj.g_01557	Syaf.g_00877
OG0000192	Prbj.g_01566	Syaf.g_00871
OG0000193	Prbj.g_00542	Syaf.g_00832
OG0000194	Prbj.g_00539	Syaf.g_00829
OG0000195	Prbj.g_00537	Syaf.g_00827
OG0000196	Prbj.g_00526	Syaf.g_00816
OG0000197	Prbj.g_00525	Syaf.g_00815
OG0000198	Prbj.g_00524	Syaf.g_00814
OG0000199	Prbj.g_00517	Syaf.g_00806
OG0000200	Prbj.g_01138	Syaf.g_00789
OG0000201	Prbj.g_01157	Syaf.g_00771
OG0000202	Prbj.g_01158	Syaf.g_00770
OG0000203	Prbj.g_01159	Syaf.g_00769
OG0000204	Prbj.g_01160	Syaf.g_00768
OG0000205	Prbj.g_01167	Syaf.g_00761
OG0000206	Prbj.g_00288	Syaf.g_00736
OG0000207	Prbj.g_00234	Syaf.g_00735
OG0000208	Prbj.g_00235	Syaf.g_00734
OG0000209	Prbj.g_00262	Syaf.g_00714
OG0000210	Prbj.g_00263	Syaf.g_00713
OG0000211	Prbj.g_00177	Syaf.g_02791
OG0000212	Prbj.g_02615	Syaf.g_02781
OG0000213	Prbj.g_01362	Syaf.g_00210
OG0000214	Prbj.g_01389	Syaf.g_00226
OG0000215	Prbj.g_01419	Syaf.g_00258
OG0000216	Prbj.g_01422	Syaf.g_00262
OG0000217	Prbj.g_01426	Syaf.g_00266
OG0000218	Prbj.g_01430	Syaf.g_00268
OG0000219	Prbj.g_01431	Syaf.g_00269
OG0000220	Prbj.g_01432	Syaf.g_00270
OG0000221	Prbj.g_01437	Syaf.g_02597, Syaf.g_00273
OG0000222	Prbj.g_01446	Syaf.g_00287
OG0000223	Prbj.g_01469	Syaf.g_00317
OG0000224	Prbj.g_01480	Syaf.g_00324
OG0000225	Prbj.g_00323	Syaf.g_00007
OG0000226	Prbj.g_00319	Syaf.g_00003
OG0000227	Prbj.g_00317	Syaf.g_00001
OG0000228	Prbj.g_00063	Syaf.g_02808
OG0000229	Prbj.g_00100	Syaf.g_01214
OG0000230	Prbj.g_00102	Syaf.g_01216
OG0000231	Prbj.g_00117	Syaf.g_01236
OG0000232	Prbj.g_01888	Syaf.g_02536
OG0000233	Prbj.g_00148	Syaf.g_02528
OG0000234	Prbj.g_00127	Syaf.g_02497
OG0000235	Prbj.g_01631	Syaf.g_02722
OG0000236	Prbj.g_01615	Syaf.g_02707
OG0000237	Prbj.g_02094	Syaf.g_02690
OG0000238	Prbj.g_02098	Syaf.g_02685
OG0000239	Prbj.g_02114	Syaf.g_02669
OG0000240	Prbj.g_02115	Syaf.g_02668
OG0000241	Prbj.g_01116	Syaf.g_02322
OG0000242	Prbj.g_02125	Syaf.g_02656
OG0000243	Prbj.g_02668	Syaf.g_02634
OG0000244	Prbj.g_01859	Syaf.g_02627
OG0000245	Prbj.g_01862	Syaf.g_02625
OG0000246	Prbj.g_01866	Syaf.g_02621
OG0000247	Prbj.g_01877	Syaf.g_02610
OG0000248	Prbj.g_01880	Syaf.g_02607
OG0000249	Prbj.g_01882	Syaf.g_02605
OG0000250	Prbj.g_01805	Syaf.g_02593
OG0000251	Prbj.g_01781	Syaf.g_02568
OG0000252	Prbj.g_01778	Syaf.g_02565
OG0000253	Prbj.g_01772	Syaf.g_02564
OG0000254	Prbj.g_01753	Syaf.g_02371
OG0000255	Prbj.g_02546	Syaf.g_02352
OG0000256	Prbj.g_02560	Syaf.g_02329
OG0000257	Prbj.g_02566	Syaf.g_02323
OG0000258	Prbj.g_02589	Syaf.g_02301
OG0000259	Prbj.g_00812	Syaf.g_02137
OG0000260	Prbj.g_00816	Syaf.g_02134
OG0000261	Prbj.g_00819	Syaf.g_02131
OG0000262	Prbj.g_00824	Syaf.g_02126
OG0000263	Prbj.g_00248	Syaf.g_01585
OG0000264	Prbj.g_00933	Syaf.g_01473
OG0000265	Prbj.g_02178	Syaf.g_01196
OG0000266	Prbj.g_02189	Syaf.g_01967
OG0000267	Prbj.g_02315	Syaf.g_01787
OG0000268	Prbj.g_02314	Syaf.g_01788
OG0000269	Prbj.g_02407	Syaf.g_02054
OG0000270	Prbj.g_02410	Syaf.g_02051
OG0000271	Prbj.g_02418	Syaf.g_02043
OG0000272	Prbj.g_02419	Syaf.g_02042
OG0000273	Prbj.g_02470	Syaf.g_01392
OG0000274	Prbj.g_02471	Syaf.g_01391
OG0000275	Prbj.g_02474	Syaf.g_01386
OG0000276	Prbj.g_02480	Syaf.g_01379
OG0000277	Prbj.g_02481	Syaf.g_01378
OG0000278	Prbj.g_02484	Syaf.g_01375
OG0000279	Prbj.g_02492	Syaf.g_01367
OG0000280	Prbj.g_02498	Syaf.g_01337
OG0000281	Prbj.g_02512	Syaf.g_01636
OG0000282	Prbj.g_02342	Syaf.g_02101
OG0000283	Prbj.g_02303	Syaf.g_01804
OG0000284	Prbj.g_02297	Syaf.g_01810
OG0000285	Prbj.g_00694	Syaf.g_01842
OG0000286	Prbj.g_02269	Syaf.g_01860
OG0000287	Prbj.g_00722	Syaf.g_01896
OG0000288	Prbj.g_02214	Syaf.g_01929
OG0000289	Prbj.g_02201	Syaf.g_01943
OG0000290	Prbj.g_01841	Syaf.g_01439
OG0000291	Prbj.g_01839	Syaf.g_01441
OG0000292	Prbj.g_02066	Syaf.g_00505
OG0000293	Prbj.g_00958	Syaf.g_01277
OG0000294	Prbj.g_00959	Syaf.g_01278
OG0000295	Prbj.g_00304	Syaf.g_01316
OG0000296	Prbj.g_00306, Prbj.g_00307	Syaf.g_01318
OG0000297	Prbj.g_01913	Syaf.g_01607
OG0000298	Prbj.g_01914	Syaf.g_01606
OG0000299	Prbj.g_01903	Syaf.g_01578
OG0000300	Prbj.g_02155	Syaf.g_01571
OG0000301	Prbj.g_02156	Syaf.g_01570
OG0000302	Prbj.g_02159	Syaf.g_01568
OG0000303	Prbj.g_00314	Syaf.g_01559
OG0000304	Prbj.g_00020	Syaf.g_01551
OG0000305	Prbj.g_01837	Syaf.g_01444
OG0000306	Prbj.g_02521	Syaf.g_01332
OG0000307	Prbj.g_01647	Syaf.g_02742
OG0000308	Prbj.g_01649	Syaf.g_02744
OG0000309	Prbj.g_01653	Syaf.g_02749
OG0000310	Prbj.g_01294	Syaf.g_02387
OG0000311	Prbj.g_01040	Syaf.g_02391
OG0000312	Prbj.g_01044	Syaf.g_02397
OG0000313	Prbj.g_01068	Syaf.g_02421
OG0000314	Prbj.g_00646	Syaf.g_02458
OG0000315	Prbj.g_00656	Syaf.g_02468
OG0000316	Prbj.g_01699	Syaf.g_01088
OG0000317	Prbj.g_00863	Syaf.g_01040
OG0000318	Prbj.g_00856	Syaf.g_01032
OG0000319	Prbj.g_00487	Syaf.g_01015
OG0000320	Prbj.g_00485	Syaf.g_01013
OG0000321	Prbj.g_00484	Syaf.g_01012
OG0000322	Prbj.g_00483	Syaf.g_01011
OG0000323	Prbj.g_00472	Syaf.g_00997
OG0000324	Prbj.g_00443	Syaf.g_01164
OG0000325	Prbj.g_02657	Syaf.g_00176
OG0000326	Prbj.g_02649	Syaf.g_00169
OG0000327	Prbj.g_01024	Syaf.g_00138
OG0000328	Prbj.g_01023	Syaf.g_00137
OG0000329	Prbj.g_01006	Syaf.g_00119
OG0000330	Prbj.g_01005	Syaf.g_00118
OG0000331	Prbj.g_01004	Syaf.g_00117
OG0000332	Prbj.g_00989	Syaf.g_00102
OG0000333	Prbj.g_00987	Syaf.g_00099
OG0000334	Prbj.g_00410	Syaf.g_00090
OG0000335	Prbj.g_00405	Syaf.g_00085
OG0000336	Prbj.g_00401	Syaf.g_00081
OG0000337	Prbj.g_01494	Syaf.g_00344
OG0000338	Prbj.g_01498	Syaf.g_00348
OG0000339	Prbj.g_01504	Syaf.g_00355
OG0000340	Prbj.g_01516	Syaf.g_00366
OG0000341	Prbj.g_01518	Syaf.g_00368
OG0000342	Prbj.g_01519	Syaf.g_00369
OG0000343	Prbj.g_01576	Syaf.g_00370
OG0000344	Prbj.g_01579	Syaf.g_00374
OG0000345	Prbj.g_01594	Syaf.g_00384
OG0000346	Prbj.g_01599	Syaf.g_00389
OG0000347	Prbj.g_01280	Syaf.g_00415
OG0000348	Prbj.g_01243	Syaf.g_00427
OG0000349	Prbj.g_01219	Syaf.g_00445
OG0000350	Prbj.g_01999	Syaf.g_00162
OG0000351	Prbj.g_02047	Syaf.g_00528
OG0000352	Prbj.g_02048	Syaf.g_00527
OG0000353	Prbj.g_02072	Syaf.g_00499
OG0000354	Prbj.g_02104	Syaf.g_02680
OG0000354	Prbj.g_01186	Syaf.g_00479
OG0000355	Prbj.g_02074	Syaf.g_00497
OG0000356	Prbj.g_02075	Syaf.g_00496
OG0000357	Prbj.g_02076	Syaf.g_00495
OG0000358	Prbj.g_02080	Syaf.g_00491
OG0000359	Prbj.g_02082	Syaf.g_00489
OG0000360	Prbj.g_02083	Syaf.g_00488
OG0000361	Prbj.g_02084	Syaf.g_00487
OG0000362	Prbj.g_02086	Syaf.g_00485
OG0000363	Prbj.g_01182	Syaf.g_00483
OG0000364	Prbj.g_01183	Syaf.g_00482
OG0000365	Prbj.g_01192	Syaf.g_00473
OG0000366	Prbj.g_01193	Syaf.g_00472
OG0000367	Prbj.g_01194	Syaf.g_00471
OG0000368	Prbj.g_01196	Syaf.g_00469
OG0000369	Prbj.g_01197	Syaf.g_00468
OG0000370	Prbj.g_01198	Syaf.g_00467
OG0000371	Prbj.g_01207	Syaf.g_00458
OG0000372	Prbj.g_01212	Syaf.g_00453
OG0000373	Prbj.g_01213	Syaf.g_00452
OG0000374	Prbj.g_01214	Syaf.g_00451
OG0000375	Prbj.g_01215	Syaf.g_00449
OG0000376	Prbj.g_01217	Syaf.g_00447
OG0000377	Prbj.g_01950	Syaf.g_00654
OG0000378	Prbj.g_01936	Syaf.g_00668
OG0000379	Prbj.g_01920	Syaf.g_00686
OG0000380	Prbj.g_00561	Syaf.g_00965
OG0000381	Prbj.g_00565	Syaf.g_00962
OG0000382	Prbj.g_00580	Syaf.g_00945
OG0000383	Prbj.g_00582	Syaf.g_00941
OG0000384	Prbj.g_00583	Syaf.g_00940
OG0000385	Prbj.g_00584	Syaf.g_00939
OG0000386	Prbj.g_00585	Syaf.g_00938
OG0000387	Prbj.g_00611	Syaf.g_00912
OG0000388	Prbj.g_00615	Syaf.g_00908
OG0000389	Prbj.g_00619	Syaf.g_00904
OG0000390	Prbj.g_01551	Syaf.g_00883
OG0000391	Prbj.g_01556	Syaf.g_00878
OG0000392	Prbj.g_01562	Syaf.g_00872
OG0000393	Prbj.g_01567	Syaf.g_00870
OG0000394	Prbj.g_01568	Syaf.g_00869
OG0000395	Prbj.g_01569	Syaf.g_00868
OG0000396	Prbj.g_01530	Syaf.g_00865
OG0000397	Prbj.g_01532	Syaf.g_00863
OG0000398	Prbj.g_01537	Syaf.g_00858
OG0000399	Prbj.g_01538	Syaf.g_00857
OG0000400	Prbj.g_01539	Syaf.g_00856
OG0000401	Prbj.g_01540	Syaf.g_00855
OG0000402	Prbj.g_01542	Syaf.g_00852
OG0000403	Prbj.g_01543	Syaf.g_00851
OG0000404	Prbj.g_01545	Syaf.g_00850
OG0000405	Prbj.g_00545	Syaf.g_00835
OG0000406	Prbj.g_00541	Syaf.g_00831
OG0000407	Prbj.g_00540	Syaf.g_00830
OG0000408	Prbj.g_00538	Syaf.g_00828
OG0000409	Prbj.g_00536	Syaf.g_00826
OG0000410	Prbj.g_00535	Syaf.g_00825
OG0000411	Prbj.g_00534	Syaf.g_00824
OG0000412	Prbj.g_00533	Syaf.g_00823
OG0000413	Prbj.g_00531	Syaf.g_00821
OG0000414	Prbj.g_00530	Syaf.g_00820
OG0000415	Prbj.g_00529	Syaf.g_00819
OG0000416	Prbj.g_00528	Syaf.g_00818
OG0000417	Prbj.g_00527	Syaf.g_00817
OG0000418	Prbj.g_00522	Syaf.g_00812
OG0000419	Prbj.g_00520	Syaf.g_00810
OG0000420	Prbj.g_00519	Syaf.g_00808
OG0000421	Prbj.g_00515	Syaf.g_00803
OG0000422	Prbj.g_00514	Syaf.g_00802
OG0000423	Prbj.g_00513	Syaf.g_00801
OG0000424	Prbj.g_00512	Syaf.g_00800
OG0000425	Prbj.g_00511	Syaf.g_00799
OG0000426	Prbj.g_00510	Syaf.g_00798
OG0000427	Prbj.g_00509	Syaf.g_00797
OG0000428	Prbj.g_02369	Syaf.g_00794
OG0000429	Prbj.g_01135	Syaf.g_00792
OG0000430	Prbj.g_01137	Syaf.g_00790
OG0000431	Prbj.g_01141	Syaf.g_00786
OG0000432	Prbj.g_01148	Syaf.g_00779
OG0000433	Prbj.g_01151	Syaf.g_00777
OG0000434	Prbj.g_01152	Syaf.g_00776
OG0000435	Prbj.g_01155	Syaf.g_00772
OG0000436	Prbj.g_01161	Syaf.g_00767
OG0000437	Prbj.g_01162	Syaf.g_00766
OG0000438	Prbj.g_01163	Syaf.g_00765
OG0000439	Prbj.g_01165	Syaf.g_00763
OG0000440	Prbj.g_01166	Syaf.g_00762
OG0000441	Prbj.g_01173	Syaf.g_00756
OG0000442	Prbj.g_01174	Syaf.g_00743
OG0000443	Prbj.g_00289	Syaf.g_00739
OG0000444	Prbj.g_00237	Syaf.g_00733
OG0000445	Prbj.g_00238	Syaf.g_00729
OG0000446	Prbj.g_00240	Syaf.g_00728
OG0000447	Prbj.g_00250	Syaf.g_00725
OG0000448	Prbj.g_00251	Syaf.g_00724
OG0000449	Prbj.g_00252	Syaf.g_00723
OG0000450	Prbj.g_00258	Syaf.g_00717
OG0000451	Prbj.g_00259	Syaf.g_00716
OG0000452	Prbj.g_00264	Syaf.g_00712
OG0000453	Prbj.g_00265	Syaf.g_00711
OG0000454	Prbj.g_00266	Syaf.g_00710
OG0000455	Prbj.g_00267	Syaf.g_00709
OG0000456	Prbj.g_00268	Syaf.g_00708
OG0000457	Prbj.g_00270	Syaf.g_00706
OG0000458	Prbj.g_00271	Syaf.g_00705
OG0000459	Prbj.g_00272	Syaf.g_00704
OG0000460	Prbj.g_00176	Syaf.g_02789
OG0000461	Prbj.g_02661	Syaf.g_00183
OG0000462	Prbj.g_01341	Syaf.g_00186
OG0000463	Prbj.g_01342	Syaf.g_00187
OG0000464	Prbj.g_01343	Syaf.g_00188
OG0000465	Prbj.g_01345	Syaf.g_00190
OG0000466	Prbj.g_01350	Syaf.g_00194
OG0000467	Prbj.g_01352	Syaf.g_00196
OG0000468	Prbj.g_01359	Syaf.g_00206
OG0000469	Prbj.g_01372	Syaf.g_00220
OG0000470	Prbj.g_01385	Syaf.g_00222
OG0000471	Prbj.g_01386	Syaf.g_00223
OG0000472	Prbj.g_01388	Syaf.g_00225
OG0000473	Prbj.g_01390	Syaf.g_00227
OG0000474	Prbj.g_01391	Syaf.g_00228
OG0000475	Prbj.g_01392	Syaf.g_00229
OG0000476	Prbj.g_01394	Syaf.g_00231
OG0000477	Prbj.g_01399	Syaf.g_00237
OG0000478	Prbj.g_01400	Syaf.g_00238
OG0000479	Prbj.g_01401	Syaf.g_00239
OG0000480	Prbj.g_01408	Syaf.g_00247
OG0000481	Prbj.g_01410	Syaf.g_00249
OG0000482	Prbj.g_01411	Syaf.g_00250
OG0000483	Prbj.g_01415	Syaf.g_00254
OG0000484	Prbj.g_01416	Syaf.g_00255
OG0000485	Prbj.g_01417	Syaf.g_00256
OG0000486	Prbj.g_01418	Syaf.g_00257
OG0000487	Prbj.g_01423	Syaf.g_00263
OG0000488	Prbj.g_01427	Syaf.g_00267
OG0000489	Prbj.g_01438	Syaf.g_00274
OG0000490	Prbj.g_01444	Syaf.g_00284
OG0000491	Prbj.g_01445	Syaf.g_00285
OG0000492	Prbj.g_01448	Syaf.g_00288
OG0000493	Prbj.g_01449	Syaf.g_00289
OG0000494	Prbj.g_01450	Syaf.g_00290
OG0000495	Prbj.g_01451	Syaf.g_00291
OG0000496	Prbj.g_01452	Syaf.g_00292
OG0000497	Prbj.g_01453	Syaf.g_00293
OG0000498	Prbj.g_01454	Syaf.g_00294
OG0000499	Prbj.g_01455	Syaf.g_00295
OG0000500	Prbj.g_01456	Syaf.g_00296
OG0000501	Prbj.g_01459	Syaf.g_00299
OG0000502	Prbj.g_01471	Syaf.g_00319
OG0000503	Prbj.g_00341	Syaf.g_00023
OG0000504	Prbj.g_00339	Syaf.g_00021
OG0000505	Prbj.g_00338	Syaf.g_00020
OG0000506	Prbj.g_00336	Syaf.g_00018
OG0000507	Prbj.g_00331	Syaf.g_00012
OG0000508	Prbj.g_00324	Syaf.g_00008
OG0000509	Prbj.g_00322	Syaf.g_00006
OG0000510	Prbj.g_00321	Syaf.g_00005
OG0000511	Prbj.g_00320	Syaf.g_00004
OG0000512	Prbj.g_00318	Syaf.g_00002
OG0000513	Prbj.g_00068	Syaf.g_02803
OG0000514	Prbj.g_00076	Syaf.g_02796
OG0000515	Prbj.g_00077	Syaf.g_02795
OG0000516	Prbj.g_00089	Syaf.g_01219
OG0000517	Prbj.g_00099	Syaf.g_01213
OG0000518	Prbj.g_00111	Syaf.g_01230
OG0000519	Prbj.g_00112	Syaf.g_01231
OG0000520	Prbj.g_00113	Syaf.g_01235
OG0000521	Prbj.g_01894	Syaf.g_02542
OG0000522	Prbj.g_01892	Syaf.g_02538
OG0000523	Prbj.g_01891	Syaf.g_02537
OG0000524	Prbj.g_00152	Syaf.g_02531
OG0000525	Prbj.g_00136	Syaf.g_02507
OG0000526	Prbj.g_00134	Syaf.g_02504
OG0000527	Prbj.g_00130	Syaf.g_02500
OG0000528	Prbj.g_01635	Syaf.g_02728
OG0000529	Prbj.g_01629	Syaf.g_02720
OG0000530	Prbj.g_01626	Syaf.g_02717
OG0000531	Prbj.g_01625	Syaf.g_02716
OG0000532	Prbj.g_01622	Syaf.g_02713
OG0000533	Prbj.g_01620	Syaf.g_02712
OG0000534	Prbj.g_01619	Syaf.g_02711
OG0000535	Prbj.g_01618	Syaf.g_02710
OG0000536	Prbj.g_01617	Syaf.g_02709
OG0000537	Prbj.g_01616	Syaf.g_02708
OG0000538	Prbj.g_01605	Syaf.g_02697
OG0000539	Prbj.g_02088	Syaf.g_02696
OG0000540	Prbj.g_02089	Syaf.g_02695
OG0000541	Prbj.g_02090	Syaf.g_02694
OG0000542	Prbj.g_02093	Syaf.g_02691
OG0000543	Prbj.g_02095	Syaf.g_02689
OG0000544	Prbj.g_02096	Syaf.g_02688
OG0000545	Prbj.g_02097	Syaf.g_02686
OG0000546	Prbj.g_02099	Syaf.g_02684
