Orthogroup	Prbj	Syaj
OG0000246	Prbj.g_01866	Syaj.g_00186
OG0000247	Prbj.g_01877	Syaj.g_00197
OG0000248	Prbj.g_01880	Syaj.g_00200
OG0000249	Prbj.g_01882	Syaj.g_00202
OG0000250	Prbj.g_01805	Syaj.g_00211
OG0000251	Prbj.g_01781	Syaj.g_00237
OG0000252	Prbj.g_01778	Syaj.g_00243
OG0000253	Prbj.g_01772	Syaj.g_00245
OG0000254	Prbj.g_01753	Syaj.g_01335
OG0000255	Prbj.g_02546	Syaj.g_01315
OG0000256	Prbj.g_02560	Syaj.g_01297
OG0000257	Prbj.g_02566	Syaj.g_01292
OG0000258	Prbj.g_02589	Syaj.g_01274
OG0000259	Prbj.g_00812	Syaj.g_00707
OG0000260	Prbj.g_00816	Syaj.g_00712
OG0000261	Prbj.g_00819	Syaj.g_00715
OG0000262	Prbj.g_00824	Syaj.g_00720
OG0000263	Prbj.g_00248	Syaj.g_00605
OG0000264	Prbj.g_00933	Syaj.g_00485
OG0000265	Prbj.g_00913	Syaj.g_00510
OG0000266	Prbj.g_02189	Syaj.g_00946
OG0000267	Prbj.g_02315	Syaj.g_00770
OG0000268	Prbj.g_02314	Syaj.g_00771
OG0000269	Prbj.g_02407	Syaj.g_01031
OG0000270	Prbj.g_02410	Syaj.g_01025
OG0000271	Prbj.g_02418	Syaj.g_01017
OG0000272	Prbj.g_02419	Syaj.g_01016
OG0000273	Prbj.g_02470	Syaj.g_00389
OG0000274	Prbj.g_02471	Syaj.g_00388
OG0000275	Prbj.g_02474	Syaj.g_00384
OG0000276	Prbj.g_02480	Syaj.g_00377
OG0000277	Prbj.g_02481	Syaj.g_00376
OG0000278	Prbj.g_02484	Syaj.g_00373
OG0000279	Prbj.g_02492	Syaj.g_00357
OG0000280	Prbj.g_02498	Syaj.g_00348
OG0000281	Prbj.g_02512	Syaj.g_02670
OG0000282	Prbj.g_02342	Syaj.g_00743
OG0000283	Prbj.g_02303	Syaj.g_00790
OG0000284	Prbj.g_02297	Syaj.g_00930
OG0000285	Prbj.g_00694	Syaj.g_00917
OG0000286	Prbj.g_02269	Syaj.g_00899
OG0000287	Prbj.g_00722	Syaj.g_00849
OG0000288	Prbj.g_02214	Syaj.g_00815
OG0000289	Prbj.g_02201	Syaj.g_00800
OG0000290	Prbj.g_01841	Syaj.g_00424
OG0000291	Prbj.g_01839	Syaj.g_00426
OG0000292	Prbj.g_02066	Syaj.g_02255
OG0000293	Prbj.g_00958	Syaj.g_00290
OG0000294	Prbj.g_00959	Syaj.g_00291
OG0000295	Prbj.g_00304	Syaj.g_00330
OG0000296	Prbj.g_00306, Prbj.g_00307	Syaj.g_00332
OG0000297	Prbj.g_01913	Syaj.g_00639
OG0000298	Prbj.g_01914	Syaj.g_00638
OG0000299	Prbj.g_01903	Syaj.g_00592
OG0000300	Prbj.g_02155	Syaj.g_00586
OG0000301	Prbj.g_02156	Syaj.g_00585
OG0000302	Prbj.g_02159	Syaj.g_00582
OG0000303	Prbj.g_00314	Syaj.g_00572
OG0000304	Prbj.g_00020	Syaj.g_00566
OG0000305	Prbj.g_01837	Syaj.g_00429
OG0000306	Prbj.g_02521	Syaj.g_01126
OG0000307	Prbj.g_01647	Syaj.g_00051
OG0000308	Prbj.g_01649	Syaj.g_00049
OG0000309	Prbj.g_01653	Syaj.g_00044
OG0000310	Prbj.g_01294	Syaj.g_01358
OG0000311	Prbj.g_01040	Syaj.g_01362
OG0000312	Prbj.g_01044	Syaj.g_01368
OG0000313	Prbj.g_01068	Syaj.g_01386
OG0000314	Prbj.g_00646	Syaj.g_01420
OG0000315	Prbj.g_00656	Syaj.g_01430
OG0000316	Prbj.g_01699	Syaj.g_01664
OG0000317	Prbj.g_00863	Syaj.g_01715
OG0000318	Prbj.g_00856	Syaj.g_01722
OG0000319	Prbj.g_00487	Syaj.g_01741
OG0000320	Prbj.g_00485	Syaj.g_01743
OG0000321	Prbj.g_00484	Syaj.g_01744
OG0000322	Prbj.g_00483	Syaj.g_01745
OG0000323	Prbj.g_00472	Syaj.g_01760
OG0000324	Prbj.g_00443	Syaj.g_01609
OG0000325	Prbj.g_02657	Syaj.g_02638
OG0000326	Prbj.g_02649	Syaj.g_02645
OG0000327	Prbj.g_01024	Syaj.g_02693
OG0000328	Prbj.g_01023	Syaj.g_02694
OG0000329	Prbj.g_01006	Syaj.g_02712
OG0000330	Prbj.g_01005	Syaj.g_02713
OG0000331	Prbj.g_01004	Syaj.g_02714
OG0000332	Prbj.g_00989	Syaj.g_02729
OG0000333	Prbj.g_00987	Syaj.g_02732
OG0000334	Prbj.g_00410	Syaj.g_02741
OG0000335	Prbj.g_00405	Syaj.g_02746
OG0000336	Prbj.g_00401	Syaj.g_02750
OG0000337	Prbj.g_01494	Syaj.g_02466
OG0000338	Prbj.g_01498	Syaj.g_02462
OG0000339	Prbj.g_01504	Syaj.g_02455
OG0000340	Prbj.g_01516	Syaj.g_02443
OG0000341	Prbj.g_01518	Syaj.g_02441
OG0000342	Prbj.g_01519	Syaj.g_02440
OG0000343	Prbj.g_01576	Syaj.g_02437
OG0000344	Prbj.g_01579	Syaj.g_02433
OG0000345	Prbj.g_01594	Syaj.g_02421
OG0000346	Prbj.g_01599	Syaj.g_02416
OG0000347	Prbj.g_01280	Syaj.g_02383
OG0000348	Prbj.g_01243	Syaj.g_02333
OG0000349	Prbj.g_01219	Syaj.g_02314
OG0000350	Prbj.g_01999	Syaj.g_02652
OG0000351	Prbj.g_02047	Syaj.g_02234
OG0000352	Prbj.g_02048	Syaj.g_02235
OG0000353	Prbj.g_02072	Syaj.g_02261
OG0000354	Prbj.g_02104	Syaj.g_00114
OG0000354	Prbj.g_01186	Syaj.g_02281
OG0000355	Prbj.g_02074	Syaj.g_02263
OG0000356	Prbj.g_02075	Syaj.g_02264
OG0000357	Prbj.g_02076	Syaj.g_02265
OG0000358	Prbj.g_02080	Syaj.g_02269
OG0000359	Prbj.g_02082	Syaj.g_02271
OG0000360	Prbj.g_02083	Syaj.g_02272
OG0000361	Prbj.g_02084	Syaj.g_02273
OG0000362	Prbj.g_02086	Syaj.g_02275
OG0000363	Prbj.g_01182	Syaj.g_02277
OG0000364	Prbj.g_01183	Syaj.g_02278
OG0000365	Prbj.g_01192	Syaj.g_02287
OG0000366	Prbj.g_01193	Syaj.g_02288
OG0000367	Prbj.g_01194	Syaj.g_02289
OG0000368	Prbj.g_01196	Syaj.g_02291
OG0000369	Prbj.g_01197	Syaj.g_02292
OG0000370	Prbj.g_01198	Syaj.g_02293
OG0000371	Prbj.g_01207	Syaj.g_02301
OG0000372	Prbj.g_01212	Syaj.g_02307
OG0000373	Prbj.g_01213	Syaj.g_02308
OG0000374	Prbj.g_01214	Syaj.g_02309
OG0000375	Prbj.g_01215	Syaj.g_02310
OG0000376	Prbj.g_01217	Syaj.g_02312
OG0000377	Prbj.g_01950	Syaj.g_02105
OG0000378	Prbj.g_01936	Syaj.g_02091
OG0000379	Prbj.g_01920	Syaj.g_02086
OG0000380	Prbj.g_00561	Syaj.g_01815
OG0000381	Prbj.g_00565	Syaj.g_01819
OG0000382	Prbj.g_00580	Syaj.g_01836
OG0000383	Prbj.g_00582	Syaj.g_01839
OG0000384	Prbj.g_00583	Syaj.g_01840
OG0000385	Prbj.g_00584	Syaj.g_01841
OG0000386	Prbj.g_00585	Syaj.g_01842
OG0000387	Prbj.g_00611	Syaj.g_01878
OG0000388	Prbj.g_00615	Syaj.g_01882
OG0000389	Prbj.g_00619	Syaj.g_01886
OG0000390	Prbj.g_01551	Syaj.g_01904
OG0000391	Prbj.g_01556	Syaj.g_01909
OG0000392	Prbj.g_01562	Syaj.g_01918
OG0000393	Prbj.g_01567	Syaj.g_01922
OG0000394	Prbj.g_01568	Syaj.g_01923
OG0000395	Prbj.g_01569	Syaj.g_01924
OG0000396	Prbj.g_01530	Syaj.g_01928
OG0000397	Prbj.g_01532	Syaj.g_01930
OG0000398	Prbj.g_01537	Syaj.g_01935
OG0000399	Prbj.g_01538	Syaj.g_01936
OG0000400	Prbj.g_01539	Syaj.g_01937
OG0000401	Prbj.g_01540	Syaj.g_01938
OG0000402	Prbj.g_01542	Syaj.g_01940
OG0000403	Prbj.g_01543	Syaj.g_01941
OG0000404	Prbj.g_01545	Syaj.g_01943
OG0000405	Prbj.g_00545	Syaj.g_01961
OG0000406	Prbj.g_00541	Syaj.g_01966
OG0000407	Prbj.g_00540	Syaj.g_01967
OG0000408	Prbj.g_00538	Syaj.g_01970
OG0000409	Prbj.g_00536	Syaj.g_01972
OG0000410	Prbj.g_00535	Syaj.g_01973
OG0000411	Prbj.g_00534	Syaj.g_01974
OG0000412	Prbj.g_00533	Syaj.g_01975
OG0000413	Prbj.g_00531	Syaj.g_01977
OG0000415	Prbj.g_00529	Syaj.g_01978
OG0000416	Prbj.g_00528	Syaj.g_01979
OG0000417	Prbj.g_00527	Syaj.g_01980
OG0000418	Prbj.g_00522	Syaj.g_01985
OG0000419	Prbj.g_00520	Syaj.g_01987
OG0000420	Prbj.g_00519	Syaj.g_01989
OG0000421	Prbj.g_00515	Syaj.g_01994
OG0000422	Prbj.g_00514	Syaj.g_01995
OG0000423	Prbj.g_00513	Syaj.g_01996
OG0000424	Prbj.g_00512	Syaj.g_01997
OG0000425	Prbj.g_00511	Syaj.g_01998
OG0000426	Prbj.g_00510	Syaj.g_01999
OG0000427	Prbj.g_00509	Syaj.g_02000
OG0000428	Prbj.g_02369	Syaj.g_02003
OG0000429	Prbj.g_01135	Syaj.g_02005
OG0000430	Prbj.g_01137	Syaj.g_02007
OG0000431	Prbj.g_01141	Syaj.g_02010
OG0000432	Prbj.g_01148	Syaj.g_02017
OG0000433	Prbj.g_01151	Syaj.g_02020
OG0000434	Prbj.g_01152	Syaj.g_02021
OG0000435	Prbj.g_01155	Syaj.g_02023
OG0000436	Prbj.g_01161	Syaj.g_02029
OG0000437	Prbj.g_01162	Syaj.g_02030
OG0000438	Prbj.g_01163	Syaj.g_02031
OG0000439	Prbj.g_01165	Syaj.g_02033
OG0000440	Prbj.g_01166	Syaj.g_02034
OG0000441	Prbj.g_01173	Syaj.g_02038
OG0000442	Prbj.g_01174	Syaj.g_02039
OG0000443	Prbj.g_00289	Syaj.g_02040
OG0000444	Prbj.g_00237	Syaj.g_02052
OG0000445	Prbj.g_00238	Syaj.g_02053
OG0000446	Prbj.g_00240	Syaj.g_02055
OG0000447	Prbj.g_00250	Syaj.g_02058
OG0000448	Prbj.g_00251	Syaj.g_02059
OG0000449	Prbj.g_00252	Syaj.g_02060
OG0000450	Prbj.g_00258	Syaj.g_02067
OG0000451	Prbj.g_00259	Syaj.g_02068
OG0000452	Prbj.g_00264	Syaj.g_02072
OG0000453	Prbj.g_00265	Syaj.g_02073
OG0000454	Prbj.g_00266	Syaj.g_02074
OG0000455	Prbj.g_00267	Syaj.g_02075
OG0000456	Prbj.g_00268	Syaj.g_02076
OG0000457	Prbj.g_00270	Syaj.g_02078
OG0000458	Prbj.g_00271	Syaj.g_02079
OG0000459	Prbj.g_00272	Syaj.g_02080
OG0000460	Prbj.g_00176	Syaj.g_02858
OG0000461	Prbj.g_02661	Syaj.g_02623
OG0000462	Prbj.g_01341	Syaj.g_02620
OG0000463	Prbj.g_01342	Syaj.g_02619
OG0000464	Prbj.g_01343	Syaj.g_02618
OG0000465	Prbj.g_01345	Syaj.g_02617
OG0000466	Prbj.g_01350	Syaj.g_02612
OG0000467	Prbj.g_01352	Syaj.g_02610
OG0000468	Prbj.g_01359	Syaj.g_02605
OG0000469	Prbj.g_01372	Syaj.g_02590
OG0000470	Prbj.g_01385	Syaj.g_02586
OG0000471	Prbj.g_01386	Syaj.g_02585
OG0000472	Prbj.g_01388	Syaj.g_02583
OG0000473	Prbj.g_01390	Syaj.g_02581
OG0000474	Prbj.g_01391	Syaj.g_02580
OG0000475	Prbj.g_01392	Syaj.g_02579
OG0000476	Prbj.g_01394	Syaj.g_02577
OG0000477	Prbj.g_01399	Syaj.g_02571
OG0000478	Prbj.g_01400	Syaj.g_02570
OG0000479	Prbj.g_01401	Syaj.g_02569
OG0000480	Prbj.g_01408	Syaj.g_02562
OG0000481	Prbj.g_01410	Syaj.g_02560
OG0000482	Prbj.g_01411	Syaj.g_02559
OG0000483	Prbj.g_01415	Syaj.g_02555
OG0000484	Prbj.g_01416	Syaj.g_02554
OG0000485	Prbj.g_01417	Syaj.g_02553
OG0000486	Prbj.g_01418	Syaj.g_02552
OG0000487	Prbj.g_01423	Syaj.g_02546
OG0000488	Prbj.g_01427	Syaj.g_02542
OG0000489	Prbj.g_01438	Syaj.g_02529
OG0000490	Prbj.g_01444	Syaj.g_02519
OG0000491	Prbj.g_01445	Syaj.g_02517
OG0000492	Prbj.g_01448	Syaj.g_02515
OG0000493	Prbj.g_01449	Syaj.g_02514
OG0000494	Prbj.g_01450	Syaj.g_02513
OG0000495	Prbj.g_01451	Syaj.g_02512
OG0000496	Prbj.g_01452	Syaj.g_02511
OG0000497	Prbj.g_01453	Syaj.g_02510
OG0000498	Prbj.g_01454	Syaj.g_02509
OG0000499	Prbj.g_01455	Syaj.g_02508
OG0000500	Prbj.g_01456	Syaj.g_02507
OG0000501	Prbj.g_01459	Syaj.g_02504
OG0000502	Prbj.g_01471	Syaj.g_02492
OG0000503	Prbj.g_00341	Syaj.g_02805
OG0000504	Prbj.g_00339	Syaj.g_02807
OG0000505	Prbj.g_00338	Syaj.g_02808
OG0000506	Prbj.g_00336	Syaj.g_02810
OG0000507	Prbj.g_00331	Syaj.g_02816
OG0000508	Prbj.g_00324	Syaj.g_02820
OG0000509	Prbj.g_00322	Syaj.g_02822
OG0000510	Prbj.g_00321	Syaj.g_02823
OG0000511	Prbj.g_00320	Syaj.g_02824
OG0000512	Prbj.g_00318	Syaj.g_02826
OG0000513	Prbj.g_00068	Syaj.g_02833
OG0000514	Prbj.g_00076	Syaj.g_02839
OG0000515	Prbj.g_00077	Syaj.g_02840
OG0000516	Prbj.g_00089	Syaj.g_01561
OG0000517	Prbj.g_00099	Syaj.g_01556
OG0000518	Prbj.g_00111	Syaj.g_01544
OG0000519	Prbj.g_00112	Syaj.g_01543
OG0000520	Prbj.g_00113	Syaj.g_01542
OG0000521	Prbj.g_01894	Syaj.g_00271
OG0000522	Prbj.g_01892	Syaj.g_00273
OG0000523	Prbj.g_01891	Syaj.g_00274
OG0000524	Prbj.g_00152	Syaj.g_01485
OG0000525	Prbj.g_00136	Syaj.g_01454
OG0000526	Prbj.g_00134	Syaj.g_01451
OG0000527	Prbj.g_00130	Syaj.g_01446
OG0000528	Prbj.g_01635	Syaj.g_00065
OG0000529	Prbj.g_01629	Syaj.g_00073
OG0000530	Prbj.g_01626	Syaj.g_00076
OG0000531	Prbj.g_01625	Syaj.g_00077
OG0000532	Prbj.g_01622	Syaj.g_00080
OG0000533	Prbj.g_01620	Syaj.g_00081
OG0000534	Prbj.g_01619	Syaj.g_00082
OG0000535	Prbj.g_01618	Syaj.g_00083
OG0000536	Prbj.g_01617	Syaj.g_00084
OG0000537	Prbj.g_01616	Syaj.g_00085
OG0000538	Prbj.g_01605	Syaj.g_00096
OG0000539	Prbj.g_02088	Syaj.g_00097
OG0000540	Prbj.g_02089	Syaj.g_00098
OG0000541	Prbj.g_02090	Syaj.g_00099
OG0000542	Prbj.g_02093	Syaj.g_00102
