Orthogroup	Prbj	Prbh
OG0000220	Prbj.g_01432	Prbh.g_00477
OG0000221	Prbj.g_01437	Prbh.g_00476
OG0000222	Prbj.g_01446	Prbh.g_00469
OG0000223	Prbj.g_01469	Prbh.g_00456
OG0000224	Prbj.g_01480	Prbh.g_00454
OG0000225	Prbj.g_00323	Prbh.g_00426
OG0000226	Prbj.g_00319	Prbh.g_00422
OG0000227	Prbj.g_00317	Prbh.g_00420
OG0000228	Prbj.g_00063	Prbh.g_00416
OG0000229	Prbj.g_00100	Prbh.g_00396
OG0000230	Prbj.g_00102	Prbh.g_00394
OG0000231	Prbj.g_00117	Prbh.g_00383
OG0000232	Prbj.g_01888	Prbh.g_00370
OG0000233	Prbj.g_00148	Prbh.g_00365
OG0000234	Prbj.g_00127	Prbh.g_00355
OG0000235	Prbj.g_01631	Prbh.g_00352
OG0000236	Prbj.g_01615	Prbh.g_00338
OG0000237	Prbj.g_02094	Prbh.g_00324
OG0000238	Prbj.g_02098	Prbh.g_00318
OG0000239	Prbj.g_02114	Prbh.g_00305
OG0000240	Prbj.g_02115	Prbh.g_00304
OG0000241	Prbj.g_01116	Prbh.g_00299
OG0000242	Prbj.g_02125	Prbh.g_00297
OG0000243	Prbj.g_02668	Prbh.g_00287
OG0000244	Prbj.g_01859	Prbh.g_00284
OG0000245	Prbj.g_01862	Prbh.g_00282
OG0000246	Prbj.g_01866	Prbh.g_00278
OG0000247	Prbj.g_01877	Prbh.g_00267
OG0000248	Prbj.g_01880	Prbh.g_00264
OG0000249	Prbj.g_01882	Prbh.g_00262
OG0000250	Prbj.g_01805	Prbh.g_00257
OG0000251	Prbj.g_01781	Prbh.g_00239
OG0000252	Prbj.g_01778	Prbh.g_00236
OG0000253	Prbj.g_01772	Prbh.g_00235
OG0000254	Prbj.g_01753	Prbh.g_00218
OG0000255	Prbj.g_02546	Prbh.g_00212
OG0000256	Prbj.g_02560	Prbh.g_01455
OG0000257	Prbj.g_02566	Prbh.g_01223
OG0000258	Prbj.g_02589	Prbh.g_01210
OG0000259	Prbj.g_00812	Prbh.g_01193
OG0000260	Prbj.g_00816	Prbh.g_01190
OG0000261	Prbj.g_00819	Prbh.g_01187
OG0000262	Prbj.g_00824	Prbh.g_01182
OG0000263	Prbj.g_00248	Prbh.g_00915
OG0000264	Prbj.g_00933	Prbh.g_00926
OG0000265	Prbj.g_00913, Prbj.g_02178	Prbh.g_00945
OG0000266	Prbj.g_02189	Prbh.g_01163
OG0000267	Prbj.g_02315	Prbh.g_01150
OG0000268	Prbj.g_02314	Prbh.g_01149
OG0000269	Prbj.g_02407	Prbh.g_00948
OG0000270	Prbj.g_02410	Prbh.g_00951
OG0000271	Prbj.g_02418	Prbh.g_00959
OG0000272	Prbj.g_02419	Prbh.g_00960
OG0000273	Prbj.g_02470	Prbh.g_00983
OG0000274	Prbj.g_02471	Prbh.g_00984
OG0000275	Prbj.g_02474	Prbh.g_00987
OG0000276	Prbj.g_02480	Prbh.g_00993
OG0000277	Prbj.g_02481	Prbh.g_00994
OG0000278	Prbj.g_02484	Prbh.g_00997
OG0000279	Prbj.g_02492	Prbh.g_01005
OG0000280	Prbj.g_02498	Prbh.g_01006
OG0000281	Prbj.g_02512	Prbh.g_01013
OG0000282	Prbj.g_02342	Prbh.g_00880
OG0000283	Prbj.g_02303	Prbh.g_01059
OG0000284	Prbj.g_02297	Prbh.g_01064
OG0000285	Prbj.g_00694	Prbh.g_01069
OG0000286	Prbj.g_02269	Prbh.g_01085
OG0000287	Prbj.g_00722	Prbh.g_01342
OG0000288	Prbj.g_02214	Prbh.g_01120
OG0000289	Prbj.g_02201	Prbh.g_01135
OG0000290	Prbj.g_01841	Prbh.g_01034
OG0000291	Prbj.g_01839	Prbh.g_01032
OG0000292	Prbj.g_02066	Prbh.g_01328
OG0000293	Prbj.g_00958	Prbh.g_01293
OG0000294	Prbj.g_00959	Prbh.g_01292
OG0000295	Prbj.g_00304	Prbh.g_01268
OG0000296	Prbj.g_00306, Prbj.g_00307	Prbh.g_01266
OG0000297	Prbj.g_01913	Prbh.g_01257
OG0000298	Prbj.g_01914	Prbh.g_01256
OG0000299	Prbj.g_01903	Prbh.g_01237
OG0000300	Prbj.g_02155	Prbh.g_01234
OG0000301	Prbj.g_02156	Prbh.g_01233
OG0000302	Prbj.g_02159	Prbh.g_01231
OG0000303	Prbj.g_00314	Prbh.g_01225
OG0000304	Prbj.g_00020	Prbh.g_01450
OG0000305	Prbj.g_01837	Prbh.g_01326
OG0000306	Prbj.g_02521	Prbh.g_01017
OG0000307	Prbj.g_01647	Prbh.g_00019
OG0000308	Prbj.g_01649	Prbh.g_00020
OG0000309	Prbj.g_01653	Prbh.g_00024
OG0000310	Prbj.g_01294	Prbh.g_00082
OG0000311	Prbj.g_01040	Prbh.g_00084
OG0000312	Prbj.g_01044	Prbh.g_00087
OG0000313	Prbj.g_01068	Prbh.g_00103
OG0000314	Prbj.g_00646	Prbh.g_00126
OG0000315	Prbj.g_00656	Prbh.g_00136
OG0000316	Prbj.g_01699	Prbh.g_00162
OG0000317	Prbj.g_00863	Prbh.g_01785
OG0000318	Prbj.g_00856	Prbh.g_01781
OG0000319	Prbj.g_00487	Prbh.g_01768
OG0000320	Prbj.g_00485	Prbh.g_01766
OG0000321	Prbj.g_00484	Prbh.g_01765
OG0000322	Prbj.g_00483	Prbh.g_01764
OG0000323	Prbj.g_00472	Prbh.g_01755
OG0000324	Prbj.g_00443	Prbh.g_01727
OG0000325	Prbj.g_02657	Prbh.g_01717
OG0000326	Prbj.g_02649	Prbh.g_01710
OG0000327	Prbj.g_01024	Prbh.g_01686
OG0000328	Prbj.g_01023	Prbh.g_01685
OG0000329	Prbj.g_01006	Prbh.g_01668
OG0000330	Prbj.g_01005	Prbh.g_01667
OG0000331	Prbj.g_01004	Prbh.g_01666
OG0000332	Prbj.g_00989	Prbh.g_01652
OG0000333	Prbj.g_00987	Prbh.g_01650
OG0000334	Prbj.g_00410	Prbh.g_01641
OG0000335	Prbj.g_00405	Prbh.g_01636
OG0000336	Prbj.g_00401	Prbh.g_01632
OG0000337	Prbj.g_01494	Prbh.g_01613
OG0000338	Prbj.g_01498	Prbh.g_01612
OG0000339	Prbj.g_01504	Prbh.g_01606
OG0000340	Prbj.g_01516	Prbh.g_01597
OG0000341	Prbj.g_01518	Prbh.g_01595
OG0000342	Prbj.g_01519	Prbh.g_01594
OG0000343	Prbj.g_01576	Prbh.g_01593
OG0000344	Prbj.g_01579	Prbh.g_01590
OG0000345	Prbj.g_01594	Prbh.g_01584
OG0000346	Prbj.g_01599	Prbh.g_01580
OG0000347	Prbj.g_01280	Prbh.g_01563
OG0000348	Prbj.g_01243	Prbh.g_01555
OG0000349	Prbj.g_01219	Prbh.g_01537
OG0000350	Prbj.g_01999	Prbh.g_01516
OG0000351	Prbj.g_02047	Prbh.g_01497
OG0000352	Prbj.g_02048	Prbh.g_01496
OG0000353	Prbj.g_02072	Prbh.g_01477
OG0000355	Prbj.g_02074	Prbh.g_01475
OG0000356	Prbj.g_02075	Prbh.g_01474
OG0000357	Prbj.g_02076	Prbh.g_01473
OG0000358	Prbj.g_02080	Prbh.g_01469
OG0000359	Prbj.g_02082	Prbh.g_01468
OG0000360	Prbj.g_02083	Prbh.g_01467
OG0000361	Prbj.g_02084	Prbh.g_01466
OG0000362	Prbj.g_02086	Prbh.g_01952
OG0000363	Prbj.g_01182	Prbh.g_00766
OG0000364	Prbj.g_01183	Prbh.g_00765
OG0000365	Prbj.g_01192	Prbh.g_00760
OG0000366	Prbj.g_01193	Prbh.g_00759
OG0000367	Prbj.g_01194	Prbh.g_00758
OG0000368	Prbj.g_01196	Prbh.g_00756
OG0000369	Prbj.g_01197	Prbh.g_00755
OG0000370	Prbj.g_01198	Prbh.g_00754
OG0000371	Prbj.g_01207	Prbh.g_00748
OG0000372	Prbj.g_01212	Prbh.g_00746
OG0000373	Prbj.g_01213	Prbh.g_00745
OG0000374	Prbj.g_01214	Prbh.g_00744
OG0000375	Prbj.g_01215	Prbh.g_00743
OG0000376	Prbj.g_01217	Prbh.g_00741
OG0000377	Prbj.g_01950	Prbh.g_00737
OG0000378	Prbj.g_01936	Prbh.g_00733
OG0000379	Prbj.g_01920	Prbh.g_00730
OG0000380	Prbj.g_00561	Prbh.g_00717
OG0000381	Prbj.g_00565	Prbh.g_00712
OG0000382	Prbj.g_00580	Prbh.g_00702
OG0000383	Prbj.g_00582	Prbh.g_00700
OG0000384	Prbj.g_00583	Prbh.g_00699
OG0000385	Prbj.g_00584	Prbh.g_00698
OG0000386	Prbj.g_00585	Prbh.g_00697
OG0000387	Prbj.g_00611	Prbh.g_00684
OG0000388	Prbj.g_00615	Prbh.g_00680
OG0000389	Prbj.g_00619	Prbh.g_00677
OG0000390	Prbj.g_01551	Prbh.g_00668
OG0000391	Prbj.g_01556	Prbh.g_00665
OG0000392	Prbj.g_01562	Prbh.g_00661
OG0000393	Prbj.g_01567	Prbh.g_00658
OG0000394	Prbj.g_01568	Prbh.g_00657
OG0000395	Prbj.g_01569	Prbh.g_00656
OG0000396	Prbj.g_01530	Prbh.g_00654
OG0000397	Prbj.g_01532	Prbh.g_00652
OG0000398	Prbj.g_01537	Prbh.g_00649
OG0000399	Prbj.g_01538	Prbh.g_00648
OG0000400	Prbj.g_01539	Prbh.g_00647
OG0000401	Prbj.g_01540	Prbh.g_00646
OG0000402	Prbj.g_01542	Prbh.g_01144
OG0000403	Prbj.g_01543	Prbh.g_00644
OG0000404	Prbj.g_01545	Prbh.g_00643
OG0000405	Prbj.g_00545	Prbh.g_00639
OG0000406	Prbj.g_00541	Prbh.g_00635
OG0000407	Prbj.g_00540	Prbh.g_00634
OG0000408	Prbj.g_00538	Prbh.g_00632
OG0000409	Prbj.g_00536	Prbh.g_00630
OG0000410	Prbj.g_00535	Prbh.g_00629
OG0000411	Prbj.g_00534	Prbh.g_00628
OG0000412	Prbj.g_00533	Prbh.g_00627
OG0000413	Prbj.g_00531	Prbh.g_00626
OG0000414	Prbj.g_00530	Prbh.g_00625
OG0000415	Prbj.g_00529	Prbh.g_00624
OG0000416	Prbj.g_00528	Prbh.g_00623
OG0000417	Prbj.g_00527	Prbh.g_00622
OG0000418	Prbj.g_00522	Prbh.g_00617
OG0000419	Prbj.g_00520	Prbh.g_00615
OG0000420	Prbj.g_00519	Prbh.g_00614
OG0000421	Prbj.g_00515	Prbh.g_00610
OG0000422	Prbj.g_00514	Prbh.g_00609
OG0000423	Prbj.g_00513	Prbh.g_00608
OG0000424	Prbj.g_00512	Prbh.g_00607
OG0000425	Prbj.g_00511	Prbh.g_00606
OG0000426	Prbj.g_00510	Prbh.g_00605
OG0000427	Prbj.g_00509	Prbh.g_00604
OG0000428	Prbj.g_02369	Prbh.g_00602
OG0000429	Prbj.g_01135	Prbh.g_00601
OG0000430	Prbj.g_01137	Prbh.g_00600
OG0000431	Prbj.g_01141	Prbh.g_00598
OG0000432	Prbj.g_01148	Prbh.g_00594
OG0000433	Prbj.g_01151	Prbh.g_00593
OG0000434	Prbj.g_01152	Prbh.g_00592
OG0000435	Prbj.g_01155	Prbh.g_00591
OG0000436	Prbj.g_01161	Prbh.g_00586
OG0000437	Prbj.g_01162	Prbh.g_00585
OG0000438	Prbj.g_01163	Prbh.g_00584
OG0000439	Prbj.g_01165	Prbh.g_00582
OG0000440	Prbj.g_01166	Prbh.g_00581
OG0000441	Prbj.g_01173	Prbh.g_00578
OG0000442	Prbj.g_01174	Prbh.g_00577
OG0000443	Prbj.g_00289	Prbh.g_00576
OG0000444	Prbj.g_00237	Prbh.g_00571
OG0000445	Prbj.g_00238	Prbh.g_00570
OG0000446	Prbj.g_00240	Prbh.g_00569
OG0000447	Prbj.g_00250	Prbh.g_00568
OG0000448	Prbj.g_00251	Prbh.g_00567
OG0000449	Prbj.g_00252	Prbh.g_00566
OG0000450	Prbj.g_00258	Prbh.g_00565
OG0000451	Prbj.g_00259	Prbh.g_00564
OG0000452	Prbj.g_00264	Prbh.g_00561
OG0000453	Prbj.g_00265	Prbh.g_00560
OG0000454	Prbj.g_00266	Prbh.g_00559
OG0000455	Prbj.g_00267	Prbh.g_00558
OG0000456	Prbj.g_00268	Prbh.g_00557
OG0000457	Prbj.g_00270	Prbh.g_00555
OG0000458	Prbj.g_00271	Prbh.g_00554
OG0000459	Prbj.g_00272	Prbh.g_00553
OG0000460	Prbj.g_00176	Prbh.g_00545
OG0000461	Prbj.g_02661	Prbh.g_00537
OG0000462	Prbj.g_01341	Prbh.g_00535
OG0000463	Prbj.g_01342	Prbh.g_00534
OG0000464	Prbj.g_01343	Prbh.g_00533
OG0000465	Prbj.g_01345	Prbh.g_00532
OG0000466	Prbj.g_01350	Prbh.g_00529
OG0000467	Prbj.g_01352	Prbh.g_00528
OG0000468	Prbj.g_01359	Prbh.g_00525
OG0000469	Prbj.g_01372	Prbh.g_00517
OG0000470	Prbj.g_01385	Prbh.g_00515
OG0000471	Prbj.g_01386	Prbh.g_00514
OG0000472	Prbj.g_01388	Prbh.g_00513
OG0000473	Prbj.g_01390	Prbh.g_00511
OG0000474	Prbj.g_01391	Prbh.g_00510
OG0000475	Prbj.g_01392	Prbh.g_00509
OG0000476	Prbj.g_01394	Prbh.g_00507
OG0000477	Prbj.g_01399	Prbh.g_00504
OG0000478	Prbj.g_01400	Prbh.g_00503
OG0000479	Prbj.g_01401	Prbh.g_00502
OG0000480	Prbj.g_01408	Prbh.g_00497
OG0000481	Prbj.g_01410	Prbh.g_00494
OG0000482	Prbj.g_01411	Prbh.g_00493
OG0000483	Prbj.g_01415	Prbh.g_00490
OG0000484	Prbj.g_01416	Prbh.g_00489
OG0000485	Prbj.g_01417	Prbh.g_00487
OG0000486	Prbj.g_01418	Prbh.g_00486
OG0000487	Prbj.g_01423	Prbh.g_00483
OG0000488	Prbj.g_01427	Prbh.g_00480
OG0000489	Prbj.g_01438	Prbh.g_00475
OG0000490	Prbj.g_01444	Prbh.g_00471
OG0000491	Prbj.g_01445	Prbh.g_00470
OG0000492	Prbj.g_01448	Prbh.g_00468
OG0000493	Prbj.g_01449	Prbh.g_00467
OG0000494	Prbj.g_01450	Prbh.g_00466
OG0000495	Prbj.g_01451	Prbh.g_00465
OG0000496	Prbj.g_01452	Prbh.g_00464
OG0000497	Prbj.g_01453	Prbh.g_00463
OG0000498	Prbj.g_01454	Prbh.g_00462
OG0000499	Prbj.g_01455	Prbh.g_00461
OG0000500	Prbj.g_01456	Prbh.g_00460
OG0000501	Prbj.g_01459	Prbh.g_00458
OG0000502	Prbj.g_01471	Prbh.g_00455
OG0000503	Prbj.g_00341	Prbh.g_00439
OG0000504	Prbj.g_00339	Prbh.g_00437
OG0000505	Prbj.g_00338	Prbh.g_00436
OG0000506	Prbj.g_00336	Prbh.g_00435
OG0000507	Prbj.g_00331	Prbh.g_00431
OG0000508	Prbj.g_00324	Prbh.g_00427
OG0000509	Prbj.g_00322	Prbh.g_00425
OG0000510	Prbj.g_00321	Prbh.g_00424
OG0000511	Prbj.g_00320	Prbh.g_00423
OG0000512	Prbj.g_00318	Prbh.g_00421
OG0000513	Prbj.g_00068	Prbh.g_00412
OG0000514	Prbj.g_00076	Prbh.g_00401
OG0000515	Prbj.g_00077	Prbh.g_00400
OG0000516	Prbj.g_00089	Prbh.g_00399
OG0000517	Prbj.g_00099	Prbh.g_00397
OG0000518	Prbj.g_00111	Prbh.g_00386
OG0000519	Prbj.g_00112	Prbh.g_00385
OG0000520	Prbj.g_00113	Prbh.g_00384
OG0000521	Prbj.g_01894	Prbh.g_00374
OG0000522	Prbj.g_01892	Prbh.g_00372
OG0000523	Prbj.g_01891	Prbh.g_00371
OG0000524	Prbj.g_00152	Prbh.g_00367
OG0000525	Prbj.g_00136	Prbh.g_00363
OG0000526	Prbj.g_00134	Prbh.g_00361
OG0000527	Prbj.g_00130	Prbh.g_00358
OG0000528	Prbj.g_01635	Prbh.g_00353
OG0000529	Prbj.g_01629	Prbh.g_00350
OG0000530	Prbj.g_01626	Prbh.g_00347
OG0000531	Prbj.g_01625	Prbh.g_00346
OG0000532	Prbj.g_01622	Prbh.g_00344
OG0000533	Prbj.g_01620	Prbh.g_00343
OG0000534	Prbj.g_01619	Prbh.g_00342
OG0000535	Prbj.g_01618	Prbh.g_00341
OG0000536	Prbj.g_01617	Prbh.g_00340
OG0000537	Prbj.g_01616	Prbh.g_00339
