Orthogroup	Prbj	Syao
OG0000068	Prbj.g_01639	Syao.g_00868, Syao.g_00036
OG0000070	Prbj.g_00118	Syao.g_00330
OG0000071	Prbj.g_01728	Syao.g_01433
OG0000072	Prbj.g_00516	Syao.g_02509, Syao.g_01749
OG0000073	Prbj.g_01608	Syao.g_00103
OG0000075	Prbj.g_01502	Syao.g_02257
OG0000076	Prbj.g_01598	Syao.g_01949
OG0000077	Prbj.g_01900	Syao.g_02629
OG0000078	Prbj.g_02614	Syao.g_01709
OG0000079	Prbj.g_01353	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105
OG0000082	Prbj.g_01789	Syao.g_01035
OG0000084	Prbj.g_01052	Syao.g_01509, Syao.g_02606
OG0000085	Prbj.g_00869	Syao.g_01569
OG0000086	Prbj.g_00589	Syao.g_02653, Syao.g_01240
OG0000087	Prbj.g_01547	Syao.g_02555
OG0000088	Prbj.g_00912	Syao.g_02503
OG0000089	Prbj.g_00064	Syao.g_01716
OG0000090	Prbj.g_02127	Syao.g_01412
OG0000091	Prbj.g_02581	Syao.g_00902
OG0000093	Prbj.g_02388	Syao.g_00739
OG0000094	Prbj.g_01985	Syao.g_00458
OG0000095	Prbj.g_01838	Syao.g_00331
OG0000098	Prbj.g_00669	Syao.g_01374
OG0000099	Prbj.g_01464	Syao.g_02019
OG0000100	Prbj.g_00185, Prbj.g_02442	Syao.g_00787
OG0000101	Prbj.g_00415	Syao.g_01840
OG0000102	Prbj.g_01819	Syao.g_01945
OG0000103	Prbj.g_02055	Syao.g_02340
OG0000104	Prbj.g_02069	Syao.g_02157
OG0000105	Prbj.g_01397	Syao.g_02071, Syao.g_02072
OG0000106	Prbj.g_00875	Syao.g_01385
OG0000107	Prbj.g_02659	Syao.g_01935
OG0000108	Prbj.g_01630	Syao.g_00028
OG0000109	Prbj.g_01614	Syao.g_00110
OG0000110	Prbj.g_01801	Syao.g_01051
OG0000111	Prbj.g_00759	Syao.g_00378
OG0000112	Prbj.g_02276	Syao.g_00683, Syao.g_00303
OG0000113	Prbj.g_02437	Syao.g_00782
OG0000114	Prbj.g_02340	Syao.g_00965
OG0000115	Prbj.g_00634	Syao.g_01464, Syao.g_00065
OG0000116	Prbj.g_00956	Syao.g_00137
OG0000117	Prbj.g_01915	Syao.g_00169
OG0000118	Prbj.g_01742	Syao.g_01475
OG0000120	Prbj.g_01465	Syao.g_02009
OG0000121	Prbj.g_01064, Prbj.g_01058	Syao.g_01489
OG0000122	Prbj.g_02627	Syao.g_01247
OG0000123	Prbj.g_00406	Syao.g_01832
OG0000124	Prbj.g_01281	Syao.g_02179
OG0000125	Prbj.g_01963	Syao.g_02444
OG0000126	Prbj.g_02067	Syao.g_02198
OG0000127	Prbj.g_00210	Syao.g_01312
OG0000128	Prbj.g_02085	Syao.g_02149
OG0000129	Prbj.g_01951	Syao.g_02434
OG0000130	Prbj.g_00564	Syao.g_02617
OG0000131	Prbj.g_00543	Syao.g_02480
OG0000132	Prbj.g_00523	Syao.g_02501
OG0000133	Prbj.g_01460	Syao.g_00678
OG0000134	Prbj.g_00067	Syao.g_01719
OG0000135	Prbj.g_02004	Syao.g_00147
OG0000136	Prbj.g_00105	Syao.g_01614, Syao.g_01613
OG0000137	Prbj.g_00128	Syao.g_02682
OG0000138	Prbj.g_01613	Syao.g_00108
OG0000139	Prbj.g_02133	Syao.g_01418, Syao.g_02005
OG0000140	Prbj.g_02139	Syao.g_01373, Syao.g_01372
OG0000141	Prbj.g_01757	Syao.g_01202
OG0000142	Prbj.g_02573	Syao.g_00894
OG0000143	Prbj.g_02577	Syao.g_00898
OG0000145	Prbj.g_01607	Syao.g_00102
OG0000146	Prbj.g_02277	Syao.g_00684, Syao.g_00304
OG0000147	Prbj.g_02278	Syao.g_00305, Syao.g_00685
OG0000148	Prbj.g_02431	Syao.g_00776
OG0000149	Prbj.g_02488	Syao.g_00534
OG0000150	Prbj.g_02511	Syao.g_01203
OG0000151	Prbj.g_02361	Syao.g_00975
OG0000152	Prbj.g_02268	Syao.g_00674
OG0000153	Prbj.g_02241	Syao.g_00818, Syao.g_01176
OG0000154	Prbj.g_02213	Syao.g_00447
OG0000155	Prbj.g_00312	Syao.g_00178
OG0000156	Prbj.g_00163	Syao.g_00151
OG0000157	Prbj.g_00162	Syao.g_00152
OG0000158	Prbj.g_01514	Syao.g_01141, Syao.g_02267
OG0000160	Prbj.g_01057	Syao.g_01488
OG0000161	Prbj.g_01071	Syao.g_01494
OG0000162	Prbj.g_01077	Syao.g_01515
OG0000163	Prbj.g_01688	Syao.g_01745
OG0000164	Prbj.g_00476	Syao.g_01663
OG0000165	Prbj.g_00467	Syao.g_01655
OG0000166	Prbj.g_01019	Syao.g_01790
OG0000167	Prbj.g_01500	Syao.g_01960
OG0000168	Prbj.g_01515	Syao.g_02128
OG0000169	Prbj.g_01581	Syao.g_02139
OG0000170	Prbj.g_01593	Syao.g_02148
OG0000171	Prbj.g_01282	Syao.g_02181
OG0000172	Prbj.g_01248	Syao.g_02170
OG0000173	Prbj.g_01227	Syao.g_02212
OG0000174	Prbj.g_02006	Syao.g_02364, Syao.g_02355
OG0000175	Prbj.g_02044	Syao.g_02327, Syao.g_00308
OG0000176	Prbj.g_02077	Syao.g_02165
OG0000177	Prbj.g_02078	Syao.g_02156
OG0000178	Prbj.g_02079	Syao.g_02155
OG0000179	Prbj.g_01188	Syao.g_02250
OG0000180	Prbj.g_01189	Syao.g_02249
OG0000181	Prbj.g_01190	Syao.g_02248
OG0000182	Prbj.g_01191	Syao.g_02247
OG0000183	Prbj.g_01195	Syao.g_02243
OG0000184	Prbj.g_01943	Syao.g_02423
OG0000185	Prbj.g_01921	Syao.g_02410
OG0000186	Prbj.g_00558	Syao.g_02613
OG0000187	Prbj.g_00560	Syao.g_02615
OG0000188	Prbj.g_00581	Syao.g_02637
OG0000189	Prbj.g_00607	Syao.g_02672
OG0000190	Prbj.g_00609	Syao.g_01015
OG0000191	Prbj.g_01557	Syao.g_02573
OG0000192	Prbj.g_01566	Syao.g_02579
OG0000193	Prbj.g_00542	Syao.g_02481
OG0000194	Prbj.g_00539	Syao.g_02484
OG0000195	Prbj.g_00537	Syao.g_02486
OG0000196	Prbj.g_00526	Syao.g_02498
OG0000197	Prbj.g_00525	Syao.g_02499
OG0000198	Prbj.g_00524	Syao.g_02500
OG0000199	Prbj.g_00517	Syao.g_02508
OG0000200	Prbj.g_01138	Syao.g_02524
OG0000201	Prbj.g_01157	Syao.g_02540
OG0000202	Prbj.g_01158	Syao.g_02454
OG0000203	Prbj.g_01159	Syao.g_02455
OG0000204	Prbj.g_01160	Syao.g_02456
OG0000205	Prbj.g_01167	Syao.g_02464
OG0000206	Prbj.g_00288	Syao.g_02469
OG0000207	Prbj.g_00234	Syao.g_02471
OG0000208	Prbj.g_00235	Syao.g_02472
OG0000209	Prbj.g_00262	Syao.g_02394
OG0000210	Prbj.g_00263	Syao.g_02395
OG0000211	Prbj.g_00177	Syao.g_01700
OG0000212	Prbj.g_02615	Syao.g_01710
OG0000213	Prbj.g_01362	Syao.g_02098
OG0000214	Prbj.g_01389	Syao.g_02081
OG0000215	Prbj.g_01419	Syao.g_02050
OG0000216	Prbj.g_01422	Syao.g_02045
OG0000217	Prbj.g_01426	Syao.g_02041
OG0000218	Prbj.g_01430	Syao.g_02039
OG0000219	Prbj.g_01431	Syao.g_02038
OG0000220	Prbj.g_01432	Syao.g_02037
OG0000221	Prbj.g_01437	Syao.g_02034
OG0000222	Prbj.g_01446	Syao.g_02023
OG0000223	Prbj.g_01469	Syao.g_00291
OG0000224	Prbj.g_01480	Syao.g_01973
OG0000225	Prbj.g_00323	Syao.g_01751
OG0000226	Prbj.g_00319	Syao.g_01758
OG0000227	Prbj.g_00317	Syao.g_01760
OG0000228	Prbj.g_00063	Syao.g_01715
OG0000229	Prbj.g_00100	Syao.g_01736
OG0000230	Prbj.g_00102	Syao.g_01738
OG0000231	Prbj.g_00117	Syao.g_01513
OG0000232	Prbj.g_01888	Syao.g_00057
OG0000233	Prbj.g_00148	Syao.g_02698
OG0000234	Prbj.g_00127	Syao.g_02680
OG0000235	Prbj.g_01631	Syao.g_00029
OG0000236	Prbj.g_01615	Syao.g_00111
OG0000237	Prbj.g_02094	Syao.g_00166
OG0000238	Prbj.g_02098	Syao.g_00161
OG0000239	Prbj.g_02114	Syao.g_01398
OG0000240	Prbj.g_02115	Syao.g_01399
OG0000241	Prbj.g_01116	Syao.g_00887
OG0000242	Prbj.g_02125	Syao.g_01410
OG0000243	Prbj.g_02668	Syao.g_00873
OG0000244	Prbj.g_01859	Syao.g_00865
OG0000245	Prbj.g_01862	Syao.g_00863
OG0000246	Prbj.g_01866	Syao.g_00859
OG0000247	Prbj.g_01877	Syao.g_00847
OG0000248	Prbj.g_01880	Syao.g_00844
OG0000249	Prbj.g_01882	Syao.g_00842
OG0000250	Prbj.g_01805	Syao.g_00835
OG0000251	Prbj.g_01781	Syao.g_01026
OG0000252	Prbj.g_01778	Syao.g_01020
OG0000253	Prbj.g_01772	Syao.g_01003
OG0000254	Prbj.g_01753	Syao.g_01053
OG0000255	Prbj.g_02546	Syao.g_01009
OG0000256	Prbj.g_02560	Syao.g_01328
OG0000257	Prbj.g_02566	Syao.g_00884
OG0000258	Prbj.g_02589	Syao.g_00907
OG0000259	Prbj.g_00812	Syao.g_00933, Syao.g_00932
OG0000260	Prbj.g_00816	Syao.g_00936
OG0000261	Prbj.g_00819	Syao.g_00941
OG0000262	Prbj.g_00824	Syao.g_00946
OG0000263	Prbj.g_00248	Syao.g_00247
OG0000264	Prbj.g_00933	Syao.g_00699
OG0000265	Prbj.g_02178	Syao.g_00049
OG0000266	Prbj.g_02189	Syao.g_00480
OG0000267	Prbj.g_02315	Syao.g_00589
OG0000268	Prbj.g_02314	Syao.g_00588
OG0000269	Prbj.g_02407	Syao.g_00751
OG0000270	Prbj.g_02410	Syao.g_00754
OG0000271	Prbj.g_02418	Syao.g_00762
OG0000272	Prbj.g_02419	Syao.g_00763
OG0000274	Prbj.g_02471	Syao.g_00792
OG0000275	Prbj.g_02474	Syao.g_00438
OG0000276	Prbj.g_02480	Syao.g_00558
OG0000277	Prbj.g_02481	Syao.g_00557
OG0000278	Prbj.g_02484	Syao.g_00554
OG0000279	Prbj.g_02492	Syao.g_00529
OG0000280	Prbj.g_02498	Syao.g_00608
OG0000281	Prbj.g_02512	Syao.g_01377
OG0000282	Prbj.g_02342	Syao.g_00967
OG0000283	Prbj.g_02303	Syao.g_00640
OG0000284	Prbj.g_02297	Syao.g_00634
OG0000285	Prbj.g_00694	Syao.g_00706
OG0000286	Prbj.g_02269	Syao.g_00675
OG0000287	Prbj.g_00722	Syao.g_00825
OG0000288	Prbj.g_02214	Syao.g_00446
OG0000289	Prbj.g_02201	Syao.g_00461
OG0000290	Prbj.g_01841	Syao.g_00428
OG0000291	Prbj.g_01839	Syao.g_00333
OG0000292	Prbj.g_02066	Syao.g_02196
OG0000293	Prbj.g_00958	Syao.g_00136
OG0000294	Prbj.g_00959	Syao.g_00135
OG0000295	Prbj.g_00304	Syao.g_00186
OG0000296	Prbj.g_00306, Prbj.g_00307	Syao.g_00184
OG0000297	Prbj.g_01913	Syao.g_00171
OG0000298	Prbj.g_01914	Syao.g_00170
OG0000299	Prbj.g_01903	Syao.g_00231
OG0000300	Prbj.g_02155	Syao.g_00274
OG0000301	Prbj.g_02156	Syao.g_00272, Syao.g_00273
OG0000302	Prbj.g_02159	Syao.g_00271
OG0000303	Prbj.g_00314	Syao.g_00262
OG0000304	Prbj.g_00020	Syao.g_00256
OG0000305	Prbj.g_01837	Syao.g_00388
OG0000306	Prbj.g_02521	Syao.g_01216
OG0000307	Prbj.g_01647	Syao.g_00045
OG0000308	Prbj.g_01649	Syao.g_00047
OG0000309	Prbj.g_01653	Syao.g_02705
OG0000310	Prbj.g_01294	Syao.g_01530
OG0000311	Prbj.g_01040	Syao.g_01533
OG0000312	Prbj.g_01044	Syao.g_01538
OG0000313	Prbj.g_01068	Syao.g_01491
OG0000314	Prbj.g_00646	Syao.g_00078
OG0000315	Prbj.g_00656	Syao.g_00088
OG0000316	Prbj.g_01699	Syao.g_01602
OG0000317	Prbj.g_00863	Syao.g_01560
OG0000318	Prbj.g_00856	Syao.g_01553
OG0000319	Prbj.g_00487	Syao.g_01678
OG0000320	Prbj.g_00485	Syao.g_01676
OG0000321	Prbj.g_00484	Syao.g_01675
OG0000322	Prbj.g_00483	Syao.g_01674
OG0000323	Prbj.g_00472	Syao.g_01661
OG0000324	Prbj.g_00443	Syao.g_01630
OG0000325	Prbj.g_02657	Syao.g_01936
OG0000326	Prbj.g_02649	Syao.g_01918
OG0000327	Prbj.g_01024	Syao.g_01795
OG0000328	Prbj.g_01023	Syao.g_01794
OG0000329	Prbj.g_01006	Syao.g_01776
OG0000330	Prbj.g_01005	Syao.g_01775
OG0000331	Prbj.g_01004	Syao.g_01774
OG0000332	Prbj.g_00989	Syao.g_01813
OG0000333	Prbj.g_00987	Syao.g_01810
OG0000334	Prbj.g_00410	Syao.g_01836
OG0000335	Prbj.g_00405	Syao.g_01831
OG0000336	Prbj.g_00401	Syao.g_01827
OG0000337	Prbj.g_01494	Syao.g_01968
OG0000338	Prbj.g_01498	Syao.g_01962
OG0000339	Prbj.g_01504	Syao.g_02259
OG0000340	Prbj.g_01516	Syao.g_02129
OG0000341	Prbj.g_01518	Syao.g_02131
OG0000342	Prbj.g_01519	Syao.g_02132
OG0000343	Prbj.g_01576	Syao.g_02133
OG0000344	Prbj.g_01579	Syao.g_02137
OG0000345	Prbj.g_01594	Syao.g_01953
OG0000346	Prbj.g_01599	Syao.g_01948
OG0000347	Prbj.g_01280	Syao.g_02178
OG0000348	Prbj.g_01243	Syao.g_02166
OG0000349	Prbj.g_01219	Syao.g_02219
OG0000350	Prbj.g_01999	Syao.g_01925
OG0000351	Prbj.g_02047	Syao.g_02331
OG0000352	Prbj.g_02048	Syao.g_02332
OG0000353	Prbj.g_02072	Syao.g_02160
OG0000354	Prbj.g_02104	Syao.g_00154, Syao.g_00155
OG0000354	Prbj.g_01186	Syao.g_02252
OG0000355	Prbj.g_02074	Syao.g_02162
OG0000356	Prbj.g_02075	Syao.g_02163
OG0000357	Prbj.g_02076	Syao.g_02164
OG0000358	Prbj.g_02080	Syao.g_02154
OG0000359	Prbj.g_02082	Syao.g_02152
OG0000360	Prbj.g_02083	Syao.g_02151
OG0000361	Prbj.g_02084	Syao.g_02150
OG0000362	Prbj.g_02086	Syao.g_01954
OG0000363	Prbj.g_01182	Syao.g_02255
OG0000364	Prbj.g_01183	Syao.g_01558
OG0000365	Prbj.g_01192	Syao.g_02246
OG0000366	Prbj.g_01193	Syao.g_02245
OG0000367	Prbj.g_01194	Syao.g_02244
OG0000368	Prbj.g_01196	Syao.g_02242
OG0000369	Prbj.g_01197	Syao.g_02241
OG0000370	Prbj.g_01198	Syao.g_02240
OG0000371	Prbj.g_01207	Syao.g_02231
OG0000372	Prbj.g_01212	Syao.g_02226
OG0000373	Prbj.g_01213	Syao.g_02225
OG0000374	Prbj.g_01214	Syao.g_02224
OG0000375	Prbj.g_01215	Syao.g_02223
OG0000376	Prbj.g_01217	Syao.g_02221
OG0000377	Prbj.g_01950	Syao.g_02429
OG0000378	Prbj.g_01936	Syao.g_02414
OG0000379	Prbj.g_01920	Syao.g_02409
OG0000380	Prbj.g_00561	Syao.g_02616
OG0000381	Prbj.g_00565	Syao.g_02618
OG0000382	Prbj.g_00580	Syao.g_02636
OG0000383	Prbj.g_00582	Syao.g_02643
OG0000384	Prbj.g_00583	Syao.g_02644
OG0000385	Prbj.g_00584	Syao.g_02645
OG0000386	Prbj.g_00585	Syao.g_02646
OG0000387	Prbj.g_00611	Syao.g_01019
OG0000388	Prbj.g_00615	Syao.g_02596
OG0000389	Prbj.g_00619	Syao.g_02599
OG0000390	Prbj.g_01551	Syao.g_02567
OG0000391	Prbj.g_01556	Syao.g_02572
OG0000392	Prbj.g_01562	Syao.g_02578
OG0000393	Prbj.g_01567	Syao.g_02581
OG0000394	Prbj.g_01568	Syao.g_02582
OG0000395	Prbj.g_01569	Syao.g_02583
OG0000396	Prbj.g_01530	Syao.g_02586
OG0000397	Prbj.g_01532	Syao.g_02542
OG0000398	Prbj.g_01537	Syao.g_02547
OG0000399	Prbj.g_01538	Syao.g_02548
OG0000400	Prbj.g_01539	Syao.g_02549
OG0000401	Prbj.g_01540	Syao.g_02550
OG0000402	Prbj.g_01542	Syao.g_02552
OG0000403	Prbj.g_01543	Syao.g_02553
OG0000404	Prbj.g_01545	Syao.g_02554
OG0000405	Prbj.g_00545	Syao.g_02478
OG0000406	Prbj.g_00541	Syao.g_02482
OG0000407	Prbj.g_00540	Syao.g_02483
OG0000408	Prbj.g_00538	Syao.g_02485
OG0000409	Prbj.g_00536	Syao.g_02487
OG0000410	Prbj.g_00535	Syao.g_02488
OG0000411	Prbj.g_00534	Syao.g_02489
OG0000412	Prbj.g_00533	Syao.g_02490
OG0000413	Prbj.g_00531	Syao.g_02492
OG0000414	Prbj.g_00530	Syao.g_02493
OG0000415	Prbj.g_00529	Syao.g_02494
OG0000416	Prbj.g_00528	Syao.g_02495
OG0000417	Prbj.g_00527	Syao.g_02497
OG0000418	Prbj.g_00522	Syao.g_02502
OG0000419	Prbj.g_00520	Syao.g_02504
OG0000420	Prbj.g_00519	Syao.g_02506
OG0000421	Prbj.g_00515	Syao.g_02510
OG0000422	Prbj.g_00514	Syao.g_02511
OG0000423	Prbj.g_00513	Syao.g_02512
OG0000424	Prbj.g_00512	Syao.g_02513
OG0000425	Prbj.g_00511	Syao.g_02514
OG0000426	Prbj.g_00510	Syao.g_02515
OG0000427	Prbj.g_00509	Syao.g_02516
OG0000428	Prbj.g_02369	Syao.g_02519
OG0000429	Prbj.g_01135	Syao.g_02522
OG0000430	Prbj.g_01137	Syao.g_02523
OG0000431	Prbj.g_01141	Syao.g_02526
OG0000432	Prbj.g_01148	Syao.g_02532
OG0000433	Prbj.g_01151	Syao.g_02534
OG0000434	Prbj.g_01152	Syao.g_02535
OG0000435	Prbj.g_01155	Syao.g_02538
OG0000436	Prbj.g_01161	Syao.g_02458
OG0000437	Prbj.g_01162	Syao.g_02459
OG0000438	Prbj.g_01163	Syao.g_02460
OG0000439	Prbj.g_01165	Syao.g_02462
OG0000440	Prbj.g_01166	Syao.g_02463
OG0000441	Prbj.g_01173	Syao.g_02466
OG0000442	Prbj.g_01174	Syao.g_02467
OG0000443	Prbj.g_00289	Syao.g_02468
OG0000444	Prbj.g_00237	Syao.g_02473
OG0000445	Prbj.g_00238	Syao.g_02474
OG0000446	Prbj.g_00240	Syao.g_02476
OG0000447	Prbj.g_00250	Syao.g_02383
OG0000448	Prbj.g_00251	Syao.g_02384
OG0000449	Prbj.g_00252	Syao.g_02385
OG0000450	Prbj.g_00258	Syao.g_02391
OG0000451	Prbj.g_00259	Syao.g_02392
OG0000452	Prbj.g_00264	Syao.g_02396
OG0000453	Prbj.g_00265	Syao.g_02397
OG0000454	Prbj.g_00266	Syao.g_02398
OG0000455	Prbj.g_00267	Syao.g_02399
OG0000456	Prbj.g_00268	Syao.g_02400
OG0000457	Prbj.g_00270	Syao.g_02402
OG0000458	Prbj.g_00271	Syao.g_02403
OG0000459	Prbj.g_00272	Syao.g_02404
OG0000460	Prbj.g_00176	Syao.g_01702
OG0000461	Prbj.g_02661	Syao.g_02119
OG0000462	Prbj.g_01341	Syao.g_02116
OG0000463	Prbj.g_01342	Syao.g_02115
OG0000464	Prbj.g_01343	Syao.g_02114
OG0000465	Prbj.g_01345	Syao.g_02112
OG0000466	Prbj.g_01350	Syao.g_02107
OG0000467	Prbj.g_01352	Syao.g_02106
OG0000468	Prbj.g_01359	Syao.g_02102
OG0000469	Prbj.g_01372	Syao.g_02087
OG0000470	Prbj.g_01385	Syao.g_02085
OG0000471	Prbj.g_01386	Syao.g_02084
OG0000472	Prbj.g_01388	Syao.g_02082
OG0000473	Prbj.g_01390	Syao.g_02080
OG0000474	Prbj.g_01391	Syao.g_02079
OG0000475	Prbj.g_01392	Syao.g_02078
OG0000476	Prbj.g_01394	Syao.g_02076
OG0000477	Prbj.g_01399	Syao.g_02069
OG0000478	Prbj.g_01400	Syao.g_02068
OG0000479	Prbj.g_01401	Syao.g_02067
OG0000480	Prbj.g_01408	Syao.g_02060
OG0000481	Prbj.g_01410	Syao.g_01012
OG0000482	Prbj.g_01411	Syao.g_02058
OG0000483	Prbj.g_01415	Syao.g_02054
OG0000484	Prbj.g_01416	Syao.g_02053
OG0000485	Prbj.g_01417	Syao.g_02052
OG0000486	Prbj.g_01418	Syao.g_02051
OG0000487	Prbj.g_01423	Syao.g_02044
OG0000488	Prbj.g_01427	Syao.g_02040
OG0000489	Prbj.g_01438	Syao.g_02033
OG0000490	Prbj.g_01444	Syao.g_02025
OG0000491	Prbj.g_01445	Syao.g_02024
OG0000492	Prbj.g_01448	Syao.g_02022
OG0000493	Prbj.g_01449	Syao.g_02021
OG0000494	Prbj.g_01450	Syao.g_02020
OG0000495	Prbj.g_01451	Syao.g_02018
OG0000496	Prbj.g_01452	Syao.g_02017
OG0000497	Prbj.g_01453	Syao.g_02016
OG0000498	Prbj.g_01454	Syao.g_02015
OG0000499	Prbj.g_01455	Syao.g_02014
OG0000500	Prbj.g_01456	Syao.g_02013
OG0000501	Prbj.g_01459	Syao.g_02010
OG0000502	Prbj.g_01471	Syao.g_01974
OG0000503	Prbj.g_00341	Syao.g_01877
OG0000504	Prbj.g_00339	Syao.g_01875
OG0000505	Prbj.g_00338	Syao.g_01874
OG0000506	Prbj.g_00336	Syao.g_01872
OG0000507	Prbj.g_00331	Syao.g_01866
OG0000508	Prbj.g_00324	Syao.g_01750
OG0000509	Prbj.g_00322	Syao.g_01755
OG0000510	Prbj.g_00321	Syao.g_01756
OG0000511	Prbj.g_00320	Syao.g_01757
OG0000512	Prbj.g_00318	Syao.g_01759
OG0000513	Prbj.g_00068	Syao.g_01720
OG0000514	Prbj.g_00076	Syao.g_01727
OG0000515	Prbj.g_00077	Syao.g_01728
OG0000516	Prbj.g_00089	Syao.g_01730
OG0000517	Prbj.g_00099	Syao.g_01735
OG0000518	Prbj.g_00111	Syao.g_01621
OG0000519	Prbj.g_00112	Syao.g_01622
OG0000520	Prbj.g_00113	Syao.g_01512
OG0000521	Prbj.g_01894	Syao.g_00061
OG0000522	Prbj.g_01892	Syao.g_00059
OG0000523	Prbj.g_01891	Syao.g_00058
OG0000524	Prbj.g_00152	Syao.g_02699
OG0000525	Prbj.g_00136	Syao.g_02691
OG0000526	Prbj.g_00134	Syao.g_02688
OG0000527	Prbj.g_00130	Syao.g_02684
OG0000528	Prbj.g_01635	Syao.g_00031
OG0000529	Prbj.g_01629	Syao.g_00027
OG0000530	Prbj.g_01626	Syao.g_00122
OG0000531	Prbj.g_01625	Syao.g_00121
OG0000532	Prbj.g_01622	Syao.g_00118
OG0000533	Prbj.g_01620	Syao.g_00116
OG0000534	Prbj.g_01619	Syao.g_00115
OG0000535	Prbj.g_01618	Syao.g_00114
OG0000536	Prbj.g_01617	Syao.g_00113
OG0000537	Prbj.g_01616	Syao.g_00112
OG0000538	Prbj.g_01605	Syao.g_00100
OG0000539	Prbj.g_02088	Syao.g_00099
OG0000540	Prbj.g_02089	Syao.g_00098
OG0000541	Prbj.g_02090	Syao.g_00097
OG0000542	Prbj.g_02093	Syao.g_00167
OG0000543	Prbj.g_02095	Syao.g_00165
OG0000544	Prbj.g_02096	Syao.g_00164
OG0000545	Prbj.g_02097	Syao.g_00162
OG0000546	Prbj.g_02099	Syao.g_00160
OG0000547	Prbj.g_02101	Syao.g_00158
OG0000548	Prbj.g_02102	Syao.g_00157
OG0000549	Prbj.g_02108	Syao.g_01391
OG0000550	Prbj.g_02113	Syao.g_01396
OG0000551	Prbj.g_02117	Syao.g_01401
OG0000552	Prbj.g_02118	Syao.g_01402
OG0000553	Prbj.g_02123	Syao.g_01404
OG0000554	Prbj.g_02128	Syao.g_01413
OG0000555	Prbj.g_02146	Syao.g_00875
OG0000556	Prbj.g_02666	Syao.g_00871
OG0000557	Prbj.g_01858	Syao.g_00866
OG0000558	Prbj.g_01861	Syao.g_00864
OG0000559	Prbj.g_01865	Syao.g_00860
OG0000560	Prbj.g_01868	Syao.g_00857
OG0000561	Prbj.g_01869	Syao.g_00856
OG0000562	Prbj.g_01870	Syao.g_00855
OG0000563	Prbj.g_01871	Syao.g_00854
