Orthogroup	Prbj	Prah
OG0000106	Prbj.g_00875	Prah.g_01660
OG0000107	Prbj.g_02659	Prah.g_02072
OG0000108	Prbj.g_01630	Prah.g_01566
OG0000109	Prbj.g_01614	Prah.g_01550
OG0000110	Prbj.g_01801	Prah.g_01439
OG0000111	Prbj.g_00759	Prah.g_01028
OG0000112	Prbj.g_02276	Prah.g_00788
OG0000113	Prbj.g_02437	Prah.g_00641
OG0000114	Prbj.g_02340	Prah.g_00733
OG0000115	Prbj.g_00634	Prah.g_00383
OG0000116	Prbj.g_00956	Prah.g_01337
OG0000117	Prbj.g_01915	Prah.g_01257
OG0000118	Prbj.g_01742	Prah.g_01378
OG0000119	Prbj.g_00740	Prah.g_01007
OG0000119	Prbj.g_00778	Prah.g_01048
OG0000120	Prbj.g_01465	Prah.g_02192
OG0000121	Prbj.g_01064, Prbj.g_01058	Prah.g_00406
OG0000122	Prbj.g_02627	Prah.g_01203
OG0000123	Prbj.g_00406	Prah.g_01987
OG0000124	Prbj.g_01281	Prah.g_00125
OG0000125	Prbj.g_01963	Prah.g_02498
OG0000126	Prbj.g_02067	Prah.g_02598
OG0000127	Prbj.g_00210	Prah.g_01083
OG0000128	Prbj.g_02085	Prah.g_00013
OG0000129	Prbj.g_01951	Prah.g_02486
OG0000130	Prbj.g_00564	Prah.g_01838
OG0000131	Prbj.g_00543	Prah.g_02282
OG0000132	Prbj.g_00523	Prah.g_02302
OG0000133	Prbj.g_01460	Prah.g_02187
OG0000134	Prbj.g_00067	Prah.g_00208
OG0000135	Prbj.g_02004	Prah.g_02538
OG0000136	Prbj.g_00105	Prah.g_00235
OG0000137	Prbj.g_00128	Prah.g_00312
OG0000138	Prbj.g_01613	Prah.g_01549
OG0000139	Prbj.g_02133	Prah.g_01495
OG0000140	Prbj.g_02139	Prah.g_01489
OG0000141	Prbj.g_01757	Prah.g_01393
OG0000142	Prbj.g_02573	Prah.g_00501
OG0000143	Prbj.g_02577	Prah.g_00497
OG0000144	Prbj.g_00793	Prah.g_00473
OG0000145	Prbj.g_01607	Prah.g_01543
OG0000146	Prbj.g_02277	Prah.g_00787
OG0000147	Prbj.g_02278	Prah.g_00786
OG0000148	Prbj.g_02431	Prah.g_00649
OG0000149	Prbj.g_02488	Prah.g_00591
OG0000150	Prbj.g_02511	Prah.g_00568
OG0000151	Prbj.g_02361	Prah.g_00718
OG0000152	Prbj.g_02268	Prah.g_00796
OG0000153	Prbj.g_02241	Prah.g_00826
OG0000154	Prbj.g_02213	Prah.g_00852
OG0000155	Prbj.g_00312	Prah.g_01291
OG0000156	Prbj.g_00163	Prah.g_01349
OG0000157	Prbj.g_00162	Prah.g_01350
OG0000158	Prbj.g_01514	Prah.g_02242
OG0000160	Prbj.g_01057	Prah.g_00407
OG0000161	Prbj.g_01071	Prah.g_00399
OG0000162	Prbj.g_01077	Prah.g_00391
OG0000163	Prbj.g_01688	Prah.g_01619
OG0000164	Prbj.g_00476	Prah.g_01705
OG0000165	Prbj.g_00467	Prah.g_01716
OG0000166	Prbj.g_01019	Prah.g_02033
OG0000167	Prbj.g_01500	Prah.g_02230
OG0000168	Prbj.g_01515	Prah.g_02243
OG0000169	Prbj.g_01581	Prah.g_00163
OG0000170	Prbj.g_01593	Prah.g_00155
OG0000171	Prbj.g_01282	Prah.g_00126
OG0000172	Prbj.g_01248	Prah.g_00084
OG0000173	Prbj.g_01227	Prah.g_00061
OG0000174	Prbj.g_02006	Prah.g_02541
OG0000175	Prbj.g_02044	Prah.g_02575
OG0000176	Prbj.g_02077	Prah.g_00005
OG0000177	Prbj.g_02078	Prah.g_00006
OG0000178	Prbj.g_02079	Prah.g_00007
OG0000179	Prbj.g_01188	Prah.g_00022
OG0000180	Prbj.g_01189	Prah.g_00023
OG0000181	Prbj.g_01190	Prah.g_00024
OG0000182	Prbj.g_01191	Prah.g_00025
OG0000183	Prbj.g_01195	Prah.g_00029
OG0000184	Prbj.g_01943	Prah.g_02478
OG0000185	Prbj.g_01921	Prah.g_02458
OG0000186	Prbj.g_00558	Prah.g_01830
OG0000187	Prbj.g_00560	Prah.g_01833
OG0000188	Prbj.g_00581	Prah.g_01860
OG0000189	Prbj.g_00607	Prah.g_01884
OG0000190	Prbj.g_00609	Prah.g_01886
OG0000191	Prbj.g_01557	Prah.g_00188
OG0000192	Prbj.g_01566	Prah.g_00176, Prah.g_00180
OG0000193	Prbj.g_00542	Prah.g_02283
OG0000194	Prbj.g_00539	Prah.g_02286
OG0000195	Prbj.g_00537	Prah.g_02288
OG0000196	Prbj.g_00526	Prah.g_02299
OG0000197	Prbj.g_00525	Prah.g_02300
OG0000198	Prbj.g_00524	Prah.g_02301
OG0000199	Prbj.g_00517	Prah.g_02308
OG0000200	Prbj.g_01138	Prah.g_02324
OG0000201	Prbj.g_01157	Prah.g_02352
OG0000202	Prbj.g_01158	Prah.g_02353
OG0000203	Prbj.g_01159	Prah.g_02354
OG0000204	Prbj.g_01160	Prah.g_02355
OG0000205	Prbj.g_01167	Prah.g_02362
OG0000206	Prbj.g_00288	Prah.g_02371
OG0000207	Prbj.g_00234	Prah.g_02420
OG0000208	Prbj.g_00235	Prah.g_02419
OG0000209	Prbj.g_00262	Prah.g_02400
OG0000210	Prbj.g_00263	Prah.g_02399
OG0000211	Prbj.g_00177	Prah.g_01782
OG0000212	Prbj.g_02615	Prah.g_01772
OG0000213	Prbj.g_01362	Prah.g_02101
OG0000214	Prbj.g_01389	Prah.g_02118
OG0000215	Prbj.g_01419	Prah.g_02148
OG0000216	Prbj.g_01422	Prah.g_02151
OG0000217	Prbj.g_01426	Prah.g_02155
OG0000218	Prbj.g_01430	Prah.g_02157
OG0000219	Prbj.g_01431	Prah.g_02158
OG0000220	Prbj.g_01432	Prah.g_02159
OG0000221	Prbj.g_01437	Prah.g_02166
OG0000222	Prbj.g_01446	Prah.g_02174
OG0000223	Prbj.g_01469	Prah.g_02197
OG0000224	Prbj.g_01480	Prah.g_02207
OG0000225	Prbj.g_00323	Prah.g_01921
OG0000226	Prbj.g_00319	Prah.g_01917
OG0000227	Prbj.g_00317	Prah.g_01915
OG0000228	Prbj.g_00063	Prah.g_00204
OG0000229	Prbj.g_00100	Prah.g_00230
OG0000230	Prbj.g_00102	Prah.g_00232
OG0000231	Prbj.g_00117	Prah.g_00251
OG0000232	Prbj.g_01888	Prah.g_00261
OG0000233	Prbj.g_00148	Prah.g_00294
OG0000234	Prbj.g_00127	Prah.g_00313, Prah.g_00314
OG0000235	Prbj.g_01631	Prah.g_01567
OG0000236	Prbj.g_01615	Prah.g_01551
OG0000237	Prbj.g_02094	Prah.g_01534
OG0000238	Prbj.g_02098	Prah.g_01529
OG0000239	Prbj.g_02114	Prah.g_01513
OG0000240	Prbj.g_02115	Prah.g_01512
OG0000241	Prbj.g_01116	Prah.g_01094
OG0000242	Prbj.g_02125	Prah.g_00108, Prah.g_01503
OG0000243	Prbj.g_02668	Prah.g_01476
OG0000244	Prbj.g_01859	Prah.g_01472
OG0000245	Prbj.g_01862	Prah.g_01469
OG0000246	Prbj.g_01866	Prah.g_01465
OG0000247	Prbj.g_01877	Prah.g_01454
OG0000248	Prbj.g_01880	Prah.g_01451
OG0000249	Prbj.g_01882	Prah.g_01449
OG0000250	Prbj.g_01805	Prah.g_01443
OG0000251	Prbj.g_01781	Prah.g_01417
OG0000252	Prbj.g_01778	Prah.g_01414
OG0000253	Prbj.g_01772	Prah.g_01408
OG0000254	Prbj.g_01753	Prah.g_01389
OG0000255	Prbj.g_02546	Prah.g_00530
OG0000256	Prbj.g_02560	Prah.g_00516
OG0000257	Prbj.g_02566	Prah.g_00509
OG0000258	Prbj.g_02589	Prah.g_00486
OG0000259	Prbj.g_00812	Prah.g_00457
OG0000260	Prbj.g_00816	Prah.g_00454
OG0000261	Prbj.g_00819	Prah.g_00451
OG0000262	Prbj.g_00824	Prah.g_00445
OG0000263	Prbj.g_00248	Prah.g_02413
OG0000264	Prbj.g_00933	Prah.g_00974
OG0000265	Prbj.g_00913	Prah.g_00958
OG0000265	Prbj.g_02178	Prah.g_00887
OG0000266	Prbj.g_02189	Prah.g_00876
OG0000267	Prbj.g_02315	Prah.g_00751
OG0000268	Prbj.g_02314	Prah.g_00752
OG0000269	Prbj.g_02407	Prah.g_00672
OG0000270	Prbj.g_02410	Prah.g_00669
OG0000271	Prbj.g_02418	Prah.g_00661
OG0000272	Prbj.g_02419	Prah.g_00660
OG0000273	Prbj.g_02470	Prah.g_00609
OG0000274	Prbj.g_02471	Prah.g_00608
OG0000275	Prbj.g_02474	Prah.g_00605
OG0000276	Prbj.g_02480	Prah.g_00599
OG0000277	Prbj.g_02481	Prah.g_00598
OG0000278	Prbj.g_02484	Prah.g_00595
OG0000279	Prbj.g_02492	Prah.g_00587
OG0000280	Prbj.g_02498	Prah.g_00581
OG0000281	Prbj.g_02512	Prah.g_00566
OG0000282	Prbj.g_02342	Prah.g_00731
OG0000283	Prbj.g_02303	Prah.g_00761
OG0000284	Prbj.g_02297	Prah.g_00767
OG0000285	Prbj.g_00694	Prah.g_01178
OG0000286	Prbj.g_02269	Prah.g_00795
OG0000287	Prbj.g_00722	Prah.g_01131
OG0000288	Prbj.g_02214	Prah.g_00851
OG0000289	Prbj.g_02201	Prah.g_00864
OG0000290	Prbj.g_01841	Prah.g_00912
OG0000291	Prbj.g_01839	Prah.g_00914
OG0000292	Prbj.g_02066	Prah.g_02597
OG0000293	Prbj.g_00958	Prah.g_01336
OG0000294	Prbj.g_00959	Prah.g_01335
OG0000295	Prbj.g_00304	Prah.g_01298
OG0000296	Prbj.g_00306, Prbj.g_00307	Prah.g_01296
OG0000297	Prbj.g_01913	Prah.g_01259
OG0000298	Prbj.g_01914	Prah.g_01258
OG0000299	Prbj.g_01903	Prah.g_01268
OG0000300	Prbj.g_02155	Prah.g_01275
OG0000301	Prbj.g_02156	Prah.g_01276
OG0000302	Prbj.g_02159	Prah.g_01279
OG0000303	Prbj.g_00314	Prah.g_01289
OG0000304	Prbj.g_00020	Prah.g_01237, Prah.g_01238
OG0000305	Prbj.g_01837	Prah.g_00918
OG0000306	Prbj.g_02521	Prah.g_00560
OG0000307	Prbj.g_01647	Prah.g_01584
OG0000308	Prbj.g_01649	Prah.g_01586
OG0000309	Prbj.g_01653	Prah.g_01590
OG0000310	Prbj.g_01294	Prah.g_00428
OG0000311	Prbj.g_01040	Prah.g_00424
OG0000312	Prbj.g_01044	Prah.g_00420
OG0000313	Prbj.g_01068	Prah.g_00402
OG0000314	Prbj.g_00646	Prah.g_00371
OG0000315	Prbj.g_00656	Prah.g_00361
OG0000316	Prbj.g_01699	Prah.g_01631
OG0000317	Prbj.g_00863	Prah.g_01672
OG0000318	Prbj.g_00856	Prah.g_01677
OG0000319	Prbj.g_00487	Prah.g_01694
OG0000320	Prbj.g_00485	Prah.g_01696
OG0000321	Prbj.g_00484	Prah.g_01697
OG0000322	Prbj.g_00483	Prah.g_01698
OG0000323	Prbj.g_00472	Prah.g_01710
OG0000324	Prbj.g_00443	Prah.g_01744
OG0000325	Prbj.g_02657	Prah.g_02071
OG0000326	Prbj.g_02649	Prah.g_02064
OG0000327	Prbj.g_01024	Prah.g_02038
OG0000328	Prbj.g_01023	Prah.g_02037
OG0000329	Prbj.g_01006	Prah.g_02020
OG0000330	Prbj.g_01005	Prah.g_02019
OG0000331	Prbj.g_01004	Prah.g_02018
OG0000332	Prbj.g_00989	Prah.g_02003
OG0000333	Prbj.g_00987	Prah.g_02001
OG0000334	Prbj.g_00410	Prah.g_01991
OG0000335	Prbj.g_00405	Prah.g_01986
OG0000336	Prbj.g_00401	Prah.g_01982
OG0000337	Prbj.g_01494	Prah.g_02224
OG0000338	Prbj.g_01498	Prah.g_02227
OG0000339	Prbj.g_01504	Prah.g_02234
OG0000340	Prbj.g_01516	Prah.g_02244
OG0000341	Prbj.g_01518	Prah.g_02246
OG0000342	Prbj.g_01519	Prah.g_02247
OG0000343	Prbj.g_01576	Prah.g_00168
OG0000344	Prbj.g_01579	Prah.g_00165
OG0000345	Prbj.g_01594	Prah.g_00154
OG0000346	Prbj.g_01599	Prah.g_00149
OG0000347	Prbj.g_01280	Prah.g_00089
OG0000348	Prbj.g_01243	Prah.g_00078
OG0000349	Prbj.g_01219	Prah.g_00053
OG0000350	Prbj.g_01999	Prah.g_02533
OG0000351	Prbj.g_02047	Prah.g_02578
OG0000352	Prbj.g_02048	Prah.g_02579
OG0000353	Prbj.g_02072	Prah.g_02603
OG0000354	Prbj.g_02104	Prah.g_01523
OG0000354	Prbj.g_01186	Prah.g_00020
OG0000355	Prbj.g_02074	Prah.g_00002
OG0000356	Prbj.g_02075	Prah.g_00003
OG0000357	Prbj.g_02076	Prah.g_00004
OG0000358	Prbj.g_02080	Prah.g_00008
OG0000359	Prbj.g_02082	Prah.g_00010
OG0000360	Prbj.g_02083	Prah.g_00011
OG0000361	Prbj.g_02084	Prah.g_00012
OG0000362	Prbj.g_02086	Prah.g_00014
OG0000363	Prbj.g_01182	Prah.g_00016
OG0000364	Prbj.g_01183	Prah.g_00017
OG0000365	Prbj.g_01192	Prah.g_00026
OG0000366	Prbj.g_01193	Prah.g_00027
OG0000367	Prbj.g_01194	Prah.g_00028
OG0000368	Prbj.g_01196	Prah.g_00030
OG0000369	Prbj.g_01197	Prah.g_00031
OG0000370	Prbj.g_01198	Prah.g_00032
OG0000371	Prbj.g_01207	Prah.g_00041
OG0000372	Prbj.g_01212	Prah.g_00046
OG0000373	Prbj.g_01213	Prah.g_00047
OG0000374	Prbj.g_01214	Prah.g_00048
OG0000375	Prbj.g_01215	Prah.g_00049
OG0000376	Prbj.g_01217	Prah.g_00051
OG0000377	Prbj.g_01950	Prah.g_02485
OG0000378	Prbj.g_01936	Prah.g_02471
OG0000379	Prbj.g_01920	Prah.g_02457
OG0000380	Prbj.g_00561	Prah.g_01834
OG0000381	Prbj.g_00565	Prah.g_01839
OG0000382	Prbj.g_00580	Prah.g_01859
OG0000383	Prbj.g_00582	Prah.g_01861
OG0000384	Prbj.g_00583	Prah.g_01862
OG0000385	Prbj.g_00584	Prah.g_01863
OG0000386	Prbj.g_00585	Prah.g_01864
OG0000387	Prbj.g_00611	Prah.g_01888
OG0000388	Prbj.g_00615	Prah.g_01892
OG0000389	Prbj.g_00619	Prah.g_01896
OG0000390	Prbj.g_01551	Prah.g_00194
OG0000391	Prbj.g_01556	Prah.g_00189
OG0000392	Prbj.g_01562	Prah.g_00183
OG0000393	Prbj.g_01567	Prah.g_00175
OG0000394	Prbj.g_01568	Prah.g_00174
OG0000395	Prbj.g_01569	Prah.g_00173
OG0000396	Prbj.g_01530	Prah.g_02252
OG0000397	Prbj.g_01532	Prah.g_02254
OG0000398	Prbj.g_01537	Prah.g_02259
OG0000399	Prbj.g_01538	Prah.g_02260
OG0000400	Prbj.g_01539	Prah.g_02261
OG0000401	Prbj.g_01540	Prah.g_02262
OG0000402	Prbj.g_01542	Prah.g_02264
OG0000403	Prbj.g_01543	Prah.g_02265
OG0000405	Prbj.g_00545	Prah.g_02280
OG0000406	Prbj.g_00541	Prah.g_02284
OG0000407	Prbj.g_00540	Prah.g_02285
OG0000408	Prbj.g_00538	Prah.g_02287
OG0000409	Prbj.g_00536	Prah.g_02289
OG0000410	Prbj.g_00535	Prah.g_02290
OG0000411	Prbj.g_00534	Prah.g_02291
OG0000412	Prbj.g_00533	Prah.g_02292
OG0000413	Prbj.g_00531	Prah.g_02294
OG0000414	Prbj.g_00530	Prah.g_02295
OG0000415	Prbj.g_00529	Prah.g_02296
OG0000416	Prbj.g_00528	Prah.g_02297
OG0000417	Prbj.g_00527	Prah.g_02298
OG0000418	Prbj.g_00522	Prah.g_02303
OG0000419	Prbj.g_00520	Prah.g_02305
OG0000420	Prbj.g_00519	Prah.g_02306
OG0000421	Prbj.g_00515	Prah.g_02310
OG0000422	Prbj.g_00514	Prah.g_02311
OG0000423	Prbj.g_00513	Prah.g_02312
OG0000424	Prbj.g_00512	Prah.g_02313
OG0000425	Prbj.g_00511	Prah.g_02314
OG0000426	Prbj.g_00510	Prah.g_02315
OG0000427	Prbj.g_00509	Prah.g_02316
OG0000428	Prbj.g_02369	Prah.g_00709
OG0000429	Prbj.g_01135	Prah.g_02321
OG0000430	Prbj.g_01137	Prah.g_02323
OG0000431	Prbj.g_01141	Prah.g_02334
OG0000432	Prbj.g_01148	Prah.g_02341
OG0000433	Prbj.g_01151	Prah.g_02344
OG0000434	Prbj.g_01152	Prah.g_02345
OG0000435	Prbj.g_01155	Prah.g_02350
OG0000436	Prbj.g_01161	Prah.g_02356
OG0000437	Prbj.g_01162	Prah.g_02357
OG0000438	Prbj.g_01163	Prah.g_02358
OG0000439	Prbj.g_01165	Prah.g_02360
OG0000440	Prbj.g_01166	Prah.g_02361
OG0000441	Prbj.g_01173	Prah.g_02364
OG0000442	Prbj.g_01174	Prah.g_02365
OG0000443	Prbj.g_00289	Prah.g_02370
OG0000444	Prbj.g_00237	Prah.g_02418
OG0000445	Prbj.g_00238	Prah.g_02417
OG0000446	Prbj.g_00240	Prah.g_02415
OG0000447	Prbj.g_00250	Prah.g_02411
OG0000448	Prbj.g_00251	Prah.g_02410
OG0000449	Prbj.g_00252	Prah.g_02409
OG0000450	Prbj.g_00258	Prah.g_02403
OG0000451	Prbj.g_00259	Prah.g_02402
OG0000452	Prbj.g_00264	Prah.g_02398
OG0000453	Prbj.g_00265	Prah.g_02397
OG0000454	Prbj.g_00266	Prah.g_02396
OG0000455	Prbj.g_00267	Prah.g_02395
OG0000456	Prbj.g_00268	Prah.g_02394
OG0000457	Prbj.g_00270	Prah.g_02392
OG0000458	Prbj.g_00271	Prah.g_02391
OG0000459	Prbj.g_00272	Prah.g_02390
OG0000460	Prbj.g_00176	Prah.g_01781
OG0000461	Prbj.g_02661	Prah.g_02074
OG0000462	Prbj.g_01341	Prah.g_02078
OG0000463	Prbj.g_01342	Prah.g_02079
OG0000464	Prbj.g_01343	Prah.g_02080
OG0000465	Prbj.g_01345	Prah.g_02082
OG0000466	Prbj.g_01350	Prah.g_02087
OG0000467	Prbj.g_01352	Prah.g_02089
OG0000468	Prbj.g_01359	Prah.g_02098
OG0000469	Prbj.g_01372	Prah.g_02111
OG0000470	Prbj.g_01385	Prah.g_02114
OG0000471	Prbj.g_01386	Prah.g_02115
OG0000472	Prbj.g_01388	Prah.g_02117
OG0000473	Prbj.g_01390	Prah.g_02119
OG0000474	Prbj.g_01391	Prah.g_02120
OG0000475	Prbj.g_01392	Prah.g_02121
OG0000476	Prbj.g_01394	Prah.g_02123
OG0000477	Prbj.g_01399	Prah.g_02128
OG0000478	Prbj.g_01400	Prah.g_02129
OG0000479	Prbj.g_01401	Prah.g_02130
OG0000480	Prbj.g_01408	Prah.g_02137
OG0000481	Prbj.g_01410	Prah.g_02139
OG0000482	Prbj.g_01411	Prah.g_02140
OG0000483	Prbj.g_01415	Prah.g_02144
OG0000484	Prbj.g_01416	Prah.g_02145
OG0000485	Prbj.g_01417	Prah.g_02146
OG0000486	Prbj.g_01418	Prah.g_02147
OG0000487	Prbj.g_01423	Prah.g_02152
OG0000488	Prbj.g_01427	Prah.g_02156
OG0000489	Prbj.g_01438	Prah.g_02167
OG0000490	Prbj.g_01444	Prah.g_02172
OG0000491	Prbj.g_01445	Prah.g_02173
OG0000492	Prbj.g_01448	Prah.g_02175
OG0000493	Prbj.g_01449	Prah.g_02176
OG0000494	Prbj.g_01450	Prah.g_02177
OG0000495	Prbj.g_01451	Prah.g_02178
OG0000496	Prbj.g_01452	Prah.g_02179
OG0000497	Prbj.g_01453	Prah.g_02180
OG0000498	Prbj.g_01454	Prah.g_02181
OG0000499	Prbj.g_01455	Prah.g_02182
OG0000500	Prbj.g_01456	Prah.g_02183
OG0000501	Prbj.g_01459	Prah.g_02186
OG0000502	Prbj.g_01471	Prah.g_02199
OG0000503	Prbj.g_00341	Prah.g_01940
OG0000504	Prbj.g_00339	Prah.g_01938
OG0000505	Prbj.g_00338	Prah.g_01937
OG0000506	Prbj.g_00336	Prah.g_01935
OG0000507	Prbj.g_00331	Prah.g_01930
OG0000508	Prbj.g_00324	Prah.g_01922
OG0000509	Prbj.g_00322	Prah.g_01920
OG0000510	Prbj.g_00321	Prah.g_01919
OG0000511	Prbj.g_00320	Prah.g_01918
OG0000512	Prbj.g_00318	Prah.g_01916
OG0000513	Prbj.g_00068	Prah.g_00209
OG0000514	Prbj.g_00076	Prah.g_00218
OG0000515	Prbj.g_00077	Prah.g_00219
OG0000516	Prbj.g_00089	Prah.g_00221
OG0000517	Prbj.g_00099	Prah.g_00229
OG0000518	Prbj.g_00111	Prah.g_00241
OG0000519	Prbj.g_00112	Prah.g_00242
OG0000520	Prbj.g_00113	Prah.g_00247
OG0000521	Prbj.g_01894	Prah.g_00255
OG0000522	Prbj.g_01892	Prah.g_00257
OG0000523	Prbj.g_01891	Prah.g_00258
OG0000524	Prbj.g_00152	Prah.g_00290
OG0000525	Prbj.g_00136	Prah.g_00304
OG0000526	Prbj.g_00134	Prah.g_00306
OG0000527	Prbj.g_00130	Prah.g_00310
OG0000528	Prbj.g_01635	Prah.g_01572
