Orthogroup	Praa	Syad
OG0000054	Praa.g_00606	Syad.g_02209
OG0000055	Praa.g_00783	Syad.g_01255
OG0000057	Praa.g_00698	Syad.g_01301
OG0000058	Praa.g_01425	Syad.g_00452
OG0000059	Praa.g_01723	Syad.g_00642
OG0000061	Praa.g_01159	Syad.g_01152
OG0000062	Praa.g_01555	Syad.g_02598
OG0000063	Praa.g_00033	Syad.g_00202
OG0000065	Praa.g_00107	Syad.g_02801, Syad.g_02574
OG0000066	Praa.g_00539	Syad.g_00992
OG0000067	Praa.g_00803	Syad.g_01889
OG0000068	Praa.g_01366	Syad.g_00891
OG0000070	Praa.g_00449	Syad.g_02424
OG0000071	Praa.g_01318	Syad.g_02405
OG0000072	Praa.g_00171	Syad.g_02905
OG0000073	Praa.g_00499	Syad.g_00926
OG0000075	Praa.g_01808	Syad.g_00416
OG0000076	Praa.g_01832	Syad.g_00348
OG0000077	Praa.g_00078	Syad.g_02741
OG0000078	Praa.g_00239	Syad.g_00824
OG0000079	Praa.g_00252	Syad.g_00565
OG0000080	Praa.g_01392, Praa.g_01390	Syad.g_02256
OG0000081	Praa.g_00531	Syad.g_00833
OG0000082	Praa.g_00585	Syad.g_01063
OG0000084	Praa.g_01472	Syad.g_02272
OG0000085	Praa.g_01628	Syad.g_02612
OG0000086	Praa.g_00088	Syad.g_02770
OG0000087	Praa.g_00139	Syad.g_02860
OG0000088	Praa.g_00166	Syad.g_02899
OG0000089	Praa.g_00355	Syad.g_00785, Syad.g_02829
OG0000090	Praa.g_00533	Syad.g_00977
OG0000091	Praa.g_00642	Syad.g_02144
OG0000093	Praa.g_00932	Syad.g_01905
OG0000094	Praa.g_01020	Syad.g_01676
OG0000095	Praa.g_01039	Syad.g_01290
OG0000097	Praa.g_01200	Syad.g_01458
OG0000098	Praa.g_01348	Syad.g_00625
OG0000099	Praa.g_01394	Syad.g_00460
OG0000100	Praa.g_01551	Syad.g_01846
OG0000101	Praa.g_01775	Syad.g_00694
OG0000102	Praa.g_01837	Syad.g_00343
OG0000103	Praa.g_01916	Syad.g_00143
OG0000104	Praa.g_01924	Syad.g_00158
OG0000105	Praa.g_00274	Syad.g_00530
OG0000106	Praa.g_00369	Syad.g_01993
OG0000107	Praa.g_00383	Syad.g_00590
OG0000108	Praa.g_00480	Syad.g_00904
OG0000109	Praa.g_00494	Syad.g_00919
OG0000110	Praa.g_00575	Syad.g_01048
OG0000111	Praa.g_00699	Syad.g_01300
OG0000112	Praa.g_00766	Syad.g_01766
OG0000113	Praa.g_00826	Syad.g_01851
OG0000114	Praa.g_00907	Syad.g_01617
OG0000115	Praa.g_01101	Syad.g_02300
OG0000116	Praa.g_01150	Syad.g_01123
OG0000117	Praa.g_01255	Syad.g_01510
OG0000118	Praa.g_01330	Syad.g_01104
OG0000119	Praa.g_01362	Syad.g_01168
OG0000120	Praa.g_01387	Syad.g_00459
OG0000121	Praa.g_01478	Syad.g_02280
OG0000122	Praa.g_01516	Syad.g_02122
OG0000123	Praa.g_01782	Syad.g_00701
OG0000124	Praa.g_01848	Syad.g_00320
OG0000125	Praa.g_01885	Syad.g_03040
OG0000126	Praa.g_01923	Syad.g_00156
OG0000128	Praa.g_00011	Syad.g_00174
OG0000129	Praa.g_00044	Syad.g_03028
OG0000130	Praa.g_00069	Syad.g_02728
OG0000131	Praa.g_00145	Syad.g_02876
OG0000132	Praa.g_00164	Syad.g_02897
OG0000133	Praa.g_00322	Syad.g_01761
OG0000134	Praa.g_00356	Syad.g_00788
OG0000135	Praa.g_00381	Syad.g_00063
OG0000136	Praa.g_00440	Syad.g_02445
OG0000137	Praa.g_00475	Syad.g_02353
OG0000138	Praa.g_00495	Syad.g_00920
OG0000139	Praa.g_00537	Syad.g_00983
OG0000140	Praa.g_00538	Syad.g_00987
OG0000141	Praa.g_00607	Syad.g_02208
OG0000142	Praa.g_00635	Syad.g_02152
OG0000143	Praa.g_00639	Syad.g_02148
OG0000144	Praa.g_00652	Syad.g_02024
OG0000145	Praa.g_00764	Syad.g_00927
OG0000146	Praa.g_00767	Syad.g_01767
OG0000147	Praa.g_00768	Syad.g_01768
OG0000148	Praa.g_00820	Syad.g_01861
OG0000149	Praa.g_00851	Syad.g_01221
OG0000150	Praa.g_00859	Syad.g_02207, Syad.g_00989
OG0000151	Praa.g_00917	Syad.g_01956
OG0000152	Praa.g_00964	Syad.g_01757
OG0000153	Praa.g_00983	Syad.g_01713
OG0000154	Praa.g_01013	Syad.g_01686
OG0000155	Praa.g_01179	Syad.g_01189
OG0000156	Praa.g_01307	Syad.g_01116
OG0000157	Praa.g_01308	Syad.g_01115
OG0000158	Praa.g_01395	Syad.g_00374
OG0000160	Praa.g_01477	Syad.g_02279
OG0000161	Praa.g_01483	Syad.g_02287
OG0000162	Praa.g_01489	Syad.g_02293
OG0000163	Praa.g_01523	Syad.g_02542
OG0000164	Praa.g_01659	Syad.g_02659
OG0000165	Praa.g_01667	Syad.g_02476
OG0000166	Praa.g_01739	Syad.g_00654
OG0000167	Praa.g_01806	Syad.g_00419
OG0000168	Praa.g_01816	Syad.g_00371
OG0000169	Praa.g_01826	Syad.g_00360
OG0000170	Praa.g_01828	Syad.g_00353
OG0000171	Praa.g_01847	Syad.g_00321
OG0000172	Praa.g_01856	Syad.g_00244
OG0000173	Praa.g_01871	Syad.g_00220
OG0000174	Praa.g_01898	Syad.g_00065
OG0000175	Praa.g_01908	Syad.g_00129
OG0000176	Praa.g_00004	Syad.g_00166
OG0000177	Praa.g_00005	Syad.g_00167
OG0000178	Praa.g_00006	Syad.g_00168
OG0000179	Praa.g_00016	Syad.g_00183
OG0000180	Praa.g_00017	Syad.g_00184
OG0000181	Praa.g_00018	Syad.g_00185
OG0000182	Praa.g_00019	Syad.g_00186
OG0000183	Praa.g_00023	Syad.g_00190
OG0000184	Praa.g_00046	Syad.g_03018
OG0000185	Praa.g_00049	Syad.g_03006
OG0000186	Praa.g_00064	Syad.g_02722
OG0000187	Praa.g_00065	Syad.g_02724
OG0000188	Praa.g_00082	Syad.g_02759
OG0000189	Praa.g_00096	Syad.g_02788
OG0000190	Praa.g_00097	Syad.g_02790
OG0000191	Praa.g_00117	Syad.g_02824
OG0000192	Praa.g_00121	Syad.g_02834
OG0000193	Praa.g_00146	Syad.g_02877
OG0000194	Praa.g_00149	Syad.g_02880
OG0000195	Praa.g_00151	Syad.g_02884
OG0000196	Praa.g_00161	Syad.g_02894
OG0000197	Praa.g_00162	Syad.g_02895
OG0000198	Praa.g_00163	Syad.g_02896
OG0000199	Praa.g_00170	Syad.g_02904
OG0000200	Praa.g_00184	Syad.g_02921
OG0000201	Praa.g_00192	Syad.g_02937
OG0000202	Praa.g_00193	Syad.g_02938
OG0000203	Praa.g_00194	Syad.g_02939
OG0000204	Praa.g_00195	Syad.g_02940
OG0000205	Praa.g_00202	Syad.g_02948
OG0000206	Praa.g_00207	Syad.g_02955
OG0000207	Praa.g_00209	Syad.g_02957
OG0000208	Praa.g_00210	Syad.g_02958
OG0000209	Praa.g_00219	Syad.g_02981
OG0000210	Praa.g_00220	Syad.g_02982
OG0000211	Praa.g_00233	Syad.g_00813
OG0000212	Praa.g_00240	Syad.g_00825
OG0000213	Praa.g_00257	Syad.g_00556
OG0000214	Praa.g_00267	Syad.g_00538
OG0000215	Praa.g_00292	Syad.g_00508
OG0000216	Praa.g_00294	Syad.g_00504, Syad.g_00285
OG0000217	Praa.g_00297	Syad.g_00500
OG0000218	Praa.g_00299	Syad.g_00498
OG0000219	Praa.g_00300	Syad.g_00497
OG0000220	Praa.g_00301	Syad.g_00496
OG0000221	Praa.g_00302	Syad.g_00488
OG0000222	Praa.g_00310	Syad.g_00473
OG0000223	Praa.g_00323	Syad.g_00451
OG0000224	Praa.g_00325	Syad.g_00444
OG0000225	Praa.g_00345	Syad.g_00777
OG0000226	Praa.g_00349	Syad.g_00781
OG0000227	Praa.g_00351	Syad.g_00783
OG0000228	Praa.g_00354	Syad.g_00784
OG0000229	Praa.g_00436	Syad.g_02450
OG0000230	Praa.g_00437	Syad.g_02448
OG0000231	Praa.g_00448	Syad.g_02436
OG0000232	Praa.g_00457	Syad.g_02392
OG0000233	Praa.g_00463	Syad.g_02382
OG0000234	Praa.g_00476	Syad.g_02351
OG0000235	Praa.g_00479	Syad.g_00903
OG0000236	Praa.g_00493	Syad.g_00918
OG0000237	Praa.g_00506	Syad.g_00936
OG0000238	Praa.g_00512	Syad.g_00941
OG0000239	Praa.g_00525	Syad.g_00957
OG0000240	Praa.g_00526	Syad.g_00958
OG0000241	Praa.g_00530	Syad.g_02160
OG0000242	Praa.g_00532	Syad.g_00975
OG0000243	Praa.g_00544	Syad.g_01000
OG0000244	Praa.g_00547	Syad.g_01012
OG0000245	Praa.g_00549	Syad.g_01014
OG0000246	Praa.g_00553	Syad.g_01017
OG0000247	Praa.g_00563	Syad.g_01029
OG0000248	Praa.g_00565	Syad.g_01032
OG0000249	Praa.g_00567	Syad.g_01034
OG0000250	Praa.g_00572	Syad.g_01044
OG0000251	Praa.g_00591	Syad.g_01071
OG0000252	Praa.g_00594	Syad.g_01078
OG0000253	Praa.g_00595	Syad.g_01081
OG0000254	Praa.g_00611	Syad.g_02203
OG0000255	Praa.g_00617	Syad.g_02185
OG0000256	Praa.g_00627	Syad.g_02167
OG0000257	Praa.g_00630	Syad.g_02161
OG0000258	Praa.g_00643	Syad.g_02143
OG0000259	Praa.g_00660	Syad.g_01576
OG0000260	Praa.g_00663	Syad.g_01587
OG0000261	Praa.g_00665	Syad.g_01590
OG0000262	Praa.g_00669	Syad.g_01595
OG0000263	Praa.g_00681	Syad.g_01475
OG0000264	Praa.g_00691	Syad.g_01360
OG0000265	Praa.g_00711	Syad.g_01383
OG0000266	Praa.g_00721	Syad.g_01804
OG0000267	Praa.g_00732	Syad.g_01645
OG0000268	Praa.g_00733	Syad.g_01646
OG0000269	Praa.g_00798	Syad.g_01894
OG0000270	Praa.g_00801	Syad.g_01891
OG0000271	Praa.g_00809	Syad.g_01883
OG0000272	Praa.g_00810, Praa.g_00811	Syad.g_01882
OG0000273	Praa.g_00834	Syad.g_01247
OG0000274	Praa.g_00835	Syad.g_01246
OG0000275	Praa.g_00838	Syad.g_01242
OG0000276	Praa.g_00843	Syad.g_01229
OG0000277	Praa.g_00844	Syad.g_01228
OG0000278	Praa.g_00847	Syad.g_01225
OG0000279	Praa.g_00854	Syad.g_01208
OG0000280	Praa.g_00855	Syad.g_01198
OG0000281	Praa.g_00860	Syad.g_00624
OG0000282	Praa.g_00909	Syad.g_01619
OG0000283	Praa.g_00941	Syad.g_01661
OG0000284	Praa.g_00946	Syad.g_01787
OG0000285	Praa.g_00951	Syad.g_01776
OG0000286	Praa.g_00963	Syad.g_01758
OG0000287	Praa.g_00980	Syad.g_01720
OG0000288	Praa.g_01012	Syad.g_01687
OG0000289	Praa.g_01023	Syad.g_01672
OG0000290	Praa.g_01036	Syad.g_01287
OG0000291	Praa.g_01038	Syad.g_01289
OG0000292	Praa.g_01089	Syad.g_00155
OG0000293	Praa.g_01151	Syad.g_01124
OG0000294	Praa.g_01152	Syad.g_01125
OG0000295	Praa.g_01171	Syad.g_01181
OG0000296	Praa.g_01173	Syad.g_01183
OG0000297	Praa.g_01181	Syad.g_01512
OG0000298	Praa.g_01182	Syad.g_01511
OG0000299	Praa.g_01199	Syad.g_01462
OG0000300	Praa.g_01202	Syad.g_01455
OG0000301	Praa.g_01203	Syad.g_01454
OG0000302	Praa.g_01205	Syad.g_01453
OG0000303	Praa.g_01212	Syad.g_01442
OG0000304	Praa.g_01216	Syad.g_01436
OG0000305	Praa.g_01358	Syad.g_01292
OG0000306	Praa.g_01361	Syad.g_01989
OG0000307	Praa.g_01375	Syad.g_00883
OG0000308	Praa.g_01376	Syad.g_00881
OG0000309	Praa.g_01380	Syad.g_00876
OG0000310	Praa.g_01461	Syad.g_02250
OG0000311	Praa.g_01463	Syad.g_02254
OG0000312	Praa.g_01466	Syad.g_02265
OG0000313	Praa.g_01480	Syad.g_02284
OG0000314	Praa.g_01503	Syad.g_02313, Syad.g_02231
OG0000315	Praa.g_01513	Syad.g_02323
OG0000316	Praa.g_01533	Syad.g_02564
OG0000317	Praa.g_01633	Syad.g_02620
OG0000318	Praa.g_01636	Syad.g_02624
OG0000319	Praa.g_01649	Syad.g_02642
OG0000320	Praa.g_01651	Syad.g_02644
OG0000321	Praa.g_01652	Syad.g_02645
OG0000322	Praa.g_01653	Syad.g_02646
OG0000323	Praa.g_01662	Syad.g_02661
OG0000324	Praa.g_01690	Syad.g_02505
OG0000325	Praa.g_01700	Syad.g_00591
OG0000326	Praa.g_01706	Syad.g_00598
OG0000327	Praa.g_01734	Syad.g_00649
OG0000328	Praa.g_01735	Syad.g_00650
OG0000329	Praa.g_01752	Syad.g_00668
OG0000330	Praa.g_01753	Syad.g_00669
OG0000331	Praa.g_01754	Syad.g_00670
OG0000332	Praa.g_01768	Syad.g_00685
OG0000333	Praa.g_01770	Syad.g_00688
OG0000334	Praa.g_01778	Syad.g_00697
OG0000335	Praa.g_01783	Syad.g_00702
OG0000336	Praa.g_01787	Syad.g_00706
OG0000337	Praa.g_01804	Syad.g_00425, Syad.g_00427
OG0000338	Praa.g_01805	Syad.g_00421
OG0000339	Praa.g_01809	Syad.g_00414
OG0000340	Praa.g_01817	Syad.g_00370
OG0000341	Praa.g_01819	Syad.g_00368
OG0000342	Praa.g_01820	Syad.g_00367
OG0000343	Praa.g_01821	Syad.g_00366
OG0000344	Praa.g_01824	Syad.g_00362
OG0000345	Praa.g_01829	Syad.g_00352
OG0000346	Praa.g_01833	Syad.g_00347
OG0000347	Praa.g_01849	Syad.g_00318
OG0000348	Praa.g_01859	Syad.g_00233
OG0000349	Praa.g_01876	Syad.g_00213
OG0000350	Praa.g_01894	Syad.g_00605
OG0000351	Praa.g_01911	Syad.g_00134
OG0000352	Praa.g_01912	Syad.g_00135
OG0000353	Praa.g_01927	Syad.g_00161
OG0000355	Praa.g_00001	Syad.g_00163
OG0000356	Praa.g_00002	Syad.g_00164
OG0000357	Praa.g_00003	Syad.g_00165
OG0000358	Praa.g_00007	Syad.g_00169
OG0000359	Praa.g_00008	Syad.g_00171
OG0000360	Praa.g_00009	Syad.g_00172
OG0000361	Praa.g_00010	Syad.g_00173
OG0000362	Praa.g_00012	Syad.g_00175
OG0000363	Praa.g_00014	Syad.g_00177
OG0000364	Praa.g_00015	Syad.g_00178
OG0000365	Praa.g_00020	Syad.g_00187
OG0000366	Praa.g_00021	Syad.g_00188
OG0000367	Praa.g_00022	Syad.g_00189
OG0000368	Praa.g_00024	Syad.g_00191
OG0000369	Praa.g_00025	Syad.g_00192
OG0000370	Praa.g_00026	Syad.g_00193
OG0000371	Praa.g_00032	Syad.g_00201
OG0000372	Praa.g_00035	Syad.g_00206
OG0000373	Praa.g_00036	Syad.g_00207
OG0000374	Praa.g_00037	Syad.g_00208
OG0000375	Praa.g_00040	Syad.g_00209
OG0000376	Praa.g_00042	Syad.g_00211
OG0000377	Praa.g_00045	Syad.g_03027
OG0000378	Praa.g_00047	Syad.g_03012
OG0000379	Praa.g_00050	Syad.g_03005
OG0000380	Praa.g_00066	Syad.g_02725
OG0000381	Praa.g_00070	Syad.g_02729
OG0000382	Praa.g_00081	Syad.g_02758
OG0000383	Praa.g_00083	Syad.g_02761
OG0000384	Praa.g_00084	Syad.g_02762
OG0000385	Praa.g_00085	Syad.g_02763
OG0000386	Praa.g_00086	Syad.g_02764
OG0000387	Praa.g_00099	Syad.g_02792
OG0000388	Praa.g_00102	Syad.g_02796
OG0000389	Praa.g_00106	Syad.g_02800
OG0000390	Praa.g_00113	Syad.g_02818
OG0000391	Praa.g_00116	Syad.g_02823
OG0000392	Praa.g_00120	Syad.g_02833
OG0000393	Praa.g_00122	Syad.g_02837
OG0000394	Praa.g_00123	Syad.g_02838
OG0000395	Praa.g_00124	Syad.g_02839
OG0000396	Praa.g_00127	Syad.g_02843
OG0000397	Praa.g_00129	Syad.g_02845
OG0000398	Praa.g_00131	Syad.g_02850
OG0000399	Praa.g_00132	Syad.g_02851
OG0000400	Praa.g_00133	Syad.g_02852
OG0000401	Praa.g_00134	Syad.g_02853
OG0000402	Praa.g_00136	Syad.g_02855
OG0000403	Praa.g_00137	Syad.g_02856
OG0000404	Praa.g_00138	Syad.g_02858
OG0000405	Praa.g_00142	Syad.g_02874
OG0000406	Praa.g_00147	Syad.g_02878
OG0000407	Praa.g_00148	Syad.g_02879
OG0000408	Praa.g_00150	Syad.g_02883
OG0000409	Praa.g_00152	Syad.g_02885
OG0000410	Praa.g_00153	Syad.g_02886
OG0000411	Praa.g_00154	Syad.g_02887
OG0000412	Praa.g_00155	Syad.g_02888
OG0000413	Praa.g_00156	Syad.g_02890
OG0000415	Praa.g_00158	Syad.g_02891
OG0000416	Praa.g_00159	Syad.g_02892
OG0000417	Praa.g_00160	Syad.g_02893
OG0000418	Praa.g_00165	Syad.g_02898
OG0000419	Praa.g_00167	Syad.g_02900
OG0000420	Praa.g_00168	Syad.g_02902
OG0000421	Praa.g_00173	Syad.g_02907
OG0000422	Praa.g_00174	Syad.g_02908
OG0000423	Praa.g_00175	Syad.g_02909
OG0000424	Praa.g_00176	Syad.g_02910
OG0000425	Praa.g_00177	Syad.g_02911
OG0000426	Praa.g_00178	Syad.g_02912
OG0000427	Praa.g_00179	Syad.g_02913
OG0000428	Praa.g_00181	Syad.g_02916
OG0000429	Praa.g_00182	Syad.g_02918
OG0000430	Praa.g_00183	Syad.g_02920
OG0000431	Praa.g_00185	Syad.g_02923
OG0000432	Praa.g_00188	Syad.g_02930
OG0000433	Praa.g_00189	Syad.g_02933
OG0000434	Praa.g_00190	Syad.g_02934
OG0000435	Praa.g_00191	Syad.g_02936
OG0000436	Praa.g_00196	Syad.g_02942
OG0000437	Praa.g_00197	Syad.g_02943
OG0000438	Praa.g_00198	Syad.g_02944
OG0000439	Praa.g_00200	Syad.g_02946
OG0000440	Praa.g_00201	Syad.g_02947
OG0000441	Praa.g_00204	Syad.g_02951
OG0000442	Praa.g_00205	Syad.g_02952
OG0000443	Praa.g_00206	Syad.g_02953
OG0000444	Praa.g_00211	Syad.g_02964
OG0000445	Praa.g_00212	Syad.g_02965
OG0000446	Praa.g_00213	Syad.g_02967
OG0000447	Praa.g_00214	Syad.g_02970
OG0000448	Praa.g_00215	Syad.g_02971
OG0000449	Praa.g_00216	Syad.g_02972
OG0000450	Praa.g_00217	Syad.g_02978
OG0000451	Praa.g_00218	Syad.g_02979
OG0000452	Praa.g_00221	Syad.g_02983
OG0000453	Praa.g_00222	Syad.g_02984
OG0000454	Praa.g_00223	Syad.g_02985
OG0000455	Praa.g_00224	Syad.g_02986
OG0000456	Praa.g_00225	Syad.g_02987
OG0000457	Praa.g_00226	Syad.g_02989
OG0000458	Praa.g_00227	Syad.g_02998
OG0000459	Praa.g_00228	Syad.g_02999
OG0000460	Praa.g_00235	Syad.g_00815
OG0000461	Praa.g_00242	Syad.g_00579
OG0000462	Praa.g_00244	Syad.g_00576
OG0000463	Praa.g_00245	Syad.g_00575
OG0000464	Praa.g_00246	Syad.g_00574
OG0000465	Praa.g_00247	Syad.g_00573
OG0000466	Praa.g_00250	Syad.g_00568
OG0000467	Praa.g_00251	Syad.g_00566
OG0000468	Praa.g_00253	Syad.g_00561
OG0000469	Praa.g_00262	Syad.g_00545
OG0000470	Praa.g_00264	Syad.g_00542
OG0000471	Praa.g_00265	Syad.g_00541
OG0000472	Praa.g_00266	Syad.g_00539
OG0000473	Praa.g_00268	Syad.g_00537
OG0000474	Praa.g_00269	Syad.g_00536
OG0000475	Praa.g_00270	Syad.g_00535
OG0000476	Praa.g_00271	Syad.g_00533
OG0000477	Praa.g_00275	Syad.g_00528
OG0000478	Praa.g_00276	Syad.g_00527
OG0000479	Praa.g_00277	Syad.g_00526
OG0000480	Praa.g_00282	Syad.g_00520
OG0000481	Praa.g_00284	Syad.g_00518
OG0000482	Praa.g_00285	Syad.g_00517
OG0000483	Praa.g_00288	Syad.g_00513
OG0000484	Praa.g_00289	Syad.g_00512
OG0000485	Praa.g_00290	Syad.g_00511
OG0000486	Praa.g_00291	Syad.g_00510
OG0000487	Praa.g_00295	Syad.g_00503
OG0000488	Praa.g_00298	Syad.g_00499
OG0000489	Praa.g_00303	Syad.g_00487
OG0000490	Praa.g_00308	Syad.g_00475
OG0000491	Praa.g_00309	Syad.g_00474
OG0000492	Praa.g_00311	Syad.g_00472
OG0000493	Praa.g_00312	Syad.g_00471
OG0000494	Praa.g_00313	Syad.g_00470
OG0000495	Praa.g_00314	Syad.g_00469
OG0000496	Praa.g_00315	Syad.g_00468
OG0000497	Praa.g_00316	Syad.g_00467
OG0000498	Praa.g_00317	Syad.g_00466
OG0000499	Praa.g_00318	Syad.g_00465
OG0000500	Praa.g_00319	Syad.g_00464
OG0000501	Praa.g_00321	Syad.g_00461
OG0000502	Praa.g_00324	Syad.g_00449
OG0000503	Praa.g_00334	Syad.g_00761
OG0000504	Praa.g_00335	Syad.g_00763
OG0000505	Praa.g_00336	Syad.g_00764
OG0000506	Praa.g_00338	Syad.g_00766
OG0000507	Praa.g_00340	Syad.g_00772
OG0000508	Praa.g_00344	Syad.g_00776
OG0000509	Praa.g_00346	Syad.g_00778
OG0000510	Praa.g_00347	Syad.g_00779
OG0000511	Praa.g_00348	Syad.g_00780
OG0000512	Praa.g_00350	Syad.g_00782
OG0000513	Praa.g_00357	Syad.g_00789
OG0000514	Praa.g_00431	Syad.g_00795
OG0000515	Praa.g_00432	Syad.g_00796
OG0000516	Praa.g_00433	Syad.g_02456
OG0000517	Praa.g_00435	Syad.g_02451
OG0000518	Praa.g_00445	Syad.g_02439
OG0000519	Praa.g_00446	Syad.g_02438
OG0000520	Praa.g_00447	Syad.g_02437
OG0000521	Praa.g_00452	Syad.g_01108
OG0000522	Praa.g_00454	Syad.g_01109
OG0000523	Praa.g_00455	Syad.g_01110
OG0000524	Praa.g_00461	Syad.g_02386
OG0000525	Praa.g_00464	Syad.g_02363
OG0000526	Praa.g_00465	Syad.g_02360
OG0000527	Praa.g_00473	Syad.g_02355
OG0000528	Praa.g_00478	Syad.g_00897
OG0000529	Praa.g_00481	Syad.g_00905
OG0000530	Praa.g_00484	Syad.g_00908
OG0000531	Praa.g_00485	Syad.g_00909
OG0000532	Praa.g_00487	Syad.g_00912
OG0000533	Praa.g_00488	Syad.g_00913
OG0000534	Praa.g_00489	Syad.g_00914
OG0000535	Praa.g_00490	Syad.g_00915
OG0000536	Praa.g_00491	Syad.g_00916
OG0000537	Praa.g_00492	Syad.g_00917
OG0000538	Praa.g_00500	Syad.g_00929
OG0000539	Praa.g_00501	Syad.g_00930
OG0000540	Praa.g_00502	Syad.g_00931
OG0000541	Praa.g_00503	Syad.g_00932
OG0000542	Praa.g_00505	Syad.g_00935
OG0000543	Praa.g_00507	Syad.g_00937
OG0000544	Praa.g_00508	Syad.g_00938
OG0000545	Praa.g_00510	Syad.g_00940
OG0000546	Praa.g_00513	Syad.g_00942
OG0000547	Praa.g_00515	Syad.g_00944
OG0000548	Praa.g_00516	Syad.g_00945
OG0000549	Praa.g_00518	Syad.g_00952
OG0000550	Praa.g_00523	Syad.g_00956
OG0000551	Praa.g_00527	Syad.g_00960
OG0000552	Praa.g_00528	Syad.g_00961
OG0000553	Praa.g_00529	Syad.g_00965
OG0000554	Praa.g_00534	Syad.g_00978
OG0000555	Praa.g_00543	Syad.g_00999
OG0000556	Praa.g_00545	Syad.g_01003
OG0000557	Praa.g_00546	Syad.g_01011
OG0000558	Praa.g_00548	Syad.g_01013
OG0000559	Praa.g_00552	Syad.g_01016
OG0000560	Praa.g_00555	Syad.g_01019
OG0000561	Praa.g_00556	Syad.g_01020
OG0000562	Praa.g_00557	Syad.g_01021
OG0000563	Praa.g_00558	Syad.g_01022
OG0000564	Praa.g_00559	Syad.g_01023
OG0000565	Praa.g_00562	Syad.g_01027
OG0000566	Praa.g_00564	Syad.g_01031
OG0000567	Praa.g_00568	Syad.g_01035
OG0000568	Praa.g_00569	Syad.g_01040
OG0000569	Praa.g_00570	Syad.g_01041
OG0000570	Praa.g_00571	Syad.g_01042
OG0000571	Praa.g_00573	Syad.g_01046
OG0000572	Praa.g_00586	Syad.g_01064
OG0000573	Praa.g_00592	Syad.g_01072
OG0000574	Praa.g_00593	Syad.g_01077
OG0000575	Praa.g_00597	Syad.g_01083
OG0000576	Praa.g_00599	Syad.g_01085
OG0000577	Praa.g_00600	Syad.g_01086
OG0000578	Praa.g_00601	Syad.g_01087
OG0000579	Praa.g_00602	Syad.g_01088
OG0000580	Praa.g_00603	Syad.g_01089
OG0000581	Praa.g_00605	Syad.g_01097
OG0000582	Praa.g_00608	Syad.g_02206
