Orthogroup	Praa	Syah
OG0000186	Praa.g_00064	Syah.g_02479
OG0000187	Praa.g_00065	Syah.g_02480
OG0000188	Praa.g_00082	Syah.g_02501
OG0000189	Praa.g_00096	Syah.g_02526
OG0000190	Praa.g_00097	Syah.g_02528
OG0000191	Praa.g_00117	Syah.g_00008
OG0000192	Praa.g_00121	Syah.g_00013
OG0000193	Praa.g_00146	Syah.g_00053
OG0000194	Praa.g_00149	Syah.g_00056
OG0000195	Praa.g_00151	Syah.g_00058
OG0000196	Praa.g_00161	Syah.g_00069
OG0000197	Praa.g_00162	Syah.g_00070
OG0000198	Praa.g_00163	Syah.g_00071
OG0000199	Praa.g_00170	Syah.g_00079
OG0000200	Praa.g_00184	Syah.g_00616
OG0000201	Praa.g_00192	Syah.g_00601
OG0000202	Praa.g_00193	Syah.g_00600
OG0000203	Praa.g_00194	Syah.g_00599
OG0000204	Praa.g_00195	Syah.g_00598
OG0000205	Praa.g_00202	Syah.g_00591
OG0000206	Praa.g_00207	Syah.g_00578
OG0000207	Praa.g_00209	Syah.g_00575
OG0000208	Praa.g_00210	Syah.g_00574
OG0000209	Praa.g_00219	Syah.g_00544
OG0000210	Praa.g_00220	Syah.g_00543
OG0000211	Praa.g_00233	Syah.g_00904
OG0000212	Praa.g_00240	Syah.g_00913
OG0000213	Praa.g_00257	Syah.g_00657
OG0000214	Praa.g_00267	Syah.g_00641
OG0000215	Praa.g_00292	Syah.g_00101
OG0000216	Praa.g_00294	Syah.g_00105
OG0000217	Praa.g_00297	Syah.g_00109
OG0000218	Praa.g_00299	Syah.g_00111
OG0000219	Praa.g_00300	Syah.g_00112
OG0000220	Praa.g_00301	Syah.g_00113
OG0000221	Praa.g_00302	Syah.g_00120
OG0000222	Praa.g_00310	Syah.g_00131
OG0000223	Praa.g_00323	Syah.g_00153
OG0000224	Praa.g_00325	Syah.g_00162
OG0000225	Praa.g_00345	Syah.g_00874
OG0000226	Praa.g_00349	Syah.g_00878
OG0000227	Praa.g_00351	Syah.g_00880
OG0000228	Praa.g_00354	Syah.g_00887
OG0000229	Praa.g_00436	Syah.g_02236
OG0000230	Praa.g_00437	Syah.g_02234
OG0000231	Praa.g_00448	Syah.g_02218
OG0000232	Praa.g_00457	Syah.g_01206
OG0000233	Praa.g_00463	Syah.g_01210
OG0000234	Praa.g_00476	Syah.g_01222
OG0000235	Praa.g_00479	Syah.g_00996
OG0000236	Praa.g_00493	Syah.g_01011
OG0000237	Praa.g_00506	Syah.g_01028
OG0000238	Praa.g_00512	Syah.g_01032
OG0000239	Praa.g_00525	Syah.g_01048
OG0000240	Praa.g_00526	Syah.g_01049
OG0000241	Praa.g_00530	Syah.g_01944
OG0000242	Praa.g_00532	Syah.g_01062
OG0000243	Praa.g_00544	Syah.g_01079
OG0000244	Praa.g_00547	Syah.g_01087
OG0000245	Praa.g_00549	Syah.g_01090
OG0000246	Praa.g_00553	Syah.g_01094
OG0000247	Praa.g_00563	Syah.g_01106
OG0000248	Praa.g_00565	Syah.g_01109
OG0000249	Praa.g_00567	Syah.g_01111
OG0000250	Praa.g_00572	Syah.g_01120
OG0000251	Praa.g_00591	Syah.g_01145
OG0000252	Praa.g_00594	Syah.g_01148
OG0000253	Praa.g_00595	Syah.g_01149
OG0000254	Praa.g_00611	Syah.g_01976
OG0000255	Praa.g_00617	Syah.g_01968
OG0000256	Praa.g_00627	Syah.g_01952
OG0000257	Praa.g_00630	Syah.g_01945
OG0000258	Praa.g_00643	Syah.g_01926
OG0000259	Praa.g_00660	Syah.g_01494
OG0000260	Praa.g_00663	Syah.g_01497
OG0000261	Praa.g_00665	Syah.g_01500
OG0000262	Praa.g_00669	Syah.g_01505
OG0000263	Praa.g_00681	Syah.g_01410
OG0000264	Praa.g_00691	Syah.g_02000
OG0000265	Praa.g_00711	Syah.g_02252
OG0000266	Praa.g_00721	Syah.g_01714
OG0000267	Praa.g_00732	Syah.g_01574
OG0000268	Praa.g_00733	Syah.g_01575
OG0000269	Praa.g_00798	Syah.g_01784
OG0000270	Praa.g_00801	Syah.g_01781
OG0000271	Praa.g_00809	Syah.g_01773
OG0000272	Praa.g_00810, Praa.g_00811	Syah.g_01772
OG0000273	Praa.g_00834	Syah.g_02075
OG0000274	Praa.g_00835	Syah.g_02076
OG0000275	Praa.g_00838	Syah.g_02081
OG0000276	Praa.g_00843	Syah.g_02088
OG0000277	Praa.g_00844	Syah.g_02089
OG0000278	Praa.g_00847	Syah.g_02092
OG0000279	Praa.g_00854	Syah.g_02100
OG0000280	Praa.g_00855	Syah.g_02112
OG0000281	Praa.g_00860	Syah.g_00722
OG0000282	Praa.g_00909	Syah.g_01531
OG0000283	Praa.g_00941	Syah.g_01585
OG0000284	Praa.g_00946	Syah.g_01591
OG0000285	Praa.g_00951	Syah.g_01603
OG0000286	Praa.g_00963	Syah.g_01621
OG0000287	Praa.g_00980	Syah.g_01231, Syah.g_01649
OG0000288	Praa.g_01012	Syah.g_01681
OG0000289	Praa.g_01023	Syah.g_01695
OG0000290	Praa.g_01036	Syah.g_02033
OG0000291	Praa.g_01038	Syah.g_02031
OG0000292	Praa.g_01089	Syah.g_00380
OG0000293	Praa.g_01151	Syah.g_02173
OG0000294	Praa.g_01152	Syah.g_02172
OG0000295	Praa.g_01171	Syah.g_02131
OG0000296	Praa.g_01173	Syah.g_02129
OG0000297	Praa.g_01181	Syah.g_01427
OG0000298	Praa.g_01182	Syah.g_01426
OG0000299	Praa.g_01199	Syah.g_01404
OG0000300	Praa.g_01202	Syah.g_01397
OG0000301	Praa.g_01203	Syah.g_01396
OG0000302	Praa.g_01205	Syah.g_01395
OG0000303	Praa.g_01212	Syah.g_01387
OG0000304	Praa.g_01216	Syah.g_01382
OG0000305	Praa.g_01358	Syah.g_02028
OG0000306	Praa.g_01361	Syah.g_02116
OG0000307	Praa.g_01375	Syah.g_00978
OG0000308	Praa.g_01376	Syah.g_00976
OG0000309	Praa.g_01380	Syah.g_00971
OG0000310	Praa.g_01461	Syah.g_01321
OG0000311	Praa.g_01463	Syah.g_01317
OG0000312	Praa.g_01466	Syah.g_01304
OG0000313	Praa.g_01480	Syah.g_01285
OG0000314	Praa.g_01503	Syah.g_01259
OG0000315	Praa.g_01513	Syah.g_01248
OG0000316	Praa.g_01533	Syah.g_02333
OG0000317	Praa.g_01633	Syah.g_02380
OG0000318	Praa.g_01636	Syah.g_02385
OG0000319	Praa.g_01649	Syah.g_02405
OG0000320	Praa.g_01651	Syah.g_02407
OG0000321	Praa.g_01652	Syah.g_02408
OG0000322	Praa.g_01653	Syah.g_02409
OG0000323	Praa.g_01662	Syah.g_02425
OG0000324	Praa.g_01690	Syah.g_02278
OG0000325	Praa.g_01700	Syah.g_00689
OG0000326	Praa.g_01706	Syah.g_00696
OG0000327	Praa.g_01734	Syah.g_00742
OG0000328	Praa.g_01735	Syah.g_00743
OG0000329	Praa.g_01752	Syah.g_00760
OG0000330	Praa.g_01753	Syah.g_00761
OG0000331	Praa.g_01754	Syah.g_00762
OG0000332	Praa.g_01768	Syah.g_00776
OG0000333	Praa.g_01770	Syah.g_00779
OG0000334	Praa.g_01778	Syah.g_00789
OG0000335	Praa.g_01783	Syah.g_00794
OG0000336	Praa.g_01787	Syah.g_00798
OG0000337	Praa.g_01804	Syah.g_00178
OG0000338	Praa.g_01805	Syah.g_00181
OG0000339	Praa.g_01809	Syah.g_00188
OG0000340	Praa.g_01817	Syah.g_00206
OG0000341	Praa.g_01819	Syah.g_00208
OG0000342	Praa.g_01820	Syah.g_00209
OG0000343	Praa.g_01821	Syah.g_00231
OG0000344	Praa.g_01824	Syah.g_00235
OG0000345	Praa.g_01829	Syah.g_00246
OG0000346	Praa.g_01833	Syah.g_00251
OG0000347	Praa.g_01849	Syah.g_00275
OG0000348	Praa.g_01859	Syah.g_00301
OG0000349	Praa.g_01876	Syah.g_00320
OG0000350	Praa.g_01894	Syah.g_00703
OG0000351	Praa.g_01911	Syah.g_00399
OG0000352	Praa.g_01912	Syah.g_00398
OG0000353	Praa.g_01927	Syah.g_00374
OG0000355	Praa.g_00001	Syah.g_00372
OG0000356	Praa.g_00002	Syah.g_00371
OG0000357	Praa.g_00003	Syah.g_00370
OG0000358	Praa.g_00007	Syah.g_00366
OG0000359	Praa.g_00008	Syah.g_00364
OG0000360	Praa.g_00009	Syah.g_00363
OG0000361	Praa.g_00010	Syah.g_00362
OG0000362	Praa.g_00012	Syah.g_00360
OG0000363	Praa.g_00014	Syah.g_00358
OG0000364	Praa.g_00015	Syah.g_00357
OG0000365	Praa.g_00020	Syah.g_00351
OG0000366	Praa.g_00021	Syah.g_00350
OG0000367	Praa.g_00022	Syah.g_00349
OG0000368	Praa.g_00024	Syah.g_00347
OG0000369	Praa.g_00025	Syah.g_00346
OG0000370	Praa.g_00026	Syah.g_00345
OG0000371	Praa.g_00032	Syah.g_00338
OG0000372	Praa.g_00035	Syah.g_00333
OG0000373	Praa.g_00036	Syah.g_00332
OG0000374	Praa.g_00037	Syah.g_00331
OG0000375	Praa.g_00040	Syah.g_00329
OG0000376	Praa.g_00042	Syah.g_00327
OG0000377	Praa.g_00045	Syah.g_00517
OG0000378	Praa.g_00047	Syah.g_00526
OG0000379	Praa.g_00050	Syah.g_00529
OG0000380	Praa.g_00066	Syah.g_02481
OG0000381	Praa.g_00070	Syah.g_02484
OG0000382	Praa.g_00081	Syah.g_02500
OG0000383	Praa.g_00083	Syah.g_02502
OG0000384	Praa.g_00084	Syah.g_02503
OG0000385	Praa.g_00085	Syah.g_02504
OG0000386	Praa.g_00086	Syah.g_02505
OG0000387	Praa.g_00099	Syah.g_02530
OG0000388	Praa.g_00102	Syah.g_02533
OG0000389	Praa.g_00106	Syah.g_02536
OG0000390	Praa.g_00113	Syah.g_00002
OG0000391	Praa.g_00116	Syah.g_00007
OG0000392	Praa.g_00120	Syah.g_00012
OG0000393	Praa.g_00122	Syah.g_00014
OG0000394	Praa.g_00123	Syah.g_00015
OG0000395	Praa.g_00124	Syah.g_00016
OG0000396	Praa.g_00127	Syah.g_00019
OG0000397	Praa.g_00129	Syah.g_00021
OG0000398	Praa.g_00131	Syah.g_00027
OG0000399	Praa.g_00132	Syah.g_00028
OG0000400	Praa.g_00133	Syah.g_00029
OG0000401	Praa.g_00134	Syah.g_00030
OG0000402	Praa.g_00136	Syah.g_00033
OG0000403	Praa.g_00137	Syah.g_00034
OG0000404	Praa.g_00138	Syah.g_00036
OG0000405	Praa.g_00142	Syah.g_00050
OG0000406	Praa.g_00147	Syah.g_00054
OG0000407	Praa.g_00148	Syah.g_00055
OG0000408	Praa.g_00150	Syah.g_00057
OG0000409	Praa.g_00152	Syah.g_00059
OG0000410	Praa.g_00153	Syah.g_00060
OG0000411	Praa.g_00154	Syah.g_00061
OG0000412	Praa.g_00155	Syah.g_00062
OG0000413	Praa.g_00156	Syah.g_00064
OG0000414	Praa.g_00157	Syah.g_00065
OG0000415	Praa.g_00158	Syah.g_00066
OG0000416	Praa.g_00159	Syah.g_00067
OG0000417	Praa.g_00160	Syah.g_00068
OG0000418	Praa.g_00165	Syah.g_00073
OG0000419	Praa.g_00167	Syah.g_00075
OG0000420	Praa.g_00168	Syah.g_00077
OG0000421	Praa.g_00173	Syah.g_00082
OG0000422	Praa.g_00174	Syah.g_00083
OG0000423	Praa.g_00175	Syah.g_00084
OG0000424	Praa.g_00176	Syah.g_00085
OG0000425	Praa.g_00177	Syah.g_00086
OG0000426	Praa.g_00178	Syah.g_00087
OG0000427	Praa.g_00179	Syah.g_00088
OG0000428	Praa.g_00181	Syah.g_00620
OG0000429	Praa.g_00182	Syah.g_00618
OG0000430	Praa.g_00183	Syah.g_00617
OG0000431	Praa.g_00185	Syah.g_00613
OG0000432	Praa.g_00188	Syah.g_00607
OG0000433	Praa.g_00189	Syah.g_00605
OG0000434	Praa.g_00190	Syah.g_00604
OG0000435	Praa.g_00191	Syah.g_00602
OG0000436	Praa.g_00196	Syah.g_00597
OG0000437	Praa.g_00197	Syah.g_00596
OG0000438	Praa.g_00198	Syah.g_00595
OG0000439	Praa.g_00200	Syah.g_00593
OG0000440	Praa.g_00201	Syah.g_00592
OG0000441	Praa.g_00204	Syah.g_00585
OG0000442	Praa.g_00205	Syah.g_00580
OG0000443	Praa.g_00206	Syah.g_00579
OG0000444	Praa.g_00211	Syah.g_00573
OG0000445	Praa.g_00212	Syah.g_00572
OG0000446	Praa.g_00213	Syah.g_00570
OG0000447	Praa.g_00214	Syah.g_00567
OG0000448	Praa.g_00215	Syah.g_00566
OG0000449	Praa.g_00216	Syah.g_00565
OG0000450	Praa.g_00217	Syah.g_00547
OG0000451	Praa.g_00218	Syah.g_00546
OG0000452	Praa.g_00221	Syah.g_00542
OG0000453	Praa.g_00222	Syah.g_00541
OG0000454	Praa.g_00223	Syah.g_00540
OG0000455	Praa.g_00224	Syah.g_00539
OG0000456	Praa.g_00225	Syah.g_00538
OG0000457	Praa.g_00226	Syah.g_00536
OG0000458	Praa.g_00227	Syah.g_00535
OG0000459	Praa.g_00228	Syah.g_00534
OG0000460	Praa.g_00235	Syah.g_00906
OG0000461	Praa.g_00242	Syah.g_00678
OG0000462	Praa.g_00244	Syah.g_00675
OG0000463	Praa.g_00245	Syah.g_00674
OG0000464	Praa.g_00246	Syah.g_00673
OG0000465	Praa.g_00247	Syah.g_00672
OG0000466	Praa.g_00250	Syah.g_00668
OG0000467	Praa.g_00251	Syah.g_00666
OG0000468	Praa.g_00253	Syah.g_00661
OG0000469	Praa.g_00262	Syah.g_00647
OG0000470	Praa.g_00264	Syah.g_00645
OG0000471	Praa.g_00265	Syah.g_00644
OG0000472	Praa.g_00266	Syah.g_00642
OG0000473	Praa.g_00268	Syah.g_00640
OG0000474	Praa.g_00269	Syah.g_00639
OG0000475	Praa.g_00270	Syah.g_00638
OG0000476	Praa.g_00271	Syah.g_00636
OG0000477	Praa.g_00275	Syah.g_00630
OG0000478	Praa.g_00276	Syah.g_00629
OG0000479	Praa.g_00277	Syah.g_00628
OG0000480	Praa.g_00282	Syah.g_00089
OG0000481	Praa.g_00284	Syah.g_00091
OG0000482	Praa.g_00285	Syah.g_00092
OG0000483	Praa.g_00288	Syah.g_00096
OG0000484	Praa.g_00289	Syah.g_00097
OG0000485	Praa.g_00290	Syah.g_00098
OG0000486	Praa.g_00291	Syah.g_00099
OG0000487	Praa.g_00295	Syah.g_00106
OG0000488	Praa.g_00298	Syah.g_00110
OG0000489	Praa.g_00303	Syah.g_00121
OG0000490	Praa.g_00308	Syah.g_00129
OG0000491	Praa.g_00309	Syah.g_00130
OG0000492	Praa.g_00311	Syah.g_00132
OG0000493	Praa.g_00312	Syah.g_00133
OG0000494	Praa.g_00313	Syah.g_00134
OG0000495	Praa.g_00314	Syah.g_00135
OG0000496	Praa.g_00315	Syah.g_00136
OG0000497	Praa.g_00316	Syah.g_00137
OG0000498	Praa.g_00317	Syah.g_00138
OG0000499	Praa.g_00318	Syah.g_00139
OG0000500	Praa.g_00319	Syah.g_00140
OG0000501	Praa.g_00321	Syah.g_00143
OG0000502	Praa.g_00324	Syah.g_00155
OG0000503	Praa.g_00334	Syah.g_00858
OG0000504	Praa.g_00335	Syah.g_00860
OG0000505	Praa.g_00336	Syah.g_00861
OG0000506	Praa.g_00338	Syah.g_00863
OG0000507	Praa.g_00340	Syah.g_00869
OG0000508	Praa.g_00344	Syah.g_00873
OG0000509	Praa.g_00346	Syah.g_00875
OG0000510	Praa.g_00347	Syah.g_00876
OG0000511	Praa.g_00348	Syah.g_00877
OG0000512	Praa.g_00350	Syah.g_00879
OG0000513	Praa.g_00357	Syah.g_00892
OG0000514	Praa.g_00431	Syah.g_00899
OG0000515	Praa.g_00432	Syah.g_00900
OG0000516	Praa.g_00433	Syah.g_02231
OG0000517	Praa.g_00435	Syah.g_02237
OG0000518	Praa.g_00445	Syah.g_02221
OG0000519	Praa.g_00446	Syah.g_02220
OG0000520	Praa.g_00447	Syah.g_02219
OG0000521	Praa.g_00452	Syah.g_01202
OG0000522	Praa.g_00454	Syah.g_01204
OG0000523	Praa.g_00455	Syah.g_01205
OG0000524	Praa.g_00461	Syah.g_01207
OG0000525	Praa.g_00464	Syah.g_01212
OG0000526	Praa.g_00465	Syah.g_01215
OG0000527	Praa.g_00473	Syah.g_01219
OG0000528	Praa.g_00478	Syah.g_00991
OG0000529	Praa.g_00481	Syah.g_00998
OG0000530	Praa.g_00484	Syah.g_01001
OG0000531	Praa.g_00485	Syah.g_01002
OG0000532	Praa.g_00487	Syah.g_01005
OG0000533	Praa.g_00488	Syah.g_01006
OG0000534	Praa.g_00489	Syah.g_01007
OG0000535	Praa.g_00490	Syah.g_01008
OG0000536	Praa.g_00491	Syah.g_01009
OG0000537	Praa.g_00492	Syah.g_01010
OG0000538	Praa.g_00500	Syah.g_01021
OG0000539	Praa.g_00501	Syah.g_01022
OG0000540	Praa.g_00502	Syah.g_01023
OG0000541	Praa.g_00503	Syah.g_01024
OG0000542	Praa.g_00505	Syah.g_01027
OG0000543	Praa.g_00507	Syah.g_01029
OG0000545	Praa.g_00510	Syah.g_01031
OG0000546	Praa.g_00513	Syah.g_01033
OG0000547	Praa.g_00515	Syah.g_01035
OG0000548	Praa.g_00516	Syah.g_01036
OG0000549	Praa.g_00518	Syah.g_01042
OG0000550	Praa.g_00523	Syah.g_01046
OG0000551	Praa.g_00527	Syah.g_01051
OG0000552	Praa.g_00528	Syah.g_01052
OG0000553	Praa.g_00529	Syah.g_01054
OG0000554	Praa.g_00534	Syah.g_01065
OG0000555	Praa.g_00543	Syah.g_01078
OG0000556	Praa.g_00545	Syah.g_01084
OG0000557	Praa.g_00546	Syah.g_01086
OG0000558	Praa.g_00548	Syah.g_01088
OG0000559	Praa.g_00552	Syah.g_01093
OG0000560	Praa.g_00555	Syah.g_01096
OG0000561	Praa.g_00556	Syah.g_01097
OG0000562	Praa.g_00557	Syah.g_01098
OG0000563	Praa.g_00558	Syah.g_01099
OG0000564	Praa.g_00559	Syah.g_01100
OG0000565	Praa.g_00562	Syah.g_01104
OG0000566	Praa.g_00564	Syah.g_01108
OG0000567	Praa.g_00568	Syah.g_01112
OG0000568	Praa.g_00569	Syah.g_01116
OG0000569	Praa.g_00570	Syah.g_01117
OG0000570	Praa.g_00571	Syah.g_01118
OG0000571	Praa.g_00573	Syah.g_01122
OG0000572	Praa.g_00586	Syah.g_01137
OG0000573	Praa.g_00592	Syah.g_01146
OG0000574	Praa.g_00593	Syah.g_01147
OG0000575	Praa.g_00597	Syah.g_01151
OG0000576	Praa.g_00599	Syah.g_01153
OG0000577	Praa.g_00600	Syah.g_01154
OG0000578	Praa.g_00601	Syah.g_01155
OG0000579	Praa.g_00602	Syah.g_01156
