Orthogroup	Praa	Syak
OG0000221	Praa.g_00302	Syak.g_01498
OG0000222	Praa.g_00310	Syak.g_01512
OG0000223	Praa.g_00323	Syak.g_01531
OG0000224	Praa.g_00325	Syak.g_01532
OG0000225	Praa.g_00345	Syak.g_01230
OG0000226	Praa.g_00349	Syak.g_01226
OG0000227	Praa.g_00351	Syak.g_01224
OG0000228	Praa.g_00354	Syak.g_01216
OG0000229	Praa.g_00436	Syak.g_01191
OG0000230	Praa.g_00437	Syak.g_01189
OG0000231	Praa.g_00448	Syak.g_01176
OG0000232	Praa.g_00457	Syak.g_01156
OG0000233	Praa.g_00463	Syak.g_01145
OG0000234	Praa.g_00476	Syak.g_01116
OG0000235	Praa.g_00479	Syak.g_02573
OG0000236	Praa.g_00493	Syak.g_02589
OG0000237	Praa.g_00506	Syak.g_02607
OG0000238	Praa.g_00512	Syak.g_02612
OG0000239	Praa.g_00525	Syak.g_02628
OG0000240	Praa.g_00526	Syak.g_02629
OG0000241	Praa.g_00530	Syak.g_00027
OG0000242	Praa.g_00532	Syak.g_02638
OG0000243	Praa.g_00544	Syak.g_02658
OG0000244	Praa.g_00547	Syak.g_02665
OG0000245	Praa.g_00549	Syak.g_02667
OG0000246	Praa.g_00553	Syak.g_02671
OG0000247	Praa.g_00563	Syak.g_02681
OG0000248	Praa.g_00565	Syak.g_02684
OG0000249	Praa.g_00567	Syak.g_02686
OG0000250	Praa.g_00572	Syak.g_02694
OG0000251	Praa.g_00591	Syak.g_02722
OG0000252	Praa.g_00594	Syak.g_02725
OG0000253	Praa.g_00595	Syak.g_02727
OG0000254	Praa.g_00611	Syak.g_02752
OG0000255	Praa.g_00617	Syak.g_02772
OG0000256	Praa.g_00627	Syak.g_00020
OG0000257	Praa.g_00630	Syak.g_00026
OG0000258	Praa.g_00643	Syak.g_00044
OG0000259	Praa.g_00660	Syak.g_00334
OG0000260	Praa.g_00663	Syak.g_00338
OG0000261	Praa.g_00665	Syak.g_00348
OG0000262	Praa.g_00669	Syak.g_00353
OG0000263	Praa.g_00681	Syak.g_00828
OG0000264	Praa.g_00691	Syak.g_00698
OG0000265	Praa.g_00711	Syak.g_00211
OG0000266	Praa.g_00721	Syak.g_00778
OG0000267	Praa.g_00732	Syak.g_00555
OG0000268	Praa.g_00733	Syak.g_00554
OG0000269	Praa.g_00798	Syak.g_00429
OG0000270	Praa.g_00801	Syak.g_00432
OG0000271	Praa.g_00809	Syak.g_00440
OG0000272	Praa.g_00810, Praa.g_00811	Syak.g_00441
OG0000273	Praa.g_00834	Syak.g_00616
OG0000274	Praa.g_00835	Syak.g_00615
OG0000275	Praa.g_00838	Syak.g_00611
OG0000276	Praa.g_00843	Syak.g_00604
OG0000277	Praa.g_00844	Syak.g_00603
OG0000278	Praa.g_00847	Syak.g_00600
OG0000279	Praa.g_00854	Syak.g_00592
OG0000280	Praa.g_00855	Syak.g_00582
OG0000281	Praa.g_00860	Syak.g_00339
OG0000282	Praa.g_00909	Syak.g_00375
OG0000283	Praa.g_00941	Syak.g_00541
OG0000284	Praa.g_00946	Syak.g_00536
OG0000285	Praa.g_00951	Syak.g_00523
OG0000286	Praa.g_00963	Syak.g_00504
OG0000287	Praa.g_00980	Syak.g_00477
OG0000288	Praa.g_01012	Syak.g_00644
OG0000289	Praa.g_01023	Syak.g_00659
OG0000290	Praa.g_01036	Syak.g_00738
OG0000291	Praa.g_01038	Syak.g_00734, Syak.g_00737
OG0000292	Praa.g_01089	Syak.g_01802
OG0000293	Praa.g_01151	Syak.g_00910
OG0000294	Praa.g_01152	Syak.g_00909
OG0000295	Praa.g_01171	Syak.g_00863
OG0000296	Praa.g_01173	Syak.g_00861
OG0000297	Praa.g_01181	Syak.g_00848
OG0000298	Praa.g_01182	Syak.g_00847
OG0000299	Praa.g_01199	Syak.g_00820
OG0000300	Praa.g_01202	Syak.g_00813
OG0000301	Praa.g_01203	Syak.g_00812
OG0000302	Praa.g_01205	Syak.g_00811
OG0000303	Praa.g_01212	Syak.g_00674
OG0000304	Praa.g_01216	Syak.g_00680
OG0000305	Praa.g_01358	Syak.g_00732
OG0000306	Praa.g_01361	Syak.g_00094
OG0000307	Praa.g_01375	Syak.g_02556
OG0000308	Praa.g_01376	Syak.g_02554
OG0000309	Praa.g_01380	Syak.g_02549
OG0000310	Praa.g_01461	Syak.g_00994
OG0000311	Praa.g_01463	Syak.g_00999
OG0000312	Praa.g_01466	Syak.g_01028
OG0000313	Praa.g_01480	Syak.g_01046
OG0000314	Praa.g_01503	Syak.g_01079
OG0000315	Praa.g_01513	Syak.g_01090
OG0000316	Praa.g_01533	Syak.g_02462
OG0000317	Praa.g_01633	Syak.g_02419
OG0000318	Praa.g_01636	Syak.g_02415
OG0000319	Praa.g_01649	Syak.g_02399
OG0000320	Praa.g_01651	Syak.g_02397
OG0000321	Praa.g_01652	Syak.g_02396
OG0000322	Praa.g_01653	Syak.g_02395
OG0000323	Praa.g_01662	Syak.g_02380
OG0000324	Praa.g_01690	Syak.g_02347
OG0000325	Praa.g_01700	Syak.g_01391
OG0000326	Praa.g_01706	Syak.g_01384
OG0000327	Praa.g_01734	Syak.g_01350
OG0000328	Praa.g_01735	Syak.g_01349
OG0000329	Praa.g_01752	Syak.g_01331
OG0000330	Praa.g_01753	Syak.g_01330
OG0000331	Praa.g_01754	Syak.g_01329
OG0000332	Praa.g_01768	Syak.g_01314
OG0000333	Praa.g_01770	Syak.g_01311
OG0000334	Praa.g_01778	Syak.g_01302
OG0000335	Praa.g_01783	Syak.g_01298
OG0000336	Praa.g_01787	Syak.g_01294
OG0000337	Praa.g_01804	Syak.g_01555
OG0000338	Praa.g_01805	Syak.g_01558
OG0000339	Praa.g_01809	Syak.g_01566
OG0000340	Praa.g_01817	Syak.g_01626
OG0000341	Praa.g_01819	Syak.g_01628
OG0000342	Praa.g_01820	Syak.g_01629
OG0000343	Praa.g_01821	Syak.g_01631
OG0000344	Praa.g_01824	Syak.g_01635
OG0000345	Praa.g_01829	Syak.g_01645
OG0000346	Praa.g_01833	Syak.g_01651
OG0000347	Praa.g_01849	Syak.g_01694
OG0000348	Praa.g_01859	Syak.g_01717
OG0000349	Praa.g_01876	Syak.g_01740
OG0000350	Praa.g_01894	Syak.g_01377
OG0000351	Praa.g_01911	Syak.g_01823
OG0000352	Praa.g_01912	Syak.g_01822
OG0000353	Praa.g_01927	Syak.g_01796
OG0000355	Praa.g_00001	Syak.g_01793
OG0000356	Praa.g_00002	Syak.g_01792
OG0000357	Praa.g_00003	Syak.g_01791
OG0000358	Praa.g_00007	Syak.g_01787
OG0000359	Praa.g_00008	Syak.g_01785
OG0000360	Praa.g_00009	Syak.g_01784
OG0000361	Praa.g_00010	Syak.g_01783
OG0000362	Praa.g_00012	Syak.g_01781
OG0000363	Praa.g_00014	Syak.g_01779
OG0000364	Praa.g_00015	Syak.g_01778
OG0000365	Praa.g_00020	Syak.g_01769
OG0000366	Praa.g_00021	Syak.g_01768
OG0000367	Praa.g_00022	Syak.g_01767
OG0000368	Praa.g_00024	Syak.g_01765
OG0000369	Praa.g_00025	Syak.g_01764
OG0000370	Praa.g_00026	Syak.g_01763
OG0000371	Praa.g_00032	Syak.g_01753
OG0000372	Praa.g_00035	Syak.g_01748
OG0000373	Praa.g_00036	Syak.g_01747
OG0000374	Praa.g_00037	Syak.g_01746
OG0000375	Praa.g_00040	Syak.g_01744
OG0000376	Praa.g_00042	Syak.g_01742
OG0000377	Praa.g_00045	Syak.g_01948
OG0000378	Praa.g_00047	Syak.g_01968
OG0000379	Praa.g_00050	Syak.g_01972
OG0000380	Praa.g_00066	Syak.g_02256
OG0000381	Praa.g_00070	Syak.g_02254
OG0000382	Praa.g_00081	Syak.g_02236
OG0000383	Praa.g_00083	Syak.g_02229
OG0000384	Praa.g_00084	Syak.g_02228
OG0000385	Praa.g_00085	Syak.g_02227
OG0000386	Praa.g_00086	Syak.g_02226
OG0000387	Praa.g_00099	Syak.g_02200
OG0000388	Praa.g_00102	Syak.g_02196
OG0000389	Praa.g_00106	Syak.g_02193, Syak.g_02345
OG0000390	Praa.g_00113	Syak.g_02177
OG0000391	Praa.g_00116	Syak.g_02172
OG0000392	Praa.g_00120	Syak.g_02166
OG0000393	Praa.g_00122	Syak.g_02163
OG0000394	Praa.g_00123	Syak.g_02162
OG0000395	Praa.g_00124	Syak.g_02161
OG0000396	Praa.g_00127	Syak.g_02158
OG0000397	Praa.g_00129	Syak.g_02156
OG0000398	Praa.g_00131	Syak.g_02151
OG0000399	Praa.g_00132	Syak.g_02150
OG0000400	Praa.g_00133	Syak.g_02149
OG0000401	Praa.g_00134	Syak.g_02148
OG0000402	Praa.g_00136	Syak.g_02146
OG0000403	Praa.g_00137	Syak.g_02145
OG0000404	Praa.g_00138	Syak.g_02143
OG0000405	Praa.g_00142	Syak.g_02131
OG0000406	Praa.g_00147	Syak.g_02126
OG0000407	Praa.g_00148	Syak.g_02125
OG0000408	Praa.g_00150	Syak.g_02123
OG0000409	Praa.g_00152	Syak.g_02121
OG0000410	Praa.g_00153	Syak.g_02120
OG0000411	Praa.g_00154	Syak.g_02119
OG0000412	Praa.g_00155	Syak.g_02118
OG0000413	Praa.g_00156	Syak.g_02116
OG0000415	Praa.g_00158	Syak.g_02114
OG0000416	Praa.g_00159	Syak.g_02113
OG0000417	Praa.g_00160	Syak.g_02112
OG0000418	Praa.g_00165	Syak.g_02107
OG0000419	Praa.g_00167	Syak.g_02105
OG0000420	Praa.g_00168	Syak.g_02103
OG0000421	Praa.g_00173	Syak.g_02097
OG0000422	Praa.g_00174	Syak.g_02096
OG0000423	Praa.g_00175	Syak.g_02095
OG0000424	Praa.g_00176	Syak.g_02094
OG0000425	Praa.g_00177	Syak.g_02093
OG0000426	Praa.g_00178	Syak.g_02092
OG0000427	Praa.g_00179	Syak.g_02091
OG0000428	Praa.g_00181	Syak.g_02088
OG0000429	Praa.g_00182	Syak.g_02086
OG0000430	Praa.g_00183	Syak.g_02084
OG0000431	Praa.g_00185	Syak.g_02081
OG0000432	Praa.g_00188	Syak.g_02075
OG0000433	Praa.g_00189	Syak.g_02073
OG0000434	Praa.g_00190	Syak.g_02072
OG0000435	Praa.g_00191	Syak.g_02071
OG0000436	Praa.g_00196	Syak.g_02064
OG0000437	Praa.g_00197	Syak.g_02063
OG0000438	Praa.g_00198	Syak.g_02062
OG0000439	Praa.g_00200	Syak.g_02060
OG0000440	Praa.g_00201	Syak.g_02059
OG0000441	Praa.g_00204	Syak.g_02053
OG0000442	Praa.g_00205	Syak.g_02043
OG0000443	Praa.g_00206	Syak.g_02041
OG0000444	Praa.g_00211	Syak.g_02022
OG0000445	Praa.g_00212	Syak.g_02015
OG0000446	Praa.g_00213	Syak.g_02013
OG0000447	Praa.g_00214	Syak.g_02006
OG0000448	Praa.g_00215	Syak.g_02005
OG0000449	Praa.g_00216	Syak.g_02004
OG0000450	Praa.g_00217	Syak.g_01998
OG0000451	Praa.g_00218	Syak.g_01997
OG0000452	Praa.g_00221	Syak.g_01993
OG0000453	Praa.g_00222	Syak.g_01992
OG0000454	Praa.g_00223	Syak.g_01991
OG0000455	Praa.g_00224	Syak.g_01990
OG0000456	Praa.g_00225	Syak.g_01989
OG0000457	Praa.g_00226	Syak.g_01987
OG0000458	Praa.g_00227	Syak.g_01986
OG0000459	Praa.g_00228	Syak.g_01985
OG0000460	Praa.g_00235	Syak.g_02303
OG0000461	Praa.g_00242	Syak.g_01402
OG0000462	Praa.g_00244	Syak.g_01405
OG0000463	Praa.g_00245	Syak.g_01406
OG0000464	Praa.g_00246	Syak.g_01407
OG0000465	Praa.g_00247	Syak.g_01409
OG0000466	Praa.g_00250	Syak.g_01414
OG0000467	Praa.g_00251	Syak.g_01416
OG0000468	Praa.g_00253	Syak.g_01421
OG0000469	Praa.g_00262	Syak.g_01436
OG0000470	Praa.g_00264	Syak.g_01438
OG0000471	Praa.g_00265	Syak.g_01439
OG0000472	Praa.g_00266	Syak.g_01441
OG0000473	Praa.g_00268	Syak.g_01443
OG0000474	Praa.g_00269	Syak.g_01444
OG0000475	Praa.g_00270	Syak.g_01445
OG0000476	Praa.g_00271	Syak.g_01447
OG0000477	Praa.g_00275	Syak.g_01453
OG0000478	Praa.g_00276	Syak.g_01454
OG0000479	Praa.g_00277	Syak.g_01455
OG0000480	Praa.g_00282	Syak.g_01462
OG0000481	Praa.g_00284	Syak.g_01464
OG0000482	Praa.g_00285	Syak.g_01465
OG0000483	Praa.g_00288	Syak.g_01469
OG0000484	Praa.g_00289	Syak.g_01470
OG0000485	Praa.g_00290	Syak.g_01472
OG0000486	Praa.g_00291	Syak.g_01473
OG0000487	Praa.g_00295	Syak.g_01479
OG0000488	Praa.g_00298	Syak.g_01483
OG0000489	Praa.g_00303	Syak.g_01499
OG0000490	Praa.g_00308	Syak.g_01507
OG0000491	Praa.g_00309	Syak.g_01511
OG0000492	Praa.g_00311	Syak.g_01513
OG0000493	Praa.g_00312	Syak.g_01514
OG0000494	Praa.g_00313	Syak.g_01515
OG0000495	Praa.g_00314	Syak.g_01516
OG0000496	Praa.g_00315	Syak.g_01517
OG0000497	Praa.g_00316	Syak.g_01518
OG0000498	Praa.g_00317	Syak.g_01519
OG0000499	Praa.g_00318	Syak.g_01520
OG0000500	Praa.g_00319	Syak.g_01521
OG0000501	Praa.g_00321	Syak.g_01524
OG0000502	Praa.g_00324	Syak.g_01538
OG0000503	Praa.g_00334	Syak.g_01246
OG0000504	Praa.g_00335	Syak.g_01244
OG0000505	Praa.g_00336	Syak.g_01243
OG0000506	Praa.g_00338	Syak.g_01241
OG0000507	Praa.g_00340	Syak.g_01235
OG0000508	Praa.g_00344	Syak.g_01231
OG0000509	Praa.g_00346	Syak.g_01229
OG0000510	Praa.g_00347	Syak.g_01228
OG0000511	Praa.g_00348	Syak.g_01227
OG0000512	Praa.g_00350	Syak.g_01225
OG0000513	Praa.g_00357	Syak.g_01211
OG0000514	Praa.g_00431	Syak.g_01204
OG0000515	Praa.g_00432	Syak.g_01203
OG0000516	Praa.g_00433	Syak.g_01199
OG0000517	Praa.g_00435	Syak.g_01192
OG0000518	Praa.g_00445	Syak.g_01180
OG0000519	Praa.g_00446	Syak.g_01179
OG0000520	Praa.g_00447	Syak.g_01178
OG0000521	Praa.g_00452	Syak.g_01167
OG0000522	Praa.g_00454	Syak.g_01163
OG0000523	Praa.g_00455	Syak.g_01162
OG0000524	Praa.g_00461	Syak.g_01149
OG0000525	Praa.g_00464	Syak.g_01130
OG0000526	Praa.g_00465	Syak.g_01127
OG0000527	Praa.g_00473	Syak.g_01120
OG0000528	Praa.g_00478	Syak.g_02570
OG0000529	Praa.g_00481	Syak.g_02575
OG0000530	Praa.g_00484	Syak.g_02578
OG0000531	Praa.g_00485	Syak.g_02579
OG0000532	Praa.g_00487	Syak.g_02582
OG0000533	Praa.g_00488	Syak.g_02584
OG0000534	Praa.g_00489	Syak.g_02585
OG0000535	Praa.g_00490	Syak.g_02586
OG0000536	Praa.g_00491	Syak.g_02587
OG0000537	Praa.g_00492	Syak.g_02588
OG0000538	Praa.g_00500	Syak.g_02600
OG0000539	Praa.g_00501	Syak.g_02601
OG0000540	Praa.g_00502	Syak.g_02602
OG0000541	Praa.g_00503	Syak.g_02603
OG0000542	Praa.g_00505	Syak.g_02606
OG0000543	Praa.g_00507	Syak.g_02608
OG0000544	Praa.g_00508	Syak.g_02609
OG0000545	Praa.g_00510	Syak.g_02611
OG0000546	Praa.g_00513	Syak.g_02613
OG0000547	Praa.g_00515	Syak.g_02615
OG0000548	Praa.g_00516	Syak.g_02616
OG0000549	Praa.g_00518	Syak.g_02622
OG0000550	Praa.g_00523	Syak.g_02626
OG0000551	Praa.g_00527	Syak.g_02631
OG0000552	Praa.g_00528	Syak.g_02632
OG0000553	Praa.g_00529	Syak.g_02636
OG0000554	Praa.g_00534	Syak.g_02641
OG0000555	Praa.g_00543	Syak.g_02657
OG0000556	Praa.g_00545	Syak.g_02661
OG0000557	Praa.g_00546	Syak.g_02663
OG0000558	Praa.g_00548	Syak.g_02666
OG0000559	Praa.g_00552	Syak.g_02670
OG0000560	Praa.g_00555	Syak.g_02672
OG0000561	Praa.g_00556	Syak.g_02673
OG0000562	Praa.g_00557	Syak.g_02674
OG0000563	Praa.g_00558	Syak.g_02675
OG0000564	Praa.g_00559	Syak.g_02676
OG0000565	Praa.g_00562	Syak.g_02679
OG0000566	Praa.g_00564	Syak.g_02683
OG0000567	Praa.g_00568	Syak.g_02687
OG0000568	Praa.g_00569	Syak.g_02690
OG0000569	Praa.g_00570	Syak.g_02691
OG0000570	Praa.g_00571	Syak.g_02692
OG0000571	Praa.g_00573	Syak.g_02696
OG0000572	Praa.g_00586	Syak.g_02713
OG0000573	Praa.g_00592	Syak.g_02723
OG0000574	Praa.g_00593	Syak.g_02724
OG0000575	Praa.g_00597	Syak.g_02729
OG0000576	Praa.g_00599	Syak.g_02731
OG0000577	Praa.g_00600	Syak.g_02732
OG0000578	Praa.g_00601	Syak.g_02733
OG0000579	Praa.g_00602	Syak.g_02734
OG0000580	Praa.g_00603	Syak.g_02735
OG0000581	Praa.g_00605	Syak.g_02742
OG0000582	Praa.g_00608	Syak.g_02748
OG0000583	Praa.g_00609	Syak.g_02749
OG0000584	Praa.g_00610	Syak.g_02750
OG0000585	Praa.g_00612	Syak.g_02753
