Orthogroup	Praa	Prau
OG0000033	Praa.g_01437	Prau.g_01465
OG0000033	Praa.g_00169	Prau.g_00170
OG0000034	Praa.g_01328	Prau.g_01381
OG0000035	Praa.g_01476	Prau.g_01531, Prau.g_01528
OG0000037	Praa.g_00109	Prau.g_00110
OG0000038	Praa.g_01883	Prau.g_01976
OG0000039	Praa.g_00686	Prau.g_00726
OG0000040	Praa.g_01618	Prau.g_01662
OG0000040	Praa.g_01140	Prau.g_01187
OG0000041	Praa.g_01683	Prau.g_01778
OG0000042	Praa.g_01839	Prau.g_01932
OG0000043	Praa.g_01259	Prau.g_01321
OG0000043	Praa.g_00876	Prau.g_00926
OG0000045	Praa.g_00370	Prau.g_00374
OG0000047	Praa.g_00330	Prau.g_00332
OG0000048	Praa.g_00373	Prau.g_00377
OG0000049	Praa.g_00382	Prau.g_00387
OG0000049	Praa.g_01256	Prau.g_01319
OG0000050	Praa.g_01075	Prau.g_01123
OG0000051	Praa.g_01291	Prau.g_01347
OG0000052	Praa.g_01447, Praa.g_01407	Prau.g_01489
OG0000053	Praa.g_01496	Prau.g_01551
OG0000054	Praa.g_00606	Prau.g_00644
OG0000055	Praa.g_00783	Prau.g_00835
OG0000057	Praa.g_00698	Prau.g_00738
OG0000058	Praa.g_01425	Prau.g_01432, Prau.g_01460
OG0000059	Praa.g_01723	Prau.g_01818
OG0000061	Praa.g_01159	Prau.g_01206
OG0000062	Praa.g_01555	Prau.g_01609
OG0000063	Praa.g_00033	Prau.g_00032
OG0000065	Praa.g_00107	Prau.g_00108
OG0000066	Praa.g_00539	Prau.g_00579
OG0000067	Praa.g_00803	Prau.g_00854
OG0000068	Praa.g_01366	Prau.g_01409
OG0000069	Praa.g_01590	Prau.g_01285, Prau.g_01642
OG0000070	Praa.g_00449	Prau.g_00491
OG0000071	Praa.g_01318	Prau.g_01371
OG0000072	Praa.g_00171	Prau.g_00172
OG0000073	Praa.g_00499	Prau.g_00540
OG0000074	Praa.g_00682	Prau.g_00722
OG0000075	Praa.g_01808	Prau.g_01901
OG0000076	Praa.g_01832	Prau.g_01925
OG0000077	Praa.g_00078	Prau.g_00079
OG0000078	Praa.g_00239	Prau.g_00240
OG0000079	Praa.g_00252	Prau.g_00254
OG0000081	Praa.g_00531	Prau.g_00571
OG0000082	Praa.g_00585	Prau.g_00624
OG0000083	Praa.g_00742	Prau.g_00792
OG0000083	Praa.g_00735	Prau.g_00785
OG0000084	Praa.g_01472	Prau.g_01524
OG0000085	Praa.g_01628	Prau.g_01725
OG0000086	Praa.g_00088	Prau.g_00089
OG0000087	Praa.g_00139	Prau.g_00140
OG0000088	Praa.g_00166	Prau.g_00167
OG0000089	Praa.g_00355	Prau.g_00358
OG0000090	Praa.g_00533	Prau.g_00573
OG0000091	Praa.g_00642	Prau.g_00682
OG0000092	Praa.g_00912	Prau.g_00961
OG0000093	Praa.g_00932	Prau.g_00983
OG0000094	Praa.g_01020	Prau.g_01070
OG0000095	Praa.g_01039	Prau.g_01089
OG0000096	Praa.g_01110	Prau.g_01156
OG0000096	Praa.g_01280	Prau.g_01331
OG0000097	Praa.g_01200	Prau.g_01247
OG0000098	Praa.g_01348	Prau.g_01391
OG0000099	Praa.g_01394	Prau.g_01435
OG0000100	Praa.g_01551	Prau.g_01605
OG0000101	Praa.g_01775	Prau.g_01869
OG0000102	Praa.g_01837	Prau.g_01930
OG0000103	Praa.g_01916	Prau.g_02009
OG0000104	Praa.g_01924	Prau.g_02018
OG0000105	Praa.g_00274	Prau.g_00276
OG0000106	Praa.g_00369	Prau.g_00373
OG0000107	Praa.g_00383	Prau.g_00389
OG0000108	Praa.g_00480	Prau.g_00521
OG0000109	Praa.g_00494	Prau.g_00535
OG0000110	Praa.g_00575	Prau.g_00614
OG0000111	Praa.g_00699	Prau.g_00739
OG0000112	Praa.g_00766	Prau.g_00818
OG0000113	Praa.g_00826	Prau.g_00876
OG0000114	Praa.g_00907	Prau.g_00956
OG0000115	Praa.g_01101	Prau.g_01148
OG0000116	Praa.g_01150	Prau.g_01197
OG0000117	Praa.g_01255	Prau.g_01318
OG0000118	Praa.g_01330	Prau.g_01383
OG0000119	Praa.g_01362	Prau.g_01405
OG0000120	Praa.g_01387	Prau.g_01430
OG0000121	Praa.g_01478	Prau.g_01533
OG0000122	Praa.g_01516	Prau.g_01571
OG0000123	Praa.g_01782	Prau.g_01876
OG0000124	Praa.g_01848	Prau.g_01941
OG0000125	Praa.g_01885	Prau.g_01978
OG0000126	Praa.g_01923	Prau.g_02017
OG0000128	Praa.g_00011	Prau.g_00011
OG0000129	Praa.g_00044	Prau.g_00051
OG0000130	Praa.g_00069	Prau.g_00071
OG0000131	Praa.g_00145	Prau.g_00146
OG0000132	Praa.g_00164	Prau.g_00165
OG0000133	Praa.g_00322	Prau.g_00324
OG0000134	Praa.g_00356	Prau.g_00359
OG0000135	Praa.g_00381	Prau.g_00386
OG0000136	Praa.g_00440	Prau.g_00482
OG0000137	Praa.g_00475	Prau.g_00516
OG0000138	Praa.g_00495	Prau.g_00536
OG0000139	Praa.g_00537	Prau.g_00577
OG0000140	Praa.g_00538	Prau.g_00578
OG0000141	Praa.g_00607	Prau.g_00645
OG0000142	Praa.g_00635	Prau.g_00675
OG0000143	Praa.g_00639	Prau.g_00679
OG0000144	Praa.g_00652	Prau.g_00692
OG0000145	Praa.g_00764	Prau.g_00816
OG0000146	Praa.g_00767	Prau.g_00819
OG0000147	Praa.g_00768	Prau.g_00820
OG0000148	Praa.g_00820	Prau.g_00870
OG0000149	Praa.g_00851	Prau.g_00900
OG0000150	Praa.g_00859	Prau.g_00909
OG0000151	Praa.g_00917	Prau.g_00966
OG0000152	Praa.g_00964	Prau.g_01015
OG0000153	Praa.g_00983	Prau.g_01034
OG0000154	Praa.g_01013	Prau.g_01063
OG0000155	Praa.g_01179	Prau.g_01226
OG0000156	Praa.g_01307	Prau.g_01359
OG0000157	Praa.g_01308	Prau.g_01360
OG0000158	Praa.g_01395	Prau.g_01436
OG0000159	Praa.g_01396	Prau.g_01457
OG0000160	Praa.g_01477	Prau.g_01532
OG0000161	Praa.g_01483	Prau.g_01538
OG0000162	Praa.g_01489	Prau.g_01544
OG0000163	Praa.g_01523	Prau.g_01578
OG0000164	Praa.g_01659	Prau.g_01756
OG0000165	Praa.g_01667	Prau.g_01763
OG0000166	Praa.g_01739	Prau.g_01833
OG0000167	Praa.g_01806	Prau.g_01899
OG0000168	Praa.g_01816	Prau.g_01909
OG0000169	Praa.g_01826	Prau.g_01919
OG0000170	Praa.g_01828	Prau.g_01921
OG0000171	Praa.g_01847	Prau.g_01940
OG0000172	Praa.g_01856	Prau.g_01949
OG0000173	Praa.g_01871	Prau.g_01964
OG0000174	Praa.g_01898	Prau.g_01991
OG0000175	Praa.g_01908	Prau.g_02001
OG0000176	Praa.g_00004	Prau.g_00004
OG0000177	Praa.g_00005	Prau.g_00005
OG0000178	Praa.g_00006	Prau.g_00006
OG0000179	Praa.g_00016	Prau.g_00016
OG0000180	Praa.g_00017	Prau.g_00017
OG0000181	Praa.g_00018	Prau.g_00018
OG0000182	Praa.g_00019	Prau.g_00019
OG0000183	Praa.g_00023	Prau.g_00023
OG0000184	Praa.g_00046	Prau.g_00054
OG0000185	Praa.g_00049	Prau.g_00057
OG0000186	Praa.g_00064	Prau.g_00066
OG0000187	Praa.g_00065	Prau.g_00067
OG0000188	Praa.g_00082	Prau.g_00083
OG0000189	Praa.g_00096	Prau.g_00097
OG0000190	Praa.g_00097	Prau.g_00098
OG0000191	Praa.g_00117	Prau.g_00118
OG0000192	Praa.g_00121	Prau.g_00122
OG0000193	Praa.g_00146	Prau.g_00147
OG0000194	Praa.g_00149	Prau.g_00150
OG0000195	Praa.g_00151	Prau.g_00152
OG0000196	Praa.g_00161	Prau.g_00162
OG0000197	Praa.g_00162	Prau.g_00163
OG0000198	Praa.g_00163	Prau.g_00164
OG0000199	Praa.g_00170	Prau.g_00171
OG0000200	Praa.g_00184	Prau.g_00185
OG0000201	Praa.g_00192	Prau.g_00193
OG0000202	Praa.g_00193	Prau.g_00194
OG0000203	Praa.g_00194	Prau.g_00195
OG0000204	Praa.g_00195	Prau.g_00196
OG0000205	Praa.g_00202	Prau.g_00203
OG0000206	Praa.g_00207	Prau.g_00208
OG0000207	Praa.g_00209	Prau.g_00210
OG0000208	Praa.g_00210	Prau.g_00211
OG0000209	Praa.g_00219	Prau.g_00220
OG0000210	Praa.g_00220	Prau.g_00221
OG0000211	Praa.g_00233	Prau.g_00234
OG0000212	Praa.g_00240	Prau.g_00241
OG0000213	Praa.g_00257	Prau.g_00259
OG0000214	Praa.g_00267	Prau.g_00269
OG0000215	Praa.g_00292	Prau.g_00294
OG0000216	Praa.g_00294	Prau.g_00296
OG0000217	Praa.g_00297	Prau.g_00299
OG0000218	Praa.g_00299	Prau.g_00301
OG0000219	Praa.g_00300	Prau.g_00302
OG0000220	Praa.g_00301	Prau.g_00303
OG0000221	Praa.g_00302	Prau.g_00304
OG0000222	Praa.g_00310	Prau.g_00312
OG0000223	Praa.g_00323	Prau.g_00325
OG0000224	Praa.g_00325	Prau.g_00327
OG0000225	Praa.g_00345	Prau.g_00348
OG0000226	Praa.g_00349	Prau.g_00352
OG0000227	Praa.g_00351	Prau.g_00354
OG0000228	Praa.g_00354	Prau.g_00357
OG0000229	Praa.g_00436	Prau.g_00477
OG0000230	Praa.g_00437	Prau.g_00479
OG0000231	Praa.g_00448	Prau.g_00490
OG0000232	Praa.g_00457	Prau.g_00499
OG0000233	Praa.g_00463	Prau.g_00505
OG0000234	Praa.g_00476	Prau.g_00517
OG0000235	Praa.g_00479	Prau.g_00520
OG0000236	Praa.g_00493	Prau.g_00534
OG0000237	Praa.g_00506	Prau.g_00547
OG0000238	Praa.g_00512	Prau.g_00553
OG0000239	Praa.g_00525	Prau.g_00565
OG0000240	Praa.g_00526	Prau.g_00566
OG0000241	Praa.g_00530	Prau.g_00570
OG0000242	Praa.g_00532	Prau.g_00572
OG0000243	Praa.g_00544	Prau.g_00583
OG0000244	Praa.g_00547	Prau.g_00586
OG0000245	Praa.g_00549	Prau.g_00588
OG0000246	Praa.g_00553	Prau.g_00592
OG0000247	Praa.g_00563	Prau.g_00602
OG0000248	Praa.g_00565	Prau.g_00604
OG0000249	Praa.g_00567	Prau.g_00606
OG0000250	Praa.g_00572	Prau.g_00611
OG0000251	Praa.g_00591	Prau.g_00629
OG0000252	Praa.g_00594	Prau.g_00632
OG0000253	Praa.g_00595	Prau.g_00633
OG0000254	Praa.g_00611	Prau.g_00649
OG0000255	Praa.g_00617	Prau.g_00655
OG0000256	Praa.g_00627	Prau.g_00667
OG0000257	Praa.g_00630	Prau.g_00670
OG0000258	Praa.g_00643	Prau.g_00683
OG0000259	Praa.g_00660	Prau.g_00700
OG0000260	Praa.g_00663	Prau.g_00703
OG0000261	Praa.g_00665	Prau.g_00705
OG0000262	Praa.g_00669	Prau.g_00709
OG0000263	Praa.g_00681	Prau.g_00721
OG0000264	Praa.g_00691	Prau.g_00731
OG0000265	Praa.g_00711	Prau.g_00755
OG0000266	Praa.g_00721	Prau.g_00765
OG0000267	Praa.g_00732	Prau.g_00776
OG0000268	Praa.g_00733	Prau.g_00777
OG0000269	Praa.g_00798	Prau.g_00849
OG0000270	Praa.g_00801	Prau.g_00852
OG0000271	Praa.g_00809	Prau.g_00860
OG0000272	Praa.g_00810, Praa.g_00811	Prau.g_00861
OG0000273	Praa.g_00834	Prau.g_00884
OG0000274	Praa.g_00835	Prau.g_00885
OG0000275	Praa.g_00838	Prau.g_00887
OG0000276	Praa.g_00843	Prau.g_00892
OG0000277	Praa.g_00844	Prau.g_00893
OG0000278	Praa.g_00847	Prau.g_00896
OG0000279	Praa.g_00854	Prau.g_00904
OG0000280	Praa.g_00855	Prau.g_00905
OG0000281	Praa.g_00860	Prau.g_00910
OG0000282	Praa.g_00909	Prau.g_00958
OG0000283	Praa.g_00941	Prau.g_00992
OG0000284	Praa.g_00946	Prau.g_00997
OG0000285	Praa.g_00951	Prau.g_01002
OG0000286	Praa.g_00963	Prau.g_01014
OG0000287	Praa.g_00980	Prau.g_01031
OG0000288	Praa.g_01012	Prau.g_01062
OG0000289	Praa.g_01023	Prau.g_01073
OG0000290	Praa.g_01036	Prau.g_01086
OG0000291	Praa.g_01038	Prau.g_01088
OG0000292	Praa.g_01089	Prau.g_01136
OG0000293	Praa.g_01151	Prau.g_01198
OG0000294	Praa.g_01152	Prau.g_01199
OG0000295	Praa.g_01171	Prau.g_01218
OG0000296	Praa.g_01173	Prau.g_01220
OG0000297	Praa.g_01181	Prau.g_01228
OG0000298	Praa.g_01182	Prau.g_01229
OG0000299	Praa.g_01199	Prau.g_01246
OG0000300	Praa.g_01202	Prau.g_01249
OG0000301	Praa.g_01203	Prau.g_01250
OG0000302	Praa.g_01205	Prau.g_01252
OG0000303	Praa.g_01212	Prau.g_01259
OG0000304	Praa.g_01216	Prau.g_01263
OG0000305	Praa.g_01358	Prau.g_01401
OG0000306	Praa.g_01361	Prau.g_01404
OG0000307	Praa.g_01375	Prau.g_01418
OG0000308	Praa.g_01376	Prau.g_01419
OG0000309	Praa.g_01380	Prau.g_01423
OG0000310	Praa.g_01461	Prau.g_01513
OG0000311	Praa.g_01463	Prau.g_01515
OG0000312	Praa.g_01466	Prau.g_01518
OG0000313	Praa.g_01480	Prau.g_01535
OG0000314	Praa.g_01503	Prau.g_01558
OG0000315	Praa.g_01513	Prau.g_01568
OG0000316	Praa.g_01533	Prau.g_01588
OG0000317	Praa.g_01633	Prau.g_01730
OG0000318	Praa.g_01636	Prau.g_01733
OG0000319	Praa.g_01649	Prau.g_01746
OG0000320	Praa.g_01651	Prau.g_01748
OG0000321	Praa.g_01652	Prau.g_01749
OG0000322	Praa.g_01653	Prau.g_01750
OG0000323	Praa.g_01662	Prau.g_01759
OG0000324	Praa.g_01690	Prau.g_01785
OG0000325	Praa.g_01700	Prau.g_01795
OG0000326	Praa.g_01706	Prau.g_01801
OG0000327	Praa.g_01734	Prau.g_01828
OG0000328	Praa.g_01735	Prau.g_01829
OG0000329	Praa.g_01752	Prau.g_01846
OG0000330	Praa.g_01753	Prau.g_01847
OG0000331	Praa.g_01754	Prau.g_01848
OG0000332	Praa.g_01768	Prau.g_01862
OG0000333	Praa.g_01770	Prau.g_01864
OG0000334	Praa.g_01778	Prau.g_01872
OG0000335	Praa.g_01783	Prau.g_01877
OG0000336	Praa.g_01787	Prau.g_01881
OG0000337	Praa.g_01804	Prau.g_01897
OG0000338	Praa.g_01805	Prau.g_01898
OG0000339	Praa.g_01809	Prau.g_01902
OG0000340	Praa.g_01817	Prau.g_01910
OG0000341	Praa.g_01819	Prau.g_01912
OG0000342	Praa.g_01820	Prau.g_01913
OG0000343	Praa.g_01821	Prau.g_01914
OG0000344	Praa.g_01824	Prau.g_01917
OG0000345	Praa.g_01829	Prau.g_01922
OG0000346	Praa.g_01833	Prau.g_01926
OG0000347	Praa.g_01849	Prau.g_01942
OG0000348	Praa.g_01859	Prau.g_01952
OG0000349	Praa.g_01876	Prau.g_01969
OG0000350	Praa.g_01894	Prau.g_01987
OG0000351	Praa.g_01911	Prau.g_02004
OG0000352	Praa.g_01912	Prau.g_02005
OG0000353	Praa.g_01927	Prau.g_02021
OG0000355	Praa.g_00001	Prau.g_00001
OG0000356	Praa.g_00002	Prau.g_00002
OG0000357	Praa.g_00003	Prau.g_00003
OG0000358	Praa.g_00007	Prau.g_00007
OG0000359	Praa.g_00008	Prau.g_00008
OG0000360	Praa.g_00009	Prau.g_00009
OG0000361	Praa.g_00010	Prau.g_00010
OG0000362	Praa.g_00012	Prau.g_00012
OG0000363	Praa.g_00014	Prau.g_00014
OG0000364	Praa.g_00015	Prau.g_00015
OG0000365	Praa.g_00020	Prau.g_00020
OG0000366	Praa.g_00021	Prau.g_00021
OG0000367	Praa.g_00022	Prau.g_00022
OG0000368	Praa.g_00024	Prau.g_00024
OG0000369	Praa.g_00025	Prau.g_00025
OG0000370	Praa.g_00026	Prau.g_00026
OG0000371	Praa.g_00032	Prau.g_00031
OG0000372	Praa.g_00035	Prau.g_00034
OG0000373	Praa.g_00036	Prau.g_00035
OG0000374	Praa.g_00037	Prau.g_00036
OG0000375	Praa.g_00040	Prau.g_00047
OG0000376	Praa.g_00042	Prau.g_00049
OG0000377	Praa.g_00045	Prau.g_00053
OG0000378	Praa.g_00047	Prau.g_00055
OG0000379	Praa.g_00050	Prau.g_00058
OG0000380	Praa.g_00066	Prau.g_00068
OG0000381	Praa.g_00070	Prau.g_00072
OG0000382	Praa.g_00081	Prau.g_00082
OG0000383	Praa.g_00083	Prau.g_00084
OG0000384	Praa.g_00084	Prau.g_00085
OG0000385	Praa.g_00085	Prau.g_00086
OG0000386	Praa.g_00086	Prau.g_00087
OG0000387	Praa.g_00099	Prau.g_00100
OG0000388	Praa.g_00102	Prau.g_00103
OG0000389	Praa.g_00106	Prau.g_00107
OG0000390	Praa.g_00113	Prau.g_00114
OG0000391	Praa.g_00116	Prau.g_00117
OG0000392	Praa.g_00120	Prau.g_00121
OG0000393	Praa.g_00122	Prau.g_00123
OG0000394	Praa.g_00123	Prau.g_00124
OG0000395	Praa.g_00124	Prau.g_00125
OG0000396	Praa.g_00127	Prau.g_00128
OG0000397	Praa.g_00129	Prau.g_00130
OG0000398	Praa.g_00131	Prau.g_00132
OG0000399	Praa.g_00132	Prau.g_00133
OG0000400	Praa.g_00133	Prau.g_00134
OG0000401	Praa.g_00134	Prau.g_00135
OG0000402	Praa.g_00136	Prau.g_00137
OG0000403	Praa.g_00137	Prau.g_00138
OG0000404	Praa.g_00138	Prau.g_00139
OG0000405	Praa.g_00142	Prau.g_00143
OG0000406	Praa.g_00147	Prau.g_00148
OG0000407	Praa.g_00148	Prau.g_00149
OG0000408	Praa.g_00150	Prau.g_00151
OG0000409	Praa.g_00152	Prau.g_00153
OG0000410	Praa.g_00153	Prau.g_00154
OG0000411	Praa.g_00154	Prau.g_00155
OG0000412	Praa.g_00155	Prau.g_00156
OG0000413	Praa.g_00156	Prau.g_00157
OG0000414	Praa.g_00157	Prau.g_00158
OG0000415	Praa.g_00158	Prau.g_00159
OG0000416	Praa.g_00159	Prau.g_00160
OG0000417	Praa.g_00160	Prau.g_00161
OG0000418	Praa.g_00165	Prau.g_00166
OG0000419	Praa.g_00167	Prau.g_00168
OG0000420	Praa.g_00168	Prau.g_00169
OG0000421	Praa.g_00173	Prau.g_00174
OG0000422	Praa.g_00174	Prau.g_00175
OG0000423	Praa.g_00175	Prau.g_00176
OG0000424	Praa.g_00176	Prau.g_00177
OG0000425	Praa.g_00177	Prau.g_00178
OG0000426	Praa.g_00178	Prau.g_00179
OG0000427	Praa.g_00179	Prau.g_00180
OG0000428	Praa.g_00181	Prau.g_00182
OG0000429	Praa.g_00182	Prau.g_00183
OG0000430	Praa.g_00183	Prau.g_00184
OG0000431	Praa.g_00185	Prau.g_00186
OG0000432	Praa.g_00188	Prau.g_00189
OG0000433	Praa.g_00189	Prau.g_00190
OG0000434	Praa.g_00190	Prau.g_00191
OG0000435	Praa.g_00191	Prau.g_00192
OG0000436	Praa.g_00196	Prau.g_00197
OG0000437	Praa.g_00197	Prau.g_00198
OG0000438	Praa.g_00198	Prau.g_00199
OG0000439	Praa.g_00200	Prau.g_00201
OG0000440	Praa.g_00201	Prau.g_00202
OG0000441	Praa.g_00204	Prau.g_00205
OG0000442	Praa.g_00205	Prau.g_00206
OG0000443	Praa.g_00206	Prau.g_00207
OG0000444	Praa.g_00211	Prau.g_00212
OG0000445	Praa.g_00212	Prau.g_00213
OG0000446	Praa.g_00213	Prau.g_00214
OG0000447	Praa.g_00214	Prau.g_00215
OG0000448	Praa.g_00215	Prau.g_00216
OG0000449	Praa.g_00216	Prau.g_00217
OG0000450	Praa.g_00217	Prau.g_00218
OG0000451	Praa.g_00218	Prau.g_00219
OG0000452	Praa.g_00221	Prau.g_00222
OG0000453	Praa.g_00222	Prau.g_00223
OG0000454	Praa.g_00223	Prau.g_00224
OG0000455	Praa.g_00224	Prau.g_00225
OG0000456	Praa.g_00225	Prau.g_00226
OG0000457	Praa.g_00226	Prau.g_00227
OG0000458	Praa.g_00227	Prau.g_00228
OG0000459	Praa.g_00228	Prau.g_00229
OG0000460	Praa.g_00235	Prau.g_00236
OG0000461	Praa.g_00242	Prau.g_00244
OG0000462	Praa.g_00244	Prau.g_00246
OG0000463	Praa.g_00245	Prau.g_00247
OG0000464	Praa.g_00246	Prau.g_00248
OG0000465	Praa.g_00247	Prau.g_00249
OG0000466	Praa.g_00250	Prau.g_00252
OG0000467	Praa.g_00251	Prau.g_00253
OG0000468	Praa.g_00253	Prau.g_00255
OG0000469	Praa.g_00262	Prau.g_00264
OG0000470	Praa.g_00264	Prau.g_00266
OG0000471	Praa.g_00265	Prau.g_00267
OG0000472	Praa.g_00266	Prau.g_00268
OG0000473	Praa.g_00268	Prau.g_00270
OG0000474	Praa.g_00269	Prau.g_00271
OG0000475	Praa.g_00270	Prau.g_00272
OG0000476	Praa.g_00271	Prau.g_00273
OG0000477	Praa.g_00275	Prau.g_00277
OG0000478	Praa.g_00276	Prau.g_00278
OG0000479	Praa.g_00277	Prau.g_00279
OG0000480	Praa.g_00282	Prau.g_00284
OG0000481	Praa.g_00284	Prau.g_00286
OG0000482	Praa.g_00285	Prau.g_00287
OG0000483	Praa.g_00288	Prau.g_00290
OG0000484	Praa.g_00289	Prau.g_00291
OG0000485	Praa.g_00290	Prau.g_00292
OG0000486	Praa.g_00291	Prau.g_00293
OG0000487	Praa.g_00295	Prau.g_00297
OG0000488	Praa.g_00298	Prau.g_00300
OG0000489	Praa.g_00303	Prau.g_00305
OG0000490	Praa.g_00308	Prau.g_00310
OG0000491	Praa.g_00309	Prau.g_00311
OG0000492	Praa.g_00311	Prau.g_00313
OG0000493	Praa.g_00312	Prau.g_00314
OG0000494	Praa.g_00313	Prau.g_00315
OG0000495	Praa.g_00314	Prau.g_00316
OG0000496	Praa.g_00315	Prau.g_00317
OG0000497	Praa.g_00316	Prau.g_00318
OG0000498	Praa.g_00317	Prau.g_00319
OG0000499	Praa.g_00318	Prau.g_00320
OG0000500	Praa.g_00319	Prau.g_00321
OG0000501	Praa.g_00321	Prau.g_00323
OG0000502	Praa.g_00324	Prau.g_00326
OG0000503	Praa.g_00334	Prau.g_00336
OG0000504	Praa.g_00335	Prau.g_00337
OG0000505	Praa.g_00336	Prau.g_00338
OG0000506	Praa.g_00338	Prau.g_00340
OG0000507	Praa.g_00340	Prau.g_00343
OG0000508	Praa.g_00344	Prau.g_00347
OG0000509	Praa.g_00346	Prau.g_00349
OG0000510	Praa.g_00347	Prau.g_00350
OG0000511	Praa.g_00348	Prau.g_00351
OG0000512	Praa.g_00350	Prau.g_00353
OG0000513	Praa.g_00357	Prau.g_00360
OG0000514	Praa.g_00431	Prau.g_00472
OG0000515	Praa.g_00432	Prau.g_00473
OG0000516	Praa.g_00433	Prau.g_00474
OG0000517	Praa.g_00435	Prau.g_00476
OG0000518	Praa.g_00445	Prau.g_00487
OG0000519	Praa.g_00446	Prau.g_00488
OG0000520	Praa.g_00447	Prau.g_00489
OG0000521	Praa.g_00452	Prau.g_00494
OG0000522	Praa.g_00454	Prau.g_00496
OG0000523	Praa.g_00455	Prau.g_00497
OG0000524	Praa.g_00461	Prau.g_00503
OG0000525	Praa.g_00464	Prau.g_00506
OG0000526	Praa.g_00465	Prau.g_00507
OG0000527	Praa.g_00473	Prau.g_00514
OG0000528	Praa.g_00478	Prau.g_00519
OG0000529	Praa.g_00481	Prau.g_00522
OG0000530	Praa.g_00484	Prau.g_00525
OG0000531	Praa.g_00485	Prau.g_00526
OG0000532	Praa.g_00487	Prau.g_00528
OG0000533	Praa.g_00488	Prau.g_00529
OG0000534	Praa.g_00489	Prau.g_00530
OG0000535	Praa.g_00490	Prau.g_00531
OG0000536	Praa.g_00491	Prau.g_00532
OG0000537	Praa.g_00492	Prau.g_00533
OG0000538	Praa.g_00500	Prau.g_00541
OG0000539	Praa.g_00501	Prau.g_00542
OG0000540	Praa.g_00502	Prau.g_00543
OG0000541	Praa.g_00503	Prau.g_00544
OG0000542	Praa.g_00505	Prau.g_00546
OG0000543	Praa.g_00507	Prau.g_00548
OG0000544	Praa.g_00508	Prau.g_00549
OG0000545	Praa.g_00510	Prau.g_00551
OG0000546	Praa.g_00513	Prau.g_00554
OG0000547	Praa.g_00515	Prau.g_00556
OG0000548	Praa.g_00516	Prau.g_00557
OG0000549	Praa.g_00518	Prau.g_00559
OG0000550	Praa.g_00523	Prau.g_00564
OG0000551	Praa.g_00527	Prau.g_00567
OG0000552	Praa.g_00528	Prau.g_00568
OG0000553	Praa.g_00529	Prau.g_00569
OG0000554	Praa.g_00534	Prau.g_00574
OG0000555	Praa.g_00543	Prau.g_00582
OG0000556	Praa.g_00545	Prau.g_00584
OG0000557	Praa.g_00546	Prau.g_00585
OG0000558	Praa.g_00548	Prau.g_00587
