Orthogroup	Praa	Pral
OG0000057	Praa.g_00698	Pral.g_01740
OG0000058	Praa.g_01425	Pral.g_01202
OG0000059	Praa.g_01723	Pral.g_00195
OG0000061	Praa.g_01415	Pral.g_00639
OG0000061	Praa.g_01159	Pral.g_01367
OG0000062	Praa.g_01555	Pral.g_01073
OG0000065	Praa.g_00107	Pral.g_00940
OG0000066	Praa.g_00539	Pral.g_00551
OG0000067	Praa.g_00803	Pral.g_01488
OG0000068	Praa.g_01366	Pral.g_01222
OG0000069	Praa.g_01590	Pral.g_01164, Pral.g_01114
OG0000070	Praa.g_00449	Pral.g_00643
OG0000071	Praa.g_01318	Pral.g_01281
OG0000072	Praa.g_00171	Pral.g_00872
OG0000073	Praa.g_00499	Pral.g_00591
OG0000074	Praa.g_00682	Pral.g_01760, Pral.g_01818
OG0000075	Praa.g_01808	Pral.g_00279
OG0000076	Praa.g_01832	Pral.g_00305
OG0000077	Praa.g_00078	Pral.g_00969
OG0000078	Praa.g_00239	Pral.g_00800
OG0000079	Praa.g_00252	Pral.g_00787
OG0000081	Praa.g_00531	Pral.g_00559
OG0000082	Praa.g_00585	Pral.g_00057
OG0000083	Praa.g_00742, Praa.g_01294, Praa.g_00735	Pral.g_01898
OG0000084	Praa.g_01472	Pral.g_01169
OG0000085	Praa.g_01628	Pral.g_00099
OG0000086	Praa.g_00088	Pral.g_00959
OG0000087	Praa.g_00139	Pral.g_00906
OG0000088	Praa.g_00166	Pral.g_00878
OG0000089	Praa.g_00355	Pral.g_00676
OG0000090	Praa.g_00533	Pral.g_00557
OG0000091	Praa.g_00642	Pral.g_01443
OG0000092	Praa.g_00912	Pral.g_01794
OG0000093	Praa.g_00932	Pral.g_01472
OG0000094	Praa.g_01020	Pral.g_01604
OG0000095	Praa.g_01039	Pral.g_01561
OG0000096	Praa.g_01110, Praa.g_01280	Pral.g_00444
OG0000097	Praa.g_01200	Pral.g_01416
OG0000098	Praa.g_01348	Pral.g_01239
OG0000099	Praa.g_01394	Pral.g_01201
OG0000100	Praa.g_01551	Pral.g_01078
OG0000101	Praa.g_01775	Pral.g_00243
OG0000102	Praa.g_01837	Pral.g_00310
OG0000103	Praa.g_01916	Pral.g_00397
OG0000104	Praa.g_01924	Pral.g_00406
OG0000105	Praa.g_00274	Pral.g_00765
OG0000106	Praa.g_00369	Pral.g_01859
OG0000107	Praa.g_00383	Pral.g_00171
OG0000108	Praa.g_00480	Pral.g_00611
OG0000109	Praa.g_00494	Pral.g_00596
OG0000110	Praa.g_00575	Pral.g_00513
OG0000111	Praa.g_00699	Pral.g_01739
OG0000112	Praa.g_00766	Pral.g_01635
OG0000113	Praa.g_00826	Pral.g_01511
OG0000114	Praa.g_00907	Pral.g_01799
OG0000115	Praa.g_01101	Pral.g_01141
OG0000116	Praa.g_01150	Pral.g_01356
OG0000117	Praa.g_01255	Pral.g_01396, Pral.g_01398, Pral.g_01397
OG0000118	Praa.g_01330	Pral.g_01269
OG0000119	Praa.g_01362	Pral.g_01861, Pral.g_01063
OG0000120	Praa.g_01387	Pral.g_00702
OG0000121	Praa.g_01478	Pral.g_01159
OG0000122	Praa.g_01516	Pral.g_01116
OG0000123	Praa.g_01782	Pral.g_00250
OG0000124	Praa.g_01848	Pral.g_00322
OG0000125	Praa.g_01885	Pral.g_00358
OG0000126	Praa.g_01923	Pral.g_00405
OG0000128	Praa.g_00011	Pral.g_00421
OG0000129	Praa.g_00044	Pral.g_01000
OG0000130	Praa.g_00069	Pral.g_00978
OG0000131	Praa.g_00145	Pral.g_00900
OG0000132	Praa.g_00164	Pral.g_00880
OG0000133	Praa.g_00322	Pral.g_00717
OG0000134	Praa.g_00356	Pral.g_00674
OG0000135	Praa.g_00381	Pral.g_01034
OG0000136	Praa.g_00440	Pral.g_00653
OG0000137	Praa.g_00475	Pral.g_00617
OG0000138	Praa.g_00495	Pral.g_00595
OG0000139	Praa.g_00537	Pral.g_00553
OG0000140	Praa.g_00538	Pral.g_00552
OG0000141	Praa.g_00607	Pral.g_00481
OG0000142	Praa.g_00635	Pral.g_01436
OG0000143	Praa.g_00639	Pral.g_01440
OG0000144	Praa.g_00652	Pral.g_01453
OG0000145	Praa.g_00764	Pral.g_01037
OG0000146	Praa.g_00767	Pral.g_01636
OG0000147	Praa.g_00768	Pral.g_01637
OG0000148	Praa.g_00820	Pral.g_01505
OG0000149	Praa.g_00851	Pral.g_01535
OG0000150	Praa.g_00859	Pral.g_01545
OG0000151	Praa.g_00917	Pral.g_01789
OG0000152	Praa.g_00964	Pral.g_01627
OG0000153	Praa.g_00983	Pral.g_01578
OG0000154	Praa.g_01013	Pral.g_01595
OG0000155	Praa.g_01179	Pral.g_01390
OG0000156	Praa.g_01307	Pral.g_01292
OG0000157	Praa.g_01308	Pral.g_01291
OG0000158	Praa.g_01395	Pral.g_00287
OG0000159	Praa.g_01396	Pral.g_01263
OG0000160	Praa.g_01477	Pral.g_01160
OG0000161	Praa.g_01483	Pral.g_01154
OG0000162	Praa.g_01489	Pral.g_01148
OG0000163	Praa.g_01523	Pral.g_01106
OG0000164	Praa.g_01659	Pral.g_00131
OG0000165	Praa.g_01667	Pral.g_00138
OG0000166	Praa.g_01739	Pral.g_00206
OG0000167	Praa.g_01806	Pral.g_00277
OG0000168	Praa.g_01816	Pral.g_00288
OG0000169	Praa.g_01826	Pral.g_00298
OG0000170	Praa.g_01828	Pral.g_00301
OG0000171	Praa.g_01847	Pral.g_00321
OG0000172	Praa.g_01856	Pral.g_00328
OG0000173	Praa.g_01871	Pral.g_00343
OG0000174	Praa.g_01898	Pral.g_00375
OG0000175	Praa.g_01908	Pral.g_00387
OG0000176	Praa.g_00004	Pral.g_00414
OG0000177	Praa.g_00005	Pral.g_00415
OG0000178	Praa.g_00006	Pral.g_00416
OG0000179	Praa.g_00016	Pral.g_01028
OG0000180	Praa.g_00017	Pral.g_01027
OG0000181	Praa.g_00018	Pral.g_01026
OG0000182	Praa.g_00019	Pral.g_01025
OG0000183	Praa.g_00023	Pral.g_01021
OG0000184	Praa.g_00046	Pral.g_00996
OG0000185	Praa.g_00049	Pral.g_00993
OG0000186	Praa.g_00064	Pral.g_00984
OG0000187	Praa.g_00065	Pral.g_00983
OG0000188	Praa.g_00082	Pral.g_00965
OG0000189	Praa.g_00096	Pral.g_00951
OG0000190	Praa.g_00097	Pral.g_00950
OG0000191	Praa.g_00117	Pral.g_00928
OG0000192	Praa.g_00121	Pral.g_00923
OG0000193	Praa.g_00146	Pral.g_00899
OG0000194	Praa.g_00149	Pral.g_00896
OG0000195	Praa.g_00151	Pral.g_00894
OG0000196	Praa.g_00161	Pral.g_00883
OG0000197	Praa.g_00162	Pral.g_00882
OG0000198	Praa.g_00163	Pral.g_00881
OG0000199	Praa.g_00170	Pral.g_00873
OG0000200	Praa.g_00184	Pral.g_00860
OG0000201	Praa.g_00192	Pral.g_00851
OG0000202	Praa.g_00193	Pral.g_00850
OG0000203	Praa.g_00194	Pral.g_00849
OG0000204	Praa.g_00195	Pral.g_00848
OG0000205	Praa.g_00202	Pral.g_00842
OG0000206	Praa.g_00207	Pral.g_00837
OG0000207	Praa.g_00209	Pral.g_00835
OG0000208	Praa.g_00210	Pral.g_00834
OG0000209	Praa.g_00219	Pral.g_00825
OG0000210	Praa.g_00220	Pral.g_00824
OG0000211	Praa.g_00233	Pral.g_00807
OG0000212	Praa.g_00240	Pral.g_00799
OG0000213	Praa.g_00257	Pral.g_00781
OG0000214	Praa.g_00267	Pral.g_00772
OG0000215	Praa.g_00292	Pral.g_00746
OG0000216	Praa.g_00294	Pral.g_00744
OG0000217	Praa.g_00297	Pral.g_00741
OG0000218	Praa.g_00299	Pral.g_00739
OG0000219	Praa.g_00300	Pral.g_00738
OG0000220	Praa.g_00301	Pral.g_00737
OG0000221	Praa.g_00302	Pral.g_00736
OG0000222	Praa.g_00310	Pral.g_00729
OG0000223	Praa.g_00323	Pral.g_00716
OG0000224	Praa.g_00325	Pral.g_00714
OG0000225	Praa.g_00345	Pral.g_00686
OG0000226	Praa.g_00349	Pral.g_00682
OG0000227	Praa.g_00351	Pral.g_00680
OG0000228	Praa.g_00354	Pral.g_00677
OG0000229	Praa.g_00436	Pral.g_00658
OG0000230	Praa.g_00437	Pral.g_00656
OG0000231	Praa.g_00448	Pral.g_00644
OG0000232	Praa.g_00457	Pral.g_00631
OG0000233	Praa.g_00463	Pral.g_00625
OG0000234	Praa.g_00476	Pral.g_00616
OG0000235	Praa.g_00479	Pral.g_00612
OG0000236	Praa.g_00493	Pral.g_00597
OG0000237	Praa.g_00506	Pral.g_00584
OG0000238	Praa.g_00512	Pral.g_00578
OG0000239	Praa.g_00525	Pral.g_00565
OG0000240	Praa.g_00526	Pral.g_00564
OG0000241	Praa.g_00530	Pral.g_00560
OG0000242	Praa.g_00532	Pral.g_00558
OG0000243	Praa.g_00544	Pral.g_00547
OG0000244	Praa.g_00547	Pral.g_00544
OG0000245	Praa.g_00549	Pral.g_00542
OG0000246	Praa.g_00553	Pral.g_00538
OG0000247	Praa.g_00563	Pral.g_00527
OG0000248	Praa.g_00565	Pral.g_00524
OG0000249	Praa.g_00567	Pral.g_00522
OG0000250	Praa.g_00572	Pral.g_00516
OG0000251	Praa.g_00591	Pral.g_00498
OG0000252	Praa.g_00594	Pral.g_00495
OG0000253	Praa.g_00595	Pral.g_00494
OG0000254	Praa.g_00611	Pral.g_00477
OG0000255	Praa.g_00617	Pral.g_00470
OG0000256	Praa.g_00627	Pral.g_00460
OG0000257	Praa.g_00630	Pral.g_01430
OG0000258	Praa.g_00643	Pral.g_01444
OG0000259	Praa.g_00660	Pral.g_01461
OG0000260	Praa.g_00663	Pral.g_01464
OG0000261	Praa.g_00665	Pral.g_01467
OG0000262	Praa.g_00669	Pral.g_01471
OG0000263	Praa.g_00681	Pral.g_01761
OG0000264	Praa.g_00691	Pral.g_01750
OG0000265	Praa.g_00711	Pral.g_01729
OG0000266	Praa.g_00721	Pral.g_01719
OG0000267	Praa.g_00732	Pral.g_01706
OG0000268	Praa.g_00733	Pral.g_01705
OG0000269	Praa.g_00798	Pral.g_01483
OG0000270	Praa.g_00801	Pral.g_01486
OG0000271	Praa.g_00809	Pral.g_01494
OG0000272	Praa.g_00810, Praa.g_00811	Pral.g_01495
OG0000273	Praa.g_00834	Pral.g_01518
OG0000274	Praa.g_00835	Pral.g_01519
OG0000275	Praa.g_00838	Pral.g_01522
OG0000276	Praa.g_00843	Pral.g_01527
OG0000277	Praa.g_00844	Pral.g_01528
OG0000278	Praa.g_00847	Pral.g_01531
OG0000279	Praa.g_00854	Pral.g_01538
OG0000280	Praa.g_00855	Pral.g_01539
OG0000281	Praa.g_00860	Pral.g_01546
OG0000282	Praa.g_00909	Pral.g_01797
OG0000283	Praa.g_00941	Pral.g_01655
OG0000284	Praa.g_00946	Pral.g_01650
OG0000285	Praa.g_00951	Pral.g_01644
OG0000286	Praa.g_00963	Pral.g_01628
OG0000287	Praa.g_00980	Pral.g_00050
OG0000288	Praa.g_01012	Pral.g_01594
OG0000289	Praa.g_01023	Pral.g_01609
OG0000290	Praa.g_01036	Pral.g_01564
OG0000291	Praa.g_01038	Pral.g_01562
OG0000292	Praa.g_01089	Pral.g_01316
OG0000293	Praa.g_01151	Pral.g_01357
OG0000294	Praa.g_01152	Pral.g_01358
OG0000295	Praa.g_01171	Pral.g_01382
OG0000296	Praa.g_01173	Pral.g_01384
OG0000297	Praa.g_01181	Pral.g_01394
OG0000298	Praa.g_01182	Pral.g_01395
OG0000299	Praa.g_01199	Pral.g_01415
OG0000300	Praa.g_01202	Pral.g_01419
OG0000301	Praa.g_01203	Pral.g_01420
OG0000302	Praa.g_01205	Pral.g_01422
OG0000303	Praa.g_01212	Pral.g_01428
OG0000304	Praa.g_01216	Pral.g_00455
OG0000305	Praa.g_01358	Pral.g_01323
OG0000306	Praa.g_01361	Pral.g_01550
OG0000307	Praa.g_01375	Pral.g_01213
OG0000308	Praa.g_01376	Pral.g_01212
OG0000309	Praa.g_01380	Pral.g_01208
OG0000310	Praa.g_01461	Pral.g_01181
OG0000311	Praa.g_01463	Pral.g_01179
OG0000312	Praa.g_01466	Pral.g_01176
OG0000313	Praa.g_01480	Pral.g_01157
OG0000314	Praa.g_01503	Pral.g_01133
OG0000315	Praa.g_01513	Pral.g_01123
OG0000316	Praa.g_01533	Pral.g_01095
OG0000317	Praa.g_01633	Pral.g_00104
OG0000318	Praa.g_01636	Pral.g_00108
OG0000319	Praa.g_01649	Pral.g_00121
OG0000320	Praa.g_01651	Pral.g_00123
OG0000321	Praa.g_01652	Pral.g_00124
OG0000322	Praa.g_01653	Pral.g_00125
OG0000323	Praa.g_01662	Pral.g_00134
OG0000324	Praa.g_01690	Pral.g_00162
OG0000325	Praa.g_01700	Pral.g_00172
OG0000326	Praa.g_01706	Pral.g_00179
OG0000327	Praa.g_01734	Pral.g_00201
OG0000328	Praa.g_01735	Pral.g_00202
OG0000329	Praa.g_01752	Pral.g_00219
OG0000330	Praa.g_01753	Pral.g_00220
OG0000331	Praa.g_01754	Pral.g_00221
OG0000332	Praa.g_01768	Pral.g_00235
OG0000333	Praa.g_01770	Pral.g_00237
OG0000334	Praa.g_01778	Pral.g_00246
OG0000335	Praa.g_01783	Pral.g_00251
OG0000336	Praa.g_01787	Pral.g_00255
OG0000337	Praa.g_01804	Pral.g_00274
OG0000338	Praa.g_01805	Pral.g_00275
OG0000339	Praa.g_01809	Pral.g_00280
OG0000340	Praa.g_01817	Pral.g_00289
OG0000341	Praa.g_01819	Pral.g_00291
OG0000342	Praa.g_01820	Pral.g_00292
OG0000343	Praa.g_01821	Pral.g_00293
OG0000344	Praa.g_01824	Pral.g_00296
OG0000345	Praa.g_01829	Pral.g_00302
OG0000346	Praa.g_01833	Pral.g_00306
OG0000347	Praa.g_01849	Pral.g_00323
OG0000348	Praa.g_01859	Pral.g_00331
OG0000349	Praa.g_01876	Pral.g_00349
OG0000350	Praa.g_01894	Pral.g_00370
OG0000351	Praa.g_01911	Pral.g_00390
OG0000352	Praa.g_01912	Pral.g_00391
OG0000353	Praa.g_01927	Pral.g_00409
OG0000355	Praa.g_00001	Pral.g_00411
OG0000356	Praa.g_00002	Pral.g_00412
OG0000357	Praa.g_00003	Pral.g_00413
OG0000358	Praa.g_00007	Pral.g_00417
OG0000359	Praa.g_00008	Pral.g_00418
OG0000360	Praa.g_00009	Pral.g_00419
OG0000361	Praa.g_00010	Pral.g_00420
OG0000362	Praa.g_00012	Pral.g_00422
OG0000363	Praa.g_00014	Pral.g_01030
OG0000364	Praa.g_00015	Pral.g_01029
OG0000365	Praa.g_00020	Pral.g_01024
OG0000366	Praa.g_00021	Pral.g_01023
OG0000367	Praa.g_00022	Pral.g_01022
OG0000368	Praa.g_00024	Pral.g_01020
OG0000369	Praa.g_00025	Pral.g_01019
OG0000370	Praa.g_00026	Pral.g_01018
OG0000371	Praa.g_00032	Pral.g_01011
OG0000372	Praa.g_00035	Pral.g_01009
OG0000373	Praa.g_00036	Pral.g_01008
OG0000374	Praa.g_00037	Pral.g_01007
OG0000375	Praa.g_00040	Pral.g_01005
OG0000376	Praa.g_00042	Pral.g_01003
OG0000377	Praa.g_00045	Pral.g_00999
OG0000378	Praa.g_00047	Pral.g_00995
OG0000379	Praa.g_00050	Pral.g_00992
OG0000380	Praa.g_00066	Pral.g_00982
OG0000381	Praa.g_00070	Pral.g_00977
OG0000382	Praa.g_00081	Pral.g_00966
OG0000383	Praa.g_00083	Pral.g_00964
OG0000384	Praa.g_00084	Pral.g_00963
OG0000385	Praa.g_00085	Pral.g_00962
OG0000386	Praa.g_00086	Pral.g_00961
OG0000387	Praa.g_00099	Pral.g_00948
OG0000388	Praa.g_00102	Pral.g_00944
OG0000389	Praa.g_00106	Pral.g_00941
OG0000390	Praa.g_00113	Pral.g_00932
OG0000391	Praa.g_00116	Pral.g_00929
OG0000392	Praa.g_00120	Pral.g_00925
OG0000393	Praa.g_00122	Pral.g_00922
OG0000394	Praa.g_00123	Pral.g_00921
OG0000395	Praa.g_00124	Pral.g_00920
OG0000396	Praa.g_00127	Pral.g_00918
OG0000397	Praa.g_00129	Pral.g_00916
OG0000398	Praa.g_00131	Pral.g_00913
OG0000399	Praa.g_00132	Pral.g_00912
OG0000400	Praa.g_00133	Pral.g_00911
OG0000401	Praa.g_00134	Pral.g_00910
OG0000402	Praa.g_00136	Pral.g_00450
OG0000403	Praa.g_00137	Pral.g_00908
OG0000404	Praa.g_00138	Pral.g_00907
OG0000405	Praa.g_00142	Pral.g_00903
OG0000406	Praa.g_00147	Pral.g_00898
OG0000407	Praa.g_00148	Pral.g_00897
OG0000408	Praa.g_00150	Pral.g_00895
OG0000409	Praa.g_00152	Pral.g_00893
OG0000410	Praa.g_00153	Pral.g_00892
OG0000411	Praa.g_00154	Pral.g_00891
OG0000412	Praa.g_00155	Pral.g_00890
OG0000413	Praa.g_00156	Pral.g_00888
OG0000414	Praa.g_00157	Pral.g_00887
OG0000415	Praa.g_00158	Pral.g_00886
OG0000416	Praa.g_00159	Pral.g_00885
OG0000417	Praa.g_00160	Pral.g_00884
OG0000418	Praa.g_00165	Pral.g_00879
OG0000419	Praa.g_00167	Pral.g_00877
OG0000420	Praa.g_00168	Pral.g_00875
OG0000421	Praa.g_00173	Pral.g_00871
OG0000422	Praa.g_00174	Pral.g_00870
OG0000423	Praa.g_00175	Pral.g_00869
OG0000424	Praa.g_00176	Pral.g_00868
OG0000425	Praa.g_00177	Pral.g_00867
OG0000426	Praa.g_00178	Pral.g_00866
OG0000427	Praa.g_00179	Pral.g_00865
OG0000428	Praa.g_00181	Pral.g_00863
OG0000429	Praa.g_00182	Pral.g_00862
OG0000430	Praa.g_00183	Pral.g_00861
OG0000431	Praa.g_00185	Pral.g_00859
OG0000432	Praa.g_00188	Pral.g_00855
OG0000433	Praa.g_00189	Pral.g_00854
OG0000434	Praa.g_00190	Pral.g_00853
OG0000435	Praa.g_00191	Pral.g_00852
OG0000436	Praa.g_00196	Pral.g_00847
OG0000437	Praa.g_00197	Pral.g_00846
OG0000438	Praa.g_00198	Pral.g_00845
OG0000439	Praa.g_00200	Pral.g_00844
OG0000440	Praa.g_00201	Pral.g_00843
OG0000441	Praa.g_00204	Pral.g_00840
OG0000442	Praa.g_00205	Pral.g_00839
OG0000443	Praa.g_00206	Pral.g_00838
OG0000444	Praa.g_00211	Pral.g_00833
OG0000445	Praa.g_00212	Pral.g_00832
OG0000446	Praa.g_00213	Pral.g_00831
OG0000447	Praa.g_00214	Pral.g_00830
OG0000448	Praa.g_00215	Pral.g_00829
OG0000449	Praa.g_00216	Pral.g_00828
OG0000450	Praa.g_00217	Pral.g_00827
OG0000451	Praa.g_00218	Pral.g_00826
OG0000452	Praa.g_00221	Pral.g_00823
OG0000453	Praa.g_00222	Pral.g_00822
OG0000454	Praa.g_00223	Pral.g_00821
OG0000455	Praa.g_00224	Pral.g_00820
OG0000456	Praa.g_00225	Pral.g_00819
OG0000457	Praa.g_00226	Pral.g_00817
OG0000458	Praa.g_00227	Pral.g_00816
OG0000459	Praa.g_00228	Pral.g_00815
OG0000460	Praa.g_00235	Pral.g_00805
OG0000461	Praa.g_00242	Pral.g_00796
OG0000462	Praa.g_00244	Pral.g_00795
OG0000463	Praa.g_00245	Pral.g_00794
OG0000464	Praa.g_00246	Pral.g_00793
OG0000465	Praa.g_00247	Pral.g_00792
OG0000466	Praa.g_00250	Pral.g_00789
OG0000467	Praa.g_00251	Pral.g_00788
OG0000468	Praa.g_00253	Pral.g_00785
OG0000469	Praa.g_00262	Pral.g_00777
OG0000470	Praa.g_00264	Pral.g_00775
OG0000471	Praa.g_00265	Pral.g_00774
OG0000472	Praa.g_00266	Pral.g_00773
OG0000473	Praa.g_00268	Pral.g_00771
OG0000474	Praa.g_00269	Pral.g_00770
OG0000475	Praa.g_00270	Pral.g_00769
OG0000476	Praa.g_00271	Pral.g_00767
OG0000477	Praa.g_00275	Pral.g_00764
OG0000478	Praa.g_00276	Pral.g_00763
OG0000479	Praa.g_00277	Pral.g_00762
OG0000480	Praa.g_00282	Pral.g_00756
OG0000481	Praa.g_00284	Pral.g_00754
OG0000482	Praa.g_00285	Pral.g_00753
OG0000483	Praa.g_00288	Pral.g_00750
OG0000484	Praa.g_00289	Pral.g_00749
OG0000485	Praa.g_00290	Pral.g_00748
OG0000486	Praa.g_00291	Pral.g_00747
OG0000487	Praa.g_00295	Pral.g_00743
OG0000488	Praa.g_00298	Pral.g_00740
OG0000489	Praa.g_00303	Pral.g_00735
OG0000490	Praa.g_00308	Pral.g_00731
OG0000491	Praa.g_00309	Pral.g_00730
OG0000492	Praa.g_00311	Pral.g_00728
OG0000493	Praa.g_00312	Pral.g_00727
OG0000494	Praa.g_00313	Pral.g_00726
OG0000495	Praa.g_00314	Pral.g_00725
OG0000496	Praa.g_00315	Pral.g_00724
OG0000497	Praa.g_00316	Pral.g_00723
OG0000498	Praa.g_00317	Pral.g_00722
OG0000499	Praa.g_00318	Pral.g_00721
OG0000500	Praa.g_00319	Pral.g_00720
OG0000501	Praa.g_00321	Pral.g_00718
OG0000502	Praa.g_00324	Pral.g_00715
OG0000503	Praa.g_00334	Pral.g_00698
OG0000504	Praa.g_00335	Pral.g_00696
OG0000505	Praa.g_00336	Pral.g_00695
OG0000506	Praa.g_00338	Pral.g_00694
OG0000507	Praa.g_00340	Pral.g_00691
OG0000508	Praa.g_00344	Pral.g_00687
OG0000509	Praa.g_00346	Pral.g_00685
OG0000510	Praa.g_00347	Pral.g_00684
OG0000511	Praa.g_00348	Pral.g_00683
OG0000512	Praa.g_00350	Pral.g_00681
OG0000513	Praa.g_00357	Pral.g_00673
OG0000514	Praa.g_00431	Pral.g_00663
OG0000515	Praa.g_00432	Pral.g_00662
OG0000516	Praa.g_00433	Pral.g_00661
OG0000517	Praa.g_00435	Pral.g_00659
OG0000518	Praa.g_00445	Pral.g_00647
OG0000519	Praa.g_00446	Pral.g_00646
OG0000520	Praa.g_00447	Pral.g_00645
OG0000521	Praa.g_00452	Pral.g_00635
OG0000522	Praa.g_00454	Pral.g_00633
OG0000523	Praa.g_00455	Pral.g_00632
OG0000524	Praa.g_00461	Pral.g_00627
OG0000525	Praa.g_00464	Pral.g_00623
OG0000526	Praa.g_00465	Pral.g_00622
OG0000527	Praa.g_00473	Pral.g_00619
OG0000528	Praa.g_00478	Pral.g_00613
OG0000529	Praa.g_00481	Pral.g_00610
OG0000530	Praa.g_00484	Pral.g_00607
OG0000531	Praa.g_00485	Pral.g_00606
OG0000532	Praa.g_00487	Pral.g_00603
OG0000533	Praa.g_00488	Pral.g_00602
OG0000534	Praa.g_00489	Pral.g_00601
OG0000535	Praa.g_00490	Pral.g_00600
OG0000536	Praa.g_00491	Pral.g_00599
OG0000537	Praa.g_00492	Pral.g_00598
OG0000538	Praa.g_00500	Pral.g_00590
OG0000539	Praa.g_00501	Pral.g_00589
OG0000540	Praa.g_00502	Pral.g_00588
OG0000541	Praa.g_00503	Pral.g_00587
OG0000542	Praa.g_00505	Pral.g_00585
OG0000543	Praa.g_00507	Pral.g_00583
OG0000544	Praa.g_00508	Pral.g_00582
OG0000545	Praa.g_00510	Pral.g_00580
OG0000546	Praa.g_00513	Pral.g_00577
OG0000547	Praa.g_00515	Pral.g_00575
OG0000548	Praa.g_00516	Pral.g_00574
OG0000549	Praa.g_00518	Pral.g_00571
OG0000550	Praa.g_00523	Pral.g_00566
OG0000551	Praa.g_00527	Pral.g_00563
OG0000552	Praa.g_00528	Pral.g_00562
OG0000553	Praa.g_00529	Pral.g_00561
OG0000554	Praa.g_00534	Pral.g_00556
OG0000555	Praa.g_00543	Pral.g_00548
OG0000556	Praa.g_00545	Pral.g_00546
OG0000557	Praa.g_00546	Pral.g_00545
OG0000558	Praa.g_00548	Pral.g_00543
OG0000559	Praa.g_00552	Pral.g_00539
OG0000560	Praa.g_00555	Pral.g_00536
OG0000561	Praa.g_00556	Pral.g_00535
OG0000562	Praa.g_00557	Pral.g_00534
OG0000563	Praa.g_00558	Pral.g_00533
OG0000564	Praa.g_00559	Pral.g_00532
OG0000565	Praa.g_00562	Pral.g_00529
OG0000566	Praa.g_00564	Pral.g_00525
OG0000567	Praa.g_00568	Pral.g_00521
OG0000568	Praa.g_00569	Pral.g_00520
OG0000569	Praa.g_00570	Pral.g_00519
OG0000570	Praa.g_00571	Pral.g_00518
OG0000571	Praa.g_00573	Pral.g_00515
OG0000572	Praa.g_00586	Pral.g_00503
OG0000573	Praa.g_00592	Pral.g_00497
OG0000574	Praa.g_00593	Pral.g_00496
OG0000575	Praa.g_00597	Pral.g_00492
OG0000576	Praa.g_00599	Pral.g_00490
OG0000577	Praa.g_00600	Pral.g_00489
OG0000578	Praa.g_00601	Pral.g_00488
