Orthogroup	Praa	Prae
OG0000065	Praa.g_00107	Prae.g_00106
OG0000066	Praa.g_00539	Prae.g_00514
OG0000067	Praa.g_00803	Prae.g_00806
OG0000068	Praa.g_01366	Prae.g_01368
OG0000069	Praa.g_01590	Prae.g_01573
OG0000070	Praa.g_00449	Prae.g_00424
OG0000071	Praa.g_01318	Prae.g_01329
OG0000072	Praa.g_00171	Prae.g_00174
OG0000073	Praa.g_00499	Prae.g_00473
OG0000074	Praa.g_00682	Prae.g_00656
OG0000075	Praa.g_01808	Prae.g_01791
OG0000076	Praa.g_01832	Prae.g_01815
OG0000077	Praa.g_00078	Prae.g_00078
OG0000078	Praa.g_00239	Prae.g_00242
OG0000079	Praa.g_00252	Prae.g_00255
OG0000081	Praa.g_00531	Prae.g_00505
OG0000082	Praa.g_00585	Prae.g_00559
OG0000083	Praa.g_00742	Prae.g_00742
OG0000083	Praa.g_01294	Prae.g_01297
OG0000083	Praa.g_00735	Prae.g_00735
OG0000084	Praa.g_01472	Prae.g_01455
OG0000085	Praa.g_01628	Prae.g_01616
OG0000086	Praa.g_00088	Prae.g_00088
OG0000087	Praa.g_00139	Prae.g_00139
OG0000088	Praa.g_00166	Prae.g_00169
OG0000089	Praa.g_00355	Prae.g_00355
OG0000090	Praa.g_00533	Prae.g_00508
OG0000091	Praa.g_00642	Prae.g_00616
OG0000092	Praa.g_00912	Prae.g_00913
OG0000093	Praa.g_00932	Prae.g_00933
OG0000094	Praa.g_01020	Prae.g_01021
OG0000095	Praa.g_01039	Prae.g_01040
OG0000096	Praa.g_01110	Prae.g_01110
OG0000096	Praa.g_01280	Prae.g_01283
OG0000097	Praa.g_01200	Prae.g_01204
OG0000098	Praa.g_01348	Prae.g_01350
OG0000099	Praa.g_01394	Prae.g_01390
OG0000100	Praa.g_01551	Prae.g_01533
OG0000101	Praa.g_01775	Prae.g_01758
OG0000102	Praa.g_01837	Prae.g_01820
OG0000103	Praa.g_01916	Prae.g_01899
OG0000104	Praa.g_01924	Prae.g_01907
OG0000105	Praa.g_00274	Prae.g_01440
OG0000106	Praa.g_00369	Prae.g_00370
OG0000107	Praa.g_00383	Prae.g_00385
OG0000108	Praa.g_00480	Prae.g_00454
OG0000109	Praa.g_00494	Prae.g_00468
OG0000110	Praa.g_00575	Prae.g_00549
OG0000111	Praa.g_00699	Prae.g_00673
OG0000112	Praa.g_00766	Prae.g_00770
OG0000113	Praa.g_00826	Prae.g_00828
OG0000114	Praa.g_00907	Prae.g_00908
OG0000115	Praa.g_01101	Prae.g_01102
OG0000116	Praa.g_01150	Prae.g_01153
OG0000117	Praa.g_01255	Prae.g_01263
OG0000118	Praa.g_01330	Prae.g_01341
OG0000119	Praa.g_01362	Prae.g_01364
OG0000121	Praa.g_01478	Prae.g_01461
OG0000122	Praa.g_01516	Prae.g_01499
OG0000123	Praa.g_01782	Prae.g_01766
OG0000124	Praa.g_01848	Prae.g_01831
OG0000125	Praa.g_01885	Prae.g_01867
OG0000126	Praa.g_01923	Prae.g_01906
OG0000128	Praa.g_00011	Prae.g_00011
OG0000129	Praa.g_00044	Prae.g_00046
OG0000130	Praa.g_00069	Prae.g_00069
OG0000131	Praa.g_00145	Prae.g_00148
OG0000132	Praa.g_00164	Prae.g_00167
OG0000133	Praa.g_00322	Prae.g_00323
OG0000134	Praa.g_00356	Prae.g_00356
OG0000135	Praa.g_00381	Prae.g_00382
OG0000136	Praa.g_00440	Prae.g_00415
OG0000137	Praa.g_00475	Prae.g_00449
OG0000138	Praa.g_00495	Prae.g_00469
OG0000139	Praa.g_00537	Prae.g_00512
OG0000140	Praa.g_00538	Prae.g_00513
OG0000141	Praa.g_00607	Prae.g_00581
OG0000142	Praa.g_00635	Prae.g_00609
OG0000143	Praa.g_00639	Prae.g_00613
OG0000144	Praa.g_00652	Prae.g_00626
OG0000145	Praa.g_00764	Prae.g_00766
OG0000146	Praa.g_00767	Prae.g_00771
OG0000147	Praa.g_00768	Prae.g_00772
OG0000148	Praa.g_00820	Prae.g_00822
OG0000149	Praa.g_00851	Prae.g_00852
OG0000150	Praa.g_00859	Prae.g_00860
OG0000151	Praa.g_00917	Prae.g_00918
OG0000152	Praa.g_00964	Prae.g_00964
OG0000153	Praa.g_00983	Prae.g_00983
OG0000154	Praa.g_01013	Prae.g_01014
OG0000155	Praa.g_01179	Prae.g_01183
OG0000156	Praa.g_01307	Prae.g_01317
OG0000157	Praa.g_01308	Prae.g_01318
OG0000158	Praa.g_01395	Prae.g_01426
OG0000159	Praa.g_01396	Prae.g_01438
OG0000160	Praa.g_01477	Prae.g_01460
OG0000161	Praa.g_01483	Prae.g_01466
OG0000162	Praa.g_01489	Prae.g_01472
OG0000163	Praa.g_01523	Prae.g_01506
OG0000164	Praa.g_01659	Prae.g_01647
OG0000165	Praa.g_01667	Prae.g_01654
OG0000166	Praa.g_01739	Prae.g_01722
OG0000167	Praa.g_01806	Prae.g_01789
OG0000168	Praa.g_01816	Prae.g_01799
OG0000169	Praa.g_01826	Prae.g_01809
OG0000170	Praa.g_01828	Prae.g_01811
OG0000171	Praa.g_01847	Prae.g_01830
OG0000172	Praa.g_01856	Prae.g_01838
OG0000173	Praa.g_01871	Prae.g_01853
OG0000174	Praa.g_01898	Prae.g_01881
OG0000175	Praa.g_01908	Prae.g_01891
OG0000176	Praa.g_00004	Prae.g_00004
OG0000177	Praa.g_00005	Prae.g_00005
OG0000178	Praa.g_00006	Prae.g_00006
OG0000179	Praa.g_00016	Prae.g_00016
OG0000180	Praa.g_00017	Prae.g_00017
OG0000181	Praa.g_00018	Prae.g_00018
OG0000182	Praa.g_00019	Prae.g_00019
OG0000183	Praa.g_00023	Prae.g_00023
OG0000184	Praa.g_00046	Prae.g_00048
OG0000185	Praa.g_00049	Prae.g_00051
OG0000186	Praa.g_00064	Prae.g_00064
OG0000187	Praa.g_00065	Prae.g_00065
OG0000188	Praa.g_00082	Prae.g_00082
OG0000189	Praa.g_00096	Prae.g_00096
OG0000190	Praa.g_00097	Prae.g_00097
OG0000191	Praa.g_00117	Prae.g_00117
OG0000192	Praa.g_00121	Prae.g_00121
OG0000193	Praa.g_00146	Prae.g_00149
OG0000194	Praa.g_00149	Prae.g_00152
OG0000195	Praa.g_00151	Prae.g_00154
OG0000196	Praa.g_00161	Prae.g_00164
OG0000197	Praa.g_00162	Prae.g_00165
OG0000198	Praa.g_00163	Prae.g_00166
OG0000199	Praa.g_00170	Prae.g_00173
OG0000200	Praa.g_00184	Prae.g_00187
OG0000201	Praa.g_00192	Prae.g_00195
OG0000202	Praa.g_00193	Prae.g_00196
OG0000203	Praa.g_00194	Prae.g_00197
OG0000204	Praa.g_00195	Prae.g_00198
OG0000205	Praa.g_00202	Prae.g_00205
OG0000206	Praa.g_00207	Prae.g_00210
OG0000207	Praa.g_00209	Prae.g_00212
OG0000208	Praa.g_00210	Prae.g_00213
OG0000209	Praa.g_00219	Prae.g_00222
OG0000210	Praa.g_00220	Prae.g_00223
OG0000211	Praa.g_00233	Prae.g_00236
OG0000212	Praa.g_00240	Prae.g_00243
OG0000213	Praa.g_00257	Prae.g_00260
OG0000214	Praa.g_00267	Prae.g_00270
OG0000215	Praa.g_00292	Prae.g_00293
OG0000216	Praa.g_00294	Prae.g_00295
OG0000217	Praa.g_00297	Prae.g_00298
OG0000218	Praa.g_00299	Prae.g_00300
OG0000219	Praa.g_00300	Prae.g_00301
OG0000220	Praa.g_00301	Prae.g_00302
OG0000221	Praa.g_00302	Prae.g_00303
OG0000222	Praa.g_00310	Prae.g_00311
OG0000223	Praa.g_00323	Prae.g_00324
OG0000224	Praa.g_00325	Prae.g_00326
OG0000225	Praa.g_00345	Prae.g_00345
OG0000226	Praa.g_00349	Prae.g_00349
OG0000227	Praa.g_00351	Prae.g_00351
OG0000228	Praa.g_00354	Prae.g_00354
OG0000229	Praa.g_00436	Prae.g_00410
OG0000230	Praa.g_00437	Prae.g_00412
OG0000231	Praa.g_00448	Prae.g_00423
OG0000232	Praa.g_00457	Prae.g_00432
OG0000233	Praa.g_00463	Prae.g_00437
OG0000234	Praa.g_00476	Prae.g_00450
OG0000235	Praa.g_00479	Prae.g_00453
OG0000236	Praa.g_00493	Prae.g_00467
OG0000237	Praa.g_00506	Prae.g_00480
OG0000238	Praa.g_00512	Prae.g_00486
OG0000239	Praa.g_00525	Prae.g_00499
OG0000240	Praa.g_00526	Prae.g_00500
OG0000241	Praa.g_00530	Prae.g_00504
OG0000242	Praa.g_00532	Prae.g_00506
OG0000243	Praa.g_00544	Prae.g_00518
OG0000244	Praa.g_00547	Prae.g_00521
OG0000245	Praa.g_00549	Prae.g_00523
OG0000246	Praa.g_00553	Prae.g_00527
OG0000247	Praa.g_00563	Prae.g_00537
OG0000248	Praa.g_00565	Prae.g_00539
OG0000249	Praa.g_00567	Prae.g_00541
OG0000250	Praa.g_00572	Prae.g_00546
OG0000251	Praa.g_00591	Prae.g_00565
OG0000252	Praa.g_00594	Prae.g_00568
OG0000253	Praa.g_00595	Prae.g_00569
OG0000254	Praa.g_00611	Prae.g_00585
OG0000255	Praa.g_00617	Prae.g_00591
OG0000256	Praa.g_00627	Prae.g_00601
OG0000257	Praa.g_00630	Prae.g_00604
OG0000258	Praa.g_00643	Prae.g_00617
OG0000259	Praa.g_00660	Prae.g_00634
OG0000260	Praa.g_00663	Prae.g_00637
OG0000261	Praa.g_00665	Prae.g_00639
OG0000262	Praa.g_00669	Prae.g_00643
OG0000263	Praa.g_00681	Prae.g_00655
OG0000264	Praa.g_00691	Prae.g_00665
OG0000265	Praa.g_00711	Prae.g_00711
OG0000266	Praa.g_00721	Prae.g_00721
OG0000267	Praa.g_00732	Prae.g_00732
OG0000268	Praa.g_00733	Prae.g_00733
OG0000269	Praa.g_00798	Prae.g_00801
OG0000270	Praa.g_00801	Prae.g_00804
OG0000271	Praa.g_00809	Prae.g_00812
OG0000272	Praa.g_00811	Prae.g_00813
OG0000273	Praa.g_00834	Prae.g_00836
OG0000274	Praa.g_00835	Prae.g_00837
OG0000275	Praa.g_00838	Prae.g_00839
OG0000276	Praa.g_00843	Prae.g_00844
OG0000277	Praa.g_00844	Prae.g_00845
OG0000278	Praa.g_00847	Prae.g_00848
OG0000279	Praa.g_00854	Prae.g_00855
OG0000280	Praa.g_00855	Prae.g_00856
OG0000281	Praa.g_00860	Prae.g_00861
OG0000282	Praa.g_00909	Prae.g_00910
OG0000283	Praa.g_00941	Prae.g_00941
OG0000284	Praa.g_00946	Prae.g_00946
OG0000285	Praa.g_00951	Prae.g_00951
OG0000286	Praa.g_00963	Prae.g_00963
OG0000287	Praa.g_00980	Prae.g_00980
OG0000288	Praa.g_01012	Prae.g_01013
OG0000289	Praa.g_01023	Prae.g_01024
OG0000290	Praa.g_01036	Prae.g_01037
OG0000291	Praa.g_01038	Prae.g_01039
OG0000292	Praa.g_01089	Prae.g_01090
OG0000293	Praa.g_01151	Prae.g_01154
OG0000294	Praa.g_01152	Prae.g_01155
OG0000295	Praa.g_01171	Prae.g_01175
OG0000296	Praa.g_01173	Prae.g_01177
OG0000297	Praa.g_01181	Prae.g_01185
OG0000298	Praa.g_01182	Prae.g_01186
OG0000299	Praa.g_01199	Prae.g_01203
OG0000300	Praa.g_01202	Prae.g_01206
OG0000301	Praa.g_01203	Prae.g_01207
OG0000302	Praa.g_01205	Prae.g_01209
OG0000303	Praa.g_01212	Prae.g_01216
OG0000304	Praa.g_01216	Prae.g_01220
OG0000305	Praa.g_01358	Prae.g_01360
OG0000306	Praa.g_01361	Prae.g_01363
OG0000307	Praa.g_01375	Prae.g_01377
OG0000308	Praa.g_01376	Prae.g_01378
OG0000309	Praa.g_01380	Prae.g_01382
OG0000310	Praa.g_01461	Prae.g_01444
OG0000311	Praa.g_01463	Prae.g_01446
OG0000312	Praa.g_01466	Prae.g_01449
OG0000313	Praa.g_01480	Prae.g_01463
OG0000314	Praa.g_01503	Prae.g_01486
OG0000315	Praa.g_01513	Prae.g_01496
OG0000316	Praa.g_01533	Prae.g_01516
OG0000317	Praa.g_01633	Prae.g_01621
OG0000318	Praa.g_01636	Prae.g_01624
OG0000319	Praa.g_01649	Prae.g_01637
OG0000320	Praa.g_01651	Prae.g_01639
OG0000321	Praa.g_01652	Prae.g_01640
OG0000322	Praa.g_01653	Prae.g_01641
OG0000323	Praa.g_01662	Prae.g_01650
OG0000324	Praa.g_01690	Prae.g_01676
OG0000325	Praa.g_01700	Prae.g_01687
OG0000326	Praa.g_01706	Prae.g_01693
OG0000327	Praa.g_01734	Prae.g_01717
OG0000328	Praa.g_01735	Prae.g_01718
OG0000329	Praa.g_01752	Prae.g_01735
OG0000330	Praa.g_01753	Prae.g_01736
OG0000331	Praa.g_01754	Prae.g_01737
OG0000332	Praa.g_01768	Prae.g_01751
OG0000333	Praa.g_01770	Prae.g_01753
OG0000334	Praa.g_01778	Prae.g_01761
OG0000335	Praa.g_01783	Prae.g_01767
OG0000336	Praa.g_01787	Prae.g_01771
OG0000337	Praa.g_01804	Prae.g_01787
OG0000338	Praa.g_01805	Prae.g_01788
OG0000339	Praa.g_01809	Prae.g_01792
OG0000340	Praa.g_01817	Prae.g_01800
OG0000341	Praa.g_01819	Prae.g_01802
OG0000342	Praa.g_01820	Prae.g_01803
OG0000343	Praa.g_01821	Prae.g_01804
OG0000344	Praa.g_01824	Prae.g_01807
OG0000345	Praa.g_01829	Prae.g_01812
OG0000346	Praa.g_01833	Prae.g_01816
OG0000347	Praa.g_01849	Prae.g_01832
OG0000348	Praa.g_01859	Prae.g_01841
OG0000349	Praa.g_01876	Prae.g_01858
OG0000350	Praa.g_01894	Prae.g_01877
OG0000351	Praa.g_01911	Prae.g_01894
OG0000352	Praa.g_01912	Prae.g_01895
OG0000353	Praa.g_01927	Prae.g_01910
OG0000355	Praa.g_00001	Prae.g_00001
OG0000356	Praa.g_00002	Prae.g_00002
OG0000357	Praa.g_00003	Prae.g_00003
OG0000358	Praa.g_00007	Prae.g_00007
OG0000359	Praa.g_00008	Prae.g_00008
OG0000360	Praa.g_00009	Prae.g_00009
OG0000361	Praa.g_00010	Prae.g_00010
OG0000362	Praa.g_00012	Prae.g_00012
OG0000363	Praa.g_00014	Prae.g_00014
OG0000364	Praa.g_00015	Prae.g_00015
OG0000365	Praa.g_00020	Prae.g_00020
OG0000366	Praa.g_00021	Prae.g_00021
OG0000367	Praa.g_00022	Prae.g_00022
OG0000368	Praa.g_00024	Prae.g_00024
OG0000369	Praa.g_00025	Prae.g_00025
OG0000370	Praa.g_00026	Prae.g_00026
OG0000371	Praa.g_00032	Prae.g_00032
OG0000372	Praa.g_00035	Prae.g_00035
OG0000373	Praa.g_00036	Prae.g_00036
OG0000374	Praa.g_00037	Prae.g_00037
OG0000375	Praa.g_00040	Prae.g_00042
OG0000376	Praa.g_00042	Prae.g_00044
OG0000377	Praa.g_00045	Prae.g_00047
OG0000378	Praa.g_00047	Prae.g_00049
OG0000379	Praa.g_00050	Prae.g_00052
OG0000380	Praa.g_00066	Prae.g_00066
OG0000381	Praa.g_00070	Prae.g_00070
OG0000382	Praa.g_00081	Prae.g_00081
OG0000383	Praa.g_00083	Prae.g_00083
OG0000384	Praa.g_00084	Prae.g_00084
OG0000385	Praa.g_00085	Prae.g_00085
OG0000386	Praa.g_00086	Prae.g_00086
OG0000387	Praa.g_00099	Prae.g_00099
OG0000388	Praa.g_00102	Prae.g_00102
OG0000389	Praa.g_00106	Prae.g_00105
OG0000390	Praa.g_00113	Prae.g_00112
OG0000391	Praa.g_00116	Prae.g_00116
OG0000392	Praa.g_00120	Prae.g_00120
OG0000393	Praa.g_00122	Prae.g_00122
OG0000394	Praa.g_00123	Prae.g_00123
OG0000395	Praa.g_00124	Prae.g_00124
OG0000396	Praa.g_00127	Prae.g_00127
OG0000397	Praa.g_00129	Prae.g_00129
OG0000398	Praa.g_00131	Prae.g_00131
OG0000399	Praa.g_00132	Prae.g_00132
OG0000400	Praa.g_00133	Prae.g_00133
OG0000401	Praa.g_00134	Prae.g_00134
OG0000402	Praa.g_00136	Prae.g_00136
OG0000403	Praa.g_00137	Prae.g_00137
OG0000404	Praa.g_00138	Prae.g_00138
OG0000405	Praa.g_00142	Prae.g_00142
OG0000406	Praa.g_00147	Prae.g_00150
OG0000407	Praa.g_00148	Prae.g_00151
OG0000408	Praa.g_00150	Prae.g_00153
OG0000409	Praa.g_00152	Prae.g_00155
OG0000410	Praa.g_00153	Prae.g_00156
OG0000411	Praa.g_00154	Prae.g_00157
OG0000412	Praa.g_00155	Prae.g_00158
OG0000413	Praa.g_00156	Prae.g_00159
OG0000414	Praa.g_00157	Prae.g_00160
OG0000415	Praa.g_00158	Prae.g_00161
OG0000416	Praa.g_00159	Prae.g_00162
OG0000417	Praa.g_00160	Prae.g_00163
OG0000418	Praa.g_00165	Prae.g_00168
OG0000419	Praa.g_00167	Prae.g_00170
OG0000420	Praa.g_00168	Prae.g_00171
OG0000421	Praa.g_00173	Prae.g_00176
OG0000422	Praa.g_00174	Prae.g_00177
OG0000423	Praa.g_00175	Prae.g_00178
OG0000424	Praa.g_00176	Prae.g_00179
OG0000425	Praa.g_00177	Prae.g_00180
OG0000426	Praa.g_00178	Prae.g_00181
OG0000427	Praa.g_00179	Prae.g_00182
OG0000428	Praa.g_00181	Prae.g_00184
OG0000429	Praa.g_00182	Prae.g_00185
OG0000430	Praa.g_00183	Prae.g_00186
OG0000431	Praa.g_00185	Prae.g_00188
OG0000432	Praa.g_00188	Prae.g_00191
OG0000433	Praa.g_00189	Prae.g_00192
OG0000434	Praa.g_00190	Prae.g_00193
OG0000435	Praa.g_00191	Prae.g_00194
OG0000436	Praa.g_00196	Prae.g_00199
OG0000437	Praa.g_00197	Prae.g_00200
OG0000438	Praa.g_00198	Prae.g_00201
OG0000439	Praa.g_00200	Prae.g_00203
OG0000440	Praa.g_00201	Prae.g_00204
OG0000441	Praa.g_00204	Prae.g_00207
OG0000442	Praa.g_00205	Prae.g_00208
OG0000443	Praa.g_00206	Prae.g_00209
OG0000444	Praa.g_00211	Prae.g_00214
OG0000445	Praa.g_00212	Prae.g_00215
OG0000446	Praa.g_00213	Prae.g_00216
OG0000447	Praa.g_00214	Prae.g_00217
OG0000448	Praa.g_00215	Prae.g_00218
OG0000449	Praa.g_00216	Prae.g_00219
OG0000450	Praa.g_00217	Prae.g_00220
OG0000451	Praa.g_00218	Prae.g_00221
OG0000452	Praa.g_00221	Prae.g_00224
OG0000453	Praa.g_00222	Prae.g_00225
OG0000454	Praa.g_00223	Prae.g_00226
OG0000455	Praa.g_00224	Prae.g_00227
OG0000456	Praa.g_00225	Prae.g_00228
OG0000457	Praa.g_00226	Prae.g_00229
OG0000458	Praa.g_00227	Prae.g_00230
OG0000459	Praa.g_00228	Prae.g_00231
OG0000460	Praa.g_00235	Prae.g_00238
OG0000461	Praa.g_00242	Prae.g_00245
OG0000462	Praa.g_00244	Prae.g_00247
OG0000463	Praa.g_00245	Prae.g_00248
OG0000464	Praa.g_00246	Prae.g_00249
OG0000465	Praa.g_00247	Prae.g_00250
OG0000466	Praa.g_00250	Prae.g_00253
OG0000467	Praa.g_00251	Prae.g_00254
OG0000468	Praa.g_00253	Prae.g_00256
OG0000469	Praa.g_00262	Prae.g_00265
OG0000470	Praa.g_00264	Prae.g_00267
OG0000471	Praa.g_00265	Prae.g_00268
OG0000472	Praa.g_00266	Prae.g_00269
OG0000473	Praa.g_00268	Prae.g_00271
OG0000474	Praa.g_00269	Prae.g_00272
OG0000475	Praa.g_00270	Prae.g_00273
OG0000476	Praa.g_00271	Prae.g_00274
OG0000477	Praa.g_00275	Prae.g_00276
OG0000478	Praa.g_00276	Prae.g_00277
OG0000479	Praa.g_00277	Prae.g_00278
OG0000480	Praa.g_00282	Prae.g_00283
OG0000481	Praa.g_00284	Prae.g_00285
OG0000482	Praa.g_00285	Prae.g_00286
OG0000483	Praa.g_00288	Prae.g_00289
OG0000484	Praa.g_00289	Prae.g_00290
OG0000485	Praa.g_00290	Prae.g_00291
OG0000486	Praa.g_00291	Prae.g_00292
OG0000487	Praa.g_00295	Prae.g_00296
OG0000488	Praa.g_00298	Prae.g_00299
OG0000489	Praa.g_00303	Prae.g_00304
OG0000490	Praa.g_00308	Prae.g_00309
OG0000491	Praa.g_00309	Prae.g_00310
OG0000492	Praa.g_00311	Prae.g_00312
OG0000493	Praa.g_00312	Prae.g_00313
OG0000494	Praa.g_00313	Prae.g_00314
OG0000495	Praa.g_00314	Prae.g_00315
OG0000496	Praa.g_00315	Prae.g_00316
OG0000497	Praa.g_00316	Prae.g_00317
OG0000498	Praa.g_00317	Prae.g_00318
OG0000499	Praa.g_00318	Prae.g_00319
OG0000500	Praa.g_00319	Prae.g_00320
OG0000501	Praa.g_00321	Prae.g_00322
OG0000502	Praa.g_00324	Prae.g_00325
OG0000503	Praa.g_00334	Prae.g_00335
OG0000504	Praa.g_00335	Prae.g_00336
OG0000505	Praa.g_00336	Prae.g_00337
OG0000506	Praa.g_00338	Prae.g_00338
OG0000507	Praa.g_00340	Prae.g_00341
OG0000508	Praa.g_00344	Prae.g_00344
OG0000509	Praa.g_00346	Prae.g_00346
OG0000510	Praa.g_00347	Prae.g_00347
OG0000511	Praa.g_00348	Prae.g_00348
OG0000512	Praa.g_00350	Prae.g_00350
OG0000513	Praa.g_00357	Prae.g_00357
OG0000514	Praa.g_00431	Prae.g_00405
OG0000515	Praa.g_00432	Prae.g_00406
OG0000516	Praa.g_00433	Prae.g_00407
OG0000517	Praa.g_00435	Prae.g_00409
OG0000518	Praa.g_00445	Prae.g_00420
OG0000519	Praa.g_00446	Prae.g_00421
OG0000520	Praa.g_00447	Prae.g_00422
OG0000521	Praa.g_00452	Prae.g_00427
OG0000522	Praa.g_00454	Prae.g_00429
OG0000523	Praa.g_00455	Prae.g_00430
OG0000524	Praa.g_00461	Prae.g_00435
OG0000525	Praa.g_00464	Prae.g_00438
OG0000526	Praa.g_00465	Prae.g_00439
OG0000527	Praa.g_00473	Prae.g_00447
OG0000528	Praa.g_00478	Prae.g_00452
OG0000529	Praa.g_00481	Prae.g_00455
OG0000530	Praa.g_00484	Prae.g_00458
OG0000531	Praa.g_00485	Prae.g_00459
OG0000532	Praa.g_00487	Prae.g_00461
OG0000533	Praa.g_00488	Prae.g_00462
OG0000534	Praa.g_00489	Prae.g_00463
OG0000535	Praa.g_00490	Prae.g_00464
OG0000536	Praa.g_00491	Prae.g_00465
OG0000537	Praa.g_00492	Prae.g_00466
OG0000538	Praa.g_00500	Prae.g_00474
OG0000539	Praa.g_00501	Prae.g_00475
OG0000540	Praa.g_00502	Prae.g_00476
OG0000541	Praa.g_00503	Prae.g_00477
OG0000542	Praa.g_00505	Prae.g_00479
OG0000543	Praa.g_00507	Prae.g_00481
OG0000544	Praa.g_00508	Prae.g_00482
OG0000545	Praa.g_00510	Prae.g_00484
OG0000546	Praa.g_00513	Prae.g_00487
OG0000547	Praa.g_00515	Prae.g_00489
OG0000548	Praa.g_00516	Prae.g_00490
OG0000549	Praa.g_00518	Prae.g_00492
OG0000550	Praa.g_00523	Prae.g_00497
OG0000551	Praa.g_00527	Prae.g_00501
OG0000552	Praa.g_00528	Prae.g_00502
OG0000553	Praa.g_00529	Prae.g_00503
OG0000554	Praa.g_00534	Prae.g_00509
OG0000555	Praa.g_00543	Prae.g_00517
OG0000556	Praa.g_00545	Prae.g_00519
OG0000557	Praa.g_00546	Prae.g_00520
OG0000558	Praa.g_00548	Prae.g_00522
