Orthogroup	Prbl	Pran
OG0000071	Prbl.g_01384	Pran.g_01466
OG0000072	Prbl.g_01722	Pran.g_00938, Pran.g_00876
OG0000074	Prbl.g_00892	Pran.g_00752
OG0000075	Prbl.g_01126, Prbl.g_01000	Pran.g_01105
OG0000077	Prbl.g_02109	Pran.g_01268
OG0000078	Prbl.g_00897	Pran.g_01872
OG0000079	Prbl.g_02190	Pran.g_01812
OG0000080	Prbl.g_01395	Pran.g_01509
OG0000081	Prbl.g_01859	Pran.g_01487
OG0000082	Prbl.g_02328	Pran.g_01336
OG0000084	Prbl.g_02478	Pran.g_00487
OG0000085	Prbl.g_02128	Pran.g_00135
OG0000086	Prbl.g_02204	Pran.g_00093
OG0000090	Prbl.g_00893	Pran.g_00806
OG0000091	Prbl.g_00226	Pran.g_00725, Pran.g_00787
OG0000092	Prbl.g_00462	Pran.g_00575, Pran.g_00912
OG0000094	Prbl.g_00996	Pran.g_01102
OG0000095	Prbl.g_00857	Pran.g_01135
OG0000096	Prbl.g_01991	Pran.g_01204
OG0000097	Prbl.g_02195	Pran.g_01222
OG0000098	Prbl.g_02118	Pran.g_01260
OG0000099	Prbl.g_01968	Pran.g_00401
OG0000101	Prbl.g_02273	Pran.g_00376
OG0000102	Prbl.g_01331	Pran.g_00320
OG0000103	Prbl.g_01316	Pran.g_00312
OG0000104	Prbl.g_00810	Pran.g_00295
OG0000105	Prbl.g_00277	Pran.g_00262
OG0000106	Prbl.g_00069	Pran.g_00248
OG0000107	Prbl.g_00088	Pran.g_00240
OG0000108	Prbl.g_00098	Pran.g_00230
OG0000109	Prbl.g_00193	Pran.g_00194
OG0000110	Prbl.g_01506	Pran.g_01941
OG0000111	Prbl.g_01461	Pran.g_01920
OG0000113	Prbl.g_01432	Pran.g_01897
OG0000114	Prbl.g_00877	Pran.g_01869
OG0000115	Prbl.g_01341	Pran.g_01704
OG0000116	Prbl.g_01339	Pran.g_01702
OG0000117	Prbl.g_00511	Pran.g_01698
OG0000118	Prbl.g_00533	Pran.g_01679
OG0000119	Prbl.g_00768	Pran.g_01646
OG0000120	Prbl.g_00766	Pran.g_01645
OG0000121	Prbl.g_02647	Pran.g_01635
OG0000122	Prbl.g_01886	Pran.g_01626
OG0000123	Prbl.g_01784	Pran.g_01594
OG0000124	Prbl.g_01043	Pran.g_01527
OG0000125	Prbl.g_01042	Pran.g_01526
OG0000126	Prbl.g_01041	Pran.g_01525
OG0000127	Prbl.g_00318	Pran.g_01492
OG0000128	Prbl.g_02564	Pran.g_01458
OG0000129	Prbl.g_02432	Pran.g_01438
OG0000130	Prbl.g_01099	Pran.g_01358
OG0000131	Prbl.g_02337	Pran.g_01345
OG0000132	Prbl.g_01538	Pran.g_01310
OG0000133	Prbl.g_02365	Pran.g_00445
OG0000134	Prbl.g_02359	Pran.g_00455
OG0000135	Prbl.g_02486	Pran.g_00491
OG0000136	Prbl.g_00930	Pran.g_00565
OG0000137	Prbl.g_02202	Pran.g_00090
OG0000138	Prbl.g_02078	Pran.g_00065
OG0000139	Prbl.g_02091	Pran.g_00054
OG0000140	Prbl.g_01102	Pran.g_00003
OG0000141	Prbl.g_00937	Pran.g_00918
OG0000142	Prbl.g_01736	Pran.g_00864
OG0000143	Prbl.g_00502	Pran.g_00841
OG0000144	Prbl.g_00258	Pran.g_00746
OG0000145	Prbl.g_00241	Pran.g_00732
OG0000146	Prbl.g_00709	Pran.g_00696
OG0000147	Prbl.g_00418	Pran.g_00656
OG0000148	Prbl.g_00417	Pran.g_00655
OG0000149	Prbl.g_00399	Pran.g_00968
OG0000150	Prbl.g_00350	Pran.g_01006
OG0000151	Prbl.g_00347	Pran.g_01009
OG0000152	Prbl.g_02620	Pran.g_01043, Pran.g_01028
OG0000153	Prbl.g_00957	Pran.g_01063
OG0000154	Prbl.g_00994	Pran.g_01100
OG0000155	Prbl.g_01141	Pran.g_01118
OG0000156	Prbl.g_00841	Pran.g_01145
OG0000157	Prbl.g_02053	Pran.g_01177
OG0000158	Prbl.g_02147	Pran.g_01239
OG0000160	Prbl.g_02120	Pran.g_01258
OG0000161	Prbl.g_02119	Pran.g_01259
OG0000162	Prbl.g_02117	Pran.g_01261
OG0000163	Prbl.g_02116	Pran.g_01262
OG0000164	Prbl.g_02115	Pran.g_01263
OG0000165	Prbl.g_02114	Pran.g_01264
OG0000166	Prbl.g_02112	Pran.g_01265
OG0000167	Prbl.g_02111	Pran.g_01266
OG0000168	Prbl.g_02110	Pran.g_01267
OG0000169	Prbl.g_02108	Pran.g_01269
OG0000170	Prbl.g_01955	Pran.g_00410
OG0000171	Prbl.g_01956	Pran.g_00409
OG0000172	Prbl.g_01961	Pran.g_00408
OG0000173	Prbl.g_01962	Pran.g_00407
OG0000174	Prbl.g_01963	Pran.g_00406
OG0000175	Prbl.g_01964	Pran.g_00405
OG0000176	Prbl.g_01965	Pran.g_00404
OG0000177	Prbl.g_01966	Pran.g_00403
OG0000178	Prbl.g_01967	Pran.g_00402
OG0000179	Prbl.g_01969	Pran.g_00400
OG0000180	Prbl.g_01970	Pran.g_00399
OG0000181	Prbl.g_01971	Pran.g_00398
OG0000182	Prbl.g_01972	Pran.g_00397
OG0000183	Prbl.g_01973	Pran.g_00396
OG0000184	Prbl.g_01975	Pran.g_00395
OG0000185	Prbl.g_01980	Pran.g_00392
OG0000186	Prbl.g_01985	Pran.g_00389
OG0000187	Prbl.g_01986	Pran.g_00388
OG0000188	Prbl.g_01987	Pran.g_00387
OG0000189	Prbl.g_01988	Pran.g_00385
OG0000190	Prbl.g_01990	Pran.g_00383
OG0000191	Prbl.g_02241	Pran.g_00382
OG0000192	Prbl.g_02243	Pran.g_00381
OG0000193	Prbl.g_02244	Pran.g_00380
OG0000194	Prbl.g_02251	Pran.g_00379
OG0000195	Prbl.g_02258	Pran.g_00378
OG0000196	Prbl.g_02266	Pran.g_00377
OG0000197	Prbl.g_02274	Pran.g_00375
OG0000198	Prbl.g_02275	Pran.g_00374
OG0000199	Prbl.g_02276	Pran.g_00373
OG0000200	Prbl.g_00614	Pran.g_00368
OG0000201	Prbl.g_00613	Pran.g_00367
OG0000202	Prbl.g_00612	Pran.g_00366
OG0000203	Prbl.g_00608	Pran.g_00363
OG0000204	Prbl.g_00607	Pran.g_00362
OG0000205	Prbl.g_00603	Pran.g_00359
OG0000206	Prbl.g_00601	Pran.g_00357
OG0000207	Prbl.g_00597	Pran.g_00355
OG0000208	Prbl.g_00596	Pran.g_00354
OG0000209	Prbl.g_01075	Pran.g_00353
OG0000210	Prbl.g_00595	Pran.g_00352
OG0000211	Prbl.g_00592	Pran.g_00351
OG0000212	Prbl.g_00591	Pran.g_00350
OG0000213	Prbl.g_00590	Pran.g_00349
OG0000214	Prbl.g_00589	Pran.g_00348
OG0000215	Prbl.g_00588	Pran.g_00347
OG0000216	Prbl.g_00587	Pran.g_00346
OG0000217	Prbl.g_00583	Pran.g_00344
OG0000218	Prbl.g_00582	Pran.g_00343
OG0000219	Prbl.g_00576	Pran.g_00342
OG0000220	Prbl.g_00572	Pran.g_00341
OG0000221	Prbl.g_00567	Pran.g_00339
OG0000222	Prbl.g_00566	Pran.g_00338
OG0000223	Prbl.g_00565	Pran.g_00337
OG0000224	Prbl.g_00563	Pran.g_00336
OG0000225	Prbl.g_00562	Pran.g_00335
OG0000226	Prbl.g_00561	Pran.g_00334
OG0000227	Prbl.g_00559	Pran.g_00333
OG0000228	Prbl.g_00558	Pran.g_00332
OG0000229	Prbl.g_00557	Pran.g_00331
OG0000230	Prbl.g_00556	Pran.g_00330
OG0000231	Prbl.g_00555	Pran.g_00329
OG0000232	Prbl.g_00553	Pran.g_00327
OG0000233	Prbl.g_00552	Pran.g_00326
OG0000234	Prbl.g_00551	Pran.g_00325
OG0000235	Prbl.g_00548	Pran.g_00324
OG0000236	Prbl.g_00544	Pran.g_00323
OG0000237	Prbl.g_00542	Pran.g_00322
OG0000238	Prbl.g_01332	Pran.g_00321
OG0000239	Prbl.g_01330	Pran.g_00319
OG0000240	Prbl.g_01328	Pran.g_00318
OG0000241	Prbl.g_01326	Pran.g_00317
OG0000242	Prbl.g_01325	Pran.g_00316
OG0000243	Prbl.g_01320	Pran.g_00313
OG0000244	Prbl.g_01315	Pran.g_00311
OG0000245	Prbl.g_01314	Pran.g_00310
OG0000246	Prbl.g_01313	Pran.g_00309
OG0000247	Prbl.g_00827	Pran.g_00307
OG0000248	Prbl.g_00825	Pran.g_00305
OG0000249	Prbl.g_00822	Pran.g_00304
OG0000250	Prbl.g_00820	Pran.g_00303
OG0000251	Prbl.g_00819	Pran.g_00302
OG0000252	Prbl.g_00818	Pran.g_00301
OG0000253	Prbl.g_00817	Pran.g_00300
OG0000254	Prbl.g_00815	Pran.g_00298
OG0000255	Prbl.g_00814	Pran.g_00297
OG0000256	Prbl.g_00809	Pran.g_00294
OG0000257	Prbl.g_00305	Pran.g_00292
OG0000258	Prbl.g_00303	Pran.g_00288
OG0000259	Prbl.g_00302	Pran.g_00287
OG0000260	Prbl.g_00301	Pran.g_00286
OG0000261	Prbl.g_00300	Pran.g_00285
OG0000262	Prbl.g_00299	Pran.g_00283
OG0000263	Prbl.g_00297	Pran.g_00281
OG0000264	Prbl.g_00296	Pran.g_00280
OG0000265	Prbl.g_00295	Pran.g_00279
OG0000266	Prbl.g_00294	Pran.g_00278
OG0000267	Prbl.g_00293	Pran.g_00277
OG0000268	Prbl.g_00291	Pran.g_00276
OG0000269	Prbl.g_00289	Pran.g_00274
OG0000270	Prbl.g_00288	Pran.g_00273
OG0000271	Prbl.g_00287	Pran.g_00272
OG0000272	Prbl.g_00286	Pran.g_00271
OG0000273	Prbl.g_00285	Pran.g_00270
OG0000274	Prbl.g_00284	Pran.g_00269
OG0000275	Prbl.g_00283	Pran.g_00268
OG0000276	Prbl.g_00282	Pran.g_00267
OG0000277	Prbl.g_00280	Pran.g_00265
OG0000278	Prbl.g_00279	Pran.g_00264
OG0000279	Prbl.g_00278	Pran.g_00263
OG0000280	Prbl.g_00276	Pran.g_00261
OG0000281	Prbl.g_00275	Pran.g_00259
OG0000282	Prbl.g_00274	Pran.g_00258
OG0000283	Prbl.g_00273	Pran.g_00257
OG0000284	Prbl.g_00272	Pran.g_00256
OG0000285	Prbl.g_00271	Pran.g_00255
OG0000286	Prbl.g_00270	Pran.g_00254
OG0000287	Prbl.g_00269	Pran.g_00253
OG0000288	Prbl.g_02377	Pran.g_00251
OG0000289	Prbl.g_00066	Pran.g_00250
OG0000290	Prbl.g_00068	Pran.g_00249
OG0000291	Prbl.g_00072	Pran.g_00247
OG0000292	Prbl.g_00074	Pran.g_00246
OG0000293	Prbl.g_00077	Pran.g_00245
OG0000294	Prbl.g_00079	Pran.g_00244
OG0000295	Prbl.g_00082	Pran.g_00243
OG0000296	Prbl.g_00083	Pran.g_00242
OG0000297	Prbl.g_00086	Pran.g_00241
OG0000298	Prbl.g_00089	Pran.g_00239
OG0000299	Prbl.g_00090	Pran.g_00238
OG0000300	Prbl.g_00091	Pran.g_00237
OG0000301	Prbl.g_00092	Pran.g_00236
OG0000302	Prbl.g_00093	Pran.g_00235
OG0000303	Prbl.g_00094	Pran.g_00234
OG0000304	Prbl.g_00096	Pran.g_00232
OG0000305	Prbl.g_00097	Pran.g_00231
OG0000306	Prbl.g_00104	Pran.g_00228
OG0000307	Prbl.g_00105	Pran.g_00227
OG0000308	Prbl.g_01283	Pran.g_00226
OG0000309	Prbl.g_01282	Pran.g_00225
OG0000310	Prbl.g_01281	Pran.g_00224
OG0000311	Prbl.g_00130	Pran.g_00223
OG0000312	Prbl.g_00129	Pran.g_00222
OG0000313	Prbl.g_00127	Pran.g_00221
OG0000314	Prbl.g_00126	Pran.g_00220
OG0000315	Prbl.g_00124	Pran.g_00219
OG0000316	Prbl.g_01244	Pran.g_00218
OG0000317	Prbl.g_01245	Pran.g_00217
OG0000318	Prbl.g_01246	Pran.g_00216
OG0000319	Prbl.g_01252	Pran.g_00215
OG0000320	Prbl.g_01253	Pran.g_00214
OG0000321	Prbl.g_01256	Pran.g_00213
OG0000322	Prbl.g_01257	Pran.g_00212
OG0000323	Prbl.g_01258	Pran.g_00211
OG0000324	Prbl.g_01259	Pran.g_00210
OG0000325	Prbl.g_01260	Pran.g_00209
OG0000326	Prbl.g_01261	Pran.g_00208
OG0000327	Prbl.g_01262	Pran.g_00207
OG0000328	Prbl.g_01264	Pran.g_00206
OG0000329	Prbl.g_01265	Pran.g_00205
OG0000330	Prbl.g_01266	Pran.g_00204
OG0000331	Prbl.g_01918	Pran.g_00203
OG0000332	Prbl.g_01769	Pran.g_00202
OG0000333	Prbl.g_01770	Pran.g_00201
OG0000334	Prbl.g_01771	Pran.g_00200
OG0000335	Prbl.g_01922	Pran.g_00199
OG0000336	Prbl.g_01923	Pran.g_00197
OG0000337	Prbl.g_00199	Pran.g_00196
OG0000338	Prbl.g_00192	Pran.g_00193
OG0000339	Prbl.g_02679	Pran.g_01950
OG0000340	Prbl.g_02666	Pran.g_01948
OG0000341	Prbl.g_01516	Pran.g_01947
OG0000342	Prbl.g_01515	Pran.g_01946
OG0000343	Prbl.g_01513	Pran.g_01945
OG0000344	Prbl.g_01508	Pran.g_01942
OG0000345	Prbl.g_01499	Pran.g_01939
OG0000346	Prbl.g_01498	Pran.g_01938
OG0000347	Prbl.g_01496	Pran.g_01935
OG0000348	Prbl.g_01494	Pran.g_01934
OG0000349	Prbl.g_01492	Pran.g_01933
OG0000350	Prbl.g_01486	Pran.g_01931
OG0000351	Prbl.g_01919	Pran.g_01930
OG0000352	Prbl.g_01473	Pran.g_01929
OG0000353	Prbl.g_01472	Pran.g_01928
OG0000354	Prbl.g_01470	Pran.g_01927
OG0000355	Prbl.g_01469	Pran.g_01926
OG0000356	Prbl.g_01468	Pran.g_01925
OG0000357	Prbl.g_01467	Pran.g_01924
OG0000358	Prbl.g_01466	Pran.g_01923
OG0000359	Prbl.g_01464	Pran.g_01922
OG0000360	Prbl.g_01459	Pran.g_01919
OG0000361	Prbl.g_01458	Pran.g_01918
OG0000362	Prbl.g_01457	Pran.g_01917
OG0000363	Prbl.g_01455	Pran.g_01916
OG0000364	Prbl.g_01450	Pran.g_01912
OG0000365	Prbl.g_01449	Pran.g_01911
OG0000366	Prbl.g_01447	Pran.g_01909
OG0000367	Prbl.g_01445	Pran.g_01908
OG0000368	Prbl.g_01444	Pran.g_01907
OG0000369	Prbl.g_01443	Pran.g_01906
OG0000370	Prbl.g_01442	Pran.g_01905
OG0000371	Prbl.g_01441	Pran.g_01904
OG0000372	Prbl.g_01440	Pran.g_01903
OG0000373	Prbl.g_01439	Pran.g_01902
OG0000374	Prbl.g_01436	Pran.g_01900
OG0000375	Prbl.g_01435	Pran.g_01899
OG0000376	Prbl.g_01431	Pran.g_01896
OG0000377	Prbl.g_01428	Pran.g_01895
OG0000378	Prbl.g_01427	Pran.g_01894
OG0000379	Prbl.g_01426	Pran.g_01893
OG0000380	Prbl.g_01421	Pran.g_01892
OG0000381	Prbl.g_01420	Pran.g_01891
OG0000382	Prbl.g_01419	Pran.g_01890
OG0000383	Prbl.g_01417	Pran.g_01889
OG0000384	Prbl.g_01414	Pran.g_01886
OG0000385	Prbl.g_01413	Pran.g_01885
OG0000386	Prbl.g_00911	Pran.g_01884
OG0000387	Prbl.g_00909	Pran.g_01883
OG0000388	Prbl.g_00908	Pran.g_01882
OG0000389	Prbl.g_00907	Pran.g_01881
OG0000390	Prbl.g_00906	Pran.g_01880
OG0000391	Prbl.g_00905	Pran.g_01879
OG0000392	Prbl.g_00904	Pran.g_01878
OG0000393	Prbl.g_00903	Pran.g_01877
OG0000394	Prbl.g_00902	Pran.g_01876
OG0000395	Prbl.g_00901	Pran.g_01875
OG0000396	Prbl.g_00898	Pran.g_01873
OG0000397	Prbl.g_00888	Pran.g_01871
OG0000398	Prbl.g_00886	Pran.g_01870
OG0000399	Prbl.g_01183	Pran.g_01867
OG0000400	Prbl.g_01190	Pran.g_01866
OG0000401	Prbl.g_01191	Pran.g_01865
OG0000402	Prbl.g_01201	Pran.g_01860
OG0000403	Prbl.g_01203	Pran.g_01859
OG0000404	Prbl.g_01204	Pran.g_01858
OG0000405	Prbl.g_01206	Pran.g_01857
OG0000406	Prbl.g_01210	Pran.g_01854
OG0000407	Prbl.g_01211	Pran.g_01853
OG0000408	Prbl.g_01217	Pran.g_01850
OG0000409	Prbl.g_01218	Pran.g_01849
OG0000410	Prbl.g_01219	Pran.g_01848
OG0000411	Prbl.g_01220	Pran.g_01847
OG0000412	Prbl.g_01221	Pran.g_01846
OG0000413	Prbl.g_01222	Pran.g_01845
OG0000414	Prbl.g_01223	Pran.g_01844
OG0000415	Prbl.g_01224	Pran.g_01843
OG0000416	Prbl.g_02673	Pran.g_01840
OG0000417	Prbl.g_02674	Pran.g_01839
OG0000418	Prbl.g_02677	Pran.g_01838
OG0000419	Prbl.g_02678	Pran.g_01837
OG0000420	Prbl.g_01564	Pran.g_01835
OG0000421	Prbl.g_00609	Pran.g_01823
OG0000422	Prbl.g_00410	Pran.g_01816
OG0000423	Prbl.g_01693	Pran.g_01815
OG0000424	Prbl.g_02681	Pran.g_01808
OG0000425	Prbl.g_00676	Pran.g_01749
OG0000426	Prbl.g_00675	Pran.g_01748
OG0000427	Prbl.g_00663	Pran.g_01747
OG0000428	Prbl.g_00653	Pran.g_01745
OG0000429	Prbl.g_00652	Pran.g_01744
OG0000430	Prbl.g_00650	Pran.g_01742
OG0000431	Prbl.g_00649	Pran.g_01741
OG0000432	Prbl.g_00648	Pran.g_01740
OG0000433	Prbl.g_00647	Pran.g_01739
OG0000434	Prbl.g_00645	Pran.g_01738
OG0000435	Prbl.g_00644	Pran.g_01737
OG0000436	Prbl.g_00643	Pran.g_01736
OG0000437	Prbl.g_00642	Pran.g_01735
OG0000438	Prbl.g_00641	Pran.g_01734
OG0000439	Prbl.g_00640	Pran.g_01733
OG0000440	Prbl.g_00639	Pran.g_01729
OG0000441	Prbl.g_00635	Pran.g_01728
OG0000442	Prbl.g_00634	Pran.g_01727
OG0000443	Prbl.g_00633	Pran.g_01726
OG0000444	Prbl.g_00632	Pran.g_01725
OG0000445	Prbl.g_00625	Pran.g_01724
OG0000446	Prbl.g_00623	Pran.g_01723
OG0000447	Prbl.g_00622	Pran.g_01722
OG0000448	Prbl.g_00619	Pran.g_01720
OG0000449	Prbl.g_01364	Pran.g_01717
OG0000450	Prbl.g_01363	Pran.g_01716
OG0000451	Prbl.g_01360	Pran.g_01715
OG0000452	Prbl.g_01348	Pran.g_01714
OG0000453	Prbl.g_01346	Pran.g_01713
OG0000454	Prbl.g_01344	Pran.g_01707
OG0000455	Prbl.g_01342	Pran.g_01705
OG0000456	Prbl.g_00503	Pran.g_01701
OG0000457	Prbl.g_00506	Pran.g_01700
OG0000458	Prbl.g_00510	Pran.g_01699
OG0000459	Prbl.g_00512	Pran.g_01697
OG0000460	Prbl.g_00514	Pran.g_01695
OG0000461	Prbl.g_00515	Pran.g_01694
OG0000462	Prbl.g_00516	Pran.g_01693
OG0000463	Prbl.g_00519	Pran.g_01691
OG0000464	Prbl.g_00521	Pran.g_01690
OG0000465	Prbl.g_00522	Pran.g_01689
OG0000466	Prbl.g_00523	Pran.g_01688
OG0000467	Prbl.g_00524	Pran.g_01687
OG0000468	Prbl.g_00525	Pran.g_01686
OG0000469	Prbl.g_00526	Pran.g_01685
OG0000470	Prbl.g_00527	Pran.g_01684
OG0000471	Prbl.g_00528	Pran.g_01683
OG0000472	Prbl.g_00536	Pran.g_01678
OG0000473	Prbl.g_00806	Pran.g_01677
OG0000474	Prbl.g_00805	Pran.g_01676
OG0000475	Prbl.g_00804	Pran.g_01675
OG0000476	Prbl.g_00801	Pran.g_01673
OG0000477	Prbl.g_00800	Pran.g_01672
OG0000478	Prbl.g_00799	Pran.g_01671
OG0000479	Prbl.g_00798	Pran.g_01670
OG0000480	Prbl.g_00797	Pran.g_01668
OG0000481	Prbl.g_00795	Pran.g_01666
OG0000482	Prbl.g_00794	Pran.g_01665
OG0000483	Prbl.g_00792	Pran.g_01663
OG0000484	Prbl.g_00791	Pran.g_01662
OG0000485	Prbl.g_00790	Pran.g_01661
OG0000486	Prbl.g_00785	Pran.g_01660
OG0000487	Prbl.g_00780	Pran.g_01655
OG0000488	Prbl.g_00779	Pran.g_01653
OG0000489	Prbl.g_00778	Pran.g_01652
OG0000490	Prbl.g_00776	Pran.g_01651
OG0000491	Prbl.g_00775	Pran.g_01650
OG0000492	Prbl.g_00770	Pran.g_01649
OG0000493	Prbl.g_01526	Pran.g_01648
OG0000494	Prbl.g_00032	Pran.g_01647
OG0000495	Prbl.g_00765	Pran.g_01644
OG0000496	Prbl.g_00763	Pran.g_01643
OG0000497	Prbl.g_00761	Pran.g_01642
OG0000498	Prbl.g_00760	Pran.g_01641
OG0000499	Prbl.g_00754	Pran.g_01640
OG0000500	Prbl.g_00751	Pran.g_01638
OG0000501	Prbl.g_00749	Pran.g_01637
OG0000502	Prbl.g_00747	Pran.g_01636
OG0000503	Prbl.g_02645	Pran.g_01634
OG0000504	Prbl.g_01878	Pran.g_01633
OG0000505	Prbl.g_01879	Pran.g_01632
OG0000506	Prbl.g_01881	Pran.g_01631
OG0000507	Prbl.g_01882	Pran.g_01630
OG0000508	Prbl.g_01883	Pran.g_01629
OG0000509	Prbl.g_01884	Pran.g_01628
OG0000510	Prbl.g_01885	Pran.g_01627
OG0000511	Prbl.g_01887	Pran.g_01625
OG0000512	Prbl.g_01888	Pran.g_01624
OG0000513	Prbl.g_01889	Pran.g_01623
OG0000514	Prbl.g_01890	Pran.g_01622
OG0000515	Prbl.g_01891	Pran.g_01621
OG0000516	Prbl.g_01892	Pran.g_01620
OG0000517	Prbl.g_01894	Pran.g_01618
OG0000518	Prbl.g_01895	Pran.g_01617
OG0000519	Prbl.g_01897	Pran.g_01616
OG0000520	Prbl.g_01899	Pran.g_01614
OG0000521	Prbl.g_01900	Pran.g_01613
OG0000522	Prbl.g_01901	Pran.g_01612
OG0000523	Prbl.g_01902	Pran.g_01611
OG0000524	Prbl.g_01903	Pran.g_01610
OG0000525	Prbl.g_01905	Pran.g_01609
OG0000526	Prbl.g_01801	Pran.g_01608
OG0000527	Prbl.g_01800	Pran.g_01607
OG0000528	Prbl.g_01799	Pran.g_01606
OG0000529	Prbl.g_01797	Pran.g_01605
OG0000530	Prbl.g_01796	Pran.g_01604
OG0000531	Prbl.g_01795	Pran.g_01603
OG0000532	Prbl.g_01794	Pran.g_01602
OG0000533	Prbl.g_01790	Pran.g_01600
OG0000534	Prbl.g_01789	Pran.g_01599
OG0000535	Prbl.g_01788	Pran.g_01598
OG0000536	Prbl.g_01787	Pran.g_01597
OG0000537	Prbl.g_01786	Pran.g_01596
OG0000538	Prbl.g_01785	Pran.g_01595
OG0000539	Prbl.g_01781	Pran.g_01592
OG0000540	Prbl.g_01780	Pran.g_01591
OG0000541	Prbl.g_01779	Pran.g_01590
OG0000542	Prbl.g_01775	Pran.g_01587
OG0000543	Prbl.g_01774	Pran.g_01586
OG0000544	Prbl.g_01773	Pran.g_01585
OG0000545	Prbl.g_01772	Pran.g_01584
OG0000546	Prbl.g_01766	Pran.g_01583
OG0000547	Prbl.g_01765	Pran.g_01582
OG0000548	Prbl.g_01764	Pran.g_01581
OG0000549	Prbl.g_01762	Pran.g_01579
OG0000550	Prbl.g_01761	Pran.g_01578
OG0000551	Prbl.g_01760	Pran.g_01577
OG0000552	Prbl.g_01759	Pran.g_01576
OG0000553	Prbl.g_01758	Pran.g_01575
OG0000554	Prbl.g_01757	Pran.g_01574
OG0000555	Prbl.g_01754	Pran.g_01573
OG0000556	Prbl.g_01752	Pran.g_01572
OG0000557	Prbl.g_01751	Pran.g_01571
OG0000558	Prbl.g_01750	Pran.g_01570
OG0000559	Prbl.g_01749	Pran.g_01569
OG0000560	Prbl.g_01748	Pran.g_01568
OG0000561	Prbl.g_01747	Pran.g_01567
OG0000562	Prbl.g_01746	Pran.g_01566
OG0000563	Prbl.g_01744	Pran.g_01565
OG0000564	Prbl.g_01742	Pran.g_01564
OG0000565	Prbl.g_01610	Pran.g_01563
OG0000566	Prbl.g_01611	Pran.g_01562
OG0000567	Prbl.g_01612	Pran.g_01561
OG0000568	Prbl.g_01613	Pran.g_01560
OG0000569	Prbl.g_01616	Pran.g_01557
OG0000570	Prbl.g_01617	Pran.g_01556
OG0000571	Prbl.g_01619	Pran.g_01554
OG0000572	Prbl.g_01624	Pran.g_01553
OG0000573	Prbl.g_01625	Pran.g_01552
OG0000574	Prbl.g_01626	Pran.g_01551
OG0000575	Prbl.g_01629	Pran.g_01550
OG0000576	Prbl.g_01631	Pran.g_01549
OG0000577	Prbl.g_01632	Pran.g_01548
OG0000578	Prbl.g_01634	Pran.g_01547
