Orthogroup	Prbl	Prag
OG0000125	Prbl.g_01042	Prag.g_00630
OG0000126	Prbl.g_01041	Prag.g_00631
OG0000127	Prbl.g_00318	Prag.g_00664
OG0000128	Prbl.g_02564	Prag.g_00694
OG0000129	Prbl.g_02432	Prag.g_00714
OG0000130	Prbl.g_01099	Prag.g_00791
OG0000131	Prbl.g_02337	Prag.g_00804
OG0000132	Prbl.g_01538	Prag.g_00838
OG0000133	Prbl.g_02365	Prag.g_00922
OG0000134	Prbl.g_02359	Prag.g_00932
OG0000135	Prbl.g_02486	Prag.g_00968
OG0000136	Prbl.g_00930	Prag.g_01033
OG0000137	Prbl.g_02202	Prag.g_01123
OG0000139	Prbl.g_02091	Prag.g_01159
OG0000140	Prbl.g_01102	Prag.g_01210
OG0000141	Prbl.g_00937	Prag.g_01219
OG0000142	Prbl.g_01736	Prag.g_01367
OG0000143	Prbl.g_00502	Prag.g_01389
OG0000144	Prbl.g_00258	Prag.g_01475
OG0000145	Prbl.g_00241	Prag.g_01491
OG0000146	Prbl.g_00709	Prag.g_01527
OG0000147	Prbl.g_00418	Prag.g_01567
OG0000148	Prbl.g_00417	Prag.g_01568
OG0000149	Prbl.g_00399	Prag.g_01667
OG0000150	Prbl.g_00350	Prag.g_01705
OG0000151	Prbl.g_00347	Prag.g_01708
OG0000152	Prbl.g_02620	Prag.g_01728
OG0000153	Prbl.g_00957	Prag.g_01763
OG0000154	Prbl.g_00994	Prag.g_01799
OG0000155	Prbl.g_01141	Prag.g_01817
OG0000156	Prbl.g_00841	Prag.g_01845
OG0000157	Prbl.g_02053	Prag.g_01878
OG0000158	Prbl.g_02147	Prag.g_01940
OG0000160	Prbl.g_02120	Prag.g_00001
OG0000161	Prbl.g_02119	Prag.g_00002
OG0000162	Prbl.g_02117	Prag.g_00004
OG0000163	Prbl.g_02116	Prag.g_00005
OG0000164	Prbl.g_02115	Prag.g_00006
OG0000165	Prbl.g_02114	Prag.g_00007
OG0000166	Prbl.g_02112	Prag.g_00008
OG0000167	Prbl.g_02111	Prag.g_00009
OG0000168	Prbl.g_02110	Prag.g_00010
OG0000169	Prbl.g_02108	Prag.g_00012
OG0000170	Prbl.g_01955	Prag.g_00014
OG0000171	Prbl.g_01956	Prag.g_00015
OG0000172	Prbl.g_01961	Prag.g_00016
OG0000173	Prbl.g_01962	Prag.g_00017
OG0000174	Prbl.g_01963	Prag.g_00018
OG0000175	Prbl.g_01964	Prag.g_00019
OG0000176	Prbl.g_01965	Prag.g_00020
OG0000177	Prbl.g_01966	Prag.g_00021
OG0000178	Prbl.g_01967	Prag.g_00022
OG0000179	Prbl.g_01969	Prag.g_00024
OG0000180	Prbl.g_01970	Prag.g_00025
OG0000181	Prbl.g_01971	Prag.g_00026
OG0000182	Prbl.g_01972	Prag.g_00027
OG0000183	Prbl.g_01973	Prag.g_00028
OG0000184	Prbl.g_01975	Prag.g_00029
OG0000185	Prbl.g_01980	Prag.g_00032
OG0000186	Prbl.g_01985	Prag.g_00035
OG0000187	Prbl.g_01986	Prag.g_00036
OG0000188	Prbl.g_01987	Prag.g_00037
OG0000189	Prbl.g_01988	Prag.g_00040
OG0000190	Prbl.g_01990	Prag.g_00042
OG0000191	Prbl.g_02241	Prag.g_00043
OG0000192	Prbl.g_02243	Prag.g_00044
OG0000193	Prbl.g_02244	Prag.g_00045
OG0000194	Prbl.g_02251	Prag.g_00046
OG0000195	Prbl.g_02258	Prag.g_00047
OG0000196	Prbl.g_02266	Prag.g_00048
OG0000197	Prbl.g_02274	Prag.g_00050
OG0000198	Prbl.g_02275	Prag.g_00051
OG0000199	Prbl.g_02276	Prag.g_00052
OG0000200	Prbl.g_00614	Prag.g_00058
OG0000201	Prbl.g_00613	Prag.g_00059
OG0000202	Prbl.g_00612	Prag.g_00060
OG0000203	Prbl.g_00608	Prag.g_00063
OG0000204	Prbl.g_00607	Prag.g_00064
OG0000205	Prbl.g_00603	Prag.g_00067
OG0000206	Prbl.g_00601	Prag.g_00069
OG0000207	Prbl.g_00597	Prag.g_00071
OG0000208	Prbl.g_00596	Prag.g_00072
OG0000209	Prbl.g_01075	Prag.g_00073
OG0000210	Prbl.g_00595	Prag.g_00074
OG0000211	Prbl.g_00592	Prag.g_00075
OG0000212	Prbl.g_00591	Prag.g_00076
OG0000213	Prbl.g_00590	Prag.g_00077
OG0000214	Prbl.g_00589	Prag.g_00078
OG0000215	Prbl.g_00588	Prag.g_00079
OG0000216	Prbl.g_00587	Prag.g_00080
OG0000217	Prbl.g_00583	Prag.g_00082
OG0000218	Prbl.g_00582	Prag.g_00083
OG0000219	Prbl.g_00576	Prag.g_00084
OG0000220	Prbl.g_00572	Prag.g_00085
OG0000221	Prbl.g_00567	Prag.g_00087
OG0000222	Prbl.g_00566	Prag.g_00088
OG0000223	Prbl.g_00565	Prag.g_00089
OG0000224	Prbl.g_00563	Prag.g_00090
OG0000225	Prbl.g_00562	Prag.g_00091
OG0000226	Prbl.g_00561	Prag.g_00092
OG0000227	Prbl.g_00559	Prag.g_00093
OG0000228	Prbl.g_00558	Prag.g_00094
OG0000229	Prbl.g_00557	Prag.g_00095
OG0000230	Prbl.g_00556	Prag.g_00096
OG0000231	Prbl.g_00555	Prag.g_00097
OG0000232	Prbl.g_00553	Prag.g_00099
OG0000233	Prbl.g_00552	Prag.g_00100
OG0000234	Prbl.g_00551	Prag.g_00101
OG0000235	Prbl.g_00548	Prag.g_00102
OG0000236	Prbl.g_00544	Prag.g_00103
OG0000237	Prbl.g_00542	Prag.g_00104
OG0000238	Prbl.g_01332	Prag.g_00105
OG0000239	Prbl.g_01330	Prag.g_00107
OG0000240	Prbl.g_01328	Prag.g_00108
OG0000241	Prbl.g_01326	Prag.g_00109
OG0000242	Prbl.g_01325	Prag.g_00110
OG0000243	Prbl.g_01320	Prag.g_00113
OG0000244	Prbl.g_01315	Prag.g_00115
OG0000245	Prbl.g_01314	Prag.g_00116
OG0000246	Prbl.g_01313	Prag.g_00117
OG0000247	Prbl.g_00827	Prag.g_00120
OG0000248	Prbl.g_00825	Prag.g_00122
OG0000249	Prbl.g_00822	Prag.g_00123
OG0000250	Prbl.g_00820	Prag.g_00124
OG0000251	Prbl.g_00819	Prag.g_00125
OG0000252	Prbl.g_00818	Prag.g_00126
OG0000253	Prbl.g_00817	Prag.g_00127
OG0000254	Prbl.g_00815	Prag.g_00129
OG0000255	Prbl.g_00814	Prag.g_00130
OG0000256	Prbl.g_00809	Prag.g_00133
OG0000257	Prbl.g_00305	Prag.g_00135
OG0000258	Prbl.g_00303	Prag.g_00138
OG0000259	Prbl.g_00302	Prag.g_00139
OG0000260	Prbl.g_00301	Prag.g_00140
OG0000261	Prbl.g_00300	Prag.g_00141
OG0000262	Prbl.g_00299	Prag.g_00142
OG0000263	Prbl.g_00297	Prag.g_00144
OG0000264	Prbl.g_00296	Prag.g_00145
OG0000265	Prbl.g_00295	Prag.g_00146
OG0000266	Prbl.g_00294	Prag.g_00147
OG0000267	Prbl.g_00293	Prag.g_00148
OG0000268	Prbl.g_00291	Prag.g_00149
OG0000269	Prbl.g_00289	Prag.g_00151
OG0000270	Prbl.g_00288	Prag.g_00152
OG0000271	Prbl.g_00287	Prag.g_00153
OG0000272	Prbl.g_00286	Prag.g_00154
OG0000273	Prbl.g_00285	Prag.g_00155
OG0000274	Prbl.g_00284	Prag.g_00156
OG0000275	Prbl.g_00283	Prag.g_00157
OG0000276	Prbl.g_00282	Prag.g_00158
OG0000277	Prbl.g_00280	Prag.g_00160
OG0000278	Prbl.g_00279	Prag.g_00161
OG0000279	Prbl.g_00278	Prag.g_00162
OG0000280	Prbl.g_00276	Prag.g_00164
OG0000281	Prbl.g_00275	Prag.g_00166
OG0000282	Prbl.g_00274	Prag.g_00167
OG0000283	Prbl.g_00273	Prag.g_00168
OG0000284	Prbl.g_00272	Prag.g_00169
OG0000285	Prbl.g_00271	Prag.g_00170
OG0000286	Prbl.g_00270	Prag.g_00171
OG0000287	Prbl.g_00269	Prag.g_00172
OG0000288	Prbl.g_02377	Prag.g_00174
OG0000289	Prbl.g_00066	Prag.g_00175
OG0000290	Prbl.g_00068	Prag.g_00176
OG0000291	Prbl.g_00072	Prag.g_00178
OG0000292	Prbl.g_00074	Prag.g_00179
OG0000293	Prbl.g_00077	Prag.g_00180
OG0000294	Prbl.g_00079	Prag.g_00181
OG0000295	Prbl.g_00082	Prag.g_00182
OG0000296	Prbl.g_00083	Prag.g_00183
OG0000297	Prbl.g_00086	Prag.g_00184
OG0000298	Prbl.g_00089	Prag.g_00186
OG0000299	Prbl.g_00090	Prag.g_00187
OG0000300	Prbl.g_00091	Prag.g_00188
OG0000301	Prbl.g_00092	Prag.g_00189
OG0000302	Prbl.g_00093	Prag.g_00190
OG0000303	Prbl.g_00094	Prag.g_00191
OG0000304	Prbl.g_00096	Prag.g_00193
OG0000305	Prbl.g_00097	Prag.g_00194
OG0000306	Prbl.g_00104	Prag.g_00197
OG0000307	Prbl.g_00105	Prag.g_00198
OG0000308	Prbl.g_01283	Prag.g_00199
OG0000309	Prbl.g_01282	Prag.g_00200
OG0000310	Prbl.g_01281	Prag.g_00201
OG0000311	Prbl.g_00130	Prag.g_00202
OG0000312	Prbl.g_00129	Prag.g_00203
OG0000313	Prbl.g_00127	Prag.g_00204
OG0000314	Prbl.g_00126	Prag.g_00205
OG0000315	Prbl.g_00124	Prag.g_00206
OG0000316	Prbl.g_01244	Prag.g_00207
OG0000317	Prbl.g_01245	Prag.g_00208
OG0000318	Prbl.g_01246	Prag.g_00209
OG0000319	Prbl.g_01252	Prag.g_00210
OG0000320	Prbl.g_01253	Prag.g_00211
OG0000321	Prbl.g_01256	Prag.g_00212
OG0000322	Prbl.g_01257	Prag.g_00213
OG0000323	Prbl.g_01258	Prag.g_00214
OG0000324	Prbl.g_01259	Prag.g_00215
OG0000325	Prbl.g_01260	Prag.g_00216
OG0000326	Prbl.g_01261	Prag.g_00217
OG0000327	Prbl.g_01262	Prag.g_00218
OG0000328	Prbl.g_01264	Prag.g_00219
OG0000329	Prbl.g_01265	Prag.g_00220
OG0000330	Prbl.g_01266	Prag.g_00221
OG0000331	Prbl.g_01918	Prag.g_00222
OG0000332	Prbl.g_01769	Prag.g_00223
OG0000333	Prbl.g_01770	Prag.g_00224
OG0000334	Prbl.g_01771	Prag.g_00225
OG0000335	Prbl.g_01922	Prag.g_00226
OG0000336	Prbl.g_01923	Prag.g_00228
OG0000337	Prbl.g_00199	Prag.g_00229
OG0000338	Prbl.g_00192	Prag.g_00233
OG0000339	Prbl.g_02679	Prag.g_00235
OG0000340	Prbl.g_02666	Prag.g_00237
OG0000341	Prbl.g_01516	Prag.g_00238
OG0000342	Prbl.g_01515	Prag.g_00239
OG0000343	Prbl.g_01513	Prag.g_00240
OG0000344	Prbl.g_01508	Prag.g_00243
OG0000345	Prbl.g_01499	Prag.g_00245
OG0000346	Prbl.g_01498	Prag.g_00246
OG0000347	Prbl.g_01496	Prag.g_00249
OG0000348	Prbl.g_01494	Prag.g_00250
OG0000349	Prbl.g_01492	Prag.g_00251
OG0000350	Prbl.g_01486	Prag.g_00253
OG0000351	Prbl.g_01919	Prag.g_00254
OG0000352	Prbl.g_01473	Prag.g_00255
OG0000353	Prbl.g_01472	Prag.g_00256
OG0000354	Prbl.g_01470	Prag.g_00257
OG0000355	Prbl.g_01469	Prag.g_00258
OG0000356	Prbl.g_01468	Prag.g_00259
OG0000357	Prbl.g_01467	Prag.g_00260
OG0000358	Prbl.g_01466	Prag.g_00261
OG0000359	Prbl.g_01464	Prag.g_00262
OG0000360	Prbl.g_01459	Prag.g_00266
OG0000361	Prbl.g_01458	Prag.g_00267
OG0000362	Prbl.g_01457	Prag.g_00268
OG0000363	Prbl.g_01455	Prag.g_00269
OG0000364	Prbl.g_01450	Prag.g_00273
OG0000365	Prbl.g_01449	Prag.g_00274
OG0000366	Prbl.g_01447	Prag.g_00276
OG0000367	Prbl.g_01445	Prag.g_00277
OG0000368	Prbl.g_01444	Prag.g_00278
OG0000369	Prbl.g_01443	Prag.g_00279
OG0000370	Prbl.g_01442	Prag.g_00280
OG0000371	Prbl.g_01441	Prag.g_00281
OG0000372	Prbl.g_01440	Prag.g_00282
OG0000373	Prbl.g_01439	Prag.g_00283
OG0000374	Prbl.g_01436	Prag.g_00285
OG0000375	Prbl.g_01435	Prag.g_00286
OG0000376	Prbl.g_01431	Prag.g_00289
OG0000377	Prbl.g_01428	Prag.g_00290
OG0000378	Prbl.g_01427	Prag.g_00291
OG0000379	Prbl.g_01426	Prag.g_00292
OG0000380	Prbl.g_01421	Prag.g_00293
OG0000381	Prbl.g_01420	Prag.g_00294
OG0000382	Prbl.g_01419	Prag.g_00295
OG0000383	Prbl.g_01417	Prag.g_00296
OG0000384	Prbl.g_01414	Prag.g_00299
OG0000385	Prbl.g_01413	Prag.g_00300
OG0000386	Prbl.g_00911	Prag.g_00301
OG0000387	Prbl.g_00909	Prag.g_00302
OG0000388	Prbl.g_00908	Prag.g_00303
OG0000389	Prbl.g_00907	Prag.g_00304
OG0000390	Prbl.g_00906	Prag.g_00305
OG0000391	Prbl.g_00905	Prag.g_00306
OG0000392	Prbl.g_00904	Prag.g_00307
OG0000393	Prbl.g_00903	Prag.g_00308
OG0000394	Prbl.g_00902	Prag.g_00309
OG0000395	Prbl.g_00901	Prag.g_00310
OG0000396	Prbl.g_00898	Prag.g_00312
OG0000397	Prbl.g_00888	Prag.g_00314
OG0000398	Prbl.g_00886	Prag.g_00315
OG0000399	Prbl.g_01183	Prag.g_00318
OG0000400	Prbl.g_01190	Prag.g_00319
OG0000401	Prbl.g_01191	Prag.g_00320
OG0000402	Prbl.g_01201	Prag.g_00329
OG0000403	Prbl.g_01203	Prag.g_00330
OG0000404	Prbl.g_01204	Prag.g_00331
OG0000405	Prbl.g_01206	Prag.g_00333
OG0000406	Prbl.g_01210	Prag.g_00336
OG0000407	Prbl.g_01211	Prag.g_00337
OG0000408	Prbl.g_01217	Prag.g_00339
OG0000409	Prbl.g_01218	Prag.g_00340
OG0000410	Prbl.g_01219	Prag.g_00341
OG0000411	Prbl.g_01220	Prag.g_00342
OG0000412	Prbl.g_01221	Prag.g_00343
OG0000413	Prbl.g_01222	Prag.g_00344
OG0000414	Prbl.g_01223	Prag.g_00345
OG0000415	Prbl.g_01224	Prag.g_00346
OG0000416	Prbl.g_02673	Prag.g_00349
OG0000417	Prbl.g_02674	Prag.g_00350
OG0000418	Prbl.g_02677	Prag.g_00351
OG0000419	Prbl.g_02678	Prag.g_00352
OG0000420	Prbl.g_01564	Prag.g_00353
OG0000421	Prbl.g_00609	Prag.g_00365
OG0000422	Prbl.g_00410	Prag.g_00372
OG0000423	Prbl.g_01693	Prag.g_00373
OG0000424	Prbl.g_02681	Prag.g_00378
OG0000425	Prbl.g_00676	Prag.g_00410
OG0000426	Prbl.g_00675	Prag.g_00411
OG0000427	Prbl.g_00663	Prag.g_00412
OG0000428	Prbl.g_00653	Prag.g_00414
OG0000429	Prbl.g_00652	Prag.g_00415
OG0000430	Prbl.g_00650	Prag.g_00417
OG0000431	Prbl.g_00649	Prag.g_00418
OG0000432	Prbl.g_00648	Prag.g_00419
OG0000433	Prbl.g_00647	Prag.g_00420
OG0000434	Prbl.g_00645	Prag.g_00421
OG0000435	Prbl.g_00644	Prag.g_00422
OG0000436	Prbl.g_00643	Prag.g_00423
OG0000437	Prbl.g_00642	Prag.g_00424
OG0000438	Prbl.g_00641	Prag.g_00425
OG0000439	Prbl.g_00640	Prag.g_00426
OG0000440	Prbl.g_00639	Prag.g_00427
OG0000441	Prbl.g_00635	Prag.g_00428
OG0000442	Prbl.g_00634	Prag.g_00429
OG0000443	Prbl.g_00633	Prag.g_00430
OG0000444	Prbl.g_00632	Prag.g_00431
OG0000445	Prbl.g_00625	Prag.g_00432
OG0000446	Prbl.g_00623	Prag.g_00434
OG0000447	Prbl.g_00622	Prag.g_00435
OG0000448	Prbl.g_00619	Prag.g_00437
OG0000449	Prbl.g_01364	Prag.g_00440
OG0000450	Prbl.g_01363	Prag.g_00441
OG0000451	Prbl.g_01360	Prag.g_00442
OG0000452	Prbl.g_01348	Prag.g_00443
OG0000453	Prbl.g_01346	Prag.g_00444
OG0000454	Prbl.g_01344	Prag.g_00450
OG0000455	Prbl.g_01342	Prag.g_00452
OG0000456	Prbl.g_00503	Prag.g_00456
OG0000457	Prbl.g_00506	Prag.g_00457
OG0000458	Prbl.g_00510	Prag.g_00458
OG0000459	Prbl.g_00512	Prag.g_00460
OG0000460	Prbl.g_00514	Prag.g_00462
OG0000461	Prbl.g_00515	Prag.g_00463
OG0000462	Prbl.g_00516	Prag.g_00464
OG0000463	Prbl.g_00519	Prag.g_00466
OG0000464	Prbl.g_00521	Prag.g_00467
OG0000465	Prbl.g_00522	Prag.g_00468
OG0000466	Prbl.g_00523	Prag.g_00469
OG0000467	Prbl.g_00524	Prag.g_00470
OG0000468	Prbl.g_00525	Prag.g_00471
OG0000469	Prbl.g_00526	Prag.g_00472
OG0000470	Prbl.g_00527	Prag.g_00473
OG0000471	Prbl.g_00528	Prag.g_00474
OG0000472	Prbl.g_00536	Prag.g_00479
OG0000473	Prbl.g_00806	Prag.g_00480
OG0000474	Prbl.g_00805	Prag.g_00481
OG0000475	Prbl.g_00804	Prag.g_00482
OG0000476	Prbl.g_00801	Prag.g_00484
OG0000477	Prbl.g_00800	Prag.g_00485
OG0000478	Prbl.g_00799	Prag.g_00486
OG0000479	Prbl.g_00798	Prag.g_00487
OG0000480	Prbl.g_00797	Prag.g_00489
OG0000481	Prbl.g_00795	Prag.g_00491
OG0000482	Prbl.g_00794	Prag.g_00492
OG0000483	Prbl.g_00792	Prag.g_00494
OG0000484	Prbl.g_00791	Prag.g_00495
OG0000485	Prbl.g_00790	Prag.g_00496
OG0000486	Prbl.g_00785	Prag.g_00497
OG0000487	Prbl.g_00780	Prag.g_00502
OG0000488	Prbl.g_00779	Prag.g_00504
OG0000489	Prbl.g_00778	Prag.g_00505
OG0000490	Prbl.g_00776	Prag.g_00506
OG0000491	Prbl.g_00775	Prag.g_00507
OG0000492	Prbl.g_00770	Prag.g_00508
OG0000493	Prbl.g_01526	Prag.g_00509
OG0000494	Prbl.g_00032	Prag.g_00510
OG0000495	Prbl.g_00765	Prag.g_00513
OG0000496	Prbl.g_00763	Prag.g_00514
OG0000497	Prbl.g_00761	Prag.g_00515
OG0000498	Prbl.g_00760	Prag.g_00516
OG0000499	Prbl.g_00754	Prag.g_00517
OG0000500	Prbl.g_00751	Prag.g_00519
OG0000501	Prbl.g_00749	Prag.g_00520
OG0000502	Prbl.g_00747	Prag.g_00521
OG0000503	Prbl.g_02645	Prag.g_00523
OG0000504	Prbl.g_01878	Prag.g_00524
OG0000505	Prbl.g_01879	Prag.g_00525
OG0000506	Prbl.g_01881	Prag.g_00526
OG0000507	Prbl.g_01882	Prag.g_00527
OG0000508	Prbl.g_01883	Prag.g_00528
OG0000509	Prbl.g_01884	Prag.g_00529
OG0000510	Prbl.g_01885	Prag.g_00530
OG0000511	Prbl.g_01887	Prag.g_00532
OG0000512	Prbl.g_01888	Prag.g_00533
OG0000513	Prbl.g_01889	Prag.g_00534
OG0000514	Prbl.g_01890	Prag.g_00535
OG0000515	Prbl.g_01891	Prag.g_00536
OG0000516	Prbl.g_01892	Prag.g_00537
OG0000517	Prbl.g_01894	Prag.g_00539
OG0000518	Prbl.g_01895	Prag.g_00540
OG0000519	Prbl.g_01897	Prag.g_00541
OG0000520	Prbl.g_01899	Prag.g_00542
OG0000521	Prbl.g_01900	Prag.g_00543
OG0000522	Prbl.g_01901	Prag.g_00544
OG0000523	Prbl.g_01902	Prag.g_00545
OG0000524	Prbl.g_01903	Prag.g_00546
OG0000525	Prbl.g_01905	Prag.g_00547
OG0000526	Prbl.g_01801	Prag.g_00548
OG0000527	Prbl.g_01800	Prag.g_00549
OG0000528	Prbl.g_01799	Prag.g_00550
OG0000529	Prbl.g_01797	Prag.g_00551
OG0000530	Prbl.g_01796	Prag.g_00552
OG0000531	Prbl.g_01795	Prag.g_00553
OG0000532	Prbl.g_01794	Prag.g_00554
OG0000533	Prbl.g_01790	Prag.g_00556
OG0000534	Prbl.g_01789	Prag.g_00557
OG0000535	Prbl.g_01788	Prag.g_00558
OG0000536	Prbl.g_01787	Prag.g_00559
OG0000537	Prbl.g_01786	Prag.g_00560
OG0000538	Prbl.g_01785	Prag.g_00561
OG0000539	Prbl.g_01781	Prag.g_00564
OG0000540	Prbl.g_01780	Prag.g_00565
OG0000541	Prbl.g_01779	Prag.g_00566
OG0000542	Prbl.g_01775	Prag.g_00569
OG0000543	Prbl.g_01774	Prag.g_00570
OG0000544	Prbl.g_01773	Prag.g_00571
OG0000545	Prbl.g_01772	Prag.g_00572
OG0000546	Prbl.g_01766	Prag.g_00573
OG0000547	Prbl.g_01765	Prag.g_00574
OG0000548	Prbl.g_01764	Prag.g_00575
OG0000549	Prbl.g_01762	Prag.g_00577
OG0000550	Prbl.g_01761	Prag.g_00578
OG0000551	Prbl.g_01760	Prag.g_00579
OG0000552	Prbl.g_01759	Prag.g_00580
OG0000553	Prbl.g_01758	Prag.g_00581
OG0000554	Prbl.g_01757	Prag.g_00582
OG0000555	Prbl.g_01754	Prag.g_00583
OG0000556	Prbl.g_01752	Prag.g_00584
OG0000557	Prbl.g_01751	Prag.g_00585
OG0000558	Prbl.g_01750	Prag.g_00586
OG0000559	Prbl.g_01749	Prag.g_00587
OG0000560	Prbl.g_01748	Prag.g_00588
OG0000561	Prbl.g_01747	Prag.g_00589
OG0000562	Prbl.g_01746	Prag.g_00590
OG0000563	Prbl.g_01744	Prag.g_00591
OG0000564	Prbl.g_01742	Prag.g_00592
OG0000565	Prbl.g_01610	Prag.g_00593
OG0000566	Prbl.g_01611	Prag.g_00594
OG0000567	Prbl.g_01612	Prag.g_00595
OG0000568	Prbl.g_01613	Prag.g_00596
OG0000569	Prbl.g_01616	Prag.g_00599
OG0000570	Prbl.g_01617	Prag.g_00600
OG0000571	Prbl.g_01619	Prag.g_00602
OG0000572	Prbl.g_01624	Prag.g_00603
OG0000573	Prbl.g_01625	Prag.g_00604
OG0000574	Prbl.g_01626	Prag.g_00605
OG0000575	Prbl.g_01629	Prag.g_00606
OG0000576	Prbl.g_01631	Prag.g_00607
OG0000577	Prbl.g_01632	Prag.g_00608
