Orthogroup	Prbl	Prba
OG0000113	Prbl.g_01432	Prba.g_00513
OG0000114	Prbl.g_00877	Prba.g_00541
OG0000115	Prbl.g_01341	Prba.g_00987
OG0000116	Prbl.g_01339	Prba.g_00985
OG0000117	Prbl.g_00511	Prba.g_00981
OG0000118	Prbl.g_00533	Prba.g_00962
OG0000119	Prbl.g_00768	Prba.g_00929
OG0000120	Prbl.g_00766	Prba.g_00928
OG0000121	Prbl.g_02647	Prba.g_01772
OG0000122	Prbl.g_01886	Prba.g_01763
OG0000123	Prbl.g_01784	Prba.g_01732
OG0000124	Prbl.g_01043	Prba.g_01666
OG0000125	Prbl.g_01042	Prba.g_01665
OG0000126	Prbl.g_01041	Prba.g_01664
OG0000127	Prbl.g_00318	Prba.g_01631
OG0000128	Prbl.g_02564	Prba.g_01592
OG0000129	Prbl.g_02432	Prba.g_01572
OG0000130	Prbl.g_01099	Prba.g_01514
OG0000131	Prbl.g_02337	Prba.g_01501
OG0000132	Prbl.g_01538	Prba.g_01465
OG0000133	Prbl.g_02365	Prba.g_01379
OG0000134	Prbl.g_02359	Prba.g_01369
OG0000135	Prbl.g_02486	Prba.g_01333
OG0000136	Prbl.g_00930	Prba.g_01267
OG0000137	Prbl.g_02202	Prba.g_00094
OG0000139	Prbl.g_02091	Prba.g_00057
OG0000140	Prbl.g_01102	Prba.g_00006
OG0000141	Prbl.g_00937	Prba.g_01084
OG0000142	Prbl.g_01736	Prba.g_01204
OG0000143	Prbl.g_00502	Prba.g_00196
OG0000144	Prbl.g_00258	Prba.g_00110
OG0000145	Prbl.g_00241	Prba.g_00712
OG0000146	Prbl.g_00709	Prba.g_00676, Prba.g_00351
OG0000147	Prbl.g_00418	Prba.g_00311
OG0000148	Prbl.g_00417	Prba.g_00310
OG0000149	Prbl.g_00399	Prba.g_00228
OG0000150	Prbl.g_00350	Prba.g_00584
OG0000151	Prbl.g_00347	Prba.g_00581
OG0000152	Prbl.g_02620	Prba.g_00352
OG0000153	Prbl.g_00957	Prba.g_00388
OG0000154	Prbl.g_00994	Prba.g_00424
OG0000155	Prbl.g_01141	Prba.g_01051
OG0000156	Prbl.g_00841	Prba.g_00752
OG0000157	Prbl.g_02053	Prba.g_00785
OG0000158	Prbl.g_02147	Prba.g_01776, Prba.g_00848
OG0000160	Prbl.g_02120	Prba.g_01794
OG0000161	Prbl.g_02119	Prba.g_01795
OG0000162	Prbl.g_02117	Prba.g_01797
OG0000163	Prbl.g_02116	Prba.g_01798
OG0000164	Prbl.g_02115	Prba.g_01799
OG0000165	Prbl.g_02114	Prba.g_01800
OG0000166	Prbl.g_02112	Prba.g_01801
OG0000167	Prbl.g_02111	Prba.g_01802
OG0000168	Prbl.g_02110	Prba.g_01803
OG0000169	Prbl.g_02108	Prba.g_01805
OG0000170	Prbl.g_01955	Prba.g_01807
OG0000171	Prbl.g_01956	Prba.g_01808
OG0000172	Prbl.g_01961	Prba.g_01809
OG0000173	Prbl.g_01962	Prba.g_01810
OG0000174	Prbl.g_01963	Prba.g_01811
OG0000175	Prbl.g_01964	Prba.g_01812
OG0000176	Prbl.g_01965	Prba.g_01813
OG0000177	Prbl.g_01966	Prba.g_01814
OG0000178	Prbl.g_01967	Prba.g_01815
OG0000179	Prbl.g_01969	Prba.g_01817
OG0000180	Prbl.g_01970	Prba.g_01818
OG0000181	Prbl.g_01971	Prba.g_01819
OG0000182	Prbl.g_01972	Prba.g_01820
OG0000183	Prbl.g_01973	Prba.g_01821
OG0000184	Prbl.g_01975	Prba.g_01822
OG0000185	Prbl.g_01980	Prba.g_01825
OG0000186	Prbl.g_01985	Prba.g_01828
OG0000187	Prbl.g_01986	Prba.g_01829
OG0000188	Prbl.g_01987	Prba.g_01830
OG0000189	Prbl.g_01988	Prba.g_01834
OG0000190	Prbl.g_01990	Prba.g_01836
OG0000191	Prbl.g_02241	Prba.g_01837
OG0000192	Prbl.g_02243	Prba.g_01838
OG0000193	Prbl.g_02244	Prba.g_01839
OG0000194	Prbl.g_02251	Prba.g_01840
OG0000195	Prbl.g_02258	Prba.g_01841
OG0000196	Prbl.g_02266	Prba.g_01842
OG0000197	Prbl.g_02274	Prba.g_01844
OG0000198	Prbl.g_02275	Prba.g_01845
OG0000199	Prbl.g_02276	Prba.g_01846
OG0000200	Prbl.g_00614	Prba.g_01852
OG0000201	Prbl.g_00613	Prba.g_01853
OG0000202	Prbl.g_00612	Prba.g_01854
OG0000203	Prbl.g_00608	Prba.g_01857
OG0000204	Prbl.g_00607	Prba.g_01858
OG0000205	Prbl.g_00603	Prba.g_01861
OG0000206	Prbl.g_00601	Prba.g_01863
OG0000207	Prbl.g_00597	Prba.g_01865
OG0000208	Prbl.g_00596	Prba.g_01866
OG0000209	Prbl.g_01075	Prba.g_01867
OG0000210	Prbl.g_00595	Prba.g_01868
OG0000211	Prbl.g_00592	Prba.g_01869
OG0000212	Prbl.g_00591	Prba.g_01870
OG0000213	Prbl.g_00590	Prba.g_01871
OG0000214	Prbl.g_00589	Prba.g_01872
OG0000215	Prbl.g_00588	Prba.g_01873
OG0000216	Prbl.g_00587	Prba.g_01874
OG0000217	Prbl.g_00583	Prba.g_01876
OG0000218	Prbl.g_00582	Prba.g_01877
OG0000219	Prbl.g_00576	Prba.g_01878
OG0000220	Prbl.g_00572	Prba.g_01879
OG0000221	Prbl.g_00567	Prba.g_01882
OG0000222	Prbl.g_00566	Prba.g_01883
OG0000223	Prbl.g_00565	Prba.g_01884
OG0000224	Prbl.g_00563	Prba.g_01885
OG0000225	Prbl.g_00562	Prba.g_01886
OG0000226	Prbl.g_00561	Prba.g_01887
OG0000227	Prbl.g_00559	Prba.g_01888
OG0000228	Prbl.g_00558	Prba.g_01889
OG0000229	Prbl.g_00557	Prba.g_01890
OG0000230	Prbl.g_00556	Prba.g_01891
OG0000231	Prbl.g_00555	Prba.g_01892
OG0000232	Prbl.g_00553	Prba.g_01894
OG0000233	Prbl.g_00552	Prba.g_01895
OG0000234	Prbl.g_00551	Prba.g_01896
OG0000235	Prbl.g_00548	Prba.g_01897
OG0000236	Prbl.g_00544	Prba.g_01898
OG0000237	Prbl.g_00542	Prba.g_01899
OG0000238	Prbl.g_01332	Prba.g_01900
OG0000239	Prbl.g_01330	Prba.g_01902
OG0000240	Prbl.g_01328	Prba.g_01903
OG0000241	Prbl.g_01326	Prba.g_01904
OG0000242	Prbl.g_01325	Prba.g_01905
OG0000243	Prbl.g_01320	Prba.g_01908
OG0000244	Prbl.g_01315	Prba.g_01910
OG0000245	Prbl.g_01314	Prba.g_01911
OG0000246	Prbl.g_01313	Prba.g_01912
OG0000247	Prbl.g_00827	Prba.g_01915
OG0000248	Prbl.g_00825	Prba.g_01917
OG0000249	Prbl.g_00822	Prba.g_01918
OG0000250	Prbl.g_00820	Prba.g_01919
OG0000251	Prbl.g_00819	Prba.g_01920
OG0000252	Prbl.g_00818	Prba.g_01921
OG0000253	Prbl.g_00817	Prba.g_01922
OG0000254	Prbl.g_00815	Prba.g_01924
OG0000255	Prbl.g_00814	Prba.g_01925
OG0000256	Prbl.g_00809	Prba.g_01928
OG0000257	Prbl.g_00305	Prba.g_01930
OG0000258	Prbl.g_00303	Prba.g_01933
OG0000259	Prbl.g_00302	Prba.g_01934
OG0000260	Prbl.g_00301	Prba.g_01935
OG0000261	Prbl.g_00300	Prba.g_01936
OG0000262	Prbl.g_00299	Prba.g_01937
OG0000263	Prbl.g_00297	Prba.g_01939
OG0000264	Prbl.g_00296	Prba.g_01940
OG0000265	Prbl.g_00295	Prba.g_01941
OG0000266	Prbl.g_00294	Prba.g_01942
OG0000267	Prbl.g_00293	Prba.g_01943
OG0000268	Prbl.g_00291	Prba.g_01944
OG0000269	Prbl.g_00289	Prba.g_01946
OG0000270	Prbl.g_00288	Prba.g_01947
OG0000271	Prbl.g_00287	Prba.g_01948
OG0000272	Prbl.g_00286	Prba.g_01949
OG0000273	Prbl.g_00285	Prba.g_01950
OG0000274	Prbl.g_00284	Prba.g_01951
OG0000275	Prbl.g_00283	Prba.g_01952
OG0000276	Prbl.g_00282	Prba.g_01953
OG0000277	Prbl.g_00280	Prba.g_00623
OG0000278	Prbl.g_00279	Prba.g_00624
OG0000279	Prbl.g_00278	Prba.g_00625
OG0000280	Prbl.g_00276	Prba.g_00627
OG0000281	Prbl.g_00275	Prba.g_00629
OG0000282	Prbl.g_00274	Prba.g_00630
OG0000283	Prbl.g_00273	Prba.g_00631
OG0000284	Prbl.g_00272	Prba.g_00632
OG0000285	Prbl.g_00271	Prba.g_00633
OG0000286	Prbl.g_00270	Prba.g_00634
OG0000287	Prbl.g_00269	Prba.g_00635
OG0000288	Prbl.g_02377	Prba.g_00637
OG0000289	Prbl.g_00066	Prba.g_00638
OG0000290	Prbl.g_00068	Prba.g_00639
OG0000291	Prbl.g_00072	Prba.g_00641
OG0000292	Prbl.g_00074	Prba.g_00642
OG0000293	Prbl.g_00077	Prba.g_00643
OG0000294	Prbl.g_00079	Prba.g_00644
OG0000295	Prbl.g_00082	Prba.g_00645
OG0000296	Prbl.g_00083	Prba.g_00646
OG0000297	Prbl.g_00086	Prba.g_00647
OG0000298	Prbl.g_00089	Prba.g_00649
OG0000299	Prbl.g_00090	Prba.g_00650
OG0000300	Prbl.g_00091	Prba.g_00651
OG0000301	Prbl.g_00092	Prba.g_00652
OG0000302	Prbl.g_00093	Prba.g_00653
OG0000303	Prbl.g_00094	Prba.g_00654
OG0000304	Prbl.g_00096	Prba.g_00656
OG0000305	Prbl.g_00097	Prba.g_00657
OG0000306	Prbl.g_00104	Prba.g_00660
OG0000307	Prbl.g_00105	Prba.g_00661
OG0000308	Prbl.g_01283	Prba.g_00662
OG0000309	Prbl.g_01282	Prba.g_00663
OG0000310	Prbl.g_01281	Prba.g_00664
OG0000311	Prbl.g_00130	Prba.g_00665
OG0000312	Prbl.g_00129	Prba.g_00666
OG0000313	Prbl.g_00127	Prba.g_00667
OG0000314	Prbl.g_00126	Prba.g_00668
OG0000315	Prbl.g_00124	Prba.g_00669
OG0000316	Prbl.g_01244	Prba.g_00670
OG0000317	Prbl.g_01245	Prba.g_00671
OG0000318	Prbl.g_01246	Prba.g_00672
OG0000319	Prbl.g_01252	Prba.g_00673
OG0000320	Prbl.g_01253	Prba.g_00674
OG0000321	Prbl.g_01256	Prba.g_00675
OG0000322	Prbl.g_01257	Prba.g_00439
OG0000323	Prbl.g_01258	Prba.g_00440
OG0000324	Prbl.g_01259	Prba.g_00441
OG0000325	Prbl.g_01260	Prba.g_00442
OG0000326	Prbl.g_01261	Prba.g_00443
OG0000327	Prbl.g_01262	Prba.g_00444
OG0000328	Prbl.g_01264	Prba.g_00445
OG0000329	Prbl.g_01265	Prba.g_00446
OG0000330	Prbl.g_01266	Prba.g_00447
OG0000331	Prbl.g_01918	Prba.g_00448
OG0000332	Prbl.g_01769	Prba.g_00449
OG0000333	Prbl.g_01770	Prba.g_00450
OG0000334	Prbl.g_01771	Prba.g_00451
OG0000335	Prbl.g_01922	Prba.g_00452
OG0000336	Prbl.g_01923	Prba.g_00454
OG0000337	Prbl.g_00199	Prba.g_00455
OG0000338	Prbl.g_00192	Prba.g_00459
OG0000339	Prbl.g_02679	Prba.g_00461
OG0000340	Prbl.g_02666	Prba.g_00463
OG0000341	Prbl.g_01516	Prba.g_00464
OG0000342	Prbl.g_01515	Prba.g_00465
OG0000343	Prbl.g_01513	Prba.g_00466
OG0000344	Prbl.g_01508	Prba.g_00469
OG0000345	Prbl.g_01499	Prba.g_00472
OG0000346	Prbl.g_01498	Prba.g_00473
OG0000347	Prbl.g_01496	Prba.g_00476
OG0000348	Prbl.g_01494	Prba.g_00477
OG0000349	Prbl.g_01492	Prba.g_00478
OG0000350	Prbl.g_01486	Prba.g_00480
OG0000351	Prbl.g_01919	Prba.g_00481
OG0000352	Prbl.g_01473	Prba.g_00482
OG0000353	Prbl.g_01472	Prba.g_00483
OG0000354	Prbl.g_01470	Prba.g_00484
OG0000355	Prbl.g_01469	Prba.g_00485
OG0000356	Prbl.g_01468	Prba.g_00486
OG0000357	Prbl.g_01467	Prba.g_00487
OG0000358	Prbl.g_01466	Prba.g_00488
OG0000359	Prbl.g_01464	Prba.g_00489
OG0000360	Prbl.g_01459	Prba.g_00492
OG0000361	Prbl.g_01458	Prba.g_00493
OG0000362	Prbl.g_01457	Prba.g_00494
OG0000363	Prbl.g_01455	Prba.g_00495
OG0000364	Prbl.g_01450	Prba.g_00499
OG0000365	Prbl.g_01449	Prba.g_00500
OG0000366	Prbl.g_01447	Prba.g_00502
OG0000367	Prbl.g_01445	Prba.g_00503
OG0000368	Prbl.g_01444	Prba.g_00504
OG0000369	Prbl.g_01443	Prba.g_00505
OG0000370	Prbl.g_01442	Prba.g_00506
OG0000371	Prbl.g_01441	Prba.g_00507
OG0000372	Prbl.g_01440	Prba.g_00508
OG0000373	Prbl.g_01439	Prba.g_00509
OG0000374	Prbl.g_01436	Prba.g_00510
OG0000375	Prbl.g_01435	Prba.g_00511
OG0000376	Prbl.g_01431	Prba.g_00514
OG0000377	Prbl.g_01428	Prba.g_00515
OG0000378	Prbl.g_01427	Prba.g_00516
OG0000379	Prbl.g_01426	Prba.g_00517
OG0000380	Prbl.g_01421	Prba.g_00518
OG0000381	Prbl.g_01420	Prba.g_00519
OG0000382	Prbl.g_01419	Prba.g_00520
OG0000383	Prbl.g_01417	Prba.g_00521
OG0000384	Prbl.g_01414	Prba.g_00524
OG0000385	Prbl.g_01413	Prba.g_00525
OG0000386	Prbl.g_00911	Prba.g_00526
OG0000387	Prbl.g_00909	Prba.g_00527
OG0000388	Prbl.g_00908	Prba.g_00528
OG0000389	Prbl.g_00907	Prba.g_00529
OG0000390	Prbl.g_00906	Prba.g_00530
OG0000391	Prbl.g_00905	Prba.g_00531
OG0000392	Prbl.g_00904	Prba.g_00532
OG0000393	Prbl.g_00903	Prba.g_00533
OG0000394	Prbl.g_00902	Prba.g_00534
OG0000395	Prbl.g_00901	Prba.g_00535
OG0000396	Prbl.g_00898	Prba.g_00537
OG0000397	Prbl.g_00888	Prba.g_00539
OG0000398	Prbl.g_00886	Prba.g_00540
OG0000399	Prbl.g_01183	Prba.g_00543
OG0000400	Prbl.g_01190	Prba.g_00544
OG0000401	Prbl.g_01191	Prba.g_00545
OG0000402	Prbl.g_01201	Prba.g_00550
OG0000403	Prbl.g_01203	Prba.g_00551
OG0000404	Prbl.g_01204	Prba.g_00552
OG0000405	Prbl.g_01206	Prba.g_00554
OG0000406	Prbl.g_01210	Prba.g_00557
OG0000407	Prbl.g_01211	Prba.g_00558
OG0000408	Prbl.g_01217	Prba.g_00561
OG0000409	Prbl.g_01218	Prba.g_00562
OG0000410	Prbl.g_01219	Prba.g_00218
OG0000411	Prbl.g_01220	Prba.g_00219
OG0000412	Prbl.g_01221	Prba.g_00220
OG0000413	Prbl.g_01222	Prba.g_00221
OG0000414	Prbl.g_01223	Prba.g_00222
OG0000415	Prbl.g_01224	Prba.g_00223
OG0000416	Prbl.g_02673	Prba.g_00849
OG0000417	Prbl.g_02674	Prba.g_00850
OG0000418	Prbl.g_02677	Prba.g_00851
OG0000419	Prbl.g_02678	Prba.g_00852
OG0000420	Prbl.g_01564	Prba.g_00853
OG0000421	Prbl.g_00609	Prba.g_00865
OG0000422	Prbl.g_00410	Prba.g_00873
OG0000423	Prbl.g_01693	Prba.g_00874
OG0000424	Prbl.g_02681	Prba.g_00880
OG0000425	Prbl.g_00676	Prba.g_01030
OG0000426	Prbl.g_00675	Prba.g_01029
OG0000427	Prbl.g_00663	Prba.g_01028
OG0000428	Prbl.g_00653	Prba.g_01026
OG0000429	Prbl.g_00652	Prba.g_01025
OG0000430	Prbl.g_00650	Prba.g_01023
OG0000431	Prbl.g_00649	Prba.g_01022
OG0000432	Prbl.g_00648	Prba.g_01021
OG0000433	Prbl.g_00647	Prba.g_01020
OG0000434	Prbl.g_00645	Prba.g_01019
OG0000435	Prbl.g_00644	Prba.g_01018
OG0000436	Prbl.g_00643	Prba.g_01017
OG0000437	Prbl.g_00642	Prba.g_01016
OG0000438	Prbl.g_00641	Prba.g_01015
OG0000439	Prbl.g_00640	Prba.g_01014
OG0000440	Prbl.g_00639	Prba.g_01013
OG0000441	Prbl.g_00635	Prba.g_01012
OG0000442	Prbl.g_00634	Prba.g_01011
OG0000443	Prbl.g_00633	Prba.g_01010
OG0000444	Prbl.g_00632	Prba.g_01009
OG0000445	Prbl.g_00625	Prba.g_01008
OG0000446	Prbl.g_00623	Prba.g_01006
OG0000447	Prbl.g_00622	Prba.g_01005
OG0000448	Prbl.g_00619	Prba.g_01003
OG0000449	Prbl.g_01364	Prba.g_01000
OG0000450	Prbl.g_01363	Prba.g_00999
OG0000451	Prbl.g_01360	Prba.g_00998
OG0000452	Prbl.g_01348	Prba.g_00997
OG0000453	Prbl.g_01346	Prba.g_00996
OG0000454	Prbl.g_01344	Prba.g_00990
OG0000455	Prbl.g_01342	Prba.g_00988
OG0000456	Prbl.g_00503	Prba.g_00984
OG0000457	Prbl.g_00506	Prba.g_00983
OG0000458	Prbl.g_00510	Prba.g_00982
OG0000459	Prbl.g_00512	Prba.g_00980
OG0000460	Prbl.g_00514	Prba.g_00978
OG0000461	Prbl.g_00515	Prba.g_00977
OG0000462	Prbl.g_00516	Prba.g_00976
OG0000463	Prbl.g_00519	Prba.g_00974
OG0000464	Prbl.g_00521	Prba.g_00973
OG0000465	Prbl.g_00522	Prba.g_00972
OG0000466	Prbl.g_00523	Prba.g_00971
OG0000467	Prbl.g_00524	Prba.g_00970
OG0000468	Prbl.g_00525	Prba.g_00969
OG0000469	Prbl.g_00526	Prba.g_00968
OG0000470	Prbl.g_00527	Prba.g_00967
OG0000471	Prbl.g_00528	Prba.g_00966
OG0000472	Prbl.g_00536	Prba.g_00961
OG0000473	Prbl.g_00806	Prba.g_00960
OG0000474	Prbl.g_00805	Prba.g_00959
OG0000475	Prbl.g_00804	Prba.g_00958
OG0000476	Prbl.g_00801	Prba.g_00956
OG0000477	Prbl.g_00800	Prba.g_00955
OG0000478	Prbl.g_00799	Prba.g_00954
OG0000479	Prbl.g_00798	Prba.g_00953
OG0000480	Prbl.g_00797	Prba.g_00951
OG0000481	Prbl.g_00795	Prba.g_00949
OG0000482	Prbl.g_00794	Prba.g_00948
OG0000483	Prbl.g_00792	Prba.g_00946
OG0000484	Prbl.g_00791	Prba.g_00945
OG0000485	Prbl.g_00790	Prba.g_00944
OG0000486	Prbl.g_00785	Prba.g_00943
OG0000487	Prbl.g_00780	Prba.g_00938
OG0000488	Prbl.g_00779	Prba.g_00936
OG0000489	Prbl.g_00778	Prba.g_00935
OG0000490	Prbl.g_00776	Prba.g_00934
OG0000491	Prbl.g_00775	Prba.g_00933
OG0000492	Prbl.g_00770	Prba.g_00932
OG0000493	Prbl.g_01526	Prba.g_00931
OG0000494	Prbl.g_00032	Prba.g_00930
OG0000495	Prbl.g_00765	Prba.g_00927
OG0000496	Prbl.g_00763	Prba.g_00926
OG0000497	Prbl.g_00761	Prba.g_00925
OG0000498	Prbl.g_00760	Prba.g_00924
OG0000499	Prbl.g_00754	Prba.g_00923
OG0000500	Prbl.g_00751	Prba.g_01775
OG0000501	Prbl.g_00749	Prba.g_01774
OG0000502	Prbl.g_00747	Prba.g_01773
OG0000503	Prbl.g_02645	Prba.g_01771
OG0000504	Prbl.g_01878	Prba.g_01770
OG0000505	Prbl.g_01879	Prba.g_01769
OG0000506	Prbl.g_01881	Prba.g_01768
OG0000507	Prbl.g_01882	Prba.g_01767
OG0000508	Prbl.g_01883	Prba.g_01766
OG0000509	Prbl.g_01884	Prba.g_01765
OG0000510	Prbl.g_01885	Prba.g_01764
OG0000511	Prbl.g_01887	Prba.g_01762
OG0000512	Prbl.g_01888	Prba.g_01761
OG0000513	Prbl.g_01889	Prba.g_01760
OG0000514	Prbl.g_01890	Prba.g_01759
OG0000515	Prbl.g_01891	Prba.g_01758
OG0000516	Prbl.g_01892	Prba.g_01757
OG0000517	Prbl.g_01894	Prba.g_01755
OG0000518	Prbl.g_01895	Prba.g_01754
OG0000519	Prbl.g_01897	Prba.g_01753
OG0000520	Prbl.g_01899	Prba.g_01752
OG0000521	Prbl.g_01900	Prba.g_01751
OG0000522	Prbl.g_01901	Prba.g_01750
OG0000523	Prbl.g_01902	Prba.g_01749
OG0000524	Prbl.g_01903	Prba.g_01748
OG0000525	Prbl.g_01905	Prba.g_01747
OG0000526	Prbl.g_01801	Prba.g_01746
OG0000527	Prbl.g_01800	Prba.g_01745
OG0000528	Prbl.g_01799	Prba.g_01744
OG0000529	Prbl.g_01797	Prba.g_01743
OG0000530	Prbl.g_01796	Prba.g_01742
OG0000531	Prbl.g_01795	Prba.g_01741
OG0000532	Prbl.g_01794	Prba.g_01740
OG0000533	Prbl.g_01790	Prba.g_01738
OG0000534	Prbl.g_01789	Prba.g_01737
OG0000535	Prbl.g_01788	Prba.g_01736
OG0000536	Prbl.g_01787	Prba.g_01735
OG0000537	Prbl.g_01786	Prba.g_01734
OG0000538	Prbl.g_01785	Prba.g_01733
OG0000539	Prbl.g_01781	Prba.g_01730
OG0000540	Prbl.g_01780	Prba.g_01729
OG0000541	Prbl.g_01779	Prba.g_01728
OG0000542	Prbl.g_01775	Prba.g_01726
OG0000543	Prbl.g_01774	Prba.g_01725
OG0000544	Prbl.g_01773	Prba.g_01724
OG0000545	Prbl.g_01772	Prba.g_01723
OG0000546	Prbl.g_01766	Prba.g_01722
OG0000547	Prbl.g_01765	Prba.g_01721
OG0000548	Prbl.g_01764	Prba.g_01720
OG0000549	Prbl.g_01762	Prba.g_01718
OG0000550	Prbl.g_01761	Prba.g_01717
OG0000551	Prbl.g_01760	Prba.g_01716
OG0000552	Prbl.g_01759	Prba.g_01715
OG0000553	Prbl.g_01758	Prba.g_01714
OG0000554	Prbl.g_01757	Prba.g_01713
OG0000555	Prbl.g_01754	Prba.g_01712
OG0000556	Prbl.g_01752	Prba.g_01711
OG0000557	Prbl.g_01751	Prba.g_01710
OG0000558	Prbl.g_01750	Prba.g_01709
OG0000559	Prbl.g_01749	Prba.g_01708
OG0000560	Prbl.g_01748	Prba.g_01707
OG0000561	Prbl.g_01747	Prba.g_01706
OG0000562	Prbl.g_01746	Prba.g_01705
OG0000563	Prbl.g_01744	Prba.g_01704
OG0000564	Prbl.g_01742	Prba.g_01703
OG0000565	Prbl.g_01610	Prba.g_01702
OG0000566	Prbl.g_01611	Prba.g_01701
OG0000567	Prbl.g_01612	Prba.g_01700
OG0000568	Prbl.g_01613	Prba.g_01699
OG0000569	Prbl.g_01616	Prba.g_01696
OG0000570	Prbl.g_01617	Prba.g_01695
OG0000571	Prbl.g_01619	Prba.g_01693
OG0000572	Prbl.g_01624	Prba.g_01692
OG0000573	Prbl.g_01625	Prba.g_01691
OG0000574	Prbl.g_01626	Prba.g_01690
OG0000575	Prbl.g_01629	Prba.g_01689
OG0000576	Prbl.g_01631	Prba.g_01688
