Orthogroup	Prbl	Prbb
OG0000123	Prbl.g_01784	Prbb.g_00586
OG0000124	Prbl.g_01043	Prbb.g_00652
OG0000125	Prbl.g_01042	Prbb.g_00653
OG0000126	Prbl.g_01041	Prbb.g_00654
OG0000127	Prbl.g_00318	Prbb.g_00692
OG0000128	Prbl.g_02564	Prbb.g_00715
OG0000129	Prbl.g_02432	Prbb.g_00737
OG0000130	Prbl.g_01099	Prbb.g_00954
OG0000131	Prbl.g_02337	Prbb.g_00781
OG0000132	Prbl.g_01538	Prbb.g_00817
OG0000133	Prbl.g_02365	Prbb.g_00950
OG0000134	Prbl.g_02359	Prbb.g_00768
OG0000135	Prbl.g_02486	Prbb.g_00995
OG0000136	Prbl.g_00930	Prbb.g_01067
OG0000137	Prbl.g_02202	Prbb.g_01890
OG0000138	Prbl.g_02078	Prbb.g_01523
OG0000139	Prbl.g_02091	Prbb.g_01510
OG0000140	Prbl.g_01102	Prbb.g_01456
OG0000141	Prbl.g_00937	Prbb.g_01060
OG0000142	Prbl.g_01736	Prbb.g_01598
OG0000143	Prbl.g_00502	Prbb.g_01639
OG0000144	Prbl.g_00258	Prbb.g_01673
OG0000145	Prbl.g_00241	Prbb.g_01687
OG0000146	Prbl.g_00709	Prbb.g_01721
OG0000147	Prbl.g_00418	Prbb.g_01767
OG0000148	Prbl.g_00417	Prbb.g_01768
OG0000149	Prbl.g_00399	Prbb.g_01821
OG0000150	Prbl.g_00350	Prbb.g_01858
OG0000151	Prbl.g_00347	Prbb.g_01860
OG0000152	Prbl.g_02620	Prbb.g_01880
OG0000153	Prbl.g_00957	Prbb.g_01959
OG0000154	Prbl.g_00994	Prbb.g_01995
OG0000155	Prbl.g_01141	Prbb.g_02014
OG0000156	Prbl.g_00841	Prbb.g_02046
OG0000157	Prbl.g_02053	Prbb.g_02082
OG0000158	Prbl.g_02147	Prbb.g_02168
OG0000160	Prbl.g_02120	Prbb.g_00001
OG0000161	Prbl.g_02119	Prbb.g_00002
OG0000162	Prbl.g_02117	Prbb.g_00004
OG0000163	Prbl.g_02116	Prbb.g_00005
OG0000164	Prbl.g_02115	Prbb.g_00007
OG0000165	Prbl.g_02114	Prbb.g_00008
OG0000166	Prbl.g_02112	Prbb.g_00009
OG0000167	Prbl.g_02111	Prbb.g_00010
OG0000168	Prbl.g_02110	Prbb.g_00011
OG0000169	Prbl.g_02108	Prbb.g_00013
OG0000170	Prbl.g_01955	Prbb.g_00015
OG0000171	Prbl.g_01956	Prbb.g_00016
OG0000172	Prbl.g_01961	Prbb.g_00017
OG0000173	Prbl.g_01962	Prbb.g_00018
OG0000174	Prbl.g_01963	Prbb.g_00019
OG0000175	Prbl.g_01964	Prbb.g_00020
OG0000176	Prbl.g_01965	Prbb.g_00021
OG0000177	Prbl.g_01966	Prbb.g_00022
OG0000178	Prbl.g_01967	Prbb.g_00023
OG0000179	Prbl.g_01969	Prbb.g_00025
OG0000180	Prbl.g_01970	Prbb.g_00026
OG0000181	Prbl.g_01971	Prbb.g_00027
OG0000182	Prbl.g_01972	Prbb.g_00028
OG0000183	Prbl.g_01973	Prbb.g_00029
OG0000184	Prbl.g_01975	Prbb.g_00030
OG0000185	Prbl.g_01980	Prbb.g_00033
OG0000186	Prbl.g_01985	Prbb.g_00035
OG0000187	Prbl.g_01986	Prbb.g_00036
OG0000188	Prbl.g_01987	Prbb.g_00037
OG0000189	Prbl.g_01988	Prbb.g_00055
OG0000190	Prbl.g_01990	Prbb.g_00057
OG0000191	Prbl.g_02241	Prbb.g_00058
OG0000192	Prbl.g_02243	Prbb.g_00059
OG0000193	Prbl.g_02244	Prbb.g_00060
OG0000194	Prbl.g_02251	Prbb.g_00061
OG0000195	Prbl.g_02258	Prbb.g_00062
OG0000196	Prbl.g_02266	Prbb.g_00063
OG0000197	Prbl.g_02274	Prbb.g_00065
OG0000198	Prbl.g_02275	Prbb.g_00066
OG0000199	Prbl.g_02276	Prbb.g_00067
OG0000200	Prbl.g_00614	Prbb.g_00119
OG0000201	Prbl.g_00613	Prbb.g_00120
OG0000202	Prbl.g_00612	Prbb.g_00121
OG0000203	Prbl.g_00608	Prbb.g_00124
OG0000204	Prbl.g_00607	Prbb.g_00125
OG0000205	Prbl.g_00603	Prbb.g_00128
OG0000206	Prbl.g_00601	Prbb.g_00130
OG0000207	Prbl.g_00597	Prbb.g_00132
OG0000208	Prbl.g_00596	Prbb.g_00133
OG0000209	Prbl.g_01075	Prbb.g_00134
OG0000210	Prbl.g_00595	Prbb.g_00135
OG0000211	Prbl.g_00592	Prbb.g_00136
OG0000212	Prbl.g_00591	Prbb.g_00137
OG0000213	Prbl.g_00590	Prbb.g_00138
OG0000214	Prbl.g_00589	Prbb.g_00139
OG0000215	Prbl.g_00588	Prbb.g_00140
OG0000216	Prbl.g_00587	Prbb.g_00141
OG0000217	Prbl.g_00583	Prbb.g_00143
OG0000218	Prbl.g_00582	Prbb.g_00144
OG0000219	Prbl.g_00576	Prbb.g_00145
OG0000220	Prbl.g_00572	Prbb.g_00146
OG0000221	Prbl.g_00567	Prbb.g_00149
OG0000222	Prbl.g_00566	Prbb.g_00150
OG0000223	Prbl.g_00565	Prbb.g_00151
OG0000224	Prbl.g_00563	Prbb.g_00152
OG0000225	Prbl.g_00562	Prbb.g_00153
OG0000226	Prbl.g_00561	Prbb.g_00154
OG0000227	Prbl.g_00559	Prbb.g_00156
OG0000228	Prbl.g_00558	Prbb.g_00157
OG0000229	Prbl.g_00557	Prbb.g_00158
OG0000230	Prbl.g_00556	Prbb.g_00159
OG0000231	Prbl.g_00555	Prbb.g_00160
OG0000232	Prbl.g_00553	Prbb.g_00161
OG0000233	Prbl.g_00552	Prbb.g_00162
OG0000234	Prbl.g_00551	Prbb.g_00163
OG0000235	Prbl.g_00548	Prbb.g_00164
OG0000236	Prbl.g_00544	Prbb.g_00167
OG0000237	Prbl.g_00542	Prbb.g_00168
OG0000238	Prbl.g_01332	Prbb.g_00169
OG0000239	Prbl.g_01330	Prbb.g_00171
OG0000240	Prbl.g_01328	Prbb.g_00173
OG0000241	Prbl.g_01326	Prbb.g_00174
OG0000242	Prbl.g_01325	Prbb.g_00175
OG0000243	Prbl.g_01320	Prbb.g_00177
OG0000244	Prbl.g_01315	Prbb.g_00180
OG0000245	Prbl.g_01314	Prbb.g_00181
OG0000246	Prbl.g_01313	Prbb.g_00182
OG0000247	Prbl.g_00827	Prbb.g_00185
OG0000248	Prbl.g_00825	Prbb.g_00187
OG0000249	Prbl.g_00822	Prbb.g_00189
OG0000250	Prbl.g_00820	Prbb.g_00190
OG0000251	Prbl.g_00819	Prbb.g_00191
OG0000252	Prbl.g_00818	Prbb.g_00192
OG0000253	Prbl.g_00817	Prbb.g_00193
OG0000254	Prbl.g_00815	Prbb.g_01101
OG0000255	Prbl.g_00814	Prbb.g_00194
OG0000256	Prbl.g_00809	Prbb.g_00197
OG0000257	Prbl.g_00305	Prbb.g_00200
OG0000258	Prbl.g_00303	Prbb.g_00202
OG0000259	Prbl.g_00302	Prbb.g_00203
OG0000260	Prbl.g_00301	Prbb.g_00204
OG0000261	Prbl.g_00300	Prbb.g_00205
OG0000262	Prbl.g_00299	Prbb.g_00206
OG0000263	Prbl.g_00297	Prbb.g_00208
OG0000264	Prbl.g_00296	Prbb.g_00209
OG0000265	Prbl.g_00295	Prbb.g_00210
OG0000266	Prbl.g_00294	Prbb.g_00211
OG0000267	Prbl.g_00293	Prbb.g_00212
OG0000268	Prbl.g_00291	Prbb.g_00213
OG0000269	Prbl.g_00289	Prbb.g_00215
OG0000270	Prbl.g_00288	Prbb.g_00216
OG0000271	Prbl.g_00287	Prbb.g_00217
OG0000272	Prbl.g_00286	Prbb.g_00218
OG0000273	Prbl.g_00285	Prbb.g_00219
OG0000274	Prbl.g_00284	Prbb.g_00220
OG0000275	Prbl.g_00283	Prbb.g_00221
OG0000276	Prbl.g_00282	Prbb.g_00222
OG0000277	Prbl.g_00280	Prbb.g_00224
OG0000278	Prbl.g_00279	Prbb.g_00225
OG0000279	Prbl.g_00278	Prbb.g_00226
OG0000280	Prbl.g_00276	Prbb.g_00228
OG0000281	Prbl.g_00275	Prbb.g_00229
OG0000282	Prbl.g_00274	Prbb.g_00230
OG0000283	Prbl.g_00273	Prbb.g_00231
OG0000284	Prbl.g_00272	Prbb.g_00232
OG0000285	Prbl.g_00271	Prbb.g_00233
OG0000286	Prbl.g_00270	Prbb.g_00234
OG0000287	Prbl.g_00269	Prbb.g_00235
OG0000288	Prbl.g_02377	Prbb.g_00237
OG0000289	Prbl.g_00066	Prbb.g_00238
OG0000290	Prbl.g_00068	Prbb.g_00239
OG0000291	Prbl.g_00072	Prbb.g_00241
OG0000292	Prbl.g_00074	Prbb.g_00243
OG0000293	Prbl.g_00077	Prbb.g_00244
OG0000294	Prbl.g_00079	Prbb.g_00245
OG0000295	Prbl.g_00082	Prbb.g_00246
OG0000296	Prbl.g_00083	Prbb.g_00247
OG0000297	Prbl.g_00086	Prbb.g_00248
OG0000298	Prbl.g_00089	Prbb.g_00250
OG0000299	Prbl.g_00090	Prbb.g_00251
OG0000300	Prbl.g_00091	Prbb.g_00252
OG0000301	Prbl.g_00092	Prbb.g_00253
OG0000302	Prbl.g_00093	Prbb.g_00254
OG0000303	Prbl.g_00094	Prbb.g_00255
OG0000304	Prbl.g_00096	Prbb.g_00257
OG0000305	Prbl.g_00097	Prbb.g_00258
OG0000306	Prbl.g_00104	Prbb.g_00260
OG0000307	Prbl.g_00105	Prbb.g_00261
OG0000308	Prbl.g_01283	Prbb.g_00262
OG0000309	Prbl.g_01282	Prbb.g_00263
OG0000310	Prbl.g_01281	Prbb.g_00264
OG0000311	Prbl.g_00130	Prbb.g_00265
OG0000312	Prbl.g_00129	Prbb.g_00266
OG0000313	Prbl.g_00127	Prbb.g_00267
OG0000314	Prbl.g_00126	Prbb.g_00268
OG0000315	Prbl.g_00124	Prbb.g_00269
OG0000316	Prbl.g_01244	Prbb.g_00270
OG0000317	Prbl.g_01245	Prbb.g_00271
OG0000318	Prbl.g_01246	Prbb.g_00272
OG0000319	Prbl.g_01252	Prbb.g_00273
OG0000320	Prbl.g_01253	Prbb.g_00274
OG0000321	Prbl.g_01256	Prbb.g_00275
OG0000322	Prbl.g_01257	Prbb.g_00276
OG0000323	Prbl.g_01258	Prbb.g_00277
OG0000324	Prbl.g_01259	Prbb.g_00278
OG0000325	Prbl.g_01260	Prbb.g_00279
OG0000326	Prbl.g_01261	Prbb.g_00280
OG0000327	Prbl.g_01262	Prbb.g_00281
OG0000328	Prbl.g_01264	Prbb.g_00282
OG0000329	Prbl.g_01265	Prbb.g_00283
OG0000330	Prbl.g_01266	Prbb.g_00284
OG0000331	Prbl.g_01918	Prbb.g_00285
OG0000332	Prbl.g_01769	Prbb.g_00286
OG0000333	Prbl.g_01770	Prbb.g_00287
OG0000334	Prbl.g_01771	Prbb.g_00288
OG0000335	Prbl.g_01922	Prbb.g_00290
OG0000336	Prbl.g_01923	Prbb.g_00292
OG0000337	Prbl.g_00199	Prbb.g_00293
OG0000338	Prbl.g_00192	Prbb.g_00298
OG0000339	Prbl.g_02679	Prbb.g_00300
OG0000340	Prbl.g_02666	Prbb.g_00302
OG0000341	Prbl.g_01516	Prbb.g_00303
OG0000342	Prbl.g_01515	Prbb.g_00304
OG0000343	Prbl.g_01513	Prbb.g_00305
OG0000344	Prbl.g_01508	Prbb.g_00306
OG0000345	Prbl.g_01499	Prbb.g_00309
OG0000346	Prbl.g_01498	Prbb.g_00310
OG0000347	Prbl.g_01496	Prbb.g_00313
OG0000348	Prbl.g_01494	Prbb.g_00314
OG0000349	Prbl.g_01492	Prbb.g_00315
OG0000350	Prbl.g_01486	Prbb.g_00316
OG0000351	Prbl.g_01919	Prbb.g_00317
OG0000352	Prbl.g_01473	Prbb.g_00318
OG0000353	Prbl.g_01472	Prbb.g_00319
OG0000354	Prbl.g_01470	Prbb.g_00320
OG0000355	Prbl.g_01469	Prbb.g_00321
OG0000356	Prbl.g_01468	Prbb.g_00322
OG0000357	Prbl.g_01467	Prbb.g_00323
OG0000358	Prbl.g_01466	Prbb.g_00324
OG0000359	Prbl.g_01464	Prbb.g_00326
OG0000360	Prbl.g_01459	Prbb.g_00328
OG0000361	Prbl.g_01458	Prbb.g_00329
OG0000362	Prbl.g_01457	Prbb.g_00330
OG0000363	Prbl.g_01455	Prbb.g_00331
OG0000364	Prbl.g_01450	Prbb.g_00334
OG0000365	Prbl.g_01449	Prbb.g_00335
OG0000366	Prbl.g_01447	Prbb.g_00337
OG0000367	Prbl.g_01445	Prbb.g_00338
OG0000368	Prbl.g_01444	Prbb.g_00339
OG0000369	Prbl.g_01443	Prbb.g_00340
OG0000370	Prbl.g_01442	Prbb.g_00341
OG0000371	Prbl.g_01441	Prbb.g_00342
OG0000372	Prbl.g_01440	Prbb.g_00343
OG0000373	Prbl.g_01439	Prbb.g_00344
OG0000374	Prbl.g_01436	Prbb.g_00345
OG0000375	Prbl.g_01435	Prbb.g_00346
OG0000376	Prbl.g_01431	Prbb.g_00349
OG0000377	Prbl.g_01428	Prbb.g_00350
OG0000378	Prbl.g_01427	Prbb.g_00351
OG0000379	Prbl.g_01426	Prbb.g_00352
OG0000380	Prbl.g_01421	Prbb.g_00353
OG0000381	Prbl.g_01420	Prbb.g_00354
OG0000382	Prbl.g_01419	Prbb.g_00355
OG0000383	Prbl.g_01417	Prbb.g_00356
OG0000384	Prbl.g_01414	Prbb.g_00359
OG0000385	Prbl.g_01413	Prbb.g_00360
OG0000386	Prbl.g_00911	Prbb.g_00361
OG0000387	Prbl.g_00909	Prbb.g_00362
OG0000388	Prbl.g_00908	Prbb.g_00363
OG0000389	Prbl.g_00907	Prbb.g_00364
OG0000390	Prbl.g_00906	Prbb.g_00365
OG0000391	Prbl.g_00905	Prbb.g_00366
OG0000392	Prbl.g_00904	Prbb.g_00367
OG0000393	Prbl.g_00903	Prbb.g_00368
OG0000394	Prbl.g_00902	Prbb.g_00369
OG0000395	Prbl.g_00901	Prbb.g_00370
OG0000396	Prbl.g_00898	Prbb.g_00372
OG0000397	Prbl.g_00888	Prbb.g_00374
OG0000398	Prbl.g_00886	Prbb.g_00375
OG0000399	Prbl.g_01183	Prbb.g_00378
OG0000400	Prbl.g_01190	Prbb.g_00384
OG0000401	Prbl.g_01191	Prbb.g_00739
OG0000402	Prbl.g_01201	Prbb.g_00394
OG0000403	Prbl.g_01203	Prbb.g_00396
OG0000404	Prbl.g_01204	Prbb.g_00397
OG0000405	Prbl.g_01206	Prbb.g_00398
OG0000406	Prbl.g_01210	Prbb.g_00401
OG0000407	Prbl.g_01211	Prbb.g_00402
OG0000408	Prbl.g_01217	Prbb.g_00404
OG0000409	Prbl.g_01218	Prbb.g_00405
OG0000410	Prbl.g_01219	Prbb.g_00406
OG0000411	Prbl.g_01220	Prbb.g_00407
OG0000412	Prbl.g_01221	Prbb.g_00408
OG0000413	Prbl.g_01222	Prbb.g_00409
OG0000414	Prbl.g_01223	Prbb.g_00410
OG0000415	Prbl.g_01224	Prbb.g_00411
OG0000416	Prbl.g_02673	Prbb.g_00415
OG0000417	Prbl.g_02674	Prbb.g_00416
OG0000418	Prbl.g_02677	Prbb.g_00418
OG0000419	Prbl.g_02678	Prbb.g_00419
OG0000420	Prbl.g_01564	Prbb.g_00836
OG0000421	Prbl.g_00609	Prbb.g_01094
OG0000422	Prbl.g_00410	Prbb.g_01124
OG0000423	Prbl.g_01693	Prbb.g_01288
OG0000424	Prbl.g_02681	Prbb.g_01923
OG0000425	Prbl.g_00676	Prbb.g_00436
OG0000426	Prbl.g_00675	Prbb.g_00437
OG0000427	Prbl.g_00663	Prbb.g_00438
OG0000428	Prbl.g_00653	Prbb.g_00440
OG0000429	Prbl.g_00652	Prbb.g_00441
OG0000430	Prbl.g_00650	Prbb.g_00443
OG0000431	Prbl.g_00649	Prbb.g_00444
OG0000432	Prbl.g_00648	Prbb.g_00445
OG0000433	Prbl.g_00647	Prbb.g_00446
OG0000434	Prbl.g_00645	Prbb.g_00447
OG0000435	Prbl.g_00644	Prbb.g_00448
OG0000436	Prbl.g_00643	Prbb.g_00449
OG0000437	Prbl.g_00642	Prbb.g_00450
OG0000438	Prbl.g_00641	Prbb.g_00451
OG0000439	Prbl.g_00640	Prbb.g_00452
OG0000440	Prbl.g_00639	Prbb.g_00453
OG0000441	Prbl.g_00635	Prbb.g_00454
OG0000442	Prbl.g_00634	Prbb.g_00455
OG0000443	Prbl.g_00633	Prbb.g_00456
OG0000444	Prbl.g_00632	Prbb.g_00457
OG0000445	Prbl.g_00625	Prbb.g_00458
OG0000446	Prbl.g_00623	Prbb.g_00460
OG0000447	Prbl.g_00622	Prbb.g_00461
OG0000448	Prbl.g_00619	Prbb.g_00462
OG0000449	Prbl.g_01364	Prbb.g_00468
OG0000450	Prbl.g_01363	Prbb.g_00469
OG0000451	Prbl.g_01360	Prbb.g_00470
OG0000452	Prbl.g_01348	Prbb.g_00472
OG0000453	Prbl.g_01346	Prbb.g_00473
OG0000454	Prbl.g_01344	Prbb.g_00475
OG0000455	Prbl.g_01342	Prbb.g_00476
OG0000456	Prbl.g_00503	Prbb.g_00480
OG0000457	Prbl.g_00506	Prbb.g_00482
OG0000458	Prbl.g_00510	Prbb.g_00483
OG0000459	Prbl.g_00512	Prbb.g_00486
OG0000460	Prbl.g_00514	Prbb.g_00488
OG0000461	Prbl.g_00515	Prbb.g_00489
OG0000462	Prbl.g_00516	Prbb.g_00490
OG0000463	Prbl.g_00519	Prbb.g_00491
OG0000464	Prbl.g_00521	Prbb.g_00492
OG0000465	Prbl.g_00522	Prbb.g_00493
OG0000466	Prbl.g_00523	Prbb.g_00494
OG0000467	Prbl.g_00524	Prbb.g_00495
OG0000468	Prbl.g_00525	Prbb.g_00496
OG0000469	Prbl.g_00526	Prbb.g_00497
OG0000470	Prbl.g_00527	Prbb.g_00498
OG0000471	Prbl.g_00528	Prbb.g_00499
OG0000472	Prbl.g_00536	Prbb.g_00504
OG0000473	Prbl.g_00806	Prbb.g_00505
OG0000474	Prbl.g_00805	Prbb.g_00506
OG0000475	Prbl.g_00804	Prbb.g_00507
OG0000476	Prbl.g_00801	Prbb.g_00509
OG0000477	Prbl.g_00800	Prbb.g_00510
OG0000478	Prbl.g_00799	Prbb.g_00511
OG0000479	Prbl.g_00798	Prbb.g_00512
OG0000480	Prbl.g_00797	Prbb.g_00514
OG0000481	Prbl.g_00795	Prbb.g_00516
OG0000482	Prbl.g_00794	Prbb.g_00517
OG0000483	Prbl.g_00792	Prbb.g_00519
OG0000484	Prbl.g_00791	Prbb.g_00520
OG0000485	Prbl.g_00790	Prbb.g_00521
OG0000486	Prbl.g_00785	Prbb.g_00523
OG0000487	Prbl.g_00780	Prbb.g_00527
OG0000488	Prbl.g_00779	Prbb.g_00528
OG0000489	Prbl.g_00778	Prbb.g_00529
OG0000490	Prbl.g_00776	Prbb.g_00530
OG0000491	Prbl.g_00775	Prbb.g_00531
OG0000492	Prbl.g_00770	Prbb.g_00532
OG0000493	Prbl.g_01526	Prbb.g_00533
OG0000494	Prbl.g_00032	Prbb.g_00534
OG0000495	Prbl.g_00765	Prbb.g_00537
OG0000496	Prbl.g_00763	Prbb.g_00538
OG0000497	Prbl.g_00761	Prbb.g_00539
OG0000498	Prbl.g_00760	Prbb.g_00540
OG0000499	Prbl.g_00754	Prbb.g_00541
OG0000500	Prbl.g_00751	Prbb.g_00543
OG0000501	Prbl.g_00749	Prbb.g_00544
OG0000502	Prbl.g_00747	Prbb.g_00545
OG0000503	Prbl.g_02645	Prbb.g_00547
OG0000504	Prbl.g_01878	Prbb.g_00548
OG0000505	Prbl.g_01879	Prbb.g_00550
OG0000506	Prbl.g_01881	Prbb.g_00551
OG0000507	Prbl.g_01882	Prbb.g_00552
OG0000508	Prbl.g_01883	Prbb.g_00553
OG0000509	Prbl.g_01884	Prbb.g_00554
OG0000510	Prbl.g_01885	Prbb.g_00555
OG0000511	Prbl.g_01887	Prbb.g_00557
OG0000512	Prbl.g_01888	Prbb.g_00558
OG0000513	Prbl.g_01889	Prbb.g_00559
OG0000514	Prbl.g_01890	Prbb.g_00560
OG0000515	Prbl.g_01891	Prbb.g_00561
OG0000516	Prbl.g_01892	Prbb.g_00562
OG0000517	Prbl.g_01894	Prbb.g_00564
OG0000518	Prbl.g_01895	Prbb.g_00565
OG0000519	Prbl.g_01897	Prbb.g_00566
OG0000520	Prbl.g_01899	Prbb.g_00567
OG0000521	Prbl.g_01900	Prbb.g_00568
OG0000522	Prbl.g_01901	Prbb.g_00569
OG0000523	Prbl.g_01902	Prbb.g_00570
OG0000524	Prbl.g_01903	Prbb.g_00571
OG0000525	Prbl.g_01905	Prbb.g_00572
OG0000526	Prbl.g_01801	Prbb.g_00573
OG0000527	Prbl.g_01800	Prbb.g_00574
OG0000528	Prbl.g_01799	Prbb.g_00575
OG0000529	Prbl.g_01797	Prbb.g_00576
OG0000530	Prbl.g_01796	Prbb.g_00577
OG0000531	Prbl.g_01795	Prbb.g_00578
OG0000532	Prbl.g_01794	Prbb.g_00579
OG0000533	Prbl.g_01790	Prbb.g_00580
OG0000534	Prbl.g_01789	Prbb.g_00581
OG0000535	Prbl.g_01788	Prbb.g_00582
OG0000536	Prbl.g_01787	Prbb.g_00583
OG0000537	Prbl.g_01786	Prbb.g_00584
OG0000538	Prbl.g_01785	Prbb.g_00585
OG0000539	Prbl.g_01781	Prbb.g_00587
OG0000540	Prbl.g_01780	Prbb.g_00588
