Orthogroup	Prbl	Prbh
OG0000126	Prbl.g_01041	Prbh.g_01200
OG0000127	Prbl.g_00318	Prbh.g_00921
OG0000128	Prbl.g_02564	Prbh.g_00947
OG0000129	Prbl.g_02432	Prbh.g_01149
OG0000130	Prbl.g_01099	Prbh.g_01048
OG0000131	Prbl.g_02337	Prbh.g_00951
OG0000132	Prbl.g_01538	Prbh.g_00987
OG0000133	Prbl.g_02365	Prbh.g_00895
OG0000134	Prbl.g_02359	Prbh.g_01181
OG0000135	Prbl.g_02486	Prbh.g_01090
OG0000136	Prbl.g_00930	Prbh.g_01034
OG0000137	Prbl.g_02202	Prbh.g_01865
OG0000138	Prbl.g_02078	Prbh.g_01289
OG0000139	Prbl.g_02091	Prbh.g_01276
OG0000140	Prbl.g_01102	Prbh.g_01450
OG0000141	Prbl.g_00937	Prbh.g_01397
OG0000142	Prbl.g_01736	Prbh.g_01385
OG0000143	Prbl.g_00502	Prbh.g_00009
OG0000144	Prbl.g_00258	Prbh.g_00084
OG0000145	Prbl.g_00241	Prbh.g_00100
OG0000146	Prbl.g_00709	Prbh.g_00136
OG0000147	Prbl.g_00418	Prbh.g_00183
OG0000148	Prbl.g_00417	Prbh.g_00184
OG0000149	Prbl.g_00399	Prbh.g_01785
OG0000150	Prbl.g_00350	Prbh.g_01745
OG0000151	Prbl.g_00347	Prbh.g_01742
OG0000152	Prbl.g_02620	Prbh.g_01723
OG0000153	Prbl.g_00957	Prbh.g_01686
OG0000154	Prbl.g_00994	Prbh.g_01650
OG0000155	Prbl.g_01141	Prbh.g_01631
OG0000156	Prbl.g_00841	Prbh.g_01597
OG0000157	Prbl.g_02053	Prbh.g_01563
OG0000158	Prbl.g_02147	Prbh.g_01497
OG0000160	Prbl.g_02120	Prbh.g_01475
OG0000161	Prbl.g_02119	Prbh.g_01474
OG0000162	Prbl.g_02117	Prbh.g_01472
OG0000163	Prbl.g_02116	Prbh.g_01471
OG0000164	Prbl.g_02115	Prbh.g_01470
OG0000165	Prbl.g_02114	Prbh.g_01469
OG0000166	Prbl.g_02112	Prbh.g_01468
OG0000167	Prbl.g_02111	Prbh.g_01467
OG0000168	Prbl.g_02110	Prbh.g_01466
OG0000169	Prbl.g_02108	Prbh.g_01952
OG0000170	Prbl.g_01955	Prbh.g_00766
OG0000171	Prbl.g_01956	Prbh.g_00765
OG0000172	Prbl.g_01961	Prbh.g_00764
OG0000173	Prbl.g_01962	Prbh.g_00763
OG0000174	Prbl.g_01963	Prbh.g_00762
OG0000175	Prbl.g_01964	Prbh.g_00761
OG0000176	Prbl.g_01965	Prbh.g_00760
OG0000177	Prbl.g_01966	Prbh.g_00759
OG0000178	Prbl.g_01967	Prbh.g_00758
OG0000179	Prbl.g_01969	Prbh.g_00756
OG0000180	Prbl.g_01970	Prbh.g_00755
OG0000181	Prbl.g_01971	Prbh.g_00754
OG0000182	Prbl.g_01972	Prbh.g_00753
OG0000183	Prbl.g_01973	Prbh.g_00752
OG0000184	Prbl.g_01975	Prbh.g_00751
OG0000185	Prbl.g_01980	Prbh.g_00748
OG0000186	Prbl.g_01985	Prbh.g_00746
OG0000187	Prbl.g_01986	Prbh.g_00745
OG0000188	Prbl.g_01987	Prbh.g_00744
OG0000189	Prbl.g_01988	Prbh.g_00743
OG0000190	Prbl.g_01990	Prbh.g_00741
OG0000191	Prbl.g_02241	Prbh.g_00739
OG0000192	Prbl.g_02243	Prbh.g_00738
OG0000193	Prbl.g_02244	Prbh.g_00737
OG0000194	Prbl.g_02251	Prbh.g_00734
OG0000195	Prbl.g_02258	Prbh.g_00733
OG0000196	Prbl.g_02266	Prbh.g_00732
OG0000197	Prbl.g_02274	Prbh.g_00730
OG0000198	Prbl.g_02275	Prbh.g_00729
OG0000199	Prbl.g_02276	Prbh.g_00728
OG0000200	Prbl.g_00614	Prbh.g_00719
OG0000201	Prbl.g_00613	Prbh.g_00718
OG0000202	Prbl.g_00612	Prbh.g_00717
OG0000203	Prbl.g_00608	Prbh.g_00713
OG0000204	Prbl.g_00607	Prbh.g_00712
OG0000205	Prbl.g_00603	Prbh.g_00709
OG0000206	Prbl.g_00601	Prbh.g_00707
OG0000207	Prbl.g_00597	Prbh.g_00705
OG0000208	Prbl.g_00596	Prbh.g_00704
OG0000209	Prbl.g_01075	Prbh.g_01878
OG0000210	Prbl.g_00595	Prbh.g_00703
OG0000211	Prbl.g_00592	Prbh.g_00702
OG0000212	Prbl.g_00591	Prbh.g_00701
OG0000213	Prbl.g_00590	Prbh.g_00700
OG0000214	Prbl.g_00589	Prbh.g_00699
OG0000215	Prbl.g_00588	Prbh.g_00698
OG0000216	Prbl.g_00587	Prbh.g_00697
OG0000217	Prbl.g_00583	Prbh.g_00695
OG0000218	Prbl.g_00582	Prbh.g_00694
OG0000219	Prbl.g_00576	Prbh.g_00693
OG0000220	Prbl.g_00572	Prbh.g_00692
OG0000221	Prbl.g_00567	Prbh.g_00689
OG0000222	Prbl.g_00566	Prbh.g_00688
OG0000223	Prbl.g_00565	Prbh.g_00687
OG0000224	Prbl.g_00563	Prbh.g_00686
OG0000225	Prbl.g_00562	Prbh.g_00685
OG0000226	Prbl.g_00561	Prbh.g_00684
OG0000227	Prbl.g_00559	Prbh.g_00682
OG0000228	Prbl.g_00558	Prbh.g_00681
OG0000229	Prbl.g_00557	Prbh.g_00680
OG0000230	Prbl.g_00556	Prbh.g_00679
OG0000231	Prbl.g_00555	Prbh.g_00678
OG0000232	Prbl.g_00553	Prbh.g_00677
OG0000233	Prbl.g_00552	Prbh.g_00676
OG0000234	Prbl.g_00551	Prbh.g_00675
OG0000235	Prbl.g_00548	Prbh.g_00674
OG0000236	Prbl.g_00544	Prbh.g_00671
OG0000237	Prbl.g_00542	Prbh.g_00670
OG0000238	Prbl.g_01332	Prbh.g_00669
OG0000239	Prbl.g_01330	Prbh.g_00667
OG0000240	Prbl.g_01328	Prbh.g_00666
OG0000241	Prbl.g_01326	Prbh.g_00665
OG0000242	Prbl.g_01325	Prbh.g_00664
OG0000243	Prbl.g_01320	Prbh.g_00661
OG0000244	Prbl.g_01315	Prbh.g_00658
OG0000245	Prbl.g_01314	Prbh.g_00657
OG0000246	Prbl.g_01313	Prbh.g_00656
OG0000247	Prbl.g_00827	Prbh.g_00654
OG0000248	Prbl.g_00825	Prbh.g_00652
OG0000249	Prbl.g_00822	Prbh.g_00650
OG0000250	Prbl.g_00820	Prbh.g_00649
OG0000251	Prbl.g_00819	Prbh.g_00648
OG0000252	Prbl.g_00818	Prbh.g_00647
OG0000253	Prbl.g_00817	Prbh.g_00646
OG0000254	Prbl.g_00815	Prbh.g_01144
OG0000255	Prbl.g_00814	Prbh.g_00644
OG0000256	Prbl.g_00809	Prbh.g_00641
OG0000257	Prbl.g_00305	Prbh.g_00639
OG0000258	Prbl.g_00303	Prbh.g_00637
OG0000259	Prbl.g_00302	Prbh.g_00636
OG0000260	Prbl.g_00301	Prbh.g_00635
OG0000261	Prbl.g_00300	Prbh.g_00634
OG0000262	Prbl.g_00299	Prbh.g_00633
OG0000263	Prbl.g_00297	Prbh.g_00631
OG0000264	Prbl.g_00296	Prbh.g_00630
OG0000265	Prbl.g_00295	Prbh.g_00629
OG0000266	Prbl.g_00294	Prbh.g_00628
OG0000267	Prbl.g_00293	Prbh.g_00627
OG0000268	Prbl.g_00291	Prbh.g_00626
OG0000269	Prbl.g_00289	Prbh.g_00624
OG0000270	Prbl.g_00288	Prbh.g_00623
OG0000271	Prbl.g_00287	Prbh.g_00622
OG0000272	Prbl.g_00286	Prbh.g_00621
OG0000273	Prbl.g_00285	Prbh.g_00620
OG0000274	Prbl.g_00284	Prbh.g_00619
OG0000275	Prbl.g_00283	Prbh.g_00618
OG0000276	Prbl.g_00282	Prbh.g_00617
OG0000277	Prbl.g_00280	Prbh.g_00615
OG0000278	Prbl.g_00279	Prbh.g_00614
OG0000279	Prbl.g_00278	Prbh.g_00613
OG0000280	Prbl.g_00276	Prbh.g_00611
OG0000281	Prbl.g_00275	Prbh.g_00610
OG0000282	Prbl.g_00274	Prbh.g_00609
OG0000283	Prbl.g_00273	Prbh.g_00608
OG0000284	Prbl.g_00272	Prbh.g_00607
OG0000285	Prbl.g_00271	Prbh.g_00606
OG0000286	Prbl.g_00270	Prbh.g_00605
OG0000287	Prbl.g_00269	Prbh.g_00604
OG0000288	Prbl.g_02377	Prbh.g_00602
OG0000289	Prbl.g_00066	Prbh.g_00601
OG0000290	Prbl.g_00068	Prbh.g_00600
OG0000291	Prbl.g_00072	Prbh.g_00598
OG0000292	Prbl.g_00074	Prbh.g_00596
OG0000293	Prbl.g_00077	Prbh.g_00595
OG0000294	Prbl.g_00079	Prbh.g_00594
OG0000295	Prbl.g_00082	Prbh.g_00593
OG0000296	Prbl.g_00083	Prbh.g_00592
OG0000297	Prbl.g_00086	Prbh.g_00591
OG0000298	Prbl.g_00089	Prbh.g_00589
OG0000299	Prbl.g_00090	Prbh.g_00588
OG0000300	Prbl.g_00091	Prbh.g_00587
OG0000301	Prbl.g_00092	Prbh.g_00586
OG0000302	Prbl.g_00093	Prbh.g_00585
OG0000303	Prbl.g_00094	Prbh.g_00584
OG0000304	Prbl.g_00096	Prbh.g_00582
OG0000305	Prbl.g_00097	Prbh.g_00581
OG0000306	Prbl.g_00104	Prbh.g_00578
OG0000307	Prbl.g_00105	Prbh.g_00577
OG0000308	Prbl.g_01283	Prbh.g_00576
OG0000309	Prbl.g_01282	Prbh.g_00575
OG0000310	Prbl.g_01281	Prbh.g_00574
OG0000311	Prbl.g_00130	Prbh.g_00573
OG0000312	Prbl.g_00129	Prbh.g_00572
OG0000313	Prbl.g_00127	Prbh.g_00571
OG0000314	Prbl.g_00126	Prbh.g_00570
OG0000315	Prbl.g_00124	Prbh.g_00569
OG0000316	Prbl.g_01244	Prbh.g_00568
OG0000317	Prbl.g_01245	Prbh.g_00567
OG0000318	Prbl.g_01246	Prbh.g_00566
OG0000319	Prbl.g_01252	Prbh.g_00565
OG0000320	Prbl.g_01253	Prbh.g_00564
OG0000321	Prbl.g_01256	Prbh.g_00563
OG0000322	Prbl.g_01257	Prbh.g_00562
OG0000323	Prbl.g_01258	Prbh.g_00561
OG0000324	Prbl.g_01259	Prbh.g_00560
OG0000325	Prbl.g_01260	Prbh.g_00559
OG0000326	Prbl.g_01261	Prbh.g_00558
OG0000327	Prbl.g_01262	Prbh.g_00557
OG0000328	Prbl.g_01264	Prbh.g_00555
OG0000329	Prbl.g_01265	Prbh.g_00554
OG0000330	Prbl.g_01266	Prbh.g_00553
OG0000331	Prbl.g_01918	Prbh.g_00551
OG0000332	Prbl.g_01769	Prbh.g_00550
OG0000333	Prbl.g_01770	Prbh.g_00549
OG0000334	Prbl.g_01771	Prbh.g_00548
OG0000335	Prbl.g_01922	Prbh.g_00547
OG0000336	Prbl.g_01923	Prbh.g_00545
OG0000337	Prbl.g_00199	Prbh.g_00544
OG0000338	Prbl.g_00192	Prbh.g_00539
OG0000339	Prbl.g_02679	Prbh.g_00537
OG0000340	Prbl.g_02666	Prbh.g_00535
OG0000341	Prbl.g_01516	Prbh.g_00534
OG0000342	Prbl.g_01515	Prbh.g_00533
OG0000343	Prbl.g_01513	Prbh.g_00532
OG0000344	Prbl.g_01508	Prbh.g_00529
OG0000345	Prbl.g_01499	Prbh.g_00525
OG0000346	Prbl.g_01498	Prbh.g_00524
OG0000347	Prbl.g_01496	Prbh.g_00521
OG0000348	Prbl.g_01494	Prbh.g_00520
OG0000349	Prbl.g_01492	Prbh.g_00519
OG0000350	Prbl.g_01486	Prbh.g_00517
OG0000351	Prbl.g_01919	Prbh.g_00516
OG0000352	Prbl.g_01473	Prbh.g_00515
OG0000353	Prbl.g_01472	Prbh.g_00514
OG0000354	Prbl.g_01470	Prbh.g_00513
OG0000355	Prbl.g_01469	Prbh.g_00512
OG0000356	Prbl.g_01468	Prbh.g_00511
OG0000357	Prbl.g_01467	Prbh.g_00510
OG0000358	Prbl.g_01466	Prbh.g_00509
OG0000359	Prbl.g_01464	Prbh.g_00507
OG0000360	Prbl.g_01459	Prbh.g_00504
OG0000361	Prbl.g_01458	Prbh.g_00503
OG0000362	Prbl.g_01457	Prbh.g_00502
OG0000363	Prbl.g_01455	Prbh.g_00501
OG0000364	Prbl.g_01450	Prbh.g_00497
OG0000365	Prbl.g_01449	Prbh.g_00496
OG0000366	Prbl.g_01447	Prbh.g_00493
OG0000367	Prbl.g_01445	Prbh.g_00492
OG0000368	Prbl.g_01444	Prbh.g_00491
OG0000369	Prbl.g_01443	Prbh.g_00490
OG0000370	Prbl.g_01442	Prbh.g_00489
OG0000371	Prbl.g_01441	Prbh.g_00487
OG0000372	Prbl.g_01440	Prbh.g_00486
OG0000373	Prbl.g_01439	Prbh.g_00485
OG0000374	Prbl.g_01436	Prbh.g_00484
OG0000375	Prbl.g_01435	Prbh.g_00483
OG0000376	Prbl.g_01431	Prbh.g_00480
OG0000377	Prbl.g_01428	Prbh.g_00479
OG0000378	Prbl.g_01427	Prbh.g_00478
OG0000379	Prbl.g_01426	Prbh.g_00477
OG0000380	Prbl.g_01421	Prbh.g_00476
OG0000381	Prbl.g_01420	Prbh.g_00475
OG0000382	Prbl.g_01419	Prbh.g_00474
OG0000383	Prbl.g_01417	Prbh.g_00473
OG0000384	Prbl.g_01414	Prbh.g_00471
OG0000385	Prbl.g_01413	Prbh.g_00470
OG0000386	Prbl.g_00911	Prbh.g_00469
OG0000387	Prbl.g_00909	Prbh.g_00468
OG0000388	Prbl.g_00908	Prbh.g_00467
OG0000389	Prbl.g_00907	Prbh.g_00466
OG0000390	Prbl.g_00906	Prbh.g_00465
OG0000391	Prbl.g_00905	Prbh.g_00464
OG0000392	Prbl.g_00904	Prbh.g_00463
OG0000393	Prbl.g_00903	Prbh.g_00462
OG0000394	Prbl.g_00902	Prbh.g_00461
OG0000395	Prbl.g_00901	Prbh.g_00460
OG0000396	Prbl.g_00898	Prbh.g_00458
OG0000397	Prbl.g_00888	Prbh.g_00456
OG0000398	Prbl.g_00886	Prbh.g_00455
OG0000399	Prbl.g_01183	Prbh.g_00452
OG0000400	Prbl.g_01190	Prbh.g_00446
OG0000401	Prbl.g_01191	Prbh.g_00445
OG0000402	Prbl.g_01201	Prbh.g_00439
OG0000403	Prbl.g_01203	Prbh.g_00437
OG0000404	Prbl.g_01204	Prbh.g_00436
OG0000405	Prbl.g_01206	Prbh.g_00435
OG0000406	Prbl.g_01210	Prbh.g_00431
OG0000407	Prbl.g_01211	Prbh.g_00430
OG0000408	Prbl.g_01217	Prbh.g_00427
OG0000409	Prbl.g_01218	Prbh.g_00426
OG0000410	Prbl.g_01219	Prbh.g_00425
OG0000411	Prbl.g_01220	Prbh.g_00424
OG0000412	Prbl.g_01221	Prbh.g_00423
OG0000413	Prbl.g_01222	Prbh.g_00422
OG0000414	Prbl.g_01223	Prbh.g_00421
OG0000415	Prbl.g_01224	Prbh.g_00420
OG0000416	Prbl.g_02673	Prbh.g_00416
OG0000417	Prbl.g_02674	Prbh.g_00415
OG0000418	Prbl.g_02677	Prbh.g_00413
OG0000419	Prbl.g_02678	Prbh.g_00412
OG0000420	Prbl.g_01564	Prbh.g_01008
OG0000421	Prbl.g_00609	Prbh.g_01327
OG0000422	Prbl.g_00410	Prbh.g_01877
OG0000423	Prbl.g_01693	Prbh.g_01320
OG0000424	Prbl.g_02681	Prbh.g_01718
OG0000425	Prbl.g_00676	Prbh.g_00401
OG0000426	Prbl.g_00675	Prbh.g_00400
OG0000427	Prbl.g_00663	Prbh.g_00399
OG0000428	Prbl.g_00653	Prbh.g_00397
OG0000429	Prbl.g_00652	Prbh.g_00396
OG0000430	Prbl.g_00650	Prbh.g_00394
OG0000431	Prbl.g_00649	Prbh.g_00393
OG0000432	Prbl.g_00648	Prbh.g_00392
OG0000433	Prbl.g_00647	Prbh.g_00391
OG0000434	Prbl.g_00645	Prbh.g_00390
OG0000435	Prbl.g_00644	Prbh.g_00389
OG0000436	Prbl.g_00643	Prbh.g_00388
OG0000437	Prbl.g_00642	Prbh.g_00387
OG0000438	Prbl.g_00641	Prbh.g_00386
OG0000439	Prbl.g_00640	Prbh.g_00385
OG0000440	Prbl.g_00639	Prbh.g_00384
OG0000441	Prbl.g_00635	Prbh.g_00383
OG0000442	Prbl.g_00634	Prbh.g_00382
OG0000443	Prbl.g_00633	Prbh.g_00381
OG0000444	Prbl.g_00632	Prbh.g_00380
OG0000445	Prbl.g_00625	Prbh.g_00374
OG0000446	Prbl.g_00623	Prbh.g_00372
OG0000447	Prbl.g_00622	Prbh.g_00371
OG0000448	Prbl.g_00619	Prbh.g_00370
OG0000449	Prbl.g_01364	Prbh.g_00367
OG0000450	Prbl.g_01363	Prbh.g_00366
OG0000451	Prbl.g_01360	Prbh.g_00365
OG0000452	Prbl.g_01348	Prbh.g_00363
OG0000453	Prbl.g_01346	Prbh.g_00361
OG0000454	Prbl.g_01344	Prbh.g_00360
OG0000455	Prbl.g_01342	Prbh.g_00358
OG0000456	Prbl.g_00503	Prbh.g_00354
OG0000457	Prbl.g_00506	Prbh.g_00353
OG0000458	Prbl.g_00510	Prbh.g_00352
OG0000459	Prbl.g_00512	Prbh.g_00350
OG0000460	Prbl.g_00514	Prbh.g_00348
OG0000461	Prbl.g_00515	Prbh.g_00347
OG0000462	Prbl.g_00516	Prbh.g_00346
OG0000463	Prbl.g_00519	Prbh.g_00344
OG0000464	Prbl.g_00521	Prbh.g_00343
OG0000465	Prbl.g_00522	Prbh.g_00342
OG0000466	Prbl.g_00523	Prbh.g_00341
OG0000467	Prbl.g_00524	Prbh.g_00340
OG0000468	Prbl.g_00525	Prbh.g_00339
OG0000469	Prbl.g_00526	Prbh.g_00338
OG0000470	Prbl.g_00527	Prbh.g_00337
OG0000471	Prbl.g_00528	Prbh.g_00336
OG0000472	Prbl.g_00536	Prbh.g_00329
OG0000473	Prbl.g_00806	Prbh.g_00328
OG0000474	Prbl.g_00805	Prbh.g_00327
OG0000475	Prbl.g_00804	Prbh.g_00326
OG0000476	Prbl.g_00801	Prbh.g_00325
OG0000477	Prbl.g_00800	Prbh.g_00324
OG0000478	Prbl.g_00799	Prbh.g_00323
OG0000479	Prbl.g_00798	Prbh.g_00322
OG0000480	Prbl.g_00797	Prbh.g_00320
OG0000481	Prbl.g_00795	Prbh.g_00318
OG0000482	Prbl.g_00794	Prbh.g_00317
OG0000483	Prbl.g_00792	Prbh.g_00315
OG0000484	Prbl.g_00791	Prbh.g_00314
OG0000485	Prbl.g_00790	Prbh.g_00313
OG0000486	Prbl.g_00785	Prbh.g_00311
OG0000487	Prbl.g_00780	Prbh.g_00306
OG0000488	Prbl.g_00779	Prbh.g_00305
OG0000489	Prbl.g_00778	Prbh.g_00304
OG0000490	Prbl.g_00776	Prbh.g_00303
OG0000491	Prbl.g_00775	Prbh.g_00302
OG0000492	Prbl.g_00770	Prbh.g_00301
OG0000493	Prbl.g_01526	Prbh.g_00299
OG0000494	Prbl.g_00032	Prbh.g_00298
OG0000495	Prbl.g_00765	Prbh.g_00295
OG0000496	Prbl.g_00763	Prbh.g_00294
OG0000497	Prbl.g_00761	Prbh.g_00293
OG0000498	Prbl.g_00760	Prbh.g_00292
OG0000499	Prbl.g_00754	Prbh.g_00291
OG0000500	Prbl.g_00751	Prbh.g_00290
OG0000501	Prbl.g_00749	Prbh.g_00289
OG0000502	Prbl.g_00747	Prbh.g_00288
OG0000503	Prbl.g_02645	Prbh.g_00286
OG0000504	Prbl.g_01878	Prbh.g_00285
OG0000505	Prbl.g_01879	Prbh.g_00284
OG0000506	Prbl.g_01881	Prbh.g_00283
OG0000507	Prbl.g_01882	Prbh.g_00282
OG0000508	Prbl.g_01883	Prbh.g_00281
OG0000509	Prbl.g_01884	Prbh.g_00280
OG0000510	Prbl.g_01885	Prbh.g_00279
OG0000511	Prbl.g_01887	Prbh.g_00277
OG0000512	Prbl.g_01888	Prbh.g_00276
OG0000513	Prbl.g_01889	Prbh.g_00275
OG0000514	Prbl.g_01890	Prbh.g_00274
OG0000515	Prbl.g_01891	Prbh.g_00273
OG0000516	Prbl.g_01892	Prbh.g_00272
OG0000517	Prbl.g_01894	Prbh.g_00270
OG0000518	Prbl.g_01895	Prbh.g_00269
OG0000519	Prbl.g_01897	Prbh.g_00267
OG0000520	Prbl.g_01899	Prbh.g_00265
OG0000521	Prbl.g_01900	Prbh.g_00264
OG0000522	Prbl.g_01901	Prbh.g_00263
OG0000523	Prbl.g_01902	Prbh.g_00262
OG0000524	Prbl.g_01903	Prbh.g_00261
OG0000525	Prbl.g_01905	Prbh.g_00260
OG0000526	Prbl.g_01801	Prbh.g_00259
OG0000527	Prbl.g_01800	Prbh.g_00258
OG0000528	Prbl.g_01799	Prbh.g_00257
OG0000529	Prbl.g_01797	Prbh.g_00256
OG0000530	Prbl.g_01796	Prbh.g_00255
OG0000531	Prbl.g_01795	Prbh.g_00254
OG0000532	Prbl.g_01794	Prbh.g_00253
OG0000533	Prbl.g_01790	Prbh.g_00251
OG0000534	Prbl.g_01789	Prbh.g_00250
OG0000535	Prbl.g_01788	Prbh.g_00249
OG0000536	Prbl.g_01787	Prbh.g_00248
OG0000537	Prbl.g_01786	Prbh.g_00247
OG0000538	Prbl.g_01785	Prbh.g_00246
OG0000539	Prbl.g_01781	Prbh.g_00244
OG0000540	Prbl.g_01780	Prbh.g_00243
OG0000541	Prbl.g_01779	Prbh.g_00242
OG0000542	Prbl.g_01775	Prbh.g_00239
OG0000543	Prbl.g_01774	Prbh.g_00238
OG0000544	Prbl.g_01773	Prbh.g_00237
OG0000545	Prbl.g_01772	Prbh.g_00236
OG0000546	Prbl.g_01766	Prbh.g_00235
OG0000547	Prbl.g_01765	Prbh.g_00234
