Orthogroup	Prar	Prae
OG0000067	Prar.g_00988	Prae.g_01245
OG0000068	Prar.g_01027	Prae.g_01758
OG0000071	Prar.g_00027	Prae.g_00011
OG0000072	Prar.g_00265	Prae.g_00323
OG0000073	Prar.g_01499	Prae.g_00643
OG0000074	Prar.g_01521	Prae.g_00665
OG0000075	Prar.g_01691	Prae.g_00813
OG0000076	Prar.g_01904	Prae.g_01040
OG0000078	Prar.g_00872	Prae.g_01390
OG0000079	Prar.g_00769	Prae.g_01537
OG0000080	Prar.g_01166	Prae.g_01588
OG0000081	Prar.g_00627	Prae.g_01789
OG0000082	Prar.g_00072	Prae.g_01877
OG0000083	Prar.g_00035	Prae.g_00003, Prae.g_01306
OG0000084	Prar.g_00032	Prae.g_00006
OG0000085	Prar.g_00015	Prae.g_00023
OG0000086	Prar.g_00581	Prae.g_00041
OG0000087	Prar.g_00570	Prae.g_00051
OG0000088	Prar.g_00215	Prae.g_00112
OG0000089	Prar.g_00207	Prae.g_00121
OG0000090	Prar.g_00189	Prae.g_00139
OG0000091	Prar.g_00158	Prae.g_00172, Prae.g_01396
OG0000092	Prar.g_00157	Prae.g_00173
OG0000093	Prar.g_00143	Prae.g_00187
OG0000094	Prar.g_00125	Prae.g_00205
OG0000095	Prar.g_00120	Prae.g_00210
OG0000096	Prar.g_00076	Prae.g_00254
OG0000097	Prar.g_00313	Prae.g_01440
OG0000098	Prar.g_00303	Prae.g_00285
OG0000099	Prar.g_00293	Prae.g_00295
OG0000100	Prar.g_01154	Prae.g_00298
OG0000101	Prar.g_00417	Prae.g_00356
OG0000102	Prar.g_00444	Prae.g_00382
OG0000103	Prar.g_00526	Prae.g_00450
OG0000104	Prar.g_00530	Prae.g_00454
OG0000105	Prar.g_01330	Prae.g_00473
OG0000106	Prar.g_01362	Prae.g_00506
OG0000107	Prar.g_01363	Prae.g_00508
OG0000108	Prar.g_01373	Prae.g_00518
OG0000109	Prar.g_01382	Prae.g_00527
OG0000110	Prar.g_01398	Prae.g_00543, Prae.g_01301
OG0000111	Prar.g_01481	Prae.g_00625
OG0000112	Prar.g_01482	Prae.g_00626
OG0000113	Prar.g_01621	Prae.g_00733
OG0000114	Prar.g_01682	Prae.g_00804
OG0000115	Prar.g_01833	Prae.g_00964
OG0000116	Prar.g_01837	Prae.g_00968
OG0000117	Prar.g_01901	Prae.g_01037
OG0000118	Prar.g_01953	Prae.g_01090
OG0000119	Prar.g_01293	Prae.g_01133
OG0000120	Prar.g_01257	Prae.g_01169
OG0000121	Prar.g_01238	Prae.g_01188
OG0000122	Prar.g_01219	Prae.g_01207
OG0000123	Prar.g_01206	Prae.g_01220
OG0000124	Prar.g_00376	Prae.g_01434
OG0000125	Prar.g_00943	Prae.g_01341
OG0000126	Prar.g_00911	Prae.g_01368
OG0000127	Prar.g_00352	Prae.g_01446
OG0000128	Prar.g_00338	Prae.g_01460
OG0000129	Prar.g_00810	Prae.g_01496
OG0000130	Prar.g_01145	Prae.g_01621
OG0000131	Prar.g_01959	Prae.g_01659
OG0000132	Prar.g_00595	Prae.g_01662
OG0000133	Prar.g_01068	Prae.g_01717
OG0000134	Prar.g_01032	Prae.g_01753
OG0000135	Prar.g_01030	Prae.g_01755
OG0000136	Prar.g_00638	Prae.g_01800
OG0000137	Prar.g_00669	Prae.g_01832
OG0000138	Prar.g_00704	Prae.g_01867
OG0000139	Prar.g_00055	Prae.g_01894
OG0000140	Prar.g_00037	Prae.g_00001
OG0000141	Prar.g_00036	Prae.g_00002
OG0000142	Prar.g_00034	Prae.g_00004
OG0000143	Prar.g_00033	Prae.g_00005
OG0000144	Prar.g_00031	Prae.g_00007
OG0000145	Prar.g_00030	Prae.g_00008
OG0000146	Prar.g_00029	Prae.g_00009
OG0000147	Prar.g_00028	Prae.g_00010
OG0000148	Prar.g_00026	Prae.g_00012
OG0000149	Prar.g_00024	Prae.g_00014
OG0000150	Prar.g_00023	Prae.g_00015
OG0000151	Prar.g_00022	Prae.g_00016
OG0000152	Prar.g_00021	Prae.g_00017
OG0000153	Prar.g_00020	Prae.g_00018
OG0000154	Prar.g_00019	Prae.g_00019
OG0000155	Prar.g_00018	Prae.g_00020
OG0000156	Prar.g_00017	Prae.g_00021
OG0000157	Prar.g_00016	Prae.g_00022
OG0000158	Prar.g_00014	Prae.g_00024
OG0000159	Prar.g_00013	Prae.g_00025
OG0000160	Prar.g_00012	Prae.g_00026
OG0000161	Prar.g_00011	Prae.g_00027
OG0000162	Prar.g_00010	Prae.g_00028
OG0000163	Prar.g_00009	Prae.g_00029
OG0000164	Prar.g_00006	Prae.g_00032
OG0000165	Prar.g_00002	Prae.g_00035
OG0000166	Prar.g_00001	Prae.g_00036
OG0000167	Prar.g_00594	Prae.g_00037
OG0000168	Prar.g_00580	Prae.g_00042
OG0000169	Prar.g_00578	Prae.g_00044
OG0000170	Prar.g_00577	Prae.g_00045
OG0000171	Prar.g_00576	Prae.g_00046
OG0000172	Prar.g_00574	Prae.g_00047
OG0000173	Prar.g_00573	Prae.g_00048
OG0000174	Prar.g_00572	Prae.g_00049
OG0000175	Prar.g_00571	Prae.g_00050
OG0000176	Prar.g_00569	Prae.g_00052
OG0000177	Prar.g_00568	Prae.g_00053
OG0000178	Prar.g_00567	Prae.g_00054
OG0000179	Prar.g_00554	Prae.g_00064
OG0000180	Prar.g_00553	Prae.g_00065
OG0000181	Prar.g_00552	Prae.g_00066
OG0000182	Prar.g_00549	Prae.g_00069
OG0000183	Prar.g_00548	Prae.g_00070
OG0000184	Prar.g_00255	Prae.g_00073
OG0000185	Prar.g_00251	Prae.g_00077
OG0000186	Prar.g_00250	Prae.g_00078
OG0000187	Prar.g_00249	Prae.g_00079
OG0000188	Prar.g_00248	Prae.g_00080
OG0000189	Prar.g_00247	Prae.g_00081
OG0000190	Prar.g_00246	Prae.g_00082
OG0000191	Prar.g_00245	Prae.g_00083
OG0000192	Prar.g_00244	Prae.g_00084
OG0000193	Prar.g_00243	Prae.g_00085
OG0000194	Prar.g_00242	Prae.g_00086
OG0000195	Prar.g_00240	Prae.g_00088
OG0000196	Prar.g_00239	Prae.g_00089
OG0000197	Prar.g_00238	Prae.g_00090
OG0000198	Prar.g_00237	Prae.g_00091
OG0000199	Prar.g_00234	Prae.g_00094
OG0000200	Prar.g_00233	Prae.g_00095
OG0000201	Prar.g_00232	Prae.g_00096
OG0000202	Prar.g_00231	Prae.g_00097
OG0000203	Prar.g_00230	Prae.g_00098
OG0000204	Prar.g_00229	Prae.g_00099
OG0000205	Prar.g_00228	Prae.g_00100
OG0000206	Prar.g_00227	Prae.g_00101
OG0000207	Prar.g_00226	Prae.g_00102
OG0000208	Prar.g_00225	Prae.g_00103
OG0000209	Prar.g_00224	Prae.g_00104
OG0000210	Prar.g_00222	Prae.g_00105
OG0000211	Prar.g_00221	Prae.g_00106
OG0000212	Prar.g_00220	Prae.g_00107
OG0000213	Prar.g_00219	Prae.g_00108
OG0000214	Prar.g_00217	Prae.g_00110
OG0000215	Prar.g_00216	Prae.g_00111
OG0000216	Prar.g_00214	Prae.g_00113
OG0000217	Prar.g_00213	Prae.g_00115
OG0000218	Prar.g_00212	Prae.g_00116
OG0000219	Prar.g_00211	Prae.g_00117
OG0000220	Prar.g_00208	Prae.g_00120
OG0000221	Prar.g_00206	Prae.g_00122
OG0000222	Prar.g_00205	Prae.g_00123
OG0000223	Prar.g_00204	Prae.g_00124
OG0000224	Prar.g_00201	Prae.g_00127
OG0000225	Prar.g_00199	Prae.g_00129
OG0000226	Prar.g_00198	Prae.g_00130
OG0000227	Prar.g_00197	Prae.g_00131
OG0000228	Prar.g_00196	Prae.g_00132
OG0000229	Prar.g_00195	Prae.g_00133
OG0000230	Prar.g_00194	Prae.g_00134
OG0000231	Prar.g_00192	Prae.g_00136
OG0000232	Prar.g_00191	Prae.g_00137
OG0000233	Prar.g_00188	Prae.g_00140
OG0000234	Prar.g_00186	Prae.g_00142
OG0000235	Prar.g_00182	Prae.g_00148
OG0000236	Prar.g_00181	Prae.g_00149
OG0000237	Prar.g_00180	Prae.g_00150
OG0000238	Prar.g_00179	Prae.g_00151
OG0000239	Prar.g_00178	Prae.g_00152
OG0000240	Prar.g_00176	Prae.g_00154
OG0000241	Prar.g_00175	Prae.g_00155
OG0000242	Prar.g_00174	Prae.g_00156
OG0000243	Prar.g_00173	Prae.g_00157
OG0000244	Prar.g_00172	Prae.g_00158
OG0000245	Prar.g_00171	Prae.g_00159
OG0000246	Prar.g_00169	Prae.g_00161
OG0000247	Prar.g_00168	Prae.g_00162
OG0000248	Prar.g_00167	Prae.g_00163
OG0000249	Prar.g_00166	Prae.g_00164
OG0000250	Prar.g_00165	Prae.g_00165
OG0000251	Prar.g_00164	Prae.g_00166
OG0000252	Prar.g_00163	Prae.g_00167
OG0000253	Prar.g_00162	Prae.g_00168
OG0000254	Prar.g_00160	Prae.g_00170
OG0000255	Prar.g_00159	Prae.g_00171
OG0000256	Prar.g_00156	Prae.g_00174
OG0000257	Prar.g_00154	Prae.g_00176
OG0000258	Prar.g_00153	Prae.g_00177
OG0000259	Prar.g_00152	Prae.g_00178
OG0000260	Prar.g_00151	Prae.g_00179
OG0000261	Prar.g_00150	Prae.g_00180
OG0000262	Prar.g_00149	Prae.g_00181
OG0000263	Prar.g_00148	Prae.g_00182
OG0000264	Prar.g_00146	Prae.g_00184
OG0000265	Prar.g_00145	Prae.g_00185
OG0000266	Prar.g_00144	Prae.g_00186
OG0000267	Prar.g_00142	Prae.g_00188
OG0000268	Prar.g_00141	Prae.g_00189
OG0000269	Prar.g_00140	Prae.g_00190
OG0000270	Prar.g_00139	Prae.g_00191
OG0000271	Prar.g_00138	Prae.g_00192
OG0000272	Prar.g_00137	Prae.g_00193
OG0000273	Prar.g_00136	Prae.g_00194
OG0000274	Prar.g_00135	Prae.g_00195
OG0000275	Prar.g_00134	Prae.g_00196
OG0000276	Prar.g_00133	Prae.g_00197
OG0000277	Prar.g_00132	Prae.g_00198
OG0000278	Prar.g_00131	Prae.g_00199
OG0000279	Prar.g_00130	Prae.g_00200
OG0000280	Prar.g_00129	Prae.g_00201
OG0000281	Prar.g_00127	Prae.g_00203
OG0000282	Prar.g_00126	Prae.g_00204
OG0000283	Prar.g_00123	Prae.g_00207
OG0000284	Prar.g_00122	Prae.g_00208
OG0000285	Prar.g_00121	Prae.g_00209
OG0000286	Prar.g_00119	Prae.g_00211
OG0000287	Prar.g_00118	Prae.g_00212
OG0000288	Prar.g_00117	Prae.g_00213
OG0000289	Prar.g_00116	Prae.g_00214
OG0000290	Prar.g_00115	Prae.g_00215
OG0000291	Prar.g_00114	Prae.g_00216
OG0000292	Prar.g_00113	Prae.g_00217
OG0000293	Prar.g_00112	Prae.g_00218
OG0000294	Prar.g_00111	Prae.g_00219
OG0000295	Prar.g_00110	Prae.g_00220
OG0000296	Prar.g_00109	Prae.g_00221
OG0000297	Prar.g_00108	Prae.g_00222
OG0000298	Prar.g_00107	Prae.g_00223
OG0000299	Prar.g_00106	Prae.g_00224
OG0000300	Prar.g_00105	Prae.g_00225
OG0000301	Prar.g_00104	Prae.g_00226
OG0000302	Prar.g_00103	Prae.g_00227
OG0000303	Prar.g_00102	Prae.g_00228
OG0000304	Prar.g_00101	Prae.g_00229
OG0000305	Prar.g_00100	Prae.g_00230
OG0000306	Prar.g_00099	Prae.g_00231
OG0000307	Prar.g_00098	Prae.g_00232
OG0000308	Prar.g_00097	Prae.g_00233
OG0000309	Prar.g_00096	Prae.g_00234
OG0000310	Prar.g_00095	Prae.g_00235
OG0000311	Prar.g_00094	Prae.g_00236
OG0000312	Prar.g_00092	Prae.g_00238
OG0000313	Prar.g_00091	Prae.g_00239
OG0000314	Prar.g_00088	Prae.g_00242
OG0000315	Prar.g_00087	Prae.g_00243
OG0000316	Prar.g_00085	Prae.g_00245
OG0000317	Prar.g_00083	Prae.g_00247
OG0000318	Prar.g_00082	Prae.g_00248
OG0000319	Prar.g_00081	Prae.g_00249
OG0000320	Prar.g_00080	Prae.g_00250
OG0000321	Prar.g_00077	Prae.g_00253
OG0000322	Prar.g_00334	Prae.g_00256
OG0000323	Prar.g_00333	Prae.g_00257
OG0000324	Prar.g_00330	Prae.g_00260
OG0000325	Prar.g_00328	Prae.g_00262
OG0000326	Prar.g_00327	Prae.g_00263
OG0000327	Prar.g_00325	Prae.g_00265
OG0000328	Prar.g_00324	Prae.g_00266
OG0000329	Prar.g_00323	Prae.g_00267
OG0000330	Prar.g_00322	Prae.g_00268
OG0000331	Prar.g_00321	Prae.g_00269
OG0000332	Prar.g_00320	Prae.g_00270
OG0000333	Prar.g_00319	Prae.g_00271
OG0000334	Prar.g_00318	Prae.g_00272
OG0000335	Prar.g_00317	Prae.g_00273
OG0000336	Prar.g_00316	Prae.g_00274
OG0000337	Prar.g_00312	Prae.g_00276
OG0000338	Prar.g_00311	Prae.g_00277
OG0000339	Prar.g_00310	Prae.g_00278
OG0000340	Prar.g_00309	Prae.g_00279
OG0000341	Prar.g_00305	Prae.g_00283
OG0000342	Prar.g_00304	Prae.g_00284
OG0000343	Prar.g_00302	Prae.g_00286
OG0000344	Prar.g_00301	Prae.g_00287
OG0000345	Prar.g_00300	Prae.g_00288
OG0000346	Prar.g_00299	Prae.g_00289
OG0000347	Prar.g_00298	Prae.g_00290
OG0000348	Prar.g_00297	Prae.g_00291
OG0000349	Prar.g_00296	Prae.g_00292
OG0000350	Prar.g_00295	Prae.g_00293
OG0000351	Prar.g_00292	Prae.g_00296
OG0000352	Prar.g_00289	Prae.g_00299
OG0000353	Prar.g_00288	Prae.g_00300
OG0000354	Prar.g_00287	Prae.g_00301
OG0000355	Prar.g_00286	Prae.g_00302
OG0000356	Prar.g_00285	Prae.g_00303
OG0000357	Prar.g_00284	Prae.g_00304
OG0000358	Prar.g_00283	Prae.g_00305
OG0000359	Prar.g_00282	Prae.g_00306
OG0000360	Prar.g_00279	Prae.g_00309
OG0000361	Prar.g_00278	Prae.g_00310
OG0000362	Prar.g_00277	Prae.g_00311
OG0000363	Prar.g_00276	Prae.g_00312
OG0000364	Prar.g_00275	Prae.g_00313
OG0000365	Prar.g_00274	Prae.g_00314
OG0000366	Prar.g_00273	Prae.g_00315
OG0000367	Prar.g_00272	Prae.g_00316
OG0000368	Prar.g_00271	Prae.g_00317
OG0000369	Prar.g_00270	Prae.g_00318
OG0000370	Prar.g_00269	Prae.g_00319
OG0000371	Prar.g_00268	Prae.g_00320
OG0000372	Prar.g_00266	Prae.g_00322
OG0000373	Prar.g_00264	Prae.g_00324
OG0000374	Prar.g_00263	Prae.g_00325
OG0000375	Prar.g_00262	Prae.g_00326
OG0000376	Prar.g_00260	Prae.g_00328
OG0000377	Prar.g_00259	Prae.g_00329
OG0000378	Prar.g_00258	Prae.g_00330
OG0000379	Prar.g_00394	Prae.g_00335
OG0000380	Prar.g_00395	Prae.g_00336
OG0000381	Prar.g_00396	Prae.g_00337
OG0000382	Prar.g_00398	Prae.g_00338
OG0000383	Prar.g_00401	Prae.g_00341
OG0000384	Prar.g_00402	Prae.g_00342
OG0000385	Prar.g_00405	Prae.g_00344
OG0000386	Prar.g_00406	Prae.g_00345
OG0000387	Prar.g_00407	Prae.g_00346
OG0000388	Prar.g_00408	Prae.g_00347
OG0000389	Prar.g_00409	Prae.g_00348
OG0000390	Prar.g_00410	Prae.g_00349
OG0000391	Prar.g_00411	Prae.g_00350
OG0000392	Prar.g_00412	Prae.g_00351
OG0000393	Prar.g_00415	Prae.g_00354
OG0000394	Prar.g_00416	Prae.g_00355
OG0000395	Prar.g_00418	Prae.g_00357
OG0000396	Prar.g_00419	Prae.g_00358
OG0000397	Prar.g_00432	Prae.g_00371
OG0000398	Prar.g_00440	Prae.g_00379
OG0000399	Prar.g_00441	Prae.g_00380
OG0000400	Prar.g_00446	Prae.g_00385
OG0000401	Prar.g_00479	Prae.g_00405
OG0000402	Prar.g_00480	Prae.g_00406
OG0000403	Prar.g_00481	Prae.g_00407
OG0000404	Prar.g_00483	Prae.g_00409
OG0000405	Prar.g_00484	Prae.g_00410
OG0000406	Prar.g_00486	Prae.g_00412
OG0000407	Prar.g_00487	Prae.g_00413
OG0000408	Prar.g_00488	Prae.g_00414
OG0000409	Prar.g_00489	Prae.g_00415
OG0000410	Prar.g_00490	Prae.g_00416
OG0000411	Prar.g_00491	Prae.g_00417
OG0000412	Prar.g_00492	Prae.g_00418
OG0000413	Prar.g_00493	Prae.g_00419
OG0000414	Prar.g_00494	Prae.g_00420
OG0000415	Prar.g_00495	Prae.g_00421
OG0000416	Prar.g_00496	Prae.g_00422
OG0000417	Prar.g_00497	Prae.g_00423
OG0000418	Prar.g_00498	Prae.g_00424
OG0000419	Prar.g_00499	Prae.g_00425
OG0000420	Prar.g_00500	Prae.g_00426
OG0000421	Prar.g_00501	Prae.g_00427
OG0000422	Prar.g_00503	Prae.g_00429
OG0000423	Prar.g_00504	Prae.g_00430
OG0000424	Prar.g_00506	Prae.g_00432
OG0000425	Prar.g_00510	Prae.g_00435
OG0000426	Prar.g_00511	Prae.g_00436
OG0000427	Prar.g_00512	Prae.g_00437
OG0000428	Prar.g_00513	Prae.g_00438
OG0000429	Prar.g_00514	Prae.g_00439
OG0000430	Prar.g_00521	Prae.g_00445
OG0000431	Prar.g_00523	Prae.g_00447
OG0000432	Prar.g_00524	Prae.g_00448
OG0000433	Prar.g_00527	Prae.g_00451
OG0000434	Prar.g_00528	Prae.g_00452
OG0000435	Prar.g_00529	Prae.g_00453
OG0000436	Prar.g_00531	Prae.g_00455
OG0000437	Prar.g_00533	Prae.g_00457
OG0000438	Prar.g_00534	Prae.g_00458
OG0000439	Prar.g_00535	Prae.g_00459
OG0000440	Prar.g_00537	Prae.g_00461
OG0000441	Prar.g_00538	Prae.g_00462
OG0000442	Prar.g_00539	Prae.g_00463
OG0000443	Prar.g_00540	Prae.g_00464
OG0000444	Prar.g_00541	Prae.g_00465
OG0000445	Prar.g_00542	Prae.g_00466
OG0000446	Prar.g_00543	Prae.g_00467
OG0000447	Prar.g_00544	Prae.g_00468
OG0000448	Prar.g_00545	Prae.g_00469
OG0000449	Prar.g_01331	Prae.g_00474
OG0000450	Prar.g_01332	Prae.g_00475
OG0000451	Prar.g_01333	Prae.g_00476
OG0000452	Prar.g_01334	Prae.g_00477
OG0000453	Prar.g_01336	Prae.g_00479
OG0000454	Prar.g_01337	Prae.g_00480
OG0000455	Prar.g_01338	Prae.g_00481
OG0000456	Prar.g_01339	Prae.g_00482
OG0000457	Prar.g_01341	Prae.g_00484
OG0000458	Prar.g_01343	Prae.g_00486
OG0000459	Prar.g_01344	Prae.g_00487
OG0000460	Prar.g_01345	Prae.g_00489
OG0000461	Prar.g_01346	Prae.g_00490
OG0000462	Prar.g_01347	Prae.g_00491
OG0000463	Prar.g_01348	Prae.g_00492
OG0000464	Prar.g_01353	Prae.g_00497
OG0000465	Prar.g_01355	Prae.g_00499
OG0000466	Prar.g_01356	Prae.g_00500
OG0000467	Prar.g_01357	Prae.g_00501
OG0000468	Prar.g_01358	Prae.g_00502
OG0000469	Prar.g_01359	Prae.g_00503
OG0000470	Prar.g_01360	Prae.g_00504
OG0000471	Prar.g_01361	Prae.g_00505
OG0000472	Prar.g_01364	Prae.g_00509
OG0000473	Prar.g_01365	Prae.g_00510
OG0000474	Prar.g_01366	Prae.g_00511
OG0000475	Prar.g_01367	Prae.g_00512
OG0000476	Prar.g_01368	Prae.g_00513
OG0000477	Prar.g_01370	Prae.g_00515
OG0000478	Prar.g_01371	Prae.g_00516
OG0000479	Prar.g_01372	Prae.g_00517
OG0000480	Prar.g_01374	Prae.g_00519
OG0000481	Prar.g_01375	Prae.g_00520
OG0000482	Prar.g_01376	Prae.g_00521
OG0000483	Prar.g_01377	Prae.g_00522
OG0000484	Prar.g_01378	Prae.g_00523
OG0000485	Prar.g_01379	Prae.g_00524
OG0000486	Prar.g_01380	Prae.g_00525
OG0000487	Prar.g_01381	Prae.g_00526
OG0000488	Prar.g_01383	Prae.g_00528
OG0000489	Prar.g_01384	Prae.g_00529
OG0000490	Prar.g_01385	Prae.g_00530
OG0000491	Prar.g_01386	Prae.g_00531
OG0000492	Prar.g_01387	Prae.g_00532
OG0000493	Prar.g_01388	Prae.g_00533
OG0000494	Prar.g_01390	Prae.g_00535
OG0000495	Prar.g_01391	Prae.g_00536
OG0000496	Prar.g_01392	Prae.g_00537
OG0000497	Prar.g_01393	Prae.g_00538
OG0000498	Prar.g_01394	Prae.g_00539
OG0000499	Prar.g_01396	Prae.g_00541
OG0000500	Prar.g_01397	Prae.g_00542
OG0000501	Prar.g_01399	Prae.g_00544
OG0000502	Prar.g_01400	Prae.g_00545
OG0000503	Prar.g_01401	Prae.g_00546
OG0000504	Prar.g_01402	Prae.g_00547
OG0000505	Prar.g_01403	Prae.g_00548
OG0000506	Prar.g_01404	Prae.g_00549
OG0000507	Prar.g_01405	Prae.g_00550
OG0000508	Prar.g_01407	Prae.g_00552
OG0000509	Prar.g_01408	Prae.g_00553
OG0000510	Prar.g_01409	Prae.g_00554
OG0000511	Prar.g_01410	Prae.g_00555
OG0000512	Prar.g_01411	Prae.g_00556
OG0000513	Prar.g_01412	Prae.g_00557
OG0000514	Prar.g_01413	Prae.g_00558
OG0000515	Prar.g_01415	Prae.g_00560
OG0000516	Prar.g_01416	Prae.g_00561
OG0000517	Prar.g_01417	Prae.g_00562
OG0000518	Prar.g_01420	Prae.g_00565
OG0000519	Prar.g_01422	Prae.g_00566
OG0000520	Prar.g_01423	Prae.g_00567
OG0000521	Prar.g_01424	Prae.g_00568
OG0000522	Prar.g_01425	Prae.g_00569
OG0000523	Prar.g_01426	Prae.g_00570
OG0000524	Prar.g_01427	Prae.g_00571
OG0000525	Prar.g_01429	Prae.g_00573
OG0000526	Prar.g_01430	Prae.g_00574
OG0000527	Prar.g_01431	Prae.g_00575
OG0000528	Prar.g_01432	Prae.g_00576
OG0000529	Prar.g_01433	Prae.g_00577
OG0000530	Prar.g_01434	Prae.g_00578
OG0000531	Prar.g_01435	Prae.g_00579
OG0000532	Prar.g_01436	Prae.g_00580
OG0000533	Prar.g_01437	Prae.g_00581
OG0000534	Prar.g_01438	Prae.g_00582
OG0000535	Prar.g_01439	Prae.g_00583
OG0000536	Prar.g_01440	Prae.g_00584
OG0000537	Prar.g_01441	Prae.g_00585
OG0000538	Prar.g_01442	Prae.g_00586
OG0000539	Prar.g_01443	Prae.g_00587
OG0000540	Prar.g_01444	Prae.g_00588
OG0000541	Prar.g_01445	Prae.g_00589
OG0000542	Prar.g_01446	Prae.g_00590
OG0000543	Prar.g_01447	Prae.g_00591
OG0000544	Prar.g_01448	Prae.g_00592
OG0000545	Prar.g_01451	Prae.g_00595
OG0000546	Prar.g_01452	Prae.g_00596
OG0000547	Prar.g_01454	Prae.g_00598
OG0000548	Prar.g_01455	Prae.g_00599
OG0000549	Prar.g_01456	Prae.g_00600
OG0000550	Prar.g_01457	Prae.g_00601
OG0000551	Prar.g_01458	Prae.g_00602
OG0000552	Prar.g_01459	Prae.g_00603
OG0000553	Prar.g_01460	Prae.g_00604
OG0000554	Prar.g_01461	Prae.g_00605
OG0000555	Prar.g_01462	Prae.g_00606
OG0000556	Prar.g_01463	Prae.g_00607
OG0000557	Prar.g_01464	Prae.g_00608
OG0000558	Prar.g_01465	Prae.g_00609
OG0000559	Prar.g_01466	Prae.g_00610
OG0000560	Prar.g_01468	Prae.g_00612
OG0000561	Prar.g_01469	Prae.g_00613
OG0000562	Prar.g_01470	Prae.g_00614
OG0000563	Prar.g_01471	Prae.g_00615
OG0000564	Prar.g_01472	Prae.g_00616
OG0000565	Prar.g_01473	Prae.g_00617
OG0000566	Prar.g_01474	Prae.g_00618
OG0000567	Prar.g_01475	Prae.g_00619
OG0000568	Prar.g_01476	Prae.g_00620
OG0000569	Prar.g_01477	Prae.g_00621
OG0000570	Prar.g_01478	Prae.g_00622
