Orthogroup	Prar	Prav
OG0000080	Prar.g_01166	Prav.g_01705
OG0000081	Prar.g_00627	Prav.g_00663
OG0000082	Prar.g_00072	Prav.g_00751
OG0000083	Prar.g_00035	Prav.g_00789
OG0000084	Prar.g_00032	Prav.g_00792
OG0000085	Prar.g_00015	Prav.g_00091
OG0000086	Prar.g_00581	Prav.g_00110
OG0000087	Prar.g_00570	Prav.g_00120
OG0000088	Prar.g_00215	Prav.g_00178
OG0000089	Prar.g_00207	Prav.g_00186
OG0000090	Prar.g_00189	Prav.g_00204
OG0000091	Prar.g_00158	Prav.g_00869
OG0000092	Prar.g_00157	Prav.g_00868
OG0000093	Prar.g_00143	Prav.g_00854
OG0000094	Prar.g_00125	Prav.g_00836
OG0000095	Prar.g_00120	Prav.g_00831
OG0000096	Prar.g_00076	Prav.g_01898
OG0000097	Prar.g_00313	Prav.g_01920
OG0000098	Prar.g_00303	Prav.g_01930
OG0000099	Prar.g_00293	Prav.g_01940
OG0000100	Prar.g_01154	Prav.g_01943
OG0000101	Prar.g_00417	Prav.g_00976
OG0000102	Prar.g_00444	Prav.g_00999
OG0000103	Prar.g_00526	Prav.g_01074
OG0000104	Prar.g_00530	Prav.g_01078
OG0000105	Prar.g_01330	Prav.g_01097
OG0000106	Prar.g_01362	Prav.g_01130
OG0000107	Prar.g_01363	Prav.g_01131
OG0000108	Prar.g_01373	Prav.g_00954, Prav.g_01141
OG0000109	Prar.g_01382	Prav.g_01150
OG0000110	Prar.g_01398	Prav.g_01166
OG0000111	Prar.g_01481	Prav.g_01249
OG0000112	Prar.g_01482	Prav.g_01250
OG0000113	Prar.g_01621	Prav.g_00328
OG0000114	Prar.g_01682	Prav.g_00395
OG0000115	Prar.g_01833	Prav.g_00556
OG0000116	Prar.g_01837	Prav.g_00560
OG0000117	Prar.g_01901	Prav.g_00930
OG0000118	Prar.g_01953	Prav.g_00261
OG0000119	Prar.g_01293	Prav.g_00036
OG0000120	Prar.g_01257	Prav.g_00071
OG0000121	Prar.g_01238	Prav.g_01856
OG0000122	Prar.g_01219	Prav.g_01837, Prav.g_00955
OG0000123	Prar.g_01206	Prav.g_01824
OG0000124	Prar.g_00376	Prav.g_02003
OG0000125	Prar.g_00943	Prav.g_01450
OG0000126	Prar.g_00911	Prav.g_01473
OG0000127	Prar.g_00352	Prav.g_01565
OG0000128	Prar.g_00338	Prav.g_01579
OG0000129	Prar.g_00810	Prav.g_01615
OG0000130	Prar.g_01145	Prav.g_01759
OG0000131	Prar.g_01959	Prav.g_01797
OG0000132	Prar.g_00595	Prav.g_01800
OG0000133	Prar.g_01068	Prav.g_00591
OG0000134	Prar.g_01032	Prav.g_00627
OG0000135	Prar.g_01030	Prav.g_00629
OG0000136	Prar.g_00638	Prav.g_00674
OG0000137	Prar.g_00669	Prav.g_00706
OG0000138	Prar.g_00704	Prav.g_00741
OG0000139	Prar.g_00055	Prav.g_00768
OG0000140	Prar.g_00037	Prav.g_00787
OG0000141	Prar.g_00036	Prav.g_00788
OG0000142	Prar.g_00034	Prav.g_00790
OG0000143	Prar.g_00033	Prav.g_00791
OG0000144	Prar.g_00031	Prav.g_00793
OG0000145	Prar.g_00030	Prav.g_00794
OG0000146	Prar.g_00029	Prav.g_00795
OG0000147	Prar.g_00028	Prav.g_00078
OG0000148	Prar.g_00026	Prav.g_00080
OG0000149	Prar.g_00024	Prav.g_00082
OG0000150	Prar.g_00023	Prav.g_00083
OG0000151	Prar.g_00022	Prav.g_00084
OG0000152	Prar.g_00021	Prav.g_00085
OG0000153	Prar.g_00020	Prav.g_00086
OG0000154	Prar.g_00019	Prav.g_00087
OG0000155	Prar.g_00018	Prav.g_00088
OG0000156	Prar.g_00017	Prav.g_00089
OG0000157	Prar.g_00016	Prav.g_00090
OG0000158	Prar.g_00014	Prav.g_00092
OG0000159	Prar.g_00013	Prav.g_00093
OG0000160	Prar.g_00012	Prav.g_00094
OG0000161	Prar.g_00011	Prav.g_00095
OG0000162	Prar.g_00010	Prav.g_00096
OG0000163	Prar.g_00009	Prav.g_00097
OG0000164	Prar.g_00006	Prav.g_00100
OG0000165	Prar.g_00002	Prav.g_00103
OG0000166	Prar.g_00001	Prav.g_00104
OG0000167	Prar.g_00594	Prav.g_00105
OG0000168	Prar.g_00580	Prav.g_00111
OG0000169	Prar.g_00578	Prav.g_00113
OG0000170	Prar.g_00577	Prav.g_00114
OG0000171	Prar.g_00576	Prav.g_00115
OG0000172	Prar.g_00574	Prav.g_00116
OG0000173	Prar.g_00573	Prav.g_00117
OG0000174	Prar.g_00572	Prav.g_00118
OG0000175	Prar.g_00571	Prav.g_00119
OG0000176	Prar.g_00569	Prav.g_00121
OG0000177	Prar.g_00568	Prav.g_00122
OG0000178	Prar.g_00567	Prav.g_00123
OG0000179	Prar.g_00554	Prav.g_00129
OG0000180	Prar.g_00553	Prav.g_00130
OG0000181	Prar.g_00552	Prav.g_00131
OG0000182	Prar.g_00549	Prav.g_00134
OG0000183	Prar.g_00548	Prav.g_00135
OG0000184	Prar.g_00255	Prav.g_00138
OG0000185	Prar.g_00251	Prav.g_00142
OG0000186	Prar.g_00250	Prav.g_00143
OG0000187	Prar.g_00249	Prav.g_00144
OG0000188	Prar.g_00248	Prav.g_00145
OG0000189	Prar.g_00247	Prav.g_00146
OG0000190	Prar.g_00246	Prav.g_00147
OG0000191	Prar.g_00245	Prav.g_00148
OG0000192	Prar.g_00244	Prav.g_00149
OG0000193	Prar.g_00243	Prav.g_00150
OG0000194	Prar.g_00242	Prav.g_00151
OG0000195	Prar.g_00240	Prav.g_00153
OG0000196	Prar.g_00239	Prav.g_00154
OG0000197	Prar.g_00238	Prav.g_00155
OG0000198	Prar.g_00237	Prav.g_00156
OG0000199	Prar.g_00234	Prav.g_00159
OG0000200	Prar.g_00233	Prav.g_00160
OG0000201	Prar.g_00232	Prav.g_00161
OG0000202	Prar.g_00231	Prav.g_00162
OG0000203	Prar.g_00230	Prav.g_00163
OG0000204	Prar.g_00229	Prav.g_00164
OG0000205	Prar.g_00228	Prav.g_00165
OG0000206	Prar.g_00227	Prav.g_00166
OG0000207	Prar.g_00226	Prav.g_00167
OG0000208	Prar.g_00225	Prav.g_00168
OG0000209	Prar.g_00224	Prav.g_00169
OG0000210	Prar.g_00222	Prav.g_00171
OG0000211	Prar.g_00221	Prav.g_00172
OG0000212	Prar.g_00220	Prav.g_00173
OG0000213	Prar.g_00219	Prav.g_00174
OG0000214	Prar.g_00217	Prav.g_00176
OG0000215	Prar.g_00216	Prav.g_00177
OG0000216	Prar.g_00214	Prav.g_00179
OG0000217	Prar.g_00213	Prav.g_00180
OG0000218	Prar.g_00212	Prav.g_00181
OG0000219	Prar.g_00211	Prav.g_00182
OG0000220	Prar.g_00208	Prav.g_00185
OG0000221	Prar.g_00206	Prav.g_00187
OG0000222	Prar.g_00205	Prav.g_00188
OG0000223	Prar.g_00204	Prav.g_00189
OG0000224	Prar.g_00201	Prav.g_00192
OG0000225	Prar.g_00199	Prav.g_00194
OG0000226	Prar.g_00198	Prav.g_00195
OG0000227	Prar.g_00197	Prav.g_00196
OG0000228	Prar.g_00196	Prav.g_00197
OG0000229	Prar.g_00195	Prav.g_00198
OG0000230	Prar.g_00194	Prav.g_00199
OG0000231	Prar.g_00192	Prav.g_00201
OG0000232	Prar.g_00191	Prav.g_00202
OG0000233	Prar.g_00188	Prav.g_00205
OG0000234	Prar.g_00186	Prav.g_00207
OG0000235	Prar.g_00182	Prav.g_00212
OG0000236	Prar.g_00181	Prav.g_00213
OG0000237	Prar.g_00180	Prav.g_00214
OG0000238	Prar.g_00179	Prav.g_00215
OG0000239	Prar.g_00178	Prav.g_00216
OG0000240	Prar.g_00176	Prav.g_00887
OG0000241	Prar.g_00175	Prav.g_00886
OG0000242	Prar.g_00174	Prav.g_00885
OG0000243	Prar.g_00173	Prav.g_00884
OG0000244	Prar.g_00172	Prav.g_00883
OG0000245	Prar.g_00171	Prav.g_00882
OG0000246	Prar.g_00169	Prav.g_00880
OG0000247	Prar.g_00168	Prav.g_00879
OG0000248	Prar.g_00167	Prav.g_00878
OG0000249	Prar.g_00166	Prav.g_00877
OG0000250	Prar.g_00165	Prav.g_00876
OG0000251	Prar.g_00164	Prav.g_00875
OG0000252	Prar.g_00163	Prav.g_00874
OG0000253	Prar.g_00162	Prav.g_00873
OG0000254	Prar.g_00160	Prav.g_00871
OG0000255	Prar.g_00159	Prav.g_00870
OG0000256	Prar.g_00156	Prav.g_00867
OG0000257	Prar.g_00154	Prav.g_00865
OG0000258	Prar.g_00153	Prav.g_00864
OG0000259	Prar.g_00152	Prav.g_00863
OG0000260	Prar.g_00151	Prav.g_00862
OG0000261	Prar.g_00150	Prav.g_00861
OG0000262	Prar.g_00149	Prav.g_00860
OG0000263	Prar.g_00148	Prav.g_00859
OG0000264	Prar.g_00146	Prav.g_00857
OG0000265	Prar.g_00145	Prav.g_00856
OG0000266	Prar.g_00144	Prav.g_00855
OG0000267	Prar.g_00142	Prav.g_00853
OG0000268	Prar.g_00141	Prav.g_00852
OG0000269	Prar.g_00140	Prav.g_00851
OG0000270	Prar.g_00139	Prav.g_00850
OG0000271	Prar.g_00138	Prav.g_00849
OG0000272	Prar.g_00137	Prav.g_00848
OG0000273	Prar.g_00136	Prav.g_00847
OG0000274	Prar.g_00135	Prav.g_00846
OG0000275	Prar.g_00134	Prav.g_00845
OG0000276	Prar.g_00133	Prav.g_00844
OG0000277	Prar.g_00132	Prav.g_00843
OG0000278	Prar.g_00131	Prav.g_00842
OG0000279	Prar.g_00130	Prav.g_00841
OG0000280	Prar.g_00129	Prav.g_00840
OG0000281	Prar.g_00127	Prav.g_00838
OG0000282	Prar.g_00126	Prav.g_00837
OG0000283	Prar.g_00123	Prav.g_00834
OG0000284	Prar.g_00122	Prav.g_00833
OG0000285	Prar.g_00121	Prav.g_00832
OG0000286	Prar.g_00119	Prav.g_00830
OG0000287	Prar.g_00118	Prav.g_00829
OG0000288	Prar.g_00117	Prav.g_00828
OG0000289	Prar.g_00116	Prav.g_00827
OG0000290	Prar.g_00115	Prav.g_00826
OG0000291	Prar.g_00114	Prav.g_00825
OG0000292	Prar.g_00113	Prav.g_00824
OG0000293	Prar.g_00112	Prav.g_00823
OG0000294	Prar.g_00111	Prav.g_00822
OG0000295	Prar.g_00110	Prav.g_00821
OG0000296	Prar.g_00109	Prav.g_00820
OG0000297	Prar.g_00108	Prav.g_00819
OG0000298	Prar.g_00107	Prav.g_00818
OG0000299	Prar.g_00106	Prav.g_00817
OG0000300	Prar.g_00105	Prav.g_00816
OG0000301	Prar.g_00104	Prav.g_00815
OG0000302	Prar.g_00103	Prav.g_00814
OG0000303	Prar.g_00102	Prav.g_00813
OG0000304	Prar.g_00101	Prav.g_00812
OG0000305	Prar.g_00100	Prav.g_00811
OG0000306	Prar.g_00099	Prav.g_00810
OG0000307	Prar.g_00098	Prav.g_00809
OG0000308	Prar.g_00097	Prav.g_00808
OG0000309	Prar.g_00096	Prav.g_00807
OG0000310	Prar.g_00095	Prav.g_00806
OG0000311	Prar.g_00094	Prav.g_00805
OG0000312	Prar.g_00092	Prav.g_00803
OG0000313	Prar.g_00091	Prav.g_00802
OG0000314	Prar.g_00088	Prav.g_00799
OG0000315	Prar.g_00087	Prav.g_00798
OG0000316	Prar.g_00085	Prav.g_01889
OG0000317	Prar.g_00083	Prav.g_01891
OG0000318	Prar.g_00082	Prav.g_01892
OG0000319	Prar.g_00081	Prav.g_01893
OG0000320	Prar.g_00080	Prav.g_01894
OG0000321	Prar.g_00077	Prav.g_01897
OG0000322	Prar.g_00334	Prav.g_01900
OG0000323	Prar.g_00333	Prav.g_01901
OG0000324	Prar.g_00330	Prav.g_01904
OG0000325	Prar.g_00328	Prav.g_01906
OG0000326	Prar.g_00327	Prav.g_01907
OG0000327	Prar.g_00325	Prav.g_01909
OG0000328	Prar.g_00324	Prav.g_01910
OG0000329	Prar.g_00323	Prav.g_01911
OG0000330	Prar.g_00322	Prav.g_01912
OG0000331	Prar.g_00321	Prav.g_01913
OG0000332	Prar.g_00320	Prav.g_01914
OG0000333	Prar.g_00319	Prav.g_01915
OG0000334	Prar.g_00318	Prav.g_01916
OG0000335	Prar.g_00317	Prav.g_01917
OG0000336	Prar.g_00316	Prav.g_01918
OG0000337	Prar.g_00312	Prav.g_01921
OG0000338	Prar.g_00311	Prav.g_01922
OG0000339	Prar.g_00310	Prav.g_01923
OG0000340	Prar.g_00309	Prav.g_01924
OG0000341	Prar.g_00305	Prav.g_01928
OG0000342	Prar.g_00304	Prav.g_01929
OG0000343	Prar.g_00302	Prav.g_01931
OG0000344	Prar.g_00301	Prav.g_01932
OG0000345	Prar.g_00300	Prav.g_01933
OG0000346	Prar.g_00299	Prav.g_01934
OG0000347	Prar.g_00298	Prav.g_01935
OG0000348	Prar.g_00297	Prav.g_01936
OG0000349	Prar.g_00296	Prav.g_01937
OG0000350	Prar.g_00295	Prav.g_01938
OG0000351	Prar.g_00292	Prav.g_01941
OG0000352	Prar.g_00289	Prav.g_01944
OG0000353	Prar.g_00288	Prav.g_01945
OG0000354	Prar.g_00287	Prav.g_01946
OG0000355	Prar.g_00286	Prav.g_01947
OG0000356	Prar.g_00285	Prav.g_01948
OG0000357	Prar.g_00284	Prav.g_01949
OG0000358	Prar.g_00283	Prav.g_01950
OG0000359	Prar.g_00282	Prav.g_01951
OG0000360	Prar.g_00279	Prav.g_01954
OG0000361	Prar.g_00278	Prav.g_01955
OG0000362	Prar.g_00277	Prav.g_01956
OG0000363	Prar.g_00276	Prav.g_01957
OG0000364	Prar.g_00275	Prav.g_01958
OG0000365	Prar.g_00274	Prav.g_01959
OG0000366	Prar.g_00273	Prav.g_01960
OG0000367	Prar.g_00272	Prav.g_01961
OG0000368	Prar.g_00271	Prav.g_01962
OG0000369	Prar.g_00270	Prav.g_01963
OG0000370	Prar.g_00269	Prav.g_01964
OG0000371	Prar.g_00268	Prav.g_01965
OG0000372	Prar.g_00266	Prav.g_01967
OG0000373	Prar.g_00264	Prav.g_01969
OG0000374	Prar.g_00263	Prav.g_01970
OG0000375	Prar.g_00262	Prav.g_01971
OG0000376	Prar.g_00260	Prav.g_01973
OG0000377	Prar.g_00259	Prav.g_01974
OG0000378	Prar.g_00258	Prav.g_01975
OG0000379	Prar.g_00394	Prav.g_01980
OG0000380	Prar.g_00395	Prav.g_01981
OG0000381	Prar.g_00396	Prav.g_01982
OG0000382	Prar.g_00398	Prav.g_01984
OG0000383	Prar.g_00401	Prav.g_01987
OG0000384	Prar.g_00402	Prav.g_01988
OG0000385	Prar.g_00405	Prav.g_01991
OG0000386	Prar.g_00406	Prav.g_01992
OG0000387	Prar.g_00407	Prav.g_01993
OG0000388	Prar.g_00408	Prav.g_01994
OG0000389	Prar.g_00409	Prav.g_01995
OG0000390	Prar.g_00410	Prav.g_01996
OG0000391	Prar.g_00411	Prav.g_01997
OG0000392	Prar.g_00412	Prav.g_01998
OG0000393	Prar.g_00415	Prav.g_00974
OG0000394	Prar.g_00416	Prav.g_00975
OG0000395	Prar.g_00418	Prav.g_00977
OG0000396	Prar.g_00419	Prav.g_00978
OG0000397	Prar.g_00432	Prav.g_00990
OG0000398	Prar.g_00440	Prav.g_00996
OG0000399	Prar.g_00441	Prav.g_00997
OG0000400	Prar.g_00446	Prav.g_01001
OG0000401	Prar.g_00479	Prav.g_01030
OG0000402	Prar.g_00480	Prav.g_01031
OG0000403	Prar.g_00481	Prav.g_01032
OG0000404	Prar.g_00483	Prav.g_01034
OG0000405	Prar.g_00484	Prav.g_01035
OG0000406	Prar.g_00486	Prav.g_01037
OG0000407	Prar.g_00487	Prav.g_01038
OG0000408	Prar.g_00488	Prav.g_01039
OG0000409	Prar.g_00489	Prav.g_01040
OG0000410	Prar.g_00490	Prav.g_01041
OG0000411	Prar.g_00491	Prav.g_01042
OG0000412	Prar.g_00492	Prav.g_01043
OG0000413	Prar.g_00493	Prav.g_01044
OG0000414	Prar.g_00494	Prav.g_01045
OG0000415	Prar.g_00495	Prav.g_01046
OG0000416	Prar.g_00496	Prav.g_01047
OG0000417	Prar.g_00497	Prav.g_01048
OG0000418	Prar.g_00498	Prav.g_01049
OG0000419	Prar.g_00499	Prav.g_01050
OG0000420	Prar.g_00500	Prav.g_01051
OG0000421	Prar.g_00501	Prav.g_01052
OG0000422	Prar.g_00503	Prav.g_01053
OG0000423	Prar.g_00504	Prav.g_01054
OG0000424	Prar.g_00506	Prav.g_01056
OG0000425	Prar.g_00510	Prav.g_01059
OG0000426	Prar.g_00511	Prav.g_01060
OG0000427	Prar.g_00512	Prav.g_01061
OG0000428	Prar.g_00513	Prav.g_01062
OG0000429	Prar.g_00514	Prav.g_01063
OG0000430	Prar.g_00521	Prav.g_01069
OG0000431	Prar.g_00523	Prav.g_01071
OG0000432	Prar.g_00524	Prav.g_01072
OG0000433	Prar.g_00527	Prav.g_01075
OG0000434	Prar.g_00528	Prav.g_01076
OG0000435	Prar.g_00529	Prav.g_01077
OG0000436	Prar.g_00531	Prav.g_01079
OG0000437	Prar.g_00533	Prav.g_01081
OG0000438	Prar.g_00534	Prav.g_01082
OG0000439	Prar.g_00535	Prav.g_01083
OG0000440	Prar.g_00537	Prav.g_01085
OG0000441	Prar.g_00538	Prav.g_01086
OG0000442	Prar.g_00539	Prav.g_01087
OG0000443	Prar.g_00540	Prav.g_01088
OG0000444	Prar.g_00541	Prav.g_01089
OG0000445	Prar.g_00542	Prav.g_01090
OG0000446	Prar.g_00543	Prav.g_01091
OG0000447	Prar.g_00544	Prav.g_01092
OG0000448	Prar.g_00545	Prav.g_01093
OG0000449	Prar.g_01331	Prav.g_01098
OG0000450	Prar.g_01332	Prav.g_01099
OG0000451	Prar.g_01333	Prav.g_01100
OG0000452	Prar.g_01334	Prav.g_01101
OG0000453	Prar.g_01336	Prav.g_01103
OG0000454	Prar.g_01337	Prav.g_01104
OG0000455	Prar.g_01338	Prav.g_01105
OG0000456	Prar.g_01339	Prav.g_01106
OG0000457	Prar.g_01341	Prav.g_01108
OG0000458	Prar.g_01343	Prav.g_01110
OG0000459	Prar.g_01344	Prav.g_01111
OG0000460	Prar.g_01345	Prav.g_01113
OG0000461	Prar.g_01346	Prav.g_01114
OG0000462	Prar.g_01347	Prav.g_01115
OG0000463	Prar.g_01348	Prav.g_01116
OG0000464	Prar.g_01353	Prav.g_01121
OG0000465	Prar.g_01355	Prav.g_01123
OG0000466	Prar.g_01356	Prav.g_01124
OG0000467	Prar.g_01357	Prav.g_01125
OG0000468	Prar.g_01358	Prav.g_01126
OG0000469	Prar.g_01359	Prav.g_01127
OG0000470	Prar.g_01360	Prav.g_01128
OG0000471	Prar.g_01361	Prav.g_01129
OG0000472	Prar.g_01364	Prav.g_01132
OG0000473	Prar.g_01365	Prav.g_01133
OG0000474	Prar.g_01366	Prav.g_01134
OG0000475	Prar.g_01367	Prav.g_01135
OG0000476	Prar.g_01368	Prav.g_01136
OG0000477	Prar.g_01370	Prav.g_01138
OG0000478	Prar.g_01371	Prav.g_01139
OG0000479	Prar.g_01372	Prav.g_01140
OG0000480	Prar.g_01374	Prav.g_01142
OG0000481	Prar.g_01375	Prav.g_01143
OG0000482	Prar.g_01376	Prav.g_01144
OG0000483	Prar.g_01377	Prav.g_01145
OG0000484	Prar.g_01378	Prav.g_01146
OG0000485	Prar.g_01379	Prav.g_01147
OG0000486	Prar.g_01380	Prav.g_01148
OG0000487	Prar.g_01381	Prav.g_01149
OG0000488	Prar.g_01383	Prav.g_01151
OG0000489	Prar.g_01384	Prav.g_01152
OG0000490	Prar.g_01385	Prav.g_01153
OG0000491	Prar.g_01386	Prav.g_01154
OG0000492	Prar.g_01387	Prav.g_01155
OG0000493	Prar.g_01388	Prav.g_01156
OG0000494	Prar.g_01390	Prav.g_01158
OG0000495	Prar.g_01391	Prav.g_01159
OG0000496	Prar.g_01392	Prav.g_01160
OG0000497	Prar.g_01393	Prav.g_01161
OG0000498	Prar.g_01394	Prav.g_01162
OG0000499	Prar.g_01396	Prav.g_01164
OG0000500	Prar.g_01397	Prav.g_01165
OG0000501	Prar.g_01399	Prav.g_01167
OG0000502	Prar.g_01400	Prav.g_01168
OG0000503	Prar.g_01401	Prav.g_01169
OG0000504	Prar.g_01402	Prav.g_01170
OG0000505	Prar.g_01403	Prav.g_01171
OG0000506	Prar.g_01404	Prav.g_01172
OG0000507	Prar.g_01405	Prav.g_01173
OG0000508	Prar.g_01407	Prav.g_01175
OG0000509	Prar.g_01408	Prav.g_01176
OG0000510	Prar.g_01409	Prav.g_01177
OG0000511	Prar.g_01410	Prav.g_01178
OG0000512	Prar.g_01411	Prav.g_01179
OG0000513	Prar.g_01412	Prav.g_01180
OG0000514	Prar.g_01413	Prav.g_01181
OG0000515	Prar.g_01415	Prav.g_01183
OG0000516	Prar.g_01416	Prav.g_01184
OG0000517	Prar.g_01417	Prav.g_01185
OG0000518	Prar.g_01420	Prav.g_01187
OG0000519	Prar.g_01422	Prav.g_01188
OG0000520	Prar.g_01423	Prav.g_01189
OG0000521	Prar.g_01424	Prav.g_01190
OG0000522	Prar.g_01425	Prav.g_01191
OG0000523	Prar.g_01426	Prav.g_01192
OG0000524	Prar.g_01427	Prav.g_01193
OG0000525	Prar.g_01429	Prav.g_01195
OG0000526	Prar.g_01430	Prav.g_01196
OG0000527	Prar.g_01431	Prav.g_01197
OG0000528	Prar.g_01432	Prav.g_01198
OG0000529	Prar.g_01433	Prav.g_01199
OG0000530	Prar.g_01434	Prav.g_01200
OG0000531	Prar.g_01435	Prav.g_01201
OG0000532	Prar.g_01436	Prav.g_01202
OG0000533	Prar.g_01437	Prav.g_01203
OG0000534	Prar.g_01438	Prav.g_01204
OG0000535	Prar.g_01439	Prav.g_01205
OG0000536	Prar.g_01440	Prav.g_01206
OG0000537	Prar.g_01441	Prav.g_01207
OG0000538	Prar.g_01442	Prav.g_01208
OG0000539	Prar.g_01443	Prav.g_01209
OG0000540	Prar.g_01444	Prav.g_01210
OG0000541	Prar.g_01445	Prav.g_01211
OG0000542	Prar.g_01446	Prav.g_01212
OG0000543	Prar.g_01447	Prav.g_01213
OG0000544	Prar.g_01448	Prav.g_01214
OG0000545	Prar.g_01451	Prav.g_01219
OG0000546	Prar.g_01452	Prav.g_01220
OG0000547	Prar.g_01454	Prav.g_01222
OG0000548	Prar.g_01455	Prav.g_01223
OG0000549	Prar.g_01456	Prav.g_01224
OG0000550	Prar.g_01457	Prav.g_01225
OG0000551	Prar.g_01458	Prav.g_01226
OG0000552	Prar.g_01459	Prav.g_01227
OG0000553	Prar.g_01460	Prav.g_01228
OG0000554	Prar.g_01461	Prav.g_01229
OG0000555	Prar.g_01462	Prav.g_01230
OG0000556	Prar.g_01463	Prav.g_01231
OG0000557	Prar.g_01464	Prav.g_01232
OG0000558	Prar.g_01465	Prav.g_01233
OG0000559	Prar.g_01466	Prav.g_01234
OG0000560	Prar.g_01468	Prav.g_01236
OG0000561	Prar.g_01469	Prav.g_01237
OG0000562	Prar.g_01470	Prav.g_01238
OG0000563	Prar.g_01471	Prav.g_01239
OG0000564	Prar.g_01472	Prav.g_01240
OG0000565	Prar.g_01473	Prav.g_01241
OG0000566	Prar.g_01474	Prav.g_01242
