HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N32.HOG0000038	OG0000015	n7	Praa.g_00380				Prae.g_00381																			Prax.g_00793						Prbd.g_00856										
N32.HOG0000039	OG0000016	n0	Praa.g_01362				Prae.g_01364																			Prax.g_01867						Prbd.g_01768										
N32.HOG0000040	OG0000017	n6	Praa.g_01496				Prae.g_01479																			Prax.g_01708						Prbd.g_01669										
N32.HOG0000041	OG0000018	n0	Praa.g_01245, Praa.g_00241				Prae.g_00244																			Prax.g_01972						Prbd.g_00998										
N32.HOG0000042	OG0000019	n5	Praa.g_01623				Prae.g_01600																			Prax.g_01587						Prbd.g_01546										
N32.HOG0000043	OG0000019	n18	Praa.g_00364				Prae.g_00364																			Prax.g_00808						Prbd.g_00874										
N32.HOG0000044	OG0000020	n3																								Prax.g_00173						Prbd.g_00439										
N32.HOG0000045	OG0000020	n25	Praa.g_00373				Prae.g_00374																			Prax.g_00799						Prbd.g_00864										
N32.HOG0000046	OG0000020	n45																								Prax.g_00512																
N32.HOG0000047	OG0000021	n0	Praa.g_00784				Prae.g_00788																			Prax.g_00391						Prbd.g_00084										
N32.HOG0000048	OG0000022	n0	Praa.g_01300				Prae.g_01310																			Prax.g_01917						Prbd.g_01833										
N32.HOG0000049	OG0000023	n1	Praa.g_01264				Prae.g_01270																			Prax.g_01950						Prbd.g_01887										
N32.HOG0000050	OG0000023	n28	Praa.g_01589				Prae.g_01572																			Prax.g_01617						Prbd.g_01576										
N32.HOG0000051	OG0000024	n0	Praa.g_00306				Prae.g_00307																			Prax.g_00869						Prbd.g_00933										
N32.HOG0000052	OG0000025	n4	Praa.g_01075				Prae.g_01077																			Prax.g_01240						Prbd.g_00375										
N32.HOG0000053	OG0000025	n23																								Prax.g_00448																
N32.HOG0000054	OG0000026	n6	Praa.g_00033				Prae.g_00033																			Prax.g_00280						Prbd.g_01204										
N32.HOG0000055	OG0000027	n5	Praa.g_01564				Prae.g_01546																			Prax.g_01641						Prbd.g_01601										
N32.HOG0000056	OG0000027	n31	Praa.g_00738				Prae.g_00738																			Prax.g_00441						Prbd.g_00034										
N32.HOG0000057	OG0000028	n1	Praa.g_01476				Prae.g_01459																									Prbd.g_01689										
N32.HOG0000058	OG0000028	n32																								Prax.g_01733																
N32.HOG0000059	OG0000028	n40																								Prax.g_01728																
N32.HOG0000060	OG0000029	n22	Praa.g_01590				Prae.g_01573																			Prax.g_01616						Prbd.g_01575										
N32.HOG0000061	OG0000030	n4					Prae.g_00039																																			
N32.HOG0000062	OG0000030	n28					Prae.g_00040																																			
N32.HOG0000063	OG0000030	n35	Praa.g_00038																																							
N32.HOG0000064	OG0000030	n43	Praa.g_01221																							Prax.g_01976																
N32.HOG0000065	OG0000031	n13					Prae.g_01602																									Prbd.g_01544										
N32.HOG0000066	OG0000031	n32	Praa.g_01291				Prae.g_01294																			Prax.g_01927																
N32.HOG0000067	OG0000032	n8					Prae.g_01391																			Prax.g_01831																
N32.HOG0000068	OG0000032	n37					Prae.g_01402																																			
N32.HOG0000069	OG0000033	n21	Praa.g_00013				Prae.g_00013																									Prbd.g_01224										
N32.HOG0000070	OG0000034	n36	Praa.g_01407				Prae.g_01416																																			
N32.HOG0000071	OG0000035	n3																								Prax.g_01244						Prbd.g_00379										
N32.HOG0000072	OG0000035	n18					Prae.g_00894																									Prbd.g_00192										
N32.HOG0000073	OG0000036	n0	Praa.g_00585				Prae.g_00559																			Prax.g_00045						Prbd.g_00658										
N32.HOG0000074	OG0000037	n0	Praa.g_00623				Prae.g_00597																			Prax.g_00082						Prbd.g_00621										
N32.HOG0000075	OG0000038	n0	Praa.g_00763				Prae.g_00764																			Prax.g_00415						Prbd.g_00061										
N32.HOG0000076	OG0000039	n0	Praa.g_00166				Prae.g_00169																			Prax.g_01052						Prbd.g_01074										
N32.HOG0000077	OG0000040	n0	Praa.g_00359				Prae.g_00359																			Prax.g_00813						Prbd.g_00879										
N32.HOG0000078	OG0000041	n4	Praa.g_00417																																							
N32.HOG0000079	OG0000041	n7	Praa.g_00399				Prae.g_00402																			Prax.g_00772						Prbd.g_00833										
N32.HOG0000080	OG0000042	n0	Praa.g_00711				Prae.g_00711																			Prax.g_00485						Prbd.g_00007										
N32.HOG0000081	OG0000043	n0	Praa.g_00787				Prae.g_00791																			Prax.g_00388						Prbd.g_00087										
N32.HOG0000082	OG0000044	n21	Praa.g_01159				Prae.g_01163																			Prax.g_00200						Prbd.g_00468										
N32.HOG0000083	OG0000044	n38	Praa.g_01415				Prae.g_01422																																			
N32.HOG0000084	OG0000045	n2	Praa.g_01425																																							
N32.HOG0000085	OG0000045	n9					Prae.g_01406																																			
N32.HOG0000086	OG0000045	n19					Prae.g_01417																			Prax.g_01823						Prbd.g_01733										
N32.HOG0000087	OG0000046	n0	Praa.g_01628				Prae.g_01616																			Prax.g_01566						Prbd.g_01532										
N32.HOG0000088	OG0000047	n9	Praa.g_01832				Prae.g_01815																			Prax.g_01394						Prbd.g_01335										
N32.HOG0000089	OG0000048	n0	Praa.g_01839				Prae.g_01822																			Prax.g_01401						Prbd.g_01328										
N32.HOG0000090	OG0000050	n2	Praa.g_00031				Prae.g_00031																			Prax.g_00282						Prbd.g_01206										
N32.HOG0000091	OG0000050	n22																								Prax.g_00458																
N32.HOG0000092	OG0000051	n20	Praa.g_00157				Prae.g_00160																			Prax.g_01061						Prbd.g_01083										
N32.HOG0000093	OG0000052	n0	Praa.g_00369				Prae.g_00370																			Prax.g_00803						Prbd.g_00868										
N32.HOG0000094	OG0000053	n0	Praa.g_00539				Prae.g_00514																			Prax.g_00662						Prbd.g_00703										
N32.HOG0000095	OG0000054	n7	Praa.g_00757				Prae.g_00758																			Prax.g_00421						Prbd.g_00055										
N32.HOG0000096	OG0000054	n26																								Prax.g_00457																
N32.HOG0000097	OG0000055	n0	Praa.g_00826				Prae.g_00828																			Prax.g_00351						Prbd.g_00124										
N32.HOG0000098	OG0000056	n11	Praa.g_01117																							Prax.g_00148																
N32.HOG0000099	OG0000056	n29					Prae.g_01322																																			
N32.HOG0000100	OG0000057	n18	Praa.g_00237				Prae.g_00240																			Prax.g_00981						Prbd.g_01002										
N32.HOG0000101	OG0000057	n36																								Prax.g_01581						Prbd.g_01537										
N32.HOG0000102	OG0000058	n5	Praa.g_01414																																							
N32.HOG0000103	OG0000058	n7	Praa.g_00475				Prae.g_00449																			Prax.g_00727						Prbd.g_00767										
N32.HOG0000104	OG0000059	n0	Praa.g_00698				Prae.g_00672																			Prax.g_00944						Prbd.g_00546										
N32.HOG0000105	OG0000060	n4	Praa.g_00740				Prae.g_00740																			Prax.g_00439						Prbd.g_00036										
N32.HOG0000106	OG0000061	n5	Praa.g_01125				Prae.g_01128																			Prax.g_00159						Prbd.g_00425										
N32.HOG0000107	OG0000061	n25	Praa.g_00984				Prae.g_00984																			Prax.g_01149						Prbd.g_00284										
N32.HOG0000108	OG0000062	n0	Praa.g_01127				Prae.g_01130																			Prax.g_00161						Prbd.g_00427										
N32.HOG0000109	OG0000063	n0	Praa.g_01255				Prae.g_01263																			Prax.g_01959						Prbd.g_01895										
N32.HOG0000110	OG0000064	n3																								Prax.g_01580						Prbd.g_01536										
N32.HOG0000111	OG0000064	n13	Praa.g_01268				Prae.g_01272																			Prax.g_01948						Prbd.g_01884										
N32.HOG0000112	OG0000064	n28	Praa.g_01620																							Prax.g_01589						Prbd.g_01547										
N32.HOG0000113	OG0000064	n40																								Prax.g_00456																
N32.HOG0000114	OG0000065	n0	Praa.g_01318				Prae.g_01329																			Prax.g_01899						Prbd.g_01801										
N32.HOG0000115	OG0000066	n0	Praa.g_01387				Prae.g_01389																			Prax.g_01832						Prbd.g_01737										
N32.HOG0000116	OG0000067	n24																														Prbd.g_01867										
N32.HOG0000117	OG0000067	n26					Prae.g_01245																			Prax.g_00454						Prbd.g_00534										
N32.HOG0000118	OG0000068	n0	Praa.g_01775				Prae.g_01758																			Prax.g_01338						Prbd.g_01391										
N32.HOG0000119	OG0000069	n24																								Prax.g_01838						Prbd.g_01730										
N32.HOG0000120	OG0000071	n0	Praa.g_00011				Prae.g_00011																			Prax.g_01974						Prbd.g_01226										
N32.HOG0000121	OG0000072	n0	Praa.g_00322				Prae.g_00323																			Prax.g_00853, Prax.g_00852						Prbd.g_00917										
N32.HOG0000122	OG0000073	n16	Praa.g_00669				Prae.g_00643																			Prax.g_00973						Prbd.g_00575										
N32.HOG0000123	OG0000074	n0	Praa.g_00691				Prae.g_00665																			Prax.g_00951						Prbd.g_00553										
N32.HOG0000124	OG0000075	n22	Praa.g_00810																																							
N32.HOG0000125	OG0000075	n23	Praa.g_00811																																							
N32.HOG0000126	OG0000075	n25					Prae.g_00813																			Prax.g_00366						Prbd.g_00109										
N32.HOG0000127	OG0000076	n0	Praa.g_01039				Prae.g_01040																			Prax.g_01204						Prbd.g_00340										
N32.HOG0000128	OG0000077	n0	Praa.g_01236																													Prbd.g_01913										
N32.HOG0000129	OG0000078	n0	Praa.g_01394				Prae.g_01390																			Prax.g_01825						Prbd.g_01734										
N32.HOG0000130	OG0000079	n6	Praa.g_01555				Prae.g_01537																			Prax.g_01650						Prbd.g_01610										
N32.HOG0000131	OG0000080	n0	Praa.g_01606				Prae.g_01588																			Prax.g_01600						Prbd.g_01561										
N32.HOG0000132	OG0000081	n0	Praa.g_01806				Prae.g_01789																			Prax.g_01368						Prbd.g_01361										
N32.HOG0000133	OG0000082	n3	Praa.g_01894				Prae.g_01877																			Prax.g_01456						Prbd.g_01272										
N32.HOG0000134	OG0000083	n0	Praa.g_00003				Prae.g_00003																			Prax.g_01493						Prbd.g_01234										
N32.HOG0000135	OG0000084	n0	Praa.g_00006				Prae.g_00006																			Prax.g_01496						Prbd.g_01231										
N32.HOG0000136	OG0000085	n0	Praa.g_00023				Prae.g_00023																			Prax.g_00290						Prbd.g_01214										
N32.HOG0000137	OG0000086	n10	Praa.g_00039				Prae.g_00041																			Prax.g_00274						Prbd.g_01199										
N32.HOG0000138	OG0000086	n30	Praa.g_00409																																							
N32.HOG0000139	OG0000087	n0	Praa.g_00049				Prae.g_00051																			Prax.g_00624						Prbd.g_01188										
N32.HOG0000140	OG0000088	n0	Praa.g_00113				Prae.g_00112																			Prax.g_01106						Prbd.g_01131										
N32.HOG0000141	OG0000089	n0	Praa.g_00121				Prae.g_00121																			Prax.g_01097						Prbd.g_01122										
N32.HOG0000142	OG0000090	n0	Praa.g_00139				Prae.g_00139																			Prax.g_01079						Prbd.g_01104, Prbd.g_01103										
N32.HOG0000143	OG0000091	n0	Praa.g_00169				Prae.g_00172																			Prax.g_01049						Prbd.g_01071										
N32.HOG0000144	OG0000092	n0	Praa.g_00170				Prae.g_00173																			Prax.g_01048						Prbd.g_01070										
N32.HOG0000145	OG0000093	n0	Praa.g_00184				Prae.g_00187																			Prax.g_01034						Prbd.g_01056										
N32.HOG0000146	OG0000094	n0	Praa.g_00202				Prae.g_00205																			Prax.g_01016						Prbd.g_01038										
N32.HOG0000147	OG0000095	n0	Praa.g_00207				Prae.g_00210																			Prax.g_01011						Prbd.g_01033										
N32.HOG0000148	OG0000096	n5																								Prax.g_00488																
N32.HOG0000149	OG0000096	n7	Praa.g_00251				Prae.g_00254																			Prax.g_00924						Prbd.g_00988										
N32.HOG0000150	OG0000097	n0	Praa.g_00274				Prae.g_01440																			Prax.g_00901						Prbd.g_00965										
N32.HOG0000151	OG0000098	n0	Praa.g_00284				Prae.g_00285																			Prax.g_00891						Prbd.g_00955										
N32.HOG0000152	OG0000099	n0	Praa.g_00294				Prae.g_00295																			Prax.g_00881						Prbd.g_00945										
N32.HOG0000153	OG0000100	n0	Praa.g_00297				Prae.g_00298																			Prax.g_00878						Prbd.g_00942										
N32.HOG0000154	OG0000101	n0	Praa.g_00356				Prae.g_00356																			Prax.g_01573, Prax.g_00816						Prbd.g_00882										
N32.HOG0000155	OG0000102	n0	Praa.g_00381				Prae.g_00382																			Prax.g_00792						Prbd.g_00855										
N32.HOG0000156	OG0000103	n0	Praa.g_00476				Prae.g_00450																			Prax.g_00726						Prbd.g_00766										
N32.HOG0000157	OG0000104	n0	Praa.g_00480				Prae.g_00454																			Prax.g_00722						Prbd.g_00762										
N32.HOG0000158	OG0000105	n0	Praa.g_00499				Prae.g_00473																			Prax.g_00702						Prbd.g_00743										
N32.HOG0000159	OG0000106	n0	Praa.g_00532				Prae.g_00506																			Prax.g_00669						Prbd.g_00710										
N32.HOG0000160	OG0000107	n0	Praa.g_00533				Prae.g_00508																			Prax.g_00668						Prbd.g_00709										
N32.HOG0000161	OG0000108	n0	Praa.g_00544				Prae.g_00518																			Prax.g_00004						Prbd.g_00699										
N32.HOG0000162	OG0000109	n0	Praa.g_00553				Prae.g_00527																			Prax.g_00013						Prbd.g_00690										
N32.HOG0000163	OG0000110	n0	Praa.g_00569				Prae.g_00543																			Prax.g_00029						Prbd.g_00674										
N32.HOG0000164	OG0000111	n0	Praa.g_00651				Prae.g_00625																			Prax.g_00110						Prbd.g_00593										
N32.HOG0000165	OG0000112	n0	Praa.g_00652				Prae.g_00626																			Prax.g_00111						Prbd.g_00592										
N32.HOG0000166	OG0000113	n0	Praa.g_00733				Prae.g_00733																			Prax.g_00463						Prbd.g_00029										
N32.HOG0000167	OG0000114	n0	Praa.g_00801				Prae.g_00804																			Prax.g_00375						Prbd.g_00100										
N32.HOG0000168	OG0000115	n0	Praa.g_00964				Prae.g_00964																			Prax.g_01129						Prbd.g_00264										
N32.HOG0000169	OG0000116	n0	Praa.g_00968				Prae.g_00968																			Prax.g_01133						Prbd.g_00268										
N32.HOG0000170	OG0000117	n0	Praa.g_01036				Prae.g_01037																			Prax.g_01201						Prbd.g_00337										
N32.HOG0000171	OG0000118	n0	Praa.g_01089				Prae.g_01090																			Prax.g_01254, Prax.g_01759						Prbd.g_00389										
N32.HOG0000172	OG0000119	n0	Praa.g_01130				Prae.g_01133																			Prax.g_00164						Prbd.g_00430										
N32.HOG0000173	OG0000120	n0	Praa.g_01165				Prae.g_01169																			Prax.g_00206						Prbd.g_00474										
N32.HOG0000174	OG0000121	n0	Praa.g_01184				Prae.g_01188																			Prax.g_00225						Prbd.g_00493										
N32.HOG0000175	OG0000122	n0	Praa.g_01203				Prae.g_01207																			Prax.g_00244						Prbd.g_00512										
N32.HOG0000176	OG0000123	n0	Praa.g_01216				Prae.g_01220																			Prax.g_00257						Prbd.g_00525										
N32.HOG0000177	OG0000124	n0	Praa.g_01224				Prae.g_01434																			Prax.g_01789						Prbd.g_01921										
N32.HOG0000178	OG0000125	n0	Praa.g_01330				Prae.g_01341																			Prax.g_01887						Prbd.g_01789										
N32.HOG0000179	OG0000126	n0	Praa.g_01366				Prae.g_01368																			Prax.g_01863						Prbd.g_01764										
N32.HOG0000180	OG0000127	n0	Praa.g_01463				Prae.g_01446																			Prax.g_01746						Prbd.g_01702										
N32.HOG0000181	OG0000128	n0	Praa.g_01477				Prae.g_01460																			Prax.g_01727						Prbd.g_01688										
N32.HOG0000182	OG0000129	n0	Praa.g_01513				Prae.g_01496																			Prax.g_01691						Prbd.g_01652										
N32.HOG0000183	OG0000130	n0	Praa.g_01633				Prae.g_01621																			Prax.g_01561						Prbd.g_01527										
N32.HOG0000184	OG0000131	n0	Praa.g_01672				Prae.g_01659																			Prax.g_01523						Prbd.g_01489										
N32.HOG0000185	OG0000132	n0	Praa.g_01675				Prae.g_01662																			Prax.g_01520						Prbd.g_01486										
N32.HOG0000186	OG0000133	n0	Praa.g_01734				Prae.g_01717																			Prax.g_01297						Prbd.g_01432										
N32.HOG0000187	OG0000134	n0	Praa.g_01770				Prae.g_01753																			Prax.g_01333						Prbd.g_01396										
N32.HOG0000188	OG0000135	n0	Praa.g_01772				Prae.g_01755																			Prax.g_01335						Prbd.g_01394										
N32.HOG0000189	OG0000136	n0	Praa.g_01817				Prae.g_01800																			Prax.g_01379						Prbd.g_01350										
N32.HOG0000190	OG0000137	n0	Praa.g_01849				Prae.g_01832																			Prax.g_01411						Prbd.g_01317										
N32.HOG0000191	OG0000138	n0	Praa.g_01885				Prae.g_01867																			Prax.g_01447						Prbd.g_01281										
N32.HOG0000192	OG0000139	n0	Praa.g_01911				Prae.g_01894																			Prax.g_01473						Prbd.g_01255										
N32.HOG0000193	OG0000140	n0	Praa.g_00001				Prae.g_00001																			Prax.g_01491						Prbd.g_01236										
N32.HOG0000194	OG0000141	n0	Praa.g_00002				Prae.g_00002																			Prax.g_01492						Prbd.g_01235										
N32.HOG0000195	OG0000142	n0	Praa.g_00004				Prae.g_00004																			Prax.g_01494						Prbd.g_01233										
N32.HOG0000196	OG0000143	n0	Praa.g_00005				Prae.g_00005																			Prax.g_01495						Prbd.g_01232										
N32.HOG0000197	OG0000144	n0	Praa.g_00007				Prae.g_00007																			Prax.g_01497						Prbd.g_01230										
N32.HOG0000198	OG0000145	n0	Praa.g_00008				Prae.g_00008																			Prax.g_01498						Prbd.g_01229										
N32.HOG0000199	OG0000146	n0	Praa.g_00009				Prae.g_00009																			Prax.g_01499						Prbd.g_01228										
N32.HOG0000200	OG0000147	n0	Praa.g_00010				Prae.g_00010																			Prax.g_01975						Prbd.g_01227										
N32.HOG0000201	OG0000148	n0	Praa.g_00012				Prae.g_00012																			Prax.g_01973						Prbd.g_01225										
N32.HOG0000202	OG0000149	n0	Praa.g_00014				Prae.g_00014																			Prax.g_00299						Prbd.g_01223										
N32.HOG0000203	OG0000150	n0	Praa.g_00015				Prae.g_00015																			Prax.g_00298						Prbd.g_01222										
N32.HOG0000204	OG0000151	n0	Praa.g_00016				Prae.g_00016																			Prax.g_00297						Prbd.g_01221										
N32.HOG0000205	OG0000152	n0	Praa.g_00017				Prae.g_00017																			Prax.g_00296						Prbd.g_01220										
N32.HOG0000206	OG0000153	n0	Praa.g_00018				Prae.g_00018																			Prax.g_00295						Prbd.g_01219										
N32.HOG0000207	OG0000154	n0	Praa.g_00019				Prae.g_00019																			Prax.g_00294						Prbd.g_01218										
N32.HOG0000208	OG0000155	n0	Praa.g_00020				Prae.g_00020																			Prax.g_00293						Prbd.g_01217										
N32.HOG0000209	OG0000156	n0	Praa.g_00021				Prae.g_00021																			Prax.g_00292						Prbd.g_01216										
N32.HOG0000210	OG0000157	n0	Praa.g_00022				Prae.g_00022																			Prax.g_00291						Prbd.g_01215										
N32.HOG0000211	OG0000158	n0	Praa.g_00024				Prae.g_00024																			Prax.g_00289						Prbd.g_01213										
N32.HOG0000212	OG0000159	n0	Praa.g_00025				Prae.g_00025																			Prax.g_00288						Prbd.g_01212										
N32.HOG0000213	OG0000160	n0	Praa.g_00026				Prae.g_00026																			Prax.g_00287						Prbd.g_01211										
N32.HOG0000214	OG0000161	n0	Praa.g_00027				Prae.g_00027																			Prax.g_00286						Prbd.g_01210										
N32.HOG0000215	OG0000162	n0	Praa.g_00028				Prae.g_00028																			Prax.g_00285						Prbd.g_01209										
N32.HOG0000216	OG0000163	n0	Praa.g_00029				Prae.g_00029																			Prax.g_00284						Prbd.g_01208										
N32.HOG0000217	OG0000164	n0	Praa.g_00032				Prae.g_00032																			Prax.g_00281						Prbd.g_01205										
N32.HOG0000218	OG0000165	n0	Praa.g_00035				Prae.g_00035																			Prax.g_00278						Prbd.g_01202										
N32.HOG0000219	OG0000166	n0	Praa.g_00036				Prae.g_00036																			Prax.g_00277						Prbd.g_01201										
N32.HOG0000220	OG0000167	n0	Praa.g_00037				Prae.g_00037																			Prax.g_00276						Prbd.g_01200										
N32.HOG0000221	OG0000168	n0	Praa.g_00040				Prae.g_00042																			Prax.g_00273						Prbd.g_01198										
N32.HOG0000222	OG0000169	n0	Praa.g_00042				Prae.g_00044																			Prax.g_00271						Prbd.g_01196										
N32.HOG0000223	OG0000170	n0	Praa.g_00043				Prae.g_00045																			Prax.g_00270						Prbd.g_01195										
N32.HOG0000224	OG0000171	n0	Praa.g_00044				Prae.g_00046																			Prax.g_00269						Prbd.g_01194										
N32.HOG0000225	OG0000172	n0	Praa.g_00045				Prae.g_00047																			Prax.g_00261						Prbd.g_01192										
N32.HOG0000226	OG0000173	n0	Praa.g_00046				Prae.g_00048																			Prax.g_00621						Prbd.g_01191										
N32.HOG0000227	OG0000174	n0	Praa.g_00047				Prae.g_00049																			Prax.g_00622						Prbd.g_01190										
N32.HOG0000228	OG0000175	n0	Praa.g_00048				Prae.g_00050																			Prax.g_00623						Prbd.g_01189										
N32.HOG0000229	OG0000176	n0	Praa.g_00050				Prae.g_00052																			Prax.g_00625						Prbd.g_01187										
N32.HOG0000230	OG0000177	n0	Praa.g_00051				Prae.g_00053																			Prax.g_00626						Prbd.g_01186										
N32.HOG0000231	OG0000178	n0	Praa.g_00052				Prae.g_00054																			Prax.g_00627						Prbd.g_01185										
N32.HOG0000232	OG0000179	n0	Praa.g_00064				Prae.g_00064																			Prax.g_00635						Prbd.g_01180										
N32.HOG0000233	OG0000180	n0	Praa.g_00065				Prae.g_00065																			Prax.g_00636						Prbd.g_01179										
N32.HOG0000234	OG0000181	n0	Praa.g_00066				Prae.g_00066																			Prax.g_00637						Prbd.g_01178										
N32.HOG0000235	OG0000182	n0	Praa.g_00069				Prae.g_00069																			Prax.g_00640						Prbd.g_01175										
N32.HOG0000236	OG0000183	n0	Praa.g_00070				Prae.g_00070																			Prax.g_00641						Prbd.g_01174										
N32.HOG0000237	OG0000184	n0	Praa.g_00073				Prae.g_00073																			Prax.g_00644						Prbd.g_01171										
N32.HOG0000238	OG0000185	n0	Praa.g_00077				Prae.g_00077																			Prax.g_00648						Prbd.g_01167										
N32.HOG0000239	OG0000186	n0	Praa.g_00078				Prae.g_00078																			Prax.g_00649						Prbd.g_01166										
N32.HOG0000240	OG0000187	n0	Praa.g_00079				Prae.g_00079																			Prax.g_00650						Prbd.g_01165										
N32.HOG0000241	OG0000188	n0	Praa.g_00080				Prae.g_00080																			Prax.g_00651						Prbd.g_01164										
N32.HOG0000242	OG0000189	n0	Praa.g_00081				Prae.g_00081																			Prax.g_00652						Prbd.g_01163										
N32.HOG0000243	OG0000190	n0	Praa.g_00082				Prae.g_00082																			Prax.g_00653						Prbd.g_01162										
N32.HOG0000244	OG0000191	n0	Praa.g_00083				Prae.g_00083																			Prax.g_00654						Prbd.g_01161										
N32.HOG0000245	OG0000192	n0	Praa.g_00084				Prae.g_00084																			Prax.g_00655						Prbd.g_01160										
N32.HOG0000246	OG0000193	n0	Praa.g_00085				Prae.g_00085																			Prax.g_00656						Prbd.g_01159										
N32.HOG0000247	OG0000194	n0	Praa.g_00086				Prae.g_00086																			Prax.g_00657						Prbd.g_01158										
N32.HOG0000248	OG0000195	n0	Praa.g_00088				Prae.g_00088																			Prax.g_00659						Prbd.g_01156										
N32.HOG0000249	OG0000196	n0	Praa.g_00089				Prae.g_00089																			Prax.g_00660						Prbd.g_01155										
N32.HOG0000250	OG0000197	n0	Praa.g_00090				Prae.g_00090																			Prax.g_01128						Prbd.g_01154										
N32.HOG0000251	OG0000198	n0	Praa.g_00091				Prae.g_00091																			Prax.g_01127						Prbd.g_01153										
N32.HOG0000252	OG0000199	n0	Praa.g_00094				Prae.g_00094																			Prax.g_01124						Prbd.g_01150										
