HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N24.HOG0000024	OG0000007	n59											Prak.g_01545																													
N24.HOG0000025	OG0000007	n60											Prak.g_01546		Pram.g_01262			Prap.g_01887															Prbe.g_00037	Prbf.g_00792	Prbg.g_00745	Prbh.g_01405						Prbn.g_01646
N24.HOG0000026	OG0000009	n6											Prak.g_01196		Pram.g_01164			Prap.g_00480															Prbe.g_01573	Prbf.g_00894	Prbg.g_01510	Prbh.g_01307						Prbn.g_01165
N24.HOG0000027	OG0000009	n40											Prak.g_00266		Pram.g_00237			Prap.g_01462															Prbe.g_01802	Prbf.g_01588	Prbg.g_01032	Prbh.g_00530						Prbn.g_00015
N24.HOG0000028	OG0000010	n1											Prak.g_00702		Pram.g_01505, Pram.g_00621			Prap.g_00010															Prbe.g_00081	Prbf.g_00306	Prbg.g_00032	Prbh.g_01909, Prbh.g_01948						Prbn.g_01049
N24.HOG0000029	OG0000011	n1											Prak.g_00385		Pram.g_00359			Prap.g_01343															Prbe.g_01921	Prbf.g_01707	Prbg.g_00143	Prbh.g_00408						Prbn.g_00690
N24.HOG0000030	OG0000012	n20											Prak.g_00566		Pram.g_00542			Prap.g_01163															Prbe.g_00529	Prbf.g_01887	Prbg.g_00324	Prbh.g_00225						Prbn.g_00510
N24.HOG0000031	OG0000012	n38											Prak.g_00559		Pram.g_00535			Prap.g_01170															Prbe.g_00536	Prbf.g_01880	Prbg.g_00317	Prbh.g_00232						Prbn.g_00517
N24.HOG0000032	OG0000013	n32											Prak.g_01584		Pram.g_01545			Prap.g_01840															Prbe.g_01046	Prbf.g_00754	Prbg.g_01589	Prbh.g_01869						Prbn.g_01684
N24.HOG0000033	OG0000013	n40											Prak.g_01630		Pram.g_00696			Prap.g_01794															Prbe.g_01000	Prbf.g_00708	Prbg.g_01635	Prbh.g_00840						Prbn.g_01730
N24.HOG0000034	OG0000014	n5											Prak.g_01564					Prap.g_01860															Prbe.g_01121	Prbf.g_00774	Prbg.g_01569							Prbn.g_01664
N24.HOG0000035	OG0000014	n12											Prak.g_01521					Prap.g_01912															Prbe.g_00012	Prbf.g_00817	Prbg.g_00721							Prbn.g_00139
N24.HOG0000036	OG0000015	n25													Pram.g_01597																					Prbh.g_01817						
N24.HOG0000037	OG0000015	n27													Pram.g_00618																					Prbh.g_01945						
N24.HOG0000038	OG0000015	n34											Prak.g_01573, Prak.g_01606		Pram.g_00662			Prap.g_01851, Prap.g_01818															Prbe.g_01130, Prbe.g_01024	Prbf.g_00765, Prbf.g_00732	Prbg.g_01578, Prbg.g_01611	Prbh.g_00806						Prbn.g_01673, Prbn.g_01706
N24.HOG0000039	OG0000016	n9											Prak.g_01226					Prap.g_00510															Prbe.g_01603	Prbf.g_00864	Prbg.g_01540	Prbh.g_01333						Prbn.g_01135
N24.HOG0000040	OG0000016	n22											Prak.g_01488		Pram.g_01283			Prap.g_00218															Prbe.g_00214	Prbf.g_00254	Prbg.g_00688	Prbh.g_00194						Prbn.g_00885
N24.HOG0000041	OG0000017	n32											Prak.g_01590		Pram.g_01580			Prap.g_01834															Prbe.g_01040	Prbf.g_00748	Prbg.g_01595	Prbh.g_01834						Prbn.g_01690
N24.HOG0000042	OG0000017	n40											Prak.g_01412		Pram.g_01357			Prap.g_00142															Prbe.g_00290	Prbf.g_00178	Prbg.g_00612	Prbh.g_00120						Prbn.g_00233
N24.HOG0000043	OG0000018	n0											Prak.g_00258		Pram.g_00229			Prap.g_01470															Prbe.g_01794	Prbf.g_01580	Prbg.g_01024	Prbh.g_00538						Prbn.g_00308
N24.HOG0000044	OG0000019	n0											Prak.g_00831		Pram.g_00794			Prap.g_00797															Prbe.g_01208	Prbf.g_01259	Prbg.g_01145	Prbh.g_00938						Prbn.g_01560
N24.HOG0000045	OG0000020	n1													Pram.g_00259																					Prbh.g_00508						
N24.HOG0000046	OG0000020	n3											Prak.g_01264					Prap.g_00548															Prbe.g_00906	Prbf.g_00039	Prbg.g_00464							Prbn.g_01097
N24.HOG0000047	OG0000020	n23											Prak.g_00289					Prap.g_01439															Prbe.g_01825	Prbf.g_01611	Prbg.g_00050							Prbn.g_00038
N24.HOG0000048	OG0000021	n21													Pram.g_01544																					Prbh.g_01870						
N24.HOG0000049	OG0000021	n36											Prak.g_01627		Pram.g_00644			Prap.g_01797															Prbe.g_01003	Prbf.g_00711	Prbg.g_01632	Prbh.g_00788						Prbn.g_01727
N24.HOG0000050	OG0000022	n0													Pram.g_01561																					Prbh.g_01853						
N24.HOG0000051	OG0000023	n17											Prak.g_01486		Pram.g_00390			Prap.g_00216															Prbe.g_00216	Prbf.g_00252	Prbg.g_00686	Prbh.g_00377						Prbn.g_00887
N24.HOG0000052	OG0000023	n26													Pram.g_01573																					Prbh.g_01841						
N24.HOG0000053	OG0000023	n28													Pram.g_01284																					Prbh.g_00193						
N24.HOG0000054	OG0000024	n8											Prak.g_00325		Pram.g_00295			Prap.g_01403															Prbe.g_01861	Prbf.g_01647	Prbg.g_00086	Prbh.g_00472						Prbn.g_00074
N24.HOG0000055	OG0000025	n23											Prak.g_00741		Pram.g_00706			Prap.g_00667															Prbe.g_00098	Prbf.g_00845	Prbg.g_01055	Prbh.g_00850						Prbn.g_01937
N24.HOG0000056	OG0000026	n29											Prak.g_01530		Pram.g_01258			Prap.g_01903															Prbe.g_00021	Prbf.g_00808	Prbg.g_00730	Prbh.g_01401						Prbn.g_00130
N24.HOG0000057	OG0000028	n17											Prak.g_01391					Prap.g_00121															Prbe.g_00311	Prbf.g_00157	Prbg.g_00591							Prbn.g_00212
N24.HOG0000058	OG0000028	n32													Pram.g_01381																					Prbh.g_00096						
N24.HOG0000059	OG0000028	n40													Pram.g_01378																					Prbh.g_00099						
N24.HOG0000060	OG0000029	n2											Prak.g_00416		Pram.g_00391			Prap.g_01312															Prbe.g_00678	Prbf.g_01738	Prbg.g_00174	Prbh.g_00376						Prbn.g_00659
N24.HOG0000061	OG0000031	n13											Prak.g_00667					Prap.g_00611															Prbe.g_00720	Prbf.g_00340	Prbg.g_00408							Prbn.g_00809
N24.HOG0000062	OG0000032	n2											Prak.g_01350					Prap.g_00080															Prbe.g_00352	Prbf.g_00116	Prbg.g_00550							Prbn.g_00171
N24.HOG0000063	OG0000032	n8													Pram.g_01413																					Prbh.g_00064						
N24.HOG0000064	OG0000033	n1											Prak.g_01230		Pram.g_01193			Prap.g_00514															Prbe.g_01607	Prbf.g_00860	Prbg.g_01544	Prbh.g_01336						Prbn.g_01131
N24.HOG0000065	OG0000033	n21											Prak.g_00013																													
N24.HOG0000066	OG0000034	n5											Prak.g_01369					Prap.g_00099															Prbe.g_00333	Prbf.g_00135	Prbg.g_00569							Prbn.g_00190
N24.HOG0000067	OG0000034	n12											Prak.g_00058		Pram.g_01436, Pram.g_00040			Prap.g_00897															Prbe.g_00158	Prbf.g_01380	Prbg.g_00816	Prbh.g_00041, Prbh.g_00727						Prbn.g_00724
N24.HOG0000068	OG0000035	n18											Prak.g_00709		Pram.g_00681			Prap.g_00017															Prbe.g_00074	Prbf.g_00299	Prbg.g_00025	Prbh.g_00825						Prbn.g_01042
N24.HOG0000069	OG0000036	n0											Prak.g_00546, Prak.g_01634		Pram.g_01559			Prap.g_01183, Prap.g_01790															Prbe.g_00549, Prbe.g_00996	Prbf.g_01867, Prbf.g_00704	Prbg.g_00304, Prbg.g_01639	Prbh.g_01855						Prbn.g_00530, Prbn.g_01734
N24.HOG0000070	OG0000037	n0											Prak.g_00584, Prak.g_01506		Pram.g_00561			Prap.g_01145, Prap.g_00236															Prbe.g_00511, Prbe.g_00196	Prbf.g_01905, Prbf.g_00272	Prbg.g_00342, Prbg.g_00706	Prbh.g_01460						Prbn.g_00492, Prbn.g_00867
N24.HOG0000071	OG0000038	n27											Prak.g_01482		Pram.g_01287			Prap.g_00212															Prbe.g_00220	Prbf.g_00248	Prbg.g_00682	Prbh.g_00190						Prbn.g_00891
N24.HOG0000072	OG0000039	n5											Prak.g_00178		Pram.g_00151			Prap.g_01004															Prbe.g_01714	Prbf.g_01500	Prbg.g_00944	Prbh.g_00616						Prbn.g_01247
N24.HOG0000073	OG0000040	n0											Prak.g_00721		Pram.g_00689			Prap.g_00029															Prbe.g_00062	Prbf.g_00287	Prbg.g_00013	Prbh.g_00833						Prbn.g_01030
N24.HOG0000074	OG0000041	n7											Prak.g_01609, Prak.g_01603		Pram.g_01587			Prap.g_01815, Prap.g_01821															Prbe.g_01021, Prbe.g_01027	Prbf.g_00729, Prbf.g_00735	Prbg.g_01614, Prbg.g_01608	Prbh.g_01827						Prbn.g_01709, Prbn.g_01703
N24.HOG0000075	OG0000042	n0											Prak.g_00837		Pram.g_00801			Prap.g_00791															Prbe.g_01214	Prbf.g_01253	Prbg.g_01151	Prbh.g_00945						Prbn.g_01554
N24.HOG0000076	OG0000043	n0											Prak.g_00937		Pram.g_00905			Prap.g_00691															Prbe.g_01314	Prbf.g_01153	Prbg.g_01251	Prbh.g_01048						Prbn.g_01454
N24.HOG0000077	OG0000044	n0											Prak.g_01172		Pram.g_01140			Prap.g_00456															Prbe.g_01549	Prbf.g_00918	Prbg.g_01486	Prbh.g_01283						Prbn.g_01189
N24.HOG0000078	OG0000045	n19													Pram.g_01447																					Prbh.g_00030						
N24.HOG0000079	OG0000045	n34											Prak.g_01351					Prap.g_00081															Prbe.g_00351	Prbf.g_00117	Prbg.g_00551							Prbn.g_00172
N24.HOG0000080	OG0000046	n27											Prak.g_01516		Pram.g_01265			Prap.g_01917															Prbe.g_00007	Prbf.g_00822	Prbg.g_00716	Prbh.g_01408						Prbn.g_00144
N24.HOG0000081	OG0000046	n34											Prak.g_01637					Prap.g_01787															Prbe.g_00993	Prbf.g_00701	Prbg.g_01642							Prbn.g_01737
N24.HOG0000082	OG0000047	n0											Prak.g_01842		Pram.g_01833			Prap.g_01580															Prbe.g_00774	Prbf.g_00496	Prbg.g_01847	Prbh.g_01581						Prbn.g_00996
N24.HOG0000083	OG0000048	n0											Prak.g_01850		Pram.g_01841			Prap.g_01572															Prbe.g_00766	Prbf.g_00487	Prbg.g_01855	Prbh.g_01573						Prbn.g_00988
N24.HOG0000084	OG0000050	n25											Prak.g_00032		Pram.g_00018			Prap.g_00923															Prbe.g_00132	Prbf.g_01354	Prbg.g_00842	Prbh.g_00749						Prbn.g_00750
N24.HOG0000085	OG0000051	n1											Prak.g_00169		Pram.g_00142			Prap.g_01013															Prbe.g_01705	Prbf.g_01491	Prbg.g_00935	Prbh.g_00625						Prbn.g_01256
N24.HOG0000086	OG0000052	n0											Prak.g_00687		Pram.g_00677			Prap.g_00591															Prbe.g_00740	Prbf.g_00320	Prbg.g_00388	Prbh.g_00821						Prbn.g_00829
N24.HOG0000087	OG0000053	n26											Prak.g_01557		Pram.g_01558			Prap.g_01867															Prbe.g_01114	Prbf.g_00781		Prbh.g_01856						Prbn.g_01657
N24.HOG0000088	OG0000053	n32											Prak.g_00498					Prap.g_01230															Prbe.g_00596	Prbf.g_01820	Prbg.g_00256							Prbn.g_00577
N24.HOG0000089	OG0000054	n26											Prak.g_00601		Pram.g_01517			Prap.g_01128															Prbe.g_00494	Prbf.g_01922	Prbg.g_00359	Prbh.g_01897						Prbn.g_00475
N24.HOG0000090	OG0000055	n0											Prak.g_00868		Pram.g_00832			Prap.g_00760															Prbe.g_01245	Prbf.g_01222	Prbg.g_01182	Prbh.g_00976						Prbn.g_01523
N24.HOG0000091	OG0000056	n29											Prak.g_01228		Pram.g_01191			Prap.g_00512															Prbe.g_01605	Prbf.g_00862	Prbg.g_01542	Prbh.g_01334						Prbn.g_01133
N24.HOG0000092	OG0000057	n0											Prak.g_00253		Pram.g_00224			Prap.g_01475															Prbe.g_01789	Prbf.g_01575	Prbg.g_01019	Prbh.g_00543						Prbn.g_00313
N24.HOG0000093	OG0000058	n0											Prak.g_00436		Pram.g_00411			Prap.g_01292															Prbe.g_00658	Prbf.g_01758	Prbg.g_00194	Prbh.g_00356						Prbn.g_00639
N24.HOG0000094	OG0000059	n0											Prak.g_00829		Pram.g_00792			Prap.g_00799															Prbe.g_01206	Prbf.g_01261	Prbg.g_01143	Prbh.g_00936						Prbn.g_01562
N24.HOG0000095	OG0000060	n2													Pram.g_00631																					Prbh.g_00775						
N24.HOG0000096	OG0000062	n0											Prak.g_01550		Pram.g_01546			Prap.g_01883															Prbe.g_00041	Prbf.g_00788	Prbg.g_00749	Prbh.g_01868						Prbn.g_01650
N24.HOG0000097	OG0000063	n0											Prak.g_01145		Pram.g_01112			Prap.g_00429															Prbe.g_01522	Prbf.g_00945	Prbg.g_01459	Prbh.g_01255						Prbn.g_00389
N24.HOG0000098	OG0000065	n0											Prak.g_01277		Pram.g_01230			Prap.g_00561															Prbe.g_00893	Prbf.g_00026	Prbg.g_00477	Prbh.g_01373						Prbn.g_01084
N24.HOG0000099	OG0000066	n0											Prak.g_01349		Pram.g_01446			Prap.g_00079															Prbe.g_00353	Prbf.g_00115	Prbg.g_00549	Prbh.g_00031						Prbn.g_00170
N24.HOG0000100	OG0000067	n3											Prak.g_00660					Prap.g_00619															Prbe.g_00713	Prbf.g_00347	Prbg.g_00415							Prbn.g_00802
N24.HOG0000101	OG0000067	n39													Pram.g_01579																					Prbh.g_01835						
N24.HOG0000102	OG0000068	n0											Prak.g_01780		Pram.g_01770			Prap.g_01642															Prbe.g_00836	Prbf.g_00558	Prbg.g_01785	Prbh.g_01644						Prbn.g_01881
N24.HOG0000103	OG0000069	n5											Prak.g_01430		Pram.g_01339			Prap.g_00160															Prbe.g_00272	Prbf.g_00196	Prbg.g_00630	Prbh.g_00138						Prbn.g_00251
N24.HOG0000104	OG0000070	n1													Pram.g_00603, Pram.g_00602																					Prbh.g_01417, Prbh.g_01418						
N24.HOG0000105	OG0000070	n29													Pram.g_01611																					Prbh.g_01803						
N24.HOG0000106	OG0000071	n0											Prak.g_00011		Pram.g_01949			Prap.g_00043															Prbe.g_01076	Prbf.g_00382	Prbg.g_00778	Prbh.g_01953						Prbn.g_00002, Prbn.g_00003
N24.HOG0000107	OG0000072	n0											Prak.g_00339		Pram.g_00310			Prap.g_01389															Prbe.g_01875	Prbf.g_01661	Prbg.g_00100	Prbh.g_00457						Prbn.g_00088
N24.HOG0000108	OG0000073	n1											Prak.g_01072		Pram.g_01039			Prap.g_00356															Prbe.g_01449	Prbf.g_01018	Prbg.g_01386	Prbh.g_01182						Prbn.g_00845
N24.HOG0000109	OG0000074	n0											Prak.g_00819		Pram.g_00782			Prap.g_00809															Prbe.g_00466	Prbf.g_01271	Prbg.g_01133	Prbh.g_00926						Prbn.g_01572
N24.HOG0000110	OG0000075	n3											Prak.g_00852		Pram.g_00816			Prap.g_00776															Prbe.g_01229	Prbf.g_01238	Prbg.g_01166	Prbh.g_00960						Prbn.g_01539
N24.HOG0000111	OG0000076	n0											Prak.g_00920		Pram.g_00888			Prap.g_00708															Prbe.g_01297	Prbf.g_01170	Prbg.g_01234	Prbh.g_01031						Prbn.g_01471
N24.HOG0000112	OG0000077	n0											Prak.g_01561		Pram.g_01510			Prap.g_01863															Prbe.g_01118	Prbf.g_00777	Prbg.g_01566	Prbh.g_01904						Prbn.g_01661
N24.HOG0000113	OG0000078	n0											Prak.g_01352		Pram.g_01445			Prap.g_00082															Prbe.g_00350	Prbf.g_00118	Prbg.g_00552	Prbh.g_00032						Prbn.g_00173
N24.HOG0000114	OG0000079	n0											Prak.g_01476		Pram.g_01293			Prap.g_00206															Prbe.g_00226	Prbf.g_00242	Prbg.g_00676	Prbh.g_00184						Prbn.g_00897
N24.HOG0000115	OG0000080	n0											Prak.g_00661		Pram.g_01554			Prap.g_00618															Prbe.g_00714	Prbf.g_00346	Prbg.g_00414	Prbh.g_01860						Prbn.g_00803
N24.HOG0000116	OG0000081	n0											Prak.g_01814		Pram.g_01805			Prap.g_01608															Prbe.g_00802	Prbf.g_00524	Prbg.g_01819	Prbh.g_01609						Prbn.g_01915
N24.HOG0000117	OG0000082	n0											Prak.g_00656		Pram.g_01898			Prap.g_00623															Prbe.g_00709	Prbf.g_00351	Prbg.g_00419	Prbh.g_01516						Prbn.g_00798
N24.HOG0000118	OG0000083	n0											Prak.g_00003		Pram.g_01941			Prap.g_00051															Prbe.g_01068	Prbf.g_00390	Prbg.g_00770	Prbh.g_01473						Prbn.g_00011
N24.HOG0000119	OG0000084	n0											Prak.g_00006		Pram.g_01944			Prap.g_00048															Prbe.g_01071	Prbf.g_00387	Prbg.g_00773	Prbh.g_01470						Prbn.g_00008
N24.HOG0000120	OG0000085	n0											Prak.g_00023		Pram.g_00010			Prap.g_00932															Prbe.g_00123	Prbf.g_01345	Prbg.g_00851	Prbh.g_00757						Prbn.g_00759
N24.HOG0000121	OG0000086	n2													Pram.g_01588																					Prbh.g_01826						
N24.HOG0000122	OG0000087	n0											Prak.g_00052		Pram.g_00036			Prap.g_00903															Prbe.g_00152	Prbf.g_01374	Prbg.g_00822	Prbh.g_00731						Prbn.g_00730
N24.HOG0000123	OG0000088	n0											Prak.g_00121		Pram.g_00099			Prap.g_01061															Prbe.g_01657	Prbf.g_01443	Prbg.g_00887	Prbh.g_00668						Prbn.g_01304
N24.HOG0000124	OG0000089	n0											Prak.g_00130		Pram.g_00108			Prap.g_01052															Prbe.g_01666	Prbf.g_01452	Prbg.g_00896	Prbh.g_00659						Prbn.g_01295
N24.HOG0000125	OG0000090	n0											Prak.g_00147		Pram.g_00125			Prap.g_01035															Prbe.g_01683	Prbf.g_01469	Prbg.g_00913	Prbh.g_00642						Prbn.g_01278
N24.HOG0000126	OG0000091	n0											Prak.g_00181		Pram.g_00154			Prap.g_01001															Prbe.g_01717	Prbf.g_01503	Prbg.g_00947	Prbh.g_00613						Prbn.g_01244
N24.HOG0000127	OG0000092	n0											Prak.g_00182		Pram.g_00155			Prap.g_01000															Prbe.g_01718	Prbf.g_01504	Prbg.g_00948	Prbh.g_00612						Prbn.g_00384, Prbn.g_01243
N24.HOG0000128	OG0000093	n0											Prak.g_00196		Pram.g_00168			Prap.g_00986															Prbe.g_01732	Prbf.g_01518	Prbg.g_00962	Prbh.g_00599						Prbn.g_00370
N24.HOG0000129	OG0000094	n0											Prak.g_00215		Pram.g_00187			Prap.g_00967															Prbe.g_01751	Prbf.g_01537	Prbg.g_00981	Prbh.g_00580						Prbn.g_00351
N24.HOG0000130	OG0000095	n0											Prak.g_00220		Pram.g_00192			Prap.g_00962															Prbe.g_01756	Prbf.g_01542	Prbg.g_00986	Prbh.g_00575						Prbn.g_00346
N24.HOG0000131	OG0000096	n0											Prak.g_00268		Pram.g_00239			Prap.g_01460															Prbe.g_01804	Prbf.g_01590	Prbg.g_01034	Prbh.g_00528						Prbn.g_00017
N24.HOG0000132	OG0000097	n0											Prak.g_00292		Pram.g_00262			Prap.g_01436															Prbe.g_01828	Prbf.g_01614	Prbg.g_00053	Prbh.g_00505						Prbn.g_00041
N24.HOG0000133	OG0000098	n4											Prak.g_00303		Pram.g_00273			Prap.g_01425															Prbe.g_01839	Prbf.g_01625	Prbg.g_00064	Prbh.g_00494						Prbn.g_00052
N24.HOG0000134	OG0000099	n0											Prak.g_00313		Pram.g_00283			Prap.g_01415															Prbe.g_01849	Prbf.g_01635	Prbg.g_00074	Prbh.g_00484						Prbn.g_00062
N24.HOG0000135	OG0000100	n0											Prak.g_00316		Pram.g_00286			Prap.g_01412															Prbe.g_01852	Prbf.g_01638	Prbg.g_00077	Prbh.g_00481						Prbn.g_00065
N24.HOG0000136	OG0000101	n0											Prak.g_00381		Pram.g_00354			Prap.g_01347															Prbe.g_01917	Prbf.g_01703	Prbg.g_00139	Prbh.g_00413						Prbn.g_00694
N24.HOG0000137	OG0000102	n0											Prak.g_01259		Pram.g_01589			Prap.g_00543															Prbe.g_00911	Prbf.g_00044	Prbg.g_00459	Prbh.g_01825						Prbn.g_01102
N24.HOG0000138	OG0000103	n0											Prak.g_00437		Pram.g_00412			Prap.g_01291															Prbe.g_00657	Prbf.g_01759	Prbg.g_00195	Prbh.g_00355						Prbn.g_00638
N24.HOG0000139	OG0000104	n0											Prak.g_00441		Pram.g_00416			Prap.g_01287															Prbe.g_00653	Prbf.g_01763	Prbg.g_00199	Prbh.g_00351						Prbn.g_00634
N24.HOG0000140	OG0000105	n0											Prak.g_00461		Pram.g_00437			Prap.g_01267															Prbe.g_00633	Prbf.g_01783	Prbg.g_00219	Prbh.g_00330						Prbn.g_00614
N24.HOG0000141	OG0000106	n0											Prak.g_00491		Pram.g_00470			Prap.g_01237															Prbe.g_00603	Prbf.g_01813	Prbg.g_00249	Prbh.g_00297						Prbn.g_00584
N24.HOG0000142	OG0000107	n0											Prak.g_00492		Pram.g_00471			Prap.g_01236															Prbe.g_00602	Prbf.g_01814	Prbg.g_00250	Prbh.g_00296						Prbn.g_00583
N24.HOG0000143	OG0000108	n0											Prak.g_00502		Pram.g_00480			Prap.g_01226															Prbe.g_00592	Prbf.g_01824	Prbg.g_00260	Prbh.g_00287						Prbn.g_00573
N24.HOG0000144	OG0000109	n0											Prak.g_00512		Pram.g_00489			Prap.g_01217															Prbe.g_00583	Prbf.g_01833	Prbg.g_00270	Prbh.g_00278						Prbn.g_00564
N24.HOG0000145	OG0000110	n0											Prak.g_00529		Pram.g_00507			Prap.g_01200															Prbe.g_00566	Prbf.g_01850	Prbg.g_00287	Prbh.g_00260						Prbn.g_00547
N24.HOG0000146	OG0000111	n0											Prak.g_01091		Pram.g_01059			Prap.g_00375															Prbe.g_01468	Prbf.g_00999	Prbg.g_01405	Prbh.g_01202						Prbn.g_00443
N24.HOG0000147	OG0000112	n0											Prak.g_01090		Pram.g_01058			Prap.g_00374															Prbe.g_01467	Prbf.g_01000	Prbg.g_01404	Prbh.g_01201						Prbn.g_00444
N24.HOG0000148	OG0000113	n0											Prak.g_01040		Pram.g_01006			Prap.g_00324															Prbe.g_01417	Prbf.g_01050	Prbg.g_01354	Prbh.g_01149						Prbn.g_01351
N24.HOG0000149	OG0000114	n0											Prak.g_00843		Pram.g_00807			Prap.g_00785															Prbe.g_01220	Prbf.g_01247	Prbg.g_01157	Prbh.g_00951						Prbn.g_01548
N24.HOG0000150	OG0000115	n0											Prak.g_00973		Pram.g_00943			Prap.g_00257															Prbe.g_01350	Prbf.g_01117	Prbg.g_01287	Prbh.g_01086						Prbn.g_01418
N24.HOG0000151	OG0000116	n0											Prak.g_00977		Pram.g_00947			Prap.g_00261															Prbe.g_01354	Prbf.g_01113	Prbg.g_01291	Prbh.g_01090						Prbn.g_01414
N24.HOG0000152	OG0000117	n0											Prak.g_00923		Pram.g_00891			Prap.g_00705															Prbe.g_01300	Prbf.g_01167	Prbg.g_01237	Prbh.g_01034						Prbn.g_01468
N24.HOG0000153	OG0000118	n0											Prak.g_01217		Pram.g_01185			Prap.g_00501															Prbe.g_01594	Prbf.g_00873	Prbg.g_01531	Prbh.g_01328						Prbn.g_01144
N24.HOG0000154	OG0000119	n0											Prak.g_01553		Pram.g_01549			Prap.g_01880															Prbe.g_00044	Prbf.g_00785	Prbg.g_00752	Prbh.g_01865						Prbn.g_01653
