HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N23.HOG0000089	OG0000072	n0						Praf.g_02336		Prah.g_02187																																
N23.HOG0000090	OG0000073	n15						Praf.g_01012																																		
N23.HOG0000091	OG0000073	n16						Praf.g_01748		Prah.g_00445																																
N23.HOG0000092	OG0000074	n0						Praf.g_01219, Praf.g_01218		Prah.g_00974																																
N23.HOG0000093	OG0000075	n3						Praf.g_01537		Prah.g_00660																																
N23.HOG0000094	OG0000076	n0						Praf.g_01274		Prah.g_00915																																
N23.HOG0000095	OG0000078	n0						Praf.g_02342		Prah.g_02191																																
N23.HOG0000096	OG0000079	n0						Praf.g_00501		Prah.g_01654																																
N23.HOG0000097	OG0000080	n0						Praf.g_00549		Prah.g_01609																																
N23.HOG0000098	OG0000081	n0						Praf.g_02382, Praf.g_02378, Praf.g_02380		Prah.g_02230																																
N23.HOG0000099	OG0000082	n0						Praf.g_02699		Prah.g_02533																																
N23.HOG0000100	OG0000083	n0						Praf.g_00003		Prah.g_00004																																
N23.HOG0000101	OG0000084	n0						Praf.g_00006		Prah.g_00007																																
N23.HOG0000102	OG0000085	n0						Praf.g_00028		Prah.g_00029																																
N23.HOG0000103	OG0000087	n0						Praf.g_00333, Praf.g_02602		Prah.g_02458																																
N23.HOG0000104	OG0000088	n0						Praf.g_00224		Prah.g_00194																																
N23.HOG0000105	OG0000089	n0						Praf.g_00212		Prah.g_00176, Prah.g_00180																																
N23.HOG0000106	OG0000090	n0						Praf.g_02420		Prah.g_02268																																
N23.HOG0000107	OG0000091	n0						Praf.g_02457		Prah.g_02307																																
N23.HOG0000108	OG0000092	n0						Praf.g_02468		Prah.g_02308																																
N23.HOG0000109	OG0000093	n0						Praf.g_02711, Praf.g_02492		Prah.g_02324																																
N23.HOG0000110	OG0000094	n0						Praf.g_02521, Praf.g_02708		Prah.g_02362																																
N23.HOG0000111	OG0000095	n0						Praf.g_02532		Prah.g_02371																																
N23.HOG0000112	OG0000096	n0						Praf.g_02217		Prah.g_02089																																
N23.HOG0000113	OG0000097	n0						Praf.g_02271		Prah.g_02126																																
N23.HOG0000114	OG0000098	n4						Praf.g_02284		Prah.g_02139																																
N23.HOG0000115	OG0000099	n0						Praf.g_02296		Prah.g_02151																																
N23.HOG0000116	OG0000100	n0						Praf.g_02300		Prah.g_02155																																
N23.HOG0000117	OG0000101	n0						Praf.g_02012		Prah.g_00208																																
N23.HOG0000118	OG0000102	n0						Praf.g_02715, Praf.g_02705		Prah.g_02538																																
N23.HOG0000119	OG0000103	n0						Praf.g_01905		Prah.g_00313, Prah.g_00314																																
N23.HOG0000120	OG0000104	n0						Praf.g_00595		Prah.g_01566																																
N23.HOG0000121	OG0000105	n0						Praf.g_00143, Praf.g_00616		Prah.g_01544																																
N23.HOG0000122	OG0000106	n0						Praf.g_00658		Prah.g_00108, Prah.g_01503																																
N23.HOG0000123	OG0000107	n0						Praf.g_00660		Prah.g_01501																																
N23.HOG0000124	OG0000108	n0						Praf.g_00681		Prah.g_01476																																
N23.HOG0000125	OG0000109	n0						Praf.g_00692		Prah.g_01465																																
N23.HOG0000126	OG0000110	n0						Praf.g_00711		Prah.g_01446																																
N23.HOG0000127	OG0000111	n0						Praf.g_01036, Praf.g_01720		Prah.g_00474																																
N23.HOG0000128	OG0000112	n0						Praf.g_01035, Praf.g_01721		Prah.g_00473																																
N23.HOG0000129	OG0000113	n0						Praf.g_00144, Praf.g_01435		Prah.g_00752																																
N23.HOG0000130	OG0000114	n0						Praf.g_01528		Prah.g_01823, Prah.g_00669																																
N23.HOG0000131	OG0000115	n0						Praf.g_01392		Prah.g_00796																																
N23.HOG0000132	OG0000116	n0						Praf.g_01384, Praf.g_01383		Prah.g_00805																																
N23.HOG0000133	OG0000117	n0						Praf.g_01277		Prah.g_00912																																
N23.HOG0000134	OG0000118	n0						Praf.g_02776		Prah.g_02597																																
N23.HOG0000135	OG0000119	n0						Praf.g_02692		Prah.g_02526																																
N23.HOG0000136	OG0000120	n0						Praf.g_00861		Prah.g_01315																																
N23.HOG0000137	OG0000121	n0						Praf.g_00922		Prah.g_01254																																
N23.HOG0000138	OG0000122	n0						Praf.g_00901		Prah.g_01276																																
N23.HOG0000139	OG0000123	n0						Praf.g_00938		Prah.g_01237, Prah.g_01238																																
N23.HOG0000140	OG0000124	n0						Praf.g_01285		Prah.g_00905																																
N23.HOG0000141	OG0000125	n0						Praf.g_00779		Prah.g_01378																																
N23.HOG0000142	OG0000126	n0						Praf.g_00585, Praf.g_00583		Prah.g_01576																																
N23.HOG0000143	OG0000127	n0						Praf.g_01778, Praf.g_01776		Prah.g_00424																																
N23.HOG0000144	OG0000128	n0						Praf.g_01795		Prah.g_00407																																
N23.HOG0000145	OG0000129	n0						Praf.g_01848		Prah.g_00361																																
N23.HOG0000146	OG0000130	n0						Praf.g_00485		Prah.g_01672																																
N23.HOG0000147	OG0000131	n0						Praf.g_00437		Prah.g_01725																																
N23.HOG0000148	OG0000132	n0						Praf.g_00434		Prah.g_01728																																
N23.HOG0000149	OG0000133	n0						Praf.g_02162		Prah.g_02038																																
N23.HOG0000150	OG0000134	n0						Praf.g_02125		Prah.g_02001																																
N23.HOG0000151	OG0000135	n0						Praf.g_02123		Prah.g_01999																																
N23.HOG0000152	OG0000136	n0						Praf.g_02396		Prah.g_02244																																
N23.HOG0000153	OG0000137	n0						Praf.g_00152		Prah.g_00089																																
N23.HOG0000154	OG0000138	n0						Praf.g_02664		Prah.g_02498																																
N23.HOG0000155	OG0000139	n0						Praf.g_02757		Prah.g_02578																																
N23.HOG0000156	OG0000140	n0						Praf.g_00001		Prah.g_00002																																
N23.HOG0000157	OG0000141	n0						Praf.g_00002		Prah.g_00003																																
N23.HOG0000158	OG0000142	n0						Praf.g_00004		Prah.g_00005																																
N23.HOG0000159	OG0000143	n0						Praf.g_00005		Prah.g_00006																																
N23.HOG0000160	OG0000144	n0						Praf.g_00007		Prah.g_00008																																
N23.HOG0000161	OG0000145	n0						Praf.g_00009		Prah.g_00010																																
N23.HOG0000162	OG0000146	n0						Praf.g_00010		Prah.g_00011																																
N23.HOG0000163	OG0000147	n0						Praf.g_00011		Prah.g_00012																																
N23.HOG0000164	OG0000148	n0						Praf.g_00013		Prah.g_00014																																
N23.HOG0000165	OG0000149	n0						Praf.g_00015		Prah.g_00016																																
N23.HOG0000166	OG0000150	n0						Praf.g_00016		Prah.g_00017																																
N23.HOG0000167	OG0000151	n0						Praf.g_00021		Prah.g_00022																																
N23.HOG0000168	OG0000152	n0						Praf.g_00022		Prah.g_00023																																
N23.HOG0000169	OG0000153	n0						Praf.g_00023		Prah.g_00024																																
N23.HOG0000170	OG0000154	n0						Praf.g_00024		Prah.g_00025																																
N23.HOG0000171	OG0000155	n0						Praf.g_00025		Prah.g_00026																																
N23.HOG0000172	OG0000156	n0						Praf.g_00026		Prah.g_00027																																
N23.HOG0000173	OG0000157	n0						Praf.g_00027		Prah.g_00028																																
N23.HOG0000174	OG0000158	n0						Praf.g_00029		Prah.g_00030																																
N23.HOG0000175	OG0000159	n0						Praf.g_00030		Prah.g_00031																																
N23.HOG0000176	OG0000160	n0						Praf.g_00031		Prah.g_00032																																
N23.HOG0000177	OG0000161	n0						Praf.g_00032		Prah.g_00033																																
N23.HOG0000178	OG0000162	n0						Praf.g_00033		Prah.g_00034																																
N23.HOG0000179	OG0000163	n0						Praf.g_00035		Prah.g_00036																																
N23.HOG0000180	OG0000164	n0						Praf.g_00040		Prah.g_00041																																
N23.HOG0000181	OG0000165	n0						Praf.g_00045		Prah.g_00046																																
N23.HOG0000182	OG0000166	n0						Praf.g_00046		Prah.g_00047																																
N23.HOG0000183	OG0000167	n0						Praf.g_00047		Prah.g_00048																																
N23.HOG0000184	OG0000168	n0						Praf.g_00050		Prah.g_00049																																
N23.HOG0000185	OG0000169	n0						Praf.g_00052		Prah.g_00051																																
N23.HOG0000186	OG0000170	n0						Praf.g_02654		Prah.g_02488																																
N23.HOG0000187	OG0000171	n0						Praf.g_02652		Prah.g_02486																																
N23.HOG0000188	OG0000172	n0						Praf.g_02618		Prah.g_02485																																
N23.HOG0000189	OG0000173	n0						Praf.g_02611		Prah.g_02478																																
N23.HOG0000190	OG0000174	n0						Praf.g_02605		Prah.g_02471																																
N23.HOG0000191	OG0000175	n0						Praf.g_02603		Prah.g_02466																																
N23.HOG0000192	OG0000176	n0						Praf.g_02601		Prah.g_02457																																
N23.HOG0000193	OG0000177	n0						Praf.g_02597		Prah.g_02454																																
N23.HOG0000194	OG0000178	n0						Praf.g_02596		Prah.g_02453																																
N23.HOG0000195	OG0000179	n0						Praf.g_00328		Prah.g_01830																																
N23.HOG0000196	OG0000180	n0						Praf.g_00326		Prah.g_01833																																
N23.HOG0000197	OG0000181	n0						Praf.g_00325		Prah.g_01834																																
N23.HOG0000198	OG0000182	n0						Praf.g_00321		Prah.g_01838																																
N23.HOG0000199	OG0000183	n0						Praf.g_00320		Prah.g_01839																																
N23.HOG0000200	OG0000184	n0						Praf.g_00316		Prah.g_01843																																
N23.HOG0000201	OG0000185	n0						Praf.g_00310		Prah.g_01849																																
N23.HOG0000202	OG0000186	n0						Praf.g_00309		Prah.g_01850																																
N23.HOG0000203	OG0000187	n0						Praf.g_00962		Prah.g_01211																																
N23.HOG0000204	OG0000188	n0						Praf.g_00308		Prah.g_01851																																
N23.HOG0000205	OG0000189	n0						Praf.g_00304		Prah.g_01859																																
N23.HOG0000206	OG0000190	n0						Praf.g_00303		Prah.g_01860																																
N23.HOG0000207	OG0000191	n0						Praf.g_00302		Prah.g_01861																																
N23.HOG0000208	OG0000192	n0						Praf.g_00301		Prah.g_01862																																
N23.HOG0000209	OG0000193	n0						Praf.g_00300		Prah.g_01863																																
N23.HOG0000210	OG0000194	n0						Praf.g_00299		Prah.g_01864																																
N23.HOG0000211	OG0000195	n0						Praf.g_00297		Prah.g_01866																																
N23.HOG0000212	OG0000196	n0						Praf.g_00296		Prah.g_01867																																
N23.HOG0000213	OG0000197	n0						Praf.g_00268		Prah.g_01873																																
N23.HOG0000214	OG0000198	n0						Praf.g_00264		Prah.g_01877																																
N23.HOG0000215	OG0000199	n0						Praf.g_00259		Prah.g_01882																																
N23.HOG0000216	OG0000200	n0						Praf.g_00258		Prah.g_01883																																
N23.HOG0000217	OG0000201	n0						Praf.g_00257		Prah.g_01884																																
N23.HOG0000218	OG0000202	n0						Praf.g_00255		Prah.g_01886																																
N23.HOG0000219	OG0000203	n0						Praf.g_00254		Prah.g_01887																																
N23.HOG0000220	OG0000204	n0						Praf.g_00253		Prah.g_01888																																
N23.HOG0000221	OG0000205	n0						Praf.g_00251		Prah.g_01890																																
N23.HOG0000222	OG0000206	n0						Praf.g_00250		Prah.g_01891																																
N23.HOG0000223	OG0000207	n0						Praf.g_00249		Prah.g_01892																																
N23.HOG0000224	OG0000208	n0						Praf.g_00248		Prah.g_01893																																
N23.HOG0000225	OG0000209	n0						Praf.g_00247		Prah.g_01894																																
N23.HOG0000226	OG0000210	n0						Praf.g_00245		Prah.g_01896																																
N23.HOG0000227	OG0000211	n0						Praf.g_00244		Prah.g_01897																																
N23.HOG0000228	OG0000212	n0						Praf.g_00243		Prah.g_01898																																
N23.HOG0000229	OG0000213	n0						Praf.g_00240		Prah.g_01901																																
N23.HOG0000230	OG0000214	n0						Praf.g_00230		Prah.g_01908																																
N23.HOG0000231	OG0000215	n0						Praf.g_00225		Prah.g_00195																																
N23.HOG0000232	OG0000216	n0						Praf.g_00223		Prah.g_00193																																
N23.HOG0000233	OG0000217	n0						Praf.g_00221		Prah.g_00191																																
N23.HOG0000234	OG0000218	n0						Praf.g_00219		Prah.g_00189																																
N23.HOG0000235	OG0000219	n0						Praf.g_00218		Prah.g_00188																																
N23.HOG0000236	OG0000220	n0						Praf.g_00214		Prah.g_00183																																
N23.HOG0000237	OG0000221	n0						Praf.g_00209		Prah.g_00175																																
N23.HOG0000238	OG0000222	n0						Praf.g_00208		Prah.g_00174																																
N23.HOG0000239	OG0000223	n0						Praf.g_00207		Prah.g_00173																																
N23.HOG0000240	OG0000224	n0						Praf.g_02403		Prah.g_02252																																
N23.HOG0000241	OG0000225	n0						Praf.g_02405		Prah.g_02254																																
N23.HOG0000242	OG0000226	n0						Praf.g_02408		Prah.g_02257																																
N23.HOG0000243	OG0000227	n0						Praf.g_02410		Prah.g_02259																																
N23.HOG0000244	OG0000228	n0						Praf.g_02411		Prah.g_02260																																
N23.HOG0000245	OG0000229	n0						Praf.g_02412		Prah.g_02261																																
N23.HOG0000246	OG0000230	n0						Praf.g_02413		Prah.g_02262																																
N23.HOG0000247	OG0000231	n0						Praf.g_02415		Prah.g_02264																																
N23.HOG0000248	OG0000232	n0						Praf.g_02416		Prah.g_02265																																
N23.HOG0000249	OG0000233	n0						Praf.g_02421		Prah.g_02269																																
N23.HOG0000250	OG0000234	n0						Praf.g_02430		Prah.g_02280																																
N23.HOG0000251	OG0000235	n0						Praf.g_02432		Prah.g_02282																																
N23.HOG0000252	OG0000236	n0						Praf.g_02433		Prah.g_02283																																
N23.HOG0000253	OG0000237	n0						Praf.g_02434		Prah.g_02284																																
N23.HOG0000254	OG0000238	n0						Praf.g_02435		Prah.g_02285																																
N23.HOG0000255	OG0000239	n0						Praf.g_02436		Prah.g_02286																																
N23.HOG0000256	OG0000240	n0						Praf.g_02438		Prah.g_02288																																
N23.HOG0000257	OG0000241	n0						Praf.g_02439		Prah.g_02289																																
N23.HOG0000258	OG0000242	n0						Praf.g_02440		Prah.g_02290																																
N23.HOG0000259	OG0000243	n0						Praf.g_02441		Prah.g_02291																																
N23.HOG0000260	OG0000244	n0						Praf.g_02442		Prah.g_02292																																
N23.HOG0000261	OG0000245	n0						Praf.g_02444		Prah.g_02294																																
N23.HOG0000262	OG0000246	n0						Praf.g_02446		Prah.g_02296																																
N23.HOG0000263	OG0000247	n0						Praf.g_02447		Prah.g_02297																																
N23.HOG0000264	OG0000248	n0						Praf.g_02448		Prah.g_02298																																
N23.HOG0000265	OG0000249	n0						Praf.g_02449		Prah.g_02299																																
N23.HOG0000266	OG0000250	n0						Praf.g_02450		Prah.g_02300																																
N23.HOG0000267	OG0000251	n0						Praf.g_02451		Prah.g_02301																																
N23.HOG0000268	OG0000252	n0						Praf.g_02452		Prah.g_02302																																
N23.HOG0000269	OG0000253	n0						Praf.g_02453		Prah.g_02303																																
N23.HOG0000270	OG0000254	n0						Praf.g_02455		Prah.g_02305																																
N23.HOG0000271	OG0000255	n0						Praf.g_02456		Prah.g_02306																																
N23.HOG0000272	OG0000256	n0						Praf.g_02469		Prah.g_02309																																
N23.HOG0000273	OG0000257	n0						Praf.g_02470		Prah.g_02310																																
N23.HOG0000274	OG0000258	n0						Praf.g_02471		Prah.g_02311																																
N23.HOG0000275	OG0000259	n0						Praf.g_02472		Prah.g_02312																																
N23.HOG0000276	OG0000260	n0						Praf.g_02473		Prah.g_02313																																
N23.HOG0000277	OG0000261	n0						Praf.g_02474		Prah.g_02314																																
N23.HOG0000278	OG0000262	n0						Praf.g_02475		Prah.g_02315																																
N23.HOG0000279	OG0000263	n0						Praf.g_02476		Prah.g_02316																																
N23.HOG0000280	OG0000264	n0						Praf.g_01486		Prah.g_00709																																
N23.HOG0000281	OG0000265	n0						Praf.g_02489		Prah.g_02321																																
N23.HOG0000282	OG0000266	n0						Praf.g_02491		Prah.g_02323																																
N23.HOG0000283	OG0000267	n0						Praf.g_02495		Prah.g_02334																																
N23.HOG0000284	OG0000268	n0						Praf.g_02497		Prah.g_02336																																
N23.HOG0000285	OG0000269	n0						Praf.g_02500		Prah.g_02339																																
N23.HOG0000286	OG0000270	n0						Praf.g_02502		Prah.g_02341																																
N23.HOG0000287	OG0000271	n0						Praf.g_02505		Prah.g_02344																																
N23.HOG0000288	OG0000272	n0						Praf.g_02506		Prah.g_02345																																
N23.HOG0000289	OG0000273	n0						Praf.g_02509		Prah.g_02350																																
N23.HOG0000290	OG0000274	n0						Praf.g_02511		Prah.g_02352																																
N23.HOG0000291	OG0000275	n0						Praf.g_02512		Prah.g_02353																																
N23.HOG0000292	OG0000276	n0						Praf.g_02513		Prah.g_02354																																
N23.HOG0000293	OG0000277	n0						Praf.g_02514		Prah.g_02355																																
N23.HOG0000294	OG0000278	n0						Praf.g_02515		Prah.g_02356																																
N23.HOG0000295	OG0000279	n0						Praf.g_02516		Prah.g_02357																																
N23.HOG0000296	OG0000280	n0						Praf.g_02517		Prah.g_02358																																
N23.HOG0000297	OG0000281	n0						Praf.g_02519		Prah.g_02360																																
N23.HOG0000298	OG0000282	n0						Praf.g_02520		Prah.g_02361																																
N23.HOG0000299	OG0000283	n0						Praf.g_02524		Prah.g_02364																																
N23.HOG0000300	OG0000284	n0						Praf.g_02525		Prah.g_02365																																
N23.HOG0000301	OG0000285	n0						Praf.g_02531		Prah.g_02370																																
N23.HOG0000302	OG0000286	n0						Praf.g_02533		Prah.g_02372																																
N23.HOG0000303	OG0000287	n0						Praf.g_02582		Prah.g_02420																																
N23.HOG0000304	OG0000288	n0						Praf.g_02581		Prah.g_02419																																
N23.HOG0000305	OG0000289	n0						Praf.g_02575		Prah.g_02418																																
N23.HOG0000306	OG0000290	n0						Praf.g_02574		Prah.g_02417																																
N23.HOG0000307	OG0000291	n0						Praf.g_02572		Prah.g_02415																																
N23.HOG0000308	OG0000292	n0						Praf.g_02568		Prah.g_02411																																
N23.HOG0000309	OG0000293	n0						Praf.g_02567		Prah.g_02410																																
N23.HOG0000310	OG0000294	n0						Praf.g_02566		Prah.g_02409																																
N23.HOG0000311	OG0000295	n0						Praf.g_02560		Prah.g_02403																																
N23.HOG0000312	OG0000296	n0						Praf.g_02559		Prah.g_02402																																
N23.HOG0000313	OG0000297	n0						Praf.g_02557		Prah.g_02400																																
N23.HOG0000314	OG0000298	n0						Praf.g_02556		Prah.g_02399																																
N23.HOG0000315	OG0000299	n0						Praf.g_02555		Prah.g_02398																																
N23.HOG0000316	OG0000300	n0						Praf.g_02554		Prah.g_02397																																
N23.HOG0000317	OG0000301	n0						Praf.g_02553		Prah.g_02396																																
N23.HOG0000318	OG0000302	n0						Praf.g_02552		Prah.g_02395																																
N23.HOG0000319	OG0000303	n0						Praf.g_02551		Prah.g_02394																																
N23.HOG0000320	OG0000304	n0						Praf.g_02549		Prah.g_02392																																
N23.HOG0000321	OG0000305	n0						Praf.g_02548		Prah.g_02391																																
N23.HOG0000322	OG0000306	n0						Praf.g_02547		Prah.g_02390																																
N23.HOG0000323	OG0000307	n0						Praf.g_00374		Prah.g_01786																																
N23.HOG0000324	OG0000308	n0						Praf.g_00745		Prah.g_01411																																
N23.HOG0000325	OG0000309	n0						Praf.g_00744		Prah.g_01412																																
N23.HOG0000326	OG0000310	n0						Praf.g_00743		Prah.g_01413																																
N23.HOG0000327	OG0000311	n0						Praf.g_00378		Prah.g_01782																																
N23.HOG0000328	OG0000312	n0						Praf.g_00379		Prah.g_01781																																
N23.HOG0000329	OG0000313	n0						Praf.g_00385		Prah.g_01779																																
N23.HOG0000330	OG0000314	n0						Praf.g_00391		Prah.g_01773																																
N23.HOG0000331	OG0000315	n0						Praf.g_00392		Prah.g_01772																																
N23.HOG0000332	OG0000316	n0						Praf.g_02203		Prah.g_02074																																
N23.HOG0000333	OG0000317	n0						Praf.g_02207		Prah.g_02078																																
N23.HOG0000334	OG0000318	n0						Praf.g_02208		Prah.g_02079																																
N23.HOG0000335	OG0000319	n0						Praf.g_02209		Prah.g_02080																																
N23.HOG0000336	OG0000320	n0						Praf.g_02210		Prah.g_02082																																
N23.HOG0000337	OG0000321	n0						Praf.g_02215		Prah.g_02087																																
N23.HOG0000338	OG0000322	n0						Praf.g_02242		Prah.g_02098																																
N23.HOG0000339	OG0000323	n0						Praf.g_02243		Prah.g_02099																																
N23.HOG0000340	OG0000324	n0						Praf.g_02245		Prah.g_02101																																
N23.HOG0000341	OG0000325	n0						Praf.g_02247		Prah.g_02103																																
