HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N35.HOG0000028	OG0000010	n46																								Prax.g_01936						Prbd.g_01870										
N35.HOG0000029	OG0000011	n30																								Prax.g_00843						Prbd.g_00909										
N35.HOG0000030	OG0000012	n0																								Prax.g_00057						Prbd.g_00646										
N35.HOG0000031	OG0000013	n4																														Prbd.g_00065										
N35.HOG0000032	OG0000013	n9																								Prax.g_00523						Prbd.g_00826										
N35.HOG0000033	OG0000014	n26																								Prax.g_01916						Prbd.g_01832										
N35.HOG0000034	OG0000014	n41																														Prbd.g_00772										
N35.HOG0000035	OG0000015	n7																								Prax.g_00793						Prbd.g_00856										
N35.HOG0000036	OG0000016	n0																								Prax.g_01867						Prbd.g_01768										
N35.HOG0000037	OG0000017	n6																								Prax.g_01708						Prbd.g_01669										
N35.HOG0000038	OG0000018	n0																								Prax.g_01972						Prbd.g_00998										
N35.HOG0000039	OG0000019	n5																								Prax.g_01587						Prbd.g_01546										
N35.HOG0000040	OG0000019	n18																								Prax.g_00808						Prbd.g_00874										
N35.HOG0000041	OG0000020	n3																								Prax.g_00173						Prbd.g_00439										
N35.HOG0000042	OG0000020	n25																								Prax.g_00799						Prbd.g_00864										
N35.HOG0000043	OG0000020	n45																								Prax.g_00512																
N35.HOG0000044	OG0000021	n0																								Prax.g_00391						Prbd.g_00084										
N35.HOG0000045	OG0000022	n0																								Prax.g_01917						Prbd.g_01833										
N35.HOG0000046	OG0000023	n1																								Prax.g_01950						Prbd.g_01887										
N35.HOG0000047	OG0000023	n28																								Prax.g_01617						Prbd.g_01576										
N35.HOG0000048	OG0000024	n0																								Prax.g_00869						Prbd.g_00933										
N35.HOG0000049	OG0000025	n4																								Prax.g_01240						Prbd.g_00375										
N35.HOG0000050	OG0000025	n23																								Prax.g_00448																
N35.HOG0000051	OG0000026	n6																								Prax.g_00280						Prbd.g_01204										
N35.HOG0000052	OG0000027	n5																								Prax.g_01641						Prbd.g_01601										
N35.HOG0000053	OG0000027	n31																								Prax.g_00441						Prbd.g_00034										
N35.HOG0000054	OG0000028	n1																														Prbd.g_01689										
N35.HOG0000055	OG0000028	n32																								Prax.g_01733																
N35.HOG0000056	OG0000028	n40																								Prax.g_01728																
N35.HOG0000057	OG0000029	n22																								Prax.g_01616						Prbd.g_01575										
N35.HOG0000058	OG0000030	n43																								Prax.g_01976																
N35.HOG0000059	OG0000031	n13																														Prbd.g_01544										
N35.HOG0000060	OG0000031	n32																								Prax.g_01927																
N35.HOG0000061	OG0000032	n8																								Prax.g_01831																
N35.HOG0000062	OG0000033	n21																														Prbd.g_01224										
N35.HOG0000063	OG0000035	n3																								Prax.g_01244						Prbd.g_00379										
N35.HOG0000064	OG0000035	n18																														Prbd.g_00192										
N35.HOG0000065	OG0000036	n0																								Prax.g_00045						Prbd.g_00658										
N35.HOG0000066	OG0000037	n0																								Prax.g_00082						Prbd.g_00621										
N35.HOG0000067	OG0000038	n0																								Prax.g_00415						Prbd.g_00061										
N35.HOG0000068	OG0000039	n0																								Prax.g_01052						Prbd.g_01074										
N35.HOG0000069	OG0000040	n0																								Prax.g_00813						Prbd.g_00879										
N35.HOG0000070	OG0000041	n7																								Prax.g_00772						Prbd.g_00833										
N35.HOG0000071	OG0000042	n0																								Prax.g_00485						Prbd.g_00007										
N35.HOG0000072	OG0000043	n0																								Prax.g_00388						Prbd.g_00087										
N35.HOG0000073	OG0000044	n21																								Prax.g_00200						Prbd.g_00468										
N35.HOG0000074	OG0000045	n19																								Prax.g_01823						Prbd.g_01733										
N35.HOG0000075	OG0000046	n0																								Prax.g_01566						Prbd.g_01532										
N35.HOG0000076	OG0000047	n9																								Prax.g_01394						Prbd.g_01335										
N35.HOG0000077	OG0000048	n0																								Prax.g_01401						Prbd.g_01328										
N35.HOG0000078	OG0000050	n2																								Prax.g_00282						Prbd.g_01206										
N35.HOG0000079	OG0000050	n22																								Prax.g_00458																
N35.HOG0000080	OG0000051	n20																								Prax.g_01061						Prbd.g_01083										
N35.HOG0000081	OG0000052	n0																								Prax.g_00803						Prbd.g_00868										
N35.HOG0000082	OG0000053	n0																								Prax.g_00662						Prbd.g_00703										
N35.HOG0000083	OG0000054	n7																								Prax.g_00421						Prbd.g_00055										
N35.HOG0000084	OG0000054	n26																								Prax.g_00457																
N35.HOG0000085	OG0000055	n0																								Prax.g_00351						Prbd.g_00124										
N35.HOG0000086	OG0000056	n11																								Prax.g_00148																
N35.HOG0000087	OG0000057	n18																								Prax.g_00981						Prbd.g_01002										
N35.HOG0000088	OG0000057	n36																								Prax.g_01581						Prbd.g_01537										
N35.HOG0000089	OG0000058	n7																								Prax.g_00727						Prbd.g_00767										
N35.HOG0000090	OG0000059	n0																								Prax.g_00944						Prbd.g_00546										
N35.HOG0000091	OG0000060	n4																								Prax.g_00439						Prbd.g_00036										
N35.HOG0000092	OG0000061	n5																								Prax.g_00159						Prbd.g_00425										
N35.HOG0000093	OG0000061	n25																								Prax.g_01149						Prbd.g_00284										
N35.HOG0000094	OG0000062	n0																								Prax.g_00161						Prbd.g_00427										
N35.HOG0000095	OG0000063	n0																								Prax.g_01959						Prbd.g_01895										
N35.HOG0000096	OG0000064	n3																								Prax.g_01580						Prbd.g_01536										
N35.HOG0000097	OG0000064	n13																								Prax.g_01948						Prbd.g_01884										
N35.HOG0000098	OG0000064	n28																								Prax.g_01589						Prbd.g_01547										
N35.HOG0000099	OG0000064	n40																								Prax.g_00456																
N35.HOG0000100	OG0000065	n0																								Prax.g_01899						Prbd.g_01801										
N35.HOG0000101	OG0000066	n0																								Prax.g_01832						Prbd.g_01737										
N35.HOG0000102	OG0000067	n24																														Prbd.g_01867										
N35.HOG0000103	OG0000067	n26																								Prax.g_00454						Prbd.g_00534										
N35.HOG0000104	OG0000068	n0																								Prax.g_01338						Prbd.g_01391										
N35.HOG0000105	OG0000069	n24																								Prax.g_01838						Prbd.g_01730										
N35.HOG0000106	OG0000071	n0																								Prax.g_01974						Prbd.g_01226										
N35.HOG0000107	OG0000072	n0																								Prax.g_00853, Prax.g_00852						Prbd.g_00917										
N35.HOG0000108	OG0000073	n16																								Prax.g_00973						Prbd.g_00575										
N35.HOG0000109	OG0000074	n0																								Prax.g_00951						Prbd.g_00553										
N35.HOG0000110	OG0000075	n25																								Prax.g_00366						Prbd.g_00109										
N35.HOG0000111	OG0000076	n0																								Prax.g_01204						Prbd.g_00340										
N35.HOG0000112	OG0000077	n0																														Prbd.g_01913										
N35.HOG0000113	OG0000078	n0																								Prax.g_01825						Prbd.g_01734										
N35.HOG0000114	OG0000079	n6																								Prax.g_01650						Prbd.g_01610										
N35.HOG0000115	OG0000080	n0																								Prax.g_01600						Prbd.g_01561										
N35.HOG0000116	OG0000081	n0																								Prax.g_01368						Prbd.g_01361										
N35.HOG0000117	OG0000082	n3																								Prax.g_01456						Prbd.g_01272										
N35.HOG0000118	OG0000083	n0																								Prax.g_01493						Prbd.g_01234										
N35.HOG0000119	OG0000084	n0																								Prax.g_01496						Prbd.g_01231										
N35.HOG0000120	OG0000085	n0																								Prax.g_00290						Prbd.g_01214										
N35.HOG0000121	OG0000086	n10																								Prax.g_00274						Prbd.g_01199										
N35.HOG0000122	OG0000087	n0																								Prax.g_00624						Prbd.g_01188										
N35.HOG0000123	OG0000088	n0																								Prax.g_01106						Prbd.g_01131										
N35.HOG0000124	OG0000089	n0																								Prax.g_01097						Prbd.g_01122										
N35.HOG0000125	OG0000090	n0																								Prax.g_01079						Prbd.g_01104, Prbd.g_01103										
N35.HOG0000126	OG0000091	n0																								Prax.g_01049						Prbd.g_01071										
N35.HOG0000127	OG0000092	n0																								Prax.g_01048						Prbd.g_01070										
N35.HOG0000128	OG0000093	n0																								Prax.g_01034						Prbd.g_01056										
N35.HOG0000129	OG0000094	n0																								Prax.g_01016						Prbd.g_01038										
N35.HOG0000130	OG0000095	n0																								Prax.g_01011						Prbd.g_01033										
N35.HOG0000131	OG0000096	n5																								Prax.g_00488																
N35.HOG0000132	OG0000096	n7																								Prax.g_00924						Prbd.g_00988										
N35.HOG0000133	OG0000097	n0																								Prax.g_00901						Prbd.g_00965										
N35.HOG0000134	OG0000098	n0																								Prax.g_00891						Prbd.g_00955										
N35.HOG0000135	OG0000099	n0																								Prax.g_00881						Prbd.g_00945										
N35.HOG0000136	OG0000100	n0																								Prax.g_00878						Prbd.g_00942										
N35.HOG0000137	OG0000101	n0																								Prax.g_01573, Prax.g_00816						Prbd.g_00882										
N35.HOG0000138	OG0000102	n0																								Prax.g_00792						Prbd.g_00855										
N35.HOG0000139	OG0000103	n0																								Prax.g_00726						Prbd.g_00766										
N35.HOG0000140	OG0000104	n0																								Prax.g_00722						Prbd.g_00762										
N35.HOG0000141	OG0000105	n0																								Prax.g_00702						Prbd.g_00743										
N35.HOG0000142	OG0000106	n0																								Prax.g_00669						Prbd.g_00710										
N35.HOG0000143	OG0000107	n0																								Prax.g_00668						Prbd.g_00709										
N35.HOG0000144	OG0000108	n0																								Prax.g_00004						Prbd.g_00699										
N35.HOG0000145	OG0000109	n0																								Prax.g_00013						Prbd.g_00690										
N35.HOG0000146	OG0000110	n0																								Prax.g_00029						Prbd.g_00674										
N35.HOG0000147	OG0000111	n0																								Prax.g_00110						Prbd.g_00593										
N35.HOG0000148	OG0000112	n0																								Prax.g_00111						Prbd.g_00592										
N35.HOG0000149	OG0000113	n0																								Prax.g_00463						Prbd.g_00029										
N35.HOG0000150	OG0000114	n0																								Prax.g_00375						Prbd.g_00100										
N35.HOG0000151	OG0000115	n0																								Prax.g_01129						Prbd.g_00264										
N35.HOG0000152	OG0000116	n0																								Prax.g_01133						Prbd.g_00268										
N35.HOG0000153	OG0000117	n0																								Prax.g_01201						Prbd.g_00337										
N35.HOG0000154	OG0000118	n0																								Prax.g_01254, Prax.g_01759						Prbd.g_00389										
N35.HOG0000155	OG0000119	n0																								Prax.g_00164						Prbd.g_00430										
N35.HOG0000156	OG0000120	n0																								Prax.g_00206						Prbd.g_00474										
N35.HOG0000157	OG0000121	n0																								Prax.g_00225						Prbd.g_00493										
N35.HOG0000158	OG0000122	n0																								Prax.g_00244						Prbd.g_00512										
N35.HOG0000159	OG0000123	n0																								Prax.g_00257						Prbd.g_00525										
N35.HOG0000160	OG0000124	n0																								Prax.g_01789						Prbd.g_01921										
N35.HOG0000161	OG0000125	n0																								Prax.g_01887						Prbd.g_01789										
N35.HOG0000162	OG0000126	n0																								Prax.g_01863						Prbd.g_01764										
N35.HOG0000163	OG0000127	n0																								Prax.g_01746						Prbd.g_01702										
N35.HOG0000164	OG0000128	n0																								Prax.g_01727						Prbd.g_01688										
N35.HOG0000165	OG0000129	n0																								Prax.g_01691						Prbd.g_01652										
N35.HOG0000166	OG0000130	n0																								Prax.g_01561						Prbd.g_01527										
N35.HOG0000167	OG0000131	n0																								Prax.g_01523						Prbd.g_01489										
N35.HOG0000168	OG0000132	n0																								Prax.g_01520						Prbd.g_01486										
N35.HOG0000169	OG0000133	n0																								Prax.g_01297						Prbd.g_01432										
N35.HOG0000170	OG0000134	n0																								Prax.g_01333						Prbd.g_01396										
N35.HOG0000171	OG0000135	n0																								Prax.g_01335						Prbd.g_01394										
N35.HOG0000172	OG0000136	n0																								Prax.g_01379						Prbd.g_01350										
N35.HOG0000173	OG0000137	n0																								Prax.g_01411						Prbd.g_01317										
N35.HOG0000174	OG0000138	n0																								Prax.g_01447						Prbd.g_01281										
N35.HOG0000175	OG0000139	n0																								Prax.g_01473						Prbd.g_01255										
N35.HOG0000176	OG0000140	n0																								Prax.g_01491						Prbd.g_01236										
N35.HOG0000177	OG0000141	n0																								Prax.g_01492						Prbd.g_01235										
N35.HOG0000178	OG0000142	n0																								Prax.g_01494						Prbd.g_01233										
N35.HOG0000179	OG0000143	n0																								Prax.g_01495						Prbd.g_01232										
N35.HOG0000180	OG0000144	n0																								Prax.g_01497						Prbd.g_01230										
N35.HOG0000181	OG0000145	n0																								Prax.g_01498						Prbd.g_01229										
N35.HOG0000182	OG0000146	n0																								Prax.g_01499						Prbd.g_01228										
N35.HOG0000183	OG0000147	n0																								Prax.g_01975						Prbd.g_01227										
N35.HOG0000184	OG0000148	n0																								Prax.g_01973						Prbd.g_01225										
N35.HOG0000185	OG0000149	n0																								Prax.g_00299						Prbd.g_01223										
N35.HOG0000186	OG0000150	n0																								Prax.g_00298						Prbd.g_01222										
N35.HOG0000187	OG0000151	n0																								Prax.g_00297						Prbd.g_01221										
N35.HOG0000188	OG0000152	n0																								Prax.g_00296						Prbd.g_01220										
N35.HOG0000189	OG0000153	n0																								Prax.g_00295						Prbd.g_01219										
N35.HOG0000190	OG0000154	n0																								Prax.g_00294						Prbd.g_01218										
N35.HOG0000191	OG0000155	n0																								Prax.g_00293						Prbd.g_01217										
N35.HOG0000192	OG0000156	n0																								Prax.g_00292						Prbd.g_01216										
N35.HOG0000193	OG0000157	n0																								Prax.g_00291						Prbd.g_01215										
N35.HOG0000194	OG0000158	n0																								Prax.g_00289						Prbd.g_01213										
N35.HOG0000195	OG0000159	n0																								Prax.g_00288						Prbd.g_01212										
N35.HOG0000196	OG0000160	n0																								Prax.g_00287						Prbd.g_01211										
N35.HOG0000197	OG0000161	n0																								Prax.g_00286						Prbd.g_01210										
N35.HOG0000198	OG0000162	n0																								Prax.g_00285						Prbd.g_01209										
N35.HOG0000199	OG0000163	n0																								Prax.g_00284						Prbd.g_01208										
N35.HOG0000200	OG0000164	n0																								Prax.g_00281						Prbd.g_01205										
N35.HOG0000201	OG0000165	n0																								Prax.g_00278						Prbd.g_01202										
N35.HOG0000202	OG0000166	n0																								Prax.g_00277						Prbd.g_01201										
N35.HOG0000203	OG0000167	n0																								Prax.g_00276						Prbd.g_01200										
N35.HOG0000204	OG0000168	n0																								Prax.g_00273						Prbd.g_01198										
N35.HOG0000205	OG0000169	n0																								Prax.g_00271						Prbd.g_01196										
N35.HOG0000206	OG0000170	n0																								Prax.g_00270						Prbd.g_01195										
N35.HOG0000207	OG0000171	n0																								Prax.g_00269						Prbd.g_01194										
N35.HOG0000208	OG0000172	n0																								Prax.g_00261						Prbd.g_01192										
N35.HOG0000209	OG0000173	n0																								Prax.g_00621						Prbd.g_01191										
N35.HOG0000210	OG0000174	n0																								Prax.g_00622						Prbd.g_01190										
N35.HOG0000211	OG0000175	n0																								Prax.g_00623						Prbd.g_01189										
N35.HOG0000212	OG0000176	n0																								Prax.g_00625						Prbd.g_01187										
N35.HOG0000213	OG0000177	n0																								Prax.g_00626						Prbd.g_01186										
N35.HOG0000214	OG0000178	n0																								Prax.g_00627						Prbd.g_01185										
N35.HOG0000215	OG0000179	n0																								Prax.g_00635						Prbd.g_01180										
N35.HOG0000216	OG0000180	n0																								Prax.g_00636						Prbd.g_01179										
N35.HOG0000217	OG0000181	n0																								Prax.g_00637						Prbd.g_01178										
N35.HOG0000218	OG0000182	n0																								Prax.g_00640						Prbd.g_01175										
N35.HOG0000219	OG0000183	n0																								Prax.g_00641						Prbd.g_01174										
N35.HOG0000220	OG0000184	n0																								Prax.g_00644						Prbd.g_01171										
N35.HOG0000221	OG0000185	n0																								Prax.g_00648						Prbd.g_01167										
N35.HOG0000222	OG0000186	n0																								Prax.g_00649						Prbd.g_01166										
N35.HOG0000223	OG0000187	n0																								Prax.g_00650						Prbd.g_01165										
N35.HOG0000224	OG0000188	n0																								Prax.g_00651						Prbd.g_01164										
N35.HOG0000225	OG0000189	n0																								Prax.g_00652						Prbd.g_01163										
N35.HOG0000226	OG0000190	n0																								Prax.g_00653						Prbd.g_01162										
N35.HOG0000227	OG0000191	n0																								Prax.g_00654						Prbd.g_01161										
N35.HOG0000228	OG0000192	n0																								Prax.g_00655						Prbd.g_01160										
N35.HOG0000229	OG0000193	n0																								Prax.g_00656						Prbd.g_01159										
N35.HOG0000230	OG0000194	n0																								Prax.g_00657						Prbd.g_01158										
N35.HOG0000231	OG0000195	n0																								Prax.g_00659						Prbd.g_01156										
N35.HOG0000232	OG0000196	n0																								Prax.g_00660						Prbd.g_01155										
N35.HOG0000233	OG0000197	n0																								Prax.g_01128						Prbd.g_01154										
N35.HOG0000234	OG0000198	n0																								Prax.g_01127						Prbd.g_01153										
N35.HOG0000235	OG0000199	n0																								Prax.g_01124						Prbd.g_01150										
N35.HOG0000236	OG0000200	n0																								Prax.g_01123						Prbd.g_01149										
N35.HOG0000237	OG0000201	n0																								Prax.g_01122						Prbd.g_01148										
N35.HOG0000238	OG0000202	n0																								Prax.g_01121						Prbd.g_01147										
N35.HOG0000239	OG0000203	n0																								Prax.g_01120						Prbd.g_01146										
N35.HOG0000240	OG0000204	n0																								Prax.g_01119						Prbd.g_01145										
N35.HOG0000241	OG0000205	n0																								Prax.g_01118						Prbd.g_01144										
N35.HOG0000242	OG0000206	n0																								Prax.g_01117						Prbd.g_01143										
N35.HOG0000243	OG0000207	n0																								Prax.g_01116						Prbd.g_01142										
N35.HOG0000244	OG0000208	n0																								Prax.g_01115						Prbd.g_01141										
N35.HOG0000245	OG0000209	n0																								Prax.g_01114						Prbd.g_01140										
N35.HOG0000246	OG0000210	n0																								Prax.g_01113						Prbd.g_01138										
N35.HOG0000247	OG0000211	n0																								Prax.g_01112						Prbd.g_01137										
N35.HOG0000248	OG0000212	n0																								Prax.g_01111						Prbd.g_01136										
N35.HOG0000249	OG0000213	n0																								Prax.g_01110						Prbd.g_01135										
N35.HOG0000250	OG0000214	n0																								Prax.g_01108						Prbd.g_01133										
N35.HOG0000251	OG0000215	n0																								Prax.g_01107						Prbd.g_01132										
N35.HOG0000252	OG0000216	n0																								Prax.g_01105						Prbd.g_01130										
N35.HOG0000253	OG0000217	n0																								Prax.g_01103						Prbd.g_01128										
N35.HOG0000254	OG0000218	n0																								Prax.g_01102						Prbd.g_01127										
N35.HOG0000255	OG0000219	n0																								Prax.g_01101						Prbd.g_01126										
N35.HOG0000256	OG0000220	n0																								Prax.g_01098						Prbd.g_01123										
N35.HOG0000257	OG0000221	n0																								Prax.g_01096						Prbd.g_01121										
N35.HOG0000258	OG0000222	n0																								Prax.g_01095						Prbd.g_01120										
N35.HOG0000259	OG0000223	n0																								Prax.g_01094						Prbd.g_01119										
N35.HOG0000260	OG0000224	n0																								Prax.g_01091						Prbd.g_01116										
N35.HOG0000261	OG0000225	n0																								Prax.g_01089						Prbd.g_01114										
N35.HOG0000262	OG0000226	n0																								Prax.g_01088						Prbd.g_01113										
N35.HOG0000263	OG0000227	n0																								Prax.g_01087						Prbd.g_01112										
N35.HOG0000264	OG0000228	n0																								Prax.g_01086						Prbd.g_01111										
N35.HOG0000265	OG0000229	n0																								Prax.g_01085						Prbd.g_01110										
N35.HOG0000266	OG0000230	n0																								Prax.g_01084						Prbd.g_01109										
N35.HOG0000267	OG0000231	n0																								Prax.g_01082						Prbd.g_01107										
N35.HOG0000268	OG0000232	n0																								Prax.g_01081						Prbd.g_01106										
N35.HOG0000269	OG0000233	n0																								Prax.g_01078						Prbd.g_01102										
N35.HOG0000270	OG0000234	n0																								Prax.g_01076						Prbd.g_01100										
N35.HOG0000271	OG0000235	n0																								Prax.g_01073						Prbd.g_01095										
N35.HOG0000272	OG0000236	n0																								Prax.g_01072						Prbd.g_01094										
N35.HOG0000273	OG0000237	n0																								Prax.g_01071						Prbd.g_01093										
N35.HOG0000274	OG0000238	n0																								Prax.g_01070						Prbd.g_01092										
N35.HOG0000275	OG0000239	n0																								Prax.g_01069						Prbd.g_01091										
N35.HOG0000276	OG0000240	n0																								Prax.g_01067						Prbd.g_01089										
N35.HOG0000277	OG0000241	n0																								Prax.g_01066						Prbd.g_01088										
N35.HOG0000278	OG0000242	n0																								Prax.g_01065						Prbd.g_01087										
N35.HOG0000279	OG0000243	n0																								Prax.g_01064						Prbd.g_01086										
N35.HOG0000280	OG0000244	n0																								Prax.g_01063						Prbd.g_01085										
N35.HOG0000281	OG0000245	n0																								Prax.g_01062						Prbd.g_01084										
N35.HOG0000282	OG0000246	n0																								Prax.g_01060						Prbd.g_01082										
N35.HOG0000283	OG0000247	n0																								Prax.g_01059						Prbd.g_01081										
N35.HOG0000284	OG0000248	n0																								Prax.g_01058						Prbd.g_01080										
N35.HOG0000285	OG0000249	n0																								Prax.g_01057						Prbd.g_01079										
N35.HOG0000286	OG0000250	n0																								Prax.g_01056						Prbd.g_01078										
N35.HOG0000287	OG0000251	n0																								Prax.g_01055						Prbd.g_01077										
N35.HOG0000288	OG0000252	n0																								Prax.g_01054						Prbd.g_01076										
N35.HOG0000289	OG0000253	n0																								Prax.g_01053						Prbd.g_01075										
N35.HOG0000290	OG0000254	n0																								Prax.g_01051						Prbd.g_01073										
N35.HOG0000291	OG0000255	n0																								Prax.g_01050						Prbd.g_01072										
N35.HOG0000292	OG0000256	n0																								Prax.g_01047						Prbd.g_01069										
N35.HOG0000293	OG0000257	n0																								Prax.g_01045						Prbd.g_01067										
N35.HOG0000294	OG0000258	n0																								Prax.g_01044						Prbd.g_01066										
N35.HOG0000295	OG0000259	n0																								Prax.g_01043						Prbd.g_01065										
N35.HOG0000296	OG0000260	n0																								Prax.g_01042						Prbd.g_01064										
N35.HOG0000297	OG0000261	n0																								Prax.g_01041						Prbd.g_01063										
N35.HOG0000298	OG0000262	n0																								Prax.g_01040						Prbd.g_01062										
N35.HOG0000299	OG0000263	n0																								Prax.g_01039						Prbd.g_01061										
N35.HOG0000300	OG0000264	n0																								Prax.g_01037						Prbd.g_01059										
N35.HOG0000301	OG0000265	n0																								Prax.g_01036						Prbd.g_01058										
N35.HOG0000302	OG0000266	n0																								Prax.g_01035						Prbd.g_01057										
N35.HOG0000303	OG0000267	n0																								Prax.g_01033						Prbd.g_01055										
N35.HOG0000304	OG0000268	n0																								Prax.g_01032						Prbd.g_01054										
N35.HOG0000305	OG0000269	n0																								Prax.g_01031						Prbd.g_01053										
N35.HOG0000306	OG0000270	n0																								Prax.g_01030						Prbd.g_01052										
N35.HOG0000307	OG0000271	n0																								Prax.g_01029						Prbd.g_01051										
N35.HOG0000308	OG0000272	n0																								Prax.g_01028						Prbd.g_01050										
N35.HOG0000309	OG0000273	n0																								Prax.g_01027						Prbd.g_01049										
N35.HOG0000310	OG0000274	n0																								Prax.g_01026						Prbd.g_01048										
N35.HOG0000311	OG0000275	n0																								Prax.g_01025						Prbd.g_01047										
N35.HOG0000312	OG0000276	n0																								Prax.g_01024						Prbd.g_01046										
N35.HOG0000313	OG0000277	n0																								Prax.g_01023						Prbd.g_01045										
N35.HOG0000314	OG0000278	n0																								Prax.g_01022						Prbd.g_01044										
N35.HOG0000315	OG0000279	n0																								Prax.g_01021						Prbd.g_01043										
N35.HOG0000316	OG0000280	n0																								Prax.g_01020						Prbd.g_01042										
N35.HOG0000317	OG0000281	n0																								Prax.g_01018						Prbd.g_01040										
N35.HOG0000318	OG0000282	n0																								Prax.g_01017						Prbd.g_01039										
N35.HOG0000319	OG0000283	n0																								Prax.g_01014						Prbd.g_01036										
N35.HOG0000320	OG0000284	n0																								Prax.g_01013						Prbd.g_01035										
N35.HOG0000321	OG0000285	n0																								Prax.g_01012						Prbd.g_01034										
N35.HOG0000322	OG0000286	n0																								Prax.g_01010						Prbd.g_01032										
N35.HOG0000323	OG0000287	n0																								Prax.g_01009						Prbd.g_01031										
N35.HOG0000324	OG0000288	n0																								Prax.g_01008						Prbd.g_01030										
N35.HOG0000325	OG0000289	n0																								Prax.g_01007						Prbd.g_01029										
N35.HOG0000326	OG0000290	n0																								Prax.g_01006						Prbd.g_01028										
N35.HOG0000327	OG0000291	n0																								Prax.g_01005						Prbd.g_01027										
N35.HOG0000328	OG0000292	n0																								Prax.g_01004						Prbd.g_01026										
N35.HOG0000329	OG0000293	n0																								Prax.g_01003						Prbd.g_01025										
N35.HOG0000330	OG0000294	n0																								Prax.g_01002						Prbd.g_01024										
N35.HOG0000331	OG0000295	n0																								Prax.g_01001						Prbd.g_01023										
N35.HOG0000332	OG0000296	n0																								Prax.g_01000						Prbd.g_01022										
N35.HOG0000333	OG0000297	n0																								Prax.g_00999						Prbd.g_01021										
N35.HOG0000334	OG0000298	n0																								Prax.g_00998						Prbd.g_01020										
N35.HOG0000335	OG0000299	n0																								Prax.g_00997						Prbd.g_01019										
N35.HOG0000336	OG0000300	n0																								Prax.g_00996						Prbd.g_01018										
N35.HOG0000337	OG0000301	n0																								Prax.g_00995						Prbd.g_01017										
N35.HOG0000338	OG0000302	n0																								Prax.g_00994						Prbd.g_01016										
N35.HOG0000339	OG0000303	n0																								Prax.g_00993						Prbd.g_01015										
N35.HOG0000340	OG0000304	n0																								Prax.g_00992						Prbd.g_01013										
N35.HOG0000341	OG0000305	n0																								Prax.g_00991						Prbd.g_01012										
N35.HOG0000342	OG0000306	n0																								Prax.g_00990						Prbd.g_01011										
N35.HOG0000343	OG0000307	n0																								Prax.g_00989						Prbd.g_01010										
N35.HOG0000344	OG0000308	n0																								Prax.g_00988						Prbd.g_01009										
