HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N10.HOG0000150	OG0000122	n0		Prab.g_01263												Pran.g_00016																										
N10.HOG0000151	OG0000123	n0		Prab.g_01276												Pran.g_00003																										
N10.HOG0000152	OG0000124	n0		Prab.g_01284												Pran.g_00918																										
N10.HOG0000153	OG0000125	n0		Prab.g_01338												Pran.g_00864																										
N10.HOG0000154	OG0000126	n0		Prab.g_01360												Pran.g_00841																										
N10.HOG0000155	OG0000127	n0		Prab.g_01453												Pran.g_00746																										
N10.HOG0000156	OG0000128	n0		Prab.g_01467												Pran.g_00732																										
N10.HOG0000157	OG0000129	n0		Prab.g_01503												Pran.g_00696																										
N10.HOG0000158	OG0000130	n0		Prab.g_01667												Pran.g_00968																										
N10.HOG0000159	OG0000131	n0		Prab.g_01705												Pran.g_01006																										
N10.HOG0000160	OG0000132	n0		Prab.g_01708												Pran.g_01009																										
N10.HOG0000161	OG0000133	n0		Prab.g_01761												Pran.g_01063																										
N10.HOG0000162	OG0000134	n0		Prab.g_01797												Pran.g_01100																										
N10.HOG0000163	OG0000135	n0		Prab.g_01799												Pran.g_01102																										
N10.HOG0000164	OG0000136	n0		Prab.g_01842												Pran.g_01145																										
N10.HOG0000165	OG0000137	n0		Prab.g_01874												Pran.g_01177																										
N10.HOG0000166	OG0000138	n0		Prab.g_01910												Pran.g_01212																										
N10.HOG0000167	OG0000139	n0		Prab.g_01937												Pran.g_01239																										
N10.HOG0000168	OG0000140	n0		Prab.g_00001												Pran.g_01258																										
N10.HOG0000169	OG0000141	n0		Prab.g_00002												Pran.g_01259																										
N10.HOG0000170	OG0000142	n0		Prab.g_00004												Pran.g_01261																										
N10.HOG0000171	OG0000143	n0		Prab.g_00005												Pran.g_01262																										
N10.HOG0000172	OG0000144	n0		Prab.g_00007												Pran.g_01264																										
N10.HOG0000173	OG0000145	n0		Prab.g_00008												Pran.g_01265																										
N10.HOG0000174	OG0000146	n0		Prab.g_00009												Pran.g_01266																										
N10.HOG0000175	OG0000147	n0		Prab.g_00010												Pran.g_01267																										
N10.HOG0000176	OG0000148	n0		Prab.g_00012												Pran.g_01269																										
N10.HOG0000177	OG0000149	n0		Prab.g_00014												Pran.g_00410																										
N10.HOG0000178	OG0000150	n0		Prab.g_00015												Pran.g_00409																										
N10.HOG0000179	OG0000151	n0		Prab.g_00016												Pran.g_00408																										
N10.HOG0000180	OG0000152	n0		Prab.g_00017												Pran.g_00407																										
N10.HOG0000181	OG0000153	n0		Prab.g_00018												Pran.g_00406																										
N10.HOG0000182	OG0000154	n0		Prab.g_00019												Pran.g_00405																										
N10.HOG0000183	OG0000155	n0		Prab.g_00020												Pran.g_00404																										
N10.HOG0000184	OG0000156	n0		Prab.g_00021												Pran.g_00403																										
N10.HOG0000185	OG0000157	n0		Prab.g_00022												Pran.g_00402																										
N10.HOG0000186	OG0000158	n0		Prab.g_00024												Pran.g_00400																										
N10.HOG0000187	OG0000159	n0		Prab.g_00025												Pran.g_00399																										
N10.HOG0000188	OG0000160	n0		Prab.g_00026												Pran.g_00398																										
N10.HOG0000189	OG0000161	n0		Prab.g_00027												Pran.g_00397																										
N10.HOG0000190	OG0000162	n0		Prab.g_00028												Pran.g_00396																										
N10.HOG0000191	OG0000163	n0		Prab.g_00029												Pran.g_00395																										
N10.HOG0000192	OG0000164	n0		Prab.g_00032												Pran.g_00392																										
N10.HOG0000193	OG0000165	n0		Prab.g_00035												Pran.g_00389																										
N10.HOG0000194	OG0000166	n0		Prab.g_00036												Pran.g_00388																										
N10.HOG0000195	OG0000167	n0		Prab.g_00037												Pran.g_00387																										
N10.HOG0000196	OG0000168	n0		Prab.g_00039												Pran.g_00385																										
N10.HOG0000197	OG0000169	n0		Prab.g_00041												Pran.g_00383																										
N10.HOG0000198	OG0000170	n0		Prab.g_00042												Pran.g_00382																										
N10.HOG0000199	OG0000171	n0		Prab.g_00043												Pran.g_00381																										
N10.HOG0000200	OG0000172	n0		Prab.g_00044												Pran.g_00380																										
N10.HOG0000201	OG0000173	n0		Prab.g_00045												Pran.g_00379																										
N10.HOG0000202	OG0000174	n0		Prab.g_00046												Pran.g_00378																										
N10.HOG0000203	OG0000175	n0		Prab.g_00047												Pran.g_00377																										
N10.HOG0000204	OG0000176	n0		Prab.g_00049												Pran.g_00375																										
N10.HOG0000205	OG0000177	n0		Prab.g_00050												Pran.g_00374																										
N10.HOG0000206	OG0000178	n0		Prab.g_00051												Pran.g_00373																										
N10.HOG0000207	OG0000179	n0		Prab.g_00056												Pran.g_00368																										
N10.HOG0000208	OG0000180	n0		Prab.g_00057												Pran.g_00367																										
N10.HOG0000209	OG0000181	n0		Prab.g_00058												Pran.g_00366																										
N10.HOG0000210	OG0000182	n0		Prab.g_00061												Pran.g_00363																										
N10.HOG0000211	OG0000183	n0		Prab.g_00062												Pran.g_00362																										
N10.HOG0000212	OG0000184	n0		Prab.g_00065												Pran.g_00359																										
N10.HOG0000213	OG0000185	n0		Prab.g_00069												Pran.g_00355																										
N10.HOG0000214	OG0000186	n0		Prab.g_00070												Pran.g_00354																										
N10.HOG0000215	OG0000187	n0		Prab.g_00071												Pran.g_00353																										
N10.HOG0000216	OG0000188	n0		Prab.g_00072												Pran.g_00352																										
N10.HOG0000217	OG0000189	n0		Prab.g_00073												Pran.g_00351																										
N10.HOG0000218	OG0000190	n0		Prab.g_00074												Pran.g_00350																										
N10.HOG0000219	OG0000191	n0		Prab.g_00075												Pran.g_00349																										
N10.HOG0000220	OG0000192	n0		Prab.g_00076												Pran.g_00348																										
N10.HOG0000221	OG0000193	n0		Prab.g_00077												Pran.g_00347																										
N10.HOG0000222	OG0000194	n0		Prab.g_00078												Pran.g_00346																										
N10.HOG0000223	OG0000195	n0		Prab.g_00080												Pran.g_00344																										
N10.HOG0000224	OG0000196	n0		Prab.g_00081												Pran.g_00343																										
N10.HOG0000225	OG0000197	n0		Prab.g_00082												Pran.g_00342																										
N10.HOG0000226	OG0000198	n0		Prab.g_00083												Pran.g_00341																										
N10.HOG0000227	OG0000199	n0		Prab.g_00085												Pran.g_00339																										
N10.HOG0000228	OG0000200	n0		Prab.g_00086												Pran.g_00338																										
N10.HOG0000229	OG0000201	n0		Prab.g_00087												Pran.g_00337																										
N10.HOG0000230	OG0000202	n0		Prab.g_00088												Pran.g_00336																										
N10.HOG0000231	OG0000203	n0		Prab.g_00089												Pran.g_00335																										
N10.HOG0000232	OG0000204	n0		Prab.g_00090												Pran.g_00334																										
N10.HOG0000233	OG0000205	n0		Prab.g_00091												Pran.g_00333																										
N10.HOG0000234	OG0000206	n0		Prab.g_00092												Pran.g_00332																										
N10.HOG0000235	OG0000207	n0		Prab.g_00093												Pran.g_00331																										
N10.HOG0000236	OG0000208	n0		Prab.g_00094												Pran.g_00330																										
N10.HOG0000237	OG0000209	n0		Prab.g_00095												Pran.g_00329																										
N10.HOG0000238	OG0000210	n0		Prab.g_00097												Pran.g_00327																										
N10.HOG0000239	OG0000211	n0		Prab.g_00098												Pran.g_00326																										
N10.HOG0000240	OG0000212	n0		Prab.g_00099												Pran.g_00325																										
N10.HOG0000241	OG0000213	n0		Prab.g_00100												Pran.g_00324																										
N10.HOG0000242	OG0000214	n0		Prab.g_00102												Pran.g_00322																										
N10.HOG0000243	OG0000215	n0		Prab.g_00103												Pran.g_00321																										
N10.HOG0000244	OG0000216	n0		Prab.g_00105												Pran.g_00319																										
N10.HOG0000245	OG0000217	n0		Prab.g_00106												Pran.g_00318																										
N10.HOG0000246	OG0000218	n0		Prab.g_00107												Pran.g_00317																										
N10.HOG0000247	OG0000219	n0		Prab.g_00108												Pran.g_00316																										
N10.HOG0000248	OG0000220	n0		Prab.g_00111												Pran.g_00313																										
N10.HOG0000249	OG0000221	n0		Prab.g_00113												Pran.g_00311																										
N10.HOG0000250	OG0000222	n0		Prab.g_00114												Pran.g_00310																										
N10.HOG0000251	OG0000223	n0		Prab.g_00115												Pran.g_00309																										
N10.HOG0000252	OG0000224	n0		Prab.g_00117												Pran.g_00307																										
N10.HOG0000253	OG0000225	n0		Prab.g_00119												Pran.g_00305																										
N10.HOG0000254	OG0000226	n0		Prab.g_00120												Pran.g_00304																										
N10.HOG0000255	OG0000227	n0		Prab.g_00121												Pran.g_00303																										
N10.HOG0000256	OG0000228	n0		Prab.g_00122												Pran.g_00302																										
N10.HOG0000257	OG0000229	n0		Prab.g_00123												Pran.g_00301																										
N10.HOG0000258	OG0000230	n0		Prab.g_00124												Pran.g_00300																										
N10.HOG0000259	OG0000231	n0		Prab.g_00126												Pran.g_00298																										
N10.HOG0000260	OG0000232	n0		Prab.g_00127												Pran.g_00297																										
N10.HOG0000261	OG0000233	n0		Prab.g_00130												Pran.g_00294																										
N10.HOG0000262	OG0000234	n0		Prab.g_00132												Pran.g_00292																										
N10.HOG0000263	OG0000235	n0		Prab.g_00136												Pran.g_00288																										
N10.HOG0000264	OG0000236	n0		Prab.g_00137												Pran.g_00287																										
N10.HOG0000265	OG0000237	n0		Prab.g_00138												Pran.g_00286																										
N10.HOG0000266	OG0000238	n0		Prab.g_00139												Pran.g_00285																										
N10.HOG0000267	OG0000239	n0		Prab.g_00140												Pran.g_00283																										
N10.HOG0000268	OG0000240	n0		Prab.g_00142												Pran.g_00281																										
N10.HOG0000269	OG0000241	n0		Prab.g_00143												Pran.g_00280																										
N10.HOG0000270	OG0000242	n0		Prab.g_00144												Pran.g_00279																										
N10.HOG0000271	OG0000243	n0		Prab.g_00145												Pran.g_00278																										
N10.HOG0000272	OG0000244	n0		Prab.g_00146												Pran.g_00277																										
N10.HOG0000273	OG0000245	n0		Prab.g_00147												Pran.g_00276																										
N10.HOG0000274	OG0000246	n0		Prab.g_00149												Pran.g_00274																										
N10.HOG0000275	OG0000247	n0		Prab.g_00150												Pran.g_00273																										
N10.HOG0000276	OG0000248	n0		Prab.g_00151												Pran.g_00272																										
N10.HOG0000277	OG0000249	n0		Prab.g_00152												Pran.g_00271																										
N10.HOG0000278	OG0000250	n0		Prab.g_00153												Pran.g_00270																										
N10.HOG0000279	OG0000251	n0		Prab.g_00154												Pran.g_00269																										
N10.HOG0000280	OG0000252	n0		Prab.g_00155												Pran.g_00268																										
N10.HOG0000281	OG0000253	n0		Prab.g_00156												Pran.g_00267																										
N10.HOG0000282	OG0000254	n0		Prab.g_00158												Pran.g_00265																										
N10.HOG0000283	OG0000255	n0		Prab.g_00159												Pran.g_00264																										
N10.HOG0000284	OG0000256	n0		Prab.g_00162												Pran.g_00261																										
N10.HOG0000285	OG0000257	n0		Prab.g_00164												Pran.g_00259																										
N10.HOG0000286	OG0000258	n0		Prab.g_00165												Pran.g_00258																										
N10.HOG0000287	OG0000259	n0		Prab.g_00166												Pran.g_00257																										
N10.HOG0000288	OG0000260	n0		Prab.g_00167												Pran.g_00256																										
N10.HOG0000289	OG0000261	n0		Prab.g_00168												Pran.g_00255																										
N10.HOG0000290	OG0000262	n0		Prab.g_00169												Pran.g_00254																										
N10.HOG0000291	OG0000263	n0		Prab.g_00170												Pran.g_00253																										
N10.HOG0000292	OG0000264	n0		Prab.g_00172												Pran.g_00251																										
N10.HOG0000293	OG0000265	n0		Prab.g_00173												Pran.g_00250																										
N10.HOG0000294	OG0000266	n0		Prab.g_00174												Pran.g_00249																										
N10.HOG0000295	OG0000267	n0		Prab.g_00176												Pran.g_00247																										
N10.HOG0000296	OG0000268	n0		Prab.g_00177												Pran.g_00246																										
N10.HOG0000297	OG0000269	n0		Prab.g_00178												Pran.g_00245																										
N10.HOG0000298	OG0000270	n0		Prab.g_00179												Pran.g_00244																										
N10.HOG0000299	OG0000271	n0		Prab.g_00180												Pran.g_00243																										
N10.HOG0000300	OG0000272	n0		Prab.g_00181												Pran.g_00242																										
N10.HOG0000301	OG0000273	n0		Prab.g_00182												Pran.g_00241																										
N10.HOG0000302	OG0000274	n0		Prab.g_00183												Pran.g_00240																										
N10.HOG0000303	OG0000275	n0		Prab.g_00184												Pran.g_00239																										
N10.HOG0000304	OG0000276	n0		Prab.g_00185												Pran.g_00238																										
N10.HOG0000305	OG0000277	n0		Prab.g_00186												Pran.g_00237																										
N10.HOG0000306	OG0000278	n0		Prab.g_00187												Pran.g_00236																										
N10.HOG0000307	OG0000279	n0		Prab.g_00188												Pran.g_00235																										
N10.HOG0000308	OG0000280	n0		Prab.g_00189												Pran.g_00234																										
N10.HOG0000309	OG0000281	n0		Prab.g_00191												Pran.g_00232																										
N10.HOG0000310	OG0000282	n0		Prab.g_00192												Pran.g_00231																										
N10.HOG0000311	OG0000283	n0		Prab.g_00195												Pran.g_00228																										
N10.HOG0000312	OG0000284	n0		Prab.g_00196												Pran.g_00227																										
N10.HOG0000313	OG0000285	n0		Prab.g_00197												Pran.g_00226																										
N10.HOG0000314	OG0000286	n0		Prab.g_00199												Pran.g_00224																										
N10.HOG0000315	OG0000287	n0		Prab.g_00200												Pran.g_00223																										
N10.HOG0000316	OG0000288	n0		Prab.g_00201												Pran.g_00222																										
N10.HOG0000317	OG0000289	n0		Prab.g_00202												Pran.g_00221																										
N10.HOG0000318	OG0000290	n0		Prab.g_00203												Pran.g_00220																										
N10.HOG0000319	OG0000291	n0		Prab.g_00204												Pran.g_00219																										
N10.HOG0000320	OG0000292	n0		Prab.g_00205												Pran.g_00218																										
N10.HOG0000321	OG0000293	n0		Prab.g_00206												Pran.g_00217																										
N10.HOG0000322	OG0000294	n0		Prab.g_00207												Pran.g_00216																										
N10.HOG0000323	OG0000295	n0		Prab.g_00208												Pran.g_00215																										
N10.HOG0000324	OG0000296	n0		Prab.g_00209												Pran.g_00214																										
N10.HOG0000325	OG0000297	n0		Prab.g_00210												Pran.g_00213																										
N10.HOG0000326	OG0000298	n0		Prab.g_00211												Pran.g_00212																										
N10.HOG0000327	OG0000299	n0		Prab.g_00212												Pran.g_00211																										
N10.HOG0000328	OG0000300	n0		Prab.g_00213												Pran.g_00210																										
N10.HOG0000329	OG0000301	n0		Prab.g_00214												Pran.g_00209																										
N10.HOG0000330	OG0000302	n0		Prab.g_00215												Pran.g_00208																										
N10.HOG0000331	OG0000303	n0		Prab.g_00216												Pran.g_00207																										
N10.HOG0000332	OG0000304	n0		Prab.g_00217												Pran.g_00206																										
N10.HOG0000333	OG0000305	n0		Prab.g_00218												Pran.g_00205																										
N10.HOG0000334	OG0000306	n0		Prab.g_00219												Pran.g_00204																										
N10.HOG0000335	OG0000307	n0		Prab.g_00220												Pran.g_00203																										
N10.HOG0000336	OG0000308	n0		Prab.g_00221												Pran.g_00202																										
N10.HOG0000337	OG0000309	n0		Prab.g_00222												Pran.g_00201																										
N10.HOG0000338	OG0000310	n0		Prab.g_00223												Pran.g_00200																										
N10.HOG0000339	OG0000311	n0		Prab.g_00224												Pran.g_00199																										
N10.HOG0000340	OG0000312	n0		Prab.g_00226												Pran.g_00197																										
N10.HOG0000341	OG0000313	n0		Prab.g_00227												Pran.g_00196																										
N10.HOG0000342	OG0000314	n0		Prab.g_00229												Pran.g_00194																										
N10.HOG0000343	OG0000315	n0		Prab.g_00230												Pran.g_00193																										
N10.HOG0000344	OG0000316	n0		Prab.g_00232												Pran.g_01950																										
N10.HOG0000345	OG0000317	n0		Prab.g_00234												Pran.g_01948																										
N10.HOG0000346	OG0000318	n0		Prab.g_00235												Pran.g_01947																										
N10.HOG0000347	OG0000319	n0		Prab.g_00236												Pran.g_01946																										
N10.HOG0000348	OG0000320	n0		Prab.g_00237												Pran.g_01945																										
