Orthogroup	Prbi	Syam
OG0000053	Prbi.g_01611	Syam.g_01636
OG0000054	Prbi.g_00608	Syam.g_01515
OG0000055	Prbi.g_00828	Syam.g_00754
OG0000057	Prbi.g_00702	Syam.g_00784
OG0000059	Prbi.g_01873	Syam.g_00320
OG0000061	Prbi.g_01207	Syam.g_01795
OG0000062	Prbi.g_01668	Syam.g_01972
OG0000063	Prbi.g_00033	Syam.g_00039
OG0000065	Prbi.g_00114	Syam.g_02121
OG0000066	Prbi.g_00542	Syam.g_00552, Syam.g_00662
OG0000067	Prbi.g_00847	Syam.g_01290
OG0000068	Prbi.g_01439	Syam.g_00575
OG0000069	Prbi.g_01702	Syam.g_01521
OG0000070	Prbi.g_00451	Syam.g_01847
OG0000071	Prbi.g_01391	Syam.g_01830
OG0000072	Prbi.g_00195	Syam.g_02219
OG0000073	Prbi.g_00502	Syam.g_00604
OG0000074	Prbi.g_00685	Syam.g_00533
OG0000075	Prbi.g_01970	Syam.g_00148
OG0000076	Prbi.g_01994	Syam.g_00115
OG0000077	Prbi.g_00085	Syam.g_02074
OG0000078	Prbi.g_00263	Syam.g_00514
OG0000079	Prbi.g_00276	Syam.g_00270
OG0000081	Prbi.g_00534	Syam.g_00520, Syam.g_01918
OG0000082	Prbi.g_00587	Syam.g_01730
OG0000084	Prbi.g_01585	Syam.g_00441
OG0000085	Prbi.g_01780	Syam.g_01979
OG0000086	Prbi.g_00095	Syam.g_02092
OG0000087	Prbi.g_00147	Syam.g_02175
OG0000088	Prbi.g_00190	Syam.g_02213
OG0000089	Prbi.g_00380	Syam.g_00489
OG0000090	Prbi.g_00536	Syam.g_00651
OG0000091	Prbi.g_00645	Syam.g_01460
OG0000093	Prbi.g_00977	Syam.g_01305
OG0000094	Prbi.g_01067	Syam.g_01198
OG0000095	Prbi.g_01086	Syam.g_00774
OG0000097	Prbi.g_01248	Syam.g_00874
OG0000098	Prbi.g_01421	Syam.g_00944
OG0000099	Prbi.g_01462	Syam.g_00173
OG0000100	Prbi.g_01664	Syam.g_01259
OG0000101	Prbi.g_01938	Syam.g_00371
OG0000102	Prbi.g_01999	Syam.g_00110
OG0000103	Prbi.g_02091	Syam.g_02428
OG0000104	Prbi.g_02099	Syam.g_02442
OG0000105	Prbi.g_00298	Syam.g_00238
OG0000106	Prbi.g_00394	Syam.g_01039
OG0000107	Prbi.g_00409	Syam.g_00288
OG0000108	Prbi.g_00483	Syam.g_00583
OG0000109	Prbi.g_00497	Syam.g_00598
OG0000110	Prbi.g_00577	Syam.g_01743
OG0000111	Prbi.g_00703	Syam.g_00783
OG0000112	Prbi.g_00811	Syam.g_01115
OG0000113	Prbi.g_00869	Syam.g_01264
OG0000114	Prbi.g_00951	Syam.g_01349
OG0000115	Prbi.g_01148	Syam.g_01634
OG0000116	Prbi.g_01197	Syam.g_01807
OG0000117	Prbi.g_01330	Syam.g_00904
OG0000118	Prbi.g_01403	Syam.g_01698
OG0000120	Prbi.g_01460	Syam.g_00172
OG0000121	Prbi.g_01593	Syam.g_01615
OG0000122	Prbi.g_01630	Syam.g_01436
OG0000123	Prbi.g_01945	Syam.g_00379
OG0000124	Prbi.g_02010	Syam.g_00096
OG0000125	Prbi.g_02059	Syam.g_02319
OG0000126	Prbi.g_02098	Syam.g_02440
OG0000128	Prbi.g_00011	Syam.g_00012
OG0000129	Prbi.g_00053	Syam.g_02307
OG0000130	Prbi.g_00076	Syam.g_02062
OG0000131	Prbi.g_00169	Syam.g_02191
OG0000132	Prbi.g_00188	Syam.g_02211
OG0000133	Prbi.g_00346	Syam.g_01120
OG0000134	Prbi.g_00381	Syam.g_00492
OG0000135	Prbi.g_00407	Syam.g_02347
OG0000136	Prbi.g_00442	Syam.g_01857
OG0000137	Prbi.g_00478	Syam.g_01668
OG0000138	Prbi.g_00498	Syam.g_00599
OG0000139	Prbi.g_00540	Syam.g_00657
OG0000140	Prbi.g_00541	Syam.g_00659
OG0000141	Prbi.g_00609	Syam.g_01514
OG0000142	Prbi.g_00638	Syam.g_01468
OG0000143	Prbi.g_00642	Syam.g_01464
OG0000144	Prbi.g_00655	Syam.g_01032
OG0000145	Prbi.g_00807	Syam.g_00605
OG0000146	Prbi.g_00812	Syam.g_01114
OG0000147	Prbi.g_00813	Syam.g_01113
OG0000148	Prbi.g_00863	Syam.g_01270
OG0000149	Prbi.g_00894	Syam.g_00725
OG0000150	Prbi.g_00902	Syam.g_00660
OG0000151	Prbi.g_00961	Syam.g_01338
OG0000152	Prbi.g_01009	Syam.g_01124
OG0000153	Prbi.g_01028	Syam.g_01160
OG0000154	Prbi.g_01060	Syam.g_01187
OG0000155	Prbi.g_01227	Syam.g_01763
OG0000156	Prbi.g_01380	Syam.g_01814
OG0000157	Prbi.g_01381	Syam.g_01815
OG0000158	Prbi.g_01489	Syam.g_00139
OG0000160	Prbi.g_01592	Syam.g_01614
OG0000161	Prbi.g_01598	Syam.g_01620
OG0000162	Prbi.g_01604	Syam.g_01627
OG0000163	Prbi.g_01637	Syam.g_01927
OG0000164	Prbi.g_01811	Syam.g_02023
OG0000165	Prbi.g_01818	Syam.g_01879, Syam.g_01878
OG0000166	Prbi.g_01902	Syam.g_00330
OG0000167	Prbi.g_01968	Syam.g_00151
OG0000168	Prbi.g_01978	Syam.g_00138
OG0000169	Prbi.g_01988	Syam.g_00127
OG0000170	Prbi.g_01990	Syam.g_00120
OG0000171	Prbi.g_02009	Syam.g_00097
OG0000172	Prbi.g_02030	Syam.g_00075
OG0000173	Prbi.g_02045	Syam.g_00057
OG0000174	Prbi.g_02073	Syam.g_02349
OG0000175	Prbi.g_02083	Syam.g_02417
OG0000176	Prbi.g_00004	Syam.g_00004
OG0000177	Prbi.g_00005	Syam.g_00005
OG0000178	Prbi.g_00006	Syam.g_00006
OG0000179	Prbi.g_00016	Syam.g_00021
OG0000180	Prbi.g_00017	Syam.g_00022
OG0000181	Prbi.g_00018	Syam.g_00023
OG0000182	Prbi.g_00019	Syam.g_00024
OG0000183	Prbi.g_00023	Syam.g_00028
OG0000184	Prbi.g_00057	Syam.g_02298
OG0000185	Prbi.g_00060	Syam.g_02295
OG0000186	Prbi.g_00071	Syam.g_02058
OG0000187	Prbi.g_00072	Syam.g_02059
OG0000188	Prbi.g_00089	Syam.g_02081
OG0000189	Prbi.g_00103	Syam.g_02108
OG0000190	Prbi.g_00104	Syam.g_02110
OG0000191	Prbi.g_00125	Syam.g_02142
OG0000192	Prbi.g_00129	Syam.g_02148
OG0000193	Prbi.g_00170	Syam.g_02192
OG0000194	Prbi.g_00173	Syam.g_02195
OG0000195	Prbi.g_00175	Syam.g_02197
OG0000196	Prbi.g_00185	Syam.g_02208
OG0000197	Prbi.g_00186	Syam.g_02209
OG0000198	Prbi.g_00187	Syam.g_02210
OG0000199	Prbi.g_00194	Syam.g_02218
OG0000200	Prbi.g_00208	Syam.g_02234
OG0000201	Prbi.g_00216	Syam.g_02248
OG0000202	Prbi.g_00217	Syam.g_02249
OG0000203	Prbi.g_00218	Syam.g_02250
OG0000204	Prbi.g_00219	Syam.g_02251
OG0000205	Prbi.g_00226	Syam.g_02258
OG0000206	Prbi.g_00231	Syam.g_02264
OG0000207	Prbi.g_00233	Syam.g_02266
OG0000208	Prbi.g_00234	Syam.g_02267
OG0000209	Prbi.g_00243	Syam.g_02278
OG0000210	Prbi.g_00244	Syam.g_02279
OG0000211	Prbi.g_00257	Syam.g_00504
OG0000212	Prbi.g_00264	Syam.g_00515
OG0000213	Prbi.g_00281	Syam.g_00263
OG0000214	Prbi.g_00291	Syam.g_00247
OG0000215	Prbi.g_00316	Syam.g_00216
OG0000216	Prbi.g_00318	Syam.g_00212
OG0000217	Prbi.g_00321	Syam.g_00208
OG0000218	Prbi.g_00323	Syam.g_00206
OG0000219	Prbi.g_00324	Syam.g_00205
OG0000220	Prbi.g_00325	Syam.g_00204
OG0000221	Prbi.g_00326	Syam.g_00198
OG0000222	Prbi.g_00334	Syam.g_00186
OG0000223	Prbi.g_00347	Syam.g_00168
OG0000224	Prbi.g_00349	Syam.g_00164
OG0000225	Prbi.g_00370	Syam.g_00473
OG0000226	Prbi.g_00374	Syam.g_00477
OG0000227	Prbi.g_00376	Syam.g_00479
OG0000228	Prbi.g_00379	Syam.g_00488
OG0000229	Prbi.g_00437	Syam.g_01867
OG0000230	Prbi.g_00439	Syam.g_01865
OG0000231	Prbi.g_00450	Syam.g_01848
OG0000232	Prbi.g_00459	Syam.g_01692
OG0000233	Prbi.g_00465	Syam.g_01678
OG0000234	Prbi.g_00479	Syam.g_01667
OG0000235	Prbi.g_00482	Syam.g_00582
OG0000236	Prbi.g_00496	Syam.g_00597
OG0000237	Prbi.g_00509	Syam.g_00614
OG0000238	Prbi.g_00515	Syam.g_00619
OG0000239	Prbi.g_00528	Syam.g_00637
OG0000240	Prbi.g_00529	Syam.g_00638
OG0000241	Prbi.g_00533	Syam.g_01477
OG0000242	Prbi.g_00535	Syam.g_00649
OG0000243	Prbi.g_00546	Syam.g_00668
OG0000244	Prbi.g_00549	Syam.g_00674
OG0000245	Prbi.g_00551	Syam.g_00676
OG0000246	Prbi.g_00555	Syam.g_00680
OG0000247	Prbi.g_00565	Syam.g_00692
OG0000248	Prbi.g_00567	Syam.g_00695
OG0000249	Prbi.g_00569	Syam.g_00697
OG0000250	Prbi.g_00574	Syam.g_01747
OG0000251	Prbi.g_00593	Syam.g_01722
OG0000252	Prbi.g_00596	Syam.g_01719
OG0000253	Prbi.g_00597	Syam.g_01718
OG0000254	Prbi.g_00613	Syam.g_01510
OG0000255	Prbi.g_00619	Syam.g_01500
OG0000256	Prbi.g_00629	Syam.g_01484
OG0000257	Prbi.g_00632	Syam.g_01478
OG0000258	Prbi.g_00646	Syam.g_01459
OG0000259	Prbi.g_00663	Syam.g_01378
OG0000260	Prbi.g_00666	Syam.g_01375
OG0000261	Prbi.g_00668	Syam.g_01372
OG0000262	Prbi.g_00672	Syam.g_01367
OG0000263	Prbi.g_00684	Syam.g_00885
OG0000264	Prbi.g_00694	Syam.g_00805
OG0000265	Prbi.g_00745	Syam.g_01880
OG0000266	Prbi.g_00755	Syam.g_01234
OG0000267	Prbi.g_00766	Syam.g_01071
OG0000268	Prbi.g_00767	Syam.g_01072
OG0000269	Prbi.g_00842	Syam.g_01295
OG0000270	Prbi.g_00845	Syam.g_01292
OG0000271	Prbi.g_00853	Syam.g_01284
OG0000272	Prbi.g_00854	Syam.g_01283
OG0000273	Prbi.g_00877	Syam.g_00745
OG0000274	Prbi.g_00878	Syam.g_00744
OG0000275	Prbi.g_00881	Syam.g_00741
OG0000276	Prbi.g_00886	Syam.g_00733
OG0000277	Prbi.g_00887	Syam.g_00732
OG0000278	Prbi.g_00890	Syam.g_00729
OG0000279	Prbi.g_00897	Syam.g_00721
OG0000280	Prbi.g_00898	Syam.g_00701
OG0000281	Prbi.g_00903	Syam.g_00943
OG0000282	Prbi.g_00953	Syam.g_01347
OG0000283	Prbi.g_00986	Syam.g_01087
OG0000284	Prbi.g_00991	Syam.g_01093
OG0000285	Prbi.g_00996	Syam.g_01105
OG0000286	Prbi.g_01008	Syam.g_01123
OG0000287	Prbi.g_01025	Syam.g_01153
OG0000288	Prbi.g_01059	Syam.g_01186
OG0000289	Prbi.g_01070	Syam.g_01201
OG0000290	Prbi.g_01083	Syam.g_00771
OG0000291	Prbi.g_01085	Syam.g_00773
OG0000292	Prbi.g_01136	Syam.g_02439
OG0000293	Prbi.g_01198	Syam.g_01806
OG0000294	Prbi.g_01199	Syam.g_01805
OG0000295	Prbi.g_01219	Syam.g_01771
OG0000296	Prbi.g_01221	Syam.g_01769
OG0000297	Prbi.g_01229	Syam.g_00906
OG0000298	Prbi.g_01230	Syam.g_00905
OG0000299	Prbi.g_01247	Syam.g_00878
OG0000300	Prbi.g_01250	Syam.g_00871
OG0000301	Prbi.g_01251	Syam.g_00870
OG0000302	Prbi.g_01253	Syam.g_00868
OG0000303	Prbi.g_01260	Syam.g_00859
OG0000304	Prbi.g_01264	Syam.g_00853
OG0000305	Prbi.g_01431	Syam.g_00776
OG0000306	Prbi.g_01434	Syam.g_01757
OG0000307	Prbi.g_01448	Syam.g_00566
OG0000308	Prbi.g_01449	Syam.g_00564
OG0000309	Prbi.g_01453	Syam.g_00559
OG0000310	Prbi.g_01574	Syam.g_01591
OG0000311	Prbi.g_01576	Syam.g_01595
OG0000312	Prbi.g_01579	Syam.g_01601
OG0000313	Prbi.g_01595	Syam.g_01617
OG0000314	Prbi.g_01617	Syam.g_01647
OG0000315	Prbi.g_01627	Syam.g_01658
OG0000316	Prbi.g_01647	Syam.g_01945
OG0000317	Prbi.g_01785	Syam.g_01987
OG0000318	Prbi.g_01788	Syam.g_01991
OG0000319	Prbi.g_01801	Syam.g_02006
OG0000320	Prbi.g_01803	Syam.g_02008
OG0000321	Prbi.g_01804	Syam.g_02009
OG0000322	Prbi.g_01805	Syam.g_02010
OG0000323	Prbi.g_01814	Syam.g_02025
OG0000324	Prbi.g_01840	Syam.g_01906
OG0000325	Prbi.g_01849	Syam.g_00289
OG0000326	Prbi.g_01855	Syam.g_00296
OG0000327	Prbi.g_01897	Syam.g_00325
OG0000328	Prbi.g_01898	Syam.g_00326
OG0000329	Prbi.g_01915	Syam.g_00344
OG0000330	Prbi.g_01916	Syam.g_00345
OG0000331	Prbi.g_01917	Syam.g_00346
OG0000332	Prbi.g_01931	Syam.g_00361
OG0000333	Prbi.g_01933	Syam.g_00364
OG0000334	Prbi.g_01941	Syam.g_00375
OG0000335	Prbi.g_01946	Syam.g_00380
OG0000336	Prbi.g_01950	Syam.g_00384
OG0000337	Prbi.g_01966	Syam.g_00155
OG0000338	Prbi.g_01967	Syam.g_00153
OG0000339	Prbi.g_01971	Syam.g_00147
OG0000340	Prbi.g_01979	Syam.g_00137
OG0000341	Prbi.g_01981	Syam.g_00135
OG0000342	Prbi.g_01982	Syam.g_00134
OG0000343	Prbi.g_01983	Syam.g_00133
OG0000344	Prbi.g_01986	Syam.g_00129
OG0000345	Prbi.g_01991	Syam.g_00119
OG0000346	Prbi.g_01995	Syam.g_00114
OG0000347	Prbi.g_02011	Syam.g_00083
OG0000348	Prbi.g_02033	Syam.g_00068
OG0000349	Prbi.g_02050	Syam.g_00050
OG0000350	Prbi.g_02069	Syam.g_00303
OG0000351	Prbi.g_02086	Syam.g_02420
OG0000352	Prbi.g_02087	Syam.g_02421
OG0000353	Prbi.g_02102	Syam.g_02445
OG0000355	Prbi.g_00001	Syam.g_00001
OG0000356	Prbi.g_00002	Syam.g_00002
OG0000357	Prbi.g_00003	Syam.g_00003
OG0000358	Prbi.g_00007	Syam.g_00007
OG0000359	Prbi.g_00008	Syam.g_00009
OG0000360	Prbi.g_00009	Syam.g_00010
OG0000361	Prbi.g_00010	Syam.g_00011
OG0000362	Prbi.g_00012	Syam.g_00013
OG0000363	Prbi.g_00014	Syam.g_00015
OG0000364	Prbi.g_00015	Syam.g_00016
OG0000365	Prbi.g_00020	Syam.g_00025
OG0000366	Prbi.g_00021	Syam.g_00026
OG0000367	Prbi.g_00022	Syam.g_00027
OG0000368	Prbi.g_00024	Syam.g_00029
OG0000369	Prbi.g_00025	Syam.g_00030
OG0000370	Prbi.g_00026	Syam.g_00031
OG0000371	Prbi.g_00032	Syam.g_00038
OG0000372	Prbi.g_00035	Syam.g_00043
OG0000373	Prbi.g_00036	Syam.g_00044
OG0000374	Prbi.g_00037	Syam.g_00045
OG0000375	Prbi.g_00049	Syam.g_00046
OG0000376	Prbi.g_00051	Syam.g_00048
OG0000377	Prbi.g_00056	Syam.g_02306
OG0000378	Prbi.g_00058	Syam.g_02297
OG0000379	Prbi.g_00061	Syam.g_02294
OG0000380	Prbi.g_00073	Syam.g_02060
OG0000381	Prbi.g_00077	Syam.g_02063
OG0000382	Prbi.g_00088	Syam.g_02080
OG0000383	Prbi.g_00090	Syam.g_02083
OG0000384	Prbi.g_00091	Syam.g_02084
OG0000385	Prbi.g_00092	Syam.g_02085
OG0000386	Prbi.g_00093	Syam.g_02086
OG0000387	Prbi.g_00106	Syam.g_02112
OG0000388	Prbi.g_00109	Syam.g_02116
OG0000389	Prbi.g_00113	Syam.g_02120
OG0000390	Prbi.g_00120	Syam.g_02136
OG0000391	Prbi.g_00124	Syam.g_02141
OG0000392	Prbi.g_00128	Syam.g_02147
OG0000393	Prbi.g_00130	Syam.g_02149
OG0000394	Prbi.g_00131	Syam.g_02150
OG0000395	Prbi.g_00132	Syam.g_02151
OG0000396	Prbi.g_00135	Syam.g_02153
OG0000397	Prbi.g_00137	Syam.g_02160
OG0000398	Prbi.g_00139	Syam.g_02165
OG0000399	Prbi.g_00140	Syam.g_02166
OG0000400	Prbi.g_00141	Syam.g_02167
OG0000401	Prbi.g_00142	Syam.g_02168
OG0000402	Prbi.g_00144	Syam.g_02171
OG0000403	Prbi.g_00145	Syam.g_02172
OG0000404	Prbi.g_00146	Syam.g_02173
OG0000405	Prbi.g_00150	Syam.g_02189
OG0000406	Prbi.g_00171	Syam.g_02193
OG0000407	Prbi.g_00172	Syam.g_02194
OG0000408	Prbi.g_00174	Syam.g_02196
OG0000409	Prbi.g_00176	Syam.g_02198
OG0000410	Prbi.g_00177	Syam.g_02199
OG0000411	Prbi.g_00178	Syam.g_02200
OG0000412	Prbi.g_00179	Syam.g_02201
OG0000413	Prbi.g_00180	Syam.g_02203
OG0000414	Prbi.g_00181	Syam.g_02204
OG0000415	Prbi.g_00182	Syam.g_02205
OG0000416	Prbi.g_00183	Syam.g_02206
OG0000417	Prbi.g_00184	Syam.g_02207
OG0000418	Prbi.g_00189	Syam.g_02212
OG0000419	Prbi.g_00191	Syam.g_02214
OG0000420	Prbi.g_00192	Syam.g_02216
OG0000421	Prbi.g_00197	Syam.g_02221
OG0000422	Prbi.g_00198	Syam.g_02222
OG0000423	Prbi.g_00199	Syam.g_02223
OG0000424	Prbi.g_00200	Syam.g_02224
OG0000425	Prbi.g_00201	Syam.g_02225
OG0000426	Prbi.g_00202	Syam.g_02226
OG0000427	Prbi.g_00203	Syam.g_02227
OG0000428	Prbi.g_00205	Syam.g_02230
OG0000429	Prbi.g_00206	Syam.g_02232
OG0000430	Prbi.g_00207	Syam.g_02233
OG0000431	Prbi.g_00209	Syam.g_02237
OG0000432	Prbi.g_00212	Syam.g_02243
OG0000433	Prbi.g_00213	Syam.g_02244
OG0000434	Prbi.g_00214	Syam.g_02245
OG0000435	Prbi.g_00215	Syam.g_02246
OG0000436	Prbi.g_00220	Syam.g_02252
OG0000437	Prbi.g_00221	Syam.g_02253
OG0000438	Prbi.g_00222	Syam.g_02254
OG0000439	Prbi.g_00224	Syam.g_02256
OG0000440	Prbi.g_00225	Syam.g_02257
OG0000441	Prbi.g_00228	Syam.g_02261
OG0000442	Prbi.g_00229	Syam.g_02262
OG0000443	Prbi.g_00230	Syam.g_02263
OG0000444	Prbi.g_00235	Syam.g_02268
OG0000445	Prbi.g_00236	Syam.g_02269
OG0000446	Prbi.g_00237	Syam.g_02270
OG0000447	Prbi.g_00238	Syam.g_02272
OG0000448	Prbi.g_00239	Syam.g_02273
OG0000449	Prbi.g_00240	Syam.g_02274
OG0000450	Prbi.g_00241	Syam.g_02275
OG0000451	Prbi.g_00242	Syam.g_02276
OG0000452	Prbi.g_00245	Syam.g_02280
OG0000453	Prbi.g_00246	Syam.g_02281
OG0000454	Prbi.g_00247	Syam.g_02282
OG0000455	Prbi.g_00248	Syam.g_02283
OG0000456	Prbi.g_00249	Syam.g_02284
OG0000457	Prbi.g_00250	Syam.g_02286
OG0000458	Prbi.g_00251	Syam.g_02287
OG0000459	Prbi.g_00252	Syam.g_02288
OG0000460	Prbi.g_00259	Syam.g_00506
OG0000461	Prbi.g_00266	Syam.g_00284
OG0000462	Prbi.g_00268	Syam.g_00281
OG0000463	Prbi.g_00269	Syam.g_00280
OG0000464	Prbi.g_00270	Syam.g_00279
OG0000465	Prbi.g_00271	Syam.g_00277
OG0000466	Prbi.g_00274	Syam.g_00273
OG0000467	Prbi.g_00275	Syam.g_00271
OG0000468	Prbi.g_00277	Syam.g_00266
OG0000469	Prbi.g_00286	Syam.g_00253
OG0000470	Prbi.g_00288	Syam.g_00251
OG0000471	Prbi.g_00289	Syam.g_00250
OG0000472	Prbi.g_00290	Syam.g_00248
OG0000473	Prbi.g_00292	Syam.g_00246
OG0000474	Prbi.g_00293	Syam.g_00245
OG0000475	Prbi.g_00294	Syam.g_00244
OG0000476	Prbi.g_00295	Syam.g_00242
OG0000477	Prbi.g_00299	Syam.g_00236
OG0000478	Prbi.g_00300	Syam.g_00235
OG0000479	Prbi.g_00301	Syam.g_00234
OG0000480	Prbi.g_00306	Syam.g_00227
OG0000481	Prbi.g_00308	Syam.g_00225
OG0000482	Prbi.g_00309	Syam.g_00224
OG0000483	Prbi.g_00312	Syam.g_00220
OG0000484	Prbi.g_00313	Syam.g_00219
OG0000485	Prbi.g_00314	Syam.g_00218
OG0000486	Prbi.g_00315	Syam.g_00217
OG0000487	Prbi.g_00319	Syam.g_00211
OG0000488	Prbi.g_00322	Syam.g_00207
OG0000489	Prbi.g_00327	Syam.g_00197
OG0000490	Prbi.g_00332	Syam.g_00189
OG0000491	Prbi.g_00333	Syam.g_00187
OG0000492	Prbi.g_00335	Syam.g_00185
OG0000493	Prbi.g_00336	Syam.g_00184
OG0000494	Prbi.g_00337	Syam.g_00183
OG0000495	Prbi.g_00338	Syam.g_00182
OG0000496	Prbi.g_00339	Syam.g_00181
OG0000497	Prbi.g_00340	Syam.g_00180
OG0000498	Prbi.g_00341	Syam.g_00179
OG0000499	Prbi.g_00342	Syam.g_00178
OG0000500	Prbi.g_00343	Syam.g_00177
OG0000501	Prbi.g_00345	Syam.g_00174
OG0000502	Prbi.g_00348	Syam.g_00165
OG0000503	Prbi.g_00358	Syam.g_00457
OG0000504	Prbi.g_00359	Syam.g_00459
OG0000505	Prbi.g_00360	Syam.g_00460
OG0000506	Prbi.g_00362	Syam.g_00462
OG0000507	Prbi.g_00365	Syam.g_00468
OG0000508	Prbi.g_00369	Syam.g_00472
OG0000509	Prbi.g_00371	Syam.g_00474
OG0000510	Prbi.g_00372	Syam.g_00475
OG0000511	Prbi.g_00373	Syam.g_00476
OG0000512	Prbi.g_00375	Syam.g_00478
OG0000513	Prbi.g_00382	Syam.g_00493
OG0000514	Prbi.g_00432	Syam.g_00499
OG0000515	Prbi.g_00433	Syam.g_00500
OG0000516	Prbi.g_00434	Syam.g_01862
OG0000517	Prbi.g_00436	Syam.g_01868
OG0000518	Prbi.g_00447	Syam.g_01851
OG0000519	Prbi.g_00448	Syam.g_01850
OG0000520	Prbi.g_00449	Syam.g_01849
OG0000521	Prbi.g_00454	Syam.g_01696
OG0000522	Prbi.g_00456	Syam.g_01694
OG0000523	Prbi.g_00457	Syam.g_01693
OG0000524	Prbi.g_00463	Syam.g_01681
OG0000525	Prbi.g_00466	Syam.g_01677
OG0000526	Prbi.g_00467	Syam.g_01674
OG0000527	Prbi.g_00476	Syam.g_01670
OG0000528	Prbi.g_00481	Syam.g_00580
OG0000529	Prbi.g_00484	Syam.g_00584
OG0000530	Prbi.g_00487	Syam.g_00587
OG0000531	Prbi.g_00488	Syam.g_00588
OG0000532	Prbi.g_00490	Syam.g_00591
OG0000533	Prbi.g_00491	Syam.g_00592
OG0000534	Prbi.g_00492	Syam.g_00593
OG0000535	Prbi.g_00493	Syam.g_00594
OG0000536	Prbi.g_00494	Syam.g_00595
OG0000537	Prbi.g_00495	Syam.g_00596
OG0000538	Prbi.g_00503	Syam.g_00607
OG0000539	Prbi.g_00504	Syam.g_00608
OG0000540	Prbi.g_00505	Syam.g_00609
OG0000541	Prbi.g_00506	Syam.g_00610
OG0000542	Prbi.g_00508	Syam.g_00613
OG0000543	Prbi.g_00510	Syam.g_00615
OG0000544	Prbi.g_00511	Syam.g_00616
OG0000545	Prbi.g_00513	Syam.g_00618
OG0000546	Prbi.g_00516	Syam.g_00620
OG0000547	Prbi.g_00518	Syam.g_00622
OG0000548	Prbi.g_00519	Syam.g_00623
OG0000549	Prbi.g_00521	Syam.g_00630
OG0000550	Prbi.g_00526	Syam.g_00635
OG0000551	Prbi.g_00530	Syam.g_00640
OG0000552	Prbi.g_00531	Syam.g_00641
OG0000553	Prbi.g_00532	Syam.g_00643
OG0000554	Prbi.g_00537	Syam.g_00652
OG0000555	Prbi.g_00545	Syam.g_00667
OG0000556	Prbi.g_00547	Syam.g_00670
OG0000557	Prbi.g_00548	Syam.g_00672
OG0000558	Prbi.g_00550	Syam.g_00675
OG0000559	Prbi.g_00554	Syam.g_00679
OG0000560	Prbi.g_00557	Syam.g_00682
OG0000561	Prbi.g_00558	Syam.g_00683
