Orthogroup	Prbi	Prah
OG0000111	Prbi.g_00703	Prah.g_01028
OG0000112	Prbi.g_00811	Prah.g_00788
OG0000113	Prbi.g_00869	Prah.g_00641
OG0000114	Prbi.g_00951	Prah.g_00733
OG0000115	Prbi.g_01148	Prah.g_00383
OG0000116	Prbi.g_01197	Prah.g_01337
OG0000117	Prbi.g_01330	Prah.g_01257
OG0000118	Prbi.g_01403	Prah.g_01378
OG0000119	Prbi.g_01435	Prah.g_01007, Prah.g_01048
OG0000120	Prbi.g_01460	Prah.g_02192
OG0000121	Prbi.g_01593	Prah.g_00406
OG0000122	Prbi.g_01630	Prah.g_01203
OG0000123	Prbi.g_01945	Prah.g_01987
OG0000124	Prbi.g_02010	Prah.g_00125
OG0000125	Prbi.g_02059	Prah.g_02498
OG0000126	Prbi.g_02098	Prah.g_02598
OG0000127	Prbi.g_01300, Prbi.g_01549	Prah.g_01083
OG0000128	Prbi.g_00011	Prah.g_00013
OG0000129	Prbi.g_00053	Prah.g_02486
OG0000130	Prbi.g_00076	Prah.g_01838
OG0000131	Prbi.g_00169	Prah.g_02282
OG0000132	Prbi.g_00188	Prah.g_02302
OG0000133	Prbi.g_00346	Prah.g_02187
OG0000134	Prbi.g_00381	Prah.g_00208
OG0000135	Prbi.g_00407	Prah.g_02538
OG0000136	Prbi.g_00442	Prah.g_00235
OG0000137	Prbi.g_00478	Prah.g_00312
OG0000138	Prbi.g_00498	Prah.g_01549
OG0000139	Prbi.g_00540	Prah.g_01495
OG0000140	Prbi.g_00541	Prah.g_01489
OG0000141	Prbi.g_00609	Prah.g_01393
OG0000142	Prbi.g_00638	Prah.g_00501
OG0000143	Prbi.g_00642	Prah.g_00497
OG0000144	Prbi.g_00655	Prah.g_00473
OG0000145	Prbi.g_00807	Prah.g_01543
OG0000146	Prbi.g_00812	Prah.g_00787
OG0000147	Prbi.g_00813	Prah.g_00786
OG0000148	Prbi.g_00863	Prah.g_00649
OG0000149	Prbi.g_00894	Prah.g_00591
OG0000150	Prbi.g_00902	Prah.g_00568
OG0000151	Prbi.g_00961	Prah.g_00718
OG0000152	Prbi.g_01009	Prah.g_00796
OG0000153	Prbi.g_01028	Prah.g_00826
OG0000154	Prbi.g_01060	Prah.g_00852
OG0000155	Prbi.g_01227	Prah.g_01291
OG0000156	Prbi.g_01380	Prah.g_01349
OG0000157	Prbi.g_01381	Prah.g_01350
OG0000158	Prbi.g_01489	Prah.g_02242
OG0000160	Prbi.g_01592	Prah.g_00407
OG0000161	Prbi.g_01598	Prah.g_00399
OG0000162	Prbi.g_01604	Prah.g_00391
OG0000163	Prbi.g_01637	Prah.g_01619
OG0000164	Prbi.g_01811	Prah.g_01705
OG0000165	Prbi.g_01818	Prah.g_01716
OG0000166	Prbi.g_01902	Prah.g_02033
OG0000167	Prbi.g_01968	Prah.g_02230
OG0000168	Prbi.g_01978	Prah.g_02243
OG0000169	Prbi.g_01988	Prah.g_00163
OG0000170	Prbi.g_01990	Prah.g_00155
OG0000171	Prbi.g_02009	Prah.g_00126
OG0000172	Prbi.g_02030	Prah.g_00084
OG0000173	Prbi.g_02045	Prah.g_00061
OG0000174	Prbi.g_02073	Prah.g_02541
OG0000175	Prbi.g_02083	Prah.g_02575
OG0000176	Prbi.g_00004	Prah.g_00005
OG0000177	Prbi.g_00005	Prah.g_00006
OG0000178	Prbi.g_00006	Prah.g_00007
OG0000179	Prbi.g_00016	Prah.g_00022
OG0000180	Prbi.g_00017	Prah.g_00023
OG0000181	Prbi.g_00018	Prah.g_00024
OG0000182	Prbi.g_00019	Prah.g_00025
OG0000183	Prbi.g_00023	Prah.g_00029
OG0000184	Prbi.g_00057	Prah.g_02478
OG0000185	Prbi.g_00060	Prah.g_02458
OG0000186	Prbi.g_00071	Prah.g_01830
OG0000187	Prbi.g_00072	Prah.g_01833
OG0000188	Prbi.g_00089	Prah.g_01860
OG0000189	Prbi.g_00103	Prah.g_01884
OG0000190	Prbi.g_00104	Prah.g_01886
OG0000191	Prbi.g_00125	Prah.g_00188
OG0000192	Prbi.g_00129	Prah.g_00176, Prah.g_00180
OG0000193	Prbi.g_00170	Prah.g_02283
OG0000194	Prbi.g_00173	Prah.g_02286
OG0000195	Prbi.g_00175	Prah.g_02288
OG0000196	Prbi.g_00185	Prah.g_02299
OG0000197	Prbi.g_00186	Prah.g_02300
OG0000198	Prbi.g_00187	Prah.g_02301
OG0000199	Prbi.g_00194	Prah.g_02308
OG0000200	Prbi.g_00208	Prah.g_02324
OG0000201	Prbi.g_00216	Prah.g_02352
OG0000202	Prbi.g_00217	Prah.g_02353
OG0000203	Prbi.g_00218	Prah.g_02354
OG0000204	Prbi.g_00219	Prah.g_02355
OG0000205	Prbi.g_00226	Prah.g_02362
OG0000206	Prbi.g_00231	Prah.g_02371
OG0000207	Prbi.g_00233	Prah.g_02420
OG0000208	Prbi.g_00234	Prah.g_02419
OG0000209	Prbi.g_00243	Prah.g_02400
OG0000210	Prbi.g_00244	Prah.g_02399
OG0000211	Prbi.g_00257	Prah.g_01782
OG0000212	Prbi.g_00264	Prah.g_01772
OG0000213	Prbi.g_00281	Prah.g_02101
OG0000214	Prbi.g_00291	Prah.g_02118
OG0000215	Prbi.g_00316	Prah.g_02148
OG0000216	Prbi.g_00318	Prah.g_02151
OG0000217	Prbi.g_00321	Prah.g_02155
OG0000218	Prbi.g_00323	Prah.g_02157
OG0000219	Prbi.g_00324	Prah.g_02158
OG0000220	Prbi.g_00325	Prah.g_02159
OG0000221	Prbi.g_00326	Prah.g_02166
OG0000222	Prbi.g_00334	Prah.g_02174
OG0000223	Prbi.g_00347	Prah.g_02197
OG0000224	Prbi.g_00349	Prah.g_02207
OG0000225	Prbi.g_00370	Prah.g_01921
OG0000226	Prbi.g_00374	Prah.g_01917
OG0000227	Prbi.g_00376	Prah.g_01915
OG0000228	Prbi.g_00379	Prah.g_00204
OG0000229	Prbi.g_00437	Prah.g_00230
OG0000230	Prbi.g_00439	Prah.g_00232
OG0000231	Prbi.g_00450	Prah.g_00251
OG0000232	Prbi.g_00459	Prah.g_00261
OG0000233	Prbi.g_00465	Prah.g_00294
OG0000234	Prbi.g_00479	Prah.g_00313, Prah.g_00314
OG0000235	Prbi.g_00482	Prah.g_01567
OG0000236	Prbi.g_00496	Prah.g_01551
OG0000237	Prbi.g_00509	Prah.g_01534
OG0000238	Prbi.g_00515	Prah.g_01529
OG0000239	Prbi.g_00528	Prah.g_01513
OG0000240	Prbi.g_00529	Prah.g_01512
OG0000241	Prbi.g_00533	Prah.g_01094
OG0000242	Prbi.g_00535	Prah.g_00108, Prah.g_01503
OG0000243	Prbi.g_00546	Prah.g_01476
OG0000244	Prbi.g_00549	Prah.g_01472
OG0000245	Prbi.g_00551	Prah.g_01469
OG0000246	Prbi.g_00555	Prah.g_01465
OG0000247	Prbi.g_00565	Prah.g_01454
OG0000248	Prbi.g_00567	Prah.g_01451
OG0000249	Prbi.g_00569	Prah.g_01449
OG0000250	Prbi.g_00574	Prah.g_01443
OG0000251	Prbi.g_00593	Prah.g_01417
OG0000252	Prbi.g_00596	Prah.g_01414
OG0000253	Prbi.g_00597	Prah.g_01408
OG0000254	Prbi.g_00613	Prah.g_01389
OG0000255	Prbi.g_00619	Prah.g_00530
OG0000256	Prbi.g_00629	Prah.g_00516
OG0000257	Prbi.g_00632	Prah.g_00509
OG0000258	Prbi.g_00646	Prah.g_00486
OG0000259	Prbi.g_00663	Prah.g_00457
OG0000260	Prbi.g_00666	Prah.g_00454
OG0000261	Prbi.g_00668	Prah.g_00451
OG0000262	Prbi.g_00672	Prah.g_00445
OG0000263	Prbi.g_00684	Prah.g_02413
OG0000264	Prbi.g_00694	Prah.g_00974
OG0000265	Prbi.g_00745	Prah.g_00958, Prah.g_00887
OG0000266	Prbi.g_00755	Prah.g_00876
OG0000267	Prbi.g_00766	Prah.g_00751
OG0000268	Prbi.g_00767	Prah.g_00752
OG0000269	Prbi.g_00842	Prah.g_00672
OG0000270	Prbi.g_00845	Prah.g_00669
OG0000271	Prbi.g_00853	Prah.g_00661
OG0000272	Prbi.g_00854	Prah.g_00660
OG0000273	Prbi.g_00877	Prah.g_00609
OG0000274	Prbi.g_00878	Prah.g_00608
OG0000275	Prbi.g_00881	Prah.g_00605
OG0000276	Prbi.g_00886	Prah.g_00599
OG0000277	Prbi.g_00887	Prah.g_00598
OG0000278	Prbi.g_00890	Prah.g_00595
OG0000279	Prbi.g_00897	Prah.g_00587
OG0000280	Prbi.g_00898	Prah.g_00581
OG0000281	Prbi.g_00903	Prah.g_00566
OG0000282	Prbi.g_00953	Prah.g_00731
OG0000283	Prbi.g_00986	Prah.g_00761
OG0000284	Prbi.g_00991	Prah.g_00767
OG0000285	Prbi.g_00996	Prah.g_01178
OG0000286	Prbi.g_01008	Prah.g_00795
OG0000287	Prbi.g_01025	Prah.g_01131
OG0000288	Prbi.g_01059	Prah.g_00851
OG0000289	Prbi.g_01070	Prah.g_00864
OG0000290	Prbi.g_01083	Prah.g_00912
OG0000291	Prbi.g_01085	Prah.g_00914
OG0000292	Prbi.g_01136	Prah.g_02597
OG0000293	Prbi.g_01198	Prah.g_01336
OG0000294	Prbi.g_01199	Prah.g_01335
OG0000295	Prbi.g_01219	Prah.g_01298
OG0000296	Prbi.g_01221	Prah.g_01296
OG0000297	Prbi.g_01229	Prah.g_01259
OG0000298	Prbi.g_01230	Prah.g_01258
OG0000299	Prbi.g_01247	Prah.g_01268
OG0000300	Prbi.g_01250	Prah.g_01275
OG0000301	Prbi.g_01251	Prah.g_01276
OG0000302	Prbi.g_01253	Prah.g_01279
OG0000303	Prbi.g_01260	Prah.g_01289
OG0000304	Prbi.g_01264	Prah.g_01237, Prah.g_01238
OG0000305	Prbi.g_01431	Prah.g_00918
OG0000306	Prbi.g_01434	Prah.g_00560
OG0000307	Prbi.g_01448	Prah.g_01584
OG0000308	Prbi.g_01449	Prah.g_01586
OG0000309	Prbi.g_01453	Prah.g_01590
OG0000310	Prbi.g_01574	Prah.g_00428
OG0000311	Prbi.g_01576	Prah.g_00424
OG0000312	Prbi.g_01579	Prah.g_00420
OG0000313	Prbi.g_01595	Prah.g_00402
OG0000314	Prbi.g_01617	Prah.g_00371
OG0000315	Prbi.g_01627	Prah.g_00361
OG0000316	Prbi.g_01647	Prah.g_01631
OG0000317	Prbi.g_01785	Prah.g_01672
OG0000318	Prbi.g_01788	Prah.g_01677
OG0000319	Prbi.g_01801	Prah.g_01694
OG0000320	Prbi.g_01803	Prah.g_01696
OG0000321	Prbi.g_01804	Prah.g_01697
OG0000322	Prbi.g_01805	Prah.g_01698
OG0000323	Prbi.g_01814	Prah.g_01710
OG0000324	Prbi.g_01840	Prah.g_01744
OG0000325	Prbi.g_01849	Prah.g_02071
OG0000326	Prbi.g_01855	Prah.g_02064
OG0000327	Prbi.g_01897	Prah.g_02038
OG0000328	Prbi.g_01898	Prah.g_02037
OG0000329	Prbi.g_01915	Prah.g_02020
OG0000330	Prbi.g_01916	Prah.g_02019
OG0000331	Prbi.g_01917	Prah.g_02018
OG0000332	Prbi.g_01931	Prah.g_02003
OG0000333	Prbi.g_01933	Prah.g_02001
OG0000334	Prbi.g_01941	Prah.g_01991
OG0000335	Prbi.g_01946	Prah.g_01986
OG0000336	Prbi.g_01950	Prah.g_01982
OG0000337	Prbi.g_01966	Prah.g_02224
OG0000338	Prbi.g_01967	Prah.g_02227
OG0000339	Prbi.g_01971	Prah.g_02234
OG0000340	Prbi.g_01979	Prah.g_02244
OG0000341	Prbi.g_01981	Prah.g_02246
OG0000342	Prbi.g_01982	Prah.g_02247
OG0000343	Prbi.g_01983	Prah.g_00168
OG0000344	Prbi.g_01986	Prah.g_00165
OG0000345	Prbi.g_01991	Prah.g_00154
OG0000346	Prbi.g_01995	Prah.g_00149
OG0000347	Prbi.g_02011	Prah.g_00089
OG0000348	Prbi.g_02033	Prah.g_00078
OG0000349	Prbi.g_02050	Prah.g_00053
OG0000350	Prbi.g_02069	Prah.g_02533
OG0000351	Prbi.g_02086	Prah.g_02578
OG0000352	Prbi.g_02087	Prah.g_02579
OG0000353	Prbi.g_02102	Prah.g_02603
OG0000355	Prbi.g_00001	Prah.g_00002
OG0000356	Prbi.g_00002	Prah.g_00003
OG0000357	Prbi.g_00003	Prah.g_00004
OG0000358	Prbi.g_00007	Prah.g_00008
OG0000359	Prbi.g_00008	Prah.g_00010
OG0000360	Prbi.g_00009	Prah.g_00011
OG0000361	Prbi.g_00010	Prah.g_00012
OG0000362	Prbi.g_00012	Prah.g_00014
OG0000363	Prbi.g_00014	Prah.g_00016
OG0000364	Prbi.g_00015	Prah.g_00017
OG0000365	Prbi.g_00020	Prah.g_00026
OG0000366	Prbi.g_00021	Prah.g_00027
OG0000367	Prbi.g_00022	Prah.g_00028
OG0000368	Prbi.g_00024	Prah.g_00030
OG0000369	Prbi.g_00025	Prah.g_00031
OG0000370	Prbi.g_00026	Prah.g_00032
OG0000371	Prbi.g_00032	Prah.g_00041
OG0000372	Prbi.g_00035	Prah.g_00046
OG0000373	Prbi.g_00036	Prah.g_00047
OG0000374	Prbi.g_00037	Prah.g_00048
OG0000375	Prbi.g_00049	Prah.g_00049
OG0000376	Prbi.g_00051	Prah.g_00051
OG0000377	Prbi.g_00056	Prah.g_02485
OG0000378	Prbi.g_00058	Prah.g_02471
OG0000379	Prbi.g_00061	Prah.g_02457
OG0000380	Prbi.g_00073	Prah.g_01834
OG0000381	Prbi.g_00077	Prah.g_01839
OG0000382	Prbi.g_00088	Prah.g_01859
OG0000383	Prbi.g_00090	Prah.g_01861
OG0000384	Prbi.g_00091	Prah.g_01862
OG0000385	Prbi.g_00092	Prah.g_01863
OG0000386	Prbi.g_00093	Prah.g_01864
OG0000387	Prbi.g_00106	Prah.g_01888
OG0000388	Prbi.g_00109	Prah.g_01892
OG0000389	Prbi.g_00113	Prah.g_01896
OG0000390	Prbi.g_00120	Prah.g_00194
OG0000391	Prbi.g_00124	Prah.g_00189
OG0000392	Prbi.g_00128	Prah.g_00183
OG0000393	Prbi.g_00130	Prah.g_00175
OG0000394	Prbi.g_00131	Prah.g_00174
OG0000395	Prbi.g_00132	Prah.g_00173
OG0000396	Prbi.g_00135	Prah.g_02252
OG0000397	Prbi.g_00137	Prah.g_02254
OG0000398	Prbi.g_00139	Prah.g_02259
OG0000399	Prbi.g_00140	Prah.g_02260
OG0000400	Prbi.g_00141	Prah.g_02261
OG0000401	Prbi.g_00142	Prah.g_02262
OG0000402	Prbi.g_00144	Prah.g_02264
OG0000403	Prbi.g_00145	Prah.g_02265
OG0000405	Prbi.g_00150	Prah.g_02280
OG0000406	Prbi.g_00171	Prah.g_02284
OG0000407	Prbi.g_00172	Prah.g_02285
OG0000408	Prbi.g_00174	Prah.g_02287
OG0000409	Prbi.g_00176	Prah.g_02289
OG0000410	Prbi.g_00177	Prah.g_02290
OG0000411	Prbi.g_00178	Prah.g_02291
OG0000412	Prbi.g_00179	Prah.g_02292
OG0000413	Prbi.g_00180	Prah.g_02294
OG0000414	Prbi.g_00181	Prah.g_02295
OG0000415	Prbi.g_00182	Prah.g_02296
OG0000416	Prbi.g_00183	Prah.g_02297
OG0000417	Prbi.g_00184	Prah.g_02298
OG0000418	Prbi.g_00189	Prah.g_02303
OG0000419	Prbi.g_00191	Prah.g_02305
OG0000420	Prbi.g_00192	Prah.g_02306
OG0000421	Prbi.g_00197	Prah.g_02310
OG0000422	Prbi.g_00198	Prah.g_02311
OG0000423	Prbi.g_00199	Prah.g_02312
OG0000424	Prbi.g_00200	Prah.g_02313
OG0000425	Prbi.g_00201	Prah.g_02314
OG0000426	Prbi.g_00202	Prah.g_02315
OG0000427	Prbi.g_00203	Prah.g_02316
OG0000428	Prbi.g_00205	Prah.g_00709
OG0000429	Prbi.g_00206	Prah.g_02321
OG0000430	Prbi.g_00207	Prah.g_02323
OG0000431	Prbi.g_00209	Prah.g_02334
OG0000432	Prbi.g_00212	Prah.g_02341
OG0000433	Prbi.g_00213	Prah.g_02344
OG0000434	Prbi.g_00214	Prah.g_02345
OG0000435	Prbi.g_00215	Prah.g_02350
OG0000436	Prbi.g_00220	Prah.g_02356
OG0000437	Prbi.g_00221	Prah.g_02357
OG0000438	Prbi.g_00222	Prah.g_02358
OG0000439	Prbi.g_00224	Prah.g_02360
OG0000440	Prbi.g_00225	Prah.g_02361
OG0000441	Prbi.g_00228	Prah.g_02364
OG0000442	Prbi.g_00229	Prah.g_02365
OG0000443	Prbi.g_00230	Prah.g_02370
OG0000444	Prbi.g_00235	Prah.g_02418
OG0000445	Prbi.g_00236	Prah.g_02417
OG0000446	Prbi.g_00237	Prah.g_02415
OG0000447	Prbi.g_00238	Prah.g_02411
OG0000448	Prbi.g_00239	Prah.g_02410
OG0000449	Prbi.g_00240	Prah.g_02409
OG0000450	Prbi.g_00241	Prah.g_02403
OG0000451	Prbi.g_00242	Prah.g_02402
OG0000452	Prbi.g_00245	Prah.g_02398
OG0000453	Prbi.g_00246	Prah.g_02397
OG0000454	Prbi.g_00247	Prah.g_02396
OG0000455	Prbi.g_00248	Prah.g_02395
OG0000456	Prbi.g_00249	Prah.g_02394
OG0000457	Prbi.g_00250	Prah.g_02392
OG0000458	Prbi.g_00251	Prah.g_02391
OG0000459	Prbi.g_00252	Prah.g_02390
OG0000460	Prbi.g_00259	Prah.g_01781
OG0000461	Prbi.g_00266	Prah.g_02074
OG0000462	Prbi.g_00268	Prah.g_02078
OG0000463	Prbi.g_00269	Prah.g_02079
OG0000464	Prbi.g_00270	Prah.g_02080
OG0000465	Prbi.g_00271	Prah.g_02082
OG0000466	Prbi.g_00274	Prah.g_02087
OG0000467	Prbi.g_00275	Prah.g_02089
OG0000468	Prbi.g_00277	Prah.g_02098
OG0000469	Prbi.g_00286	Prah.g_02111
OG0000470	Prbi.g_00288	Prah.g_02114
OG0000471	Prbi.g_00289	Prah.g_02115
OG0000472	Prbi.g_00290	Prah.g_02117
OG0000473	Prbi.g_00292	Prah.g_02119
OG0000474	Prbi.g_00293	Prah.g_02120
OG0000475	Prbi.g_00294	Prah.g_02121
OG0000476	Prbi.g_00295	Prah.g_02123
OG0000477	Prbi.g_00299	Prah.g_02128
OG0000478	Prbi.g_00300	Prah.g_02129
OG0000479	Prbi.g_00301	Prah.g_02130
OG0000480	Prbi.g_00306	Prah.g_02137
OG0000481	Prbi.g_00308	Prah.g_02139
OG0000482	Prbi.g_00309	Prah.g_02140
OG0000483	Prbi.g_00312	Prah.g_02144
OG0000484	Prbi.g_00313	Prah.g_02145
OG0000485	Prbi.g_00314	Prah.g_02146
OG0000486	Prbi.g_00315	Prah.g_02147
OG0000487	Prbi.g_00319	Prah.g_02152
OG0000488	Prbi.g_00322	Prah.g_02156
OG0000489	Prbi.g_00327	Prah.g_02167
OG0000490	Prbi.g_00332	Prah.g_02172
OG0000491	Prbi.g_00333	Prah.g_02173
OG0000492	Prbi.g_00335	Prah.g_02175
OG0000493	Prbi.g_00336	Prah.g_02176
OG0000494	Prbi.g_00337	Prah.g_02177
OG0000495	Prbi.g_00338	Prah.g_02178
OG0000496	Prbi.g_00339	Prah.g_02179
OG0000497	Prbi.g_00340	Prah.g_02180
OG0000498	Prbi.g_00341	Prah.g_02181
OG0000499	Prbi.g_00342	Prah.g_02182
OG0000500	Prbi.g_00343	Prah.g_02183
OG0000501	Prbi.g_00345	Prah.g_02186
OG0000502	Prbi.g_00348	Prah.g_02199
OG0000503	Prbi.g_00358	Prah.g_01940
OG0000504	Prbi.g_00359	Prah.g_01938
OG0000505	Prbi.g_00360	Prah.g_01937
OG0000506	Prbi.g_00362	Prah.g_01935
OG0000507	Prbi.g_00365	Prah.g_01930
OG0000508	Prbi.g_00369	Prah.g_01922
OG0000509	Prbi.g_00371	Prah.g_01920
OG0000510	Prbi.g_00372	Prah.g_01919
OG0000511	Prbi.g_00373	Prah.g_01918
OG0000512	Prbi.g_00375	Prah.g_01916
OG0000513	Prbi.g_00382	Prah.g_00209
OG0000514	Prbi.g_00432	Prah.g_00218
OG0000515	Prbi.g_00433	Prah.g_00219
OG0000516	Prbi.g_00434	Prah.g_00221
OG0000517	Prbi.g_00436	Prah.g_00229
OG0000518	Prbi.g_00447	Prah.g_00241
OG0000519	Prbi.g_00448	Prah.g_00242
OG0000520	Prbi.g_00449	Prah.g_00247
OG0000521	Prbi.g_00454	Prah.g_00255
OG0000522	Prbi.g_00456	Prah.g_00257
OG0000523	Prbi.g_00457	Prah.g_00258
OG0000524	Prbi.g_00463	Prah.g_00290
OG0000525	Prbi.g_00466	Prah.g_00304
OG0000526	Prbi.g_00467	Prah.g_00306
OG0000527	Prbi.g_00476	Prah.g_00310
OG0000528	Prbi.g_00481	Prah.g_01572
OG0000529	Prbi.g_00484	Prah.g_01565
OG0000530	Prbi.g_00487	Prah.g_01562
OG0000531	Prbi.g_00488	Prah.g_01561
OG0000532	Prbi.g_00490	Prah.g_01558
OG0000533	Prbi.g_00491	Prah.g_01556
OG0000534	Prbi.g_00492	Prah.g_01555
OG0000535	Prbi.g_00493	Prah.g_01554
OG0000536	Prbi.g_00494	Prah.g_01553
OG0000537	Prbi.g_00495	Prah.g_01552
OG0000538	Prbi.g_00503	Prah.g_01541
OG0000539	Prbi.g_00504	Prah.g_01540
OG0000540	Prbi.g_00505	Prah.g_01539
OG0000541	Prbi.g_00506	Prah.g_01538
OG0000542	Prbi.g_00508	Prah.g_01535
OG0000543	Prbi.g_00510	Prah.g_01533
OG0000544	Prbi.g_00511	Prah.g_01532
OG0000545	Prbi.g_00513	Prah.g_01530
OG0000546	Prbi.g_00516	Prah.g_01528
OG0000547	Prbi.g_00518	Prah.g_01526
OG0000548	Prbi.g_00519	Prah.g_01525
OG0000549	Prbi.g_00521	Prah.g_01519
OG0000550	Prbi.g_00526	Prah.g_01514
OG0000551	Prbi.g_00530	Prah.g_01510
OG0000552	Prbi.g_00531	Prah.g_01509
OG0000553	Prbi.g_00532	Prah.g_01505
OG0000554	Prbi.g_00537	Prah.g_01500
OG0000555	Prbi.g_00545	Prah.g_01480
OG0000556	Prbi.g_00547	Prah.g_01474
OG0000557	Prbi.g_00548	Prah.g_01473
OG0000558	Prbi.g_00550	Prah.g_01470
