Orthogroup	Syaq	Prai
OG0000070	Syaq.g_00484	Prai.g_00481
OG0000071	Syaq.g_00297	Prai.g_01335
OG0000072	Syaq.g_01397	Prai.g_00182
OG0000073	Syaq.g_01795	Prai.g_00529
OG0000075	Syaq.g_00986	Prai.g_01814
OG0000076	Syaq.g_01028	Prai.g_01838
OG0000077	Syaq.g_01547	Prai.g_00078
OG0000078	Syaq.g_01585	Prai.g_00250
OG0000079	Syaq.g_00721	Prai.g_00265
OG0000081	Syaq.g_01893	Prai.g_00559
OG0000082	Syaq.g_01975	Prai.g_00613
OG0000084	Syaq.g_00367	Prai.g_01459
OG0000085	Syaq.g_01683	Prai.g_01631
OG0000086	Syaq.g_01525	Prai.g_00088
OG0000087	Syaq.g_01438	Prai.g_00139
OG0000088	Syaq.g_01402	Prai.g_00177
OG0000089	Syaq.g_00529	Prai.g_00368
OG0000090	Syaq.g_01838	Prai.g_00561
OG0000091	Syaq.g_02090	Prai.g_00671
OG0000093	Syaq.g_02323	Prai.g_01021
OG0000094	Syaq.g_00056, Syaq.g_02554	Prai.g_00937
OG0000095	Syaq.g_02679	Prai.g_00918
OG0000097	Syaq.g_00167	Prai.g_01214
OG0000098	Syaq.g_02221, Syaq.g_01849	Prai.g_01353
OG0000099	Syaq.g_00882	Prai.g_01393
OG0000100	Syaq.g_02371	Prai.g_01536
OG0000101	Syaq.g_00607	Prai.g_01782
OG0000102	Syaq.g_01033	Prai.g_01843
OG0000103	Syaq.g_01170	Prai.g_01923
OG0000104	Syaq.g_01154	Prai.g_01932
OG0000105	Syaq.g_00754	Prai.g_00286, Prai.g_00287
OG0000106	Syaq.g_01863	Prai.g_00383
OG0000107	Syaq.g_00694	Prai.g_00397
OG0000108	Syaq.g_01772	Prai.g_00510
OG0000109	Syaq.g_01788	Prai.g_00524
OG0000110	Syaq.g_01962	Prai.g_00603
OG0000111	Syaq.g_02606	Prai.g_00728
OG0000112	Syaq.g_02476	Prai.g_00882
OG0000114	Syaq.g_02269	Prai.g_01046
OG0000115	Syaq.g_00395	Prai.g_01119
OG0000116	Syaq.g_00263	Prai.g_01162
OG0000117	Syaq.g_00203	Prai.g_01273
OG0000118	Syaq.g_00325, Syaq.g_00316	Prai.g_01347
OG0000120	Syaq.g_00883	Prai.g_01443
OG0000121	Syaq.g_00375	Prai.g_01465
OG0000123	Syaq.g_00599	Prai.g_01789
OG0000124	Syaq.g_01055	Prai.g_01854
OG0000125	Syaq.g_01256	Prai.g_01892
OG0000126	Syaq.g_01156	Prai.g_01931
OG0000128	Syaq.g_01138	Prai.g_00011
OG0000129	Syaq.g_01269	Prai.g_00051
OG0000130	Syaq.g_01559	Prai.g_00069
OG0000131	Syaq.g_01427, Syaq.g_01424	Prai.g_00156
OG0000132	Syaq.g_01036, Syaq.g_01404	Prai.g_00175
OG0000133	Syaq.g_02481	Prai.g_00335
OG0000134	Syaq.g_00526	Prai.g_00369
OG0000135	Syaq.g_01227	Prai.g_00393
OG0000136	Syaq.g_00496	Prai.g_00472
OG0000137	Syaq.g_00442	Prai.g_00505
OG0000138	Syaq.g_01789	Prai.g_00525
OG0000139	Syaq.g_01844	Prai.g_00565
OG0000140	Syaq.g_01848	Prai.g_00566
OG0000141	Syaq.g_02010	Prai.g_00635
OG0000142	Syaq.g_02082	Prai.g_00664
OG0000143	Syaq.g_02086	Prai.g_00668
OG0000144	Syaq.g_02152	Prai.g_00681
OG0000145	Syaq.g_01796	Prai.g_00883
OG0000146	Syaq.g_02475	Prai.g_00881
OG0000147	Syaq.g_02474	Prai.g_00880
OG0000148	Syaq.g_02359	Prai.g_00831
OG0000149	Syaq.g_02395	Prai.g_00800
OG0000150	Syaq.g_02011	Prai.g_00792
OG0000151	Syaq.g_02283	Prai.g_01036
OG0000152	Syaq.g_02485	Prai.g_00989
OG0000153	Syaq.g_02518	Prai.g_00970
OG0000154	Syaq.g_00066	Prai.g_00943
OG0000155	Syaq.g_00212	Prai.g_01191
OG0000156	Syaq.g_00281	Prai.g_01323
OG0000157	Syaq.g_00282	Prai.g_01324
OG0000158	Syaq.g_01003	Prai.g_01392
OG0000159	Syaq.g_00918	Prai.g_01321
OG0000160	Syaq.g_00374	Prai.g_01464
OG0000161	Syaq.g_00382	Prai.g_01470
OG0000162	Syaq.g_00389	Prai.g_01476
OG0000163	Syaq.g_02373, Syaq.g_01730	Prai.g_01509
OG0000164	Syaq.g_01642	Prai.g_01662
OG0000165	Syaq.g_01630	Prai.g_01669
OG0000166	Syaq.g_00647	Prai.g_01740
OG0000167	Syaq.g_00983	Prai.g_01812
OG0000168	Syaq.g_01004	Prai.g_01822
OG0000169	Syaq.g_01016	Prai.g_01832
OG0000170	Syaq.g_01023	Prai.g_01834
OG0000171	Syaq.g_01052	Prai.g_01853
OG0000172	Syaq.g_01074	Prai.g_01863
OG0000173	Syaq.g_01092	Prai.g_01878
OG0000174	Syaq.g_01224	Prai.g_01905
OG0000175	Syaq.g_01183	Prai.g_01915
OG0000176	Syaq.g_01146	Prai.g_00004
OG0000177	Syaq.g_01145	Prai.g_00005
OG0000178	Syaq.g_01144	Prai.g_00006
OG0000179	Syaq.g_01129	Prai.g_00016
OG0000180	Syaq.g_01128	Prai.g_00017
OG0000181	Syaq.g_01127	Prai.g_00018
OG0000182	Syaq.g_01126	Prai.g_00019
OG0000183	Syaq.g_01122	Prai.g_00023
OG0000184	Syaq.g_01277	Prai.g_00053
OG0000185	Syaq.g_01290	Prai.g_00056
OG0000186	Syaq.g_01563	Prai.g_00064
OG0000187	Syaq.g_01561	Prai.g_00065
OG0000188	Syaq.g_01539	Prai.g_00082
OG0000189	Syaq.g_01499, Syaq.g_00122	Prai.g_00096
OG0000190	Syaq.g_01497	Prai.g_00097
OG0000191	Syaq.g_01467	Prai.g_00117
OG0000192	Syaq.g_01462	Prai.g_00121
OG0000193	Syaq.g_01423	Prai.g_00157
OG0000194	Syaq.g_01420	Prai.g_00160
OG0000195	Syaq.g_01418	Prai.g_00162
OG0000196	Syaq.g_01407	Prai.g_00172
OG0000197	Syaq.g_01406	Prai.g_00173
OG0000198	Syaq.g_01405	Prai.g_00174
OG0000199	Syaq.g_01398	Prai.g_00181
OG0000200	Syaq.g_01382	Prai.g_00195
OG0000201	Syaq.g_01365	Prai.g_00203
OG0000202	Syaq.g_01364	Prai.g_00204
OG0000203	Syaq.g_01363	Prai.g_00205
OG0000204	Syaq.g_01362	Prai.g_00206
OG0000205	Syaq.g_01355	Prai.g_00213
OG0000206	Syaq.g_01345	Prai.g_00218
OG0000207	Syaq.g_01338	Prai.g_00220
OG0000208	Syaq.g_01337	Prai.g_00221
OG0000209	Syaq.g_01310	Prai.g_00230
OG0000210	Syaq.g_01309	Prai.g_00231
OG0000211	Syaq.g_01570	Prai.g_00244
OG0000212	Syaq.g_01586	Prai.g_00251
OG0000213	Syaq.g_00729	Prai.g_00270
OG0000214	Syaq.g_00745	Prai.g_00280
OG0000215	Syaq.g_00777	Prai.g_00305
OG0000216	Syaq.g_00781	Prai.g_00307
OG0000217	Syaq.g_00844	Prai.g_00310
OG0000218	Syaq.g_00846	Prai.g_00312
OG0000219	Syaq.g_00847	Prai.g_00313
OG0000220	Syaq.g_00848	Prai.g_00314
OG0000221	Syaq.g_00856	Prai.g_00315
OG0000222	Syaq.g_00868	Prai.g_00323
OG0000223	Syaq.g_00946	Prai.g_00336
OG0000224	Syaq.g_00950	Prai.g_00338
OG0000225	Syaq.g_00543	Prai.g_00358
OG0000226	Syaq.g_00536	Prai.g_00362
OG0000227	Syaq.g_00534	Prai.g_00364
OG0000228	Syaq.g_00531	Prai.g_00367
OG0000229	Syaq.g_00501	Prai.g_00467
OG0000230	Syaq.g_00499	Prai.g_00469
OG0000231	Syaq.g_00485	Prai.g_00480
OG0000232	Syaq.g_00472	Prai.g_00489
OG0000233	Syaq.g_00464	Prai.g_00494
OG0000234	Syaq.g_00440	Prai.g_00506
OG0000235	Syaq.g_01771	Prai.g_00509
OG0000236	Syaq.g_01787	Prai.g_00523
OG0000237	Syaq.g_01805	Prai.g_00536
OG0000238	Syaq.g_01810	Prai.g_00542
OG0000239	Syaq.g_01826	Prai.g_00553
OG0000240	Syaq.g_01827	Prai.g_00554
OG0000241	Syaq.g_02074	Prai.g_00558
OG0000242	Syaq.g_01836	Prai.g_00560
OG0000243	Syaq.g_01922	Prai.g_00571
OG0000244	Syaq.g_01928	Prai.g_00574
OG0000245	Syaq.g_01930	Prai.g_00576
OG0000246	Syaq.g_01934	Prai.g_00580
OG0000247	Syaq.g_01945	Prai.g_00590
OG0000248	Syaq.g_01948	Prai.g_00593
OG0000249	Syaq.g_01950	Prai.g_00595
OG0000250	Syaq.g_01958	Prai.g_00600
OG0000251	Syaq.g_01984	Prai.g_00619
OG0000252	Syaq.g_01987	Prai.g_00622
OG0000253	Syaq.g_01989	Prai.g_00623
OG0000254	Syaq.g_02016	Prai.g_00639
OG0000255	Syaq.g_02041	Prai.g_00645
OG0000256	Syaq.g_02068	Prai.g_00656
OG0000257	Syaq.g_02073	Prai.g_00659
OG0000258	Syaq.g_02095	Prai.g_00672
OG0000259	Syaq.g_02239	Prai.g_00689
OG0000260	Syaq.g_02242	Prai.g_00692
OG0000261	Syaq.g_02245	Prai.g_00694
OG0000262	Syaq.g_02250	Prai.g_00698
OG0000263	Syaq.g_00185	Prai.g_00710
OG0000264	Syaq.g_02582	Prai.g_00720
OG0000266	Syaq.g_00037	Prai.g_00758
OG0000267	Syaq.g_02430	Prai.g_00769
OG0000268	Syaq.g_02431	Prai.g_00770
OG0000269	Syaq.g_02335	Prai.g_00853
OG0000270	Syaq.g_02338	Prai.g_00850
OG0000271	Syaq.g_02346	Prai.g_00842
OG0000272	Syaq.g_02347	Prai.g_00840, Prai.g_00841
OG0000273	Syaq.g_02376	Prai.g_00817
OG0000274	Syaq.g_02377	Prai.g_00816
OG0000275	Syaq.g_02380	Prai.g_00741, Prai.g_00813
OG0000276	Syaq.g_02387	Prai.g_00808
OG0000277	Syaq.g_02388	Prai.g_00807
OG0000278	Syaq.g_02391	Prai.g_00804
OG0000279	Syaq.g_02401	Prai.g_00797
OG0000280	Syaq.g_02410	Prai.g_00796
OG0000281	Syaq.g_02224	Prai.g_00791
OG0000282	Syaq.g_02271	Prai.g_01044
OG0000283	Syaq.g_02445	Prai.g_01012
OG0000284	Syaq.g_02450	Prai.g_01007
OG0000285	Syaq.g_02466	Prai.g_01002
OG0000286	Syaq.g_02484	Prai.g_00990
OG0000287	Syaq.g_02511	Prai.g_00973
OG0000288	Syaq.g_00067	Prai.g_00944
OG0000289	Syaq.g_00053	Prai.g_00934
OG0000290	Syaq.g_02682	Prai.g_00921
OG0000291	Syaq.g_02680	Prai.g_00919
OG0000292	Syaq.g_01157	Prai.g_01107
OG0000293	Syaq.g_00262	Prai.g_01163
OG0000294	Syaq.g_00261	Prai.g_01164
OG0000295	Syaq.g_00220	Prai.g_01183
OG0000296	Syaq.g_00218	Prai.g_01185
OG0000297	Syaq.g_00205	Prai.g_01193
OG0000298	Syaq.g_00204	Prai.g_01194
OG0000299	Syaq.g_00171	Prai.g_01213
OG0000300	Syaq.g_00164	Prai.g_01216
OG0000301	Syaq.g_00163	Prai.g_01217
OG0000302	Syaq.g_00162	Prai.g_01219
OG0000303	Syaq.g_00152	Prai.g_01226
OG0000304	Syaq.g_00146	Prai.g_01230
OG0000305	Syaq.g_02677	Prai.g_01362
OG0000306	Syaq.g_01861	Prai.g_01365
OG0000307	Syaq.g_01754	Prai.g_01379
OG0000308	Syaq.g_01752	Prai.g_01380
OG0000309	Syaq.g_01747	Prai.g_01384
OG0000310	Syaq.g_00347	Prai.g_01448
OG0000311	Syaq.g_00352	Prai.g_01450
OG0000312	Syaq.g_00359	Prai.g_01453
OG0000313	Syaq.g_00379	Prai.g_01467
OG0000314	Syaq.g_00408	Prai.g_01489
OG0000315	Syaq.g_00418	Prai.g_01499
OG0000316	Syaq.g_01716	Prai.g_01519
OG0000317	Syaq.g_01675	Prai.g_01636
OG0000318	Syaq.g_01672	Prai.g_01639
OG0000319	Syaq.g_01657	Prai.g_01652
OG0000320	Syaq.g_01655	Prai.g_01654
OG0000321	Syaq.g_01654	Prai.g_01655
OG0000322	Syaq.g_01653	Prai.g_01656
OG0000323	Syaq.g_01638	Prai.g_01665
OG0000324	Syaq.g_01605	Prai.g_01691
OG0000325	Syaq.g_00693	Prai.g_01702
OG0000326	Syaq.g_00686	Prai.g_01708
OG0000327	Syaq.g_00652	Prai.g_01735
OG0000328	Syaq.g_00651	Prai.g_01736
OG0000329	Syaq.g_00633	Prai.g_01754
OG0000330	Syaq.g_00632	Prai.g_01755
OG0000331	Syaq.g_00631	Prai.g_01756
OG0000332	Syaq.g_00616	Prai.g_01770
OG0000333	Syaq.g_00613	Prai.g_01777
OG0000334	Syaq.g_00603	Prai.g_01785
OG0000335	Syaq.g_00598	Prai.g_01790
OG0000336	Syaq.g_00594	Prai.g_01794
OG0000337	Syaq.g_00975	Prai.g_01810
OG0000338	Syaq.g_00981	Prai.g_01811
OG0000339	Syaq.g_00988	Prai.g_01815
OG0000340	Syaq.g_01005	Prai.g_01823
OG0000341	Syaq.g_01007	Prai.g_01825
OG0000342	Syaq.g_01008	Prai.g_01826
OG0000343	Syaq.g_01010	Prai.g_01827
OG0000344	Syaq.g_01014	Prai.g_01830
OG0000345	Syaq.g_01024	Prai.g_01835
OG0000346	Syaq.g_01029	Prai.g_01839
OG0000347	Syaq.g_01057	Prai.g_01855
OG0000348	Syaq.g_01070	Prai.g_01866
OG0000349	Syaq.g_01099	Prai.g_01883
OG0000350	Syaq.g_00679	Prai.g_01901
OG0000351	Syaq.g_01179	Prai.g_01918
OG0000352	Syaq.g_01178	Prai.g_01919
OG0000353	Syaq.g_01151	Prai.g_01935
OG0000355	Syaq.g_01149	Prai.g_00001
OG0000356	Syaq.g_01148	Prai.g_00002
OG0000357	Syaq.g_01147	Prai.g_00003
OG0000358	Syaq.g_01143	Prai.g_00007
OG0000359	Syaq.g_01141	Prai.g_00008
OG0000360	Syaq.g_01140	Prai.g_00009
OG0000361	Syaq.g_01139	Prai.g_00010
OG0000362	Syaq.g_01137	Prai.g_00012
OG0000363	Syaq.g_01135	Prai.g_00014
OG0000364	Syaq.g_01134	Prai.g_00015
OG0000365	Syaq.g_01125	Prai.g_00020
OG0000366	Syaq.g_01124	Prai.g_00021
OG0000367	Syaq.g_01123	Prai.g_00022
OG0000368	Syaq.g_01121	Prai.g_00024
OG0000369	Syaq.g_01120	Prai.g_00025
OG0000370	Syaq.g_01119	Prai.g_00026
OG0000371	Syaq.g_01111	Prai.g_00032
OG0000372	Syaq.g_01106	Prai.g_00035
OG0000373	Syaq.g_01105	Prai.g_00036
OG0000374	Syaq.g_01104	Prai.g_00037
OG0000375	Syaq.g_01103	Prai.g_00047
OG0000376	Syaq.g_01101	Prai.g_00049
OG0000377	Syaq.g_01270	Prai.g_00052
OG0000378	Syaq.g_01286	Prai.g_00054
OG0000379	Syaq.g_01291	Prai.g_00057
OG0000380	Syaq.g_01560	Prai.g_00066
OG0000381	Syaq.g_01558	Prai.g_00070
OG0000382	Syaq.g_01540	Prai.g_00081
OG0000383	Syaq.g_01535	Prai.g_00083
OG0000384	Syaq.g_01534	Prai.g_00084
OG0000385	Syaq.g_01533	Prai.g_00085
OG0000386	Syaq.g_01532	Prai.g_00086
OG0000387	Syaq.g_01495	Prai.g_00099
OG0000388	Syaq.g_01491	Prai.g_00102
OG0000389	Syaq.g_01488	Prai.g_00106
OG0000390	Syaq.g_01473	Prai.g_00113
OG0000391	Syaq.g_01468	Prai.g_00116
OG0000392	Syaq.g_01463	Prai.g_00120
OG0000393	Syaq.g_01460	Prai.g_00122
OG0000394	Syaq.g_01459	Prai.g_00123
OG0000395	Syaq.g_01458	Prai.g_00124
OG0000396	Syaq.g_01455	Prai.g_00127
OG0000397	Syaq.g_01453	Prai.g_00129
OG0000398	Syaq.g_01448	Prai.g_00131
OG0000399	Syaq.g_01447	Prai.g_00132
OG0000400	Syaq.g_01446	Prai.g_00133
OG0000401	Syaq.g_01445	Prai.g_00134
OG0000402	Syaq.g_01443	Prai.g_00136
OG0000403	Syaq.g_01442	Prai.g_00137
OG0000404	Syaq.g_01440	Prai.g_00138
OG0000405	Syaq.g_01429	Prai.g_00142
OG0000406	Syaq.g_01422	Prai.g_00158
OG0000407	Syaq.g_01421	Prai.g_00159
OG0000408	Syaq.g_01419	Prai.g_00161
OG0000409	Syaq.g_01417	Prai.g_00163
OG0000410	Syaq.g_01416	Prai.g_00164
OG0000411	Syaq.g_01415	Prai.g_00165
OG0000412	Syaq.g_01414	Prai.g_00166
OG0000413	Syaq.g_01412	Prai.g_00167
OG0000414	Syaq.g_01411	Prai.g_01288, Prai.g_00168
OG0000415	Syaq.g_01410	Prai.g_00169
OG0000416	Syaq.g_01409	Prai.g_00170
OG0000417	Syaq.g_01408	Prai.g_00171
OG0000418	Syaq.g_01403	Prai.g_00176
OG0000419	Syaq.g_01401	Prai.g_00178
OG0000420	Syaq.g_01400	Prai.g_00179
OG0000421	Syaq.g_01395	Prai.g_00184
OG0000422	Syaq.g_01394	Prai.g_00185
OG0000423	Syaq.g_01393	Prai.g_00186
OG0000424	Syaq.g_01392	Prai.g_00187
OG0000425	Syaq.g_01391	Prai.g_00188
OG0000426	Syaq.g_01390	Prai.g_00189
OG0000427	Syaq.g_01389	Prai.g_00190
OG0000428	Syaq.g_01386	Prai.g_00192
OG0000429	Syaq.g_01384	Prai.g_00193
OG0000430	Syaq.g_01383	Prai.g_00194
OG0000431	Syaq.g_01380	Prai.g_00196
OG0000432	Syaq.g_01374	Prai.g_00199
OG0000433	Syaq.g_01369	Prai.g_00200
OG0000434	Syaq.g_01368	Prai.g_00201
OG0000435	Syaq.g_01367	Prai.g_00202
OG0000436	Syaq.g_01361	Prai.g_00207
OG0000437	Syaq.g_01360	Prai.g_00208
OG0000438	Syaq.g_01359	Prai.g_00209
OG0000439	Syaq.g_01357	Prai.g_00211
OG0000440	Syaq.g_01356	Prai.g_00212
OG0000441	Syaq.g_01352	Prai.g_00215
OG0000442	Syaq.g_01350	Prai.g_00216
OG0000443	Syaq.g_01347	Prai.g_00217
OG0000444	Syaq.g_01333	Prai.g_00222
OG0000445	Syaq.g_01332	Prai.g_00223
OG0000446	Syaq.g_01330	Prai.g_00224
OG0000447	Syaq.g_01328	Prai.g_00225
OG0000448	Syaq.g_01327	Prai.g_00226
OG0000449	Syaq.g_01320	Prai.g_00227
OG0000450	Syaq.g_01313	Prai.g_00228
OG0000451	Syaq.g_01312	Prai.g_00229
OG0000452	Syaq.g_01308	Prai.g_00232
OG0000453	Syaq.g_01307	Prai.g_00233
OG0000454	Syaq.g_01306	Prai.g_00234
OG0000455	Syaq.g_01305	Prai.g_00235
OG0000456	Syaq.g_01304	Prai.g_00236
OG0000457	Syaq.g_01302	Prai.g_00237
OG0000458	Syaq.g_01299	Prai.g_00238
OG0000459	Syaq.g_01298	Prai.g_00239
OG0000460	Syaq.g_01577	Prai.g_00246
OG0000461	Syaq.g_00707	Prai.g_00255
OG0000462	Syaq.g_00710	Prai.g_00257
OG0000463	Syaq.g_00711	Prai.g_00258
OG0000464	Syaq.g_00712	Prai.g_00259
OG0000465	Syaq.g_00714	Prai.g_00260
OG0000466	Syaq.g_00718	Prai.g_00263
OG0000467	Syaq.g_00720	Prai.g_00264
OG0000468	Syaq.g_00725	Prai.g_00266
OG0000469	Syaq.g_00739	Prai.g_00275
OG0000470	Syaq.g_00741	Prai.g_00277
OG0000471	Syaq.g_00742	Prai.g_00278
OG0000472	Syaq.g_00744	Prai.g_00279
OG0000473	Syaq.g_00746	Prai.g_00281
OG0000474	Syaq.g_00747	Prai.g_00282
OG0000475	Syaq.g_00748	Prai.g_00283
OG0000476	Syaq.g_00750	Prai.g_00284
OG0000477	Syaq.g_00756	Prai.g_00288
OG0000478	Syaq.g_00757	Prai.g_00289
OG0000479	Syaq.g_00759	Prai.g_00290
OG0000480	Syaq.g_00766	Prai.g_00295
OG0000481	Syaq.g_00768	Prai.g_00297
OG0000482	Syaq.g_00769	Prai.g_00298
OG0000483	Syaq.g_00773	Prai.g_00301
OG0000484	Syaq.g_00774	Prai.g_00302
OG0000485	Syaq.g_00775	Prai.g_00303
OG0000486	Syaq.g_00776	Prai.g_00304
OG0000487	Syaq.g_00782	Prai.g_00308
OG0000488	Syaq.g_00845	Prai.g_00311
OG0000489	Syaq.g_00857	Prai.g_00316
OG0000490	Syaq.g_00864	Prai.g_00321
OG0000491	Syaq.g_00865	Prai.g_00322
OG0000492	Syaq.g_00869	Prai.g_00324
OG0000493	Syaq.g_00870	Prai.g_00325
OG0000494	Syaq.g_00871	Prai.g_00326
OG0000495	Syaq.g_00872	Prai.g_00327
OG0000496	Syaq.g_00873	Prai.g_00328
OG0000497	Syaq.g_00874	Prai.g_00329
OG0000498	Syaq.g_00875	Prai.g_00330
OG0000499	Syaq.g_00876	Prai.g_00331
OG0000500	Syaq.g_00877	Prai.g_00332
OG0000501	Syaq.g_00880	Prai.g_00334
OG0000502	Syaq.g_00953	Prai.g_00337
OG0000503	Syaq.g_00559	Prai.g_00347
OG0000504	Syaq.g_00557	Prai.g_00348
OG0000505	Syaq.g_00556	Prai.g_00349
OG0000506	Syaq.g_00554	Prai.g_00351
OG0000507	Syaq.g_00548	Prai.g_00354
OG0000508	Syaq.g_00544	Prai.g_00357
OG0000509	Syaq.g_00542	Prai.g_00359
OG0000510	Syaq.g_00538	Prai.g_00360
OG0000511	Syaq.g_00537	Prai.g_00361
OG0000512	Syaq.g_00535	Prai.g_00363
OG0000513	Syaq.g_00525	Prai.g_00370
OG0000514	Syaq.g_00514	Prai.g_00462
OG0000515	Syaq.g_00513	Prai.g_00463
OG0000516	Syaq.g_00509	Prai.g_00464
OG0000517	Syaq.g_00502	Prai.g_00466
OG0000518	Syaq.g_00490	Prai.g_00477
OG0000519	Syaq.g_00489	Prai.g_00478
OG0000520	Syaq.g_00488	Prai.g_00479
OG0000521	Syaq.g_00477	Prai.g_00484
OG0000522	Syaq.g_00475	Prai.g_00486
OG0000523	Syaq.g_00474	Prai.g_00487
OG0000524	Syaq.g_00469	Prai.g_00492
OG0000525	Syaq.g_00450	Prai.g_00495
OG0000526	Syaq.g_00448	Prai.g_00496
OG0000527	Syaq.g_00444	Prai.g_00503
OG0000528	Syaq.g_01768	Prai.g_00508
OG0000529	Syaq.g_01773	Prai.g_00511
OG0000530	Syaq.g_01776	Prai.g_00514
OG0000531	Syaq.g_01777	Prai.g_00515
OG0000532	Syaq.g_01780	Prai.g_00517
OG0000533	Syaq.g_01782	Prai.g_00518
OG0000534	Syaq.g_01783	Prai.g_00519
OG0000535	Syaq.g_01784	Prai.g_00520
OG0000536	Syaq.g_01785	Prai.g_00521
OG0000537	Syaq.g_01786	Prai.g_00522
OG0000538	Syaq.g_01798	Prai.g_00530
OG0000539	Syaq.g_01799	Prai.g_00531
OG0000540	Syaq.g_01800	Prai.g_00532
OG0000541	Syaq.g_01801	Prai.g_00533
OG0000542	Syaq.g_01804	Prai.g_00535
OG0000543	Syaq.g_01806	Prai.g_00537
OG0000544	Syaq.g_01807, Syaq.g_02567	Prai.g_00538
OG0000545	Syaq.g_01809	Prai.g_00540
OG0000546	Syaq.g_01811	Prai.g_00543
OG0000547	Syaq.g_01813	Prai.g_00544
OG0000548	Syaq.g_01814	Prai.g_00545
OG0000549	Syaq.g_01819	Prai.g_00547
OG0000550	Syaq.g_01824	Prai.g_00552
OG0000551	Syaq.g_01829	Prai.g_00555
OG0000552	Syaq.g_01830	Prai.g_00556
OG0000553	Syaq.g_01834	Prai.g_00557
OG0000554	Syaq.g_01839	Prai.g_00562
OG0000555	Syaq.g_01857	Prai.g_00570
OG0000556	Syaq.g_01925	Prai.g_00572
OG0000557	Syaq.g_01927	Prai.g_00573
OG0000558	Syaq.g_01929	Prai.g_00575
OG0000559	Syaq.g_01933	Prai.g_00579
OG0000560	Syaq.g_01936	Prai.g_00582
OG0000561	Syaq.g_01937	Prai.g_00583
OG0000562	Syaq.g_01938	Prai.g_00584
OG0000563	Syaq.g_01939	Prai.g_00585
OG0000564	Syaq.g_01940	Prai.g_00586
OG0000565	Syaq.g_01943	Prai.g_00589
OG0000566	Syaq.g_01947	Prai.g_00592
OG0000567	Syaq.g_01951	Prai.g_00596
OG0000568	Syaq.g_01954	Prai.g_00597
OG0000569	Syaq.g_01955	Prai.g_00598
OG0000570	Syaq.g_01956	Prai.g_00599
OG0000571	Syaq.g_01960	Prai.g_00601
OG0000572	Syaq.g_01977	Prai.g_00614
OG0000573	Syaq.g_01985	Prai.g_00620
