Orthogroup	Syaq	Prba
OG0000089	Syaq.g_00529	Prba.g_00850
OG0000090	Syaq.g_01838	Prba.g_00928
OG0000091	Syaq.g_02090	Prba.g_01675
OG0000093	Syaq.g_02323	Prba.g_01369
OG0000094	Syaq.g_00056, Syaq.g_02554	Prba.g_01283
OG0000095	Syaq.g_02679	Prba.g_01264
OG0000097	Syaq.g_00167	Prba.g_00022
OG0000098	Syaq.g_02221, Syaq.g_01849	Prba.g_00214
OG0000099	Syaq.g_00882	Prba.g_00155
OG0000100	Syaq.g_02371	Prba.g_00314
OG0000101	Syaq.g_00607	Prba.g_00429
OG0000102	Syaq.g_01033	Prba.g_00773
OG0000103	Syaq.g_01170	Prba.g_01781
OG0000104	Syaq.g_01154	Prba.g_01789
OG0000105	Syaq.g_00754	Prba.g_00491
OG0000106	Syaq.g_01863	Prba.g_00864
OG0000107	Syaq.g_00694	Prba.g_00880
OG0000108	Syaq.g_01772	Prba.g_00981
OG0000109	Syaq.g_01788	Prba.g_00967
OG0000110	Syaq.g_01962	Prba.g_01741
OG0000111	Syaq.g_02606	Prba.g_01618
OG0000112	Syaq.g_02476	Prba.g_01534
OG0000114	Syaq.g_02269	Prba.g_01395
OG0000115	Syaq.g_00395	Prba.g_00743
OG0000116	Syaq.g_00263	Prba.g_00074
OG0000117	Syaq.g_00203	Prba.g_01135
OG0000118	Syaq.g_00325, Syaq.g_00316	Prba.g_01204
OG0000120	Syaq.g_00883	Prba.g_00175
OG0000121	Syaq.g_00375	Prba.g_00711
OG0000122	Syaq.g_02118	Prba.g_00348
OG0000123	Syaq.g_00599	Prba.g_00436
OG0000124	Syaq.g_01055	Prba.g_00784
OG0000125	Syaq.g_01256	Prba.g_01089, Prba.g_00821
OG0000126	Syaq.g_01156	Prba.g_01788
OG0000128	Syaq.g_01138	Prba.g_01804
OG0000129	Syaq.g_01269	Prba.g_01838
OG0000130	Syaq.g_01559	Prba.g_01857
OG0000131	Syaq.g_01427, Syaq.g_01424	Prba.g_01933
OG0000132	Syaq.g_01036, Syaq.g_01404	Prba.g_01952
OG0000133	Syaq.g_02481	Prba.g_00538
OG0000134	Syaq.g_00526	Prba.g_00851
OG0000135	Syaq.g_01227	Prba.g_00877
OG0000136	Syaq.g_00496	Prba.g_01020
OG0000137	Syaq.g_00442	Prba.g_00986
OG0000138	Syaq.g_01789	Prba.g_00966
OG0000139	Syaq.g_01844	Prba.g_00924
OG0000140	Syaq.g_01848	Prba.g_00923
OG0000141	Syaq.g_02010	Prba.g_01710
OG0000142	Syaq.g_02082	Prba.g_01682
OG0000143	Syaq.g_02086	Prba.g_01678
OG0000144	Syaq.g_02152	Prba.g_01665
OG0000145	Syaq.g_01796	Prba.g_01541
OG0000146	Syaq.g_02475	Prba.g_01533
OG0000147	Syaq.g_02474	Prba.g_01532
OG0000148	Syaq.g_02359	Prba.g_01483
OG0000149	Syaq.g_02395	Prba.g_01452
OG0000150	Syaq.g_02011	Prba.g_01444
OG0000151	Syaq.g_02283	Prba.g_01385
OG0000152	Syaq.g_02485	Prba.g_01337
OG0000153	Syaq.g_02518	Prba.g_01318
OG0000154	Syaq.g_00066	Prba.g_01290
OG0000155	Syaq.g_00212	Prba.g_00043
OG0000156	Syaq.g_00281	Prba.g_01181
OG0000157	Syaq.g_00282	Prba.g_01182
OG0000158	Syaq.g_01003	Prba.g_00154
OG0000159	Syaq.g_00918, Syaq.g_00941	Prba.g_00152
OG0000160	Syaq.g_00374	Prba.g_00712
OG0000161	Syaq.g_00382	Prba.g_00706
OG0000162	Syaq.g_00389	Prba.g_00700
OG0000163	Syaq.g_02373, Syaq.g_01730	Prba.g_00341
OG0000164	Syaq.g_01642	Prba.g_00596
OG0000165	Syaq.g_01630	Prba.g_00589
OG0000166	Syaq.g_00647	Prba.g_00393
OG0000167	Syaq.g_00983	Prba.g_01069
OG0000168	Syaq.g_01004	Prba.g_01079
OG0000169	Syaq.g_01016	Prba.g_00761
OG0000170	Syaq.g_01023	Prba.g_00763
OG0000171	Syaq.g_01052	Prba.g_00783
OG0000172	Syaq.g_01074	Prba.g_00792
OG0000173	Syaq.g_01092	Prba.g_00807
OG0000174	Syaq.g_01224	Prba.g_00835
OG0000175	Syaq.g_01183	Prba.g_00845
OG0000176	Syaq.g_01146	Prba.g_01797
OG0000177	Syaq.g_01145	Prba.g_01798
OG0000178	Syaq.g_01144	Prba.g_01799
OG0000179	Syaq.g_01129	Prba.g_01809
OG0000180	Syaq.g_01128	Prba.g_01810
OG0000181	Syaq.g_01127	Prba.g_01811
OG0000182	Syaq.g_01126	Prba.g_01812
OG0000183	Syaq.g_01122	Prba.g_01816
OG0000184	Syaq.g_01277	Prba.g_01840
OG0000185	Syaq.g_01290	Prba.g_01843
OG0000186	Syaq.g_01563	Prba.g_01852
OG0000187	Syaq.g_01561	Prba.g_01853
OG0000188	Syaq.g_01539	Prba.g_01870
OG0000189	Syaq.g_01499, Syaq.g_00122	Prba.g_01884
OG0000190	Syaq.g_01497	Prba.g_01885
OG0000191	Syaq.g_01467	Prba.g_01905
OG0000192	Syaq.g_01462	Prba.g_01909
OG0000193	Syaq.g_01423	Prba.g_01934
OG0000194	Syaq.g_01420	Prba.g_01937
OG0000195	Syaq.g_01418	Prba.g_01939
OG0000196	Syaq.g_01407	Prba.g_01949
OG0000197	Syaq.g_01406	Prba.g_01950
OG0000198	Syaq.g_01405	Prba.g_01951
OG0000199	Syaq.g_01398	Prba.g_00626
OG0000200	Syaq.g_01382	Prba.g_00640
OG0000201	Syaq.g_01365	Prba.g_00648
OG0000202	Syaq.g_01364	Prba.g_00649
OG0000203	Syaq.g_01363	Prba.g_00650
OG0000204	Syaq.g_01362	Prba.g_00651
OG0000205	Syaq.g_01355	Prba.g_00658
OG0000206	Syaq.g_01345	Prba.g_00663
OG0000207	Syaq.g_01338	Prba.g_00665
OG0000208	Syaq.g_01337	Prba.g_00666
OG0000209	Syaq.g_01310	Prba.g_00675
OG0000210	Syaq.g_01309	Prba.g_00439
OG0000211	Syaq.g_01570	Prba.g_00452
OG0000212	Syaq.g_01586	Prba.g_00459
OG0000213	Syaq.g_00729	Prba.g_00476
OG0000214	Syaq.g_00745	Prba.g_00485
OG0000215	Syaq.g_00777	Prba.g_00509
OG0000216	Syaq.g_00781	Prba.g_00510
OG0000217	Syaq.g_00844	Prba.g_00513
OG0000218	Syaq.g_00846	Prba.g_00515
OG0000219	Syaq.g_00847	Prba.g_00516
OG0000220	Syaq.g_00848	Prba.g_00517
OG0000221	Syaq.g_00856	Prba.g_00518
OG0000222	Syaq.g_00868	Prba.g_00526
OG0000223	Syaq.g_00946	Prba.g_00539
OG0000224	Syaq.g_00950	Prba.g_00541
OG0000225	Syaq.g_00543	Prba.g_00562
OG0000226	Syaq.g_00536	Prba.g_00221
OG0000227	Syaq.g_00534	Prba.g_00223
OG0000228	Syaq.g_00531	Prba.g_00849
OG0000229	Syaq.g_00501	Prba.g_01025
OG0000230	Syaq.g_00499	Prba.g_01023
OG0000231	Syaq.g_00485	Prba.g_01012
OG0000232	Syaq.g_00472	Prba.g_01003
OG0000233	Syaq.g_00464	Prba.g_00998
OG0000234	Syaq.g_00440	Prba.g_00985
OG0000235	Syaq.g_01771	Prba.g_00982
OG0000236	Syaq.g_01787	Prba.g_00968
OG0000237	Syaq.g_01805	Prba.g_00955
OG0000238	Syaq.g_01810	Prba.g_00949
OG0000239	Syaq.g_01826	Prba.g_00936
OG0000240	Syaq.g_01827	Prba.g_00935
OG0000241	Syaq.g_02074	Prba.g_00931
OG0000242	Syaq.g_01836	Prba.g_00929
OG0000243	Syaq.g_01922	Prba.g_01772
OG0000244	Syaq.g_01928	Prba.g_01769
OG0000245	Syaq.g_01930	Prba.g_01767
OG0000246	Syaq.g_01934	Prba.g_01763
OG0000247	Syaq.g_01945	Prba.g_01753
OG0000248	Syaq.g_01948	Prba.g_01751
OG0000249	Syaq.g_01950	Prba.g_01749
OG0000250	Syaq.g_01958	Prba.g_01744
OG0000251	Syaq.g_01984	Prba.g_01726
OG0000252	Syaq.g_01987	Prba.g_01723
OG0000253	Syaq.g_01989	Prba.g_01722
OG0000254	Syaq.g_02016	Prba.g_01706
OG0000255	Syaq.g_02041	Prba.g_01700
OG0000256	Syaq.g_02068	Prba.g_01690
OG0000257	Syaq.g_02073	Prba.g_01687
OG0000258	Syaq.g_02095	Prba.g_01674
OG0000259	Syaq.g_02239	Prba.g_01657
OG0000260	Syaq.g_02242	Prba.g_01654
OG0000261	Syaq.g_02245	Prba.g_01652
OG0000262	Syaq.g_02250	Prba.g_01648
OG0000263	Syaq.g_00185	Prba.g_01636
OG0000264	Syaq.g_02582	Prba.g_01626
OG0000266	Syaq.g_00037	Prba.g_01584
OG0000267	Syaq.g_02430	Prba.g_01573
OG0000268	Syaq.g_02431	Prba.g_01572
OG0000269	Syaq.g_02335	Prba.g_01504
OG0000270	Syaq.g_02338	Prba.g_01501
OG0000271	Syaq.g_02346	Prba.g_01493
OG0000272	Syaq.g_02347	Prba.g_01492
OG0000273	Syaq.g_02376	Prba.g_01469
OG0000274	Syaq.g_02377	Prba.g_01468
OG0000275	Syaq.g_02380	Prba.g_01465
OG0000276	Syaq.g_02387	Prba.g_01460
OG0000277	Syaq.g_02388	Prba.g_01459
OG0000278	Syaq.g_02391	Prba.g_01456
OG0000279	Syaq.g_02401	Prba.g_01449
OG0000280	Syaq.g_02410	Prba.g_01448
OG0000281	Syaq.g_02224	Prba.g_01443
OG0000282	Syaq.g_02271	Prba.g_01393
OG0000283	Syaq.g_02445	Prba.g_01360
OG0000284	Syaq.g_02450	Prba.g_01355
OG0000285	Syaq.g_02466	Prba.g_01350
OG0000286	Syaq.g_02484	Prba.g_01338
OG0000287	Syaq.g_02511	Prba.g_01321
OG0000288	Syaq.g_00067	Prba.g_01291
OG0000289	Syaq.g_00053	Prba.g_01280
OG0000290	Syaq.g_02682	Prba.g_01267
OG0000291	Syaq.g_02680	Prba.g_01265
OG0000292	Syaq.g_01157	Prba.g_01216
OG0000293	Syaq.g_00262	Prba.g_00073
OG0000294	Syaq.g_00261	Prba.g_00072
OG0000295	Syaq.g_00220	Prba.g_00051
OG0000296	Syaq.g_00218	Prba.g_00049
OG0000297	Syaq.g_00205	Prba.g_00041
OG0000298	Syaq.g_00204	Prba.g_00040
OG0000299	Syaq.g_00171	Prba.g_00023
OG0000300	Syaq.g_00164	Prba.g_00020
OG0000301	Syaq.g_00163	Prba.g_00019
OG0000302	Syaq.g_00162	Prba.g_00017
OG0000303	Syaq.g_00152	Prba.g_00010
OG0000304	Syaq.g_00146	Prba.g_00006
OG0000305	Syaq.g_02677	Prba.g_00204
OG0000306	Syaq.g_01861	Prba.g_00201
OG0000307	Syaq.g_01754	Prba.g_00187
OG0000308	Syaq.g_01752	Prba.g_00186
OG0000309	Syaq.g_01747	Prba.g_00182
OG0000310	Syaq.g_00347	Prba.g_00112
OG0000311	Syaq.g_00352	Prba.g_00110
OG0000312	Syaq.g_00359	Prba.g_00107
OG0000313	Syaq.g_00379	Prba.g_00709
OG0000314	Syaq.g_00408	Prba.g_00686
OG0000315	Syaq.g_00418	Prba.g_00351, Prba.g_00676
OG0000316	Syaq.g_01716	Prba.g_00331
OG0000317	Syaq.g_01675	Prba.g_00228
OG0000318	Syaq.g_01672	Prba.g_00619
OG0000319	Syaq.g_01657	Prba.g_00606
OG0000320	Syaq.g_01655	Prba.g_00604
OG0000321	Syaq.g_01654	Prba.g_00603
OG0000322	Syaq.g_01653	Prba.g_00602
OG0000323	Syaq.g_01638	Prba.g_00593
OG0000324	Syaq.g_01605	Prba.g_00567
OG0000325	Syaq.g_00693	Prba.g_00358
OG0000326	Syaq.g_00686	Prba.g_00364
OG0000327	Syaq.g_00652	Prba.g_00388
OG0000328	Syaq.g_00651	Prba.g_00389
OG0000329	Syaq.g_00633	Prba.g_00406
OG0000330	Syaq.g_00632	Prba.g_00407
OG0000331	Syaq.g_00631	Prba.g_00408
OG0000332	Syaq.g_00616	Prba.g_00422
OG0000333	Syaq.g_00613	Prba.g_00424
OG0000334	Syaq.g_00603	Prba.g_00432
OG0000335	Syaq.g_00598	Prba.g_00437
OG0000336	Syaq.g_00594	Prba.g_01050
OG0000337	Syaq.g_00975	Prba.g_01067
OG0000338	Syaq.g_00981	Prba.g_01068
OG0000339	Syaq.g_00988	Prba.g_01072
OG0000340	Syaq.g_01005	Prba.g_00752
OG0000341	Syaq.g_01007	Prba.g_00754
OG0000342	Syaq.g_01008	Prba.g_00755
OG0000343	Syaq.g_01010	Prba.g_00756
OG0000344	Syaq.g_01014	Prba.g_00759
OG0000345	Syaq.g_01024	Prba.g_00764
OG0000346	Syaq.g_01029	Prba.g_00769
OG0000347	Syaq.g_01057	Prba.g_00785
OG0000348	Syaq.g_01070	Prba.g_00795
OG0000349	Syaq.g_01099	Prba.g_00812
OG0000350	Syaq.g_00679	Prba.g_00831
OG0000351	Syaq.g_01179	Prba.g_00848, Prba.g_01776
OG0000352	Syaq.g_01178	Prba.g_01777
OG0000353	Syaq.g_01151	Prba.g_01792
OG0000355	Syaq.g_01149	Prba.g_01794
OG0000356	Syaq.g_01148	Prba.g_01795
OG0000357	Syaq.g_01147	Prba.g_01796
OG0000358	Syaq.g_01143	Prba.g_01800
OG0000359	Syaq.g_01141	Prba.g_01801
OG0000360	Syaq.g_01140	Prba.g_01802
OG0000361	Syaq.g_01139	Prba.g_01803
OG0000362	Syaq.g_01137	Prba.g_01805
OG0000363	Syaq.g_01135	Prba.g_01807
OG0000364	Syaq.g_01134	Prba.g_01808
OG0000365	Syaq.g_01125	Prba.g_01813
OG0000366	Syaq.g_01124	Prba.g_01814
OG0000367	Syaq.g_01123	Prba.g_01815
OG0000368	Syaq.g_01121	Prba.g_01817
OG0000369	Syaq.g_01120	Prba.g_01818
OG0000370	Syaq.g_01119	Prba.g_01819
OG0000371	Syaq.g_01111	Prba.g_01825
OG0000372	Syaq.g_01106	Prba.g_01828
OG0000373	Syaq.g_01105	Prba.g_01829
OG0000374	Syaq.g_01104	Prba.g_01830
OG0000375	Syaq.g_01103	Prba.g_01834
OG0000376	Syaq.g_01101	Prba.g_01836
OG0000377	Syaq.g_01270	Prba.g_01839
OG0000378	Syaq.g_01286	Prba.g_01841
OG0000379	Syaq.g_01291	Prba.g_01844
OG0000380	Syaq.g_01560	Prba.g_01854
OG0000381	Syaq.g_01558	Prba.g_01858
OG0000382	Syaq.g_01540	Prba.g_01869
OG0000383	Syaq.g_01535	Prba.g_01871
OG0000384	Syaq.g_01534	Prba.g_01872
OG0000385	Syaq.g_01533	Prba.g_01873
OG0000386	Syaq.g_01532	Prba.g_01874
OG0000387	Syaq.g_01495	Prba.g_01887
OG0000388	Syaq.g_01491	Prba.g_01890
OG0000389	Syaq.g_01488	Prba.g_01894
OG0000390	Syaq.g_01473	Prba.g_01901
OG0000391	Syaq.g_01468	Prba.g_01904
OG0000392	Syaq.g_01463	Prba.g_01908
OG0000393	Syaq.g_01460	Prba.g_01910
OG0000394	Syaq.g_01459	Prba.g_01911
OG0000395	Syaq.g_01458	Prba.g_01912
OG0000396	Syaq.g_01455	Prba.g_01915
OG0000397	Syaq.g_01453	Prba.g_01917
OG0000398	Syaq.g_01448	Prba.g_01919
OG0000399	Syaq.g_01447	Prba.g_01920
OG0000400	Syaq.g_01446	Prba.g_01921
OG0000401	Syaq.g_01445	Prba.g_01922
OG0000402	Syaq.g_01443	Prba.g_01924
OG0000403	Syaq.g_01442	Prba.g_01925
OG0000404	Syaq.g_01440	Prba.g_01926
OG0000405	Syaq.g_01429	Prba.g_01930
OG0000406	Syaq.g_01422	Prba.g_01935
OG0000407	Syaq.g_01421	Prba.g_01936
OG0000408	Syaq.g_01419	Prba.g_01938
OG0000409	Syaq.g_01417	Prba.g_01940
OG0000410	Syaq.g_01416	Prba.g_01941
OG0000411	Syaq.g_01415	Prba.g_01942
OG0000412	Syaq.g_01414	Prba.g_01943
OG0000413	Syaq.g_01412	Prba.g_01944
OG0000414	Syaq.g_01411	Prba.g_01945
OG0000415	Syaq.g_01410	Prba.g_01946
OG0000416	Syaq.g_01409	Prba.g_01947
OG0000417	Syaq.g_01408	Prba.g_01948
OG0000418	Syaq.g_01403	Prba.g_01953
OG0000419	Syaq.g_01401	Prba.g_00623
OG0000420	Syaq.g_01400	Prba.g_00624
OG0000421	Syaq.g_01395	Prba.g_00629
OG0000422	Syaq.g_01394	Prba.g_00630
OG0000423	Syaq.g_01393	Prba.g_00631
OG0000424	Syaq.g_01392	Prba.g_00632
OG0000425	Syaq.g_01391	Prba.g_00633
OG0000426	Syaq.g_01390	Prba.g_00634
OG0000427	Syaq.g_01389	Prba.g_00635
OG0000428	Syaq.g_01386	Prba.g_00637
OG0000429	Syaq.g_01384	Prba.g_00638
OG0000430	Syaq.g_01383	Prba.g_00639
OG0000431	Syaq.g_01380	Prba.g_00641
OG0000432	Syaq.g_01374	Prba.g_00644
OG0000433	Syaq.g_01369	Prba.g_00645
OG0000434	Syaq.g_01368	Prba.g_00646
OG0000435	Syaq.g_01367	Prba.g_00647
OG0000436	Syaq.g_01361	Prba.g_00652
OG0000437	Syaq.g_01360	Prba.g_00653
OG0000438	Syaq.g_01359	Prba.g_00654
OG0000439	Syaq.g_01357	Prba.g_00656
OG0000440	Syaq.g_01356	Prba.g_00657
OG0000441	Syaq.g_01352	Prba.g_00660
OG0000442	Syaq.g_01350	Prba.g_00661
OG0000443	Syaq.g_01347	Prba.g_00662
OG0000444	Syaq.g_01333	Prba.g_00667
OG0000445	Syaq.g_01332	Prba.g_00668
OG0000446	Syaq.g_01330	Prba.g_00669
OG0000447	Syaq.g_01328	Prba.g_00670
OG0000448	Syaq.g_01327	Prba.g_00671
OG0000449	Syaq.g_01320	Prba.g_00672
OG0000450	Syaq.g_01313	Prba.g_00673
OG0000451	Syaq.g_01312	Prba.g_00674
OG0000452	Syaq.g_01308	Prba.g_00440
OG0000453	Syaq.g_01307	Prba.g_00441
OG0000454	Syaq.g_01306	Prba.g_00442
OG0000455	Syaq.g_01305	Prba.g_00443
OG0000456	Syaq.g_01304	Prba.g_00444
OG0000457	Syaq.g_01302	Prba.g_00445
OG0000458	Syaq.g_01299	Prba.g_00446
OG0000459	Syaq.g_01298	Prba.g_00447
OG0000460	Syaq.g_01577	Prba.g_00454
OG0000461	Syaq.g_00707	Prba.g_00461
OG0000462	Syaq.g_00710	Prba.g_00463
OG0000463	Syaq.g_00711	Prba.g_00464
OG0000464	Syaq.g_00712	Prba.g_00465
OG0000465	Syaq.g_00714	Prba.g_00466
OG0000466	Syaq.g_00718	Prba.g_00469
OG0000467	Syaq.g_00720	Prba.g_00470
OG0000468	Syaq.g_00725	Prba.g_00472
OG0000469	Syaq.g_00739	Prba.g_00480
OG0000470	Syaq.g_00741	Prba.g_00482
OG0000471	Syaq.g_00742	Prba.g_00483
OG0000472	Syaq.g_00744	Prba.g_00484
OG0000473	Syaq.g_00746	Prba.g_00486
OG0000474	Syaq.g_00747	Prba.g_00487
OG0000475	Syaq.g_00748	Prba.g_00488
OG0000476	Syaq.g_00750	Prba.g_00489
OG0000477	Syaq.g_00756	Prba.g_00492
OG0000478	Syaq.g_00757	Prba.g_00493
OG0000479	Syaq.g_00759	Prba.g_00494
OG0000480	Syaq.g_00766	Prba.g_00499
OG0000481	Syaq.g_00768	Prba.g_00501
OG0000482	Syaq.g_00769	Prba.g_00502
OG0000483	Syaq.g_00773	Prba.g_00505
OG0000484	Syaq.g_00774	Prba.g_00506
OG0000485	Syaq.g_00775	Prba.g_00507
OG0000486	Syaq.g_00776	Prba.g_00508
OG0000487	Syaq.g_00782	Prba.g_00511
OG0000488	Syaq.g_00845	Prba.g_00514
OG0000489	Syaq.g_00857	Prba.g_00519
OG0000490	Syaq.g_00864	Prba.g_00524
OG0000491	Syaq.g_00865	Prba.g_00525
OG0000492	Syaq.g_00869	Prba.g_00527
OG0000493	Syaq.g_00870	Prba.g_00528
OG0000494	Syaq.g_00871	Prba.g_00529
OG0000495	Syaq.g_00872	Prba.g_00530
OG0000496	Syaq.g_00873	Prba.g_00531
OG0000497	Syaq.g_00874	Prba.g_00532
OG0000498	Syaq.g_00875	Prba.g_00533
OG0000499	Syaq.g_00876	Prba.g_00534
OG0000500	Syaq.g_00877	Prba.g_00535
OG0000501	Syaq.g_00880	Prba.g_00537
OG0000502	Syaq.g_00953	Prba.g_00540
OG0000503	Syaq.g_00559	Prba.g_00550
OG0000504	Syaq.g_00557	Prba.g_00551
OG0000505	Syaq.g_00556	Prba.g_00552
OG0000506	Syaq.g_00554	Prba.g_00554
OG0000507	Syaq.g_00548	Prba.g_00557
OG0000508	Syaq.g_00544	Prba.g_00561
OG0000509	Syaq.g_00542	Prba.g_00218
OG0000510	Syaq.g_00538	Prba.g_00219
OG0000511	Syaq.g_00537	Prba.g_00220
OG0000512	Syaq.g_00535	Prba.g_00222
OG0000513	Syaq.g_00525	Prba.g_00852
OG0000514	Syaq.g_00514	Prba.g_01030
OG0000515	Syaq.g_00513	Prba.g_01029
OG0000516	Syaq.g_00509	Prba.g_01028
OG0000517	Syaq.g_00502	Prba.g_01026
OG0000518	Syaq.g_00490	Prba.g_01015
OG0000519	Syaq.g_00489	Prba.g_01014
OG0000520	Syaq.g_00488	Prba.g_01013
OG0000521	Syaq.g_00477	Prba.g_01008
OG0000522	Syaq.g_00475	Prba.g_01006
OG0000523	Syaq.g_00474	Prba.g_01005
OG0000524	Syaq.g_00469	Prba.g_01000
OG0000525	Syaq.g_00450	Prba.g_00997
OG0000526	Syaq.g_00448	Prba.g_00996
OG0000527	Syaq.g_00444	Prba.g_00988
OG0000528	Syaq.g_01768	Prba.g_00983
OG0000529	Syaq.g_01773	Prba.g_00980
OG0000530	Syaq.g_01776	Prba.g_00977
OG0000531	Syaq.g_01777	Prba.g_00976
OG0000532	Syaq.g_01780	Prba.g_00974
OG0000533	Syaq.g_01782	Prba.g_00973
OG0000534	Syaq.g_01783	Prba.g_00972
OG0000535	Syaq.g_01784	Prba.g_00971
OG0000536	Syaq.g_01785	Prba.g_00970
OG0000537	Syaq.g_01786	Prba.g_00969
OG0000538	Syaq.g_01798	Prba.g_00961
OG0000539	Syaq.g_01799	Prba.g_00960
OG0000540	Syaq.g_01800	Prba.g_00959
OG0000541	Syaq.g_01801	Prba.g_00958
OG0000542	Syaq.g_01804	Prba.g_00956
OG0000543	Syaq.g_01806	Prba.g_00954
OG0000544	Syaq.g_01807, Syaq.g_02567	Prba.g_00953
OG0000545	Syaq.g_01809	Prba.g_00951
OG0000546	Syaq.g_01811	Prba.g_00948
OG0000547	Syaq.g_01813	Prba.g_00946
OG0000548	Syaq.g_01814	Prba.g_00945
OG0000549	Syaq.g_01819	Prba.g_00943
OG0000550	Syaq.g_01824	Prba.g_00938
OG0000551	Syaq.g_01829	Prba.g_00934
OG0000552	Syaq.g_01830	Prba.g_00933
OG0000553	Syaq.g_01834	Prba.g_00932
OG0000554	Syaq.g_01839	Prba.g_00927
OG0000555	Syaq.g_01857	Prba.g_01773
OG0000556	Syaq.g_01925	Prba.g_01771
OG0000557	Syaq.g_01927	Prba.g_01770
OG0000558	Syaq.g_01929	Prba.g_01768
OG0000559	Syaq.g_01933	Prba.g_01764
OG0000560	Syaq.g_01936	Prba.g_01761
OG0000561	Syaq.g_01937	Prba.g_01760
OG0000562	Syaq.g_01938	Prba.g_01759
OG0000563	Syaq.g_01939	Prba.g_01758
OG0000564	Syaq.g_01940	Prba.g_01757
OG0000565	Syaq.g_01943	Prba.g_01754
OG0000566	Syaq.g_01947	Prba.g_01752
OG0000567	Syaq.g_01951	Prba.g_01748
OG0000568	Syaq.g_01954	Prba.g_01747
OG0000569	Syaq.g_01955	Prba.g_01746
OG0000570	Syaq.g_01956	Prba.g_01745
