Orthogroup	Syaq	Pray
OG0000248	Syaq.g_01948	Pray.g_01197
OG0000249	Syaq.g_01950	Pray.g_01195
OG0000250	Syaq.g_01958	Pray.g_01190
OG0000251	Syaq.g_01984	Pray.g_01172
OG0000252	Syaq.g_01987	Pray.g_01169
OG0000253	Syaq.g_01989	Pray.g_01168
OG0000254	Syaq.g_02016	Pray.g_01152
OG0000255	Syaq.g_02041	Pray.g_01146
OG0000256	Syaq.g_02068	Pray.g_01136
OG0000257	Syaq.g_02073	Pray.g_01133
OG0000258	Syaq.g_02095	Pray.g_01120
OG0000259	Syaq.g_02239	Pray.g_01103
OG0000260	Syaq.g_02242	Pray.g_01100
OG0000261	Syaq.g_02245	Pray.g_01098
OG0000262	Syaq.g_02250	Pray.g_01094
OG0000263	Syaq.g_00185	Pray.g_01082
OG0000264	Syaq.g_02582	Pray.g_01072
OG0000266	Syaq.g_00037	Pray.g_01030
OG0000267	Syaq.g_02430	Pray.g_00274
OG0000268	Syaq.g_02431	Pray.g_00275
OG0000269	Syaq.g_02335	Pray.g_00343
OG0000270	Syaq.g_02338	Pray.g_00346
OG0000271	Syaq.g_02346	Pray.g_00354
OG0000272	Syaq.g_02347	Pray.g_00355
OG0000273	Syaq.g_02376	Pray.g_00378
OG0000274	Syaq.g_02377	Pray.g_00379
OG0000275	Syaq.g_02380	Pray.g_00382
OG0000276	Syaq.g_02387	Pray.g_00387
OG0000277	Syaq.g_02388	Pray.g_00388
OG0000278	Syaq.g_02391	Pray.g_00391
OG0000279	Syaq.g_02401	Pray.g_00398
OG0000280	Syaq.g_02410	Pray.g_00399
OG0000281	Syaq.g_02224	Pray.g_00404
OG0000282	Syaq.g_02271	Pray.g_00454
OG0000283	Syaq.g_02445	Pray.g_00488
OG0000284	Syaq.g_02450	Pray.g_00493
OG0000285	Syaq.g_02466	Pray.g_00498
OG0000286	Syaq.g_02484	Pray.g_00510
OG0000287	Syaq.g_02511	Pray.g_00527
OG0000288	Syaq.g_00067	Pray.g_00557
OG0000289	Syaq.g_00053	Pray.g_00568
OG0000290	Syaq.g_02682	Pray.g_00581
OG0000291	Syaq.g_02680	Pray.g_00583
OG0000292	Syaq.g_01157	Pray.g_00632
OG0000293	Syaq.g_00262	Pray.g_00073
OG0000294	Syaq.g_00261	Pray.g_00072
OG0000295	Syaq.g_00220	Pray.g_00051
OG0000296	Syaq.g_00218	Pray.g_00049
OG0000297	Syaq.g_00205	Pray.g_00041
OG0000298	Syaq.g_00204	Pray.g_00040
OG0000299	Syaq.g_00171	Pray.g_00023
OG0000300	Syaq.g_00164	Pray.g_00020
OG0000301	Syaq.g_00163	Pray.g_00019
OG0000302	Syaq.g_00162	Pray.g_00017
OG0000303	Syaq.g_00152	Pray.g_00010
OG0000304	Syaq.g_00146	Pray.g_00006
OG0000305	Syaq.g_02677	Pray.g_01837
OG0000306	Syaq.g_01861	Pray.g_01834
OG0000307	Syaq.g_01754	Pray.g_01820
OG0000308	Syaq.g_01752	Pray.g_01819
OG0000309	Syaq.g_01747	Pray.g_01815
OG0000310	Syaq.g_00347	Pray.g_01737
OG0000311	Syaq.g_00352	Pray.g_01735
OG0000312	Syaq.g_00359	Pray.g_01732
OG0000313	Syaq.g_00379	Pray.g_01718
OG0000314	Syaq.g_00408	Pray.g_01695
OG0000315	Syaq.g_00418	Pray.g_01685
OG0000316	Syaq.g_01716	Pray.g_01665
OG0000317	Syaq.g_01675	Pray.g_01561
OG0000318	Syaq.g_01672	Pray.g_01558
OG0000319	Syaq.g_01657	Pray.g_01545
OG0000320	Syaq.g_01655	Pray.g_01543
OG0000321	Syaq.g_01654	Pray.g_01542
OG0000322	Syaq.g_01653	Pray.g_01541
OG0000323	Syaq.g_01638	Pray.g_01532
OG0000324	Syaq.g_01605	Pray.g_01506
OG0000325	Syaq.g_00693	Pray.g_01235
OG0000326	Syaq.g_00686	Pray.g_01241
OG0000327	Syaq.g_00652	Pray.g_01265
OG0000328	Syaq.g_00651	Pray.g_01266
OG0000329	Syaq.g_00633	Pray.g_01283
OG0000330	Syaq.g_00632	Pray.g_01284
OG0000331	Syaq.g_00631	Pray.g_01285
OG0000332	Syaq.g_00616	Pray.g_01299
OG0000333	Syaq.g_00613	Pray.g_01301
OG0000334	Syaq.g_00603	Pray.g_01309
OG0000335	Syaq.g_00598	Pray.g_01314
OG0000336	Syaq.g_00594	Pray.g_01318
OG0000337	Syaq.g_00975	Pray.g_01335
OG0000338	Syaq.g_00981	Pray.g_01336
OG0000339	Syaq.g_00988	Pray.g_01340
OG0000340	Syaq.g_01005	Pray.g_01348
OG0000341	Syaq.g_01007	Pray.g_01350
OG0000342	Syaq.g_01008	Pray.g_01351
OG0000343	Syaq.g_01010	Pray.g_01352
OG0000344	Syaq.g_01014	Pray.g_01355
OG0000345	Syaq.g_01024	Pray.g_01360
OG0000346	Syaq.g_01029	Pray.g_01365
OG0000347	Syaq.g_01057	Pray.g_01381
OG0000348	Syaq.g_01070	Pray.g_01391
OG0000349	Syaq.g_01099	Pray.g_01408
OG0000350	Syaq.g_00679	Pray.g_01427
OG0000351	Syaq.g_01179	Pray.g_01444
OG0000352	Syaq.g_01178	Pray.g_01445
OG0000353	Syaq.g_01151	Pray.g_01460
OG0000355	Syaq.g_01149	Pray.g_01462
OG0000356	Syaq.g_01148	Pray.g_01463
OG0000357	Syaq.g_01147	Pray.g_01464
OG0000358	Syaq.g_01143	Pray.g_01469
OG0000359	Syaq.g_01141	Pray.g_01470
OG0000360	Syaq.g_01140	Pray.g_01471
OG0000361	Syaq.g_01139	Pray.g_01472
OG0000362	Syaq.g_01137	Pray.g_01474
OG0000363	Syaq.g_01135	Pray.g_01476
OG0000364	Syaq.g_01134	Pray.g_01477
OG0000365	Syaq.g_01125	Pray.g_01482
OG0000366	Syaq.g_01124	Pray.g_01483
OG0000367	Syaq.g_01123	Pray.g_01484
OG0000368	Syaq.g_01121	Pray.g_01486
OG0000369	Syaq.g_01120	Pray.g_01487
OG0000370	Syaq.g_01119	Pray.g_01488
OG0000371	Syaq.g_01111	Pray.g_01494
OG0000372	Syaq.g_01106	Pray.g_01497
OG0000373	Syaq.g_01105	Pray.g_01498
OG0000374	Syaq.g_01104	Pray.g_01499
OG0000375	Syaq.g_01103	Pray.g_00243
OG0000376	Syaq.g_01101	Pray.g_00241
OG0000377	Syaq.g_01270	Pray.g_00238
OG0000378	Syaq.g_01286	Pray.g_00236
OG0000379	Syaq.g_01291	Pray.g_00233
OG0000380	Syaq.g_01560	Pray.g_00223
OG0000381	Syaq.g_01558	Pray.g_00219
OG0000382	Syaq.g_01540	Pray.g_00208
OG0000383	Syaq.g_01535	Pray.g_00206
OG0000384	Syaq.g_01534	Pray.g_00205
OG0000385	Syaq.g_01533	Pray.g_00204
OG0000386	Syaq.g_01532	Pray.g_00203
OG0000387	Syaq.g_01495	Pray.g_00190
OG0000388	Syaq.g_01491	Pray.g_00187
OG0000389	Syaq.g_01488	Pray.g_00183
OG0000390	Syaq.g_01473	Pray.g_00176
OG0000391	Syaq.g_01468	Pray.g_00173
OG0000392	Syaq.g_01463	Pray.g_00169
OG0000393	Syaq.g_01460	Pray.g_00167
OG0000394	Syaq.g_01459	Pray.g_00166
OG0000395	Syaq.g_01458	Pray.g_00165
OG0000396	Syaq.g_01455	Pray.g_00162
OG0000397	Syaq.g_01453	Pray.g_00160
OG0000398	Syaq.g_01448	Pray.g_00158
OG0000399	Syaq.g_01447	Pray.g_00157
OG0000400	Syaq.g_01446	Pray.g_00156
OG0000401	Syaq.g_01445	Pray.g_00155
OG0000402	Syaq.g_01443	Pray.g_00153
OG0000403	Syaq.g_01442	Pray.g_00152
OG0000404	Syaq.g_01440	Pray.g_00151
OG0000405	Syaq.g_01429	Pray.g_00147
OG0000406	Syaq.g_01422	Pray.g_00142
OG0000407	Syaq.g_01421	Pray.g_00141
OG0000408	Syaq.g_01419	Pray.g_00139
OG0000409	Syaq.g_01417	Pray.g_00137
OG0000410	Syaq.g_01416	Pray.g_00136
OG0000411	Syaq.g_01415	Pray.g_00635
OG0000412	Syaq.g_01414	Pray.g_00636
OG0000413	Syaq.g_01412	Pray.g_00637
OG0000414	Syaq.g_01411	Pray.g_00638
OG0000415	Syaq.g_01410	Pray.g_00639
OG0000416	Syaq.g_01409	Pray.g_00640
OG0000417	Syaq.g_01408	Pray.g_00641
OG0000418	Syaq.g_01403	Pray.g_00646
OG0000419	Syaq.g_01401	Pray.g_00648
OG0000420	Syaq.g_01400	Pray.g_00649
OG0000421	Syaq.g_01395	Pray.g_00654
OG0000422	Syaq.g_01394	Pray.g_00655
OG0000423	Syaq.g_01393	Pray.g_00656
OG0000424	Syaq.g_01392	Pray.g_00657
OG0000425	Syaq.g_01391	Pray.g_00658
OG0000426	Syaq.g_01390	Pray.g_00659
OG0000427	Syaq.g_01389	Pray.g_00660
OG0000428	Syaq.g_01386	Pray.g_00662
OG0000429	Syaq.g_01384	Pray.g_00663
OG0000430	Syaq.g_01383	Pray.g_00664
OG0000431	Syaq.g_01380	Pray.g_00666
OG0000432	Syaq.g_01374	Pray.g_00669
OG0000433	Syaq.g_01369	Pray.g_00670
OG0000434	Syaq.g_01368	Pray.g_00671
OG0000435	Syaq.g_01367	Pray.g_00672
OG0000436	Syaq.g_01361	Pray.g_00677
OG0000437	Syaq.g_01360	Pray.g_00678
OG0000438	Syaq.g_01359	Pray.g_00679
OG0000439	Syaq.g_01357	Pray.g_00681
OG0000440	Syaq.g_01356	Pray.g_00682
OG0000441	Syaq.g_01352	Pray.g_00685
OG0000442	Syaq.g_01350	Pray.g_00686
OG0000443	Syaq.g_01347	Pray.g_00687
OG0000444	Syaq.g_01333	Pray.g_00692
OG0000445	Syaq.g_01332	Pray.g_00693
OG0000446	Syaq.g_01330	Pray.g_00694
OG0000447	Syaq.g_01328	Pray.g_00695
OG0000448	Syaq.g_01327	Pray.g_00696
OG0000449	Syaq.g_01320	Pray.g_00697
OG0000450	Syaq.g_01313	Pray.g_00698
OG0000451	Syaq.g_01312	Pray.g_00699
OG0000452	Syaq.g_01308	Pray.g_00702
OG0000453	Syaq.g_01307	Pray.g_00703
OG0000454	Syaq.g_01306	Pray.g_00704
OG0000455	Syaq.g_01305	Pray.g_00705
OG0000456	Syaq.g_01304	Pray.g_00706
OG0000457	Syaq.g_01302	Pray.g_00707
OG0000458	Syaq.g_01299	Pray.g_00708
OG0000459	Syaq.g_01298	Pray.g_00709
OG0000460	Syaq.g_01577	Pray.g_00716
OG0000461	Syaq.g_00707	Pray.g_00723
OG0000462	Syaq.g_00710	Pray.g_00725
OG0000463	Syaq.g_00711	Pray.g_00726
OG0000464	Syaq.g_00712	Pray.g_00727
OG0000465	Syaq.g_00714	Pray.g_00728
OG0000466	Syaq.g_00718	Pray.g_00731
OG0000467	Syaq.g_00720	Pray.g_00732
OG0000468	Syaq.g_00725	Pray.g_00734
OG0000469	Syaq.g_00739	Pray.g_00742
OG0000470	Syaq.g_00741	Pray.g_00744
OG0000471	Syaq.g_00742	Pray.g_00745
OG0000472	Syaq.g_00744	Pray.g_00746
OG0000473	Syaq.g_00746	Pray.g_00748
OG0000474	Syaq.g_00747	Pray.g_00749
OG0000475	Syaq.g_00748	Pray.g_00750
OG0000476	Syaq.g_00750	Pray.g_00751
OG0000477	Syaq.g_00756	Pray.g_00754
OG0000478	Syaq.g_00757	Pray.g_00755
OG0000479	Syaq.g_00759	Pray.g_00756
OG0000480	Syaq.g_00766	Pray.g_00761
OG0000481	Syaq.g_00768	Pray.g_00763
OG0000482	Syaq.g_00769	Pray.g_00764
OG0000483	Syaq.g_00773	Pray.g_00767
OG0000484	Syaq.g_00774	Pray.g_00768
OG0000485	Syaq.g_00775	Pray.g_00769
OG0000486	Syaq.g_00776	Pray.g_00770
OG0000487	Syaq.g_00782	Pray.g_00773
OG0000488	Syaq.g_00845	Pray.g_00776
OG0000489	Syaq.g_00857	Pray.g_00781
OG0000490	Syaq.g_00864	Pray.g_00786
OG0000491	Syaq.g_00865	Pray.g_00787
OG0000492	Syaq.g_00869	Pray.g_00789
OG0000493	Syaq.g_00870	Pray.g_00790
OG0000494	Syaq.g_00871	Pray.g_00791
OG0000495	Syaq.g_00872	Pray.g_00792
OG0000496	Syaq.g_00873	Pray.g_00793
OG0000497	Syaq.g_00874	Pray.g_00794
OG0000498	Syaq.g_00875	Pray.g_00795
OG0000499	Syaq.g_00876	Pray.g_00796
OG0000500	Syaq.g_00877	Pray.g_00797
OG0000501	Syaq.g_00880	Pray.g_00799
OG0000502	Syaq.g_00953	Pray.g_00802
OG0000503	Syaq.g_00559	Pray.g_00812
OG0000504	Syaq.g_00557	Pray.g_00813
OG0000505	Syaq.g_00556	Pray.g_00814
OG0000506	Syaq.g_00554	Pray.g_00816
OG0000507	Syaq.g_00548	Pray.g_00819
OG0000508	Syaq.g_00544	Pray.g_00823
OG0000509	Syaq.g_00542	Pray.g_00825
OG0000510	Syaq.g_00538	Pray.g_00826
OG0000511	Syaq.g_00537	Pray.g_00827
OG0000512	Syaq.g_00535	Pray.g_00829
OG0000513	Syaq.g_00525	Pray.g_00836
OG0000514	Syaq.g_00514	Pray.g_00921
OG0000515	Syaq.g_00513	Pray.g_00922
OG0000516	Syaq.g_00509	Pray.g_00923
OG0000517	Syaq.g_00502	Pray.g_00925
OG0000518	Syaq.g_00490	Pray.g_00936
OG0000519	Syaq.g_00489	Pray.g_00937
OG0000520	Syaq.g_00488	Pray.g_00938
OG0000521	Syaq.g_00477	Pray.g_00943
OG0000522	Syaq.g_00475	Pray.g_00945
OG0000523	Syaq.g_00474	Pray.g_00946
OG0000524	Syaq.g_00469	Pray.g_00951
OG0000525	Syaq.g_00450	Pray.g_00954
OG0000526	Syaq.g_00448	Pray.g_00955
OG0000527	Syaq.g_00444	Pray.g_00963
OG0000528	Syaq.g_01768	Pray.g_00968
OG0000529	Syaq.g_01773	Pray.g_00971
OG0000530	Syaq.g_01776	Pray.g_00974
OG0000531	Syaq.g_01777	Pray.g_00975
OG0000532	Syaq.g_01780	Pray.g_00977
OG0000533	Syaq.g_01782	Pray.g_00978
OG0000534	Syaq.g_01783	Pray.g_00979
OG0000535	Syaq.g_01784	Pray.g_00980
OG0000536	Syaq.g_01785	Pray.g_00981
OG0000537	Syaq.g_01786	Pray.g_00982
OG0000538	Syaq.g_01798	Pray.g_00991
OG0000539	Syaq.g_01799	Pray.g_00992
OG0000540	Syaq.g_01800	Pray.g_00993
OG0000541	Syaq.g_01801	Pray.g_00994
OG0000542	Syaq.g_01804	Pray.g_00996
OG0000543	Syaq.g_01806	Pray.g_00998
OG0000544	Syaq.g_01807, Syaq.g_02567	Pray.g_00999
OG0000545	Syaq.g_01809	Pray.g_01001
OG0000546	Syaq.g_01811	Pray.g_01004
OG0000547	Syaq.g_01813	Pray.g_01006
OG0000548	Syaq.g_01814	Pray.g_01007
OG0000549	Syaq.g_01819	Pray.g_01009
OG0000550	Syaq.g_01824	Pray.g_01014
OG0000551	Syaq.g_01829	Pray.g_01018
OG0000552	Syaq.g_01830	Pray.g_01019
OG0000553	Syaq.g_01834	Pray.g_01020
OG0000554	Syaq.g_01839	Pray.g_01227
OG0000555	Syaq.g_01857	Pray.g_01219
OG0000556	Syaq.g_01925	Pray.g_01217
OG0000557	Syaq.g_01927	Pray.g_01216
OG0000558	Syaq.g_01929	Pray.g_01214
OG0000559	Syaq.g_01933	Pray.g_01210
OG0000560	Syaq.g_01936	Pray.g_01207
OG0000561	Syaq.g_01937	Pray.g_01206
OG0000562	Syaq.g_01938	Pray.g_01205
OG0000563	Syaq.g_01939	Pray.g_01204
OG0000564	Syaq.g_01940	Pray.g_01203
OG0000565	Syaq.g_01943	Pray.g_01200
OG0000566	Syaq.g_01947	Pray.g_01198
OG0000567	Syaq.g_01951	Pray.g_01194
OG0000568	Syaq.g_01954	Pray.g_01193
OG0000569	Syaq.g_01955	Pray.g_01192
OG0000570	Syaq.g_01956	Pray.g_01191
