Orthogroup	Syaq	Syan
OG0000221	Syaq.g_00856	Syan.g_01994
OG0000222	Syaq.g_00868	Syan.g_01981
OG0000223	Syaq.g_00946	Syan.g_00228
OG0000224	Syaq.g_00950	Syan.g_01959
OG0000225	Syaq.g_00543	Syan.g_02997
OG0000226	Syaq.g_00536	Syan.g_02990
OG0000227	Syaq.g_00534	Syan.g_02988
OG0000228	Syaq.g_00531	Syan.g_02315
OG0000229	Syaq.g_00501	Syan.g_02396
OG0000230	Syaq.g_00499	Syan.g_02398
OG0000231	Syaq.g_00485	Syan.g_01333
OG0000232	Syaq.g_00472	Syan.g_02801
OG0000233	Syaq.g_00464	Syan.g_02876
OG0000234	Syaq.g_00440	Syan.g_02844
OG0000235	Syaq.g_01771	Syan.g_02765
OG0000236	Syaq.g_01787	Syan.g_02749
OG0000237	Syaq.g_01805	Syan.g_02731
OG0000238	Syaq.g_01810	Syan.g_02726
OG0000239	Syaq.g_01826	Syan.g_01187
OG0000240	Syaq.g_01827	Syan.g_01186
OG0000241	Syaq.g_02074	Syan.g_00822
OG0000242	Syaq.g_01836	Syan.g_01168
OG0000243	Syaq.g_01922	Syan.g_00840
OG0000244	Syaq.g_01928	Syan.g_00848
OG0000245	Syaq.g_01930	Syan.g_00850
OG0000246	Syaq.g_01934	Syan.g_00854
OG0000247	Syaq.g_01945	Syan.g_00866
OG0000248	Syaq.g_01948	Syan.g_00869
OG0000249	Syaq.g_01950	Syan.g_00871
OG0000250	Syaq.g_01958	Syan.g_00878
OG0000251	Syaq.g_01984	Syan.g_00961
OG0000252	Syaq.g_01987	Syan.g_00966
OG0000253	Syaq.g_01989	Syan.g_01000
OG0000254	Syaq.g_02016	Syan.g_01026
OG0000255	Syaq.g_02041	Syan.g_00978
OG0000256	Syaq.g_02068	Syan.g_00001, Syan.g_01135
OG0000257	Syaq.g_02073	Syan.g_00827
OG0000258	Syaq.g_02095	Syan.g_00803
OG0000259	Syaq.g_02239	Syan.g_00772
OG0000260	Syaq.g_02242	Syan.g_00769
OG0000261	Syaq.g_02245	Syan.g_00765
OG0000262	Syaq.g_02250	Syan.g_00760
OG0000263	Syaq.g_00185	Syan.g_02618
OG0000264	Syaq.g_02582	Syan.g_00540
OG0000266	Syaq.g_00037	Syan.g_00330
OG0000267	Syaq.g_02430	Syan.g_00470
OG0000268	Syaq.g_02431	Syan.g_00471
OG0000269	Syaq.g_02335	Syan.g_00695
OG0000270	Syaq.g_02338	Syan.g_00692
OG0000271	Syaq.g_02346	Syan.g_00684
OG0000272	Syaq.g_02347	Syan.g_00683
OG0000273	Syaq.g_02376	Syan.g_00654
OG0000274	Syaq.g_02377	Syan.g_00653
OG0000275	Syaq.g_02380	Syan.g_00373
OG0000276	Syaq.g_02387	Syan.g_00380
OG0000277	Syaq.g_02388	Syan.g_00381
OG0000278	Syaq.g_02391	Syan.g_00384
OG0000279	Syaq.g_02401	Syan.g_00398
OG0000280	Syaq.g_02410	Syan.g_00518
OG0000282	Syaq.g_02271	Syan.g_00739
OG0000283	Syaq.g_02445	Syan.g_00491
OG0000284	Syaq.g_02450	Syan.g_00497
OG0000285	Syaq.g_02466	Syan.g_00533
OG0000286	Syaq.g_02484	Syan.g_00564
OG0000287	Syaq.g_02511	Syan.g_00593
OG0000288	Syaq.g_00067	Syan.g_00364
OG0000289	Syaq.g_00053	Syan.g_00350
OG0000290	Syaq.g_02682	Syan.g_00293
OG0000291	Syaq.g_02680	Syan.g_00291
OG0000292	Syaq.g_01157	Syan.g_01703
OG0000293	Syaq.g_00262	Syan.g_02709
OG0000294	Syaq.g_00261	Syan.g_02708
OG0000295	Syaq.g_00220	Syan.g_02662
OG0000296	Syaq.g_00218	Syan.g_02660
OG0000297	Syaq.g_00205	Syan.g_02646
OG0000298	Syaq.g_00204	Syan.g_02645
OG0000299	Syaq.g_00171	Syan.g_02601
OG0000300	Syaq.g_00164	Syan.g_02593, Syan.g_02594
OG0000301	Syaq.g_00163	Syan.g_02592
OG0000302	Syaq.g_00162	Syan.g_02591
OG0000303	Syaq.g_00152	Syan.g_02582
OG0000304	Syaq.g_00146	Syan.g_02556
OG0000305	Syaq.g_02677	Syan.g_00195
OG0000306	Syaq.g_01861	Syan.g_00087
OG0000307	Syaq.g_01754	Syan.g_02782
OG0000308	Syaq.g_01752	Syan.g_02784
OG0000309	Syaq.g_01747	Syan.g_02883
OG0000310	Syaq.g_00347	Syan.g_01304
OG0000311	Syaq.g_00352	Syan.g_01299
OG0000312	Syaq.g_00359	Syan.g_01290
OG0000313	Syaq.g_00379	Syan.g_01271
OG0000314	Syaq.g_00408	Syan.g_02823
OG0000315	Syaq.g_00418	Syan.g_02833
OG0000316	Syaq.g_01716	Syan.g_01354
OG0000317	Syaq.g_01675	Syan.g_01396
OG0000318	Syaq.g_01672	Syan.g_01401
OG0000319	Syaq.g_01657	Syan.g_01425
OG0000320	Syaq.g_01655	Syan.g_01427
OG0000321	Syaq.g_01654	Syan.g_01428
OG0000322	Syaq.g_01653	Syan.g_01429
OG0000323	Syaq.g_01638	Syan.g_01442
OG0000324	Syaq.g_01605	Syan.g_01472
OG0000325	Syaq.g_00693	Syan.g_02107
OG0000326	Syaq.g_00686	Syan.g_02114
OG0000327	Syaq.g_00652	Syan.g_02244
OG0000328	Syaq.g_00651	Syan.g_02243
OG0000329	Syaq.g_00633	Syan.g_02225
OG0000330	Syaq.g_00632	Syan.g_02224
OG0000331	Syaq.g_00631	Syan.g_02223
OG0000332	Syaq.g_00616	Syan.g_02208
OG0000333	Syaq.g_00613	Syan.g_02205
OG0000334	Syaq.g_00603	Syan.g_00247, Syan.g_02194
OG0000335	Syaq.g_00598	Syan.g_02189
OG0000336	Syaq.g_00594	Syan.g_02185
OG0000337	Syaq.g_00975	Syan.g_01949
OG0000338	Syaq.g_00981	Syan.g_01943
OG0000339	Syaq.g_00988	Syan.g_01935, Syan.g_00264
OG0000340	Syaq.g_01005	Syan.g_01923
OG0000341	Syaq.g_01007	Syan.g_01921
OG0000342	Syaq.g_01008	Syan.g_01920
OG0000343	Syaq.g_01010	Syan.g_01918
OG0000344	Syaq.g_01014	Syan.g_01914
OG0000345	Syaq.g_01024	Syan.g_01900
OG0000346	Syaq.g_01029	Syan.g_01895
OG0000347	Syaq.g_01057	Syan.g_01867
OG0000348	Syaq.g_01070	Syan.g_01803
OG0000349	Syaq.g_01099	Syan.g_01727
OG0000350	Syaq.g_00679	Syan.g_02121
OG0000351	Syaq.g_01179	Syan.g_01682
OG0000352	Syaq.g_01178	Syan.g_01683
OG0000353	Syaq.g_01151	Syan.g_01795
OG0000354	Syaq.g_01816	Syan.g_02720
OG0000354	Syaq.g_01131	Syan.g_01761
OG0000355	Syaq.g_01149	Syan.g_01797
OG0000356	Syaq.g_01148	Syan.g_01798
OG0000357	Syaq.g_01147	Syan.g_01800
OG0000358	Syaq.g_01143	Syan.g_01773
OG0000359	Syaq.g_01141	Syan.g_01771
OG0000360	Syaq.g_01140	Syan.g_01770
OG0000361	Syaq.g_01139	Syan.g_01769
OG0000362	Syaq.g_01137	Syan.g_01767
OG0000363	Syaq.g_01135	Syan.g_01765
OG0000364	Syaq.g_01134	Syan.g_01398
OG0000365	Syaq.g_01125	Syan.g_01755
OG0000366	Syaq.g_01124	Syan.g_01754
OG0000367	Syaq.g_01123	Syan.g_01753
OG0000368	Syaq.g_01121	Syan.g_01751
OG0000369	Syaq.g_01120	Syan.g_01750
OG0000370	Syaq.g_01119	Syan.g_01749
OG0000371	Syaq.g_01111	Syan.g_01740
OG0000372	Syaq.g_01106	Syan.g_01734
OG0000373	Syaq.g_01105	Syan.g_01733
OG0000374	Syaq.g_01104	Syan.g_01732
OG0000375	Syaq.g_01103	Syan.g_01731
OG0000376	Syaq.g_01101	Syan.g_01729
OG0000377	Syaq.g_01270	Syan.g_01555
OG0000378	Syaq.g_01286	Syan.g_01543
OG0000379	Syaq.g_01291	Syan.g_01539
OG0000380	Syaq.g_01560	Syan.g_02905
OG0000381	Syaq.g_01558	Syan.g_02908
OG0000382	Syaq.g_01540	Syan.g_02925
OG0000383	Syaq.g_01535	Syan.g_02936
OG0000384	Syaq.g_01534	Syan.g_02937
OG0000385	Syaq.g_01533	Syan.g_02938
OG0000386	Syaq.g_01532	Syan.g_02939
OG0000387	Syaq.g_01495	Syan.g_00967
OG0000388	Syaq.g_01491	Syan.g_02970
OG0000389	Syaq.g_01488	Syan.g_02973
OG0000390	Syaq.g_01473	Syan.g_02306
OG0000391	Syaq.g_01468	Syan.g_02301
OG0000392	Syaq.g_01463	Syan.g_02295
OG0000393	Syaq.g_01460	Syan.g_02292
OG0000394	Syaq.g_01459	Syan.g_02291
OG0000395	Syaq.g_01458	Syan.g_02290
OG0000396	Syaq.g_01455	Syan.g_02287
OG0000397	Syaq.g_01453	Syan.g_02285
OG0000398	Syaq.g_01448	Syan.g_02279
OG0000399	Syaq.g_01447	Syan.g_02278
OG0000400	Syaq.g_01446	Syan.g_02277
OG0000401	Syaq.g_01445	Syan.g_02274
OG0000402	Syaq.g_01443	Syan.g_02272
OG0000403	Syaq.g_01442	Syan.g_02271
OG0000404	Syaq.g_01440	Syan.g_02269
OG0000405	Syaq.g_01429	Syan.g_03005
OG0000406	Syaq.g_01422	Syan.g_03010
OG0000407	Syaq.g_01421	Syan.g_03011
OG0000408	Syaq.g_01419	Syan.g_03013
OG0000409	Syaq.g_01417	Syan.g_03015
OG0000410	Syaq.g_01416	Syan.g_03016
OG0000411	Syaq.g_01415	Syan.g_03017
OG0000412	Syaq.g_01414	Syan.g_03018
OG0000413	Syaq.g_01412	Syan.g_03020
OG0000414	Syaq.g_01411	Syan.g_03021
OG0000415	Syaq.g_01410	Syan.g_03022
OG0000416	Syaq.g_01409	Syan.g_03023
OG0000417	Syaq.g_01408	Syan.g_03025
OG0000418	Syaq.g_01403	Syan.g_03030
OG0000419	Syaq.g_01401	Syan.g_03033
OG0000420	Syaq.g_01400	Syan.g_03035
OG0000421	Syaq.g_01395	Syan.g_03040
OG0000422	Syaq.g_01394	Syan.g_03041
OG0000423	Syaq.g_01393	Syan.g_03042
OG0000424	Syaq.g_01392	Syan.g_03043
OG0000425	Syaq.g_01391	Syan.g_03044
OG0000426	Syaq.g_01390	Syan.g_03045
OG0000427	Syaq.g_01389	Syan.g_03046
OG0000428	Syaq.g_01386	Syan.g_03049
OG0000429	Syaq.g_01384	Syan.g_03051
OG0000430	Syaq.g_01383	Syan.g_03053
OG0000431	Syaq.g_01380	Syan.g_03058
OG0000432	Syaq.g_01374	Syan.g_03065
OG0000433	Syaq.g_01369	Syan.g_03068
OG0000434	Syaq.g_01368	Syan.g_03069
OG0000435	Syaq.g_01367	Syan.g_03071
OG0000436	Syaq.g_01361	Syan.g_03079
OG0000437	Syaq.g_01360	Syan.g_03080
OG0000438	Syaq.g_01359	Syan.g_03083
OG0000439	Syaq.g_01357	Syan.g_03085
OG0000440	Syaq.g_01356	Syan.g_03086
OG0000441	Syaq.g_01352	Syan.g_03089
OG0000442	Syaq.g_01350	Syan.g_03090
OG0000443	Syaq.g_01347	Syan.g_03094
OG0000444	Syaq.g_01333	Syan.g_03102
OG0000445	Syaq.g_01332	Syan.g_03103
OG0000446	Syaq.g_01330	Syan.g_03105
OG0000447	Syaq.g_01328	Syan.g_03111
OG0000448	Syaq.g_01327	Syan.g_03112
OG0000449	Syaq.g_01320	Syan.g_03113
OG0000450	Syaq.g_01313	Syan.g_01518
OG0000451	Syaq.g_01312	Syan.g_01519
OG0000452	Syaq.g_01308	Syan.g_01523
OG0000453	Syaq.g_01307	Syan.g_01524
OG0000454	Syaq.g_01306	Syan.g_01525
OG0000455	Syaq.g_01305	Syan.g_01526
OG0000456	Syaq.g_01304	Syan.g_01527
OG0000457	Syaq.g_01302	Syan.g_01529
OG0000458	Syaq.g_01299	Syan.g_01530
OG0000459	Syaq.g_01298	Syan.g_01531
OG0000460	Syaq.g_01577	Syan.g_02423
OG0000461	Syaq.g_00707	Syan.g_02099
OG0000462	Syaq.g_00710	Syan.g_02096
OG0000463	Syaq.g_00711	Syan.g_02095
OG0000464	Syaq.g_00712	Syan.g_02094
OG0000465	Syaq.g_00714	Syan.g_02092
OG0000466	Syaq.g_00718	Syan.g_02087
OG0000467	Syaq.g_00720	Syan.g_02086
OG0000468	Syaq.g_00725	Syan.g_02063
OG0000469	Syaq.g_00739	Syan.g_02046
OG0000470	Syaq.g_00741	Syan.g_02044
OG0000471	Syaq.g_00742	Syan.g_02043
OG0000472	Syaq.g_00744	Syan.g_02041
OG0000473	Syaq.g_00746	Syan.g_02039
OG0000474	Syaq.g_00747	Syan.g_02038
OG0000475	Syaq.g_00748	Syan.g_02037
OG0000476	Syaq.g_00750	Syan.g_02035
OG0000477	Syaq.g_00756	Syan.g_02029
OG0000478	Syaq.g_00757	Syan.g_02028
OG0000479	Syaq.g_00759	Syan.g_02027
OG0000480	Syaq.g_00766	Syan.g_02020
OG0000481	Syaq.g_00768	Syan.g_00975
OG0000482	Syaq.g_00769	Syan.g_02018
OG0000483	Syaq.g_00773	Syan.g_02014
OG0000484	Syaq.g_00774	Syan.g_02013
OG0000485	Syaq.g_00775	Syan.g_02012
OG0000486	Syaq.g_00776	Syan.g_02011
OG0000487	Syaq.g_00782	Syan.g_02005
OG0000488	Syaq.g_00845	Syan.g_02000
OG0000489	Syaq.g_00857	Syan.g_01993
OG0000490	Syaq.g_00864	Syan.g_01985
OG0000491	Syaq.g_00865	Syan.g_01983
OG0000492	Syaq.g_00869	Syan.g_01980
OG0000493	Syaq.g_00870	Syan.g_01979
OG0000494	Syaq.g_00871	Syan.g_01978
OG0000495	Syaq.g_00872	Syan.g_01977
OG0000496	Syaq.g_00873	Syan.g_01976
OG0000497	Syaq.g_00874	Syan.g_01975
OG0000498	Syaq.g_00875	Syan.g_01974
OG0000499	Syaq.g_00876	Syan.g_01973
OG0000500	Syaq.g_00877	Syan.g_01972
OG0000501	Syaq.g_00880	Syan.g_01969
OG0000502	Syaq.g_00953	Syan.g_01961
OG0000503	Syaq.g_00559	Syan.g_02144
OG0000504	Syaq.g_00557	Syan.g_02142
OG0000505	Syaq.g_00556	Syan.g_02141
OG0000506	Syaq.g_00554	Syan.g_02139
OG0000507	Syaq.g_00548	Syan.g_02133
OG0000508	Syaq.g_00544	Syan.g_02998
OG0000509	Syaq.g_00542	Syan.g_02993
OG0000510	Syaq.g_00538	Syan.g_02992
OG0000511	Syaq.g_00537	Syan.g_02991
OG0000512	Syaq.g_00535	Syan.g_02989
OG0000513	Syaq.g_00525	Syan.g_02320
OG0000514	Syaq.g_00514	Syan.g_02326
OG0000515	Syaq.g_00513	Syan.g_02327
OG0000516	Syaq.g_00509	Syan.g_02389
OG0000517	Syaq.g_00502	Syan.g_02395
OG0000518	Syaq.g_00490	Syan.g_01336
OG0000519	Syaq.g_00489	Syan.g_01335
OG0000520	Syaq.g_00488	Syan.g_01334
OG0000521	Syaq.g_00477	Syan.g_02805
OG0000522	Syaq.g_00475	Syan.g_02803
OG0000523	Syaq.g_00474	Syan.g_02802
OG0000524	Syaq.g_00469	Syan.g_02878
OG0000525	Syaq.g_00450	Syan.g_02853
OG0000526	Syaq.g_00448	Syan.g_02852
OG0000527	Syaq.g_00444	Syan.g_02848
OG0000528	Syaq.g_01768	Syan.g_02767
OG0000529	Syaq.g_01773	Syan.g_02763
OG0000530	Syaq.g_01776	Syan.g_02760
OG0000531	Syaq.g_01777	Syan.g_02759
OG0000532	Syaq.g_01780	Syan.g_02756
OG0000533	Syaq.g_01782	Syan.g_02754
OG0000534	Syaq.g_01783	Syan.g_02753
OG0000535	Syaq.g_01784	Syan.g_02752
OG0000536	Syaq.g_01785	Syan.g_02751
OG0000537	Syaq.g_01786	Syan.g_02750
OG0000538	Syaq.g_01798	Syan.g_02738
OG0000539	Syaq.g_01799	Syan.g_02737
OG0000540	Syaq.g_01800	Syan.g_02736
OG0000541	Syaq.g_01801	Syan.g_02735
OG0000542	Syaq.g_01804	Syan.g_02732
OG0000543	Syaq.g_01806	Syan.g_02730
OG0000544	Syaq.g_01807	Syan.g_02729
OG0000545	Syaq.g_01809	Syan.g_02727
OG0000546	Syaq.g_01811	Syan.g_02725
OG0000547	Syaq.g_01813	Syan.g_02723
OG0000548	Syaq.g_01814	Syan.g_02722
