Orthogroup	Syaq	Prab
OG0000142	Syaq.g_02082	Prab.g_00640
OG0000143	Syaq.g_02086	Prab.g_00644
OG0000144	Syaq.g_02152	Prab.g_00657
OG0000145	Syaq.g_01796	Prab.g_00783
OG0000146	Syaq.g_02475	Prab.g_00805
OG0000147	Syaq.g_02474	Prab.g_00806
OG0000148	Syaq.g_02359	Prab.g_00856
OG0000149	Syaq.g_02395	Prab.g_00886
OG0000150	Syaq.g_02011	Prab.g_00894
OG0000151	Syaq.g_02283	Prab.g_01058
OG0000152	Syaq.g_02485	Prab.g_01010
OG0000153	Syaq.g_02518	Prab.g_00991
OG0000154	Syaq.g_00066	Prab.g_00955
OG0000155	Syaq.g_00212	Prab.g_01239
OG0000156	Syaq.g_00281	Prab.g_01315
OG0000157	Syaq.g_00282	Prab.g_01316
OG0000158	Syaq.g_01003	Prab.g_01379
OG0000159	Syaq.g_00918, Syaq.g_00941	Prab.g_01392
OG0000160	Syaq.g_00374	Prab.g_01467
OG0000161	Syaq.g_00382	Prab.g_01473
OG0000162	Syaq.g_00389	Prab.g_01479
OG0000163	Syaq.g_02373, Syaq.g_01730	Prab.g_01513
OG0000164	Syaq.g_01642	Prab.g_01693
OG0000165	Syaq.g_01630	Prab.g_01700
OG0000166	Syaq.g_00647	Prab.g_01766
OG0000167	Syaq.g_00983	Prab.g_01832
OG0000168	Syaq.g_01004	Prab.g_01841
OG0000169	Syaq.g_01016	Prab.g_01851
OG0000170	Syaq.g_01023	Prab.g_01853
OG0000171	Syaq.g_01052	Prab.g_01872
OG0000172	Syaq.g_01074	Prab.g_01881
OG0000173	Syaq.g_01092	Prab.g_01896
OG0000174	Syaq.g_01224	Prab.g_01924
OG0000175	Syaq.g_01183	Prab.g_01934
OG0000176	Syaq.g_01146	Prab.g_00004
OG0000177	Syaq.g_01145	Prab.g_00005
OG0000178	Syaq.g_01144	Prab.g_00006
OG0000179	Syaq.g_01129	Prab.g_00016
OG0000180	Syaq.g_01128	Prab.g_00017
OG0000181	Syaq.g_01127	Prab.g_00018
OG0000182	Syaq.g_01126	Prab.g_00019
OG0000183	Syaq.g_01122	Prab.g_00023
OG0000184	Syaq.g_01277	Prab.g_00045
OG0000185	Syaq.g_01290	Prab.g_00048
OG0000186	Syaq.g_01563	Prab.g_00056
OG0000187	Syaq.g_01561	Prab.g_00057
OG0000188	Syaq.g_01539	Prab.g_00074
OG0000189	Syaq.g_01499, Syaq.g_00122	Prab.g_00087
OG0000190	Syaq.g_01497	Prab.g_00088
OG0000191	Syaq.g_01467	Prab.g_00108
OG0000192	Syaq.g_01462	Prab.g_00112
OG0000193	Syaq.g_01423	Prab.g_00137
OG0000194	Syaq.g_01420	Prab.g_00140
OG0000195	Syaq.g_01418	Prab.g_00142
OG0000196	Syaq.g_01407	Prab.g_00152
OG0000197	Syaq.g_01406	Prab.g_00153
OG0000198	Syaq.g_01405	Prab.g_00154
OG0000199	Syaq.g_01398	Prab.g_00161
OG0000200	Syaq.g_01382	Prab.g_00175
OG0000201	Syaq.g_01365	Prab.g_00183
OG0000202	Syaq.g_01364	Prab.g_00184
OG0000203	Syaq.g_01363	Prab.g_00185
OG0000204	Syaq.g_01362	Prab.g_00186
OG0000205	Syaq.g_01355	Prab.g_00193
OG0000206	Syaq.g_01345	Prab.g_00198
OG0000207	Syaq.g_01338	Prab.g_00200
OG0000208	Syaq.g_01337	Prab.g_00201
OG0000209	Syaq.g_01310	Prab.g_00210
OG0000210	Syaq.g_01309	Prab.g_00211
OG0000211	Syaq.g_01570	Prab.g_00224
OG0000212	Syaq.g_01586	Prab.g_00230
OG0000213	Syaq.g_00729	Prab.g_00247
OG0000214	Syaq.g_00745	Prab.g_00256
OG0000215	Syaq.g_00777	Prab.g_00280
OG0000216	Syaq.g_00781	Prab.g_00282
OG0000217	Syaq.g_00844	Prab.g_00285
OG0000218	Syaq.g_00846	Prab.g_00287
OG0000219	Syaq.g_00847	Prab.g_00288
OG0000220	Syaq.g_00848	Prab.g_00289
OG0000221	Syaq.g_00856	Prab.g_00290
OG0000222	Syaq.g_00868	Prab.g_00298
OG0000223	Syaq.g_00946	Prab.g_00311
OG0000224	Syaq.g_00950	Prab.g_00313
OG0000225	Syaq.g_00543	Prab.g_00333
OG0000226	Syaq.g_00536	Prab.g_00337
OG0000227	Syaq.g_00534	Prab.g_00339
OG0000228	Syaq.g_00531	Prab.g_00342
OG0000229	Syaq.g_00501	Prab.g_00439
OG0000230	Syaq.g_00499	Prab.g_00441
OG0000231	Syaq.g_00485	Prab.g_00455
OG0000232	Syaq.g_00472	Prab.g_00463
OG0000233	Syaq.g_00464	Prab.g_00468
OG0000234	Syaq.g_00440	Prab.g_00480
OG0000235	Syaq.g_01771	Prab.g_00483
OG0000236	Syaq.g_01787	Prab.g_00497
OG0000237	Syaq.g_01805	Prab.g_00510
OG0000238	Syaq.g_01810	Prab.g_00516
OG0000239	Syaq.g_01826	Prab.g_00529
OG0000240	Syaq.g_01827	Prab.g_00530
OG0000241	Syaq.g_02074	Prab.g_00534
OG0000242	Syaq.g_01836	Prab.g_00536
OG0000243	Syaq.g_01922	Prab.g_00547
OG0000244	Syaq.g_01928	Prab.g_00550
OG0000245	Syaq.g_01930	Prab.g_00552
OG0000246	Syaq.g_01934	Prab.g_00556
OG0000247	Syaq.g_01945	Prab.g_00566
OG0000248	Syaq.g_01948	Prab.g_00569
OG0000249	Syaq.g_01950	Prab.g_00571
OG0000250	Syaq.g_01958	Prab.g_00576
OG0000251	Syaq.g_01984	Prab.g_00595
OG0000252	Syaq.g_01987	Prab.g_00598
OG0000253	Syaq.g_01989	Prab.g_00599
OG0000254	Syaq.g_02016	Prab.g_00615
OG0000255	Syaq.g_02041	Prab.g_00621
OG0000256	Syaq.g_02068	Prab.g_00632
OG0000257	Syaq.g_02073	Prab.g_00635
OG0000258	Syaq.g_02095	Prab.g_00648
OG0000259	Syaq.g_02239	Prab.g_00665
OG0000260	Syaq.g_02242	Prab.g_00668
OG0000261	Syaq.g_02245	Prab.g_00670
OG0000262	Syaq.g_02250	Prab.g_00674
OG0000263	Syaq.g_00185	Prab.g_00686
OG0000264	Syaq.g_02582	Prab.g_00696
OG0000266	Syaq.g_00037	Prab.g_00733
OG0000267	Syaq.g_02430	Prab.g_00744
OG0000268	Syaq.g_02431	Prab.g_00745
OG0000269	Syaq.g_02335	Prab.g_00835
OG0000270	Syaq.g_02338	Prab.g_00838
OG0000271	Syaq.g_02346	Prab.g_00846
OG0000272	Syaq.g_02347	Prab.g_00847
OG0000273	Syaq.g_02376	Prab.g_00870
OG0000274	Syaq.g_02377	Prab.g_00871
OG0000275	Syaq.g_02380	Prab.g_00873
OG0000276	Syaq.g_02387	Prab.g_00878
OG0000277	Syaq.g_02388	Prab.g_00879
OG0000278	Syaq.g_02391	Prab.g_00882
OG0000279	Syaq.g_02401	Prab.g_00889
OG0000280	Syaq.g_02410	Prab.g_00890
OG0000281	Syaq.g_02224	Prab.g_00896
OG0000282	Syaq.g_02271	Prab.g_01066
OG0000283	Syaq.g_02445	Prab.g_01033
OG0000284	Syaq.g_02450	Prab.g_01028
OG0000285	Syaq.g_02466	Prab.g_01023
OG0000286	Syaq.g_02484	Prab.g_01011
OG0000287	Syaq.g_02511	Prab.g_00994
OG0000288	Syaq.g_00067	Prab.g_00956
OG0000289	Syaq.g_00053	Prab.g_00945
OG0000290	Syaq.g_02682	Prab.g_00932
OG0000291	Syaq.g_02680	Prab.g_00930
OG0000292	Syaq.g_01157	Prab.g_01144
OG0000293	Syaq.g_00262	Prab.g_01210
OG0000294	Syaq.g_00261	Prab.g_01211
OG0000295	Syaq.g_00220	Prab.g_01231
OG0000296	Syaq.g_00218	Prab.g_01233
OG0000297	Syaq.g_00205	Prab.g_01241
OG0000298	Syaq.g_00204	Prab.g_01242
OG0000299	Syaq.g_00171	Prab.g_01259
OG0000300	Syaq.g_00164	Prab.g_01262
OG0000301	Syaq.g_00163	Prab.g_01263
OG0000302	Syaq.g_00162	Prab.g_01265
OG0000303	Syaq.g_00152	Prab.g_01272
OG0000304	Syaq.g_00146	Prab.g_01276
OG0000305	Syaq.g_02677	Prab.g_01353
OG0000306	Syaq.g_01861	Prab.g_01355
OG0000307	Syaq.g_01754	Prab.g_01369
OG0000308	Syaq.g_01752	Prab.g_01370
OG0000309	Syaq.g_01747	Prab.g_01374
OG0000310	Syaq.g_00347	Prab.g_01451
OG0000311	Syaq.g_00352	Prab.g_01453
OG0000312	Syaq.g_00359	Prab.g_01456
OG0000313	Syaq.g_00379	Prab.g_01470
OG0000314	Syaq.g_00408	Prab.g_01493
OG0000315	Syaq.g_00418	Prab.g_01503
OG0000316	Syaq.g_01716	Prab.g_01523
OG0000317	Syaq.g_01675	Prab.g_01667
OG0000318	Syaq.g_01672	Prab.g_01670
OG0000319	Syaq.g_01657	Prab.g_01683
OG0000320	Syaq.g_01655	Prab.g_01685
OG0000321	Syaq.g_01654	Prab.g_01686
OG0000322	Syaq.g_01653	Prab.g_01687
OG0000323	Syaq.g_01638	Prab.g_01696
OG0000324	Syaq.g_01605	Prab.g_01722
OG0000325	Syaq.g_00693	Prab.g_01732
OG0000326	Syaq.g_00686	Prab.g_01738
OG0000327	Syaq.g_00652	Prab.g_01761
OG0000328	Syaq.g_00651	Prab.g_01762
OG0000329	Syaq.g_00633	Prab.g_01779
OG0000330	Syaq.g_00632	Prab.g_01780
OG0000331	Syaq.g_00631	Prab.g_01781
OG0000332	Syaq.g_00616	Prab.g_01795
OG0000333	Syaq.g_00613	Prab.g_01797
OG0000334	Syaq.g_00603	Prab.g_01805
OG0000335	Syaq.g_00598	Prab.g_01810
OG0000336	Syaq.g_00594	Prab.g_01814
OG0000337	Syaq.g_00975	Prab.g_01830
OG0000338	Syaq.g_00981	Prab.g_01831
OG0000339	Syaq.g_00988	Prab.g_01835
OG0000340	Syaq.g_01005	Prab.g_01842
OG0000341	Syaq.g_01007	Prab.g_01844
OG0000342	Syaq.g_01008	Prab.g_01845
OG0000343	Syaq.g_01010	Prab.g_01846
OG0000344	Syaq.g_01014	Prab.g_01849
OG0000345	Syaq.g_01024	Prab.g_01854
OG0000346	Syaq.g_01029	Prab.g_01858
OG0000347	Syaq.g_01057	Prab.g_01874
OG0000348	Syaq.g_01070	Prab.g_01884
OG0000349	Syaq.g_01099	Prab.g_01901
OG0000350	Syaq.g_00679	Prab.g_01920
OG0000351	Syaq.g_01179	Prab.g_01937
OG0000352	Syaq.g_01178	Prab.g_01938
OG0000353	Syaq.g_01151	Prab.g_01954
OG0000355	Syaq.g_01149	Prab.g_00001
OG0000356	Syaq.g_01148	Prab.g_00002
OG0000357	Syaq.g_01147	Prab.g_00003
OG0000358	Syaq.g_01143	Prab.g_00007
OG0000359	Syaq.g_01141	Prab.g_00008
OG0000360	Syaq.g_01140	Prab.g_00009
OG0000361	Syaq.g_01139	Prab.g_00010
OG0000362	Syaq.g_01137	Prab.g_00012
OG0000363	Syaq.g_01135	Prab.g_00014
OG0000364	Syaq.g_01134	Prab.g_00015
OG0000365	Syaq.g_01125	Prab.g_00020
OG0000366	Syaq.g_01124	Prab.g_00021
OG0000367	Syaq.g_01123	Prab.g_00022
OG0000368	Syaq.g_01121	Prab.g_00024
OG0000369	Syaq.g_01120	Prab.g_00025
OG0000370	Syaq.g_01119	Prab.g_00026
OG0000371	Syaq.g_01111	Prab.g_00032
OG0000372	Syaq.g_01106	Prab.g_00035
OG0000373	Syaq.g_01105	Prab.g_00036
OG0000374	Syaq.g_01104	Prab.g_00037
OG0000375	Syaq.g_01103	Prab.g_00039
OG0000376	Syaq.g_01101	Prab.g_00041
OG0000377	Syaq.g_01270	Prab.g_00044
OG0000378	Syaq.g_01286	Prab.g_00046
OG0000379	Syaq.g_01291	Prab.g_00049
OG0000380	Syaq.g_01560	Prab.g_00058
OG0000381	Syaq.g_01558	Prab.g_00062
OG0000382	Syaq.g_01540	Prab.g_00073
OG0000383	Syaq.g_01535	Prab.g_00075
OG0000384	Syaq.g_01534	Prab.g_00076
OG0000385	Syaq.g_01533	Prab.g_00077
OG0000386	Syaq.g_01532	Prab.g_00078
OG0000387	Syaq.g_01495	Prab.g_00090
OG0000388	Syaq.g_01491	Prab.g_00093
OG0000389	Syaq.g_01488	Prab.g_00097
OG0000390	Syaq.g_01473	Prab.g_00104
OG0000391	Syaq.g_01468	Prab.g_00107
OG0000392	Syaq.g_01463	Prab.g_00111
OG0000393	Syaq.g_01460	Prab.g_00113
OG0000394	Syaq.g_01459	Prab.g_00114
OG0000395	Syaq.g_01458	Prab.g_00115
OG0000396	Syaq.g_01455	Prab.g_00117
OG0000397	Syaq.g_01453	Prab.g_00119
OG0000398	Syaq.g_01448	Prab.g_00121
OG0000399	Syaq.g_01447	Prab.g_00122
OG0000400	Syaq.g_01446	Prab.g_00123
OG0000401	Syaq.g_01445	Prab.g_00124
OG0000402	Syaq.g_01443	Prab.g_00126
OG0000403	Syaq.g_01442	Prab.g_00127
OG0000404	Syaq.g_01440	Prab.g_00128
OG0000405	Syaq.g_01429	Prab.g_00132
OG0000406	Syaq.g_01422	Prab.g_00138
OG0000407	Syaq.g_01421	Prab.g_00139
OG0000408	Syaq.g_01419	Prab.g_00141
OG0000409	Syaq.g_01417	Prab.g_00143
OG0000410	Syaq.g_01416	Prab.g_00144
OG0000411	Syaq.g_01415	Prab.g_00145
OG0000412	Syaq.g_01414	Prab.g_00146
OG0000413	Syaq.g_01412	Prab.g_00147
OG0000414	Syaq.g_01411	Prab.g_00148
OG0000415	Syaq.g_01410	Prab.g_00149
OG0000416	Syaq.g_01409	Prab.g_00150
OG0000417	Syaq.g_01408	Prab.g_00151
OG0000418	Syaq.g_01403	Prab.g_00156
OG0000419	Syaq.g_01401	Prab.g_00158
OG0000420	Syaq.g_01400	Prab.g_00159
OG0000421	Syaq.g_01395	Prab.g_00164
OG0000422	Syaq.g_01394	Prab.g_00165
OG0000423	Syaq.g_01393	Prab.g_00166
OG0000424	Syaq.g_01392	Prab.g_00167
OG0000425	Syaq.g_01391	Prab.g_00168
OG0000426	Syaq.g_01390	Prab.g_00169
OG0000427	Syaq.g_01389	Prab.g_00170
OG0000428	Syaq.g_01386	Prab.g_00172
OG0000429	Syaq.g_01384	Prab.g_00173
OG0000430	Syaq.g_01383	Prab.g_00174
OG0000431	Syaq.g_01380	Prab.g_00176
OG0000432	Syaq.g_01374	Prab.g_00179
OG0000433	Syaq.g_01369	Prab.g_00180
OG0000434	Syaq.g_01368	Prab.g_00181
OG0000435	Syaq.g_01367	Prab.g_00182
OG0000436	Syaq.g_01361	Prab.g_00187
OG0000437	Syaq.g_01360	Prab.g_00188
OG0000438	Syaq.g_01359	Prab.g_00189
OG0000439	Syaq.g_01357	Prab.g_00191
OG0000440	Syaq.g_01356	Prab.g_00192
OG0000441	Syaq.g_01352	Prab.g_00195
OG0000442	Syaq.g_01350	Prab.g_00196
OG0000443	Syaq.g_01347	Prab.g_00197
OG0000444	Syaq.g_01333	Prab.g_00202
OG0000445	Syaq.g_01332	Prab.g_00203
OG0000446	Syaq.g_01330	Prab.g_00204
OG0000447	Syaq.g_01328	Prab.g_00205
OG0000448	Syaq.g_01327	Prab.g_00206
OG0000449	Syaq.g_01320	Prab.g_00207
OG0000450	Syaq.g_01313	Prab.g_00208
OG0000451	Syaq.g_01312	Prab.g_00209
OG0000452	Syaq.g_01308	Prab.g_00212
OG0000453	Syaq.g_01307	Prab.g_00213
OG0000454	Syaq.g_01306	Prab.g_00214
OG0000455	Syaq.g_01305	Prab.g_00215
OG0000456	Syaq.g_01304	Prab.g_00216
OG0000457	Syaq.g_01302	Prab.g_00217
OG0000458	Syaq.g_01299	Prab.g_00218
OG0000459	Syaq.g_01298	Prab.g_00219
OG0000460	Syaq.g_01577	Prab.g_00226
OG0000461	Syaq.g_00707	Prab.g_00232
OG0000462	Syaq.g_00710	Prab.g_00234
OG0000463	Syaq.g_00711	Prab.g_00235
OG0000464	Syaq.g_00712	Prab.g_00236
OG0000465	Syaq.g_00714	Prab.g_00237
OG0000466	Syaq.g_00718	Prab.g_00240
OG0000467	Syaq.g_00720	Prab.g_00241
OG0000468	Syaq.g_00725	Prab.g_00243
OG0000469	Syaq.g_00739	Prab.g_00251
OG0000470	Syaq.g_00741	Prab.g_00253
OG0000471	Syaq.g_00742	Prab.g_00254
OG0000472	Syaq.g_00744	Prab.g_00255
OG0000473	Syaq.g_00746	Prab.g_00257
OG0000474	Syaq.g_00747	Prab.g_00258
OG0000475	Syaq.g_00748	Prab.g_00259
OG0000476	Syaq.g_00750	Prab.g_00260
OG0000477	Syaq.g_00756	Prab.g_00263
OG0000478	Syaq.g_00757	Prab.g_00264
OG0000479	Syaq.g_00759	Prab.g_00265
OG0000480	Syaq.g_00766	Prab.g_00270
OG0000481	Syaq.g_00768	Prab.g_00272
OG0000482	Syaq.g_00769	Prab.g_00273
OG0000483	Syaq.g_00773	Prab.g_00276
OG0000484	Syaq.g_00774	Prab.g_00277
OG0000485	Syaq.g_00775	Prab.g_00278
OG0000486	Syaq.g_00776	Prab.g_00279
OG0000487	Syaq.g_00782	Prab.g_00283
OG0000488	Syaq.g_00845	Prab.g_00286
OG0000489	Syaq.g_00857	Prab.g_00291
OG0000490	Syaq.g_00864	Prab.g_00296
OG0000491	Syaq.g_00865	Prab.g_00297
OG0000492	Syaq.g_00869	Prab.g_00299
OG0000493	Syaq.g_00870	Prab.g_00300
OG0000494	Syaq.g_00871	Prab.g_00301
OG0000495	Syaq.g_00872	Prab.g_00302
OG0000496	Syaq.g_00873	Prab.g_00303
OG0000497	Syaq.g_00874	Prab.g_00304
OG0000498	Syaq.g_00875	Prab.g_00305
OG0000499	Syaq.g_00876	Prab.g_00306
OG0000500	Syaq.g_00877	Prab.g_00307
OG0000501	Syaq.g_00880	Prab.g_00309
OG0000502	Syaq.g_00953	Prab.g_00312
OG0000503	Syaq.g_00559	Prab.g_00322
OG0000504	Syaq.g_00557	Prab.g_00323
OG0000505	Syaq.g_00556	Prab.g_00324
OG0000506	Syaq.g_00554	Prab.g_00325
OG0000507	Syaq.g_00548	Prab.g_00328
OG0000508	Syaq.g_00544	Prab.g_00332
OG0000509	Syaq.g_00542	Prab.g_00334
OG0000510	Syaq.g_00538	Prab.g_00335
OG0000511	Syaq.g_00537	Prab.g_00336
OG0000512	Syaq.g_00535	Prab.g_00338
OG0000513	Syaq.g_00525	Prab.g_00345
OG0000514	Syaq.g_00514	Prab.g_00434
OG0000515	Syaq.g_00513	Prab.g_00435
OG0000516	Syaq.g_00509	Prab.g_00436
OG0000517	Syaq.g_00502	Prab.g_00438
OG0000518	Syaq.g_00490	Prab.g_00449
OG0000519	Syaq.g_00489	Prab.g_00450
OG0000520	Syaq.g_00488	Prab.g_00454
OG0000521	Syaq.g_00477	Prab.g_00459
OG0000522	Syaq.g_00475	Prab.g_00460
OG0000523	Syaq.g_00474	Prab.g_00461
OG0000524	Syaq.g_00469	Prab.g_00466
OG0000525	Syaq.g_00450	Prab.g_00469
OG0000526	Syaq.g_00448	Prab.g_00470
OG0000527	Syaq.g_00444	Prab.g_00477
OG0000528	Syaq.g_01768	Prab.g_00482
OG0000529	Syaq.g_01773	Prab.g_00485
OG0000530	Syaq.g_01776	Prab.g_00488
OG0000531	Syaq.g_01777	Prab.g_00489
OG0000532	Syaq.g_01780	Prab.g_00491
OG0000533	Syaq.g_01782	Prab.g_00492
OG0000534	Syaq.g_01783	Prab.g_00493
OG0000535	Syaq.g_01784	Prab.g_00494
OG0000536	Syaq.g_01785	Prab.g_00495
OG0000537	Syaq.g_01786	Prab.g_00496
OG0000538	Syaq.g_01798	Prab.g_00504
OG0000539	Syaq.g_01799	Prab.g_00505
OG0000540	Syaq.g_01800	Prab.g_00506
OG0000541	Syaq.g_01801	Prab.g_00507
OG0000542	Syaq.g_01804	Prab.g_00509
OG0000543	Syaq.g_01806	Prab.g_00511
OG0000544	Syaq.g_01807, Syaq.g_02567	Prab.g_00512
OG0000545	Syaq.g_01809	Prab.g_00514
OG0000546	Syaq.g_01811	Prab.g_00517
OG0000547	Syaq.g_01813	Prab.g_00519
OG0000548	Syaq.g_01814	Prab.g_00520
OG0000549	Syaq.g_01819	Prab.g_00522
OG0000550	Syaq.g_01824	Prab.g_00527
OG0000551	Syaq.g_01829	Prab.g_00531
OG0000552	Syaq.g_01830	Prab.g_00532
OG0000553	Syaq.g_01834	Prab.g_00533
OG0000554	Syaq.g_01839	Prab.g_00538
OG0000555	Syaq.g_01857	Prab.g_00546
OG0000556	Syaq.g_01925	Prab.g_00548
OG0000557	Syaq.g_01927	Prab.g_00549
OG0000558	Syaq.g_01929	Prab.g_00551
OG0000559	Syaq.g_01933	Prab.g_00555
OG0000560	Syaq.g_01936	Prab.g_00558
OG0000561	Syaq.g_01937	Prab.g_00559
OG0000562	Syaq.g_01938	Prab.g_00560
OG0000563	Syaq.g_01939	Prab.g_00561
OG0000564	Syaq.g_01940	Prab.g_00562
OG0000565	Syaq.g_01943	Prab.g_00565
OG0000566	Syaq.g_01947	Prab.g_00568
OG0000567	Syaq.g_01951	Prab.g_00572
OG0000568	Syaq.g_01954	Prab.g_00573
OG0000569	Syaq.g_01955	Prab.g_00574
OG0000570	Syaq.g_01956	Prab.g_00575
OG0000571	Syaq.g_01960	Prab.g_00577
