Orthogroup	Syaq	Syaa
OG0000058	Syaq.g_00944	Syaa.g_00193
OG0000059	Syaq.g_00657	Syaa.g_02315
OG0000060	Syaq.g_01770	Syaa.g_02053
OG0000060	Syaq.g_00201	Syaa.g_01007
OG0000061	Syaq.g_00249	Syaa.g_00770
OG0000062	Syaq.g_01690	Syaa.g_00571
OG0000063	Syaq.g_01110	Syaa.g_00042
OG0000064	Syaq.g_02138	Syaa.g_02666
OG0000067	Syaq.g_02340, Syaq.g_02560	Syaa.g_01154
OG0000068	Syaq.g_01763	Syaa.g_02059
OG0000070	Syaq.g_00484	Syaa.g_00718
OG0000071	Syaq.g_00297	Syaa.g_00735
OG0000072	Syaq.g_01397	Syaa.g_02480
OG0000073	Syaq.g_01795	Syaa.g_02030
OG0000075	Syaq.g_00986	Syaa.g_00157
OG0000076	Syaq.g_01028	Syaa.g_00123
OG0000077	Syaq.g_01547	Syaa.g_00341
OG0000078	Syaq.g_01585	Syaa.g_02103
OG0000079	Syaq.g_00721	Syaa.g_00303
OG0000081	Syaq.g_01893	Syaa.g_02089, Syaa.g_01694
OG0000082	Syaq.g_01975	Syaa.g_01905
OG0000084	Syaq.g_00367	Syaa.g_01827, Syaa.g_02302, Syaa.g_01770
OG0000085	Syaq.g_01683	Syaa.g_00564
OG0000086	Syaq.g_01525	Syaa.g_00324
OG0000087	Syaq.g_01438	Syaa.g_02433
OG0000088	Syaq.g_01402	Syaa.g_02474
OG0000089	Syaq.g_00529	Syaa.g_02149
OG0000090	Syaq.g_01838	Syaa.g_01980
OG0000091	Syaq.g_02090	Syaa.g_01625
OG0000093	Syaq.g_02323	Syaa.g_01139
OG0000094	Syaq.g_00056	Syaa.g_01288
OG0000095	Syaq.g_02679	Syaa.g_00879
OG0000097	Syaq.g_00167	Syaa.g_00979
OG0000098	Syaq.g_02221, Syaq.g_01849	Syaa.g_01970
OG0000099	Syaq.g_00882	Syaa.g_00202
OG0000100	Syaq.g_02371	Syaa.g_01201
OG0000101	Syaq.g_00607	Syaa.g_02249
OG0000102	Syaq.g_01033	Syaa.g_00118
OG0000103	Syaq.g_01170	Syaa.g_02740
OG0000104	Syaq.g_01154	Syaa.g_02754
OG0000105	Syaq.g_00754	Syaa.g_00270
OG0000106	Syaq.g_01863	Syaa.g_01439
OG0000107	Syaq.g_00694	Syaa.g_02351
OG0000108	Syaq.g_01772	Syaa.g_02051
OG0000109	Syaq.g_01788	Syaa.g_02036
OG0000110	Syaq.g_01962	Syaa.g_01918
OG0000111	Syaq.g_02606	Syaa.g_00888
OG0000112	Syaq.g_02476	Syaa.g_01366
OG0000114	Syaq.g_02269	Syaa.g_01094
OG0000115	Syaq.g_00395	Syaa.g_01795
OG0000116	Syaq.g_00263	Syaa.g_00757
OG0000117	Syaq.g_00203	Syaa.g_01009
OG0000118	Syaq.g_00325, Syaq.g_00316	Syaa.g_01874
OG0000120	Syaq.g_00883	Syaa.g_00201
OG0000121	Syaq.g_00375	Syaa.g_01777
OG0000122	Syaq.g_02118	Syaa.g_01598
OG0000123	Syaq.g_00599	Syaa.g_02242
OG0000124	Syaq.g_01055	Syaa.g_00092
OG0000125	Syaq.g_01256	Syaa.g_02598
OG0000126	Syaq.g_01156	Syaa.g_02752
OG0000128	Syaq.g_01138	Syaa.g_00012
OG0000129	Syaq.g_01269	Syaa.g_02586
OG0000130	Syaq.g_01559	Syaa.g_00354
OG0000131	Syaq.g_01427, Syaq.g_01424	Syaa.g_02448
OG0000132	Syaq.g_01404	Syaa.g_02472
OG0000133	Syaq.g_02481	Syaa.g_01361
OG0000134	Syaq.g_00526	Syaa.g_02146
OG0000135	Syaq.g_01227	Syaa.g_02649
OG0000136	Syaq.g_00496	Syaa.g_00708
OG0000137	Syaq.g_00442	Syaa.g_01842
OG0000138	Syaq.g_01789	Syaa.g_02035
OG0000139	Syaq.g_01844	Syaa.g_01974
OG0000140	Syaq.g_01848	Syaa.g_01971
OG0000141	Syaq.g_02010	Syaa.g_01689
OG0000142	Syaq.g_02082	Syaa.g_01633
OG0000143	Syaq.g_02086	Syaa.g_01629
OG0000144	Syaq.g_02152	Syaa.g_01446
OG0000145	Syaq.g_01796	Syaa.g_02029
OG0000146	Syaq.g_02475	Syaa.g_01367
OG0000147	Syaq.g_02474	Syaa.g_01368
OG0000148	Syaq.g_02359	Syaa.g_01190
OG0000149	Syaq.g_02395	Syaa.g_00826
OG0000150	Syaq.g_02011	Syaa.g_01688
OG0000151	Syaq.g_02283	Syaa.g_01107
OG0000152	Syaq.g_02485	Syaa.g_01357
OG0000153	Syaq.g_02518	Syaa.g_01324
OG0000154	Syaq.g_00066	Syaa.g_01298
OG0000155	Syaq.g_00212	Syaa.g_00804
OG0000156	Syaq.g_00281	Syaa.g_00751
OG0000157	Syaq.g_00282	Syaa.g_00750
OG0000158	Syaq.g_01003	Syaa.g_00148
OG0000160	Syaq.g_00374	Syaa.g_01776
OG0000161	Syaq.g_00382	Syaa.g_01782
OG0000162	Syaq.g_00389	Syaa.g_01788
OG0000163	Syaq.g_01730	Syaa.g_00624
OG0000164	Syaq.g_01642	Syaa.g_00507
OG0000165	Syaq.g_01630	Syaa.g_00681
OG0000166	Syaq.g_00647	Syaa.g_02289
OG0000167	Syaq.g_00983	Syaa.g_00160
OG0000168	Syaq.g_01004	Syaa.g_00145
OG0000169	Syaq.g_01016	Syaa.g_00134
OG0000170	Syaq.g_01023	Syaa.g_00128
OG0000171	Syaq.g_01052	Syaa.g_00093
OG0000172	Syaq.g_01074	Syaa.g_00079
OG0000173	Syaq.g_01092	Syaa.g_00060
OG0000174	Syaq.g_01224	Syaa.g_02651
OG0000175	Syaq.g_01183	Syaa.g_02726
OG0000176	Syaq.g_01146	Syaa.g_00004
OG0000177	Syaq.g_01145	Syaa.g_00005
OG0000178	Syaq.g_01144	Syaa.g_00006
OG0000179	Syaq.g_01129	Syaa.g_00023
OG0000180	Syaq.g_01128	Syaa.g_00024
OG0000181	Syaq.g_01127	Syaa.g_00025
OG0000182	Syaq.g_01126	Syaa.g_00026
OG0000183	Syaq.g_01122	Syaa.g_00030
OG0000184	Syaq.g_01277	Syaa.g_02578
OG0000185	Syaq.g_01290	Syaa.g_02575
OG0000186	Syaq.g_01563	Syaa.g_00359
OG0000187	Syaq.g_01561	Syaa.g_00358
OG0000188	Syaq.g_01539	Syaa.g_00334
OG0000189	Syaq.g_01499, Syaq.g_00122	Syaa.g_02367
OG0000190	Syaq.g_01497	Syaa.g_02369
OG0000191	Syaq.g_01467	Syaa.g_02404
OG0000192	Syaq.g_01462	Syaa.g_02410
OG0000193	Syaq.g_01423	Syaa.g_02449
OG0000194	Syaq.g_01420	Syaa.g_02452
OG0000195	Syaq.g_01418	Syaa.g_02459
OG0000196	Syaq.g_01407	Syaa.g_02469
OG0000197	Syaq.g_01406	Syaa.g_02470
OG0000198	Syaq.g_01405	Syaa.g_02471
OG0000199	Syaq.g_01398	Syaa.g_02479
OG0000200	Syaq.g_01382	Syaa.g_02496
OG0000201	Syaq.g_01365	Syaa.g_02521
OG0000202	Syaq.g_01364	Syaa.g_02522
OG0000203	Syaq.g_01363	Syaa.g_02523
OG0000204	Syaq.g_01362	Syaa.g_02524
OG0000205	Syaq.g_01355	Syaa.g_02531
OG0000206	Syaq.g_01345	Syaa.g_02538
OG0000207	Syaq.g_01338	Syaa.g_02540
OG0000208	Syaq.g_01337	Syaa.g_02541
OG0000209	Syaq.g_01310	Syaa.g_02556
OG0000210	Syaq.g_01309	Syaa.g_02557
OG0000211	Syaq.g_01570	Syaa.g_02113
OG0000212	Syaq.g_01586	Syaa.g_02102
OG0000213	Syaq.g_00729	Syaa.g_00295
OG0000214	Syaq.g_00745	Syaa.g_00279
OG0000215	Syaq.g_00777	Syaa.g_00248
OG0000216	Syaq.g_00781	Syaa.g_00244
OG0000217	Syaq.g_00844	Syaa.g_00240
OG0000218	Syaq.g_00846	Syaa.g_00238
OG0000219	Syaq.g_00847	Syaa.g_00237
OG0000220	Syaq.g_00848	Syaa.g_00236
OG0000221	Syaq.g_00856	Syaa.g_00229
OG0000222	Syaq.g_00868	Syaa.g_00215
OG0000223	Syaq.g_00946	Syaa.g_00192
OG0000224	Syaq.g_00950	Syaa.g_00183
OG0000225	Syaq.g_00543	Syaa.g_02166
OG0000226	Syaq.g_00536	Syaa.g_02162
OG0000227	Syaq.g_00534	Syaa.g_02160
OG0000228	Syaq.g_00531	Syaa.g_02150
OG0000229	Syaq.g_00501	Syaa.g_00703
OG0000230	Syaq.g_00499	Syaa.g_00705
OG0000231	Syaq.g_00485	Syaa.g_00717
OG0000232	Syaq.g_00472	Syaa.g_01858
OG0000233	Syaq.g_00464	Syaa.g_01853
OG0000234	Syaq.g_00440	Syaa.g_01841
OG0000235	Syaq.g_01771	Syaa.g_02052
OG0000236	Syaq.g_01787	Syaa.g_02037
OG0000237	Syaq.g_01805	Syaa.g_02020
OG0000238	Syaq.g_01810	Syaa.g_02015
OG0000239	Syaq.g_01826	Syaa.g_01996
OG0000240	Syaq.g_01827	Syaa.g_01995
OG0000241	Syaq.g_02074	Syaa.g_01644
OG0000242	Syaq.g_01836	Syaa.g_01982
OG0000243	Syaq.g_01922	Syaa.g_01960
OG0000244	Syaq.g_01928	Syaa.g_01954
OG0000245	Syaq.g_01930	Syaa.g_01952
OG0000246	Syaq.g_01934	Syaa.g_01948
OG0000247	Syaq.g_01945	Syaa.g_01937
OG0000248	Syaq.g_01948	Syaa.g_01934
OG0000249	Syaq.g_01950	Syaa.g_01932
OG0000250	Syaq.g_01958	Syaa.g_01922
OG0000251	Syaq.g_01984	Syaa.g_01897
OG0000252	Syaq.g_01987	Syaa.g_01894
OG0000253	Syaq.g_01989	Syaa.g_01893
OG0000254	Syaq.g_02016	Syaa.g_01684
OG0000255	Syaq.g_02041	Syaa.g_01668
OG0000256	Syaq.g_02068	Syaa.g_01651
OG0000257	Syaq.g_02073	Syaa.g_01645
OG0000258	Syaq.g_02095	Syaa.g_01624
OG0000259	Syaq.g_02239	Syaa.g_01063
OG0000260	Syaq.g_02242	Syaa.g_01066
OG0000261	Syaq.g_02245	Syaa.g_01069
OG0000262	Syaq.g_02250	Syaa.g_01074
OG0000263	Syaq.g_00185	Syaa.g_00989
OG0000264	Syaq.g_02582	Syaa.g_00910
OG0000266	Syaq.g_00037	Syaa.g_01257, Syaa.g_01258
OG0000267	Syaq.g_02430	Syaa.g_01409
OG0000268	Syaq.g_02431	Syaa.g_01408
OG0000269	Syaq.g_02335	Syaa.g_01149
OG0000270	Syaq.g_02338	Syaa.g_01152
OG0000271	Syaq.g_02346	Syaa.g_01160
OG0000272	Syaq.g_02347	Syaa.g_01161
OG0000273	Syaq.g_02376	Syaa.g_00844
OG0000274	Syaq.g_02377	Syaa.g_00843
OG0000275	Syaq.g_02380	Syaa.g_00840
OG0000276	Syaq.g_02387	Syaa.g_00834
OG0000277	Syaq.g_02388	Syaa.g_00833
OG0000278	Syaq.g_02391	Syaa.g_00830
OG0000279	Syaq.g_02401	Syaa.g_00822
OG0000280	Syaq.g_02410	Syaa.g_00815
OG0000282	Syaq.g_02271	Syaa.g_01096
OG0000283	Syaq.g_02445	Syaa.g_01396
OG0000284	Syaq.g_02450	Syaa.g_01390
OG0000285	Syaq.g_02466	Syaa.g_01377
OG0000286	Syaq.g_02484	Syaa.g_01358
OG0000287	Syaq.g_02511	Syaa.g_01330
OG0000288	Syaq.g_00067	Syaa.g_01299
OG0000289	Syaq.g_00053	Syaa.g_01285
OG0000290	Syaq.g_02682	Syaa.g_00875
OG0000291	Syaq.g_02680	Syaa.g_00877
OG0000292	Syaq.g_01157	Syaa.g_02751
OG0000293	Syaq.g_00262	Syaa.g_00758
OG0000294	Syaq.g_00261	Syaa.g_00759
OG0000295	Syaq.g_00220	Syaa.g_00796
OG0000296	Syaq.g_00218	Syaa.g_00798
OG0000297	Syaq.g_00205	Syaa.g_01021
OG0000298	Syaq.g_00204	Syaa.g_01010
OG0000299	Syaq.g_00171	Syaa.g_00982
OG0000300	Syaq.g_00164	Syaa.g_00976
OG0000301	Syaq.g_00163	Syaa.g_00975
OG0000302	Syaq.g_00162	Syaa.g_00972
OG0000303	Syaq.g_00152	Syaa.g_00963
OG0000304	Syaq.g_00146	Syaa.g_00957
OG0000305	Syaq.g_02677	Syaa.g_00881
OG0000306	Syaq.g_01861	Syaa.g_00807
OG0000307	Syaq.g_01754	Syaa.g_02068
OG0000308	Syaq.g_01752	Syaa.g_02070
OG0000309	Syaq.g_01747	Syaa.g_02075
OG0000310	Syaq.g_00347	Syaa.g_01752
OG0000311	Syaq.g_00352	Syaa.g_01757
OG0000312	Syaq.g_00359	Syaa.g_01762
OG0000313	Syaq.g_00379	Syaa.g_01779
OG0000314	Syaq.g_00408	Syaa.g_01806
OG0000315	Syaq.g_00418	Syaa.g_01816
OG0000316	Syaq.g_01716	Syaa.g_00598
OG0000317	Syaq.g_01675	Syaa.g_00556
OG0000318	Syaq.g_01672	Syaa.g_00550
OG0000319	Syaq.g_01657	Syaa.g_00532
OG0000320	Syaq.g_01655	Syaa.g_00530
OG0000321	Syaq.g_01654	Syaa.g_00529
OG0000322	Syaq.g_01653	Syaa.g_00528
OG0000323	Syaq.g_01638	Syaa.g_00496
OG0000324	Syaq.g_01605	Syaa.g_00653
OG0000325	Syaq.g_00693	Syaa.g_02350
OG0000326	Syaq.g_00686	Syaa.g_02343
OG0000327	Syaq.g_00652	Syaa.g_02294
OG0000328	Syaq.g_00651	Syaa.g_02293
OG0000329	Syaq.g_00633	Syaa.g_02275
OG0000330	Syaq.g_00632	Syaa.g_02274
OG0000331	Syaq.g_00631	Syaa.g_02273
OG0000332	Syaq.g_00616	Syaa.g_02258
OG0000333	Syaq.g_00613	Syaa.g_02255
OG0000334	Syaq.g_00603	Syaa.g_02246
OG0000335	Syaq.g_00598	Syaa.g_02241
OG0000336	Syaq.g_00594	Syaa.g_02237
OG0000337	Syaq.g_00975	Syaa.g_00167
OG0000338	Syaq.g_00981	Syaa.g_00162
OG0000339	Syaq.g_00988	Syaa.g_00156
OG0000340	Syaq.g_01005	Syaa.g_00144
OG0000341	Syaq.g_01007	Syaa.g_00142
OG0000342	Syaq.g_01008	Syaa.g_00141
OG0000343	Syaq.g_01010	Syaa.g_00140
OG0000344	Syaq.g_01014	Syaa.g_00136
OG0000345	Syaq.g_01024	Syaa.g_00127
OG0000346	Syaq.g_01029	Syaa.g_00122
OG0000347	Syaq.g_01057	Syaa.g_00088
OG0000348	Syaq.g_01070	Syaa.g_00071
OG0000349	Syaq.g_01099	Syaa.g_00053
OG0000350	Syaq.g_00679	Syaa.g_02336
OG0000351	Syaq.g_01179	Syaa.g_02730
OG0000352	Syaq.g_01178	Syaa.g_02731
OG0000353	Syaq.g_01151	Syaa.g_02757
OG0000354	Syaq.g_01816	Syaa.g_02008, Syaa.g_02009
OG0000354	Syaq.g_01131	Syaa.g_00019, Syaa.g_00020
OG0000355	Syaq.g_01149	Syaa.g_00001
OG0000356	Syaq.g_01148	Syaa.g_00002
OG0000357	Syaq.g_01147	Syaa.g_00003
OG0000358	Syaq.g_01143	Syaa.g_00007
OG0000359	Syaq.g_01141	Syaa.g_00009
OG0000360	Syaq.g_01140	Syaa.g_00010
OG0000361	Syaq.g_01139	Syaa.g_00011
OG0000362	Syaq.g_01137	Syaa.g_00013
OG0000363	Syaq.g_01135	Syaa.g_00015
OG0000364	Syaq.g_01134	Syaa.g_00016
OG0000365	Syaq.g_01125	Syaa.g_00027
OG0000366	Syaq.g_01124	Syaa.g_00028
OG0000367	Syaq.g_01123	Syaa.g_00029
OG0000368	Syaq.g_01121	Syaa.g_00031
OG0000369	Syaq.g_01120	Syaa.g_00032
OG0000370	Syaq.g_01119	Syaa.g_00033
OG0000371	Syaq.g_01111	Syaa.g_00041
OG0000372	Syaq.g_01106	Syaa.g_00046
OG0000373	Syaq.g_01105	Syaa.g_00047
OG0000374	Syaq.g_01104	Syaa.g_00048
OG0000375	Syaq.g_01103	Syaa.g_00049
OG0000376	Syaq.g_01101	Syaa.g_00051
OG0000377	Syaq.g_01270	Syaa.g_02585
OG0000378	Syaq.g_01286	Syaa.g_02577
OG0000379	Syaq.g_01291	Syaa.g_02574
OG0000380	Syaq.g_01560	Syaa.g_00357
OG0000381	Syaq.g_01558	Syaa.g_00353
OG0000382	Syaq.g_01540	Syaa.g_00335
OG0000383	Syaq.g_01535	Syaa.g_00333
OG0000384	Syaq.g_01534	Syaa.g_00332
OG0000385	Syaq.g_01533	Syaa.g_00331
OG0000386	Syaq.g_01532	Syaa.g_00330
OG0000387	Syaq.g_01495	Syaa.g_02371
OG0000388	Syaq.g_01491	Syaa.g_02375
OG0000389	Syaq.g_01488	Syaa.g_02379
OG0000390	Syaq.g_01473	Syaa.g_02398
OG0000391	Syaq.g_01468	Syaa.g_02403
OG0000392	Syaq.g_01463	Syaa.g_02409
OG0000393	Syaq.g_01460	Syaa.g_02412
OG0000394	Syaq.g_01459	Syaa.g_02413
OG0000395	Syaq.g_01458	Syaa.g_02414
OG0000396	Syaq.g_01455	Syaa.g_02417
OG0000397	Syaq.g_01453	Syaa.g_02419
OG0000398	Syaq.g_01448	Syaa.g_02424
OG0000399	Syaq.g_01447	Syaa.g_02425
OG0000400	Syaq.g_01446	Syaa.g_02426
OG0000401	Syaq.g_01445	Syaa.g_02427
OG0000402	Syaq.g_01443	Syaa.g_02429
OG0000403	Syaq.g_01442	Syaa.g_02430
OG0000404	Syaq.g_01440	Syaa.g_02431
OG0000405	Syaq.g_01429	Syaa.g_02446
OG0000406	Syaq.g_01422	Syaa.g_02450
OG0000407	Syaq.g_01421	Syaa.g_02451
OG0000408	Syaq.g_01419	Syaa.g_02458
OG0000409	Syaq.g_01417	Syaa.g_02460
OG0000410	Syaq.g_01416	Syaa.g_02461
OG0000411	Syaq.g_01415	Syaa.g_02462
OG0000412	Syaq.g_01414	Syaa.g_02463
OG0000413	Syaq.g_01412	Syaa.g_02465
OG0000415	Syaq.g_01410	Syaa.g_02466
OG0000416	Syaq.g_01409	Syaa.g_02467
OG0000417	Syaq.g_01408	Syaa.g_02468
OG0000418	Syaq.g_01403	Syaa.g_02473
OG0000419	Syaq.g_01401	Syaa.g_02475
OG0000420	Syaq.g_01400	Syaa.g_02477
OG0000421	Syaq.g_01395	Syaa.g_02482
OG0000422	Syaq.g_01394	Syaa.g_02483
OG0000423	Syaq.g_01393	Syaa.g_02484
OG0000424	Syaq.g_01392	Syaa.g_02485
OG0000425	Syaq.g_01391	Syaa.g_02486
OG0000426	Syaq.g_01390	Syaa.g_02487
OG0000427	Syaq.g_01389	Syaa.g_02488
OG0000428	Syaq.g_01386	Syaa.g_02491
OG0000429	Syaq.g_01384	Syaa.g_02493
OG0000430	Syaq.g_01383	Syaa.g_02495
OG0000431	Syaq.g_01380	Syaa.g_02498
OG0000432	Syaq.g_01374	Syaa.g_02504
OG0000433	Syaq.g_01369	Syaa.g_02513
OG0000434	Syaq.g_01368	Syaa.g_02514
OG0000435	Syaq.g_01367	Syaa.g_02516
OG0000436	Syaq.g_01361	Syaa.g_02525
OG0000437	Syaq.g_01360	Syaa.g_02526
OG0000438	Syaq.g_01359	Syaa.g_02527
OG0000439	Syaq.g_01357	Syaa.g_02529
OG0000440	Syaq.g_01356	Syaa.g_02530
OG0000441	Syaq.g_01352	Syaa.g_02534
OG0000442	Syaq.g_01350	Syaa.g_02535
OG0000443	Syaq.g_01347	Syaa.g_02536
OG0000444	Syaq.g_01333	Syaa.g_02542
OG0000445	Syaq.g_01332	Syaa.g_02543
OG0000446	Syaq.g_01330	Syaa.g_02545
OG0000447	Syaq.g_01328	Syaa.g_02548
OG0000448	Syaq.g_01327	Syaa.g_02549
OG0000449	Syaq.g_01320	Syaa.g_02550
OG0000450	Syaq.g_01313	Syaa.g_02553
OG0000451	Syaq.g_01312	Syaa.g_02554
OG0000452	Syaq.g_01308	Syaa.g_02558
OG0000453	Syaq.g_01307	Syaa.g_02559
OG0000454	Syaq.g_01306	Syaa.g_02560
OG0000455	Syaq.g_01305	Syaa.g_02561
OG0000456	Syaq.g_01304	Syaa.g_02562
OG0000457	Syaq.g_01302	Syaa.g_02564
OG0000458	Syaq.g_01299	Syaa.g_02565
OG0000459	Syaq.g_01298	Syaa.g_02566
OG0000460	Syaq.g_01577	Syaa.g_02111
OG0000461	Syaq.g_00707	Syaa.g_00318
OG0000462	Syaq.g_00710	Syaa.g_00315
OG0000463	Syaq.g_00711	Syaa.g_00314
OG0000464	Syaq.g_00712	Syaa.g_00313
OG0000465	Syaq.g_00714	Syaa.g_00311
OG0000466	Syaq.g_00718	Syaa.g_00306
OG0000467	Syaq.g_00720	Syaa.g_00304
OG0000468	Syaq.g_00725	Syaa.g_00299
OG0000469	Syaq.g_00739	Syaa.g_00285
OG0000470	Syaq.g_00741	Syaa.g_00283
OG0000471	Syaq.g_00742	Syaa.g_00282
OG0000472	Syaq.g_00744	Syaa.g_00280
OG0000473	Syaq.g_00746	Syaa.g_00278
OG0000474	Syaq.g_00747	Syaa.g_00277
OG0000475	Syaq.g_00748	Syaa.g_00276
OG0000476	Syaq.g_00750	Syaa.g_00274
OG0000477	Syaq.g_00756	Syaa.g_00268
OG0000478	Syaq.g_00757	Syaa.g_00267
OG0000479	Syaq.g_00759	Syaa.g_00266
OG0000480	Syaq.g_00766	Syaa.g_00259
OG0000481	Syaq.g_00768	Syaa.g_00257
OG0000482	Syaq.g_00769	Syaa.g_00256
OG0000483	Syaq.g_00773	Syaa.g_00252
OG0000484	Syaq.g_00774	Syaa.g_00251
OG0000485	Syaq.g_00775	Syaa.g_00250
OG0000486	Syaq.g_00776	Syaa.g_00249
OG0000487	Syaq.g_00782	Syaa.g_00243
OG0000488	Syaq.g_00845	Syaa.g_00239
OG0000489	Syaq.g_00857	Syaa.g_00228
OG0000490	Syaq.g_00864	Syaa.g_00220
OG0000491	Syaq.g_00865	Syaa.g_00218
OG0000492	Syaq.g_00869	Syaa.g_00214
OG0000493	Syaq.g_00870	Syaa.g_00213
OG0000494	Syaq.g_00871	Syaa.g_00212
OG0000495	Syaq.g_00872	Syaa.g_00211
OG0000496	Syaq.g_00873	Syaa.g_00210
OG0000497	Syaq.g_00874	Syaa.g_00209
OG0000498	Syaq.g_00875	Syaa.g_00208
OG0000499	Syaq.g_00876	Syaa.g_00207
OG0000500	Syaq.g_00877	Syaa.g_00206
OG0000501	Syaq.g_00880	Syaa.g_00203
OG0000502	Syaq.g_00953	Syaa.g_00190
OG0000503	Syaq.g_00559	Syaa.g_02182
OG0000504	Syaq.g_00557	Syaa.g_02180
OG0000505	Syaq.g_00556	Syaa.g_02179
OG0000506	Syaq.g_00554	Syaa.g_02177
OG0000507	Syaq.g_00548	Syaa.g_02171
OG0000508	Syaq.g_00544	Syaa.g_02167
OG0000509	Syaq.g_00542	Syaa.g_02165
OG0000510	Syaq.g_00538	Syaa.g_02164
OG0000511	Syaq.g_00537	Syaa.g_02163
OG0000512	Syaq.g_00535	Syaa.g_02161
OG0000513	Syaq.g_00525	Syaa.g_02145
OG0000514	Syaq.g_00514	Syaa.g_02118
OG0000515	Syaq.g_00513	Syaa.g_02117
OG0000516	Syaq.g_00509	Syaa.g_00698
OG0000517	Syaq.g_00502	Syaa.g_00702
OG0000518	Syaq.g_00490	Syaa.g_00714
OG0000519	Syaq.g_00489	Syaa.g_00715
OG0000520	Syaq.g_00488	Syaa.g_00716
OG0000521	Syaq.g_00477	Syaa.g_01864
OG0000522	Syaq.g_00475	Syaa.g_01862
OG0000523	Syaq.g_00474	Syaa.g_01859
OG0000524	Syaq.g_00469	Syaa.g_01856
OG0000525	Syaq.g_00450	Syaa.g_01851
OG0000526	Syaq.g_00448	Syaa.g_01848
OG0000527	Syaq.g_00444	Syaa.g_01844
OG0000528	Syaq.g_01768	Syaa.g_02054
OG0000529	Syaq.g_01773	Syaa.g_02050
OG0000530	Syaq.g_01776	Syaa.g_02047
OG0000531	Syaq.g_01777	Syaa.g_02046
OG0000532	Syaq.g_01780	Syaa.g_02043
OG0000533	Syaq.g_01782	Syaa.g_02042
OG0000534	Syaq.g_01783	Syaa.g_02041
OG0000535	Syaq.g_01784	Syaa.g_02040
OG0000536	Syaq.g_01785	Syaa.g_02039
