Orthogroup	Syaq	Prah
OG0000060	Syaq.g_01770	Prah.g_01569
OG0000060	Syaq.g_00201	Prah.g_01156
OG0000061	Syaq.g_00249	Prah.g_01322
OG0000062	Syaq.g_01690	Prah.g_01654
OG0000063	Syaq.g_01110	Prah.g_00042
OG0000065	Syaq.g_01487	Prah.g_01897
OG0000066	Syaq.g_01851	Prah.g_01485
OG0000067	Syaq.g_02340	Prah.g_00667
OG0000068	Syaq.g_01763	Prah.g_01576
OG0000070	Syaq.g_00484	Prah.g_00252
OG0000071	Syaq.g_00297	Prah.g_01364
OG0000072	Syaq.g_01397	Prah.g_02309
OG0000073	Syaq.g_01795	Prah.g_01544
OG0000075	Syaq.g_00986	Prah.g_02232
OG0000076	Syaq.g_01028	Prah.g_00150
OG0000077	Syaq.g_01547	Prah.g_01850
OG0000078	Syaq.g_01585	Prah.g_01773
OG0000079	Syaq.g_00721	Prah.g_02090, Prah.g_01868
OG0000082	Syaq.g_01975	Prah.g_01427
OG0000084	Syaq.g_00367	Prah.g_00412
OG0000085	Syaq.g_01683	Prah.g_01666
OG0000086	Syaq.g_01525	Prah.g_01866
OG0000087	Syaq.g_01438	Prah.g_02268
OG0000088	Syaq.g_01402	Prah.g_02304, Prah.g_00957
OG0000089	Syaq.g_00529	Prah.g_00205
OG0000090	Syaq.g_01838	Prah.g_01501
OG0000091	Syaq.g_02090	Prah.g_00493
OG0000093	Syaq.g_02323	Prah.g_00692
OG0000094	Syaq.g_00056, Syaq.g_02554	Prah.g_02518
OG0000095	Syaq.g_02679	Prah.g_00915
OG0000097	Syaq.g_00167	Prah.g_01272
OG0000098	Syaq.g_02221, Syaq.g_01849	Prah.g_00327
OG0000099	Syaq.g_00882	Prah.g_02191
OG0000100	Syaq.g_02371	Prah.g_01791, Prah.g_00636
OG0000101	Syaq.g_00607	Prah.g_01995
OG0000102	Syaq.g_01033	Prah.g_00144
OG0000103	Syaq.g_01170	Prah.g_02586
OG0000104	Syaq.g_01154	Prah.g_02600
OG0000105	Syaq.g_00754	Prah.g_02126
OG0000106	Syaq.g_01863	Prah.g_01660
OG0000107	Syaq.g_00694	Prah.g_02072
OG0000108	Syaq.g_01772	Prah.g_01566
OG0000109	Syaq.g_01788	Prah.g_01550
OG0000110	Syaq.g_01962	Prah.g_01439
OG0000111	Syaq.g_02606	Prah.g_01028
OG0000112	Syaq.g_02476	Prah.g_00788
OG0000114	Syaq.g_02269	Prah.g_00733
OG0000115	Syaq.g_00395	Prah.g_00383
OG0000116	Syaq.g_00263	Prah.g_01337
OG0000117	Syaq.g_00203	Prah.g_01257
OG0000118	Syaq.g_00325, Syaq.g_00316	Prah.g_01378
OG0000120	Syaq.g_00883	Prah.g_02192
OG0000121	Syaq.g_00375	Prah.g_00406
OG0000122	Syaq.g_02118	Prah.g_01203
OG0000123	Syaq.g_00599	Prah.g_01987
OG0000124	Syaq.g_01055	Prah.g_00125
OG0000125	Syaq.g_01256	Prah.g_02498
OG0000126	Syaq.g_01156	Prah.g_02598
OG0000128	Syaq.g_01138	Prah.g_00013
OG0000129	Syaq.g_01269	Prah.g_02486
OG0000130	Syaq.g_01559	Prah.g_01838
OG0000131	Syaq.g_01427, Syaq.g_01424	Prah.g_02282
OG0000132	Syaq.g_01404	Prah.g_02302
OG0000133	Syaq.g_02481	Prah.g_02187
OG0000134	Syaq.g_00526	Prah.g_00208
OG0000135	Syaq.g_01227	Prah.g_02538
OG0000136	Syaq.g_00496	Prah.g_00235
OG0000137	Syaq.g_00442	Prah.g_00312
OG0000138	Syaq.g_01789	Prah.g_01549
OG0000139	Syaq.g_01844	Prah.g_01495
OG0000140	Syaq.g_01848	Prah.g_01489
OG0000141	Syaq.g_02010	Prah.g_01393
OG0000142	Syaq.g_02082	Prah.g_00501
OG0000143	Syaq.g_02086	Prah.g_00497
OG0000144	Syaq.g_02152	Prah.g_00473
OG0000145	Syaq.g_01796	Prah.g_01543
OG0000146	Syaq.g_02475	Prah.g_00787
OG0000147	Syaq.g_02474	Prah.g_00786
OG0000148	Syaq.g_02359	Prah.g_00649
OG0000149	Syaq.g_02395	Prah.g_00591
OG0000150	Syaq.g_02011	Prah.g_00568
OG0000151	Syaq.g_02283	Prah.g_00718
OG0000152	Syaq.g_02485	Prah.g_00796
OG0000153	Syaq.g_02518	Prah.g_00826
OG0000154	Syaq.g_00066	Prah.g_00852
OG0000155	Syaq.g_00212	Prah.g_01291
OG0000156	Syaq.g_00281	Prah.g_01349
OG0000157	Syaq.g_00282	Prah.g_01350
OG0000158	Syaq.g_01003	Prah.g_02242
OG0000160	Syaq.g_00374	Prah.g_00407
OG0000161	Syaq.g_00382	Prah.g_00399
OG0000162	Syaq.g_00389	Prah.g_00391
OG0000163	Syaq.g_02373, Syaq.g_01730	Prah.g_01619
OG0000164	Syaq.g_01642	Prah.g_01705
OG0000165	Syaq.g_01630	Prah.g_01716
OG0000166	Syaq.g_00647	Prah.g_02033
OG0000167	Syaq.g_00983	Prah.g_02230
OG0000168	Syaq.g_01004	Prah.g_02243
OG0000169	Syaq.g_01016	Prah.g_00163
OG0000170	Syaq.g_01023	Prah.g_00155
OG0000171	Syaq.g_01052	Prah.g_00126
OG0000172	Syaq.g_01074	Prah.g_00084
OG0000173	Syaq.g_01092	Prah.g_00061
OG0000174	Syaq.g_01224	Prah.g_02541
OG0000175	Syaq.g_01183	Prah.g_02575
OG0000176	Syaq.g_01146	Prah.g_00005
OG0000177	Syaq.g_01145	Prah.g_00006
OG0000178	Syaq.g_01144	Prah.g_00007
OG0000179	Syaq.g_01129	Prah.g_00022
OG0000180	Syaq.g_01128	Prah.g_00023
OG0000181	Syaq.g_01127	Prah.g_00024
OG0000182	Syaq.g_01126	Prah.g_00025
OG0000183	Syaq.g_01122	Prah.g_00029
OG0000184	Syaq.g_01277	Prah.g_02478
OG0000185	Syaq.g_01290	Prah.g_02458
OG0000186	Syaq.g_01563	Prah.g_01830
OG0000187	Syaq.g_01561	Prah.g_01833
OG0000188	Syaq.g_01539	Prah.g_01860
OG0000189	Syaq.g_01499, Syaq.g_00122	Prah.g_01884
OG0000190	Syaq.g_01497	Prah.g_01886
OG0000191	Syaq.g_01467	Prah.g_00188
OG0000192	Syaq.g_01462	Prah.g_00176, Prah.g_00180
OG0000193	Syaq.g_01423	Prah.g_02283
OG0000194	Syaq.g_01420	Prah.g_02286
OG0000195	Syaq.g_01418	Prah.g_02288
OG0000196	Syaq.g_01407	Prah.g_02299
OG0000197	Syaq.g_01406	Prah.g_02300
OG0000198	Syaq.g_01405	Prah.g_02301
OG0000199	Syaq.g_01398	Prah.g_02308
OG0000200	Syaq.g_01382	Prah.g_02324
OG0000201	Syaq.g_01365	Prah.g_02352
OG0000202	Syaq.g_01364	Prah.g_02353
OG0000203	Syaq.g_01363	Prah.g_02354
OG0000204	Syaq.g_01362	Prah.g_02355
OG0000205	Syaq.g_01355	Prah.g_02362
OG0000206	Syaq.g_01345	Prah.g_02371
OG0000207	Syaq.g_01338	Prah.g_02420
OG0000208	Syaq.g_01337	Prah.g_02419
OG0000209	Syaq.g_01310	Prah.g_02400
OG0000210	Syaq.g_01309	Prah.g_02399
OG0000211	Syaq.g_01570	Prah.g_01782
OG0000212	Syaq.g_01586	Prah.g_01772
OG0000213	Syaq.g_00729	Prah.g_02101
OG0000214	Syaq.g_00745	Prah.g_02118
OG0000215	Syaq.g_00777	Prah.g_02148
OG0000217	Syaq.g_00844	Prah.g_02155
OG0000218	Syaq.g_00846	Prah.g_02157
OG0000219	Syaq.g_00847	Prah.g_02158
OG0000220	Syaq.g_00848	Prah.g_02159
OG0000221	Syaq.g_00856	Prah.g_02166
OG0000222	Syaq.g_00868	Prah.g_02174
OG0000223	Syaq.g_00946	Prah.g_02197
OG0000224	Syaq.g_00950	Prah.g_02207
OG0000225	Syaq.g_00543	Prah.g_01921
OG0000226	Syaq.g_00536	Prah.g_01917
OG0000227	Syaq.g_00534	Prah.g_01915
OG0000228	Syaq.g_00531	Prah.g_00204
OG0000229	Syaq.g_00501	Prah.g_00230
OG0000230	Syaq.g_00499	Prah.g_00232
OG0000231	Syaq.g_00485	Prah.g_00251
OG0000232	Syaq.g_00472	Prah.g_00261
OG0000233	Syaq.g_00464	Prah.g_00294
OG0000234	Syaq.g_00440	Prah.g_00313, Prah.g_00314
OG0000235	Syaq.g_01771	Prah.g_01567
OG0000236	Syaq.g_01787	Prah.g_01551
OG0000237	Syaq.g_01805	Prah.g_01534
OG0000238	Syaq.g_01810	Prah.g_01529
OG0000239	Syaq.g_01826	Prah.g_01513
OG0000240	Syaq.g_01827	Prah.g_01512
OG0000241	Syaq.g_02074	Prah.g_01094
OG0000242	Syaq.g_01836	Prah.g_00108, Prah.g_01503
OG0000243	Syaq.g_01922	Prah.g_01476
OG0000244	Syaq.g_01928	Prah.g_01472
OG0000245	Syaq.g_01930	Prah.g_01469
OG0000246	Syaq.g_01934	Prah.g_01465
OG0000247	Syaq.g_01945	Prah.g_01454
OG0000248	Syaq.g_01948	Prah.g_01451
OG0000249	Syaq.g_01950	Prah.g_01449
OG0000250	Syaq.g_01958	Prah.g_01443
OG0000251	Syaq.g_01984	Prah.g_01417
OG0000252	Syaq.g_01987	Prah.g_01414
OG0000253	Syaq.g_01989	Prah.g_01408
OG0000254	Syaq.g_02016	Prah.g_01389
OG0000255	Syaq.g_02041	Prah.g_00530
OG0000256	Syaq.g_02068	Prah.g_00516
OG0000257	Syaq.g_02073	Prah.g_00509
OG0000258	Syaq.g_02095	Prah.g_00486
OG0000259	Syaq.g_02239	Prah.g_00457
OG0000260	Syaq.g_02242	Prah.g_00454
OG0000261	Syaq.g_02245	Prah.g_00451
OG0000262	Syaq.g_02250	Prah.g_00445
OG0000263	Syaq.g_00185	Prah.g_02413
OG0000264	Syaq.g_02582	Prah.g_00974
OG0000266	Syaq.g_00037	Prah.g_00876
OG0000267	Syaq.g_02430	Prah.g_00751
OG0000268	Syaq.g_02431	Prah.g_00752
OG0000269	Syaq.g_02335	Prah.g_00672
OG0000270	Syaq.g_02338	Prah.g_00669
OG0000271	Syaq.g_02346	Prah.g_00661
OG0000272	Syaq.g_02347	Prah.g_00660
OG0000273	Syaq.g_02376	Prah.g_00609
OG0000274	Syaq.g_02377	Prah.g_00608
OG0000275	Syaq.g_02380	Prah.g_00605
OG0000276	Syaq.g_02387	Prah.g_00599
OG0000277	Syaq.g_02388	Prah.g_00598
OG0000278	Syaq.g_02391	Prah.g_00595
OG0000279	Syaq.g_02401	Prah.g_00587
OG0000280	Syaq.g_02410	Prah.g_00581
OG0000281	Syaq.g_02224	Prah.g_00566
OG0000282	Syaq.g_02271	Prah.g_00731
OG0000283	Syaq.g_02445	Prah.g_00761
OG0000284	Syaq.g_02450	Prah.g_00767
OG0000285	Syaq.g_02466	Prah.g_01178
OG0000286	Syaq.g_02484	Prah.g_00795
OG0000287	Syaq.g_02511	Prah.g_01131
OG0000288	Syaq.g_00067	Prah.g_00851
OG0000289	Syaq.g_00053	Prah.g_00864
OG0000290	Syaq.g_02682	Prah.g_00912
OG0000291	Syaq.g_02680	Prah.g_00914
OG0000292	Syaq.g_01157	Prah.g_02597
OG0000293	Syaq.g_00262	Prah.g_01336
OG0000294	Syaq.g_00261	Prah.g_01335
OG0000295	Syaq.g_00220	Prah.g_01298
OG0000296	Syaq.g_00218	Prah.g_01296
OG0000297	Syaq.g_00205	Prah.g_01259
OG0000298	Syaq.g_00204	Prah.g_01258
OG0000299	Syaq.g_00171	Prah.g_01268
OG0000300	Syaq.g_00164	Prah.g_01275
OG0000301	Syaq.g_00163	Prah.g_01276
OG0000302	Syaq.g_00162	Prah.g_01279
OG0000303	Syaq.g_00152	Prah.g_01289
OG0000304	Syaq.g_00146	Prah.g_01237, Prah.g_01238
OG0000305	Syaq.g_02677	Prah.g_00918
OG0000306	Syaq.g_01861	Prah.g_00560
OG0000307	Syaq.g_01754	Prah.g_01584
OG0000308	Syaq.g_01752	Prah.g_01586
OG0000309	Syaq.g_01747	Prah.g_01590
OG0000310	Syaq.g_00347	Prah.g_00428
OG0000311	Syaq.g_00352	Prah.g_00424
OG0000312	Syaq.g_00359	Prah.g_00420
OG0000313	Syaq.g_00379	Prah.g_00402
OG0000314	Syaq.g_00408	Prah.g_00371
OG0000315	Syaq.g_00418	Prah.g_00361
OG0000316	Syaq.g_01716	Prah.g_01631
OG0000317	Syaq.g_01675	Prah.g_01672
OG0000318	Syaq.g_01672	Prah.g_01677
OG0000319	Syaq.g_01657	Prah.g_01694
OG0000320	Syaq.g_01655	Prah.g_01696
OG0000321	Syaq.g_01654	Prah.g_01697
OG0000322	Syaq.g_01653	Prah.g_01698
OG0000323	Syaq.g_01638	Prah.g_01710
OG0000324	Syaq.g_01605	Prah.g_01744
OG0000325	Syaq.g_00693	Prah.g_02071
OG0000326	Syaq.g_00686	Prah.g_02064
OG0000327	Syaq.g_00652	Prah.g_02038
OG0000328	Syaq.g_00651	Prah.g_02037
OG0000329	Syaq.g_00633	Prah.g_02020
OG0000330	Syaq.g_00632	Prah.g_02019
OG0000331	Syaq.g_00631	Prah.g_02018
OG0000332	Syaq.g_00616	Prah.g_02003
OG0000333	Syaq.g_00613	Prah.g_02001
OG0000334	Syaq.g_00603	Prah.g_01991
OG0000335	Syaq.g_00598	Prah.g_01986
OG0000336	Syaq.g_00594	Prah.g_01982
OG0000337	Syaq.g_00975	Prah.g_02224
OG0000338	Syaq.g_00981	Prah.g_02227
OG0000339	Syaq.g_00988	Prah.g_02234
OG0000340	Syaq.g_01005	Prah.g_02244
OG0000341	Syaq.g_01007	Prah.g_02246
OG0000342	Syaq.g_01008	Prah.g_02247
OG0000343	Syaq.g_01010	Prah.g_00168
OG0000344	Syaq.g_01014	Prah.g_00165
OG0000345	Syaq.g_01024	Prah.g_00154
OG0000346	Syaq.g_01029	Prah.g_00149
OG0000347	Syaq.g_01057	Prah.g_00089
OG0000348	Syaq.g_01070	Prah.g_00078
OG0000349	Syaq.g_01099	Prah.g_00053
OG0000350	Syaq.g_00679	Prah.g_02533
OG0000351	Syaq.g_01179	Prah.g_02578
OG0000352	Syaq.g_01178	Prah.g_02579
OG0000353	Syaq.g_01151	Prah.g_02603
OG0000354	Syaq.g_01816	Prah.g_01523
OG0000354	Syaq.g_01131	Prah.g_00020
OG0000355	Syaq.g_01149	Prah.g_00002
OG0000356	Syaq.g_01148	Prah.g_00003
OG0000357	Syaq.g_01147	Prah.g_00004
OG0000358	Syaq.g_01143	Prah.g_00008
OG0000359	Syaq.g_01141	Prah.g_00010
OG0000360	Syaq.g_01140	Prah.g_00011
OG0000361	Syaq.g_01139	Prah.g_00012
OG0000362	Syaq.g_01137	Prah.g_00014
OG0000363	Syaq.g_01135	Prah.g_00016
OG0000364	Syaq.g_01134	Prah.g_00017
OG0000365	Syaq.g_01125	Prah.g_00026
OG0000366	Syaq.g_01124	Prah.g_00027
OG0000367	Syaq.g_01123	Prah.g_00028
OG0000368	Syaq.g_01121	Prah.g_00030
OG0000369	Syaq.g_01120	Prah.g_00031
OG0000370	Syaq.g_01119	Prah.g_00032
OG0000371	Syaq.g_01111	Prah.g_00041
OG0000372	Syaq.g_01106	Prah.g_00046
OG0000373	Syaq.g_01105	Prah.g_00047
OG0000374	Syaq.g_01104	Prah.g_00048
OG0000375	Syaq.g_01103	Prah.g_00049
OG0000376	Syaq.g_01101	Prah.g_00051
OG0000377	Syaq.g_01270	Prah.g_02485
OG0000378	Syaq.g_01286	Prah.g_02471
OG0000379	Syaq.g_01291	Prah.g_02457
OG0000380	Syaq.g_01560	Prah.g_01834
OG0000381	Syaq.g_01558	Prah.g_01839
OG0000382	Syaq.g_01540	Prah.g_01859
OG0000383	Syaq.g_01535	Prah.g_01861
OG0000384	Syaq.g_01534	Prah.g_01862
OG0000385	Syaq.g_01533	Prah.g_01863
OG0000386	Syaq.g_01532	Prah.g_01864
OG0000387	Syaq.g_01495	Prah.g_01888
OG0000388	Syaq.g_01491	Prah.g_01892
OG0000389	Syaq.g_01488	Prah.g_01896
OG0000390	Syaq.g_01473	Prah.g_00194
OG0000391	Syaq.g_01468	Prah.g_00189
OG0000392	Syaq.g_01463	Prah.g_00183
OG0000393	Syaq.g_01460	Prah.g_00175
OG0000394	Syaq.g_01459	Prah.g_00174
OG0000395	Syaq.g_01458	Prah.g_00173
OG0000396	Syaq.g_01455	Prah.g_02252
OG0000397	Syaq.g_01453	Prah.g_02254
OG0000398	Syaq.g_01448	Prah.g_02259
OG0000399	Syaq.g_01447	Prah.g_02260
OG0000400	Syaq.g_01446	Prah.g_02261
OG0000401	Syaq.g_01445	Prah.g_02262
OG0000402	Syaq.g_01443	Prah.g_02264
OG0000403	Syaq.g_01442	Prah.g_02265
OG0000405	Syaq.g_01429	Prah.g_02280
OG0000406	Syaq.g_01422	Prah.g_02284
OG0000407	Syaq.g_01421	Prah.g_02285
OG0000408	Syaq.g_01419	Prah.g_02287
OG0000409	Syaq.g_01417	Prah.g_02289
OG0000410	Syaq.g_01416	Prah.g_02290
OG0000411	Syaq.g_01415	Prah.g_02291
OG0000412	Syaq.g_01414	Prah.g_02292
OG0000413	Syaq.g_01412	Prah.g_02294
OG0000414	Syaq.g_01411	Prah.g_02295
OG0000415	Syaq.g_01410	Prah.g_02296
OG0000416	Syaq.g_01409	Prah.g_02297
OG0000417	Syaq.g_01408	Prah.g_02298
OG0000418	Syaq.g_01403	Prah.g_02303
OG0000419	Syaq.g_01401	Prah.g_02305
OG0000420	Syaq.g_01400	Prah.g_02306
OG0000421	Syaq.g_01395	Prah.g_02310
OG0000422	Syaq.g_01394	Prah.g_02311
OG0000423	Syaq.g_01393	Prah.g_02312
OG0000424	Syaq.g_01392	Prah.g_02313
OG0000425	Syaq.g_01391	Prah.g_02314
OG0000426	Syaq.g_01390	Prah.g_02315
OG0000427	Syaq.g_01389	Prah.g_02316
OG0000428	Syaq.g_01386	Prah.g_00709
OG0000429	Syaq.g_01384	Prah.g_02321
OG0000430	Syaq.g_01383	Prah.g_02323
OG0000431	Syaq.g_01380	Prah.g_02334
OG0000432	Syaq.g_01374	Prah.g_02341
OG0000433	Syaq.g_01369	Prah.g_02344
OG0000434	Syaq.g_01368	Prah.g_02345
OG0000435	Syaq.g_01367	Prah.g_02350
OG0000436	Syaq.g_01361	Prah.g_02356
OG0000437	Syaq.g_01360	Prah.g_02357
OG0000438	Syaq.g_01359	Prah.g_02358
OG0000439	Syaq.g_01357	Prah.g_02360
OG0000440	Syaq.g_01356	Prah.g_02361
OG0000441	Syaq.g_01352	Prah.g_02364
OG0000442	Syaq.g_01350	Prah.g_02365
OG0000443	Syaq.g_01347	Prah.g_02370
OG0000444	Syaq.g_01333	Prah.g_02418
OG0000445	Syaq.g_01332	Prah.g_02417
OG0000446	Syaq.g_01330	Prah.g_02415
OG0000447	Syaq.g_01328	Prah.g_02411
OG0000448	Syaq.g_01327	Prah.g_02410
OG0000449	Syaq.g_01320	Prah.g_02409
OG0000450	Syaq.g_01313	Prah.g_02403
OG0000451	Syaq.g_01312	Prah.g_02402
OG0000452	Syaq.g_01308	Prah.g_02398
OG0000453	Syaq.g_01307	Prah.g_02397
OG0000454	Syaq.g_01306	Prah.g_02396
OG0000455	Syaq.g_01305	Prah.g_02395
OG0000456	Syaq.g_01304	Prah.g_02394
OG0000457	Syaq.g_01302	Prah.g_02392
OG0000458	Syaq.g_01299	Prah.g_02391
OG0000459	Syaq.g_01298	Prah.g_02390
OG0000460	Syaq.g_01577	Prah.g_01781
OG0000461	Syaq.g_00707	Prah.g_02074
OG0000462	Syaq.g_00710	Prah.g_02078
OG0000463	Syaq.g_00711	Prah.g_02079
OG0000464	Syaq.g_00712	Prah.g_02080
OG0000465	Syaq.g_00714	Prah.g_02082
OG0000466	Syaq.g_00718	Prah.g_02087
OG0000467	Syaq.g_00720	Prah.g_02089
OG0000468	Syaq.g_00725	Prah.g_02098
OG0000469	Syaq.g_00739	Prah.g_02111
OG0000470	Syaq.g_00741	Prah.g_02114
OG0000471	Syaq.g_00742	Prah.g_02115
OG0000472	Syaq.g_00744	Prah.g_02117
OG0000473	Syaq.g_00746	Prah.g_02119
OG0000474	Syaq.g_00747	Prah.g_02120
OG0000475	Syaq.g_00748	Prah.g_02121
OG0000476	Syaq.g_00750	Prah.g_02123
OG0000477	Syaq.g_00756	Prah.g_02128
OG0000478	Syaq.g_00757	Prah.g_02129
OG0000479	Syaq.g_00759	Prah.g_02130
OG0000480	Syaq.g_00766	Prah.g_02137
OG0000481	Syaq.g_00768	Prah.g_02139
OG0000482	Syaq.g_00769	Prah.g_02140
OG0000483	Syaq.g_00773	Prah.g_02144
OG0000484	Syaq.g_00774	Prah.g_02145
OG0000485	Syaq.g_00775	Prah.g_02146
OG0000486	Syaq.g_00776	Prah.g_02147
OG0000487	Syaq.g_00782	Prah.g_02152
OG0000488	Syaq.g_00845	Prah.g_02156
OG0000489	Syaq.g_00857	Prah.g_02167
OG0000490	Syaq.g_00864	Prah.g_02172
OG0000491	Syaq.g_00865	Prah.g_02173
OG0000492	Syaq.g_00869	Prah.g_02175
OG0000493	Syaq.g_00870	Prah.g_02176
OG0000494	Syaq.g_00871	Prah.g_02177
OG0000495	Syaq.g_00872	Prah.g_02178
OG0000496	Syaq.g_00873	Prah.g_02179
OG0000497	Syaq.g_00874	Prah.g_02180
OG0000498	Syaq.g_00875	Prah.g_02181
OG0000499	Syaq.g_00876	Prah.g_02182
OG0000500	Syaq.g_00877	Prah.g_02183
OG0000501	Syaq.g_00880	Prah.g_02186
OG0000502	Syaq.g_00953	Prah.g_02199
OG0000503	Syaq.g_00559	Prah.g_01940
OG0000504	Syaq.g_00557	Prah.g_01938
OG0000505	Syaq.g_00556	Prah.g_01937
OG0000506	Syaq.g_00554	Prah.g_01935
OG0000507	Syaq.g_00548	Prah.g_01930
OG0000508	Syaq.g_00544	Prah.g_01922
OG0000509	Syaq.g_00542	Prah.g_01920
OG0000510	Syaq.g_00538	Prah.g_01919
OG0000511	Syaq.g_00537	Prah.g_01918
OG0000512	Syaq.g_00535	Prah.g_01916
OG0000513	Syaq.g_00525	Prah.g_00209
OG0000514	Syaq.g_00514	Prah.g_00218
OG0000515	Syaq.g_00513	Prah.g_00219
OG0000516	Syaq.g_00509	Prah.g_00221
OG0000517	Syaq.g_00502	Prah.g_00229
OG0000518	Syaq.g_00490	Prah.g_00241
OG0000519	Syaq.g_00489	Prah.g_00242
OG0000520	Syaq.g_00488	Prah.g_00247
OG0000521	Syaq.g_00477	Prah.g_00255
OG0000522	Syaq.g_00475	Prah.g_00257
OG0000523	Syaq.g_00474	Prah.g_00258
OG0000524	Syaq.g_00469	Prah.g_00290
OG0000525	Syaq.g_00450	Prah.g_00304
OG0000526	Syaq.g_00448	Prah.g_00306
OG0000527	Syaq.g_00444	Prah.g_00310
OG0000528	Syaq.g_01768	Prah.g_01572
OG0000529	Syaq.g_01773	Prah.g_01565
OG0000530	Syaq.g_01776	Prah.g_01562
OG0000531	Syaq.g_01777	Prah.g_01561
OG0000532	Syaq.g_01780	Prah.g_01558
OG0000533	Syaq.g_01782	Prah.g_01556
OG0000534	Syaq.g_01783	Prah.g_01555
OG0000535	Syaq.g_01784	Prah.g_01554
OG0000536	Syaq.g_01785	Prah.g_01553
OG0000537	Syaq.g_01786	Prah.g_01552
OG0000538	Syaq.g_01798	Prah.g_01541
OG0000539	Syaq.g_01799	Prah.g_01540
OG0000540	Syaq.g_01800	Prah.g_01539
OG0000541	Syaq.g_01801	Prah.g_01538
OG0000542	Syaq.g_01804	Prah.g_01535
OG0000543	Syaq.g_01806	Prah.g_01533
OG0000544	Syaq.g_01807	Prah.g_01532
OG0000545	Syaq.g_01809	Prah.g_01530
OG0000546	Syaq.g_01811	Prah.g_01528
OG0000547	Syaq.g_01813	Prah.g_01526
OG0000548	Syaq.g_01814	Prah.g_01525
OG0000549	Syaq.g_01819	Prah.g_01519
OG0000550	Syaq.g_01824	Prah.g_01514
OG0000551	Syaq.g_01829	Prah.g_01510
OG0000552	Syaq.g_01830	Prah.g_01509
OG0000553	Syaq.g_01834	Prah.g_01505
OG0000554	Syaq.g_01839	Prah.g_01500
OG0000555	Syaq.g_01857	Prah.g_01480
OG0000556	Syaq.g_01925	Prah.g_01474
OG0000557	Syaq.g_01927	Prah.g_01473
OG0000558	Syaq.g_01929	Prah.g_01470
OG0000559	Syaq.g_01933	Prah.g_01466
OG0000560	Syaq.g_01936	Prah.g_01463
OG0000561	Syaq.g_01937	Prah.g_01462
OG0000562	Syaq.g_01938	Prah.g_01461
OG0000563	Syaq.g_01939	Prah.g_01460
OG0000564	Syaq.g_01940	Prah.g_01459
OG0000565	Syaq.g_01943	Prah.g_01457
