Orthogroup	Syaq	Prad
OG0000097	Syaq.g_00167	Prad.g_01454
OG0000098	Syaq.g_02221, Syaq.g_01849	Prad.g_00612
OG0000099	Syaq.g_00882	Prad.g_00566
OG0000100	Syaq.g_02371	Prad.g_00440
OG0000101	Syaq.g_00607	Prad.g_00807
OG0000102	Syaq.g_01033	Prad.g_01626
OG0000103	Syaq.g_01170	Prad.g_01548
OG0000104	Syaq.g_01154	Prad.g_01540
OG0000105	Syaq.g_00754	Prad.g_01717
OG0000106	Syaq.g_01863	Prad.g_00739
OG0000107	Syaq.g_00694	Prad.g_00724
OG0000108	Syaq.g_01772	Prad.g_00027
OG0000109	Syaq.g_01788	Prad.g_00013
OG0000110	Syaq.g_01962	Prad.g_01364
OG0000111	Syaq.g_02606	Prad.g_01273
OG0000112	Syaq.g_02476	Prad.g_01109
OG0000114	Syaq.g_02269	Prad.g_00245
OG0000115	Syaq.g_00395	Prad.g_00641
OG0000116	Syaq.g_00263	Prad.g_01506
OG0000117	Syaq.g_00203	Prad.g_01214
OG0000118	Syaq.g_00325, Syaq.g_00316	Prad.g_00616
OG0000120	Syaq.g_00883	Prad.g_00564
OG0000121	Syaq.g_00375	Prad.g_00513
OG0000122	Syaq.g_02118	Prad.g_00474
OG0000123	Syaq.g_00599	Prad.g_00800
OG0000124	Syaq.g_01055	Prad.g_01616
OG0000125	Syaq.g_01256	Prad.g_01580
OG0000126	Syaq.g_01156	Prad.g_01541
OG0000128	Syaq.g_01138	Prad.g_01975
OG0000129	Syaq.g_01269	Prad.g_01943
OG0000130	Syaq.g_01559	Prad.g_01924
OG0000131	Syaq.g_01427, Syaq.g_01424	Prad.g_01846
OG0000132	Syaq.g_01036, Syaq.g_01404	Prad.g_01827
OG0000133	Syaq.g_02481	Prad.g_01669
OG0000134	Syaq.g_00526	Prad.g_00754
OG0000135	Syaq.g_01227	Prad.g_00727
OG0000136	Syaq.g_00496	Prad.g_00066
OG0000137	Syaq.g_00442	Prad.g_00032
OG0000138	Syaq.g_01789	Prad.g_00012
OG0000139	Syaq.g_01844	Prad.g_00092
OG0000140	Syaq.g_01848	Prad.g_00091
OG0000141	Syaq.g_02010	Prad.g_01396
OG0000142	Syaq.g_02082	Prad.g_01424
OG0000143	Syaq.g_02086	Prad.g_01428
OG0000144	Syaq.g_02152	Prad.g_01226
OG0000145	Syaq.g_01796	Prad.g_01107
OG0000146	Syaq.g_02475	Prad.g_01110
OG0000147	Syaq.g_02474	Prad.g_01111
OG0000148	Syaq.g_02359	Prad.g_01162
OG0000149	Syaq.g_02395	Prad.g_00301
OG0000150	Syaq.g_02011	Prad.g_00293
OG0000151	Syaq.g_02283	Prad.g_00235
OG0000152	Syaq.g_02485	Prad.g_00186
OG0000153	Syaq.g_02518	Prad.g_00167
OG0000154	Syaq.g_00066	Prad.g_00139
OG0000155	Syaq.g_00212	Prad.g_01476
OG0000156	Syaq.g_00281	Prad.g_00359
OG0000157	Syaq.g_00282	Prad.g_00360
OG0000158	Syaq.g_01003	Prad.g_00567
OG0000159	Syaq.g_00918, Syaq.g_00941	Prad.g_00563
OG0000160	Syaq.g_00374	Prad.g_00514
OG0000161	Syaq.g_00382	Prad.g_00508
OG0000162	Syaq.g_00389	Prad.g_00502
OG0000163	Syaq.g_02373, Syaq.g_01730	Prad.g_00467
OG0000164	Syaq.g_01642	Prad.g_00917
OG0000165	Syaq.g_01630	Prad.g_00910
OG0000166	Syaq.g_00647	Prad.g_00843
OG0000167	Syaq.g_00983	Prad.g_00777
OG0000168	Syaq.g_01004	Prad.g_00767
OG0000169	Syaq.g_01016	Prad.g_01637
OG0000170	Syaq.g_01023	Prad.g_01635
OG0000171	Syaq.g_01052	Prad.g_01617
OG0000172	Syaq.g_01074	Prad.g_01609
OG0000173	Syaq.g_01092	Prad.g_01594
OG0000174	Syaq.g_01224	Prad.g_01566
OG0000175	Syaq.g_01183	Prad.g_01556
OG0000176	Syaq.g_01146	Prad.g_01532
OG0000177	Syaq.g_01145	Prad.g_01531
OG0000178	Syaq.g_01144	Prad.g_01530
OG0000179	Syaq.g_01129	Prad.g_01970
OG0000180	Syaq.g_01128	Prad.g_01969
OG0000181	Syaq.g_01127	Prad.g_01968
OG0000182	Syaq.g_01126	Prad.g_01967
OG0000183	Syaq.g_01122	Prad.g_01963
OG0000184	Syaq.g_01277	Prad.g_01940
OG0000185	Syaq.g_01290	Prad.g_01937
OG0000186	Syaq.g_01563	Prad.g_01929
OG0000187	Syaq.g_01561	Prad.g_01928
OG0000188	Syaq.g_01539	Prad.g_01911
OG0000189	Syaq.g_01499, Syaq.g_00122	Prad.g_01897
OG0000190	Syaq.g_01497	Prad.g_01896
OG0000191	Syaq.g_01467	Prad.g_01876
OG0000192	Syaq.g_01462	Prad.g_01872
OG0000193	Syaq.g_01423	Prad.g_01845
OG0000194	Syaq.g_01420	Prad.g_01842
OG0000195	Syaq.g_01418	Prad.g_01840
OG0000196	Syaq.g_01407	Prad.g_01830
OG0000197	Syaq.g_01406	Prad.g_01829
OG0000198	Syaq.g_01405	Prad.g_01828
OG0000199	Syaq.g_01398	Prad.g_01821
OG0000200	Syaq.g_01382	Prad.g_01807
OG0000201	Syaq.g_01365	Prad.g_01799
OG0000202	Syaq.g_01364	Prad.g_01798
OG0000203	Syaq.g_01363	Prad.g_01797
OG0000204	Syaq.g_01362	Prad.g_01796
OG0000205	Syaq.g_01355	Prad.g_01789
OG0000206	Syaq.g_01345	Prad.g_01784
OG0000207	Syaq.g_01338	Prad.g_01782
OG0000208	Syaq.g_01337	Prad.g_01781
OG0000209	Syaq.g_01310	Prad.g_01772
OG0000210	Syaq.g_01309	Prad.g_01771
OG0000211	Syaq.g_01570	Prad.g_01758
OG0000212	Syaq.g_01586	Prad.g_01751
OG0000213	Syaq.g_00729	Prad.g_01734
OG0000214	Syaq.g_00745	Prad.g_01724
OG0000215	Syaq.g_00777	Prad.g_01699
OG0000216	Syaq.g_00781	Prad.g_01697
OG0000217	Syaq.g_00844	Prad.g_01694
OG0000218	Syaq.g_00846	Prad.g_01692
OG0000219	Syaq.g_00847	Prad.g_01691
OG0000220	Syaq.g_00848	Prad.g_01690
OG0000221	Syaq.g_00856	Prad.g_01689
OG0000222	Syaq.g_00868	Prad.g_01681
OG0000223	Syaq.g_00946	Prad.g_01668
OG0000224	Syaq.g_00950	Prad.g_01666
OG0000225	Syaq.g_00543	Prad.g_01645
OG0000226	Syaq.g_00536	Prad.g_00761
OG0000227	Syaq.g_00534	Prad.g_00759
OG0000228	Syaq.g_00531	Prad.g_00756
OG0000229	Syaq.g_00501	Prad.g_00666
OG0000230	Syaq.g_00499	Prad.g_00069
OG0000231	Syaq.g_00485	Prad.g_00058
OG0000232	Syaq.g_00472	Prad.g_00049
OG0000233	Syaq.g_00464	Prad.g_00043
OG0000234	Syaq.g_00440	Prad.g_00031
OG0000235	Syaq.g_01771	Prad.g_00028
OG0000236	Syaq.g_01787	Prad.g_00014
OG0000237	Syaq.g_01805	Prad.g_00123
OG0000238	Syaq.g_01810	Prad.g_00117
OG0000239	Syaq.g_01826	Prad.g_00104
OG0000240	Syaq.g_01827	Prad.g_00103
OG0000241	Syaq.g_02074	Prad.g_00099
OG0000242	Syaq.g_01836	Prad.g_00097
OG0000243	Syaq.g_01922	Prad.g_01333
OG0000244	Syaq.g_01928	Prad.g_01336
OG0000245	Syaq.g_01930	Prad.g_01338
OG0000246	Syaq.g_01934	Prad.g_01342
OG0000247	Syaq.g_01945	Prad.g_01352
OG0000248	Syaq.g_01948	Prad.g_01354
OG0000249	Syaq.g_01950	Prad.g_01356
OG0000250	Syaq.g_01958	Prad.g_01361
OG0000251	Syaq.g_01984	Prad.g_01380
OG0000252	Syaq.g_01987	Prad.g_01383
OG0000253	Syaq.g_01989	Prad.g_01384
OG0000254	Syaq.g_02016	Prad.g_01400
OG0000255	Syaq.g_02041	Prad.g_01406
OG0000256	Syaq.g_02068	Prad.g_01416
OG0000257	Syaq.g_02073	Prad.g_01419
OG0000258	Syaq.g_02095	Prad.g_01432
OG0000259	Syaq.g_02239	Prad.g_01234
OG0000260	Syaq.g_02242	Prad.g_01237
OG0000261	Syaq.g_02245	Prad.g_01239
OG0000262	Syaq.g_02250	Prad.g_01243
OG0000263	Syaq.g_00185	Prad.g_01255
OG0000264	Syaq.g_02582	Prad.g_01265
OG0000266	Syaq.g_00037	Prad.g_01059
OG0000267	Syaq.g_02430	Prad.g_01070
OG0000268	Syaq.g_02431	Prad.g_01071
OG0000269	Syaq.g_02335	Prad.g_01141
OG0000270	Syaq.g_02338	Prad.g_01144
OG0000271	Syaq.g_02346	Prad.g_01152
OG0000272	Syaq.g_02347	Prad.g_01153
OG0000273	Syaq.g_02376	Prad.g_01176
OG0000274	Syaq.g_02377	Prad.g_01177
OG0000275	Syaq.g_02380	Prad.g_01180
OG0000276	Syaq.g_02387	Prad.g_01185
OG0000277	Syaq.g_02388	Prad.g_00308
OG0000278	Syaq.g_02391	Prad.g_00305
OG0000279	Syaq.g_02401	Prad.g_00298
OG0000280	Syaq.g_02410	Prad.g_00297
OG0000281	Syaq.g_02224	Prad.g_00292
OG0000282	Syaq.g_02271	Prad.g_00243
OG0000283	Syaq.g_02445	Prad.g_00209
OG0000284	Syaq.g_02450	Prad.g_00204
OG0000285	Syaq.g_02466	Prad.g_00199
OG0000286	Syaq.g_02484	Prad.g_00187
OG0000287	Syaq.g_02511	Prad.g_00170
OG0000288	Syaq.g_00067	Prad.g_00140
OG0000289	Syaq.g_00053	Prad.g_01035
OG0000290	Syaq.g_02682	Prad.g_01021
OG0000291	Syaq.g_02680	Prad.g_01019
OG0000292	Syaq.g_01157	Prad.g_00972
OG0000293	Syaq.g_00262	Prad.g_01505
OG0000294	Syaq.g_00261	Prad.g_01504
OG0000295	Syaq.g_00220	Prad.g_01484
OG0000296	Syaq.g_00218	Prad.g_01482
OG0000297	Syaq.g_00205	Prad.g_01474
OG0000298	Syaq.g_00204	Prad.g_01473
OG0000299	Syaq.g_00171	Prad.g_01455
OG0000300	Syaq.g_00164	Prad.g_01452
OG0000301	Syaq.g_00163	Prad.g_01451
OG0000302	Syaq.g_00162	Prad.g_01449
OG0000303	Syaq.g_00152	Prad.g_01442
OG0000304	Syaq.g_00146	Prad.g_01438
OG0000305	Syaq.g_02677	Prad.g_00602
OG0000306	Syaq.g_01861	Prad.g_00599
OG0000307	Syaq.g_01754	Prad.g_00585
OG0000308	Syaq.g_01752	Prad.g_00584
OG0000309	Syaq.g_01747	Prad.g_00580
OG0000310	Syaq.g_00347	Prad.g_00530
OG0000311	Syaq.g_00352	Prad.g_00528
OG0000312	Syaq.g_00359	Prad.g_00525
OG0000313	Syaq.g_00379	Prad.g_00511
OG0000314	Syaq.g_00408	Prad.g_00487
OG0000315	Syaq.g_00418	Prad.g_00477
OG0000316	Syaq.g_01716	Prad.g_00457
OG0000317	Syaq.g_01675	Prad.g_00943
OG0000318	Syaq.g_01672	Prad.g_00940
OG0000319	Syaq.g_01657	Prad.g_00927
OG0000320	Syaq.g_01655	Prad.g_00925
OG0000321	Syaq.g_01654	Prad.g_00924
OG0000322	Syaq.g_01653	Prad.g_00923
OG0000323	Syaq.g_01638	Prad.g_00914
OG0000324	Syaq.g_01605	Prad.g_00887
OG0000325	Syaq.g_00693	Prad.g_00878
OG0000326	Syaq.g_00686	Prad.g_00872
OG0000327	Syaq.g_00652	Prad.g_00848
OG0000328	Syaq.g_00651	Prad.g_00847
OG0000329	Syaq.g_00633	Prad.g_00830
OG0000330	Syaq.g_00632	Prad.g_00829
OG0000331	Syaq.g_00631	Prad.g_00828
OG0000332	Syaq.g_00616	Prad.g_00814
OG0000333	Syaq.g_00613	Prad.g_00812
OG0000334	Syaq.g_00603	Prad.g_00804
OG0000335	Syaq.g_00598	Prad.g_00799
OG0000336	Syaq.g_00594	Prad.g_00795
OG0000337	Syaq.g_00975	Prad.g_00779
OG0000338	Syaq.g_00981	Prad.g_00778
OG0000339	Syaq.g_00988	Prad.g_00774
OG0000340	Syaq.g_01005	Prad.g_00766
OG0000340	Syaq.g_01005	Prad.g_01294
OG0000341	Syaq.g_01007	Prad.g_00764
OG0000342	Syaq.g_01008	Prad.g_00763
OG0000343	Syaq.g_01010	Prad.g_00762
OG0000344	Syaq.g_01014	Prad.g_01639
OG0000345	Syaq.g_01024	Prad.g_01634
OG0000346	Syaq.g_01029	Prad.g_01630
OG0000347	Syaq.g_01057	Prad.g_01615
OG0000348	Syaq.g_01070	Prad.g_01606
OG0000349	Syaq.g_01099	Prad.g_01589
OG0000350	Syaq.g_00679	Prad.g_01570
OG0000351	Syaq.g_01179	Prad.g_01553
OG0000352	Syaq.g_01178	Prad.g_01552
OG0000353	Syaq.g_01151	Prad.g_01537
OG0000354	Syaq.g_01816, Syaq.g_01131	Prad.g_01041
OG0000355	Syaq.g_01149	Prad.g_01535
OG0000356	Syaq.g_01148	Prad.g_01534
OG0000357	Syaq.g_01147	Prad.g_01533
OG0000358	Syaq.g_01143	Prad.g_01529
OG0000359	Syaq.g_01141	Prad.g_01528
OG0000360	Syaq.g_01140	Prad.g_01527
OG0000361	Syaq.g_01139	Prad.g_01976
OG0000362	Syaq.g_01137	Prad.g_01974
OG0000363	Syaq.g_01135	Prad.g_01972
OG0000364	Syaq.g_01134	Prad.g_01971
OG0000365	Syaq.g_01125	Prad.g_01966
OG0000366	Syaq.g_01124	Prad.g_01965
OG0000367	Syaq.g_01123	Prad.g_01964
OG0000368	Syaq.g_01121	Prad.g_01962
OG0000369	Syaq.g_01120	Prad.g_01961
OG0000370	Syaq.g_01119	Prad.g_01960
OG0000371	Syaq.g_01111	Prad.g_01954
OG0000372	Syaq.g_01106	Prad.g_01951
OG0000373	Syaq.g_01105	Prad.g_01950
OG0000374	Syaq.g_01104	Prad.g_01949
OG0000375	Syaq.g_01103	Prad.g_01947
OG0000376	Syaq.g_01101	Prad.g_01945
OG0000377	Syaq.g_01270	Prad.g_01941
OG0000378	Syaq.g_01286	Prad.g_01939
OG0000379	Syaq.g_01291	Prad.g_01936
OG0000380	Syaq.g_01560	Prad.g_01927
OG0000381	Syaq.g_01558	Prad.g_01923
OG0000382	Syaq.g_01540	Prad.g_01912
OG0000383	Syaq.g_01535	Prad.g_01910
OG0000384	Syaq.g_01534	Prad.g_01909
OG0000385	Syaq.g_01533	Prad.g_01908
OG0000386	Syaq.g_01532	Prad.g_01907
OG0000387	Syaq.g_01495	Prad.g_01894
OG0000388	Syaq.g_01491	Prad.g_01891
OG0000389	Syaq.g_01488	Prad.g_01887
OG0000390	Syaq.g_01473	Prad.g_01880, Prad.g_00011
OG0000391	Syaq.g_01468	Prad.g_01877
OG0000392	Syaq.g_01463	Prad.g_01873
OG0000393	Syaq.g_01460	Prad.g_01871
OG0000394	Syaq.g_01459	Prad.g_01870
OG0000395	Syaq.g_01458	Prad.g_01869
OG0000396	Syaq.g_01455	Prad.g_01866
OG0000397	Syaq.g_01453	Prad.g_01864
OG0000398	Syaq.g_01448	Prad.g_01862
OG0000399	Syaq.g_01447	Prad.g_01861
OG0000400	Syaq.g_01446	Prad.g_01860
OG0000401	Syaq.g_01445	Prad.g_01859
OG0000402	Syaq.g_01443	Prad.g_01857
OG0000403	Syaq.g_01442	Prad.g_01856
OG0000404	Syaq.g_01440	Prad.g_01855
OG0000405	Syaq.g_01429	Prad.g_01851
OG0000406	Syaq.g_01422	Prad.g_01844
OG0000407	Syaq.g_01421	Prad.g_01843
OG0000408	Syaq.g_01419	Prad.g_01841
OG0000409	Syaq.g_01417	Prad.g_01839
OG0000410	Syaq.g_01416	Prad.g_01838
OG0000411	Syaq.g_01415	Prad.g_01837
OG0000412	Syaq.g_01414	Prad.g_01836
OG0000413	Syaq.g_01412	Prad.g_01835
OG0000414	Syaq.g_01411	Prad.g_01834
OG0000415	Syaq.g_01410	Prad.g_01833
OG0000416	Syaq.g_01409	Prad.g_01832
OG0000417	Syaq.g_01408	Prad.g_01831
OG0000418	Syaq.g_01403	Prad.g_01826
OG0000419	Syaq.g_01401	Prad.g_01824
OG0000420	Syaq.g_01400	Prad.g_01823
OG0000421	Syaq.g_01395	Prad.g_01818
OG0000422	Syaq.g_01394	Prad.g_01817
OG0000423	Syaq.g_01393	Prad.g_01816
OG0000424	Syaq.g_01392	Prad.g_01815
OG0000425	Syaq.g_01391	Prad.g_01814
OG0000426	Syaq.g_01390	Prad.g_01813
OG0000427	Syaq.g_01389	Prad.g_01812
OG0000428	Syaq.g_01386	Prad.g_01810
OG0000429	Syaq.g_01384	Prad.g_01809
OG0000430	Syaq.g_01383	Prad.g_01808
OG0000431	Syaq.g_01380	Prad.g_01806
OG0000432	Syaq.g_01374	Prad.g_01803
OG0000433	Syaq.g_01369	Prad.g_01802
OG0000434	Syaq.g_01368	Prad.g_01801
OG0000435	Syaq.g_01367	Prad.g_01800
OG0000436	Syaq.g_01361	Prad.g_01795
OG0000437	Syaq.g_01360	Prad.g_01794
OG0000438	Syaq.g_01359	Prad.g_01793
OG0000439	Syaq.g_01357	Prad.g_01791
OG0000440	Syaq.g_01356	Prad.g_01790
OG0000441	Syaq.g_01352	Prad.g_01787
OG0000442	Syaq.g_01350	Prad.g_01786
OG0000443	Syaq.g_01347	Prad.g_01785
OG0000444	Syaq.g_01333	Prad.g_01780
OG0000445	Syaq.g_01332	Prad.g_01779
OG0000446	Syaq.g_01330	Prad.g_01778
OG0000447	Syaq.g_01328	Prad.g_01777
OG0000448	Syaq.g_01327	Prad.g_01776
OG0000449	Syaq.g_01320	Prad.g_01775
OG0000450	Syaq.g_01313	Prad.g_01774
OG0000451	Syaq.g_01312	Prad.g_01773
OG0000452	Syaq.g_01308	Prad.g_01770
OG0000453	Syaq.g_01307	Prad.g_01769
OG0000454	Syaq.g_01306	Prad.g_01768
OG0000455	Syaq.g_01305	Prad.g_01767
OG0000456	Syaq.g_01304	Prad.g_01766
OG0000457	Syaq.g_01302	Prad.g_01765
OG0000458	Syaq.g_01299	Prad.g_01764
OG0000459	Syaq.g_01298	Prad.g_01763
OG0000460	Syaq.g_01577	Prad.g_01756
OG0000461	Syaq.g_00707	Prad.g_01749
OG0000462	Syaq.g_00710	Prad.g_01747
OG0000463	Syaq.g_00711	Prad.g_01746
OG0000464	Syaq.g_00712	Prad.g_01745
OG0000465	Syaq.g_00714	Prad.g_01744
OG0000466	Syaq.g_00718	Prad.g_01741
OG0000467	Syaq.g_00720	Prad.g_01740
OG0000468	Syaq.g_00725	Prad.g_01738
OG0000469	Syaq.g_00739	Prad.g_01729
OG0000470	Syaq.g_00741	Prad.g_01727
OG0000471	Syaq.g_00742	Prad.g_01726
OG0000472	Syaq.g_00744	Prad.g_01725
OG0000473	Syaq.g_00746	Prad.g_01723
OG0000474	Syaq.g_00747	Prad.g_01722
OG0000475	Syaq.g_00748	Prad.g_01721
OG0000476	Syaq.g_00750	Prad.g_01720
OG0000477	Syaq.g_00756	Prad.g_01716
OG0000478	Syaq.g_00757	Prad.g_01715
OG0000479	Syaq.g_00759	Prad.g_01714
OG0000480	Syaq.g_00766	Prad.g_01709
OG0000481	Syaq.g_00768	Prad.g_01707
OG0000482	Syaq.g_00769	Prad.g_01706
OG0000483	Syaq.g_00773	Prad.g_01703
OG0000484	Syaq.g_00774	Prad.g_01702
OG0000485	Syaq.g_00775	Prad.g_01701
OG0000486	Syaq.g_00776	Prad.g_01700
OG0000487	Syaq.g_00782	Prad.g_01696
OG0000488	Syaq.g_00845	Prad.g_01693
OG0000489	Syaq.g_00857	Prad.g_01688
OG0000490	Syaq.g_00864	Prad.g_01683
OG0000491	Syaq.g_00865	Prad.g_01682
OG0000492	Syaq.g_00869	Prad.g_01680
OG0000493	Syaq.g_00870	Prad.g_01679
OG0000494	Syaq.g_00871	Prad.g_01678
OG0000495	Syaq.g_00872	Prad.g_01677
OG0000496	Syaq.g_00873	Prad.g_01676
OG0000497	Syaq.g_00874	Prad.g_01675
OG0000498	Syaq.g_00875	Prad.g_01674
OG0000499	Syaq.g_00876	Prad.g_01673
OG0000500	Syaq.g_00877	Prad.g_01672
OG0000501	Syaq.g_00880	Prad.g_01670
OG0000502	Syaq.g_00953	Prad.g_01667
OG0000503	Syaq.g_00559	Prad.g_01657
OG0000504	Syaq.g_00557	Prad.g_01656
OG0000505	Syaq.g_00556	Prad.g_01655
OG0000506	Syaq.g_00554	Prad.g_01653
OG0000507	Syaq.g_00548	Prad.g_01650
OG0000508	Syaq.g_00544	Prad.g_01646
OG0000509	Syaq.g_00542	Prad.g_01644
OG0000510	Syaq.g_00538	Prad.g_01643
OG0000511	Syaq.g_00537	Prad.g_01642
OG0000512	Syaq.g_00535	Prad.g_00760
OG0000513	Syaq.g_00525	Prad.g_00753
OG0000514	Syaq.g_00514	Prad.g_00671
OG0000515	Syaq.g_00513	Prad.g_00670
OG0000516	Syaq.g_00509	Prad.g_00669
OG0000517	Syaq.g_00502	Prad.g_00667
OG0000518	Syaq.g_00490	Prad.g_00061
OG0000519	Syaq.g_00489	Prad.g_00060
OG0000520	Syaq.g_00488	Prad.g_00059
OG0000521	Syaq.g_00477	Prad.g_00054
OG0000522	Syaq.g_00475	Prad.g_00052
OG0000523	Syaq.g_00474	Prad.g_00051
OG0000524	Syaq.g_00469	Prad.g_00045
OG0000525	Syaq.g_00450	Prad.g_00042
OG0000526	Syaq.g_00448	Prad.g_00041
OG0000527	Syaq.g_00444	Prad.g_00034
OG0000528	Syaq.g_01768	Prad.g_00029
OG0000529	Syaq.g_01773	Prad.g_00026
OG0000530	Syaq.g_01776	Prad.g_00023
OG0000531	Syaq.g_01777	Prad.g_00022
OG0000532	Syaq.g_01780	Prad.g_00020
OG0000533	Syaq.g_01782	Prad.g_00019
OG0000534	Syaq.g_01783	Prad.g_00018
OG0000535	Syaq.g_01784	Prad.g_00017
OG0000536	Syaq.g_01785	Prad.g_00016
OG0000537	Syaq.g_01786	Prad.g_00015
OG0000538	Syaq.g_01798	Prad.g_00129
OG0000539	Syaq.g_01799	Prad.g_00128
OG0000540	Syaq.g_01800	Prad.g_00127
OG0000541	Syaq.g_01801	Prad.g_00126
OG0000542	Syaq.g_01804	Prad.g_00124
OG0000543	Syaq.g_01806	Prad.g_00122
OG0000544	Syaq.g_01807, Syaq.g_02567	Prad.g_00121
OG0000545	Syaq.g_01809	Prad.g_00119
OG0000546	Syaq.g_01811	Prad.g_00116
OG0000547	Syaq.g_01813	Prad.g_00114
OG0000548	Syaq.g_01814	Prad.g_00113
OG0000549	Syaq.g_01819	Prad.g_00111
OG0000550	Syaq.g_01824	Prad.g_00106
OG0000551	Syaq.g_01829	Prad.g_00102
OG0000552	Syaq.g_01830	Prad.g_00101
OG0000553	Syaq.g_01834	Prad.g_00100
OG0000554	Syaq.g_01839	Prad.g_00095
OG0000555	Syaq.g_01857	Prad.g_01332
OG0000556	Syaq.g_01925	Prad.g_01334
OG0000557	Syaq.g_01927	Prad.g_01335
OG0000558	Syaq.g_01929	Prad.g_01337
OG0000559	Syaq.g_01933	Prad.g_01341
OG0000560	Syaq.g_01936	Prad.g_01344
OG0000561	Syaq.g_01937	Prad.g_01345
OG0000562	Syaq.g_01938	Prad.g_01346
OG0000563	Syaq.g_01939	Prad.g_01347
OG0000564	Syaq.g_01940	Prad.g_01348
OG0000565	Syaq.g_01943	Prad.g_01351
OG0000566	Syaq.g_01947	Prad.g_01353
OG0000567	Syaq.g_01951	Prad.g_01357
OG0000568	Syaq.g_01954	Prad.g_01358
OG0000569	Syaq.g_01955	Prad.g_01359
