Orthogroup	Syaq	Syak
OG0000257	Syaq.g_02073	Syak.g_00026
OG0000258	Syaq.g_02095	Syak.g_00044
OG0000259	Syaq.g_02239	Syak.g_00334
OG0000260	Syaq.g_02242	Syak.g_00338
OG0000261	Syaq.g_02245	Syak.g_00348
OG0000262	Syaq.g_02250	Syak.g_00353
OG0000263	Syaq.g_00185	Syak.g_00828
OG0000264	Syaq.g_02582	Syak.g_00698
OG0000266	Syaq.g_00037	Syak.g_00778
OG0000267	Syaq.g_02430	Syak.g_00555
OG0000268	Syaq.g_02431	Syak.g_00554
OG0000269	Syaq.g_02335	Syak.g_00429
OG0000270	Syaq.g_02338	Syak.g_00432
OG0000271	Syaq.g_02346	Syak.g_00440
OG0000272	Syaq.g_02347	Syak.g_00441
OG0000273	Syaq.g_02376	Syak.g_00616
OG0000274	Syaq.g_02377	Syak.g_00615
OG0000275	Syaq.g_02380	Syak.g_00611
OG0000276	Syaq.g_02387	Syak.g_00604
OG0000277	Syaq.g_02388	Syak.g_00603
OG0000278	Syaq.g_02391	Syak.g_00600
OG0000279	Syaq.g_02401	Syak.g_00592
OG0000280	Syaq.g_02410	Syak.g_00582
OG0000281	Syaq.g_02224	Syak.g_00339
OG0000282	Syaq.g_02271	Syak.g_00375
OG0000283	Syaq.g_02445	Syak.g_00541
OG0000284	Syaq.g_02450	Syak.g_00536
OG0000285	Syaq.g_02466	Syak.g_00523
OG0000286	Syaq.g_02484	Syak.g_00504
OG0000287	Syaq.g_02511	Syak.g_00477
OG0000288	Syaq.g_00067	Syak.g_00644
OG0000289	Syaq.g_00053	Syak.g_00659
OG0000290	Syaq.g_02682	Syak.g_00738
OG0000291	Syaq.g_02680	Syak.g_00737
OG0000292	Syaq.g_01157	Syak.g_01802
OG0000293	Syaq.g_00262	Syak.g_00910
OG0000294	Syaq.g_00261	Syak.g_00909
OG0000295	Syaq.g_00220	Syak.g_00863
OG0000296	Syaq.g_00218	Syak.g_00861
OG0000297	Syaq.g_00205	Syak.g_00848
OG0000298	Syaq.g_00204	Syak.g_00847
OG0000299	Syaq.g_00171	Syak.g_00820
OG0000300	Syaq.g_00164	Syak.g_00813
OG0000301	Syaq.g_00163	Syak.g_00812
OG0000302	Syaq.g_00162	Syak.g_00811
OG0000303	Syaq.g_00152	Syak.g_00674
OG0000304	Syaq.g_00146	Syak.g_00680
OG0000305	Syaq.g_02677	Syak.g_00732
OG0000306	Syaq.g_01861	Syak.g_00094
OG0000307	Syaq.g_01754	Syak.g_02556
OG0000308	Syaq.g_01752	Syak.g_02554
OG0000309	Syaq.g_01747	Syak.g_02549
OG0000310	Syaq.g_00347	Syak.g_00994
OG0000311	Syaq.g_00352	Syak.g_00999
OG0000312	Syaq.g_00359	Syak.g_01028
OG0000313	Syaq.g_00379	Syak.g_01046
OG0000314	Syaq.g_00408	Syak.g_01079
OG0000315	Syaq.g_00418	Syak.g_01090
OG0000316	Syaq.g_01716	Syak.g_02462
OG0000317	Syaq.g_01675	Syak.g_02419
OG0000318	Syaq.g_01672	Syak.g_02415
OG0000319	Syaq.g_01657	Syak.g_02399
OG0000320	Syaq.g_01655	Syak.g_02397
OG0000321	Syaq.g_01654	Syak.g_02396
OG0000322	Syaq.g_01653	Syak.g_02395
OG0000323	Syaq.g_01638	Syak.g_02380
OG0000324	Syaq.g_01605	Syak.g_02347
OG0000325	Syaq.g_00693	Syak.g_01391
OG0000326	Syaq.g_00686	Syak.g_01384
OG0000327	Syaq.g_00652	Syak.g_01350
OG0000328	Syaq.g_00651	Syak.g_01349
OG0000329	Syaq.g_00633	Syak.g_01331
OG0000330	Syaq.g_00632	Syak.g_01330
OG0000331	Syaq.g_00631	Syak.g_01329
OG0000332	Syaq.g_00616	Syak.g_01314
OG0000333	Syaq.g_00613	Syak.g_01311
OG0000334	Syaq.g_00603	Syak.g_01302
OG0000335	Syaq.g_00598	Syak.g_01298
OG0000336	Syaq.g_00594	Syak.g_01294
OG0000337	Syaq.g_00975	Syak.g_01555
OG0000338	Syaq.g_00981	Syak.g_01558
OG0000339	Syaq.g_00988	Syak.g_01566
OG0000340	Syaq.g_01005	Syak.g_01626
OG0000341	Syaq.g_01007	Syak.g_01628
OG0000342	Syaq.g_01008	Syak.g_01629
OG0000343	Syaq.g_01010	Syak.g_01631
OG0000344	Syaq.g_01014	Syak.g_01635
OG0000345	Syaq.g_01024	Syak.g_01645
OG0000346	Syaq.g_01029	Syak.g_01651
OG0000347	Syaq.g_01057	Syak.g_01694
OG0000348	Syaq.g_01070	Syak.g_01717
OG0000349	Syaq.g_01099	Syak.g_01740
OG0000350	Syaq.g_00679	Syak.g_01377
OG0000351	Syaq.g_01179	Syak.g_01823
OG0000352	Syaq.g_01178	Syak.g_01822
OG0000353	Syaq.g_01151	Syak.g_01796
OG0000354	Syaq.g_01816	Syak.g_02618
OG0000354	Syaq.g_01131	Syak.g_01775
OG0000355	Syaq.g_01149	Syak.g_01793
OG0000356	Syaq.g_01148	Syak.g_01792
OG0000357	Syaq.g_01147	Syak.g_01791
OG0000358	Syaq.g_01143	Syak.g_01787
OG0000359	Syaq.g_01141	Syak.g_01785
OG0000360	Syaq.g_01140	Syak.g_01784
OG0000361	Syaq.g_01139	Syak.g_01783
OG0000362	Syaq.g_01137	Syak.g_01781
OG0000363	Syaq.g_01135	Syak.g_01779
OG0000364	Syaq.g_01134	Syak.g_01778
OG0000365	Syaq.g_01125	Syak.g_01769
OG0000366	Syaq.g_01124	Syak.g_01768
OG0000367	Syaq.g_01123	Syak.g_01767
OG0000368	Syaq.g_01121	Syak.g_01765
OG0000369	Syaq.g_01120	Syak.g_01764
OG0000370	Syaq.g_01119	Syak.g_01763
OG0000371	Syaq.g_01111	Syak.g_01753
OG0000372	Syaq.g_01106	Syak.g_01748
OG0000373	Syaq.g_01105	Syak.g_01747
OG0000374	Syaq.g_01104	Syak.g_01746
OG0000375	Syaq.g_01103	Syak.g_01744
OG0000376	Syaq.g_01101	Syak.g_01742
OG0000377	Syaq.g_01270	Syak.g_01948
OG0000378	Syaq.g_01286	Syak.g_01968
OG0000379	Syaq.g_01291	Syak.g_01972
OG0000380	Syaq.g_01560	Syak.g_02256
OG0000381	Syaq.g_01558	Syak.g_02254
OG0000382	Syaq.g_01540	Syak.g_02236
OG0000383	Syaq.g_01535	Syak.g_02229
OG0000384	Syaq.g_01534	Syak.g_02228
OG0000385	Syaq.g_01533	Syak.g_02227
OG0000386	Syaq.g_01532	Syak.g_02226
OG0000387	Syaq.g_01495	Syak.g_02200
OG0000388	Syaq.g_01491	Syak.g_02196
OG0000389	Syaq.g_01488	Syak.g_02193
OG0000390	Syaq.g_01473	Syak.g_02177
OG0000391	Syaq.g_01468	Syak.g_02172
OG0000392	Syaq.g_01463	Syak.g_02166
OG0000393	Syaq.g_01460	Syak.g_02163
OG0000394	Syaq.g_01459	Syak.g_02162
OG0000395	Syaq.g_01458	Syak.g_02161
OG0000396	Syaq.g_01455	Syak.g_02158
OG0000397	Syaq.g_01453	Syak.g_02156
OG0000398	Syaq.g_01448	Syak.g_02151
OG0000399	Syaq.g_01447	Syak.g_02150
OG0000400	Syaq.g_01446	Syak.g_02149
OG0000401	Syaq.g_01445	Syak.g_02148
OG0000402	Syaq.g_01443	Syak.g_02146
OG0000403	Syaq.g_01442	Syak.g_02145
OG0000404	Syaq.g_01440	Syak.g_02143
OG0000405	Syaq.g_01429	Syak.g_02131
OG0000406	Syaq.g_01422	Syak.g_02126
OG0000407	Syaq.g_01421	Syak.g_02125
OG0000408	Syaq.g_01419	Syak.g_02123
OG0000409	Syaq.g_01417	Syak.g_02121
OG0000410	Syaq.g_01416	Syak.g_02120
OG0000411	Syaq.g_01415	Syak.g_02119
OG0000412	Syaq.g_01414	Syak.g_02118
OG0000413	Syaq.g_01412	Syak.g_02116
OG0000415	Syaq.g_01410	Syak.g_02114
OG0000416	Syaq.g_01409	Syak.g_02113
OG0000417	Syaq.g_01408	Syak.g_02112
OG0000418	Syaq.g_01403	Syak.g_02107
OG0000419	Syaq.g_01401	Syak.g_02105
OG0000420	Syaq.g_01400	Syak.g_02103
OG0000421	Syaq.g_01395	Syak.g_02097
OG0000422	Syaq.g_01394	Syak.g_02096
OG0000423	Syaq.g_01393	Syak.g_02095
OG0000424	Syaq.g_01392	Syak.g_02094
OG0000425	Syaq.g_01391	Syak.g_02093
OG0000426	Syaq.g_01390	Syak.g_02092
OG0000427	Syaq.g_01389	Syak.g_02091
OG0000428	Syaq.g_01386	Syak.g_02088
OG0000429	Syaq.g_01384	Syak.g_02086
OG0000430	Syaq.g_01383	Syak.g_02084
OG0000431	Syaq.g_01380	Syak.g_02081
OG0000432	Syaq.g_01374	Syak.g_02075
OG0000433	Syaq.g_01369	Syak.g_02073
OG0000434	Syaq.g_01368	Syak.g_02072
OG0000435	Syaq.g_01367	Syak.g_02071
OG0000436	Syaq.g_01361	Syak.g_02064
OG0000437	Syaq.g_01360	Syak.g_02063
OG0000438	Syaq.g_01359	Syak.g_02062
OG0000439	Syaq.g_01357	Syak.g_02060
OG0000440	Syaq.g_01356	Syak.g_02059
OG0000441	Syaq.g_01352	Syak.g_02053
OG0000442	Syaq.g_01350	Syak.g_02043
OG0000443	Syaq.g_01347	Syak.g_02041
OG0000444	Syaq.g_01333	Syak.g_02022
OG0000445	Syaq.g_01332	Syak.g_02015
OG0000446	Syaq.g_01330	Syak.g_02013
OG0000447	Syaq.g_01328	Syak.g_02006
OG0000448	Syaq.g_01327	Syak.g_02005
OG0000449	Syaq.g_01320	Syak.g_02004
OG0000450	Syaq.g_01313	Syak.g_01998
OG0000451	Syaq.g_01312	Syak.g_01997
OG0000452	Syaq.g_01308	Syak.g_01993
OG0000453	Syaq.g_01307	Syak.g_01992
OG0000454	Syaq.g_01306	Syak.g_01991
OG0000455	Syaq.g_01305	Syak.g_01990
OG0000456	Syaq.g_01304	Syak.g_01989
OG0000457	Syaq.g_01302	Syak.g_01987
OG0000458	Syaq.g_01299	Syak.g_01986
OG0000459	Syaq.g_01298	Syak.g_01985
OG0000460	Syaq.g_01577	Syak.g_02303
OG0000461	Syaq.g_00707	Syak.g_01402
OG0000462	Syaq.g_00710	Syak.g_01405
OG0000463	Syaq.g_00711	Syak.g_01406
OG0000464	Syaq.g_00712	Syak.g_01407
OG0000465	Syaq.g_00714	Syak.g_01409
OG0000466	Syaq.g_00718	Syak.g_01414
OG0000467	Syaq.g_00720	Syak.g_01416
OG0000468	Syaq.g_00725	Syak.g_01421
OG0000469	Syaq.g_00739	Syak.g_01436
OG0000470	Syaq.g_00741	Syak.g_01438
OG0000471	Syaq.g_00742	Syak.g_01439
OG0000472	Syaq.g_00744	Syak.g_01441
OG0000473	Syaq.g_00746	Syak.g_01443
OG0000474	Syaq.g_00747	Syak.g_01444
OG0000475	Syaq.g_00748	Syak.g_01445
OG0000476	Syaq.g_00750	Syak.g_01447
OG0000477	Syaq.g_00756	Syak.g_01453
OG0000478	Syaq.g_00757	Syak.g_01454
OG0000479	Syaq.g_00759	Syak.g_01455
OG0000480	Syaq.g_00766	Syak.g_01462
OG0000481	Syaq.g_00768	Syak.g_01464
OG0000482	Syaq.g_00769	Syak.g_01465
OG0000483	Syaq.g_00773	Syak.g_01469
OG0000484	Syaq.g_00774	Syak.g_01470
OG0000485	Syaq.g_00775	Syak.g_01472
OG0000486	Syaq.g_00776	Syak.g_01473
OG0000487	Syaq.g_00782	Syak.g_01479
OG0000488	Syaq.g_00845	Syak.g_01483
OG0000489	Syaq.g_00857	Syak.g_01499
OG0000490	Syaq.g_00864	Syak.g_01507
OG0000491	Syaq.g_00865	Syak.g_01511
OG0000492	Syaq.g_00869	Syak.g_01513
OG0000493	Syaq.g_00870	Syak.g_01514
OG0000494	Syaq.g_00871	Syak.g_01515
OG0000495	Syaq.g_00872	Syak.g_01516
OG0000496	Syaq.g_00873	Syak.g_01517
OG0000497	Syaq.g_00874	Syak.g_01518
OG0000498	Syaq.g_00875	Syak.g_01519
OG0000499	Syaq.g_00876	Syak.g_01520
OG0000500	Syaq.g_00877	Syak.g_01521
OG0000501	Syaq.g_00880	Syak.g_01524
OG0000502	Syaq.g_00953	Syak.g_01538
OG0000503	Syaq.g_00559	Syak.g_01246
OG0000504	Syaq.g_00557	Syak.g_01244
OG0000505	Syaq.g_00556	Syak.g_01243
OG0000506	Syaq.g_00554	Syak.g_01241
OG0000507	Syaq.g_00548	Syak.g_01235
OG0000508	Syaq.g_00544	Syak.g_01231
OG0000509	Syaq.g_00542	Syak.g_01229
OG0000510	Syaq.g_00538	Syak.g_01228
OG0000511	Syaq.g_00537	Syak.g_01227
OG0000512	Syaq.g_00535	Syak.g_01225
OG0000513	Syaq.g_00525	Syak.g_01211
OG0000514	Syaq.g_00514	Syak.g_01204
OG0000515	Syaq.g_00513	Syak.g_01203
OG0000516	Syaq.g_00509	Syak.g_01199
OG0000517	Syaq.g_00502	Syak.g_01192
OG0000518	Syaq.g_00490	Syak.g_01180
OG0000519	Syaq.g_00489	Syak.g_01179
OG0000520	Syaq.g_00488	Syak.g_01178
OG0000521	Syaq.g_00477	Syak.g_01167
OG0000522	Syaq.g_00475	Syak.g_01163
OG0000523	Syaq.g_00474	Syak.g_01162
OG0000524	Syaq.g_00469	Syak.g_01149
OG0000525	Syaq.g_00450	Syak.g_01130
OG0000526	Syaq.g_00448	Syak.g_01127
OG0000527	Syaq.g_00444	Syak.g_01120
OG0000528	Syaq.g_01768	Syak.g_02570
OG0000529	Syaq.g_01773	Syak.g_02575
OG0000530	Syaq.g_01776	Syak.g_02578
OG0000531	Syaq.g_01777	Syak.g_02579
OG0000532	Syaq.g_01780	Syak.g_02582
OG0000533	Syaq.g_01782	Syak.g_02584
OG0000534	Syaq.g_01783	Syak.g_02585
OG0000535	Syaq.g_01784	Syak.g_02586
OG0000536	Syaq.g_01785	Syak.g_02587
OG0000537	Syaq.g_01786	Syak.g_02588
OG0000538	Syaq.g_01798	Syak.g_02600
OG0000539	Syaq.g_01799	Syak.g_02601
OG0000540	Syaq.g_01800	Syak.g_02602
OG0000541	Syaq.g_01801	Syak.g_02603
OG0000542	Syaq.g_01804	Syak.g_02606
OG0000543	Syaq.g_01806	Syak.g_02608
OG0000544	Syaq.g_01807	Syak.g_02609
OG0000545	Syaq.g_01809	Syak.g_02611
OG0000546	Syaq.g_01811	Syak.g_02613
OG0000547	Syaq.g_01813	Syak.g_02615
OG0000548	Syaq.g_01814	Syak.g_02616
OG0000549	Syaq.g_01819	Syak.g_02622
OG0000550	Syaq.g_01824	Syak.g_02626
OG0000551	Syaq.g_01829	Syak.g_02631
OG0000552	Syaq.g_01830	Syak.g_02632
OG0000553	Syaq.g_01834	Syak.g_02636
OG0000554	Syaq.g_01839	Syak.g_02641
OG0000555	Syaq.g_01857	Syak.g_02657
OG0000556	Syaq.g_01925	Syak.g_02661
