Orthogroup	Prbg	Pran
OG0000152	Prbg.g_00857	Pran.g_00407
OG0000153	Prbg.g_00856	Pran.g_00406
OG0000154	Prbg.g_00855	Pran.g_00405
OG0000155	Prbg.g_00854	Pran.g_00404
OG0000156	Prbg.g_00853	Pran.g_00403
OG0000157	Prbg.g_00852	Pran.g_00402
OG0000158	Prbg.g_00850	Pran.g_00400
OG0000159	Prbg.g_00849	Pran.g_00399
OG0000160	Prbg.g_00848	Pran.g_00398
OG0000161	Prbg.g_00847	Pran.g_00397
OG0000162	Prbg.g_00846	Pran.g_00396
OG0000163	Prbg.g_00844	Pran.g_00395
OG0000164	Prbg.g_00841	Pran.g_00392
OG0000165	Prbg.g_00838	Pran.g_00389
OG0000166	Prbg.g_00837	Pran.g_00388
OG0000167	Prbg.g_00836	Pran.g_00387
OG0000168	Prbg.g_00834	Pran.g_00385
OG0000169	Prbg.g_00832	Pran.g_00383
OG0000170	Prbg.g_00830	Pran.g_00382
OG0000171	Prbg.g_00829	Pran.g_00381
OG0000172	Prbg.g_00828	Pran.g_00380
OG0000173	Prbg.g_00825	Pran.g_00379
OG0000174	Prbg.g_00824	Pran.g_00378
OG0000175	Prbg.g_00823	Pran.g_00377
OG0000176	Prbg.g_00821	Pran.g_00375
OG0000177	Prbg.g_00820	Pran.g_00374
OG0000178	Prbg.g_00818	Pran.g_00373
OG0000179	Prbg.g_00806	Pran.g_00368
OG0000180	Prbg.g_00805	Pran.g_00367
OG0000181	Prbg.g_00804	Pran.g_00366
OG0000182	Prbg.g_00800	Pran.g_00363
OG0000183	Prbg.g_00799	Pran.g_00362
OG0000184	Prbg.g_00796	Pran.g_00359
OG0000185	Prbg.g_00792	Pran.g_00355
OG0000186	Prbg.g_00791	Pran.g_00354
OG0000187	Prbg.g_00017	Pran.g_00353
OG0000188	Prbg.g_00790	Pran.g_00352
OG0000189	Prbg.g_00789	Pran.g_00351
OG0000190	Prbg.g_00788	Pran.g_00350
OG0000191	Prbg.g_00787	Pran.g_00349
OG0000192	Prbg.g_00786	Pran.g_00348
OG0000193	Prbg.g_00785	Pran.g_00347
OG0000194	Prbg.g_00784	Pran.g_00346
OG0000195	Prbg.g_00782	Pran.g_00344
OG0000196	Prbg.g_00781	Pran.g_00343
OG0000197	Prbg.g_00780	Pran.g_00342
OG0000198	Prbg.g_00861	Pran.g_00341
OG0000199	Prbg.g_00864	Pran.g_00339
OG0000200	Prbg.g_00865	Pran.g_00338
OG0000201	Prbg.g_00866	Pran.g_00337
OG0000202	Prbg.g_00868	Pran.g_00336
OG0000203	Prbg.g_00869	Pran.g_00335
OG0000204	Prbg.g_00870	Pran.g_00334
OG0000205	Prbg.g_00872	Pran.g_00333
OG0000206	Prbg.g_00873	Pran.g_00332
OG0000207	Prbg.g_00874	Pran.g_00331
OG0000208	Prbg.g_00875	Pran.g_00330
OG0000209	Prbg.g_00876	Pran.g_00329
OG0000210	Prbg.g_00877	Pran.g_00327
OG0000211	Prbg.g_00879	Pran.g_00326
OG0000212	Prbg.g_00880	Pran.g_00325
OG0000213	Prbg.g_00881	Pran.g_00324
OG0000214	Prbg.g_00885	Pran.g_00322
OG0000215	Prbg.g_00886	Pran.g_00321
OG0000216	Prbg.g_00888	Pran.g_00319
OG0000217	Prbg.g_00889	Pran.g_00318
OG0000218	Prbg.g_00890	Pran.g_00317
OG0000219	Prbg.g_00891	Pran.g_00316
OG0000220	Prbg.g_00894	Pran.g_00313
OG0000221	Prbg.g_00897	Pran.g_00311
OG0000222	Prbg.g_00898	Pran.g_00310
OG0000223	Prbg.g_00899	Pran.g_00309
OG0000224	Prbg.g_00901	Pran.g_00307
OG0000225	Prbg.g_00903	Pran.g_00305
OG0000226	Prbg.g_00905	Pran.g_00304
OG0000227	Prbg.g_00906	Pran.g_00303
OG0000228	Prbg.g_00907	Pran.g_00302
OG0000229	Prbg.g_00908	Pran.g_00301
OG0000230	Prbg.g_00909	Pran.g_00300
OG0000231	Prbg.g_01349	Pran.g_00298
OG0000232	Prbg.g_00911	Pran.g_00297
OG0000233	Prbg.g_00914	Pran.g_00294
OG0000234	Prbg.g_00916	Pran.g_00292
OG0000235	Prbg.g_00922	Pran.g_00288
OG0000236	Prbg.g_00923	Pran.g_00287
OG0000237	Prbg.g_00924	Pran.g_00286
OG0000238	Prbg.g_00925	Pran.g_00285
OG0000239	Prbg.g_00926	Pran.g_00283
OG0000240	Prbg.g_00928	Pran.g_00281
OG0000241	Prbg.g_00929	Pran.g_00280
OG0000242	Prbg.g_00930	Pran.g_00279
OG0000243	Prbg.g_00931	Pran.g_00278
OG0000244	Prbg.g_00932	Pran.g_00277
OG0000245	Prbg.g_00934	Pran.g_00276
OG0000246	Prbg.g_00936	Pran.g_00274
OG0000247	Prbg.g_00937	Pran.g_00273
OG0000248	Prbg.g_00938	Pran.g_00272
OG0000249	Prbg.g_00939	Pran.g_00271
OG0000250	Prbg.g_00940	Pran.g_00270
OG0000251	Prbg.g_00941	Pran.g_00269
OG0000252	Prbg.g_00942	Pran.g_00268
OG0000253	Prbg.g_00943	Pran.g_00267
OG0000254	Prbg.g_00945	Pran.g_00265
OG0000255	Prbg.g_00946	Pran.g_00264
OG0000256	Prbg.g_00949	Pran.g_00261
OG0000257	Prbg.g_00951	Pran.g_00259
OG0000258	Prbg.g_00952	Pran.g_00258
OG0000259	Prbg.g_00953	Pran.g_00257
OG0000260	Prbg.g_00954	Pran.g_00256
OG0000261	Prbg.g_00955	Pran.g_00255
OG0000262	Prbg.g_00956	Pran.g_00254
OG0000263	Prbg.g_00957	Pran.g_00253
OG0000264	Prbg.g_00959	Pran.g_00251
OG0000265	Prbg.g_00960	Pran.g_00250
OG0000266	Prbg.g_00961	Pran.g_00249
OG0000267	Prbg.g_00963	Pran.g_00247
OG0000268	Prbg.g_00965	Pran.g_00246
OG0000269	Prbg.g_00966	Pran.g_00245
OG0000270	Prbg.g_00967	Pran.g_00244
OG0000271	Prbg.g_00968	Pran.g_00243
OG0000272	Prbg.g_00969	Pran.g_00242
OG0000273	Prbg.g_00970	Pran.g_00241
OG0000274	Prbg.g_00971	Pran.g_00240
OG0000275	Prbg.g_00972	Pran.g_00239
OG0000276	Prbg.g_00973	Pran.g_00238
OG0000277	Prbg.g_00974	Pran.g_00237
OG0000278	Prbg.g_00975	Pran.g_00236
OG0000279	Prbg.g_00976	Pran.g_00235
OG0000280	Prbg.g_00977	Pran.g_00234
OG0000281	Prbg.g_00979	Pran.g_00232
OG0000282	Prbg.g_00980	Pran.g_00231
OG0000283	Prbg.g_00983	Pran.g_00228
OG0000284	Prbg.g_00984	Pran.g_00227
OG0000285	Prbg.g_00985	Pran.g_00226
OG0000286	Prbg.g_00987	Pran.g_00224
OG0000287	Prbg.g_00989	Pran.g_00223
OG0000288	Prbg.g_00990	Pran.g_00222
OG0000289	Prbg.g_00991	Pran.g_00221
OG0000290	Prbg.g_00992	Pran.g_00220
OG0000291	Prbg.g_00993	Pran.g_00219
OG0000292	Prbg.g_00994	Pran.g_00218
OG0000293	Prbg.g_00995	Pran.g_00217
OG0000294	Prbg.g_00996	Pran.g_00216
OG0000295	Prbg.g_00997	Pran.g_00215
OG0000296	Prbg.g_00998	Pran.g_00214
OG0000297	Prbg.g_00999	Pran.g_00213
OG0000298	Prbg.g_01000	Pran.g_00212
OG0000299	Prbg.g_01001	Pran.g_00211
OG0000300	Prbg.g_01002	Pran.g_00210
OG0000301	Prbg.g_01003	Pran.g_00209
OG0000302	Prbg.g_01004	Pran.g_00208
OG0000303	Prbg.g_01005	Pran.g_00207
OG0000304	Prbg.g_01007	Pran.g_00206
OG0000305	Prbg.g_01008	Pran.g_00205
OG0000306	Prbg.g_01009	Pran.g_00204
OG0000307	Prbg.g_01011	Pran.g_00203
OG0000308	Prbg.g_01012	Pran.g_00202
OG0000309	Prbg.g_01013	Pran.g_00201
OG0000310	Prbg.g_01014	Pran.g_00200
OG0000311	Prbg.g_01015	Pran.g_00199
OG0000312	Prbg.g_01017	Pran.g_00197
OG0000313	Prbg.g_01018	Pran.g_00196
OG0000314	Prbg.g_01022	Pran.g_00194
OG0000315	Prbg.g_01023	Pran.g_00193
OG0000316	Prbg.g_01025	Pran.g_01950
OG0000317	Prbg.g_01027	Pran.g_01948
OG0000318	Prbg.g_01028	Pran.g_01947
OG0000319	Prbg.g_01029	Pran.g_01946
OG0000320	Prbg.g_01030	Pran.g_01945
OG0000321	Prbg.g_01033	Pran.g_01942
OG0000322	Prbg.g_01037	Pran.g_01939
OG0000323	Prbg.g_01038	Pran.g_01938
OG0000324	Prbg.g_01041	Pran.g_01935
OG0000325	Prbg.g_01042	Pran.g_01934
OG0000326	Prbg.g_01043	Pran.g_01933
OG0000327	Prbg.g_01045	Pran.g_01931
OG0000328	Prbg.g_01046	Pran.g_01930
OG0000329	Prbg.g_00042	Pran.g_01929
OG0000330	Prbg.g_00043	Pran.g_01928
OG0000331	Prbg.g_00045	Pran.g_01927
OG0000332	Prbg.g_00046	Pran.g_01926
OG0000333	Prbg.g_00047	Pran.g_01925
OG0000334	Prbg.g_00048	Pran.g_01924
OG0000335	Prbg.g_00049	Pran.g_01923
OG0000336	Prbg.g_00051	Pran.g_01922
OG0000337	Prbg.g_00054	Pran.g_01919
OG0000338	Prbg.g_00055	Pran.g_01918
OG0000339	Prbg.g_00056	Pran.g_01917
OG0000340	Prbg.g_00057	Pran.g_01916
OG0000341	Prbg.g_00061	Pran.g_01912
OG0000342	Prbg.g_00062	Pran.g_01911
OG0000343	Prbg.g_00065	Pran.g_01909
OG0000344	Prbg.g_00066	Pran.g_01908
OG0000345	Prbg.g_00067	Pran.g_01907
OG0000346	Prbg.g_00068	Pran.g_01906
OG0000347	Prbg.g_00069	Pran.g_01905
OG0000348	Prbg.g_00071	Pran.g_01904
OG0000349	Prbg.g_00072	Pran.g_01903
OG0000350	Prbg.g_00073	Pran.g_01902
OG0000351	Prbg.g_00075	Pran.g_01899
OG0000352	Prbg.g_00078	Pran.g_01896
OG0000353	Prbg.g_00079	Pran.g_01895
OG0000354	Prbg.g_00080	Pran.g_01894
OG0000355	Prbg.g_00081	Pran.g_01893
OG0000356	Prbg.g_00082	Pran.g_01892
OG0000357	Prbg.g_00083	Pran.g_01891
OG0000358	Prbg.g_00084	Pran.g_01890
OG0000359	Prbg.g_00085	Pran.g_01889
OG0000360	Prbg.g_00087	Pran.g_01886
OG0000361	Prbg.g_00088	Pran.g_01885
OG0000362	Prbg.g_00089	Pran.g_01884
OG0000363	Prbg.g_00090	Pran.g_01883
OG0000364	Prbg.g_00091	Pran.g_01882
OG0000365	Prbg.g_00092	Pran.g_01881
OG0000366	Prbg.g_00093	Pran.g_01880
OG0000367	Prbg.g_00094	Pran.g_01879
OG0000368	Prbg.g_00095	Pran.g_01878
OG0000369	Prbg.g_00096	Pran.g_01877
OG0000370	Prbg.g_00097	Pran.g_01876
OG0000371	Prbg.g_00098	Pran.g_01875
OG0000372	Prbg.g_00099	Pran.g_01873
OG0000373	Prbg.g_00101	Pran.g_01871
OG0000374	Prbg.g_00102	Pran.g_01870
OG0000375	Prbg.g_00103	Pran.g_01869
OG0000376	Prbg.g_00104	Pran.g_01867
OG0000377	Prbg.g_00110	Pran.g_01866
OG0000378	Prbg.g_00111	Pran.g_01865
OG0000379	Prbg.g_00117	Pran.g_01860
OG0000380	Prbg.g_00119	Pran.g_01859
OG0000381	Prbg.g_00120	Pran.g_01858
OG0000382	Prbg.g_00121	Pran.g_01857
OG0000383	Prbg.g_00124	Pran.g_01854
OG0000384	Prbg.g_00125	Pran.g_01853
OG0000385	Prbg.g_00128	Pran.g_01850
OG0000386	Prbg.g_00129	Pran.g_01849
OG0000387	Prbg.g_00130	Pran.g_01848
OG0000388	Prbg.g_00131	Pran.g_01847
OG0000389	Prbg.g_00132	Pran.g_01846
OG0000390	Prbg.g_01941	Pran.g_01845
OG0000391	Prbg.g_01942	Pran.g_01844
OG0000392	Prbg.g_01943	Pran.g_01843
OG0000393	Prbg.g_00136	Pran.g_01840
OG0000394	Prbg.g_00137	Pran.g_01839
OG0000395	Prbg.g_00140	Pran.g_01837
OG0000396	Prbg.g_01214	Pran.g_01835
OG0000397	Prbg.g_01530	Pran.g_01823
OG0000398	Prbg.g_01602	Pran.g_01816
OG0000399	Prbg.g_01525	Pran.g_01815
OG0000400	Prbg.g_01714	Pran.g_01808
OG0000401	Prbg.g_00151	Pran.g_01749
OG0000402	Prbg.g_00152	Pran.g_01748
OG0000403	Prbg.g_00153	Pran.g_01747
OG0000404	Prbg.g_00155	Pran.g_01745
OG0000405	Prbg.g_00156	Pran.g_01744
OG0000406	Prbg.g_00158	Pran.g_01742
OG0000407	Prbg.g_00159	Pran.g_01741
OG0000408	Prbg.g_00160	Pran.g_01740
OG0000409	Prbg.g_00161	Pran.g_01739
OG0000410	Prbg.g_00162	Pran.g_01738
OG0000411	Prbg.g_00163	Pran.g_01737
OG0000412	Prbg.g_00164	Pran.g_01736
OG0000413	Prbg.g_00165	Pran.g_01735
OG0000414	Prbg.g_00166	Pran.g_01734
OG0000415	Prbg.g_00167	Pran.g_01733
OG0000416	Prbg.g_00168	Pran.g_01729
OG0000417	Prbg.g_00169	Pran.g_01728
OG0000418	Prbg.g_00170	Pran.g_01727
OG0000419	Prbg.g_00171	Pran.g_01726
OG0000420	Prbg.g_00172	Pran.g_01725
OG0000421	Prbg.g_00176	Pran.g_01724
OG0000422	Prbg.g_00178	Pran.g_01723
OG0000423	Prbg.g_00179	Pran.g_01722
OG0000424	Prbg.g_00180	Pran.g_01720
OG0000425	Prbg.g_00184	Pran.g_01717
OG0000426	Prbg.g_00185	Pran.g_01716
OG0000427	Prbg.g_00186	Pran.g_01715
OG0000428	Prbg.g_00188	Pran.g_01714
OG0000429	Prbg.g_00189	Pran.g_01713
OG0000430	Prbg.g_00190	Pran.g_01707
OG0000431	Prbg.g_00192	Pran.g_01705
OG0000432	Prbg.g_00193	Pran.g_01704
OG0000433	Prbg.g_00196	Pran.g_01701
OG0000434	Prbg.g_00197	Pran.g_01700
OG0000435	Prbg.g_00198	Pran.g_01699
OG0000436	Prbg.g_00200	Pran.g_01697
OG0000437	Prbg.g_00202	Pran.g_01695
OG0000438	Prbg.g_00203	Pran.g_01694
OG0000439	Prbg.g_00204	Pran.g_01693
OG0000440	Prbg.g_00206	Pran.g_01691
OG0000441	Prbg.g_00207	Pran.g_01690
OG0000442	Prbg.g_00208	Pran.g_01689
OG0000443	Prbg.g_00209	Pran.g_01688
OG0000444	Prbg.g_00210	Pran.g_01687
OG0000445	Prbg.g_00211	Pran.g_01686
OG0000446	Prbg.g_00212	Pran.g_01685
OG0000447	Prbg.g_00213	Pran.g_01684
OG0000448	Prbg.g_00214	Pran.g_01683
OG0000449	Prbg.g_00220	Pran.g_01678
OG0000450	Prbg.g_00221	Pran.g_01677
OG0000451	Prbg.g_00222	Pran.g_01676
OG0000452	Prbg.g_00223	Pran.g_01675
OG0000453	Prbg.g_00224	Pran.g_01673
OG0000454	Prbg.g_00225	Pran.g_01672
OG0000455	Prbg.g_00226	Pran.g_01671
OG0000456	Prbg.g_00227	Pran.g_01670
OG0000457	Prbg.g_00229	Pran.g_01668
OG0000458	Prbg.g_00231	Pran.g_01666
OG0000459	Prbg.g_00232	Pran.g_01665
OG0000460	Prbg.g_00234	Pran.g_01663
OG0000461	Prbg.g_00235	Pran.g_01662
OG0000462	Prbg.g_00236	Pran.g_01661
OG0000463	Prbg.g_00237	Pran.g_01660
OG0000464	Prbg.g_00241	Pran.g_01655
OG0000465	Prbg.g_00242	Pran.g_01653
OG0000466	Prbg.g_00243	Pran.g_01652
OG0000467	Prbg.g_00244	Pran.g_01651
OG0000468	Prbg.g_00245	Pran.g_01650
OG0000469	Prbg.g_00246	Pran.g_01649
OG0000470	Prbg.g_00247	Pran.g_01648
OG0000471	Prbg.g_00248	Pran.g_01647
OG0000472	Prbg.g_00251	Pran.g_01644
OG0000473	Prbg.g_00252	Pran.g_01643
OG0000474	Prbg.g_00253	Pran.g_01642
OG0000475	Prbg.g_00254	Pran.g_01641
OG0000476	Prbg.g_00255	Pran.g_01640
OG0000477	Prbg.g_00257	Pran.g_01638
OG0000478	Prbg.g_00258	Pran.g_01637
OG0000479	Prbg.g_00259	Pran.g_01636
OG0000480	Prbg.g_00261	Pran.g_01634
OG0000481	Prbg.g_00262	Pran.g_01633
OG0000482	Prbg.g_00264	Pran.g_01632
OG0000483	Prbg.g_00265	Pran.g_01631
OG0000484	Prbg.g_00266	Pran.g_01630
OG0000485	Prbg.g_00267	Pran.g_01629
OG0000486	Prbg.g_00268	Pran.g_01628
OG0000487	Prbg.g_00269	Pran.g_01627
OG0000488	Prbg.g_00271	Pran.g_01625
OG0000489	Prbg.g_00272	Pran.g_01624
OG0000490	Prbg.g_00273	Pran.g_01623
OG0000491	Prbg.g_00274	Pran.g_01622
OG0000492	Prbg.g_00275	Pran.g_01621
OG0000493	Prbg.g_00276	Pran.g_01620
OG0000494	Prbg.g_00277	Pran.g_01618
OG0000495	Prbg.g_00278	Pran.g_01617
OG0000496	Prbg.g_00280	Pran.g_01616
OG0000497	Prbg.g_00282	Pran.g_01614
OG0000498	Prbg.g_00283	Pran.g_01613
OG0000499	Prbg.g_00285	Pran.g_01611
OG0000500	Prbg.g_00286	Pran.g_01610
OG0000501	Prbg.g_00288	Pran.g_01608
OG0000502	Prbg.g_00289	Pran.g_01607
OG0000503	Prbg.g_00290	Pran.g_01606
OG0000504	Prbg.g_00291	Pran.g_01605
OG0000505	Prbg.g_00292	Pran.g_01604
OG0000506	Prbg.g_00293	Pran.g_01603
OG0000507	Prbg.g_00294	Pran.g_01602
OG0000508	Prbg.g_00296	Pran.g_01600
OG0000509	Prbg.g_00297	Pran.g_01599
OG0000510	Prbg.g_00298	Pran.g_01598
OG0000511	Prbg.g_00299	Pran.g_01597
OG0000512	Prbg.g_00300	Pran.g_01596
OG0000513	Prbg.g_00301	Pran.g_01595
OG0000514	Prbg.g_00302	Pran.g_01594
OG0000515	Prbg.g_00305	Pran.g_01592
OG0000516	Prbg.g_00306	Pran.g_01591
OG0000517	Prbg.g_00307	Pran.g_01590
OG0000518	Prbg.g_00310	Pran.g_01587
OG0000519	Prbg.g_00311	Pran.g_01586
OG0000520	Prbg.g_00312	Pran.g_01585
OG0000521	Prbg.g_00313	Pran.g_01584
OG0000522	Prbg.g_00314	Pran.g_01583
OG0000523	Prbg.g_00315	Pran.g_01582
OG0000524	Prbg.g_00316	Pran.g_01581
OG0000525	Prbg.g_00318	Pran.g_01579
OG0000526	Prbg.g_00319	Pran.g_01578
OG0000527	Prbg.g_00320	Pran.g_01577
OG0000528	Prbg.g_00321	Pran.g_01576
OG0000529	Prbg.g_00322	Pran.g_01575
OG0000530	Prbg.g_00323	Pran.g_01574
OG0000531	Prbg.g_00325	Pran.g_01573
OG0000532	Prbg.g_00326	Pran.g_01572
OG0000533	Prbg.g_00327	Pran.g_01571
OG0000534	Prbg.g_00328	Pran.g_01570
OG0000535	Prbg.g_00329	Pran.g_01569
OG0000536	Prbg.g_00330	Pran.g_01568
OG0000537	Prbg.g_00331	Pran.g_01567
OG0000538	Prbg.g_00332	Pran.g_01566
OG0000539	Prbg.g_00333	Pran.g_01565
OG0000540	Prbg.g_00334	Pran.g_01564
OG0000541	Prbg.g_00335	Pran.g_01563
OG0000542	Prbg.g_00336	Pran.g_01562
OG0000543	Prbg.g_00337	Pran.g_01561
OG0000544	Prbg.g_00338	Pran.g_01560
OG0000545	Prbg.g_00340	Pran.g_01557
OG0000546	Prbg.g_00341	Pran.g_01556
OG0000547	Prbg.g_00343	Pran.g_01554
OG0000548	Prbg.g_00345	Pran.g_01553
OG0000549	Prbg.g_00346	Pran.g_01552
OG0000550	Prbg.g_00347	Pran.g_01551
OG0000551	Prbg.g_00349	Pran.g_01550
OG0000552	Prbg.g_00350	Pran.g_01549
OG0000553	Prbg.g_01427	Pran.g_01548
OG0000554	Prbg.g_01426	Pran.g_01547
OG0000555	Prbg.g_01425	Pran.g_01546
OG0000556	Prbg.g_01424	Pran.g_01545
OG0000557	Prbg.g_01423	Pran.g_01544
OG0000558	Prbg.g_01422	Pran.g_01543
OG0000559	Prbg.g_01421	Pran.g_01542
OG0000560	Prbg.g_01419	Pran.g_01540
OG0000561	Prbg.g_01418	Pran.g_01539
OG0000562	Prbg.g_01416	Pran.g_01538
OG0000563	Prbg.g_01415	Pran.g_01537
OG0000564	Prbg.g_01414	Pran.g_01536
OG0000565	Prbg.g_01413	Pran.g_01535
OG0000566	Prbg.g_01412	Pran.g_01534
OG0000567	Prbg.g_01411	Pran.g_01533
