Orthogroup	Prbg	Praz
OG0000316	Prbg.g_01025	Praz.g_00602
OG0000317	Prbg.g_01027	Praz.g_00604
OG0000318	Prbg.g_01028	Praz.g_00605
OG0000319	Prbg.g_01029	Praz.g_00606
OG0000320	Prbg.g_01030	Praz.g_00607
OG0000321	Prbg.g_01033	Praz.g_00610
OG0000322	Prbg.g_01037	Praz.g_00613
OG0000323	Prbg.g_01038	Praz.g_00614
OG0000324	Prbg.g_01041	Praz.g_00617
OG0000325	Prbg.g_01042	Praz.g_00618
OG0000326	Prbg.g_01043	Praz.g_00619
OG0000327	Prbg.g_01045	Praz.g_00621
OG0000328	Prbg.g_01046	Praz.g_00622
OG0000329	Prbg.g_00042	Praz.g_00623
OG0000330	Prbg.g_00043	Praz.g_00624
OG0000331	Prbg.g_00045	Praz.g_00625
OG0000332	Prbg.g_00046	Praz.g_00626
OG0000333	Prbg.g_00047	Praz.g_00627
OG0000334	Prbg.g_00048	Praz.g_00628
OG0000335	Prbg.g_00049	Praz.g_00629
OG0000336	Prbg.g_00051	Praz.g_00630
OG0000337	Prbg.g_00054	Praz.g_00633
OG0000338	Prbg.g_00055	Praz.g_00634
OG0000339	Prbg.g_00056	Praz.g_00635
OG0000340	Prbg.g_00057	Praz.g_00636
OG0000341	Prbg.g_00061	Praz.g_00640
OG0000342	Prbg.g_00062	Praz.g_00641
OG0000343	Prbg.g_00065	Praz.g_00643
OG0000344	Prbg.g_00066	Praz.g_00644
OG0000345	Prbg.g_00067	Praz.g_00645
OG0000346	Prbg.g_00068	Praz.g_00646
OG0000347	Prbg.g_00069	Praz.g_00647
OG0000348	Prbg.g_00071	Praz.g_00648
OG0000349	Prbg.g_00072	Praz.g_00649
OG0000350	Prbg.g_00073	Praz.g_00650
OG0000351	Prbg.g_00075	Praz.g_00652
OG0000352	Prbg.g_00078	Praz.g_00655
OG0000353	Prbg.g_00079	Praz.g_00656
OG0000354	Prbg.g_00080	Praz.g_00657
OG0000355	Prbg.g_00081	Praz.g_00658
OG0000356	Prbg.g_00082	Praz.g_00659
OG0000357	Prbg.g_00083	Praz.g_00660
OG0000358	Prbg.g_00084	Praz.g_00661
OG0000359	Prbg.g_00085	Praz.g_00662
OG0000360	Prbg.g_00087	Praz.g_00665
OG0000361	Prbg.g_00088	Praz.g_00666
OG0000362	Prbg.g_00089	Praz.g_00667
OG0000363	Prbg.g_00090	Praz.g_00668
OG0000364	Prbg.g_00091	Praz.g_00669
OG0000365	Prbg.g_00092	Praz.g_00670
OG0000366	Prbg.g_00093	Praz.g_00671
OG0000367	Prbg.g_00094	Praz.g_00672
OG0000368	Prbg.g_00095	Praz.g_00673
OG0000369	Prbg.g_00096	Praz.g_00674
OG0000370	Prbg.g_00097	Praz.g_00675
OG0000371	Prbg.g_00098	Praz.g_00676
OG0000372	Prbg.g_00099	Praz.g_00678
OG0000373	Prbg.g_00101	Praz.g_00680
OG0000374	Prbg.g_00102	Praz.g_00681
OG0000375	Prbg.g_00103	Praz.g_00682
OG0000376	Prbg.g_00104	Praz.g_00684
OG0000377	Prbg.g_00110	Praz.g_00685
OG0000378	Prbg.g_00111	Praz.g_00686
OG0000379	Prbg.g_00117	Praz.g_01931
OG0000380	Prbg.g_00119	Praz.g_01932
OG0000381	Prbg.g_00120	Praz.g_01933
OG0000382	Prbg.g_00121	Praz.g_01935
OG0000383	Prbg.g_00124	Praz.g_00343
OG0000384	Prbg.g_00125	Praz.g_00344
OG0000385	Prbg.g_00128	Praz.g_00347
OG0000386	Prbg.g_00129	Praz.g_00348
OG0000387	Prbg.g_00130	Praz.g_00349
OG0000388	Prbg.g_00131	Praz.g_00350
OG0000389	Prbg.g_00132	Praz.g_00351
OG0000390	Prbg.g_01941	Praz.g_00352
OG0000391	Prbg.g_01942	Praz.g_00353
OG0000392	Prbg.g_01943	Praz.g_00354
OG0000393	Prbg.g_00136	Praz.g_00819
OG0000394	Prbg.g_00137	Praz.g_00818
OG0000395	Prbg.g_00140	Praz.g_00816
OG0000396	Prbg.g_01214	Praz.g_00815
OG0000397	Prbg.g_01530	Praz.g_00803
OG0000398	Prbg.g_01602	Praz.g_00795
OG0000399	Prbg.g_01525	Praz.g_00794
OG0000400	Prbg.g_01714	Praz.g_00788
OG0000401	Prbg.g_00151	Praz.g_01897
OG0000402	Prbg.g_00152	Praz.g_01896
OG0000403	Prbg.g_00153	Praz.g_01895
OG0000404	Prbg.g_00155	Praz.g_01893
OG0000405	Prbg.g_00156	Praz.g_01892
OG0000406	Prbg.g_00158	Praz.g_01890
OG0000407	Prbg.g_00159	Praz.g_01889
OG0000408	Prbg.g_00160	Praz.g_01888
OG0000409	Prbg.g_00161	Praz.g_01887
OG0000410	Prbg.g_00162	Praz.g_01886
OG0000411	Prbg.g_00163	Praz.g_01885
OG0000412	Prbg.g_00164	Praz.g_01884
OG0000413	Prbg.g_00165	Praz.g_01883
OG0000414	Prbg.g_00166	Praz.g_01882
OG0000415	Prbg.g_00167	Praz.g_01881
OG0000416	Prbg.g_00168	Praz.g_01880
OG0000417	Prbg.g_00169	Praz.g_01879
OG0000418	Prbg.g_00170	Praz.g_01878
OG0000419	Prbg.g_00171	Praz.g_01877
OG0000420	Prbg.g_00172	Praz.g_01876
OG0000421	Prbg.g_00176	Praz.g_01875
OG0000422	Prbg.g_00178	Praz.g_01873
OG0000423	Prbg.g_00179	Praz.g_01872
OG0000424	Prbg.g_00180	Praz.g_01870
OG0000425	Prbg.g_00184	Praz.g_01867
OG0000426	Prbg.g_00185	Praz.g_01866
OG0000427	Prbg.g_00186	Praz.g_01865
OG0000428	Prbg.g_00188	Praz.g_01864
OG0000429	Prbg.g_00189	Praz.g_01863
OG0000430	Prbg.g_00190	Praz.g_01857
OG0000431	Prbg.g_00192	Praz.g_01855
OG0000432	Prbg.g_00193	Praz.g_01854
OG0000433	Prbg.g_00196	Praz.g_01851
OG0000434	Prbg.g_00197	Praz.g_01850
OG0000435	Prbg.g_00198	Praz.g_01849
OG0000436	Prbg.g_00200	Praz.g_01847
OG0000437	Prbg.g_00202	Praz.g_01845
OG0000438	Prbg.g_00203	Praz.g_01844
OG0000439	Prbg.g_00204	Praz.g_01843
OG0000440	Prbg.g_00206	Praz.g_01841
OG0000441	Prbg.g_00207	Praz.g_01840
OG0000442	Prbg.g_00208	Praz.g_01839
OG0000443	Prbg.g_00209	Praz.g_01838
OG0000444	Prbg.g_00210	Praz.g_01837
OG0000445	Prbg.g_00211	Praz.g_01836
OG0000446	Prbg.g_00212	Praz.g_01835
OG0000447	Prbg.g_00213	Praz.g_01834
OG0000448	Prbg.g_00214	Praz.g_01833
OG0000449	Prbg.g_00220	Praz.g_01828
OG0000450	Prbg.g_00221	Praz.g_01827
OG0000451	Prbg.g_00222	Praz.g_01826
OG0000452	Prbg.g_00223	Praz.g_01825
OG0000453	Prbg.g_00224	Praz.g_01823
OG0000454	Prbg.g_00225	Praz.g_01822
OG0000455	Prbg.g_00226	Praz.g_01821
OG0000456	Prbg.g_00227	Praz.g_01820
OG0000457	Prbg.g_00229	Praz.g_01818
OG0000458	Prbg.g_00231	Praz.g_01816
OG0000459	Prbg.g_00232	Praz.g_01815
OG0000460	Prbg.g_00234	Praz.g_01813
OG0000461	Prbg.g_00235	Praz.g_01812
OG0000462	Prbg.g_00236	Praz.g_01811
OG0000463	Prbg.g_00237	Praz.g_01810
OG0000464	Prbg.g_00241	Praz.g_01805
OG0000465	Prbg.g_00242	Praz.g_01803
OG0000466	Prbg.g_00243	Praz.g_01802
OG0000467	Prbg.g_00244	Praz.g_01801
OG0000468	Prbg.g_00245	Praz.g_01800
OG0000469	Prbg.g_00246	Praz.g_01799
OG0000470	Prbg.g_00247	Praz.g_01798
OG0000471	Prbg.g_00248	Praz.g_01797
OG0000472	Prbg.g_00251	Praz.g_01794
OG0000473	Prbg.g_00252	Praz.g_01793
OG0000474	Prbg.g_00253	Praz.g_01792
OG0000475	Prbg.g_00254	Praz.g_01791
OG0000476	Prbg.g_00255	Praz.g_01790
OG0000477	Prbg.g_00257	Praz.g_01788
OG0000478	Prbg.g_00258	Praz.g_01787
OG0000479	Prbg.g_00259	Praz.g_01786
OG0000480	Prbg.g_00261	Praz.g_01784
OG0000481	Prbg.g_00262	Praz.g_01783
OG0000482	Prbg.g_00264	Praz.g_01782
OG0000483	Prbg.g_00265	Praz.g_01781
OG0000484	Prbg.g_00266	Praz.g_01780
OG0000485	Prbg.g_00267	Praz.g_01779
OG0000486	Prbg.g_00268	Praz.g_01778
OG0000487	Prbg.g_00269	Praz.g_01777
OG0000488	Prbg.g_00271	Praz.g_01775
OG0000489	Prbg.g_00272	Praz.g_01774
OG0000490	Prbg.g_00273	Praz.g_01773
OG0000491	Prbg.g_00274	Praz.g_01772
OG0000492	Prbg.g_00275	Praz.g_01771
OG0000493	Prbg.g_00276	Praz.g_01770
OG0000494	Prbg.g_00277	Praz.g_01768
OG0000495	Prbg.g_00278	Praz.g_01767
OG0000496	Prbg.g_00280	Praz.g_01766
OG0000497	Prbg.g_00282	Praz.g_01765
OG0000498	Prbg.g_00283	Praz.g_01764
OG0000499	Prbg.g_00285	Praz.g_01762
OG0000500	Prbg.g_00286	Praz.g_01761
OG0000501	Prbg.g_00288	Praz.g_01759
OG0000502	Prbg.g_00289	Praz.g_01758
OG0000503	Prbg.g_00290	Praz.g_01757
OG0000504	Prbg.g_00291	Praz.g_01756
OG0000505	Prbg.g_00292	Praz.g_01755
OG0000506	Prbg.g_00293	Praz.g_01754
OG0000507	Prbg.g_00294	Praz.g_01753
OG0000508	Prbg.g_00296	Praz.g_01751
OG0000509	Prbg.g_00297	Praz.g_01750
OG0000510	Prbg.g_00298	Praz.g_01749
OG0000511	Prbg.g_00299	Praz.g_01748
OG0000512	Prbg.g_00300	Praz.g_01747
OG0000513	Prbg.g_00301	Praz.g_01746
OG0000514	Prbg.g_00302	Praz.g_01745
OG0000515	Prbg.g_00305	Praz.g_01743
OG0000516	Prbg.g_00306	Praz.g_01742
OG0000517	Prbg.g_00307	Praz.g_01741
OG0000518	Prbg.g_00310	Praz.g_01739
OG0000519	Prbg.g_00311	Praz.g_01738
OG0000520	Prbg.g_00312	Praz.g_01737
OG0000521	Prbg.g_00313	Praz.g_01736
OG0000522	Prbg.g_00314	Praz.g_01735
OG0000523	Prbg.g_00315	Praz.g_01734
OG0000524	Prbg.g_00316	Praz.g_01733
OG0000525	Prbg.g_00318	Praz.g_01731
OG0000526	Prbg.g_00319	Praz.g_01730
OG0000527	Prbg.g_00320	Praz.g_01729
OG0000528	Prbg.g_00321	Praz.g_01728
OG0000529	Prbg.g_00322	Praz.g_01727
OG0000530	Prbg.g_00323	Praz.g_01726
OG0000531	Prbg.g_00325	Praz.g_01725
OG0000532	Prbg.g_00326	Praz.g_01724
OG0000533	Prbg.g_00327	Praz.g_01723
OG0000534	Prbg.g_00328	Praz.g_01722
OG0000535	Prbg.g_00329	Praz.g_01721
OG0000536	Prbg.g_00330	Praz.g_01720
OG0000537	Prbg.g_00331	Praz.g_01719
OG0000538	Prbg.g_00332	Praz.g_01718
OG0000539	Prbg.g_00333	Praz.g_01717
OG0000540	Prbg.g_00334	Praz.g_01716
OG0000541	Prbg.g_00335	Praz.g_01715
OG0000542	Prbg.g_00336	Praz.g_01714
OG0000543	Prbg.g_00337	Praz.g_01713
OG0000544	Prbg.g_00338	Praz.g_01712
OG0000545	Prbg.g_00340	Praz.g_01709
OG0000546	Prbg.g_00341	Praz.g_01708
OG0000547	Prbg.g_00343	Praz.g_01706
OG0000548	Prbg.g_00345	Praz.g_01705
OG0000549	Prbg.g_00346	Praz.g_01704
OG0000550	Prbg.g_00347	Praz.g_01703
OG0000551	Prbg.g_00349	Praz.g_01702
OG0000552	Prbg.g_00350	Praz.g_01701
OG0000553	Prbg.g_01427	Praz.g_01700
OG0000554	Prbg.g_01426	Praz.g_01699
OG0000555	Prbg.g_01425	Praz.g_01698
OG0000556	Prbg.g_01424	Praz.g_01697
OG0000557	Prbg.g_01423	Praz.g_01696
OG0000558	Prbg.g_01422	Praz.g_01695
OG0000559	Prbg.g_01421	Praz.g_01694
OG0000560	Prbg.g_01419	Praz.g_01692
OG0000561	Prbg.g_01418	Praz.g_01691
OG0000562	Prbg.g_01416	Praz.g_01690
