Orthogroup	Prbg	Prac
OG0000103	Prbg.g_00195	Prac.g_01068
OG0000104	Prbg.g_00199	Prac.g_01064
OG0000105	Prbg.g_00219	Prac.g_00872
OG0000106	Prbg.g_00249	Prac.g_00840
OG0000107	Prbg.g_00250	Prac.g_00839
OG0000108	Prbg.g_00260	Prac.g_00829
OG0000109	Prbg.g_00270	Prac.g_00820
OG0000110	Prbg.g_00287	Prac.g_00804
OG0000111	Prbg.g_01405	Prac.g_00720
OG0000112	Prbg.g_01404	Prac.g_00719
OG0000113	Prbg.g_01354	Prac.g_01538
OG0000114	Prbg.g_01157	Prac.g_01477
OG0000115	Prbg.g_01287	Prac.g_01327
OG0000116	Prbg.g_01291	Prac.g_01323
OG0000117	Prbg.g_01237	Prac.g_01259
OG0000118	Prbg.g_01531	Prac.g_01207
OG0000119	Prbg.g_00752	Prac.g_01959
OG0000120	Prbg.g_01480	Prac.g_00979
OG0000121	Prbg.g_01457	Prac.g_00960
OG0000122	Prbg.g_01437	Prac.g_00941
OG0000123	Prbg.g_00352	Prac.g_00928
OG0000124	Prbg.g_00687	Prac.g_00448
OG0000125	Prbg.g_00490	Prac.g_00187
OG0000126	Prbg.g_00529	Prac.g_00217
OG0000127	Prbg.g_00579	Prac.g_00424
OG0000128	Prbg.g_00592	Prac.g_00410
OG0000129	Prbg.g_00628	Prac.g_00374
OG0000130	Prbg.g_01647	Prac.g_00627
OG0000131	Prbg.g_01686	Prac.g_00589
OG0000132	Prbg.g_01689	Prac.g_00586
OG0000133	Prbg.g_01743	Prac.g_00507
OG0000134	Prbg.g_01779	Prac.g_00543
OG0000135	Prbg.g_01781	Prac.g_00545
OG0000136	Prbg.g_01831	Prac.g_00026
OG0000137	Prbg.g_01865	Prac.g_00057
OG0000138	Prbg.g_01900	Prac.g_00092
OG0000139	Prbg.g_01931	Prac.g_00118
OG0000140	Prbg.g_00768	Prac.g_01946
OG0000141	Prbg.g_00769	Prac.g_01945
OG0000142	Prbg.g_00771	Prac.g_01943
OG0000143	Prbg.g_00772	Prac.g_01942
OG0000144	Prbg.g_00774	Prac.g_01940
OG0000145	Prbg.g_00775	Prac.g_01939
OG0000146	Prbg.g_00776	Prac.g_01938
OG0000147	Prbg.g_00777	Prac.g_01937
OG0000148	Prbg.g_00779	Prac.g_01935
OG0000149	Prbg.g_00860	Prac.g_01933
OG0000150	Prbg.g_00859	Prac.g_01932
OG0000151	Prbg.g_00858	Prac.g_01931
OG0000152	Prbg.g_00857	Prac.g_01930
OG0000153	Prbg.g_00856	Prac.g_01929
OG0000154	Prbg.g_00855	Prac.g_01928
OG0000155	Prbg.g_00854	Prac.g_01927
OG0000156	Prbg.g_00853	Prac.g_01926
OG0000157	Prbg.g_00852	Prac.g_01925
OG0000158	Prbg.g_00850	Prac.g_01923
OG0000159	Prbg.g_00849	Prac.g_01922
OG0000160	Prbg.g_00848	Prac.g_01921
OG0000161	Prbg.g_00847	Prac.g_01920
OG0000162	Prbg.g_00846	Prac.g_01919
OG0000163	Prbg.g_00844	Prac.g_01918
OG0000164	Prbg.g_00841	Prac.g_01915
OG0000165	Prbg.g_00838	Prac.g_01911
OG0000166	Prbg.g_00837	Prac.g_01910
OG0000167	Prbg.g_00836	Prac.g_01909
OG0000168	Prbg.g_00834	Prac.g_01892
OG0000169	Prbg.g_00832	Prac.g_01890
OG0000170	Prbg.g_00830	Prac.g_01889
OG0000171	Prbg.g_00829	Prac.g_01888
OG0000172	Prbg.g_00828	Prac.g_01886
OG0000173	Prbg.g_00825	Prac.g_01885
OG0000174	Prbg.g_00824	Prac.g_01884
OG0000175	Prbg.g_00823	Prac.g_01883
OG0000176	Prbg.g_00821	Prac.g_01881
OG0000177	Prbg.g_00820	Prac.g_01880
OG0000178	Prbg.g_00818	Prac.g_01879
OG0000179	Prbg.g_00806	Prac.g_01867
OG0000180	Prbg.g_00805	Prac.g_01866
OG0000181	Prbg.g_00804	Prac.g_01865
OG0000182	Prbg.g_00800	Prac.g_01862
OG0000183	Prbg.g_00799	Prac.g_01861
OG0000184	Prbg.g_00796	Prac.g_01858
OG0000185	Prbg.g_00792	Prac.g_01854
OG0000186	Prbg.g_00791	Prac.g_01853
OG0000187	Prbg.g_00017	Prac.g_01852
OG0000188	Prbg.g_00790	Prac.g_01851
OG0000189	Prbg.g_00789	Prac.g_01850
OG0000190	Prbg.g_00788	Prac.g_01849
OG0000191	Prbg.g_00787	Prac.g_01848
OG0000192	Prbg.g_00786	Prac.g_01847
OG0000193	Prbg.g_00785	Prac.g_01846
OG0000194	Prbg.g_00784	Prac.g_01845
OG0000195	Prbg.g_00782	Prac.g_01843
OG0000196	Prbg.g_00781	Prac.g_01842
OG0000197	Prbg.g_00780	Prac.g_01841
OG0000198	Prbg.g_00861	Prac.g_01840
OG0000199	Prbg.g_00864	Prac.g_01837
OG0000200	Prbg.g_00865	Prac.g_01836
OG0000201	Prbg.g_00866	Prac.g_01835
OG0000202	Prbg.g_00868	Prac.g_01834
OG0000203	Prbg.g_00869	Prac.g_01833
OG0000204	Prbg.g_00870	Prac.g_01832
OG0000205	Prbg.g_00872	Prac.g_01831
OG0000206	Prbg.g_00873	Prac.g_01830
OG0000207	Prbg.g_00874	Prac.g_01829
OG0000208	Prbg.g_00875	Prac.g_01828
OG0000209	Prbg.g_00876	Prac.g_01827
OG0000210	Prbg.g_00877	Prac.g_01825
OG0000211	Prbg.g_00879	Prac.g_01824
OG0000212	Prbg.g_00880	Prac.g_01823
OG0000213	Prbg.g_00881	Prac.g_01822
OG0000214	Prbg.g_00885	Prac.g_01820
OG0000215	Prbg.g_00886	Prac.g_01819
OG0000216	Prbg.g_00888	Prac.g_01817
OG0000217	Prbg.g_00889	Prac.g_01816
OG0000218	Prbg.g_00890	Prac.g_01815
OG0000219	Prbg.g_00891	Prac.g_01814
OG0000220	Prbg.g_00894	Prac.g_01811
OG0000221	Prbg.g_00897	Prac.g_01809
OG0000222	Prbg.g_00898	Prac.g_01808
OG0000223	Prbg.g_00899	Prac.g_01807
OG0000224	Prbg.g_00901	Prac.g_01804
OG0000225	Prbg.g_00903	Prac.g_01802
OG0000226	Prbg.g_00905	Prac.g_01801
OG0000227	Prbg.g_00906	Prac.g_01800
OG0000228	Prbg.g_00907	Prac.g_01799
OG0000229	Prbg.g_00908	Prac.g_01798
OG0000230	Prbg.g_00909	Prac.g_01797
OG0000231	Prbg.g_01349	Prac.g_01795
OG0000232	Prbg.g_00911	Prac.g_01794
OG0000233	Prbg.g_00914	Prac.g_01791
OG0000234	Prbg.g_00916	Prac.g_01789
OG0000235	Prbg.g_00922	Prac.g_01785
OG0000236	Prbg.g_00923	Prac.g_01784
OG0000237	Prbg.g_00924	Prac.g_01783
OG0000238	Prbg.g_00925	Prac.g_01782
OG0000239	Prbg.g_00926	Prac.g_01781
OG0000240	Prbg.g_00928	Prac.g_01779
OG0000241	Prbg.g_00929	Prac.g_01778
OG0000242	Prbg.g_00930	Prac.g_01777
OG0000243	Prbg.g_00931	Prac.g_01776
OG0000244	Prbg.g_00932	Prac.g_01775
OG0000245	Prbg.g_00934	Prac.g_01774
OG0000246	Prbg.g_00936	Prac.g_01772
OG0000247	Prbg.g_00937	Prac.g_01771
OG0000248	Prbg.g_00938	Prac.g_01770
OG0000249	Prbg.g_00939	Prac.g_01769
OG0000250	Prbg.g_00940	Prac.g_01768
OG0000251	Prbg.g_00941	Prac.g_01767
OG0000252	Prbg.g_00942	Prac.g_01766
OG0000253	Prbg.g_00943	Prac.g_01765
OG0000254	Prbg.g_00945	Prac.g_01763
OG0000255	Prbg.g_00946	Prac.g_01762
OG0000256	Prbg.g_00949	Prac.g_01759
OG0000257	Prbg.g_00951	Prac.g_01757
OG0000258	Prbg.g_00952	Prac.g_01756
OG0000259	Prbg.g_00953	Prac.g_01755
OG0000260	Prbg.g_00954	Prac.g_01754
OG0000261	Prbg.g_00955	Prac.g_01753
OG0000262	Prbg.g_00956	Prac.g_01752
OG0000263	Prbg.g_00957	Prac.g_01751
OG0000264	Prbg.g_00959	Prac.g_01749
OG0000265	Prbg.g_00960	Prac.g_01748
OG0000266	Prbg.g_00961	Prac.g_01747
OG0000267	Prbg.g_00963	Prac.g_01745
OG0000268	Prbg.g_00965	Prac.g_01744
OG0000269	Prbg.g_00966	Prac.g_01743
OG0000270	Prbg.g_00967	Prac.g_01742
OG0000271	Prbg.g_00968	Prac.g_01741
OG0000272	Prbg.g_00969	Prac.g_01740
OG0000273	Prbg.g_00970	Prac.g_01739
OG0000274	Prbg.g_00971	Prac.g_01738
OG0000275	Prbg.g_00972	Prac.g_01737
OG0000276	Prbg.g_00973	Prac.g_01736
OG0000277	Prbg.g_00974	Prac.g_01735
OG0000278	Prbg.g_00975	Prac.g_01734
OG0000279	Prbg.g_00976	Prac.g_01733
OG0000280	Prbg.g_00977	Prac.g_01732
OG0000281	Prbg.g_00979	Prac.g_01730
OG0000282	Prbg.g_00980	Prac.g_01729
OG0000283	Prbg.g_00983	Prac.g_01726
OG0000284	Prbg.g_00984	Prac.g_01725
OG0000285	Prbg.g_00985	Prac.g_01724
OG0000286	Prbg.g_00987	Prac.g_01722
OG0000287	Prbg.g_00989	Prac.g_01721
OG0000288	Prbg.g_00990	Prac.g_01720
OG0000289	Prbg.g_00991	Prac.g_01719
OG0000290	Prbg.g_00992	Prac.g_01718
OG0000291	Prbg.g_00993	Prac.g_01717
OG0000292	Prbg.g_00994	Prac.g_01716
OG0000293	Prbg.g_00995	Prac.g_01715
OG0000294	Prbg.g_00996	Prac.g_01714
OG0000295	Prbg.g_00997	Prac.g_01713
OG0000296	Prbg.g_00998	Prac.g_01712
OG0000297	Prbg.g_00999	Prac.g_01711
OG0000298	Prbg.g_01000	Prac.g_01710
OG0000299	Prbg.g_01001	Prac.g_01709
OG0000300	Prbg.g_01002	Prac.g_01708
OG0000301	Prbg.g_01003	Prac.g_01707
OG0000302	Prbg.g_01004	Prac.g_01706
OG0000303	Prbg.g_01005	Prac.g_01705
OG0000304	Prbg.g_01007	Prac.g_01704
OG0000305	Prbg.g_01008	Prac.g_01703
OG0000306	Prbg.g_01009	Prac.g_01702
OG0000307	Prbg.g_01011	Prac.g_01701
OG0000308	Prbg.g_01012	Prac.g_01700
OG0000309	Prbg.g_01013	Prac.g_01699
OG0000310	Prbg.g_01014	Prac.g_01698
OG0000311	Prbg.g_01015	Prac.g_01697
OG0000312	Prbg.g_01017	Prac.g_01695
OG0000313	Prbg.g_01018	Prac.g_01694
OG0000314	Prbg.g_01022	Prac.g_01691
OG0000315	Prbg.g_01023	Prac.g_01690
OG0000316	Prbg.g_01025	Prac.g_01688
OG0000317	Prbg.g_01027	Prac.g_01686
OG0000318	Prbg.g_01028	Prac.g_01685
OG0000319	Prbg.g_01029	Prac.g_01684
OG0000320	Prbg.g_01030	Prac.g_01683
OG0000321	Prbg.g_01033	Prac.g_01680
OG0000322	Prbg.g_01037	Prac.g_01678
OG0000323	Prbg.g_01038	Prac.g_01677
OG0000324	Prbg.g_01041	Prac.g_01674
OG0000325	Prbg.g_01042	Prac.g_01672
OG0000326	Prbg.g_01043	Prac.g_01671
OG0000327	Prbg.g_01045	Prac.g_01669
OG0000328	Prbg.g_01046	Prac.g_01668
OG0000329	Prbg.g_00042	Prac.g_01667
OG0000330	Prbg.g_00043	Prac.g_01666
OG0000331	Prbg.g_00045	Prac.g_01665
OG0000332	Prbg.g_00046	Prac.g_01664
OG0000333	Prbg.g_00047	Prac.g_01663
OG0000334	Prbg.g_00048	Prac.g_01662
OG0000335	Prbg.g_00049	Prac.g_01661
OG0000336	Prbg.g_00051	Prac.g_01660
OG0000337	Prbg.g_00054	Prac.g_01656
OG0000338	Prbg.g_00055	Prac.g_01655
OG0000339	Prbg.g_00056	Prac.g_01654
OG0000340	Prbg.g_00057	Prac.g_01653
OG0000341	Prbg.g_00061	Prac.g_01649
OG0000342	Prbg.g_00062	Prac.g_01648
OG0000343	Prbg.g_00065	Prac.g_01646
OG0000344	Prbg.g_00066	Prac.g_01645
OG0000345	Prbg.g_00067	Prac.g_01644
OG0000346	Prbg.g_00068	Prac.g_01643
OG0000347	Prbg.g_00069	Prac.g_01642
OG0000348	Prbg.g_00071	Prac.g_01641
OG0000349	Prbg.g_00072	Prac.g_01640
OG0000350	Prbg.g_00073	Prac.g_01639
OG0000351	Prbg.g_00075	Prac.g_01636
OG0000352	Prbg.g_00078	Prac.g_01633
OG0000353	Prbg.g_00079	Prac.g_01632
OG0000354	Prbg.g_00080	Prac.g_01631
OG0000355	Prbg.g_00081	Prac.g_01630
OG0000356	Prbg.g_00082	Prac.g_01629
OG0000357	Prbg.g_00083	Prac.g_01628
OG0000358	Prbg.g_00084	Prac.g_01627
OG0000359	Prbg.g_00085	Prac.g_01626
OG0000360	Prbg.g_00087	Prac.g_01623
OG0000361	Prbg.g_00088	Prac.g_01622
OG0000362	Prbg.g_00089	Prac.g_01621
OG0000363	Prbg.g_00090	Prac.g_01620
OG0000364	Prbg.g_00091	Prac.g_01619
OG0000365	Prbg.g_00092	Prac.g_01618
OG0000366	Prbg.g_00093	Prac.g_01617
OG0000367	Prbg.g_00094	Prac.g_01616
OG0000368	Prbg.g_00095	Prac.g_01615
OG0000369	Prbg.g_00096	Prac.g_01614
OG0000370	Prbg.g_00097	Prac.g_01613
OG0000371	Prbg.g_00098	Prac.g_01612
OG0000372	Prbg.g_00099	Prac.g_01610
OG0000373	Prbg.g_00101	Prac.g_01608
OG0000374	Prbg.g_00102	Prac.g_01607
OG0000375	Prbg.g_00103	Prac.g_01606
OG0000376	Prbg.g_00104	Prac.g_01604
OG0000377	Prbg.g_00110	Prac.g_01603
OG0000378	Prbg.g_00111	Prac.g_01602
OG0000379	Prbg.g_00117	Prac.g_01200
OG0000380	Prbg.g_00119	Prac.g_01199
OG0000381	Prbg.g_00120	Prac.g_01198
OG0000382	Prbg.g_00121	Prac.g_01196
OG0000383	Prbg.g_00124	Prac.g_01193
OG0000384	Prbg.g_00125	Prac.g_01192
OG0000385	Prbg.g_00128	Prac.g_01189
OG0000386	Prbg.g_00129	Prac.g_01188
OG0000387	Prbg.g_00130	Prac.g_01187
OG0000388	Prbg.g_00131	Prac.g_01186
OG0000389	Prbg.g_00132	Prac.g_01185
OG0000390	Prbg.g_01941	Prac.g_01184
OG0000391	Prbg.g_01942	Prac.g_01183
OG0000392	Prbg.g_01943	Prac.g_01182
OG0000393	Prbg.g_00136	Prac.g_01179
OG0000394	Prbg.g_00137	Prac.g_01178
OG0000395	Prbg.g_00140	Prac.g_01176
OG0000396	Prbg.g_01214	Prac.g_01175
OG0000397	Prbg.g_01530	Prac.g_01162
OG0000398	Prbg.g_01602	Prac.g_01154
OG0000399	Prbg.g_01525	Prac.g_01153
OG0000400	Prbg.g_01714	Prac.g_01148
OG0000401	Prbg.g_00151	Prac.g_01116
OG0000402	Prbg.g_00152	Prac.g_01115
OG0000403	Prbg.g_00153	Prac.g_01114
OG0000404	Prbg.g_00155	Prac.g_01112
OG0000405	Prbg.g_00156	Prac.g_01111
OG0000406	Prbg.g_00158	Prac.g_01109
OG0000407	Prbg.g_00159	Prac.g_01108
OG0000408	Prbg.g_00160	Prac.g_01107
OG0000409	Prbg.g_00161	Prac.g_01106
OG0000410	Prbg.g_00162	Prac.g_01105
OG0000411	Prbg.g_00163	Prac.g_01104
OG0000412	Prbg.g_00164	Prac.g_01103
OG0000413	Prbg.g_00165	Prac.g_01102
OG0000414	Prbg.g_00166	Prac.g_01101
OG0000415	Prbg.g_00167	Prac.g_01100
OG0000416	Prbg.g_00168	Prac.g_01099
OG0000417	Prbg.g_00169	Prac.g_01098
OG0000418	Prbg.g_00170	Prac.g_01097
OG0000419	Prbg.g_00171	Prac.g_01096
OG0000420	Prbg.g_00172	Prac.g_01095
OG0000421	Prbg.g_00176	Prac.g_01094
OG0000422	Prbg.g_00178	Prac.g_01092
OG0000423	Prbg.g_00179	Prac.g_01091
OG0000424	Prbg.g_00180	Prac.g_01089
OG0000425	Prbg.g_00184	Prac.g_01084
OG0000426	Prbg.g_00185	Prac.g_01083
OG0000427	Prbg.g_00186	Prac.g_01082
OG0000428	Prbg.g_00188	Prac.g_01081
OG0000429	Prbg.g_00189	Prac.g_01080
OG0000430	Prbg.g_00190	Prac.g_01073
OG0000431	Prbg.g_00192	Prac.g_01071
OG0000432	Prbg.g_00193	Prac.g_01070
OG0000433	Prbg.g_00196	Prac.g_01067
OG0000434	Prbg.g_00197	Prac.g_01066
OG0000435	Prbg.g_00198	Prac.g_01065
OG0000436	Prbg.g_00200	Prac.g_01063
OG0000437	Prbg.g_00202	Prac.g_01061
OG0000438	Prbg.g_00203	Prac.g_01060
OG0000439	Prbg.g_00204	Prac.g_01059
OG0000440	Prbg.g_00206	Prac.g_01057
OG0000441	Prbg.g_00207	Prac.g_01056
OG0000442	Prbg.g_00208	Prac.g_01055
OG0000443	Prbg.g_00209	Prac.g_01054
OG0000444	Prbg.g_00210	Prac.g_01053
OG0000445	Prbg.g_00211	Prac.g_01052
OG0000446	Prbg.g_00212	Prac.g_01051
OG0000447	Prbg.g_00213	Prac.g_01050
OG0000448	Prbg.g_00214	Prac.g_01049
OG0000449	Prbg.g_00220	Prac.g_00871
OG0000450	Prbg.g_00221	Prac.g_00870
OG0000451	Prbg.g_00222	Prac.g_00869
OG0000452	Prbg.g_00223	Prac.g_00868
OG0000453	Prbg.g_00224	Prac.g_00866
OG0000454	Prbg.g_00225	Prac.g_00865
OG0000455	Prbg.g_00226	Prac.g_00864
OG0000456	Prbg.g_00227	Prac.g_00863
OG0000457	Prbg.g_00229	Prac.g_00861
OG0000458	Prbg.g_00231	Prac.g_00859
OG0000459	Prbg.g_00232	Prac.g_00858
OG0000460	Prbg.g_00234	Prac.g_00857
OG0000461	Prbg.g_00235	Prac.g_00856
OG0000462	Prbg.g_00236	Prac.g_00855
OG0000463	Prbg.g_00237	Prac.g_00854
OG0000464	Prbg.g_00241	Prac.g_00849
OG0000465	Prbg.g_00242	Prac.g_00847
OG0000466	Prbg.g_00243	Prac.g_00846
OG0000467	Prbg.g_00244	Prac.g_00845
OG0000468	Prbg.g_00245	Prac.g_00844
OG0000469	Prbg.g_00246	Prac.g_00843
OG0000470	Prbg.g_00247	Prac.g_00842
OG0000471	Prbg.g_00248	Prac.g_00841
OG0000472	Prbg.g_00251	Prac.g_00838
OG0000473	Prbg.g_00252	Prac.g_00837
OG0000474	Prbg.g_00253	Prac.g_00836
OG0000475	Prbg.g_00254	Prac.g_00835
OG0000476	Prbg.g_00255	Prac.g_00834
OG0000477	Prbg.g_00257	Prac.g_00832
OG0000478	Prbg.g_00258	Prac.g_00831
OG0000479	Prbg.g_00259	Prac.g_00830
OG0000480	Prbg.g_00261	Prac.g_00828
OG0000481	Prbg.g_00262	Prac.g_00827
OG0000482	Prbg.g_00264	Prac.g_00826
OG0000483	Prbg.g_00265	Prac.g_00825
OG0000484	Prbg.g_00266	Prac.g_00824
OG0000485	Prbg.g_00267	Prac.g_00823
OG0000486	Prbg.g_00268	Prac.g_00822
OG0000487	Prbg.g_00269	Prac.g_00821
OG0000488	Prbg.g_00271	Prac.g_00819
OG0000489	Prbg.g_00272	Prac.g_00818
OG0000490	Prbg.g_00273	Prac.g_00817
OG0000491	Prbg.g_00274	Prac.g_00816
OG0000492	Prbg.g_00275	Prac.g_00815
OG0000493	Prbg.g_00276	Prac.g_00814
OG0000494	Prbg.g_00277	Prac.g_00812
OG0000495	Prbg.g_00278	Prac.g_00811
OG0000496	Prbg.g_00280	Prac.g_00810
OG0000497	Prbg.g_00282	Prac.g_00809
OG0000498	Prbg.g_00283	Prac.g_00808
OG0000499	Prbg.g_00285	Prac.g_00806
OG0000500	Prbg.g_00286	Prac.g_00805
OG0000501	Prbg.g_00288	Prac.g_00803
OG0000502	Prbg.g_00289	Prac.g_00802
OG0000503	Prbg.g_00290	Prac.g_00801
OG0000504	Prbg.g_00291	Prac.g_00800
OG0000505	Prbg.g_00292	Prac.g_00799
OG0000506	Prbg.g_00293	Prac.g_00798
OG0000507	Prbg.g_00294	Prac.g_00797
OG0000508	Prbg.g_00296	Prac.g_00795
OG0000509	Prbg.g_00297	Prac.g_00794
OG0000510	Prbg.g_00298	Prac.g_00793
OG0000511	Prbg.g_00299	Prac.g_00792
OG0000512	Prbg.g_00300	Prac.g_00791
OG0000513	Prbg.g_00301	Prac.g_00790
OG0000514	Prbg.g_00302	Prac.g_00789
OG0000515	Prbg.g_00305	Prac.g_00787
OG0000516	Prbg.g_00306	Prac.g_00786
OG0000517	Prbg.g_00307	Prac.g_00785
OG0000518	Prbg.g_00310	Prac.g_00782
OG0000519	Prbg.g_00311	Prac.g_00780
OG0000520	Prbg.g_00312	Prac.g_00779
OG0000521	Prbg.g_00313	Prac.g_00778
OG0000522	Prbg.g_00314	Prac.g_00777
OG0000523	Prbg.g_00315	Prac.g_00776
OG0000524	Prbg.g_00316	Prac.g_00775
OG0000525	Prbg.g_00318	Prac.g_00772
OG0000526	Prbg.g_00319	Prac.g_00771
OG0000527	Prbg.g_00320	Prac.g_00770
OG0000528	Prbg.g_00321	Prac.g_00769
OG0000529	Prbg.g_00322	Prac.g_00768
OG0000530	Prbg.g_00323	Prac.g_00767
OG0000531	Prbg.g_00325	Prac.g_00766
OG0000532	Prbg.g_00326	Prac.g_00765
OG0000533	Prbg.g_00327	Prac.g_00764
OG0000534	Prbg.g_00328	Prac.g_00763
OG0000535	Prbg.g_00329	Prac.g_00762
OG0000536	Prbg.g_00330	Prac.g_00761
OG0000537	Prbg.g_00331	Prac.g_00760
OG0000538	Prbg.g_00332	Prac.g_00759
OG0000539	Prbg.g_00333	Prac.g_00758
OG0000540	Prbg.g_00334	Prac.g_00757
OG0000541	Prbg.g_00335	Prac.g_00756
OG0000542	Prbg.g_00336	Prac.g_00755
OG0000543	Prbg.g_00337	Prac.g_00754
OG0000544	Prbg.g_00338	Prac.g_00753
OG0000545	Prbg.g_00340	Prac.g_00750
OG0000546	Prbg.g_00341	Prac.g_00749
OG0000547	Prbg.g_00343	Prac.g_00747
OG0000548	Prbg.g_00345	Prac.g_00746
OG0000549	Prbg.g_00346	Prac.g_00745
OG0000550	Prbg.g_00347	Prac.g_00744
OG0000551	Prbg.g_00349	Prac.g_00743
OG0000552	Prbg.g_00350	Prac.g_00742
OG0000553	Prbg.g_01427	Prac.g_00741
OG0000554	Prbg.g_01426	Prac.g_00740
OG0000555	Prbg.g_01425	Prac.g_00739
