Orthogroup	Prbg	Prbk
OG0000089	Prbg.g_00896	Prbk.g_00206
OG0000090	Prbg.g_00913	Prbk.g_00559
OG0000091	Prbg.g_00947	Prbk.g_00776
OG0000092	Prbg.g_00948	Prbk.g_00777
OG0000093	Prbg.g_00962	Prbk.g_01280
OG0000094	Prbg.g_00981	Prbk.g_01251
OG0000095	Prbg.g_00986	Prbk.g_00632
OG0000096	Prbg.g_01034	Prbk.g_01001
OG0000097	Prbg.g_00053	Prbk.g_00409
OG0000098	Prbg.g_00064	Prbk.g_00422
OG0000099	Prbg.g_00074	Prbk.g_00434
OG0000100	Prbg.g_00077	Prbk.g_00438
OG0000101	Prbg.g_00139	Prbk.g_00361
OG0000102	Prbg.g_00459	Prbk.g_02209
OG0000103	Prbg.g_00195	Prbk.g_02114
OG0000104	Prbg.g_00199	Prbk.g_02061
OG0000105	Prbg.g_00219	Prbk.g_01862
OG0000106	Prbg.g_00249	Prbk.g_01078
OG0000107	Prbg.g_00250	Prbk.g_01080
OG0000108	Prbg.g_00260	Prbk.g_02684
OG0000109	Prbg.g_00270	Prbk.g_01890
OG0000110	Prbg.g_00287	Prbk.g_01871
OG0000111	Prbg.g_01405	Prbk.g_00740
OG0000112	Prbg.g_01404	Prbk.g_00739
OG0000113	Prbg.g_01354	Prbk.g_02370
OG0000114	Prbg.g_01157	Prbk.g_02466
OG0000115	Prbg.g_01287	Prbk.g_02324
OG0000116	Prbg.g_01291	Prbk.g_02316
OG0000117	Prbg.g_01237	Prbk.g_00059
OG0000118	Prbg.g_01531	Prbk.g_02271
OG0000119	Prbg.g_00752	Prbk.g_02197
OG0000120	Prbg.g_01480	Prbk.g_00144
OG0000121	Prbg.g_01457	Prbk.g_00138
OG0000122	Prbg.g_01437	Prbk.g_00185
OG0000123	Prbg.g_00352	Prbk.g_00121
OG0000124	Prbg.g_00687	Prbk.g_00066
OG0000125	Prbg.g_00490	Prbk.g_01169
OG0000126	Prbg.g_00529	Prbk.g_02052
OG0000127	Prbg.g_00579	Prbk.g_00243
OG0000128	Prbg.g_00592	Prbk.g_00260
OG0000129	Prbg.g_00628	Prbk.g_01212
OG0000130	Prbg.g_01647	Prbk.g_00913
OG0000131	Prbg.g_01686	Prbk.g_01417
OG0000132	Prbg.g_01689	Prbk.g_01414
OG0000133	Prbg.g_01743	Prbk.g_00987
OG0000134	Prbg.g_01779	Prbk.g_00950
OG0000135	Prbg.g_01781	Prbk.g_00948
OG0000136	Prbg.g_01831	Prbk.g_00528
OG0000137	Prbg.g_01865	Prbk.g_01540
OG0000138	Prbg.g_01900	Prbk.g_02168
OG0000139	Prbg.g_01931	Prbk.g_02252
OG0000140	Prbg.g_00768	Prbk.g_02279
OG0000141	Prbg.g_00769	Prbk.g_02280
OG0000142	Prbg.g_00771	Prbk.g_02282
OG0000143	Prbg.g_00772	Prbk.g_02283
OG0000144	Prbg.g_00774	Prbk.g_02285
OG0000145	Prbg.g_00775	Prbk.g_02287
OG0000146	Prbg.g_00776	Prbk.g_02288
OG0000147	Prbg.g_00777	Prbk.g_02289
OG0000148	Prbg.g_00779	Prbk.g_02291
OG0000149	Prbg.g_00860	Prbk.g_01639
OG0000150	Prbg.g_00859	Prbk.g_01638
OG0000151	Prbg.g_00858	Prbk.g_01633
OG0000152	Prbg.g_00857	Prbk.g_01632
OG0000153	Prbg.g_00856	Prbk.g_01631
OG0000154	Prbg.g_00855	Prbk.g_01630
OG0000155	Prbg.g_00854	Prbk.g_01629
OG0000156	Prbg.g_00853	Prbk.g_01628
OG0000157	Prbg.g_00852	Prbk.g_01627
OG0000158	Prbg.g_00850	Prbk.g_01625
OG0000159	Prbg.g_00849	Prbk.g_01624
OG0000160	Prbg.g_00848	Prbk.g_01623
OG0000161	Prbg.g_00847	Prbk.g_01622
OG0000162	Prbg.g_00846	Prbk.g_01621
OG0000163	Prbg.g_00844	Prbk.g_01619
OG0000164	Prbg.g_00841	Prbk.g_01614
OG0000165	Prbg.g_00838	Prbk.g_01609
OG0000166	Prbg.g_00837	Prbk.g_01608
OG0000167	Prbg.g_00836	Prbk.g_01607
OG0000168	Prbg.g_00834	Prbk.g_01606
OG0000169	Prbg.g_00832	Prbk.g_01604
OG0000170	Prbg.g_00830	Prbk.g_02158
OG0000171	Prbg.g_00829	Prbk.g_02156
OG0000172	Prbg.g_00828	Prbk.g_02155
OG0000173	Prbg.g_00825	Prbk.g_02148
OG0000174	Prbg.g_00824	Prbk.g_02141
OG0000175	Prbg.g_00823	Prbk.g_02133
OG0000176	Prbg.g_00821	Prbk.g_02125
OG0000177	Prbg.g_00820	Prbk.g_02124
OG0000178	Prbg.g_00818	Prbk.g_02123
OG0000179	Prbg.g_00806	Prbk.g_01326
OG0000180	Prbg.g_00805	Prbk.g_01324
OG0000181	Prbg.g_00804	Prbk.g_01323
OG0000182	Prbg.g_00800	Prbk.g_01320
OG0000183	Prbg.g_00799	Prbk.g_01319
OG0000184	Prbg.g_00796	Prbk.g_01315
OG0000185	Prbg.g_00792	Prbk.g_01309
OG0000186	Prbg.g_00791	Prbk.g_01308
OG0000187	Prbg.g_00017	Prbk.g_01665
OG0000188	Prbg.g_00790	Prbk.g_01307
OG0000189	Prbg.g_00789	Prbk.g_01304
OG0000190	Prbg.g_00788	Prbk.g_01303
OG0000191	Prbg.g_00787	Prbk.g_01302
OG0000192	Prbg.g_00786	Prbk.g_01301
OG0000193	Prbg.g_00785	Prbk.g_01300
OG0000194	Prbg.g_00784	Prbk.g_01299
OG0000195	Prbg.g_00782	Prbk.g_01295
OG0000196	Prbg.g_00781	Prbk.g_01294
OG0000197	Prbg.g_00780	Prbk.g_00035
OG0000198	Prbg.g_00861	Prbk.g_00031
OG0000199	Prbg.g_00864	Prbk.g_00026
OG0000200	Prbg.g_00865	Prbk.g_00025
OG0000201	Prbg.g_00866	Prbk.g_00024
OG0000202	Prbg.g_00868	Prbk.g_00022
OG0000203	Prbg.g_00869	Prbk.g_00021
OG0000204	Prbg.g_00870	Prbk.g_00020
OG0000205	Prbg.g_00872	Prbk.g_00018
OG0000206	Prbg.g_00873	Prbk.g_00017
OG0000207	Prbg.g_00874	Prbk.g_00016
OG0000208	Prbg.g_00875	Prbk.g_00015
OG0000209	Prbg.g_00876	Prbk.g_00014
OG0000210	Prbg.g_00877	Prbk.g_00012
OG0000211	Prbg.g_00879	Prbk.g_00011
OG0000212	Prbg.g_00880	Prbk.g_00010
OG0000213	Prbg.g_00881	Prbk.g_00007
OG0000214	Prbg.g_00885	Prbk.g_00001
OG0000215	Prbg.g_00886	Prbk.g_00190
OG0000216	Prbg.g_00888	Prbk.g_00192
OG0000217	Prbg.g_00889	Prbk.g_00194
OG0000218	Prbg.g_00890	Prbk.g_00196
OG0000219	Prbg.g_00891	Prbk.g_00197
OG0000220	Prbg.g_00894	Prbk.g_00202
OG0000221	Prbg.g_00897	Prbk.g_00207
OG0000222	Prbg.g_00898	Prbk.g_00208
OG0000223	Prbg.g_00899	Prbk.g_00209
OG0000224	Prbg.g_00901	Prbk.g_00542
OG0000225	Prbg.g_00903	Prbk.g_00544
OG0000226	Prbg.g_00905	Prbk.g_00547
OG0000227	Prbg.g_00906	Prbk.g_00549
OG0000228	Prbg.g_00907	Prbk.g_00550
OG0000229	Prbg.g_00908	Prbk.g_00551
OG0000230	Prbg.g_00909	Prbk.g_00552
OG0000231	Prbg.g_01349	Prbk.g_00554
OG0000232	Prbg.g_00911	Prbk.g_00555
OG0000233	Prbg.g_00914	Prbk.g_00560
OG0000234	Prbg.g_00916	Prbk.g_00749
OG0000235	Prbg.g_00922	Prbk.g_00751
OG0000236	Prbg.g_00923	Prbk.g_00752
OG0000237	Prbg.g_00924	Prbk.g_00753
OG0000238	Prbg.g_00925	Prbk.g_00754
OG0000239	Prbg.g_00926	Prbk.g_00755
OG0000240	Prbg.g_00928	Prbk.g_00757
OG0000241	Prbg.g_00929	Prbk.g_00758
OG0000242	Prbg.g_00930	Prbk.g_00759
OG0000243	Prbg.g_00931	Prbk.g_00760
OG0000244	Prbg.g_00932	Prbk.g_00761
OG0000245	Prbg.g_00934	Prbk.g_00763
OG0000246	Prbg.g_00936	Prbk.g_00765
OG0000247	Prbg.g_00937	Prbk.g_00766
OG0000248	Prbg.g_00938	Prbk.g_00767
OG0000249	Prbg.g_00939	Prbk.g_00768
OG0000250	Prbg.g_00940	Prbk.g_00769
OG0000251	Prbg.g_00941	Prbk.g_00770
OG0000252	Prbg.g_00942	Prbk.g_00771
OG0000253	Prbg.g_00943	Prbk.g_00772
OG0000254	Prbg.g_00945	Prbk.g_00774
OG0000255	Prbg.g_00946	Prbk.g_00775
OG0000256	Prbg.g_00949	Prbk.g_00778
OG0000257	Prbg.g_00951	Prbk.g_00779
OG0000258	Prbg.g_00952	Prbk.g_00780
OG0000259	Prbg.g_00953	Prbk.g_00781
OG0000260	Prbg.g_00954	Prbk.g_00782
OG0000261	Prbg.g_00955	Prbk.g_00783
OG0000262	Prbg.g_00956	Prbk.g_00784
OG0000263	Prbg.g_00957	Prbk.g_00785
OG0000264	Prbg.g_00959	Prbk.g_02425
OG0000265	Prbg.g_00960	Prbk.g_01283
OG0000266	Prbg.g_00961	Prbk.g_01281
OG0000267	Prbg.g_00963	Prbk.g_01277
OG0000268	Prbg.g_00965	Prbk.g_01275
OG0000269	Prbg.g_00966	Prbk.g_01272
OG0000270	Prbg.g_00967	Prbk.g_01270
OG0000271	Prbg.g_00968	Prbk.g_01267
OG0000272	Prbg.g_00969	Prbk.g_01266
OG0000273	Prbg.g_00970	Prbk.g_01263
OG0000274	Prbg.g_00971	Prbk.g_01261
OG0000275	Prbg.g_00972	Prbk.g_01260
OG0000276	Prbg.g_00973	Prbk.g_01259
OG0000277	Prbg.g_00974	Prbk.g_01258
OG0000278	Prbg.g_00975	Prbk.g_01257
OG0000279	Prbg.g_00976	Prbk.g_01256
OG0000280	Prbg.g_00977	Prbk.g_01255
OG0000281	Prbg.g_00979	Prbk.g_01253
OG0000282	Prbg.g_00980	Prbk.g_01252
OG0000283	Prbg.g_00983	Prbk.g_01245
OG0000284	Prbg.g_00984	Prbk.g_01244
OG0000285	Prbg.g_00985	Prbk.g_00631
OG0000286	Prbg.g_00987	Prbk.g_00633
OG0000287	Prbg.g_00989	Prbk.g_00686
OG0000288	Prbg.g_00990	Prbk.g_00685
OG0000289	Prbg.g_00991	Prbk.g_00683
OG0000290	Prbg.g_00992	Prbk.g_00682
OG0000291	Prbg.g_00993	Prbk.g_00680
OG0000292	Prbg.g_00994	Prbk.g_00670
OG0000293	Prbg.g_00995	Prbk.g_00669
OG0000294	Prbg.g_00996	Prbk.g_00668
OG0000295	Prbg.g_00997	Prbk.g_00662
OG0000296	Prbg.g_00998	Prbk.g_00661
OG0000297	Prbg.g_00999	Prbk.g_00658
OG0000298	Prbg.g_01000	Prbk.g_00657
OG0000299	Prbg.g_01001	Prbk.g_00656
OG0000300	Prbg.g_01002	Prbk.g_00655
OG0000301	Prbg.g_01003	Prbk.g_00654
OG0000302	Prbg.g_01004	Prbk.g_00653
OG0000303	Prbg.g_01005	Prbk.g_00652
OG0000304	Prbg.g_01007	Prbk.g_00650
OG0000305	Prbg.g_01008	Prbk.g_00649
OG0000306	Prbg.g_01009	Prbk.g_00648
OG0000307	Prbg.g_01011	Prbk.g_01364
OG0000308	Prbg.g_01012	Prbk.g_01136
OG0000309	Prbg.g_01013	Prbk.g_01135
OG0000310	Prbg.g_01014	Prbk.g_01134
OG0000311	Prbg.g_01015	Prbk.g_01368
OG0000312	Prbg.g_01017	Prbk.g_01369
OG0000313	Prbg.g_01018	Prbk.g_01521
OG0000314	Prbg.g_01022	Prbk.g_01515
OG0000315	Prbg.g_01023	Prbk.g_01514
OG0000316	Prbg.g_01025	Prbk.g_01900
OG0000317	Prbg.g_01027	Prbk.g_01012
OG0000318	Prbg.g_01028	Prbk.g_01011
OG0000319	Prbg.g_01029	Prbk.g_01010
OG0000320	Prbg.g_01030	Prbk.g_01008
OG0000321	Prbg.g_01033	Prbk.g_01003
OG0000322	Prbg.g_01037	Prbk.g_00371
OG0000323	Prbg.g_01038	Prbk.g_00372
OG0000324	Prbg.g_01041	Prbk.g_00374
OG0000325	Prbg.g_01042	Prbk.g_00376
OG0000326	Prbg.g_01043	Prbk.g_00378
OG0000327	Prbg.g_01045	Prbk.g_00384
OG0000328	Prbg.g_01046	Prbk.g_01365
OG0000329	Prbg.g_00042	Prbk.g_00397
OG0000330	Prbg.g_00043	Prbk.g_00398
OG0000331	Prbg.g_00045	Prbk.g_00400
OG0000332	Prbg.g_00046	Prbk.g_00401
OG0000333	Prbg.g_00047	Prbk.g_00402
OG0000334	Prbg.g_00048	Prbk.g_00403
OG0000335	Prbg.g_00049	Prbk.g_00404
OG0000336	Prbg.g_00051	Prbk.g_00406
OG0000337	Prbg.g_00054	Prbk.g_00411
OG0000338	Prbg.g_00055	Prbk.g_00412
OG0000339	Prbg.g_00056	Prbk.g_00413
OG0000340	Prbg.g_00057	Prbk.g_00415
OG0000341	Prbg.g_00061	Prbk.g_00420
OG0000342	Prbg.g_00062	Prbk.g_00421
OG0000343	Prbg.g_00065	Prbk.g_00423
OG0000344	Prbg.g_00066	Prbk.g_00425
OG0000345	Prbg.g_00067	Prbk.g_00426
OG0000346	Prbg.g_00068	Prbk.g_00427
OG0000347	Prbg.g_00069	Prbk.g_00428
OG0000348	Prbg.g_00071	Prbk.g_00429
OG0000349	Prbg.g_00072	Prbk.g_00430
OG0000350	Prbg.g_00073	Prbk.g_00431
OG0000351	Prbg.g_00075	Prbk.g_00435
OG0000352	Prbg.g_00078	Prbk.g_00439
OG0000353	Prbg.g_00079	Prbk.g_00442
OG0000354	Prbg.g_00080	Prbk.g_00443
OG0000355	Prbg.g_00081	Prbk.g_00444
OG0000356	Prbg.g_00082	Prbk.g_00449
OG0000357	Prbg.g_00083	Prbk.g_00450
OG0000358	Prbg.g_00084	Prbk.g_00451
OG0000359	Prbg.g_00085	Prbk.g_00453
OG0000360	Prbg.g_00087	Prbk.g_00456
OG0000361	Prbg.g_00088	Prbk.g_00457
OG0000362	Prbg.g_00089	Prbk.g_00458
OG0000363	Prbg.g_00090	Prbk.g_00460
OG0000364	Prbg.g_00091	Prbk.g_00461
OG0000365	Prbg.g_00092	Prbk.g_00462
OG0000366	Prbg.g_00093	Prbk.g_00463
OG0000367	Prbg.g_00094	Prbk.g_00464
OG0000368	Prbg.g_00095	Prbk.g_00465
OG0000369	Prbg.g_00096	Prbk.g_00466
OG0000370	Prbg.g_00097	Prbk.g_00467
OG0000371	Prbg.g_00098	Prbk.g_00468
OG0000372	Prbg.g_00099	Prbk.g_00471
OG0000373	Prbg.g_00101	Prbk.g_00481
OG0000374	Prbg.g_00102	Prbk.g_00483
OG0000375	Prbg.g_00103	Prbk.g_00492
OG0000376	Prbg.g_00104	Prbk.g_00853
OG0000377	Prbg.g_00110	Prbk.g_00860
OG0000378	Prbg.g_00111	Prbk.g_00861
OG0000379	Prbg.g_00117	Prbk.g_00871
OG0000380	Prbg.g_00119	Prbk.g_00873
OG0000381	Prbg.g_00120	Prbk.g_00874
OG0000382	Prbg.g_00121	Prbk.g_00876
OG0000383	Prbg.g_00124	Prbk.g_00881
OG0000384	Prbg.g_00125	Prbk.g_00882
OG0000385	Prbg.g_00128	Prbk.g_00888
OG0000386	Prbg.g_00129	Prbk.g_00889
OG0000387	Prbg.g_00130	Prbk.g_00890
OG0000388	Prbg.g_00131	Prbk.g_00891
OG0000389	Prbg.g_00132	Prbk.g_00892
OG0000390	Prbg.g_01941	Prbk.g_00893
OG0000391	Prbg.g_01942	Prbk.g_00894
OG0000392	Prbg.g_01943	Prbk.g_00895
OG0000393	Prbg.g_00136	Prbk.g_00365
OG0000394	Prbg.g_00137	Prbk.g_00364
OG0000395	Prbg.g_00140	Prbk.g_00360
OG0000396	Prbg.g_01214	Prbk.g_02556
OG0000397	Prbg.g_01530	Prbk.g_01321
OG0000398	Prbg.g_01602	Prbk.g_00924
OG0000399	Prbg.g_01525	Prbk.g_01693
OG0000400	Prbg.g_01714	Prbk.g_01902
OG0000401	Prbg.g_00151	Prbk.g_00352
OG0000402	Prbg.g_00152	Prbk.g_00351
OG0000403	Prbg.g_00153	Prbk.g_00339
OG0000404	Prbg.g_00155	Prbk.g_00329
OG0000405	Prbg.g_00156	Prbk.g_00328
OG0000406	Prbg.g_00158	Prbk.g_00326
OG0000407	Prbg.g_00159	Prbk.g_00325
OG0000408	Prbg.g_00160	Prbk.g_00324
OG0000409	Prbg.g_00161	Prbk.g_00323
OG0000410	Prbg.g_00162	Prbk.g_00321
OG0000411	Prbg.g_00163	Prbk.g_00320
OG0000412	Prbg.g_00164	Prbk.g_00319
OG0000413	Prbg.g_00165	Prbk.g_00318
OG0000414	Prbg.g_00166	Prbk.g_00317
OG0000415	Prbg.g_00167	Prbk.g_00316
OG0000416	Prbg.g_00168	Prbk.g_00315
OG0000417	Prbg.g_00169	Prbk.g_00311
OG0000418	Prbg.g_00170	Prbk.g_00310
OG0000419	Prbg.g_00171	Prbk.g_00309
OG0000420	Prbg.g_00172	Prbk.g_00308
OG0000421	Prbg.g_00176	Prbk.g_00301
OG0000422	Prbg.g_00178	Prbk.g_00299
OG0000423	Prbg.g_00179	Prbk.g_00298
OG0000424	Prbg.g_00180	Prbk.g_00295
OG0000425	Prbg.g_00184	Prbk.g_02088
OG0000426	Prbg.g_00185	Prbk.g_02089
OG0000427	Prbg.g_00186	Prbk.g_02092
OG0000428	Prbg.g_00188	Prbk.g_02105
OG0000429	Prbg.g_00189	Prbk.g_02107
OG0000430	Prbg.g_00190	Prbk.g_02109
OG0000431	Prbg.g_00192	Prbk.g_02111
OG0000432	Prbg.g_00193	Prbk.g_02112
OG0000433	Prbg.g_00196	Prbk.g_02053
OG0000434	Prbg.g_00197	Prbk.g_02056
OG0000435	Prbg.g_00198	Prbk.g_02060
OG0000436	Prbg.g_00200	Prbk.g_02062
OG0000437	Prbg.g_00202	Prbk.g_02064
OG0000438	Prbg.g_00203	Prbk.g_02065
OG0000439	Prbg.g_00204	Prbk.g_02066
OG0000440	Prbg.g_00206	Prbk.g_02069
OG0000441	Prbg.g_00207	Prbk.g_02071
OG0000442	Prbg.g_00208	Prbk.g_02072
OG0000443	Prbg.g_00209	Prbk.g_02073
OG0000444	Prbg.g_00210	Prbk.g_02074
OG0000445	Prbg.g_00211	Prbk.g_02075
OG0000446	Prbg.g_00212	Prbk.g_02076
OG0000447	Prbg.g_00213	Prbk.g_02077
OG0000448	Prbg.g_00214	Prbk.g_02078
OG0000449	Prbg.g_00220	Prbk.g_01865
OG0000450	Prbg.g_00221	Prbk.g_01041
OG0000451	Prbg.g_00222	Prbk.g_01042
OG0000452	Prbg.g_00223	Prbk.g_01043
OG0000453	Prbg.g_00224	Prbk.g_01046
OG0000454	Prbg.g_00225	Prbk.g_01047
OG0000455	Prbg.g_00226	Prbk.g_01048
OG0000456	Prbg.g_00227	Prbk.g_01049
OG0000457	Prbg.g_00229	Prbk.g_01050
OG0000458	Prbg.g_00231	Prbk.g_01051
OG0000459	Prbg.g_00232	Prbk.g_01052
OG0000460	Prbg.g_00234	Prbk.g_01054
OG0000461	Prbg.g_00235	Prbk.g_01055
OG0000462	Prbg.g_00236	Prbk.g_01056
OG0000463	Prbg.g_00237	Prbk.g_01061
OG0000464	Prbg.g_00241	Prbk.g_01066
OG0000465	Prbg.g_00242	Prbk.g_01067
OG0000466	Prbg.g_00243	Prbk.g_01068
OG0000467	Prbg.g_00244	Prbk.g_01070
OG0000468	Prbg.g_00245	Prbk.g_01071
OG0000469	Prbg.g_00246	Prbk.g_01076
OG0000470	Prbg.g_00247	Prbk.g_01965
OG0000471	Prbg.g_00248	Prbk.g_01772
OG0000472	Prbg.g_00251	Prbk.g_01081
OG0000473	Prbg.g_00252	Prbk.g_01083
OG0000474	Prbg.g_00253	Prbk.g_01085
OG0000475	Prbg.g_00254	Prbk.g_01086
OG0000476	Prbg.g_00255	Prbk.g_01092
OG0000477	Prbg.g_00257	Prbk.g_01095
OG0000478	Prbg.g_00258	Prbk.g_01097
OG0000479	Prbg.g_00259	Prbk.g_01099
OG0000480	Prbg.g_00261	Prbk.g_02686
OG0000481	Prbg.g_00262	Prbk.g_01898
OG0000482	Prbg.g_00264	Prbk.g_01897
OG0000483	Prbg.g_00265	Prbk.g_01895
OG0000484	Prbg.g_00266	Prbk.g_01894
OG0000485	Prbg.g_00267	Prbk.g_01893
OG0000486	Prbg.g_00268	Prbk.g_01892
OG0000487	Prbg.g_00269	Prbk.g_01891
OG0000488	Prbg.g_00271	Prbk.g_01889
OG0000489	Prbg.g_00272	Prbk.g_01888
OG0000490	Prbg.g_00273	Prbk.g_01887
OG0000491	Prbg.g_00274	Prbk.g_01886
OG0000492	Prbg.g_00275	Prbk.g_01885
OG0000493	Prbg.g_00276	Prbk.g_01884
OG0000494	Prbg.g_00277	Prbk.g_01882
OG0000495	Prbg.g_00278	Prbk.g_01881
OG0000496	Prbg.g_00280	Prbk.g_01879
OG0000497	Prbg.g_00282	Prbk.g_01877
OG0000498	Prbg.g_00283	Prbk.g_01876
OG0000499	Prbg.g_00285	Prbk.g_01874
OG0000500	Prbg.g_00286	Prbk.g_01873
OG0000501	Prbg.g_00288	Prbk.g_01104
OG0000502	Prbg.g_00289	Prbk.g_01105
OG0000503	Prbg.g_00290	Prbk.g_01106
OG0000504	Prbg.g_00291	Prbk.g_01108
OG0000505	Prbg.g_00292	Prbk.g_01109
OG0000506	Prbg.g_00293	Prbk.g_01110
OG0000507	Prbg.g_00294	Prbk.g_01111
OG0000508	Prbg.g_00296	Prbk.g_01115
OG0000509	Prbg.g_00297	Prbk.g_01116
OG0000510	Prbg.g_00298	Prbk.g_01117
OG0000511	Prbg.g_00299	Prbk.g_01118
OG0000512	Prbg.g_00300	Prbk.g_01119
OG0000513	Prbg.g_00301	Prbk.g_01120
OG0000514	Prbg.g_00302	Prbk.g_01121
OG0000515	Prbg.g_00305	Prbk.g_01124
OG0000516	Prbg.g_00306	Prbk.g_01125
OG0000517	Prbg.g_00307	Prbk.g_01126
OG0000518	Prbg.g_00310	Prbk.g_01130
OG0000519	Prbg.g_00311	Prbk.g_01131
OG0000520	Prbg.g_00312	Prbk.g_01132
OG0000521	Prbg.g_00313	Prbk.g_01133
OG0000522	Prbg.g_00314	Prbk.g_01139
OG0000523	Prbg.g_00315	Prbk.g_01140
OG0000524	Prbg.g_00316	Prbk.g_01141
OG0000525	Prbg.g_00318	Prbk.g_01143
OG0000526	Prbg.g_00319	Prbk.g_01144
OG0000527	Prbg.g_00320	Prbk.g_01145
OG0000528	Prbg.g_00321	Prbk.g_01146
OG0000529	Prbg.g_00322	Prbk.g_01147
OG0000530	Prbg.g_00323	Prbk.g_01148
OG0000531	Prbg.g_00325	Prbk.g_01151
OG0000532	Prbg.g_00326	Prbk.g_01153
OG0000533	Prbg.g_00327	Prbk.g_01154
OG0000534	Prbg.g_00328	Prbk.g_01155
OG0000535	Prbg.g_00329	Prbk.g_01156
OG0000536	Prbg.g_00330	Prbk.g_01157
OG0000537	Prbg.g_00331	Prbk.g_01158
OG0000538	Prbg.g_00332	Prbk.g_01159
OG0000539	Prbg.g_00333	Prbk.g_01161
OG0000540	Prbg.g_00334	Prbk.g_01163
OG0000541	Prbg.g_00335	Prbk.g_02602
OG0000542	Prbg.g_00336	Prbk.g_02603
OG0000543	Prbg.g_00337	Prbk.g_02604
OG0000544	Prbg.g_00338	Prbk.g_02605
OG0000545	Prbg.g_00340	Prbk.g_02608
OG0000546	Prbg.g_00341	Prbk.g_02609
OG0000547	Prbg.g_00343	Prbk.g_02611
OG0000548	Prbg.g_00345	Prbk.g_02616
OG0000549	Prbg.g_00346	Prbk.g_02617
