Orthogroup	Prbg	Prav
OG0000121	Prbg.g_01457	Prav.g_01856
OG0000122	Prbg.g_01437	Prav.g_01837, Prav.g_00955
OG0000123	Prbg.g_00352	Prav.g_01824
OG0000124	Prbg.g_00687	Prav.g_02003
OG0000125	Prbg.g_00490	Prav.g_01450
OG0000126	Prbg.g_00529	Prav.g_01473
OG0000127	Prbg.g_00579	Prav.g_01565
OG0000128	Prbg.g_00592	Prav.g_01579
OG0000129	Prbg.g_00628	Prav.g_01615
OG0000130	Prbg.g_01647	Prav.g_01759
OG0000131	Prbg.g_01686	Prav.g_01797
OG0000132	Prbg.g_01689	Prav.g_01800
OG0000133	Prbg.g_01743	Prav.g_00591
OG0000134	Prbg.g_01779	Prav.g_00627
OG0000135	Prbg.g_01781	Prav.g_00629
OG0000136	Prbg.g_01831	Prav.g_00674
OG0000137	Prbg.g_01865	Prav.g_00706
OG0000138	Prbg.g_01900	Prav.g_00741
OG0000139	Prbg.g_01931	Prav.g_00768
OG0000140	Prbg.g_00768	Prav.g_00787
OG0000141	Prbg.g_00769	Prav.g_00788
OG0000142	Prbg.g_00771	Prav.g_00790
OG0000143	Prbg.g_00772	Prav.g_00791
OG0000144	Prbg.g_00774	Prav.g_00793
OG0000145	Prbg.g_00775	Prav.g_00794
OG0000146	Prbg.g_00776	Prav.g_00795
OG0000147	Prbg.g_00777	Prav.g_00078
OG0000148	Prbg.g_00779	Prav.g_00080
OG0000149	Prbg.g_00860	Prav.g_00082
OG0000150	Prbg.g_00859	Prav.g_00083
OG0000151	Prbg.g_00858	Prav.g_00084
OG0000152	Prbg.g_00857	Prav.g_00085
OG0000153	Prbg.g_00856	Prav.g_00086
OG0000154	Prbg.g_00855	Prav.g_00087
OG0000155	Prbg.g_00854	Prav.g_00088
OG0000156	Prbg.g_00853	Prav.g_00089
OG0000157	Prbg.g_00852	Prav.g_00090
OG0000158	Prbg.g_00850	Prav.g_00092
OG0000159	Prbg.g_00849	Prav.g_00093
OG0000160	Prbg.g_00848	Prav.g_00094
OG0000161	Prbg.g_00847	Prav.g_00095
OG0000162	Prbg.g_00846	Prav.g_00096
OG0000163	Prbg.g_00844	Prav.g_00097
OG0000164	Prbg.g_00841	Prav.g_00100
OG0000165	Prbg.g_00838	Prav.g_00103
OG0000166	Prbg.g_00837	Prav.g_00104
OG0000167	Prbg.g_00836	Prav.g_00105
OG0000168	Prbg.g_00834	Prav.g_00111
OG0000169	Prbg.g_00832	Prav.g_00113
OG0000170	Prbg.g_00830	Prav.g_00114
OG0000171	Prbg.g_00829	Prav.g_00115
OG0000172	Prbg.g_00828	Prav.g_00116
OG0000173	Prbg.g_00825	Prav.g_00117
OG0000174	Prbg.g_00824	Prav.g_00118
OG0000175	Prbg.g_00823	Prav.g_00119
OG0000176	Prbg.g_00821	Prav.g_00121
OG0000177	Prbg.g_00820	Prav.g_00122
OG0000178	Prbg.g_00818	Prav.g_00123
OG0000179	Prbg.g_00806	Prav.g_00129
OG0000180	Prbg.g_00805	Prav.g_00130
OG0000181	Prbg.g_00804	Prav.g_00131
OG0000182	Prbg.g_00800	Prav.g_00134
OG0000183	Prbg.g_00799	Prav.g_00135
OG0000184	Prbg.g_00796	Prav.g_00138
OG0000185	Prbg.g_00792	Prav.g_00142
OG0000186	Prbg.g_00791	Prav.g_00143
OG0000187	Prbg.g_00017	Prav.g_00144
OG0000188	Prbg.g_00790	Prav.g_00145
OG0000189	Prbg.g_00789	Prav.g_00146
OG0000190	Prbg.g_00788	Prav.g_00147
OG0000191	Prbg.g_00787	Prav.g_00148
OG0000192	Prbg.g_00786	Prav.g_00149
OG0000193	Prbg.g_00785	Prav.g_00150
OG0000194	Prbg.g_00784	Prav.g_00151
OG0000195	Prbg.g_00782	Prav.g_00153
OG0000196	Prbg.g_00781	Prav.g_00154
OG0000197	Prbg.g_00780	Prav.g_00155
OG0000198	Prbg.g_00861	Prav.g_00156
OG0000199	Prbg.g_00864	Prav.g_00159
OG0000200	Prbg.g_00865	Prav.g_00160
OG0000201	Prbg.g_00866	Prav.g_00161
OG0000202	Prbg.g_00868	Prav.g_00162
OG0000203	Prbg.g_00869	Prav.g_00163
OG0000204	Prbg.g_00870	Prav.g_00164
OG0000205	Prbg.g_00872	Prav.g_00165
OG0000206	Prbg.g_00873	Prav.g_00166
OG0000207	Prbg.g_00874	Prav.g_00167
OG0000208	Prbg.g_00875	Prav.g_00168
OG0000209	Prbg.g_00876	Prav.g_00169
OG0000210	Prbg.g_00877	Prav.g_00171
OG0000211	Prbg.g_00879	Prav.g_00172
OG0000212	Prbg.g_00880	Prav.g_00173
OG0000213	Prbg.g_00881	Prav.g_00174
OG0000214	Prbg.g_00885	Prav.g_00176
OG0000215	Prbg.g_00886	Prav.g_00177
OG0000216	Prbg.g_00888	Prav.g_00179
OG0000217	Prbg.g_00889	Prav.g_00180
OG0000218	Prbg.g_00890	Prav.g_00181
OG0000219	Prbg.g_00891	Prav.g_00182
OG0000220	Prbg.g_00894	Prav.g_00185
OG0000221	Prbg.g_00897	Prav.g_00187
OG0000222	Prbg.g_00898	Prav.g_00188
OG0000223	Prbg.g_00899	Prav.g_00189
OG0000224	Prbg.g_00901	Prav.g_00192
OG0000225	Prbg.g_00903	Prav.g_00194
OG0000226	Prbg.g_00905	Prav.g_00195
OG0000227	Prbg.g_00906	Prav.g_00196
OG0000228	Prbg.g_00907	Prav.g_00197
OG0000229	Prbg.g_00908	Prav.g_00198
OG0000230	Prbg.g_00909	Prav.g_00199
OG0000231	Prbg.g_01349	Prav.g_00201
OG0000232	Prbg.g_00911	Prav.g_00202
OG0000233	Prbg.g_00914	Prav.g_00205
OG0000234	Prbg.g_00916	Prav.g_00207
OG0000235	Prbg.g_00922	Prav.g_00212
OG0000236	Prbg.g_00923	Prav.g_00213
OG0000237	Prbg.g_00924	Prav.g_00214
OG0000238	Prbg.g_00925	Prav.g_00215
OG0000239	Prbg.g_00926	Prav.g_00216
OG0000240	Prbg.g_00928	Prav.g_00887
OG0000241	Prbg.g_00929	Prav.g_00886
OG0000242	Prbg.g_00930	Prav.g_00885
OG0000243	Prbg.g_00931	Prav.g_00884
OG0000244	Prbg.g_00932	Prav.g_00883
OG0000245	Prbg.g_00934	Prav.g_00882
OG0000246	Prbg.g_00936	Prav.g_00880
OG0000247	Prbg.g_00937	Prav.g_00879
OG0000248	Prbg.g_00938	Prav.g_00878
OG0000249	Prbg.g_00939	Prav.g_00877
OG0000250	Prbg.g_00940	Prav.g_00876
OG0000251	Prbg.g_00941	Prav.g_00875
OG0000252	Prbg.g_00942	Prav.g_00874
OG0000253	Prbg.g_00943	Prav.g_00873
OG0000254	Prbg.g_00945	Prav.g_00871
OG0000255	Prbg.g_00946	Prav.g_00870
OG0000256	Prbg.g_00949	Prav.g_00867
OG0000257	Prbg.g_00951	Prav.g_00865
OG0000258	Prbg.g_00952	Prav.g_00864
OG0000259	Prbg.g_00953	Prav.g_00863
OG0000260	Prbg.g_00954	Prav.g_00862
OG0000261	Prbg.g_00955	Prav.g_00861
OG0000262	Prbg.g_00956	Prav.g_00860
OG0000263	Prbg.g_00957	Prav.g_00859
OG0000264	Prbg.g_00959	Prav.g_00857
OG0000265	Prbg.g_00960	Prav.g_00856
OG0000266	Prbg.g_00961	Prav.g_00855
OG0000267	Prbg.g_00963	Prav.g_00853
OG0000268	Prbg.g_00965	Prav.g_00852
OG0000269	Prbg.g_00966	Prav.g_00851
OG0000270	Prbg.g_00967	Prav.g_00850
OG0000271	Prbg.g_00968	Prav.g_00849
OG0000272	Prbg.g_00969	Prav.g_00848
OG0000273	Prbg.g_00970	Prav.g_00847
OG0000274	Prbg.g_00971	Prav.g_00846
OG0000275	Prbg.g_00972	Prav.g_00845
OG0000276	Prbg.g_00973	Prav.g_00844
OG0000277	Prbg.g_00974	Prav.g_00843
OG0000278	Prbg.g_00975	Prav.g_00842
OG0000279	Prbg.g_00976	Prav.g_00841
OG0000280	Prbg.g_00977	Prav.g_00840
OG0000281	Prbg.g_00979	Prav.g_00838
OG0000282	Prbg.g_00980	Prav.g_00837
OG0000283	Prbg.g_00983	Prav.g_00834
OG0000284	Prbg.g_00984	Prav.g_00833
OG0000285	Prbg.g_00985	Prav.g_00832
OG0000286	Prbg.g_00987	Prav.g_00830
OG0000287	Prbg.g_00989	Prav.g_00829
OG0000288	Prbg.g_00990	Prav.g_00828
OG0000289	Prbg.g_00991	Prav.g_00827
OG0000290	Prbg.g_00992	Prav.g_00826
OG0000291	Prbg.g_00993	Prav.g_00825
OG0000292	Prbg.g_00994	Prav.g_00824
OG0000293	Prbg.g_00995	Prav.g_00823
OG0000294	Prbg.g_00996	Prav.g_00822
OG0000295	Prbg.g_00997	Prav.g_00821
OG0000296	Prbg.g_00998	Prav.g_00820
OG0000297	Prbg.g_00999	Prav.g_00819
OG0000298	Prbg.g_01000	Prav.g_00818
OG0000299	Prbg.g_01001	Prav.g_00817
OG0000300	Prbg.g_01002	Prav.g_00816
OG0000301	Prbg.g_01003	Prav.g_00815
OG0000302	Prbg.g_01004	Prav.g_00814
OG0000303	Prbg.g_01005	Prav.g_00813
OG0000304	Prbg.g_01007	Prav.g_00812
OG0000305	Prbg.g_01008	Prav.g_00811
OG0000306	Prbg.g_01009	Prav.g_00810
OG0000307	Prbg.g_01011	Prav.g_00809
OG0000308	Prbg.g_01012	Prav.g_00808
OG0000309	Prbg.g_01013	Prav.g_00807
OG0000310	Prbg.g_01014	Prav.g_00806
OG0000311	Prbg.g_01015	Prav.g_00805
OG0000312	Prbg.g_01017	Prav.g_00803
OG0000313	Prbg.g_01018	Prav.g_00802
OG0000314	Prbg.g_01022	Prav.g_00799
OG0000315	Prbg.g_01023	Prav.g_00798
OG0000316	Prbg.g_01025	Prav.g_01889
OG0000317	Prbg.g_01027	Prav.g_01891
OG0000318	Prbg.g_01028	Prav.g_01892
OG0000319	Prbg.g_01029	Prav.g_01893
OG0000320	Prbg.g_01030	Prav.g_01894
OG0000321	Prbg.g_01033	Prav.g_01897
OG0000322	Prbg.g_01037	Prav.g_01900
OG0000323	Prbg.g_01038	Prav.g_01901
OG0000324	Prbg.g_01041	Prav.g_01904
OG0000325	Prbg.g_01042	Prav.g_01906
OG0000326	Prbg.g_01043	Prav.g_01907
OG0000327	Prbg.g_01045	Prav.g_01909
OG0000328	Prbg.g_01046	Prav.g_01910
OG0000329	Prbg.g_00042	Prav.g_01911
OG0000330	Prbg.g_00043	Prav.g_01912
OG0000331	Prbg.g_00045	Prav.g_01913
OG0000332	Prbg.g_00046	Prav.g_01914
OG0000333	Prbg.g_00047	Prav.g_01915
OG0000334	Prbg.g_00048	Prav.g_01916
OG0000335	Prbg.g_00049	Prav.g_01917
OG0000336	Prbg.g_00051	Prav.g_01918
OG0000337	Prbg.g_00054	Prav.g_01921
OG0000338	Prbg.g_00055	Prav.g_01922
OG0000339	Prbg.g_00056	Prav.g_01923
OG0000340	Prbg.g_00057	Prav.g_01924
OG0000341	Prbg.g_00061	Prav.g_01928
OG0000342	Prbg.g_00062	Prav.g_01929
OG0000343	Prbg.g_00065	Prav.g_01931
OG0000344	Prbg.g_00066	Prav.g_01932
OG0000345	Prbg.g_00067	Prav.g_01933
OG0000346	Prbg.g_00068	Prav.g_01934
OG0000347	Prbg.g_00069	Prav.g_01935
OG0000348	Prbg.g_00071	Prav.g_01936
OG0000349	Prbg.g_00072	Prav.g_01937
OG0000350	Prbg.g_00073	Prav.g_01938
OG0000351	Prbg.g_00075	Prav.g_01941
OG0000352	Prbg.g_00078	Prav.g_01944
OG0000353	Prbg.g_00079	Prav.g_01945
OG0000354	Prbg.g_00080	Prav.g_01946
OG0000355	Prbg.g_00081	Prav.g_01947
OG0000356	Prbg.g_00082	Prav.g_01948
OG0000357	Prbg.g_00083	Prav.g_01949
OG0000358	Prbg.g_00084	Prav.g_01950
OG0000359	Prbg.g_00085	Prav.g_01951
OG0000360	Prbg.g_00087	Prav.g_01954
OG0000361	Prbg.g_00088	Prav.g_01955
OG0000362	Prbg.g_00089	Prav.g_01956
OG0000363	Prbg.g_00090	Prav.g_01957
OG0000364	Prbg.g_00091	Prav.g_01958
OG0000365	Prbg.g_00092	Prav.g_01959
OG0000366	Prbg.g_00093	Prav.g_01960
OG0000367	Prbg.g_00094	Prav.g_01961
OG0000368	Prbg.g_00095	Prav.g_01962
OG0000369	Prbg.g_00096	Prav.g_01963
OG0000370	Prbg.g_00097	Prav.g_01964
OG0000371	Prbg.g_00098	Prav.g_01965
OG0000372	Prbg.g_00099	Prav.g_01967
OG0000373	Prbg.g_00101	Prav.g_01969
OG0000374	Prbg.g_00102	Prav.g_01970
OG0000375	Prbg.g_00103	Prav.g_01971
OG0000376	Prbg.g_00104	Prav.g_01973
OG0000377	Prbg.g_00110	Prav.g_01974
OG0000378	Prbg.g_00111	Prav.g_01975
OG0000379	Prbg.g_00117	Prav.g_01980
OG0000380	Prbg.g_00119	Prav.g_01981
OG0000381	Prbg.g_00120	Prav.g_01982
OG0000382	Prbg.g_00121	Prav.g_01984
OG0000383	Prbg.g_00124	Prav.g_01987
OG0000384	Prbg.g_00125	Prav.g_01988
OG0000385	Prbg.g_00128	Prav.g_01991
OG0000386	Prbg.g_00129	Prav.g_01992
OG0000387	Prbg.g_00130	Prav.g_01993
OG0000388	Prbg.g_00131	Prav.g_01994
OG0000389	Prbg.g_00132	Prav.g_01995
OG0000390	Prbg.g_01941	Prav.g_01996
OG0000391	Prbg.g_01942	Prav.g_01997
OG0000392	Prbg.g_01943	Prav.g_01998
OG0000393	Prbg.g_00136	Prav.g_00974
OG0000394	Prbg.g_00137	Prav.g_00975
OG0000395	Prbg.g_00140	Prav.g_00977
OG0000396	Prbg.g_01214	Prav.g_00978
OG0000397	Prbg.g_01530	Prav.g_00990
OG0000398	Prbg.g_01602	Prav.g_00996
OG0000399	Prbg.g_01525	Prav.g_00997
OG0000400	Prbg.g_01714	Prav.g_01001
OG0000401	Prbg.g_00151	Prav.g_01030
OG0000402	Prbg.g_00152	Prav.g_01031
OG0000403	Prbg.g_00153	Prav.g_01032
OG0000404	Prbg.g_00155	Prav.g_01034
OG0000405	Prbg.g_00156	Prav.g_01035
OG0000406	Prbg.g_00158	Prav.g_01037
OG0000407	Prbg.g_00159	Prav.g_01038
OG0000408	Prbg.g_00160	Prav.g_01039
OG0000409	Prbg.g_00161	Prav.g_01040
OG0000410	Prbg.g_00162	Prav.g_01041
OG0000411	Prbg.g_00163	Prav.g_01042
OG0000412	Prbg.g_00164	Prav.g_01043
OG0000413	Prbg.g_00165	Prav.g_01044
OG0000414	Prbg.g_00166	Prav.g_01045
OG0000415	Prbg.g_00167	Prav.g_01046
OG0000416	Prbg.g_00168	Prav.g_01047
OG0000417	Prbg.g_00169	Prav.g_01048
OG0000418	Prbg.g_00170	Prav.g_01049
OG0000419	Prbg.g_00171	Prav.g_01050
OG0000420	Prbg.g_00172	Prav.g_01051
OG0000421	Prbg.g_00176	Prav.g_01052
OG0000422	Prbg.g_00178	Prav.g_01053
OG0000423	Prbg.g_00179	Prav.g_01054
OG0000424	Prbg.g_00180	Prav.g_01056
OG0000425	Prbg.g_00184	Prav.g_01059
OG0000426	Prbg.g_00185	Prav.g_01060
OG0000427	Prbg.g_00186	Prav.g_01061
OG0000428	Prbg.g_00188	Prav.g_01062
OG0000429	Prbg.g_00189	Prav.g_01063
OG0000430	Prbg.g_00190	Prav.g_01069
OG0000431	Prbg.g_00192	Prav.g_01071
OG0000432	Prbg.g_00193	Prav.g_01072
OG0000433	Prbg.g_00196	Prav.g_01075
OG0000434	Prbg.g_00197	Prav.g_01076
OG0000435	Prbg.g_00198	Prav.g_01077
OG0000436	Prbg.g_00200	Prav.g_01079
OG0000437	Prbg.g_00202	Prav.g_01081
OG0000438	Prbg.g_00203	Prav.g_01082
OG0000439	Prbg.g_00204	Prav.g_01083
OG0000440	Prbg.g_00206	Prav.g_01085
OG0000441	Prbg.g_00207	Prav.g_01086
OG0000442	Prbg.g_00208	Prav.g_01087
OG0000443	Prbg.g_00209	Prav.g_01088
OG0000444	Prbg.g_00210	Prav.g_01089
OG0000445	Prbg.g_00211	Prav.g_01090
OG0000446	Prbg.g_00212	Prav.g_01091
OG0000447	Prbg.g_00213	Prav.g_01092
OG0000448	Prbg.g_00214	Prav.g_01093
OG0000449	Prbg.g_00220	Prav.g_01098
OG0000450	Prbg.g_00221	Prav.g_01099
OG0000451	Prbg.g_00222	Prav.g_01100
OG0000452	Prbg.g_00223	Prav.g_01101
OG0000453	Prbg.g_00224	Prav.g_01103
OG0000454	Prbg.g_00225	Prav.g_01104
OG0000455	Prbg.g_00226	Prav.g_01105
OG0000456	Prbg.g_00227	Prav.g_01106
OG0000457	Prbg.g_00229	Prav.g_01108
OG0000458	Prbg.g_00231	Prav.g_01110
OG0000459	Prbg.g_00232	Prav.g_01111
OG0000460	Prbg.g_00234	Prav.g_01113
OG0000461	Prbg.g_00235	Prav.g_01114
OG0000462	Prbg.g_00236	Prav.g_01115
OG0000463	Prbg.g_00237	Prav.g_01116
OG0000464	Prbg.g_00241	Prav.g_01121
OG0000465	Prbg.g_00242	Prav.g_01123
OG0000466	Prbg.g_00243	Prav.g_01124
OG0000467	Prbg.g_00244	Prav.g_01125
OG0000468	Prbg.g_00245	Prav.g_01126
OG0000469	Prbg.g_00246	Prav.g_01127
OG0000470	Prbg.g_00247	Prav.g_01128
OG0000471	Prbg.g_00248	Prav.g_01129
OG0000472	Prbg.g_00251	Prav.g_01132
OG0000473	Prbg.g_00252	Prav.g_01133
OG0000474	Prbg.g_00253	Prav.g_01134
OG0000475	Prbg.g_00254	Prav.g_01135
OG0000476	Prbg.g_00255	Prav.g_01136
OG0000477	Prbg.g_00257	Prav.g_01138
OG0000478	Prbg.g_00258	Prav.g_01139
OG0000479	Prbg.g_00259	Prav.g_01140
OG0000480	Prbg.g_00261	Prav.g_01142
OG0000481	Prbg.g_00262	Prav.g_01143
OG0000482	Prbg.g_00264	Prav.g_01144
OG0000483	Prbg.g_00265	Prav.g_01145
OG0000484	Prbg.g_00266	Prav.g_01146
OG0000485	Prbg.g_00267	Prav.g_01147
OG0000486	Prbg.g_00268	Prav.g_01148
OG0000487	Prbg.g_00269	Prav.g_01149
OG0000488	Prbg.g_00271	Prav.g_01151
OG0000489	Prbg.g_00272	Prav.g_01152
OG0000490	Prbg.g_00273	Prav.g_01153
OG0000491	Prbg.g_00274	Prav.g_01154
OG0000492	Prbg.g_00275	Prav.g_01155
OG0000493	Prbg.g_00276	Prav.g_01156
OG0000494	Prbg.g_00277	Prav.g_01158
OG0000495	Prbg.g_00278	Prav.g_01159
OG0000496	Prbg.g_00280	Prav.g_01160
OG0000497	Prbg.g_00282	Prav.g_01161
OG0000498	Prbg.g_00283	Prav.g_01162
OG0000499	Prbg.g_00285	Prav.g_01164
OG0000500	Prbg.g_00286	Prav.g_01165
OG0000501	Prbg.g_00288	Prav.g_01167
OG0000502	Prbg.g_00289	Prav.g_01168
OG0000503	Prbg.g_00290	Prav.g_01169
OG0000504	Prbg.g_00291	Prav.g_01170
OG0000505	Prbg.g_00292	Prav.g_01171
OG0000506	Prbg.g_00293	Prav.g_01172
OG0000507	Prbg.g_00294	Prav.g_01173
OG0000508	Prbg.g_00296	Prav.g_01175
OG0000509	Prbg.g_00297	Prav.g_01176
OG0000510	Prbg.g_00298	Prav.g_01177
OG0000511	Prbg.g_00299	Prav.g_01178
OG0000512	Prbg.g_00300	Prav.g_01179
OG0000513	Prbg.g_00301	Prav.g_01180
OG0000514	Prbg.g_00302	Prav.g_01181
OG0000515	Prbg.g_00305	Prav.g_01183
OG0000516	Prbg.g_00306	Prav.g_01184
OG0000517	Prbg.g_00307	Prav.g_01185
OG0000518	Prbg.g_00310	Prav.g_01187
OG0000519	Prbg.g_00311	Prav.g_01188
OG0000520	Prbg.g_00312	Prav.g_01189
OG0000521	Prbg.g_00313	Prav.g_01190
OG0000522	Prbg.g_00314	Prav.g_01191
OG0000523	Prbg.g_00315	Prav.g_01192
OG0000524	Prbg.g_00316	Prav.g_01193
OG0000525	Prbg.g_00318	Prav.g_01195
OG0000526	Prbg.g_00319	Prav.g_01196
OG0000527	Prbg.g_00320	Prav.g_01197
OG0000528	Prbg.g_00321	Prav.g_01198
OG0000529	Prbg.g_00322	Prav.g_01199
OG0000530	Prbg.g_00323	Prav.g_01200
OG0000531	Prbg.g_00325	Prav.g_01201
OG0000532	Prbg.g_00326	Prav.g_01202
OG0000533	Prbg.g_00327	Prav.g_01203
OG0000534	Prbg.g_00328	Prav.g_01204
OG0000535	Prbg.g_00329	Prav.g_01205
OG0000536	Prbg.g_00330	Prav.g_01206
OG0000537	Prbg.g_00331	Prav.g_01207
OG0000538	Prbg.g_00332	Prav.g_01208
OG0000539	Prbg.g_00333	Prav.g_01209
OG0000540	Prbg.g_00334	Prav.g_01210
OG0000541	Prbg.g_00335	Prav.g_01211
OG0000542	Prbg.g_00336	Prav.g_01212
OG0000543	Prbg.g_00337	Prav.g_01213
OG0000544	Prbg.g_00338	Prav.g_01214
OG0000545	Prbg.g_00340	Prav.g_01219
OG0000546	Prbg.g_00341	Prav.g_01220
OG0000547	Prbg.g_00343	Prav.g_01222
OG0000548	Prbg.g_00345	Prav.g_01223
OG0000549	Prbg.g_00346	Prav.g_01224
OG0000550	Prbg.g_00347	Prav.g_01225
OG0000551	Prbg.g_00349	Prav.g_01226
OG0000552	Prbg.g_00350	Prav.g_01227
OG0000553	Prbg.g_01427	Prav.g_01228
OG0000554	Prbg.g_01426	Prav.g_01229
OG0000555	Prbg.g_01425	Prav.g_01230
OG0000556	Prbg.g_01424	Prav.g_01231
OG0000557	Prbg.g_01423	Prav.g_01232
OG0000558	Prbg.g_01422	Prav.g_01233
OG0000559	Prbg.g_01421	Prav.g_01234
OG0000560	Prbg.g_01419	Prav.g_01236
OG0000561	Prbg.g_01418	Prav.g_01237
OG0000562	Prbg.g_01416	Prav.g_01238
