Orthogroup	Prae	Prbf
OG0000077	Prae.g_00078	Prbf.g_01405
OG0000078	Prae.g_00242	Prbf.g_01578
OG0000079	Prae.g_00255	Prbf.g_01591
OG0000081	Prae.g_00505	Prbf.g_01812
OG0000082	Prae.g_00559	Prbf.g_01867, Prbf.g_00704
OG0000084	Prae.g_01455	Prbf.g_00154
OG0000085	Prae.g_01616	Prbf.g_00822, Prbf.g_00701
OG0000086	Prae.g_00088	Prbf.g_01414
OG0000087	Prae.g_00139	Prbf.g_01469
OG0000088	Prae.g_00169	Prbf.g_01500
OG0000089	Prae.g_00355	Prbf.g_01701
OG0000090	Prae.g_00508	Prbf.g_01814
OG0000091	Prae.g_00616	Prbf.g_00990
OG0000092	Prae.g_00913	Prbf.g_01315
OG0000093	Prae.g_00933	Prbf.g_01019
OG0000094	Prae.g_01021	Prbf.g_01068
OG0000095	Prae.g_01040	Prbf.g_01170
OG0000096	Prae.g_01110, Prae.g_01283	Prbf.g_00306
OG0000097	Prae.g_01204	Prbf.g_00964
OG0000098	Prae.g_01350	Prbf.g_00071
OG0000099	Prae.g_01390	Prbf.g_00118
OG0000100	Prae.g_01533	Prbf.g_00236
OG0000101	Prae.g_01758	Prbf.g_00558
OG0000102	Prae.g_01820	Prbf.g_00491
OG0000103	Prae.g_01899	Prbf.g_00406
OG0000104	Prae.g_01907	Prbf.g_00397
OG0000105	Prae.g_01440	Prbf.g_01614
OG0000106	Prae.g_00370	Prbf.g_00320
OG0000107	Prae.g_00385	Prbf.g_00629
OG0000108	Prae.g_00454	Prbf.g_01763
OG0000109	Prae.g_00468	Prbf.g_01777
OG0000110	Prae.g_00549	Prbf.g_01856
OG0000111	Prae.g_00673	Prbf.g_01260
OG0000112	Prae.g_00770	Prbf.g_01929
OG0000113	Prae.g_00828	Prbf.g_01222
OG0000114	Prae.g_00908	Prbf.g_01320
OG0000115	Prae.g_01102	Prbf.g_00062
OG0000116	Prae.g_01153	Prbf.g_00907
OG0000117	Prae.g_01263	Prbf.g_00945
OG0000118	Prae.g_01341	Prbf.g_00013
OG0000119	Prae.g_01364	Prbf.g_00864, Prbf.g_00254
OG0000120	Prae.g_01389	Prbf.g_00115
OG0000121	Prae.g_01461	Prbf.g_00159
OG0000122	Prae.g_01499	Prbf.g_00055, Prbf.g_00200
OG0000123	Prae.g_01766	Prbf.g_00551
OG0000124	Prae.g_01831	Prbf.g_00478
OG0000125	Prae.g_01867	Prbf.g_00443
OG0000126	Prae.g_01906	Prbf.g_00398
OG0000128	Prae.g_00011	Prbf.g_00382
OG0000129	Prae.g_00046	Prbf.g_01367
OG0000130	Prae.g_00069	Prbf.g_01396
OG0000131	Prae.g_00148	Prbf.g_01478
OG0000132	Prae.g_00167	Prbf.g_01498
OG0000133	Prae.g_00323	Prbf.g_01661
OG0000134	Prae.g_00356	Prbf.g_01703
OG0000135	Prae.g_00382	Prbf.g_00044
OG0000136	Prae.g_00415	Prbf.g_01725
OG0000137	Prae.g_00449	Prbf.g_01758
OG0000138	Prae.g_00469	Prbf.g_01778
OG0000139	Prae.g_00512	Prbf.g_01818
OG0000140	Prae.g_00513	Prbf.g_01819
OG0000141	Prae.g_00581	Prbf.g_01890
OG0000142	Prae.g_00609	Prbf.g_00982
OG0000143	Prae.g_00613	Prbf.g_00986
OG0000144	Prae.g_00626	Prbf.g_01000
OG0000145	Prae.g_00766	Prbf.g_00042
OG0000146	Prae.g_00771	Prbf.g_01928
OG0000147	Prae.g_00772	Prbf.g_01927
OG0000148	Prae.g_00822	Prbf.g_01228
OG0000149	Prae.g_00852	Prbf.g_01196
OG0000150	Prae.g_00860	Prbf.g_01186
OG0000151	Prae.g_00918	Prbf.g_01310
OG0000152	Prae.g_00964	Prbf.g_01117
OG0000153	Prae.g_00983	Prbf.g_01098
OG0000154	Prae.g_01014	Prbf.g_01078
OG0000155	Prae.g_01183	Prbf.g_00939
OG0000156	Prae.g_01317	Prbf.g_00037
OG0000157	Prae.g_01318	Prbf.g_00036
OG0000158	Prae.g_01426	Prbf.g_00514
OG0000160	Prae.g_01460	Prbf.g_00158
OG0000161	Prae.g_01466	Prbf.g_00164
OG0000162	Prae.g_01472	Prbf.g_00170
OG0000163	Prae.g_01506	Prbf.g_00209
OG0000164	Prae.g_01647	Prbf.g_00669
OG0000165	Prae.g_01654	Prbf.g_00662
OG0000166	Prae.g_01722	Prbf.g_00595
OG0000167	Prae.g_01789	Prbf.g_00524
OG0000168	Prae.g_01799	Prbf.g_00513
OG0000169	Prae.g_01809	Prbf.g_00503
OG0000170	Prae.g_01811	Prbf.g_00500
OG0000171	Prae.g_01830	Prbf.g_00479
OG0000172	Prae.g_01838	Prbf.g_00472
OG0000173	Prae.g_01853	Prbf.g_00457
OG0000174	Prae.g_01881	Prbf.g_00428
OG0000175	Prae.g_01891	Prbf.g_00415
OG0000176	Prae.g_00004	Prbf.g_00389
OG0000177	Prae.g_00005	Prbf.g_00388
OG0000178	Prae.g_00006	Prbf.g_00387
OG0000179	Prae.g_00016	Prbf.g_01338
OG0000180	Prae.g_00017	Prbf.g_01339
OG0000181	Prae.g_00018	Prbf.g_01340
OG0000182	Prae.g_00019	Prbf.g_01341
OG0000183	Prae.g_00023	Prbf.g_01345
OG0000184	Prae.g_00048	Prbf.g_01371
OG0000185	Prae.g_00051	Prbf.g_01374
OG0000186	Prae.g_00064	Prbf.g_01390
OG0000187	Prae.g_00065	Prbf.g_01391
OG0000188	Prae.g_00082	Prbf.g_01408
OG0000189	Prae.g_00096	Prbf.g_01422
OG0000190	Prae.g_00097	Prbf.g_01424
OG0000191	Prae.g_00117	Prbf.g_01447
OG0000192	Prae.g_00121	Prbf.g_01452
OG0000193	Prae.g_00149	Prbf.g_01479
OG0000194	Prae.g_00152	Prbf.g_01482
OG0000195	Prae.g_00154	Prbf.g_01484
OG0000196	Prae.g_00164	Prbf.g_01495
OG0000197	Prae.g_00165	Prbf.g_01496
OG0000198	Prae.g_00166	Prbf.g_01497
OG0000199	Prae.g_00173	Prbf.g_01504
OG0000200	Prae.g_00187	Prbf.g_01518
OG0000201	Prae.g_00195	Prbf.g_01527
OG0000202	Prae.g_00196	Prbf.g_01528
OG0000203	Prae.g_00197	Prbf.g_01529
OG0000204	Prae.g_00198	Prbf.g_01530
OG0000205	Prae.g_00205	Prbf.g_01537
OG0000206	Prae.g_00210	Prbf.g_01542
OG0000207	Prae.g_00212	Prbf.g_01545
OG0000208	Prae.g_00213	Prbf.g_01546
OG0000209	Prae.g_00222	Prbf.g_01555
OG0000210	Prae.g_00223	Prbf.g_01556
OG0000211	Prae.g_00236	Prbf.g_01571
OG0000212	Prae.g_00243	Prbf.g_01579
OG0000213	Prae.g_00260	Prbf.g_01597
OG0000214	Prae.g_00270	Prbf.g_01607
OG0000215	Prae.g_00293	Prbf.g_01634
OG0000216	Prae.g_00295	Prbf.g_01635
OG0000217	Prae.g_00298	Prbf.g_01638
OG0000218	Prae.g_00300	Prbf.g_01640
OG0000219	Prae.g_00301	Prbf.g_01641
OG0000220	Prae.g_00302	Prbf.g_01642
OG0000221	Prae.g_00303	Prbf.g_01643
OG0000222	Prae.g_00311	Prbf.g_01650
OG0000223	Prae.g_00324	Prbf.g_01662
OG0000224	Prae.g_00326	Prbf.g_01664
OG0000225	Prae.g_00345	Prbf.g_01690
OG0000226	Prae.g_00349	Prbf.g_01694
OG0000227	Prae.g_00351	Prbf.g_01696
OG0000228	Prae.g_00354	Prbf.g_01700
OG0000229	Prae.g_00410	Prbf.g_01720
OG0000230	Prae.g_00412	Prbf.g_01722
OG0000231	Prae.g_00423	Prbf.g_01733
OG0000232	Prae.g_00432	Prbf.g_01744
OG0000233	Prae.g_00437	Prbf.g_01750
OG0000234	Prae.g_00450	Prbf.g_01759
OG0000235	Prae.g_00453	Prbf.g_01762
OG0000236	Prae.g_00467	Prbf.g_01776
OG0000237	Prae.g_00480	Prbf.g_01789
OG0000238	Prae.g_00486	Prbf.g_01795
OG0000239	Prae.g_00499	Prbf.g_01806
OG0000240	Prae.g_00500	Prbf.g_01807
OG0000241	Prae.g_00504	Prbf.g_01811
OG0000242	Prae.g_00506	Prbf.g_01813
OG0000243	Prae.g_00518	Prbf.g_01824
OG0000244	Prae.g_00521	Prbf.g_01827
OG0000245	Prae.g_00523	Prbf.g_01829
OG0000246	Prae.g_00527	Prbf.g_01833
OG0000247	Prae.g_00537	Prbf.g_01843
OG0000248	Prae.g_00539	Prbf.g_01846
OG0000249	Prae.g_00541	Prbf.g_01848
OG0000250	Prae.g_00546	Prbf.g_01853
OG0000251	Prae.g_00565	Prbf.g_01873
OG0000252	Prae.g_00568	Prbf.g_01876
OG0000253	Prae.g_00569	Prbf.g_01877
OG0000254	Prae.g_00585	Prbf.g_01894
OG0000255	Prae.g_00591	Prbf.g_01900
OG0000256	Prae.g_00601	Prbf.g_01910
OG0000257	Prae.g_00604	Prbf.g_00977
OG0000258	Prae.g_00617	Prbf.g_00991
OG0000259	Prae.g_00634	Prbf.g_01008
OG0000260	Prae.g_00637	Prbf.g_01011
OG0000261	Prae.g_00639	Prbf.g_01014
OG0000262	Prae.g_00643	Prbf.g_01018
OG0000263	Prae.g_00655	Prbf.g_01282
OG0000264	Prae.g_00665	Prbf.g_01271
OG0000265	Prae.g_00711	Prbf.g_01253
OG0000266	Prae.g_00721	Prbf.g_01037
OG0000267	Prae.g_00732	Prbf.g_01049
OG0000268	Prae.g_00733	Prbf.g_01050
OG0000269	Prae.g_00801	Prbf.g_01250
OG0000270	Prae.g_00804	Prbf.g_01247
OG0000271	Prae.g_00812	Prbf.g_01239
OG0000272	Prae.g_00813	Prbf.g_01238
OG0000273	Prae.g_00836	Prbf.g_01214
OG0000274	Prae.g_00837	Prbf.g_01213
OG0000275	Prae.g_00839	Prbf.g_01210
OG0000276	Prae.g_00844	Prbf.g_01204
OG0000277	Prae.g_00845	Prbf.g_01203
OG0000278	Prae.g_00848	Prbf.g_01200
OG0000279	Prae.g_00855	Prbf.g_01193
OG0000280	Prae.g_00856	Prbf.g_01192
OG0000281	Prae.g_00861	Prbf.g_01185
OG0000282	Prae.g_00910	Prbf.g_01318
OG0000283	Prae.g_00941	Prbf.g_01141
OG0000284	Prae.g_00946	Prbf.g_01136
OG0000285	Prae.g_00951	Prbf.g_01131
OG0000286	Prae.g_00963	Prbf.g_01118
OG0000287	Prae.g_00980	Prbf.g_00065
OG0000288	Prae.g_01013	Prbf.g_01079
OG0000289	Prae.g_01024	Prbf.g_01063
OG0000290	Prae.g_01037	Prbf.g_01167
OG0000291	Prae.g_01039	Prbf.g_01169
OG0000292	Prae.g_01090	Prbf.g_00873
OG0000293	Prae.g_01154	Prbf.g_00908
OG0000294	Prae.g_01155	Prbf.g_00909
OG0000295	Prae.g_01175	Prbf.g_00932
OG0000296	Prae.g_01177	Prbf.g_00934
OG0000297	Prae.g_01185	Prbf.g_00943
OG0000298	Prae.g_01186	Prbf.g_00944
OG0000299	Prae.g_01203	Prbf.g_00963
OG0000300	Prae.g_01206	Prbf.g_00966
OG0000301	Prae.g_01207	Prbf.g_00967
OG0000302	Prae.g_01209	Prbf.g_00969
OG0000303	Prae.g_01216	Prbf.g_00975
OG0000304	Prae.g_01220	Prbf.g_01915
OG0000305	Prae.g_01360	Prbf.g_00875
OG0000306	Prae.g_01363	Prbf.g_01181
OG0000307	Prae.g_01377	Prbf.g_00104
OG0000308	Prae.g_01378	Prbf.g_00105
OG0000309	Prae.g_01382	Prbf.g_00109
OG0000310	Prae.g_01444	Prbf.g_00143
OG0000311	Prae.g_01446	Prbf.g_00145
OG0000312	Prae.g_01449	Prbf.g_00148
OG0000313	Prae.g_01463	Prbf.g_00161
OG0000314	Prae.g_01486	Prbf.g_00184
OG0000315	Prae.g_01496	Prbf.g_00194
OG0000316	Prae.g_01516	Prbf.g_00219
OG0000317	Prae.g_01621	Prbf.g_00696
OG0000318	Prae.g_01624	Prbf.g_00692
OG0000319	Prae.g_01637	Prbf.g_00679
OG0000320	Prae.g_01639	Prbf.g_00677
OG0000321	Prae.g_01640	Prbf.g_00676
OG0000322	Prae.g_01641	Prbf.g_00675
OG0000323	Prae.g_01650	Prbf.g_00666
OG0000324	Prae.g_01676	Prbf.g_00639
OG0000325	Prae.g_01687	Prbf.g_00628
OG0000326	Prae.g_01693	Prbf.g_00621
OG0000327	Prae.g_01717	Prbf.g_00600
OG0000328	Prae.g_01718	Prbf.g_00599
OG0000329	Prae.g_01735	Prbf.g_00582
OG0000330	Prae.g_01736	Prbf.g_00581
OG0000331	Prae.g_01737	Prbf.g_00580
OG0000332	Prae.g_01751	Prbf.g_00566
OG0000333	Prae.g_01753	Prbf.g_00564
OG0000334	Prae.g_01761	Prbf.g_00555
OG0000335	Prae.g_01767	Prbf.g_00550
OG0000336	Prae.g_01771	Prbf.g_00546
OG0000337	Prae.g_01787	Prbf.g_00528
OG0000338	Prae.g_01788	Prbf.g_00527
OG0000339	Prae.g_01792	Prbf.g_00521
OG0000340	Prae.g_01800	Prbf.g_00512
OG0000341	Prae.g_01802	Prbf.g_00510
OG0000342	Prae.g_01803	Prbf.g_00509
OG0000343	Prae.g_01804	Prbf.g_00508
OG0000344	Prae.g_01807	Prbf.g_00505
OG0000345	Prae.g_01812	Prbf.g_00499
OG0000346	Prae.g_01816	Prbf.g_00495
OG0000347	Prae.g_01832	Prbf.g_00477
OG0000348	Prae.g_01841	Prbf.g_00469
OG0000349	Prae.g_01858	Prbf.g_00452
OG0000350	Prae.g_01877	Prbf.g_00351
OG0000351	Prae.g_01894	Prbf.g_00412
OG0000352	Prae.g_01895	Prbf.g_00411
OG0000353	Prae.g_01910	Prbf.g_00394
OG0000355	Prae.g_00001	Prbf.g_00392
OG0000356	Prae.g_00002	Prbf.g_00391
OG0000357	Prae.g_00003	Prbf.g_00390
OG0000358	Prae.g_00007	Prbf.g_00386
OG0000359	Prae.g_00008	Prbf.g_00385
OG0000360	Prae.g_00009	Prbf.g_00384
OG0000361	Prae.g_00010	Prbf.g_00383
OG0000362	Prae.g_00012	Prbf.g_00381
OG0000363	Prae.g_00014	Prbf.g_01336
OG0000364	Prae.g_00015	Prbf.g_01337
OG0000365	Prae.g_00020	Prbf.g_01342
OG0000366	Prae.g_00021	Prbf.g_01343
OG0000367	Prae.g_00022	Prbf.g_01344
OG0000368	Prae.g_00024	Prbf.g_01346
OG0000369	Prae.g_00025	Prbf.g_01347
OG0000370	Prae.g_00026	Prbf.g_01348
OG0000371	Prae.g_00032	Prbf.g_01355
OG0000372	Prae.g_00035	Prbf.g_01358
OG0000373	Prae.g_00036	Prbf.g_01359
OG0000374	Prae.g_00037	Prbf.g_01360
OG0000375	Prae.g_00042	Prbf.g_01362
OG0000376	Prae.g_00044	Prbf.g_01364
OG0000377	Prae.g_00047	Prbf.g_01368
OG0000378	Prae.g_00049	Prbf.g_01372
OG0000379	Prae.g_00052	Prbf.g_01375
OG0000380	Prae.g_00066	Prbf.g_01392
OG0000381	Prae.g_00070	Prbf.g_01397
OG0000382	Prae.g_00081	Prbf.g_01407
OG0000383	Prae.g_00083	Prbf.g_01409
OG0000384	Prae.g_00084	Prbf.g_01410
OG0000385	Prae.g_00085	Prbf.g_01411
OG0000386	Prae.g_00086	Prbf.g_01412
OG0000387	Prae.g_00099	Prbf.g_01426
OG0000388	Prae.g_00102	Prbf.g_01430
OG0000389	Prae.g_00105	Prbf.g_01433
OG0000390	Prae.g_00112	Prbf.g_01443
OG0000391	Prae.g_00116	Prbf.g_01446
OG0000392	Prae.g_00120	Prbf.g_01450
OG0000393	Prae.g_00122	Prbf.g_01453
OG0000394	Prae.g_00123	Prbf.g_01454
OG0000395	Prae.g_00124	Prbf.g_01455
OG0000396	Prae.g_00127	Prbf.g_01457
OG0000397	Prae.g_00129	Prbf.g_01459
OG0000398	Prae.g_00131	Prbf.g_01462
OG0000399	Prae.g_00132	Prbf.g_01463
OG0000400	Prae.g_00133	Prbf.g_01464
OG0000401	Prae.g_00134	Prbf.g_01465
OG0000402	Prae.g_00136	Prbf.g_01055
OG0000403	Prae.g_00137	Prbf.g_01467
OG0000404	Prae.g_00138	Prbf.g_01468
OG0000405	Prae.g_00142	Prbf.g_01472
OG0000406	Prae.g_00150	Prbf.g_01480
OG0000407	Prae.g_00151	Prbf.g_01481
OG0000408	Prae.g_00153	Prbf.g_01483
OG0000409	Prae.g_00155	Prbf.g_01485
OG0000410	Prae.g_00156	Prbf.g_01486
OG0000411	Prae.g_00157	Prbf.g_01487
OG0000412	Prae.g_00158	Prbf.g_01488
OG0000413	Prae.g_00159	Prbf.g_01490
OG0000414	Prae.g_00160	Prbf.g_01491
OG0000415	Prae.g_00161	Prbf.g_01492
OG0000416	Prae.g_00162	Prbf.g_01493
OG0000417	Prae.g_00163	Prbf.g_01494
OG0000418	Prae.g_00168	Prbf.g_01499
OG0000419	Prae.g_00170	Prbf.g_01501
OG0000420	Prae.g_00171	Prbf.g_01502
OG0000421	Prae.g_00176	Prbf.g_01507
OG0000422	Prae.g_00177	Prbf.g_01508
OG0000423	Prae.g_00178	Prbf.g_01509
OG0000424	Prae.g_00179	Prbf.g_01510
OG0000425	Prae.g_00180	Prbf.g_01511
OG0000426	Prae.g_00181	Prbf.g_01512
OG0000427	Prae.g_00182	Prbf.g_01513
OG0000428	Prae.g_00184	Prbf.g_01515
OG0000429	Prae.g_00185	Prbf.g_01516
OG0000430	Prae.g_00186	Prbf.g_01517
OG0000431	Prae.g_00188	Prbf.g_01519
OG0000432	Prae.g_00191	Prbf.g_01523
OG0000433	Prae.g_00192	Prbf.g_01524
OG0000434	Prae.g_00193	Prbf.g_01525
OG0000435	Prae.g_00194	Prbf.g_01526
OG0000436	Prae.g_00199	Prbf.g_01531
OG0000437	Prae.g_00200	Prbf.g_01532
OG0000438	Prae.g_00201	Prbf.g_01533
OG0000439	Prae.g_00203	Prbf.g_01535
OG0000440	Prae.g_00204	Prbf.g_01536
OG0000441	Prae.g_00207	Prbf.g_01539
OG0000442	Prae.g_00208	Prbf.g_01540
OG0000443	Prae.g_00209	Prbf.g_01541
OG0000444	Prae.g_00214	Prbf.g_01547
OG0000445	Prae.g_00215	Prbf.g_01548
OG0000446	Prae.g_00216	Prbf.g_01549
OG0000447	Prae.g_00217	Prbf.g_01550
OG0000448	Prae.g_00218	Prbf.g_01551
OG0000449	Prae.g_00219	Prbf.g_01552
OG0000450	Prae.g_00220	Prbf.g_01553
OG0000451	Prae.g_00221	Prbf.g_01554
OG0000452	Prae.g_00224	Prbf.g_01557
OG0000453	Prae.g_00225	Prbf.g_01558
OG0000454	Prae.g_00226	Prbf.g_01559
OG0000455	Prae.g_00227	Prbf.g_01560
OG0000456	Prae.g_00228	Prbf.g_01561
OG0000457	Prae.g_00229	Prbf.g_01563
OG0000458	Prae.g_00230	Prbf.g_01564
OG0000459	Prae.g_00231	Prbf.g_01565
OG0000460	Prae.g_00238	Prbf.g_01573
OG0000461	Prae.g_00245	Prbf.g_01581
OG0000462	Prae.g_00247	Prbf.g_01583
OG0000463	Prae.g_00248	Prbf.g_01584
OG0000464	Prae.g_00249	Prbf.g_01585
OG0000465	Prae.g_00250	Prbf.g_01586
OG0000466	Prae.g_00253	Prbf.g_01589
OG0000467	Prae.g_00254	Prbf.g_01590
OG0000468	Prae.g_00256	Prbf.g_01593
OG0000469	Prae.g_00265	Prbf.g_01601
OG0000470	Prae.g_00267	Prbf.g_01603
OG0000471	Prae.g_00268	Prbf.g_01604
OG0000472	Prae.g_00269	Prbf.g_01606
OG0000473	Prae.g_00271	Prbf.g_01608
OG0000474	Prae.g_00272	Prbf.g_01609
OG0000475	Prae.g_00273	Prbf.g_01610
OG0000476	Prae.g_00274	Prbf.g_01612
OG0000477	Prae.g_00276	Prbf.g_01615
OG0000478	Prae.g_00277	Prbf.g_01616
OG0000479	Prae.g_00278	Prbf.g_01617
OG0000480	Prae.g_00283	Prbf.g_01622
OG0000481	Prae.g_00285	Prbf.g_01625
OG0000482	Prae.g_00286	Prbf.g_01626
OG0000483	Prae.g_00289	Prbf.g_01629
OG0000484	Prae.g_00290	Prbf.g_01630
OG0000485	Prae.g_00291	Prbf.g_01632
OG0000486	Prae.g_00292	Prbf.g_01633
OG0000487	Prae.g_00296	Prbf.g_01636
OG0000488	Prae.g_00299	Prbf.g_01639
OG0000489	Prae.g_00304	Prbf.g_01644
OG0000490	Prae.g_00309	Prbf.g_01648
OG0000491	Prae.g_00310	Prbf.g_01649
OG0000492	Prae.g_00312	Prbf.g_01651
OG0000493	Prae.g_00313	Prbf.g_01652
OG0000494	Prae.g_00314	Prbf.g_01653
OG0000495	Prae.g_00315	Prbf.g_01654
OG0000496	Prae.g_00316	Prbf.g_01655
OG0000497	Prae.g_00317	Prbf.g_01656
OG0000498	Prae.g_00318	Prbf.g_01657
OG0000499	Prae.g_00319	Prbf.g_01658
OG0000500	Prae.g_00320	Prbf.g_01659
OG0000501	Prae.g_00322	Prbf.g_01660
OG0000502	Prae.g_00325	Prbf.g_01663
OG0000503	Prae.g_00335	Prbf.g_01678
OG0000504	Prae.g_00336	Prbf.g_01680
OG0000505	Prae.g_00337	Prbf.g_01681
OG0000506	Prae.g_00338	Prbf.g_01682
OG0000507	Prae.g_00341	Prbf.g_01685
OG0000508	Prae.g_00344	Prbf.g_01689
OG0000509	Prae.g_00346	Prbf.g_01691
OG0000510	Prae.g_00347	Prbf.g_01692
OG0000511	Prae.g_00348	Prbf.g_01693
OG0000512	Prae.g_00350	Prbf.g_01695
OG0000513	Prae.g_00357	Prbf.g_01704
OG0000514	Prae.g_00405	Prbf.g_01715
OG0000515	Prae.g_00406	Prbf.g_01716
OG0000516	Prae.g_00407	Prbf.g_01717
OG0000517	Prae.g_00409	Prbf.g_01719
OG0000518	Prae.g_00420	Prbf.g_01730
OG0000519	Prae.g_00421	Prbf.g_01731
OG0000520	Prae.g_00422	Prbf.g_01732
OG0000521	Prae.g_00427	Prbf.g_01740
OG0000522	Prae.g_00429	Prbf.g_01742
OG0000523	Prae.g_00430	Prbf.g_01743
OG0000524	Prae.g_00435	Prbf.g_01748
OG0000525	Prae.g_00438	Prbf.g_01752
OG0000526	Prae.g_00439	Prbf.g_01753
OG0000527	Prae.g_00447	Prbf.g_01756
OG0000528	Prae.g_00452	Prbf.g_01761
OG0000529	Prae.g_00455	Prbf.g_01764
OG0000530	Prae.g_00458	Prbf.g_01767
OG0000531	Prae.g_00459	Prbf.g_01768
OG0000532	Prae.g_00461	Prbf.g_01770
OG0000533	Prae.g_00462	Prbf.g_01771
OG0000534	Prae.g_00463	Prbf.g_01772
OG0000535	Prae.g_00464	Prbf.g_01773
OG0000536	Prae.g_00465	Prbf.g_01774
OG0000537	Prae.g_00466	Prbf.g_01775
OG0000538	Prae.g_00474	Prbf.g_01784
OG0000539	Prae.g_00475	Prbf.g_01785
OG0000540	Prae.g_00476	Prbf.g_01786
OG0000541	Prae.g_00477	Prbf.g_01787
OG0000542	Prae.g_00479	Prbf.g_01788
OG0000543	Prae.g_00481	Prbf.g_01790
OG0000544	Prae.g_00482	Prbf.g_01791
OG0000545	Prae.g_00484	Prbf.g_01793
OG0000546	Prae.g_00487	Prbf.g_01796
OG0000547	Prae.g_00489	Prbf.g_01798
OG0000548	Prae.g_00490	Prbf.g_01799
OG0000549	Prae.g_00492	Prbf.g_01801
OG0000550	Prae.g_00497	Prbf.g_01805
OG0000551	Prae.g_00501	Prbf.g_01808
OG0000552	Prae.g_00502	Prbf.g_01809
OG0000553	Prae.g_00503	Prbf.g_01810
OG0000554	Prae.g_00509	Prbf.g_01815
OG0000555	Prae.g_00517	Prbf.g_01823
OG0000556	Prae.g_00519	Prbf.g_01825
OG0000557	Prae.g_00520	Prbf.g_01826
OG0000558	Prae.g_00522	Prbf.g_01828
OG0000559	Prae.g_00526	Prbf.g_01832
OG0000560	Prae.g_00529	Prbf.g_01835
OG0000561	Prae.g_00530	Prbf.g_01836
