Orthogroup	Prae	Syak
OG0000139	Prae.g_00512	Syak.g_02646
OG0000140	Prae.g_00513	Syak.g_02650
OG0000141	Prae.g_00581	Syak.g_02746
OG0000142	Prae.g_00609	Syak.g_00035
OG0000143	Prae.g_00613	Syak.g_00039
OG0000144	Prae.g_00626	Syak.g_00260
OG0000145	Prae.g_00766	Syak.g_02598
OG0000146	Prae.g_00771	Syak.g_00514
OG0000147	Prae.g_00772	Syak.g_00515
OG0000148	Prae.g_00822	Syak.g_00455
OG0000149	Prae.g_00852	Syak.g_00596
OG0000150	Prae.g_00860	Syak.g_02747
OG0000151	Prae.g_00918	Syak.g_00387
OG0000152	Prae.g_00964	Syak.g_00503
OG0000153	Prae.g_00983	Syak.g_00470
OG0000154	Prae.g_01014	Syak.g_00645
OG0000155	Prae.g_01183	Syak.g_00855
OG0000156	Prae.g_01317	Syak.g_00919
OG0000157	Prae.g_01318	Syak.g_00920
OG0000158	Prae.g_01426	Syak.g_01624
OG0000160	Prae.g_01460	Syak.g_01043
OG0000161	Prae.g_01466	Syak.g_01050
OG0000162	Prae.g_01472	Syak.g_01058
OG0000163	Prae.g_01506	Syak.g_02478
OG0000164	Prae.g_01647	Syak.g_02384
OG0000165	Prae.g_01654	Syak.g_02374
OG0000166	Prae.g_01722	Syak.g_01345
OG0000167	Prae.g_01789	Syak.g_01561
OG0000168	Prae.g_01799	Syak.g_01625
OG0000169	Prae.g_01809	Syak.g_01637
OG0000170	Prae.g_01811	Syak.g_01644
OG0000171	Prae.g_01830	Syak.g_01691
OG0000172	Prae.g_01838	Syak.g_01713
OG0000173	Prae.g_01853	Syak.g_01733
OG0000174	Prae.g_01881	Syak.g_01895
OG0000175	Prae.g_01891	Syak.g_01827
OG0000176	Prae.g_00004	Syak.g_01790
OG0000177	Prae.g_00005	Syak.g_01789
OG0000178	Prae.g_00006	Syak.g_01788
OG0000179	Prae.g_00016	Syak.g_01773
OG0000180	Prae.g_00017	Syak.g_01772
OG0000181	Prae.g_00018	Syak.g_01771
OG0000182	Prae.g_00019	Syak.g_01770
OG0000183	Prae.g_00023	Syak.g_01766
OG0000184	Prae.g_00048	Syak.g_01955
OG0000185	Prae.g_00051	Syak.g_01971
OG0000186	Prae.g_00064	Syak.g_02258
OG0000187	Prae.g_00065	Syak.g_02257
OG0000188	Prae.g_00082	Syak.g_02235
OG0000189	Prae.g_00096	Syak.g_02203
OG0000190	Prae.g_00097	Syak.g_01575
OG0000191	Prae.g_00117	Syak.g_02171
OG0000192	Prae.g_00121	Syak.g_02165
OG0000193	Prae.g_00149	Syak.g_02127
OG0000194	Prae.g_00152	Syak.g_02124
OG0000195	Prae.g_00154	Syak.g_02122
OG0000196	Prae.g_00164	Syak.g_02111
OG0000197	Prae.g_00165	Syak.g_02110
OG0000198	Prae.g_00166	Syak.g_02109
OG0000199	Prae.g_00173	Syak.g_02100
OG0000200	Prae.g_00187	Syak.g_02083
OG0000201	Prae.g_00195	Syak.g_02068
OG0000202	Prae.g_00196	Syak.g_02067
OG0000203	Prae.g_00197	Syak.g_02066
OG0000204	Prae.g_00198	Syak.g_02065
OG0000205	Prae.g_00205	Syak.g_02058
OG0000206	Prae.g_00210	Syak.g_02038
OG0000207	Prae.g_00212	Syak.g_02025
OG0000208	Prae.g_00213	Syak.g_02024
OG0000209	Prae.g_00222	Syak.g_01995
OG0000210	Prae.g_00223	Syak.g_01994
OG0000211	Prae.g_00236	Syak.g_02017, Syak.g_02300
OG0000212	Prae.g_00243	Syak.g_02311
OG0000213	Prae.g_00260	Syak.g_01425
OG0000214	Prae.g_00270	Syak.g_01442
OG0000215	Prae.g_00293	Syak.g_01474
OG0000216	Prae.g_00295	Syak.g_01478
OG0000217	Prae.g_00298	Syak.g_01482
OG0000218	Prae.g_00300	Syak.g_01484
OG0000219	Prae.g_00301	Syak.g_01485
OG0000220	Prae.g_00302	Syak.g_01486
OG0000221	Prae.g_00303	Syak.g_01498
OG0000222	Prae.g_00311	Syak.g_01512
OG0000223	Prae.g_00324	Syak.g_01531
OG0000224	Prae.g_00326	Syak.g_01532
OG0000225	Prae.g_00345	Syak.g_01230
OG0000226	Prae.g_00349	Syak.g_01226
OG0000227	Prae.g_00351	Syak.g_01224
OG0000228	Prae.g_00354	Syak.g_01216
OG0000229	Prae.g_00410	Syak.g_01191
OG0000230	Prae.g_00412	Syak.g_01189
OG0000231	Prae.g_00423	Syak.g_01176
OG0000232	Prae.g_00432	Syak.g_01156
OG0000233	Prae.g_00437	Syak.g_01145
OG0000234	Prae.g_00450	Syak.g_01116
OG0000235	Prae.g_00453	Syak.g_02573
OG0000236	Prae.g_00467	Syak.g_02589
OG0000237	Prae.g_00480	Syak.g_02607
OG0000238	Prae.g_00486	Syak.g_02612
OG0000239	Prae.g_00499	Syak.g_02628
OG0000240	Prae.g_00500	Syak.g_02629
OG0000241	Prae.g_00504	Syak.g_00027
OG0000242	Prae.g_00506	Syak.g_02638
OG0000243	Prae.g_00518	Syak.g_02658
OG0000244	Prae.g_00521	Syak.g_02665
OG0000245	Prae.g_00523	Syak.g_02667
OG0000246	Prae.g_00527	Syak.g_02671
OG0000247	Prae.g_00537	Syak.g_02681
OG0000248	Prae.g_00539	Syak.g_02684
OG0000249	Prae.g_00541	Syak.g_02686
OG0000250	Prae.g_00546	Syak.g_02694
OG0000251	Prae.g_00565	Syak.g_02722
OG0000252	Prae.g_00568	Syak.g_02725
OG0000253	Prae.g_00569	Syak.g_02727
OG0000254	Prae.g_00585	Syak.g_02752
OG0000255	Prae.g_00591	Syak.g_02772
OG0000256	Prae.g_00601	Syak.g_00020
OG0000257	Prae.g_00604	Syak.g_00026
OG0000258	Prae.g_00617	Syak.g_00044
OG0000259	Prae.g_00634	Syak.g_00334
OG0000260	Prae.g_00637	Syak.g_00338
OG0000261	Prae.g_00639	Syak.g_00348
OG0000262	Prae.g_00643	Syak.g_00353
OG0000263	Prae.g_00655	Syak.g_00828
OG0000264	Prae.g_00665	Syak.g_00698
OG0000265	Prae.g_00711	Syak.g_00211
OG0000266	Prae.g_00721	Syak.g_00778
OG0000267	Prae.g_00732	Syak.g_00555
OG0000268	Prae.g_00733	Syak.g_00554
OG0000269	Prae.g_00801	Syak.g_00429
OG0000270	Prae.g_00804	Syak.g_00432
OG0000271	Prae.g_00812	Syak.g_00440
OG0000272	Prae.g_00813	Syak.g_00441
OG0000273	Prae.g_00836	Syak.g_00616
OG0000274	Prae.g_00837	Syak.g_00615
OG0000275	Prae.g_00839	Syak.g_00611
OG0000276	Prae.g_00844	Syak.g_00604
OG0000277	Prae.g_00845	Syak.g_00603
OG0000278	Prae.g_00848	Syak.g_00600
OG0000279	Prae.g_00855	Syak.g_00592
OG0000280	Prae.g_00856	Syak.g_00582
OG0000281	Prae.g_00861	Syak.g_00339
OG0000282	Prae.g_00910	Syak.g_00375
OG0000283	Prae.g_00941	Syak.g_00541
OG0000284	Prae.g_00946	Syak.g_00536
OG0000285	Prae.g_00951	Syak.g_00523
OG0000286	Prae.g_00963	Syak.g_00504
OG0000287	Prae.g_00980	Syak.g_00477
OG0000288	Prae.g_01013	Syak.g_00644
OG0000289	Prae.g_01024	Syak.g_00659
OG0000290	Prae.g_01037	Syak.g_00738
OG0000291	Prae.g_01039	Syak.g_00734, Syak.g_00737
OG0000292	Prae.g_01090	Syak.g_01802
OG0000293	Prae.g_01154	Syak.g_00910
OG0000294	Prae.g_01155	Syak.g_00909
OG0000295	Prae.g_01175	Syak.g_00863
OG0000296	Prae.g_01177	Syak.g_00861
OG0000297	Prae.g_01185	Syak.g_00848
OG0000298	Prae.g_01186	Syak.g_00847
OG0000299	Prae.g_01203	Syak.g_00820
OG0000300	Prae.g_01206	Syak.g_00813
OG0000301	Prae.g_01207	Syak.g_00812
OG0000302	Prae.g_01209	Syak.g_00811
OG0000303	Prae.g_01216	Syak.g_00674
OG0000304	Prae.g_01220	Syak.g_00680
OG0000305	Prae.g_01360	Syak.g_00732
OG0000306	Prae.g_01363	Syak.g_00094
OG0000307	Prae.g_01377	Syak.g_02556
OG0000308	Prae.g_01378	Syak.g_02554
OG0000309	Prae.g_01382	Syak.g_02549
OG0000310	Prae.g_01444	Syak.g_00994
OG0000311	Prae.g_01446	Syak.g_00999
OG0000312	Prae.g_01449	Syak.g_01028
OG0000313	Prae.g_01463	Syak.g_01046
OG0000314	Prae.g_01486	Syak.g_01079
OG0000315	Prae.g_01496	Syak.g_01090
OG0000316	Prae.g_01516	Syak.g_02462
OG0000317	Prae.g_01621	Syak.g_02419
OG0000318	Prae.g_01624	Syak.g_02415
OG0000319	Prae.g_01637	Syak.g_02399
OG0000320	Prae.g_01639	Syak.g_02397
OG0000321	Prae.g_01640	Syak.g_02396
OG0000322	Prae.g_01641	Syak.g_02395
OG0000323	Prae.g_01650	Syak.g_02380
OG0000324	Prae.g_01676	Syak.g_02347
OG0000325	Prae.g_01687	Syak.g_01391
OG0000326	Prae.g_01693	Syak.g_01384
OG0000327	Prae.g_01717	Syak.g_01350
OG0000328	Prae.g_01718	Syak.g_01349
OG0000329	Prae.g_01735	Syak.g_01331
OG0000330	Prae.g_01736	Syak.g_01330
OG0000331	Prae.g_01737	Syak.g_01329
OG0000332	Prae.g_01751	Syak.g_01314
OG0000333	Prae.g_01753	Syak.g_01311
OG0000334	Prae.g_01761	Syak.g_01302
OG0000335	Prae.g_01767	Syak.g_01298
OG0000336	Prae.g_01771	Syak.g_01294
OG0000337	Prae.g_01787	Syak.g_01555
OG0000338	Prae.g_01788	Syak.g_01558
OG0000339	Prae.g_01792	Syak.g_01566
OG0000340	Prae.g_01800	Syak.g_01626
OG0000341	Prae.g_01802	Syak.g_01628
OG0000342	Prae.g_01803	Syak.g_01629
OG0000343	Prae.g_01804	Syak.g_01631
OG0000344	Prae.g_01807	Syak.g_01635
OG0000345	Prae.g_01812	Syak.g_01645
OG0000346	Prae.g_01816	Syak.g_01651
OG0000347	Prae.g_01832	Syak.g_01694
OG0000348	Prae.g_01841	Syak.g_01717
OG0000349	Prae.g_01858	Syak.g_01740
OG0000350	Prae.g_01877	Syak.g_01377
OG0000351	Prae.g_01894	Syak.g_01823
OG0000352	Prae.g_01895	Syak.g_01822
OG0000353	Prae.g_01910	Syak.g_01796
OG0000354	Prae.g_00689	Syak.g_01775
OG0000355	Prae.g_00001	Syak.g_01793
OG0000356	Prae.g_00002	Syak.g_01792
OG0000357	Prae.g_00003	Syak.g_01791
OG0000358	Prae.g_00007	Syak.g_01787
OG0000359	Prae.g_00008	Syak.g_01785
OG0000360	Prae.g_00009	Syak.g_01784
OG0000361	Prae.g_00010	Syak.g_01783
OG0000362	Prae.g_00012	Syak.g_01781
OG0000363	Prae.g_00014	Syak.g_01779
OG0000364	Prae.g_00015	Syak.g_01778
OG0000365	Prae.g_00020	Syak.g_01769
OG0000366	Prae.g_00021	Syak.g_01768
OG0000367	Prae.g_00022	Syak.g_01767
OG0000368	Prae.g_00024	Syak.g_01765
OG0000369	Prae.g_00025	Syak.g_01764
OG0000370	Prae.g_00026	Syak.g_01763
OG0000371	Prae.g_00032	Syak.g_01753
OG0000372	Prae.g_00035	Syak.g_01748
OG0000373	Prae.g_00036	Syak.g_01747
OG0000374	Prae.g_00037	Syak.g_01746
OG0000375	Prae.g_00042	Syak.g_01744
OG0000376	Prae.g_00044	Syak.g_01742
OG0000377	Prae.g_00047	Syak.g_01948
OG0000378	Prae.g_00049	Syak.g_01968
OG0000379	Prae.g_00052	Syak.g_01972
OG0000380	Prae.g_00066	Syak.g_02256
OG0000381	Prae.g_00070	Syak.g_02254
OG0000382	Prae.g_00081	Syak.g_02236
OG0000383	Prae.g_00083	Syak.g_02229
OG0000384	Prae.g_00084	Syak.g_02228
OG0000385	Prae.g_00085	Syak.g_02227
OG0000386	Prae.g_00086	Syak.g_02226
OG0000387	Prae.g_00099	Syak.g_02200
OG0000388	Prae.g_00102	Syak.g_02196
OG0000389	Prae.g_00105	Syak.g_02193, Syak.g_02345
OG0000390	Prae.g_00112	Syak.g_02177
OG0000391	Prae.g_00116	Syak.g_02172
OG0000392	Prae.g_00120	Syak.g_02166
OG0000393	Prae.g_00122	Syak.g_02163
OG0000394	Prae.g_00123	Syak.g_02162
OG0000395	Prae.g_00124	Syak.g_02161
OG0000396	Prae.g_00127	Syak.g_02158
OG0000397	Prae.g_00129	Syak.g_02156
OG0000398	Prae.g_00131	Syak.g_02151
OG0000399	Prae.g_00132	Syak.g_02150
OG0000400	Prae.g_00133	Syak.g_02149
OG0000401	Prae.g_00134	Syak.g_02148
OG0000402	Prae.g_00136	Syak.g_02146
OG0000403	Prae.g_00137	Syak.g_02145
OG0000404	Prae.g_00138	Syak.g_02143
OG0000405	Prae.g_00142	Syak.g_02131
OG0000406	Prae.g_00150	Syak.g_02126
OG0000407	Prae.g_00151	Syak.g_02125
OG0000408	Prae.g_00153	Syak.g_02123
OG0000409	Prae.g_00155	Syak.g_02121
OG0000410	Prae.g_00156	Syak.g_02120
OG0000411	Prae.g_00157	Syak.g_02119
OG0000412	Prae.g_00158	Syak.g_02118
OG0000413	Prae.g_00159	Syak.g_02116
OG0000415	Prae.g_00161	Syak.g_02114
OG0000416	Prae.g_00162	Syak.g_02113
OG0000417	Prae.g_00163	Syak.g_02112
OG0000418	Prae.g_00168	Syak.g_02107
OG0000419	Prae.g_00170	Syak.g_02105
OG0000420	Prae.g_00171	Syak.g_02103
OG0000421	Prae.g_00176	Syak.g_02097
OG0000422	Prae.g_00177	Syak.g_02096
OG0000423	Prae.g_00178	Syak.g_02095
OG0000424	Prae.g_00179	Syak.g_02094
OG0000425	Prae.g_00180	Syak.g_02093
OG0000426	Prae.g_00181	Syak.g_02092
OG0000427	Prae.g_00182	Syak.g_02091
OG0000428	Prae.g_00184	Syak.g_02088
OG0000429	Prae.g_00185	Syak.g_02086
OG0000430	Prae.g_00186	Syak.g_02084
OG0000431	Prae.g_00188	Syak.g_02081
OG0000432	Prae.g_00191	Syak.g_02075
OG0000433	Prae.g_00192	Syak.g_02073
OG0000434	Prae.g_00193	Syak.g_02072
OG0000435	Prae.g_00194	Syak.g_02071
OG0000436	Prae.g_00199	Syak.g_02064
OG0000437	Prae.g_00200	Syak.g_02063
OG0000438	Prae.g_00201	Syak.g_02062
OG0000439	Prae.g_00203	Syak.g_02060
OG0000440	Prae.g_00204	Syak.g_02059
OG0000441	Prae.g_00207	Syak.g_02053
OG0000442	Prae.g_00208	Syak.g_02043
OG0000443	Prae.g_00209	Syak.g_02041
OG0000444	Prae.g_00214	Syak.g_02022
OG0000445	Prae.g_00215	Syak.g_02015
OG0000446	Prae.g_00216	Syak.g_02013
OG0000447	Prae.g_00217	Syak.g_02006
OG0000448	Prae.g_00218	Syak.g_02005
OG0000449	Prae.g_00219	Syak.g_02004
OG0000450	Prae.g_00220	Syak.g_01998
OG0000451	Prae.g_00221	Syak.g_01997
OG0000452	Prae.g_00224	Syak.g_01993
OG0000453	Prae.g_00225	Syak.g_01992
OG0000454	Prae.g_00226	Syak.g_01991
OG0000455	Prae.g_00227	Syak.g_01990
OG0000456	Prae.g_00228	Syak.g_01989
OG0000457	Prae.g_00229	Syak.g_01987
OG0000458	Prae.g_00230	Syak.g_01986
OG0000459	Prae.g_00231	Syak.g_01985
OG0000460	Prae.g_00238	Syak.g_02303
OG0000461	Prae.g_00245	Syak.g_01402
OG0000462	Prae.g_00247	Syak.g_01405
OG0000463	Prae.g_00248	Syak.g_01406
OG0000464	Prae.g_00249	Syak.g_01407
OG0000465	Prae.g_00250	Syak.g_01409
OG0000466	Prae.g_00253	Syak.g_01414
OG0000467	Prae.g_00254	Syak.g_01416
OG0000468	Prae.g_00256	Syak.g_01421
OG0000469	Prae.g_00265	Syak.g_01436
OG0000470	Prae.g_00267	Syak.g_01438
OG0000471	Prae.g_00268	Syak.g_01439
OG0000472	Prae.g_00269	Syak.g_01441
OG0000473	Prae.g_00271	Syak.g_01443
OG0000474	Prae.g_00272	Syak.g_01444
OG0000475	Prae.g_00273	Syak.g_01445
OG0000476	Prae.g_00274	Syak.g_01447
OG0000477	Prae.g_00276	Syak.g_01453
OG0000478	Prae.g_00277	Syak.g_01454
OG0000479	Prae.g_00278	Syak.g_01455
OG0000480	Prae.g_00283	Syak.g_01462
OG0000481	Prae.g_00285	Syak.g_01464
OG0000482	Prae.g_00286	Syak.g_01465
OG0000483	Prae.g_00289	Syak.g_01469
OG0000484	Prae.g_00290	Syak.g_01470
OG0000485	Prae.g_00291	Syak.g_01472
OG0000486	Prae.g_00292	Syak.g_01473
OG0000487	Prae.g_00296	Syak.g_01479
OG0000488	Prae.g_00299	Syak.g_01483
OG0000489	Prae.g_00304	Syak.g_01499
OG0000490	Prae.g_00309	Syak.g_01507
OG0000491	Prae.g_00310	Syak.g_01511
OG0000492	Prae.g_00312	Syak.g_01513
OG0000493	Prae.g_00313	Syak.g_01514
OG0000494	Prae.g_00314	Syak.g_01515
OG0000495	Prae.g_00315	Syak.g_01516
OG0000496	Prae.g_00316	Syak.g_01517
OG0000497	Prae.g_00317	Syak.g_01518
OG0000498	Prae.g_00318	Syak.g_01519
OG0000499	Prae.g_00319	Syak.g_01520
OG0000500	Prae.g_00320	Syak.g_01521
OG0000501	Prae.g_00322	Syak.g_01524
OG0000502	Prae.g_00325	Syak.g_01538
OG0000503	Prae.g_00335	Syak.g_01246
OG0000504	Prae.g_00336	Syak.g_01244
OG0000505	Prae.g_00337	Syak.g_01243
OG0000506	Prae.g_00338	Syak.g_01241
OG0000507	Prae.g_00341	Syak.g_01235
OG0000508	Prae.g_00344	Syak.g_01231
OG0000509	Prae.g_00346	Syak.g_01229
OG0000510	Prae.g_00347	Syak.g_01228
OG0000511	Prae.g_00348	Syak.g_01227
OG0000512	Prae.g_00350	Syak.g_01225
OG0000513	Prae.g_00357	Syak.g_01211
OG0000514	Prae.g_00405	Syak.g_01204
OG0000515	Prae.g_00406	Syak.g_01203
OG0000516	Prae.g_00407	Syak.g_01199
OG0000517	Prae.g_00409	Syak.g_01192
OG0000518	Prae.g_00420	Syak.g_01180
OG0000519	Prae.g_00421	Syak.g_01179
OG0000520	Prae.g_00422	Syak.g_01178
OG0000521	Prae.g_00427	Syak.g_01167
OG0000522	Prae.g_00429	Syak.g_01163
OG0000523	Prae.g_00430	Syak.g_01162
OG0000524	Prae.g_00435	Syak.g_01149
OG0000525	Prae.g_00438	Syak.g_01130
OG0000526	Prae.g_00439	Syak.g_01127
OG0000527	Prae.g_00447	Syak.g_01120
OG0000528	Prae.g_00452	Syak.g_02570
OG0000529	Prae.g_00455	Syak.g_02575
OG0000530	Prae.g_00458	Syak.g_02578
OG0000531	Prae.g_00459	Syak.g_02579
OG0000532	Prae.g_00461	Syak.g_02582
OG0000533	Prae.g_00462	Syak.g_02584
OG0000534	Prae.g_00463	Syak.g_02585
OG0000535	Prae.g_00464	Syak.g_02586
OG0000536	Prae.g_00465	Syak.g_02587
OG0000537	Prae.g_00466	Syak.g_02588
OG0000538	Prae.g_00474	Syak.g_02600
OG0000539	Prae.g_00475	Syak.g_02601
OG0000540	Prae.g_00476	Syak.g_02602
OG0000541	Prae.g_00477	Syak.g_02603
OG0000542	Prae.g_00479	Syak.g_02606
OG0000543	Prae.g_00481	Syak.g_02608
OG0000544	Prae.g_00482	Syak.g_02609
OG0000545	Prae.g_00484	Syak.g_02611
OG0000546	Prae.g_00487	Syak.g_02613
OG0000547	Prae.g_00489	Syak.g_02615
OG0000548	Prae.g_00490	Syak.g_02616
OG0000549	Prae.g_00492	Syak.g_02622
OG0000550	Prae.g_00497	Syak.g_02626
OG0000551	Prae.g_00501	Syak.g_02631
OG0000552	Prae.g_00502	Syak.g_02632
OG0000553	Prae.g_00503	Syak.g_02636
OG0000554	Prae.g_00509	Syak.g_02641
OG0000555	Prae.g_00517	Syak.g_02657
OG0000556	Prae.g_00519	Syak.g_02661
OG0000557	Prae.g_00520	Syak.g_02663
OG0000558	Prae.g_00522	Syak.g_02666
OG0000559	Prae.g_00526	Syak.g_02670
OG0000560	Prae.g_00529	Syak.g_02672
OG0000561	Prae.g_00530	Syak.g_02673
OG0000562	Prae.g_00531	Syak.g_02674
OG0000563	Prae.g_00532	Syak.g_02675
OG0000564	Prae.g_00533	Syak.g_02676
OG0000565	Prae.g_00536	Syak.g_02679
OG0000566	Prae.g_00538	Syak.g_02683
OG0000567	Prae.g_00542	Syak.g_02687
OG0000568	Prae.g_00543	Syak.g_02690
OG0000569	Prae.g_00544	Syak.g_02691
OG0000570	Prae.g_00545	Syak.g_02692
OG0000571	Prae.g_00547	Syak.g_02696
OG0000572	Prae.g_00560	Syak.g_02713
OG0000573	Prae.g_00566	Syak.g_02723
OG0000574	Prae.g_00567	Syak.g_02724
OG0000575	Prae.g_00571	Syak.g_02729
OG0000576	Prae.g_00573	Syak.g_02731
OG0000577	Prae.g_00574	Syak.g_02732
OG0000578	Prae.g_00575	Syak.g_02733
OG0000579	Prae.g_00576	Syak.g_02734
OG0000580	Prae.g_00577	Syak.g_02735
OG0000581	Prae.g_00579	Syak.g_02742
OG0000582	Prae.g_00582	Syak.g_02748
OG0000583	Prae.g_00583	Syak.g_02749
OG0000584	Prae.g_00584	Syak.g_02750
OG0000585	Prae.g_00586	Syak.g_02753
OG0000586	Prae.g_00587	Syak.g_02754
OG0000587	Prae.g_00588	Syak.g_02756
