Orthogroup	Prae	Syat
OG0000149	Prae.g_00852	Syat.g_00747
OG0000150	Prae.g_00860	Syat.g_03399
OG0000151	Prae.g_00918	Syat.g_00801, Syat.g_00440
OG0000152	Prae.g_00964	Syat.g_00578
OG0000153	Prae.g_00983	Syat.g_00542
OG0000154	Prae.g_01014	Syat.g_00708
OG0000155	Prae.g_01183	Syat.g_00287
OG0000156	Prae.g_01317	Syat.g_03228
OG0000157	Prae.g_01318	Syat.g_02012, Syat.g_03227
OG0000158	Prae.g_01426	Syat.g_02163
OG0000160	Prae.g_01460	Syat.g_01224
OG0000161	Prae.g_01466	Syat.g_01180
OG0000162	Prae.g_01472	Syat.g_01281
OG0000163	Prae.g_01506	Syat.g_02979
OG0000164	Prae.g_01647	Syat.g_03040
OG0000165	Prae.g_01654	Syat.g_03033
OG0000166	Prae.g_01722	Syat.g_01822
OG0000167	Prae.g_01789	Syat.g_02148
OG0000168	Prae.g_01799	Syat.g_02164
OG0000169	Prae.g_01809	Syat.g_02192
OG0000170	Prae.g_01811	Syat.g_02201
OG0000171	Prae.g_01830	Syat.g_02230
OG0000172	Prae.g_01838	Syat.g_02260
OG0000173	Prae.g_01853	Syat.g_02284
OG0000174	Prae.g_01881	Syat.g_02504
OG0000175	Prae.g_01891	Syat.g_02416
OG0000176	Prae.g_00004	Syat.g_02372
OG0000177	Prae.g_00005	Syat.g_02338
OG0000178	Prae.g_00006	Syat.g_02337
OG0000179	Prae.g_00016	Syat.g_02322
OG0000180	Prae.g_00017	Syat.g_02321
OG0000181	Prae.g_00018	Syat.g_02320
OG0000182	Prae.g_00019	Syat.g_02319
OG0000183	Prae.g_00023	Syat.g_02315
OG0000184	Prae.g_00048	Syat.g_02704
OG0000185	Prae.g_00051	Syat.g_02719
OG0000186	Prae.g_00064	Syat.g_01463
OG0000187	Prae.g_00065	Syat.g_01467
OG0000188	Prae.g_00082	Syat.g_01489
OG0000189	Prae.g_00096	Syat.g_00386, Syat.g_01557
OG0000190	Prae.g_00097	Syat.g_00330
OG0000191	Prae.g_00117	Syat.g_03344, Syat.g_02939
OG0000192	Prae.g_00121	Syat.g_02933
OG0000193	Prae.g_00149	Syat.g_02897
OG0000194	Prae.g_00152	Syat.g_02894
OG0000195	Prae.g_00154	Syat.g_02892
OG0000196	Prae.g_00164	Syat.g_02867
OG0000197	Prae.g_00165	Syat.g_02866
OG0000198	Prae.g_00166	Syat.g_02865
OG0000199	Prae.g_00173	Syat.g_02857
OG0000200	Prae.g_00187	Syat.g_02840
OG0000201	Prae.g_00195	Syat.g_02821
OG0000202	Prae.g_00196	Syat.g_02820
OG0000203	Prae.g_00197	Syat.g_02819
OG0000204	Prae.g_00198	Syat.g_02818
OG0000205	Prae.g_00205	Syat.g_02809
OG0000206	Prae.g_00210	Syat.g_02785
OG0000207	Prae.g_00212	Syat.g_02778
OG0000208	Prae.g_00213	Syat.g_02777
OG0000209	Prae.g_00222	Syat.g_02735
OG0000210	Prae.g_00223	Syat.g_02734
OG0000211	Prae.g_00236	Syat.g_01452
OG0000212	Prae.g_00243	Syat.g_01442
OG0000213	Prae.g_00260	Syat.g_01889
OG0000214	Prae.g_00270	Syat.g_02042
OG0000215	Prae.g_00293	Syat.g_02075
OG0000216	Prae.g_00295	Syat.g_02079
OG0000217	Prae.g_00298	Syat.g_02085
OG0000218	Prae.g_00300	Syat.g_02087
OG0000219	Prae.g_00301	Syat.g_02088
OG0000220	Prae.g_00302	Syat.g_02089
OG0000221	Prae.g_00303	Syat.g_02095
OG0000222	Prae.g_00311	Syat.g_02109
OG0000223	Prae.g_00324	Syat.g_02570
OG0000224	Prae.g_00326	Syat.g_02139
OG0000225	Prae.g_00345	Syat.g_01595
OG0000226	Prae.g_00349	Syat.g_01588
OG0000228	Prae.g_00354	Syat.g_02952
OG0000229	Prae.g_00410	Syat.g_02970
OG0000230	Prae.g_00412	Syat.g_02972
OG0000231	Prae.g_00423	Syat.g_01283
OG0000232	Prae.g_00432	Syat.g_01313
OG0000233	Prae.g_00437	Syat.g_01407
OG0000234	Prae.g_00450	Syat.g_01369
OG0000235	Prae.g_00453	Syat.g_03169
OG0000236	Prae.g_00467	Syat.g_03186
OG0000237	Prae.g_00480	Syat.g_03214
OG0000238	Prae.g_00486	Syat.g_03219
OG0000239	Prae.g_00499	Syat.g_01105
OG0000240	Prae.g_00500	Syat.g_01104
OG0000241	Prae.g_00504	Syat.g_00111
OG0000242	Prae.g_00506	Syat.g_01077
OG0000243	Prae.g_00518	Syat.g_00092
OG0000244	Prae.g_00521	Syat.g_00082
OG0000245	Prae.g_00523	Syat.g_00080
OG0000246	Prae.g_00527	Syat.g_00076
OG0000247	Prae.g_00537	Syat.g_00065
OG0000248	Prae.g_00539	Syat.g_00062
OG0000249	Prae.g_00541	Syat.g_00060
OG0000250	Prae.g_00546	Syat.g_00053
OG0000251	Prae.g_00565	Syat.g_00027
OG0000252	Prae.g_00568	Syat.g_00022
OG0000253	Prae.g_00569	Syat.g_00021
OG0000254	Prae.g_00585	Syat.g_03407
OG0000255	Prae.g_00591	Syat.g_02405
OG0000256	Prae.g_00601	Syat.g_03306
OG0000257	Prae.g_00604	Syat.g_00109
OG0000258	Prae.g_00617	Syat.g_00382
OG0000259	Prae.g_00634	Syat.g_00342
OG0000260	Prae.g_00637	Syat.g_00392
OG0000261	Prae.g_00639	Syat.g_00400
OG0000262	Prae.g_00643	Syat.g_00407
OG0000263	Prae.g_00655	Syat.g_00200
OG0000266	Prae.g_00721	Syat.g_00671
OG0000267	Prae.g_00732	Syat.g_00636
OG0000268	Prae.g_00733	Syat.g_00634
OG0000269	Prae.g_00801	Syat.g_00474, Syat.g_00126
OG0000270	Prae.g_00804	Syat.g_00477
OG0000271	Prae.g_00812	Syat.g_00485
OG0000272	Prae.g_00813	Syat.g_00486
OG0000273	Prae.g_00836	Syat.g_00520
OG0000274	Prae.g_00837	Syat.g_00521
OG0000275	Prae.g_00839	Syat.g_00718
OG0000276	Prae.g_00844	Syat.g_00725
OG0000277	Prae.g_00845	Syat.g_00738
OG0000278	Prae.g_00848	Syat.g_00741
OG0000279	Prae.g_00855	Syat.g_00755
OG0000280	Prae.g_00856	Syat.g_01669
OG0000281	Prae.g_00861	Syat.g_00960
OG0000282	Prae.g_00910	Syat.g_00431
OG0000283	Prae.g_00941	Syat.g_00620
OG0000284	Prae.g_00946	Syat.g_00614
OG0000285	Prae.g_00951	Syat.g_00607
OG0000286	Prae.g_00963	Syat.g_00579
OG0000287	Prae.g_00980	Syat.g_00550
OG0000288	Prae.g_01013	Syat.g_00709
OG0000289	Prae.g_01024	Syat.g_00695
OG0000290	Prae.g_01037	Syat.g_00805
OG0000291	Prae.g_01039	Syat.g_00807
OG0000292	Prae.g_01090	Syat.g_02388
OG0000293	Prae.g_01154	Syat.g_03241
OG0000294	Prae.g_01155	Syat.g_03248
OG0000295	Prae.g_01175	Syat.g_00297
OG0000296	Prae.g_01177	Syat.g_00295
OG0000297	Prae.g_01185	Syat.g_00226
OG0000298	Prae.g_01186	Syat.g_00225
OG0000299	Prae.g_01203	Syat.g_00910
OG0000300	Prae.g_01206	Syat.g_00904
OG0000301	Prae.g_01207	Syat.g_00903
OG0000302	Prae.g_01209	Syat.g_00901
OG0000303	Prae.g_01216	Syat.g_00892
OG0000304	Prae.g_01220	Syat.g_00885
OG0000305	Prae.g_01360	Syat.g_00809
OG0000306	Prae.g_01363	Syat.g_01704
OG0000307	Prae.g_01377	Syat.g_01304
OG0000308	Prae.g_01378	Syat.g_01306
OG0000309	Prae.g_01382	Syat.g_01417
OG0000310	Prae.g_01444	Syat.g_01246
OG0000311	Prae.g_01446	Syat.g_01242
OG0000312	Prae.g_01449	Syat.g_01237
OG0000313	Prae.g_01463	Syat.g_01183
OG0000314	Prae.g_01486	Syat.g_01341
OG0000315	Prae.g_01496	Syat.g_01351
OG0000316	Prae.g_01516	Syat.g_03082
OG0000317	Prae.g_01621	Syat.g_03120
OG0000318	Prae.g_01624	Syat.g_03125
OG0000319	Prae.g_01637	Syat.g_03055
OG0000320	Prae.g_01639	Syat.g_03053
OG0000321	Prae.g_01640	Syat.g_03052
OG0000322	Prae.g_01641	Syat.g_03051
OG0000323	Prae.g_01650	Syat.g_03038
OG0000324	Prae.g_01676	Syat.g_02998
OG0000325	Prae.g_01687	Syat.g_01861
OG0000326	Prae.g_01693	Syat.g_01854
OG0000327	Prae.g_01717	Syat.g_01827
OG0000328	Prae.g_01718	Syat.g_01826
OG0000329	Prae.g_01735	Syat.g_01808
OG0000330	Prae.g_01736	Syat.g_01807
OG0000331	Prae.g_01737	Syat.g_01806
OG0000332	Prae.g_01751	Syat.g_01790
OG0000333	Prae.g_01753	Syat.g_01787
OG0000334	Prae.g_01761	Syat.g_01657
OG0000335	Prae.g_01767	Syat.g_01652
OG0000336	Prae.g_01771	Syat.g_01648
OG0000337	Prae.g_01787	Syat.g_02144
OG0000338	Prae.g_01788	Syat.g_02146
OG0000339	Prae.g_01792	Syat.g_02155, Syat.g_01055
OG0000340	Prae.g_01800	Syat.g_02165
OG0000341	Prae.g_01802	Syat.g_02167
OG0000342	Prae.g_01803	Syat.g_02168
OG0000343	Prae.g_01804	Syat.g_02185
OG0000344	Prae.g_01807	Syat.g_02189
OG0000345	Prae.g_01812	Syat.g_02202
OG0000346	Prae.g_01816	Syat.g_02207
OG0000347	Prae.g_01832	Syat.g_02234
OG0000348	Prae.g_01841	Syat.g_02264
OG0000349	Prae.g_01858	Syat.g_02291
OG0000350	Prae.g_01877	Syat.g_01847
OG0000351	Prae.g_01894	Syat.g_02411
OG0000352	Prae.g_01895	Syat.g_02410
OG0000353	Prae.g_01910	Syat.g_00955, Syat.g_02377
OG0000354	Prae.g_00689	Syat.g_02325
OG0000355	Prae.g_00001	Syat.g_02375
OG0000356	Prae.g_00002	Syat.g_02374
OG0000357	Prae.g_00003	Syat.g_02373
OG0000358	Prae.g_00007	Syat.g_02336
OG0000359	Prae.g_00008	Syat.g_02334
OG0000360	Prae.g_00009	Syat.g_02333
OG0000361	Prae.g_00010	Syat.g_02332
OG0000362	Prae.g_00012	Syat.g_02330
OG0000363	Prae.g_00014	Syat.g_02328
OG0000364	Prae.g_00015	Syat.g_03122
OG0000365	Prae.g_00020	Syat.g_02318
OG0000366	Prae.g_00021	Syat.g_02317
OG0000367	Prae.g_00022	Syat.g_02316
OG0000368	Prae.g_00024	Syat.g_02314
OG0000369	Prae.g_00025	Syat.g_02313
OG0000370	Prae.g_00026	Syat.g_02312
OG0000371	Prae.g_00032	Syat.g_02304
OG0000372	Prae.g_00035	Syat.g_02298
OG0000373	Prae.g_00036	Syat.g_02297
OG0000374	Prae.g_00037	Syat.g_02296
OG0000375	Prae.g_00042	Syat.g_02295
OG0000376	Prae.g_00044	Syat.g_02293
OG0000377	Prae.g_00047	Syat.g_02695
OG0000378	Prae.g_00049	Syat.g_02715
OG0000379	Prae.g_00052	Syat.g_02720
OG0000380	Prae.g_00066	Syat.g_01468
OG0000381	Prae.g_00070	Syat.g_01470
OG0000382	Prae.g_00081	Syat.g_01488
OG0000383	Prae.g_00083	Syat.g_01521
OG0000384	Prae.g_00084	Syat.g_01522
OG0000385	Prae.g_00085	Syat.g_01523
OG0000386	Prae.g_00086	Syat.g_01524
OG0000387	Prae.g_00099	Syat.g_01561
OG0000388	Prae.g_00102	Syat.g_01565
OG0000389	Prae.g_00105	Syat.g_01569
OG0000390	Prae.g_00112	Syat.g_02945
OG0000391	Prae.g_00116	Syat.g_02940
OG0000392	Prae.g_00120	Syat.g_02934
OG0000393	Prae.g_00122	Syat.g_02931
OG0000394	Prae.g_00123	Syat.g_02930
OG0000395	Prae.g_00124	Syat.g_02929
OG0000396	Prae.g_00127	Syat.g_02927
OG0000397	Prae.g_00129	Syat.g_02925
OG0000398	Prae.g_00131	Syat.g_02920
OG0000399	Prae.g_00132	Syat.g_02919
OG0000400	Prae.g_00133	Syat.g_02918
OG0000401	Prae.g_00134	Syat.g_02917
OG0000402	Prae.g_00136	Syat.g_02915
OG0000403	Prae.g_00137	Syat.g_02914
OG0000404	Prae.g_00138	Syat.g_02913
OG0000405	Prae.g_00142	Syat.g_02900
OG0000406	Prae.g_00150	Syat.g_02896
OG0000407	Prae.g_00151	Syat.g_02895
OG0000408	Prae.g_00153	Syat.g_02893
OG0000409	Prae.g_00155	Syat.g_02891
OG0000410	Prae.g_00156	Syat.g_02890
OG0000411	Prae.g_00157	Syat.g_02889
OG0000412	Prae.g_00158	Syat.g_02888
OG0000413	Prae.g_00159	Syat.g_02886
OG0000414	Prae.g_00160	Syat.g_02885
OG0000415	Prae.g_00161	Syat.g_02884
OG0000416	Prae.g_00162	Syat.g_02883
OG0000417	Prae.g_00163	Syat.g_02868
OG0000418	Prae.g_00168	Syat.g_02863
OG0000419	Prae.g_00170	Syat.g_02861
OG0000420	Prae.g_00171	Syat.g_02859
OG0000421	Prae.g_00176	Syat.g_02855
OG0000422	Prae.g_00177	Syat.g_02854
OG0000423	Prae.g_00178	Syat.g_02853
OG0000424	Prae.g_00179	Syat.g_02852
OG0000425	Prae.g_00180	Syat.g_02851
OG0000426	Prae.g_00181	Syat.g_02850
OG0000427	Prae.g_00182	Syat.g_02849
OG0000428	Prae.g_00184	Syat.g_02846
OG0000429	Prae.g_00185	Syat.g_02843
OG0000430	Prae.g_00186	Syat.g_02841
OG0000431	Prae.g_00188	Syat.g_02838
OG0000432	Prae.g_00191	Syat.g_02832
OG0000433	Prae.g_00192	Syat.g_02829
OG0000434	Prae.g_00193	Syat.g_02828
OG0000435	Prae.g_00194	Syat.g_02824
OG0000436	Prae.g_00199	Syat.g_02817
OG0000437	Prae.g_00200	Syat.g_02558
OG0000438	Prae.g_00201	Syat.g_02813
OG0000439	Prae.g_00203	Syat.g_02811
OG0000440	Prae.g_00204	Syat.g_02810
OG0000441	Prae.g_00207	Syat.g_02807
OG0000442	Prae.g_00208	Syat.g_02797
OG0000443	Prae.g_00209	Syat.g_02787
OG0000444	Prae.g_00214	Syat.g_02756
OG0000445	Prae.g_00215	Syat.g_02755
OG0000446	Prae.g_00216	Syat.g_02753
OG0000447	Prae.g_00217	Syat.g_02749
OG0000448	Prae.g_00218	Syat.g_02748
OG0000449	Prae.g_00219	Syat.g_02747
OG0000450	Prae.g_00220	Syat.g_02738
OG0000451	Prae.g_00221	Syat.g_02737
OG0000452	Prae.g_00224	Syat.g_02732
OG0000453	Prae.g_00225	Syat.g_02731
OG0000454	Prae.g_00226	Syat.g_02730
OG0000455	Prae.g_00227	Syat.g_02729
OG0000456	Prae.g_00228	Syat.g_02728
OG0000457	Prae.g_00229	Syat.g_02726
OG0000458	Prae.g_00230	Syat.g_02725
OG0000459	Prae.g_00231	Syat.g_02724
OG0000460	Prae.g_00238	Syat.g_01450
OG0000461	Prae.g_00245	Syat.g_01866
OG0000462	Prae.g_00247	Syat.g_01868
OG0000463	Prae.g_00248	Syat.g_01869
OG0000464	Prae.g_00249	Syat.g_01870
OG0000465	Prae.g_00250	Syat.g_01872
OG0000466	Prae.g_00253	Syat.g_01877
OG0000467	Prae.g_00254	Syat.g_01878
OG0000468	Prae.g_00256	Syat.g_01884
OG0000469	Prae.g_00265	Syat.g_02000
OG0000470	Prae.g_00267	Syat.g_02038
OG0000471	Prae.g_00268	Syat.g_02039
OG0000472	Prae.g_00269	Syat.g_02041
OG0000473	Prae.g_00271	Syat.g_02043
OG0000474	Prae.g_00272	Syat.g_02044
OG0000475	Prae.g_00273	Syat.g_02045
OG0000476	Prae.g_00274	Syat.g_02047
OG0000477	Prae.g_00276	Syat.g_02053
OG0000478	Prae.g_00277	Syat.g_02054
OG0000479	Prae.g_00278	Syat.g_02056
OG0000480	Prae.g_00283	Syat.g_02063
OG0000481	Prae.g_00285	Syat.g_02066
OG0000482	Prae.g_00286	Syat.g_02067
OG0000483	Prae.g_00289	Syat.g_02071
OG0000484	Prae.g_00290	Syat.g_02072
OG0000485	Prae.g_00291	Syat.g_02073
OG0000486	Prae.g_00292	Syat.g_02074
OG0000487	Prae.g_00296	Syat.g_02080
OG0000488	Prae.g_00299	Syat.g_02086
OG0000489	Prae.g_00304	Syat.g_02097
OG0000490	Prae.g_00309	Syat.g_02106
OG0000491	Prae.g_00310	Syat.g_02107
OG0000492	Prae.g_00312	Syat.g_02110
OG0000493	Prae.g_00313	Syat.g_02111
OG0000494	Prae.g_00314	Syat.g_02112
OG0000495	Prae.g_00315	Syat.g_02120
OG0000496	Prae.g_00316	Syat.g_02121
OG0000497	Prae.g_00317	Syat.g_02122
OG0000498	Prae.g_00318	Syat.g_02123
OG0000499	Prae.g_00319	Syat.g_02124
OG0000500	Prae.g_00320	Syat.g_02125
OG0000501	Prae.g_00322	Syat.g_02128
OG0000502	Prae.g_00325	Syat.g_02135
OG0000503	Prae.g_00335	Syat.g_01614
OG0000504	Prae.g_00336	Syat.g_01612
OG0000505	Prae.g_00337	Syat.g_01611
OG0000506	Prae.g_00338	Syat.g_01609
OG0000507	Prae.g_00341	Syat.g_01603
OG0000508	Prae.g_00344	Syat.g_01596
OG0000509	Prae.g_00346	Syat.g_01591
OG0000510	Prae.g_00347	Syat.g_01590
OG0000511	Prae.g_00348	Syat.g_01589
OG0000512	Prae.g_00350	Syat.g_01587
OG0000513	Prae.g_00357	Syat.g_02957
OG0000514	Prae.g_00405	Syat.g_02962
OG0000515	Prae.g_00406	Syat.g_02963
OG0000516	Prae.g_00407	Syat.g_02965
OG0000517	Prae.g_00409	Syat.g_02969
OG0000518	Prae.g_00420	Syat.g_01286
OG0000519	Prae.g_00421	Syat.g_01285
OG0000520	Prae.g_00422	Syat.g_01284
OG0000521	Prae.g_00427	Syat.g_01319
OG0000522	Prae.g_00429	Syat.g_01317
OG0000523	Prae.g_00430	Syat.g_01316
OG0000524	Prae.g_00435	Syat.g_01409
OG0000525	Prae.g_00438	Syat.g_01382
OG0000526	Prae.g_00439	Syat.g_01380
OG0000527	Prae.g_00447	Syat.g_01373
OG0000528	Prae.g_00452	Syat.g_03167
OG0000529	Prae.g_00455	Syat.g_03171
OG0000530	Prae.g_00458	Syat.g_03174
OG0000531	Prae.g_00459	Syat.g_03175
OG0000532	Prae.g_00461	Syat.g_03178
OG0000533	Prae.g_00462	Syat.g_03180
OG0000534	Prae.g_00463	Syat.g_03181
OG0000535	Prae.g_00464	Syat.g_03182
OG0000536	Prae.g_00465	Syat.g_03183
OG0000537	Prae.g_00466	Syat.g_03185
OG0000538	Prae.g_00474	Syat.g_03204
OG0000539	Prae.g_00475	Syat.g_03206
OG0000540	Prae.g_00476	Syat.g_03207
OG0000541	Prae.g_00477	Syat.g_03208
OG0000542	Prae.g_00479	Syat.g_03213
OG0000543	Prae.g_00481	Syat.g_03215
OG0000544	Prae.g_00482	Syat.g_03216
OG0000545	Prae.g_00484	Syat.g_03218
OG0000546	Prae.g_00487	Syat.g_03220
OG0000547	Prae.g_00489	Syat.g_03222
OG0000548	Prae.g_00490	Syat.g_03223
OG0000549	Prae.g_00492	Syat.g_01795
OG0000550	Prae.g_00497	Syat.g_01107
OG0000551	Prae.g_00501	Syat.g_01103
OG0000552	Prae.g_00502	Syat.g_01102
OG0000553	Prae.g_00503	Syat.g_01098
OG0000554	Prae.g_00509	Syat.g_03271
OG0000555	Prae.g_00517	Syat.g_00093
OG0000556	Prae.g_00519	Syat.g_00088
OG0000557	Prae.g_00520	Syat.g_00083
OG0000558	Prae.g_00522	Syat.g_00081
OG0000559	Prae.g_00526	Syat.g_00077
OG0000560	Prae.g_00529	Syat.g_00074
OG0000561	Prae.g_00530	Syat.g_00073
OG0000562	Prae.g_00531	Syat.g_00072
OG0000563	Prae.g_00532	Syat.g_00071
OG0000564	Prae.g_00533	Syat.g_00070
OG0000565	Prae.g_00536	Syat.g_00067
OG0000566	Prae.g_00538	Syat.g_00063
OG0000567	Prae.g_00542	Syat.g_00059
OG0000568	Prae.g_00543	Syat.g_00057
OG0000569	Prae.g_00544	Syat.g_00056
OG0000570	Prae.g_00545	Syat.g_00055
OG0000571	Prae.g_00547	Syat.g_00052
OG0000572	Prae.g_00560	Syat.g_00033
OG0000573	Prae.g_00566	Syat.g_00024
OG0000574	Prae.g_00567	Syat.g_00023
OG0000575	Prae.g_00571	Syat.g_00018
OG0000576	Prae.g_00573	Syat.g_00014
OG0000577	Prae.g_00574	Syat.g_00013
OG0000578	Prae.g_00575	Syat.g_00012
OG0000579	Prae.g_00576	Syat.g_00011
OG0000580	Prae.g_00577	Syat.g_00010
OG0000581	Prae.g_00579	Syat.g_00003
OG0000582	Prae.g_00582	Syat.g_03403
OG0000583	Prae.g_00583	Syat.g_03404
OG0000584	Prae.g_00584	Syat.g_03405
OG0000585	Prae.g_00586	Syat.g_03408
OG0000586	Prae.g_00587	Syat.g_03409
OG0000587	Prae.g_00588	Syat.g_00001
OG0000588	Prae.g_00592	Syat.g_00338
OG0000589	Prae.g_00595	Syat.g_03318
OG0000590	Prae.g_00596	Syat.g_03317
OG0000591	Prae.g_00599	Syat.g_03308
OG0000592	Prae.g_00600	Syat.g_03307
OG0000593	Prae.g_00606	Syat.g_00113
OG0000594	Prae.g_00607	Syat.g_00114
