Orthogroup	Prae	Syao
OG0000319	Prae.g_01637	Syao.g_01678
OG0000320	Prae.g_01639	Syao.g_01676
OG0000321	Prae.g_01640	Syao.g_01675
OG0000322	Prae.g_01641	Syao.g_01674
OG0000323	Prae.g_01650	Syao.g_01661
OG0000324	Prae.g_01676	Syao.g_01630
OG0000325	Prae.g_01687	Syao.g_01936
OG0000326	Prae.g_01693	Syao.g_01918
OG0000327	Prae.g_01717	Syao.g_01795
OG0000328	Prae.g_01718	Syao.g_01794
OG0000329	Prae.g_01735	Syao.g_01776
OG0000330	Prae.g_01736	Syao.g_01775
OG0000331	Prae.g_01737	Syao.g_01774
OG0000332	Prae.g_01751	Syao.g_01813
OG0000333	Prae.g_01753	Syao.g_01810
OG0000334	Prae.g_01761	Syao.g_01836
OG0000335	Prae.g_01767	Syao.g_01831
OG0000336	Prae.g_01771	Syao.g_01827
OG0000337	Prae.g_01787	Syao.g_01968
OG0000338	Prae.g_01788	Syao.g_01962
OG0000339	Prae.g_01792	Syao.g_02259
OG0000340	Prae.g_01800	Syao.g_02129
OG0000341	Prae.g_01802	Syao.g_02131
OG0000342	Prae.g_01803	Syao.g_02132
OG0000343	Prae.g_01804	Syao.g_02133
OG0000344	Prae.g_01807	Syao.g_02137
OG0000345	Prae.g_01812	Syao.g_01953
OG0000346	Prae.g_01816	Syao.g_01948
OG0000347	Prae.g_01832	Syao.g_02178
OG0000348	Prae.g_01841	Syao.g_02166
OG0000349	Prae.g_01858	Syao.g_02219
OG0000350	Prae.g_01877	Syao.g_01925
OG0000351	Prae.g_01894	Syao.g_02331
OG0000352	Prae.g_01895	Syao.g_02332
OG0000353	Prae.g_01910	Syao.g_02160
OG0000354	Prae.g_00689	Syao.g_02252
OG0000355	Prae.g_00001	Syao.g_02162
OG0000356	Prae.g_00002	Syao.g_02163
OG0000357	Prae.g_00003	Syao.g_02164
OG0000358	Prae.g_00007	Syao.g_02154
OG0000359	Prae.g_00008	Syao.g_02152
OG0000360	Prae.g_00009	Syao.g_02151
OG0000361	Prae.g_00010	Syao.g_02150
OG0000362	Prae.g_00012	Syao.g_01954
OG0000363	Prae.g_00014	Syao.g_02255
OG0000364	Prae.g_00015	Syao.g_01558
OG0000365	Prae.g_00020	Syao.g_02246
OG0000366	Prae.g_00021	Syao.g_02245
OG0000367	Prae.g_00022	Syao.g_02244
OG0000368	Prae.g_00024	Syao.g_02242
OG0000369	Prae.g_00025	Syao.g_02241
OG0000370	Prae.g_00026	Syao.g_02240
OG0000371	Prae.g_00032	Syao.g_02231
OG0000372	Prae.g_00035	Syao.g_02226
OG0000373	Prae.g_00036	Syao.g_02225
OG0000374	Prae.g_00037	Syao.g_02224
OG0000375	Prae.g_00042	Syao.g_02223
OG0000376	Prae.g_00044	Syao.g_02221
OG0000377	Prae.g_00047	Syao.g_02429
OG0000378	Prae.g_00049	Syao.g_02414
OG0000379	Prae.g_00052	Syao.g_02409
OG0000380	Prae.g_00066	Syao.g_02616
OG0000381	Prae.g_00070	Syao.g_02618
OG0000382	Prae.g_00081	Syao.g_02636
OG0000383	Prae.g_00083	Syao.g_02643
OG0000384	Prae.g_00084	Syao.g_02644
OG0000385	Prae.g_00085	Syao.g_02645
OG0000386	Prae.g_00086	Syao.g_02646
OG0000387	Prae.g_00099	Syao.g_01019
OG0000388	Prae.g_00102	Syao.g_02596
OG0000389	Prae.g_00105	Syao.g_02599
OG0000390	Prae.g_00112	Syao.g_02567
OG0000391	Prae.g_00116	Syao.g_02572
OG0000392	Prae.g_00120	Syao.g_02578
OG0000393	Prae.g_00122	Syao.g_02581
OG0000394	Prae.g_00123	Syao.g_02582
OG0000395	Prae.g_00124	Syao.g_02583
OG0000396	Prae.g_00127	Syao.g_02586
OG0000397	Prae.g_00129	Syao.g_02542
OG0000398	Prae.g_00131	Syao.g_02547
OG0000399	Prae.g_00132	Syao.g_02548
OG0000400	Prae.g_00133	Syao.g_02549
OG0000401	Prae.g_00134	Syao.g_02550
OG0000402	Prae.g_00136	Syao.g_02552
OG0000403	Prae.g_00137	Syao.g_02553
OG0000404	Prae.g_00138	Syao.g_02554
OG0000405	Prae.g_00142	Syao.g_02478
OG0000406	Prae.g_00150	Syao.g_02482
OG0000407	Prae.g_00151	Syao.g_02483
OG0000408	Prae.g_00153	Syao.g_02485
OG0000409	Prae.g_00155	Syao.g_02487
OG0000410	Prae.g_00156	Syao.g_02488
OG0000411	Prae.g_00157	Syao.g_02489
OG0000412	Prae.g_00158	Syao.g_02490
OG0000413	Prae.g_00159	Syao.g_02492
OG0000414	Prae.g_00160	Syao.g_02493
OG0000415	Prae.g_00161	Syao.g_02494
OG0000416	Prae.g_00162	Syao.g_02495
OG0000417	Prae.g_00163	Syao.g_02497
OG0000418	Prae.g_00168	Syao.g_02502
OG0000419	Prae.g_00170	Syao.g_02504
OG0000420	Prae.g_00171	Syao.g_02506
OG0000421	Prae.g_00176	Syao.g_02510
OG0000422	Prae.g_00177	Syao.g_02511
OG0000423	Prae.g_00178	Syao.g_02512
OG0000424	Prae.g_00179	Syao.g_02513
OG0000425	Prae.g_00180	Syao.g_02514
OG0000426	Prae.g_00181	Syao.g_02515
OG0000427	Prae.g_00182	Syao.g_02516
OG0000428	Prae.g_00184	Syao.g_02519
OG0000429	Prae.g_00185	Syao.g_02522
OG0000430	Prae.g_00186	Syao.g_02523
OG0000431	Prae.g_00188	Syao.g_02526
OG0000432	Prae.g_00191	Syao.g_02532
OG0000433	Prae.g_00192	Syao.g_02534
OG0000434	Prae.g_00193	Syao.g_02535
OG0000435	Prae.g_00194	Syao.g_02538
OG0000436	Prae.g_00199	Syao.g_02458
OG0000437	Prae.g_00200	Syao.g_02459
OG0000438	Prae.g_00201	Syao.g_02460
OG0000439	Prae.g_00203	Syao.g_02462
OG0000440	Prae.g_00204	Syao.g_02463
OG0000441	Prae.g_00207	Syao.g_02466
OG0000442	Prae.g_00208	Syao.g_02467
OG0000443	Prae.g_00209	Syao.g_02468
OG0000444	Prae.g_00214	Syao.g_02473
OG0000445	Prae.g_00215	Syao.g_02474
OG0000446	Prae.g_00216	Syao.g_02476
OG0000447	Prae.g_00217	Syao.g_02383
OG0000448	Prae.g_00218	Syao.g_02384
OG0000449	Prae.g_00219	Syao.g_02385
OG0000450	Prae.g_00220	Syao.g_02391
OG0000451	Prae.g_00221	Syao.g_02392
OG0000452	Prae.g_00224	Syao.g_02396
OG0000453	Prae.g_00225	Syao.g_02397
OG0000454	Prae.g_00226	Syao.g_02398
OG0000455	Prae.g_00227	Syao.g_02399
OG0000456	Prae.g_00228	Syao.g_02400
OG0000457	Prae.g_00229	Syao.g_02402
OG0000458	Prae.g_00230	Syao.g_02403
OG0000459	Prae.g_00231	Syao.g_02404
OG0000460	Prae.g_00238	Syao.g_01702
OG0000461	Prae.g_00245	Syao.g_02119
OG0000462	Prae.g_00247	Syao.g_02116
OG0000463	Prae.g_00248	Syao.g_02115
OG0000464	Prae.g_00249	Syao.g_02114
OG0000465	Prae.g_00250	Syao.g_02112
OG0000466	Prae.g_00253	Syao.g_02107
OG0000467	Prae.g_00254	Syao.g_02106
OG0000468	Prae.g_00256	Syao.g_02102
OG0000469	Prae.g_00265	Syao.g_02087
OG0000470	Prae.g_00267	Syao.g_02085
OG0000471	Prae.g_00268	Syao.g_02084
OG0000472	Prae.g_00269	Syao.g_02082
OG0000473	Prae.g_00271	Syao.g_02080
OG0000474	Prae.g_00272	Syao.g_02079
OG0000475	Prae.g_00273	Syao.g_02078
OG0000476	Prae.g_00274	Syao.g_02076
OG0000477	Prae.g_00276	Syao.g_02069
OG0000478	Prae.g_00277	Syao.g_02068
OG0000479	Prae.g_00278	Syao.g_02067
OG0000480	Prae.g_00283	Syao.g_02060
OG0000481	Prae.g_00285	Syao.g_01012
OG0000482	Prae.g_00286	Syao.g_02058
OG0000483	Prae.g_00289	Syao.g_02054
OG0000484	Prae.g_00290	Syao.g_02053
OG0000485	Prae.g_00291	Syao.g_02052
OG0000486	Prae.g_00292	Syao.g_02051
OG0000487	Prae.g_00296	Syao.g_02044
OG0000488	Prae.g_00299	Syao.g_02040
OG0000489	Prae.g_00304	Syao.g_02033
OG0000490	Prae.g_00309	Syao.g_02025
OG0000491	Prae.g_00310	Syao.g_02024
OG0000492	Prae.g_00312	Syao.g_02022
OG0000493	Prae.g_00313	Syao.g_02021
OG0000494	Prae.g_00314	Syao.g_02020
OG0000495	Prae.g_00315	Syao.g_02018
OG0000496	Prae.g_00316	Syao.g_02017
OG0000497	Prae.g_00317	Syao.g_02016
OG0000498	Prae.g_00318	Syao.g_02015
OG0000499	Prae.g_00319	Syao.g_02014
OG0000500	Prae.g_00320	Syao.g_02013
OG0000501	Prae.g_00322	Syao.g_02010
OG0000502	Prae.g_00325	Syao.g_01974
OG0000503	Prae.g_00335	Syao.g_01877
OG0000504	Prae.g_00336	Syao.g_01875
OG0000505	Prae.g_00337	Syao.g_01874
OG0000506	Prae.g_00338	Syao.g_01872
OG0000507	Prae.g_00341	Syao.g_01866
OG0000508	Prae.g_00344	Syao.g_01750
OG0000509	Prae.g_00346	Syao.g_01755
OG0000510	Prae.g_00347	Syao.g_01756
OG0000511	Prae.g_00348	Syao.g_01757
OG0000512	Prae.g_00350	Syao.g_01759
OG0000513	Prae.g_00357	Syao.g_01720
OG0000514	Prae.g_00405	Syao.g_01727
OG0000515	Prae.g_00406	Syao.g_01728
OG0000516	Prae.g_00407	Syao.g_01730
OG0000517	Prae.g_00409	Syao.g_01735
OG0000518	Prae.g_00420	Syao.g_01621
OG0000519	Prae.g_00421	Syao.g_01622
OG0000520	Prae.g_00422	Syao.g_01512
OG0000521	Prae.g_00427	Syao.g_00061
OG0000522	Prae.g_00429	Syao.g_00059
OG0000523	Prae.g_00430	Syao.g_00058
OG0000524	Prae.g_00435	Syao.g_02699
OG0000525	Prae.g_00438	Syao.g_02691
OG0000526	Prae.g_00439	Syao.g_02688
OG0000527	Prae.g_00447	Syao.g_02684
OG0000528	Prae.g_00452	Syao.g_00031
OG0000529	Prae.g_00455	Syao.g_00027
OG0000530	Prae.g_00458	Syao.g_00122
OG0000531	Prae.g_00459	Syao.g_00121
OG0000532	Prae.g_00461	Syao.g_00118
OG0000533	Prae.g_00462	Syao.g_00116
OG0000534	Prae.g_00463	Syao.g_00115
OG0000535	Prae.g_00464	Syao.g_00114
OG0000536	Prae.g_00465	Syao.g_00113
OG0000537	Prae.g_00466	Syao.g_00112
OG0000538	Prae.g_00474	Syao.g_00100
OG0000539	Prae.g_00475	Syao.g_00099
OG0000540	Prae.g_00476	Syao.g_00098
OG0000541	Prae.g_00477	Syao.g_00097
OG0000542	Prae.g_00479	Syao.g_00167
OG0000543	Prae.g_00481	Syao.g_00165
OG0000544	Prae.g_00482	Syao.g_00164
OG0000545	Prae.g_00484	Syao.g_00162
OG0000546	Prae.g_00487	Syao.g_00160
OG0000547	Prae.g_00489	Syao.g_00158
OG0000548	Prae.g_00490	Syao.g_00157
OG0000549	Prae.g_00492	Syao.g_01391
OG0000550	Prae.g_00497	Syao.g_01396
OG0000551	Prae.g_00501	Syao.g_01401
OG0000552	Prae.g_00502	Syao.g_01402
OG0000553	Prae.g_00503	Syao.g_01404
OG0000554	Prae.g_00509	Syao.g_01413
OG0000555	Prae.g_00517	Syao.g_00875
OG0000556	Prae.g_00519	Syao.g_00871
OG0000557	Prae.g_00520	Syao.g_00866
OG0000558	Prae.g_00522	Syao.g_00864
OG0000559	Prae.g_00526	Syao.g_00860
OG0000560	Prae.g_00529	Syao.g_00857
OG0000561	Prae.g_00530	Syao.g_00856
OG0000562	Prae.g_00531	Syao.g_00855
OG0000563	Prae.g_00532	Syao.g_00854
OG0000564	Prae.g_00533	Syao.g_00853
OG0000565	Prae.g_00536	Syao.g_00849
OG0000566	Prae.g_00538	Syao.g_00845
OG0000567	Prae.g_00542	Syao.g_00841
OG0000568	Prae.g_00543	Syao.g_00839
OG0000569	Prae.g_00544	Syao.g_00838
OG0000570	Prae.g_00545	Syao.g_00837
OG0000571	Prae.g_00547	Syao.g_00834
OG0000572	Prae.g_00560	Syao.g_01033
OG0000573	Prae.g_00566	Syao.g_01022
OG0000574	Prae.g_00567	Syao.g_01021
OG0000575	Prae.g_00571	Syao.g_01000
OG0000576	Prae.g_00573	Syao.g_00996
OG0000577	Prae.g_00574	Syao.g_00995
OG0000578	Prae.g_00575	Syao.g_00994
OG0000579	Prae.g_00576	Syao.g_00993
OG0000580	Prae.g_00577	Syao.g_00992
OG0000581	Prae.g_00579	Syao.g_01059
OG0000582	Prae.g_00582	Syao.g_01204
OG0000583	Prae.g_00583	Syao.g_01205
OG0000584	Prae.g_00584	Syao.g_01206
OG0000585	Prae.g_00586	Syao.g_01054
OG0000586	Prae.g_00587	Syao.g_01055
OG0000587	Prae.g_00588	Syao.g_01057
