Orthogroup	Prae	Prah
OG0000235	Prae.g_00453	Prah.g_01567
OG0000236	Prae.g_00467	Prah.g_01551
OG0000237	Prae.g_00480	Prah.g_01534
OG0000238	Prae.g_00486	Prah.g_01529
OG0000239	Prae.g_00499	Prah.g_01513
OG0000240	Prae.g_00500	Prah.g_01512
OG0000241	Prae.g_00504	Prah.g_01094
OG0000242	Prae.g_00506	Prah.g_00108, Prah.g_01503
OG0000243	Prae.g_00518	Prah.g_01476
OG0000244	Prae.g_00521	Prah.g_01472
OG0000245	Prae.g_00523	Prah.g_01469
OG0000246	Prae.g_00527	Prah.g_01465
OG0000247	Prae.g_00537	Prah.g_01454
OG0000248	Prae.g_00539	Prah.g_01451
OG0000249	Prae.g_00541	Prah.g_01449
OG0000250	Prae.g_00546	Prah.g_01443
OG0000251	Prae.g_00565	Prah.g_01417
OG0000252	Prae.g_00568	Prah.g_01414
OG0000253	Prae.g_00569	Prah.g_01408
OG0000254	Prae.g_00585	Prah.g_01389
OG0000255	Prae.g_00591	Prah.g_00530
OG0000256	Prae.g_00601	Prah.g_00516
OG0000257	Prae.g_00604	Prah.g_00509
OG0000258	Prae.g_00617	Prah.g_00486
OG0000259	Prae.g_00634	Prah.g_00457
OG0000260	Prae.g_00637	Prah.g_00454
OG0000261	Prae.g_00639	Prah.g_00451
OG0000262	Prae.g_00643	Prah.g_00445
OG0000263	Prae.g_00655	Prah.g_02413
OG0000264	Prae.g_00665	Prah.g_00974
OG0000265	Prae.g_00711	Prah.g_00958, Prah.g_00887
OG0000266	Prae.g_00721	Prah.g_00876
OG0000267	Prae.g_00732	Prah.g_00751
OG0000268	Prae.g_00733	Prah.g_00752
OG0000269	Prae.g_00801	Prah.g_00672
OG0000270	Prae.g_00804	Prah.g_00669
OG0000271	Prae.g_00812	Prah.g_00661
OG0000272	Prae.g_00813	Prah.g_00660
OG0000273	Prae.g_00836	Prah.g_00609
OG0000274	Prae.g_00837	Prah.g_00608
OG0000275	Prae.g_00839	Prah.g_00605
OG0000276	Prae.g_00844	Prah.g_00599
OG0000277	Prae.g_00845	Prah.g_00598
OG0000278	Prae.g_00848	Prah.g_00595
OG0000279	Prae.g_00855	Prah.g_00587
OG0000280	Prae.g_00856	Prah.g_00581
OG0000281	Prae.g_00861	Prah.g_00566
OG0000282	Prae.g_00910	Prah.g_00731
OG0000283	Prae.g_00941	Prah.g_00761
OG0000284	Prae.g_00946	Prah.g_00767
OG0000285	Prae.g_00951	Prah.g_01178
OG0000286	Prae.g_00963	Prah.g_00795
OG0000287	Prae.g_00980	Prah.g_01131
OG0000288	Prae.g_01013	Prah.g_00851
OG0000289	Prae.g_01024	Prah.g_00864
OG0000290	Prae.g_01037	Prah.g_00912
OG0000291	Prae.g_01039	Prah.g_00914
OG0000292	Prae.g_01090	Prah.g_02597
OG0000293	Prae.g_01154	Prah.g_01336
OG0000294	Prae.g_01155	Prah.g_01335
OG0000295	Prae.g_01175	Prah.g_01298
OG0000296	Prae.g_01177	Prah.g_01296
OG0000297	Prae.g_01185	Prah.g_01259
OG0000298	Prae.g_01186	Prah.g_01258
OG0000299	Prae.g_01203	Prah.g_01268
OG0000300	Prae.g_01206	Prah.g_01275
OG0000301	Prae.g_01207	Prah.g_01276
OG0000302	Prae.g_01209	Prah.g_01279
OG0000303	Prae.g_01216	Prah.g_01289
OG0000304	Prae.g_01220	Prah.g_01237, Prah.g_01238
OG0000305	Prae.g_01360	Prah.g_00918
OG0000306	Prae.g_01363	Prah.g_00560
OG0000307	Prae.g_01377	Prah.g_01584
OG0000308	Prae.g_01378	Prah.g_01586
OG0000309	Prae.g_01382	Prah.g_01590
OG0000310	Prae.g_01444	Prah.g_00428
OG0000311	Prae.g_01446	Prah.g_00424
OG0000312	Prae.g_01449	Prah.g_00420
OG0000313	Prae.g_01463	Prah.g_00402
OG0000314	Prae.g_01486	Prah.g_00371
OG0000315	Prae.g_01496	Prah.g_00361
OG0000316	Prae.g_01516	Prah.g_01631
OG0000317	Prae.g_01621	Prah.g_01672
OG0000318	Prae.g_01624	Prah.g_01677
OG0000319	Prae.g_01637	Prah.g_01694
OG0000320	Prae.g_01639	Prah.g_01696
OG0000321	Prae.g_01640	Prah.g_01697
OG0000322	Prae.g_01641	Prah.g_01698
OG0000323	Prae.g_01650	Prah.g_01710
OG0000324	Prae.g_01676	Prah.g_01744
OG0000325	Prae.g_01687	Prah.g_02071
OG0000326	Prae.g_01693	Prah.g_02064
OG0000327	Prae.g_01717	Prah.g_02038
OG0000328	Prae.g_01718	Prah.g_02037
OG0000329	Prae.g_01735	Prah.g_02020
OG0000330	Prae.g_01736	Prah.g_02019
OG0000331	Prae.g_01737	Prah.g_02018
OG0000332	Prae.g_01751	Prah.g_02003
OG0000333	Prae.g_01753	Prah.g_02001
OG0000334	Prae.g_01761	Prah.g_01991
OG0000335	Prae.g_01767	Prah.g_01986
OG0000336	Prae.g_01771	Prah.g_01982
OG0000337	Prae.g_01787	Prah.g_02224
OG0000338	Prae.g_01788	Prah.g_02227
OG0000339	Prae.g_01792	Prah.g_02234
OG0000340	Prae.g_01800	Prah.g_02244
OG0000341	Prae.g_01802	Prah.g_02246
OG0000342	Prae.g_01803	Prah.g_02247
OG0000343	Prae.g_01804	Prah.g_00168
OG0000344	Prae.g_01807	Prah.g_00165
OG0000345	Prae.g_01812	Prah.g_00154
OG0000346	Prae.g_01816	Prah.g_00149
OG0000347	Prae.g_01832	Prah.g_00089
OG0000348	Prae.g_01841	Prah.g_00078
OG0000349	Prae.g_01858	Prah.g_00053
OG0000350	Prae.g_01877	Prah.g_02533
OG0000351	Prae.g_01894	Prah.g_02578
OG0000352	Prae.g_01895	Prah.g_02579
OG0000353	Prae.g_01910	Prah.g_02603
OG0000354	Prae.g_00689	Prah.g_00020
OG0000355	Prae.g_00001	Prah.g_00002
OG0000356	Prae.g_00002	Prah.g_00003
OG0000357	Prae.g_00003	Prah.g_00004
OG0000358	Prae.g_00007	Prah.g_00008
OG0000359	Prae.g_00008	Prah.g_00010
OG0000360	Prae.g_00009	Prah.g_00011
OG0000361	Prae.g_00010	Prah.g_00012
OG0000362	Prae.g_00012	Prah.g_00014
OG0000363	Prae.g_00014	Prah.g_00016
OG0000364	Prae.g_00015	Prah.g_00017
OG0000365	Prae.g_00020	Prah.g_00026
OG0000366	Prae.g_00021	Prah.g_00027
OG0000367	Prae.g_00022	Prah.g_00028
OG0000368	Prae.g_00024	Prah.g_00030
OG0000369	Prae.g_00025	Prah.g_00031
OG0000370	Prae.g_00026	Prah.g_00032
OG0000371	Prae.g_00032	Prah.g_00041
OG0000372	Prae.g_00035	Prah.g_00046
OG0000373	Prae.g_00036	Prah.g_00047
OG0000374	Prae.g_00037	Prah.g_00048
OG0000375	Prae.g_00042	Prah.g_00049
OG0000376	Prae.g_00044	Prah.g_00051
OG0000377	Prae.g_00047	Prah.g_02485
OG0000378	Prae.g_00049	Prah.g_02471
OG0000379	Prae.g_00052	Prah.g_02457
OG0000380	Prae.g_00066	Prah.g_01834
OG0000381	Prae.g_00070	Prah.g_01839
OG0000382	Prae.g_00081	Prah.g_01859
OG0000383	Prae.g_00083	Prah.g_01861
OG0000384	Prae.g_00084	Prah.g_01862
OG0000385	Prae.g_00085	Prah.g_01863
OG0000386	Prae.g_00086	Prah.g_01864
OG0000387	Prae.g_00099	Prah.g_01888
OG0000388	Prae.g_00102	Prah.g_01892
OG0000389	Prae.g_00105	Prah.g_01896
OG0000390	Prae.g_00112	Prah.g_00194
OG0000391	Prae.g_00116	Prah.g_00189
OG0000392	Prae.g_00120	Prah.g_00183
OG0000393	Prae.g_00122	Prah.g_00175
OG0000394	Prae.g_00123	Prah.g_00174
OG0000395	Prae.g_00124	Prah.g_00173
OG0000396	Prae.g_00127	Prah.g_02252
OG0000397	Prae.g_00129	Prah.g_02254
OG0000398	Prae.g_00131	Prah.g_02259
OG0000399	Prae.g_00132	Prah.g_02260
OG0000400	Prae.g_00133	Prah.g_02261
OG0000401	Prae.g_00134	Prah.g_02262
OG0000402	Prae.g_00136	Prah.g_02264
OG0000403	Prae.g_00137	Prah.g_02265
OG0000405	Prae.g_00142	Prah.g_02280
OG0000406	Prae.g_00150	Prah.g_02284
OG0000407	Prae.g_00151	Prah.g_02285
OG0000408	Prae.g_00153	Prah.g_02287
OG0000409	Prae.g_00155	Prah.g_02289
OG0000410	Prae.g_00156	Prah.g_02290
OG0000411	Prae.g_00157	Prah.g_02291
OG0000412	Prae.g_00158	Prah.g_02292
OG0000413	Prae.g_00159	Prah.g_02294
OG0000414	Prae.g_00160	Prah.g_02295
OG0000415	Prae.g_00161	Prah.g_02296
OG0000416	Prae.g_00162	Prah.g_02297
OG0000417	Prae.g_00163	Prah.g_02298
OG0000418	Prae.g_00168	Prah.g_02303
OG0000419	Prae.g_00170	Prah.g_02305
OG0000420	Prae.g_00171	Prah.g_02306
OG0000421	Prae.g_00176	Prah.g_02310
OG0000422	Prae.g_00177	Prah.g_02311
OG0000423	Prae.g_00178	Prah.g_02312
OG0000424	Prae.g_00179	Prah.g_02313
OG0000425	Prae.g_00180	Prah.g_02314
OG0000426	Prae.g_00181	Prah.g_02315
OG0000427	Prae.g_00182	Prah.g_02316
OG0000428	Prae.g_00184	Prah.g_00709
OG0000429	Prae.g_00185	Prah.g_02321
OG0000430	Prae.g_00186	Prah.g_02323
OG0000431	Prae.g_00188	Prah.g_02334
OG0000432	Prae.g_00191	Prah.g_02341
OG0000433	Prae.g_00192	Prah.g_02344
OG0000434	Prae.g_00193	Prah.g_02345
OG0000435	Prae.g_00194	Prah.g_02350
OG0000436	Prae.g_00199	Prah.g_02356
OG0000437	Prae.g_00200	Prah.g_02357
OG0000438	Prae.g_00201	Prah.g_02358
OG0000439	Prae.g_00203	Prah.g_02360
OG0000440	Prae.g_00204	Prah.g_02361
OG0000441	Prae.g_00207	Prah.g_02364
OG0000442	Prae.g_00208	Prah.g_02365
OG0000443	Prae.g_00209	Prah.g_02370
OG0000444	Prae.g_00214	Prah.g_02418
OG0000445	Prae.g_00215	Prah.g_02417
OG0000446	Prae.g_00216	Prah.g_02415
OG0000447	Prae.g_00217	Prah.g_02411
OG0000448	Prae.g_00218	Prah.g_02410
OG0000449	Prae.g_00219	Prah.g_02409
OG0000450	Prae.g_00220	Prah.g_02403
OG0000451	Prae.g_00221	Prah.g_02402
OG0000452	Prae.g_00224	Prah.g_02398
OG0000453	Prae.g_00225	Prah.g_02397
OG0000454	Prae.g_00226	Prah.g_02396
OG0000455	Prae.g_00227	Prah.g_02395
OG0000456	Prae.g_00228	Prah.g_02394
OG0000457	Prae.g_00229	Prah.g_02392
OG0000458	Prae.g_00230	Prah.g_02391
OG0000459	Prae.g_00231	Prah.g_02390
OG0000460	Prae.g_00238	Prah.g_01781
OG0000461	Prae.g_00245	Prah.g_02074
OG0000462	Prae.g_00247	Prah.g_02078
OG0000463	Prae.g_00248	Prah.g_02079
OG0000464	Prae.g_00249	Prah.g_02080
OG0000465	Prae.g_00250	Prah.g_02082
OG0000466	Prae.g_00253	Prah.g_02087
OG0000467	Prae.g_00254	Prah.g_02089
OG0000468	Prae.g_00256	Prah.g_02098
OG0000469	Prae.g_00265	Prah.g_02111
OG0000470	Prae.g_00267	Prah.g_02114
OG0000471	Prae.g_00268	Prah.g_02115
OG0000472	Prae.g_00269	Prah.g_02117
OG0000473	Prae.g_00271	Prah.g_02119
OG0000474	Prae.g_00272	Prah.g_02120
OG0000475	Prae.g_00273	Prah.g_02121
OG0000476	Prae.g_00274	Prah.g_02123
OG0000477	Prae.g_00276	Prah.g_02128
OG0000478	Prae.g_00277	Prah.g_02129
OG0000479	Prae.g_00278	Prah.g_02130
OG0000480	Prae.g_00283	Prah.g_02137
OG0000481	Prae.g_00285	Prah.g_02139
OG0000482	Prae.g_00286	Prah.g_02140
OG0000483	Prae.g_00289	Prah.g_02144
OG0000484	Prae.g_00290	Prah.g_02145
OG0000485	Prae.g_00291	Prah.g_02146
OG0000486	Prae.g_00292	Prah.g_02147
OG0000487	Prae.g_00296	Prah.g_02152
OG0000488	Prae.g_00299	Prah.g_02156
OG0000489	Prae.g_00304	Prah.g_02167
OG0000490	Prae.g_00309	Prah.g_02172
OG0000491	Prae.g_00310	Prah.g_02173
OG0000492	Prae.g_00312	Prah.g_02175
OG0000493	Prae.g_00313	Prah.g_02176
OG0000494	Prae.g_00314	Prah.g_02177
OG0000495	Prae.g_00315	Prah.g_02178
OG0000496	Prae.g_00316	Prah.g_02179
OG0000497	Prae.g_00317	Prah.g_02180
OG0000498	Prae.g_00318	Prah.g_02181
OG0000499	Prae.g_00319	Prah.g_02182
OG0000500	Prae.g_00320	Prah.g_02183
OG0000501	Prae.g_00322	Prah.g_02186
OG0000502	Prae.g_00325	Prah.g_02199
OG0000503	Prae.g_00335	Prah.g_01940
OG0000504	Prae.g_00336	Prah.g_01938
OG0000505	Prae.g_00337	Prah.g_01937
OG0000506	Prae.g_00338	Prah.g_01935
OG0000507	Prae.g_00341	Prah.g_01930
OG0000508	Prae.g_00344	Prah.g_01922
OG0000509	Prae.g_00346	Prah.g_01920
OG0000510	Prae.g_00347	Prah.g_01919
OG0000511	Prae.g_00348	Prah.g_01918
OG0000512	Prae.g_00350	Prah.g_01916
OG0000513	Prae.g_00357	Prah.g_00209
OG0000514	Prae.g_00405	Prah.g_00218
OG0000515	Prae.g_00406	Prah.g_00219
OG0000516	Prae.g_00407	Prah.g_00221
OG0000517	Prae.g_00409	Prah.g_00229
OG0000518	Prae.g_00420	Prah.g_00241
OG0000519	Prae.g_00421	Prah.g_00242
OG0000520	Prae.g_00422	Prah.g_00247
OG0000521	Prae.g_00427	Prah.g_00255
OG0000522	Prae.g_00429	Prah.g_00257
OG0000523	Prae.g_00430	Prah.g_00258
OG0000524	Prae.g_00435	Prah.g_00290
OG0000525	Prae.g_00438	Prah.g_00304
OG0000526	Prae.g_00439	Prah.g_00306
OG0000527	Prae.g_00447	Prah.g_00310
OG0000528	Prae.g_00452	Prah.g_01572
OG0000529	Prae.g_00455	Prah.g_01565
OG0000530	Prae.g_00458	Prah.g_01562
OG0000531	Prae.g_00459	Prah.g_01561
OG0000532	Prae.g_00461	Prah.g_01558
OG0000533	Prae.g_00462	Prah.g_01556
OG0000534	Prae.g_00463	Prah.g_01555
OG0000535	Prae.g_00464	Prah.g_01554
OG0000536	Prae.g_00465	Prah.g_01553
OG0000537	Prae.g_00466	Prah.g_01552
OG0000538	Prae.g_00474	Prah.g_01541
OG0000539	Prae.g_00475	Prah.g_01540
OG0000540	Prae.g_00476	Prah.g_01539
OG0000541	Prae.g_00477	Prah.g_01538
OG0000542	Prae.g_00479	Prah.g_01535
OG0000543	Prae.g_00481	Prah.g_01533
OG0000544	Prae.g_00482	Prah.g_01532
OG0000545	Prae.g_00484	Prah.g_01530
OG0000546	Prae.g_00487	Prah.g_01528
OG0000547	Prae.g_00489	Prah.g_01526
OG0000548	Prae.g_00490	Prah.g_01525
OG0000549	Prae.g_00492	Prah.g_01519
OG0000550	Prae.g_00497	Prah.g_01514
OG0000551	Prae.g_00501	Prah.g_01510
OG0000552	Prae.g_00502	Prah.g_01509
OG0000553	Prae.g_00503	Prah.g_01505
OG0000554	Prae.g_00509	Prah.g_01500
OG0000555	Prae.g_00517	Prah.g_01480
OG0000556	Prae.g_00519	Prah.g_01474
OG0000557	Prae.g_00520	Prah.g_01473
OG0000558	Prae.g_00522	Prah.g_01470
OG0000559	Prae.g_00526	Prah.g_01466
OG0000560	Prae.g_00529	Prah.g_01463
OG0000561	Prae.g_00530	Prah.g_01462
OG0000562	Prae.g_00531	Prah.g_01461
OG0000563	Prae.g_00532	Prah.g_01460
OG0000564	Prae.g_00533	Prah.g_01459
OG0000565	Prae.g_00536	Prah.g_01457
OG0000566	Prae.g_00538	Prah.g_01452
OG0000567	Prae.g_00542	Prah.g_01448
OG0000568	Prae.g_00543	Prah.g_01446
OG0000569	Prae.g_00544	Prah.g_01445
OG0000570	Prae.g_00545	Prah.g_01444
OG0000571	Prae.g_00547	Prah.g_01441
OG0000572	Prae.g_00560	Prah.g_01425
OG0000573	Prae.g_00566	Prah.g_01416
OG0000574	Prae.g_00567	Prah.g_01415
OG0000575	Prae.g_00571	Prah.g_01406
OG0000576	Prae.g_00573	Prah.g_01404
OG0000577	Prae.g_00574	Prah.g_01403
OG0000578	Prae.g_00575	Prah.g_01402
OG0000579	Prae.g_00576	Prah.g_01401
OG0000580	Prae.g_00577	Prah.g_01400
OG0000581	Prae.g_00579	Prah.g_01396
OG0000582	Prae.g_00582	Prah.g_01392
OG0000583	Prae.g_00583	Prah.g_01391
OG0000584	Prae.g_00584	Prah.g_01390
OG0000585	Prae.g_00586	Prah.g_01388
OG0000586	Prae.g_00587	Prah.g_01387
OG0000587	Prae.g_00588	Prah.g_01385
OG0000588	Prae.g_00592	Prah.g_00529
OG0000589	Prae.g_00595	Prah.g_00526
