Orthogroup	Prae	Prbe
OG0000043	Prae.g_00876	Prbe.g_01570
OG0000048	Prae.g_00374	Prbe.g_00906, Prbe.g_01825
OG0000052	Prae.g_01416	Prbe.g_00333
OG0000053	Prae.g_01479	Prbe.g_00290, Prbe.g_01040
OG0000054	Prae.g_00580	Prbe.g_00527
OG0000055	Prae.g_00787	Prbe.g_01598, Prbe.g_01011
OG0000057	Prae.g_00672	Prbe.g_01206
OG0000058	Prae.g_01417, Prae.g_01406	Prbe.g_00351
OG0000059	Prae.g_01710	Prbe.g_01094
OG0000061	Prae.g_01163	Prbe.g_01549
OG0000062	Prae.g_01537	Prbe.g_00226
OG0000065	Prae.g_00106	Prbe.g_01649
OG0000066	Prae.g_00514	Prbe.g_00596, Prbe.g_01114
OG0000067	Prae.g_00806	Prbe.g_01222
OG0000068	Prae.g_01368	Prbe.g_00373
OG0000069	Prae.g_01573	Prbe.g_00678
OG0000070	Prae.g_00424	Prbe.g_01948
OG0000071	Prae.g_01329	Prbe.g_00893
OG0000072	Prae.g_00174	Prbe.g_01719
OG0000073	Prae.g_00473	Prbe.g_00633
OG0000074	Prae.g_00656	Prbe.g_00456, Prbe.g_00107, Prbe.g_00070
OG0000075	Prae.g_01791	Prbe.g_00800
OG0000076	Prae.g_01815	Prbe.g_00774
OG0000077	Prae.g_00078	Prbe.g_00183
OG0000078	Prae.g_00242	Prbe.g_01792
OG0000079	Prae.g_00255	Prbe.g_01805
OG0000081	Prae.g_00505	Prbe.g_00604
OG0000082	Prae.g_00559	Prbe.g_00549, Prbe.g_00996
OG0000084	Prae.g_01455	Prbe.g_00314
OG0000085	Prae.g_01616	Prbe.g_00007, Prbe.g_00993
OG0000086	Prae.g_00088	Prbe.g_00192
OG0000087	Prae.g_00139	Prbe.g_01683
OG0000088	Prae.g_00169	Prbe.g_01714
OG0000089	Prae.g_00355	Prbe.g_01915
OG0000090	Prae.g_00508	Prbe.g_00602
OG0000091	Prae.g_00616	Prbe.g_01477
OG0000092	Prae.g_00913	Prbe.g_00422
OG0000093	Prae.g_00933	Prbe.g_01448
OG0000094	Prae.g_01021	Prbe.g_01399
OG0000095	Prae.g_01040	Prbe.g_01297
OG0000096	Prae.g_01110, Prae.g_01283	Prbe.g_00081
OG0000097	Prae.g_01204	Prbe.g_01503
OG0000098	Prae.g_01350	Prbe.g_00397
OG0000099	Prae.g_01390	Prbe.g_00350
OG0000100	Prae.g_01533	Prbe.g_00232
OG0000101	Prae.g_01758	Prbe.g_00836
OG0000102	Prae.g_01820	Prbe.g_00769
OG0000103	Prae.g_01899	Prbe.g_01195
OG0000104	Prae.g_01907	Prbe.g_01061
OG0000105	Prae.g_01440	Prbe.g_01828
OG0000106	Prae.g_00370	Prbe.g_00740
OG0000107	Prae.g_00385	Prbe.g_00921
OG0000108	Prae.g_00454	Prbe.g_00653
OG0000109	Prae.g_00468	Prbe.g_00639
OG0000110	Prae.g_00549	Prbe.g_00560
OG0000111	Prae.g_00673	Prbe.g_01207
OG0000112	Prae.g_00770	Prbe.g_00487
OG0000113	Prae.g_00828	Prbe.g_01245
OG0000114	Prae.g_00908	Prbe.g_00417
OG0000115	Prae.g_01102	Prbe.g_01618
OG0000116	Prae.g_01153	Prbe.g_01560
OG0000117	Prae.g_01263	Prbe.g_01522
OG0000118	Prae.g_01341	Prbe.g_00880
OG0000119	Prae.g_01364	Prbe.g_01603, Prbe.g_00214
OG0000120	Prae.g_01389	Prbe.g_00353
OG0000121	Prae.g_01461	Prbe.g_00309
OG0000122	Prae.g_01499	Prbe.g_01625, Prbe.g_00268
OG0000123	Prae.g_01766	Prbe.g_00829
OG0000124	Prae.g_01831	Prbe.g_00745
OG0000125	Prae.g_01867	Prbe.g_01158
OG0000126	Prae.g_01906	Prbe.g_01060
OG0000128	Prae.g_00011	Prbe.g_01076
OG0000129	Prae.g_00046	Prbe.g_00145
OG0000130	Prae.g_00069	Prbe.g_00174
OG0000131	Prae.g_00148	Prbe.g_01692
OG0000132	Prae.g_00167	Prbe.g_01712
OG0000133	Prae.g_00323	Prbe.g_01875
OG0000134	Prae.g_00356	Prbe.g_01917
OG0000135	Prae.g_00382	Prbe.g_00911
OG0000136	Prae.g_00415	Prbe.g_01939
OG0000137	Prae.g_00449	Prbe.g_00658
OG0000138	Prae.g_00469	Prbe.g_00638
OG0000139	Prae.g_00512	Prbe.g_00598
OG0000140	Prae.g_00513	Prbe.g_00597
OG0000141	Prae.g_00581	Prbe.g_00526
OG0000142	Prae.g_00609	Prbe.g_01485
OG0000143	Prae.g_00613	Prbe.g_01481
OG0000144	Prae.g_00626	Prbe.g_01467
OG0000145	Prae.g_00766	Prbe.g_00909
OG0000146	Prae.g_00771	Prbe.g_00488
OG0000147	Prae.g_00772	Prbe.g_00489
OG0000148	Prae.g_00822	Prbe.g_01239
OG0000149	Prae.g_00852	Prbe.g_01271
OG0000150	Prae.g_00860	Prbe.g_01281
OG0000151	Prae.g_00918	Prbe.g_00427
OG0000152	Prae.g_00964	Prbe.g_01350
OG0000153	Prae.g_00983	Prbe.g_01369
OG0000154	Prae.g_01014	Prbe.g_01389
OG0000155	Prae.g_01183	Prbe.g_01528
OG0000156	Prae.g_01317	Prbe.g_00904
OG0000157	Prae.g_01318	Prbe.g_00903
OG0000158	Prae.g_01426	Prbe.g_00792
OG0000160	Prae.g_01460	Prbe.g_00310
OG0000161	Prae.g_01466	Prbe.g_00304
OG0000162	Prae.g_01472	Prbe.g_00298
OG0000163	Prae.g_01506	Prbe.g_00259
OG0000164	Prae.g_01647	Prbe.g_00961
OG0000165	Prae.g_01654	Prbe.g_00954
OG0000166	Prae.g_01722	Prbe.g_01083
OG0000167	Prae.g_01789	Prbe.g_00802
OG0000168	Prae.g_01799	Prbe.g_00791
OG0000169	Prae.g_01809	Prbe.g_00781
OG0000170	Prae.g_01811	Prbe.g_00778
OG0000171	Prae.g_01830	Prbe.g_00758
OG0000172	Prae.g_01838	Prbe.g_00751
OG0000173	Prae.g_01853	Prbe.g_01143
OG0000174	Prae.g_01881	Prbe.g_01173
OG0000175	Prae.g_01891	Prbe.g_01186
OG0000176	Prae.g_00004	Prbe.g_01069
OG0000177	Prae.g_00005	Prbe.g_01070
OG0000178	Prae.g_00006	Prbe.g_01071
OG0000179	Prae.g_00016	Prbe.g_00116
OG0000180	Prae.g_00017	Prbe.g_00117
OG0000181	Prae.g_00018	Prbe.g_00118
OG0000182	Prae.g_00019	Prbe.g_00119
OG0000183	Prae.g_00023	Prbe.g_00123
OG0000184	Prae.g_00048	Prbe.g_00149
OG0000185	Prae.g_00051	Prbe.g_00152
OG0000186	Prae.g_00064	Prbe.g_00168
OG0000187	Prae.g_00065	Prbe.g_00169
OG0000188	Prae.g_00082	Prbe.g_00186
OG0000189	Prae.g_00096	Prbe.g_01636
OG0000190	Prae.g_00097	Prbe.g_01638
OG0000191	Prae.g_00117	Prbe.g_01661
OG0000192	Prae.g_00121	Prbe.g_01666
OG0000193	Prae.g_00149	Prbe.g_01693
OG0000194	Prae.g_00152	Prbe.g_01696
OG0000195	Prae.g_00154	Prbe.g_01698
OG0000196	Prae.g_00164	Prbe.g_01709
OG0000197	Prae.g_00165	Prbe.g_01710
OG0000198	Prae.g_00166	Prbe.g_01711
OG0000199	Prae.g_00173	Prbe.g_01718
OG0000200	Prae.g_00187	Prbe.g_01732
OG0000201	Prae.g_00195	Prbe.g_01741
OG0000202	Prae.g_00196	Prbe.g_01742
OG0000203	Prae.g_00197	Prbe.g_01743
OG0000204	Prae.g_00198	Prbe.g_01744
OG0000205	Prae.g_00205	Prbe.g_01751
OG0000206	Prae.g_00210	Prbe.g_01756
OG0000207	Prae.g_00212	Prbe.g_01759
OG0000208	Prae.g_00213	Prbe.g_01760
OG0000209	Prae.g_00222	Prbe.g_01769
OG0000210	Prae.g_00223	Prbe.g_01770
OG0000211	Prae.g_00236	Prbe.g_01785
OG0000212	Prae.g_00243	Prbe.g_01793
OG0000213	Prae.g_00260	Prbe.g_01811
OG0000214	Prae.g_00270	Prbe.g_01821
OG0000215	Prae.g_00293	Prbe.g_01848
OG0000216	Prae.g_00295	Prbe.g_01849
OG0000217	Prae.g_00298	Prbe.g_01852
OG0000218	Prae.g_00300	Prbe.g_01854
OG0000219	Prae.g_00301	Prbe.g_01855
OG0000220	Prae.g_00302	Prbe.g_01856
OG0000221	Prae.g_00303	Prbe.g_01857
OG0000222	Prae.g_00311	Prbe.g_01864
OG0000223	Prae.g_00324	Prbe.g_01876
OG0000224	Prae.g_00326	Prbe.g_01878
OG0000225	Prae.g_00345	Prbe.g_01904
OG0000226	Prae.g_00349	Prbe.g_01908
OG0000227	Prae.g_00351	Prbe.g_01910
OG0000228	Prae.g_00354	Prbe.g_01914
OG0000229	Prae.g_00410	Prbe.g_01934
OG0000230	Prae.g_00412	Prbe.g_01936
OG0000231	Prae.g_00423	Prbe.g_01947
OG0000232	Prae.g_00432	Prbe.g_00672
OG0000233	Prae.g_00437	Prbe.g_00666
OG0000234	Prae.g_00450	Prbe.g_00657
OG0000235	Prae.g_00453	Prbe.g_00654
OG0000236	Prae.g_00467	Prbe.g_00640
OG0000237	Prae.g_00480	Prbe.g_00627
OG0000238	Prae.g_00486	Prbe.g_00621
OG0000239	Prae.g_00499	Prbe.g_00610
OG0000240	Prae.g_00500	Prbe.g_00609
OG0000241	Prae.g_00504	Prbe.g_00605
OG0000242	Prae.g_00506	Prbe.g_00603
OG0000243	Prae.g_00518	Prbe.g_00592
OG0000244	Prae.g_00521	Prbe.g_00589
OG0000245	Prae.g_00523	Prbe.g_00587
OG0000246	Prae.g_00527	Prbe.g_00583
OG0000247	Prae.g_00537	Prbe.g_00573
OG0000248	Prae.g_00539	Prbe.g_00570
OG0000249	Prae.g_00541	Prbe.g_00568
OG0000250	Prae.g_00546	Prbe.g_00563
OG0000251	Prae.g_00565	Prbe.g_00543
OG0000252	Prae.g_00568	Prbe.g_00540
OG0000253	Prae.g_00569	Prbe.g_00539
OG0000254	Prae.g_00585	Prbe.g_00522
OG0000255	Prae.g_00591	Prbe.g_00516
OG0000256	Prae.g_00601	Prbe.g_00506
OG0000257	Prae.g_00604	Prbe.g_01490
OG0000258	Prae.g_00617	Prbe.g_01476
OG0000259	Prae.g_00634	Prbe.g_01459
OG0000260	Prae.g_00637	Prbe.g_01456
OG0000261	Prae.g_00639	Prbe.g_01453
OG0000262	Prae.g_00643	Prbe.g_01449
OG0000263	Prae.g_00655	Prbe.g_00455
OG0000264	Prae.g_00665	Prbe.g_00466
OG0000265	Prae.g_00711	Prbe.g_01214
OG0000266	Prae.g_00721	Prbe.g_01430
OG0000267	Prae.g_00732	Prbe.g_01418
OG0000268	Prae.g_00733	Prbe.g_01417
OG0000269	Prae.g_00801	Prbe.g_01217
OG0000270	Prae.g_00804	Prbe.g_01220
OG0000271	Prae.g_00812	Prbe.g_01228
OG0000272	Prae.g_00813	Prbe.g_01229
OG0000273	Prae.g_00836	Prbe.g_01253
OG0000274	Prae.g_00837	Prbe.g_01254
OG0000275	Prae.g_00839	Prbe.g_01257
OG0000276	Prae.g_00844	Prbe.g_01263
OG0000277	Prae.g_00845	Prbe.g_01264
OG0000278	Prae.g_00848	Prbe.g_01267
OG0000279	Prae.g_00855	Prbe.g_01274
OG0000280	Prae.g_00856	Prbe.g_01275
OG0000281	Prae.g_00861	Prbe.g_01282
OG0000282	Prae.g_00910	Prbe.g_00419
OG0000283	Prae.g_00941	Prbe.g_01326
OG0000284	Prae.g_00946	Prbe.g_01331
OG0000285	Prae.g_00951	Prbe.g_01336
OG0000286	Prae.g_00963	Prbe.g_01349
OG0000287	Prae.g_00980	Prbe.g_01615
OG0000288	Prae.g_01013	Prbe.g_01388
OG0000289	Prae.g_01024	Prbe.g_01404
OG0000290	Prae.g_01037	Prbe.g_01300
OG0000291	Prae.g_01039	Prbe.g_01298
OG0000292	Prae.g_01090	Prbe.g_01594
OG0000293	Prae.g_01154	Prbe.g_01559
OG0000294	Prae.g_01155	Prbe.g_01558
OG0000295	Prae.g_01175	Prbe.g_01535
OG0000296	Prae.g_01177	Prbe.g_01533
OG0000297	Prae.g_01185	Prbe.g_01524
OG0000298	Prae.g_01186	Prbe.g_01523
OG0000299	Prae.g_01203	Prbe.g_01504
OG0000300	Prae.g_01206	Prbe.g_01501
OG0000301	Prae.g_01207	Prbe.g_01500
OG0000302	Prae.g_01209	Prbe.g_01498
OG0000303	Prae.g_01216	Prbe.g_01492
OG0000304	Prae.g_01220	Prbe.g_00501
OG0000305	Prae.g_01360	Prbe.g_01592
OG0000306	Prae.g_01363	Prbe.g_01286
OG0000307	Prae.g_01377	Prbe.g_00364
OG0000308	Prae.g_01378	Prbe.g_00363
OG0000309	Prae.g_01382	Prbe.g_00359
OG0000310	Prae.g_01444	Prbe.g_00325
OG0000311	Prae.g_01446	Prbe.g_00323
OG0000312	Prae.g_01449	Prbe.g_00320
OG0000313	Prae.g_01463	Prbe.g_00307
OG0000314	Prae.g_01486	Prbe.g_00284
OG0000315	Prae.g_01496	Prbe.g_00274
OG0000316	Prae.g_01516	Prbe.g_00249
OG0000317	Prae.g_01621	Prbe.g_00988
OG0000318	Prae.g_01624	Prbe.g_00984
OG0000319	Prae.g_01637	Prbe.g_00971
OG0000320	Prae.g_01639	Prbe.g_00969
OG0000321	Prae.g_01640	Prbe.g_00968
OG0000322	Prae.g_01641	Prbe.g_00967
OG0000323	Prae.g_01650	Prbe.g_00958
OG0000324	Prae.g_01676	Prbe.g_00931
OG0000325	Prae.g_01687	Prbe.g_00920
OG0000326	Prae.g_01693	Prbe.g_01109
OG0000327	Prae.g_01717	Prbe.g_01088
OG0000328	Prae.g_01718	Prbe.g_01087
OG0000329	Prae.g_01735	Prbe.g_00860
OG0000330	Prae.g_01736	Prbe.g_00859
OG0000331	Prae.g_01737	Prbe.g_00858
OG0000332	Prae.g_01751	Prbe.g_00844
OG0000333	Prae.g_01753	Prbe.g_00842
OG0000334	Prae.g_01761	Prbe.g_00833
OG0000335	Prae.g_01767	Prbe.g_00828
OG0000336	Prae.g_01771	Prbe.g_00824
OG0000337	Prae.g_01787	Prbe.g_00806
OG0000338	Prae.g_01788	Prbe.g_00805
OG0000339	Prae.g_01792	Prbe.g_00799
OG0000340	Prae.g_01800	Prbe.g_00790
OG0000341	Prae.g_01802	Prbe.g_00788
OG0000342	Prae.g_01803	Prbe.g_00787
OG0000343	Prae.g_01804	Prbe.g_00786
OG0000344	Prae.g_01807	Prbe.g_00783
OG0000345	Prae.g_01812	Prbe.g_00777
OG0000346	Prae.g_01816	Prbe.g_00773
OG0000347	Prae.g_01832	Prbe.g_00746
OG0000348	Prae.g_01841	Prbe.g_00754
OG0000349	Prae.g_01858	Prbe.g_01149
OG0000350	Prae.g_01877	Prbe.g_00709
OG0000351	Prae.g_01894	Prbe.g_01189
OG0000352	Prae.g_01895	Prbe.g_01190
OG0000353	Prae.g_01910	Prbe.g_01064
OG0000355	Prae.g_00001	Prbe.g_01066
OG0000356	Prae.g_00002	Prbe.g_01067
OG0000357	Prae.g_00003	Prbe.g_01068
OG0000358	Prae.g_00007	Prbe.g_01072
OG0000359	Prae.g_00008	Prbe.g_01073
OG0000360	Prae.g_00009	Prbe.g_01074
OG0000361	Prae.g_00010	Prbe.g_01075
OG0000362	Prae.g_00012	Prbe.g_01077
OG0000363	Prae.g_00014	Prbe.g_00114
OG0000364	Prae.g_00015	Prbe.g_00115
OG0000365	Prae.g_00020	Prbe.g_00120
OG0000366	Prae.g_00021	Prbe.g_00121
OG0000367	Prae.g_00022	Prbe.g_00122
OG0000368	Prae.g_00024	Prbe.g_00124
OG0000369	Prae.g_00025	Prbe.g_00125
OG0000370	Prae.g_00026	Prbe.g_00126
OG0000371	Prae.g_00032	Prbe.g_00133
OG0000372	Prae.g_00035	Prbe.g_00136
OG0000373	Prae.g_00036	Prbe.g_00137
OG0000374	Prae.g_00037	Prbe.g_00138
OG0000375	Prae.g_00042	Prbe.g_00140
OG0000376	Prae.g_00044	Prbe.g_00142
OG0000377	Prae.g_00047	Prbe.g_00146
OG0000378	Prae.g_00049	Prbe.g_00150
OG0000379	Prae.g_00052	Prbe.g_00153
OG0000380	Prae.g_00066	Prbe.g_00170
OG0000381	Prae.g_00070	Prbe.g_00175
OG0000382	Prae.g_00081	Prbe.g_00185
OG0000383	Prae.g_00083	Prbe.g_00187
OG0000384	Prae.g_00084	Prbe.g_00188
OG0000385	Prae.g_00085	Prbe.g_00189
OG0000386	Prae.g_00086	Prbe.g_00190
OG0000387	Prae.g_00099	Prbe.g_01640
OG0000388	Prae.g_00102	Prbe.g_01644
OG0000389	Prae.g_00105	Prbe.g_01647
OG0000390	Prae.g_00112	Prbe.g_01657
OG0000391	Prae.g_00116	Prbe.g_01660
OG0000392	Prae.g_00120	Prbe.g_01664
OG0000393	Prae.g_00122	Prbe.g_01667
OG0000394	Prae.g_00123	Prbe.g_01668
OG0000395	Prae.g_00124	Prbe.g_01669
OG0000396	Prae.g_00127	Prbe.g_01671
OG0000397	Prae.g_00129	Prbe.g_01673
OG0000398	Prae.g_00131	Prbe.g_01676
OG0000399	Prae.g_00132	Prbe.g_01677
OG0000400	Prae.g_00133	Prbe.g_01678
OG0000401	Prae.g_00134	Prbe.g_01679
OG0000402	Prae.g_00136	Prbe.g_01412
OG0000403	Prae.g_00137	Prbe.g_01681
OG0000404	Prae.g_00138	Prbe.g_01682
OG0000405	Prae.g_00142	Prbe.g_01686
OG0000406	Prae.g_00150	Prbe.g_01694
OG0000407	Prae.g_00151	Prbe.g_01695
OG0000408	Prae.g_00153	Prbe.g_01697
OG0000409	Prae.g_00155	Prbe.g_01699
OG0000410	Prae.g_00156	Prbe.g_01700
OG0000411	Prae.g_00157	Prbe.g_01701
OG0000412	Prae.g_00158	Prbe.g_01702
OG0000413	Prae.g_00159	Prbe.g_01704
OG0000414	Prae.g_00160	Prbe.g_01705
OG0000415	Prae.g_00161	Prbe.g_01706
OG0000416	Prae.g_00162	Prbe.g_01707
OG0000417	Prae.g_00163	Prbe.g_01708
OG0000418	Prae.g_00168	Prbe.g_01713
OG0000419	Prae.g_00170	Prbe.g_01715
OG0000420	Prae.g_00171	Prbe.g_01716
OG0000421	Prae.g_00176	Prbe.g_01721
OG0000422	Prae.g_00177	Prbe.g_01722
OG0000423	Prae.g_00178	Prbe.g_01723
OG0000424	Prae.g_00179	Prbe.g_01724
OG0000425	Prae.g_00180	Prbe.g_01725
OG0000426	Prae.g_00181	Prbe.g_01726
OG0000427	Prae.g_00182	Prbe.g_01727
OG0000428	Prae.g_00184	Prbe.g_01729
OG0000429	Prae.g_00185	Prbe.g_01730
OG0000430	Prae.g_00186	Prbe.g_01731
OG0000431	Prae.g_00188	Prbe.g_01733
OG0000432	Prae.g_00191	Prbe.g_01737
OG0000433	Prae.g_00192	Prbe.g_01738
OG0000434	Prae.g_00193	Prbe.g_01739
OG0000435	Prae.g_00194	Prbe.g_01740
OG0000436	Prae.g_00199	Prbe.g_01745
OG0000437	Prae.g_00200	Prbe.g_01746
OG0000438	Prae.g_00201	Prbe.g_01747
OG0000439	Prae.g_00203	Prbe.g_01749
OG0000440	Prae.g_00204	Prbe.g_01750
OG0000441	Prae.g_00207	Prbe.g_01753
OG0000442	Prae.g_00208	Prbe.g_01754
OG0000443	Prae.g_00209	Prbe.g_01755
OG0000444	Prae.g_00214	Prbe.g_01761
OG0000445	Prae.g_00215	Prbe.g_01762
OG0000446	Prae.g_00216	Prbe.g_01763
OG0000447	Prae.g_00217	Prbe.g_01764
OG0000448	Prae.g_00218	Prbe.g_01765
OG0000449	Prae.g_00219	Prbe.g_01766
OG0000450	Prae.g_00220	Prbe.g_01767
OG0000451	Prae.g_00221	Prbe.g_01768
OG0000452	Prae.g_00224	Prbe.g_01771
OG0000453	Prae.g_00225	Prbe.g_01772
OG0000454	Prae.g_00226	Prbe.g_01773
OG0000455	Prae.g_00227	Prbe.g_01774
OG0000456	Prae.g_00228	Prbe.g_01775
OG0000457	Prae.g_00229	Prbe.g_01777
OG0000458	Prae.g_00230	Prbe.g_01778
OG0000459	Prae.g_00231	Prbe.g_01779
OG0000460	Prae.g_00238	Prbe.g_01787
OG0000461	Prae.g_00245	Prbe.g_01795
OG0000462	Prae.g_00247	Prbe.g_01797
OG0000463	Prae.g_00248	Prbe.g_01798
OG0000464	Prae.g_00249	Prbe.g_01799
OG0000465	Prae.g_00250	Prbe.g_01800
OG0000466	Prae.g_00253	Prbe.g_01803
OG0000467	Prae.g_00254	Prbe.g_01804
OG0000468	Prae.g_00256	Prbe.g_01807
OG0000469	Prae.g_00265	Prbe.g_01815
OG0000470	Prae.g_00267	Prbe.g_01817
OG0000471	Prae.g_00268	Prbe.g_01818
OG0000472	Prae.g_00269	Prbe.g_01820
OG0000473	Prae.g_00271	Prbe.g_01822
OG0000474	Prae.g_00272	Prbe.g_01823
OG0000475	Prae.g_00273	Prbe.g_01824
OG0000476	Prae.g_00274	Prbe.g_01826
OG0000477	Prae.g_00276	Prbe.g_01829
OG0000478	Prae.g_00277	Prbe.g_01830
OG0000479	Prae.g_00278	Prbe.g_01831
OG0000480	Prae.g_00283	Prbe.g_01836
OG0000481	Prae.g_00285	Prbe.g_01839
OG0000482	Prae.g_00286	Prbe.g_01840
OG0000483	Prae.g_00289	Prbe.g_01843
OG0000484	Prae.g_00290	Prbe.g_01844
OG0000485	Prae.g_00291	Prbe.g_01846
OG0000486	Prae.g_00292	Prbe.g_01847
OG0000487	Prae.g_00296	Prbe.g_01850
OG0000488	Prae.g_00299	Prbe.g_01853
OG0000489	Prae.g_00304	Prbe.g_01858
OG0000490	Prae.g_00309	Prbe.g_01862
OG0000491	Prae.g_00310	Prbe.g_01863
OG0000492	Prae.g_00312	Prbe.g_01865
OG0000493	Prae.g_00313	Prbe.g_01866
OG0000494	Prae.g_00314	Prbe.g_01867
OG0000495	Prae.g_00315	Prbe.g_01868
OG0000496	Prae.g_00316	Prbe.g_01869
OG0000497	Prae.g_00317	Prbe.g_01870
OG0000498	Prae.g_00318	Prbe.g_01871
OG0000499	Prae.g_00319	Prbe.g_01872
OG0000500	Prae.g_00320	Prbe.g_01873
OG0000501	Prae.g_00322	Prbe.g_01874
OG0000502	Prae.g_00325	Prbe.g_01877
OG0000503	Prae.g_00335	Prbe.g_01892
OG0000504	Prae.g_00336	Prbe.g_01894
OG0000505	Prae.g_00337	Prbe.g_01895
OG0000506	Prae.g_00338	Prbe.g_01896
OG0000507	Prae.g_00341	Prbe.g_01899
OG0000508	Prae.g_00344	Prbe.g_01903
OG0000509	Prae.g_00346	Prbe.g_01905
OG0000510	Prae.g_00347	Prbe.g_01906
OG0000511	Prae.g_00348	Prbe.g_01907
OG0000512	Prae.g_00350	Prbe.g_01909
OG0000513	Prae.g_00357	Prbe.g_01918
OG0000514	Prae.g_00405	Prbe.g_01929
OG0000515	Prae.g_00406	Prbe.g_01930
OG0000516	Prae.g_00407	Prbe.g_01931
OG0000517	Prae.g_00409	Prbe.g_01933
OG0000518	Prae.g_00420	Prbe.g_01944
OG0000519	Prae.g_00421	Prbe.g_01945
OG0000520	Prae.g_00422	Prbe.g_01946
OG0000521	Prae.g_00427	Prbe.g_00676
OG0000522	Prae.g_00429	Prbe.g_00674
OG0000523	Prae.g_00430	Prbe.g_00673
OG0000524	Prae.g_00435	Prbe.g_00668
OG0000525	Prae.g_00438	Prbe.g_00664
OG0000526	Prae.g_00439	Prbe.g_00663
OG0000527	Prae.g_00447	Prbe.g_00660
OG0000528	Prae.g_00452	Prbe.g_00655
OG0000529	Prae.g_00455	Prbe.g_00652
OG0000530	Prae.g_00458	Prbe.g_00649
OG0000531	Prae.g_00459	Prbe.g_00648
OG0000532	Prae.g_00461	Prbe.g_00646
OG0000533	Prae.g_00462	Prbe.g_00645
OG0000534	Prae.g_00463	Prbe.g_00644
OG0000535	Prae.g_00464	Prbe.g_00643
OG0000536	Prae.g_00465	Prbe.g_00642
OG0000537	Prae.g_00466	Prbe.g_00641
OG0000538	Prae.g_00474	Prbe.g_00632
OG0000539	Prae.g_00475	Prbe.g_00631
OG0000540	Prae.g_00476	Prbe.g_00630
OG0000541	Prae.g_00477	Prbe.g_00629
OG0000542	Prae.g_00479	Prbe.g_00628
OG0000543	Prae.g_00481	Prbe.g_00626
OG0000544	Prae.g_00482	Prbe.g_00625
OG0000545	Prae.g_00484	Prbe.g_00623
OG0000546	Prae.g_00487	Prbe.g_00620
OG0000547	Prae.g_00489	Prbe.g_00618
OG0000548	Prae.g_00490	Prbe.g_00617
OG0000549	Prae.g_00492	Prbe.g_00615
OG0000550	Prae.g_00497	Prbe.g_00611
OG0000551	Prae.g_00501	Prbe.g_00608
OG0000552	Prae.g_00502	Prbe.g_00607
OG0000553	Prae.g_00503	Prbe.g_00606
OG0000554	Prae.g_00509	Prbe.g_00601
OG0000555	Prae.g_00517	Prbe.g_00593
OG0000556	Prae.g_00519	Prbe.g_00591
OG0000557	Prae.g_00520	Prbe.g_00590
OG0000558	Prae.g_00522	Prbe.g_00588
OG0000559	Prae.g_00526	Prbe.g_00584
OG0000560	Prae.g_00529	Prbe.g_00581
OG0000561	Prae.g_00530	Prbe.g_00580
