Orthogroup	Prbn	Prae
OG0000147	Prbn.g_00004	Prae.g_00010
OG0000148	Prbn.g_00001	Prae.g_00012
OG0000149	Prbn.g_00768	Prae.g_00014
OG0000150	Prbn.g_00767	Prae.g_00015
OG0000151	Prbn.g_00766	Prae.g_00016
OG0000152	Prbn.g_00765	Prae.g_00017
OG0000153	Prbn.g_00764	Prae.g_00018
OG0000154	Prbn.g_00763	Prae.g_00019
OG0000155	Prbn.g_00762	Prae.g_00020
OG0000156	Prbn.g_00761	Prae.g_00021
OG0000157	Prbn.g_00760	Prae.g_00022
OG0000158	Prbn.g_00758	Prae.g_00024
OG0000159	Prbn.g_00757	Prae.g_00025
OG0000160	Prbn.g_00756	Prae.g_00026
OG0000161	Prbn.g_00755	Prae.g_00027
OG0000162	Prbn.g_00754	Prae.g_00028
OG0000163	Prbn.g_00752	Prae.g_00029
OG0000164	Prbn.g_00749	Prae.g_00032
OG0000165	Prbn.g_00746	Prae.g_00035
OG0000166	Prbn.g_00745	Prae.g_00036
OG0000167	Prbn.g_00744	Prae.g_00037
OG0000168	Prbn.g_00742	Prae.g_00042
OG0000169	Prbn.g_00740	Prae.g_00044
OG0000170	Prbn.g_00738	Prae.g_00045
OG0000171	Prbn.g_00737	Prae.g_00046
OG0000172	Prbn.g_00736	Prae.g_00047
OG0000173	Prbn.g_00733	Prae.g_00048
OG0000174	Prbn.g_00732	Prae.g_00049
OG0000175	Prbn.g_00731	Prae.g_00050
OG0000176	Prbn.g_00729	Prae.g_00052
OG0000177	Prbn.g_00728	Prae.g_00053
OG0000178	Prbn.g_00726	Prae.g_00054
OG0000179	Prbn.g_00714	Prae.g_00064
OG0000180	Prbn.g_00713	Prae.g_00065
OG0000181	Prbn.g_00712	Prae.g_00066
OG0000182	Prbn.g_00708	Prae.g_00069
OG0000183	Prbn.g_00707	Prae.g_00070
OG0000184	Prbn.g_00704	Prae.g_00073
OG0000185	Prbn.g_01343	Prae.g_00077
OG0000186	Prbn.g_01342	Prae.g_00078
OG0000187	Prbn.g_01034	Prae.g_00079
OG0000188	Prbn.g_01341	Prae.g_00080
OG0000189	Prbn.g_01340	Prae.g_00081
OG0000190	Prbn.g_01339	Prae.g_00082
OG0000191	Prbn.g_01338	Prae.g_00083
OG0000192	Prbn.g_01337	Prae.g_00084
OG0000193	Prbn.g_01336	Prae.g_00085
OG0000194	Prbn.g_01335	Prae.g_00086
OG0000195	Prbn.g_01333	Prae.g_00088
OG0000196	Prbn.g_01332	Prae.g_00089
OG0000197	Prbn.g_01331	Prae.g_00090
OG0000198	Prbn.g_01330	Prae.g_00091
OG0000199	Prbn.g_01327	Prae.g_00094
OG0000200	Prbn.g_01326	Prae.g_00095
OG0000201	Prbn.g_01325	Prae.g_00096
OG0000202	Prbn.g_01323	Prae.g_00097
OG0000203	Prbn.g_01322	Prae.g_00098
OG0000204	Prbn.g_01321	Prae.g_00099
OG0000205	Prbn.g_01319	Prae.g_00100
OG0000206	Prbn.g_01318	Prae.g_00101
OG0000207	Prbn.g_01317	Prae.g_00102
OG0000208	Prbn.g_01316	Prae.g_00103
OG0000209	Prbn.g_01315	Prae.g_00104
OG0000210	Prbn.g_01314	Prae.g_00105
OG0000211	Prbn.g_01312	Prae.g_00106
OG0000212	Prbn.g_01311	Prae.g_00107
OG0000213	Prbn.g_01310	Prae.g_00108
OG0000214	Prbn.g_01306	Prae.g_00110
OG0000215	Prbn.g_01305	Prae.g_00111
OG0000216	Prbn.g_01303	Prae.g_00113
OG0000217	Prbn.g_01302	Prae.g_00115
OG0000218	Prbn.g_01301	Prae.g_00116
OG0000219	Prbn.g_01300	Prae.g_00117
OG0000220	Prbn.g_01297	Prae.g_00120
OG0000221	Prbn.g_01294	Prae.g_00122
OG0000222	Prbn.g_01293	Prae.g_00123
OG0000223	Prbn.g_01292	Prae.g_00124
OG0000224	Prbn.g_01290	Prae.g_00127
OG0000225	Prbn.g_01288	Prae.g_00129
OG0000226	Prbn.g_01286	Prae.g_00130
OG0000227	Prbn.g_01285	Prae.g_00131
OG0000228	Prbn.g_01284	Prae.g_00132
OG0000229	Prbn.g_01283	Prae.g_00133
OG0000230	Prbn.g_01282	Prae.g_00134
OG0000231	Prbn.g_01356	Prae.g_00136
OG0000232	Prbn.g_01280	Prae.g_00137
OG0000233	Prbn.g_01277	Prae.g_00140
OG0000234	Prbn.g_01275	Prae.g_00142
OG0000235	Prbn.g_01269	Prae.g_00148
OG0000236	Prbn.g_01268	Prae.g_00149
OG0000237	Prbn.g_01267	Prae.g_00150
OG0000238	Prbn.g_01266	Prae.g_00151
OG0000239	Prbn.g_01265	Prae.g_00152
OG0000240	Prbn.g_01263	Prae.g_00154
OG0000241	Prbn.g_01262	Prae.g_00155
OG0000242	Prbn.g_01261	Prae.g_00156
OG0000243	Prbn.g_01260	Prae.g_00157
OG0000244	Prbn.g_01259	Prae.g_00158
OG0000245	Prbn.g_01257	Prae.g_00159
OG0000246	Prbn.g_01255	Prae.g_00161
OG0000247	Prbn.g_01254	Prae.g_00162
OG0000248	Prbn.g_01253	Prae.g_00163
OG0000249	Prbn.g_01252	Prae.g_00164
OG0000250	Prbn.g_01251	Prae.g_00165
OG0000251	Prbn.g_01250	Prae.g_00166
OG0000252	Prbn.g_01249	Prae.g_00167
OG0000253	Prbn.g_01248	Prae.g_00168
OG0000254	Prbn.g_01246	Prae.g_00170
OG0000255	Prbn.g_01245	Prae.g_00171
OG0000256	Prbn.g_00383	Prae.g_00174
OG0000257	Prbn.g_00381	Prae.g_00176
OG0000258	Prbn.g_00380	Prae.g_00177
OG0000259	Prbn.g_00379	Prae.g_00178
OG0000260	Prbn.g_00378	Prae.g_00179
OG0000261	Prbn.g_00377	Prae.g_00180
OG0000262	Prbn.g_00376	Prae.g_00181
OG0000263	Prbn.g_00375	Prae.g_00182
OG0000264	Prbn.g_00373	Prae.g_00184
OG0000265	Prbn.g_00372	Prae.g_00185
OG0000266	Prbn.g_00371	Prae.g_00186
OG0000267	Prbn.g_00369	Prae.g_00188
OG0000268	Prbn.g_00367	Prae.g_00189
OG0000269	Prbn.g_00366	Prae.g_00190
OG0000270	Prbn.g_00365	Prae.g_00191
OG0000271	Prbn.g_00364	Prae.g_00192
OG0000272	Prbn.g_00363	Prae.g_00193
OG0000273	Prbn.g_00362	Prae.g_00194
OG0000274	Prbn.g_00361	Prae.g_00195
OG0000275	Prbn.g_00360	Prae.g_00196
OG0000276	Prbn.g_00359	Prae.g_00197
OG0000277	Prbn.g_00358	Prae.g_00198
OG0000278	Prbn.g_00357	Prae.g_00199
OG0000279	Prbn.g_00356	Prae.g_00200
OG0000280	Prbn.g_00355	Prae.g_00201
OG0000281	Prbn.g_00353	Prae.g_00203
OG0000282	Prbn.g_00352	Prae.g_00204
OG0000283	Prbn.g_00349	Prae.g_00207
OG0000284	Prbn.g_00348	Prae.g_00208
OG0000285	Prbn.g_00347	Prae.g_00209
OG0000286	Prbn.g_00345	Prae.g_00211
OG0000287	Prbn.g_00343	Prae.g_00212
OG0000288	Prbn.g_00342	Prae.g_00213
OG0000289	Prbn.g_00341	Prae.g_00214
OG0000290	Prbn.g_00340	Prae.g_00215
OG0000291	Prbn.g_00339	Prae.g_00216
OG0000292	Prbn.g_00338	Prae.g_00217
OG0000293	Prbn.g_00337	Prae.g_00218
OG0000294	Prbn.g_00336	Prae.g_00219
OG0000295	Prbn.g_00335	Prae.g_00220
OG0000296	Prbn.g_00334	Prae.g_00221
OG0000297	Prbn.g_00333	Prae.g_00222
OG0000298	Prbn.g_00332	Prae.g_00223
OG0000299	Prbn.g_00331	Prae.g_00224
OG0000300	Prbn.g_00330	Prae.g_00225
OG0000301	Prbn.g_00329	Prae.g_00226
OG0000302	Prbn.g_00328	Prae.g_00227
OG0000303	Prbn.g_00327	Prae.g_00228
OG0000304	Prbn.g_00325	Prae.g_00229
OG0000305	Prbn.g_00324	Prae.g_00230
OG0000306	Prbn.g_00323	Prae.g_00231
OG0000307	Prbn.g_00321	Prae.g_00232
OG0000308	Prbn.g_00320	Prae.g_00233
OG0000309	Prbn.g_00319	Prae.g_00234
OG0000310	Prbn.g_00318	Prae.g_00235
OG0000311	Prbn.g_00317	Prae.g_00236
OG0000312	Prbn.g_00315	Prae.g_00238
OG0000313	Prbn.g_00314	Prae.g_00239
OG0000314	Prbn.g_00310	Prae.g_00242
OG0000315	Prbn.g_00309	Prae.g_00243
OG0000316	Prbn.g_00307	Prae.g_00245
OG0000317	Prbn.g_00305	Prae.g_00247
OG0000318	Prbn.g_00304	Prae.g_00248
OG0000319	Prbn.g_00012	Prae.g_00249
OG0000320	Prbn.g_00013	Prae.g_00250
OG0000321	Prbn.g_00016	Prae.g_00253
OG0000322	Prbn.g_00020	Prae.g_00256
OG0000323	Prbn.g_00021	Prae.g_00257
OG0000324	Prbn.g_00024	Prae.g_00260
OG0000325	Prbn.g_00025	Prae.g_00262
OG0000326	Prbn.g_00026	Prae.g_00263
OG0000327	Prbn.g_00028	Prae.g_00265
OG0000328	Prbn.g_00029	Prae.g_00266
OG0000329	Prbn.g_00030	Prae.g_00267
OG0000330	Prbn.g_00031	Prae.g_00268
OG0000331	Prbn.g_00033	Prae.g_00269
OG0000332	Prbn.g_00034	Prae.g_00270
OG0000333	Prbn.g_00035	Prae.g_00271
OG0000334	Prbn.g_00036	Prae.g_00272
OG0000335	Prbn.g_00037	Prae.g_00273
OG0000336	Prbn.g_00039	Prae.g_00274
OG0000337	Prbn.g_00042	Prae.g_00276
OG0000338	Prbn.g_00043	Prae.g_00277
OG0000339	Prbn.g_00044	Prae.g_00278
OG0000340	Prbn.g_00045	Prae.g_00279
OG0000341	Prbn.g_00049	Prae.g_00283
OG0000342	Prbn.g_00050	Prae.g_00284
OG0000343	Prbn.g_00053	Prae.g_00286
OG0000344	Prbn.g_00054	Prae.g_00287
OG0000345	Prbn.g_00055	Prae.g_00288
OG0000346	Prbn.g_00056	Prae.g_00289
OG0000347	Prbn.g_00057	Prae.g_00290
OG0000348	Prbn.g_00059	Prae.g_00291
OG0000349	Prbn.g_00060	Prae.g_00292
OG0000350	Prbn.g_00061	Prae.g_00293
OG0000351	Prbn.g_00063	Prae.g_00296
OG0000352	Prbn.g_00066	Prae.g_00299
OG0000353	Prbn.g_00067	Prae.g_00300
OG0000354	Prbn.g_00068	Prae.g_00301
OG0000355	Prbn.g_00069	Prae.g_00302
OG0000356	Prbn.g_00070	Prae.g_00303
OG0000357	Prbn.g_00071	Prae.g_00304
OG0000358	Prbn.g_00072	Prae.g_00305
OG0000359	Prbn.g_00073	Prae.g_00306
OG0000360	Prbn.g_00075	Prae.g_00309
OG0000361	Prbn.g_00076	Prae.g_00310
OG0000362	Prbn.g_00077	Prae.g_00311
OG0000363	Prbn.g_00078	Prae.g_00312
OG0000364	Prbn.g_00079	Prae.g_00313
OG0000365	Prbn.g_00080	Prae.g_00314
OG0000366	Prbn.g_00081	Prae.g_00315
OG0000367	Prbn.g_00082	Prae.g_00316
OG0000368	Prbn.g_00083	Prae.g_00317
OG0000369	Prbn.g_00084	Prae.g_00318
OG0000370	Prbn.g_00085	Prae.g_00319
OG0000371	Prbn.g_00086	Prae.g_00320
OG0000372	Prbn.g_00087	Prae.g_00322
OG0000373	Prbn.g_00089	Prae.g_00324
OG0000374	Prbn.g_00090	Prae.g_00325
OG0000375	Prbn.g_00091	Prae.g_00326
OG0000376	Prbn.g_00092	Prae.g_00328
OG0000377	Prbn.g_00098	Prae.g_00329
OG0000378	Prbn.g_00099	Prae.g_00330
OG0000379	Prbn.g_00105	Prae.g_00335
OG0000380	Prbn.g_00107	Prae.g_00336
OG0000381	Prbn.g_00108	Prae.g_00337
OG0000382	Prbn.g_00109	Prae.g_00338
OG0000383	Prbn.g_00112	Prae.g_00341
OG0000384	Prbn.g_00113	Prae.g_00342
OG0000385	Prbn.g_00116	Prae.g_00344
OG0000386	Prbn.g_00117	Prae.g_00345
OG0000387	Prbn.g_00118	Prae.g_00346
OG0000388	Prbn.g_00119	Prae.g_00347
OG0000389	Prbn.g_00120	Prae.g_00348
OG0000390	Prbn.g_00121	Prae.g_00349
OG0000391	Prbn.g_00122	Prae.g_00350
OG0000392	Prbn.g_00123	Prae.g_00351
OG0000393	Prbn.g_00697	Prae.g_00354
OG0000394	Prbn.g_00696	Prae.g_00355
OG0000395	Prbn.g_00693	Prae.g_00357
OG0000396	Prbn.g_01491	Prae.g_00358
OG0000397	Prbn.g_01145	Prae.g_00371
OG0000398	Prbn.g_01697	Prae.g_00379
OG0000399	Prbn.g_01150	Prae.g_00380
OG0000400	Prbn.g_01810	Prae.g_00385
OG0000401	Prbn.g_00682	Prae.g_00405
OG0000402	Prbn.g_00681	Prae.g_00406
OG0000403	Prbn.g_00680	Prae.g_00407
OG0000404	Prbn.g_00678	Prae.g_00409
OG0000405	Prbn.g_00677	Prae.g_00410
OG0000406	Prbn.g_00675	Prae.g_00412
OG0000407	Prbn.g_00674	Prae.g_00413
OG0000408	Prbn.g_00673	Prae.g_00414
OG0000409	Prbn.g_00672	Prae.g_00415
OG0000410	Prbn.g_00671	Prae.g_00416
OG0000411	Prbn.g_00670	Prae.g_00417
OG0000412	Prbn.g_00669	Prae.g_00418
OG0000413	Prbn.g_00668	Prae.g_00419
OG0000414	Prbn.g_00667	Prae.g_00420
OG0000415	Prbn.g_00666	Prae.g_00421
OG0000416	Prbn.g_00665	Prae.g_00422
OG0000417	Prbn.g_00664	Prae.g_00423
OG0000418	Prbn.g_00663	Prae.g_00424
OG0000419	Prbn.g_00662	Prae.g_00425
OG0000420	Prbn.g_00661	Prae.g_00426
OG0000421	Prbn.g_00657	Prae.g_00427
OG0000422	Prbn.g_00655	Prae.g_00429
OG0000423	Prbn.g_00654	Prae.g_00430
OG0000424	Prbn.g_00653	Prae.g_00432
OG0000425	Prbn.g_00649	Prae.g_00435
OG0000426	Prbn.g_00648	Prae.g_00436
OG0000427	Prbn.g_00647	Prae.g_00437
OG0000428	Prbn.g_00645	Prae.g_00438
OG0000429	Prbn.g_00644	Prae.g_00439
OG0000430	Prbn.g_00643	Prae.g_00445
OG0000431	Prbn.g_00641	Prae.g_00447
OG0000432	Prbn.g_00640	Prae.g_00448
OG0000433	Prbn.g_00637	Prae.g_00451
OG0000434	Prbn.g_00636	Prae.g_00452
OG0000435	Prbn.g_00635	Prae.g_00453
OG0000436	Prbn.g_00633	Prae.g_00455
OG0000437	Prbn.g_00631	Prae.g_00457
OG0000438	Prbn.g_00630	Prae.g_00458
OG0000439	Prbn.g_00629	Prae.g_00459
OG0000440	Prbn.g_00627	Prae.g_00461
OG0000441	Prbn.g_00626	Prae.g_00462
OG0000442	Prbn.g_00625	Prae.g_00463
OG0000443	Prbn.g_00624	Prae.g_00464
OG0000444	Prbn.g_00623	Prae.g_00465
OG0000445	Prbn.g_00622	Prae.g_00466
OG0000446	Prbn.g_00621	Prae.g_00467
OG0000447	Prbn.g_00620	Prae.g_00468
OG0000448	Prbn.g_00619	Prae.g_00469
OG0000449	Prbn.g_00613	Prae.g_00474
OG0000450	Prbn.g_00612	Prae.g_00475
OG0000451	Prbn.g_00611	Prae.g_00476
OG0000452	Prbn.g_00610	Prae.g_00477
OG0000453	Prbn.g_00609	Prae.g_00479
OG0000454	Prbn.g_00608	Prae.g_00480
OG0000455	Prbn.g_00607	Prae.g_00481
OG0000456	Prbn.g_00606	Prae.g_00482
OG0000457	Prbn.g_00604	Prae.g_00484
OG0000458	Prbn.g_00602	Prae.g_00486
OG0000459	Prbn.g_00601	Prae.g_00487
OG0000460	Prbn.g_00599	Prae.g_00489
OG0000461	Prbn.g_00598	Prae.g_00490
OG0000462	Prbn.g_00597	Prae.g_00491
OG0000463	Prbn.g_00596	Prae.g_00492
OG0000464	Prbn.g_00592	Prae.g_00497
OG0000465	Prbn.g_00591	Prae.g_00499
OG0000466	Prbn.g_00590	Prae.g_00500
OG0000467	Prbn.g_00589	Prae.g_00501
OG0000468	Prbn.g_00588	Prae.g_00502
OG0000469	Prbn.g_00587	Prae.g_00503
OG0000470	Prbn.g_00586	Prae.g_00504
OG0000471	Prbn.g_00585	Prae.g_00505
OG0000472	Prbn.g_00582	Prae.g_00509
OG0000473	Prbn.g_00581	Prae.g_00510
OG0000474	Prbn.g_00580	Prae.g_00511
OG0000475	Prbn.g_00579	Prae.g_00512
OG0000476	Prbn.g_00578	Prae.g_00513
OG0000477	Prbn.g_00576	Prae.g_00515
OG0000478	Prbn.g_00575	Prae.g_00516
OG0000479	Prbn.g_00574	Prae.g_00517
OG0000480	Prbn.g_00572	Prae.g_00519
OG0000481	Prbn.g_00571	Prae.g_00520
OG0000482	Prbn.g_00570	Prae.g_00521
OG0000483	Prbn.g_00569	Prae.g_00522
OG0000484	Prbn.g_00568	Prae.g_00523
OG0000485	Prbn.g_00567	Prae.g_00524
OG0000486	Prbn.g_00566	Prae.g_00525
OG0000487	Prbn.g_00565	Prae.g_00526
OG0000488	Prbn.g_00563	Prae.g_00528
OG0000489	Prbn.g_00562	Prae.g_00529
OG0000490	Prbn.g_00561	Prae.g_00530
OG0000491	Prbn.g_00560	Prae.g_00531
OG0000492	Prbn.g_00559	Prae.g_00532
OG0000493	Prbn.g_00558	Prae.g_00533
OG0000494	Prbn.g_00557	Prae.g_00535
OG0000495	Prbn.g_00556	Prae.g_00536
OG0000496	Prbn.g_00554	Prae.g_00537
OG0000497	Prbn.g_00552	Prae.g_00538
OG0000498	Prbn.g_00551	Prae.g_00539
OG0000499	Prbn.g_00549	Prae.g_00541
OG0000500	Prbn.g_00548	Prae.g_00542
OG0000501	Prbn.g_00546	Prae.g_00544
OG0000502	Prbn.g_00545	Prae.g_00545
OG0000503	Prbn.g_00544	Prae.g_00546
OG0000504	Prbn.g_00543	Prae.g_00547
OG0000505	Prbn.g_00542	Prae.g_00548
OG0000506	Prbn.g_00541	Prae.g_00549
OG0000507	Prbn.g_00540	Prae.g_00550
OG0000508	Prbn.g_00538	Prae.g_00552
OG0000509	Prbn.g_00537	Prae.g_00553
OG0000510	Prbn.g_00536	Prae.g_00554
OG0000511	Prbn.g_00535	Prae.g_00555
OG0000512	Prbn.g_00534	Prae.g_00556
OG0000513	Prbn.g_00533	Prae.g_00557
OG0000514	Prbn.g_00532	Prae.g_00558
OG0000515	Prbn.g_00529	Prae.g_00560
OG0000516	Prbn.g_00528	Prae.g_00561
OG0000517	Prbn.g_00527	Prae.g_00562
OG0000518	Prbn.g_00524	Prae.g_00565
OG0000519	Prbn.g_00523	Prae.g_00566
OG0000520	Prbn.g_00522	Prae.g_00567
OG0000521	Prbn.g_00521	Prae.g_00568
OG0000522	Prbn.g_00520	Prae.g_00569
OG0000523	Prbn.g_00519	Prae.g_00570
OG0000524	Prbn.g_00518	Prae.g_00571
OG0000525	Prbn.g_00516	Prae.g_00573
OG0000526	Prbn.g_00515	Prae.g_00574
OG0000527	Prbn.g_00514	Prae.g_00575
OG0000528	Prbn.g_00513	Prae.g_00576
OG0000529	Prbn.g_00512	Prae.g_00577
OG0000530	Prbn.g_00511	Prae.g_00578
OG0000531	Prbn.g_00509	Prae.g_00579
OG0000532	Prbn.g_00508	Prae.g_00580
OG0000533	Prbn.g_00507	Prae.g_00581
OG0000534	Prbn.g_00506	Prae.g_00582
OG0000535	Prbn.g_00505	Prae.g_00583
OG0000536	Prbn.g_00504	Prae.g_00584
OG0000537	Prbn.g_00503	Prae.g_00585
OG0000538	Prbn.g_00502	Prae.g_00586
OG0000539	Prbn.g_00501	Prae.g_00587
OG0000540	Prbn.g_00500	Prae.g_00588
OG0000541	Prbn.g_00499	Prae.g_00589
OG0000542	Prbn.g_00498	Prae.g_00590
OG0000543	Prbn.g_00497	Prae.g_00591
OG0000544	Prbn.g_00496	Prae.g_00592
OG0000545	Prbn.g_00494	Prae.g_00595
OG0000546	Prbn.g_00493	Prae.g_00596
OG0000547	Prbn.g_00491	Prae.g_00598
OG0000548	Prbn.g_00489	Prae.g_00599
OG0000549	Prbn.g_00488	Prae.g_00600
OG0000550	Prbn.g_00487	Prae.g_00601
OG0000551	Prbn.g_00485	Prae.g_00602
OG0000552	Prbn.g_00484	Prae.g_00603
OG0000553	Prbn.g_00421	Prae.g_00604
OG0000554	Prbn.g_00422	Prae.g_00605
OG0000555	Prbn.g_00423	Prae.g_00606
OG0000556	Prbn.g_00424	Prae.g_00607
OG0000557	Prbn.g_00425	Prae.g_00608
OG0000558	Prbn.g_00426	Prae.g_00609
OG0000559	Prbn.g_00427	Prae.g_00610
OG0000560	Prbn.g_00429	Prae.g_00612
OG0000561	Prbn.g_00430	Prae.g_00613
OG0000562	Prbn.g_00432	Prae.g_00614
OG0000563	Prbn.g_00433	Prae.g_00615
OG0000564	Prbn.g_00434	Prae.g_00616
OG0000565	Prbn.g_00435	Prae.g_00617
