Orthogroup	Prbn	Prad
OG0000057	Prbn.g_00313	Prad.g_01754, Prad.g_00965
OG0000058	Prbn.g_00639	Prad.g_00032
OG0000059	Prbn.g_01562	Prad.g_01272
OG0000062	Prbn.g_01650	Prad.g_01989
OG0000063	Prbn.g_00389	Prad.g_01214
OG0000065	Prbn.g_01084	Prad.g_00628
OG0000066	Prbn.g_00170	Prad.g_00564
OG0000067	Prbn.g_00802	Prad.g_01218
OG0000068	Prbn.g_01881	Prad.g_00807
OG0000069	Prbn.g_00251	Prad.g_00572
OG0000071	Prbn.g_00002, Prbn.g_00003	Prad.g_01975
OG0000072	Prbn.g_00088	Prad.g_01669
OG0000073	Prbn.g_00845	Prad.g_01243
OG0000074	Prbn.g_01572	Prad.g_01265
OG0000075	Prbn.g_01539	Prad.g_01153
OG0000076	Prbn.g_01471	Prad.g_01018
OG0000077	Prbn.g_01661	Prad.g_01983
OG0000078	Prbn.g_00173	Prad.g_00566
OG0000079	Prbn.g_00897	Prad.g_00436
OG0000080	Prbn.g_00803	Prad.g_00383
OG0000081	Prbn.g_01915	Prad.g_00777
OG0000083	Prbn.g_00011	Prad.g_01533
OG0000084	Prbn.g_00008	Prad.g_01530
OG0000085	Prbn.g_00759	Prad.g_01963
OG0000087	Prbn.g_00730	Prad.g_01937
OG0000088	Prbn.g_01304	Prad.g_01880
OG0000089	Prbn.g_01295	Prad.g_01872
OG0000090	Prbn.g_01278	Prad.g_01854
OG0000091	Prbn.g_01244	Prad.g_01822
OG0000092	Prbn.g_00384, Prbn.g_01243	Prad.g_01821
OG0000093	Prbn.g_00370	Prad.g_01807
OG0000094	Prbn.g_00351	Prad.g_01789
OG0000095	Prbn.g_00346	Prad.g_01784
OG0000096	Prbn.g_00017	Prad.g_01740
OG0000097	Prbn.g_00041	Prad.g_01717
OG0000099	Prbn.g_00062	Prad.g_01697
OG0000100	Prbn.g_00065	Prad.g_01694
OG0000101	Prbn.g_00694	Prad.g_00754
OG0000102	Prbn.g_01102	Prad.g_00727
OG0000103	Prbn.g_00638	Prad.g_00031
OG0000104	Prbn.g_00634	Prad.g_00027
OG0000105	Prbn.g_00614	Prad.g_00130
OG0000106	Prbn.g_00584	Prad.g_00097
OG0000107	Prbn.g_00583	Prad.g_00096
OG0000108	Prbn.g_00573	Prad.g_01333
OG0000109	Prbn.g_00564	Prad.g_01342
OG0000110	Prbn.g_00547	Prad.g_01358
OG0000111	Prbn.g_00443	Prad.g_01225
OG0000112	Prbn.g_00444	Prad.g_01226
OG0000113	Prbn.g_01351	Prad.g_01071
OG0000114	Prbn.g_01548	Prad.g_01144
OG0000115	Prbn.g_01418	Prad.g_00186
OG0000116	Prbn.g_01414	Prad.g_00182
OG0000117	Prbn.g_01468	Prad.g_01021
OG0000118	Prbn.g_01144	Prad.g_00972
OG0000119	Prbn.g_01653	Prad.g_01526
OG0000120	Prbn.g_01195	Prad.g_01490
OG0000121	Prbn.g_00391	Prad.g_01471, Prad.g_01470
OG0000122	Prbn.g_00411	Prad.g_01451
OG0000123	Prbn.g_00482	Prad.g_01438
OG0000124	Prbn.g_00886	Prad.g_00076
OG0000125	Prbn.g_01071	Prad.g_00616
OG0000126	Prbn.g_01240	Prad.g_00594
OG0000127	Prbn.g_00200	Prad.g_00528
OG0000128	Prbn.g_00213	Prad.g_00514
OG0000129	Prbn.g_00249	Prad.g_00477
OG0000130	Prbn.g_01742	Prad.g_00943
OG0000131	Prbn.g_01782	Prad.g_00905
OG0000132	Prbn.g_01785	Prad.g_00902
OG0000133	Prbn.g_01839	Prad.g_00848
OG0000134	Prbn.g_01875	Prad.g_00812
OG0000135	Prbn.g_01877	Prad.g_00810
OG0000136	Prbn.g_01012	Prad.g_00766, Prad.g_01294
OG0000137	Prbn.g_00978	Prad.g_01615
OG0000138	Prbn.g_00944	Prad.g_01580
OG0000139	Prbn.g_00913	Prad.g_01553
OG0000140	Prbn.g_00301	Prad.g_01535
OG0000141	Prbn.g_00302	Prad.g_01534
OG0000142	Prbn.g_00010	Prad.g_01532
OG0000143	Prbn.g_00009	Prad.g_01531
OG0000144	Prbn.g_00007	Prad.g_01529
OG0000145	Prbn.g_00006	Prad.g_01528
OG0000146	Prbn.g_00005	Prad.g_01527
OG0000147	Prbn.g_00004	Prad.g_01976
OG0000148	Prbn.g_00001	Prad.g_01974
OG0000149	Prbn.g_00768	Prad.g_01972
OG0000150	Prbn.g_00767	Prad.g_01971
OG0000151	Prbn.g_00766	Prad.g_01970
OG0000152	Prbn.g_00765	Prad.g_01969
OG0000153	Prbn.g_00764	Prad.g_01968
OG0000154	Prbn.g_00763	Prad.g_01967
OG0000155	Prbn.g_00762	Prad.g_01966
OG0000156	Prbn.g_00761	Prad.g_01965
OG0000157	Prbn.g_00760	Prad.g_01964
OG0000158	Prbn.g_00758	Prad.g_01962
OG0000159	Prbn.g_00757	Prad.g_01961
OG0000160	Prbn.g_00756	Prad.g_01960
OG0000161	Prbn.g_00755	Prad.g_01959
OG0000162	Prbn.g_00754	Prad.g_01958
OG0000163	Prbn.g_00752	Prad.g_01957
OG0000164	Prbn.g_00749	Prad.g_01954
OG0000165	Prbn.g_00746	Prad.g_01951
OG0000166	Prbn.g_00745	Prad.g_01950
OG0000167	Prbn.g_00744	Prad.g_01949
OG0000168	Prbn.g_00742	Prad.g_01947
OG0000169	Prbn.g_00740	Prad.g_01945
OG0000170	Prbn.g_00738	Prad.g_01944
OG0000171	Prbn.g_00737	Prad.g_01943
OG0000172	Prbn.g_00736	Prad.g_01941
OG0000173	Prbn.g_00733	Prad.g_01940
OG0000174	Prbn.g_00732	Prad.g_01939
OG0000175	Prbn.g_00731	Prad.g_01938
OG0000176	Prbn.g_00729	Prad.g_01936
OG0000177	Prbn.g_00728	Prad.g_01935
OG0000178	Prbn.g_00726	Prad.g_01934
OG0000179	Prbn.g_00714	Prad.g_01929
OG0000180	Prbn.g_00713	Prad.g_01928
OG0000181	Prbn.g_00712	Prad.g_01927
OG0000182	Prbn.g_00708	Prad.g_01924
OG0000183	Prbn.g_00707	Prad.g_01923
OG0000184	Prbn.g_00704	Prad.g_01920
OG0000185	Prbn.g_01343	Prad.g_01916
OG0000186	Prbn.g_01342	Prad.g_01915
OG0000187	Prbn.g_01034	Prad.g_01914
OG0000188	Prbn.g_01341	Prad.g_01913
OG0000189	Prbn.g_01340	Prad.g_01912
OG0000190	Prbn.g_01339	Prad.g_01911
OG0000191	Prbn.g_01338	Prad.g_01910
OG0000192	Prbn.g_01337	Prad.g_01909
OG0000193	Prbn.g_01336	Prad.g_01908
OG0000194	Prbn.g_01335	Prad.g_01907
OG0000195	Prbn.g_01333	Prad.g_01905
OG0000196	Prbn.g_01332	Prad.g_01904
OG0000197	Prbn.g_01331	Prad.g_01903
OG0000198	Prbn.g_01330	Prad.g_01902
OG0000199	Prbn.g_01327	Prad.g_01899
OG0000200	Prbn.g_01326	Prad.g_01898
OG0000201	Prbn.g_01325	Prad.g_01897
OG0000202	Prbn.g_01323	Prad.g_01896
OG0000203	Prbn.g_01322	Prad.g_01895
OG0000204	Prbn.g_01321	Prad.g_01894
OG0000205	Prbn.g_01319	Prad.g_01893
OG0000206	Prbn.g_01318	Prad.g_01892
OG0000207	Prbn.g_01317	Prad.g_01891
OG0000208	Prbn.g_01316	Prad.g_01890
OG0000209	Prbn.g_01315	Prad.g_01889
OG0000210	Prbn.g_01314	Prad.g_01887
OG0000211	Prbn.g_01312	Prad.g_01886
OG0000212	Prbn.g_01311	Prad.g_01885
OG0000213	Prbn.g_01310	Prad.g_01884
OG0000214	Prbn.g_01306	Prad.g_01882
OG0000215	Prbn.g_01305	Prad.g_01881
OG0000216	Prbn.g_01303	Prad.g_01879
OG0000217	Prbn.g_01302	Prad.g_01878
OG0000218	Prbn.g_01301	Prad.g_01877
OG0000219	Prbn.g_01300	Prad.g_01876
OG0000220	Prbn.g_01297	Prad.g_01873
OG0000221	Prbn.g_01294	Prad.g_01871
OG0000222	Prbn.g_01293	Prad.g_01870
OG0000223	Prbn.g_01292	Prad.g_01869
OG0000224	Prbn.g_01290	Prad.g_01866
OG0000225	Prbn.g_01288	Prad.g_01864
OG0000226	Prbn.g_01286	Prad.g_01863
OG0000227	Prbn.g_01285	Prad.g_01862
OG0000228	Prbn.g_01284	Prad.g_01861
OG0000229	Prbn.g_01283	Prad.g_01860
OG0000230	Prbn.g_01282	Prad.g_01859
OG0000231	Prbn.g_01356	Prad.g_01857
OG0000232	Prbn.g_01280	Prad.g_01856
OG0000233	Prbn.g_01277	Prad.g_01853
OG0000234	Prbn.g_01275	Prad.g_01851
OG0000235	Prbn.g_01269	Prad.g_01846
OG0000236	Prbn.g_01268	Prad.g_01845
OG0000237	Prbn.g_01267	Prad.g_01844
OG0000238	Prbn.g_01266	Prad.g_01843
OG0000239	Prbn.g_01265	Prad.g_01842
OG0000240	Prbn.g_01263	Prad.g_01840
OG0000241	Prbn.g_01262	Prad.g_01839
OG0000242	Prbn.g_01261	Prad.g_01838
OG0000243	Prbn.g_01260	Prad.g_01837
OG0000244	Prbn.g_01259	Prad.g_01836
OG0000245	Prbn.g_01257	Prad.g_01835
OG0000246	Prbn.g_01255	Prad.g_01833
OG0000247	Prbn.g_01254	Prad.g_01832
OG0000248	Prbn.g_01253	Prad.g_01831
OG0000249	Prbn.g_01252	Prad.g_01830
OG0000250	Prbn.g_01251	Prad.g_01829
OG0000251	Prbn.g_01250	Prad.g_01828
OG0000252	Prbn.g_01249	Prad.g_01827
OG0000253	Prbn.g_01248	Prad.g_01826
OG0000254	Prbn.g_01246	Prad.g_01824
OG0000255	Prbn.g_01245	Prad.g_01823
OG0000256	Prbn.g_00383	Prad.g_01820
OG0000257	Prbn.g_00381	Prad.g_01818
OG0000258	Prbn.g_00380	Prad.g_01817
OG0000259	Prbn.g_00379	Prad.g_01816
OG0000260	Prbn.g_00378	Prad.g_01815
OG0000261	Prbn.g_00377	Prad.g_01814
OG0000262	Prbn.g_00376	Prad.g_01813
OG0000263	Prbn.g_00375	Prad.g_01812
OG0000264	Prbn.g_00373	Prad.g_01810
OG0000265	Prbn.g_00372	Prad.g_01809
OG0000266	Prbn.g_00371	Prad.g_01808
OG0000267	Prbn.g_00369	Prad.g_01806
OG0000268	Prbn.g_00367	Prad.g_01805
OG0000269	Prbn.g_00366	Prad.g_01804
OG0000270	Prbn.g_00365	Prad.g_01803
OG0000271	Prbn.g_00364	Prad.g_01802
OG0000272	Prbn.g_00363	Prad.g_01801
OG0000273	Prbn.g_00362	Prad.g_01800
OG0000274	Prbn.g_00361	Prad.g_01799
OG0000275	Prbn.g_00360	Prad.g_01798
OG0000276	Prbn.g_00359	Prad.g_01797
OG0000277	Prbn.g_00358	Prad.g_01796
OG0000278	Prbn.g_00357	Prad.g_01795
OG0000279	Prbn.g_00356	Prad.g_01794
OG0000280	Prbn.g_00355	Prad.g_01793
OG0000281	Prbn.g_00353	Prad.g_01791
OG0000282	Prbn.g_00352	Prad.g_01790
OG0000283	Prbn.g_00349	Prad.g_01787
OG0000284	Prbn.g_00348	Prad.g_01786
OG0000285	Prbn.g_00347	Prad.g_01785
OG0000286	Prbn.g_00345	Prad.g_01783
OG0000287	Prbn.g_00343	Prad.g_01782
OG0000288	Prbn.g_00342	Prad.g_01781
OG0000289	Prbn.g_00341	Prad.g_01780
OG0000290	Prbn.g_00340	Prad.g_01779
OG0000291	Prbn.g_00339	Prad.g_01778
OG0000292	Prbn.g_00338	Prad.g_01777
OG0000293	Prbn.g_00337	Prad.g_01776
OG0000294	Prbn.g_00336	Prad.g_01775
OG0000295	Prbn.g_00335	Prad.g_01774
OG0000296	Prbn.g_00334	Prad.g_01773
OG0000297	Prbn.g_00333	Prad.g_01772
OG0000298	Prbn.g_00332	Prad.g_01771
OG0000299	Prbn.g_00331	Prad.g_01770
OG0000300	Prbn.g_00330	Prad.g_01769
OG0000301	Prbn.g_00329	Prad.g_01768
OG0000302	Prbn.g_00328	Prad.g_01767
OG0000303	Prbn.g_00327	Prad.g_01766
OG0000304	Prbn.g_00325	Prad.g_01765
OG0000305	Prbn.g_00324	Prad.g_01764
OG0000306	Prbn.g_00323	Prad.g_01763
OG0000307	Prbn.g_00321	Prad.g_01762
OG0000308	Prbn.g_00320	Prad.g_01761
OG0000309	Prbn.g_00319	Prad.g_01760
OG0000310	Prbn.g_00318	Prad.g_01759
OG0000311	Prbn.g_00317	Prad.g_01758
OG0000312	Prbn.g_00315	Prad.g_01756
OG0000313	Prbn.g_00314	Prad.g_01755
OG0000314	Prbn.g_00310	Prad.g_01752
OG0000315	Prbn.g_00309	Prad.g_01751
OG0000316	Prbn.g_00307	Prad.g_01749
OG0000317	Prbn.g_00305	Prad.g_01747
OG0000318	Prbn.g_00304	Prad.g_01746
OG0000319	Prbn.g_00012	Prad.g_01745
OG0000320	Prbn.g_00013	Prad.g_01744
OG0000321	Prbn.g_00016	Prad.g_01741
OG0000322	Prbn.g_00020	Prad.g_01738
OG0000323	Prbn.g_00021	Prad.g_01737
OG0000324	Prbn.g_00024	Prad.g_01734
OG0000325	Prbn.g_00025	Prad.g_01732
OG0000326	Prbn.g_00026	Prad.g_01731
OG0000327	Prbn.g_00028	Prad.g_01729
OG0000328	Prbn.g_00029	Prad.g_01728
OG0000329	Prbn.g_00030	Prad.g_01727
OG0000330	Prbn.g_00031	Prad.g_01726
OG0000331	Prbn.g_00033	Prad.g_01725
OG0000332	Prbn.g_00034	Prad.g_01724
OG0000333	Prbn.g_00035	Prad.g_01723
OG0000334	Prbn.g_00036	Prad.g_01722
OG0000335	Prbn.g_00037	Prad.g_01721
OG0000336	Prbn.g_00039	Prad.g_01720
OG0000337	Prbn.g_00042	Prad.g_01716
OG0000338	Prbn.g_00043	Prad.g_01715
OG0000339	Prbn.g_00044	Prad.g_01714
OG0000340	Prbn.g_00045	Prad.g_01713
OG0000341	Prbn.g_00049	Prad.g_01709
OG0000342	Prbn.g_00050	Prad.g_01708
OG0000343	Prbn.g_00053	Prad.g_01706
OG0000344	Prbn.g_00054	Prad.g_01705
OG0000345	Prbn.g_00055	Prad.g_01704
OG0000346	Prbn.g_00056	Prad.g_01703
OG0000347	Prbn.g_00057	Prad.g_01702
OG0000348	Prbn.g_00059	Prad.g_01701
OG0000349	Prbn.g_00060	Prad.g_01700
OG0000350	Prbn.g_00061	Prad.g_01699
OG0000351	Prbn.g_00063	Prad.g_01696
OG0000352	Prbn.g_00066	Prad.g_01693
OG0000353	Prbn.g_00067	Prad.g_01692
OG0000354	Prbn.g_00068	Prad.g_01691
OG0000355	Prbn.g_00069	Prad.g_01690
OG0000356	Prbn.g_00070	Prad.g_01689
OG0000357	Prbn.g_00071	Prad.g_01688
OG0000358	Prbn.g_00072	Prad.g_01687
OG0000359	Prbn.g_00073	Prad.g_01686
OG0000360	Prbn.g_00075	Prad.g_01683
OG0000361	Prbn.g_00076	Prad.g_01682
OG0000362	Prbn.g_00077	Prad.g_01681
OG0000363	Prbn.g_00078	Prad.g_01680
OG0000364	Prbn.g_00079	Prad.g_01679
OG0000365	Prbn.g_00080	Prad.g_01678
OG0000366	Prbn.g_00081	Prad.g_01677
OG0000367	Prbn.g_00082	Prad.g_01676
OG0000368	Prbn.g_00083	Prad.g_01675
OG0000369	Prbn.g_00084	Prad.g_01674
OG0000370	Prbn.g_00085	Prad.g_01673
OG0000371	Prbn.g_00086	Prad.g_01672
OG0000372	Prbn.g_00087	Prad.g_01670
OG0000373	Prbn.g_00089	Prad.g_01668
OG0000374	Prbn.g_00090	Prad.g_01667
OG0000375	Prbn.g_00091	Prad.g_01666
OG0000376	Prbn.g_00092	Prad.g_01664
OG0000377	Prbn.g_00098	Prad.g_01663
OG0000378	Prbn.g_00099	Prad.g_01662
OG0000379	Prbn.g_00105	Prad.g_01657
OG0000380	Prbn.g_00107	Prad.g_01656
OG0000381	Prbn.g_00108	Prad.g_01655
OG0000382	Prbn.g_00109	Prad.g_01653
OG0000383	Prbn.g_00112	Prad.g_01650
OG0000384	Prbn.g_00113	Prad.g_01649
OG0000385	Prbn.g_00116	Prad.g_01646
OG0000386	Prbn.g_00117	Prad.g_01645
OG0000387	Prbn.g_00118	Prad.g_01644
OG0000388	Prbn.g_00119	Prad.g_01643
OG0000389	Prbn.g_00120	Prad.g_01642
OG0000390	Prbn.g_00121	Prad.g_00761
OG0000391	Prbn.g_00122	Prad.g_00760
OG0000392	Prbn.g_00123	Prad.g_00759
OG0000393	Prbn.g_00697	Prad.g_00756
OG0000394	Prbn.g_00696	Prad.g_00755
OG0000395	Prbn.g_00693	Prad.g_00753
OG0000396	Prbn.g_01491	Prad.g_00752
OG0000397	Prbn.g_01145	Prad.g_00738
OG0000398	Prbn.g_01697	Prad.g_00730
OG0000399	Prbn.g_01150	Prad.g_00729
OG0000400	Prbn.g_01810	Prad.g_00724
OG0000401	Prbn.g_00682	Prad.g_00671
OG0000402	Prbn.g_00681	Prad.g_00670
OG0000403	Prbn.g_00680	Prad.g_00669
OG0000404	Prbn.g_00678	Prad.g_00667
OG0000405	Prbn.g_00677	Prad.g_00666
OG0000406	Prbn.g_00675	Prad.g_00069
OG0000407	Prbn.g_00674	Prad.g_00068
OG0000408	Prbn.g_00673	Prad.g_00067
OG0000409	Prbn.g_00672	Prad.g_00066
OG0000410	Prbn.g_00671	Prad.g_00065
OG0000411	Prbn.g_00670	Prad.g_00064
OG0000412	Prbn.g_00669	Prad.g_00063
OG0000413	Prbn.g_00668	Prad.g_00062
OG0000414	Prbn.g_00667	Prad.g_00061
OG0000415	Prbn.g_00666	Prad.g_00060
OG0000416	Prbn.g_00665	Prad.g_00059
OG0000417	Prbn.g_00664	Prad.g_00058
OG0000418	Prbn.g_00663	Prad.g_00057
OG0000419	Prbn.g_00662	Prad.g_00056
OG0000420	Prbn.g_00661	Prad.g_00055
OG0000421	Prbn.g_00657	Prad.g_00054
OG0000422	Prbn.g_00655	Prad.g_00052
OG0000423	Prbn.g_00654	Prad.g_00051
OG0000424	Prbn.g_00653	Prad.g_00049
OG0000425	Prbn.g_00649	Prad.g_00045
OG0000426	Prbn.g_00648	Prad.g_00044
OG0000427	Prbn.g_00647	Prad.g_00043
OG0000428	Prbn.g_00645	Prad.g_00042
OG0000429	Prbn.g_00644	Prad.g_00041
OG0000430	Prbn.g_00643	Prad.g_00036
OG0000431	Prbn.g_00641	Prad.g_00034
OG0000432	Prbn.g_00640	Prad.g_00033
OG0000433	Prbn.g_00637	Prad.g_00030
OG0000434	Prbn.g_00636	Prad.g_00029
OG0000435	Prbn.g_00635	Prad.g_00028
OG0000436	Prbn.g_00633	Prad.g_00026
OG0000437	Prbn.g_00631	Prad.g_00024
OG0000438	Prbn.g_00630	Prad.g_00023
OG0000439	Prbn.g_00629	Prad.g_00022
OG0000440	Prbn.g_00627	Prad.g_00020
OG0000441	Prbn.g_00626	Prad.g_00019
OG0000442	Prbn.g_00625	Prad.g_00018
OG0000443	Prbn.g_00624	Prad.g_00017
OG0000444	Prbn.g_00623	Prad.g_00016
OG0000445	Prbn.g_00622	Prad.g_00015
OG0000446	Prbn.g_00621	Prad.g_00014
OG0000447	Prbn.g_00620	Prad.g_00013
OG0000448	Prbn.g_00619	Prad.g_00012
OG0000449	Prbn.g_00613	Prad.g_00129
OG0000450	Prbn.g_00612	Prad.g_00128
OG0000451	Prbn.g_00611	Prad.g_00127
OG0000452	Prbn.g_00610	Prad.g_00126
OG0000453	Prbn.g_00609	Prad.g_00124
OG0000454	Prbn.g_00608	Prad.g_00123
OG0000455	Prbn.g_00607	Prad.g_00122
OG0000456	Prbn.g_00606	Prad.g_00121
OG0000457	Prbn.g_00604	Prad.g_00119
OG0000458	Prbn.g_00602	Prad.g_00117
OG0000459	Prbn.g_00601	Prad.g_00116
OG0000460	Prbn.g_00599	Prad.g_00114
OG0000461	Prbn.g_00598	Prad.g_00113
OG0000462	Prbn.g_00597	Prad.g_00112
OG0000463	Prbn.g_00596	Prad.g_00111
OG0000464	Prbn.g_00592	Prad.g_00106
OG0000465	Prbn.g_00591	Prad.g_00104
OG0000466	Prbn.g_00590	Prad.g_00103
OG0000467	Prbn.g_00589	Prad.g_00102
OG0000468	Prbn.g_00588	Prad.g_00101
OG0000469	Prbn.g_00587	Prad.g_00100
OG0000470	Prbn.g_00586	Prad.g_00099
OG0000471	Prbn.g_00585	Prad.g_00098
OG0000472	Prbn.g_00582	Prad.g_00095
OG0000473	Prbn.g_00581	Prad.g_00094
OG0000474	Prbn.g_00580	Prad.g_00093
OG0000475	Prbn.g_00579	Prad.g_00092
OG0000476	Prbn.g_00578	Prad.g_00091
OG0000477	Prbn.g_00576	Prad.g_01330
OG0000478	Prbn.g_00575	Prad.g_01331
OG0000479	Prbn.g_00574	Prad.g_01332
OG0000480	Prbn.g_00572	Prad.g_01334
OG0000481	Prbn.g_00571	Prad.g_01335
OG0000482	Prbn.g_00570	Prad.g_01336
OG0000483	Prbn.g_00569	Prad.g_01337
OG0000484	Prbn.g_00568	Prad.g_01338
OG0000485	Prbn.g_00567	Prad.g_01339
OG0000486	Prbn.g_00566	Prad.g_01340
OG0000487	Prbn.g_00565	Prad.g_01341
OG0000488	Prbn.g_00563	Prad.g_01343
OG0000489	Prbn.g_00562	Prad.g_01344
OG0000490	Prbn.g_00561	Prad.g_01345
OG0000491	Prbn.g_00560	Prad.g_01346
OG0000492	Prbn.g_00559	Prad.g_01347
OG0000493	Prbn.g_00558	Prad.g_01348
OG0000494	Prbn.g_00557	Prad.g_01350
OG0000495	Prbn.g_00556	Prad.g_01351
OG0000496	Prbn.g_00554	Prad.g_01352
OG0000497	Prbn.g_00552	Prad.g_01353
OG0000498	Prbn.g_00551	Prad.g_01354
OG0000499	Prbn.g_00549	Prad.g_01356
OG0000500	Prbn.g_00548	Prad.g_01357
OG0000501	Prbn.g_00546	Prad.g_01359
OG0000502	Prbn.g_00545	Prad.g_01360
OG0000503	Prbn.g_00544	Prad.g_01361
OG0000504	Prbn.g_00543	Prad.g_01362
OG0000505	Prbn.g_00542	Prad.g_01363
OG0000506	Prbn.g_00541	Prad.g_01364
OG0000507	Prbn.g_00540	Prad.g_01365
OG0000508	Prbn.g_00538	Prad.g_01367
OG0000509	Prbn.g_00537	Prad.g_01368
OG0000510	Prbn.g_00536	Prad.g_01369
OG0000511	Prbn.g_00535	Prad.g_01370
OG0000512	Prbn.g_00534	Prad.g_01371
OG0000513	Prbn.g_00533	Prad.g_01372
OG0000514	Prbn.g_00532	Prad.g_01373
OG0000515	Prbn.g_00529	Prad.g_01375
OG0000516	Prbn.g_00528	Prad.g_01376
OG0000517	Prbn.g_00527	Prad.g_01377
OG0000518	Prbn.g_00524	Prad.g_01380
OG0000519	Prbn.g_00523	Prad.g_01381
OG0000520	Prbn.g_00522	Prad.g_01382
OG0000521	Prbn.g_00521	Prad.g_01383
OG0000522	Prbn.g_00520	Prad.g_01384
OG0000523	Prbn.g_00519	Prad.g_01385
OG0000524	Prbn.g_00518	Prad.g_01386
OG0000525	Prbn.g_00516	Prad.g_01388
OG0000526	Prbn.g_00515	Prad.g_01389
OG0000527	Prbn.g_00514	Prad.g_01390
OG0000528	Prbn.g_00513	Prad.g_01391
OG0000529	Prbn.g_00512	Prad.g_01392
OG0000530	Prbn.g_00511	Prad.g_01393
OG0000531	Prbn.g_00509	Prad.g_01394
OG0000532	Prbn.g_00508	Prad.g_01395
OG0000533	Prbn.g_00507	Prad.g_01396
OG0000534	Prbn.g_00506	Prad.g_01397
OG0000535	Prbn.g_00505	Prad.g_01398
OG0000536	Prbn.g_00504	Prad.g_01399
OG0000537	Prbn.g_00503	Prad.g_01400
OG0000538	Prbn.g_00502	Prad.g_01401
OG0000539	Prbn.g_00501	Prad.g_01402
OG0000540	Prbn.g_00500	Prad.g_01403
OG0000541	Prbn.g_00499	Prad.g_01404
OG0000542	Prbn.g_00498	Prad.g_01405
OG0000543	Prbn.g_00497	Prad.g_01406
OG0000544	Prbn.g_00496	Prad.g_01407
OG0000545	Prbn.g_00494	Prad.g_01410
OG0000546	Prbn.g_00493	Prad.g_01411
OG0000547	Prbn.g_00491	Prad.g_01413
OG0000548	Prbn.g_00489	Prad.g_01414
OG0000549	Prbn.g_00488	Prad.g_01415
OG0000550	Prbn.g_00487	Prad.g_01416
OG0000551	Prbn.g_00485	Prad.g_01417
OG0000552	Prbn.g_00484	Prad.g_01418
OG0000553	Prbn.g_00421	Prad.g_01419
OG0000554	Prbn.g_00422	Prad.g_01420
OG0000555	Prbn.g_00423	Prad.g_01421
OG0000556	Prbn.g_00424	Prad.g_01422
OG0000557	Prbn.g_00425	Prad.g_01423
OG0000558	Prbn.g_00426	Prad.g_01424
OG0000559	Prbn.g_00427	Prad.g_01425
OG0000560	Prbn.g_00429	Prad.g_01427
OG0000561	Prbn.g_00430	Prad.g_01428
