Orthogroup	Prae	Praz
OG0000080	Prae.g_01588	Praz.g_00913
OG0000081	Prae.g_01789	Praz.g_00232
OG0000082	Prae.g_01877	Praz.g_00142
OG0000083	Prae.g_00003, Prae.g_01306	Praz.g_00368
OG0000084	Prae.g_00006	Praz.g_00371
OG0000085	Prae.g_00023	Praz.g_00388
OG0000086	Prae.g_00041	Praz.g_00405
OG0000087	Prae.g_00051	Praz.g_00415
OG0000088	Prae.g_00112	Praz.g_00473
OG0000089	Prae.g_00121	Praz.g_00481
OG0000090	Prae.g_00139	Praz.g_00499
OG0000091	Prae.g_00172, Prae.g_01396	Praz.g_00529
OG0000092	Prae.g_00173	Praz.g_00530
OG0000093	Prae.g_00187	Praz.g_00544
OG0000094	Prae.g_00205	Praz.g_00562
OG0000095	Prae.g_00210	Praz.g_00567
OG0000096	Prae.g_00254	Praz.g_00611
OG0000097	Prae.g_01440	Praz.g_00632
OG0000098	Prae.g_00285	Praz.g_00642
OG0000099	Prae.g_00295	Praz.g_00651
OG0000100	Prae.g_00298	Praz.g_00654
OG0000101	Prae.g_00356	Praz.g_00817
OG0000102	Prae.g_00382	Praz.g_00791
OG0000103	Prae.g_00450	Praz.g_01852
OG0000104	Prae.g_00454	Praz.g_01848
OG0000105	Prae.g_00473	Praz.g_01829
OG0000106	Prae.g_00506	Praz.g_01796
OG0000107	Prae.g_00508	Praz.g_01795
OG0000108	Prae.g_00518	Praz.g_01785
OG0000109	Prae.g_00527	Praz.g_01776
OG0000110	Prae.g_00543, Prae.g_01301	Praz.g_01760
OG0000111	Prae.g_00625	Praz.g_01679
OG0000112	Prae.g_00626	Praz.g_01678
OG0000113	Prae.g_00733	Praz.g_01585
OG0000114	Prae.g_00804	Praz.g_01514
OG0000115	Prae.g_00964	Praz.g_01350
OG0000116	Prae.g_00968	Praz.g_01346
OG0000117	Prae.g_01037	Praz.g_01279, Praz.g_00063
OG0000118	Prae.g_01090	Praz.g_00114
OG0000119	Prae.g_01133	Praz.g_00022
OG0000120	Prae.g_01169	Praz.g_00748
OG0000121	Prae.g_01188	Praz.g_00729
OG0000122	Prae.g_01207	Praz.g_00710
OG0000123	Prae.g_01220	Praz.g_00697
OG0000124	Prae.g_01434	Praz.g_01936
OG0000125	Prae.g_01341	Praz.g_01168
OG0000126	Prae.g_01368	Praz.g_01139
OG0000127	Prae.g_01446	Praz.g_01054
OG0000128	Prae.g_01460	Praz.g_01040
OG0000129	Prae.g_01496	Praz.g_01004
OG0000130	Prae.g_01621	Praz.g_00879
OG0000131	Prae.g_01659	Praz.g_00841
OG0000132	Prae.g_01662	Praz.g_00838
OG0000133	Prae.g_01717	Praz.g_00304
OG0000134	Prae.g_01753	Praz.g_00268
OG0000135	Prae.g_01755	Praz.g_00266
OG0000136	Prae.g_01800	Praz.g_00221
OG0000137	Prae.g_01832	Praz.g_00188
OG0000138	Prae.g_01867	Praz.g_00152
OG0000139	Prae.g_01894	Praz.g_00125
OG0000140	Prae.g_00001	Praz.g_00366
OG0000141	Prae.g_00002	Praz.g_00367
OG0000142	Prae.g_00004	Praz.g_00369
OG0000143	Prae.g_00005	Praz.g_00370
OG0000144	Prae.g_00007	Praz.g_00372
OG0000145	Prae.g_00008	Praz.g_00373
OG0000146	Prae.g_00009	Praz.g_00374
OG0000147	Prae.g_00010	Praz.g_00375
OG0000148	Prae.g_00012	Praz.g_00377
OG0000149	Prae.g_00014	Praz.g_00379
OG0000150	Prae.g_00015	Praz.g_00380
OG0000151	Prae.g_00016	Praz.g_00381
OG0000152	Prae.g_00017	Praz.g_00382
OG0000153	Prae.g_00018	Praz.g_00383
OG0000154	Prae.g_00019	Praz.g_00384
OG0000155	Prae.g_00020	Praz.g_00385
OG0000156	Prae.g_00021	Praz.g_00386
OG0000157	Prae.g_00022	Praz.g_00387
OG0000158	Prae.g_00024	Praz.g_00389
OG0000159	Prae.g_00025	Praz.g_00390
OG0000160	Prae.g_00026	Praz.g_00391
OG0000161	Prae.g_00027	Praz.g_00392
OG0000162	Prae.g_00028	Praz.g_00393
OG0000163	Prae.g_00029	Praz.g_00394
OG0000164	Prae.g_00032	Praz.g_00397
OG0000165	Prae.g_00035	Praz.g_00400
OG0000166	Prae.g_00036	Praz.g_00401
OG0000167	Prae.g_00037	Praz.g_00402
OG0000168	Prae.g_00042	Praz.g_00406
OG0000169	Prae.g_00044	Praz.g_00408
OG0000170	Prae.g_00045	Praz.g_00409
OG0000171	Prae.g_00046	Praz.g_00410
OG0000172	Prae.g_00047	Praz.g_00411
OG0000173	Prae.g_00048	Praz.g_00412
OG0000174	Prae.g_00049	Praz.g_00413
OG0000175	Prae.g_00050	Praz.g_00414
OG0000176	Prae.g_00052	Praz.g_00416
OG0000177	Prae.g_00053	Praz.g_00417
OG0000178	Prae.g_00054	Praz.g_00418
OG0000179	Prae.g_00064	Praz.g_00424
OG0000180	Prae.g_00065	Praz.g_00425
OG0000181	Prae.g_00066	Praz.g_00426
OG0000182	Prae.g_00069	Praz.g_00429
OG0000183	Prae.g_00070	Praz.g_00430
OG0000184	Prae.g_00073	Praz.g_00433
OG0000185	Prae.g_00077	Praz.g_00437
OG0000186	Prae.g_00078	Praz.g_00438
OG0000187	Prae.g_00079	Praz.g_00439
OG0000188	Prae.g_00080	Praz.g_00440
OG0000189	Prae.g_00081	Praz.g_00441
OG0000190	Prae.g_00082	Praz.g_00442
OG0000191	Prae.g_00083	Praz.g_00443
OG0000192	Prae.g_00084	Praz.g_00444
OG0000193	Prae.g_00085	Praz.g_00445
OG0000194	Prae.g_00086	Praz.g_00446
OG0000195	Prae.g_00088	Praz.g_00448
OG0000196	Prae.g_00089	Praz.g_00449
OG0000197	Prae.g_00090	Praz.g_00450
OG0000198	Prae.g_00091	Praz.g_00451
OG0000199	Prae.g_00094	Praz.g_00454
OG0000200	Prae.g_00095	Praz.g_00455
OG0000201	Prae.g_00096	Praz.g_00456
OG0000202	Prae.g_00097	Praz.g_00457
OG0000203	Prae.g_00098	Praz.g_00458
OG0000204	Prae.g_00099	Praz.g_00459
OG0000205	Prae.g_00100	Praz.g_00460
OG0000206	Prae.g_00101	Praz.g_00461
OG0000207	Prae.g_00102	Praz.g_00462
OG0000208	Prae.g_00103	Praz.g_00463
OG0000209	Prae.g_00104	Praz.g_00464
OG0000210	Prae.g_00105	Praz.g_00466
OG0000211	Prae.g_00106	Praz.g_00467
OG0000212	Prae.g_00107	Praz.g_00468
OG0000213	Prae.g_00108	Praz.g_00469
OG0000214	Prae.g_00110	Praz.g_00471
OG0000215	Prae.g_00111	Praz.g_00472
OG0000216	Prae.g_00113	Praz.g_00474
OG0000217	Prae.g_00115	Praz.g_00475
OG0000218	Prae.g_00116	Praz.g_00476
OG0000219	Prae.g_00117	Praz.g_00477
OG0000220	Prae.g_00120	Praz.g_00480
OG0000221	Prae.g_00122	Praz.g_00482
OG0000222	Prae.g_00123	Praz.g_00483
OG0000223	Prae.g_00124	Praz.g_00484
OG0000224	Prae.g_00127	Praz.g_00487
OG0000225	Prae.g_00129	Praz.g_00489
OG0000226	Prae.g_00130	Praz.g_00490
OG0000227	Prae.g_00131	Praz.g_00491
OG0000228	Prae.g_00132	Praz.g_00492
OG0000229	Prae.g_00133	Praz.g_00493
OG0000230	Prae.g_00134	Praz.g_00494
OG0000231	Prae.g_00136	Praz.g_00496
OG0000232	Prae.g_00137	Praz.g_00497
OG0000233	Prae.g_00140	Praz.g_00500
OG0000234	Prae.g_00142	Praz.g_00502
OG0000235	Prae.g_00148	Praz.g_00505
OG0000236	Prae.g_00149	Praz.g_00506
OG0000237	Prae.g_00150	Praz.g_00507
OG0000238	Prae.g_00151	Praz.g_00508
OG0000239	Prae.g_00152	Praz.g_00509
OG0000240	Prae.g_00154	Praz.g_00511
OG0000241	Prae.g_00155	Praz.g_00512
OG0000242	Prae.g_00156	Praz.g_00513
OG0000243	Prae.g_00157	Praz.g_00514
OG0000244	Prae.g_00158	Praz.g_00515
OG0000245	Prae.g_00159	Praz.g_00516
OG0000246	Prae.g_00161	Praz.g_00518
OG0000247	Prae.g_00162	Praz.g_00519
OG0000248	Prae.g_00163	Praz.g_00520
OG0000249	Prae.g_00164	Praz.g_00521
OG0000250	Prae.g_00165	Praz.g_00522
OG0000251	Prae.g_00166	Praz.g_00523
OG0000252	Prae.g_00167	Praz.g_00524
OG0000253	Prae.g_00168	Praz.g_00525
OG0000254	Prae.g_00170	Praz.g_00527
OG0000255	Prae.g_00171	Praz.g_00528
OG0000256	Prae.g_00174	Praz.g_00531
OG0000257	Prae.g_00176	Praz.g_00533
OG0000258	Prae.g_00177	Praz.g_00534
OG0000259	Prae.g_00178	Praz.g_00535
OG0000260	Prae.g_00179	Praz.g_00536
OG0000261	Prae.g_00180	Praz.g_00537
OG0000262	Prae.g_00181	Praz.g_00538
OG0000263	Prae.g_00182	Praz.g_00539
OG0000264	Prae.g_00184	Praz.g_00541
OG0000265	Prae.g_00185	Praz.g_00542
OG0000266	Prae.g_00186	Praz.g_00543
OG0000267	Prae.g_00188	Praz.g_00545
OG0000268	Prae.g_00189	Praz.g_00546
OG0000269	Prae.g_00190	Praz.g_00547
OG0000270	Prae.g_00191	Praz.g_00548
OG0000271	Prae.g_00192	Praz.g_00549
OG0000272	Prae.g_00193	Praz.g_00550
OG0000273	Prae.g_00194	Praz.g_00551
OG0000274	Prae.g_00195	Praz.g_00552
OG0000275	Prae.g_00196	Praz.g_00553
OG0000276	Prae.g_00197	Praz.g_00554
OG0000277	Prae.g_00198	Praz.g_00555
OG0000278	Prae.g_00199	Praz.g_00556
OG0000279	Prae.g_00200	Praz.g_00557
OG0000280	Prae.g_00201	Praz.g_00558
OG0000281	Prae.g_00203	Praz.g_00560
OG0000282	Prae.g_00204	Praz.g_00561
OG0000283	Prae.g_00207	Praz.g_00564
OG0000284	Prae.g_00208	Praz.g_00565
OG0000285	Prae.g_00209	Praz.g_00566
OG0000286	Prae.g_00211	Praz.g_00568
OG0000287	Prae.g_00212	Praz.g_00569
OG0000288	Prae.g_00213	Praz.g_00570
OG0000289	Prae.g_00214	Praz.g_00571
OG0000290	Prae.g_00215	Praz.g_00572
OG0000291	Prae.g_00216	Praz.g_00573
OG0000292	Prae.g_00217	Praz.g_00574
OG0000293	Prae.g_00218	Praz.g_00575
OG0000294	Prae.g_00219	Praz.g_00576
OG0000295	Prae.g_00220	Praz.g_00577
OG0000296	Prae.g_00221	Praz.g_00578
OG0000297	Prae.g_00222	Praz.g_00579
OG0000298	Prae.g_00223	Praz.g_00580
OG0000299	Prae.g_00224	Praz.g_00581
OG0000300	Prae.g_00225	Praz.g_00582
OG0000301	Prae.g_00226	Praz.g_00583
OG0000302	Prae.g_00227	Praz.g_00584
OG0000303	Prae.g_00228	Praz.g_00585
OG0000304	Prae.g_00229	Praz.g_00586
OG0000305	Prae.g_00230	Praz.g_00587
OG0000306	Prae.g_00231	Praz.g_00588
OG0000307	Prae.g_00232	Praz.g_00589
OG0000308	Prae.g_00233	Praz.g_00590
OG0000309	Prae.g_00234	Praz.g_00591
OG0000310	Prae.g_00235	Praz.g_00592
OG0000311	Prae.g_00236	Praz.g_00593
OG0000312	Prae.g_00238	Praz.g_00595
OG0000313	Prae.g_00239	Praz.g_00596
OG0000314	Prae.g_00242	Praz.g_00599
OG0000315	Prae.g_00243	Praz.g_00600
OG0000316	Prae.g_00245	Praz.g_00602
OG0000317	Prae.g_00247	Praz.g_00604
OG0000318	Prae.g_00248	Praz.g_00605
OG0000319	Prae.g_00249	Praz.g_00606
OG0000320	Prae.g_00250	Praz.g_00607
OG0000321	Prae.g_00253	Praz.g_00610
OG0000322	Prae.g_00256	Praz.g_00613
OG0000323	Prae.g_00257	Praz.g_00614
OG0000324	Prae.g_00260	Praz.g_00617
OG0000325	Prae.g_00262	Praz.g_00618
OG0000326	Prae.g_00263	Praz.g_00619
OG0000327	Prae.g_00265	Praz.g_00621
OG0000328	Prae.g_00266	Praz.g_00622
OG0000329	Prae.g_00267	Praz.g_00623
OG0000330	Prae.g_00268	Praz.g_00624
OG0000331	Prae.g_00269	Praz.g_00625
OG0000332	Prae.g_00270	Praz.g_00626
OG0000333	Prae.g_00271	Praz.g_00627
OG0000334	Prae.g_00272	Praz.g_00628
OG0000335	Prae.g_00273	Praz.g_00629
OG0000336	Prae.g_00274	Praz.g_00630
OG0000337	Prae.g_00276	Praz.g_00633
OG0000338	Prae.g_00277	Praz.g_00634
OG0000339	Prae.g_00278	Praz.g_00635
OG0000340	Prae.g_00279	Praz.g_00636
OG0000341	Prae.g_00283	Praz.g_00640
OG0000342	Prae.g_00284	Praz.g_00641
OG0000343	Prae.g_00286	Praz.g_00643
OG0000344	Prae.g_00287	Praz.g_00644
OG0000345	Prae.g_00288	Praz.g_00645
OG0000346	Prae.g_00289	Praz.g_00646
OG0000347	Prae.g_00290	Praz.g_00647
OG0000348	Prae.g_00291	Praz.g_00648
OG0000349	Prae.g_00292	Praz.g_00649
OG0000350	Prae.g_00293	Praz.g_00650
OG0000351	Prae.g_00296	Praz.g_00652
OG0000352	Prae.g_00299	Praz.g_00655
OG0000353	Prae.g_00300	Praz.g_00656
OG0000354	Prae.g_00301	Praz.g_00657
OG0000355	Prae.g_00302	Praz.g_00658
OG0000356	Prae.g_00303	Praz.g_00659
OG0000357	Prae.g_00304	Praz.g_00660
OG0000358	Prae.g_00305	Praz.g_00661
OG0000359	Prae.g_00306	Praz.g_00662
OG0000360	Prae.g_00309	Praz.g_00665
OG0000361	Prae.g_00310	Praz.g_00666
OG0000362	Prae.g_00311	Praz.g_00667
OG0000363	Prae.g_00312	Praz.g_00668
OG0000364	Prae.g_00313	Praz.g_00669
OG0000365	Prae.g_00314	Praz.g_00670
OG0000366	Prae.g_00315	Praz.g_00671
OG0000367	Prae.g_00316	Praz.g_00672
OG0000368	Prae.g_00317	Praz.g_00673
OG0000369	Prae.g_00318	Praz.g_00674
OG0000370	Prae.g_00319	Praz.g_00675
OG0000371	Prae.g_00320	Praz.g_00676
OG0000372	Prae.g_00322	Praz.g_00678
OG0000373	Prae.g_00324	Praz.g_00680
OG0000374	Prae.g_00325	Praz.g_00681
OG0000375	Prae.g_00326	Praz.g_00682
OG0000376	Prae.g_00328	Praz.g_00684
OG0000377	Prae.g_00329	Praz.g_00685
OG0000378	Prae.g_00330	Praz.g_00686
OG0000379	Prae.g_00335	Praz.g_01931
OG0000380	Prae.g_00336	Praz.g_01932
OG0000381	Prae.g_00337	Praz.g_01933
OG0000382	Prae.g_00338	Praz.g_01935
OG0000383	Prae.g_00341	Praz.g_00343
OG0000384	Prae.g_00342	Praz.g_00344
OG0000385	Prae.g_00344	Praz.g_00347
OG0000386	Prae.g_00345	Praz.g_00348
OG0000387	Prae.g_00346	Praz.g_00349
OG0000388	Prae.g_00347	Praz.g_00350
OG0000389	Prae.g_00348	Praz.g_00351
OG0000390	Prae.g_00349	Praz.g_00352
OG0000391	Prae.g_00350	Praz.g_00353
OG0000392	Prae.g_00351	Praz.g_00354
OG0000393	Prae.g_00354	Praz.g_00819
OG0000394	Prae.g_00355	Praz.g_00818
OG0000395	Prae.g_00357	Praz.g_00816
OG0000396	Prae.g_00358	Praz.g_00815
OG0000397	Prae.g_00371	Praz.g_00803
OG0000398	Prae.g_00379	Praz.g_00795
OG0000399	Prae.g_00380	Praz.g_00794
OG0000400	Prae.g_00385	Praz.g_00788
OG0000401	Prae.g_00405	Praz.g_01897
OG0000402	Prae.g_00406	Praz.g_01896
OG0000403	Prae.g_00407	Praz.g_01895
OG0000404	Prae.g_00409	Praz.g_01893
OG0000405	Prae.g_00410	Praz.g_01892
OG0000406	Prae.g_00412	Praz.g_01890
OG0000407	Prae.g_00413	Praz.g_01889
OG0000408	Prae.g_00414	Praz.g_01888
OG0000409	Prae.g_00415	Praz.g_01887
OG0000410	Prae.g_00416	Praz.g_01886
OG0000411	Prae.g_00417	Praz.g_01885
OG0000412	Prae.g_00418	Praz.g_01884
OG0000413	Prae.g_00419	Praz.g_01883
OG0000414	Prae.g_00420	Praz.g_01882
OG0000415	Prae.g_00421	Praz.g_01881
OG0000416	Prae.g_00422	Praz.g_01880
OG0000417	Prae.g_00423	Praz.g_01879
OG0000418	Prae.g_00424	Praz.g_01878
OG0000419	Prae.g_00425	Praz.g_01877
OG0000420	Prae.g_00426	Praz.g_01876
OG0000421	Prae.g_00427	Praz.g_01875
OG0000422	Prae.g_00429	Praz.g_01873
OG0000423	Prae.g_00430	Praz.g_01872
OG0000424	Prae.g_00432	Praz.g_01870
OG0000425	Prae.g_00435	Praz.g_01867
OG0000426	Prae.g_00436	Praz.g_01866
OG0000427	Prae.g_00437	Praz.g_01865
OG0000428	Prae.g_00438	Praz.g_01864
OG0000429	Prae.g_00439	Praz.g_01863
OG0000430	Prae.g_00445	Praz.g_01857
OG0000431	Prae.g_00447	Praz.g_01855
OG0000432	Prae.g_00448	Praz.g_01854
OG0000433	Prae.g_00451	Praz.g_01851
OG0000434	Prae.g_00452	Praz.g_01850
OG0000435	Prae.g_00453	Praz.g_01849
OG0000436	Prae.g_00455	Praz.g_01847
OG0000437	Prae.g_00457	Praz.g_01845
OG0000438	Prae.g_00458	Praz.g_01844
OG0000439	Prae.g_00459	Praz.g_01843
OG0000440	Prae.g_00461	Praz.g_01841
OG0000441	Prae.g_00462	Praz.g_01840
OG0000442	Prae.g_00463	Praz.g_01839
OG0000443	Prae.g_00464	Praz.g_01838
OG0000444	Prae.g_00465	Praz.g_01837
OG0000445	Prae.g_00466	Praz.g_01836
OG0000446	Prae.g_00467	Praz.g_01835
OG0000447	Prae.g_00468	Praz.g_01834
OG0000448	Prae.g_00469	Praz.g_01833
OG0000449	Prae.g_00474	Praz.g_01828
OG0000450	Prae.g_00475	Praz.g_01827
OG0000451	Prae.g_00476	Praz.g_01826
OG0000452	Prae.g_00477	Praz.g_01825
OG0000453	Prae.g_00479	Praz.g_01823
OG0000454	Prae.g_00480	Praz.g_01822
OG0000455	Prae.g_00481	Praz.g_01821
OG0000456	Prae.g_00482	Praz.g_01820
OG0000457	Prae.g_00484	Praz.g_01818
OG0000458	Prae.g_00486	Praz.g_01816
OG0000459	Prae.g_00487	Praz.g_01815
OG0000460	Prae.g_00489	Praz.g_01813
OG0000461	Prae.g_00490	Praz.g_01812
OG0000462	Prae.g_00491	Praz.g_01811
OG0000463	Prae.g_00492	Praz.g_01810
OG0000464	Prae.g_00497	Praz.g_01805
OG0000465	Prae.g_00499	Praz.g_01803
OG0000466	Prae.g_00500	Praz.g_01802
OG0000467	Prae.g_00501	Praz.g_01801
OG0000468	Prae.g_00502	Praz.g_01800
OG0000469	Prae.g_00503	Praz.g_01799
OG0000470	Prae.g_00504	Praz.g_01798
OG0000471	Prae.g_00505	Praz.g_01797
OG0000472	Prae.g_00509	Praz.g_01794
OG0000473	Prae.g_00510	Praz.g_01793
OG0000474	Prae.g_00511	Praz.g_01792
OG0000475	Prae.g_00512	Praz.g_01791
OG0000476	Prae.g_00513	Praz.g_01790
OG0000477	Prae.g_00515	Praz.g_01788
OG0000478	Prae.g_00516	Praz.g_01787
OG0000479	Prae.g_00517	Praz.g_01786
OG0000480	Prae.g_00519	Praz.g_01784
OG0000481	Prae.g_00520	Praz.g_01783
OG0000482	Prae.g_00521	Praz.g_01782
OG0000483	Prae.g_00522	Praz.g_01781
OG0000484	Prae.g_00523	Praz.g_01780
OG0000485	Prae.g_00524	Praz.g_01779
OG0000486	Prae.g_00525	Praz.g_01778
OG0000487	Prae.g_00526	Praz.g_01777
OG0000488	Prae.g_00528	Praz.g_01775
OG0000489	Prae.g_00529	Praz.g_01774
OG0000490	Prae.g_00530	Praz.g_01773
OG0000491	Prae.g_00531	Praz.g_01772
OG0000492	Prae.g_00532	Praz.g_01771
OG0000493	Prae.g_00533	Praz.g_01770
OG0000494	Prae.g_00535	Praz.g_01768
OG0000495	Prae.g_00536	Praz.g_01767
OG0000496	Prae.g_00537	Praz.g_01766
OG0000497	Prae.g_00538	Praz.g_01765
OG0000498	Prae.g_00539	Praz.g_01764
OG0000499	Prae.g_00541	Praz.g_01762
OG0000500	Prae.g_00542	Praz.g_01761
OG0000501	Prae.g_00544	Praz.g_01759
OG0000502	Prae.g_00545	Praz.g_01758
OG0000503	Prae.g_00546	Praz.g_01757
OG0000504	Prae.g_00547	Praz.g_01756
OG0000505	Prae.g_00548	Praz.g_01755
OG0000506	Prae.g_00549	Praz.g_01754
OG0000507	Prae.g_00550	Praz.g_01753
OG0000508	Prae.g_00552	Praz.g_01751
OG0000509	Prae.g_00553	Praz.g_01750
OG0000510	Prae.g_00554	Praz.g_01749
OG0000511	Prae.g_00555	Praz.g_01748
OG0000512	Prae.g_00556	Praz.g_01747
OG0000513	Prae.g_00557	Praz.g_01746
OG0000514	Prae.g_00558	Praz.g_01745
OG0000515	Prae.g_00560	Praz.g_01743
OG0000516	Prae.g_00561	Praz.g_01742
OG0000517	Prae.g_00562	Praz.g_01741
OG0000518	Prae.g_00565	Praz.g_01739
OG0000519	Prae.g_00566	Praz.g_01738
OG0000520	Prae.g_00567	Praz.g_01737
OG0000521	Prae.g_00568	Praz.g_01736
OG0000522	Prae.g_00569	Praz.g_01735
OG0000523	Prae.g_00570	Praz.g_01734
OG0000524	Prae.g_00571	Praz.g_01733
OG0000525	Prae.g_00573	Praz.g_01731
OG0000526	Prae.g_00574	Praz.g_01730
OG0000527	Prae.g_00575	Praz.g_01729
OG0000528	Prae.g_00576	Praz.g_01728
OG0000529	Prae.g_00577	Praz.g_01727
OG0000530	Prae.g_00578	Praz.g_01726
OG0000531	Prae.g_00579	Praz.g_01725
OG0000532	Prae.g_00580	Praz.g_01724
OG0000533	Prae.g_00581	Praz.g_01723
OG0000534	Prae.g_00582	Praz.g_01722
OG0000535	Prae.g_00583	Praz.g_01721
OG0000536	Prae.g_00584	Praz.g_01720
OG0000537	Prae.g_00585	Praz.g_01719
OG0000538	Prae.g_00586	Praz.g_01718
OG0000539	Prae.g_00587	Praz.g_01717
OG0000540	Prae.g_00588	Praz.g_01716
OG0000541	Prae.g_00589	Praz.g_01715
OG0000542	Prae.g_00590	Praz.g_01714
OG0000543	Prae.g_00591	Praz.g_01713
OG0000544	Prae.g_00592	Praz.g_01712
OG0000545	Prae.g_00595	Praz.g_01709
OG0000546	Prae.g_00596	Praz.g_01708
OG0000547	Prae.g_00598	Praz.g_01706
OG0000548	Prae.g_00599	Praz.g_01705
OG0000549	Prae.g_00600	Praz.g_01704
OG0000550	Prae.g_00601	Praz.g_01703
OG0000551	Prae.g_00602	Praz.g_01702
OG0000552	Prae.g_00603	Praz.g_01701
OG0000553	Prae.g_00604	Praz.g_01700
OG0000554	Prae.g_00605	Praz.g_01699
OG0000555	Prae.g_00606	Praz.g_01698
OG0000556	Prae.g_00607	Praz.g_01697
OG0000557	Prae.g_00608	Praz.g_01696
OG0000558	Prae.g_00609	Praz.g_01695
OG0000559	Prae.g_00610	Praz.g_01694
OG0000560	Prae.g_00612	Praz.g_01692
OG0000561	Prae.g_00613	Praz.g_01691
OG0000562	Prae.g_00614	Praz.g_01690
OG0000563	Prae.g_00615	Praz.g_01689
OG0000564	Prae.g_00616	Praz.g_01688
OG0000565	Prae.g_00617	Praz.g_01687
OG0000566	Prae.g_00618	Praz.g_01686
