Orthogroup	Prae	Prar
OG0000042	Prae.g_00711	Prar.g_01599
OG0000043	Prae.g_00791	Prar.g_01668
OG0000044	Prae.g_01163, Prae.g_01422	Prar.g_01263
OG0000045	Prae.g_01417	Prar.g_00870
OG0000045	Prae.g_01406	Prar.g_00362
OG0000046	Prae.g_01616	Prar.g_01150
OG0000047	Prae.g_01815	Prar.g_00653
OG0000048	Prae.g_01822	Prar.g_00660
OG0000050	Prae.g_00031	Prar.g_00007
OG0000051	Prae.g_00160	Prar.g_00170
OG0000052	Prae.g_00370	Prar.g_00431
OG0000053	Prae.g_00514	Prar.g_01369
OG0000054	Prae.g_00758	Prar.g_01644
OG0000055	Prae.g_00828	Prar.g_01706
OG0000056	Prae.g_01322	Prar.g_01307
OG0000057	Prae.g_00240	Prar.g_00090
OG0000058	Prae.g_00449	Prar.g_00525
OG0000059	Prae.g_00672	Prar.g_01528
OG0000060	Prae.g_00740	Prar.g_01628
OG0000061	Prae.g_01128, Prae.g_00984	Prar.g_01298
OG0000062	Prae.g_01130	Prar.g_01296
OG0000063	Prae.g_01263	Prar.g_01003
OG0000064	Prae.g_01272	Prar.g_00997
OG0000065	Prae.g_01329	Prar.g_00955
OG0000066	Prae.g_01389	Prar.g_00880
OG0000067	Prae.g_01245	Prar.g_00988
OG0000068	Prae.g_01758	Prar.g_01027
OG0000071	Prae.g_00011	Prar.g_00027
OG0000072	Prae.g_00323	Prar.g_00265
OG0000073	Prae.g_00643	Prar.g_01499
OG0000074	Prae.g_00665	Prar.g_01521
OG0000075	Prae.g_00813	Prar.g_01691
OG0000076	Prae.g_01040	Prar.g_01904
OG0000078	Prae.g_01390	Prar.g_00872
OG0000079	Prae.g_01537	Prar.g_00769
OG0000080	Prae.g_01588	Prar.g_01166
OG0000081	Prae.g_01789	Prar.g_00627
OG0000082	Prae.g_01877	Prar.g_00072
OG0000083	Prae.g_00003, Prae.g_01306	Prar.g_00035
OG0000084	Prae.g_00006	Prar.g_00032
OG0000085	Prae.g_00023	Prar.g_00015
OG0000086	Prae.g_00041	Prar.g_00581
OG0000087	Prae.g_00051	Prar.g_00570
OG0000088	Prae.g_00112	Prar.g_00215
OG0000089	Prae.g_00121	Prar.g_00207
OG0000090	Prae.g_00139	Prar.g_00189
OG0000091	Prae.g_00172, Prae.g_01396	Prar.g_00158
OG0000092	Prae.g_00173	Prar.g_00157
OG0000093	Prae.g_00187	Prar.g_00143
OG0000094	Prae.g_00205	Prar.g_00125
OG0000095	Prae.g_00210	Prar.g_00120
OG0000096	Prae.g_00254	Prar.g_00076
OG0000097	Prae.g_01440	Prar.g_00313
OG0000098	Prae.g_00285	Prar.g_00303
OG0000099	Prae.g_00295	Prar.g_00293
OG0000100	Prae.g_00298	Prar.g_01154
OG0000101	Prae.g_00356	Prar.g_00417
OG0000102	Prae.g_00382	Prar.g_00444
OG0000103	Prae.g_00450	Prar.g_00526
OG0000104	Prae.g_00454	Prar.g_00530
OG0000105	Prae.g_00473	Prar.g_01330
OG0000106	Prae.g_00506	Prar.g_01362
OG0000107	Prae.g_00508	Prar.g_01363
OG0000108	Prae.g_00518	Prar.g_01373
OG0000109	Prae.g_00527	Prar.g_01382
OG0000110	Prae.g_00543, Prae.g_01301	Prar.g_01398
OG0000111	Prae.g_00625	Prar.g_01481
OG0000112	Prae.g_00626	Prar.g_01482
OG0000113	Prae.g_00733	Prar.g_01621
OG0000114	Prae.g_00804	Prar.g_01682
OG0000115	Prae.g_00964	Prar.g_01833
OG0000116	Prae.g_00968	Prar.g_01837
OG0000117	Prae.g_01037	Prar.g_01901
OG0000118	Prae.g_01090	Prar.g_01953
OG0000119	Prae.g_01133	Prar.g_01293
OG0000120	Prae.g_01169	Prar.g_01257
OG0000121	Prae.g_01188	Prar.g_01238
OG0000122	Prae.g_01207	Prar.g_01219
OG0000123	Prae.g_01220	Prar.g_01206
OG0000124	Prae.g_01434	Prar.g_00376
OG0000125	Prae.g_01341	Prar.g_00943
OG0000126	Prae.g_01368	Prar.g_00911
OG0000127	Prae.g_01446	Prar.g_00352
OG0000128	Prae.g_01460	Prar.g_00338
OG0000129	Prae.g_01496	Prar.g_00810
OG0000130	Prae.g_01621	Prar.g_01145
OG0000131	Prae.g_01659	Prar.g_01959
OG0000132	Prae.g_01662	Prar.g_00595
OG0000133	Prae.g_01717	Prar.g_01068
OG0000134	Prae.g_01753	Prar.g_01032
OG0000135	Prae.g_01755	Prar.g_01030
OG0000136	Prae.g_01800	Prar.g_00638
OG0000137	Prae.g_01832	Prar.g_00669
OG0000138	Prae.g_01867	Prar.g_00704
OG0000139	Prae.g_01894	Prar.g_00055
OG0000140	Prae.g_00001	Prar.g_00037
OG0000141	Prae.g_00002	Prar.g_00036
OG0000142	Prae.g_00004	Prar.g_00034
OG0000143	Prae.g_00005	Prar.g_00033
OG0000144	Prae.g_00007	Prar.g_00031
OG0000145	Prae.g_00008	Prar.g_00030
OG0000146	Prae.g_00009	Prar.g_00029
OG0000147	Prae.g_00010	Prar.g_00028
OG0000148	Prae.g_00012	Prar.g_00026
OG0000149	Prae.g_00014	Prar.g_00024
OG0000150	Prae.g_00015	Prar.g_00023
OG0000151	Prae.g_00016	Prar.g_00022
OG0000152	Prae.g_00017	Prar.g_00021
OG0000153	Prae.g_00018	Prar.g_00020
OG0000154	Prae.g_00019	Prar.g_00019
OG0000155	Prae.g_00020	Prar.g_00018
OG0000156	Prae.g_00021	Prar.g_00017
OG0000157	Prae.g_00022	Prar.g_00016
OG0000158	Prae.g_00024	Prar.g_00014
OG0000159	Prae.g_00025	Prar.g_00013
OG0000160	Prae.g_00026	Prar.g_00012
OG0000161	Prae.g_00027	Prar.g_00011
OG0000162	Prae.g_00028	Prar.g_00010
OG0000163	Prae.g_00029	Prar.g_00009
OG0000164	Prae.g_00032	Prar.g_00006
OG0000165	Prae.g_00035	Prar.g_00002
OG0000166	Prae.g_00036	Prar.g_00001
OG0000167	Prae.g_00037	Prar.g_00594
OG0000168	Prae.g_00042	Prar.g_00580
OG0000169	Prae.g_00044	Prar.g_00578
OG0000170	Prae.g_00045	Prar.g_00577
OG0000171	Prae.g_00046	Prar.g_00576
OG0000172	Prae.g_00047	Prar.g_00574
OG0000173	Prae.g_00048	Prar.g_00573
OG0000174	Prae.g_00049	Prar.g_00572
OG0000175	Prae.g_00050	Prar.g_00571
OG0000176	Prae.g_00052	Prar.g_00569
OG0000177	Prae.g_00053	Prar.g_00568
OG0000178	Prae.g_00054	Prar.g_00567
OG0000179	Prae.g_00064	Prar.g_00554
OG0000180	Prae.g_00065	Prar.g_00553
OG0000181	Prae.g_00066	Prar.g_00552
OG0000182	Prae.g_00069	Prar.g_00549
OG0000183	Prae.g_00070	Prar.g_00548
OG0000184	Prae.g_00073	Prar.g_00255
OG0000185	Prae.g_00077	Prar.g_00251
OG0000186	Prae.g_00078	Prar.g_00250
OG0000187	Prae.g_00079	Prar.g_00249
OG0000188	Prae.g_00080	Prar.g_00248
OG0000189	Prae.g_00081	Prar.g_00247
OG0000190	Prae.g_00082	Prar.g_00246
OG0000191	Prae.g_00083	Prar.g_00245
OG0000192	Prae.g_00084	Prar.g_00244
OG0000193	Prae.g_00085	Prar.g_00243
OG0000194	Prae.g_00086	Prar.g_00242
OG0000195	Prae.g_00088	Prar.g_00240
OG0000196	Prae.g_00089	Prar.g_00239
OG0000197	Prae.g_00090	Prar.g_00238
OG0000198	Prae.g_00091	Prar.g_00237
OG0000199	Prae.g_00094	Prar.g_00234
OG0000200	Prae.g_00095	Prar.g_00233
OG0000201	Prae.g_00096	Prar.g_00232
OG0000202	Prae.g_00097	Prar.g_00231
OG0000203	Prae.g_00098	Prar.g_00230
OG0000204	Prae.g_00099	Prar.g_00229
OG0000205	Prae.g_00100	Prar.g_00228
OG0000206	Prae.g_00101	Prar.g_00227
OG0000207	Prae.g_00102	Prar.g_00226
OG0000208	Prae.g_00103	Prar.g_00225
OG0000209	Prae.g_00104	Prar.g_00224
OG0000210	Prae.g_00105	Prar.g_00222
OG0000211	Prae.g_00106	Prar.g_00221
OG0000212	Prae.g_00107	Prar.g_00220
OG0000213	Prae.g_00108	Prar.g_00219
OG0000214	Prae.g_00110	Prar.g_00217
OG0000215	Prae.g_00111	Prar.g_00216
OG0000216	Prae.g_00113	Prar.g_00214
OG0000217	Prae.g_00115	Prar.g_00213
OG0000218	Prae.g_00116	Prar.g_00212
OG0000219	Prae.g_00117	Prar.g_00211
OG0000220	Prae.g_00120	Prar.g_00208
OG0000221	Prae.g_00122	Prar.g_00206
OG0000222	Prae.g_00123	Prar.g_00205
OG0000223	Prae.g_00124	Prar.g_00204
OG0000224	Prae.g_00127	Prar.g_00201
OG0000225	Prae.g_00129	Prar.g_00199
OG0000226	Prae.g_00130	Prar.g_00198
OG0000227	Prae.g_00131	Prar.g_00197
OG0000228	Prae.g_00132	Prar.g_00196
OG0000229	Prae.g_00133	Prar.g_00195
OG0000230	Prae.g_00134	Prar.g_00194
OG0000231	Prae.g_00136	Prar.g_00192
OG0000232	Prae.g_00137	Prar.g_00191
OG0000233	Prae.g_00140	Prar.g_00188
OG0000234	Prae.g_00142	Prar.g_00186
OG0000235	Prae.g_00148	Prar.g_00182
OG0000236	Prae.g_00149	Prar.g_00181
OG0000237	Prae.g_00150	Prar.g_00180
OG0000238	Prae.g_00151	Prar.g_00179
OG0000239	Prae.g_00152	Prar.g_00178
OG0000240	Prae.g_00154	Prar.g_00176
OG0000241	Prae.g_00155	Prar.g_00175
OG0000242	Prae.g_00156	Prar.g_00174
OG0000243	Prae.g_00157	Prar.g_00173
OG0000244	Prae.g_00158	Prar.g_00172
OG0000245	Prae.g_00159	Prar.g_00171
OG0000246	Prae.g_00161	Prar.g_00169
OG0000247	Prae.g_00162	Prar.g_00168
OG0000248	Prae.g_00163	Prar.g_00167
OG0000249	Prae.g_00164	Prar.g_00166
OG0000250	Prae.g_00165	Prar.g_00165
OG0000251	Prae.g_00166	Prar.g_00164
OG0000252	Prae.g_00167	Prar.g_00163
OG0000253	Prae.g_00168	Prar.g_00162
OG0000254	Prae.g_00170	Prar.g_00160
OG0000255	Prae.g_00171	Prar.g_00159
OG0000256	Prae.g_00174	Prar.g_00156
OG0000257	Prae.g_00176	Prar.g_00154
OG0000258	Prae.g_00177	Prar.g_00153
OG0000259	Prae.g_00178	Prar.g_00152
OG0000260	Prae.g_00179	Prar.g_00151
OG0000261	Prae.g_00180	Prar.g_00150
OG0000262	Prae.g_00181	Prar.g_00149
OG0000263	Prae.g_00182	Prar.g_00148
OG0000264	Prae.g_00184	Prar.g_00146
OG0000265	Prae.g_00185	Prar.g_00145
OG0000266	Prae.g_00186	Prar.g_00144
OG0000267	Prae.g_00188	Prar.g_00142
OG0000268	Prae.g_00189	Prar.g_00141
OG0000269	Prae.g_00190	Prar.g_00140
OG0000270	Prae.g_00191	Prar.g_00139
OG0000271	Prae.g_00192	Prar.g_00138
OG0000272	Prae.g_00193	Prar.g_00137
OG0000273	Prae.g_00194	Prar.g_00136
OG0000274	Prae.g_00195	Prar.g_00135
OG0000275	Prae.g_00196	Prar.g_00134
OG0000276	Prae.g_00197	Prar.g_00133
OG0000277	Prae.g_00198	Prar.g_00132
OG0000278	Prae.g_00199	Prar.g_00131
OG0000279	Prae.g_00200	Prar.g_00130
OG0000280	Prae.g_00201	Prar.g_00129
OG0000281	Prae.g_00203	Prar.g_00127
OG0000282	Prae.g_00204	Prar.g_00126
OG0000283	Prae.g_00207	Prar.g_00123
OG0000284	Prae.g_00208	Prar.g_00122
OG0000285	Prae.g_00209	Prar.g_00121
OG0000286	Prae.g_00211	Prar.g_00119
OG0000287	Prae.g_00212	Prar.g_00118
OG0000288	Prae.g_00213	Prar.g_00117
OG0000289	Prae.g_00214	Prar.g_00116
OG0000290	Prae.g_00215	Prar.g_00115
OG0000291	Prae.g_00216	Prar.g_00114
OG0000292	Prae.g_00217	Prar.g_00113
OG0000293	Prae.g_00218	Prar.g_00112
OG0000294	Prae.g_00219	Prar.g_00111
OG0000295	Prae.g_00220	Prar.g_00110
OG0000296	Prae.g_00221	Prar.g_00109
OG0000297	Prae.g_00222	Prar.g_00108
OG0000298	Prae.g_00223	Prar.g_00107
OG0000299	Prae.g_00224	Prar.g_00106
OG0000300	Prae.g_00225	Prar.g_00105
OG0000301	Prae.g_00226	Prar.g_00104
OG0000302	Prae.g_00227	Prar.g_00103
OG0000303	Prae.g_00228	Prar.g_00102
OG0000304	Prae.g_00229	Prar.g_00101
OG0000305	Prae.g_00230	Prar.g_00100
OG0000306	Prae.g_00231	Prar.g_00099
OG0000307	Prae.g_00232	Prar.g_00098
OG0000308	Prae.g_00233	Prar.g_00097
OG0000309	Prae.g_00234	Prar.g_00096
OG0000310	Prae.g_00235	Prar.g_00095
OG0000311	Prae.g_00236	Prar.g_00094
OG0000312	Prae.g_00238	Prar.g_00092
OG0000313	Prae.g_00239	Prar.g_00091
OG0000314	Prae.g_00242	Prar.g_00088
OG0000315	Prae.g_00243	Prar.g_00087
OG0000316	Prae.g_00245	Prar.g_00085
OG0000317	Prae.g_00247	Prar.g_00083
OG0000318	Prae.g_00248	Prar.g_00082
OG0000319	Prae.g_00249	Prar.g_00081
OG0000320	Prae.g_00250	Prar.g_00080
OG0000321	Prae.g_00253	Prar.g_00077
OG0000322	Prae.g_00256	Prar.g_00334
OG0000323	Prae.g_00257	Prar.g_00333
OG0000324	Prae.g_00260	Prar.g_00330
OG0000325	Prae.g_00262	Prar.g_00328
OG0000326	Prae.g_00263	Prar.g_00327
OG0000327	Prae.g_00265	Prar.g_00325
OG0000328	Prae.g_00266	Prar.g_00324
OG0000329	Prae.g_00267	Prar.g_00323
OG0000330	Prae.g_00268	Prar.g_00322
OG0000331	Prae.g_00269	Prar.g_00321
OG0000332	Prae.g_00270	Prar.g_00320
OG0000333	Prae.g_00271	Prar.g_00319
OG0000334	Prae.g_00272	Prar.g_00318
OG0000335	Prae.g_00273	Prar.g_00317
OG0000336	Prae.g_00274	Prar.g_00316
OG0000337	Prae.g_00276	Prar.g_00312
OG0000338	Prae.g_00277	Prar.g_00311
OG0000339	Prae.g_00278	Prar.g_00310
OG0000340	Prae.g_00279	Prar.g_00309
OG0000341	Prae.g_00283	Prar.g_00305
OG0000342	Prae.g_00284	Prar.g_00304
OG0000343	Prae.g_00286	Prar.g_00302
OG0000344	Prae.g_00287	Prar.g_00301
OG0000345	Prae.g_00288	Prar.g_00300
OG0000346	Prae.g_00289	Prar.g_00299
OG0000347	Prae.g_00290	Prar.g_00298
OG0000348	Prae.g_00291	Prar.g_00297
OG0000349	Prae.g_00292	Prar.g_00296
OG0000350	Prae.g_00293	Prar.g_00295
OG0000351	Prae.g_00296	Prar.g_00292
OG0000352	Prae.g_00299	Prar.g_00289
OG0000353	Prae.g_00300	Prar.g_00288
OG0000354	Prae.g_00301	Prar.g_00287
OG0000355	Prae.g_00302	Prar.g_00286
OG0000356	Prae.g_00303	Prar.g_00285
OG0000357	Prae.g_00304	Prar.g_00284
OG0000358	Prae.g_00305	Prar.g_00283
OG0000359	Prae.g_00306	Prar.g_00282
OG0000360	Prae.g_00309	Prar.g_00279
OG0000361	Prae.g_00310	Prar.g_00278
OG0000362	Prae.g_00311	Prar.g_00277
OG0000363	Prae.g_00312	Prar.g_00276
OG0000364	Prae.g_00313	Prar.g_00275
OG0000365	Prae.g_00314	Prar.g_00274
OG0000366	Prae.g_00315	Prar.g_00273
OG0000367	Prae.g_00316	Prar.g_00272
OG0000368	Prae.g_00317	Prar.g_00271
OG0000369	Prae.g_00318	Prar.g_00270
OG0000370	Prae.g_00319	Prar.g_00269
OG0000371	Prae.g_00320	Prar.g_00268
OG0000372	Prae.g_00322	Prar.g_00266
OG0000373	Prae.g_00324	Prar.g_00264
OG0000374	Prae.g_00325	Prar.g_00263
OG0000375	Prae.g_00326	Prar.g_00262
OG0000376	Prae.g_00328	Prar.g_00260
OG0000377	Prae.g_00329	Prar.g_00259
OG0000378	Prae.g_00330	Prar.g_00258
OG0000379	Prae.g_00335	Prar.g_00394
OG0000380	Prae.g_00336	Prar.g_00395
OG0000381	Prae.g_00337	Prar.g_00396
OG0000382	Prae.g_00338	Prar.g_00398
OG0000383	Prae.g_00341	Prar.g_00401
OG0000384	Prae.g_00342	Prar.g_00402
OG0000385	Prae.g_00344	Prar.g_00405
OG0000386	Prae.g_00345	Prar.g_00406
OG0000387	Prae.g_00346	Prar.g_00407
OG0000388	Prae.g_00347	Prar.g_00408
OG0000389	Prae.g_00348	Prar.g_00409
OG0000390	Prae.g_00349	Prar.g_00410
OG0000391	Prae.g_00350	Prar.g_00411
OG0000392	Prae.g_00351	Prar.g_00412
OG0000393	Prae.g_00354	Prar.g_00415
OG0000394	Prae.g_00355	Prar.g_00416
OG0000395	Prae.g_00357	Prar.g_00418
OG0000396	Prae.g_00358	Prar.g_00419
OG0000397	Prae.g_00371	Prar.g_00432
OG0000398	Prae.g_00379	Prar.g_00440
OG0000399	Prae.g_00380	Prar.g_00441
OG0000400	Prae.g_00385	Prar.g_00446
OG0000401	Prae.g_00405	Prar.g_00479
OG0000402	Prae.g_00406	Prar.g_00480
OG0000403	Prae.g_00407	Prar.g_00481
OG0000404	Prae.g_00409	Prar.g_00483
OG0000405	Prae.g_00410	Prar.g_00484
OG0000406	Prae.g_00412	Prar.g_00486
OG0000407	Prae.g_00413	Prar.g_00487
OG0000408	Prae.g_00414	Prar.g_00488
OG0000409	Prae.g_00415	Prar.g_00489
OG0000410	Prae.g_00416	Prar.g_00490
OG0000411	Prae.g_00417	Prar.g_00491
OG0000412	Prae.g_00418	Prar.g_00492
OG0000413	Prae.g_00419	Prar.g_00493
OG0000414	Prae.g_00420	Prar.g_00494
OG0000415	Prae.g_00421	Prar.g_00495
OG0000416	Prae.g_00422	Prar.g_00496
OG0000417	Prae.g_00423	Prar.g_00497
OG0000418	Prae.g_00424	Prar.g_00498
OG0000419	Prae.g_00425	Prar.g_00499
OG0000420	Prae.g_00426	Prar.g_00500
OG0000421	Prae.g_00427	Prar.g_00501
OG0000422	Prae.g_00429	Prar.g_00503
OG0000423	Prae.g_00430	Prar.g_00504
OG0000424	Prae.g_00432	Prar.g_00506
OG0000425	Prae.g_00435	Prar.g_00510
OG0000426	Prae.g_00436	Prar.g_00511
OG0000427	Prae.g_00437	Prar.g_00512
OG0000428	Prae.g_00438	Prar.g_00513
OG0000429	Prae.g_00439	Prar.g_00514
OG0000430	Prae.g_00445	Prar.g_00521
OG0000431	Prae.g_00447	Prar.g_00523
OG0000432	Prae.g_00448	Prar.g_00524
OG0000433	Prae.g_00451	Prar.g_00527
OG0000434	Prae.g_00452	Prar.g_00528
OG0000435	Prae.g_00453	Prar.g_00529
OG0000436	Prae.g_00455	Prar.g_00531
OG0000437	Prae.g_00457	Prar.g_00533
OG0000438	Prae.g_00458	Prar.g_00534
OG0000439	Prae.g_00459	Prar.g_00535
OG0000440	Prae.g_00461	Prar.g_00537
OG0000441	Prae.g_00462	Prar.g_00538
OG0000442	Prae.g_00463	Prar.g_00539
OG0000443	Prae.g_00464	Prar.g_00540
OG0000444	Prae.g_00465	Prar.g_00541
OG0000445	Prae.g_00466	Prar.g_00542
OG0000446	Prae.g_00467	Prar.g_00543
OG0000447	Prae.g_00468	Prar.g_00544
OG0000448	Prae.g_00469	Prar.g_00545
OG0000449	Prae.g_00474	Prar.g_01331
OG0000450	Prae.g_00475	Prar.g_01332
OG0000451	Prae.g_00476	Prar.g_01333
OG0000452	Prae.g_00477	Prar.g_01334
OG0000453	Prae.g_00479	Prar.g_01336
OG0000454	Prae.g_00480	Prar.g_01337
OG0000455	Prae.g_00481	Prar.g_01338
OG0000456	Prae.g_00482	Prar.g_01339
OG0000457	Prae.g_00484	Prar.g_01341
OG0000458	Prae.g_00486	Prar.g_01343
OG0000459	Prae.g_00487	Prar.g_01344
OG0000460	Prae.g_00489	Prar.g_01345
OG0000461	Prae.g_00490	Prar.g_01346
OG0000462	Prae.g_00491	Prar.g_01347
OG0000463	Prae.g_00492	Prar.g_01348
OG0000464	Prae.g_00497	Prar.g_01353
OG0000465	Prae.g_00499	Prar.g_01355
OG0000466	Prae.g_00500	Prar.g_01356
OG0000467	Prae.g_00501	Prar.g_01357
OG0000468	Prae.g_00502	Prar.g_01358
OG0000469	Prae.g_00503	Prar.g_01359
OG0000470	Prae.g_00504	Prar.g_01360
OG0000471	Prae.g_00505	Prar.g_01361
OG0000472	Prae.g_00509	Prar.g_01364
OG0000473	Prae.g_00510	Prar.g_01365
OG0000474	Prae.g_00511	Prar.g_01366
OG0000475	Prae.g_00512	Prar.g_01367
OG0000476	Prae.g_00513	Prar.g_01368
OG0000477	Prae.g_00515	Prar.g_01370
OG0000478	Prae.g_00516	Prar.g_01371
OG0000479	Prae.g_00517	Prar.g_01372
OG0000480	Prae.g_00519	Prar.g_01374
OG0000481	Prae.g_00520	Prar.g_01375
OG0000482	Prae.g_00521	Prar.g_01376
OG0000483	Prae.g_00522	Prar.g_01377
OG0000484	Prae.g_00523	Prar.g_01378
OG0000485	Prae.g_00524	Prar.g_01379
OG0000486	Prae.g_00525	Prar.g_01380
OG0000487	Prae.g_00526	Prar.g_01381
OG0000488	Prae.g_00528	Prar.g_01383
OG0000489	Prae.g_00529	Prar.g_01384
OG0000490	Prae.g_00530	Prar.g_01385
OG0000491	Prae.g_00531	Prar.g_01386
OG0000492	Prae.g_00532	Prar.g_01387
OG0000493	Prae.g_00533	Prar.g_01388
OG0000494	Prae.g_00535	Prar.g_01390
OG0000495	Prae.g_00536	Prar.g_01391
OG0000496	Prae.g_00537	Prar.g_01392
OG0000497	Prae.g_00538	Prar.g_01393
OG0000498	Prae.g_00539	Prar.g_01394
OG0000499	Prae.g_00541	Prar.g_01396
OG0000500	Prae.g_00542	Prar.g_01397
OG0000501	Prae.g_00544	Prar.g_01399
OG0000502	Prae.g_00545	Prar.g_01400
OG0000503	Prae.g_00546	Prar.g_01401
OG0000504	Prae.g_00547	Prar.g_01402
OG0000505	Prae.g_00548	Prar.g_01403
OG0000506	Prae.g_00549	Prar.g_01404
OG0000507	Prae.g_00550	Prar.g_01405
OG0000508	Prae.g_00552	Prar.g_01407
OG0000509	Prae.g_00553	Prar.g_01408
OG0000510	Prae.g_00554	Prar.g_01409
OG0000511	Prae.g_00555	Prar.g_01410
OG0000512	Prae.g_00556	Prar.g_01411
OG0000513	Prae.g_00557	Prar.g_01412
OG0000514	Prae.g_00558	Prar.g_01413
OG0000515	Prae.g_00560	Prar.g_01415
OG0000516	Prae.g_00561	Prar.g_01416
OG0000517	Prae.g_00562	Prar.g_01417
OG0000518	Prae.g_00565	Prar.g_01420
OG0000519	Prae.g_00566	Prar.g_01422
OG0000520	Prae.g_00567	Prar.g_01423
OG0000521	Prae.g_00568	Prar.g_01424
OG0000522	Prae.g_00569	Prar.g_01425
OG0000523	Prae.g_00570	Prar.g_01426
OG0000524	Prae.g_00571	Prar.g_01427
OG0000525	Prae.g_00573	Prar.g_01429
OG0000526	Prae.g_00574	Prar.g_01430
OG0000527	Prae.g_00575	Prar.g_01431
OG0000528	Prae.g_00576	Prar.g_01432
OG0000529	Prae.g_00577	Prar.g_01433
OG0000530	Prae.g_00578	Prar.g_01434
OG0000531	Prae.g_00579	Prar.g_01435
OG0000532	Prae.g_00580	Prar.g_01436
OG0000533	Prae.g_00581	Prar.g_01437
OG0000534	Prae.g_00582	Prar.g_01438
OG0000535	Prae.g_00583	Prar.g_01439
OG0000536	Prae.g_00584	Prar.g_01440
OG0000537	Prae.g_00585	Prar.g_01441
OG0000538	Prae.g_00586	Prar.g_01442
OG0000539	Prae.g_00587	Prar.g_01443
OG0000540	Prae.g_00588	Prar.g_01444
OG0000541	Prae.g_00589	Prar.g_01445
OG0000542	Prae.g_00590	Prar.g_01446
OG0000543	Prae.g_00591	Prar.g_01447
OG0000544	Prae.g_00592	Prar.g_01448
OG0000545	Prae.g_00595	Prar.g_01451
OG0000546	Prae.g_00596	Prar.g_01452
OG0000547	Prae.g_00598	Prar.g_01454
OG0000548	Prae.g_00599	Prar.g_01455
OG0000549	Prae.g_00600	Prar.g_01456
OG0000550	Prae.g_00601	Prar.g_01457
OG0000551	Prae.g_00602	Prar.g_01458
OG0000552	Prae.g_00603	Prar.g_01459
OG0000553	Prae.g_00604	Prar.g_01460
OG0000554	Prae.g_00605	Prar.g_01461
OG0000555	Prae.g_00606	Prar.g_01462
OG0000556	Prae.g_00607	Prar.g_01463
OG0000557	Prae.g_00608	Prar.g_01464
OG0000558	Prae.g_00609	Prar.g_01465
OG0000559	Prae.g_00610	Prar.g_01466
OG0000560	Prae.g_00612	Prar.g_01468
OG0000561	Prae.g_00613	Prar.g_01469
OG0000562	Prae.g_00614	Prar.g_01470
OG0000563	Prae.g_00615	Prar.g_01471
OG0000564	Prae.g_00616	Prar.g_01472
OG0000565	Prae.g_00617	Prar.g_01473
OG0000566	Prae.g_00618	Prar.g_01474
OG0000567	Prae.g_00619	Prar.g_01475
OG0000568	Prae.g_00620	Prar.g_01476
OG0000569	Prae.g_00621	Prar.g_01477
OG0000570	Prae.g_00622	Prar.g_01478
