Orthogroup	Prax	Praw
OG0000059	Prax.g_01286	Praw.g_01894
OG0000060	Prax.g_00517	Praw.g_01743
OG0000061	Prax.g_00200	Praw.g_00234
OG0000062	Prax.g_01650	Praw.g_00415
OG0000063	Prax.g_00280	Praw.g_01395
OG0000065	Prax.g_01112	Praw.g_01328
OG0000066	Prax.g_00662	Praw.g_00609
OG0000067	Prax.g_00373	Praw.g_01697
OG0000068	Prax.g_01863	Praw.g_01016
OG0000069	Prax.g_01616	Praw.g_00448
OG0000070	Prax.g_00750	Praw.g_00697
OG0000071	Prax.g_01899	Praw.g_00981
OG0000072	Prax.g_01047	Praw.g_01264
OG0000073	Prax.g_00702	Praw.g_00649
OG0000074	Prax.g_00960	Praw.g_01840
OG0000075	Prax.g_01370	Praw.g_00064
OG0000076	Prax.g_01394	Praw.g_00039
OG0000077	Prax.g_00649	Praw.g_01356
OG0000078	Prax.g_00979	Praw.g_01196
OG0000081	Prax.g_00670	Praw.g_00617
OG0000082	Prax.g_00045	Praw.g_01932
OG0000083	Prax.g_00437	Praw.g_01769
OG0000083	Prax.g_01924	Praw.g_00958
OG0000083	Prax.g_00444	Praw.g_01775
OG0000084	Prax.g_01737	Praw.g_01087
OG0000085	Prax.g_01566	Praw.g_00508
OG0000086	Prax.g_00659	Praw.g_01346
OG0000087	Prax.g_01079	Praw.g_01296
OG0000088	Prax.g_01052	Praw.g_01269
OG0000089	Prax.g_00817	Praw.g_00776
OG0000090	Prax.g_00668	Praw.g_00615
OG0000091	Prax.g_00101	Praw.g_01880
OG0000092	Prax.g_00566	Praw.g_01592
OG0000093	Prax.g_00588	Praw.g_01571
OG0000094	Prax.g_01185	Praw.g_01486
OG0000095	Prax.g_01204	Praw.g_01467
OG0000096	Prax.g_00500	Praw.g_00482
OG0000096	Prax.g_00141	Praw.g_00184
OG0000096	Prax.g_01936	Praw.g_00945
OG0000097	Prax.g_00241	Praw.g_00275
OG0000098	Prax.g_01881	Praw.g_00997
OG0000099	Prax.g_01825	Praw.g_01051
OG0000100	Prax.g_01654	Praw.g_00411
OG0000101	Prax.g_01338	Praw.g_00096
OG0000102	Prax.g_01399	Praw.g_00034
OG0000103	Prax.g_01478	Praw.g_01148
OG0000104	Prax.g_01486	Praw.g_01140
OG0000105	Prax.g_00901	Praw.g_00860
OG0000106	Prax.g_00803	Praw.g_00762
OG0000107	Prax.g_00790	Praw.g_00748
OG0000108	Prax.g_00722	Praw.g_00667
OG0000109	Prax.g_00707	Praw.g_00654
OG0000110	Prax.g_00035	Praw.g_01922
OG0000111	Prax.g_00943	Praw.g_01823
OG0000112	Prax.g_00409	Praw.g_01732
OG0000113	Prax.g_00351	Praw.g_01675
OG0000114	Prax.g_00561	Praw.g_01597
OG0000115	Prax.g_00132	Praw.g_00178
OG0000116	Prax.g_00190	Praw.g_00224
OG0000117	Prax.g_01959	Praw.g_00926
OG0000118	Prax.g_01887	Praw.g_00993
OG0000119	Prax.g_01867	Praw.g_01012
OG0000120	Prax.g_01832	Praw.g_01050
OG0000121	Prax.g_01726	Praw.g_01078
OG0000122	Prax.g_01688	Praw.g_00377
OG0000123	Prax.g_01345	Praw.g_00089
OG0000124	Prax.g_01410	Praw.g_00023
OG0000125	Prax.g_01447	Praw.g_01180
OG0000126	Prax.g_01485	Praw.g_01141
OG0000128	Prax.g_01974	Praw.g_01125
OG0000129	Prax.g_00269	Praw.g_01384
OG0000130	Prax.g_00640	Praw.g_01365
OG0000131	Prax.g_01073	Praw.g_01290
OG0000132	Prax.g_01054	Praw.g_01271
OG0000133	Prax.g_00853	Praw.g_00812
OG0000134	Prax.g_00816	Praw.g_00775
OG0000135	Prax.g_00792	Praw.g_00751
OG0000136	Prax.g_00759	Praw.g_00706
OG0000137	Prax.g_00727	Praw.g_00672
OG0000138	Prax.g_00706	Praw.g_00653
OG0000139	Prax.g_00664	Praw.g_00611
OG0000140	Prax.g_00663	Praw.g_00610
OG0000141	Prax.g_00066	Praw.g_00143
OG0000142	Prax.g_00094	Praw.g_01887
OG0000143	Prax.g_00098	Praw.g_01883
OG0000144	Prax.g_00111	Praw.g_01870
OG0000145	Prax.g_00413	Praw.g_01745
OG0000146	Prax.g_00408	Praw.g_01731
OG0000147	Prax.g_00407	Praw.g_01730
OG0000148	Prax.g_00357	Praw.g_01681
OG0000149	Prax.g_00326	Praw.g_01652
OG0000150	Prax.g_00318	Praw.g_01644
OG0000151	Prax.g_00571	Praw.g_01587
OG0000152	Prax.g_01129	Praw.g_01539
OG0000153	Prax.g_01148	Praw.g_01520
OG0000154	Prax.g_01178	Praw.g_01493
OG0000155	Prax.g_00220	Praw.g_00254
OG0000156	Prax.g_01910	Praw.g_00968
OG0000157	Prax.g_01909	Praw.g_00969
OG0000158	Prax.g_01780	Praw.g_01052
OG0000160	Prax.g_01727	Praw.g_01079, Praw.g_01080
OG0000161	Prax.g_01721	Praw.g_00344
OG0000162	Prax.g_01715	Praw.g_00350
OG0000163	Prax.g_01681	Praw.g_00384
OG0000164	Prax.g_01535	Praw.g_00539
OG0000165	Prax.g_01528	Praw.g_00546
OG0000166	Prax.g_01302	Praw.g_00132
OG0000167	Prax.g_01368	Praw.g_00066
OG0000168	Prax.g_01378	Praw.g_00056
OG0000169	Prax.g_01388	Praw.g_00046
OG0000170	Prax.g_01390	Praw.g_00044
OG0000171	Prax.g_01409	Praw.g_00024
OG0000172	Prax.g_01418	Praw.g_00016
OG0000173	Prax.g_01433	Praw.g_00001
OG0000174	Prax.g_01460	Praw.g_01166
OG0000175	Prax.g_01470	Praw.g_01156
OG0000176	Prax.g_01494	Praw.g_01132
OG0000177	Prax.g_01495	Praw.g_01131
OG0000178	Prax.g_01496	Praw.g_01130
OG0000179	Prax.g_00297	Praw.g_01412
OG0000180	Prax.g_00296	Praw.g_01411
OG0000181	Prax.g_00295	Praw.g_01410
OG0000182	Prax.g_00294	Praw.g_01409
OG0000183	Prax.g_00290	Praw.g_01405
OG0000184	Prax.g_00621	Praw.g_01382
OG0000185	Prax.g_00624	Praw.g_01379
OG0000186	Prax.g_00635	Praw.g_01370
OG0000187	Prax.g_00636	Praw.g_01369
OG0000188	Prax.g_00653	Praw.g_01352
OG0000189	Prax.g_01122	Praw.g_01339
OG0000190	Prax.g_01121	Praw.g_01338
OG0000191	Prax.g_01101	Praw.g_01318
OG0000192	Prax.g_01097	Praw.g_01314
OG0000193	Prax.g_01072	Praw.g_01289
OG0000194	Prax.g_01069	Praw.g_01286
OG0000195	Prax.g_01067	Praw.g_01284
OG0000196	Prax.g_01057	Praw.g_01274
OG0000197	Prax.g_01056	Praw.g_01273
OG0000198	Prax.g_01055	Praw.g_01272
OG0000199	Prax.g_01048	Praw.g_01265
OG0000200	Prax.g_01034	Praw.g_01251
OG0000201	Prax.g_01026	Praw.g_01243
OG0000202	Prax.g_01025	Praw.g_01242
OG0000203	Prax.g_01024	Praw.g_01241
OG0000204	Prax.g_01023	Praw.g_01240
OG0000205	Prax.g_01016	Praw.g_01233
OG0000206	Prax.g_01011	Praw.g_01228
OG0000207	Prax.g_01009	Praw.g_01226
OG0000208	Prax.g_01008	Praw.g_01225
OG0000209	Prax.g_00999	Praw.g_01216
OG0000210	Prax.g_00998	Praw.g_01215
OG0000211	Prax.g_00985	Praw.g_01202
OG0000212	Prax.g_00978	Praw.g_01195
OG0000213	Prax.g_00918	Praw.g_00876
OG0000214	Prax.g_00908	Praw.g_00867
OG0000215	Prax.g_00883	Praw.g_00842
OG0000216	Prax.g_00881	Praw.g_00840
OG0000217	Prax.g_00878	Praw.g_00837
OG0000218	Prax.g_00876	Praw.g_00835
OG0000219	Prax.g_00875	Praw.g_00834
OG0000220	Prax.g_00874	Praw.g_00833
OG0000221	Prax.g_00873	Praw.g_00832
OG0000222	Prax.g_00865	Praw.g_00824
OG0000223	Prax.g_00850	Praw.g_00811
OG0000224	Prax.g_00848	Praw.g_00809
OG0000225	Prax.g_00827	Praw.g_00786
OG0000226	Prax.g_00823	Praw.g_00782
OG0000227	Prax.g_00821	Praw.g_00780
OG0000228	Prax.g_00818	Praw.g_00777
OG0000229	Prax.g_00764	Praw.g_00711
OG0000230	Prax.g_00762	Praw.g_00709
OG0000231	Prax.g_00751	Praw.g_00698
OG0000232	Prax.g_00743	Praw.g_00689
OG0000233	Prax.g_00738	Praw.g_00684
OG0000234	Prax.g_00726	Praw.g_00671
OG0000235	Prax.g_00723	Praw.g_00668
OG0000236	Prax.g_00708	Praw.g_00655
OG0000237	Prax.g_00695	Praw.g_00642
OG0000238	Prax.g_00689	Praw.g_00636
OG0000239	Prax.g_00676	Praw.g_00623
OG0000240	Prax.g_00675	Praw.g_00622
OG0000241	Prax.g_00671	Praw.g_00618
OG0000242	Prax.g_00669	Praw.g_00616
OG0000243	Prax.g_00004	Praw.g_00605
OG0000244	Prax.g_00007	Praw.g_00602
OG0000245	Prax.g_00009	Praw.g_00600
OG0000246	Prax.g_00013	Praw.g_00596
OG0000247	Prax.g_00023	Praw.g_00586
OG0000248	Prax.g_00025	Praw.g_00584
OG0000249	Prax.g_00027	Praw.g_00582
OG0000250	Prax.g_00032	Praw.g_00577
OG0000251	Prax.g_00050	Praw.g_01937
OG0000252	Prax.g_00053	Praw.g_01940
OG0000253	Prax.g_00054	Praw.g_01941
OG0000254	Prax.g_00070	Praw.g_00147
OG0000255	Prax.g_00076	Praw.g_00153
OG0000256	Prax.g_00086	Praw.g_00163
OG0000257	Prax.g_00089	Praw.g_00166
OG0000258	Prax.g_00102	Praw.g_01879
OG0000259	Prax.g_00119	Praw.g_01862
OG0000260	Prax.g_00122	Praw.g_01859
OG0000261	Prax.g_00977	Praw.g_01857
OG0000262	Prax.g_00973	Praw.g_01853
OG0000263	Prax.g_00961	Praw.g_01841
OG0000264	Prax.g_00951	Praw.g_01831
OG0000265	Prax.g_00485	Praw.g_01809
OG0000266	Prax.g_00475	Praw.g_01799
OG0000267	Prax.g_00464	Praw.g_01788
OG0000268	Prax.g_00463	Praw.g_01787
OG0000269	Prax.g_00378	Praw.g_01702
OG0000270	Prax.g_00375	Praw.g_01699
OG0000271	Prax.g_00367	Praw.g_01691
OG0000272	Prax.g_00366	Praw.g_01690
OG0000273	Prax.g_00343	Praw.g_01668
OG0000274	Prax.g_00342	Praw.g_01667
OG0000275	Prax.g_00339	Praw.g_01665
OG0000276	Prax.g_00334	Praw.g_01660
OG0000277	Prax.g_00333	Praw.g_01659
OG0000278	Prax.g_00330	Praw.g_01656
OG0000279	Prax.g_00323	Praw.g_01649
OG0000280	Prax.g_00322	Praw.g_01648
OG0000281	Prax.g_00317	Praw.g_01643
OG0000282	Prax.g_00563	Praw.g_01595
OG0000283	Prax.g_00597	Praw.g_01562
OG0000284	Prax.g_00602	Praw.g_01557
OG0000285	Prax.g_00607	Praw.g_01552
OG0000286	Prax.g_00619	Praw.g_01540
OG0000287	Prax.g_01145	Praw.g_01523
OG0000288	Prax.g_01177	Praw.g_01494
OG0000289	Prax.g_01188	Praw.g_01483
OG0000290	Prax.g_01201	Praw.g_01470
OG0000291	Prax.g_01203	Praw.g_01468
OG0000292	Prax.g_01759, Prax.g_01254	Praw.g_01418
OG0000293	Prax.g_00191	Praw.g_00225
OG0000294	Prax.g_00192	Praw.g_00226
OG0000295	Prax.g_00212	Praw.g_00246
OG0000296	Prax.g_00214	Praw.g_00248
OG0000297	Prax.g_00222	Praw.g_00256
OG0000298	Prax.g_00223	Praw.g_00257
OG0000299	Prax.g_00240	Praw.g_00274
OG0000300	Prax.g_00243	Praw.g_00277
OG0000301	Prax.g_00244	Praw.g_00278
OG0000302	Prax.g_00246	Praw.g_00280
OG0000303	Prax.g_00253	Praw.g_00287
OG0000304	Prax.g_00257	Praw.g_00291
OG0000305	Prax.g_01871	Praw.g_01008
OG0000306	Prax.g_01868	Praw.g_01011
OG0000307	Prax.g_01854	Praw.g_01025
OG0000308	Prax.g_01853	Praw.g_01026
OG0000309	Prax.g_01849	Praw.g_01030
OG0000310	Prax.g_01748	Praw.g_01098
OG0000311	Prax.g_01746	Praw.g_01096
OG0000312	Prax.g_01743	Praw.g_01093
OG0000313	Prax.g_01724	Praw.g_01076
OG0000314	Prax.g_01701	Praw.g_00363
OG0000315	Prax.g_01691	Praw.g_00374
OG0000316	Prax.g_01671	Praw.g_00394
OG0000317	Prax.g_01561	Praw.g_00513
OG0000318	Prax.g_01558	Praw.g_00516
OG0000319	Prax.g_01545	Praw.g_00529
OG0000320	Prax.g_01543	Praw.g_00531
OG0000321	Prax.g_01542	Praw.g_00532
OG0000322	Prax.g_01541	Praw.g_00533
OG0000323	Prax.g_01532	Praw.g_00542
OG0000324	Prax.g_01505	Praw.g_00569
OG0000325	Prax.g_01263	Praw.g_01916
OG0000326	Prax.g_01269	Praw.g_01910
OG0000327	Prax.g_01297	Praw.g_00137
OG0000328	Prax.g_01298	Praw.g_00136
OG0000329	Prax.g_01315	Praw.g_00119
OG0000330	Prax.g_01316	Praw.g_00118
OG0000331	Prax.g_01317	Praw.g_00117
OG0000332	Prax.g_01331	Praw.g_00103
OG0000333	Prax.g_01333	Praw.g_00101
OG0000334	Prax.g_01341	Praw.g_00093
OG0000335	Prax.g_01346	Praw.g_00088
OG0000336	Prax.g_01350	Praw.g_00084
OG0000337	Prax.g_01366	Praw.g_00068
OG0000338	Prax.g_01367	Praw.g_00067
OG0000339	Prax.g_01371	Praw.g_00063
OG0000340	Prax.g_01379	Praw.g_00055
OG0000341	Prax.g_01381	Praw.g_00053
OG0000342	Prax.g_01382	Praw.g_00052
OG0000343	Prax.g_01383	Praw.g_00051
OG0000344	Prax.g_01386	Praw.g_00048
OG0000345	Prax.g_01391	Praw.g_00043
OG0000346	Prax.g_01395	Praw.g_00038
OG0000347	Prax.g_01411	Praw.g_00022
OG0000348	Prax.g_01421	Praw.g_00013
OG0000349	Prax.g_01438	Praw.g_01189
OG0000350	Prax.g_01456	Praw.g_01170
OG0000351	Prax.g_01473	Praw.g_01153
OG0000352	Prax.g_01474	Praw.g_01152
OG0000353	Prax.g_01489	Praw.g_01137
OG0000355	Prax.g_01491	Praw.g_01135
OG0000356	Prax.g_01492	Praw.g_01134
OG0000357	Prax.g_01493	Praw.g_01133
OG0000358	Prax.g_01497	Praw.g_01129
OG0000359	Prax.g_01498	Praw.g_01128
OG0000360	Prax.g_01499	Praw.g_01127
OG0000361	Prax.g_01975	Praw.g_01126
OG0000362	Prax.g_01973	Praw.g_01124
OG0000363	Prax.g_00299	Praw.g_01414
OG0000364	Prax.g_00298	Praw.g_01413
OG0000365	Prax.g_00293	Praw.g_01408
OG0000366	Prax.g_00292	Praw.g_01407
OG0000367	Prax.g_00291	Praw.g_01406
OG0000368	Prax.g_00289	Praw.g_01404
OG0000369	Prax.g_00288	Praw.g_01403
OG0000370	Prax.g_00287	Praw.g_01402
OG0000371	Prax.g_00281	Praw.g_01396
OG0000372	Prax.g_00278	Praw.g_01393
OG0000373	Prax.g_00277	Praw.g_01392
OG0000374	Prax.g_00276	Praw.g_01391
OG0000375	Prax.g_00273	Praw.g_01388
OG0000376	Prax.g_00271	Praw.g_01386
OG0000377	Prax.g_00261	Praw.g_01383
OG0000378	Prax.g_00622	Praw.g_01381
OG0000379	Prax.g_00625	Praw.g_01378
OG0000380	Prax.g_00637	Praw.g_01368
OG0000381	Prax.g_00641	Praw.g_01364
OG0000382	Prax.g_00652	Praw.g_01353
OG0000383	Prax.g_00654	Praw.g_01351
OG0000384	Prax.g_00655	Praw.g_01350
OG0000385	Prax.g_00656	Praw.g_01349
OG0000386	Prax.g_00657	Praw.g_01348
OG0000387	Prax.g_01119	Praw.g_01336
OG0000388	Prax.g_01116	Praw.g_01333
OG0000389	Prax.g_01113	Praw.g_01329
OG0000390	Prax.g_01106	Praw.g_01322
OG0000391	Prax.g_01102	Praw.g_01319
OG0000392	Prax.g_01098	Praw.g_01315
OG0000393	Prax.g_01096	Praw.g_01313
OG0000394	Prax.g_01095	Praw.g_01312
OG0000395	Prax.g_01094	Praw.g_01311
OG0000396	Prax.g_01091	Praw.g_01308
OG0000397	Prax.g_01089	Praw.g_01306
OG0000398	Prax.g_01087	Praw.g_01304
OG0000399	Prax.g_01086	Praw.g_01303
OG0000400	Prax.g_01085	Praw.g_01302
OG0000401	Prax.g_01084	Praw.g_01301
OG0000402	Prax.g_01082	Praw.g_01299
OG0000403	Prax.g_01081	Praw.g_01298
OG0000404	Prax.g_01080	Praw.g_01297
OG0000405	Prax.g_01076	Praw.g_01293
OG0000406	Prax.g_01071	Praw.g_01288
OG0000407	Prax.g_01070	Praw.g_01287
OG0000408	Prax.g_01068	Praw.g_01285
OG0000409	Prax.g_01066	Praw.g_01283
OG0000410	Prax.g_01065	Praw.g_01282
OG0000411	Prax.g_01064	Praw.g_01281
OG0000412	Prax.g_01063	Praw.g_01280
OG0000413	Prax.g_01062	Praw.g_01279
OG0000414	Prax.g_01061	Praw.g_01278
OG0000415	Prax.g_01060	Praw.g_01277
OG0000416	Prax.g_01059	Praw.g_01276
OG0000417	Prax.g_01058	Praw.g_01275
OG0000418	Prax.g_01053	Praw.g_01270
OG0000419	Prax.g_01051	Praw.g_01268
OG0000420	Prax.g_01050	Praw.g_01267
OG0000421	Prax.g_01045	Praw.g_01262
OG0000422	Prax.g_01044	Praw.g_01261
OG0000423	Prax.g_01043	Praw.g_01260
OG0000424	Prax.g_01042	Praw.g_01259
OG0000425	Prax.g_01041	Praw.g_01258
OG0000426	Prax.g_01040	Praw.g_01257
OG0000427	Prax.g_01039	Praw.g_01256
OG0000428	Prax.g_01037	Praw.g_01254
OG0000429	Prax.g_01036	Praw.g_01253
OG0000430	Prax.g_01035	Praw.g_01252
OG0000431	Prax.g_01033	Praw.g_01250
OG0000432	Prax.g_01030	Praw.g_01247
OG0000433	Prax.g_01029	Praw.g_01246
OG0000434	Prax.g_01028	Praw.g_01245
OG0000435	Prax.g_01027	Praw.g_01244
OG0000436	Prax.g_01022	Praw.g_01239
OG0000437	Prax.g_01021	Praw.g_01238
OG0000438	Prax.g_01020	Praw.g_01237
OG0000439	Prax.g_01018	Praw.g_01235
OG0000440	Prax.g_01017	Praw.g_01234
OG0000441	Prax.g_01014	Praw.g_01231
OG0000442	Prax.g_01013	Praw.g_01230
OG0000443	Prax.g_01012	Praw.g_01229
OG0000444	Prax.g_01007	Praw.g_01224
OG0000445	Prax.g_01006	Praw.g_01223
OG0000446	Prax.g_01005	Praw.g_01222
OG0000447	Prax.g_01004	Praw.g_01221
OG0000448	Prax.g_01003	Praw.g_01220
OG0000449	Prax.g_01002	Praw.g_01219
OG0000450	Prax.g_01001	Praw.g_01218
OG0000451	Prax.g_01000	Praw.g_01217
OG0000452	Prax.g_00997	Praw.g_01214
OG0000453	Prax.g_00996	Praw.g_01213
OG0000454	Prax.g_00995	Praw.g_01212
OG0000455	Prax.g_00994	Praw.g_01211
OG0000456	Prax.g_00993	Praw.g_01210
OG0000457	Prax.g_00992	Praw.g_01209
OG0000458	Prax.g_00991	Praw.g_01208
OG0000459	Prax.g_00990	Praw.g_01207
OG0000460	Prax.g_00983	Praw.g_01200
OG0000461	Prax.g_00933	Praw.g_00891
OG0000462	Prax.g_00931	Praw.g_00889
OG0000463	Prax.g_00930	Praw.g_00888
OG0000464	Prax.g_00929	Praw.g_00887
OG0000465	Prax.g_00928	Praw.g_00886
OG0000466	Prax.g_00925	Praw.g_00883
OG0000467	Prax.g_00924	Praw.g_00882
OG0000468	Prax.g_00922	Praw.g_00880
OG0000469	Prax.g_00913	Praw.g_00872
OG0000470	Prax.g_00911	Praw.g_00870
OG0000471	Prax.g_00910	Praw.g_00869
OG0000472	Prax.g_00909	Praw.g_00868
OG0000473	Prax.g_00907	Praw.g_00866
OG0000474	Prax.g_00906	Praw.g_00865
OG0000475	Prax.g_00905	Praw.g_00864
OG0000476	Prax.g_00904	Praw.g_00863
OG0000477	Prax.g_00900	Praw.g_00859
OG0000478	Prax.g_00899	Praw.g_00858
OG0000479	Prax.g_00898	Praw.g_00857
OG0000480	Prax.g_00893	Praw.g_00852
OG0000481	Prax.g_00891	Praw.g_00850
OG0000482	Prax.g_00890	Praw.g_00849
OG0000483	Prax.g_00887	Praw.g_00846
OG0000484	Prax.g_00886	Praw.g_00845
OG0000485	Prax.g_00885	Praw.g_00844
OG0000486	Prax.g_00884	Praw.g_00843
OG0000487	Prax.g_00880	Praw.g_00839
OG0000488	Prax.g_00877	Praw.g_00836
OG0000489	Prax.g_00872	Praw.g_00831
OG0000490	Prax.g_00867	Praw.g_00826
OG0000491	Prax.g_00866	Praw.g_00825
OG0000492	Prax.g_00864	Praw.g_00823
OG0000493	Prax.g_00863	Praw.g_00822
OG0000494	Prax.g_00862	Praw.g_00821
OG0000495	Prax.g_00861	Praw.g_00820
OG0000496	Prax.g_00860	Praw.g_00819
OG0000497	Prax.g_00859	Praw.g_00818
OG0000498	Prax.g_00858	Praw.g_00817
OG0000499	Prax.g_00857	Praw.g_00816
OG0000500	Prax.g_00856	Praw.g_00815
OG0000501	Prax.g_00854	Praw.g_00813
OG0000502	Prax.g_00849	Praw.g_00810
OG0000503	Prax.g_00839	Praw.g_00796
OG0000504	Prax.g_00838	Praw.g_00795
OG0000505	Prax.g_00837	Praw.g_00794
OG0000506	Prax.g_00835	Praw.g_00792
OG0000507	Prax.g_00832	Praw.g_00790
OG0000508	Prax.g_00828	Praw.g_00787
OG0000509	Prax.g_00826	Praw.g_00785
OG0000510	Prax.g_00825	Praw.g_00784
OG0000511	Prax.g_00824	Praw.g_00783
OG0000512	Prax.g_00822	Praw.g_00781
OG0000513	Prax.g_00815	Praw.g_00774
OG0000514	Prax.g_00769	Praw.g_00716
OG0000515	Prax.g_00768	Praw.g_00715
OG0000516	Prax.g_00767	Praw.g_00714
OG0000517	Prax.g_00765	Praw.g_00712
OG0000518	Prax.g_00754	Praw.g_00701
OG0000519	Prax.g_00753	Praw.g_00700
OG0000520	Prax.g_00752	Praw.g_00699
OG0000521	Prax.g_00747	Praw.g_00694
OG0000522	Prax.g_00746	Praw.g_00692
OG0000523	Prax.g_00745	Praw.g_00691
OG0000524	Prax.g_00740	Praw.g_00686
OG0000525	Prax.g_00737	Praw.g_00683
OG0000526	Prax.g_00736	Praw.g_00682
OG0000527	Prax.g_00729	Praw.g_00674
OG0000528	Prax.g_00724	Praw.g_00669
OG0000529	Prax.g_00721	Praw.g_00666
OG0000530	Prax.g_00718	Praw.g_00664
OG0000531	Prax.g_00717	Praw.g_00663
OG0000532	Prax.g_00715	Praw.g_00661
OG0000533	Prax.g_00714	Praw.g_00660
OG0000534	Prax.g_00713	Praw.g_00659
OG0000535	Prax.g_00712	Praw.g_00658
OG0000536	Prax.g_00711	Praw.g_00657
OG0000537	Prax.g_00709	Praw.g_00656
OG0000538	Prax.g_00701	Praw.g_00648
OG0000539	Prax.g_00700	Praw.g_00647
OG0000540	Prax.g_00699	Praw.g_00646
OG0000541	Prax.g_00698	Praw.g_00645
OG0000542	Prax.g_00696	Praw.g_00643
OG0000543	Prax.g_00694	Praw.g_00641
OG0000544	Prax.g_00693	Praw.g_00640
OG0000545	Prax.g_00691	Praw.g_00638
OG0000546	Prax.g_00688	Praw.g_00635
OG0000547	Prax.g_00686	Praw.g_00633
OG0000548	Prax.g_00685	Praw.g_00632
OG0000549	Prax.g_00683	Praw.g_00630
OG0000550	Prax.g_00678	Praw.g_00625
OG0000551	Prax.g_00674	Praw.g_00621
OG0000552	Prax.g_00673	Praw.g_00620
OG0000553	Prax.g_00672	Praw.g_00619
OG0000554	Prax.g_00667	Praw.g_00614
OG0000555	Prax.g_00003	Praw.g_00606
OG0000556	Prax.g_00005	Praw.g_00604
OG0000557	Prax.g_00006	Praw.g_00603
OG0000558	Prax.g_00008	Praw.g_00601
OG0000559	Prax.g_00012	Praw.g_00597
