Orthogroup	Prax	Syaq
OG0000213	Prax.g_00918	Syaq.g_00729
OG0000214	Prax.g_00908	Syaq.g_00745
OG0000215	Prax.g_00883	Syaq.g_00777
OG0000216	Prax.g_00881	Syaq.g_00781
OG0000217	Prax.g_00878	Syaq.g_00844
OG0000218	Prax.g_00876	Syaq.g_00846
OG0000219	Prax.g_00875	Syaq.g_00847
OG0000220	Prax.g_00874	Syaq.g_00848
OG0000221	Prax.g_00873	Syaq.g_00856
OG0000222	Prax.g_00865	Syaq.g_00868
OG0000223	Prax.g_00850	Syaq.g_00946
OG0000224	Prax.g_00848	Syaq.g_00950
OG0000225	Prax.g_00827	Syaq.g_00543
OG0000226	Prax.g_00823	Syaq.g_00536
OG0000227	Prax.g_00821	Syaq.g_00534
OG0000228	Prax.g_00818	Syaq.g_00531
OG0000229	Prax.g_00764	Syaq.g_00501
OG0000230	Prax.g_00762	Syaq.g_00499
OG0000231	Prax.g_00751	Syaq.g_00485
OG0000232	Prax.g_00743	Syaq.g_00472
OG0000233	Prax.g_00738	Syaq.g_00464
OG0000234	Prax.g_00726	Syaq.g_00440
OG0000235	Prax.g_00723	Syaq.g_01771
OG0000236	Prax.g_00708	Syaq.g_01787
OG0000237	Prax.g_00695	Syaq.g_01805
OG0000238	Prax.g_00689	Syaq.g_01810
OG0000239	Prax.g_00676	Syaq.g_01826
OG0000240	Prax.g_00675	Syaq.g_01827
OG0000241	Prax.g_00671	Syaq.g_02074
OG0000242	Prax.g_00669	Syaq.g_01836
OG0000243	Prax.g_00004	Syaq.g_01922
OG0000244	Prax.g_00007	Syaq.g_01928
OG0000245	Prax.g_00009	Syaq.g_01930
OG0000246	Prax.g_00013	Syaq.g_01934
OG0000247	Prax.g_00023	Syaq.g_01945
OG0000248	Prax.g_00025	Syaq.g_01948
OG0000249	Prax.g_00027	Syaq.g_01950
OG0000250	Prax.g_00032	Syaq.g_01958
OG0000251	Prax.g_00050	Syaq.g_01984
OG0000252	Prax.g_00053	Syaq.g_01987
OG0000253	Prax.g_00054	Syaq.g_01989
OG0000254	Prax.g_00070	Syaq.g_02016
OG0000255	Prax.g_00076	Syaq.g_02041
OG0000256	Prax.g_00086	Syaq.g_02068
OG0000257	Prax.g_00089	Syaq.g_02073
OG0000258	Prax.g_00102	Syaq.g_02095
OG0000259	Prax.g_00119	Syaq.g_02239
OG0000260	Prax.g_00122	Syaq.g_02242
OG0000261	Prax.g_00977	Syaq.g_02245
OG0000262	Prax.g_00973	Syaq.g_02250
OG0000263	Prax.g_00961	Syaq.g_00185
OG0000264	Prax.g_00951	Syaq.g_02582
OG0000266	Prax.g_00475	Syaq.g_00037
OG0000267	Prax.g_00464	Syaq.g_02430
OG0000268	Prax.g_00463	Syaq.g_02431
OG0000269	Prax.g_00378	Syaq.g_02335
OG0000270	Prax.g_00375	Syaq.g_02338
OG0000271	Prax.g_00367	Syaq.g_02346
OG0000272	Prax.g_00366	Syaq.g_02347
OG0000273	Prax.g_00343	Syaq.g_02376
OG0000274	Prax.g_00342	Syaq.g_02377
OG0000275	Prax.g_00339	Syaq.g_02380
OG0000276	Prax.g_00334	Syaq.g_02387
OG0000277	Prax.g_00333	Syaq.g_02388
OG0000278	Prax.g_00330	Syaq.g_02391
OG0000279	Prax.g_00323	Syaq.g_02401
OG0000280	Prax.g_00322	Syaq.g_02410
OG0000281	Prax.g_00317	Syaq.g_02224
OG0000282	Prax.g_00563	Syaq.g_02271
OG0000283	Prax.g_00597	Syaq.g_02445
OG0000284	Prax.g_00602	Syaq.g_02450
OG0000285	Prax.g_00607	Syaq.g_02466
OG0000286	Prax.g_00619	Syaq.g_02484
OG0000287	Prax.g_01145	Syaq.g_02511
OG0000288	Prax.g_01177	Syaq.g_00067
OG0000289	Prax.g_01188	Syaq.g_00053
OG0000290	Prax.g_01201	Syaq.g_02682
OG0000291	Prax.g_01203	Syaq.g_02680
OG0000292	Prax.g_01759, Prax.g_01254	Syaq.g_01157
OG0000293	Prax.g_00191	Syaq.g_00262
OG0000294	Prax.g_00192	Syaq.g_00261
OG0000295	Prax.g_00212	Syaq.g_00220
OG0000296	Prax.g_00214	Syaq.g_00218
OG0000297	Prax.g_00222	Syaq.g_00205
OG0000298	Prax.g_00223	Syaq.g_00204
OG0000299	Prax.g_00240	Syaq.g_00171
OG0000300	Prax.g_00243	Syaq.g_00164
OG0000301	Prax.g_00244	Syaq.g_00163
OG0000302	Prax.g_00246	Syaq.g_00162
OG0000303	Prax.g_00253	Syaq.g_00152
OG0000304	Prax.g_00257	Syaq.g_00146
OG0000305	Prax.g_01871	Syaq.g_02677
OG0000306	Prax.g_01868	Syaq.g_01861
OG0000307	Prax.g_01854	Syaq.g_01754
OG0000308	Prax.g_01853	Syaq.g_01752
OG0000309	Prax.g_01849	Syaq.g_01747
OG0000310	Prax.g_01748	Syaq.g_00347
OG0000311	Prax.g_01746	Syaq.g_00352
OG0000312	Prax.g_01743	Syaq.g_00359
OG0000313	Prax.g_01724	Syaq.g_00379
OG0000314	Prax.g_01701	Syaq.g_00408
OG0000315	Prax.g_01691	Syaq.g_00418
OG0000316	Prax.g_01671	Syaq.g_01716
OG0000317	Prax.g_01561	Syaq.g_01675
OG0000318	Prax.g_01558	Syaq.g_01672
OG0000319	Prax.g_01545	Syaq.g_01657
OG0000320	Prax.g_01543	Syaq.g_01655
OG0000321	Prax.g_01542	Syaq.g_01654
OG0000322	Prax.g_01541	Syaq.g_01653
OG0000323	Prax.g_01532	Syaq.g_01638
OG0000324	Prax.g_01505	Syaq.g_01605
OG0000325	Prax.g_01263	Syaq.g_00693
OG0000326	Prax.g_01269	Syaq.g_00686
OG0000327	Prax.g_01297	Syaq.g_00652
OG0000328	Prax.g_01298	Syaq.g_00651
OG0000329	Prax.g_01315	Syaq.g_00633
OG0000330	Prax.g_01316	Syaq.g_00632
OG0000331	Prax.g_01317	Syaq.g_00631
OG0000332	Prax.g_01331	Syaq.g_00616
OG0000333	Prax.g_01333	Syaq.g_00613
OG0000334	Prax.g_01341	Syaq.g_00603
OG0000335	Prax.g_01346	Syaq.g_00598
OG0000336	Prax.g_01350	Syaq.g_00594
OG0000337	Prax.g_01366	Syaq.g_00975
OG0000338	Prax.g_01367	Syaq.g_00981
OG0000339	Prax.g_01371	Syaq.g_00988
OG0000340	Prax.g_01379	Syaq.g_01005
OG0000341	Prax.g_01381	Syaq.g_01007
OG0000342	Prax.g_01382	Syaq.g_01008
OG0000343	Prax.g_01383	Syaq.g_01010
OG0000344	Prax.g_01386	Syaq.g_01014
OG0000345	Prax.g_01391	Syaq.g_01024
OG0000346	Prax.g_01395	Syaq.g_01029
OG0000347	Prax.g_01411	Syaq.g_01057
OG0000348	Prax.g_01421	Syaq.g_01070
OG0000349	Prax.g_01438	Syaq.g_01099
OG0000350	Prax.g_01456	Syaq.g_00679
OG0000351	Prax.g_01473	Syaq.g_01179
OG0000352	Prax.g_01474	Syaq.g_01178
OG0000353	Prax.g_01489	Syaq.g_01151
OG0000355	Prax.g_01491	Syaq.g_01149
OG0000356	Prax.g_01492	Syaq.g_01148
OG0000357	Prax.g_01493	Syaq.g_01147
OG0000358	Prax.g_01497	Syaq.g_01143
OG0000359	Prax.g_01498	Syaq.g_01141
OG0000360	Prax.g_01499	Syaq.g_01140
OG0000361	Prax.g_01975	Syaq.g_01139
OG0000362	Prax.g_01973	Syaq.g_01137
OG0000363	Prax.g_00299	Syaq.g_01135
OG0000364	Prax.g_00298	Syaq.g_01134
OG0000365	Prax.g_00293	Syaq.g_01125
OG0000366	Prax.g_00292	Syaq.g_01124
OG0000367	Prax.g_00291	Syaq.g_01123
OG0000368	Prax.g_00289	Syaq.g_01121
OG0000369	Prax.g_00288	Syaq.g_01120
OG0000370	Prax.g_00287	Syaq.g_01119
OG0000371	Prax.g_00281	Syaq.g_01111
OG0000372	Prax.g_00278	Syaq.g_01106
OG0000373	Prax.g_00277	Syaq.g_01105
OG0000374	Prax.g_00276	Syaq.g_01104
OG0000375	Prax.g_00273	Syaq.g_01103
OG0000376	Prax.g_00271	Syaq.g_01101
OG0000377	Prax.g_00261	Syaq.g_01270
OG0000378	Prax.g_00622	Syaq.g_01286
OG0000379	Prax.g_00625	Syaq.g_01291
OG0000380	Prax.g_00637	Syaq.g_01560
OG0000381	Prax.g_00641	Syaq.g_01558
OG0000382	Prax.g_00652	Syaq.g_01540
OG0000383	Prax.g_00654	Syaq.g_01535
OG0000384	Prax.g_00655	Syaq.g_01534
OG0000385	Prax.g_00656	Syaq.g_01533
OG0000386	Prax.g_00657	Syaq.g_01532
OG0000387	Prax.g_01119	Syaq.g_01495
OG0000388	Prax.g_01116	Syaq.g_01491
OG0000389	Prax.g_01113	Syaq.g_01488
OG0000390	Prax.g_01106	Syaq.g_01473
OG0000391	Prax.g_01102	Syaq.g_01468
OG0000392	Prax.g_01098	Syaq.g_01463
OG0000393	Prax.g_01096	Syaq.g_01460
OG0000394	Prax.g_01095	Syaq.g_01459
OG0000395	Prax.g_01094	Syaq.g_01458
OG0000396	Prax.g_01091	Syaq.g_01455
OG0000397	Prax.g_01089	Syaq.g_01453
OG0000398	Prax.g_01087	Syaq.g_01448
OG0000399	Prax.g_01086	Syaq.g_01447
OG0000400	Prax.g_01085	Syaq.g_01446
OG0000401	Prax.g_01084	Syaq.g_01445
OG0000402	Prax.g_01082	Syaq.g_01443
OG0000403	Prax.g_01081	Syaq.g_01442
OG0000404	Prax.g_01080	Syaq.g_01440
OG0000405	Prax.g_01076	Syaq.g_01429
OG0000406	Prax.g_01071	Syaq.g_01422
OG0000407	Prax.g_01070	Syaq.g_01421
OG0000408	Prax.g_01068	Syaq.g_01419
OG0000409	Prax.g_01066	Syaq.g_01417
OG0000410	Prax.g_01065	Syaq.g_01416
OG0000411	Prax.g_01064	Syaq.g_01415
OG0000412	Prax.g_01063	Syaq.g_01414
OG0000413	Prax.g_01062	Syaq.g_01412
OG0000414	Prax.g_01061	Syaq.g_01411
OG0000415	Prax.g_01060	Syaq.g_01410
OG0000416	Prax.g_01059	Syaq.g_01409
OG0000417	Prax.g_01058	Syaq.g_01408
OG0000418	Prax.g_01053	Syaq.g_01403
OG0000419	Prax.g_01051	Syaq.g_01401
OG0000420	Prax.g_01050	Syaq.g_01400
OG0000421	Prax.g_01045	Syaq.g_01395
OG0000422	Prax.g_01044	Syaq.g_01394
OG0000423	Prax.g_01043	Syaq.g_01393
OG0000424	Prax.g_01042	Syaq.g_01392
OG0000425	Prax.g_01041	Syaq.g_01391
OG0000426	Prax.g_01040	Syaq.g_01390
OG0000427	Prax.g_01039	Syaq.g_01389
OG0000428	Prax.g_01037	Syaq.g_01386
OG0000429	Prax.g_01036	Syaq.g_01384
OG0000430	Prax.g_01035	Syaq.g_01383
OG0000431	Prax.g_01033	Syaq.g_01380
OG0000432	Prax.g_01030	Syaq.g_01374
OG0000433	Prax.g_01029	Syaq.g_01369
OG0000434	Prax.g_01028	Syaq.g_01368
OG0000435	Prax.g_01027	Syaq.g_01367
OG0000436	Prax.g_01022	Syaq.g_01361
OG0000437	Prax.g_01021	Syaq.g_01360
OG0000438	Prax.g_01020	Syaq.g_01359
OG0000439	Prax.g_01018	Syaq.g_01357
OG0000440	Prax.g_01017	Syaq.g_01356
OG0000441	Prax.g_01014	Syaq.g_01352
OG0000442	Prax.g_01013	Syaq.g_01350
OG0000443	Prax.g_01012	Syaq.g_01347
OG0000444	Prax.g_01007	Syaq.g_01333
OG0000445	Prax.g_01006	Syaq.g_01332
OG0000446	Prax.g_01005	Syaq.g_01330
OG0000447	Prax.g_01004	Syaq.g_01328
OG0000448	Prax.g_01003	Syaq.g_01327
OG0000449	Prax.g_01002	Syaq.g_01320
OG0000450	Prax.g_01001	Syaq.g_01313
OG0000451	Prax.g_01000	Syaq.g_01312
OG0000452	Prax.g_00997	Syaq.g_01308
OG0000453	Prax.g_00996	Syaq.g_01307
OG0000454	Prax.g_00995	Syaq.g_01306
OG0000455	Prax.g_00994	Syaq.g_01305
OG0000456	Prax.g_00993	Syaq.g_01304
OG0000457	Prax.g_00992	Syaq.g_01302
OG0000458	Prax.g_00991	Syaq.g_01299
OG0000459	Prax.g_00990	Syaq.g_01298
OG0000460	Prax.g_00983	Syaq.g_01577
OG0000461	Prax.g_00933	Syaq.g_00707
OG0000462	Prax.g_00931	Syaq.g_00710
OG0000463	Prax.g_00930	Syaq.g_00711
OG0000464	Prax.g_00929	Syaq.g_00712
OG0000465	Prax.g_00928	Syaq.g_00714
OG0000466	Prax.g_00925	Syaq.g_00718
OG0000467	Prax.g_00924	Syaq.g_00720
OG0000468	Prax.g_00922	Syaq.g_00725
OG0000469	Prax.g_00913	Syaq.g_00739
OG0000470	Prax.g_00911	Syaq.g_00741
OG0000471	Prax.g_00910	Syaq.g_00742
OG0000472	Prax.g_00909	Syaq.g_00744
OG0000473	Prax.g_00907	Syaq.g_00746
OG0000474	Prax.g_00906	Syaq.g_00747
OG0000475	Prax.g_00905	Syaq.g_00748
OG0000476	Prax.g_00904	Syaq.g_00750
OG0000477	Prax.g_00900	Syaq.g_00756
OG0000478	Prax.g_00899	Syaq.g_00757
OG0000479	Prax.g_00898	Syaq.g_00759
OG0000480	Prax.g_00893	Syaq.g_00766
OG0000481	Prax.g_00891	Syaq.g_00768
OG0000482	Prax.g_00890	Syaq.g_00769
OG0000483	Prax.g_00887	Syaq.g_00773
OG0000484	Prax.g_00886	Syaq.g_00774
OG0000485	Prax.g_00885	Syaq.g_00775
OG0000486	Prax.g_00884	Syaq.g_00776
OG0000487	Prax.g_00880	Syaq.g_00782
OG0000488	Prax.g_00877	Syaq.g_00845
OG0000489	Prax.g_00872	Syaq.g_00857
OG0000490	Prax.g_00867	Syaq.g_00864
OG0000491	Prax.g_00866	Syaq.g_00865
OG0000492	Prax.g_00864	Syaq.g_00869
OG0000493	Prax.g_00863	Syaq.g_00870
OG0000494	Prax.g_00862	Syaq.g_00871
OG0000495	Prax.g_00861	Syaq.g_00872
OG0000496	Prax.g_00860	Syaq.g_00873
OG0000497	Prax.g_00859	Syaq.g_00874
OG0000498	Prax.g_00858	Syaq.g_00875
OG0000499	Prax.g_00857	Syaq.g_00876
OG0000500	Prax.g_00856	Syaq.g_00877
OG0000501	Prax.g_00854	Syaq.g_00880
OG0000502	Prax.g_00849	Syaq.g_00953
OG0000503	Prax.g_00839	Syaq.g_00559
OG0000504	Prax.g_00838	Syaq.g_00557
OG0000505	Prax.g_00837	Syaq.g_00556
OG0000506	Prax.g_00835	Syaq.g_00554
OG0000507	Prax.g_00832	Syaq.g_00548
OG0000508	Prax.g_00828	Syaq.g_00544
OG0000509	Prax.g_00826	Syaq.g_00542
OG0000510	Prax.g_00825	Syaq.g_00538
OG0000511	Prax.g_00824	Syaq.g_00537
OG0000512	Prax.g_00822	Syaq.g_00535
OG0000513	Prax.g_00815	Syaq.g_00525
OG0000514	Prax.g_00769	Syaq.g_00514
OG0000515	Prax.g_00768	Syaq.g_00513
OG0000516	Prax.g_00767	Syaq.g_00509
OG0000517	Prax.g_00765	Syaq.g_00502
OG0000518	Prax.g_00754	Syaq.g_00490
OG0000519	Prax.g_00753	Syaq.g_00489
OG0000520	Prax.g_00752	Syaq.g_00488
OG0000521	Prax.g_00747	Syaq.g_00477
OG0000522	Prax.g_00746	Syaq.g_00475
OG0000523	Prax.g_00745	Syaq.g_00474
OG0000524	Prax.g_00740	Syaq.g_00469
OG0000525	Prax.g_00737	Syaq.g_00450
OG0000526	Prax.g_00736	Syaq.g_00448
OG0000527	Prax.g_00729	Syaq.g_00444
OG0000528	Prax.g_00724	Syaq.g_01768
OG0000529	Prax.g_00721	Syaq.g_01773
OG0000530	Prax.g_00718	Syaq.g_01776
OG0000531	Prax.g_00717	Syaq.g_01777
OG0000532	Prax.g_00715	Syaq.g_01780
OG0000533	Prax.g_00714	Syaq.g_01782
OG0000534	Prax.g_00713	Syaq.g_01783
OG0000535	Prax.g_00712	Syaq.g_01784
OG0000536	Prax.g_00711	Syaq.g_01785
OG0000537	Prax.g_00709	Syaq.g_01786
OG0000538	Prax.g_00701	Syaq.g_01798
OG0000539	Prax.g_00700	Syaq.g_01799
OG0000540	Prax.g_00699	Syaq.g_01800
OG0000541	Prax.g_00698	Syaq.g_01801
OG0000542	Prax.g_00696	Syaq.g_01804
OG0000543	Prax.g_00694	Syaq.g_01806
OG0000544	Prax.g_00693	Syaq.g_01807, Syaq.g_02567
OG0000545	Prax.g_00691	Syaq.g_01809
OG0000546	Prax.g_00688	Syaq.g_01811
OG0000547	Prax.g_00686	Syaq.g_01813
OG0000548	Prax.g_00685	Syaq.g_01814
OG0000549	Prax.g_00683	Syaq.g_01819
OG0000550	Prax.g_00678	Syaq.g_01824
OG0000551	Prax.g_00674	Syaq.g_01829
OG0000552	Prax.g_00673	Syaq.g_01830
OG0000553	Prax.g_00672	Syaq.g_01834
OG0000554	Prax.g_00667	Syaq.g_01839
OG0000555	Prax.g_00003	Syaq.g_01857
OG0000556	Prax.g_00005	Syaq.g_01925
OG0000557	Prax.g_00006	Syaq.g_01927
OG0000558	Prax.g_00008	Syaq.g_01929
OG0000559	Prax.g_00012	Syaq.g_01933
OG0000560	Prax.g_00015	Syaq.g_01936
OG0000561	Prax.g_00016	Syaq.g_01937
OG0000562	Prax.g_00017	Syaq.g_01938
OG0000563	Prax.g_00018	Syaq.g_01939
OG0000564	Prax.g_00019	Syaq.g_01940
OG0000565	Prax.g_00022	Syaq.g_01943
OG0000566	Prax.g_00024	Syaq.g_01947
OG0000567	Prax.g_00028	Syaq.g_01951
OG0000568	Prax.g_00029	Syaq.g_01954
OG0000569	Prax.g_00030	Syaq.g_01955
OG0000570	Prax.g_00031	Syaq.g_01956
OG0000571	Prax.g_00033	Syaq.g_01960
OG0000572	Prax.g_00046	Syaq.g_01977
OG0000573	Prax.g_00051	Syaq.g_01985
OG0000574	Prax.g_00052	Syaq.g_01986
