Orthogroup	Prax	Syat
OG0000107	Prax.g_00790	Syat.g_02009, Syat.g_01862
OG0000108	Prax.g_00722	Syat.g_03170
OG0000109	Prax.g_00707	Syat.g_03187
OG0000110	Prax.g_00035	Syat.g_00049
OG0000111	Prax.g_00943	Syat.g_00816
OG0000112	Prax.g_00409	Syat.g_00593
OG0000113	Prax.g_00351	Syat.g_00509
OG0000114	Prax.g_00561	Syat.g_00426
OG0000115	Prax.g_00132	Syat.g_01328
OG0000116	Prax.g_00190	Syat.g_02641
OG0000117	Prax.g_01959	Syat.g_00224
OG0000118	Prax.g_01887	Syat.g_01168
OG0000119	Prax.g_01867	Syat.g_00309
OG0000120	Prax.g_01832	Syat.g_02132
OG0000121	Prax.g_01726	Syat.g_01223
OG0000123	Prax.g_01345	Syat.g_01653
OG0000124	Prax.g_01410	Syat.g_02231
OG0000125	Prax.g_01447	Syat.g_02684
OG0000126	Prax.g_01485	Syat.g_00976
OG0000128	Prax.g_01974	Syat.g_02331
OG0000129	Prax.g_00269	Syat.g_02693, Syat.g_02694
OG0000130	Prax.g_00640	Syat.g_01469
OG0000131	Prax.g_01073	Syat.g_02898
OG0000132	Prax.g_01054	Syat.g_02864
OG0000133	Prax.g_00853, Prax.g_00852, Prax.g_01783	Syat.g_00588
OG0000134	Prax.g_00816, Prax.g_01573	Syat.g_02956
OG0000135	Prax.g_00792	Syat.g_02501
OG0000136	Prax.g_00759	Syat.g_01292
OG0000137	Prax.g_00727	Syat.g_01371
OG0000138	Prax.g_00706	Syat.g_03188
OG0000139	Prax.g_00664	Syat.g_03276
OG0000140	Prax.g_00663	Syat.g_03280
OG0000141	Prax.g_00066	Syat.g_03398
OG0000142	Prax.g_00094	Syat.g_00117
OG0000143	Prax.g_00098	Syat.g_00130
OG0000144	Prax.g_00111	Syat.g_00369
OG0000145	Prax.g_00413	Syat.g_03202
OG0000146	Prax.g_00408	Syat.g_00594
OG0000147	Prax.g_00407	Syat.g_00595
OG0000148	Prax.g_00357	Syat.g_00503
OG0000149	Prax.g_00326	Syat.g_00747
OG0000150	Prax.g_00318	Syat.g_03399
OG0000151	Prax.g_00571	Syat.g_00801, Syat.g_00440
OG0000152	Prax.g_01129	Syat.g_00578
OG0000153	Prax.g_01148	Syat.g_00542
OG0000154	Prax.g_01178	Syat.g_00708
OG0000155	Prax.g_00220	Syat.g_00287
OG0000156	Prax.g_01910	Syat.g_03228
OG0000157	Prax.g_01909	Syat.g_02012, Syat.g_03227
OG0000158	Prax.g_01780	Syat.g_02163
OG0000160	Prax.g_01727	Syat.g_01224
OG0000161	Prax.g_01721	Syat.g_01180
OG0000162	Prax.g_01715	Syat.g_01281
OG0000163	Prax.g_01681	Syat.g_02979
OG0000164	Prax.g_01535	Syat.g_03040
OG0000165	Prax.g_01528	Syat.g_03033
OG0000166	Prax.g_01302	Syat.g_01822
OG0000167	Prax.g_01368	Syat.g_02148
OG0000168	Prax.g_01378	Syat.g_02164
OG0000169	Prax.g_01388	Syat.g_02192
OG0000170	Prax.g_01390	Syat.g_02201
OG0000171	Prax.g_01409	Syat.g_02230
OG0000172	Prax.g_01418	Syat.g_02260
OG0000173	Prax.g_01433	Syat.g_02284
OG0000174	Prax.g_01460	Syat.g_02504
OG0000175	Prax.g_01470	Syat.g_02416
OG0000176	Prax.g_01494	Syat.g_02372
OG0000177	Prax.g_01495	Syat.g_02338
OG0000178	Prax.g_01496	Syat.g_02337
OG0000179	Prax.g_00297	Syat.g_02322
OG0000180	Prax.g_00296	Syat.g_02321
OG0000181	Prax.g_00295	Syat.g_02320
OG0000182	Prax.g_00294	Syat.g_02319
OG0000183	Prax.g_00290	Syat.g_02315
OG0000184	Prax.g_00621	Syat.g_02704
OG0000185	Prax.g_00624	Syat.g_02719
OG0000186	Prax.g_00635	Syat.g_01463
OG0000187	Prax.g_00636	Syat.g_01467
OG0000188	Prax.g_00653	Syat.g_01489
OG0000189	Prax.g_01122	Syat.g_00386, Syat.g_01557
OG0000190	Prax.g_01121	Syat.g_00330
OG0000191	Prax.g_01101	Syat.g_03344, Syat.g_02939
OG0000192	Prax.g_01097	Syat.g_02933
OG0000193	Prax.g_01072	Syat.g_02897
OG0000194	Prax.g_01069	Syat.g_02894
OG0000195	Prax.g_01067	Syat.g_02892
OG0000196	Prax.g_01057	Syat.g_02867
OG0000197	Prax.g_01056	Syat.g_02866
OG0000198	Prax.g_01055	Syat.g_02865
OG0000199	Prax.g_01048	Syat.g_02857
OG0000200	Prax.g_01034	Syat.g_02840
OG0000201	Prax.g_01026	Syat.g_02821
OG0000202	Prax.g_01025	Syat.g_02820
OG0000203	Prax.g_01024	Syat.g_02819
OG0000204	Prax.g_01023	Syat.g_02818
OG0000205	Prax.g_01016	Syat.g_02809
OG0000206	Prax.g_01011	Syat.g_02785
OG0000207	Prax.g_01009	Syat.g_02778
OG0000208	Prax.g_01008	Syat.g_02777
OG0000209	Prax.g_00999	Syat.g_02735
OG0000210	Prax.g_00998	Syat.g_02734
OG0000211	Prax.g_00985	Syat.g_01452
OG0000212	Prax.g_00978	Syat.g_01442
OG0000213	Prax.g_00918	Syat.g_01889
OG0000214	Prax.g_00908	Syat.g_02042
OG0000215	Prax.g_00883	Syat.g_02075
OG0000216	Prax.g_00881	Syat.g_02079
OG0000217	Prax.g_00878	Syat.g_02085
OG0000218	Prax.g_00876	Syat.g_02087
OG0000219	Prax.g_00875	Syat.g_02088
OG0000220	Prax.g_00874	Syat.g_02089
OG0000221	Prax.g_00873	Syat.g_02095
OG0000222	Prax.g_00865	Syat.g_02109
OG0000223	Prax.g_00850	Syat.g_02570
OG0000224	Prax.g_00848	Syat.g_02139
OG0000225	Prax.g_00827	Syat.g_01595
OG0000226	Prax.g_00823	Syat.g_01588
OG0000228	Prax.g_00818	Syat.g_02952
OG0000229	Prax.g_00764	Syat.g_02970
OG0000230	Prax.g_00762	Syat.g_02972
OG0000231	Prax.g_00751	Syat.g_01283
OG0000232	Prax.g_00743	Syat.g_01313
OG0000233	Prax.g_00738	Syat.g_01407
OG0000234	Prax.g_00726	Syat.g_01369
OG0000235	Prax.g_00723	Syat.g_03169
OG0000236	Prax.g_00708	Syat.g_03186
OG0000237	Prax.g_00695	Syat.g_03214
OG0000238	Prax.g_00689	Syat.g_03219
OG0000239	Prax.g_00676	Syat.g_01105
OG0000240	Prax.g_00675	Syat.g_01104
OG0000241	Prax.g_00671	Syat.g_00111
OG0000242	Prax.g_00669	Syat.g_01077
OG0000243	Prax.g_00004	Syat.g_00092
OG0000244	Prax.g_00007	Syat.g_00082
OG0000245	Prax.g_00009	Syat.g_00080
OG0000246	Prax.g_00013	Syat.g_00076
OG0000247	Prax.g_00023	Syat.g_00065
OG0000248	Prax.g_00025	Syat.g_00062
OG0000249	Prax.g_00027	Syat.g_00060
OG0000250	Prax.g_00032	Syat.g_00053
OG0000251	Prax.g_00050	Syat.g_00027
OG0000252	Prax.g_00053	Syat.g_00022
OG0000253	Prax.g_00054	Syat.g_00021
OG0000254	Prax.g_00070	Syat.g_03407
OG0000255	Prax.g_00076	Syat.g_02405
OG0000256	Prax.g_00086	Syat.g_03306
OG0000257	Prax.g_00089	Syat.g_00109
OG0000258	Prax.g_00102	Syat.g_00382
OG0000259	Prax.g_00119	Syat.g_00342
OG0000260	Prax.g_00122	Syat.g_00392
OG0000261	Prax.g_00977	Syat.g_00400
OG0000262	Prax.g_00973	Syat.g_00407
OG0000263	Prax.g_00961	Syat.g_00200
OG0000266	Prax.g_00475	Syat.g_00671
OG0000267	Prax.g_00464	Syat.g_00636
OG0000268	Prax.g_00463	Syat.g_00634
OG0000269	Prax.g_00378	Syat.g_00474, Syat.g_00126
OG0000270	Prax.g_00375	Syat.g_00477
OG0000271	Prax.g_00367	Syat.g_00485
OG0000272	Prax.g_00366	Syat.g_00486
OG0000273	Prax.g_00343	Syat.g_00520
OG0000274	Prax.g_00342	Syat.g_00521
OG0000275	Prax.g_00339	Syat.g_00718
OG0000276	Prax.g_00334	Syat.g_00725
OG0000277	Prax.g_00333	Syat.g_00738
OG0000278	Prax.g_00330	Syat.g_00741
OG0000279	Prax.g_00323	Syat.g_00755
OG0000280	Prax.g_00322	Syat.g_01669
OG0000281	Prax.g_00317	Syat.g_00960
OG0000282	Prax.g_00563	Syat.g_00431
OG0000283	Prax.g_00597	Syat.g_00620
OG0000284	Prax.g_00602	Syat.g_00614
OG0000285	Prax.g_00607	Syat.g_00607
OG0000286	Prax.g_00619	Syat.g_00579
OG0000287	Prax.g_01145	Syat.g_00550
OG0000288	Prax.g_01177	Syat.g_00709
OG0000289	Prax.g_01188	Syat.g_00695
OG0000290	Prax.g_01201	Syat.g_00805
OG0000291	Prax.g_01203	Syat.g_00807
OG0000292	Prax.g_01759, Prax.g_01254	Syat.g_02388
OG0000293	Prax.g_00191	Syat.g_03241
OG0000294	Prax.g_00192	Syat.g_03248
OG0000295	Prax.g_00212	Syat.g_00297
OG0000296	Prax.g_00214	Syat.g_00295
OG0000297	Prax.g_00222	Syat.g_00226
OG0000298	Prax.g_00223	Syat.g_00225
OG0000299	Prax.g_00240	Syat.g_00910
OG0000300	Prax.g_00243	Syat.g_00904
OG0000301	Prax.g_00244	Syat.g_00903
OG0000302	Prax.g_00246	Syat.g_00901
OG0000303	Prax.g_00253	Syat.g_00892
OG0000304	Prax.g_00257	Syat.g_00885
OG0000305	Prax.g_01871	Syat.g_00809
OG0000306	Prax.g_01868	Syat.g_01704
OG0000307	Prax.g_01854	Syat.g_01304
OG0000308	Prax.g_01853	Syat.g_01306
OG0000309	Prax.g_01849	Syat.g_01417
OG0000310	Prax.g_01748	Syat.g_01246
OG0000311	Prax.g_01746	Syat.g_01242
OG0000312	Prax.g_01743	Syat.g_01237
OG0000313	Prax.g_01724	Syat.g_01183
OG0000314	Prax.g_01701	Syat.g_01341
OG0000315	Prax.g_01691	Syat.g_01351
OG0000316	Prax.g_01671	Syat.g_03082
OG0000317	Prax.g_01561	Syat.g_03120
OG0000318	Prax.g_01558	Syat.g_03125
OG0000319	Prax.g_01545	Syat.g_03055
OG0000320	Prax.g_01543	Syat.g_03053
OG0000321	Prax.g_01542	Syat.g_03052
OG0000322	Prax.g_01541	Syat.g_03051
OG0000323	Prax.g_01532	Syat.g_03038
OG0000324	Prax.g_01505	Syat.g_02998
OG0000325	Prax.g_01263	Syat.g_01861
OG0000326	Prax.g_01269	Syat.g_01854
OG0000327	Prax.g_01297	Syat.g_01827
OG0000328	Prax.g_01298	Syat.g_01826
OG0000329	Prax.g_01315	Syat.g_01808
OG0000330	Prax.g_01316	Syat.g_01807
OG0000331	Prax.g_01317	Syat.g_01806
OG0000332	Prax.g_01331	Syat.g_01790
OG0000333	Prax.g_01333	Syat.g_01787
OG0000334	Prax.g_01341	Syat.g_01657
OG0000335	Prax.g_01346	Syat.g_01652
OG0000336	Prax.g_01350	Syat.g_01648
OG0000337	Prax.g_01366	Syat.g_02144
OG0000338	Prax.g_01367	Syat.g_02146
OG0000339	Prax.g_01371	Syat.g_02155, Syat.g_01055
OG0000340	Prax.g_01379	Syat.g_02165
OG0000341	Prax.g_01381	Syat.g_02167
OG0000342	Prax.g_01382	Syat.g_02168
OG0000343	Prax.g_01383	Syat.g_02185
OG0000344	Prax.g_01386	Syat.g_02189
OG0000345	Prax.g_01391	Syat.g_02202
OG0000346	Prax.g_01395	Syat.g_02207
OG0000347	Prax.g_01411	Syat.g_02234
OG0000348	Prax.g_01421	Syat.g_02264
OG0000349	Prax.g_01438	Syat.g_02291
OG0000350	Prax.g_01456	Syat.g_01847
OG0000351	Prax.g_01473	Syat.g_02411
OG0000352	Prax.g_01474	Syat.g_02410
OG0000353	Prax.g_01489	Syat.g_00955, Syat.g_02377
OG0000355	Prax.g_01491	Syat.g_02375
OG0000356	Prax.g_01492	Syat.g_02374
OG0000357	Prax.g_01493	Syat.g_02373
OG0000358	Prax.g_01497	Syat.g_02336
OG0000359	Prax.g_01498	Syat.g_02334
OG0000360	Prax.g_01499	Syat.g_02333
OG0000361	Prax.g_01975	Syat.g_02332
OG0000362	Prax.g_01973	Syat.g_02330
OG0000363	Prax.g_00299	Syat.g_02328
OG0000364	Prax.g_00298	Syat.g_03122
OG0000365	Prax.g_00293	Syat.g_02318
OG0000366	Prax.g_00292	Syat.g_02317
OG0000367	Prax.g_00291	Syat.g_02316
OG0000368	Prax.g_00289	Syat.g_02314
OG0000369	Prax.g_00288	Syat.g_02313
OG0000370	Prax.g_00287	Syat.g_02312
OG0000371	Prax.g_00281	Syat.g_02304
OG0000372	Prax.g_00278	Syat.g_02298
OG0000373	Prax.g_00277	Syat.g_02297
OG0000374	Prax.g_00276	Syat.g_02296
OG0000375	Prax.g_00273	Syat.g_02295
OG0000376	Prax.g_00271	Syat.g_02293
OG0000377	Prax.g_00261	Syat.g_02695
OG0000378	Prax.g_00622	Syat.g_02715
OG0000379	Prax.g_00625	Syat.g_02720
OG0000380	Prax.g_00637	Syat.g_01468
OG0000381	Prax.g_00641	Syat.g_01470
OG0000382	Prax.g_00652	Syat.g_01488
OG0000383	Prax.g_00654	Syat.g_01521
OG0000384	Prax.g_00655	Syat.g_01522
OG0000385	Prax.g_00656	Syat.g_01523
OG0000386	Prax.g_00657	Syat.g_01524
OG0000387	Prax.g_01119	Syat.g_01561
OG0000388	Prax.g_01116	Syat.g_01565
OG0000389	Prax.g_01113	Syat.g_01569
OG0000390	Prax.g_01106	Syat.g_02945
OG0000391	Prax.g_01102	Syat.g_02940
OG0000392	Prax.g_01098	Syat.g_02934
OG0000393	Prax.g_01096	Syat.g_02931
OG0000394	Prax.g_01095	Syat.g_02930
OG0000395	Prax.g_01094	Syat.g_02929
OG0000396	Prax.g_01091	Syat.g_02927
OG0000397	Prax.g_01089	Syat.g_02925
OG0000398	Prax.g_01087	Syat.g_02920
OG0000399	Prax.g_01086	Syat.g_02919
OG0000400	Prax.g_01085	Syat.g_02918
OG0000401	Prax.g_01084	Syat.g_02917
OG0000402	Prax.g_01082	Syat.g_02915
OG0000403	Prax.g_01081	Syat.g_02914
OG0000404	Prax.g_01080	Syat.g_02913
OG0000405	Prax.g_01076	Syat.g_02900
OG0000406	Prax.g_01071	Syat.g_02896
OG0000407	Prax.g_01070	Syat.g_02895
OG0000408	Prax.g_01068	Syat.g_02893
OG0000409	Prax.g_01066	Syat.g_02891
OG0000410	Prax.g_01065	Syat.g_02890
OG0000411	Prax.g_01064	Syat.g_02889
OG0000412	Prax.g_01063	Syat.g_02888
OG0000413	Prax.g_01062	Syat.g_02886
OG0000414	Prax.g_01061	Syat.g_02885
OG0000415	Prax.g_01060	Syat.g_02884
OG0000416	Prax.g_01059	Syat.g_02883
OG0000417	Prax.g_01058	Syat.g_02868
OG0000418	Prax.g_01053	Syat.g_02863
OG0000419	Prax.g_01051	Syat.g_02861
OG0000420	Prax.g_01050	Syat.g_02859
OG0000421	Prax.g_01045	Syat.g_02855
OG0000422	Prax.g_01044	Syat.g_02854
OG0000423	Prax.g_01043	Syat.g_02853
OG0000424	Prax.g_01042	Syat.g_02852
OG0000425	Prax.g_01041	Syat.g_02851
OG0000426	Prax.g_01040	Syat.g_02850
OG0000427	Prax.g_01039	Syat.g_02849
OG0000428	Prax.g_01037	Syat.g_02846
OG0000429	Prax.g_01036	Syat.g_02843
OG0000430	Prax.g_01035	Syat.g_02841
OG0000431	Prax.g_01033	Syat.g_02838
OG0000432	Prax.g_01030	Syat.g_02832
OG0000433	Prax.g_01029	Syat.g_02829
OG0000434	Prax.g_01028	Syat.g_02828
OG0000435	Prax.g_01027	Syat.g_02824
OG0000436	Prax.g_01022	Syat.g_02817
OG0000437	Prax.g_01021	Syat.g_02558
OG0000438	Prax.g_01020	Syat.g_02813
OG0000439	Prax.g_01018	Syat.g_02811
OG0000440	Prax.g_01017	Syat.g_02810
OG0000441	Prax.g_01014	Syat.g_02807
OG0000442	Prax.g_01013	Syat.g_02797
OG0000443	Prax.g_01012	Syat.g_02787
OG0000444	Prax.g_01007	Syat.g_02756
OG0000445	Prax.g_01006	Syat.g_02755
OG0000446	Prax.g_01005	Syat.g_02753
OG0000447	Prax.g_01004	Syat.g_02749
OG0000448	Prax.g_01003	Syat.g_02748
OG0000449	Prax.g_01002	Syat.g_02747
OG0000450	Prax.g_01001	Syat.g_02738
OG0000451	Prax.g_01000	Syat.g_02737
OG0000452	Prax.g_00997	Syat.g_02732
OG0000453	Prax.g_00996	Syat.g_02731
OG0000454	Prax.g_00995	Syat.g_02730
OG0000455	Prax.g_00994	Syat.g_02729
OG0000456	Prax.g_00993	Syat.g_02728
OG0000457	Prax.g_00992	Syat.g_02726
OG0000458	Prax.g_00991	Syat.g_02725
OG0000459	Prax.g_00990	Syat.g_02724
OG0000460	Prax.g_00983	Syat.g_01450
OG0000461	Prax.g_00933	Syat.g_01866
OG0000462	Prax.g_00931	Syat.g_01868
OG0000463	Prax.g_00930	Syat.g_01869
OG0000464	Prax.g_00929	Syat.g_01870
OG0000465	Prax.g_00928	Syat.g_01872
OG0000466	Prax.g_00925	Syat.g_01877
OG0000467	Prax.g_00924	Syat.g_01878
OG0000468	Prax.g_00922	Syat.g_01884
OG0000469	Prax.g_00913	Syat.g_02000
OG0000470	Prax.g_00911	Syat.g_02038
OG0000471	Prax.g_00910	Syat.g_02039
OG0000472	Prax.g_00909	Syat.g_02041
OG0000473	Prax.g_00907	Syat.g_02043
OG0000474	Prax.g_00906	Syat.g_02044
OG0000475	Prax.g_00905	Syat.g_02045
OG0000476	Prax.g_00904	Syat.g_02047
OG0000477	Prax.g_00900	Syat.g_02053
OG0000478	Prax.g_00899	Syat.g_02054
OG0000479	Prax.g_00898	Syat.g_02056
OG0000480	Prax.g_00893	Syat.g_02063
OG0000481	Prax.g_00891	Syat.g_02066
OG0000482	Prax.g_00890	Syat.g_02067
OG0000483	Prax.g_00887	Syat.g_02071
OG0000484	Prax.g_00886	Syat.g_02072
OG0000485	Prax.g_00885	Syat.g_02073
OG0000486	Prax.g_00884	Syat.g_02074
OG0000487	Prax.g_00880	Syat.g_02080
OG0000488	Prax.g_00877	Syat.g_02086
OG0000489	Prax.g_00872	Syat.g_02097
OG0000490	Prax.g_00867	Syat.g_02106
OG0000491	Prax.g_00866	Syat.g_02107
OG0000492	Prax.g_00864	Syat.g_02110
OG0000493	Prax.g_00863	Syat.g_02111
OG0000494	Prax.g_00862	Syat.g_02112
OG0000495	Prax.g_00861	Syat.g_02120
OG0000496	Prax.g_00860	Syat.g_02121
OG0000497	Prax.g_00859	Syat.g_02122
OG0000498	Prax.g_00858	Syat.g_02123
OG0000499	Prax.g_00857	Syat.g_02124
OG0000500	Prax.g_00856	Syat.g_02125
OG0000501	Prax.g_00854	Syat.g_02128
OG0000502	Prax.g_00849	Syat.g_02135
OG0000503	Prax.g_00839	Syat.g_01614
OG0000504	Prax.g_00838	Syat.g_01612
OG0000505	Prax.g_00837	Syat.g_01611
OG0000506	Prax.g_00835	Syat.g_01609
OG0000507	Prax.g_00832	Syat.g_01603
OG0000508	Prax.g_00828	Syat.g_01596
OG0000509	Prax.g_00826	Syat.g_01591
OG0000510	Prax.g_00825	Syat.g_01590
OG0000511	Prax.g_00824	Syat.g_01589
OG0000512	Prax.g_00822	Syat.g_01587
OG0000513	Prax.g_00815	Syat.g_02957
OG0000514	Prax.g_00769	Syat.g_02962
OG0000515	Prax.g_00768	Syat.g_02963
OG0000516	Prax.g_00767	Syat.g_02965
OG0000517	Prax.g_00765	Syat.g_02969
OG0000518	Prax.g_00754	Syat.g_01286
OG0000519	Prax.g_00753	Syat.g_01285
OG0000520	Prax.g_00752	Syat.g_01284
OG0000521	Prax.g_00747	Syat.g_01319
OG0000522	Prax.g_00746	Syat.g_01317
OG0000523	Prax.g_00745	Syat.g_01316
OG0000524	Prax.g_00740	Syat.g_01409
OG0000525	Prax.g_00737	Syat.g_01382
OG0000526	Prax.g_00736	Syat.g_01380
OG0000527	Prax.g_00729	Syat.g_01373
OG0000528	Prax.g_00724	Syat.g_03167
OG0000529	Prax.g_00721	Syat.g_03171
OG0000530	Prax.g_00718	Syat.g_03174
OG0000531	Prax.g_00717	Syat.g_03175
OG0000532	Prax.g_00715	Syat.g_03178
OG0000533	Prax.g_00714	Syat.g_03180
OG0000534	Prax.g_00713	Syat.g_03181
OG0000535	Prax.g_00712	Syat.g_03182
OG0000536	Prax.g_00711	Syat.g_03183
OG0000537	Prax.g_00709	Syat.g_03185
OG0000538	Prax.g_00701	Syat.g_03204
OG0000539	Prax.g_00700	Syat.g_03206
OG0000540	Prax.g_00699	Syat.g_03207
OG0000541	Prax.g_00698	Syat.g_03208
OG0000542	Prax.g_00696	Syat.g_03213
OG0000543	Prax.g_00694	Syat.g_03215
OG0000544	Prax.g_00693	Syat.g_03216
OG0000545	Prax.g_00691	Syat.g_03218
OG0000546	Prax.g_00688	Syat.g_03220
OG0000547	Prax.g_00686	Syat.g_03222
OG0000548	Prax.g_00685	Syat.g_03223
OG0000549	Prax.g_00683	Syat.g_01795
OG0000550	Prax.g_00678	Syat.g_01107
OG0000551	Prax.g_00674	Syat.g_01103
OG0000552	Prax.g_00673	Syat.g_01102
OG0000553	Prax.g_00672	Syat.g_01098
OG0000554	Prax.g_00667	Syat.g_03271
OG0000555	Prax.g_00003	Syat.g_00093
OG0000556	Prax.g_00005	Syat.g_00088
OG0000557	Prax.g_00006	Syat.g_00083
OG0000558	Prax.g_00008	Syat.g_00081
OG0000559	Prax.g_00012	Syat.g_00077
OG0000560	Prax.g_00015	Syat.g_00074
OG0000561	Prax.g_00016	Syat.g_00073
OG0000562	Prax.g_00017	Syat.g_00072
OG0000563	Prax.g_00018	Syat.g_00071
OG0000564	Prax.g_00019	Syat.g_00070
OG0000565	Prax.g_00022	Syat.g_00067
OG0000566	Prax.g_00024	Syat.g_00063
OG0000567	Prax.g_00028	Syat.g_00059
OG0000568	Prax.g_00029	Syat.g_00057
OG0000569	Prax.g_00030	Syat.g_00056
OG0000570	Prax.g_00031	Syat.g_00055
OG0000571	Prax.g_00033	Syat.g_00052
OG0000572	Prax.g_00046	Syat.g_00033
OG0000573	Prax.g_00051	Syat.g_00024
OG0000574	Prax.g_00052	Syat.g_00023
OG0000575	Prax.g_00056	Syat.g_00018
OG0000576	Prax.g_00058	Syat.g_00014
OG0000577	Prax.g_00059	Syat.g_00013
OG0000578	Prax.g_00060	Syat.g_00012
OG0000579	Prax.g_00061	Syat.g_00011
OG0000580	Prax.g_00062	Syat.g_00010
OG0000581	Prax.g_00064	Syat.g_00003
OG0000582	Prax.g_00067	Syat.g_03403
OG0000583	Prax.g_00068	Syat.g_03404
OG0000584	Prax.g_00069	Syat.g_03405
OG0000585	Prax.g_00071	Syat.g_03408
OG0000586	Prax.g_00072	Syat.g_03409
OG0000587	Prax.g_00073	Syat.g_00001
OG0000588	Prax.g_00077	Syat.g_00338
OG0000589	Prax.g_00080	Syat.g_03318
OG0000590	Prax.g_00081	Syat.g_03317
OG0000591	Prax.g_00084	Syat.g_03308
OG0000592	Prax.g_00085	Syat.g_03307
