Orthogroup	Prax	Praq
OG0000026	Prax.g_01220	Praq.g_01633
OG0000028	Prax.g_00855	Praq.g_01682
OG0000029	Prax.g_00425	Praq.g_00627
OG0000029	Prax.g_00798	Praq.g_01168
OG0000030	Prax.g_01404	Praq.g_00772
OG0000031	Prax.g_01831	Praq.g_00209
OG0000032	Prax.g_01838	Praq.g_00202
OG0000033	Prax.g_01049	Praq.g_01833
OG0000034	Prax.g_01889	Praq.g_00143
OG0000035	Prax.g_01728, Prax.g_01733	Praq.g_00294
OG0000037	Prax.g_01110	Praq.g_01894
OG0000038	Prax.g_01445	Praq.g_00716
OG0000039	Prax.g_00956	Praq.g_00815
OG0000040	Prax.g_01591	Praq.g_01955
OG0000040	Prax.g_00180	Praq.g_01313
OG0000041	Prax.g_01512	Praq.g_00451
OG0000042	Prax.g_01401	Praq.g_00770
OG0000043	Prax.g_00301, Prax.g_00501, Prax.g_00530	Praq.g_01469
OG0000045	Prax.g_00802	Praq.g_01172
OG0000047	Prax.g_00843	Praq.g_01672
OG0000048	Prax.g_00799	Praq.g_01169
OG0000049	Prax.g_00791	Praq.g_01159
OG0000049	Prax.g_01958	Praq.g_00085
OG0000049	Prax.g_01960	Praq.g_00046
OG0000050	Prax.g_01240	Praq.g_01654
OG0000053	Prax.g_01708	Praq.g_00314
OG0000054	Prax.g_00065	Praq.g_00996
OG0000055	Prax.g_00392	Praq.g_00650
OG0000057	Prax.g_00944	Praq.g_00827
OG0000058	Prax.g_01823	Praq.g_00218
OG0000059	Prax.g_01286	Praq.g_00927
OG0000061	Prax.g_00200	Praq.g_01333
OG0000062	Prax.g_01650	Praq.g_00372
OG0000063	Prax.g_00280	Praq.g_01237
OG0000065	Prax.g_01112	Praq.g_01896
OG0000066	Prax.g_00662	Praq.g_01063
OG0000068	Prax.g_01863	Praq.g_00175
OG0000069	Prax.g_01616	Praq.g_00056, Praq.g_00018
OG0000070	Prax.g_00750	Praq.g_01107
OG0000071	Prax.g_01899	Praq.g_00133
OG0000072	Prax.g_01047	Praq.g_01831
OG0000073	Prax.g_00702	Praq.g_01103
OG0000074	Prax.g_00960	Praq.g_00811
OG0000075	Prax.g_01370	Praq.g_00739
OG0000076	Prax.g_01394	Praq.g_00763
OG0000077	Prax.g_00649	Praq.g_01925
OG0000078	Prax.g_00979	Praq.g_01763
OG0000081	Prax.g_00670	Praq.g_01071
OG0000082	Prax.g_00045	Praq.g_01018
OG0000083	Prax.g_00437	Praq.g_00614
OG0000083	Prax.g_00444	Praq.g_00607
OG0000084	Prax.g_01737	Praq.g_00290
OG0000086	Prax.g_00659	Praq.g_01915
OG0000087	Prax.g_01079	Praq.g_01864
OG0000088	Prax.g_01052	Praq.g_01836
OG0000089	Prax.g_00817	Praq.g_01188
OG0000090	Prax.g_00668	Praq.g_01069
OG0000091	Prax.g_00101	Praq.g_00960
OG0000092	Prax.g_00566	Praq.g_01495
OG0000093	Prax.g_00588	Praq.g_01516
OG0000094	Prax.g_01185	Praq.g_01600
OG0000095	Prax.g_01204	Praq.g_01619
OG0000096	Prax.g_00500	Praq.g_00081
OG0000096	Prax.g_00141	Praq.g_01283
OG0000096	Prax.g_01936	Praq.g_00097
OG0000097	Prax.g_00241	Praq.g_01374
OG0000098	Prax.g_01881	Praq.g_00157
OG0000099	Prax.g_01825	Praq.g_00216
OG0000100	Prax.g_01654	Praq.g_00368
OG0000101	Prax.g_01338	Praq.g_00879
OG0000102	Prax.g_01399	Praq.g_00768
OG0000103	Prax.g_01478	Praq.g_00414
OG0000104	Prax.g_01486	Praq.g_00422
OG0000105	Prax.g_00901	Praq.g_01729
OG0000106	Prax.g_00803	Praq.g_01173
OG0000107	Prax.g_00790	Praq.g_01158
OG0000108	Prax.g_00722	Praq.g_00531
OG0000109	Prax.g_00707	Praq.g_00545
OG0000110	Prax.g_00035	Praq.g_01028
OG0000111	Prax.g_00943	Praq.g_00828
OG0000112	Prax.g_00409	Praq.g_00638
OG0000113	Prax.g_00351	Praq.g_01420
OG0000114	Prax.g_00561	Praq.g_01490
OG0000115	Prax.g_00132	Praq.g_01278
OG0000116	Prax.g_00190	Praq.g_01323
OG0000117	Prax.g_01959	Praq.g_00084
OG0000118	Prax.g_01887	Praq.g_00145
OG0000119	Prax.g_01867	Praq.g_00171
OG0000120	Prax.g_01832	Praq.g_00208
OG0000121	Prax.g_01726	Praq.g_00296
OG0000122	Prax.g_01688	Praq.g_00334
OG0000123	Prax.g_01345	Praq.g_00873
OG0000124	Prax.g_01410	Praq.g_00682
OG0000125	Prax.g_01447	Praq.g_00718
OG0000126	Prax.g_01485	Praq.g_00421
OG0000128	Prax.g_01974	Praq.g_00437
OG0000129	Prax.g_00269	Praq.g_01259
OG0000130	Prax.g_00640	Praq.g_01934
OG0000131	Prax.g_01073	Praq.g_01857
OG0000132	Prax.g_01054	Praq.g_01838
OG0000133	Prax.g_00853	Praq.g_01680
OG0000134	Prax.g_00816	Praq.g_01187
OG0000135	Prax.g_00792	Praq.g_01160
OG0000136	Prax.g_00759	Praq.g_01116
OG0000137	Prax.g_00727	Praq.g_00526
OG0000138	Prax.g_00706	Praq.g_00546
OG0000139	Prax.g_00664	Praq.g_01065
OG0000140	Prax.g_00663	Praq.g_01064
OG0000141	Prax.g_00066	Praq.g_00995
OG0000142	Prax.g_00094	Praq.g_00967
OG0000143	Prax.g_00098	Praq.g_00963
OG0000144	Prax.g_00111	Praq.g_00781
OG0000145	Prax.g_00413	Praq.g_00637
OG0000146	Prax.g_00408	Praq.g_00639
OG0000147	Prax.g_00407	Praq.g_00640
OG0000148	Prax.g_00357	Praq.g_01414
OG0000149	Prax.g_00326	Praq.g_01444
OG0000150	Prax.g_00318	Praq.g_01452
OG0000151	Prax.g_00571	Praq.g_01500
OG0000152	Prax.g_01129	Praq.g_01548
OG0000153	Prax.g_01148	Praq.g_01567
OG0000154	Prax.g_01178	Praq.g_01593
OG0000155	Prax.g_00220	Praq.g_01353
OG0000156	Prax.g_01910	Praq.g_00122
OG0000157	Prax.g_01909	Praq.g_00123
OG0000158	Prax.g_01780	Praq.g_00258
OG0000159	Prax.g_01824	Praq.g_00217
OG0000160	Prax.g_01727	Praq.g_00295
OG0000161	Prax.g_01721	Praq.g_00301
OG0000162	Prax.g_01715	Praq.g_00307
OG0000163	Prax.g_01681	Praq.g_00341
OG0000164	Prax.g_01535	Praq.g_00473
OG0000165	Prax.g_01528	Praq.g_00466
OG0000166	Prax.g_01302	Praq.g_00915
OG0000167	Prax.g_01368	Praq.g_00737
OG0000168	Prax.g_01378	Praq.g_00747
OG0000169	Prax.g_01388	Praq.g_00757
OG0000170	Prax.g_01390	Praq.g_00759
OG0000171	Prax.g_01409	Praq.g_00681
OG0000172	Prax.g_01418	Praq.g_00689
OG0000173	Prax.g_01433	Praq.g_00704
OG0000174	Prax.g_01460	Praq.g_00396
OG0000175	Prax.g_01470	Praq.g_00406
OG0000176	Prax.g_01494	Praq.g_00430
OG0000177	Prax.g_01495	Praq.g_00431
OG0000178	Prax.g_01496	Praq.g_00432
OG0000179	Prax.g_00297	Praq.g_01219
OG0000180	Prax.g_00296	Praq.g_01220
OG0000181	Prax.g_00295	Praq.g_01221
OG0000182	Prax.g_00294	Praq.g_01222
OG0000183	Prax.g_00290	Praq.g_01226
OG0000184	Prax.g_00621	Praq.g_01262
OG0000185	Prax.g_00624	Praq.g_01265
OG0000186	Prax.g_00635	Praq.g_01939
OG0000187	Prax.g_00636	Praq.g_01938
OG0000188	Prax.g_00653	Praq.g_01921
OG0000189	Prax.g_01122	Praq.g_01907
OG0000190	Prax.g_01121	Praq.g_01906
OG0000191	Prax.g_01101	Praq.g_01886
OG0000192	Prax.g_01097	Praq.g_01882
OG0000193	Prax.g_01072	Praq.g_01856
OG0000194	Prax.g_01069	Praq.g_01853
OG0000195	Prax.g_01067	Praq.g_01851
OG0000196	Prax.g_01057	Praq.g_01841
OG0000197	Prax.g_01056	Praq.g_01840
OG0000198	Prax.g_01055	Praq.g_01839
OG0000199	Prax.g_01048	Praq.g_01832
OG0000200	Prax.g_01034	Praq.g_01818
OG0000201	Prax.g_01026	Praq.g_01810
OG0000202	Prax.g_01025	Praq.g_01809
OG0000203	Prax.g_01024	Praq.g_01808
OG0000204	Prax.g_01023	Praq.g_01807
OG0000205	Prax.g_01016	Praq.g_01800
OG0000206	Prax.g_01011	Praq.g_01795
OG0000207	Prax.g_01009	Praq.g_01793
OG0000208	Prax.g_01008	Praq.g_01792
OG0000209	Prax.g_00999	Praq.g_01783
OG0000210	Prax.g_00998	Praq.g_01782
OG0000211	Prax.g_00985	Praq.g_01769
OG0000212	Prax.g_00978	Praq.g_01762
OG0000213	Prax.g_00918	Praq.g_01746
OG0000214	Prax.g_00908	Praq.g_01736
OG0000215	Prax.g_00883	Praq.g_01710
OG0000216	Prax.g_00881	Praq.g_01708
OG0000217	Prax.g_00878	Praq.g_01705
OG0000218	Prax.g_00876	Praq.g_01703
OG0000219	Prax.g_00875	Praq.g_01702
OG0000220	Prax.g_00874	Praq.g_01701
OG0000221	Prax.g_00873	Praq.g_01700
OG0000222	Prax.g_00865	Praq.g_01692
OG0000223	Prax.g_00850	Praq.g_01679
OG0000224	Prax.g_00848	Praq.g_01677
OG0000225	Prax.g_00827	Praq.g_01199
OG0000226	Prax.g_00823	Praq.g_01195
OG0000227	Prax.g_00821	Praq.g_01193
OG0000228	Prax.g_00818	Praq.g_01189
OG0000229	Prax.g_00764	Praq.g_01121
OG0000230	Prax.g_00762	Praq.g_01119
OG0000231	Prax.g_00751	Praq.g_01108
OG0000232	Prax.g_00743	Praq.g_00507
OG0000233	Prax.g_00738	Praq.g_00513
OG0000234	Prax.g_00726	Praq.g_00527
OG0000235	Prax.g_00723	Praq.g_00530
OG0000236	Prax.g_00708	Praq.g_00544
OG0000237	Prax.g_00695	Praq.g_01096
OG0000238	Prax.g_00689	Praq.g_01090
OG0000239	Prax.g_00676	Praq.g_01077
OG0000240	Prax.g_00675	Praq.g_01076
OG0000241	Prax.g_00671	Praq.g_01072
OG0000242	Prax.g_00669	Praq.g_01070
OG0000243	Prax.g_00004	Praq.g_01059
OG0000244	Prax.g_00007	Praq.g_01056
OG0000245	Prax.g_00009	Praq.g_01054
OG0000246	Prax.g_00013	Praq.g_01050
OG0000247	Prax.g_00023	Praq.g_01040
OG0000248	Prax.g_00025	Praq.g_01038
OG0000249	Prax.g_00027	Praq.g_01036
OG0000250	Prax.g_00032	Praq.g_01031
OG0000251	Prax.g_00050	Praq.g_01012
OG0000252	Prax.g_00053	Praq.g_01008
OG0000253	Prax.g_00054	Praq.g_01007
OG0000254	Prax.g_00070	Praq.g_00991
OG0000255	Prax.g_00076	Praq.g_00985
OG0000256	Prax.g_00086	Praq.g_00975
OG0000257	Prax.g_00089	Praq.g_00972
OG0000258	Prax.g_00102	Praq.g_00959
OG0000259	Prax.g_00119	Praq.g_00789
OG0000260	Prax.g_00122	Praq.g_00792
OG0000261	Prax.g_00977	Praq.g_00794
OG0000262	Prax.g_00973	Praq.g_00798
OG0000263	Prax.g_00961	Praq.g_00810
OG0000264	Prax.g_00951	Praq.g_00820
OG0000265	Prax.g_00485	Praq.g_00583
OG0000266	Prax.g_00475	Praq.g_00593
OG0000267	Prax.g_00464	Praq.g_00604
OG0000268	Prax.g_00463	Praq.g_00605
OG0000269	Prax.g_00378	Praq.g_00665
OG0000270	Prax.g_00375	Praq.g_00668
OG0000271	Prax.g_00367	Praq.g_00676
OG0000272	Prax.g_00366	Praq.g_00677
OG0000273	Prax.g_00343	Praq.g_01428
OG0000274	Prax.g_00342	Praq.g_01429
OG0000275	Prax.g_00339	Praq.g_01431
OG0000276	Prax.g_00334	Praq.g_01436
OG0000277	Prax.g_00333	Praq.g_01437
OG0000278	Prax.g_00330	Praq.g_01440
OG0000279	Prax.g_00323	Praq.g_01447
OG0000280	Prax.g_00322	Praq.g_01448
OG0000281	Prax.g_00317	Praq.g_01454
OG0000282	Prax.g_00563	Praq.g_01492
OG0000283	Prax.g_00597	Praq.g_01525
OG0000284	Prax.g_00602	Praq.g_01530
OG0000285	Prax.g_00607	Praq.g_01535
OG0000286	Prax.g_00619	Praq.g_01547
OG0000287	Prax.g_01145	Praq.g_01564
OG0000288	Prax.g_01177	Praq.g_01592
OG0000289	Prax.g_01188	Praq.g_01603
OG0000290	Prax.g_01201	Praq.g_01616
OG0000291	Prax.g_01203	Praq.g_01618
OG0000292	Prax.g_01254	Praq.g_01667
OG0000293	Prax.g_00191	Praq.g_01324
OG0000294	Prax.g_00192	Praq.g_01325
OG0000295	Prax.g_00212	Praq.g_01345
OG0000296	Prax.g_00214	Praq.g_01347
OG0000297	Prax.g_00222	Praq.g_01355
OG0000298	Prax.g_00223	Praq.g_01356
OG0000299	Prax.g_00240	Praq.g_01373
OG0000300	Prax.g_00243	Praq.g_01376
OG0000301	Prax.g_00244	Praq.g_01377
OG0000302	Prax.g_00246	Praq.g_01379
OG0000303	Prax.g_00253	Praq.g_01386
OG0000304	Prax.g_00257	Praq.g_01390
OG0000305	Prax.g_01871	Praq.g_00167
OG0000306	Prax.g_01868	Praq.g_00170
OG0000307	Prax.g_01854	Praq.g_00186
OG0000308	Prax.g_01853	Praq.g_00187
OG0000309	Prax.g_01849	Praq.g_00191
OG0000310	Prax.g_01748	Praq.g_00279
OG0000311	Prax.g_01746	Praq.g_00281
OG0000312	Prax.g_01743	Praq.g_00284
OG0000313	Prax.g_01724	Praq.g_00298
OG0000314	Prax.g_01701	Praq.g_00321
OG0000315	Prax.g_01691	Praq.g_00331
OG0000316	Prax.g_01671	Praq.g_00351
OG0000317	Prax.g_01561	Praq.g_01954, Praq.g_00499
OG0000318	Prax.g_01558	Praq.g_00496
OG0000319	Prax.g_01545	Praq.g_00483
OG0000320	Prax.g_01543	Praq.g_00481
OG0000321	Prax.g_01542	Praq.g_00480
OG0000322	Prax.g_01541	Praq.g_00479
OG0000323	Prax.g_01532	Praq.g_00470
OG0000324	Prax.g_01505	Praq.g_00444
OG0000325	Prax.g_01263	Praq.g_00950
OG0000326	Prax.g_01269	Praq.g_00944
OG0000327	Prax.g_01297	Praq.g_00920
OG0000328	Prax.g_01298	Praq.g_00919
OG0000329	Prax.g_01315	Praq.g_00902
OG0000330	Prax.g_01316	Praq.g_00901
OG0000331	Prax.g_01317	Praq.g_00900
OG0000332	Prax.g_01331	Praq.g_00886
OG0000333	Prax.g_01333	Praq.g_00884
OG0000334	Prax.g_01341	Praq.g_00876
OG0000335	Prax.g_01346	Praq.g_00872
OG0000336	Prax.g_01350	Praq.g_00868
OG0000337	Prax.g_01366	Praq.g_00735
OG0000338	Prax.g_01367	Praq.g_00736
OG0000339	Prax.g_01371	Praq.g_00740
OG0000340	Prax.g_01379	Praq.g_00748
OG0000341	Prax.g_01381	Praq.g_00750
OG0000342	Prax.g_01382	Praq.g_00751
OG0000343	Prax.g_01383	Praq.g_00752
OG0000344	Prax.g_01386	Praq.g_00755
OG0000345	Prax.g_01391	Praq.g_00760
OG0000346	Prax.g_01395	Praq.g_00764
OG0000347	Prax.g_01411	Praq.g_00683
OG0000348	Prax.g_01421	Praq.g_00692
OG0000349	Prax.g_01438	Praq.g_00709
OG0000350	Prax.g_01456	Praq.g_00392
OG0000351	Prax.g_01473	Praq.g_00409
OG0000352	Prax.g_01474	Praq.g_00410
OG0000353	Prax.g_01489	Praq.g_00425
OG0000355	Prax.g_01491	Praq.g_00427
OG0000356	Prax.g_01492	Praq.g_00428
OG0000357	Prax.g_01493	Praq.g_00429
OG0000358	Prax.g_01497	Praq.g_00433
OG0000359	Prax.g_01498	Praq.g_00434
OG0000360	Prax.g_01499	Praq.g_00435
OG0000361	Prax.g_01975	Praq.g_00436
OG0000362	Prax.g_01973	Praq.g_00438
OG0000363	Prax.g_00299	Praq.g_01217
OG0000364	Prax.g_00298	Praq.g_01218
OG0000365	Prax.g_00293	Praq.g_01223
OG0000366	Prax.g_00292	Praq.g_01224
OG0000367	Prax.g_00291	Praq.g_01225
OG0000368	Prax.g_00289	Praq.g_01227
OG0000369	Prax.g_00288	Praq.g_01228
OG0000370	Prax.g_00287	Praq.g_01229
OG0000371	Prax.g_00281	Praq.g_01235
OG0000372	Prax.g_00278	Praq.g_01239
OG0000373	Prax.g_00277	Praq.g_01240
OG0000374	Prax.g_00276	Praq.g_01241
OG0000375	Prax.g_00273	Praq.g_01255
OG0000376	Prax.g_00271	Praq.g_01257
OG0000377	Prax.g_00261	Praq.g_01261
OG0000378	Prax.g_00622	Praq.g_01263
OG0000379	Prax.g_00625	Praq.g_01266
OG0000380	Prax.g_00637	Praq.g_01937
OG0000381	Prax.g_00641	Praq.g_01933
OG0000382	Prax.g_00652	Praq.g_01922
OG0000383	Prax.g_00654	Praq.g_01920
OG0000384	Prax.g_00655	Praq.g_01919
OG0000385	Prax.g_00656	Praq.g_01918
OG0000386	Prax.g_00657	Praq.g_01917
OG0000387	Prax.g_01119	Praq.g_01904
OG0000388	Prax.g_01116	Praq.g_01901
OG0000389	Prax.g_01113	Praq.g_01897
OG0000390	Prax.g_01106	Praq.g_01890
OG0000391	Prax.g_01102	Praq.g_01887
OG0000392	Prax.g_01098	Praq.g_01883
OG0000393	Prax.g_01096	Praq.g_01881
OG0000394	Prax.g_01095	Praq.g_01880
OG0000395	Prax.g_01094	Praq.g_01879
OG0000396	Prax.g_01091	Praq.g_01876
OG0000397	Prax.g_01089	Praq.g_01874
OG0000398	Prax.g_01087	Praq.g_01872
OG0000399	Prax.g_01086	Praq.g_01871
OG0000400	Prax.g_01085	Praq.g_01870
OG0000401	Prax.g_01084	Praq.g_01869
OG0000402	Prax.g_01082	Praq.g_01867
OG0000403	Prax.g_01081	Praq.g_01866
OG0000404	Prax.g_01080	Praq.g_01865
OG0000405	Prax.g_01076	Praq.g_01861
OG0000406	Prax.g_01071	Praq.g_01855
OG0000407	Prax.g_01070	Praq.g_01854
OG0000408	Prax.g_01068	Praq.g_01852
OG0000409	Prax.g_01066	Praq.g_01850
OG0000410	Prax.g_01065	Praq.g_01849
OG0000411	Prax.g_01064	Praq.g_01848
OG0000412	Prax.g_01063	Praq.g_01847
OG0000413	Prax.g_01062	Praq.g_01846
OG0000414	Prax.g_01061	Praq.g_01845
OG0000415	Prax.g_01060	Praq.g_01844
OG0000416	Prax.g_01059	Praq.g_01843
OG0000417	Prax.g_01058	Praq.g_01842
OG0000418	Prax.g_01053	Praq.g_01837
OG0000419	Prax.g_01051	Praq.g_01835
OG0000420	Prax.g_01050	Praq.g_01834
OG0000421	Prax.g_01045	Praq.g_01829
OG0000422	Prax.g_01044	Praq.g_01828
OG0000423	Prax.g_01043	Praq.g_01827
OG0000424	Prax.g_01042	Praq.g_01826
OG0000425	Prax.g_01041	Praq.g_01825
OG0000426	Prax.g_01040	Praq.g_01824
OG0000427	Prax.g_01039	Praq.g_01823
OG0000428	Prax.g_01037	Praq.g_01821
OG0000429	Prax.g_01036	Praq.g_01820
OG0000430	Prax.g_01035	Praq.g_01819
OG0000431	Prax.g_01033	Praq.g_01817
OG0000432	Prax.g_01030	Praq.g_01814
OG0000433	Prax.g_01029	Praq.g_01813
OG0000434	Prax.g_01028	Praq.g_01812
OG0000435	Prax.g_01027	Praq.g_01811
OG0000436	Prax.g_01022	Praq.g_01806
OG0000437	Prax.g_01021	Praq.g_01805
OG0000438	Prax.g_01020	Praq.g_01804
OG0000439	Prax.g_01018	Praq.g_01802
OG0000440	Prax.g_01017	Praq.g_01801
OG0000441	Prax.g_01014	Praq.g_01798
OG0000442	Prax.g_01013	Praq.g_01797
OG0000443	Prax.g_01012	Praq.g_01796
OG0000444	Prax.g_01007	Praq.g_01791
OG0000445	Prax.g_01006	Praq.g_01790
OG0000446	Prax.g_01005	Praq.g_01789
OG0000447	Prax.g_01004	Praq.g_01788
OG0000448	Prax.g_01003	Praq.g_01787
OG0000449	Prax.g_01002	Praq.g_01786
OG0000450	Prax.g_01001	Praq.g_01785
OG0000451	Prax.g_01000	Praq.g_01784
OG0000452	Prax.g_00997	Praq.g_01781
OG0000453	Prax.g_00996	Praq.g_01780
OG0000454	Prax.g_00995	Praq.g_01779
OG0000455	Prax.g_00994	Praq.g_01778
OG0000456	Prax.g_00993	Praq.g_01777
OG0000457	Prax.g_00992	Praq.g_01776
OG0000458	Prax.g_00991	Praq.g_01775
OG0000459	Prax.g_00990	Praq.g_01774
OG0000460	Prax.g_00983	Praq.g_01767
OG0000461	Prax.g_00933	Praq.g_01760
OG0000462	Prax.g_00931	Praq.g_01758
OG0000463	Prax.g_00930	Praq.g_01757
OG0000464	Prax.g_00929	Praq.g_01756
OG0000465	Prax.g_00928	Praq.g_01755
OG0000466	Prax.g_00925	Praq.g_01752
OG0000467	Prax.g_00924	Praq.g_01751
OG0000468	Prax.g_00922	Praq.g_01750
OG0000469	Prax.g_00913	Praq.g_01741
OG0000470	Prax.g_00911	Praq.g_01739
OG0000471	Prax.g_00910	Praq.g_01738
OG0000472	Prax.g_00909	Praq.g_01737
OG0000473	Prax.g_00907	Praq.g_01735
OG0000474	Prax.g_00906	Praq.g_01734
OG0000475	Prax.g_00905	Praq.g_01733
OG0000476	Prax.g_00904	Praq.g_01732
OG0000477	Prax.g_00900	Praq.g_01728
OG0000478	Prax.g_00899	Praq.g_01727
OG0000479	Prax.g_00898	Praq.g_01726
OG0000480	Prax.g_00893	Praq.g_01721
OG0000481	Prax.g_00891	Praq.g_01718
OG0000482	Prax.g_00890	Praq.g_01717
OG0000483	Prax.g_00887	Praq.g_01714
OG0000484	Prax.g_00886	Praq.g_01713
OG0000485	Prax.g_00885	Praq.g_01712
OG0000486	Prax.g_00884	Praq.g_01711
OG0000487	Prax.g_00880	Praq.g_01707
OG0000488	Prax.g_00877	Praq.g_01704
OG0000489	Prax.g_00872	Praq.g_01699
OG0000490	Prax.g_00867	Praq.g_01694
OG0000491	Prax.g_00866	Praq.g_01693
OG0000492	Prax.g_00864	Praq.g_01691
OG0000493	Prax.g_00863	Praq.g_01690
OG0000494	Prax.g_00862	Praq.g_01689
OG0000495	Prax.g_00861	Praq.g_01688
OG0000496	Prax.g_00860	Praq.g_01687
OG0000497	Prax.g_00859	Praq.g_01686
OG0000498	Prax.g_00858	Praq.g_01685
OG0000499	Prax.g_00857	Praq.g_01684
OG0000500	Prax.g_00856	Praq.g_01683
OG0000501	Prax.g_00854	Praq.g_01681
OG0000502	Prax.g_00849	Praq.g_01678
OG0000503	Prax.g_00839	Praq.g_01211
OG0000504	Prax.g_00838	Praq.g_01210
OG0000505	Prax.g_00837	Praq.g_01209
OG0000506	Prax.g_00835	Praq.g_01207
OG0000507	Prax.g_00832	Praq.g_01204
OG0000508	Prax.g_00828	Praq.g_01200
OG0000509	Prax.g_00826	Praq.g_01198
OG0000510	Prax.g_00825	Praq.g_01197
OG0000511	Prax.g_00824	Praq.g_01196
OG0000512	Prax.g_00822	Praq.g_01194
OG0000513	Prax.g_00815	Praq.g_01186
OG0000514	Prax.g_00769	Praq.g_01126
OG0000515	Prax.g_00768	Praq.g_01125
OG0000516	Prax.g_00767	Praq.g_01124
OG0000517	Prax.g_00765	Praq.g_01122
OG0000518	Prax.g_00754	Praq.g_01111
OG0000519	Prax.g_00753	Praq.g_01110
OG0000520	Prax.g_00752	Praq.g_01109
OG0000521	Prax.g_00747	Praq.g_00502
OG0000522	Prax.g_00746	Praq.g_00504
OG0000523	Prax.g_00745	Praq.g_00505
OG0000524	Prax.g_00740	Praq.g_00511
OG0000525	Prax.g_00737	Praq.g_00514
OG0000526	Prax.g_00736	Praq.g_00515
OG0000527	Prax.g_00729	Praq.g_00524
OG0000528	Prax.g_00724	Praq.g_00529
OG0000529	Prax.g_00721	Praq.g_00532
OG0000530	Prax.g_00718	Praq.g_00535
OG0000531	Prax.g_00717	Praq.g_00536
OG0000532	Prax.g_00715	Praq.g_00538
OG0000533	Prax.g_00714	Praq.g_00539
OG0000534	Prax.g_00713	Praq.g_00540
OG0000535	Prax.g_00712	Praq.g_00541
OG0000536	Prax.g_00711	Praq.g_00542
OG0000537	Prax.g_00709	Praq.g_00543
OG0000538	Prax.g_00701	Praq.g_01102
OG0000539	Prax.g_00700	Praq.g_01101
OG0000540	Prax.g_00699	Praq.g_01100
OG0000541	Prax.g_00698	Praq.g_01099
OG0000542	Prax.g_00696	Praq.g_01097
OG0000543	Prax.g_00694	Praq.g_01095
OG0000544	Prax.g_00693	Praq.g_01094
OG0000545	Prax.g_00691	Praq.g_01092
OG0000546	Prax.g_00688	Praq.g_01089
OG0000547	Prax.g_00686	Praq.g_01087
OG0000548	Prax.g_00685	Praq.g_01086
OG0000549	Prax.g_00683	Praq.g_01084
OG0000550	Prax.g_00678	Praq.g_01079
OG0000551	Prax.g_00674	Praq.g_01075
OG0000552	Prax.g_00673	Praq.g_01074
OG0000553	Prax.g_00672	Praq.g_01073
OG0000554	Prax.g_00667	Praq.g_01068
OG0000555	Prax.g_00003	Praq.g_01060
OG0000556	Prax.g_00005	Praq.g_01058
OG0000557	Prax.g_00006	Praq.g_01057
OG0000558	Prax.g_00008	Praq.g_01055
OG0000559	Prax.g_00012	Praq.g_01051
OG0000560	Prax.g_00015	Praq.g_01048
OG0000561	Prax.g_00016	Praq.g_01047
OG0000562	Prax.g_00017	Praq.g_01046
OG0000563	Prax.g_00018	Praq.g_01045
OG0000564	Prax.g_00019	Praq.g_01044
OG0000565	Prax.g_00022	Praq.g_01041
OG0000566	Prax.g_00024	Praq.g_01039
OG0000567	Prax.g_00028	Praq.g_01035
OG0000568	Prax.g_00029	Praq.g_01034
OG0000569	Prax.g_00030	Praq.g_01033
OG0000570	Prax.g_00031	Praq.g_01032
