Orthogroup	Prax	Prab
OG0000078	Prax.g_00979	Prab.g_00229
OG0000079	Prax.g_00923	Prab.g_00242
OG0000081	Prax.g_00670	Prab.g_00535
OG0000082	Prax.g_00045	Prab.g_00589
OG0000083	Prax.g_01924	Prab.g_01307
OG0000083	Prax.g_00444	Prab.g_00921
OG0000084	Prax.g_01737	Prab.g_01462
OG0000085	Prax.g_01566	Prab.g_01662
OG0000086	Prax.g_00659	Prab.g_00080
OG0000087	Prax.g_01079	Prab.g_00129
OG0000088	Prax.g_01052	Prab.g_00157
OG0000089	Prax.g_00817	Prab.g_00343
OG0000090	Prax.g_00668	Prab.g_00537
OG0000091	Prax.g_00101	Prab.g_00647
OG0000092	Prax.g_00566	Prab.g_01063
OG0000093	Prax.g_00588	Prab.g_01042
OG0000094	Prax.g_01185	Prab.g_00948
OG0000095	Prax.g_01204	Prab.g_01299, Prab.g_00929
OG0000096	Prax.g_00500	Prab.g_01596
OG0000096	Prax.g_00141	Prab.g_01165
OG0000097	Prax.g_00241	Prab.g_01260
OG0000098	Prax.g_01881	Prab.g_01346
OG0000099	Prax.g_01825	Prab.g_01394
OG0000100	Prax.g_01654	Prab.g_01540
OG0000101	Prax.g_01338	Prab.g_01802
OG0000102	Prax.g_01399	Prab.g_01862
OG0000103	Prax.g_01478	Prab.g_01942
OG0000104	Prax.g_01486	Prab.g_01951
OG0000105	Prax.g_00901	Prab.g_00262
OG0000106	Prax.g_00803	Prab.g_00359
OG0000107	Prax.g_00790	Prab.g_00375
OG0000108	Prax.g_00722	Prab.g_00484
OG0000109	Prax.g_00707	Prab.g_00498
OG0000110	Prax.g_00035	Prab.g_00579
OG0000111	Prax.g_00943	Prab.g_00704
OG0000112	Prax.g_00409	Prab.g_00804
OG0000113	Prax.g_00351	Prab.g_00862
OG0000114	Prax.g_00561	Prab.g_01068
OG0000115	Prax.g_00132	Prab.g_01156
OG0000116	Prax.g_00190	Prab.g_01209
OG0000117	Prax.g_01959	Prab.g_00717
OG0000118	Prax.g_01887	Prab.g_01338
OG0000119	Prax.g_01867	Prab.g_01356
OG0000120	Prax.g_01832	Prab.g_01447
OG0000121	Prax.g_01726	Prab.g_01468
OG0000122	Prax.g_01688	Prab.g_01506
OG0000123	Prax.g_01345	Prab.g_01809
OG0000124	Prax.g_01410	Prab.g_01873
OG0000125	Prax.g_01447	Prab.g_01910
OG0000126	Prax.g_01485	Prab.g_01950
OG0000128	Prax.g_01974	Prab.g_00011
OG0000129	Prax.g_00269	Prab.g_00043
OG0000130	Prax.g_00640	Prab.g_00061
OG0000131	Prax.g_01073	Prab.g_00136
OG0000132	Prax.g_01054	Prab.g_00155
OG0000133	Prax.g_00853, Prax.g_00852	Prab.g_00310
OG0000134	Prax.g_00816	Prab.g_00344
OG0000135	Prax.g_00792	Prab.g_00371
OG0000136	Prax.g_00759	Prab.g_00444
OG0000137	Prax.g_00727	Prab.g_00479
OG0000138	Prax.g_00706	Prab.g_00499
OG0000139	Prax.g_00664	Prab.g_00541
OG0000140	Prax.g_00663	Prab.g_00542
OG0000141	Prax.g_00066	Prab.g_00611
OG0000142	Prax.g_00094	Prab.g_00640
OG0000143	Prax.g_00098	Prab.g_00644
OG0000144	Prax.g_00111	Prab.g_00657
OG0000145	Prax.g_00413	Prab.g_00783
OG0000146	Prax.g_00408	Prab.g_00805
OG0000147	Prax.g_00407	Prab.g_00806
OG0000148	Prax.g_00357	Prab.g_00856
OG0000149	Prax.g_00326	Prab.g_00886
OG0000150	Prax.g_00318	Prab.g_00894
OG0000151	Prax.g_00571	Prab.g_01058
OG0000152	Prax.g_01129	Prab.g_01010
OG0000153	Prax.g_01148	Prab.g_00991
OG0000154	Prax.g_01178	Prab.g_00955
OG0000155	Prax.g_00220	Prab.g_01239
OG0000156	Prax.g_01910	Prab.g_01315
OG0000157	Prax.g_01909	Prab.g_01316
OG0000158	Prax.g_01780	Prab.g_01379
OG0000159	Prax.g_01824	Prab.g_01392
OG0000160	Prax.g_01727	Prab.g_01467
OG0000161	Prax.g_01721	Prab.g_01473
OG0000162	Prax.g_01715	Prab.g_01479
OG0000163	Prax.g_01681	Prab.g_01513
OG0000164	Prax.g_01535	Prab.g_01693
OG0000165	Prax.g_01528	Prab.g_01700
OG0000166	Prax.g_01302	Prab.g_01766
OG0000167	Prax.g_01368	Prab.g_01832
OG0000168	Prax.g_01378	Prab.g_01841
OG0000169	Prax.g_01388	Prab.g_01851
OG0000170	Prax.g_01390	Prab.g_01853
OG0000171	Prax.g_01409	Prab.g_01872
OG0000172	Prax.g_01418	Prab.g_01881
OG0000173	Prax.g_01433	Prab.g_01896
OG0000174	Prax.g_01460	Prab.g_01924
OG0000175	Prax.g_01470	Prab.g_01934
OG0000176	Prax.g_01494	Prab.g_00004
OG0000177	Prax.g_01495	Prab.g_00005
OG0000178	Prax.g_01496	Prab.g_00006
OG0000179	Prax.g_00297	Prab.g_00016
OG0000180	Prax.g_00296	Prab.g_00017
OG0000181	Prax.g_00295	Prab.g_00018
OG0000182	Prax.g_00294	Prab.g_00019
OG0000183	Prax.g_00290	Prab.g_00023
OG0000184	Prax.g_00621	Prab.g_00045
OG0000185	Prax.g_00624	Prab.g_00048
OG0000186	Prax.g_00635	Prab.g_00056
OG0000187	Prax.g_00636	Prab.g_00057
OG0000188	Prax.g_00653	Prab.g_00074
OG0000189	Prax.g_01122	Prab.g_00087
OG0000190	Prax.g_01121	Prab.g_00088
OG0000191	Prax.g_01101	Prab.g_00108
OG0000192	Prax.g_01097	Prab.g_00112
OG0000193	Prax.g_01072	Prab.g_00137
OG0000194	Prax.g_01069	Prab.g_00140
OG0000195	Prax.g_01067	Prab.g_00142
OG0000196	Prax.g_01057	Prab.g_00152
OG0000197	Prax.g_01056	Prab.g_00153
OG0000198	Prax.g_01055	Prab.g_00154
OG0000199	Prax.g_01048	Prab.g_00161
OG0000200	Prax.g_01034	Prab.g_00175
OG0000201	Prax.g_01026	Prab.g_00183
OG0000202	Prax.g_01025	Prab.g_00184
OG0000203	Prax.g_01024	Prab.g_00185
OG0000204	Prax.g_01023	Prab.g_00186
OG0000205	Prax.g_01016	Prab.g_00193
OG0000206	Prax.g_01011	Prab.g_00198
OG0000207	Prax.g_01009	Prab.g_00200
OG0000208	Prax.g_01008	Prab.g_00201
OG0000209	Prax.g_00999	Prab.g_00210
OG0000210	Prax.g_00998	Prab.g_00211
OG0000211	Prax.g_00985	Prab.g_00224
OG0000212	Prax.g_00978	Prab.g_00230
OG0000213	Prax.g_00918	Prab.g_00247
OG0000214	Prax.g_00908	Prab.g_00256
OG0000215	Prax.g_00883	Prab.g_00280
OG0000216	Prax.g_00881	Prab.g_00282
OG0000217	Prax.g_00878	Prab.g_00285
OG0000218	Prax.g_00876	Prab.g_00287
OG0000219	Prax.g_00875	Prab.g_00288
OG0000220	Prax.g_00874	Prab.g_00289
OG0000221	Prax.g_00873	Prab.g_00290
OG0000222	Prax.g_00865	Prab.g_00298
OG0000223	Prax.g_00850	Prab.g_00311
OG0000224	Prax.g_00848	Prab.g_00313
OG0000225	Prax.g_00827	Prab.g_00333
OG0000226	Prax.g_00823	Prab.g_00337
OG0000227	Prax.g_00821	Prab.g_00339
OG0000228	Prax.g_00818	Prab.g_00342
OG0000229	Prax.g_00764	Prab.g_00439
OG0000230	Prax.g_00762	Prab.g_00441
OG0000231	Prax.g_00751	Prab.g_00455
OG0000232	Prax.g_00743	Prab.g_00463
OG0000233	Prax.g_00738	Prab.g_00468
OG0000234	Prax.g_00726	Prab.g_00480
OG0000235	Prax.g_00723	Prab.g_00483
OG0000236	Prax.g_00708	Prab.g_00497
OG0000237	Prax.g_00695	Prab.g_00510
OG0000238	Prax.g_00689	Prab.g_00516
OG0000239	Prax.g_00676	Prab.g_00529
OG0000240	Prax.g_00675	Prab.g_00530
OG0000241	Prax.g_00671	Prab.g_00534
OG0000242	Prax.g_00669	Prab.g_00536
OG0000243	Prax.g_00004	Prab.g_00547
OG0000244	Prax.g_00007	Prab.g_00550
OG0000245	Prax.g_00009	Prab.g_00552
OG0000246	Prax.g_00013	Prab.g_00556
OG0000247	Prax.g_00023	Prab.g_00566
OG0000248	Prax.g_00025	Prab.g_00569
OG0000249	Prax.g_00027	Prab.g_00571
OG0000250	Prax.g_00032	Prab.g_00576
OG0000251	Prax.g_00050	Prab.g_00595
OG0000252	Prax.g_00053	Prab.g_00598
OG0000253	Prax.g_00054	Prab.g_00599
OG0000254	Prax.g_00070	Prab.g_00615
OG0000255	Prax.g_00076	Prab.g_00621
OG0000256	Prax.g_00086	Prab.g_00632
OG0000257	Prax.g_00089	Prab.g_00635
OG0000258	Prax.g_00102	Prab.g_00648
OG0000259	Prax.g_00119	Prab.g_00665
OG0000260	Prax.g_00122	Prab.g_00668
OG0000261	Prax.g_00977	Prab.g_00670
OG0000262	Prax.g_00973	Prab.g_00674
OG0000263	Prax.g_00961	Prab.g_00686
OG0000264	Prax.g_00951	Prab.g_00696
OG0000265	Prax.g_00485	Prab.g_00723
OG0000266	Prax.g_00475	Prab.g_00733
OG0000267	Prax.g_00464	Prab.g_00744
OG0000268	Prax.g_00463	Prab.g_00745
OG0000269	Prax.g_00378	Prab.g_00835
OG0000270	Prax.g_00375	Prab.g_00838
OG0000271	Prax.g_00367	Prab.g_00846
OG0000272	Prax.g_00366	Prab.g_00847
OG0000273	Prax.g_00343	Prab.g_00870
OG0000274	Prax.g_00342	Prab.g_00871
OG0000275	Prax.g_00339	Prab.g_00873
OG0000276	Prax.g_00334	Prab.g_00878
OG0000277	Prax.g_00333	Prab.g_00879
OG0000278	Prax.g_00330	Prab.g_00882
OG0000279	Prax.g_00323	Prab.g_00889
OG0000280	Prax.g_00322	Prab.g_00890
OG0000281	Prax.g_00317	Prab.g_00896
OG0000282	Prax.g_00563	Prab.g_01066
OG0000283	Prax.g_00597	Prab.g_01033
OG0000284	Prax.g_00602	Prab.g_01028
OG0000285	Prax.g_00607	Prab.g_01023
OG0000286	Prax.g_00619	Prab.g_01011
OG0000287	Prax.g_01145	Prab.g_00994
OG0000288	Prax.g_01177	Prab.g_00956
OG0000289	Prax.g_01188	Prab.g_00945
OG0000290	Prax.g_01201	Prab.g_00932
OG0000291	Prax.g_01203	Prab.g_00930
OG0000292	Prax.g_01759, Prax.g_01254	Prab.g_01144
OG0000293	Prax.g_00191	Prab.g_01210
OG0000294	Prax.g_00192	Prab.g_01211
OG0000295	Prax.g_00212	Prab.g_01231
OG0000296	Prax.g_00214	Prab.g_01233
OG0000297	Prax.g_00222	Prab.g_01241
OG0000298	Prax.g_00223	Prab.g_01242
OG0000299	Prax.g_00240	Prab.g_01259
OG0000300	Prax.g_00243	Prab.g_01262
OG0000301	Prax.g_00244	Prab.g_01263
OG0000302	Prax.g_00246	Prab.g_01265
OG0000303	Prax.g_00253	Prab.g_01272
OG0000304	Prax.g_00257	Prab.g_01276
OG0000305	Prax.g_01871	Prab.g_01353
OG0000306	Prax.g_01868	Prab.g_01355
OG0000307	Prax.g_01854	Prab.g_01369
OG0000308	Prax.g_01853	Prab.g_01370
OG0000309	Prax.g_01849	Prab.g_01374
OG0000310	Prax.g_01748	Prab.g_01451
OG0000311	Prax.g_01746	Prab.g_01453
OG0000312	Prax.g_01743	Prab.g_01456
OG0000313	Prax.g_01724	Prab.g_01470
OG0000314	Prax.g_01701	Prab.g_01493
OG0000315	Prax.g_01691	Prab.g_01503
OG0000316	Prax.g_01671	Prab.g_01523
OG0000317	Prax.g_01561	Prab.g_01667
OG0000318	Prax.g_01558	Prab.g_01670
OG0000319	Prax.g_01545	Prab.g_01683
OG0000320	Prax.g_01543	Prab.g_01685
OG0000321	Prax.g_01542	Prab.g_01686
OG0000322	Prax.g_01541	Prab.g_01687
OG0000323	Prax.g_01532	Prab.g_01696
OG0000324	Prax.g_01505	Prab.g_01722
OG0000325	Prax.g_01263	Prab.g_01732
OG0000326	Prax.g_01269	Prab.g_01738
OG0000327	Prax.g_01297	Prab.g_01761
OG0000328	Prax.g_01298	Prab.g_01762
OG0000329	Prax.g_01315	Prab.g_01779
OG0000330	Prax.g_01316	Prab.g_01780
OG0000331	Prax.g_01317	Prab.g_01781
OG0000332	Prax.g_01331	Prab.g_01795
OG0000333	Prax.g_01333	Prab.g_01797
OG0000334	Prax.g_01341	Prab.g_01805
OG0000335	Prax.g_01346	Prab.g_01810
OG0000336	Prax.g_01350	Prab.g_01814
OG0000337	Prax.g_01366	Prab.g_01830
OG0000338	Prax.g_01367	Prab.g_01831
OG0000339	Prax.g_01371	Prab.g_01835
OG0000340	Prax.g_01379	Prab.g_01842
OG0000341	Prax.g_01381	Prab.g_01844
OG0000342	Prax.g_01382	Prab.g_01845
OG0000343	Prax.g_01383	Prab.g_01846
OG0000344	Prax.g_01386	Prab.g_01849
OG0000345	Prax.g_01391	Prab.g_01854
OG0000346	Prax.g_01395	Prab.g_01858
OG0000347	Prax.g_01411	Prab.g_01874
OG0000348	Prax.g_01421	Prab.g_01884
OG0000349	Prax.g_01438	Prab.g_01901
OG0000350	Prax.g_01456	Prab.g_01920
OG0000351	Prax.g_01473	Prab.g_01937
OG0000352	Prax.g_01474	Prab.g_01938
OG0000353	Prax.g_01489	Prab.g_01954
OG0000355	Prax.g_01491	Prab.g_00001
OG0000356	Prax.g_01492	Prab.g_00002
OG0000357	Prax.g_01493	Prab.g_00003
OG0000358	Prax.g_01497	Prab.g_00007
OG0000359	Prax.g_01498	Prab.g_00008
OG0000360	Prax.g_01499	Prab.g_00009
OG0000361	Prax.g_01975	Prab.g_00010
OG0000362	Prax.g_01973	Prab.g_00012
OG0000363	Prax.g_00299	Prab.g_00014
OG0000364	Prax.g_00298	Prab.g_00015
OG0000365	Prax.g_00293	Prab.g_00020
OG0000366	Prax.g_00292	Prab.g_00021
OG0000367	Prax.g_00291	Prab.g_00022
OG0000368	Prax.g_00289	Prab.g_00024
OG0000369	Prax.g_00288	Prab.g_00025
OG0000370	Prax.g_00287	Prab.g_00026
OG0000371	Prax.g_00281	Prab.g_00032
OG0000372	Prax.g_00278	Prab.g_00035
OG0000373	Prax.g_00277	Prab.g_00036
OG0000374	Prax.g_00276	Prab.g_00037
OG0000375	Prax.g_00273	Prab.g_00039
OG0000376	Prax.g_00271	Prab.g_00041
OG0000377	Prax.g_00261	Prab.g_00044
OG0000378	Prax.g_00622	Prab.g_00046
OG0000379	Prax.g_00625	Prab.g_00049
OG0000380	Prax.g_00637	Prab.g_00058
OG0000381	Prax.g_00641	Prab.g_00062
OG0000382	Prax.g_00652	Prab.g_00073
OG0000383	Prax.g_00654	Prab.g_00075
OG0000384	Prax.g_00655	Prab.g_00076
OG0000385	Prax.g_00656	Prab.g_00077
OG0000386	Prax.g_00657	Prab.g_00078
OG0000387	Prax.g_01119	Prab.g_00090
OG0000388	Prax.g_01116	Prab.g_00093
OG0000389	Prax.g_01113	Prab.g_00097
OG0000390	Prax.g_01106	Prab.g_00104
OG0000391	Prax.g_01102	Prab.g_00107
OG0000392	Prax.g_01098	Prab.g_00111
OG0000393	Prax.g_01096	Prab.g_00113
OG0000394	Prax.g_01095	Prab.g_00114
OG0000395	Prax.g_01094	Prab.g_00115
OG0000396	Prax.g_01091	Prab.g_00117
OG0000397	Prax.g_01089	Prab.g_00119
OG0000398	Prax.g_01087	Prab.g_00121
OG0000399	Prax.g_01086	Prab.g_00122
OG0000400	Prax.g_01085	Prab.g_00123
OG0000401	Prax.g_01084	Prab.g_00124
OG0000402	Prax.g_01082	Prab.g_00126
OG0000403	Prax.g_01081	Prab.g_00127
OG0000404	Prax.g_01080	Prab.g_00128
OG0000405	Prax.g_01076	Prab.g_00132
OG0000406	Prax.g_01071	Prab.g_00138
OG0000407	Prax.g_01070	Prab.g_00139
OG0000408	Prax.g_01068	Prab.g_00141
OG0000409	Prax.g_01066	Prab.g_00143
OG0000410	Prax.g_01065	Prab.g_00144
OG0000411	Prax.g_01064	Prab.g_00145
OG0000412	Prax.g_01063	Prab.g_00146
OG0000413	Prax.g_01062	Prab.g_00147
OG0000414	Prax.g_01061	Prab.g_00148
OG0000415	Prax.g_01060	Prab.g_00149
OG0000416	Prax.g_01059	Prab.g_00150
OG0000417	Prax.g_01058	Prab.g_00151
OG0000418	Prax.g_01053	Prab.g_00156
OG0000419	Prax.g_01051	Prab.g_00158
OG0000420	Prax.g_01050	Prab.g_00159
OG0000421	Prax.g_01045	Prab.g_00164
OG0000422	Prax.g_01044	Prab.g_00165
OG0000423	Prax.g_01043	Prab.g_00166
OG0000424	Prax.g_01042	Prab.g_00167
OG0000425	Prax.g_01041	Prab.g_00168
OG0000426	Prax.g_01040	Prab.g_00169
OG0000427	Prax.g_01039	Prab.g_00170
OG0000428	Prax.g_01037	Prab.g_00172
OG0000429	Prax.g_01036	Prab.g_00173
OG0000430	Prax.g_01035	Prab.g_00174
OG0000431	Prax.g_01033	Prab.g_00176
OG0000432	Prax.g_01030	Prab.g_00179
OG0000433	Prax.g_01029	Prab.g_00180
OG0000434	Prax.g_01028	Prab.g_00181
OG0000435	Prax.g_01027	Prab.g_00182
OG0000436	Prax.g_01022	Prab.g_00187
OG0000437	Prax.g_01021	Prab.g_00188
OG0000438	Prax.g_01020	Prab.g_00189
OG0000439	Prax.g_01018	Prab.g_00191
OG0000440	Prax.g_01017	Prab.g_00192
OG0000441	Prax.g_01014	Prab.g_00195
OG0000442	Prax.g_01013	Prab.g_00196
OG0000443	Prax.g_01012	Prab.g_00197
OG0000444	Prax.g_01007	Prab.g_00202
OG0000445	Prax.g_01006	Prab.g_00203
OG0000446	Prax.g_01005	Prab.g_00204
OG0000447	Prax.g_01004	Prab.g_00205
OG0000448	Prax.g_01003	Prab.g_00206
OG0000449	Prax.g_01002	Prab.g_00207
OG0000450	Prax.g_01001	Prab.g_00208
OG0000451	Prax.g_01000	Prab.g_00209
OG0000452	Prax.g_00997	Prab.g_00212
OG0000453	Prax.g_00996	Prab.g_00213
OG0000454	Prax.g_00995	Prab.g_00214
OG0000455	Prax.g_00994	Prab.g_00215
OG0000456	Prax.g_00993	Prab.g_00216
OG0000457	Prax.g_00992	Prab.g_00217
OG0000458	Prax.g_00991	Prab.g_00218
OG0000459	Prax.g_00990	Prab.g_00219
OG0000460	Prax.g_00983	Prab.g_00226
OG0000461	Prax.g_00933	Prab.g_00232
OG0000462	Prax.g_00931	Prab.g_00234
OG0000463	Prax.g_00930	Prab.g_00235
OG0000464	Prax.g_00929	Prab.g_00236
OG0000465	Prax.g_00928	Prab.g_00237
OG0000466	Prax.g_00925	Prab.g_00240
OG0000467	Prax.g_00924	Prab.g_00241
OG0000468	Prax.g_00922	Prab.g_00243
OG0000469	Prax.g_00913	Prab.g_00251
OG0000470	Prax.g_00911	Prab.g_00253
OG0000471	Prax.g_00910	Prab.g_00254
OG0000472	Prax.g_00909	Prab.g_00255
OG0000473	Prax.g_00907	Prab.g_00257
OG0000474	Prax.g_00906	Prab.g_00258
OG0000475	Prax.g_00905	Prab.g_00259
OG0000476	Prax.g_00904	Prab.g_00260
OG0000477	Prax.g_00900	Prab.g_00263
OG0000478	Prax.g_00899	Prab.g_00264
OG0000479	Prax.g_00898	Prab.g_00265
OG0000480	Prax.g_00893	Prab.g_00270
OG0000481	Prax.g_00891	Prab.g_00272
OG0000482	Prax.g_00890	Prab.g_00273
OG0000483	Prax.g_00887	Prab.g_00276
OG0000484	Prax.g_00886	Prab.g_00277
OG0000485	Prax.g_00885	Prab.g_00278
OG0000486	Prax.g_00884	Prab.g_00279
OG0000487	Prax.g_00880	Prab.g_00283
OG0000488	Prax.g_00877	Prab.g_00286
OG0000489	Prax.g_00872	Prab.g_00291
OG0000490	Prax.g_00867	Prab.g_00296
OG0000491	Prax.g_00866	Prab.g_00297
OG0000492	Prax.g_00864	Prab.g_00299
OG0000493	Prax.g_00863	Prab.g_00300
OG0000494	Prax.g_00862	Prab.g_00301
OG0000495	Prax.g_00861	Prab.g_00302
OG0000496	Prax.g_00860	Prab.g_00303
OG0000497	Prax.g_00859	Prab.g_00304
OG0000498	Prax.g_00858	Prab.g_00305
OG0000499	Prax.g_00857	Prab.g_00306
OG0000500	Prax.g_00856	Prab.g_00307
OG0000501	Prax.g_00854	Prab.g_00309
OG0000502	Prax.g_00849	Prab.g_00312
OG0000503	Prax.g_00839	Prab.g_00322
OG0000504	Prax.g_00838	Prab.g_00323
OG0000505	Prax.g_00837	Prab.g_00324
OG0000506	Prax.g_00835	Prab.g_00325
OG0000507	Prax.g_00832	Prab.g_00328
OG0000508	Prax.g_00828	Prab.g_00332
OG0000509	Prax.g_00826	Prab.g_00334
OG0000510	Prax.g_00825	Prab.g_00335
OG0000511	Prax.g_00824	Prab.g_00336
OG0000512	Prax.g_00822	Prab.g_00338
OG0000513	Prax.g_00815	Prab.g_00345
OG0000514	Prax.g_00769	Prab.g_00434
OG0000515	Prax.g_00768	Prab.g_00435
OG0000516	Prax.g_00767	Prab.g_00436
OG0000517	Prax.g_00765	Prab.g_00438
OG0000518	Prax.g_00754	Prab.g_00449
OG0000519	Prax.g_00753	Prab.g_00450
OG0000520	Prax.g_00752	Prab.g_00454
OG0000521	Prax.g_00747	Prab.g_00459
OG0000522	Prax.g_00746	Prab.g_00460
OG0000523	Prax.g_00745	Prab.g_00461
OG0000524	Prax.g_00740	Prab.g_00466
OG0000525	Prax.g_00737	Prab.g_00469
OG0000526	Prax.g_00736	Prab.g_00470
OG0000527	Prax.g_00729	Prab.g_00477
OG0000528	Prax.g_00724	Prab.g_00482
OG0000529	Prax.g_00721	Prab.g_00485
OG0000530	Prax.g_00718	Prab.g_00488
OG0000531	Prax.g_00717	Prab.g_00489
OG0000532	Prax.g_00715	Prab.g_00491
OG0000533	Prax.g_00714	Prab.g_00492
OG0000534	Prax.g_00713	Prab.g_00493
OG0000535	Prax.g_00712	Prab.g_00494
OG0000536	Prax.g_00711	Prab.g_00495
OG0000537	Prax.g_00709	Prab.g_00496
OG0000538	Prax.g_00701	Prab.g_00504
OG0000539	Prax.g_00700	Prab.g_00505
OG0000540	Prax.g_00699	Prab.g_00506
OG0000541	Prax.g_00698	Prab.g_00507
OG0000542	Prax.g_00696	Prab.g_00509
OG0000543	Prax.g_00694	Prab.g_00511
OG0000544	Prax.g_00693	Prab.g_00512
OG0000545	Prax.g_00691	Prab.g_00514
OG0000546	Prax.g_00688	Prab.g_00517
OG0000547	Prax.g_00686	Prab.g_00519
OG0000548	Prax.g_00685	Prab.g_00520
OG0000549	Prax.g_00683	Prab.g_00522
OG0000550	Prax.g_00678	Prab.g_00527
OG0000551	Prax.g_00674	Prab.g_00531
OG0000552	Prax.g_00673	Prab.g_00532
OG0000553	Prax.g_00672	Prab.g_00533
OG0000554	Prax.g_00667	Prab.g_00538
OG0000555	Prax.g_00003	Prab.g_00546
OG0000556	Prax.g_00005	Prab.g_00548
OG0000557	Prax.g_00006	Prab.g_00549
OG0000558	Prax.g_00008	Prab.g_00551
OG0000559	Prax.g_00012	Prab.g_00555
OG0000560	Prax.g_00015	Prab.g_00558
